scout_target_id,lane_id,municipality,state,target_unit_type,known_counterpart_id,period,match_priority_tier,same_city_match_status,overlapping_cycle_status,candidate_only
TS4-3-8f989407f46997da,lane_3,Windham,CT,non_safety_municipal_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-3-2c29d71286fa39b3,lane_3,West Memphis,AR,non_safety_municipal_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-3-ef0bfaddb1ee9d87,lane_3,Searcy,AR,non_safety_municipal_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-3-f6bc2d92925fa61e,lane_3,Oshtemo charter,MI,non_safety_municipal_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-3-4eca9ec154e85957,lane_3,Bedford,NH,non_safety_municipal_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-3-b0cb9985b91634fe,lane_3,Cranford,NJ,non_safety_municipal_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-3-00d4154ce9a4da4a,lane_3,Montgomery,NJ,non_safety_municipal_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-3-8fc3f5c14eeb0361,lane_3,Corinth,TX,non_safety_municipal_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-3-b4066e41a6b40d44,lane_3,Ennis,TX,non_safety_municipal_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-3-1436e5266c2f933a,lane_3,West Goshen,PA,non_safety_municipal_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-3-c3c80764b23c66dd,lane_3,Niskayuna,NY,non_safety_municipal_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-3-1eedbc59b38a244a,lane_3,Scarborough,ME,non_safety_municipal_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-3-d4af0f21819336a1,lane_3,Munster,IN,non_safety_municipal_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-3-aded25059948d325,lane_3,Fountain Hills,AZ,non_safety_municipal_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-3-1d19d626c76094d8,lane_3,Clinton,UT,non_safety_municipal_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-3-33fdcdd99efd596a,lane_3,Melissa,TX,non_safety_municipal_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-3-a093d76c86f7aa47,lane_3,North Salt Lake,UT,non_safety_municipal_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-3-2443d9058067d561,lane_3,Highland,IN,non_safety_municipal_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-3-ea9722f382a44416,lane_3,Morris,NJ,non_safety_municipal_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-3-6a81fb80bb772be2,lane_3,Dover,PA,non_safety_municipal_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-3-215192ee51fb0c75,lane_3,Crete,IL,non_safety_municipal_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-3-71838e116ec06950,lane_3,Mustang,OK,non_safety_municipal_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-3-629c9395bfba6eb6,lane_3,Peters,PA,non_safety_municipal_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-3-73301a1fb84f4deb,lane_3,Jackson,IN,non_safety_municipal_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-3-f086a6cdbed852bd,lane_3,Westerly,RI,non_safety_municipal_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-3-234e9925ca94e53c,lane_3,Montgomery,NY,non_safety_municipal_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-3-bb70ece2cedb209c,lane_3,Roxbury,NJ,non_safety_municipal_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-3-eb10b8e3bca4d179,lane_3,Wareham,MA,non_safety_municipal_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-3-0d88e3ee1f3551c1,lane_3,Waynesboro,VA,non_safety_municipal_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-3-ccc5409ed74f39c0,lane_3,Duncan,OK,non_safety_municipal_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-3-1874c718291a98fd,lane_3,Wilmington,MA,non_safety_municipal_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-3-0614590d3a04d44c,lane_3,Freeport,IL,non_safety_municipal_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-3-13e23de41cc98dce,lane_3,Waxhaw,NC,non_safety_municipal_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-3-9b6fb1d93ab23a39,lane_3,Albertville,AL,non_safety_municipal_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-3-b8d665caeaac1cae,lane_3,Lysander,NY,non_safety_municipal_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-3-ac53908fe59e842b,lane_3,Watauga,TX,non_safety_municipal_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-3-74e31269af1b21d3,lane_3,Suwanee,GA,non_safety_municipal_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-3-d86406c23aa30d32,lane_3,Fairfield,OH,non_safety_municipal_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-3-a0457c6b63501f56,lane_3,Stoneham,MA,non_safety_municipal_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-3-0f9b24e3da2349cf,lane_3,Lincoln,RI,non_safety_municipal_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-3-4105ca3a85c06c19,lane_3,Winchester,MA,non_safety_municipal_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-3-e09e28cf652faf0a,lane_3,Hopewell,VA,non_safety_municipal_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-3-fe8c0f872d812547,lane_3,Radcliff,KY,non_safety_municipal_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-3-6588dea763c86677,lane_3,Summit,MI,non_safety_municipal_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-3-c049c607fff7537b,lane_3,Vernon,NJ,non_safety_municipal_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-3-1c41a16a81725657,lane_3,Oxford charter,MI,non_safety_municipal_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-3-83c585b598fc0b3e,lane_3,Christiansburg,VA,non_safety_municipal_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-3-287f76053a7ce79e,lane_3,Kalamazoo charter,MI,non_safety_municipal_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-3-1947a8686b684abc,lane_3,Greenwood,SC,non_safety_municipal_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-3-1dd2ee9f3cd24cdf,lane_3,Montville,NJ,non_safety_municipal_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-3-d8d701f021f54045,lane_3,La Porte,IN,non_safety_municipal_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-3-c506052925c028a2,lane_3,West Deptford,NJ,non_safety_municipal_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-3-5acb339f3f17ebc3,lane_3,Fishkill,NY,non_safety_municipal_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-3-3aa41e3aa713bf0f,lane_3,Brunswick,ME,non_safety_municipal_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-3-6ce0c8276c6ce2e4,lane_3,Palmer,PA,non_safety_municipal_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-3-394411ed4af1f6fb,lane_3,Acworth,GA,non_safety_municipal_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-3-e864b0659310fa4b,lane_3,Big Spring,TX,non_safety_municipal_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-3-99960cee80d390eb,lane_3,Onondaga,NY,non_safety_municipal_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-3-92cda89bc4a7ff49,lane_3,Laguna Beach,CA,non_safety_municipal_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-3-add7f8a135ef5414,lane_3,Evans,CO,non_safety_municipal_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-3-a673f5c1cde82ca3,lane_3,Moline,IL,non_safety_municipal_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-3-df4f8749e2eefb05,lane_3,Lyndhurst,NJ,non_safety_municipal_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-3-c46f0756236e37e7,lane_3,Watertown,CT,non_safety_municipal_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-3-7e97b72d50e28102,lane_3,Lemont,IL,non_safety_municipal_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-3-744cf2e9c1702891,lane_3,North Ogden,UT,non_safety_municipal_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-3-21ee4c7fa079139f,lane_3,Clarksville,IN,non_safety_municipal_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-3-3f4869dea879a877,lane_3,Clemmons,NC,non_safety_municipal_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-3-91a649961cf85a17,lane_3,Helena,AL,non_safety_municipal_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-3-52fbd36fd052ad72,lane_3,Muhlenberg,PA,non_safety_municipal_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-3-3d4652dabce494c9,lane_3,Smithfield,RI,non_safety_municipal_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-3-0865d0d3e85d1b8e,lane_3,Bristol,RI,non_safety_municipal_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-3-1831f7359ba81686,lane_3,Snellville,GA,non_safety_municipal_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-3-ee66a207f32f556b,lane_3,New Hartford,NY,non_safety_municipal_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-3-3f66cd4c88014e26,lane_3,Darien,CT,non_safety_municipal_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-3-161d9f263c080b3a,lane_3,Guilford,CT,non_safety_municipal_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-3-4bf2ed41c20c3da1,lane_3,Westborough,MA,non_safety_municipal_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-3-47f4950cd04d133e,lane_3,Manor,PA,non_safety_municipal_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-3-b9d8e997ed881982,lane_3,Shelby,NC,non_safety_municipal_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-3-33db971ba132a749,lane_3,Hillside,NJ,non_safety_municipal_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-3-63c1cbfcc059c4f7,lane_3,East Ridge,TN,non_safety_municipal_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-3-7ff64247eec60a13,lane_3,Stephenville,TX,non_safety_municipal_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-3-ddafea4c1150ea6f,lane_3,Henry,IN,non_safety_municipal_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-3-da395f6b3ff95828,lane_3,Addison,IN,non_safety_municipal_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-3-42a793105e0cb4c6,lane_3,Lower,NJ,non_safety_municipal_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-3-c20a3ccee1a18adf,lane_3,Bloomfield,CT,non_safety_municipal_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-3-c69e11b29af2818a,lane_3,Bryant,AR,non_safety_municipal_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-3-b6e868192af75b8a,lane_3,Millburn,NJ,non_safety_municipal_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-3-978a804a7c1b6753,lane_3,Dickinson,TX,non_safety_municipal_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-3-b3d4ff2d26878f1c,lane_3,Hanahan,SC,non_safety_municipal_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-3-56fc8af17c53b325,lane_3,Boerne,TX,non_safety_municipal_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-3-01ca5c2b364b68f8,lane_3,Mountain Brook,AL,non_safety_municipal_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-3-1458ac0dcd103803,lane_3,Frenchtown,MI,non_safety_municipal_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-3-7fd65f469a88dc03,lane_3,Vincennes,IN,non_safety_municipal_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-3-105644fcfc17deac,lane_3,Seymour,IN,non_safety_municipal_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-3-3962a2eb60854865,lane_3,Harrison,OH,non_safety_municipal_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-3-7792580afe2f9b0f,lane_3,Yucca Valley,CA,non_safety_municipal_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-3-23dd62ebaf6cc83e,lane_3,Dorr,IL,non_safety_municipal_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-3-5d4ab38224322808,lane_3,Moorestown,NJ,non_safety_municipal_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-3-c9607956e1a00e3d,lane_3,Little Egg Harbor,NJ,non_safety_municipal_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-3-620449e398c7776b,lane_3,Terrell,TX,non_safety_municipal_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-3-25dde69df0d63b79,lane_3,Grand Island,NY,non_safety_municipal_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-3-0be6cb41b5e28296,lane_3,South Whitehall,PA,non_safety_municipal_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-3-c1a11a964ca3a958,lane_3,Montrose,CO,non_safety_municipal_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-3-ae3634649ab38ef3,lane_3,Hampton,IL,non_safety_municipal_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-3-bbff41d1673ca0ce,lane_3,Del City,OK,non_safety_municipal_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-3-82987f409a15b592,lane_3,Unity,PA,non_safety_municipal_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-3-57e221ae97ab4a7d,lane_3,Monroe,NY,non_safety_municipal_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-3-b2fedfc10f6a3274,lane_3,East Pennsboro,PA,non_safety_municipal_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-3-94685f8729c3b6e9,lane_3,Hamburg,MI,non_safety_municipal_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-3-f01f5e1a9c914354,lane_3,Anniston,AL,non_safety_municipal_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-3-9ab71f50033d217e,lane_3,Limerick,PA,non_safety_municipal_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-3-d1ac889cc6dabb98,lane_3,Ashland,KY,non_safety_municipal_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-3-cdc43dff3c3047e8,lane_3,Alton,TX,non_safety_municipal_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-3-466b5673f8e0d69a,lane_3,Hyde Park,NY,non_safety_municipal_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-3-4a83081c5a8b39e6,lane_3,Carrboro,NC,non_safety_municipal_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-3-c96a31fee1c4e25c,lane_3,Silver Spring,PA,non_safety_municipal_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-3-2b53ad187cdf39aa,lane_3,Westchester,IN,non_safety_municipal_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-3-05d0aa6c41f75939,lane_3,Culpeper,VA,non_safety_municipal_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-3-61c025671efc0827,lane_3,Ithaca,NY,non_safety_municipal_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-3-6b96d5d4718a1c04,lane_3,Sugar Grove,IL,non_safety_municipal_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-3-e1dd7e49441d2b78,lane_3,Somers,NY,non_safety_municipal_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-3-371cdd4401cac21d,lane_3,Murphy,TX,non_safety_municipal_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-3-784d61316f641acb,lane_3,New Canaan,CT,non_safety_municipal_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-3-febf78ed803f81c8,lane_3,Ludlow,MA,non_safety_municipal_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-3-034b5c77e1287b0a,lane_3,Shawswick,IN,non_safety_municipal_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-3-fbc2e9299f20ed26,lane_3,Buckingham,PA,non_safety_municipal_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-3-24f234ce1e3fdcbe,lane_3,Rocky Hill,CT,non_safety_municipal_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-3-c299aaa03a57e836,lane_3,Bethel,CT,non_safety_municipal_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-3-1a69c5a680bdf8e9,lane_3,West Whiteland,PA,non_safety_municipal_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-3-702c46967f3d5361,lane_3,Shelbyville,IN,non_safety_municipal_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-3-d0f59741af28329c,lane_3,Penn,PA,non_safety_municipal_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-3-f69079ac4ccf51a9,lane_3,Upper St. Clair,PA,non_safety_municipal_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-3-077544afe4914946,lane_3,Genoa,MI,non_safety_municipal_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-3-8921f7fb7866775a,lane_3,Coolbaugh,PA,non_safety_municipal_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-3-8827257647b7a20c,lane_3,Jefferson,NJ,non_safety_municipal_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-3-5ada413b94b541d8,lane_3,Hazlet,NJ,non_safety_municipal_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-3-9a5e3efb3d176b20,lane_3,Portland,TX,non_safety_municipal_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-3-5bb15fdce8c3332a,lane_3,Hanover,IN,non_safety_municipal_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-3-53b8654c4ce78d5c,lane_3,Sandwich,MA,non_safety_municipal_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-3-3bb2a48f5d9d4824,lane_3,Alamo,TX,non_safety_municipal_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-3-f6ffd3414e11a3d2,lane_3,Lockport,NY,non_safety_municipal_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-3-e54243ee7ac6ec27,lane_3,Berlin,CT,non_safety_municipal_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-3-8e848535fde71a40,lane_3,Lower Southampton,PA,non_safety_municipal_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-3-784a4b22ac87cf11,lane_3,Bourne,MA,non_safety_municipal_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
TS4-3-5cbb6b36b0db5c9b,lane_3,Whitpain,PA,non_safety_municipal_units,,2014-2024 target window,tier_3_mechanism_gap_discovery,not_established_candidate_only,target_window_not_yet_confirmed,true
