quantitative_observation_id,extraction_case_id,mixed_join_key,document_identity_id,text_table_detection_id,source_review_id,candidate_queue_row_id,state,municipality,government_name,unit_type,candidate_source_type,contract_period_start,contract_period_end,page_number,compensation_type,occupation_unit_classification_rank,rate_value,salary_value,hourly_rate,annual_salary,pay_band,step,grade,percentage_increase,effective_date,currency_or_unit,bounded_evidence_pointer,confidence,reason_code,qa_status
qobs_82cf11c021fe8d0a41333d91,cexrem_5f3c121f97396299d3f44f64,,doc_cb29654d8da29e21e17bcfa9,ttd_5640a94fdf311552a110db5a,sr_08a5b407a1609ac0884c534f,NSCQ-NM-20260720-0025,NM,Alamogordo,CITY OF ALAMOGORDO,non_safety,wage_schedule_or_compensation_plan,,,2,hourly_rate,NR5 893 BUDGET ANALYST,,,20.2081$-30.1048$,"42,032.85$-62,617.98$",,,NR5,,,USD per hour,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0499_sr_08a5b407a1609ac0884c534f.pdf#page=2,medium,COMP_PLAN_SUBSEQUENT_PAGE_HOURLY_RANGE,provisional_unverified
qobs_3b28fae23e3d185be1a634c5,cexrem_5f3c121f97396299d3f44f64,,doc_cb29654d8da29e21e17bcfa9,ttd_5640a94fdf311552a110db5a,sr_08a5b407a1609ac0884c534f,NSCQ-NM-20260720-0025,NM,Alamogordo,CITY OF ALAMOGORDO,non_safety,wage_schedule_or_compensation_plan,,,2,hourly_rate,NR6 906 CODE ENFORCEMENT SUPERVISOR,,,17.6327$-26.0483$,"36,676.02$-54,180.46$",,,NR6,,,USD per hour,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0499_sr_08a5b407a1609ac0884c534f.pdf#page=2,medium,COMP_PLAN_SUBSEQUENT_PAGE_HOURLY_RANGE,provisional_unverified
qobs_40f95ae3a58f39117129c5f4,cexrem_dfe06189201ef58af987e428,mix_fc4f2ec3a06926eacb99ee93,doc_71c91362fcd247e4e02835a4,ttd_61a0e3bdb1434f680222c153,sr_6c39e1fc9fb0a7b29a6c6ad6,NSCQ-NM-20260720-0018,NM,Hobbs,CITY OF HOBBS,police,cba,,,61,salary,,,Base Salary $38.00 42.18,,,,,,,"July 1, 2022 to June 30, 2027",$,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0191_sr_6c39e1fc9fb0a7b29a6c6ad6.pdf#page=61,low,BASE_SALARY_TOKEN_FROM_STEP_PLAN_TABLE,needs_review
qobs_01417fd70034833a85a91acf,cexrem_dfe06189201ef58af987e428,mix_fc4f2ec3a06926eacb99ee93,doc_71c91362fcd247e4e02835a4,ttd_61a0e3bdb1434f680222c153,sr_6c39e1fc9fb0a7b29a6c6ad6,NSCQ-NM-20260720-0018,NM,Hobbs,CITY OF HOBBS,police,cba,,,61,step,sergeant,,Step One $39.73 44.10,,,,One,,,"July 1, 2022 to June 30, 2027",$,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0191_sr_6c39e1fc9fb0a7b29a6c6ad6.pdf#page=61,low,STEP_ONE_SALARY_TOKENS_FROM_STEP_PLAN,needs_review
qobs_c4600400bcfc65cf978fb9fa,cexrem_dfe06189201ef58af987e428,mix_fc4f2ec3a06926eacb99ee93,doc_71c91362fcd247e4e02835a4,ttd_61a0e3bdb1434f680222c153,sr_6c39e1fc9fb0a7b29a6c6ad6,NSCQ-NM-20260720-0018,NM,Hobbs,CITY OF HOBBS,police,cba,,,61,step,sergeant,,Step Two $40.92 45.42,,,,Two,,,"July 1, 2022 to June 30, 2027",$,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0191_sr_6c39e1fc9fb0a7b29a6c6ad6.pdf#page=61,low,STEP_TWO_SALARY_TOKENS_FROM_STEP_PLAN,needs_review
qobs_0a20835ddefe1be5391b462d,cexrem_dfe06189201ef58af987e428,mix_fc4f2ec3a06926eacb99ee93,doc_71c91362fcd247e4e02835a4,ttd_61a0e3bdb1434f680222c153,sr_6c39e1fc9fb0a7b29a6c6ad6,NSCQ-NM-20260720-0018,NM,Hobbs,CITY OF HOBBS,police,cba,,,61,step,sergeant,,Step Three $42.15 46.79,,,,Three,,,"July 1, 2022 to June 30, 2027",$,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0191_sr_6c39e1fc9fb0a7b29a6c6ad6.pdf#page=61,low,STEP_THREE_SALARY_TOKENS_FROM_STEP_PLAN,needs_review
qobs_6015dea8f8ae0eb1ee7c6f65,cexrem_dfe06189201ef58af987e428,mix_fc4f2ec3a06926eacb99ee93,doc_71c91362fcd247e4e02835a4,ttd_61a0e3bdb1434f680222c153,sr_6c39e1fc9fb0a7b29a6c6ad6,NSCQ-NM-20260720-0018,NM,Hobbs,CITY OF HOBBS,police,cba,,,61,step,sergeant,,Step Four $43.41 48.19,,,,Four,,,"July 1, 2022 to June 30, 2027",$,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0191_sr_6c39e1fc9fb0a7b29a6c6ad6.pdf#page=61,low,STEP_FOUR_SALARY_TOKENS_FROM_STEP_PLAN,needs_review
qobs_8b3a4ce362e7cb2ddcecb189,cexrem_26154385cdeb5ae98bd84a13,mix_7434f6a38c4ea5f3a390403d,doc_7b557b29d8992f8883f93dae,ttd_17bd30113f7ea497abeb883c,sr_1d4cde5b33a00f4065852362,NSCQ-NV-20260720-0007,NV,North Las Vegas,CITY OF NORTH LAS VEGAS,fire,cba,,,50,percentage_increase,,,,,,,,,5%,,above current step,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0047_sr_1d4cde5b33a00f4065852362.pdf#page=50,medium,PROMOTED_PLACEMENT_AT_LEAST_FIVE_PERCENT,provisional_unverified
qobs_196b613e2cb9886e0c243fc6,cexrem_2594632fead871d891cf4415,mix_2bb86f8c20479227e442dce3,doc_13078d891e50bce99f984dbf,ttd_853cc949aa2d9d97fc490cab,sr_543914a024e938f28c73686d,NSCQ-NV-20260720-0005,NV,North Las Vegas,CITY OF NORTH LAS VEGAS,police,cba,,,14,percentage_increase,,2.75%,,,,,,,2.75%,"pay period that includes July 1, 2021",%,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0083_sr_543914a024e938f28c73686d.pdf#page=14,medium,COLA,provisional_unverified
qobs_af67f7e80ed0e20f51899b64,cexrem_2594632fead871d891cf4415,mix_2bb86f8c20479227e442dce3,doc_13078d891e50bce99f984dbf,ttd_853cc949aa2d9d97fc490cab,sr_543914a024e938f28c73686d,NSCQ-NV-20260720-0005,NV,North Las Vegas,CITY OF NORTH LAS VEGAS,police,cba,,,14,percentage_increase,,not exceed 3.00% nor be less than 2.00%,,,,,,,2.00% to 3.00% (floor/ceiling),"pay period that includes July 1, 2022",%,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0083_sr_543914a024e938f28c73686d.pdf#page=14,medium,COLA,provisional_unverified
qobs_d45e0ca32dd1e51c4b9332f2,cexrem_2594632fead871d891cf4415,mix_2bb86f8c20479227e442dce3,doc_13078d891e50bce99f984dbf,ttd_853cc949aa2d9d97fc490cab,sr_543914a024e938f28c73686d,NSCQ-NV-20260720-0005,NV,North Las Vegas,CITY OF NORTH LAS VEGAS,police,cba,,,14,percentage_increase,,not exceed 3.00% nor be less than 2.00%,,,,,,,2.00% to 3.00% (floor/ceiling),"pay period that includes July 1, 2023",%,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0083_sr_543914a024e938f28c73686d.pdf#page=14,medium,COLA,provisional_unverified
qobs_57a24d866fe77c8c522743d1,cexrem_c0030e8db6154744c9fd603c,mix_beb5ca4fb08bdabb4b556c09,doc_803ac1102f4c6d5574e57966,ttd_711e63d26d86471c9326b034,sr_79cd3c70d61e169b5d483f5a,NSCQ-NV-20260720-0013,NV,Sparks,CITY OF SPARKS,police,cba,,,11,percentage_increase,,,,,,,,,3.25%,"first full pay period after January 1, 2023",percent,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_2_live_attempt2_httpx/candidate_artifacts/content/0060_sr_79cd3c70d61e169b5d483f5a.pdf#page=11,high,BASE_PAY_RATE_INCREASE_2023_01_01_EFFECT,provisional_unverified
qobs_2f57634a0d2f2cccacadca55,cexrem_c0030e8db6154744c9fd603c,mix_beb5ca4fb08bdabb4b556c09,doc_803ac1102f4c6d5574e57966,ttd_711e63d26d86471c9326b034,sr_79cd3c70d61e169b5d483f5a,NSCQ-NV-20260720-0013,NV,Sparks,CITY OF SPARKS,police,cba,,,10,percentage_increase,,,,,,,,,2.8%,"Effective July 6, 2020",percent,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_2_live_attempt2_httpx/candidate_artifacts/content/0060_sr_79cd3c70d61e169b5d483f5a.pdf#page=10,high,COLA_EFFECTIVE_07_06_2020_BASE_PAY_RATE,provisional_unverified
qobs_3e50c6170d606329489a4b27,cexrem_c0030e8db6154744c9fd603c,mix_beb5ca4fb08bdabb4b556c09,doc_803ac1102f4c6d5574e57966,ttd_711e63d26d86471c9326b034,sr_79cd3c70d61e169b5d483f5a,NSCQ-NV-20260720-0013,NV,Sparks,CITY OF SPARKS,police,cba,,,10,percentage_increase,,,,,,,,,5%,"effective July 6, 2020",percent,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_2_live_attempt2_httpx/candidate_artifacts/content/0060_sr_79cd3c70d61e169b5d483f5a.pdf#page=10,high,ONE_TIME_BASE_PAY_INCREASE_07_06_2020_5P,provisional_unverified
qobs_c551578333c23285d6a2e8e4,cexrem_c0030e8db6154744c9fd603c,mix_beb5ca4fb08bdabb4b556c09,doc_803ac1102f4c6d5574e57966,ttd_711e63d26d86471c9326b034,sr_79cd3c70d61e169b5d483f5a,NSCQ-NV-20260720-0013,NV,Sparks,CITY OF SPARKS,police,cba,,,10,percentage_increase,,,,,,,,,6.0%,"first full pay period after July 1, 2023 (effective and retroactive)",percent,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_2_live_attempt2_httpx/candidate_artifacts/content/0060_sr_79cd3c70d61e169b5d483f5a.pdf#page=10,medium,COLA_BASE_HOURLY_RATE_INCREASE_07_01_202,provisional_unverified
qobs_6628c84e246e4d6ba385ef32,cexrem_c0030e8db6154744c9fd603c,mix_beb5ca4fb08bdabb4b556c09,doc_803ac1102f4c6d5574e57966,ttd_711e63d26d86471c9326b034,sr_79cd3c70d61e169b5d483f5a,NSCQ-NV-20260720-0013,NV,Sparks,CITY OF SPARKS,police,cba,,,10,percentage_increase,,,,,,,,,2.5%,"first full pay period after July 1, 2024 (effective)",percent,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_2_live_attempt2_httpx/candidate_artifacts/content/0060_sr_79cd3c70d61e169b5d483f5a.pdf#page=10,medium,COLA_FLOOR_07_01_2024_NO_LESS_THAN_2_5P,provisional_unverified
qobs_b9b4af86e2a9cf4b8116b5c1,cexrem_2357379e62650708dda403c0,mix_5cf3a7fe6b2beeb455a4dacf,doc_0fc99c32b38cef5e8e5ebc01,ttd_0ee7cd940ea31993b190a8cf,sr_76aaf62f137b9c94b3d3433d,NSCQ-NY-20260720-0055,NY,Auburn,CITY OF AUBURN,non_safety,cba,,,10,hourly_rate,Grade 13 Weigh Scale Operator / Grade 12 Water Maintenance Worker (example),$20.48 per hour,,$20.48 per hour,,,Step 7 (example),Grade 13 (example) / Grade 12 (example),,,USD per hour,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0204_sr_76aaf62f137b9c94b3d3433d.pdf#page=10,medium,VOLUNTARY_DEMOTION_RETAINS_STEP_AND_UPD0,provisional_unverified
qobs_6e4156383918cbf1469cc61b,cexrem_2357379e62650708dda403c0,mix_5cf3a7fe6b2beeb455a4dacf,doc_0fc99c32b38cef5e8e5ebc01,ttd_0ee7cd940ea31993b190a8cf,sr_76aaf62f137b9c94b3d3433d,NSCQ-NY-20260720-0055,NY,Auburn,CITY OF AUBURN,non_safety,cba,,,10,hourly_rate,Grade 12 Water Maintenance Worker (example),$20.15 per hour,,$20.15 per hour,,,Step 7 (example),Grade 12 (example),,,USD per hour,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0204_sr_76aaf62f137b9c94b3d3433d.pdf#page=10,medium,VOLUNTARY_DEMOTION_NEW_HOURLY_RATE_AT_S0,provisional_unverified
qobs_1145147d0f652610cdade4da,cexrem_2357379e62650708dda403c0,mix_5cf3a7fe6b2beeb455a4dacf,doc_0fc99c32b38cef5e8e5ebc01,ttd_0ee7cd940ea31993b190a8cf,sr_76aaf62f137b9c94b3d3433d,NSCQ-NY-20260720-0055,NY,Auburn,CITY OF AUBURN,non_safety,cba,,,9,hourly_rate,Promotion within pay range (rule #2 example),$.50 per hour increase (not realized -> advance one additional salary step),,$.50 per hour increase,,,advance one additional salary step (rule),,,,USD per hour,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0204_sr_76aaf62f137b9c94b3d3433d.pdf#page=9,medium,PROMOTION_WITHIN_RANGE_ADVANCE_IF_NOT_R0,provisional_unverified
qobs_2d0d74557a4fa18b07187136,cexrem_189ce69183e1aa35ac0da888,mix_5477a021bbf695b8eb1b1b90,doc_1fe751c3db1ccc0540dc6624,ttd_e65a7d0de9b0ac647644eb33,sr_b9a0c9c728b7af5a55dfe7c7,NSCQ-NY-20260720-0001,NY,Buffalo,CITY OF BUFFALO,fire,cba,,,2,annual_salary,Step 1,,,,38500.00,,Step 1,,,7/1/17,$,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0413_sr_b9a0c9c728b7af5a55dfe7c7.pdf#page=2,high,WAGE_STEP_ANNUAL_VALUE_FROM_STEP_TABLE,provisional_unverified
qobs_8567d5375381ba41ced3d69c,cexrem_189ce69183e1aa35ac0da888,mix_5477a021bbf695b8eb1b1b90,doc_1fe751c3db1ccc0540dc6624,ttd_e65a7d0de9b0ac647644eb33,sr_b9a0c9c728b7af5a55dfe7c7,NSCQ-NY-20260720-0001,NY,Buffalo,CITY OF BUFFALO,fire,cba,,,2,annual_salary,Step 9,,,,68461.00,,Step 9,,,7/1/17,$,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0413_sr_b9a0c9c728b7af5a55dfe7c7.pdf#page=2,high,WAGE_STEP_ANNUAL_VALUE_FROM_STEP_TABLE,provisional_unverified
qobs_21aaaa9f14574ec25bed5442,cexrem_189ce69183e1aa35ac0da888,mix_5477a021bbf695b8eb1b1b90,doc_1fe751c3db1ccc0540dc6624,ttd_e65a7d0de9b0ac647644eb33,sr_b9a0c9c728b7af5a55dfe7c7,NSCQ-NY-20260720-0001,NY,Buffalo,CITY OF BUFFALO,fire,cba,,,2,annual_salary,Officer Pay - 1,,,,73436.50,,,,,7/1/17,$,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0413_sr_b9a0c9c728b7af5a55dfe7c7.pdf#page=2,medium,OFFICER_PAY_ANNUAL_AMOUNT_FROM_TABLE,provisional_unverified
qobs_3472274fc3c984eb9a30ab0d,cexrem_79bcb52310e989cdca6be5ab,,doc_bab3f1093ce083d4b3bf4b89,ttd_3572043820fe9d653a362224,sr_8cfd61511837864bb8228f0c,NSCQ-NY-20260720-0136,NY,Endicott,VILLAGE OF ENDICOTT,non_safety,cba,,,7,percentage_increase,,,,,,,,,3.5%,"June 1, 2023",percent,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0149_sr_8cfd61511837864bb8228f0c.pdf#page=7,high,CBA_7_1_GENERAL_WAGE_INCREASE_APPLIED_TO,provisional_unverified
qobs_e7ebc04bc48ab64cbb3cdc74,cexrem_79bcb52310e989cdca6be5ab,,doc_bab3f1093ce083d4b3bf4b89,ttd_3572043820fe9d653a362224,sr_8cfd61511837864bb8228f0c,NSCQ-NY-20260720-0136,NY,Endicott,VILLAGE OF ENDICOTT,non_safety,cba,,,7,percentage_increase,,,,,,,,,3.5%,"June 1, 2024",percent,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0149_sr_8cfd61511837864bb8228f0c.pdf#page=7,high,CBA_7_2_GENERAL_WAGE_INCREASE,provisional_unverified
qobs_4e6db4588f2f71600976576f,cexrem_79bcb52310e989cdca6be5ab,,doc_bab3f1093ce083d4b3bf4b89,ttd_3572043820fe9d653a362224,sr_8cfd61511837864bb8228f0c,NSCQ-NY-20260720-0136,NY,Endicott,VILLAGE OF ENDICOTT,non_safety,cba,,,7,percentage_increase,,,,,,,,,3.5%,"June 1, 2025",percent,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0149_sr_8cfd61511837864bb8228f0c.pdf#page=7,high,CBA_7_3_GENERAL_WAGE_INCREASE,provisional_unverified
qobs_674966db970b9ac32ba564a2,cexrem_79bcb52310e989cdca6be5ab,,doc_bab3f1093ce083d4b3bf4b89,ttd_3572043820fe9d653a362224,sr_8cfd61511837864bb8228f0c,NSCQ-NY-20260720-0136,NY,Endicott,VILLAGE OF ENDICOTT,non_safety,cba,,,7,percentage_increase,,,,,,,,,3.5%,"June 1, 2026",percent,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0149_sr_8cfd61511837864bb8228f0c.pdf#page=7,high,CBA_7_4_GENERAL_WAGE_INCREASE,provisional_unverified
qobs_90b51cf708e63f7b28e06cbc,cexrem_79bcb52310e989cdca6be5ab,,doc_bab3f1093ce083d4b3bf4b89,ttd_3572043820fe9d653a362224,sr_8cfd61511837864bb8228f0c,NSCQ-NY-20260720-0136,NY,Endicott,VILLAGE OF ENDICOTT,non_safety,cba,,,7,percentage_increase,,,,,,,,,3.5%,"June 1, 2027",percent,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0149_sr_8cfd61511837864bb8228f0c.pdf#page=7,high,CBA_7_5_GENERAL_WAGE_INCREASE,provisional_unverified
qobs_4bb5a1594319d7ea34946c34,cexrem_f21fae4d8174c655137bc513,mix_a3c2d099c2789b36ee8f9c18,doc_82a1a138512b90f1011a240b,ttd_1b8f38354613f71c2bbd907a,sr_40eecb8b21eccb382e4ef10b,NSCQ-NY-20260720-0084,NY,Geneva,CITY OF GENEVA,fire,cba,,,5,annual_salary,,,"61,181 (2025)",,"61,181",,1,,,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0381_sr_40eecb8b21eccb382e4ef10b.pdf#page=5,high,BASE_WAGE_STEP_SCHEDULE_VALUE,provisional_unverified
qobs_59b323dfd80ab585addca82b,cexrem_f21fae4d8174c655137bc513,mix_a3c2d099c2789b36ee8f9c18,doc_82a1a138512b90f1011a240b,ttd_1b8f38354613f71c2bbd907a,sr_40eecb8b21eccb382e4ef10b,NSCQ-NY-20260720-0084,NY,Geneva,CITY OF GENEVA,fire,cba,,,5,annual_salary,,,"62,405 (2026)",,"62,405",,1,,,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0381_sr_40eecb8b21eccb382e4ef10b.pdf#page=5,high,BASE_WAGE_STEP_SCHEDULE_VALUE,provisional_unverified
qobs_c197731be206ec83e64ea7e2,cexrem_f21fae4d8174c655137bc513,mix_a3c2d099c2789b36ee8f9c18,doc_82a1a138512b90f1011a240b,ttd_1b8f38354613f71c2bbd907a,sr_40eecb8b21eccb382e4ef10b,NSCQ-NY-20260720-0084,NY,Geneva,CITY OF GENEVA,fire,cba,,,5,annual_salary,,,"63,653 (2027)",,"63,653",,1,,,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0381_sr_40eecb8b21eccb382e4ef10b.pdf#page=5,high,BASE_WAGE_STEP_SCHEDULE_VALUE,provisional_unverified
qobs_8c2bc82f477980d60d998149,cexrem_f21fae4d8174c655137bc513,mix_a3c2d099c2789b36ee8f9c18,doc_82a1a138512b90f1011a240b,ttd_1b8f38354613f71c2bbd907a,sr_40eecb8b21eccb382e4ef10b,NSCQ-NY-20260720-0084,NY,Geneva,CITY OF GENEVA,fire,cba,,,5,annual_salary,,,"64,241 (2025)",,"64,241",,2,,,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0381_sr_40eecb8b21eccb382e4ef10b.pdf#page=5,high,BASE_WAGE_STEP_SCHEDULE_VALUE,provisional_unverified
qobs_e845ee2d9ac248946c848da3,cexrem_f21fae4d8174c655137bc513,mix_a3c2d099c2789b36ee8f9c18,doc_82a1a138512b90f1011a240b,ttd_1b8f38354613f71c2bbd907a,sr_40eecb8b21eccb382e4ef10b,NSCQ-NY-20260720-0084,NY,Geneva,CITY OF GENEVA,fire,cba,,,5,annual_salary,,,"65,525 (2026)",,"65,525",,2,,,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0381_sr_40eecb8b21eccb382e4ef10b.pdf#page=5,high,BASE_WAGE_STEP_SCHEDULE_VALUE,provisional_unverified
qobs_98e030a58ebbbd9e5a15dd6d,cexrem_3418466149a7b81e242c905f,mix_122facf602131250e36e9af2,doc_87556b8fe60dc28cde0ec732,ttd_e21c5f3465a20985537211c7,sr_38d3b75acd243a4bb2e7628c,NSCQ-NY-20260720-0090,NY,Plattsburgh,CITY OF PLATTSBURGH,non_safety,cba,,,19,percentage_increase,,,,,,,,,2%,,percent,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0175_sr_38d3b75acd243a4bb2e7628c.pdf#page=19,high,CE_LON_2PCT_UPON_COMPLETION_5_8_25_30_YE,provisional_unverified
qobs_206fddd299b2727c9aa4a745,cexrem_3418466149a7b81e242c905f,mix_122facf602131250e36e9af2,doc_87556b8fe60dc28cde0ec732,ttd_e21c5f3465a20985537211c7,sr_38d3b75acd243a4bb2e7628c,NSCQ-NY-20260720-0090,NY,Plattsburgh,CITY OF PLATTSBURGH,non_safety,cba,,,19,percentage_increase,,,,,,,,,2.5%,,percent,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0175_sr_38d3b75acd243a4bb2e7628c.pdf#page=19,high,CE_LON_2P5PCT_UPON_COMPLETION_10_15_20_Y,provisional_unverified
qobs_ff1f33f73cec3e4291079789,cexrem_7bf31e987dab6c9e4954610b,,doc_9b627368828b19f6f7c65e9c,ttd_334490fc90508e3e0356f9a5,sr_95d446d9d97b9bbbfe1b56ae,NSCQ-NY-20260720-0052,NY,Rome,CITY OF ROME,police,cba,,,7,percentage_increase,,2.0%,,,,,,,2.0%,"January 1, 2019",,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0408_sr_95d446d9d97b9bbbfe1b56ae.pdf#page=7,high,GENERAL_INCREASE_EFFECTIVE_2019_BASE_SAL,provisional_unverified
qobs_2a6ea225e7334030ed2f75c0,cexrem_7bf31e987dab6c9e4954610b,,doc_9b627368828b19f6f7c65e9c,ttd_334490fc90508e3e0356f9a5,sr_95d446d9d97b9bbbfe1b56ae,NSCQ-NY-20260720-0052,NY,Rome,CITY OF ROME,police,cba,,,7,percentage_increase,,2.0%,,,,,,,2.0%,"January 1, 2020",,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0408_sr_95d446d9d97b9bbbfe1b56ae.pdf#page=7,high,GENERAL_INCREASE_EFFECTIVE_2020_BASE_SAL,provisional_unverified
qobs_69941ec0e1fef677cfbf60b5,cexrem_7bf31e987dab6c9e4954610b,,doc_9b627368828b19f6f7c65e9c,ttd_334490fc90508e3e0356f9a5,sr_95d446d9d97b9bbbfe1b56ae,NSCQ-NY-20260720-0052,NY,Rome,CITY OF ROME,police,cba,,,7,percentage_increase,,2.0%,,,,,,,2.0%,"January 1, 2021",,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0408_sr_95d446d9d97b9bbbfe1b56ae.pdf#page=7,high,GENERAL_INCREASE_EFFECTIVE_2021_BASE_SAL,provisional_unverified
qobs_625b76b0244bae02256404bb,cexrem_7bf31e987dab6c9e4954610b,,doc_9b627368828b19f6f7c65e9c,ttd_334490fc90508e3e0356f9a5,sr_95d446d9d97b9bbbfe1b56ae,NSCQ-NY-20260720-0052,NY,Rome,CITY OF ROME,police,cba,,,7,percentage_increase,,2.0%,,,,,,,2.0%,"January 1, 2022",,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0408_sr_95d446d9d97b9bbbfe1b56ae.pdf#page=7,high,GENERAL_INCREASE_EFFECTIVE_2022_BASE_SAL,provisional_unverified
qobs_580196ff5c6dfbd7df8d40ea,cexrem_7bf31e987dab6c9e4954610b,,doc_9b627368828b19f6f7c65e9c,ttd_334490fc90508e3e0356f9a5,sr_95d446d9d97b9bbbfe1b56ae,NSCQ-NY-20260720-0052,NY,Rome,CITY OF ROME,police,cba,,,7,step,,,,,,,5 to 7 steps,,,"January 1, 1991",,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0408_sr_95d446d9d97b9bbbfe1b56ae.pdf#page=7,medium,EXISTING_FIVE_STEP_WAGE_SCALE_INCREASED,provisional_unverified
qobs_57694404be3c929cb658b14f,cexrem_01cd5622b306c209234f0dc2,mix_2225c5b2e8924632b6e5d131,doc_60bda3efcefabf400e77ef4f,ttd_a4f70628d682783e5ba29e62,sr_ba76eb5103ccdfdf6a22105a,NSCQ-OH-20260720-0006,OH,Akron,CITY OF AKRON,fire,cba,,,12,percentage_increase,,2.00%,,,,,,,2.00%,12/30/18,percent,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0292_sr_ba76eb5103ccdfdf6a22105a.pdf#page=12,high,WAGES_8_01_2019_INCREASE_EFFECTIVE_12_30,provisional_unverified
