qualitative_observation_id,extraction_case_id,document_identity_id,source_review_id,text_table_detection_id,raw_retained_content_hash,mechanism_type,page_number,bounded_evidence_pointer,bounded_packet_manifest_sources,bounded_page_pointer_exact_match,bounded_text_payload_available,literal_verbatim_evidence_span,span_start,span_end,span_length,span_sha256,span_capture_status,span_capture_reason_code,span_qa_pass
lobs_782a5810aa792ad8c952d0e2,cex_20342df70b4375b7d1c4b8bd,doc_207625bb2682090c9bcde550,sr_c52a1c35a88042471bb527f8,ttd_3fc09fd0669f66404791ba69,c0272cc9d3100b19f24fa29518b4dcd67273d7b5eafffe3db9ee0aba11356d2b,other,22,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0054_sr_c52a1c35a88042471bb527f8.pdf#page=22,packet_1000|packet_500,true,false,,,,0,,span_unavailable_or_unverified,bounded_packet_page_metadata_matched_but_no_retained_text_payload,false
lobs_dee2af61e4a9d9f600b4086b,cex_c66b26697d7dc1bb10f67827,doc_6d5374d0abcd7a7a39975107,sr_de5efec502645b0ae9b29462,ttd_6ab1c276c91523ffbf2f6edf,abf16c85da10d5eea4aa1b85cfbdb4580e65da40c33ce46bd2d4a65f6d1c7d32,step_movement_or_seniority,9,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_2_live_attempt2_httpx/candidate_artifacts/content/0025_sr_de5efec502645b0ae9b29462.pdf#page=9,packet_1000|packet_500,true,false,,,,0,,span_unavailable_or_unverified,bounded_packet_page_metadata_matched_but_no_retained_text_payload,false
lobs_cfbe5c08c1183475edd54012,cex_c66b26697d7dc1bb10f67827,doc_6d5374d0abcd7a7a39975107,sr_de5efec502645b0ae9b29462,ttd_6ab1c276c91523ffbf2f6edf,abf16c85da10d5eea4aa1b85cfbdb4580e65da40c33ce46bd2d4a65f6d1c7d32,rank_or_classification_differentiation,9,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_2_live_attempt2_httpx/candidate_artifacts/content/0025_sr_de5efec502645b0ae9b29462.pdf#page=9,packet_1000|packet_500,true,false,,,,0,,span_unavailable_or_unverified,bounded_packet_page_metadata_matched_but_no_retained_text_payload,false
lobs_2c1940a960a819de1e6822c5,cex_c66b26697d7dc1bb10f67827,doc_6d5374d0abcd7a7a39975107,sr_de5efec502645b0ae9b29462,ttd_6ab1c276c91523ffbf2f6edf,abf16c85da10d5eea4aa1b85cfbdb4580e65da40c33ce46bd2d4a65f6d1c7d32,step_movement_or_seniority,10,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_2_live_attempt2_httpx/candidate_artifacts/content/0025_sr_de5efec502645b0ae9b29462.pdf#page=10,packet_1000|packet_500,true,false,,,,0,,span_unavailable_or_unverified,bounded_packet_page_metadata_matched_but_no_retained_text_payload,false
lobs_09e5793182d0de6cdeba414e,cex_c66b26697d7dc1bb10f67827,doc_6d5374d0abcd7a7a39975107,sr_de5efec502645b0ae9b29462,ttd_6ab1c276c91523ffbf2f6edf,abf16c85da10d5eea4aa1b85cfbdb4580e65da40c33ce46bd2d4a65f6d1c7d32,longevity_or_service_based_pay,10,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_2_live_attempt2_httpx/candidate_artifacts/content/0025_sr_de5efec502645b0ae9b29462.pdf#page=10,packet_1000|packet_500,true,false,,,,0,,span_unavailable_or_unverified,bounded_packet_page_metadata_matched_but_no_retained_text_payload,false
lobs_add75fa7672ad2b5882a4c49,cex_e6cb75441eaf1f9cd343c08b,doc_7e3314900da7fc773e492797,sr_957a25fd67944697a886d1ea,ttd_a03efe19ef70b57835584439,adcb9ba192594b5dd9aad1c816e57da15162795646a9d9019e32a8c490c5ee6d,implementation_or_effective_date_logic,17,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0019_sr_957a25fd67944697a886d1ea.pdf#page=17,packet_1000|packet_500,true,false,,,,0,,span_unavailable_or_unverified,bounded_packet_page_metadata_matched_but_no_retained_text_payload,false
lobs_dc7e73e8f67ec70d3dda5227,cex_e6cb75441eaf1f9cd343c08b,doc_7e3314900da7fc773e492797,sr_957a25fd67944697a886d1ea,ttd_a03efe19ef70b57835584439,adcb9ba192594b5dd9aad1c816e57da15162795646a9d9019e32a8c490c5ee6d,step_movement_or_seniority,17,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0019_sr_957a25fd67944697a886d1ea.pdf#page=17,packet_1000|packet_500,true,false,,,,0,,span_unavailable_or_unverified,bounded_packet_page_metadata_matched_but_no_retained_text_payload,false
lobs_8b9deea49808871d0019a8db,cex_e6cb75441eaf1f9cd343c08b,doc_7e3314900da7fc773e492797,sr_957a25fd67944697a886d1ea,ttd_a03efe19ef70b57835584439,adcb9ba192594b5dd9aad1c816e57da15162795646a9d9019e32a8c490c5ee6d,memorandum_or_settlement_terms,17,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0019_sr_957a25fd67944697a886d1ea.pdf#page=17,packet_1000|packet_500,true,false,,,,0,,span_unavailable_or_unverified,bounded_packet_page_metadata_matched_but_no_retained_text_payload,false
lobs_1abc1c79ac4762e52716a3a1,cex_e6cb75441eaf1f9cd343c08b,doc_7e3314900da7fc773e492797,sr_957a25fd67944697a886d1ea,ttd_a03efe19ef70b57835584439,adcb9ba192594b5dd9aad1c816e57da15162795646a9d9019e32a8c490c5ee6d,longevity_or_service_based_pay,17,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0019_sr_957a25fd67944697a886d1ea.pdf#page=17,packet_1000|packet_500,true,false,,,,0,,span_unavailable_or_unverified,bounded_packet_page_metadata_matched_but_no_retained_text_payload,false
lobs_9a5740356c42c9b72b4b97fc,cex_e6cb75441eaf1f9cd343c08b,doc_7e3314900da7fc773e492797,sr_957a25fd67944697a886d1ea,ttd_a03efe19ef70b57835584439,adcb9ba192594b5dd9aad1c816e57da15162795646a9d9019e32a8c490c5ee6d,rank_or_classification_differentiation,17,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0019_sr_957a25fd67944697a886d1ea.pdf#page=17,packet_1000|packet_500,true,false,,,,0,,span_unavailable_or_unverified,bounded_packet_page_metadata_matched_but_no_retained_text_payload,false
lobs_52aa1cb02fd1639b929bfec1,cex_2e048800601acc453024b3e7,doc_b9c48021291b612feb71c84a,sr_706af965822e7f82aa1e1c54,ttd_8ee56f8152aec155d8345233,dd0a81bec9be9540b12ec21cd18548e9096f1f8ac18eb9c011e36b63a79381a2,implementation_or_effective_date_logic,7,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0462_sr_706af965822e7f82aa1e1c54.pdf#page=7,packet_1000|packet_500,true,false,,,,0,,span_unavailable_or_unverified,bounded_packet_page_metadata_matched_but_no_retained_text_payload,false
lobs_d0fbce2d1ae42636ed956807,cex_2e048800601acc453024b3e7,doc_b9c48021291b612feb71c84a,sr_706af965822e7f82aa1e1c54,ttd_8ee56f8152aec155d8345233,dd0a81bec9be9540b12ec21cd18548e9096f1f8ac18eb9c011e36b63a79381a2,collective_bargaining_agreement_terms,7,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0462_sr_706af965822e7f82aa1e1c54.pdf#page=7,packet_1000|packet_500,true,false,,,,0,,span_unavailable_or_unverified,bounded_packet_page_metadata_matched_but_no_retained_text_payload,false
lobs_d9ee2f8ac030e1fe2e5db877,cex_10855ba19f6e947b9db9c091,doc_7ec134cf6ccf57582a1fd43c,sr_98454e9a5a4bca35a65a2ea8,ttd_e3310bdfe3a4f06b80b836bc,cda5946d0afcf6293698d76a025410701a92b323f57c782cfc4fa7f0b3903a09,implementation_or_effective_date_logic,7,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_2_live_attempt2_httpx/candidate_artifacts/content/0070_sr_98454e9a5a4bca35a65a2ea8.pdf#page=7,packet_1000|packet_500,true,false,,,,0,,span_unavailable_or_unverified,bounded_packet_page_metadata_matched_but_no_retained_text_payload,false
lobs_9f183479ac1fe57b9d6dc0a5,cex_10855ba19f6e947b9db9c091,doc_7ec134cf6ccf57582a1fd43c,sr_98454e9a5a4bca35a65a2ea8,ttd_e3310bdfe3a4f06b80b836bc,cda5946d0afcf6293698d76a025410701a92b323f57c782cfc4fa7f0b3903a09,other,8,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_2_live_attempt2_httpx/candidate_artifacts/content/0070_sr_98454e9a5a4bca35a65a2ea8.pdf#page=8,packet_1000|packet_500,true,false,,,,0,,span_unavailable_or_unverified,bounded_packet_page_metadata_matched_but_no_retained_text_payload,false
lobs_6b37272ad92474a850fa9b3b,cex_10855ba19f6e947b9db9c091,doc_7ec134cf6ccf57582a1fd43c,sr_98454e9a5a4bca35a65a2ea8,ttd_e3310bdfe3a4f06b80b836bc,cda5946d0afcf6293698d76a025410701a92b323f57c782cfc4fa7f0b3903a09,implementation_or_effective_date_logic,8,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_2_live_attempt2_httpx/candidate_artifacts/content/0070_sr_98454e9a5a4bca35a65a2ea8.pdf#page=8,packet_1000|packet_500,true,false,,,,0,,span_unavailable_or_unverified,bounded_packet_page_metadata_matched_but_no_retained_text_payload,false
lobs_a046d25c848ce606c20d5520,cex_10855ba19f6e947b9db9c091,doc_7ec134cf6ccf57582a1fd43c,sr_98454e9a5a4bca35a65a2ea8,ttd_e3310bdfe3a4f06b80b836bc,cda5946d0afcf6293698d76a025410701a92b323f57c782cfc4fa7f0b3903a09,certification_or_education_incentive,8,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_2_live_attempt2_httpx/candidate_artifacts/content/0070_sr_98454e9a5a4bca35a65a2ea8.pdf#page=8,packet_1000|packet_500,true,false,,,,0,,span_unavailable_or_unverified,bounded_packet_page_metadata_matched_but_no_retained_text_payload,false
lobs_4b3926e277f60dacfee93bd8,cex_10855ba19f6e947b9db9c091,doc_7ec134cf6ccf57582a1fd43c,sr_98454e9a5a4bca35a65a2ea8,ttd_e3310bdfe3a4f06b80b836bc,cda5946d0afcf6293698d76a025410701a92b323f57c782cfc4fa7f0b3903a09,longevity_or_service_based_pay,9,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_2_live_attempt2_httpx/candidate_artifacts/content/0070_sr_98454e9a5a4bca35a65a2ea8.pdf#page=9,packet_1000|packet_500,true,false,,,,0,,span_unavailable_or_unverified,bounded_packet_page_metadata_matched_but_no_retained_text_payload,false
lobs_04f9eb5b8890fe6d4dc6eeb3,cex_1f227725cf3a18071b3d7c20,doc_25c504a862db80229ecdd155,sr_7973a2e53a643e308c61ae3d,ttd_f85f8693f99a6355f7b51e49,d8089aaea33b71699c6b055dd12cda3dd248c733ff6f4a4fd0f0a507cb58c78e,memorandum_or_settlement_terms,1,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0468_sr_7973a2e53a643e308c61ae3d.pdf#page=1,packet_1000|packet_500,true,false,,,,0,,span_unavailable_or_unverified,bounded_packet_page_metadata_matched_but_no_retained_text_payload,false
lobs_a94d220c662616359f2f75ef,cex_96041e6bf3594bd45a314de4,doc_981ad42751d37f410842cbbe,sr_5519ee2a1f3da9a74d6740f2,ttd_cb7453ce0fc096ab96a728ed,5e0340f26a095f08287687fae9925247cf54f6eb652e60b4cb13bcd120817fc0,implementation_or_effective_date_logic,17,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0097_sr_5519ee2a1f3da9a74d6740f2.pdf#page=17,packet_1000|packet_500,true,false,,,,0,,span_unavailable_or_unverified,bounded_packet_page_metadata_matched_but_no_retained_text_payload,false
lobs_a6edecae7597c060fc9d7c1d,cex_96041e6bf3594bd45a314de4,doc_981ad42751d37f410842cbbe,sr_5519ee2a1f3da9a74d6740f2,ttd_cb7453ce0fc096ab96a728ed,5e0340f26a095f08287687fae9925247cf54f6eb652e60b4cb13bcd120817fc0,arbitration_or_factfinding_reasoning,17,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0097_sr_5519ee2a1f3da9a74d6740f2.pdf#page=17,packet_1000|packet_500,true,false,,,,0,,span_unavailable_or_unverified,bounded_packet_page_metadata_matched_but_no_retained_text_payload,false
lobs_9335869ecb0a91f3cbe2e17c,cex_96041e6bf3594bd45a314de4,doc_981ad42751d37f410842cbbe,sr_5519ee2a1f3da9a74d6740f2,ttd_cb7453ce0fc096ab96a728ed,5e0340f26a095f08287687fae9925247cf54f6eb652e60b4cb13bcd120817fc0,collective_bargaining_agreement_terms,17,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0097_sr_5519ee2a1f3da9a74d6740f2.pdf#page=17,packet_1000|packet_500,true,false,,,,0,,span_unavailable_or_unverified,bounded_packet_page_metadata_matched_but_no_retained_text_payload,false
lobs_930462feb2036b16a82b4097,cex_96041e6bf3594bd45a314de4,doc_981ad42751d37f410842cbbe,sr_5519ee2a1f3da9a74d6740f2,ttd_cb7453ce0fc096ab96a728ed,5e0340f26a095f08287687fae9925247cf54f6eb652e60b4cb13bcd120817fc0,other,16,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0097_sr_5519ee2a1f3da9a74d6740f2.pdf#page=16,packet_1000|packet_500,true,false,,,,0,,span_unavailable_or_unverified,bounded_packet_page_metadata_matched_but_no_retained_text_payload,false
lobs_533c83537a8f96cd966775cc,cex_96041e6bf3594bd45a314de4,doc_981ad42751d37f410842cbbe,sr_5519ee2a1f3da9a74d6740f2,ttd_cb7453ce0fc096ab96a728ed,5e0340f26a095f08287687fae9925247cf54f6eb652e60b4cb13bcd120817fc0,implementation_or_effective_date_logic,16,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0097_sr_5519ee2a1f3da9a74d6740f2.pdf#page=16,packet_1000|packet_500,true,false,,,,0,,span_unavailable_or_unverified,bounded_packet_page_metadata_matched_but_no_retained_text_payload,false
lobs_c4ec31482b3bed212f29dbdd,cex_77ffcd4d041b6c73434fb34f,doc_52cfeb45fa33df8d1fe41709,sr_6a86aa2e010e34bbf01b3910,ttd_a4943a9dee83aa452432990c,7bfb7a01d73ad96f78f3f33258978af1ce0c9bccc67a02e982c10b9e38f3f8c9,implementation_or_effective_date_logic,10,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0132_sr_6a86aa2e010e34bbf01b3910.pdf#page=10,packet_1000|packet_500,true,false,,,,0,,span_unavailable_or_unverified,bounded_packet_page_metadata_matched_but_no_retained_text_payload,false
lobs_02338ebf1002459acdf5f17a,cex_77ffcd4d041b6c73434fb34f,doc_52cfeb45fa33df8d1fe41709,sr_6a86aa2e010e34bbf01b3910,ttd_a4943a9dee83aa452432990c,7bfb7a01d73ad96f78f3f33258978af1ce0c9bccc67a02e982c10b9e38f3f8c9,implementation_or_effective_date_logic,10,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0132_sr_6a86aa2e010e34bbf01b3910.pdf#page=10,packet_1000|packet_500,true,false,,,,0,,span_unavailable_or_unverified,bounded_packet_page_metadata_matched_but_no_retained_text_payload,false
lobs_751ff507291eb55fc18c2636,cex_77ffcd4d041b6c73434fb34f,doc_52cfeb45fa33df8d1fe41709,sr_6a86aa2e010e34bbf01b3910,ttd_a4943a9dee83aa452432990c,7bfb7a01d73ad96f78f3f33258978af1ce0c9bccc67a02e982c10b9e38f3f8c9,other,10,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0132_sr_6a86aa2e010e34bbf01b3910.pdf#page=10,packet_1000|packet_500,true,false,,,,0,,span_unavailable_or_unverified,bounded_packet_page_metadata_matched_but_no_retained_text_payload,false
lobs_1e4d88e96933543304c73a84,cex_77ffcd4d041b6c73434fb34f,doc_52cfeb45fa33df8d1fe41709,sr_6a86aa2e010e34bbf01b3910,ttd_a4943a9dee83aa452432990c,7bfb7a01d73ad96f78f3f33258978af1ce0c9bccc67a02e982c10b9e38f3f8c9,implementation_or_effective_date_logic,10,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0132_sr_6a86aa2e010e34bbf01b3910.pdf#page=10,packet_1000|packet_500,true,false,,,,0,,span_unavailable_or_unverified,bounded_packet_page_metadata_matched_but_no_retained_text_payload,false
lobs_6c725c7b5860046d89fe82a8,cex_77ffcd4d041b6c73434fb34f,doc_52cfeb45fa33df8d1fe41709,sr_6a86aa2e010e34bbf01b3910,ttd_a4943a9dee83aa452432990c,7bfb7a01d73ad96f78f3f33258978af1ce0c9bccc67a02e982c10b9e38f3f8c9,implementation_or_effective_date_logic,10,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0132_sr_6a86aa2e010e34bbf01b3910.pdf#page=10,packet_1000|packet_500,true,false,,,,0,,span_unavailable_or_unverified,bounded_packet_page_metadata_matched_but_no_retained_text_payload,false
lobs_826b3991eb23e4f3560477de,cex_21731064c3daa7f8586f5be4,doc_e43935de01f3497a2f9ba010,sr_24ff79c65fbb53b6aa2c6706,ttd_21becec9d458b50bfd0855a9,76fe7e464fb0ef9b904d5fa7892acc368d776512746bf9eb7eaf278ada53441e,implementation_or_effective_date_logic,38,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0070_sr_24ff79c65fbb53b6aa2c6706.pdf#page=38,packet_1000|packet_500,true,false,,,,0,,span_unavailable_or_unverified,bounded_packet_page_metadata_matched_but_no_retained_text_payload,false
lobs_db6cedbb35372f43a6aab9b0,cex_ba95127c5b7fe60b82867d85,doc_187ef571c29597e64967bcfc,sr_01a6ca1e036caa63d95335f7,ttd_51c81e66701e4c081685b546,d9abd8c1ff3fdf2f9379616cdfb3faccd9815c0d3d035621bbc8e55f6cf64b67,implementation_or_effective_date_logic,2,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0484_sr_01a6ca1e036caa63d95335f7.pdf#page=2,packet_1000|packet_500,true,false,,,,0,,span_unavailable_or_unverified,bounded_packet_page_metadata_matched_but_no_retained_text_payload,false
lobs_accd219a6e69307ecfc2e7cf,cex_ba95127c5b7fe60b82867d85,doc_187ef571c29597e64967bcfc,sr_01a6ca1e036caa63d95335f7,ttd_51c81e66701e4c081685b546,d9abd8c1ff3fdf2f9379616cdfb3faccd9815c0d3d035621bbc8e55f6cf64b67,collective_bargaining_agreement_terms,2,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0484_sr_01a6ca1e036caa63d95335f7.pdf#page=2,packet_1000|packet_500,true,false,,,,0,,span_unavailable_or_unverified,bounded_packet_page_metadata_matched_but_no_retained_text_payload,false
lobs_72654539f45d350da3772979,cex_ba95127c5b7fe60b82867d85,doc_187ef571c29597e64967bcfc,sr_01a6ca1e036caa63d95335f7,ttd_51c81e66701e4c081685b546,d9abd8c1ff3fdf2f9379616cdfb3faccd9815c0d3d035621bbc8e55f6cf64b67,fiscal_constraint_or_budget_logic,2,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0484_sr_01a6ca1e036caa63d95335f7.pdf#page=2,packet_1000|packet_500,true,false,,,,0,,span_unavailable_or_unverified,bounded_packet_page_metadata_matched_but_no_retained_text_payload,false
lobs_2aff590e78d72d7c409aac93,cex_2a51ac62e4ed6a1c2984049f,doc_a35ca912f6449f3d29b315d0,sr_9bb881d253327e22a8b6eed9,ttd_2ed8eb6e700586da5ef533c7,9ffafd5ece30610d5d44a30b9e1e8936cd895c50bef605079eaea8d99b7408bd,implementation_or_effective_date_logic,25,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0475_sr_9bb881d253327e22a8b6eed9.pdf#page=25,packet_1000|packet_500,true,false,,,,0,,span_unavailable_or_unverified,bounded_packet_page_metadata_matched_but_no_retained_text_payload,false
lobs_eab7fa4d4ed3df81bf8ede32,cex_f518c263d07bc5e0fa852b32,doc_2ebfaf2c1c9b99b8e00b2cdd,sr_323ff04aa5aa46edb6ea43a3,ttd_6a54e6312fdbb085aedbade1,cc1331cad10e31af1af4b899a8901b4cd4ef08b480e2cd534d67bcf1df71838d,step_movement_or_seniority,5,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0017_sr_323ff04aa5aa46edb6ea43a3.pdf#page=5,packet_1000|packet_500,true,false,,,,0,,span_unavailable_or_unverified,bounded_packet_page_metadata_matched_but_no_retained_text_payload,false
lobs_5ca9514eecaf9520b40c67e1,cex_f518c263d07bc5e0fa852b32,doc_2ebfaf2c1c9b99b8e00b2cdd,sr_323ff04aa5aa46edb6ea43a3,ttd_6a54e6312fdbb085aedbade1,cc1331cad10e31af1af4b899a8901b4cd4ef08b480e2cd534d67bcf1df71838d,implementation_or_effective_date_logic,5,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0017_sr_323ff04aa5aa46edb6ea43a3.pdf#page=5,packet_1000|packet_500,true,false,,,,0,,span_unavailable_or_unverified,bounded_packet_page_metadata_matched_but_no_retained_text_payload,false
lobs_7e9b61c451a7d2644dbcb1ff,cex_f518c263d07bc5e0fa852b32,doc_2ebfaf2c1c9b99b8e00b2cdd,sr_323ff04aa5aa46edb6ea43a3,ttd_6a54e6312fdbb085aedbade1,cc1331cad10e31af1af4b899a8901b4cd4ef08b480e2cd534d67bcf1df71838d,implementation_or_effective_date_logic,4,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0017_sr_323ff04aa5aa46edb6ea43a3.pdf#page=4,packet_1000|packet_500,true,false,,,,0,,span_unavailable_or_unverified,bounded_packet_page_metadata_matched_but_no_retained_text_payload,false
lobs_ea8e7c9736f44104babea880,cex_f518c263d07bc5e0fa852b32,doc_2ebfaf2c1c9b99b8e00b2cdd,sr_323ff04aa5aa46edb6ea43a3,ttd_6a54e6312fdbb085aedbade1,cc1331cad10e31af1af4b899a8901b4cd4ef08b480e2cd534d67bcf1df71838d,other,4,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0017_sr_323ff04aa5aa46edb6ea43a3.pdf#page=4,packet_1000|packet_500,true,false,,,,0,,span_unavailable_or_unverified,bounded_packet_page_metadata_matched_but_no_retained_text_payload,false
lobs_a39d433bab78034c4f990291,cex_42b38a2933292e51aaf1293f,doc_9f5df26fd6220962bfec4faa,sr_f0ffc45302a01aeb99cd5274,ttd_c7864ace54a3321c1367651c,bd9dc2c1723901c8e277229bd23376c07e3063195c4aed6201052f9f661ce079,implementation_or_effective_date_logic,18,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0153_sr_f0ffc45302a01aeb99cd5274.pdf#page=18,packet_1000|packet_500,true,false,,,,0,,span_unavailable_or_unverified,bounded_packet_page_metadata_matched_but_no_retained_text_payload,false
lobs_d23bc4e01a61ee93173f5074,cex_42b38a2933292e51aaf1293f,doc_9f5df26fd6220962bfec4faa,sr_f0ffc45302a01aeb99cd5274,ttd_c7864ace54a3321c1367651c,bd9dc2c1723901c8e277229bd23376c07e3063195c4aed6201052f9f661ce079,memorandum_or_settlement_terms,18,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0153_sr_f0ffc45302a01aeb99cd5274.pdf#page=18,packet_1000|packet_500,true,false,,,,0,,span_unavailable_or_unverified,bounded_packet_page_metadata_matched_but_no_retained_text_payload,false
lobs_877aeb89fda8d1167cd6c9db,cex_42b38a2933292e51aaf1293f,doc_9f5df26fd6220962bfec4faa,sr_f0ffc45302a01aeb99cd5274,ttd_c7864ace54a3321c1367651c,bd9dc2c1723901c8e277229bd23376c07e3063195c4aed6201052f9f661ce079,implementation_or_effective_date_logic,17,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0153_sr_f0ffc45302a01aeb99cd5274.pdf#page=17,packet_1000|packet_500,true,false,,,,0,,span_unavailable_or_unverified,bounded_packet_page_metadata_matched_but_no_retained_text_payload,false
lobs_41b86413bd4b30d4b8e84b83,cex_42b38a2933292e51aaf1293f,doc_9f5df26fd6220962bfec4faa,sr_f0ffc45302a01aeb99cd5274,ttd_c7864ace54a3321c1367651c,bd9dc2c1723901c8e277229bd23376c07e3063195c4aed6201052f9f661ce079,implementation_or_effective_date_logic,17,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0153_sr_f0ffc45302a01aeb99cd5274.pdf#page=17,packet_1000|packet_500,true,false,,,,0,,span_unavailable_or_unverified,bounded_packet_page_metadata_matched_but_no_retained_text_payload,false
lobs_224b64dd87d211132fad53a7,cex_42b38a2933292e51aaf1293f,doc_9f5df26fd6220962bfec4faa,sr_f0ffc45302a01aeb99cd5274,ttd_c7864ace54a3321c1367651c,bd9dc2c1723901c8e277229bd23376c07e3063195c4aed6201052f9f661ce079,implementation_or_effective_date_logic,17,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0153_sr_f0ffc45302a01aeb99cd5274.pdf#page=17,packet_1000|packet_500,true,false,,,,0,,span_unavailable_or_unverified,bounded_packet_page_metadata_matched_but_no_retained_text_payload,false
lobs_a47e4737a4eb604c0ebfb7d0,cex_a894a043f633993453c88728,doc_7580ecdbf11f72ac7a4f82f5,sr_11b5a78a6aa6956c16b99036,ttd_c4b32eac6d0a36f2ca0bfd3f,536e9a7fc76a7249ecd31467e3f1df29b90f0eb17787ee614cdad3eebc0d1c5c,implementation_or_effective_date_logic,8,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0181_sr_11b5a78a6aa6956c16b99036.pdf#page=8,packet_1000|packet_500,true,false,,,,0,,span_unavailable_or_unverified,bounded_packet_page_metadata_matched_but_no_retained_text_payload,false
