document_identity_id,candidate_queue_row_id,text_table_detection_id,state,municipality,government_name,unit_type,contract_period_start,contract_period_end,negotiation_cycle_id,city_unit_negotiation_cycle_key,matched_set_id,cycle_bridge_status,cycle_source_fields,exact_period_pair_count,residual_cycle_bridge_status,residual_cycle_support_fields,residual_cycle_exact_evidence,residual_cycle_exact_evidence_sha256
doc_8f83ae1358fafac9fcb063a6,NSCQ-OH-20260720-0589,ttd_2af46382eb10c3eab3e2bd03,OH,Rittman,CITY OF RITTMAN,non_safety,,,,,,quarantined_no_exact_full_date_pair,,0,quarantined_no_exact_full_date_pair_in_bounded_structured_metadata,,,
doc_8f886ebdc21b9d31d488ba35,NSCQ-MA-20260720-0112,ttd_731a35973330b7a170ca0717,MA,Northampton,CITY OF NORTHAMPTON,police,2025-07-01,2028-06-30,cycle_f7d254b1fad14213c0d7c601,cuc_e1331b786ce9218357cc9f2f,match_f7d254b1fad14213c0d7c601,established_single_exact_pair,candidate_queue.contract_years_scouted|text_table_detection.candidate_contract_period_text,1,preserved_prior_exact_cycle,,,
doc_8fc318a94e178163f7b7f3f7,NSCQ-OH-20260720-0619,ttd_8afc79d2aee935f24510845b,OH,Hubbard,CITY OF HUBBARD,non_safety,,,,,,quarantined_no_exact_full_date_pair,,0,quarantined_no_exact_full_date_pair_in_bounded_structured_metadata,,,
doc_8fd6f63818ad02e054347d5f,NSCQ-OR-20260720-0107,ttd_e62ba1175d2c3480534ed166,OR,La Grande,CITY OF LA GRANDE,fire,2026-06-21,2029-06-20,cycle_bfcdc1bff3bb076de0782d88,cuc_95941b0a7c8fe72638e2da29,match_bfcdc1bff3bb076de0782d88,established_single_exact_pair,candidate_queue.contract_years_scouted,1,preserved_prior_exact_cycle,,,
doc_8fe7d239969e0107dff03222,NSCQ-PA-20260720-0018,ttd_01fad58ba7e329926ee70bc6,PA,Scranton,CITY OF SCRANTON,police,2008-01-01,2021-12-31,cycle_e33c452e345b56362392c5f2,cuc_0c00d20895cd97e7d532c66a,,established_single_exact_pair,text_table_detection.candidate_contract_period_text,1,preserved_prior_exact_cycle,,,
doc_900d0bc3ed705d6dc64a669f,NSCQ-ID-20260720-0003,ttd_b3462d1d3c1efe2dae8d01c8,ID,Meridian,CITY OF MERIDIAN,fire,2023-10-01,2026-09-30,cycle_1cb4dccc4945de0027e201f3,cuc_3aaeb00c35babe68d8f0ac06,,established_single_exact_pair,candidate_queue.contract_years_scouted|text_table_detection.candidate_contract_period_text,1,preserved_prior_exact_cycle,,,
doc_9037302d4f024a3d59c66926,NSCQ-WA-20260720-0051,ttd_6cf6cf20765a67948497ba0a,WA,Marysville,CITY OF MARYSVILLE,police,2026-01-01,2026-12-31,cycle_ee8bed68c54d36559f232093,cuc_3a7745e68bddb9f37ece87b4,,established_single_exact_pair,candidate_queue.contract_years_scouted,1,preserved_prior_exact_cycle,,,
doc_9083823cb8967ea7f965f9a6,NSCQ-MI-20260720-0063,ttd_0da2afefed58accb774427c2,MI,Battle Creek,CITY OF BATTLE CREEK,police,2024-07-01,2027-06-30,cycle_78f07adb63491a8ff8c8aa79,cuc_bee10ae9b351f5a946490f2b,match_78f07adb63491a8ff8c8aa79,established_single_exact_pair,candidate_queue.contract_years_scouted|text_table_detection.candidate_contract_period_text,1,preserved_prior_exact_cycle,,,
doc_90aec554784a1c8b19a3d7ed,NSCQ-FL-20260720-0049,ttd_05b7de5bea55d10af011642d,FL,Lakeland,CITY OF LAKELAND,non_safety,,,,,,quarantined_no_exact_full_date_pair,,0,quarantined_no_exact_full_date_pair_in_bounded_structured_metadata,,,
doc_90e67e718f86d1618388258d,NSCQ-OH-20260720-0209,ttd_933595524d14248c05e55240,OH,Solon,CITY OF SOLON,police,2022-01-01,2024-12-31,cycle_4e947eb2ed9b4cb968a1f6ec,cuc_671f984d9cc7fe9352974e49,match_4e947eb2ed9b4cb968a1f6ec,established_single_exact_pair,candidate_queue.visible_year_evidence|text_table_detection.candidate_contract_period_text,1,preserved_prior_exact_cycle,,,
doc_9179a3858fc7715758953f7a,NSCQ-OH-20260720-0478,ttd_3f075ca02642eeb859097ba8,OH,Trenton,CITY OF TRENTON,police,2023-01-01,2025-12-31,cycle_5cab3121c9bafbc9b64dcda4,cuc_174697884bb4209ec973fa6b,,established_single_exact_pair,candidate_queue.visible_year_evidence|text_table_detection.candidate_contract_period_text,1,preserved_prior_exact_cycle,,,
doc_91958a0059d9804110a70ee7,NSCQ-MN-20260720-0068,ttd_560d4d0c58060a750888af63,MN,Prior Lake,CITY OF PRIOR LAKE,police,2025-01-01,2025-12-31,cycle_6bf6838712743304b31aaf85,cuc_9ee77dc755b64b7a4ccdc19e,,established_single_exact_pair,candidate_queue.contract_years_scouted,1,preserved_prior_exact_cycle,,,
doc_91aa452817dd92da069824a9,NSCQ-MN-20260720-0115,ttd_e7ed2ee58f786e72e46b9f95,MN,Crystal,CITY OF CRYSTAL,police,2026-01-01,2027-12-31,cycle_917831daded05f309f9a7633,cuc_c97394387b37236fa418fae3,,established_single_exact_pair,text_table_detection.candidate_contract_period_text,1,preserved_prior_exact_cycle,,,
doc_91ad7acf2216d9cca500b147,NSCQ-CA-20260720-0002,ttd_d9e8c4d1b40b16a52557081f,CA,Los Angeles,CITY OF LOS ANGELES,fire,2019-07-01,2024-06-29,cycle_52c1b865e069e5f97b11dcd8,cuc_c3c4a0b94d7b9efe51f4ba0f,,established_single_exact_pair,candidate_queue.contract_years_scouted,1,preserved_prior_exact_cycle,,,
doc_9201c7d3c8e3d5a99b776754,NSCQ-CA-20260720-0374,ttd_34b56158142e69a25edd735d,CA,Rohnert Park,CITY OF ROHNERT PARK,police,2014-07-01,2017-06-30,cycle_d27efe87eafae6c64c6ed2f4,cuc_74f0f66bc12f23958efbd0f2,,established_single_exact_pair,candidate_queue.contract_years_scouted,1,preserved_prior_exact_cycle,,,
doc_9206a36b41bfc718d868adcf,NSCQ-FL-20260720-0180,ttd_9c2e815c85a7b327f30cf008,FL,Hallandale Beach,CITY OF HALLANDALE BEACH,police,2023-10-01,2026-09-30,cycle_140888160a78c0a58f1952b1,cuc_03cdc19fbcb1fa5c8eff55cc,,established_single_exact_pair,candidate_queue.contract_years_scouted|text_table_detection.candidate_contract_period_text,1,preserved_prior_exact_cycle,,,
doc_921897b31e1cde1520dded84,NSCQ-OR-20260720-0106,ttd_c8edc6823faff1621f990f2e,OR,La Grande,CITY OF LA GRANDE,police,2026-06-21,2029-06-20,cycle_bfcdc1bff3bb076de0782d88,cuc_dfbaa58ac9f53f0484afe4de,match_bfcdc1bff3bb076de0782d88,established_single_exact_pair,candidate_queue.contract_years_scouted|candidate_queue.visible_year_evidence|text_table_detection.candidate_contract_period_text,1,preserved_prior_exact_cycle,,,
doc_9220ea99f793af9fec9cc310,NSCQ-OH-20260720-0400,ttd_be5b146783f3709a6bb57825,OH,Bellefontaine,CITY OF BELLEFONTAINE,police,,,,,,quarantined_no_exact_full_date_pair,,0,quarantined_no_exact_full_date_pair_in_bounded_structured_metadata,,,
doc_924d202dfafe659a3f355fd4,NSCQ-OH-20260720-0231,ttd_d1efb10c24053f3b73300eb4,OH,Hudson,CITY OF HUDSON,non_safety,2018-01-01,2020-12-31,cycle_98a8a4d8e4589e2a84c3e3c6,cuc_d9e509bda1846a9e5d11fd5a,,established_single_exact_pair,text_table_detection.candidate_contract_period_text,1,preserved_prior_exact_cycle,,,
doc_924d4334cba2c981a33fc055,NSCQ-MI-20260720-0158,ttd_7025067445ff2812a375304a,MI,Coldwater,CITY OF COLDWATER,fire,2024-07-01,2027-06-30,cycle_10a6de53274b9c71b02eb969,cuc_d959e293431740418e061685,,established_single_exact_pair,candidate_queue.contract_years_scouted|text_table_detection.candidate_contract_period_text,1,preserved_prior_exact_cycle,,,
doc_926d3d2301918c68440ffdf8,NSCQ-MD-20260720-0004,ttd_047c3cdcbfcb43008e936e78,MD,Frederick,CITY OF FREDERICK,police,,,,,,quarantined_no_exact_full_date_pair,,0,quarantined_no_exact_full_date_pair_in_bounded_structured_metadata,,,
doc_926ded8d3df0dd39f33f5b04,NSCQ-NV-20260720-0009,ttd_c5055581d4c8e71b3d946950,NV,Reno,CITY OF RENO,police,2019-07-01,2022-06-30,cycle_d2a12af50d64bc927577600b,cuc_e15b1dd1df63891e0cf14876,,established_single_exact_pair,text_table_detection.candidate_contract_period_text,1,preserved_prior_exact_cycle,,,
doc_927536d94e6a0fbb08149b1c,NSCQ-RI-20260720-0006,ttd_9dd60244d5890c8aca87132d,RI,Warwick,CITY OF WARWICK,non_safety,2024-07-01,2027-06-30,cycle_48d615d6c1acb879b35110a5,cuc_accf2a270266daacd42f8c17,,established_single_exact_pair,candidate_queue.contract_years_scouted|text_table_detection.candidate_contract_period_text,1,preserved_prior_exact_cycle,,,
doc_92771262c82f89ad935a1784,NSCQ-OH-20260720-0687,ttd_b188a44e5f8fbcd035c200e1,OH,Wellston,CITY OF WELLSTON,non_safety,,,,,,quarantined_no_exact_full_date_pair,,0,quarantined_no_exact_full_date_pair_in_bounded_structured_metadata,,,
doc_92a364a22d2690e99893341e,NSCQ-IL-20260720-0225,ttd_5a330778b0b0c8df35ad19c6,IL,Woodridge,VILLAGE OF WOODRIDGE,non_safety,2024-01-01,2026-12-31,cycle_5728631335b46142262daf68,cuc_46cbc0ef0c814787e03d4b23,,established_single_exact_pair,,0,established_single_exact_pair_from_explicit_cycle_metadata,candidate_queue.cycle_match_notes,"January 1, 2024 – December 31, 2026",74fd301a33dde74539d455dccbc5abd47c6a6339a21e9dd0f565a4bf308dd8e5
doc_92a50bcd98ed8a9542486273,NSCQ-FL-20260720-0111,ttd_b655146f146450c9653fc995,FL,Pensacola,CITY OF PENSACOLA,police,,,,,,quarantined_no_exact_full_date_pair,,0,quarantined_no_exact_full_date_pair_in_bounded_structured_metadata,,,
doc_92b0a2b7c066376791f31a6a,NSCQ-OH-20260720-0206,ttd_0606324da6922fdd9d252eb1,OH,Willoughby,CITY OF WILLOUGHBY,police,,,,,,quarantined_no_exact_full_date_pair,,0,quarantined_no_exact_full_date_pair_in_bounded_structured_metadata,,,
doc_92cf9020873bd799204989d1,NSCQ-OH-20260720-0481,ttd_912894978a5e764451f02c06,OH,Bucyrus,CITY OF BUCYRUS,police,2024-01-01,2026-12-31,cycle_65c9909b197afc84ca64e90b,cuc_2a80a61a5501c5b50945d5be,,established_single_exact_pair,candidate_queue.contract_years_scouted|candidate_queue.visible_year_evidence,1,preserved_prior_exact_cycle,,,
doc_92eaa5ce6dd9a5475b547f7c,NSCQ-FL-20260720-0080,ttd_12e2dba427ff0aaa610339a7,FL,Boynton Beach,CITY OF BOYNTON BEACH,fire,2024-10-01,2027-09-30,cycle_4cca6c4aba19f4a439d6ef4a,cuc_fa747c3dd3778881080cc61c,,established_single_exact_pair,candidate_queue.contract_years_scouted,1,preserved_prior_exact_cycle,,,
doc_92fb2b81c72ffbb808dee2c0,NSCQ-OR-20260720-0176,ttd_481705a03731bc5e5445def6,OR,Seaside,CITY OF SEASIDE,police,2023-07-01,2026-06-30,cycle_acdd026d38c0a9ad6293bca4,cuc_2115b2e7129b9bcb477a8d77,,established_single_exact_pair,candidate_queue.contract_years_scouted|text_table_detection.candidate_contract_period_text,1,preserved_prior_exact_cycle,,,
doc_932cd53ff2ff27d8c142c908,NSCQ-CO-20260720-0005,ttd_9902326523a24a404e4f1099,CO,Thornton,CITY OF THORNTON,police,2018-01-01,2019-12-31,cycle_8db23ff18331f47fa0d36c7f,cuc_31949927456b9fde4e2318d0,,established_single_exact_pair,,0,established_single_exact_pair_from_explicit_cycle_metadata,candidate_queue.cycle_match_notes,"Jan 1, 2018 through Dec 31, 2019",bdd1f430d003c62a73bc7570698ce6b6e8324ea1cf28a5c68d7cb02e120215a5
doc_937f715464d0fd0ed2e047a9,NSCQ-CA-20260720-0161,ttd_7b15fea0d634633eee0dd4ea,CA,San Buenaventura (Ventura),CITY OF SAN BUENAVENTURA,police,2026-07-01,2028-06-30,cycle_2b83c68a70d798e61d6e01a5,cuc_ce3db499073f1927ff142ad4,,established_single_exact_pair,candidate_queue.contract_years_scouted|text_table_detection.candidate_contract_period_text,1,preserved_prior_exact_cycle,,,
doc_93dba66908def704da7f5441,NSCQ-OH-20260720-0087,ttd_034a9133ff84393b276a8659,OH,Findlay,CITY OF FINDLAY,police,2016-01-01,2018-12-31,cycle_122241cb2ece1eb6e723c017,cuc_976d16a3486916d47c76e8a7,,established_single_exact_pair,candidate_queue.contract_years_scouted,1,preserved_prior_exact_cycle,,,
doc_93f2de3811186fd37a4dbf42,NSCQ-FL-20260720-0138,ttd_3dcb9c9d08d9c9c3bac23bff,FL,North Miami Beach,CITY OF NORTH MIAMI BEACH,police,2021-10-01,2024-09-30,cycle_bead11d14de4ad6ade1bf4f9,cuc_e8a8fb832da3c949f45f1bd4,,established_single_exact_pair,candidate_queue.contract_years_scouted|candidate_queue.visible_year_evidence|text_table_detection.candidate_contract_period_text,1,preserved_prior_exact_cycle,,,
doc_94597a538a430bf14af528f6,NSCQ-WI-20260720-0171,ttd_cda123c09eabbe5cac4014ac,WI,Portage,CITY OF PORTAGE,fire,,,,,,quarantined_no_exact_full_date_pair,,0,quarantined_no_exact_full_date_pair_in_bounded_structured_metadata,,,
doc_945a2510099af8a255bc0783,NSCQ-OK-20260720-0005,ttd_4b983a0e2b87e4603aa298fd,OK,Tulsa,CITY OF TULSA,non_safety,2024-07-01,2025-06-30,cycle_003b381c32786b38faca52b3,cuc_d8fc796f6ca01791f4b05c07,match_003b381c32786b38faca52b3,established_single_exact_pair,text_table_detection.candidate_contract_period_text,1,preserved_prior_exact_cycle,,,
doc_94c27eb60dac7dcdf009334a,NSCQ-MI-20260720-0041,ttd_ff493c38c8123b1a8da5c456,MI,Wyoming,CITY OF WYOMING,non_safety,2021-07-01,2025-06-30,cycle_c1174723aac1d2749c0a45c8,cuc_22227b69253a326dfce07d76,,established_single_exact_pair,text_table_detection.candidate_contract_period_text,1,preserved_prior_exact_cycle,,,
doc_94d6ea87bfa3622cd5f71f99,NSCQ-OR-20260720-0088,ttd_570f932307e38878206f3abd,OR,Central Point,CITY OF CENTRAL POINT,police,2023-07-01,2026-06-30,cycle_45679646e9dde7091020cf2e,cuc_77a8d0e7e207d4252d38e8b2,,established_single_exact_pair,candidate_queue.contract_years_scouted|text_table_detection.candidate_contract_period_text,1,preserved_prior_exact_cycle,,,
doc_94e922ee81465aab8bb5628e,NSCQ-MN-20260720-0070,ttd_25ce4d4a63e4ed5142c666e7,MN,Elk River,CITY OF ELK RIVER,police,,,,,,quarantined_no_exact_full_date_pair,,0,quarantined_no_exact_full_date_pair_in_bounded_structured_metadata,,,
doc_94fccc55a9c5154d53c3fbea,NSCQ-MA-20260720-0084,ttd_7f402777245b7795317eb74d,MA,Methuen,CITY OF METHUEN,non_safety,2021-07-01,2027-06-30,cycle_0a4478cc2b69d05326a64274,cuc_8dafce94e5e29cba6f3cf9a3,,established_single_exact_pair,candidate_queue.contract_years_scouted,1,preserved_prior_exact_cycle,,,
doc_9501004da94d365b12f7f1af,NSCQ-FL-20260720-0155,ttd_7fd081383782b2ff5604d370,FL,Coconut Creek,CITY OF COCONUT CREEK,police,2025-10-01,2028-09-30,cycle_2e279c87d93305e1b772f5f5,cuc_7b32f52873624ebd83fe5c50,,established_single_exact_pair,text_table_detection.candidate_contract_period_text,1,preserved_prior_exact_cycle,,,
doc_950232dab5d5cc13b5034292,NSCQ-OR-20260720-0087,ttd_28ee3ce1548c735bbc720eef,OR,Pendleton,CITY OF PENDLETON,non_safety,2018-07-01,2021-06-30,cycle_18743344f008bffae7cd61eb,cuc_fc06d28fd8d606e51b2c512d,,established_single_exact_pair,candidate_queue.contract_years_scouted|text_table_detection.candidate_contract_period_text,1,preserved_prior_exact_cycle,,,
doc_95226c1febe0cfba4edd7372,NSCQ-MA-20260720-0120,ttd_471431566cf205853dae9e5b,MA,Bridgewater Town,CITY OF BRIDGEWATER TOWN,non_safety,2024-07-01,2027-06-30,cycle_ab19a6ce9b9e7e752b391157,cuc_055277de470f917bba93caa4,,established_single_exact_pair,candidate_queue.contract_years_scouted,1,preserved_prior_exact_cycle,,,
doc_952bf954b698378d95984e4a,NSCQ-OR-20260720-0068,ttd_31ac60a681c5540038c696d6,OR,Roseburg,CITY OF ROSEBURG,police,2024-07-01,2027-06-30,cycle_0c0b2c24a7c08c498dd13598,cuc_5a6b7315c640eba2ebad9022,,established_single_exact_pair,,0,established_single_exact_pair_from_explicit_cycle_metadata,candidate_queue.cycle_match_notes,"July 1, 2024 through June 30, 2027",582d8127fd695422ee1726b2130dc1237ae4e5d9e4ab959e8371df563edcd36c
doc_9533bb239c1514ef927478ac,NSCQ-OH-20260720-0026,ttd_a631a55a3b643bd5260ac272,OH,Reynoldsburg,CITY OF REYNOLDSBURG,police,2022-01-01,2024-12-31,cycle_30291bca8f3601891595e14e,cuc_50542f61fabea28b5ac2ee22,,established_single_exact_pair,candidate_queue.contract_years_scouted|text_table_detection.candidate_contract_period_text,1,preserved_prior_exact_cycle,,,
doc_9539fc16f22599b94cbfd923,NSCQ-IL-20260720-0088,ttd_3ead0ec0dc73fb0dd8276440,IL,Wheaton,CITY OF WHEATON,police,2014-05-01,2017-04-30,cycle_71ce933c843bab5d70044114,cuc_ff64edac23fb3203aef11b50,,established_single_exact_pair,candidate_queue.contract_years_scouted|text_table_detection.candidate_contract_period_text,1,preserved_prior_exact_cycle,,,
doc_9540f7195ec1c04cc8fe2277,NSCQ-CT-20260720-0038,ttd_9869a8e94aa994a68a4887b8,CT,Middletown,CITY OF MIDDLETOWN,fire,2024-07-01,2027-06-30,cycle_10a3c6137568725efb3dd221,cuc_f9cbd64e6075c6c7b3f1c1c2,,established_single_exact_pair,candidate_queue.contract_years_scouted|candidate_queue.visible_year_evidence,1,preserved_prior_exact_cycle,,,
doc_9545b0359a27893e87913596,NSCQ-MI-20260720-0062,ttd_a1c5a1e6ddc7e56066933151,MI,Battle Creek,CITY OF BATTLE CREEK,non_safety,2024-07-01,2027-06-30,cycle_78f07adb63491a8ff8c8aa79,cuc_978d938be16c3bc46db91c7f,match_78f07adb63491a8ff8c8aa79,established_single_exact_pair,candidate_queue.contract_years_scouted|text_table_detection.candidate_contract_period_text,1,preserved_prior_exact_cycle,,,
doc_9563acd2eeae916f87dbee9f,NSCQ-OH-20260720-0412,ttd_c98be090a138e1da776e46c9,OH,Brecksville,CITY OF BRECKSVILLE,fire,,,,,,quarantined_no_exact_full_date_pair,,0,quarantined_no_exact_full_date_pair_in_bounded_structured_metadata,,,
doc_9578de3212e268ac28ba8f00,NSCQ-NH-20260720-0029,ttd_ed2add4e07da87bd068ceac2,NH,Claremont,CITY OF CLAREMONT,fire,2026-07-01,2029-06-30,cycle_0c038f70c966faa633539654,cuc_f1cf8588cc326be4cec44a9d,,established_single_exact_pair,candidate_queue.contract_years_scouted|text_table_detection.candidate_contract_period_text,1,preserved_prior_exact_cycle,,,
doc_958adb8d30edb07ee6aa4166,NSCQ-OH-20260720-0591,ttd_847dad22c51360cbd698558b,OH,Struthers,CITY OF STRUTHERS,police,2017-01-01,2019-12-31,cycle_3b321a83864d76051f16c768,cuc_8a549746aa8511c3b8a5ebb8,,established_single_exact_pair,candidate_queue.contract_years_scouted|candidate_queue.visible_year_evidence,1,preserved_prior_exact_cycle,,,
doc_95a4896a8584662b75cae4d0,NSCQ-OH-20260720-0292,ttd_8fe1d2ee74d8cb1704eeb10b,OH,Sylvania,CITY OF SYLVANIA,police,2022-01-01,2024-12-31,cycle_7ba52bb5ddd13d4aad8df054,cuc_769d8615057aaa1fb871b5ff,match_7ba52bb5ddd13d4aad8df054,established_single_exact_pair,candidate_queue.contract_years_scouted|candidate_queue.visible_year_evidence|text_table_detection.candidate_contract_period_text,1,preserved_prior_exact_cycle,,,
doc_95e3d24e86f0c0e54664b3e7,NSCQ-OH-20260720-0675,ttd_08ad680ae21bc4ef344a7a8b,OH,Oakwood,CITY OF OAKWOOD,non_safety,2023-01-01,2025-12-31,cycle_210b65a60baae5ad269cdddd,cuc_c387eb5a732eb0dfb1f4918b,,established_single_exact_pair,candidate_queue.contract_years_scouted|candidate_queue.visible_year_evidence|text_table_detection.candidate_contract_period_text,1,preserved_prior_exact_cycle,,,
doc_9606e018740e7275a915ef1e,NSCQ-CT-20260720-0042,ttd_83930a16ad4b29316976d65b,CT,Norwich,CITY OF NORWICH,police,2023-07-01,2028-06-30,cycle_6dc9e6150462ea454d9057e5,cuc_60ffa9704b1c0affa4c8ebdd,,established_single_exact_pair,candidate_queue.contract_years_scouted|candidate_queue.visible_year_evidence|text_table_detection.candidate_contract_period_text,1,preserved_prior_exact_cycle,,,
doc_9620ef175054fc2d17da17a0,NSCQ-WI-20260720-0035,ttd_e3e2478f7b62f6e7977230a3,WI,La Crosse,CITY OF LA CROSSE,fire,,,,,,quarantined_no_exact_full_date_pair,,0,quarantined_no_exact_full_date_pair_in_bounded_structured_metadata,,,
doc_963a46983b12ab694188b9d8,NSCQ-NM-20260720-0008,ttd_6446b37d9e361128d56ec8fb,NM,Las Cruces,CITY OF LAS CRUCES,fire,2024-06-17,2027-06-17,cycle_b456334a273fd74b17b7a2cd,cuc_173bbe5194dff2dd7558affd,,established_single_exact_pair,text_table_detection.candidate_contract_period_text,1,preserved_prior_exact_cycle,,,
doc_965ddc8f5f70ab96b17eaf2a,NSCQ-WA-20260720-0117,ttd_0e06e8a0756671dcd59034e5,WA,Moses Lake,CITY OF MOSES LAKE,non_safety,2025-01-01,2027-12-31,cycle_2631d5817da6b2ba6b3d57f5,cuc_941de8e0d305b1b3639a4d44,match_2631d5817da6b2ba6b3d57f5,established_single_exact_pair,,0,established_single_exact_pair_from_explicit_cycle_metadata,candidate_queue.cycle_match_notes,"Jan 1, 2025 through Dec 31, 2027",24cf597ae8a7617609f7d4f304da6e45a7f9c9d8f7579244c581039233b93a0f
doc_96ab8e76283f47a233e1b77c,NSCQ-WY-20260720-0002,ttd_a0da115d57a9b85e7bc65234,WY,Cheyenne,CITY OF CHEYENNE,fire,,,,,,quarantined_no_exact_full_date_pair,,0,quarantined_no_exact_full_date_pair_in_bounded_structured_metadata,,,
doc_96ad57c71aa97854f7517241,NSCQ-OR-20260720-0157,ttd_0472546bc54755214fb70410,OR,Hood River,CITY OF HOOD RIVER,police,2021-07-01,2024-06-30,cycle_2e4c14c7e9224b4e29560ba1,cuc_a1ee18153d6bb13981175191,,established_single_exact_pair,text_table_detection.candidate_contract_period_text,1,preserved_prior_exact_cycle,,,
doc_96c247bad274992ce4894133,NSCQ-CA-20260720-0041,ttd_f67106f87c6b21f33913e5b9,CA,Santa Rosa,CITY OF SANTA ROSA,police,,,,,,quarantined_no_exact_full_date_pair,,0,quarantined_no_exact_full_date_pair_in_bounded_structured_metadata,,,
doc_96e4c924d1279fcef4d46f66,NSCQ-IL-20260720-0280,ttd_092f70f690714f915a3380fd,IL,Blue Island,CITY OF BLUE ISLAND,police,2018-01-01,2021-12-31,cycle_60ef124a6440c28c524875b4,cuc_53b5f0c4bc6bee97a1e406e9,,established_single_exact_pair,candidate_queue.contract_years_scouted|text_table_detection.candidate_contract_period_text,1,preserved_prior_exact_cycle,,,
doc_9721b262838bb8936ffa0574,NSCQ-OH-20260720-0443,ttd_bf5471bb1bca4f369678a349,OH,Marietta,CITY OF MARIETTA,non_safety,2021-01-01,2023-12-31,cycle_59b492166fcd24223453450d,cuc_6a8afdbe3d5eb80dafa2167f,match_59b492166fcd24223453450d,established_single_exact_pair,candidate_queue.contract_years_scouted|candidate_queue.visible_year_evidence|text_table_detection.candidate_contract_period_text,1,preserved_prior_exact_cycle,,,
doc_973ccd3f8489fd8374445821,NSCQ-OH-20260720-0223,ttd_5c9cd7e7da0c3c8944a4f842,OH,Xenia,CITY OF XENIA,fire,2021-01-24,2024-01-20,cycle_c11700178b41f9aa4e672c86,cuc_792b7f7e50e44b1b3eac086a,,established_single_exact_pair,candidate_queue.contract_years_scouted|candidate_queue.visible_year_evidence|text_table_detection.candidate_contract_period_text,1,preserved_prior_exact_cycle,,,
doc_97427a8a69a1d4521add26ec,NSCQ-WA-20260720-0006,ttd_152d2f130529af67c5c0acf6,WA,Spokane,CITY OF SPOKANE,fire,,,,,,quarantined_no_exact_full_date_pair,,0,quarantined_no_exact_full_date_pair_in_bounded_structured_metadata,,,
doc_97433e67fb368fd1f2cb0d6a,NSCQ-OH-20260720-0141,ttd_96b606e19e5e475476af4baf,OH,North Royalton,CITY OF NORTH ROYALTON,police,,,,,,quarantined_no_exact_full_date_pair,,0,quarantined_no_exact_full_date_pair_in_bounded_structured_metadata,,,
doc_974f08287632d97503710c9e,NSCQ-OH-20260720-0716,ttd_83d51fcae8f3e7dd2bad251c,OH,Northwood,CITY OF NORTHWOOD,police,,,,,,quarantined_no_exact_full_date_pair,,0,quarantined_no_exact_full_date_pair_in_bounded_structured_metadata,,,
doc_97590b1b8ba1f9d0e99d53a6,NSCQ-NY-20260720-0094,ttd_f4d5e2e1bc9c8903473a0210,NY,Lockport,CITY OF LOCKPORT,police,2013-01-01,2023-12-31,cycle_7f30ddc1545d3e29d6fb0c05,cuc_ae527374cecffb751280ca7c,,established_single_exact_pair,candidate_queue.contract_years_scouted|text_table_detection.candidate_contract_period_text,1,preserved_prior_exact_cycle,,,
doc_9767091752a62c733dfb2e4f,NSCQ-IA-20260720-0013,ttd_1934c81a5e2f8688ca28b912,IA,Davenport,CITY OF DAVENPORT,fire,2023-07-01,2027-06-30,cycle_b68d862d315e0042c1ec6ec3,cuc_acb2f11151aba168ac058344,,established_single_exact_pair,candidate_queue.contract_years_scouted|text_table_detection.candidate_contract_period_text,1,preserved_prior_exact_cycle,,,
doc_97786a10d66b2202b18fc60c,NSCQ-OH-20260720-0362,ttd_fa5eb99585f510ba80b43b05,OH,Defiance,CITY OF DEFIANCE,police,2024-01-01,2026-12-31,cycle_fe3125a8a7ea721109179f7b,cuc_b0f533f79bbcf06c2e6b8111,,established_single_exact_pair,candidate_queue.contract_years_scouted,1,preserved_prior_exact_cycle,,,
doc_97c1afac4df5581592b25ca4,NSCQ-IN-20260720-0006,ttd_e6249e9eefe42fe439577967,IN,South Bend,CITY OF SOUTH BEND,non_safety,,,,,,quarantined_no_exact_full_date_pair,,0,quarantined_no_exact_full_date_pair_in_bounded_structured_metadata,,,
doc_980420320f0c7d56f256d00b,NSCQ-WA-20260720-0218,ttd_a80bdc28cb0813f6c71bf782,WA,Cheney,CITY OF CHENEY,police,2025-01-01,2027-12-31,cycle_353510e37f697669f03aa246,cuc_79b25314b94a93b68dd3079c,,established_single_exact_pair,candidate_queue.contract_years_scouted|text_table_detection.candidate_contract_period_text,1,preserved_prior_exact_cycle,,,
doc_9819a2cf3b52a40f09f970b7,NSCQ-FL-20260720-0229,ttd_83a87fe802f4d6d28a01427a,FL,Lake Wales,CITY OF LAKE WALES,fire,2023-10-01,2025-09-30,cycle_09a8c1131c24d6602b18d5c5,cuc_49f86e2ee0fb10f678ea607c,,established_single_exact_pair,,0,established_single_exact_pair_from_explicit_cycle_metadata,candidate_queue.cycle_match_notes,"October 1, 2023 through September 30, 2025",59d911210d0ce1cf24ba5b03cee96d3ed47d03ca5519e723586005aadb83867b
doc_981ad42751d37f410842cbbe,NSCQ-NM-20260720-0009,ttd_cb7453ce0fc096ab96a728ed,NM,Las Cruces,CITY OF LAS CRUCES,non_safety,2023-11-11,2026-06-30,cycle_7bff99bd94c030b41378e6de,cuc_4756accf934d90833001420f,,established_single_exact_pair,candidate_queue.contract_years_scouted|text_table_detection.candidate_contract_period_text,1,preserved_prior_exact_cycle,,,
