qualitative_evidence_id,qualitative_source_record_id,scope_origin,source_review_id,retained_source_id,retained_content_hash,case_id,text_table_detection_id,candidate_id,state,municipality,unit_type,bargaining_unit_name,contract_or_cycle_period,cycle_start,cycle_end,source_family,mechanism_family,claim_relevance,direction_of_pressure,evidence_strength,claim_boundary,rating_status,ingestion_status,codification_status,causal_status,global_analysis_readiness
legacy:qualitative:lobs_aca5835ab2ee1c1eced2d0f0:parity_or_internal_equity_signal,qualitative:lobs_aca5835ab2ee1c1eced2d0f0,legacy_valid_636_rating,sr_95ffb9f957711c9bd00f279b,,b12b4e565995f0d48b9a2c91762c04712d3508d5db1cf8f79ef15b8474d46a49,cexrem_930c431ce1e29e6d652f196f,ttd_75dcd643ccec86f0327eb318,,OH,,non_safety,,,,,cba,parity_or_internal_equity_signal,documentary_mechanism_claim,gap_narrowing,weak,This indicates internal equal treatment within the bargaining unit but does not specify any wage amounts or safety-vs-non-safety comparison.,rated_valid,not_ingested,not_codified,not_causal_evidence,false
legacy:qualitative:lobs_acc0293cc1ece9fa9bfdf4e0:non_base_compensation_signal,qualitative:lobs_acc0293cc1ece9fa9bfdf4e0,legacy_valid_636_rating,sr_7964bd8c7c96cde38be9dc3d,,5d2814f7e0c754239fdcc6521ff64727d34aa70e26cce82534b0ee008827073c,cexrem_f5110135bab659770ec736ca,ttd_9dcc6eb79d2fd684e3057af2,,NY,,police,,,,,cba,non_base_compensation_signal,documentary_mechanism_claim,non_safety_advantage,moderate,"The span indicates pay for sickness duration, which is a non-base compensation/benefit entitlement, not a base wage or automatic raise.",rated_valid,not_ingested,not_codified,not_causal_evidence,false
legacy:qualitative:lobs_acef12979886c4ed750fb87b:automatic_raise_mechanism,qualitative:lobs_acef12979886c4ed750fb87b,legacy_valid_636_rating,sr_5331cd4dbb476c4dbb231714,,a6172fd291530227ceef29fb434014e3ca190ca98a7e22a824af743cfa822e43,cexrem_b69769c81ab263924ff32cfa,ttd_57b2c014f5a6ba1a159d52cb,,WI,,fire,,,,,cba,automatic_raise_mechanism,documentary_mechanism_claim,neutral_or_unclear,moderate,Mechanism about maintaining a pay step until a service-duration condition is met; does not state the magnitude of any raise or compare to other groups.,rated_valid,not_ingested,not_codified,not_causal_evidence,false
legacy:qualitative:lobs_add75fa7672ad2b5882a4c49:implementation_or_retroactivity_advantage,qualitative:lobs_add75fa7672ad2b5882a4c49,legacy_valid_636_rating,sr_957a25fd67944697a886d1ea,,adcb9ba192594b5dd9aad1c816e57da15162795646a9d9019e32a8c490c5ee6d,cex_e6cb75441eaf1f9cd343c08b,ttd_a03efe19ef70b57835584439,,NH,,police,,,,,cba,implementation_or_retroactivity_advantage,documentary_mechanism_claim,neutral_or_unclear,moderate,Document that the span states an increase amount and an effective date for the Salag Schedules; it does not establish any comparative timing advantage.,rated_valid,not_ingested,not_codified,not_causal_evidence,false
legacy:qualitative:lobs_adf3a49bdac962b85a4961be:implementation_or_retroactivity_advantage,qualitative:lobs_adf3a49bdac962b85a4961be,legacy_valid_636_rating,sr_b89073e07755099b9a4cb687,,316e45f48c85612d10b9523186fed7f895fb19b9710af8e6f9698fc4a8de2e78,cex_222982a39211056fba2c1c24,ttd_303cab9b54ea7ffad1598cd2,,CT,,non_safety,,,,,cba,implementation_or_retroactivity_advantage,context_only,neutral_or_unclear,weak,"This span only provides an overall effective date; it does not specify retroactivity, staged increases, or comparative timing terms that would support an advantage claim.",rated_valid,not_ingested,not_codified,not_causal_evidence,false
legacy:qualitative:lobs_ae7033efa34a6cecbaacf33f:fiscal_constraint_signal,qualitative:lobs_ae7033efa34a6cecbaacf33f,legacy_valid_636_rating,sr_08bb5bf6ece06178b95564d6,,0bbbbf9c12bbcc0a7205b7b3d57c040b1f8d596873b20c77861a1c8ec131c9a8,cex_d6a170ded45090e9d8d25376,ttd_55b53b0fa6ecb2a4eaea69fe,,FL,,police,,,,,cba,fiscal_constraint_signal,context_only,gap_narrowing,weak,Indicates fiscal constraint context but does not state compensation mechanism or effect direction.,rated_valid,not_ingested,not_codified,not_causal_evidence,false
legacy:qualitative:lobs_aeac4da9a91afa992a8b031a:bargaining_power_signal,qualitative:lobs_aeac4da9a91afa992a8b031a,legacy_valid_636_rating,sr_98dd831c62fb2b2ac16e0774,,494a57fa103455df147b3be5f440903838e57fd753d32afa557e4c5fce3261dd,cex_18c146aefb65d766aea0b2ba,ttd_a5f6a97ddb04e440500e05be,,OR,,non_safety,,,,,cba,bargaining_power_signal,documentary_mechanism_claim,gap_narrowing,weak,"Indicates an arbitration process (arbitrator selection), but does not establish wage effects or negotiated leverage magnitude.",rated_valid,not_ingested,not_codified,not_causal_evidence,false
legacy:qualitative:lobs_af84e75e676813aff87d7e55:automatic_raise_mechanism,qualitative:lobs_af84e75e676813aff87d7e55,legacy_valid_636_rating,sr_5cd11d7c7e9250a7e3f754c5,,a257a6d73588bec1bfa56df47a567bd05da5b748b187fcb19b24c975aa92ed24,cex_3025ad1c1caaf7d4cc268105,ttd_9b34eb35cd191ee86ea05ff9,,SD,,police,,,,,cba,automatic_raise_mechanism,provisional_causal_candidate,neutral_or_unclear,weak,"Step increase is referenced, but the span does not specify an automatic formula/contract rule beyond the existence of a step increase.",rated_valid,not_ingested,not_codified,not_causal_evidence,false
legacy:qualitative:lobs_af84e75e676813aff87d7e55:implementation_or_retroactivity_advantage,qualitative:lobs_af84e75e676813aff87d7e55,legacy_valid_636_rating,sr_5cd11d7c7e9250a7e3f754c5,,a257a6d73588bec1bfa56df47a567bd05da5b748b187fcb19b24c975aa92ed24,cex_3025ad1c1caaf7d4cc268105,ttd_9b34eb35cd191ee86ea05ff9,,SD,,police,,,,,cba,implementation_or_retroactivity_advantage,provisional_causal_candidate,gap_narrowing,weak,"The span indicates the timing of a delayed step increase, but does not provide comparative timing or advantage/disadvantage across groups.",rated_valid,not_ingested,not_codified,not_causal_evidence,false
legacy:qualitative:lobs_afb1ee9913dae274825c92bf:non_base_compensation_signal,qualitative:lobs_afb1ee9913dae274825c92bf,legacy_valid_636_rating,sr_e56179609b54c44849467282,,c5f618994f62845cab18065794ff59dbf69f4ff637b3dbeda9d1c5d571d83696,cex1000_0b4ccb19ea9bbb5379e85d77,ttd_8fe1d2ee74d8cb1704eeb10b,,OH,,police,,,,,cba,non_base_compensation_signal,provisional_causal_candidate,non_safety_advantage,weak,"Longevity-related pay is referenced, but the span does not specify effects on safety vs non-safety pay.",rated_valid,not_ingested,not_codified,not_causal_evidence,false
legacy:qualitative:lobs_afb45cff6bb583c4a82867ed:bargaining_power_signal,qualitative:lobs_afb45cff6bb583c4a82867ed,legacy_valid_636_rating,sr_d5ec97e72a7b268a06e0cc74,,e605805d24dc6237925e5c465dbecc564d93f91286bdc70b2f645504e228c8ef,cex_e095f5d719d970a328732270,ttd_44766a2f151b1f8a1dbdc34e,,MA,,non_safety,,,,,cba,bargaining_power_signal,direct_text_claim,neutral_or_unclear,weak,provisional_bargaining_process_reference_only,rated_valid,not_ingested,not_codified,not_causal_evidence,false
legacy:qualitative:lobs_afd99dc200eb7fadf8a453c2:non_base_compensation_signal,qualitative:lobs_afd99dc200eb7fadf8a453c2,legacy_valid_636_rating,sr_e502cbf1452fd01f3ef87efc,,6e173fd4d7bc8606181f3058d68b427427fe670b832aaafc6a9c23d4f5a13385,cex_e469fdd18c2c380fe9bc356d,ttd_a7ca0dde0ef19ad10047f56c,,MN,,police,,,,,cba,non_base_compensation_signal,documentary_mechanism_claim,non_safety_advantage,weak,"This indicates a service-year-based pay benefit, not a base wage rate.",rated_valid,not_ingested,not_codified,not_causal_evidence,false
legacy:qualitative:lobs_b1669a8a6617915a9734f0f0:automatic_raise_mechanism,qualitative:lobs_b1669a8a6617915a9734f0f0,legacy_valid_636_rating,sr_ff98ef097e4e3d7fad24a658,,e8d4a15340426ec8c4135aa0dd5642888d6bafba8fc858cb9d4019795cb343ab,cex_b6605fd61e2b4c4900508ccc,ttd_ebae2ef4b0db0e395ab34163,,MT,,police,,,,,cba,automatic_raise_mechanism,documentary_mechanism_claim,gap_narrowing,weak,"Indicates a mechanism tied to consumer price change and a step, without specifying who gains or whether it narrows any gap.",rated_valid,not_ingested,not_codified,not_causal_evidence,false
legacy:qualitative:lobs_b2ffd925489ad34edb284b02:non_base_compensation_signal,qualitative:lobs_b2ffd925489ad34edb284b02,legacy_valid_636_rating,sr_2a3285bcb1a040b65a2946a0,,a9456520712fd8b760dac23f5139dddcf832bec457f3eec56b63460bcbfed086,cex_5d47500948d1655ea8edeb92,ttd_2a8d73386f1c1bebf028d1b3,,ID,,non_safety,,,,,ordinance_or_policy,non_base_compensation_signal,context_only,non_safety_advantage,moderate,classification policies affecting how benefits and overtime are applied; no quantified compensation effect stated,rated_valid,not_ingested,not_codified,not_causal_evidence,false
legacy:qualitative:lobs_b32deaf4f9666278f93edd50:non_base_compensation_signal,qualitative:lobs_b32deaf4f9666278f93edd50,legacy_valid_636_rating,sr_2d6d8b78b6d547dc93f8d809,,305ecf4e71c4e2ddb0a81062bb1f68a39bbc5d9b7121e723ad42e320e9975821,cex_a3fc313e790624b8b6fe9f5b,ttd_e732ac03f7232871bcb7101c,,OH,,fire,,,,,cba,non_base_compensation_signal,documentary_mechanism_claim,non_safety_advantage,weak,"This indicates longevity pay is discussed, but provides no terms or comparative mechanism in the provided span.",rated_valid,not_ingested,not_codified,not_causal_evidence,false
legacy:qualitative:lobs_b3ee2db3f3a0aabb224d611b:automatic_raise_mechanism,qualitative:lobs_b3ee2db3f3a0aabb224d611b,legacy_valid_636_rating,sr_61c3f970b8595086cc44ddf4,,9c4cf2eeb4ec1d595f35994ee6a672621790895b5de6942fa74bc46a01386053,cex_f86002aabdcccceea3315e2d,ttd_1ca6cee99f7a9763c7d4a4f3,,CA,,police,,,,,cba,automatic_raise_mechanism,documentary_mechanism_claim,neutral_or_unclear,moderate,"Indicates an increase via a listed adjustment percentage, but does not specify the full rule or eligibility details.",rated_valid,not_ingested,not_codified,not_causal_evidence,false
legacy:qualitative:lobs_b3ee2db3f3a0aabb224d611b:market_or_comparability_pressure,qualitative:lobs_b3ee2db3f3a0aabb224d611b,legacy_valid_636_rating,sr_61c3f970b8595086cc44ddf4,,9c4cf2eeb4ec1d595f35994ee6a672621790895b5de6942fa74bc46a01386053,cex_f86002aabdcccceea3315e2d,ttd_1ca6cee99f7a9763c7d4a4f3,,CA,,police,,,,,cba,market_or_comparability_pressure,direct_text_claim,neutral_or_unclear,moderate,"Mentions a labor market adjustment as the basis for an increase, without stating comparisons or rates.",rated_valid,not_ingested,not_codified,not_causal_evidence,false
legacy:qualitative:lobs_b59c28583738bae6bccde7f7:automatic_raise_mechanism,qualitative:lobs_b59c28583738bae6bccde7f7,legacy_valid_636_rating,sr_c4ece8f30a04107a5c337ea3,,a89223e5b3e456e03b4b9274d7cab30d2c7c6ef291497610fe14c34bd1864413,cex_de066cc151e72cddfb51374e,ttd_a1ecf32a3152f1021e9c1af4,,MA,,non_safety,,,,,cba,automatic_raise_mechanism,documentary_mechanism_claim,gap_narrowing,weak,"Indicates a step-to-step schedule timing, but does not state raise amounts or automatic triggering beyond step progression.",rated_valid,not_ingested,not_codified,not_causal_evidence,false
legacy:qualitative:lobs_b9506d9547b576460c9156c5:implementation_or_retroactivity_advantage,qualitative:lobs_b9506d9547b576460c9156c5,legacy_valid_636_rating,sr_25ce75fc274bb14776ba5d6d,,65f917c6eb90e47320428a2c8cb3afa513d16b662a14414497a9657fa4df9741,cex_470cfefab424214bb4fbdc85,ttd_53591d16961a80c4e322d24f,,NE,,police,,,,,cba,implementation_or_retroactivity_advantage,documentary_mechanism_claim,neutral_or_unclear,moderate,"Supports only that pay increase timing is specified; does not establish advantage, retroactivity, or net wage effects.",rated_valid,not_ingested,not_codified,not_causal_evidence,false
legacy:qualitative:lobs_bb580cc8f6ed01dcb4c94361:implementation_or_retroactivity_advantage,qualitative:lobs_bb580cc8f6ed01dcb4c94361,legacy_valid_636_rating,sr_61c3f970b8595086cc44ddf4,,9c4cf2eeb4ec1d595f35994ee6a672621790895b5de6942fa74bc46a01386053,cex_f86002aabdcccceea3315e2d,ttd_1ca6cee99f7a9763c7d4a4f3,,CA,,police,,,,,cba,implementation_or_retroactivity_advantage,documentary_mechanism_claim,neutral_or_unclear,weak,Timing of an effective period is mentioned without stating comparative advantage or pay amounts.,rated_valid,not_ingested,not_codified,not_causal_evidence,false
legacy:qualitative:lobs_bb631003d77687b4db8ca253:non_base_compensation_signal,qualitative:lobs_bb631003d77687b4db8ca253,legacy_valid_636_rating,sr_d04b42f8bb31101f258c5c63,,316f4fa613d17fd10a5663093ffe0caec113c23f6d3bbdd12fe8b24864151186,cex_26e433d95111114d8b776cbd,ttd_1bf6628b90aeb9e826fc8a80,,DE,,police,,,,,cba,non_base_compensation_signal,context_only,neutral_or_unclear,weak,non-base benefits/timing are mentioned without stating compensation changes,rated_valid,not_ingested,not_codified,not_causal_evidence,false
legacy:qualitative:lobs_bcc2454b37c7eaf27ef624aa:implementation_or_retroactivity_advantage,qualitative:lobs_bcc2454b37c7eaf27ef624aa,legacy_valid_636_rating,sr_a0f7fb62d1a4f42d5b7afc79,,c3d897a59303872615c1e0e3f8d98ae0efb2ef92ad75f5a2ff94b3f6cc468e01,cex1000_813427765ecad5ad3acf3dea,ttd_16b74094daae656616d19235,,OH,,police,,,,,cba,implementation_or_retroactivity_advantage,documentary_mechanism_claim,gap_narrowing,moderate,>= timing of pay change is stated; no comparative wage effect or causality claimed,rated_valid,not_ingested,not_codified,not_causal_evidence,false
legacy:qualitative:lobs_bcc2454b37c7eaf27ef624aa:parity_or_internal_equity_signal,qualitative:lobs_bcc2454b37c7eaf27ef624aa,legacy_valid_636_rating,sr_a0f7fb62d1a4f42d5b7afc79,,c3d897a59303872615c1e0e3f8d98ae0efb2ef92ad75f5a2ff94b3f6cc468e01,cex1000_813427765ecad5ad3acf3dea,ttd_16b74094daae656616d19235,,OH,,police,,,,,cba,parity_or_internal_equity_signal,context_only,gap_narrowing,weak,>= internal equity rationale implied by 'equity increase' but no quantitative or comparative parity details in span,rated_valid,not_ingested,not_codified,not_causal_evidence,false
legacy:qualitative:lobs_bd6afe65242bcee1ed91c074:implementation_or_retroactivity_advantage,qualitative:lobs_bd6afe65242bcee1ed91c074,legacy_valid_636_rating,sr_25357e5f90674b65ceed1f3e,,aec8161e45fd1a6bf0bdc78689d27dc1e5ab42542ef9d22b0f11bdd8105ca619,cex1000_742ce1f1ed24120554c67b60,ttd_322bca6541b99e0df8402da2,,CA,,police,,,,,cba,implementation_or_retroactivity_advantage,documentary_mechanism_claim,gap_narrowing,weak,"Timing of merit increases (anniversary effective date), without any comparative wage amounts or gap-narrowing quantification.",rated_valid,not_ingested,not_codified,not_causal_evidence,false
legacy:qualitative:lobs_bd848987b7833703926d9765:non_base_compensation_signal,qualitative:lobs_bd848987b7833703926d9765,legacy_valid_636_rating,sr_c5b38c45bdcebf19d8b8c190,,36cb74a790208e6c1007b74af4e936c25898bace6bc9714bb60da60104ecf92a,cex_44df6e0011dd33cae7cc142b,ttd_66c61831af5bbd01fa5e3a23,,NE,,non_safety,,,,,cba,non_base_compensation_signal,documentary_mechanism_claim,non_safety_advantage,weak,"This indicates access to a retirement plan, which is a non-base compensation/benefit element, but does not establish base wage effects.",rated_valid,not_ingested,not_codified,not_causal_evidence,false
legacy:qualitative:lobs_be35520b5c6c914b079973af:non_base_compensation_signal,qualitative:lobs_be35520b5c6c914b079973af,legacy_valid_636_rating,sr_f22ab398d50974209d6848ab,,42a418bb179dfd152c422a891a32d41ab0fe8861b40ed01af6ae1502b8a88a3c,cex_fdcc7618dd2c42f4e9c53dfd,ttd_4ede7a7f1e984c95daf9129a,,WA,,fire,,,,,cba,non_base_compensation_signal,direct_text_claim,non_safety_advantage,moderate,Span describes payout of excess hours (a form of compensation for extra time) but does not specify rate beyond 'employees regular wage' and does not establish effects on safety vs non-safety wage levels.,rated_valid,not_ingested,not_codified,not_causal_evidence,false
legacy:qualitative:lobs_bee9df8e14cc370642364b93:fiscal_constraint_signal,qualitative:lobs_bee9df8e14cc370642364b93,legacy_valid_636_rating,sr_df3d4d20bc5668c5086613ca,,df0406aac28b36316777e02fae12f67e019bfa3691ff1db0dbbde70a2736b1a8,cex_90ffe48d7bf651cdfa804ac5,ttd_1eb66347e5bb26fe98f8aa28,,CA,,fire,,,,,cba,fiscal_constraint_signal,documentary_mechanism_claim,neutral_or_unclear,moderate,"Span indicates the proposed salary/benefit adjustments can be funded from ongoing resources, but does not state a constraint or comparative fiscal limitation.",rated_valid,not_ingested,not_codified,not_causal_evidence,false
legacy:qualitative:lobs_bf626ad61c78b170a00f609e:fiscal_constraint_signal,qualitative:lobs_bf626ad61c78b170a00f609e,legacy_valid_636_rating,sr_ab020d2123019581b612bdc6,,bca3f50901874a7b46d0319f8e1b32fa05bfa366ac3fde451a452a65afdc4abb,cex_995a391a0e1cd96a38427d0c,ttd_0e5fc009bb62adee9e43d9fe,,NY,,police,,,,,cba,fiscal_constraint_signal,documentary_mechanism_claim,non_safety_advantage,moderate,Indicates fiscal stress and possible reopening of negotiations; does not establish wage amounts or safety/non-safety pay effects.,rated_valid,not_ingested,not_codified,not_causal_evidence,false
legacy:qualitative:lobs_c2defd9512243e043124f234:automatic_raise_mechanism,qualitative:lobs_c2defd9512243e043124f234,legacy_valid_636_rating,sr_8620eb91424af0035d3b5f15,,ade813c23420683a189960d5abc4036ac07baf34d856736020e227ddb3106997,cexrem_a01b0d500987587220589a8d,ttd_0606324da6922fdd9d252eb1,,OH,,police,,,,,cba,automatic_raise_mechanism,documentary_mechanism_claim,gap_narrowing,weak,"Indicates a step advancement tied to completion, but does not state automatic COLA/CPI or provide any compensation amounts or comparative wage details.",rated_valid,not_ingested,not_codified,not_causal_evidence,false
legacy:qualitative:lobs_c4440a7d93360dad37fd2a94:automatic_raise_mechanism,qualitative:lobs_c4440a7d93360dad37fd2a94,legacy_valid_636_rating,sr_bbceb0fc374b9dca3dfd2c59,,320a9b5e6f1dec6f93600f9b4170b78544677bd3b788f92449376605e491b532,cexrem_27828bf7796fbbf073f635d4,ttd_340bd2192ad31816359b132d,,WA,,fire,,,,,cba,automatic_raise_mechanism,documentary_mechanism_claim,gap_narrowing,moderate,"This span indicates CPI-W is used to set/adjust rates, but it does not specify how it maps to safety vs. non-safety pay or any guaranteed comparative effect.",rated_valid,not_ingested,not_codified,not_causal_evidence,false
legacy:qualitative:lobs_c46ea3a81442003f86e0cf42:implementation_or_retroactivity_advantage,qualitative:lobs_c46ea3a81442003f86e0cf42,legacy_valid_636_rating,sr_a7a1116fa84bceee5c8a620b,,f972df1f18695ae25b49db135c77fb421214e7e7c58177c541b9c8b378092e11,cexrem_c8ff7be1e01a78c43a525be0,ttd_463c4e049512f7ebe580f387,,TX,,police,,,,,cba,implementation_or_retroactivity_advantage,documentary_mechanism_claim,gap_narrowing,weak,"Timing terms can be relevant, but do not claim wage effects or final causality from this snippet alone.",rated_valid,not_ingested,not_codified,not_causal_evidence,false
legacy:qualitative:lobs_c4aa3c729625349c278bb457:implementation_or_retroactivity_advantage,qualitative:lobs_c4aa3c729625349c278bb457,legacy_valid_636_rating,sr_62f1f97379ffd02e6ec5b0df,,cf0035d5e895ebc82359d029cf15a46a8a48915c612c3d7bc34907a5c4cc3eb8,cexrem_c95c942ec1f4b4e60d3609e5,ttd_e79ffa9f0f0f776585b526bd,,CA,,non_safety,,,,,cba,implementation_or_retroactivity_advantage,provisional_causal_candidate,neutral_or_unclear,weak,"This only provides an effective-date timing cue; the span does not establish whether the timing is advantaging, retroactive, or staged relative to other groups.",rated_valid,not_ingested,not_codified,not_causal_evidence,false
legacy:qualitative:lobs_c4c2d92e68a5109406c2be0a:non_base_compensation_signal,qualitative:lobs_c4c2d92e68a5109406c2be0a,legacy_valid_636_rating,sr_9d36d1f7ba0c515cd33376e1,,59ecdc4d5b3029b6aa19162c873e2464fa259882d289dc3917cba6231bb591df,cex_e41c7293b5969c7e91e1d912,ttd_21eba94afa5e8a2f7ff8dc3b,,NE,,non_safety,,,,,cba,non_base_compensation_signal,direct_text_claim,non_safety_advantage,moderate,", indicates a payment for negotiation time, without stating base wage or amounts",rated_valid,not_ingested,not_codified,not_causal_evidence,false
legacy:qualitative:lobs_c4dfa1d000a9b0132cc067d6:implementation_or_retroactivity_advantage,qualitative:lobs_c4dfa1d000a9b0132cc067d6,legacy_valid_636_rating,sr_2bb540ef1776c52ac16a475c,,3782a87d4c09a37a70a7cda28d3b02551903d6eeabe77949e1d16044343d941d,cexrem_e53e006ab799c35b732250fe,ttd_f9dd5aac9d6e34813a80c1fc,,FL,,police,,,,,cba,implementation_or_retroactivity_advantage,documentary_mechanism_claim,neutral_or_unclear,moderate,"Indicates the timing (“Effective October 1, 2023”) for a wage increase described in the clause; does not by itself quantify or compare impact.",rated_valid,not_ingested,not_codified,not_causal_evidence,false
legacy:qualitative:lobs_c4f5fbfe506411f64a85f8c0:market_or_comparability_pressure,qualitative:lobs_c4f5fbfe506411f64a85f8c0,legacy_valid_636_rating,sr_244222ff567949a7e4ba4dbf,,d4912de7c74e67b0ee6b83b9b1e00ed868106194fe837aea7dcb83c3898e6b64,cexrem_8ffb0372469bc6f5fb511516,ttd_788d16641ddf258434469d0b,,VA,,non_safety,,,,,wage_schedule_or_compensation_plan,market_or_comparability_pressure,documentary_mechanism_claim,gap_narrowing,weak,This is only a qualitative mention of a 'market adjustment' for 'incumbents'; it does not specify amounts or confirm comparative effects.,rated_valid,not_ingested,not_codified,not_causal_evidence,false
legacy:qualitative:lobs_c50812ac8d7080e5f27f7f7b:non_base_compensation_signal,qualitative:lobs_c50812ac8d7080e5f27f7f7b,legacy_valid_636_rating,sr_08bb5bf6ece06178b95564d6,,0bbbbf9c12bbcc0a7205b7b3d57c040b1f8d596873b20c77861a1c8ec131c9a8,cex_d6a170ded45090e9d8d25376,ttd_55b53b0fa6ecb2a4eaea69fe,,FL,,police,,,,,cba,non_base_compensation_signal,documentary_mechanism_claim,non_safety_advantage,weak,"The span indicates the city pays related costs, explicitly including overtime, but does not specify base wage impacts.",rated_valid,not_ingested,not_codified,not_causal_evidence,false
legacy:qualitative:lobs_c62e81915732f5077224af2b:implementation_or_retroactivity_advantage,qualitative:lobs_c62e81915732f5077224af2b,legacy_valid_636_rating,sr_cce036c472225b516a902d46,,428ede486c756e01d42ce6be5ff0a3cc2d2a80074fcc43e8cfbfe044e456c39d,cex_43782acc3c84a0bd7c77b2ea,ttd_cb6c8114b01d7b3f1affcce9,,OR,,fire,,,,,cba,implementation_or_retroactivity_advantage,documentary_mechanism_claim,neutral_or_unclear,moderate,retroactivity/timing for terminating employees; no comparative advantage asserted,rated_valid,not_ingested,not_codified,not_causal_evidence,false
legacy:qualitative:lobs_c7ed7d8b5b568573e80e2c8e:implementation_or_retroactivity_advantage,qualitative:lobs_c7ed7d8b5b568573e80e2c8e,legacy_valid_636_rating,sr_4e021c8c6b1df2162af10058,,c7dfe3edf7b7044c4ab2af21b66482e95afb9e7919de8c350bc2e32f8d6a80f1,cex_0d2cd0a78c0a6c5a58ec2fc0,ttd_90fb086b2af045f005704609,,LA,,police,,,,,ordinance_or_policy,implementation_or_retroactivity_advantage,provisional_causal_candidate,neutral_or_unclear,weak,Only a timing/effective-date cue is present; no comparative retroactivity or staged advantage is described.,rated_valid,not_ingested,not_codified,not_causal_evidence,false
legacy:qualitative:lobs_c8faa70a5f9e6fa3e2ad3b8f:fiscal_constraint_signal,qualitative:lobs_c8faa70a5f9e6fa3e2ad3b8f,legacy_valid_636_rating,sr_d6b150c80e0135ae5459542a,,1a268522c3e91e577dbb5310bd296fb0f118f8254de5c889b2ecec56f8c6a74f,cex_074437ede3a9ff0af857e714,ttd_8cfb4e8e259ca1286faa1f36,,WI,,police,,,,,cba,fiscal_constraint_signal,context_only,neutral_or_unclear,weak,The span references a comparison to current compensation funding levels but does not establish a specific constraint mechanism.,rated_valid,not_ingested,not_codified,not_causal_evidence,false
legacy:qualitative:lobs_c90b912f285d1c6337e63a86:implementation_or_retroactivity_advantage,qualitative:lobs_c90b912f285d1c6337e63a86,legacy_valid_636_rating,sr_8723e057b232fb8363961515,,c7fff0fe9d1fb63088c2423d3a43e8ba5a6646f05fa2d37b2143d550b5f71658,cex1000_b8d147ec704bed73aa0bf13e,ttd_961517977842d50a55b4dbaf,,IL,,non_safety,,,,,cba,implementation_or_retroactivity_advantage,documentary_mechanism_claim,neutral_or_unclear,weak,", supports only that timing is specified for a compensation bump; does not establish advantage via comparison or retroactivity terms",rated_valid,not_ingested,not_codified,not_causal_evidence,false
legacy:qualitative:lobs_c9e7c3e3a1cf698a9cd0b745:bargaining_power_signal,qualitative:lobs_c9e7c3e3a1cf698a9cd0b745,legacy_valid_636_rating,sr_8cb6411a735b99bb72396e3b,,7b1da16c4ad9d7e2b2818b0d36788fb3dec1dc88246d3557e06e96b819066287,cexrem_3a85c9e4b7cd20a69c3a8f3e,ttd_95f7565bec553b4cdc14bc7c,,IL,,fire,,,,,cba,bargaining_power_signal,direct_text_claim,non_safety_advantage,moderate,Covers arbitration referral procedure for unresolved grievance appeals; does not state wage levels or outcomes.,rated_valid,not_ingested,not_codified,not_causal_evidence,false
legacy:qualitative:lobs_c9eedaaf724b16da5c53452b:rank_or_specialization_premium,qualitative:lobs_c9eedaaf724b16da5c53452b,legacy_valid_636_rating,sr_bea7bf27690e20852929d38e,,fcab4280c7e01efe138f07511a059462c9535bbbe32d7b721549c11e2965fc26,cex_6d62c932a86e3d568da07acb,ttd_366e527def03af9e6950dc86,,KY,,non_safety,,,,,wage_schedule_or_compensation_plan,rank_or_specialization_premium,direct_text_claim,neutral_or_unclear,weak,This indicates grade-based differences but does not specify the nature of premium beyond that.,rated_valid,not_ingested,not_codified,not_causal_evidence,false
legacy:qualitative:lobs_ca4d8716a41afe9cee6cb7e8:automatic_raise_mechanism,qualitative:lobs_ca4d8716a41afe9cee6cb7e8,legacy_valid_636_rating,sr_b1cedc1105bcc90c1611ad78,,6bcfd3d0e67c53f936324d8e7b94ac0659d76f02a3363a51b7f78c25e3c54858,cex_36238085637ea86b1bd74840,ttd_227829a38debbf83a11c1630,,IA,,non_safety,,,,,cba,automatic_raise_mechanism,documentary_mechanism_claim,gap_narrowing,moderate,Only indicates a scheduled/automatic advancement to a higher grade after one year; it does not specify wage amounts or compare to any other worker category.,rated_valid,not_ingested,not_codified,not_causal_evidence,false
legacy:qualitative:lobs_ca6a2de032aba484f0c8e81e:implementation_or_retroactivity_advantage,qualitative:lobs_ca6a2de032aba484f0c8e81e,legacy_valid_636_rating,sr_0e69f652a0e6dd375c36e1b2,,9905b875db8406fb64f3591ee7118ed70e91c70de89cbd01565fbf428a247904,cex_233b9672c51f6fd20d28ed2e,ttd_ef1c78df2be99150023dbfc5,,WA,,police,,,,,cba,implementation_or_retroactivity_advantage,context_only,gap_narrowing,weak,This only provides timing context for when a 2025 salary schedule for EPMA is effective; it does not indicate retroactivity or a relative advantage mechanism.,rated_valid,not_ingested,not_codified,not_causal_evidence,false
legacy:qualitative:lobs_cacdfbe9e5d90e9f8a0cd8cc:implementation_or_retroactivity_advantage,qualitative:lobs_cacdfbe9e5d90e9f8a0cd8cc,legacy_valid_636_rating,sr_b44125bab9e9a1591ac39b0e,,864c259931e78a67c71092c146150756c7db82e5b497cdd8fbd28c2d5370178f,cex_40b4fe14209386021aa54425,ttd_02c2c0342683660f6f7f49b2,,CA,,police,,,,,cba,implementation_or_retroactivity_advantage,context_only,neutral_or_unclear,weak,"Indicates a timing/effective date for a salary schedule, but does not establish an advantage or comparative timing effect.",rated_valid,not_ingested,not_codified,not_causal_evidence,false
