linkage_id,quantitative_evidence_id,qualitative_evidence_id,linkage_status,linkage_confidence,linkage_reason,city,state,unit_type,bargaining_unit_name,contract_or_cycle_period,source_family,quantitative_value_kind,quantitative_value_unit,quantitative_claim_readiness,raw_quantitative_value_string,qualitative_mechanism_family,qualitative_claim_relevance,qualitative_direction_of_pressure,qualitative_evidence_strength,qualitative_claim_boundary,same_source_match,same_city_match,same_unit_match,same_cycle_match,value_normalized,value_imputed,value_annualized,wage_gap_calculated,regression_used,treatment_effect_estimated,causal_claim_made,population_or_national_claim_made,ingestion_status,codification_status,causal_status,global_analysis_readiness,notes
QQL513-82db05a801435d1383d91f,quantitative:qobs_961b9f06f47a0e51da82ec77,legacy:qualitative:lobs_59ee594079f1c30e06e8a54a:automatic_raise_mechanism,linked,exact_same_source,shared committed source_review_id and/or retained_content_hash,Portland,ME,police,,2025-01-01 to 2027-12-31,cba,percentage_raise_value,percentage,direct_text_quantitative_claim_ready,"percentage_increase=5% | effective_date=Effective July 4, 2027 | normalized_scalar_value=5",automatic_raise_mechanism,direct_text_claim,gap_narrowing,strong,Longevity step increases are stated as eligibility for an anniversary-based automatic mechanism; no comparative gap or final wage effect is implied.,true,not_independently_recorded,not_independently_recorded,not_independently_recorded,false,false,false,false,false,false,false,false,not_ingested,not_codified,not_causal_evidence,false,structured co-location only; linkage does not estimate a wage effect or prove causation
QQL513-8e8f6cfffab0abafaa5091,quantitative:qobs_96c7ae578c93abec5c03dae1,legacy:qualitative:lobs_4878cf1eb7c0a0821532d9e1:implementation_or_retroactivity_advantage,linked,exact_same_source,shared committed source_review_id and/or retained_content_hash,Des Moines,IA,non_safety,,2018-07-01 to 2021-06-30,cba,percentage_raise_value,percentage,direct_text_quantitative_claim_ready,"percentage_increase=2.00% | effective_date=July 1, 2020 | currency_or_unit=across-the-board increase | normalized_scalar_value=2.00",implementation_or_retroactivity_advantage,provisional_causal_candidate,neutral_or_unclear,weak,": the span provides an effective date for an increase, but it does not establish a favorable advantage via comparative timing",true,not_independently_recorded,not_independently_recorded,not_independently_recorded,false,false,false,false,false,false,false,false,not_ingested,not_codified,not_causal_evidence,false,structured co-location only; linkage does not estimate a wage effect or prove causation
QQL513-9ddab4407fd1f0a8216e7b,quantitative:qobs_973cc48d12376907f576cf13,legacy:qualitative:lobs_973cc48d12376907f576cf13:implementation_or_retroactivity_advantage,linked,exact_same_source,shared committed source_review_id and/or retained_content_hash,Oak Harbor,WA,fire,,2026-01-01 to 2027-12-31,cba,step_rank_grade_value,dollars_per_period,direct_text_quantitative_claim_ready,"salary_value=$7,064 | step=1 | effective_date=January 1, 2026 | currency_or_unit=monthly salary | normalized_scalar_value=7064",implementation_or_retroactivity_advantage,provisional_causal_candidate,neutral_or_unclear,weak,"This span only indicates an effective date; it does not specify whether increases are retroactive, staged, or favorable relative to another date.",true,not_independently_recorded,not_independently_recorded,not_independently_recorded,false,false,false,false,false,false,false,false,not_ingested,not_codified,not_causal_evidence,false,structured co-location only; linkage does not estimate a wage effect or prove causation
QQL513-56dfb3198f02e1cea1447b,quantitative:qobs_973cc48d12376907f576cf13,legacy:qualitative:lobs_a70dacb6a5afba7f21ea2093:automatic_raise_mechanism,linked,exact_same_source,shared committed source_review_id and/or retained_content_hash,Oak Harbor,WA,fire,,2026-01-01 to 2027-12-31,cba,step_rank_grade_value,dollars_per_period,direct_text_quantitative_claim_ready,"salary_value=$7,064 | step=1 | effective_date=January 1, 2026 | currency_or_unit=monthly salary | normalized_scalar_value=7064",automatic_raise_mechanism,context_only,gap_narrowing,moderate,Timing for step eligibility is stated; this supports an automatic step-increase mechanism only in a contextual sense without specifying amounts or comparative wage effects.,true,not_independently_recorded,not_independently_recorded,not_independently_recorded,false,false,false,false,false,false,false,false,not_ingested,not_codified,not_causal_evidence,false,structured co-location only; linkage does not estimate a wage effect or prove causation
QQL513-dab314be600b804860069f,quantitative:qobs_9de6044cf801424a7364453b,legacy:qualitative:lobs_4b5db992df89fc51db7bae19:implementation_or_retroactivity_advantage,linked,exact_same_source,shared committed source_review_id and/or retained_content_hash,Westlake,OH,police,,2022-03-01 to 2025-02-28,cba,annual_salary_value,dollars_per_year,needs_normalization_later,"salary_value=$102,291.60 | annual_salary=$102,291.60 | currency_or_unit=annual | normalized_scalar_value=102291.60",implementation_or_retroactivity_advantage,documentary_mechanism_claim,neutral_or_unclear,weak,"This supports that pay timing/effectiveness is tied to an effective date, but it does not state retroactivity, staging, or an advantage relative to other timing.",true,not_independently_recorded,not_independently_recorded,not_independently_recorded,false,false,false,false,false,false,false,false,not_ingested,not_codified,not_causal_evidence,false,structured co-location only; linkage does not estimate a wage effect or prove causation
QQL513-aab8741c329d28467fe88a,quantitative:qobs_9f183479ac1fe57b9d6dc0a5,legacy:qualitative:lobs_6b37272ad92474a850fa9b3b:non_base_compensation_signal,linked,exact_same_source,shared committed source_review_id and/or retained_content_hash,Albuquerque,NM,police,,2018-07-07 to 2020-06-30,cba,hourly_rate_value,dollars_per_hour,needs_normalization_later,rate_value=$30.00 | hourly_rate=$30.00 | currency_or_unit=per hour | normalized_scalar_value=30.00,non_base_compensation_signal,direct_text_claim,neutral_or_unclear,moderate,"This indicates additional 'special skill pay' relative to 'other incentive pay,' but does not identify how it relates to base wages or provide amounts.",true,not_independently_recorded,not_independently_recorded,not_independently_recorded,false,false,false,false,false,false,false,false,not_ingested,not_codified,not_causal_evidence,false,structured co-location only; linkage does not estimate a wage effect or prove causation
QQL513-88b9ff2af3bc38246d5d87,quantitative:qobs_9f183479ac1fe57b9d6dc0a5,legacy:qualitative:lobs_6b37272ad92474a850fa9b3b:rank_or_specialization_premium,linked,exact_same_source,shared committed source_review_id and/or retained_content_hash,Albuquerque,NM,police,,2018-07-07 to 2020-06-30,cba,hourly_rate_value,dollars_per_hour,needs_normalization_later,rate_value=$30.00 | hourly_rate=$30.00 | currency_or_unit=per hour | normalized_scalar_value=30.00,rank_or_specialization_premium,direct_text_claim,neutral_or_unclear,moderate,This only supports that compensation is differentiated for 'special skill' and described as separate/additional; it does not specify which ranks or quantify differences.,true,not_independently_recorded,not_independently_recorded,not_independently_recorded,false,false,false,false,false,false,false,false,not_ingested,not_codified,not_causal_evidence,false,structured co-location only; linkage does not estimate a wage effect or prove causation
QQL513-54e06cee0f7e12ff148135,quantitative:qobs_9f183479ac1fe57b9d6dc0a5,legacy:qualitative:lobs_d9ee2f8ac030e1fe2e5db877:implementation_or_retroactivity_advantage,linked,exact_same_source,shared committed source_review_id and/or retained_content_hash,Albuquerque,NM,police,,2018-07-07 to 2020-06-30,cba,hourly_rate_value,dollars_per_hour,needs_normalization_later,rate_value=$30.00 | hourly_rate=$30.00 | currency_or_unit=per hour | normalized_scalar_value=30.00,implementation_or_retroactivity_advantage,documentary_mechanism_claim,neutral_or_unclear,weak,This indicates timing of an increase but does not state comparative advantage or retroactivity beyond the effective-date mechanics.,true,not_independently_recorded,not_independently_recorded,not_independently_recorded,false,false,false,false,false,false,false,false,not_ingested,not_codified,not_causal_evidence,false,structured co-location only; linkage does not estimate a wage effect or prove causation
QQL513-6802c57d97d637296cd51f,quantitative:qobs_9f454a74ab2ba08892e0f861,legacy:qualitative:lobs_69cb94befdf3d422079472da:implementation_or_retroactivity_advantage,linked,exact_same_source,shared committed source_review_id and/or retained_content_hash,East Moline,IL,police,,2021-01-01 to 2023-12-31,cba,percentage_raise_value,percentage,direct_text_quantitative_claim_ready,"percentage_increase=2.50% | effective_date=January 1, 2022 | currency_or_unit=percent | normalized_scalar_value=2.50",implementation_or_retroactivity_advantage,documentary_mechanism_claim,neutral_or_unclear,moderate,Only the timing of when wage rates become effective after the stated effective dates; no claim about whether this is more/less advantageous.,true,not_independently_recorded,not_independently_recorded,not_independently_recorded,false,false,false,false,false,false,false,false,not_ingested,not_codified,not_causal_evidence,false,structured co-location only; linkage does not estimate a wage effect or prove causation
QQL513-d6c9e1a35bb133483eb3df,quantitative:qobs_9f454a74ab2ba08892e0f861,legacy:qualitative:lobs_9f454a74ab2ba08892e0f861:implementation_or_retroactivity_advantage,linked,exact_same_source,shared committed source_review_id and/or retained_content_hash,East Moline,IL,police,,2021-01-01 to 2023-12-31,cba,percentage_raise_value,percentage,direct_text_quantitative_claim_ready,"percentage_increase=2.50% | effective_date=January 1, 2022 | currency_or_unit=percent | normalized_scalar_value=2.50",implementation_or_retroactivity_advantage,documentary_mechanism_claim,gap_narrowing,moderate,"This supports a retroactivity timing mechanism for wages, not a final causal wage or gap outcome.",true,not_independently_recorded,not_independently_recorded,not_independently_recorded,false,false,false,false,false,false,false,false,not_ingested,not_codified,not_causal_evidence,false,structured co-location only; linkage does not estimate a wage effect or prove causation
QQL513-0aa3e5ba136e637fb17a0b,quantitative:qobs_a046d25c848ce606c20d5520,legacy:qualitative:lobs_6b37272ad92474a850fa9b3b:non_base_compensation_signal,linked,exact_same_source,shared committed source_review_id and/or retained_content_hash,Albuquerque,NM,police,,2018-07-07 to 2020-06-30,cba,hourly_rate_value,dollars_per_hour,needs_normalization_later,rate_value=$35.00 | hourly_rate=$35.00 | currency_or_unit=per hour | normalized_scalar_value=35.00,non_base_compensation_signal,direct_text_claim,neutral_or_unclear,moderate,"This indicates additional 'special skill pay' relative to 'other incentive pay,' but does not identify how it relates to base wages or provide amounts.",true,not_independently_recorded,not_independently_recorded,not_independently_recorded,false,false,false,false,false,false,false,false,not_ingested,not_codified,not_causal_evidence,false,structured co-location only; linkage does not estimate a wage effect or prove causation
QQL513-70f0cee8b3d0eb2278eb2e,quantitative:qobs_a046d25c848ce606c20d5520,legacy:qualitative:lobs_6b37272ad92474a850fa9b3b:rank_or_specialization_premium,linked,exact_same_source,shared committed source_review_id and/or retained_content_hash,Albuquerque,NM,police,,2018-07-07 to 2020-06-30,cba,hourly_rate_value,dollars_per_hour,needs_normalization_later,rate_value=$35.00 | hourly_rate=$35.00 | currency_or_unit=per hour | normalized_scalar_value=35.00,rank_or_specialization_premium,direct_text_claim,neutral_or_unclear,moderate,This only supports that compensation is differentiated for 'special skill' and described as separate/additional; it does not specify which ranks or quantify differences.,true,not_independently_recorded,not_independently_recorded,not_independently_recorded,false,false,false,false,false,false,false,false,not_ingested,not_codified,not_causal_evidence,false,structured co-location only; linkage does not estimate a wage effect or prove causation
QQL513-e9c80c2abdb56735211fc6,quantitative:qobs_a046d25c848ce606c20d5520,legacy:qualitative:lobs_d9ee2f8ac030e1fe2e5db877:implementation_or_retroactivity_advantage,linked,exact_same_source,shared committed source_review_id and/or retained_content_hash,Albuquerque,NM,police,,2018-07-07 to 2020-06-30,cba,hourly_rate_value,dollars_per_hour,needs_normalization_later,rate_value=$35.00 | hourly_rate=$35.00 | currency_or_unit=per hour | normalized_scalar_value=35.00,implementation_or_retroactivity_advantage,documentary_mechanism_claim,neutral_or_unclear,weak,This indicates timing of an increase but does not state comparative advantage or retroactivity beyond the effective-date mechanics.,true,not_independently_recorded,not_independently_recorded,not_independently_recorded,false,false,false,false,false,false,false,false,not_ingested,not_codified,not_causal_evidence,false,structured co-location only; linkage does not estimate a wage effect or prove causation
QQL513-d068d790ee2a1a714664c7,quantitative:qobs_a086009879e0baff97f433b8,legacy:qualitative:lobs_ee8c1f31fea03bcd9cf3cee1:automatic_raise_mechanism,linked,exact_same_source,shared committed source_review_id and/or retained_content_hash,Marietta,OH,police,,2021-01-01 to 2023-12-31,cba,percentage_raise_value,percentage,needs_normalization_later,rate_value=$14.28 | hourly_rate=$14.28 | step=Start | percentage_increase=2.5% | effective_date=1/1/2023 | currency_or_unit=hourly | normalized_scalar_value=14.28 | normalized_effective_date=2023-01-01,automatic_raise_mechanism,direct_text_claim,neutral_or_unclear,moderate,Provides a general mechanism for advancing employees to the next pay step after one year; does not specify wage level comparisons across groups.,true,not_independently_recorded,not_independently_recorded,not_independently_recorded,false,false,false,false,false,false,false,false,not_ingested,not_codified,not_causal_evidence,false,structured co-location only; linkage does not estimate a wage effect or prove causation
QQL513-6062214cf5d4dc14afabe0,quantitative:qobs_a0f1ba42f923909a2742de39,legacy:qualitative:lobs_24d1334a7e2060d186ff5c8d:implementation_or_retroactivity_advantage,linked,exact_same_source,shared committed source_review_id and/or retained_content_hash,Greeley,CO,police,,2022-01-01 to 2024-12-31,cba,annual_salary_value,dollars_per_year,direct_text_quantitative_claim_ready,"annual_salary=79,054 | step=B | effective_date=Effective January 4, 2024 | currency_or_unit=annual | normalized_scalar_value=79054",implementation_or_retroactivity_advantage,documentary_mechanism_claim,gap_narrowing,moderate,Timing/effective-date mechanism for a pay increase; no quantitative wage or gap effect claimed.,true,not_independently_recorded,not_independently_recorded,not_independently_recorded,false,false,false,false,false,false,false,false,not_ingested,not_codified,not_causal_evidence,false,structured co-location only; linkage does not estimate a wage effect or prove causation
QQL513-e1588118f5977494897a94,quantitative:qobs_a356c97053f6fdf4aaec9366,legacy:qualitative:lobs_a356c97053f6fdf4aaec9366:implementation_or_retroactivity_advantage,linked,exact_same_source,shared committed source_review_id and/or retained_content_hash,Newark,DE,non_safety,,2024-01-01 to 2027-06-30,cba,percentage_raise_value,percentage,needs_normalization_later,"rate_value=5.0% | percentage_increase=5.0% | effective_date=January 1, 2024 | currency_or_unit=across the board | normalized_scalar_value=5.0",implementation_or_retroactivity_advantage,context_only,neutral_or_unclear,weak,Only a timing phrase is present; no explicit advantage or comparative staged/retroactive mechanism is stated.,true,not_independently_recorded,not_independently_recorded,not_independently_recorded,false,false,false,false,false,false,false,false,not_ingested,not_codified,not_causal_evidence,false,structured co-location only; linkage does not estimate a wage effect or prove causation
QQL513-e7c1e8531ea808ad6147a2,quantitative:qobs_a513b2ab4584adecb7a33bbd,legacy:qualitative:lobs_a746d0ac44fa19a7fd410fca:automatic_raise_mechanism,linked,exact_same_source,shared committed source_review_id and/or retained_content_hash,Elgin,IL,fire,,2007-01-01 to 2010-12-31,cba,step_rank_grade_value,dollars_per_period,needs_normalization_later,"salary_value=5664 | step=Position VI | effective_date=Effective January 1, 2007 | currency_or_unit=monthly salary range token | normalized_scalar_value=5664",automatic_raise_mechanism,documentary_mechanism_claim,neutral_or_unclear,moderate,This supports only that step advancement eligibility exists after six months employment; it does not quantify wage effects or amounts.,true,not_independently_recorded,not_independently_recorded,not_independently_recorded,false,false,false,false,false,false,false,false,not_ingested,not_codified,not_causal_evidence,false,structured co-location only; linkage does not estimate a wage effect or prove causation
QQL513-3ee03a009a1a51b815210a,quantitative:qobs_a70dacb6a5afba7f21ea2093,legacy:qualitative:lobs_973cc48d12376907f576cf13:implementation_or_retroactivity_advantage,linked,exact_same_source,shared committed source_review_id and/or retained_content_hash,Oak Harbor,WA,fire,,2026-01-01 to 2027-12-31,cba,step_rank_grade_value,dollars_per_period,direct_text_quantitative_claim_ready,"salary_value=$7,386 | step=2 | effective_date=January 1, 2026 | currency_or_unit=monthly salary | normalized_scalar_value=7386",implementation_or_retroactivity_advantage,provisional_causal_candidate,neutral_or_unclear,weak,"This span only indicates an effective date; it does not specify whether increases are retroactive, staged, or favorable relative to another date.",true,not_independently_recorded,not_independently_recorded,not_independently_recorded,false,false,false,false,false,false,false,false,not_ingested,not_codified,not_causal_evidence,false,structured co-location only; linkage does not estimate a wage effect or prove causation
QQL513-33a1b4ea43f2e598141cad,quantitative:qobs_a70dacb6a5afba7f21ea2093,legacy:qualitative:lobs_a70dacb6a5afba7f21ea2093:automatic_raise_mechanism,linked,exact_same_source,shared committed source_review_id and/or retained_content_hash,Oak Harbor,WA,fire,,2026-01-01 to 2027-12-31,cba,step_rank_grade_value,dollars_per_period,direct_text_quantitative_claim_ready,"salary_value=$7,386 | step=2 | effective_date=January 1, 2026 | currency_or_unit=monthly salary | normalized_scalar_value=7386",automatic_raise_mechanism,context_only,gap_narrowing,moderate,Timing for step eligibility is stated; this supports an automatic step-increase mechanism only in a contextual sense without specifying amounts or comparative wage effects.,true,not_independently_recorded,not_independently_recorded,not_independently_recorded,false,false,false,false,false,false,false,false,not_ingested,not_codified,not_causal_evidence,false,structured co-location only; linkage does not estimate a wage effect or prove causation
QQL513-3f725dc4cc3e0dbe9e22f0,quantitative:qobs_a746d0ac44fa19a7fd410fca,legacy:qualitative:lobs_a746d0ac44fa19a7fd410fca:automatic_raise_mechanism,linked,exact_same_source,shared committed source_review_id and/or retained_content_hash,Elgin,IL,fire,,2007-01-01 to 2010-12-31,cba,percentage_raise_value,percentage,direct_text_quantitative_claim_ready,"percentage_increase=4.0% | effective_date=January 1, 2007 | currency_or_unit=across-the-board increase | normalized_scalar_value=4.0",automatic_raise_mechanism,documentary_mechanism_claim,neutral_or_unclear,moderate,This supports only that step advancement eligibility exists after six months employment; it does not quantify wage effects or amounts.,true,not_independently_recorded,not_independently_recorded,not_independently_recorded,false,false,false,false,false,false,false,false,not_ingested,not_codified,not_causal_evidence,false,structured co-location only; linkage does not estimate a wage effect or prove causation
QQL513-5aaa46fbb30623870549a3,quantitative:qobs_a7f4b1f021512c50d52f2468,legacy:qualitative:lobs_f008034133b7e6d9e55a52aa:non_base_compensation_signal,linked,exact_same_source,shared committed source_review_id and/or retained_content_hash,York,PA,fire,,2023-01-01 to 2027-12-31,cba,annual_salary_value,dollars_per_year,needs_normalization_later,"salary_value=$40,260.36 | annual_salary=$40,260.36 | step=0 Year 1 | effective_date=January 01, 2023 | currency_or_unit=USD annual | normalized_scalar_value=40260.36",non_base_compensation_signal,direct_text_claim,non_safety_advantage,weak,not_claim_ready,true,not_independently_recorded,not_independently_recorded,not_independently_recorded,false,false,false,false,false,false,false,false,not_ingested,not_codified,not_causal_evidence,false,structured co-location only; linkage does not estimate a wage effect or prove causation
QQL513-ca51cef2d781dc0003ce93,quantitative:qobs_a9da8677ddb91811e06c5ae1,legacy:qualitative:lobs_3ab68b031670fb399f538869:implementation_or_retroactivity_advantage,linked,exact_same_source,shared committed source_review_id and/or retained_content_hash,Marion,IA,police,,2025-07-01 to 2027-06-30,cba,annual_salary_value,dollars_per_year,needs_normalization_later,"salary_value=65646.00 | annual_salary=$65,646.00 | step=STEP 1 | effective_date=EFFECTIVE JULY 1, 2025 | currency_or_unit=annual | normalized_scalar_value=65646.00",implementation_or_retroactivity_advantage,context_only,neutral_or_unclear,weak,Only indicates when changes take effect; does not establish an advantage vs an alternative timeline.,true,not_independently_recorded,not_independently_recorded,not_independently_recorded,false,false,false,false,false,false,false,false,not_ingested,not_codified,not_causal_evidence,false,structured co-location only; linkage does not estimate a wage effect or prove causation
QQL513-faa6286f507afd2fc41375,quantitative:qobs_a9da8677ddb91811e06c5ae1,legacy:qualitative:lobs_a9da8677ddb91811e06c5ae1:implementation_or_retroactivity_advantage,linked,exact_same_source,shared committed source_review_id and/or retained_content_hash,Marion,IA,police,,2025-07-01 to 2027-06-30,cba,annual_salary_value,dollars_per_year,needs_normalization_later,"salary_value=65646.00 | annual_salary=$65,646.00 | step=STEP 1 | effective_date=EFFECTIVE JULY 1, 2025 | currency_or_unit=annual | normalized_scalar_value=65646.00",implementation_or_retroactivity_advantage,documentary_mechanism_claim,neutral_or_unclear,weak,"This only establishes timing (effective date) and does not, by itself, show advantage relative to an alternative implementation schedule.",true,not_independently_recorded,not_independently_recorded,not_independently_recorded,false,false,false,false,false,false,false,false,not_ingested,not_codified,not_causal_evidence,false,structured co-location only; linkage does not estimate a wage effect or prove causation
QQL513-61c56228c7ad12d4d5a359,quantitative:qobs_acb798ac1cfb231716ea717f,legacy:qualitative:lobs_4878cf1eb7c0a0821532d9e1:implementation_or_retroactivity_advantage,linked,exact_same_source,shared committed source_review_id and/or retained_content_hash,Des Moines,IA,non_safety,,2018-07-01 to 2021-06-30,cba,percentage_raise_value,percentage,direct_text_quantitative_claim_ready,"percentage_increase=2.00% | effective_date=July 1, 2019 | currency_or_unit=across-the-board increase | normalized_scalar_value=2.00",implementation_or_retroactivity_advantage,provisional_causal_candidate,neutral_or_unclear,weak,": the span provides an effective date for an increase, but it does not establish a favorable advantage via comparative timing",true,not_independently_recorded,not_independently_recorded,not_independently_recorded,false,false,false,false,false,false,false,false,not_ingested,not_codified,not_causal_evidence,false,structured co-location only; linkage does not estimate a wage effect or prove causation
QQL513-f350c8d5c75f27cec9211b,quantitative:qobs_ad64208c31137b848657b41e,legacy:qualitative:lobs_5e2e20d674ef52cf7e60f735:automatic_raise_mechanism,linked,exact_same_source,shared committed source_review_id and/or retained_content_hash,St. Cloud,MN,police,,2025-01-01 to 2027-12-31,cba,percentage_raise_value,percentage,needs_normalization_later,"rate_value=4.75% | percentage_increase=4.75% | effective_date=January 1, 2027 | normalized_scalar_value=4.75",automatic_raise_mechanism,documentary_mechanism_claim,neutral_or_unclear,moderate,"Describes a scheduled anniversary-date salary increase for eligible employees, without specifying amounts or safety-vs-non-safety effects.",true,not_independently_recorded,not_independently_recorded,not_independently_recorded,false,false,false,false,false,false,false,false,not_ingested,not_codified,not_causal_evidence,false,structured co-location only; linkage does not estimate a wage effect or prove causation
QQL513-a1c6c23b30db4e8ac44c49,quantitative:qobs_ad64208c31137b848657b41e,legacy:qualitative:lobs_ad64208c31137b848657b41e:automatic_raise_mechanism,linked,exact_same_source,shared committed source_review_id and/or retained_content_hash,St. Cloud,MN,police,,2025-01-01 to 2027-12-31,cba,percentage_raise_value,percentage,needs_normalization_later,"rate_value=4.75% | percentage_increase=4.75% | effective_date=January 1, 2027 | normalized_scalar_value=4.75",automatic_raise_mechanism,documentary_mechanism_claim,gap_narrowing,weak,Only indicates that anniversary date salary increases apply automatically to eligible employees; it does not state amounts or compare safety vs non-safety pay.,true,not_independently_recorded,not_independently_recorded,not_independently_recorded,false,false,false,false,false,false,false,false,not_ingested,not_codified,not_causal_evidence,false,structured co-location only; linkage does not estimate a wage effect or prove causation
QQL513-874539dc8a5720306b1633,quantitative:qobs_ad64208c31137b848657b41e,legacy:qualitative:lobs_c6126ee2e3aa3e731e412317:automatic_raise_mechanism,linked,exact_same_source,shared committed source_review_id and/or retained_content_hash,St. Cloud,MN,police,,2025-01-01 to 2027-12-31,cba,percentage_raise_value,percentage,needs_normalization_later,"rate_value=4.75% | percentage_increase=4.75% | effective_date=January 1, 2027 | normalized_scalar_value=4.75",automatic_raise_mechanism,documentary_mechanism_claim,neutral_or_unclear,moderate,Only indicates timing/automatic effect on a pay anniversary date; does not specify COLA/CPI/steps or quantify any compensation change.,true,not_independently_recorded,not_independently_recorded,not_independently_recorded,false,false,false,false,false,false,false,false,not_ingested,not_codified,not_causal_evidence,false,structured co-location only; linkage does not estimate a wage effect or prove causation
QQL513-164ccebf9a460b925b17ad,quantitative:qobs_ae8735991c64e2b368f421b2,legacy:qualitative:lobs_84052d45d0840412dbeea30e:automatic_raise_mechanism,linked,exact_same_source,shared committed source_review_id and/or retained_content_hash,Laconia,NH,non_safety,,2019-07-01 to 2020-06-30,wage_schedule_or_compensation_plan,annual_salary_value,dollars_per_year,needs_normalization_later,"annual_salary=34,490.04 to 48,707.88 | normalized_range_minimum=34490.04 | normalized_range_maximum=48707.88",automatic_raise_mechanism,direct_text_claim,gap_narrowing,moderate,"Indicates a COLA (automatic cost-of-living adjustment) of 2.5%, but does not specify comparative effects between safety and non-safety pay.",true,not_independently_recorded,not_independently_recorded,not_independently_recorded,false,false,false,false,false,false,false,false,not_ingested,not_codified,not_causal_evidence,false,structured co-location only; linkage does not estimate a wage effect or prove causation
QQL513-7f8661bc09d564a0e1765f,quantitative:qobs_af20a780921ce994637eaf19,legacy:qualitative:lobs_3dda0b4f3618d7a7a0b010d2:implementation_or_retroactivity_advantage,linked,exact_same_source,shared committed source_review_id and/or retained_content_hash,Portland,ME,non_safety,,2024-07-01 to 2026-12-31,cba,percentage_raise_value,percentage,needs_normalization_later,"rate_value=3% | percentage_increase=3% | effective_date=July 5, 2026 | normalized_scalar_value=3",implementation_or_retroactivity_advantage,direct_text_claim,neutral_or_unclear,moderate,retroactive timing/effective date for paid increases to active employees and retirees,true,not_independently_recorded,not_independently_recorded,not_independently_recorded,false,false,false,false,false,false,false,false,not_ingested,not_codified,not_causal_evidence,false,structured co-location only; linkage does not estimate a wage effect or prove causation
QQL513-c07b8506cee9a5bfe3779d,quantitative:qobs_af20a780921ce994637eaf19,legacy:qualitative:lobs_af20a780921ce994637eaf19:automatic_raise_mechanism,linked,exact_same_source,shared committed source_review_id and/or retained_content_hash,Portland,ME,non_safety,,2024-07-01 to 2026-12-31,cba,percentage_raise_value,percentage,needs_normalization_later,"rate_value=3% | percentage_increase=3% | effective_date=July 5, 2026 | normalized_scalar_value=3",automatic_raise_mechanism,documentary_mechanism_claim,gap_narrowing,moderate,Automatic step/seniority mechanism for pay increases for employees with 25+ years is stated.,true,not_independently_recorded,not_independently_recorded,not_independently_recorded,false,false,false,false,false,false,false,false,not_ingested,not_codified,not_causal_evidence,false,structured co-location only; linkage does not estimate a wage effect or prove causation
QQL513-0c6f347aa0a15589d680c0,quantitative:qobs_b1be5fb2fab3e21e5c6600b4,legacy:qualitative:lobs_51753ef59e0d255ff5949fcc:automatic_raise_mechanism,linked,exact_same_source,shared committed source_review_id and/or retained_content_hash,Normal,IL,fire,,2020-04-01 to 2024-03-31,cba,percentage_raise_value,percentage,needs_normalization_later,"salary_value=74,912 | annual_salary=74,912 | percentage_increase=2.265% | effective_date=April 1, 2021 | normalized_scalar_value=74912",automatic_raise_mechanism,direct_text_claim,gap_narrowing,strong,A longevity step adjustment is specified as being granted under a salary schedule in Appendix B.,true,not_independently_recorded,not_independently_recorded,not_independently_recorded,false,false,false,false,false,false,false,false,not_ingested,not_codified,not_causal_evidence,false,structured co-location only; linkage does not estimate a wage effect or prove causation
QQL513-24a30fade34b48b34588e7,quantitative:qobs_b31375b5a5d4e178307f3883,legacy:qualitative:lobs_e9dff5d6090674ea79a6d40f:automatic_raise_mechanism,linked,exact_same_source,shared committed source_review_id and/or retained_content_hash,Ephrata,PA,police,,2023-01-01 to 2027-12-31,cba,percentage_raise_value,percentage,needs_normalization_later,"rate_value=2% | percentage_increase=2% | effective_date=July 1, 2025 | currency_or_unit=percent | normalized_scalar_value=2",automatic_raise_mechanism,documentary_mechanism_claim,neutral_or_unclear,moderate,"Mechanism description of step movements tied to time in grade for police officers after certification; does not state amounts, timing effects, or wage gap outcomes.",true,not_independently_recorded,not_independently_recorded,not_independently_recorded,false,false,false,false,false,false,false,false,not_ingested,not_codified,not_causal_evidence,false,structured co-location only; linkage does not estimate a wage effect or prove causation
QQL513-5cd4a4889c54cebd18f92c,quantitative:qobs_b4ab4787badb067c4035630c,legacy:qualitative:lobs_24d1334a7e2060d186ff5c8d:implementation_or_retroactivity_advantage,linked,exact_same_source,shared committed source_review_id and/or retained_content_hash,Greeley,CO,police,,2022-01-01 to 2024-12-31,cba,hourly_rate_value,dollars_per_hour,needs_normalization_later,"rate_value=40.46 | hourly_rate=40.46 | step=C | effective_date=Effective January 4, 2024 | currency_or_unit=hourly | normalized_scalar_value=40.46",implementation_or_retroactivity_advantage,documentary_mechanism_claim,gap_narrowing,moderate,Timing/effective-date mechanism for a pay increase; no quantitative wage or gap effect claimed.,true,not_independently_recorded,not_independently_recorded,not_independently_recorded,false,false,false,false,false,false,false,false,not_ingested,not_codified,not_causal_evidence,false,structured co-location only; linkage does not estimate a wage effect or prove causation
