inventory_id,absolute_path_hash,relative_path,filename,extension,artifact_family,artifact_subfamily,tracked_status,ignored_status,untracked_status,symlink_status,file_size_bytes,file_size_human,modified_time,created_time_if_available,SHA256_if_available,existing_hash_source,exact_duplicate_group_id,near_duplicate_group_id_if_available,canonical_source_id_if_available,task_id_if_available,source_type_if_available,municipality_if_available,state_if_available,period_if_available,original_URL_pointer_if_available,extraction_status_if_available,claim_or_report_dependency,current_use_status,superseded_status,sensitive_material_risk,machine_specific_path_risk,redistribution_risk,clean_repo_decision,source_library_decision,original_archive_decision,post_acceptance_cleanup_decision,cleanup_priority,cleanup_level,estimated_reclaimable_bytes,replacement_summary_path,retention_reason,exclusion_reason,unresolved_question,lane_id,lineage
INV-002239967dcd78e5f15a,,docs/analysis/compensation_extraction/BROAD-STATE-WHOLE-CORPUS-EXTERNAL-DATA-EXHAUSTIVE-RESIDUAL-SEARCH-AND-FULL-PIPELINE-2026-08-04/04_EXTERNAL-DATA-SOURCE-REVIEW-DOWNLOAD/staged_file_audit.json,,,validation,validation_or_audit,,,,,76384,,,,,,,,,,,,,,,,,,,,,,exclude,exclude,retain,eligible_after_final_asset_selection,medium,2,76384,,Superseded historical output; retain compact lineage and selected milestones.,Not required in the compact handoff repository.,,handoff_inventory_lane_004,filesystem_stat_and_project_path_rules
INV-a496891db32ad1e0217e,,docs/analysis/compensation_extraction/QUANTITATIVE-DIRECT-TEXT-CLAIM-TRIAGE-862-PRESERVED-ROWS-2026-07-26/next_task.md,,,documentation,project_documentation,,,,,857,,,,,,,,,,,,,,,,,,,,,,exclude,exclude,retain,eligible_after_final_asset_selection,medium,2,857,,Superseded historical output; retain compact lineage and selected milestones.,Not required in the compact handoff repository.,,handoff_inventory_lane_004,filesystem_stat_and_project_path_rules
INV-52ed9ac2736eba42d314,,docs/analysis/compensation_extraction/BROAD-STATE-WHOLE-CORPUS-EXTERNAL-DATA-EXHAUSTIVE-RESIDUAL-SEARCH-AND-FULL-PIPELINE-2026-08-04/03_EXTERNAL-DATA-VERIFICATION/final_locator_canonicalization_results.part-005.jsonl,,,documentation,project_documentation,,,,,2682714,,,,,,,,,,,,,,,,,,,,,,exclude,exclude,retain,eligible_after_final_asset_selection,medium,2,2682714,,Superseded historical output; retain compact lineage and selected milestones.,Not required in the compact handoff repository.,,handoff_inventory_lane_004,filesystem_stat_and_project_path_rules
INV-2756b16c6454d6ddd1b8,,docs/analysis/compensation_extraction/COMBINED-BROAD-PDF-TEXT-LAYER-READINESS-4961-PARALLEL-LANES-2026-07-28/lanes/readiness_lane_004/lane_004_html_results.csv,,,documentation,project_documentation,,,,,387591,,,,,,,,,,,,,,,,,,,,,,exclude,exclude,retain,eligible_after_final_asset_selection,medium,2,387591,,Superseded historical output; retain compact lineage and selected milestones.,Not required in the compact handoff repository.,,handoff_inventory_lane_004,filesystem_stat_and_project_path_rules
INV-d2192243d22ea45d6d69,,docs/analysis/compensation_extraction/COMBINED-BROAD-TEXT-EXTRACTION-4051-PARALLEL-LANES-2026-07-28/combined_broad_text_extraction_4051_other_document_results.csv,,,documentation,project_documentation,,,,,79351,,,,,,,,,,,,,,,,,,,,,,exclude,exclude,retain,eligible_after_final_asset_selection,medium,2,79351,,Superseded historical output; retain compact lineage and selected milestones.,Not required in the compact handoff repository.,,handoff_inventory_lane_004,filesystem_stat_and_project_path_rules
INV-78360e6bb22395f999fd,,docs/analysis/compensation_extraction/BROAD-STATE-4X2500-SCOUT-INFRASTRUCTURE-PREP-2026-07-29/broad_state_4x2500_scout_non_cba_source_family_plan_summary.json,,,documentation,project_documentation,,,,,129,,,,,,,,,,,,,,,,,,,,,,exclude,exclude,retain,eligible_after_final_asset_selection,medium,2,129,,Superseded historical output; retain compact lineage and selected milestones.,Not required in the compact handoff repository.,,handoff_inventory_lane_004,filesystem_stat_and_project_path_rules
INV-c50204c7f4e699a04016,,docs/analysis/compensation_extraction/BROAD-STATE-4X2500-PDF-TEXT-READINESS-2026-07-30/readiness_locked_queue.jsonl,,,queue,worker_queue,,,,,7203967,,,,,,,,,,,,,,,,,,,,,,exclude,exclude,retain,eligible_after_handoff_acceptance,high,1,7203967,,Reconstructible runtime material with low historical value.,Not required in the compact handoff repository.,,handoff_inventory_lane_004,filesystem_stat_and_project_path_rules
INV-cc8bfc1424875218f74a,,docs/analysis/compensation_extraction/TARGETED-PDF-TEXT-LAYER-READINESS-387-RETAINED-SOURCES-2026-07-26/targeted_pdf_text_layer_readiness_387_locked_queue.csv,,,queue,worker_queue,,,,,462955,,,,,,,,,,,,,,,,,,,,,,exclude,exclude,retain,eligible_after_handoff_acceptance,high,1,462955,,Reconstructible runtime material with low historical value.,Not required in the compact handoff repository.,,handoff_inventory_lane_004,filesystem_stat_and_project_path_rules
INV-2562e72d99b03d2a13be,,docs/analysis/compensation_extraction/BROAD-STATE-WHOLE-CORPUS-EXTERNAL-DATA-EXHAUSTIVE-RESIDUAL-SEARCH-AND-FULL-PIPELINE-2026-08-04/08_EXTERNAL-DATA-DETERMINISTIC-CLASSIFICATION-INGESTION-PREP/classification_error_queue.jsonl,,,ingestion,ingestion_output,,,,,1895,,,,,,,,,,,,,,,,,,,,,,exclude,exclude,retain,eligible_after_reconstruction_validation,medium,3,1895,,"Large reproducibility layer; retain lineage, schemas, scripts, and compact canonical summaries before cleanup.",Not required in the compact handoff repository.,,handoff_inventory_lane_004,filesystem_stat_and_project_path_rules
INV-6abe03b6cb7202ece5e2,,docs/analysis/compensation_extraction/BROAD-STATE-WHOLE-CORPUS-EXTERNAL-DATA-EXHAUSTIVE-RESIDUAL-SEARCH-AND-FULL-PIPELINE-2026-08-04/06_EXTERNAL-DATA-EXTRACTION/payroll_earnings_field_extraction_queue.part-002.jsonl,,,queue,worker_queue,,,,,8908614,,,,,,,,,,,,,,,,,,,,,,exclude,exclude,retain,eligible_after_handoff_acceptance,high,1,8908614,,Reconstructible runtime material with low historical value.,Not required in the compact handoff repository.,,handoff_inventory_lane_004,filesystem_stat_and_project_path_rules
INV-3a68e7a795ed351e5ff1,,docs/analysis/compensation_extraction/BROAD-STATE-4X2500-NORMALIZATION-RESCUE-GAP-GROWTH-CLAIMS-2026-07-30/pi_report_gap_potential_section_draft.md,,,normalization,normalization_output,,,,,2132,,,,,,,,,,,,,,,,,,,,,,exclude,exclude,retain,eligible_after_reconstruction_validation,medium,3,2132,,"Large reproducibility layer; retain lineage, schemas, scripts, and compact canonical summaries before cleanup.",Not required in the compact handoff repository.,,handoff_inventory_lane_004,filesystem_stat_and_project_path_rules
INV-3fae85bd2b0f8555d7d3,,docs/analysis/compensation_extraction/COMPENSATION-EVIDENCE-GABRIEL-CLAIM-RATING-SUMMARY-REVIEW-636-2026-07-25/gabriel_claim_rating_summary_review_636_stress_test_report.md,,,rating,rating_output,,,,,2052,,,,,,,,,,,,,,,,,,,,,,exclude,exclude,retain,retain,none,none,0,,Preserve project lineage in the original archive.,Not required in the compact handoff repository.,,handoff_inventory_lane_004,filesystem_stat_and_project_path_rules
INV-6985f0f00fdd8220257f,,docs/analysis/compensation_extraction/BROAD-STATE-WHOLE-CORPUS-AGGRESSIVE-BOUNDED-REANALYSIS-AND-CROSS-EXAMINATION-2026-08-06/07_DASHBOARD-RELAY/aggressive_sampled_qa_adjudication.csv,,,semantic_review,review_output,,,,,15899,,,,,,,,,,,,,,,,,,,,,,retain,exclude,retain,retain,none,none,0,,"Current final-stage finding, boundary, figure, dashboard, or validation asset.",,,handoff_inventory_lane_004,filesystem_stat_and_project_path_rules
INV-85c2f7e6f752f9a5fc3c,,docs/dashboard/public/reports/whole_corpus_mechanism_claim_limitations_visual_atlas_2026-08-06/assets/mechanisms/mechanism-retroactive.svg,,,rendered_visual,svg,,,,,255339,,,,,,,,,,,,,,,,,,,,,,exclude,exclude,retain,eligible_after_final_asset_selection,medium,2,255339,,Superseded historical output; retain compact lineage and selected milestones.,Not required in the compact handoff repository.,,handoff_inventory_lane_004,filesystem_stat_and_project_path_rules
INV-80b554c67334107a03d6,,docs/analysis/compensation_extraction/BROAD-STATE-WHOLE-CORPUS-EXTERNAL-DATA-EXHAUSTIVE-RESIDUAL-SEARCH-AND-FULL-PIPELINE-2026-08-04/08_EXTERNAL-DATA-DETERMINISTIC-CLASSIFICATION-INGESTION-PREP/writeoff_irrelevant_queue.jsonl,,,ingestion,ingestion_output,,,,,1890,,,,,,,,,,,,,,,,,,,,,,exclude,exclude,retain,eligible_after_reconstruction_validation,medium,3,1890,,"Large reproducibility layer; retain lineage, schemas, scripts, and compact canonical summaries before cleanup.",Not required in the compact handoff repository.,,handoff_inventory_lane_004,filesystem_stat_and_project_path_rules
INV-4f2cf73c16542950807f,,docs/analysis/compensation_extraction/BROAD-STATE-WHOLE-CORPUS-EXTERNAL-DATA-EXHAUSTIVE-RESIDUAL-SEARCH-AND-FULL-PIPELINE-2026-08-04/04_EXTERNAL-DATA-SOURCE-REVIEW-DOWNLOAD/source_to_event_links.part-011.csv,,,documentation,project_documentation,,,,,1289293,,,,,,,,,,,,,,,,,,,,,,exclude,exclude,retain,eligible_after_final_asset_selection,medium,2,1289293,,Superseded historical output; retain compact lineage and selected milestones.,Not required in the compact handoff repository.,,handoff_inventory_lane_004,filesystem_stat_and_project_path_rules
INV-4ee7b0f3dcb6ac39f3e8,,docs/analysis/worker_3_tx50_scout_input_2026-07-21.csv,,,documentation,project_documentation,,,,,101643,,,,,,,,,,,,,,,,,,,,,,exclude,exclude,retain,eligible_after_final_asset_selection,medium,2,101643,,Superseded historical output; retain compact lineage and selected milestones.,Not required in the compact handoff repository.,,handoff_inventory_lane_004,filesystem_stat_and_project_path_rules
INV-a2cb633b426171812ab0,,docs/analysis/compensation_extraction/BROAD-STATE-REMAINING-MUNICIPALITIES-5LANE-SCOUT-INFRASTRUCTURE-2026-07-31/remaining_municipality_scout_infrastructure_manifest.json,,,documentation,project_documentation,,,,,988,,,,,,,,,,,,,,,,,,,,,,exclude,exclude,retain,eligible_after_final_asset_selection,medium,2,988,,Superseded historical output; retain compact lineage and selected milestones.,Not required in the compact handoff repository.,,handoff_inventory_lane_004,filesystem_stat_and_project_path_rules
INV-79552bee3b79630163ee,,docs/analysis/compensation_extraction/BROAD-STATE-4X2500-BOUNDED-WAGE-DIFFERENTIAL-VALIDATION-2026-07-30/validation_lane_distribution.md,,,validation,validation_or_audit,,,,,246,,,,,,,,,,,,,,,,,,,,,,exclude,exclude,retain,eligible_after_final_asset_selection,medium,2,246,,Superseded historical output; retain compact lineage and selected milestones.,Not required in the compact handoff repository.,,handoff_inventory_lane_004,filesystem_stat_and_project_path_rules
INV-04cc6e55ac0e41e7f524,,docs/analysis/compensation_extraction/BROAD-STATE-WHOLE-CORPUS-EXTERNAL-DATA-EXHAUSTIVE-RESIDUAL-SEARCH-AND-FULL-PIPELINE-2026-08-04/03_EXTERNAL-DATA-VERIFICATION/canonical_locator_groups.part-004.jsonl,,,documentation,project_documentation,,,,,4087844,,,,,,,,,,,,,,,,,,,,,,exclude,exclude,retain,eligible_after_final_asset_selection,medium,2,4087844,,Superseded historical output; retain compact lineage and selected milestones.,Not required in the compact handoff repository.,,handoff_inventory_lane_004,filesystem_stat_and_project_path_rules
INV-c4ba539a0980803921db,,docs/analysis/compensation_extraction/TARGETED-EVIDENCE-SPAN-EXTRACTION-321-EXTRACTED-TEXT-SOURCES-2026-07-26/targeted_evidence_span_extraction_321_locked_queue_summary.json,,,raw_span,span,,,,,531,,,,,,,,,,,,,,,,,,,,,,exclude,exclude,retain,eligible_after_reconstruction_validation,medium,3,531,,"Large reproducibility layer; retain lineage, schemas, scripts, and compact canonical summaries before cleanup.",Not required in the compact handoff repository.,,handoff_inventory_lane_004,filesystem_stat_and_project_path_rules
INV-c1be208259fbbf6140ec,,docs/analysis/compensation_extraction/BROAD-STATE-BY-STATE-SOURCE-SCOUT-WAVE-2026-07-27/broad_state_by_state_source_scout_region_coverage_summary.json,,,documentation,project_documentation,,,,,148,,,,,,,,,,,,,,,,,,,,,,exclude,exclude,retain,eligible_after_final_asset_selection,medium,2,148,,Superseded historical output; retain compact lineage and selected milestones.,Not required in the compact handoff repository.,,handoff_inventory_lane_004,filesystem_stat_and_project_path_rules
INV-7b63ee53aae32907ebb5,,docs/analysis/compensation_extraction/BROAD-STATE-WHOLE-CORPUS-EXTERNAL-DATA-EXHAUSTIVE-RESIDUAL-SEARCH-AND-FULL-PIPELINE-2026-08-04/02_MERGED-EXTERNAL-CANDIDATE-REVIEW/low_priority_verification_ready_queue_shard_manifest.json,,,queue,worker_queue,,,,,2249,,,,,,,,,,,,,,,,,,,,,,exclude,exclude,retain,eligible_after_handoff_acceptance,high,1,2249,,Reconstructible runtime material with low historical value.,Not required in the compact handoff repository.,,handoff_inventory_lane_004,filesystem_stat_and_project_path_rules
INV-4568f849250f56ccb028,,docs/analysis/compensation_extraction/BROAD-STATE-WHOLE-CORPUS-EXTERNAL-DATA-EXHAUSTIVE-RESIDUAL-SEARCH-AND-FULL-PIPELINE-2026-08-04/08_EXTERNAL-DATA-DETERMINISTIC-CLASSIFICATION-INGESTION-PREP/canonical_claim_id_crosswalk.jsonl,,,ingestion,ingestion_output,,,,,4569,,,,,,,,,,,,,,,,,,,,,,exclude,exclude,retain,eligible_after_reconstruction_validation,medium,3,4569,,"Large reproducibility layer; retain lineage, schemas, scripts, and compact canonical summaries before cleanup.",Not required in the compact handoff repository.,,handoff_inventory_lane_004,filesystem_stat_and_project_path_rules
INV-9ac6fbaec920228cf78c,,docs/analysis/compensation_extraction/TARGETED-TIER-C-VERIFICATION-FROM-BOUNDED-MEMO-GAPS-AND-DASHBOARD-VISIBILITY-CHECK-2026-07-26/targeted_tier_c_verification_locked_queue_summary.json,,,dashboard,json,,,,,716,,,,,,,,,,,,,,,,,,,,,,exclude,exclude,retain,retain,none,none,0,,Preserve project lineage in the original archive.,Not required in the compact handoff repository.,,handoff_inventory_lane_004,filesystem_stat_and_project_path_rules
INV-54a2feb2236690684aec,,docs/analysis/compensation_extraction/BROAD-STATE-WHOLE-CORPUS-CLAIM-CRITICAL-SEMANTIC-CROSS-EXAMINATION-2026-08-06/cross_examined_conflict_packet.csv,,,semantic_review,review_output,,,,,328961,,,,,,,,,,,,,,,,,,,,,,retain,exclude,retain,retain,none,none,0,,"Current final-stage finding, boundary, figure, dashboard, or validation asset.",,,handoff_inventory_lane_004,filesystem_stat_and_project_path_rules
INV-08429b8accc3adfde10c,,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/tier_c_evidence_span_extraction_results.csv,,,raw_span,span,,,,,744948,,,,,,,,,,,,,,,,,,,,,,exclude,exclude,retain,eligible_after_reconstruction_validation,medium,3,744948,,"Large reproducibility layer; retain lineage, schemas, scripts, and compact canonical summaries before cleanup.",Not required in the compact handoff repository.,,handoff_inventory_lane_004,filesystem_stat_and_project_path_rules
INV-5311f0fa50fcb8a6d33c,,docs/analysis/compensation_extraction/COMPENSATION-EVIDENCE-FINAL-PROVISIONAL-SCHEMA-REPAIR-AND-ANALYSIS-VIEW-PREP-2026-07-25/qualitative_mechanism_navigation_view_candidate.csv,,,schema,csv,,,,,3105119,,,,,,,,,,,,,,,,,,,,,,retain_if_essential,exclude,retain,retain,none,none,0,,Candidate for clean-repository reproducibility and onboarding.,Exclude only if superseded or machine-specific.,,handoff_inventory_lane_004,filesystem_stat_and_project_path_rules
INV-4c94cc2687d2fffa4c9c,,docs/analysis/compensation_extraction/BROAD-STATE-4X2500-PI-REPORT-DRAFT-2026-07-30/large_file_audit.json,,,report,report_support,,,,,127,,,,,,,,,,,,,,,,,,,,,,exclude,exclude,retain,eligible_after_final_asset_selection,medium,2,127,,Superseded historical output; retain compact lineage and selected milestones.,Not required in the compact handoff repository.,,handoff_inventory_lane_004,filesystem_stat_and_project_path_rules
INV-8654ec42099570f06dd0,,docs/analysis/compensation_extraction/BROAD-STATE-WHOLE-CORPUS-EXTERNAL-DATA-EXHAUSTIVE-RESIDUAL-SEARCH-AND-FULL-PIPELINE-2026-08-04/03_EXTERNAL-DATA-VERIFICATION/malformed_locator_queue.csv,,,queue,worker_queue,,,,,1,,,,,,,,,,,,,,,,,,,,,,exclude,exclude,retain,eligible_after_handoff_acceptance,high,1,1,,Reconstructible runtime material with low historical value.,Not required in the compact handoff repository.,,handoff_inventory_lane_004,filesystem_stat_and_project_path_rules
INV-9f43ca52957463b84854,,docs/analysis/compensation_extraction/TIER-C-EVIDENCE-SPAN-RATING-159-EXACT-SPANS-2026-07-27/tier_c_evidence_span_rating_159_preflight_metadata.csv,,,rating,rating_output,,,,,2947,,,,,,,,,,,,,,,,,,,,,,exclude,exclude,retain,retain,none,none,0,,Preserve project lineage in the original archive.,Not required in the compact handoff repository.,,handoff_inventory_lane_004,filesystem_stat_and_project_path_rules
INV-be7170327707fdb9a9fa,,docs/analysis/compensation_extraction/BROAD-STATE-WHOLE-CORPUS-EXTERNAL-DATA-TARGETED-HOSTED-SEARCH-SCOUT-2026-08-04/external_search_lane_002_checkpoint.json,,,checkpoint,worker_checkpoint,,,,,20281412,,,,,,,,,,,,,,,,,,,,,,exclude,exclude,retain,eligible_after_handoff_acceptance,high,1,20281412,,Reconstructible runtime material with low historical value.,Not required in the compact handoff repository.,,handoff_inventory_lane_004,filesystem_stat_and_project_path_rules
INV-649418d12fb462e32504,,docs/analysis/report_style_guide_2026-07-22.md,,,report,report_support,,,,,5497,,,,,,,,,,,,,,,,,,,,,,exclude,exclude,retain,eligible_after_final_asset_selection,medium,2,5497,,Superseded historical output; retain compact lineage and selected milestones.,Not required in the compact handoff repository.,,handoff_inventory_lane_004,filesystem_stat_and_project_path_rules
INV-876068dfdc0b23cde0ed,,docs/analysis/compensation_extraction/BROAD-STATE-WHOLE-CORPUS-EXTERNAL-DATA-EXHAUSTIVE-RESIDUAL-SEARCH-AND-FULL-PIPELINE-2026-08-04/11_EXTERNAL-DATA-NORMALIZATION-MATCHING/incompatible_component_set_queue.csv,,,normalization,normalization_output,,,,,7,,,,,,,,,,,,,,,,,,,,,,exclude,exclude,retain,eligible_after_reconstruction_validation,medium,3,7,,"Large reproducibility layer; retain lineage, schemas, scripts, and compact canonical summaries before cleanup.",Not required in the compact handoff repository.,,handoff_inventory_lane_004,filesystem_stat_and_project_path_rules
INV-698effa50e96f427533f,,docs/analysis/compensation_extraction/BROAD-STATE-WHOLE-CORPUS-INTEGRATION-AND-CLAIM-ADJUDICATION-2026-08-06/claim_language_boundary_summary.json,,,claim_adjudication,claim_output,,,,,148,,,,,,,,,,,,,,,,,,,,,,retain,exclude,retain,retain,none,none,0,,"Current final-stage finding, boundary, figure, dashboard, or validation asset.",,,handoff_inventory_lane_004,filesystem_stat_and_project_path_rules
INV-84dc7682f5585d234c7f,,docs/analysis/compensation_extraction/BROAD-STATE-WHOLE-CORPUS-EXTERNAL-DATA-EXHAUSTIVE-RESIDUAL-SEARCH-AND-FULL-PIPELINE-2026-08-04/07_EXTERNAL-DATA-FIELD-SPAN-EXTRACTION/external_administrative_evidence_spans_hash_manifest.jsonl,,,raw_span,span,,,,,1863,,,,,,,,,,,,,,,,,,,,,,exclude,exclude,retain,eligible_after_reconstruction_validation,medium,3,1863,,"Large reproducibility layer; retain lineage, schemas, scripts, and compact canonical summaries before cleanup.",Not required in the compact handoff repository.,,handoff_inventory_lane_004,filesystem_stat_and_project_path_rules
INV-7e6cf81ee2767af19d7e,,docs/analysis/compensation_extraction/BROAD-STATE-REMAINING-MUNICIPALITIES-VERIFICATION-2026-08-01/verification_lane_002_results.csv,,,documentation,project_documentation,,,,,1575478,,,,,,,,,,,,,,,,,,,,,,exclude,exclude,retain,eligible_after_final_asset_selection,medium,2,1575478,,Superseded historical output; retain compact lineage and selected milestones.,Not required in the compact handoff repository.,,handoff_inventory_lane_004,filesystem_stat_and_project_path_rules
INV-613aaa42f6be0e58ac01,,docs/analysis/compensation_extraction/BROAD-STATE-BY-STATE-4X1000-PARALLEL-LIVE-SCOUT-STAGGERED-2026-07-27/lanes/lane_004/lane_004_results_summary.json,,,documentation,project_documentation,,,,,478,,,,,,,,,,,,,,,,,,,,,,exclude,exclude,retain,eligible_after_final_asset_selection,medium,2,478,,Superseded historical output; retain compact lineage and selected milestones.,Not required in the compact handoff repository.,,handoff_inventory_lane_004,filesystem_stat_and_project_path_rules
INV-906af84bfef0cddb19e0,,docs/analysis/compensation_extraction/BROAD-STATE-WHOLE-CORPUS-MECHANISM-CLAIM-LIMITATIONS-VISUAL-ATLAS-2026-08-06/mechanisms/mechanism-retroactive_metadata.json,,,visual_data,bounded_visual_input,,,,,1412,,,,,,,,,,,,,,,,,,,,,,retain,exclude,retain,retain,none,none,0,,"Current final-stage finding, boundary, figure, dashboard, or validation asset.",,,handoff_inventory_lane_004,filesystem_stat_and_project_path_rules
INV-1e24837d57bd99925ef4,,docs/analysis/compensation_extraction/BROAD-STATE-WHOLE-CORPUS-EXTERNAL-DATA-EXHAUSTIVE-RESIDUAL-SEARCH-AND-FULL-PIPELINE-2026-08-04/03_EXTERNAL-DATA-VERIFICATION/verification_lane_001_request_ledger.part-002.csv,,,documentation,project_documentation,,,,,2498859,,,,,,,,,,,,,,,,,,,,,,exclude,exclude,retain,eligible_after_final_asset_selection,medium,2,2498859,,Superseded historical output; retain compact lineage and selected milestones.,Not required in the compact handoff repository.,,handoff_inventory_lane_004,filesystem_stat_and_project_path_rules
INV-c48d653e22640db47d4d,,docs/analysis/compensation_extraction/COMBINED-BROAD-SOURCE-REVIEW-DOWNLOAD-5589-PARALLEL-LANES-2026-07-28/combined_broad_source_review_download_5589_storage_sanity_check.json,,,documentation,project_documentation,,,,,405,,,,,,,,,,,,,,,,,,,,,,exclude,exclude,retain,eligible_after_final_asset_selection,medium,2,405,,Superseded historical output; retain compact lineage and selected milestones.,Not required in the compact handoff repository.,,handoff_inventory_lane_004,filesystem_stat_and_project_path_rules
INV-39390877c0cd108ac60b,,docs/analysis/compensation_extraction/DASHBOARD-DECLUTTER-MAP-CORRECTION-AND-TIER-C-TEXT-SPAN-EXTRACTION-378-2026-07-27/extracted_text/pdf/TXT378-654298a6a6331ff846aa.txt,,,extracted_text,txt,,,,,98963,,,,,,,,,,,,,,,,,,,,,,exclude,retain_as_companion,retain,eligible_after_source_library_acceptance,last,4,98963,,Extracted text is a source-library companion and remains separate from source binaries.,Not required in the compact handoff repository.,,handoff_inventory_lane_004,filesystem_stat_and_project_path_rules
INV-32172e6326f7834c1c50,,docs/analysis/compensation_extraction/TARGETED-TEXT-LAYER-EXTRACTION-321-READINESS-READY-SOURCES-2026-07-26/extracted_text/pdf/TXT321-42192caa4d2efba96a92.txt,,,extracted_text,txt,,,,,1510,,,,,,,,,,,,,,,,,,,,,,exclude,retain_as_companion,retain,eligible_after_source_library_acceptance,last,4,1510,,Extracted text is a source-library companion and remains separate from source binaries.,Not required in the compact handoff repository.,,handoff_inventory_lane_004,filesystem_stat_and_project_path_rules
INV-2f7f0578f943b163a346,,docs/analysis/compensation_extraction/TARGETED-TEXT-LAYER-EXTRACTION-321-READINESS-READY-SOURCES-2026-07-26/extracted_text/pdf/TXT321-5fc9ca312b5fc5120e1b.txt,,,extracted_text,txt,,,,,178675,,,,,,,,,,,,,,,,,,,,,,exclude,retain_as_companion,retain,eligible_after_source_library_acceptance,last,4,178675,,Extracted text is a source-library companion and remains separate from source binaries.,Not required in the compact handoff repository.,,handoff_inventory_lane_004,filesystem_stat_and_project_path_rules
INV-c7d57b4430856e33aa89,,docs/analysis/compensation_extraction/BROAD-STATE-REMAINING-MUNICIPALITIES-SIDE-RELEVANCE-RECONCILIATION-2026-08-03/side_relevance_reconciliation_lane_005_queue.jsonl,,,reconciliation,reconciliation_output,,,,,9287665,,,,,,,,,,,,,,,,,,,,,,exclude,exclude,retain,eligible_after_reconstruction_validation,medium,3,9287665,,"Large reproducibility layer; retain lineage, schemas, scripts, and compact canonical summaries before cleanup.",Not required in the compact handoff repository.,,handoff_inventory_lane_004,filesystem_stat_and_project_path_rules
INV-8a85b41259ed35f601ae,,docs/analysis/compensation_extraction/BROAD-STATE-WHOLE-CORPUS-EXTERNAL-DATA-EXHAUSTIVE-RESIDUAL-SEARCH-AND-FULL-PIPELINE-2026-08-04/08_EXTERNAL-DATA-DETERMINISTIC-CLASSIFICATION-INGESTION-PREP/external_implementation_observation_layer_pointer_manifest.csv,,,ingestion,ingestion_output,,,,,1738,,,,,,,,,,,,,,,,,,,,,,exclude,exclude,retain,eligible_after_reconstruction_validation,medium,3,1738,,"Large reproducibility layer; retain lineage, schemas, scripts, and compact canonical summaries before cleanup.",Not required in the compact handoff repository.,,handoff_inventory_lane_004,filesystem_stat_and_project_path_rules
INV-5feaffad610e98b174b6,,docs/analysis/compensation_extraction/BROAD-STATE-WHOLE-CORPUS-EXTERNAL-DATA-EXHAUSTIVE-RESIDUAL-SEARCH-AND-FULL-PIPELINE-2026-08-04/02_MERGED-EXTERNAL-CANDIDATE-REVIEW/candidate_review_lane_004_results_shard_manifest.json,,,documentation,project_documentation,,,,,961,,,,,,,,,,,,,,,,,,,,,,exclude,exclude,retain,eligible_after_final_asset_selection,medium,2,961,,Superseded historical output; retain compact lineage and selected milestones.,Not required in the compact handoff repository.,,handoff_inventory_lane_004,filesystem_stat_and_project_path_rules
INV-d15ef269808c67235f7d,,docs/analysis/compensation_extraction/BROAD-STATE-WHOLE-CORPUS-EXTERNAL-DATA-TARGETED-HOSTED-SEARCH-SCOUT-2026-08-04/external_data_candidate_review_ready_queue.jsonl,,,queue,worker_queue,,,,,33462566,,,,,,,,,,,,,,,,,,,,,,exclude,exclude,retain,eligible_after_handoff_acceptance,high,1,33462566,,Reconstructible runtime material with low historical value.,Not required in the compact handoff repository.,,handoff_inventory_lane_004,filesystem_stat_and_project_path_rules
INV-a51507731e181ab32e1c,,docs/analysis/compensation_extraction/TARGETED-TEXT-LAYER-EXTRACTION-321-READINESS-READY-SOURCES-2026-07-26/extracted_text_manifest_summary.json,,,extracted_text,json,,,,,416,,,,,,,,,,,,,,,,,,,,,,exclude,retain_as_companion,retain,eligible_after_source_library_acceptance,last,4,416,,Extracted text is a source-library companion and remains separate from source binaries.,Not required in the compact handoff repository.,,handoff_inventory_lane_004,filesystem_stat_and_project_path_rules
INV-82ced43ab61a07458790,,docs/analysis/compensation_extraction/COMPENSATION-EVIDENCE-PIPELINE-HARDENING-READINESS-ACCELERATOR-2026-07-25/accelerated_reference_control_view.csv,,,documentation,project_documentation,,,,,863553,,,,,,,,,,,,,,,,,,,,,,exclude,exclude,retain,eligible_after_final_asset_selection,medium,2,863553,,Superseded historical output; retain compact lineage and selected milestones.,Not required in the compact handoff repository.,,handoff_inventory_lane_004,filesystem_stat_and_project_path_rules
INV-2b9ecd50514129602e59,,docs/analysis/compensation_extraction/BROAD-STATE-WHOLE-CORPUS-EXTERNAL-DATA-EXHAUSTIVE-RESIDUAL-SEARCH-AND-FULL-PIPELINE-2026-08-04/04_EXTERNAL-DATA-SOURCE-REVIEW-DOWNLOAD/source_review_lane_002_queue.part-002.jsonl,,,queue,worker_queue,,,,,4815336,,,,,,,,,,,,,,,,,,,,,,exclude,exclude,retain,eligible_after_handoff_acceptance,high,1,4815336,,Reconstructible runtime material with low historical value.,Not required in the compact handoff repository.,,handoff_inventory_lane_004,filesystem_stat_and_project_path_rules
