extraction_case_id,document_identity_id,text_table_detection_id,page_number,page_role,bounded_evidence_pointer,text_chars,wage_term_count,numeric_token_count,table_like_line_count,qualitative_mechanism_term_count,non_base_wage_term_count,reference_signal,rendered_image_available,rendered_image_path,packet_page_count,packet_text_chars,packet_status
cex_1479248c79b0675874ed5c47,doc_9c64017fbb4948ad850d4bda,ttd_752daadf1d467dbd538a43bb,9,candidate,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0110_sr_59f25b66606b8f3e8d2e13e3.pdf#page=9,1498,5,18,1,2,2,no,no,,6,5999,bounded_valid
cex_1479248c79b0675874ed5c47,doc_9c64017fbb4948ad850d4bda,ttd_752daadf1d467dbd538a43bb,8,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0110_sr_59f25b66606b8f3e8d2e13e3.pdf#page=8,1493,0,11,0,9,1,no,no,,6,5999,bounded_valid
cex_1479248c79b0675874ed5c47,doc_9c64017fbb4948ad850d4bda,ttd_752daadf1d467dbd538a43bb,10,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0110_sr_59f25b66606b8f3e8d2e13e3.pdf#page=10,1493,1,8,0,3,1,no,no,,6,5999,bounded_valid
cex_1479248c79b0675874ed5c47,doc_9c64017fbb4948ad850d4bda,ttd_752daadf1d467dbd538a43bb,25,candidate,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0110_sr_59f25b66606b8f3e8d2e13e3.pdf#page=25,1498,4,14,0,5,5,no,no,,6,5999,bounded_valid
cex_1479248c79b0675874ed5c47,doc_9c64017fbb4948ad850d4bda,ttd_752daadf1d467dbd538a43bb,24,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0110_sr_59f25b66606b8f3e8d2e13e3.pdf#page=24,15,0,0,0,0,1,no,no,,6,5999,bounded_valid
cex_1479248c79b0675874ed5c47,doc_9c64017fbb4948ad850d4bda,ttd_752daadf1d467dbd538a43bb,26,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0110_sr_59f25b66606b8f3e8d2e13e3.pdf#page=26,2,0,1,0,0,0,no,no,,6,5999,bounded_valid
cex_75499eab2bcd803da8331d8d,doc_982618828104493350a52fe6,ttd_7b3037b58132aacc227668a7,2,candidate,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0026_sr_941d4d3c69684e783a145e5a.pdf#page=2,1489,0,26,0,2,2,yes,no,,6,5995,bounded_valid
cex_75499eab2bcd803da8331d8d,doc_982618828104493350a52fe6,ttd_7b3037b58132aacc227668a7,1,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0026_sr_941d4d3c69684e783a145e5a.pdf#page=1,333,0,10,0,1,0,no,no,,6,5995,bounded_valid
cex_75499eab2bcd803da8331d8d,doc_982618828104493350a52fe6,ttd_7b3037b58132aacc227668a7,3,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0026_sr_941d4d3c69684e783a145e5a.pdf#page=3,1051,1,18,0,0,0,yes,no,,6,5995,bounded_valid
cex_75499eab2bcd803da8331d8d,doc_982618828104493350a52fe6,ttd_7b3037b58132aacc227668a7,7,candidate,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0026_sr_941d4d3c69684e783a145e5a.pdf#page=7,1499,13,15,2,0,10,no,no,,6,5995,bounded_valid
cex_75499eab2bcd803da8331d8d,doc_982618828104493350a52fe6,ttd_7b3037b58132aacc227668a7,6,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0026_sr_941d4d3c69684e783a145e5a.pdf#page=6,1499,10,17,0,1,18,no,no,,6,5995,bounded_valid
cex_75499eab2bcd803da8331d8d,doc_982618828104493350a52fe6,ttd_7b3037b58132aacc227668a7,8,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0026_sr_941d4d3c69684e783a145e5a.pdf#page=8,124,1,3,0,0,0,no,no,,6,5995,bounded_valid
cex_8d814a0abd401374620e926b,doc_b80afd36a30dc09f0377c000,ttd_a705f5d8cf1fe447aa682174,12,candidate,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0130_sr_bc3d6cc5581c251833463d1f.pdf#page=12,1492,14,17,0,4,0,no,no,,6,5999,bounded_valid
cex_8d814a0abd401374620e926b,doc_b80afd36a30dc09f0377c000,ttd_a705f5d8cf1fe447aa682174,11,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0130_sr_bc3d6cc5581c251833463d1f.pdf#page=11,1499,4,24,1,0,0,no,no,,6,5999,bounded_valid
cex_8d814a0abd401374620e926b,doc_b80afd36a30dc09f0377c000,ttd_a705f5d8cf1fe447aa682174,13,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0130_sr_bc3d6cc5581c251833463d1f.pdf#page=13,1499,5,13,0,12,0,no,no,,6,5999,bounded_valid
cex_8d814a0abd401374620e926b,doc_b80afd36a30dc09f0377c000,ttd_a705f5d8cf1fe447aa682174,24,candidate,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0130_sr_bc3d6cc5581c251833463d1f.pdf#page=24,1495,0,27,0,4,3,no,no,,6,5999,bounded_valid
cex_8d814a0abd401374620e926b,doc_b80afd36a30dc09f0377c000,ttd_a705f5d8cf1fe447aa682174,23,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0130_sr_bc3d6cc5581c251833463d1f.pdf#page=23,14,0,1,0,0,0,no,no,,6,5999,bounded_valid
cex_8d814a0abd401374620e926b,doc_b80afd36a30dc09f0377c000,ttd_a705f5d8cf1fe447aa682174,25,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0130_sr_bc3d6cc5581c251833463d1f.pdf#page=25,0,0,0,0,0,0,no,no,,6,5999,bounded_valid
cex_ea0e9b9b593c1fad94b78302,doc_aeaf32c53b2e93f9d35da6b9,ttd_4345b0b24ee6b45b083c4c9d,16,candidate,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0091_sr_e14118d893cdf3ab597da609.pdf#page=16,1493,0,15,0,2,9,no,no,,6,5999,bounded_valid
cex_ea0e9b9b593c1fad94b78302,doc_aeaf32c53b2e93f9d35da6b9,ttd_4345b0b24ee6b45b083c4c9d,15,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0091_sr_e14118d893cdf3ab597da609.pdf#page=15,1493,1,11,0,9,6,no,no,,6,5999,bounded_valid
cex_ea0e9b9b593c1fad94b78302,doc_aeaf32c53b2e93f9d35da6b9,ttd_4345b0b24ee6b45b083c4c9d,17,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0091_sr_e14118d893cdf3ab597da609.pdf#page=17,1496,2,12,0,2,16,no,no,,6,5999,bounded_valid
cex_ea0e9b9b593c1fad94b78302,doc_aeaf32c53b2e93f9d35da6b9,ttd_4345b0b24ee6b45b083c4c9d,24,candidate,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0091_sr_e14118d893cdf3ab597da609.pdf#page=24,1488,0,16,0,2,8,no,no,,6,5999,bounded_valid
cex_ea0e9b9b593c1fad94b78302,doc_aeaf32c53b2e93f9d35da6b9,ttd_4345b0b24ee6b45b083c4c9d,23,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0091_sr_e14118d893cdf3ab597da609.pdf#page=23,27,0,1,0,0,1,no,no,,6,5999,bounded_valid
cex_ea0e9b9b593c1fad94b78302,doc_aeaf32c53b2e93f9d35da6b9,ttd_4345b0b24ee6b45b083c4c9d,25,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0091_sr_e14118d893cdf3ab597da609.pdf#page=25,2,0,1,0,0,0,no,no,,6,5999,bounded_valid
cex_34b684a9209ecd6ff1eaa31b,doc_5c4243988d22f37ed8ea25fe,ttd_4cdf9797d571accf281d08c7,2,candidate,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0098_sr_5bee41dcf82c87537cd17661.pdf#page=2,1473,0,68,0,3,1,yes,no,,6,5998,bounded_valid
cex_34b684a9209ecd6ff1eaa31b,doc_5c4243988d22f37ed8ea25fe,ttd_4cdf9797d571accf281d08c7,1,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0098_sr_5bee41dcf82c87537cd17661.pdf#page=1,238,0,5,0,0,0,no,no,,6,5998,bounded_valid
cex_34b684a9209ecd6ff1eaa31b,doc_5c4243988d22f37ed8ea25fe,ttd_4cdf9797d571accf281d08c7,3,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0098_sr_5bee41dcf82c87537cd17661.pdf#page=3,1493,1,60,0,0,8,no,no,,6,5998,bounded_valid
cex_34b684a9209ecd6ff1eaa31b,doc_5c4243988d22f37ed8ea25fe,ttd_4cdf9797d571accf281d08c7,19,candidate,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0098_sr_5bee41dcf82c87537cd17661.pdf#page=19,1489,8,6,0,3,13,no,no,,6,5998,bounded_valid
cex_34b684a9209ecd6ff1eaa31b,doc_5c4243988d22f37ed8ea25fe,ttd_4cdf9797d571accf281d08c7,18,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0098_sr_5bee41dcf82c87537cd17661.pdf#page=18,1305,10,12,1,0,8,no,no,,6,5998,bounded_valid
cex_34b684a9209ecd6ff1eaa31b,doc_5c4243988d22f37ed8ea25fe,ttd_4cdf9797d571accf281d08c7,20,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0098_sr_5bee41dcf82c87537cd17661.pdf#page=20,0,0,0,0,0,0,no,no,,6,5998,bounded_valid
cex_763be2ad7159463ff71d7f4f,doc_4fd11699800de362893447be,ttd_3bd3f6b02541ba1de044a4ec,2,candidate,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0048_sr_dcf925fea2a71697db70cf6c.pdf#page=2,1155,2,62,1,1,20,no,no,,6,5998,bounded_valid
cex_763be2ad7159463ff71d7f4f,doc_4fd11699800de362893447be,ttd_3bd3f6b02541ba1de044a4ec,1,nearby,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0048_sr_dcf925fea2a71697db70cf6c.pdf#page=1,111,0,4,0,0,0,no,no,,6,5998,bounded_valid
cex_763be2ad7159463ff71d7f4f,doc_4fd11699800de362893447be,ttd_3bd3f6b02541ba1de044a4ec,3,nearby,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0048_sr_dcf925fea2a71697db70cf6c.pdf#page=3,1067,2,74,0,2,21,no,no,,6,5998,bounded_valid
cex_763be2ad7159463ff71d7f4f,doc_4fd11699800de362893447be,ttd_3bd3f6b02541ba1de044a4ec,6,candidate,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0048_sr_dcf925fea2a71697db70cf6c.pdf#page=6,1497,3,4,0,3,1,no,no,,6,5998,bounded_valid
cex_763be2ad7159463ff71d7f4f,doc_4fd11699800de362893447be,ttd_3bd3f6b02541ba1de044a4ec,5,nearby,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0048_sr_dcf925fea2a71697db70cf6c.pdf#page=5,1494,2,6,0,5,5,no,no,,6,5998,bounded_valid
cex_763be2ad7159463ff71d7f4f,doc_4fd11699800de362893447be,ttd_3bd3f6b02541ba1de044a4ec,7,nearby,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0048_sr_dcf925fea2a71697db70cf6c.pdf#page=7,674,4,3,0,7,0,no,no,,6,5998,bounded_valid
cex_a7c9090459008905315bd791,doc_94c27eb60dac7dcdf009334a,ttd_ff493c38c8123b1a8da5c456,2,candidate,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_2_live_attempt2_httpx/candidate_artifacts/content/0011_sr_2974386be227220ea05bf7a8.pdf#page=2,1205,3,61,1,2,18,no,no,,6,5996,bounded_valid
cex_a7c9090459008905315bd791,doc_94c27eb60dac7dcdf009334a,ttd_ff493c38c8123b1a8da5c456,1,nearby,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_2_live_attempt2_httpx/candidate_artifacts/content/0011_sr_2974386be227220ea05bf7a8.pdf#page=1,275,0,12,0,1,0,no,no,,6,5996,bounded_valid
cex_a7c9090459008905315bd791,doc_94c27eb60dac7dcdf009334a,ttd_ff493c38c8123b1a8da5c456,3,nearby,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_2_live_attempt2_httpx/candidate_artifacts/content/0011_sr_2974386be227220ea05bf7a8.pdf#page=3,1083,3,62,0,2,22,no,no,,6,5996,bounded_valid
cex_a7c9090459008905315bd791,doc_94c27eb60dac7dcdf009334a,ttd_ff493c38c8123b1a8da5c456,24,candidate,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_2_live_attempt2_httpx/candidate_artifacts/content/0011_sr_2974386be227220ea05bf7a8.pdf#page=24,1441,15,7,0,1,17,no,no,,6,5996,bounded_valid
cex_a7c9090459008905315bd791,doc_94c27eb60dac7dcdf009334a,ttd_ff493c38c8123b1a8da5c456,23,nearby,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_2_live_attempt2_httpx/candidate_artifacts/content/0011_sr_2974386be227220ea05bf7a8.pdf#page=23,1482,8,15,0,1,6,no,no,,6,5996,bounded_valid
cex_a7c9090459008905315bd791,doc_94c27eb60dac7dcdf009334a,ttd_ff493c38c8123b1a8da5c456,25,nearby,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_2_live_attempt2_httpx/candidate_artifacts/content/0011_sr_2974386be227220ea05bf7a8.pdf#page=25,510,1,8,0,1,3,no,no,,6,5996,bounded_valid
cex_26be31debabd90daa9246cd8,doc_9ac737d5ab546c4892ae5d08,ttd_5dce6d9e629300249563b007,2,candidate,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0005_sr_2bda8dc79b8ae343c4f650f7.pdf#page=2,1093,3,60,1,1,22,no,no,,6,5763,bounded_valid
cex_26be31debabd90daa9246cd8,doc_9ac737d5ab546c4892ae5d08,ttd_5dce6d9e629300249563b007,1,nearby,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0005_sr_2bda8dc79b8ae343c4f650f7.pdf#page=1,137,0,4,0,0,0,no,no,,6,5763,bounded_valid
cex_26be31debabd90daa9246cd8,doc_9ac737d5ab546c4892ae5d08,ttd_5dce6d9e629300249563b007,3,nearby,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0005_sr_2bda8dc79b8ae343c4f650f7.pdf#page=3,1086,2,59,1,3,20,no,no,,6,5763,bounded_valid
cex_26be31debabd90daa9246cd8,doc_9ac737d5ab546c4892ae5d08,ttd_5dce6d9e629300249563b007,5,candidate,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0005_sr_2bda8dc79b8ae343c4f650f7.pdf#page=5,1489,3,9,0,5,4,no,no,,6,5763,bounded_valid
cex_26be31debabd90daa9246cd8,doc_9ac737d5ab546c4892ae5d08,ttd_5dce6d9e629300249563b007,4,nearby,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0005_sr_2bda8dc79b8ae343c4f650f7.pdf#page=4,467,4,21,1,1,5,no,no,,6,5763,bounded_valid
cex_26be31debabd90daa9246cd8,doc_9ac737d5ab546c4892ae5d08,ttd_5dce6d9e629300249563b007,6,nearby,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0005_sr_2bda8dc79b8ae343c4f650f7.pdf#page=6,1491,7,13,0,9,2,no,no,,6,5763,bounded_valid
cex_dc8ca1ca223426bc2c51fb4a,doc_e90d33037f617b12f5e4453c,ttd_ba44f9966629c00ea66e7582,8,candidate,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0120_sr_d0a129ffeb7507b7401b63b4.pdf#page=8,1493,3,6,0,2,0,no,no,,6,5998,bounded_valid
cex_dc8ca1ca223426bc2c51fb4a,doc_e90d33037f617b12f5e4453c,ttd_ba44f9966629c00ea66e7582,7,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0120_sr_d0a129ffeb7507b7401b63b4.pdf#page=7,1496,1,15,0,3,0,no,no,,6,5998,bounded_valid
cex_dc8ca1ca223426bc2c51fb4a,doc_e90d33037f617b12f5e4453c,ttd_ba44f9966629c00ea66e7582,9,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0120_sr_d0a129ffeb7507b7401b63b4.pdf#page=9,1360,0,7,0,4,0,no,no,,6,5998,bounded_valid
cex_dc8ca1ca223426bc2c51fb4a,doc_e90d33037f617b12f5e4453c,ttd_ba44f9966629c00ea66e7582,29,candidate,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0120_sr_d0a129ffeb7507b7401b63b4.pdf#page=29,1486,5,10,0,1,15,no,no,,6,5998,bounded_valid
cex_dc8ca1ca223426bc2c51fb4a,doc_e90d33037f617b12f5e4453c,ttd_ba44f9966629c00ea66e7582,28,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0120_sr_d0a129ffeb7507b7401b63b4.pdf#page=28,163,2,6,0,2,1,no,no,,6,5998,bounded_valid
cex_dc8ca1ca223426bc2c51fb4a,doc_e90d33037f617b12f5e4453c,ttd_ba44f9966629c00ea66e7582,30,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0120_sr_d0a129ffeb7507b7401b63b4.pdf#page=30,0,0,0,0,0,0,no,no,,6,5998,bounded_valid
cex_e8174b9b1993df0687cbeb5c,doc_8298e5ced77de97f1484dc2e,ttd_36a5bd3c4ad73b4a24b4e293,48,candidate,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0132_sr_e480b8e5fdfb34b4b7fef455.pdf#page=48,453,14,27,9,1,0,no,no,,4,1974,bounded_valid
cex_e8174b9b1993df0687cbeb5c,doc_8298e5ced77de97f1484dc2e,ttd_36a5bd3c4ad73b4a24b4e293,47,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0132_sr_e480b8e5fdfb34b4b7fef455.pdf#page=47,0,0,0,0,0,0,no,no,,4,1974,bounded_valid
cex_e8174b9b1993df0687cbeb5c,doc_8298e5ced77de97f1484dc2e,ttd_36a5bd3c4ad73b4a24b4e293,49,nearby,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0132_sr_e480b8e5fdfb34b4b7fef455.pdf#page=49,1400,3,41,0,1,9,no,no,,4,1974,bounded_valid
cex_e8174b9b1993df0687cbeb5c,doc_8298e5ced77de97f1484dc2e,ttd_36a5bd3c4ad73b4a24b4e293,1,context_front,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0132_sr_e480b8e5fdfb34b4b7fef455.pdf#page=1,121,0,4,0,0,0,no,no,,4,1974,bounded_valid
cex_10dba7e8a7f309dbc82d4dbc,doc_370282174ecf0fbeb0da12c3,ttd_1eceec0f78c5115c4fa34fe4,2,candidate,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0053_sr_72462740283d4ae26222e93a.pdf#page=2,1490,5,30,0,2,9,no,no,,6,5994,bounded_valid
cex_10dba7e8a7f309dbc82d4dbc,doc_370282174ecf0fbeb0da12c3,ttd_1eceec0f78c5115c4fa34fe4,1,nearby,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0053_sr_72462740283d4ae26222e93a.pdf#page=1,221,0,12,0,1,0,no,no,,6,5994,bounded_valid
cex_10dba7e8a7f309dbc82d4dbc,doc_370282174ecf0fbeb0da12c3,ttd_1eceec0f78c5115c4fa34fe4,3,nearby,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0053_sr_72462740283d4ae26222e93a.pdf#page=3,1477,4,28,0,1,0,yes,no,,6,5994,bounded_valid
cex_10dba7e8a7f309dbc82d4dbc,doc_370282174ecf0fbeb0da12c3,ttd_1eceec0f78c5115c4fa34fe4,6,candidate,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0053_sr_72462740283d4ae26222e93a.pdf#page=6,1496,1,36,0,0,7,no,no,,6,5994,bounded_valid
cex_10dba7e8a7f309dbc82d4dbc,doc_370282174ecf0fbeb0da12c3,ttd_1eceec0f78c5115c4fa34fe4,5,nearby,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0053_sr_72462740283d4ae26222e93a.pdf#page=5,1303,2,21,0,1,4,no,no,,6,5994,bounded_valid
cex_10dba7e8a7f309dbc82d4dbc,doc_370282174ecf0fbeb0da12c3,ttd_1eceec0f78c5115c4fa34fe4,7,nearby,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0053_sr_72462740283d4ae26222e93a.pdf#page=7,7,0,2,0,0,0,no,no,,6,5994,bounded_valid
cex_47fc35f9d528af0ec6185b9d,doc_04f12d902d6e4e983844ae8b,ttd_ec34d7978abf7b0f7a0ad879,9,candidate,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_2_live_attempt2_httpx/candidate_artifacts/content/0016_sr_8597d3a12fde454e0d499f62.pdf#page=9,1487,30,16,2,4,2,yes,no,,6,5999,bounded_valid
cex_47fc35f9d528af0ec6185b9d,doc_04f12d902d6e4e983844ae8b,ttd_ec34d7978abf7b0f7a0ad879,8,nearby,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_2_live_attempt2_httpx/candidate_artifacts/content/0016_sr_8597d3a12fde454e0d499f62.pdf#page=8,1499,3,22,0,4,3,no,no,,6,5999,bounded_valid
cex_47fc35f9d528af0ec6185b9d,doc_04f12d902d6e4e983844ae8b,ttd_ec34d7978abf7b0f7a0ad879,10,nearby,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_2_live_attempt2_httpx/candidate_artifacts/content/0016_sr_8597d3a12fde454e0d499f62.pdf#page=10,1497,2,69,0,0,0,yes,no,,6,5999,bounded_valid
cex_47fc35f9d528af0ec6185b9d,doc_04f12d902d6e4e983844ae8b,ttd_ec34d7978abf7b0f7a0ad879,18,candidate,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_2_live_attempt2_httpx/candidate_artifacts/content/0016_sr_8597d3a12fde454e0d499f62.pdf#page=18,1495,18,16,3,2,9,no,no,,6,5999,bounded_valid
cex_47fc35f9d528af0ec6185b9d,doc_04f12d902d6e4e983844ae8b,ttd_ec34d7978abf7b0f7a0ad879,17,nearby,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_2_live_attempt2_httpx/candidate_artifacts/content/0016_sr_8597d3a12fde454e0d499f62.pdf#page=17,19,0,2,0,0,0,no,no,,6,5999,bounded_valid
cex_47fc35f9d528af0ec6185b9d,doc_04f12d902d6e4e983844ae8b,ttd_ec34d7978abf7b0f7a0ad879,19,nearby,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_2_live_attempt2_httpx/candidate_artifacts/content/0016_sr_8597d3a12fde454e0d499f62.pdf#page=19,2,0,1,0,0,0,no,no,,6,5999,bounded_valid
cex_d007a3ad5fc6446b74229fa0,doc_05ae94499158f877b817c17f,ttd_eb174a76d03767000b80953b,2,candidate,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0010_sr_b9a2055dbdd4fd2994034acd.pdf#page=2,1485,5,27,0,2,6,yes,no,,6,5999,bounded_valid
cex_d007a3ad5fc6446b74229fa0,doc_05ae94499158f877b817c17f,ttd_eb174a76d03767000b80953b,1,nearby,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0010_sr_b9a2055dbdd4fd2994034acd.pdf#page=1,189,0,13,0,0,0,no,no,,6,5999,bounded_valid
