analytical_unit,channel_classification_basis,claim_ids,department,external_staffing_unit_id,field_name,hypothesis_class,municipality,normalized_value,observation_id,observation_type,period,raw_value,side,source_SHA_256,source_coordinate_input_sha256,staffing_hypothesis_type,terminal_match_status,unit
source_specific_staffing_observation,explicit reconciled side plus explicit staffing hypothesis type,MECH-06,police,EXTSTAFF-c7efcf87693bc4984d3fcd92,vacant_positions,supports_safety_pressure_channel,cog_2025_208895,Elimination of 4 patrol and storefront facility leases that will produce an annual recurring savings.,EXTRECON-3933f803aff34bec024e1c0d,vacant_position_observation,2023,Elimination of 4 patrol and storefront facility leases that will produce an annual recurring savings.,police,e14f456303bc17fe3f6bc9269457a075f3868b42cba186eccd87fc602e0739a3,3e2475b74f93675772564dae2012657d7b78cbf3ade67248e736f54d9fb847ff,vacancy_without_elimination,matched_staffing_ready,
source_specific_staffing_observation,explicit reconciled side plus explicit staffing hypothesis type,,police,EXTSTAFF-505243010687ec2cf3693245,vacancy_rate_explicit,supports_safety_pressure_channel,cog_2025_170985,70,EXTRECON-5f49fb6900604612a879b5a3,vacant_position_observation,2023,70,police,0e41b15ae9f4d49e9b97a0c880817807952f6643fce83e69813a2c3822bba46e,5879dfbf863198d303156ca6dff6fe3006374c39ca63598538e4db5b83ea6ad0,vacancy_without_elimination,matched_staffing_ready,
source_specific_staffing_observation,explicit reconciled side plus explicit staffing hypothesis type,,police,EXTSTAFF-c88e2df22a10ed2cfc6003db,vacancy_rate_explicit,supports_safety_pressure_channel,cog_2025_170985,363,EXTRECON-bc726bc131e984ff69bc1bb1,vacant_position_observation,2023,363,police,0e41b15ae9f4d49e9b97a0c880817807952f6643fce83e69813a2c3822bba46e,e45cd0fc2375c1dab674bab1281534e53d9fb5406b29f808c1df8e6e6565b77b,vacancy_without_elimination,matched_staffing_ready,
source_specific_staffing_observation,explicit reconciled side plus explicit staffing hypothesis type,,fire,EXTSTAFF-7ed673073a1e7dcdaa78f9dd,vacancy_rate_explicit,supports_safety_pressure_channel,cog_2025_170985,743,EXTRECON-7670cb923cf842c62d4c101e,vacant_position_observation,2023,743,fire,0e41b15ae9f4d49e9b97a0c880817807952f6643fce83e69813a2c3822bba46e,262df167f276c4874e392f04ad641ae930596d315740d8ec7c13fc7c41b0ca33,vacancy_without_elimination,matched_staffing_ready,
source_specific_staffing_observation,explicit reconciled side plus explicit staffing hypothesis type,MECH-06,fire,EXTSTAFF-cff08e11b5cde1791439fa15,vacant_positions,supports_safety_pressure_channel,cog_2025_170801,267,EXTRECON-54d1f12f10d98158a3917535,vacant_position_observation,undated,267,fire,3f2c815902ec5375f0f620c8e397662b4d3cc4478fa8dfe090b4401095eba9c4,2cb9558da453dfe8cd9c1f9422c5ad65214476ac7591b12fcd0e86e84e104289,vacancy_without_elimination,matched_staffing_ready,
source_specific_staffing_observation,explicit reconciled side plus explicit staffing hypothesis type,MECH-06,fire,EXTSTAFF-f194fabb2771094bafa830af,vacant_positions,supports_safety_pressure_channel,cog_2025_109487,40,EXTRECON-dc4a8b20668f646a5e5cfd06,vacant_position_observation,2019,40,fire,baff3a44f6ddfe8fe0a514b10b2fe18505322c5808514bb99c049bcc0e120b3b,328572756fcca702631235c21b1cf4a7963549f1731893103322735829f0e8cf,vacancy_without_elimination,matched_staffing_ready,
source_specific_staffing_observation,explicit reconciled side plus explicit staffing hypothesis type,MECH-06,police,EXTSTAFF-65a5c6630c47637b6c39a22c,vacant_positions,supports_safety_pressure_channel,cog_2025_109598,520,EXTRECON-4499658467bd39329f1c0986,vacant_position_observation,2019,"52,0",police,99451ae383390eddefab91ddedcbae983ff178c96f0f74ecedfeeff4e1a67d72,c12ab45aa57fe19e179f2351be839cb91e5d88a7a45b84d56524508addac30cd,vacancy_without_elimination,matched_staffing_ready,
source_specific_staffing_observation,explicit reconciled side plus explicit staffing hypothesis type,MECH-06,police,EXTSTAFF-d50e259f5d193ac9ac472c7b,vacant_positions,supports_safety_pressure_channel,cog_2025_211455,0,EXTRECON-0c1fd3c631a3e25260f95225,vacant_position_observation,2026,0.0,police,5a6137f1d06b07b795003014b55eae80159f43267e6eb2acf2576e7ba1caa57c,6cbeca8eeb6bae069b1a75d212be020e45e69b821febb748bc7eff3529a7db8f,vacancy_without_elimination,matched_staffing_ready,
source_specific_staffing_observation,explicit reconciled side plus explicit staffing hypothesis type,MECH-06,police,EXTSTAFF-ee4bd4c1edf484cd3877e66a,vacant_positions,supports_safety_pressure_channel,cog_2025_170794,"March 31, 2025",EXTRECON-dda238ede44c2d34d911017d,vacant_position_observation,undated,"March 31, 2025",police,3ec0ca4e769d98ada26fcfa37ae729fa224bc35f4fd57ca59f4837b9131bd7a8,b2a931bbc4ca8c8690be51457ff1fdfaadbeba8a48423f8b1d7cc2e9d7461cb3,vacancy_without_elimination,matched_staffing_ready,
source_specific_staffing_observation,explicit reconciled side plus explicit staffing hypothesis type,MECH-06,fire,EXTSTAFF-9deb51528885fae689109b58,vacant_positions,supports_safety_pressure_channel,cog_2025_170794,48,EXTRECON-2b7d68813cdc13568951a226,vacant_position_observation,undated,48,fire,3ec0ca4e769d98ada26fcfa37ae729fa224bc35f4fd57ca59f4837b9131bd7a8,f3e1f6425608313d167ccaaad03d08e97d5a20a94ca062b060a755bcee85753d,vacancy_without_elimination,matched_staffing_ready,
source_specific_staffing_observation,explicit reconciled side plus explicit staffing hypothesis type,,fire,EXTSTAFF-160242e3c25eb08d0307714f,vacancy_rate_explicit,supports_safety_pressure_channel,cog_2025_185062,277,EXTRECON-98d15a602c23d5211e155950,vacant_position_observation,2017,277,fire,7cca5cd64b21bafabe1a47d3adc73566b6e91b8f4cd34f1e8e9de688e15891a4,2a98408305b2b43650a77bb4d501ba814f4e6d7ceb1c5e2265f92bc1a49cf96b,vacancy_without_elimination,matched_staffing_ready,
source_specific_staffing_observation,explicit reconciled side plus explicit staffing hypothesis type,MECH-06,fire,EXTSTAFF-57415a0de729db9176635923,vacant_positions,supports_safety_pressure_channel,cog_2025_185062,28,EXTRECON-962b583b10b1b810d0c89d18,vacant_position_observation,2017,28,fire,7cca5cd64b21bafabe1a47d3adc73566b6e91b8f4cd34f1e8e9de688e15891a4,3c53a4f4e1e9a92b52c9bddc89cef149af856e9c3c0c9b9cc727b48d33edc555,vacancy_without_elimination,matched_staffing_ready,
source_specific_staffing_observation,explicit reconciled side plus explicit staffing hypothesis type,MECH-06,fire,EXTSTAFF-8b6c8c28d1fc1808d7ba4ee2,vacant_positions,supports_safety_pressure_channel,cog_2025_170800,5.9,EXTRECON-306e3dd300d34d54ce808325,vacant_position_observation,2024,5.9%,fire,3799bc9e8795d76104b51d8adc10e26f83c1a9976d8724377704486b7f205d87,301612c874da7df4b225ca878ee1ff1f4e2bce4ce9361acc6615d045f751b8cb,vacancy_without_elimination,matched_staffing_ready,
source_specific_staffing_observation,explicit reconciled side plus explicit staffing hypothesis type,MECH-06,fire,EXTSTAFF-86acf12a2ebbf1c605dc8ed9,vacant_positions,supports_safety_pressure_channel,cog_2025_170800,330,EXTRECON-e1bcb6a846fd5cc47726fd9d,vacant_position_observation,2024,330,fire,3799bc9e8795d76104b51d8adc10e26f83c1a9976d8724377704486b7f205d87,1d9b16dd9db97fb7243a14e4afc3037d2057aff14ec5e57bb70b145e11f3ded4,vacancy_without_elimination,matched_staffing_ready,
source_specific_staffing_observation,explicit reconciled side plus explicit staffing hypothesis type,MECH-06,fire,EXTSTAFF-d67f0cd1edb6aed3fca7e21f,vacant_positions,supports_safety_pressure_channel,cog_2025_131439,"March 31, 2024",EXTRECON-7c0b3c219fedd55cb095743b,vacant_position_observation,2024,"March 31, 2024",fire,a56bddfb8482e2b9a2fd219f050767dc289ab5a2c7c1e835925e7aac394fab60,7be8fa6434376203c1eb8affe08430fccded5aea34ea4e60d8033627912cb1f3,vacancy_without_elimination,matched_staffing_ready,
source_specific_staffing_observation,explicit reconciled side plus explicit staffing hypothesis type,MECH-06,police,EXTSTAFF-f994551b369bb0d2780f2ea7,vacant_positions,supports_safety_pressure_channel,cog_2025_209122,45,EXTRECON-923875eb732743916af8c605,vacant_position_observation,2024,45%,police,3850d2c2de89ea5384a5411759c22417670ee2f094294f40bd8a2c665d5de167,dc7349de4b96d954a2acec73276a8504cd60067b61a9a9831235007a1ad4d8e5,vacancy_without_elimination,matched_staffing_ready,
source_specific_staffing_observation,explicit reconciled side plus explicit staffing hypothesis type,MECH-06,police,EXTSTAFF-96cf715141269645c194406e,vacant_positions,supports_safety_pressure_channel,cog_2025_225354,2022,EXTRECON-97daa7d2d106cab7e4119627,vacant_position_observation,2022,2022,police,eb7e3c3624ba6feb74e1721e85e1ffcf9268e14875c38b6629d5811d3ee20e53,38a8a7e11a2ef2ea0b628108c253256f99f3ce56fe4309210cfd7cc2570e62b3,vacancy_without_elimination,matched_staffing_ready,
source_specific_staffing_observation,explicit reconciled side plus explicit staffing hypothesis type,,police,EXTSTAFF-93e14ccad2a85608bfb297b4,vacancy_rate_explicit,supports_safety_pressure_channel,cog_2025_204767,23,EXTRECON-728444ffacb8daed042fac4e,vacant_position_observation,undated,23%,police,8dc4c1e71bdbb0bb66780c53d3b5c8538086128a64f5513eae9d9250adf754da,92c0a5ade08737bf7ada2fc3134ed36b652b87b2c8c1561d96666b90fe223c36,vacancy_without_elimination,matched_staffing_ready,
source_specific_staffing_observation,explicit reconciled side plus explicit staffing hypothesis type,MECH-06,police,EXTSTAFF-08bc4ee97c10e5479cbbd6fe,vacant_positions,supports_safety_pressure_channel,cog_2025_184103,8.3,EXTRECON-7e32e6b4e5cb8e3a4d489e56,vacant_position_observation,undated-source-B4X2500LIVE-20260729-008912,8.3%,police,78be025517b14695592d4588e862498b297ca4405422bd6cd49985f6d40cd8ea,bef69cd86e9be11088198a81f75501cbb9d09bf631c58caae04ea011666ed086,vacancy_without_elimination,matched_staffing_ready,
source_specific_staffing_observation,explicit reconciled side plus explicit staffing hypothesis type,,police,EXTSTAFF-d846566d038b92790e51ff1a,vacancy_rate_explicit,supports_safety_pressure_channel,cog_2025_184103,27,EXTRECON-8842ca955c1f8ade6faf268f,vacant_position_observation,undated-source-B4X2500LIVE-20260729-008912,27,police,78be025517b14695592d4588e862498b297ca4405422bd6cd49985f6d40cd8ea,9d3033a5086fdd0193dda83508da448787a0fe488afc0c097de92c3ded3e215e,vacancy_without_elimination,matched_staffing_ready,
source_specific_staffing_observation,explicit reconciled side plus explicit staffing hypothesis type,MECH-06,fire,EXTSTAFF-5ceace33a64bb6c036549510,vacant_positions,supports_safety_pressure_channel,cog_2025_184103,9.3,EXTRECON-5b6599673e910490b73f0774,vacant_position_observation,undated-source-B4X2500LIVE-20260729-008912,9.3,fire,78be025517b14695592d4588e862498b297ca4405422bd6cd49985f6d40cd8ea,5b206b42bcbe88d066a9e49d3cd03ff438aadfb6440e5a8b10305018e5ad8b50,vacancy_without_elimination,matched_staffing_ready,
source_specific_staffing_observation,explicit reconciled side plus explicit staffing hypothesis type,MECH-06,police,EXTSTAFF-699d7d29d069645e50280b1c,vacant_positions,supports_safety_pressure_channel,cog_2025_171041,15,EXTRECON-5c8bba022a95d62620a94a9a,vacant_position_observation,2025,15,police,dba0d12b89c019c020244ca3717c09f3430264e634acaab4148b750d838eb653,048bf8c5217c0c749fb45e4ea9a16a8a003ed8d60f7ecb7cf6b119f492e23ed6,vacancy_without_elimination,matched_staffing_ready,
source_specific_staffing_observation,explicit reconciled side plus explicit staffing hypothesis type,MECH-06,unclear,EXTSTAFF-214e9b1e516993d0640ac2fa,vacant_positions,supports_safety_pressure_channel,cog_2025_172617,22,EXTRECON-bfe40ebf95320624e3152d17,vacant_position_observation,2024,22,fire,6eed9b03eec91225e5572ca6714e1976c8bef26a83ae12012f979c7681332890,9527581b3af83d6327dea73638c4c4a1740cb387072cae51b7de2303596c9e36,vacancy_without_elimination,matched_staffing_ready,
source_specific_staffing_observation,explicit reconciled side plus explicit staffing hypothesis type,,police,EXTSTAFF-08e64bec38fdc327bbfe9804,vacancy_rate_explicit,supports_safety_pressure_channel,cog_2025_207913,2025,EXTRECON-fec84cc77415a98e6b8260e2,vacant_position_observation,2021,2025,police,cb37fefa7ca38f6e0189e33fab2045dab79bb753730d60442999e87d121b7e5e,db0c75b930a2255563040bd91fe19c4495bc84a5af4908f4e5f784b4fb557535,vacancy_without_elimination,matched_staffing_ready,
source_specific_staffing_observation,explicit reconciled side plus explicit staffing hypothesis type,,police,EXTSTAFF-fcaf0ac605bfe702cd30acfd,vacancy_rate_explicit,supports_safety_pressure_channel,cog_2025_170800,774,EXTRECON-e666a638e3da70ac0427666c,vacant_position_observation,undated,774,police,e2197861bb7238485864db7e921d4a6ccf01fe63cf772bd96e51d24179d6c7ff,0376af5b26c811b4ba061a00c6e0fc6f4016ba8f78af12e42722db3c041531ce,vacancy_without_elimination,matched_staffing_ready,
source_specific_staffing_observation,explicit reconciled side plus explicit staffing hypothesis type,,fire,EXTSTAFF-2038f00e9504cce40eb0f2c0,vacancy_rate_explicit,supports_safety_pressure_channel,cog_2025_170800,743,EXTRECON-4d705a9e5b4eb3228db087c7,vacant_position_observation,undated,"743,",fire,e2197861bb7238485864db7e921d4a6ccf01fe63cf772bd96e51d24179d6c7ff,b3b424dd42ab7767289a00ec9f5e06e50ff246a0466c8099dfa9a23af8e663c6,vacancy_without_elimination,matched_staffing_ready,
source_specific_staffing_observation,explicit reconciled side plus explicit staffing hypothesis type,MECH-06,police,EXTSTAFF-c2620b205c78bf162d101a27,vacant_positions,supports_safety_pressure_channel,cog_2025_170800,3.7,EXTRECON-a21699d690625929babf14ef,vacant_position_observation,undated,3.7%,police,e2197861bb7238485864db7e921d4a6ccf01fe63cf772bd96e51d24179d6c7ff,24e4ac4dac27b317e67829f715f8ef963bfa46411c3d73afc2c9fb0a634d2244,vacancy_without_elimination,matched_staffing_ready,
source_specific_staffing_observation,explicit reconciled side plus explicit staffing hypothesis type,MECH-06,police,EXTSTAFF-d7ffa4526849cc753591819c,vacant_positions,supports_safety_pressure_channel,cog_2025_170800,48,EXTRECON-c60f1b066c437c0dcd9ae998,vacant_position_observation,undated,48,police,e2197861bb7238485864db7e921d4a6ccf01fe63cf772bd96e51d24179d6c7ff,8082cd450110350d05c5b5a266e1dbc5157e2be1277f6632e8b708a007c98f17,vacancy_without_elimination,matched_staffing_ready,
source_specific_staffing_observation,explicit reconciled side plus explicit staffing hypothesis type,,police,EXTSTAFF-a88df591f027878d296c05bb,vacancy_rate_explicit,supports_safety_pressure_channel,cog_2025_131402,330,EXTRECON-5dfd0659a639a78cae78167d,vacant_position_observation,undated,330,police,b9e80d11db56aabb56fbf048135d9ac32b73db3160871c13d84e8606db232d8c,5db13cf99beffcadaba6d24d2df9d71f9f6d97ccee85bc6910b21eafd84ed431,vacancy_without_elimination,matched_staffing_ready,
source_specific_staffing_observation,explicit reconciled side plus explicit staffing hypothesis type,MECH-06,fire,EXTSTAFF-0389d15db6daf216dc14749c,vacant_positions,supports_safety_pressure_channel,cog_2025_131402,38,EXTRECON-74570420a5341d04472f453a,vacant_position_observation,undated,38,fire,b9e80d11db56aabb56fbf048135d9ac32b73db3160871c13d84e8606db232d8c,22dc8e18e8c75113c5073a3190c8e8c5ef6dc473e5b2e1d6ccaee77bfcd5004a,vacancy_without_elimination,matched_staffing_ready,
source_specific_staffing_observation,explicit reconciled side plus explicit staffing hypothesis type,MECH-06,police,EXTSTAFF-80392214658b5ada2ad0ec02,vacant_positions,supports_safety_pressure_channel,cog_2025_131402,-24,EXTRECON-86c642e072558fa7d23f997c,vacant_position_observation,undated,-24,police,b9e80d11db56aabb56fbf048135d9ac32b73db3160871c13d84e8606db232d8c,572219ef74085577632ec13632acdcf752799d27dd27abbc2c4ba05db0e8df50,vacancy_without_elimination,matched_staffing_ready,
source_specific_staffing_observation,explicit reconciled side plus explicit staffing hypothesis type,MECH-06,fire,EXTSTAFF-ddbc125c3abe39836c88cecf,vacant_positions,supports_safety_pressure_channel,cog_2025_131402,23.4,EXTRECON-00ee7c8f1207ebfe3876fdb7,vacant_position_observation,undated,23.4,fire,b9e80d11db56aabb56fbf048135d9ac32b73db3160871c13d84e8606db232d8c,1b1f43cd36d660622ec7c8f53cb7e3b9573e2dbfc61a1074d3285093dde06aa3,vacancy_without_elimination,matched_staffing_ready,
source_specific_staffing_observation,explicit reconciled side plus explicit staffing hypothesis type,MECH-06,police,EXTSTAFF-19a633ba88ae1e218c4bcbdb,vacant_positions,supports_safety_pressure_channel,cog_2025_193897,1,EXTRECON-dd773f7c83584d6216b28816,vacant_position_observation,2015,"1,",police,11262a6a899c8062bae1ec9d397edef07b706137c475be4adb2ad98fc4d01b0d,4a6e3de32b3437c0ad6a5c1b20658a6501872b48ca4f2c68f0f149ee6d9799a9,vacancy_without_elimination,matched_staffing_ready,
source_specific_staffing_observation,explicit reconciled side plus explicit staffing hypothesis type,MECH-06,fire,EXTSTAFF-c5dc9aa5b817b5c457ad2511,vacant_positions,supports_safety_pressure_channel,cog_2025_162180,23,EXTRECON-96952ff93d0d20a67ba249a6,vacant_position_observation,2023,23,fire,0f97c73af92eeebf4f67a857c989627f135150096156db0f6db780eac3a3f0c0,46855df77739a48825ecea667127eab478e387feaf60dedbbd67afdf29159f77,vacancy_without_elimination,matched_staffing_ready,
source_specific_staffing_observation,explicit reconciled side plus explicit staffing hypothesis type,MECH-06,police,EXTSTAFF-327f3f2f6764f8f6eba11c70,vacant_positions,supports_safety_pressure_channel,cog_2025_194874,19,EXTRECON-a17459759f8f68ac35981526,vacant_position_observation,2026,19,police,ad5a70ca2253a90ec62d0ccc0a3fdfa591e34e6290253318d4dd0f2a6822e7b4,216e5e1c117fb2343838f5ebcc7ac7a632acf8b90301c7906a24c8bd74f704f3,vacancy_without_elimination,matched_staffing_ready,
source_specific_staffing_observation,explicit reconciled side plus explicit staffing hypothesis type,MECH-06,fire,EXTSTAFF-517dff0c4dd78f5f4b9d592a,vacant_positions,supports_safety_pressure_channel,cog_2025_208363,-2,EXTRECON-19a4d64facc11e9783f6336e,vacant_position_observation,2021,-2,fire,3596feaaf18a144b8e16cb96cd38bc4aed9c71552899d4bd5647db96a82d7974,98af5f7f8076e8da27239e0369cc32de6db608fde947695ad25364f9aa2a6328,vacancy_without_elimination,matched_staffing_ready,
source_specific_staffing_observation,explicit reconciled side plus explicit staffing hypothesis type,MECH-06,fire,EXTSTAFF-19319d72f29eb9af20e2e911,vacant_positions,supports_safety_pressure_channel,cog_2025_202206,4.7,EXTRECON-fd4172685bfb085c6097ea9a,vacant_position_observation,2024,4.7%,fire,cb2ffa05527f64d9b9f86d3a27c04d5e08d1b14168bea9bae650eea39336216a,19859b333c127bcb08c2c9917156960b26a1084a7f001781ea87d34941d123aa,vacancy_without_elimination,matched_staffing_ready,
source_specific_staffing_observation,explicit reconciled side plus explicit staffing hypothesis type,MECH-06,fire,EXTSTAFF-d8636cd0b90f6c3e014ce8d1,vacant_positions,supports_safety_pressure_channel,cog_2025_100699,"January 19, 2026",EXTRECON-801eee1731a796eb1e7375ef,vacant_position_observation,2024,"January 19, 2026",fire,fda84e0debaabfb40ab31e521209bac67e304d095a74f8f5292cbf3efafd1fa2,3956c8fbccb5424c3a568a63fed8312bba404863630c7b8420648288cd3cd3f4,vacancy_without_elimination,matched_staffing_ready,
source_specific_staffing_observation,explicit reconciled side plus explicit staffing hypothesis type,MECH-06,fire,EXTSTAFF-a510d40cc3744c53c949e087,vacant_positions,supports_safety_pressure_channel,cog_2025_131431,78,EXTRECON-18ef0944551598702ad5714b,vacant_position_observation,2024,78,fire,536e9a4a95abc12f681665504cbcecf7c50a65729e06814ae8f9bfa121390a4e,e1efc38684aff3cae49ebed6f9e13f0d5afb4e434234264e2c114bc0285178c8,vacancy_without_elimination,matched_staffing_ready,
source_specific_staffing_observation,explicit reconciled side plus explicit staffing hypothesis type,MECH-06,police,EXTSTAFF-467b829defd3f023452f09fa,vacant_positions,supports_safety_pressure_channel,cog_2025_170646,21,EXTRECON-96380f9f296c13820e61bf47,vacant_position_observation,2025,21,police,658a403131fb5d819fa7494dca86ed37ba2f975b387dd35f58f3442b0043bcbe,2086fea391d46d7213d5f847a2dd307f1e7505ae2b61593886937b6476c1a5fb,vacancy_without_elimination,matched_staffing_ready,
source_specific_staffing_observation,explicit reconciled side plus explicit staffing hypothesis type,,police,EXTSTAFF-45f5f747eab5678cae19e49d,vacancy_rate_explicit,supports_safety_pressure_channel,cog_2025_170985,13.2,EXTRECON-33ef18aca3f3aab64d5e09c8,vacant_position_observation,2023,13.2%,police,0e41b15ae9f4d49e9b97a0c880817807952f6643fce83e69813a2c3822bba46e,a67252a7d7e3f941dbbf0e023e589b4aa470745086acfc8e11c26ff4cd15a49d,vacancy_without_elimination,matched_staffing_ready,
source_specific_staffing_observation,explicit reconciled side plus explicit staffing hypothesis type,MECH-06,police,EXTSTAFF-87f03611bac8ea3301dede97,vacant_positions,supports_safety_pressure_channel,cog_2025_208467,2,EXTRECON-3981c14ea5bf3dd5d341feeb,vacant_position_observation,undated-source-B4X2500LIVE-20260729-000495,2.0,police,2d949f6fc49dca3e1f5895f364c84046f2fb06e8c55bad2ab93d5c61ef44149f,802ba7be8bcaf566d143822552906564e065b4bdeb6497c371d464cffd7d3cf1,vacancy_without_elimination,matched_staffing_ready,
source_specific_staffing_observation,explicit reconciled side plus explicit staffing hypothesis type,MECH-06,police,EXTSTAFF-3786f0a2c6618786567b7ec3,vacant_positions,supports_safety_pressure_channel,cog_2025_208467,"two Police Officers, one Records Management Specialist, two Parking Enforcement",EXTRECON-9ed02599463fe21f391ecdc2,vacant_position_observation,undated-source-B4X2500LIVE-20260729-000495,"two Police Officers, one Records Management Specialist, two Parking Enforcement",police,2d949f6fc49dca3e1f5895f364c84046f2fb06e8c55bad2ab93d5c61ef44149f,a90483c96d2e6c02314ec50a0182cfc322a37c3f14af5bb76a718337c7651e0d,vacancy_without_elimination,matched_staffing_ready,
source_specific_staffing_observation,explicit reconciled side plus explicit staffing hypothesis type,MECH-06,police,EXTSTAFF-ac01e56950a7d7b4d747a92e,vacant_positions,supports_safety_pressure_channel,cog_2025_193555,2020,EXTRECON-3ffb17ec080683f72b52b28e,vacant_position_observation,2025,2020,police,7ea83c3e6a1c675d0e27b3c61ada95cbd85344becde3adc0be48017e838a6e77,61b9d28a18f063dfb9c86065145a89db697043eb62a50959839dd4b5552be822,vacancy_without_elimination,matched_staffing_ready,
source_specific_staffing_observation,explicit reconciled side plus explicit staffing hypothesis type,MECH-06,unclear,EXTSTAFF-f72361e58746986665f89cc7,vacant_positions,supports_safety_pressure_channel,cog_2025_111011,3,EXTRECON-6238e6bb692f661909a62e35,vacant_position_observation,2016,3,safety_combined,b12763aeb0bb2371b17fea4b225bdbe592102b9b16b494633b22c8763d6c8666,29f8df02752cebf25e8a19f562af9437e1e950b70a0f9b5ec8b7a7bfaba79101,vacancy_without_elimination,matched_staffing_ready,
source_specific_staffing_observation,explicit reconciled side plus explicit staffing hypothesis type,MECH-06,police,EXTSTAFF-1f9cf2409f27486ac79aadfd,vacant_positions,supports_safety_pressure_channel,cog_2025_209417,84,EXTRECON-430652a0f97494e7c63c756c,vacant_position_observation,2022,84,police,831e0670d7fb6e077d11a6e12136ac146f7dce531848958a301fe19b735c5c81,6ca86614cbc32886401113709c663289a976bb8e271e207456f365606ccee0c3,vacancy_without_elimination,matched_staffing_ready,
source_specific_staffing_observation,explicit reconciled side plus explicit staffing hypothesis type,MECH-06,unclear,EXTSTAFF-d63172d957b16d0279d5a253,vacant_positions,supports_safety_pressure_channel,cog_2025_106593,1642680,EXTRECON-df3068649d48689e2c12b886,vacant_position_observation,2021,"1,642,680.00",fire,7bda6668e71807272c5b78eb51cad6157f60f4de49a51b843279364160e3c9d8,94f6f49e0ba578fe30b10faaa1905c04c314b4e1f7af71eb5de1ddb8390c0361,vacancy_without_elimination,matched_staffing_ready,
source_specific_staffing_observation,explicit reconciled side plus explicit staffing hypothesis type,MECH-06,unclear,EXTSTAFF-3bb2d4fd1874cca2dd44003c,vacant_positions,supports_safety_pressure_channel,cog_2025_170801,4.8,EXTRECON-1f679494fb5ec366f0b47709,vacant_position_observation,undated,$4.8,fire,3f2c815902ec5375f0f620c8e397662b4d3cc4478fa8dfe090b4401095eba9c4,e0d27b6f203ac5c63b5f0d09800f91d30f4f03070f2437c66fe3f6158afe176d,vacancy_without_elimination,matched_staffing_ready,
source_specific_staffing_observation,explicit reconciled side plus explicit staffing hypothesis type,MECH-06,police,EXTSTAFF-856e106d26f3611f4a232388,vacant_positions,supports_safety_pressure_channel,cog_2025_109598,4192,EXTRECON-9e119c047e8bfb356ac1bbd2,vacant_position_observation,2019,"419,2",police,99451ae383390eddefab91ddedcbae983ff178c96f0f74ecedfeeff4e1a67d72,794cbf84baaaffc1670f89f29bbf6fff55d74375719c50b66b15ef140b74c979,vacancy_without_elimination,matched_staffing_ready,
source_specific_staffing_observation,explicit reconciled side plus explicit staffing hypothesis type,MECH-06,police,EXTSTAFF-36ca4f72e472cddf45685463,vacant_positions,supports_safety_pressure_channel,cog_2025_109598,520,EXTRECON-531fd6cbb80fd739d02bf5c1,vacant_position_observation,2019,"52,0",police,99451ae383390eddefab91ddedcbae983ff178c96f0f74ecedfeeff4e1a67d72,2011af7ff42bfa49d2406b55b736cbd47be4ac4ce59b2ba675231e29b526f8f3,vacancy_without_elimination,matched_staffing_ready,
source_specific_staffing_observation,explicit reconciled side plus explicit staffing hypothesis type,MECH-06,police,EXTSTAFF-7ec2aebe1846d634bd90b280,vacant_positions,supports_safety_pressure_channel,cog_2025_211455,2,EXTRECON-403d5503d2220864820cb39e,vacant_position_observation,2026,2.0,police,5a6137f1d06b07b795003014b55eae80159f43267e6eb2acf2576e7ba1caa57c,4587ad70e62350ba9cadfa03aeba79509e27f4693f3aab9662b8b322fe7aff00,vacancy_without_elimination,matched_staffing_ready,
source_specific_staffing_observation,explicit reconciled side plus explicit staffing hypothesis type,MECH-06,police,EXTSTAFF-4bd184a8138e2fff8117df7a,vacant_positions,supports_safety_pressure_channel,cog_2025_170794,48,EXTRECON-f8731b4a84316c4bf302c01a,vacant_position_observation,undated,48,police,3ec0ca4e769d98ada26fcfa37ae729fa224bc35f4fd57ca59f4837b9131bd7a8,c9dec0869ab3ea28ebd5112354245607544c4324cab8f778cced5eca75e61cb6,vacancy_without_elimination,matched_staffing_ready,
source_specific_staffing_observation,explicit reconciled side plus explicit staffing hypothesis type,MECH-06,fire,EXTSTAFF-fa580efd24f8cd3de629f747,vacant_positions,supports_safety_pressure_channel,cog_2025_170800,743,EXTRECON-584266fffd930341e170fd48,vacant_position_observation,2024,743,fire,3799bc9e8795d76104b51d8adc10e26f83c1a9976d8724377704486b7f205d87,2e44f32e862072b0398a387d68c06da4ed553259709fd4f99b1a6dc2f11def15,vacancy_without_elimination,matched_staffing_ready,
source_specific_staffing_observation,explicit reconciled side plus explicit staffing hypothesis type,MECH-06,fire,EXTSTAFF-84d6a563dba95b063fef96eb,vacant_positions,supports_safety_pressure_channel,cog_2025_170800,19.1,EXTRECON-ec13de2c2d52a85f1f3e79f2,vacant_position_observation,2024,19.1,fire,3799bc9e8795d76104b51d8adc10e26f83c1a9976d8724377704486b7f205d87,2c5111228b1f355388fb06e6883859d1e9d7b20221dbbc8b927571c0426e1a83,vacancy_without_elimination,matched_staffing_ready,
