adjudication_performed,ambiguity_flags,canonical_external_ingestion_id,claim_linkage_status_after,compensation_basis_after,conflict_flags,conflict_reconciliation_status,department_after,expected_consequence_if_rejected,expected_consequence_if_upheld,external_administrative_observation_id,linked_claim_ids,municipality_after,pay_basis_after,period_after,proposed_analytical_role,reason_for_cross_examination,recommended_review_type,reconciled_external_observation_id,side_after,source_SHA_256,source_character_end,source_character_start,source_excerpt_or_table_row,source_page,source_row,source_table_id,mathematical_result,formula,numerator,denominator,supporting_or_countervailing_role,semantic_question_to_resolve,recommended_review_method,final_adjudication
False,,EXTINGEST-15a00b8c2fee9a496ff2643f,event_linked_claim_pending,unclear,,not_applicable,unclear,remove from claim evidence; preserve lineage,retain in bounded claim evidence,EXTOBS-407d384528df585ea7d9e5cc,,cog_2025_225518,unclear,2024,local_comparison_candidate,headline_or_local_comparison_candidate,direct manual source review,EXTRECON-b575cad770cf453b29360e47,unclear,c4bd6bfc739e09aa96648a5bf818be14a42966e09a1c595abb2ec911970be36a,,,West Pleasant View CDP,,206,html_table_1,external clean wage/growth matching remained zero; record retained for bounded semantic review,none unless an existing documentary calculation is explicitly carried,see linked analytical result,see linked analytical result,requires_semantic_review,Does the exact source coordinate support the proposed analytical role and bounded claim link?,direct manual source review,False
False,,EXTINGEST-13c192fe947d6c94f496c22d,event_linked_claim_pending,unclear,,not_applicable,police,remove from claim evidence; preserve lineage,retain in bounded claim evidence,EXTOBS-e44a47d38c2762e4ffd29a1a,,cog_2025_167803,unclear,2018,local_comparison_candidate,headline_or_local_comparison_candidate,direct manual source review,EXTRECON-ac21fe996a18a2a72f288ed9,police,0a7d025df19d36bd4126eec07f9bc7782ff402dc6fcb97b5da8a1dce3cd77319,8193,8189,2012,,,,external clean wage/growth matching remained zero; record retained for bounded semantic review,none unless an existing documentary calculation is explicitly carried,see linked analytical result,see linked analytical result,requires_semantic_review,Does the exact source coordinate support the proposed analytical role and bounded claim link?,direct manual source review,False
False,,EXTINGEST-79158156d5d01b039c09bbe1,event_linked_claim_pending,unclear,,not_applicable,unclear,remove from claim evidence; preserve lineage,retain in bounded claim evidence,EXTOBS-90583d5d11782e11ea86a48a,,cog_2025_171181,unclear,2020,local_comparison_candidate,headline_or_local_comparison_candidate,direct manual source review,EXTRECON-05aa4b163beca34f04276c28,unclear,eb4c42edf2369af9ef8cfbb50ed79bfb3863a70915be621daf7e2345c6f1cc41,334088,334086,15,130,,,external clean wage/growth matching remained zero; record retained for bounded semantic review,none unless an existing documentary calculation is explicitly carried,see linked analytical result,see linked analytical result,requires_semantic_review,Does the exact source coordinate support the proposed analytical role and bounded claim link?,direct manual source review,False
False,,EXTINGEST-eba1d8b3a8e1f7512f561fd8,event_linked_claim_pending,unclear,,not_applicable,unclear,remove from claim evidence; preserve lineage,retain in bounded claim evidence,EXTOBS-7e0db8e75410468ac37a02a8,,cog_2025_225678,unclear,undated-source-BRMGRS-20260802-5feb5a1c80793ddbf12b1d6d,local_comparison_candidate,headline_or_local_comparison_candidate,direct manual source review,EXTRECON-7390f7424133a14f3f8aab7f,unclear,774d643b6bdba6f27ad772facaefcd89b05f5ff0d450887ee70e289c79e8654a,15700,15696,2024,12,,,external clean wage/growth matching remained zero; record retained for bounded semantic review,none unless an existing documentary calculation is explicitly carried,see linked analytical result,see linked analytical result,requires_semantic_review,Does the exact source coordinate support the proposed analytical role and bounded claim link?,direct manual source review,False
False,,EXTINGEST-20c83e6786677fa10dc4190a,event_linked_claim_pending,staffing_or_non_compensation,,not_applicable,not_applicable,remove from claim evidence; preserve lineage,retain in bounded claim evidence,EXTOBS-94f52c7b6134b84c5ee0eb39,,cog_2025_202496,contextual_value,undated,contextual_only,headline_or_local_comparison_candidate,direct manual source review,EXTRECON-a084769b9dc5f181de682839,side_independent,08e43d0091c6472cf71201fd958c5a3c6bd3ba8c5923a72bdb07ae9356f41357,,,BERKS,,204,html_table_1,external clean wage/growth matching remained zero; record retained for bounded semantic review,none unless an existing documentary calculation is explicitly carried,see linked analytical result,see linked analytical result,requires_semantic_review,Does the exact source coordinate support the proposed analytical role and bounded claim link?,direct manual source review,False
False,,EXTINGEST-e8427df83f0fe0ba41cfd786,event_linked_claim_pending,unclear,,not_applicable,public_works,remove from claim evidence; preserve lineage,retain in bounded claim evidence,EXTOBS-f5ee09a061c99fb6ce3303e1,,cog_2025_189642,unclear,2026,local_comparison_candidate,headline_or_local_comparison_candidate,direct manual source review,EXTRECON-e38abb6c2815cac2b935822f,non_safety,bac5922f24c2b644a126f3355d0c7b03eeaac3565308f77de4f973d6a7f198dd,109762,109759,135,137,,,external clean wage/growth matching remained zero; record retained for bounded semantic review,none unless an existing documentary calculation is explicitly carried,see linked analytical result,see linked analytical result,requires_semantic_review,Does the exact source coordinate support the proposed analytical role and bounded claim link?,direct manual source review,False
False,,EXTINGEST-9ac3058e97c69b7335d25d97,event_linked_claim_pending,unclear,,not_applicable,unclear,remove from claim evidence; preserve lineage,retain in bounded claim evidence,EXTOBS-5d8a21ae6a7b5788e3054d7e,,cog_2025_175718,unclear,undated-source-B4X2500LIVE-20260729-002135,local_comparison_candidate,headline_or_local_comparison_candidate,direct manual source review,EXTRECON-245faa173bd165584357d23a,unclear,c192e341e8b36071706688345daa1923c8afe648c301b44a56b8306e29e14dae,492031,492027,2020,285,,,external clean wage/growth matching remained zero; record retained for bounded semantic review,none unless an existing documentary calculation is explicitly carried,see linked analytical result,see linked analytical result,requires_semantic_review,Does the exact source coordinate support the proposed analytical role and bounded claim link?,direct manual source review,False
False,,EXTINGEST-3af4e49ca7dd77086a18bc5e,event_linked_claim_pending,unclear,,not_applicable,unclear,remove from claim evidence; preserve lineage,retain in bounded claim evidence,EXTOBS-dbe539e2d5286e966c372d71,,cog_2025_131361,unclear,2026,local_comparison_candidate,headline_or_local_comparison_candidate,direct manual source review,EXTRECON-aa931c67d653aa8de3e1383b,unclear,116c9c009468b78c8f25459e9d246515587131c7f2abb10491757d91ce5e2da6,52,51,1,,,,external clean wage/growth matching remained zero; record retained for bounded semantic review,none unless an existing documentary calculation is explicitly carried,see linked analytical result,see linked analytical result,requires_semantic_review,Does the exact source coordinate support the proposed analytical role and bounded claim link?,direct manual source review,False
False,,EXTINGEST-fd0808554d85470530f8cdc3,event_linked_claim_pending,unclear,,not_applicable,unclear,remove from claim evidence; preserve lineage,retain in bounded claim evidence,EXTOBS-db5f9be18bb292732ee68fe6,,cog_2025_106593,unclear,2015,local_comparison_candidate,headline_or_local_comparison_candidate,direct manual source review,EXTRECON-da848f5ba4c45e499e221ca3,unclear,89bb23765fe80584c478e571e5897d23872a5493e6faa715ef8597d9716a337f,2825384,2825380,-776,181,,,external clean wage/growth matching remained zero; record retained for bounded semantic review,none unless an existing documentary calculation is explicitly carried,see linked analytical result,see linked analytical result,requires_semantic_review,Does the exact source coordinate support the proposed analytical role and bounded claim link?,direct manual source review,False
False,,EXTINGEST-71fd688f3a33be740a53e123,event_linked_claim_pending,staffing_or_non_compensation,,not_applicable,not_applicable,remove from claim evidence; preserve lineage,retain in bounded claim evidence,EXTOBS-dc57ab43304323f3e4c7b06d,,cog_2025_176226,contextual_value,2024,contextual_only,headline_or_local_comparison_candidate,direct manual source review,EXTRECON-1c2b9514ee2412ec303c587a,side_independent,99f40f753d62e4f3f09f2084b50c34a53890c6673c963ee3fffae73fdc0a960d,93860,93852,"$972,118",54,,,external clean wage/growth matching remained zero; record retained for bounded semantic review,none unless an existing documentary calculation is explicitly carried,see linked analytical result,see linked analytical result,requires_semantic_review,Does the exact source coordinate support the proposed analytical role and bounded claim link?,direct manual source review,False
False,,EXTINGEST-775c4749bcbfb75cc3c77bc7,event_linked_claim_pending,staffing_or_non_compensation,,not_applicable,not_applicable,remove from claim evidence; preserve lineage,retain in bounded claim evidence,EXTOBS-e6d64a6afa22711ce8862fa1,,cog_2025_207913,contextual_value,2021,contextual_only,headline_or_local_comparison_candidate,direct manual source review,EXTRECON-32582e8cc5aab89d14ee10f1,side_independent,3c390339ea9ccde411fde231f94b45281f001c84d1057c284e72ea1bb45746ea,710357,710350,"116,753",293,,,external clean wage/growth matching remained zero; record retained for bounded semantic review,none unless an existing documentary calculation is explicitly carried,see linked analytical result,see linked analytical result,requires_semantic_review,Does the exact source coordinate support the proposed analytical role and bounded claim link?,direct manual source review,False
False,,EXTINGEST-9c3cabb14488377239fcf109,event_linked_claim_pending,staffing_or_non_compensation,,not_applicable,not_applicable,remove from claim evidence; preserve lineage,retain in bounded claim evidence,EXTOBS-25df4023cc319de193a6d4fe,,cog_2025_134638,contextual_value,2025,contextual_only,headline_or_local_comparison_candidate,direct manual source review,EXTRECON-8f69b9793eec7e9acd270e44,side_independent,2a8c521043e1ef0ddd185cee4a4943f0d302daa9e13a63c0232328a2f323495a,,,X,,2,html_table_132,external clean wage/growth matching remained zero; record retained for bounded semantic review,none unless an existing documentary calculation is explicitly carried,see linked analytical result,see linked analytical result,requires_semantic_review,Does the exact source coordinate support the proposed analytical role and bounded claim link?,direct manual source review,False
False,,EXTINGEST-5c9ff22be980a4931430aef7,event_linked_claim_pending,salary_schedule_rate,,not_applicable,unclear,remove from claim evidence; preserve lineage,retain in bounded claim evidence,EXTOBS-c478be03531d316cd5fc67f6,,cog_2025_134638,unclear,2025,growth_candidate,headline_or_local_comparison_candidate,direct manual source review,EXTRECON-035c0b052ee25c5c72e14c55,unclear,2a8c521043e1ef0ddd185cee4a4943f0d302daa9e13a63c0232328a2f323495a,,,14,,5,html_table_814,external clean wage/growth matching remained zero; record retained for bounded semantic review,none unless an existing documentary calculation is explicitly carried,see linked analytical result,see linked analytical result,requires_semantic_review,Does the exact source coordinate support the proposed analytical role and bounded claim link?,direct manual source review,False
False,,EXTINGEST-f33f84d6ed100a22a4e001e7,event_linked_claim_pending,unclear,,not_applicable,police,remove from claim evidence; preserve lineage,retain in bounded claim evidence,EXTOBS-6ae9c7e4527983afe79c1030,,cog_2025_209858,unclear,2022,local_comparison_candidate,headline_or_local_comparison_candidate,direct manual source review,EXTRECON-e670fefc4a62f0adaf56db4c,police,9eadc7352a1ecc7727b3bcfca3480eb26498634a643eb40b5c55a3eaf714a588,932628,932626,21,,,,external clean wage/growth matching remained zero; record retained for bounded semantic review,none unless an existing documentary calculation is explicitly carried,see linked analytical result,see linked analytical result,requires_semantic_review,Does the exact source coordinate support the proposed analytical role and bounded claim link?,direct manual source review,False
False,,EXTINGEST-8d44fff66b0d17c3e18b30d6,event_linked_claim_pending,staffing_or_non_compensation,,not_applicable,not_applicable,remove from claim evidence; preserve lineage,retain in bounded claim evidence,EXTOBS-debd1b4e833f64c5107143c6,,cog_2025_211757,contextual_value,2025,contextual_only,headline_or_local_comparison_candidate,direct manual source review,EXTRECON-859854cbe33f7febecff08d8,side_independent,9a3e3117f33a899532477a6e21cb9d17fc71fc2f78bc60ebcefe6006186ba029,,,"Land area in square miles, 2020",,4,html_table_4,external clean wage/growth matching remained zero; record retained for bounded semantic review,none unless an existing documentary calculation is explicitly carried,see linked analytical result,see linked analytical result,requires_semantic_review,Does the exact source coordinate support the proposed analytical role and bounded claim link?,direct manual source review,False
False,,EXTINGEST-bcf0204bc3f5fbb43eb14268,event_linked_claim_pending,salary_schedule_rate,,not_applicable,unclear,remove from claim evidence; preserve lineage,retain in bounded claim evidence,EXTOBS-b881d1c76f646897b4f96d41,,cog_2025_225686,unclear,2021,growth_candidate,headline_or_local_comparison_candidate,direct manual source review,EXTRECON-8b1bbb7325dbde31be944e8a,unclear,2d76c6635af4bf882d7ed9df93094660b17895f717b5d78a009bdaeac0635be5,,,11,,2,html_table_954,external clean wage/growth matching remained zero; record retained for bounded semantic review,none unless an existing documentary calculation is explicitly carried,see linked analytical result,see linked analytical result,requires_semantic_review,Does the exact source coordinate support the proposed analytical role and bounded claim link?,direct manual source review,False
False,,EXTINGEST-f832a3075dce41c0cc6cd32f,event_linked_claim_pending,unclear,,not_applicable,unclear,remove from claim evidence; preserve lineage,retain in bounded claim evidence,EXTOBS-ae7e3b40ed2e7b2ec18e8a04,,cog_2025_194692,unclear,2025,local_comparison_candidate,headline_or_local_comparison_candidate,direct manual source review,EXTRECON-6d217f6ad2add894bc07d523,unclear,37f5c09327b5b96276da47edcfa3af05b058882aa7af41a497b9fc23e3c544e6,,,[3].spatialCoverage.additionalProperty[14].@type,,136,embedded_1,external clean wage/growth matching remained zero; record retained for bounded semantic review,none unless an existing documentary calculation is explicitly carried,see linked analytical result,see linked analytical result,requires_semantic_review,Does the exact source coordinate support the proposed analytical role and bounded claim link?,direct manual source review,False
False,,EXTINGEST-37f15f19a490cb0cc8a619d9,event_linked_claim_pending,unclear,,not_applicable,unclear,remove from claim evidence; preserve lineage,retain in bounded claim evidence,EXTOBS-8c0ddca09131cb5bbd01c9be,,cog_2025_165851,unclear,2024,local_comparison_candidate,headline_or_local_comparison_candidate,direct manual source review,EXTRECON-60a9575d9dee64a21fbdaf09,unclear,060a55aac68dd245a5c2d520e6f141393933a35f14ee94c6c303366bf83090bd,1087084,1087082,13,579,,,external clean wage/growth matching remained zero; record retained for bounded semantic review,none unless an existing documentary calculation is explicitly carried,see linked analytical result,see linked analytical result,requires_semantic_review,Does the exact source coordinate support the proposed analytical role and bounded claim link?,direct manual source review,False
False,,EXTINGEST-7ce72ccfff1336bc92f79d3b,event_linked_claim_pending,base_salary,,not_applicable,unclear,remove from claim evidence; preserve lineage,retain in bounded claim evidence,EXTOBS-b40f95d858052522382d5645,,cog_2025_139401,annual_salary,2022,local_comparison_candidate,headline_or_local_comparison_candidate,direct manual source review,EXTRECON-e2e2136ed315d012bc793ea7,unclear,5b25bb585b28bf2ab25212e5ba769eaa29bf2108a24352e30f22bfa5f7694b1f,11263,11256,"$20,000",8,,,external clean wage/growth matching remained zero; record retained for bounded semantic review,none unless an existing documentary calculation is explicitly carried,see linked analytical result,see linked analytical result,requires_semantic_review,Does the exact source coordinate support the proposed analytical role and bounded claim link?,direct manual source review,False
False,,EXTINGEST-6298447dd1686f5fce219644,event_linked_claim_pending,unclear,,not_applicable,finance,remove from claim evidence; preserve lineage,retain in bounded claim evidence,EXTOBS-20e5e341d038ec373e61c44f,,cog_2025_162791,unclear,undated-source-B4X2500LIVE-20260729-005063,local_comparison_candidate,headline_or_local_comparison_candidate,direct manual source review,EXTRECON-c1ad4a4416711f13a97f73d5,non_safety,a71405c69d1c2e07fae9d7edf25a4c42f767f578a6fb868de9136295eecff7d8,,,OFFICE OF THE COMPTROLLER,,1192,html_table_1,external clean wage/growth matching remained zero; record retained for bounded semantic review,none unless an existing documentary calculation is explicitly carried,see linked analytical result,see linked analytical result,requires_semantic_review,Does the exact source coordinate support the proposed analytical role and bounded claim link?,direct manual source review,False
False,,EXTINGEST-bc2f0489398277d70894d3ee,event_linked_claim_pending,unclear,,not_applicable,unclear,remove from claim evidence; preserve lineage,retain in bounded claim evidence,EXTOBS-db76519096ac7e258028aa0d,,cog_2025_172701,unclear,2017,local_comparison_candidate,headline_or_local_comparison_candidate,direct manual source review,EXTRECON-2d08dce9fba6bb87f7c4f236,unclear,9f87c87b5852273415f4b6115984aca130186a88a8a80a53d50c560371c0de06,152255,152253,"1,",,,,external clean wage/growth matching remained zero; record retained for bounded semantic review,none unless an existing documentary calculation is explicitly carried,see linked analytical result,see linked analytical result,requires_semantic_review,Does the exact source coordinate support the proposed analytical role and bounded claim link?,direct manual source review,False
False,,EXTINGEST-da4d22350b6de0cd49bc800d,event_linked_claim_pending,unclear,,not_applicable,unclear,remove from claim evidence; preserve lineage,retain in bounded claim evidence,EXTOBS-114c86e540b74ef9feb5b56c,,cog_2025_209429,unclear,2026,local_comparison_candidate,headline_or_local_comparison_candidate,direct manual source review,EXTRECON-f61a7cb754d01b05d1dd080b,unclear,405003379e6e99da6bfb38791bb93de1d40db4c1feb8537c3c624cf72cbe8719,132711,132708,159,128,,,external clean wage/growth matching remained zero; record retained for bounded semantic review,none unless an existing documentary calculation is explicitly carried,see linked analytical result,see linked analytical result,requires_semantic_review,Does the exact source coordinate support the proposed analytical role and bounded claim link?,direct manual source review,False
False,,EXTINGEST-98bed83e634717ed64e91732,event_linked_claim_pending,unclear,,not_applicable,unclear,remove from claim evidence; preserve lineage,retain in bounded claim evidence,EXTOBS-cf2f07e0bde0ea43b4404f07,,cog_2025_128411,unclear,2025,local_comparison_candidate,headline_or_local_comparison_candidate,direct manual source review,EXTRECON-ffa279801d3023c3c3c6fe31,unclear,1b36fb777f4df7c29e23449873f3a7c382c83cb9bb0da2806e4360f248298ccf,,,ARFC US ARMY FORCES COMMAND,,3,html_table_741,external clean wage/growth matching remained zero; record retained for bounded semantic review,none unless an existing documentary calculation is explicitly carried,see linked analytical result,see linked analytical result,requires_semantic_review,Does the exact source coordinate support the proposed analytical role and bounded claim link?,direct manual source review,False
False,,EXTINGEST-2ef5004da0e5264735a5b9ff,event_linked_claim_pending,salary_schedule_rate,,not_applicable,unclear,remove from claim evidence; preserve lineage,retain in bounded claim evidence,EXTOBS-2fdd2cc65c0a1e717a574422,,cog_2025_128411,unclear,2025,growth_candidate,headline_or_local_comparison_candidate,direct manual source review,EXTRECON-98673187fc2cc95331bc8e5d,unclear,1b36fb777f4df7c29e23449873f3a7c382c83cb9bb0da2806e4360f248298ccf,,,11,,4,html_table_1770,external clean wage/growth matching remained zero; record retained for bounded semantic review,none unless an existing documentary calculation is explicitly carried,see linked analytical result,see linked analytical result,requires_semantic_review,Does the exact source coordinate support the proposed analytical role and bounded claim link?,direct manual source review,False
False,,EXTINGEST-851f012c2021ad4de3968ae2,event_linked_claim_pending,salary_schedule_rate,,not_applicable,unclear,remove from claim evidence; preserve lineage,retain in bounded claim evidence,EXTOBS-eaa7eb8407a62e07fc5d0887,,cog_2025_102595,unclear,2017,growth_candidate,headline_or_local_comparison_candidate,direct manual source review,EXTRECON-779ab1634ec8d5deb8b92df1,unclear,a56e3aaa2e194992bb6d6a8a97acf430014db5bdc8f9b07482fd7e322afad55e,390260,390259,4,193,,,external clean wage/growth matching remained zero; record retained for bounded semantic review,none unless an existing documentary calculation is explicitly carried,see linked analytical result,see linked analytical result,requires_semantic_review,Does the exact source coordinate support the proposed analytical role and bounded claim link?,direct manual source review,False
False,,EXTINGEST-80df56321ef5b31b7e4bf8f2,event_linked_claim_pending,unclear,,not_applicable,unclear,remove from claim evidence; preserve lineage,retain in bounded claim evidence,EXTOBS-98c2dc5978e0396fe3cd544c,,cog_2025_170188,unclear,2022,local_comparison_candidate,headline_or_local_comparison_candidate,direct manual source review,EXTRECON-a9988dc8db08dda20b1f70c0,unclear,df20c3d13fe568917eafe7d59b70f2d7ceaf0e2c3ae3a2e90f63343fab551b58,135925,135917,01/01/20,,,,external clean wage/growth matching remained zero; record retained for bounded semantic review,none unless an existing documentary calculation is explicitly carried,see linked analytical result,see linked analytical result,requires_semantic_review,Does the exact source coordinate support the proposed analytical role and bounded claim link?,direct manual source review,False
False,,EXTINGEST-3d2381ab3497c920d7d8472e,event_linked_claim_pending,staffing_or_non_compensation,,not_applicable,not_applicable,remove from claim evidence; preserve lineage,retain in bounded claim evidence,EXTOBS-fa4abce6859a4feb048546bd,,cog_2025_170738,contextual_value,undated,contextual_only,headline_or_local_comparison_candidate,direct manual source review,EXTRECON-e61bab32ca997a6528a397ec,side_independent,347fdeb8c5c212de164c6355e630aeec3ff707c1add1dc81b09f412177f9b964,,,Essex,,311,html_table_1,external clean wage/growth matching remained zero; record retained for bounded semantic review,none unless an existing documentary calculation is explicitly carried,see linked analytical result,see linked analytical result,requires_semantic_review,Does the exact source coordinate support the proposed analytical role and bounded claim link?,direct manual source review,False
False,,EXTINGEST-1a5776ad21eea542fde4a5b8,event_linked_claim_pending,unclear,,not_applicable,unclear,remove from claim evidence; preserve lineage,retain in bounded claim evidence,EXTOBS-af373f8ae22297d3d2fa45a3,,cog_2025_194989,unclear,2023,local_comparison_candidate,headline_or_local_comparison_candidate,direct manual source review,EXTRECON-7eafd42fee0b74e5194814d0,unclear,78e181e96c453da29e154b7372fd7a4899aa1706c59b926b7c350d8270c0de0a,,,18-249 -Hilltop in Highlands Agreement,,6,html_table_10,external clean wage/growth matching remained zero; record retained for bounded semantic review,none unless an existing documentary calculation is explicitly carried,see linked analytical result,see linked analytical result,requires_semantic_review,Does the exact source coordinate support the proposed analytical role and bounded claim link?,direct manual source review,False
False,,EXTINGEST-c3bc5cd311433d26517c77bf,event_linked_claim_pending,unclear,,not_applicable,unclear,remove from claim evidence; preserve lineage,retain in bounded claim evidence,EXTOBS-4243d9f061461ce3512c96d3,,cog_2025_212039,unclear,2020,local_comparison_candidate,headline_or_local_comparison_candidate,direct manual source review,EXTRECON-7aebb60848b43a9e09bd3ada,unclear,388ac419ef5b68ed1e1d04190977097add34bf67144715e32fda0ef3587f31cc,260230,260229,3,79,,,external clean wage/growth matching remained zero; record retained for bounded semantic review,none unless an existing documentary calculation is explicitly carried,see linked analytical result,see linked analytical result,requires_semantic_review,Does the exact source coordinate support the proposed analytical role and bounded claim link?,direct manual source review,False
False,,EXTINGEST-ecc98fce16daacde52c4a42d,event_linked_claim_pending,unclear,,not_applicable,unclear,remove from claim evidence; preserve lineage,retain in bounded claim evidence,EXTOBS-e736cc1aaac84bf5b7656df7,,cog_2025_170801,unclear,undated,local_comparison_candidate,headline_or_local_comparison_candidate,direct manual source review,EXTRECON-2adb4ce891ecf2cdfc03f8b1,unclear,c0c9cda80f661cf2dd1828c83c5a6522aebea9fbbbe8bc3da499a33d006e4e8e,,,"Senior Vocational Rehabilitation Counselor, (Open to New York State Employees Only), (Bronx) Box OSEA-315/45613",,693,html_table_1,external clean wage/growth matching remained zero; record retained for bounded semantic review,none unless an existing documentary calculation is explicitly carried,see linked analytical result,see linked analytical result,requires_semantic_review,Does the exact source coordinate support the proposed analytical role and bounded claim link?,direct manual source review,False
False,,EXTINGEST-6cbc11c9962ad8228248a9cd,event_linked_claim_pending,staffing_or_non_compensation,,not_applicable,parks_and_recreation,remove from claim evidence; preserve lineage,retain in bounded claim evidence,EXTOBS-fd655f2dc485bfa2c0cbaca9,,cog_2025_170801,contextual_value,undated,contextual_only,headline_or_local_comparison_candidate,direct manual source review,EXTRECON-f430ec7507d3c699128b8345,non_safety,c0c9cda80f661cf2dd1828c83c5a6522aebea9fbbbe8bc3da499a33d006e4e8e,,,Albany,,700,html_table_1,external clean wage/growth matching remained zero; record retained for bounded semantic review,none unless an existing documentary calculation is explicitly carried,see linked analytical result,see linked analytical result,requires_semantic_review,Does the exact source coordinate support the proposed analytical role and bounded claim link?,direct manual source review,False
False,,EXTINGEST-e0705f55f82134732133fa3c,event_linked_claim_pending,staffing_or_non_compensation,,not_applicable,not_applicable,remove from claim evidence; preserve lineage,retain in bounded claim evidence,EXTOBS-5cf5ad9f6ab6ba0f28a86696,,cog_2025_166728,contextual_value,undated-source-CBSRD-20260728-866a717685765606272b,contextual_only,headline_or_local_comparison_candidate,direct manual source review,EXTRECON-a0855ca2a7317d36ae0036d2,side_independent,d9a27e1e3b31f981633de783c39e335328d43d38ce547d05c09af59de8013413,295060,295012,Sum adjusted unit type population for all CVTs.,105,,,external clean wage/growth matching remained zero; record retained for bounded semantic review,none unless an existing documentary calculation is explicitly carried,see linked analytical result,see linked analytical result,requires_semantic_review,Does the exact source coordinate support the proposed analytical role and bounded claim link?,direct manual source review,False
False,,EXTINGEST-3700d8ec15cfc837c83ec1a1,event_linked_claim_pending,staffing_or_non_compensation,,not_applicable,not_applicable,remove from claim evidence; preserve lineage,retain in bounded claim evidence,EXTOBS-f60d8f513da081ef7f1ae165,,cog_2025_131201,contextual_value,2022,contextual_only,headline_or_local_comparison_candidate,direct manual source review,EXTRECON-e6a5c946e9c662ee903cf0a5,side_independent,2c668cd764da3f8e3f6d306d36306fd084a29b2f7e64e61ed874b8e82d333f3e,,,930,,1112,html_table_1,external clean wage/growth matching remained zero; record retained for bounded semantic review,none unless an existing documentary calculation is explicitly carried,see linked analytical result,see linked analytical result,requires_semantic_review,Does the exact source coordinate support the proposed analytical role and bounded claim link?,direct manual source review,False
False,,EXTINGEST-6ec11d3dd6f08fb31756d45f,event_linked_claim_pending,unclear,,not_applicable,unclear,remove from claim evidence; preserve lineage,retain in bounded claim evidence,EXTOBS-8bfebef09c1077e9f7e5b88b,,cog_2025_194229,unclear,undated-source-B4X2500LIVE-20260729-003392,local_comparison_candidate,headline_or_local_comparison_candidate,direct manual source review,EXTRECON-9949df808707b40e64d69b1f,unclear,6b4307cf67d12eaa758ce9c3eb81fad6f8562a398818a70e4de9c4a918ea92da,66698,66695,400,30,,,external clean wage/growth matching remained zero; record retained for bounded semantic review,none unless an existing documentary calculation is explicitly carried,see linked analytical result,see linked analytical result,requires_semantic_review,Does the exact source coordinate support the proposed analytical role and bounded claim link?,direct manual source review,False
False,,EXTINGEST-487145e1d86c4ae736a4a7d2,event_linked_claim_pending,regular_earnings,,not_applicable,unclear,remove from claim evidence; preserve lineage,retain in bounded claim evidence,EXTOBS-91a44727ef322a862ae62813,,cog_2025_209578,regular_earnings,2025,local_comparison_candidate,headline_or_local_comparison_candidate,direct manual source review,EXTRECON-7b59d6b7a7b2d18ba5d8c284,unclear,a26fae862526f903f151ba1222b53fb0bd9f2311af67750f14271581b2509f3b,167886,167880,"40,000",122,,,external clean wage/growth matching remained zero; record retained for bounded semantic review,none unless an existing documentary calculation is explicitly carried,see linked analytical result,see linked analytical result,requires_semantic_review,Does the exact source coordinate support the proposed analytical role and bounded claim link?,direct manual source review,False
False,,EXTINGEST-8eb14640b75dc8d18e332bb1,event_linked_claim_pending,unclear,,not_applicable,unclear,remove from claim evidence; preserve lineage,retain in bounded claim evidence,EXTOBS-84f9642848a1156ea2534947,,cog_2025_211398,unclear,2024,local_comparison_candidate,headline_or_local_comparison_candidate,direct manual source review,EXTRECON-5164f5e7168e8f51907c32b2,unclear,308f58d7d8b41d159627d4ea4f95bea2fd6cf1adcbb548f3d43bd86517be5073,567767,567764,100,314,,,external clean wage/growth matching remained zero; record retained for bounded semantic review,none unless an existing documentary calculation is explicitly carried,see linked analytical result,see linked analytical result,requires_semantic_review,Does the exact source coordinate support the proposed analytical role and bounded claim link?,direct manual source review,False
False,,EXTINGEST-0050971508a104d29d6c733e,event_linked_claim_pending,unclear,,not_applicable,unclear,remove from claim evidence; preserve lineage,retain in bounded claim evidence,EXTOBS-941fdcbe09a3bc5c0c5bb24f,,cog_2025_127910,unclear,2025,local_comparison_candidate,headline_or_local_comparison_candidate,direct manual source review,EXTRECON-98925c6ebb1fc0d1e8691a38,unclear,86c4d6e00b8d35339b10577a5eedfe2df3958ec907daae0f10793377d476135e,228137,228133,2025,164,,,external clean wage/growth matching remained zero; record retained for bounded semantic review,none unless an existing documentary calculation is explicitly carried,see linked analytical result,see linked analytical result,requires_semantic_review,Does the exact source coordinate support the proposed analytical role and bounded claim link?,direct manual source review,False
False,,EXTINGEST-3e913f76292685fbab9e1a26,event_linked_claim_pending,unclear,,not_applicable,unclear,remove from claim evidence; preserve lineage,retain in bounded claim evidence,EXTOBS-822d16d4734740b0f35f9edd,,cog_2025_166888,unclear,2023,local_comparison_candidate,headline_or_local_comparison_candidate,direct manual source review,EXTRECON-5a1b752a952f94180ba7be33,unclear,4f88c8d589eee054eb4076e060c8eae1a2fb5e698d5b0caad78ecf9c30ff596c,1280405,1280403,00,191,,,external clean wage/growth matching remained zero; record retained for bounded semantic review,none unless an existing documentary calculation is explicitly carried,see linked analytical result,see linked analytical result,requires_semantic_review,Does the exact source coordinate support the proposed analytical role and bounded claim link?,direct manual source review,False
