normalization_id,normalization_prep_id,span_rating_id,source_rating_id,span_id,retained_source_id,candidate_id,municipality,state,region,source_type,source_family,cba_non_cba_hint,evidence_category,evidence_family,claim_readiness_bucket,downstream_use_bucket,raw_span_snippet,raw_bounded_context_snippet,raw_value_tokens,raw_percent_tokens,raw_period_tokens,normalized_value,normalized_value_candidates,normalized_value_min,normalized_value_max,normalized_value_type,normalized_pay_basis,normalized_period_start,normalized_period_end,normalized_period_label,normalized_period_status,normalized_role_unit,normalized_side_label,compensation_type,normalization_status,normalization_confidence,normalization_caveats,normalization_repair_codes,reconciliation_confidence,reconciliation_reason_codes,source_title,page_location_pointer,source_locator_lineage,bounded_snippet_reference,hourly_annual_conversion_performed,imputed_hours_weeks_fte
BRMQNORM-20260803-fc74cbd7cc39215eb902d225,BRMNORMPREP-20260803-458bb70d92eb04a0266f6505,BRMGRT-20260802-61bd08615487872ae8807051,BRMGRS-20260802-7b822b7a2d8e3ad1b955336e,BRMSPAN-20260802-faafec203675de1c2d4fe1b7,RMSRD-20260802-3e42c9683da49651b64c,BRM5C-BRM5-20260731-17859-01,Harmony,NJ,Northeast,pdf,budget_or_pay_plan,non_cba_or_unresolved_hint,quant_budget_or_pay_plan_amount,quantitative_compensation,source_navigation_or_reference_only,exclude_or_write_off,"Municipal Budget of the Township of Harmony, County of Warren for the Fiscal Year 2017
",,[],[],"[""2017""]",,[],,,,budget_amount,2017,2017,2017,explicit_or_bounded_repair,not_applicable,write_off,budget_or_pay_plan,write_off_exclude,low,"[""no_explicit_normalizable_value_token"",""role_unit_anchor_unresolved_or_not_applicable"",""final_side_label_write_off""]",[],low,"[""not_useful_for_side_sensitive_downstream_work""]",Harmony Township 2017 Municipal Budget (Adopted) - User Friendly Budget Section (Budgeted Personnel Costs),16829,"{""candidate_id"": ""BRM5C-BRM5-20260731-17859-01"", ""final"": ""https://harmonytwp-nj.gov/wp-content/uploads/2023/03/harmony-budget-2017-Adopted.pdf"", ""original"": ""https://harmonytwp-nj.gov/wp-content/uploads/2023/03/harmony-budget-2017-Adopted.pdf"", ""scout_target_id"": ""BRM5-20260731-17859""}",docs/analysis/compensation_extraction/BROAD-STATE-REMAINING-MUNICIPALITIES-SPAN-EXTRACTION-2026-08-02/merged_compensation_evidence_spans.csv#span_id=BRMSPAN-20260802-faafec203675de1c2d4fe1b7,false,false
BRMQNORM-20260803-fc7f6f4ee647e7ff64312517,BRMNORMPREP-20260803-74d7fab9ed52d8d5c092ba6e,BRMGRT-20260802-69d3175e0d9c5a093b83d38b,BRMGRS-20260802-2d055658cac6a293ba22179d,BRMSPAN-20260802-94ea738bf6290c485bc2e4f6,RMSRD-20260802-759cdd410f030a2ba803,BRM5C-BRM5-20260731-17159-02,Bazetta,OH,Midwest,pdf,cba,cba_arbitration_factfinding_hint,quant_allowance_or_reimbursement,quantitative_compensation,source_navigation_or_reference_only,exclude_or_write_off,"Employee Liability (PAGE 29) Clothing Allowance (PAGE 46)
",,[],[],"[""February 28, 2021"",""March 1, 2018""]",,[],,,,allowance,2018,2021,2018–2021,explicit_or_bounded_repair,fire_role,fire_direct,allowance_reimbursement,needs_value_review,low,"[""no_explicit_normalizable_value_token""]",[],high,"[""source_title_anchor:fire_direct""]","Collective Bargaining Agreement (Bazetta Township Trustees and International Association of Fire Fighters Local #3703) — Effective March 1, 2018 to February 28, 2021",4620,"{""candidate_id"": ""BRM5C-BRM5-20260731-17159-02"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2020/20-MED-12-1409.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2020/20-MED-12-1409.pdf"", ""scout_target_id"": ""BRM5-20260731-17159""}",docs/analysis/compensation_extraction/BROAD-STATE-REMAINING-MUNICIPALITIES-SPAN-EXTRACTION-2026-08-02/merged_compensation_evidence_spans.csv#span_id=BRMSPAN-20260802-94ea738bf6290c485bc2e4f6,false,false
BRMQNORM-20260803-fc92878211314d066bc1e063,BRMNORMPREP-20260803-4c53dc08cdab37043f6ef65d,BRMGRT-20260802-a7625d4f42afe9ebba4bd7f5,BRMGRS-20260802-fd0c8b3bd937c6ccfd6efc27,BRMSPAN-20260802-2ca7ba0f5eaa2daca7e61951,RMSRD-20260802-ecfd68fb28a8f66ab118,BRM5C-BRM5-20260731-02961-01,Denmark,NY,Northeast,pdf,wage_schedule,non_cba_or_unresolved_hint,quant_salary_schedule_table,quantitative_compensation,quantitative_needs_normalization,mechanism_summary_candidate,"The Town of Denmark Town Board hereby directs the following salary schedule be adopted for 2026:
",,[],[],"[""2025"",""2026"",""Dec 15, 2025""]",,[],,,,step_schedule,2025,2026,2025–2026,explicit_or_bounded_repair,unclear_role,remains_unclear,salary_schedule,side_unclear_defer,low,"[""no_explicit_normalizable_value_token"",""role_unit_anchor_unresolved_or_not_applicable"",""final_side_label_remains_unclear""]",[],low,"[""no_strong_or_multiple_moderate_side_anchor""]","Town of Denmark Town Board Meeting Agenda (Dec 15, 2025) — Resolution ___ of 2025: 2026 Salary Schedule (incl. Teamster Contract Article 24: WAGES AND HOURS effective 01/01/2026)",10498,"{""candidate_id"": ""BRM5C-BRM5-20260731-02961-01"", ""final"": ""https://townofdenmarkny.gov/wp-content/uploads/2025/12/Agenda-12.15.2025-TB-Meeting.pdf"", ""original"": ""https://townofdenmarkny.gov/wp-content/uploads/2025/12/Agenda-12.15.2025-TB-Meeting.pdf"", ""scout_target_id"": ""BRM5-20260731-02961""}",docs/analysis/compensation_extraction/BROAD-STATE-REMAINING-MUNICIPALITIES-SPAN-EXTRACTION-2026-08-02/merged_compensation_evidence_spans.csv#span_id=BRMSPAN-20260802-2ca7ba0f5eaa2daca7e61951,false,false
BRMQNORM-20260803-fcbd181afcf0152f4f20e9eb,BRMNORMPREP-20260803-45a728b0c195b486ac7119d2,BRMGRT-20260802-12916fa291779564c3801650,BRMGRS-20260802-2a1924142c84bc475d9e5919,BRMSPAN-20260802-a05355a202444784b0532fac,RMSRD-20260802-7f3a4f5d7f20beadfd2f,BRM5C-BRM5-20260731-16326-01,Detroit,MN,Midwest,pdf,wage_schedule,non_cba_or_unresolved_hint,quant_other_compensation_value,quantitative_compensation,quantitative_direct_text_claim_ready,local_context_candidate," Effective Date: The wages specified in this agreement shall be effective
January 1, 2023 through December 31, 2025.
",,[],[],"[""December 31, 2025"",""January 1, 2023""]",,[],,,,hourly,2023,2025,2023–2025,explicit_or_bounded_repair,police_role,police_direct,other,needs_value_review,low,"[""no_explicit_normalizable_value_token"",""no_cross_basis_conversion_performed""]",[],high,"[""source_title_anchor:police_direct""]",Law Enforcement Labor Services Labor Agreement (City of Detroit Lakes) and Appendix A: City of Detroit Lakes Hourly Pay Schedule,165647,"{""candidate_id"": ""BRM5C-BRM5-20260731-16326-01"", ""final"": ""https://cityofdetroitlakes.com/vertical/Sites/%7BF991A069-E23D-412C-8132-49318B273050%7D/uploads/2022-12-13_Packet_-_FINAL.pdf"", ""original"": ""https://cityofdetroitlakes.com/vertical/Sites/%7BF991A069-E23D-412C-8132-49318B273050%7D/uploads/2022-12-13_Packet_-_FINAL.pdf"", ""scout_target_id"": ""BRM5-20260731-16326""}",docs/analysis/compensation_extraction/BROAD-STATE-REMAINING-MUNICIPALITIES-SPAN-EXTRACTION-2026-08-02/merged_compensation_evidence_spans.csv#span_id=BRMSPAN-20260802-a05355a202444784b0532fac,false,false
BRMQNORM-20260803-fcbda342b3975ad56236432f,BRMNORMPREP-20260803-3ba8d5a232cbf69e511ef9bb,BRMGRT-20260802-ac2c29033a4dc96e774b12cf,BRMGRS-20260802-8fff5de117daff6211ddbb99,BRMSPAN-20260802-73984848cbb048b76e2f6d47,RMSRD-20260802-fbcdeb64eb9e6bc66146,BRM5C-BRM5-20260731-12403-03,Manistee,MI,Midwest,pdf,agenda_packet_or_minutes,non_cba_or_unresolved_hint,quant_allowance_or_reimbursement,quantitative_compensation,quantitative_needs_normalization,manual_review_candidate,"101-265-724.000 COSTS - VEHICLE ALLOWANCE 250.00 500.00 3,000.00 16.67
",,[],[],"[""September 1, 2020""]",,[],,,,allowance,2020,2020,2020,explicit_or_bounded_repair,unclear_role,remains_unclear,allowance_reimbursement,side_unclear_defer,low,"[""no_explicit_normalizable_value_token"",""role_unit_anchor_unresolved_or_not_applicable"",""final_side_label_remains_unclear""]",[],low,"[""no_strong_or_multiple_moderate_side_anchor""]","Proceedings of the Manistee City Council – September 1, 2020 (Consideration of collective bargaining agreement with the United Steel Workers)",25760,"{""candidate_id"": ""BRM5C-BRM5-20260731-12403-03"", ""final"": ""https://manisteemi.gov/Archive/ViewFile/Item/4254"", ""original"": ""https://manisteemi.gov/Archive/ViewFile/Item/4254"", ""scout_target_id"": ""BRM5-20260731-12403""}",docs/analysis/compensation_extraction/BROAD-STATE-REMAINING-MUNICIPALITIES-SPAN-EXTRACTION-2026-08-02/merged_compensation_evidence_spans.csv#span_id=BRMSPAN-20260802-73984848cbb048b76e2f6d47,false,false
BRMQNORM-20260803-fcdb8cfbbc39167afd1ca626,BRMNORMPREP-20260803-95425d451712ab1175d7e8b7,BRMGRT-20260802-ffdeae8bf3137d90c690cf11,BRMGRS-20260802-ffcb03eadddf7646e339ee86,BRMSPAN-20260802-37f83695493071c7ec093593,RMSRD-20260802-b068f8bdc7faddf4696d,BRM5C-BRM5-20260731-05046-01,Baxter,MN,Midwest,pdf,wage_schedule,non_cba_or_unresolved_hint,qual_cola_or_indexing_mechanism,qualitative_mechanism,directional_hint_only,exclude_or_write_off,"Patrol Officers COLA
",,[],[],[],,[],,,,cola_cpi,,,,missing_period_anchor,police_role,police_direct,other,needs_value_review,low,"[""no_explicit_normalizable_value_token"",""period_anchor_missing_or_unresolved""]",[],original_rating_preserved,[],"Labor Agreement (Law Enforcement Labor Services, Inc. Local 312) — Patrol Employees Schedule",40561,"{""candidate_id"": ""BRM5C-BRM5-20260731-05046-01"", ""final"": ""https://static1.squarespace.com/static/66b147b5fbc8bf54fa5072be/t/672396fd63e74c54fa3a1fe2/1730385662138/ActiveContract%2B-%2BBaxter%2BPD%2BOfficers%2B12-31-2025.pdf"", ""original"": ""https://static1.squarespace.com/static/66b147b5fbc8bf54fa5072be/t/672396fd63e74c54fa3a1fe2/1730385662138/ActiveContract%2B-%2BBaxter%2BPD%2BOfficers%2B12-31-2025.pdf"", ""scout_target_id"": ""BRM5-20260731-05046""}",docs/analysis/compensation_extraction/BROAD-STATE-REMAINING-MUNICIPALITIES-SPAN-EXTRACTION-2026-08-02/merged_compensation_evidence_spans.csv#span_id=BRMSPAN-20260802-37f83695493071c7ec093593,false,false
BRMQNORM-20260803-fce3e244d9cf568d5987bad9,BRMNORMPREP-20260803-28c6489ff9391390baae56c8,BRMGRT-20260802-30c67ef583b790a69ddf20dd,BRMGRS-20260802-8c2a88890806b6b55d63870d,BRMSPAN-20260802-3d9f53ca59820bc55e6d5563,RMSRD-20260802-3c251c9da4f374ce8948,BRM5C-BRM5-20260731-03252-01,Hanover,PA,Northeast,pdf,cba,cba_arbitration_factfinding_hint,quant_cpi_indexed_adjustment,quantitative_compensation,local_context_only,local_context_candidate,"2020 – 2021 Cost-Of-Living Adjustment: The cost-of-living adjustment provisions
",,[],[],"[""2020 – 2021"",""2020-2024""]",,[],,,,cola_cpi,2020,2024,2020–2024,explicit_or_bounded_repair,police_role,police_direct,cola_or_raise,needs_value_review,low,"[""no_explicit_normalizable_value_token""]",[],high,"[""source_title_anchor:police_direct""]",Agreement Between the Borough of Hanover and Hanover Borough Police Officer’s Association (Police Contract 2020-2024),4018,"{""candidate_id"": ""BRM5C-BRM5-20260731-03252-01"", ""final"": ""https://crimewatch.net/sites/default/files/42186/page/2022/08/hanover_borough_police_contract_cba_2020-2024_final.pdf"", ""original"": ""https://crimewatch.net/sites/default/files/42186/page/2022/08/hanover_borough_police_contract_cba_2020-2024_final.pdf"", ""scout_target_id"": ""BRM5-20260731-03252""}",docs/analysis/compensation_extraction/BROAD-STATE-REMAINING-MUNICIPALITIES-SPAN-EXTRACTION-2026-08-02/merged_compensation_evidence_spans.csv#span_id=BRMSPAN-20260802-3d9f53ca59820bc55e6d5563,false,false
BRMQNORM-20260803-fd007470054f86f6f8f5ec88,BRMNORMPREP-20260803-8448a795d7fbff160e67c713,BRMGRT-20260802-5bef35e61f07b30c3ef89967,BRMGRS-20260802-1c21d9a3437504a92e67c8b8,BRMSPAN-20260802-de88fd9f3f436031188927f0,RMSRD-20260802-71666897d01f3f56050e,BRM5C-BRM5-20260731-02705-01,Franklin,WI,Midwest,pdf,agenda_packet_or_minutes,non_cba_or_unresolved_hint,quant_retroactive_pay_or_lump_sum,quantitative_compensation,qualitative_mechanism_claim_ready,mechanism_summary_candidate," Longevity - This benefit was enhanced, on a trial basis, and will be paid as a one-time payment in
",,[],[],"[""2025"",""2025–2028""]",,[],,,,unknown_or_mixed,2025,2028,2025–2028,explicit_or_bounded_repair,police_role,police_direct,non_base_compensation,needs_value_review,low,"[""no_explicit_normalizable_value_token"",""pay_basis_unresolved""]",[],high,"[""source_title_anchor:police_direct""]",Common Council Meeting Agenda Packet (Revised) 7/15/2025 — Tentative Agreement Between the City of Franklin and the Franklin Professional Police Association for a 2025–2028 Successor Collective Bargaining Agreement (incl. wages),34095,"{""candidate_id"": ""BRM5C-BRM5-20260731-02705-01"", ""final"": ""https://franklinwi.gov/Files/Agendas/2025/July2025/Common-Council-Meeting-Agenda-Packet-Revised-7-15-2025.pdf"", ""original"": ""https://www.franklinwi.gov/Files/Agendas/2025/July2025/Common-Council-Meeting-Agenda-Packet-Revised-7-15-2025.pdf"", ""scout_target_id"": ""BRM5-20260731-02705""}",docs/analysis/compensation_extraction/BROAD-STATE-REMAINING-MUNICIPALITIES-SPAN-EXTRACTION-2026-08-02/merged_compensation_evidence_spans.csv#span_id=BRMSPAN-20260802-de88fd9f3f436031188927f0,false,false
BRMQNORM-20260803-fd1ba599be625b6be0148f9f,BRMNORMPREP-20260803-1d8fe75bf2e628b45a55d817,BRMGRT-20260802-2b53808ad2f5dc574c197724,BRMGRS-20260802-4bbe771ece309ee5e8e883b0,BRMSPAN-20260802-f9b6511f69d7a0b403d0c996,RMSRD-20260802-226f73af5a90ddfe799f,BRM5C-BRM5-20260731-10409-02,Broome,NY,Northeast,pdf,cba,cba_arbitration_factfinding_hint,quant_other_compensation_value,quantitative_compensation,source_navigation_or_reference_only,manual_review_candidate,"Broome County Traditional Health Plan Prescription Co-pays- Effective January 1, 2020
",,[],[],"[""January 1, 2020""]",,[],,,,unknown_or_mixed,2020,2020,2020,explicit_or_bounded_repair,not_applicable,not_applicable,other,not_applicable_defer,low,"[""no_explicit_normalizable_value_token"",""pay_basis_unresolved"",""role_unit_anchor_unresolved_or_not_applicable"",""final_side_label_not_applicable""]",[],original_rating_preserved,[],EMPLOYMENT AGREEMENT BETWEEN COUNTY OF BROOME AND AMALGAMATED TRANSIT UNION LOCAL #1145 (ATU Contract),51650,"{""candidate_id"": ""BRM5C-BRM5-20260731-10409-02"", ""final"": ""https://broomecountyny.gov/sites/default/files/dept/ATU%20Contract%20%208-5-22%20FINAL.pdf"", ""original"": ""https://www.broomecountyny.gov/sites/default/files/dept/ATU%20Contract%20%208-5-22%20FINAL.pdf"", ""scout_target_id"": ""BRM5-20260731-10409""}",docs/analysis/compensation_extraction/BROAD-STATE-REMAINING-MUNICIPALITIES-SPAN-EXTRACTION-2026-08-02/merged_compensation_evidence_spans.csv#span_id=BRMSPAN-20260802-f9b6511f69d7a0b403d0c996,false,false
BRMQNORM-20260803-fd23aeed8a8c1f81d3c2ce69,BRMNORMPREP-20260803-dfff8f13a841b98f0c06dc67,BRMGRT-20260802-4dc1a63d0150067f416d3900,BRMGRS-20260802-f1f76725ca8cb1fdaa8113bf,BRMSPAN-20260802-bfe11c7795ebc5da801b19a9,RMSRD-20260802-c307d635d6f0df4f7886,BRM5C-BRM5-20260731-05996-01,Franklin,OH,Midwest,pdf,wage_schedule,non_cba_or_unresolved_hint,quant_other_compensation_value,quantitative_compensation,quantitative_direct_text_claim_ready,local_context_candidate,"Effective 01/01/18
",,[],[],"[""2021-2023""]",,[],,,,unknown_or_mixed,2021,2023,2021–2023,explicit_or_bounded_repair,police_role,police_direct,other,needs_value_review,low,"[""no_explicit_normalizable_value_token"",""pay_basis_unresolved""]",[],high,"[""source_title_anchor:police_direct""]","Agreement between the City of Franklin and Franklin Law Enforcement Association (Lieutenants, Sergeants, Patrol Officers and Dispatchers) — FLEA CONTRACT 2021-2023 (within City Council packet)",231579,"{""candidate_id"": ""BRM5C-BRM5-20260731-05996-01"", ""final"": ""https://cms2.revize.com/revize/franklinoh/Document%20Center/Agenda%20%26%20Minutes/City%20Council/2021/Packet/20210301%20%20Council%20Packet.pdf"", ""original"": ""https://cms2.revize.com/revize/franklinoh/Document%20Center/Agenda%20%26%20Minutes/City%20Council/2021/Packet/20210301%20%20Council%20Packet.pdf?t=202311091125240"", ""scout_target_id"": ""BRM5-20260731-05996""}",docs/analysis/compensation_extraction/BROAD-STATE-REMAINING-MUNICIPALITIES-SPAN-EXTRACTION-2026-08-02/merged_compensation_evidence_spans.csv#span_id=BRMSPAN-20260802-bfe11c7795ebc5da801b19a9,false,false
BRMQNORM-20260803-fd266a989cb70470ebfc5710,BRMNORMPREP-20260803-e83d1e3b4375a135d5d7add2,BRMGRT-20260802-8baf8e89098458e0a3a1f529,BRMGRS-20260802-2d858ced4fcd0a47376e1c26,BRMSPAN-20260802-75cf852aad3d057ec38ca41e,RMSRD-20260802-c8fcf57e17a2198f5440,BRM5C-BRM5-20260731-13483-01,Franklin,OH,Midwest,pdf,cba,cba_arbitration_factfinding_hint,quant_allowance_or_reimbursement,quantitative_compensation,source_navigation_or_reference_only,exclude_or_write_off,17 Mileage Allowance .................................................................................................,,[],[],"[""January 1, 2021"",""June 30, 2023""]",,[],,,,allowance,2021,2023,2021–2023,explicit_or_bounded_repair,police_role,police_direct,allowance_reimbursement,needs_value_review,low,"[""no_explicit_normalizable_value_token""]",[],high,"[""source_title_anchor:police_direct""]","Collective Bargaining Agreement (City of Franklin and Franklin Law Enforcement Association Lieutenants, Sergeants, Patrol Officers and Dispatchers) — Effective January 1, 2021 through June 30, 2023",2460,"{""candidate_id"": ""BRM5C-BRM5-20260731-13483-01"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2020/20-MED-01-0017.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2020/20-MED-01-0017.pdf"", ""scout_target_id"": ""BRM5-20260731-13483""}",docs/analysis/compensation_extraction/BROAD-STATE-REMAINING-MUNICIPALITIES-SPAN-EXTRACTION-2026-08-02/merged_compensation_evidence_spans.csv#span_id=BRMSPAN-20260802-75cf852aad3d057ec38ca41e,false,false
BRMQNORM-20260803-fd275c41c080ca1f7bbd8f1b,BRMNORMPREP-20260803-5c8c4ec61c4b79d62e18e753,BRMGRT-20260802-0cd02ffc05baa40d2cabaafb,BRMGRS-20260802-ee1369db7d3b15e9e2479e53,BRMSPAN-20260802-d544e434d4f9fe9ef4489492,RMSRD-20260802-7905a0b02aa5430f4543,BRM5C-BRM5-20260731-12430-01,Novi,MI,Midwest,pdf,cba,cba_arbitration_factfinding_hint,quant_salary_schedule_table,quantitative_compensation,source_navigation_or_reference_only,manual_review_candidate," The attached wage schedule shall
",,[],[],"[""2025-2028""]",,[],,,,unknown_or_mixed,2025,2028,2025–2028,explicit_or_bounded_repair,police_role,police_direct,salary_schedule,needs_value_review,low,"[""no_explicit_normalizable_value_token"",""pay_basis_unresolved""]",[],high,"[""source_title_anchor:police_direct""]",Labor Agreement between the City of Novi and Police Officers Labor Council (POLC) (POLC 2025-2028),59311,"{""candidate_id"": ""BRM5C-BRM5-20260731-12430-01"", ""final"": ""https://cityofnovi.org/media/ictckhng/polc-contract-2025-2028.pdf"", ""original"": ""https://cityofnovi.org/media/ictckhng/polc-contract-2025-2028.pdf"", ""scout_target_id"": ""BRM5-20260731-12430""}",docs/analysis/compensation_extraction/BROAD-STATE-REMAINING-MUNICIPALITIES-SPAN-EXTRACTION-2026-08-02/merged_compensation_evidence_spans.csv#span_id=BRMSPAN-20260802-d544e434d4f9fe9ef4489492,false,false
BRMQNORM-20260803-fd2be594310eae9da373d297,BRMNORMPREP-20260803-4148ca5d06a18ecf8fbe1483,BRMGRT-20260802-4a1ab9cad308efee69dec619,BRMGRS-20260802-e09207e6084483006ed2de58,BRMSPAN-20260802-316d558b7c4c187937ba17e2,RMSRD-20260802-e5a163d25fed575c8e64,BRM5C-BRM5-20260731-18066-01,Woodstock,NY,Northeast,pdf,wage_schedule,non_cba_or_unresolved_hint,qual_retroactivity_or_implementation_timing,qualitative_mechanism,quantitative_direct_text_claim_ready,core_finding_candidate,"percent (3%) retroactive to on January 1, 2025, three percent (3%) plus a $1.00 market adjustment
",,"[""$1.00""]","[""3%""]","[""2025-2029"",""January 1, 2025""]",3.0,[3.0],,,percentage,percentage_raise,2025,2029,2025–2029,explicit_or_bounded_repair,police_role,police_direct,other,normalized_growth_or_percentage_only,moderate,[],[],high,"[""source_title_anchor:police_direct""]",COLLECTIVE BARGAINING AGREEMENT (2025-2029) — Town of Woodstock and United Federation of Police Officers Local #439 (Tentative),5082,"{""candidate_id"": ""BRM5C-BRM5-20260731-18066-01"", ""final"": ""https://woodstockny.gov/application/files/5817/6796/9507/Tentative_Police_Agreement_2025_2029.pdf"", ""original"": ""https://woodstockny.gov/application/files/5817/6796/9507/Tentative_Police_Agreement_2025_2029.pdf"", ""scout_target_id"": ""BRM5-20260731-18066""}",docs/analysis/compensation_extraction/BROAD-STATE-REMAINING-MUNICIPALITIES-SPAN-EXTRACTION-2026-08-02/merged_compensation_evidence_spans.csv#span_id=BRMSPAN-20260802-316d558b7c4c187937ba17e2,false,false
BRMQNORM-20260803-fd30d5a6a891edba079a15bb,BRMNORMPREP-20260803-bfc5a17081b2bb3a922833b9,BRMGRT-20260802-8c1a1b6832b646782cec1361,BRMGRS-20260802-515ec18113e5ed07209c48e2,BRMSPAN-20260802-34815af09b4edaf3e0126526,RMSRD-20260802-4d13c4a52d302c16a206,BRM5C-BRM5-20260731-08736-01,Sturgis,MI,Midwest,pdf,cba,cba_arbitration_factfinding_hint,quant_longevity_or_service_pay,quantitative_compensation,mixed_quant_qual_claim_ready,local_context_candidate,"first pay period of December with longevity pay) after completion of 1 year
",,[],[],[],,[],,,,unknown_or_mixed,,,,missing_period_anchor,police_role,police_direct,longevity_service,needs_value_review,low,"[""no_explicit_normalizable_value_token"",""period_anchor_missing_or_unresolved"",""pay_basis_unresolved""]",[],high,"[""source_title_anchor:police_direct""]",City of Sturgis – Police Officers Labor Council – Letter of Agreement (LOA),32244,"{""candidate_id"": ""BRM5C-BRM5-20260731-08736-01"", ""final"": ""https://egovlink.com/public_documents300/sturgis/published_documents/City%20Commission/Minutes%20and%20agendas/Commission%20Packets/2021/Commission%20Packet%20-%2009-20-2021.pdf"", ""original"": ""https://www.egovlink.com/public_documents300/sturgis/published_documents/City%20Commission/Minutes%20and%20agendas/Commission%20Packets/2021/Commission%20Packet%20-%2009-20-2021.pdf"", ""scout_target_id"": ""BRM5-20260731-08736""}",docs/analysis/compensation_extraction/BROAD-STATE-REMAINING-MUNICIPALITIES-SPAN-EXTRACTION-2026-08-02/merged_compensation_evidence_spans.csv#span_id=BRMSPAN-20260802-34815af09b4edaf3e0126526,false,false
BRMQNORM-20260803-fd35f2f82cb96f9c219a1348,BRMNORMPREP-20260803-4bd7a03d2420b8b8a9af8dee,BRMGRT-20260802-f7484b25c93335dcc09726d6,BRMGRS-20260802-6b77a98a8f930c2f26f3a620,BRMSPAN-20260802-7f252092814e49fbe691df7c,RMSRD-20260802-ee0a51877cdf2b70c269,BRM5C-BRM5-20260731-16102-01,Ingham,MI,Midwest,pdf,wage_schedule,non_cba_or_unresolved_hint,quant_step_schedule_progression,quantitative_compensation,quantitative_direct_text_claim_ready,core_finding_candidate,"Step 1- Upon
Promotion $72,429.23 $73,877.81 $76,094.15 $78,376.97 $81,512.05
",,"[""$72,429.23"",""$73,877.81"",""$76,094.15"",""$78,376.97"",""$81,512.05""]",[],[],,"[72429.23,73877.81,76094.15,78376.97,81512.05]",,,step_schedule_values,step_schedule,,,,missing_period_anchor,police_role,police_direct,step_progression,needs_period_review,low,"[""period_anchor_missing_or_unresolved"",""multiple_raw_values_preserved_no_single_value_selected""]",[],high,"[""primary_anchor:police_direct""]",ICSO LE CBA FINAL 12-27-24 12-31-27 (Collective Bargaining Agreement) — Ingham County / CCLP Law Enforcement Unit,133886,"{""candidate_id"": ""BRM5C-BRM5-20260731-16102-01"", ""final"": ""https://cclp.us/wp-content/uploads/ICSO-LE-CBA-FINAL-12-27-24-12-31-27.pdf"", ""original"": ""https://cclp.us/wp-content/uploads/ICSO-LE-CBA-FINAL-12-27-24-12-31-27.pdf"", ""scout_target_id"": ""BRM5-20260731-16102""}",docs/analysis/compensation_extraction/BROAD-STATE-REMAINING-MUNICIPALITIES-SPAN-EXTRACTION-2026-08-02/merged_compensation_evidence_spans.csv#span_id=BRMSPAN-20260802-7f252092814e49fbe691df7c,false,false
BRMQNORM-20260803-fd453d952d073db2cec47fce,BRMNORMPREP-20260803-0599fe58e5eb782dcb71e07a,BRMGRT-20260802-960ce75b35790ac9a3a2571e,BRMGRS-20260802-6205b83d86ec617a0b8fd483,BRMSPAN-20260802-3aa405fa05e31da52847a7a7,RMSRD-20260802-7e96f29f61beb7c1018c,BRM5C-BRM5-20260731-13875-01,Bloomer,WI,Midwest,pdf,arbitration_award,cba_arbitration_factfinding_hint,quant_salary_schedule_table,quantitative_compensation,qualitative_mechanism_claim_ready,mechanism_summary_candidate,the wage rate set in the salary schedule.,,[],[],[],,[],,,,step_schedule,,,,missing_period_anchor,unclear_role,remains_unclear,salary_schedule,side_unclear_defer,low,"[""no_explicit_normalizable_value_token"",""period_anchor_missing_or_unresolved"",""role_unit_anchor_unresolved_or_not_applicable"",""final_side_label_remains_unclear""]",[],low,"[""no_strong_or_multiple_moderate_side_anchor""]","Bloomer, City of (Overall Non Professional), Dec. No. 22638-A (Communications Workers of America, Local 5540) — Mediation/Arbitration Between CWA Local 5540 and City of Bloomer",18389,"{""candidate_id"": ""BRM5C-BRM5-20260731-13875-01"", ""final"": ""https://werc.wi.gov/interest_awards/int_pre-99_vol_1_of_2/int22638.pdf"", ""original"": ""https://werc.wi.gov/interest_awards/int_pre-99_vol_1_of_2/int22638.pdf"", ""scout_target_id"": ""BRM5-20260731-13875""}",docs/analysis/compensation_extraction/BROAD-STATE-REMAINING-MUNICIPALITIES-SPAN-EXTRACTION-2026-08-02/merged_compensation_evidence_spans.csv#span_id=BRMSPAN-20260802-3aa405fa05e31da52847a7a7,false,false
