calibration_id,text_table_detection_id,pdf_readiness_id,source_review_id,candidate_queue_row_id,state,municipality,government_name,unit_type,candidate_source_type,priority_for_content_review,source_officialness_rating,source_relevance_rating,document_type_rating,pdf_page_count,content_artifact_path,wage_table_signal,contract_period_signal,table_like_structure_signal,candidate_wage_pages,candidate_wage_page_count,detection_notes,calibration_round_id,calibration_selection_rank,calibration_selection_reason,source_review_pilot_id,page_count_bin,text_layer_status,wage_table_signal_confidence,contract_period_confidence,candidate_contract_period_text,extraction_pilot_priority,recommended_next_action,table_detection_method,reviewer,reviewed_at,calibration_status,page_hint_precision_label,wage_table_present_label,wage_table_page_match_label,contract_period_present_label,contract_period_hint_match_label,table_layout_type,extraction_complexity_label,false_positive_family,extraction_schema_notes,recommended_extraction_action,reviewer_confidence,reviewer_notes,review_id,review_method,review_status_detail,artifact_exists_review,artifact_hash_verified_review,artifact_size_verified_review,pdf_opened_review,candidate_pages_requested,candidate_pages_inspected,adjacent_pages_inspected,context_pages_inspected,pages_inspected,pages_with_text_review,bounded_text_chars_inspected,review_elapsed_seconds
cal_6fe7c10c932ed1b1f4bcfb97,ttd_72110f1ccfd32be2381c4241,pr_47ceee1bfcd4e884d87da768,sr_ce890863b7372813765466de,NSCQ-MO-20260720-0024,MO,Republic,CITY OF REPUBLIC,fire,cba,p1,unknown,possible,cba_candidate,25,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0010_sr_ce890863b7372813765466de.pdf,possible,possible,likely,"2,4,6,13,14",5,deterministic bounded keyword/numeric-structure signals; 5 candidate page hints; no wage values or page text retained,TEXT-TABLE-CALIBRATION-SUBSET1-150-2026-07-24,115,stratified_possible,SOURCE-REVIEW-BATCH2-500-2026-07-24,11_to_25,present,medium,medium,"IGHTERS LOCAL [number redacted] THE BARGAINING UNIT OF THE REPUBLIC FIRE DEPARTMENT EFFECTIVE DATE: FEBRUARY 2, 2021",p2,larger_text_detection_pass,bounded_keyword_numeric_structure_v1,codex_assisted_local_review,2026-07-25T14:07:17Z,reviewed,correct,yes,exact,no,no_period_found,step_grade,moderate,not_applicable,preserve step and grade/range headers,include_in_wage_extraction_pilot,medium,Assisted review inspected 5 bounded pages; 1 strong exact-hint pages and 0 useful adjacent pages. No page text or wage values retained.,TEXT-TABLE-CALIBRATION-SUBSET1-REVIEW1-2026-07-24,codex_assisted_local_adjudication,bounded assisted local adjudication completed; human validation remains recommended,1,1,1,1,"2,4,6,13,14","2,4,6,13,14",,2,"2,4,6,13,14",5,16995,0.070077
cal_721ee1673b96b88435bc23bb,ttd_a2e531b2907bcc3acc0b3e9f,pr_aa24d25c8e41c8ba00067ee9,sr_a9f3e101207a2c52388dc1e7,NSCQ-MO-20260720-0044,MO,Nixa,CITY OF NIXA,police,wage_schedule_or_compensation_plan,p2,uncertain,possible,unknown,1,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0498_sr_a9f3e101207a2c52388dc1e7.pdf,possible,unlikely,likely,1,1,deterministic bounded keyword/numeric-structure signals; 1 candidate page hints; no wage values or page text retained,TEXT-TABLE-CALIBRATION-SUBSET1-150-2026-07-24,116,stratified_possible,SOURCE-REVIEW-BATCH3-3X500-2026-07-24,1_to_10,present,medium,low,,p2,larger_text_detection_pass,bounded_keyword_numeric_structure_v1,codex_assisted_local_review,2026-07-25T14:07:17Z,reviewed,correct,yes,exact,yes,unknown,annual_salary_schedule,easy,not_applicable,retain annual basis and schedule dates,include_in_wage_extraction_pilot,medium,Assisted review inspected 1 bounded pages; 1 strong exact-hint pages and 0 useful adjacent pages. No page text or wage values retained.,TEXT-TABLE-CALIBRATION-SUBSET1-REVIEW1-2026-07-24,codex_assisted_local_adjudication,bounded assisted local adjudication completed; human validation remains recommended,1,1,1,1,1,1,,1,1,1,3837,0.030174
cal_72371735c99169c73d808454,ttd_f45bb51befc16980f22dfa94,pr_d854efbfd8f48148a19895e8,sr_712e2a1fea2bb05eedf9d072,NSCQ-UT-20260720-0003,UT,Salt Lake City,CITY OF SALT LAKE CITY,non_safety,memorandum_or_settlement,p2,official_municipal,possible,unknown,84,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0495_sr_712e2a1fea2bb05eedf9d072.pdf,possible,likely,likely,"10,19,47",3,deterministic bounded keyword/numeric-structure signals; 3 candidate page hints; no wage values or page text retained,TEXT-TABLE-CALIBRATION-SUBSET1-150-2026-07-24,117,stratified_possible,SOURCE-REVIEW-BATCH3-3X500-2026-07-24,51_to_100,present,medium,high,"MEMORANDUM OF UNDERSTANDING June 25, 2023 through June 20, 2026 Salt Lake City Corporation and the American Federation of State, County, and Municipal Employees Local [number redacted], AFL-CIO AFSCME Salt Lake City Corporation Jerry Philpot,",p2,larger_text_detection_pass,bounded_keyword_numeric_structure_v1,codex_assisted_local_review,2026-07-25T14:07:17Z,reviewed,correct,yes,exact,yes,correct,annual_salary_schedule,moderate,not_applicable,retain annual basis and schedule dates,include_in_wage_extraction_pilot,high,Assisted review inspected 5 bounded pages; 0 strong exact-hint pages and 1 useful adjacent pages. No page text or wage values retained.,TEXT-TABLE-CALIBRATION-SUBSET1-REVIEW1-2026-07-24,codex_assisted_local_adjudication,bounded assisted local adjudication completed; human validation remains recommended,1,1,1,1,"10,19,47","10,19,47","9,11",,"10,19,47,9,11",5,14327,0.112379
cal_756e7caed96960ff002c0ed8,ttd_90fb086b2af045f005704609,pr_e55e68c0ae1adc69b62cb3b8,sr_4e021c8c6b1df2162af10058,NSCQ-LA-20260720-0003,LA,Baton Rouge,CITY-PARISH OF BATON ROUGE-EAST BATON ROUGE,police,ordinance_or_policy,p2,official_municipal,possible,unknown,2,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0468_sr_4e021c8c6b1df2162af10058.pdf,possible,likely,possible,1,1,deterministic bounded keyword/numeric-structure signals; 1 candidate page hints; no wage values or page text retained,TEXT-TABLE-CALIBRATION-SUBSET1-150-2026-07-24,118,stratified_possible,SOURCE-REVIEW-BATCH3-3X500-2026-07-24,1_to_10,present,medium,high,"D THE 2024 PAY PLAN FOR THE CLASSIFIED, UNCLASSIFIED, NON-CLASSIFIED, CONTRACT, FIRE, AND POLICE EMPLOYEES OF THE CITY OF BATON ROUGE AND PARISH OF EAST BATON ROUGE, ADOPTED BY ORDINANCE #[number redacted], DATED 12/12/2023, SO AS TO MAKE THE FOLLOWING CHANGES EFF ECTIVE JANUARY 1, 2024. AMENDMENT T",p2,larger_text_detection_pass,bounded_keyword_numeric_structure_v1,codex_assisted_local_review,2026-07-25T14:07:17Z,reviewed,correct,maybe,exact,yes,correct,appendix_table,hard,numeric_appendix,link appendix label and continuation pages,manual_review_only,medium,Assisted review inspected 2 bounded pages; 0 strong exact-hint pages and 0 useful adjacent pages. No page text or wage values retained.,TEXT-TABLE-CALIBRATION-SUBSET1-REVIEW1-2026-07-24,codex_assisted_local_adjudication,bounded assisted local adjudication completed; human validation remains recommended,1,1,1,1,1,1,2,"1,2","1,2",2,2864,0.009694
cal_7849c4c177ef5602a1f03e63,ttd_a413b7cf64d59910847498fe,pr_f50e74e654a9797ba08cd96d,sr_8d3f9f4d4411961d23454c19,NSCQ-SC-20260720-0002,SC,Mount Pleasant,TOWN OF MOUNT PLEASANT,non_safety,wage_schedule_or_compensation_plan,p2,uncertain,possible,unknown,62,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0475_sr_8d3f9f4d4411961d23454c19.pdf,possible,possible,possible,"2,15,21,32,35,61",6,deterministic bounded keyword/numeric-structure signals; 6 candidate page hints; no wage values or page text retained,TEXT-TABLE-CALIBRATION-SUBSET1-150-2026-07-24,119,stratified_possible,SOURCE-REVIEW-BATCH3-3X500-2026-07-24,51_to_100,partial,medium,medium,"HER DOCUMENTS RELATING TO EMPLOYMENT CREATES ANY EXPRESSED OR IMPLIED CONTRACT OF EMPLOYMENT. THIS DOCUMENT REPLACES ANY PREVIOUSLY ISSUED POLICIES, PRACTICES, GUIDELINES AND UNDERSTANDINGS, WRITTEN OR ORAL, GOVERNING EMPLOYMENT. NOTHING CONTRARY TO OR INCONSISTENT WITH THE LIMITATIONS SET FORTH I",p2,larger_text_detection_pass,bounded_keyword_numeric_structure_v1,codex_assisted_local_review,2026-07-25T14:07:17Z,needs_second_review,partially_correct,yes,exact,maybe,partially_correct,step_grade,hard,not_applicable,preserve step and grade/range headers,include_after_schema_update,medium,Assisted review inspected 5 bounded pages; 1 strong exact-hint pages and 0 useful adjacent pages. No page text or wage values retained.,TEXT-TABLE-CALIBRATION-SUBSET1-REVIEW1-2026-07-24,codex_assisted_local_adjudication,bounded assisted local adjudication completed; human validation remains recommended,1,1,1,1,"2,15,21,32,35,61","2,15,21,35,61",,2,"2,15,21,35,61",5,12307,0.066598
cal_8329a0a9084d026768f49536,ttd_947dccbfb5c747720a54b5b8,pr_8d54364b6501efa7dfdce3f6,sr_d2b5f23b0d751a6da8e0a946,NSCQ-PA-20260720-0100,PA,Middletown,BOROUGH OF MIDDLETOWN,non_safety,ordinance_or_policy,p2,uncertain,possible,unknown,5,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0496_sr_d2b5f23b0d751a6da8e0a946.pdf,possible,likely,likely,2,1,deterministic bounded keyword/numeric-structure signals; 1 candidate page hints; no wage values or page text retained,TEXT-TABLE-CALIBRATION-SUBSET1-150-2026-07-24,120,stratified_possible,SOURCE-REVIEW-BATCH3-3X500-2026-07-24,1_to_10,present,medium,high,"TABLISHING TERMS AND CONDITIONS OF EMPLOYMENT FOR NON-UNION EMPLOYEES EFFECTIVE JANUARY 1, 2016 AND AMENDING PARAGRAPH 4. CONCERNING BOROUGH CONTRIBUTIONS TO HEALTH SAVINGS ACCOUNTS WHEREAS, the Borough Council of the Borough of Middletown (the ""Council"") recognizes that transparency and consistenc",p2,larger_text_detection_pass,bounded_keyword_numeric_structure_v1,codex_assisted_local_review,2026-07-25T14:07:17Z,reviewed,correct,maybe,exact,yes,correct,annual_salary_schedule,hard,benefit_table,retain annual basis and schedule dates,manual_review_only,medium,Assisted review inspected 3 bounded pages; 0 strong exact-hint pages and 0 useful adjacent pages. No page text or wage values retained.,TEXT-TABLE-CALIBRATION-SUBSET1-REVIEW1-2026-07-24,codex_assisted_local_adjudication,bounded assisted local adjudication completed; human validation remains recommended,1,1,1,1,2,2,"1,3","1,2","2,1,3",3,7225,0.074448
cal_85631411808b69e6dcd54348,ttd_a0e9f087cb23308681ad1dfa,pr_abe97dba9e320a1021ae54d5,sr_91a2ef7e278965c28e17c143,NSCQ-NM-20260720-0031,NM,Las Vegas,CITY OF LAS VEGAS,fire,cba,p1,official_municipal,possible,cba_candidate,148,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0062_sr_91a2ef7e278965c28e17c143.pdf,possible,possible,likely,75,1,deterministic bounded keyword/numeric-structure signals; 1 candidate page hints; no wage values or page text retained,TEXT-TABLE-CALIBRATION-SUBSET1-150-2026-07-24,121,stratified_possible,SOURCE-REVIEW-BATCH2-500-2026-07-24,over_100,present,medium,medium,"In the event that any portion of this Agreement is determined to be void, unconstitutional or otherwise unenforceable, the remainder of this Agreement will remain in full force and effect. 18. Applicable Law. The laws of the State of New Mexico shall govern this Agre",p2,larger_text_detection_pass,bounded_keyword_numeric_structure_v1,codex_assisted_local_review,2026-07-25T14:07:17Z,reviewed,correct,maybe,exact,yes,partially_correct,prose_only,hard,non_wage_schedule,requires manual structure review before extraction,manual_review_only,medium,Assisted review inspected 5 bounded pages; 0 strong exact-hint pages and 0 useful adjacent pages. No page text or wage values retained.,TEXT-TABLE-CALIBRATION-SUBSET1-REVIEW1-2026-07-24,codex_assisted_local_adjudication,bounded assisted local adjudication completed; human validation remains recommended,1,1,1,1,75,75,"74,76","1,2","75,74,76,1,2",5,8543,0.047203
cal_9c592860c65cb52d54f0eaf9,ttd_099ffa5cdddbe9280ca4e40a,pr_16fbf130f068de3b35595e6a,sr_eca1933ebdf473335e8bac58,NSCQ-GA-20260720-0007,GA,Sandy Springs,CITY OF SANDY SPRINGS,non_safety,wage_schedule_or_compensation_plan,p2,official_municipal,possible,unknown,7,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0490_sr_eca1933ebdf473335e8bac58.pdf,possible,unlikely,likely,"1,2,3,4,5,6,7",7,deterministic bounded keyword/numeric-structure signals; 7 candidate page hints; no wage values or page text retained,TEXT-TABLE-CALIBRATION-SUBSET1-150-2026-07-24,122,stratified_possible,SOURCE-REVIEW-BATCH3-3X500-2026-07-24,1_to_10,present,medium,low,,p2,larger_text_detection_pass,bounded_keyword_numeric_structure_v1,codex_assisted_local_review,2026-07-25T14:07:18Z,needs_second_review,correct,yes,exact,no,no_period_found,step_grade,moderate,not_applicable,preserve step and grade/range headers,include_in_wage_extraction_pilot,medium,Assisted review inspected 5 bounded pages; 1 strong exact-hint pages and 0 useful adjacent pages. No page text or wage values retained.,TEXT-TABLE-CALIBRATION-SUBSET1-REVIEW1-2026-07-24,codex_assisted_local_adjudication,bounded assisted local adjudication completed; human validation remains recommended,1,1,1,1,"1,2,3,4,5,6,7","1,3,4,5,7",,1,"1,3,4,5,7",5,20991,0.048253
cal_a35c98e8b52c47a5f129435f,ttd_e7c2e7abf7ec4506ed526e3b,pr_f9963f87f8ce736f7498c712,sr_52033c0c86a156ae75d3eb2c,NSCQ-WY-20260720-0001,WY,Cheyenne,CITY OF CHEYENNE,police,ordinance_or_policy,p2,uncertain,possible,unknown,12,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0470_sr_52033c0c86a156ae75d3eb2c.pdf,possible,likely,likely,"1,2,5,7,11,12",6,deterministic bounded keyword/numeric-structure signals; 6 candidate page hints; no wage values or page text retained,TEXT-TABLE-CALIBRATION-SUBSET1-150-2026-07-24,123,stratified_possible,SOURCE-REVIEW-BATCH3-3X500-2026-07-24,11_to_25,present,medium,high,"e statement of employee terms and conditions of employment. Any other agreement with or representation made to any employee by a supervisor, agent or officer of the City of Cheyenne that is in conflict with or in addition to this ordinance is specifically disclaimed by the City of Cheyenne, except",p2,larger_text_detection_pass,bounded_keyword_numeric_structure_v1,codex_assisted_local_review,2026-07-25T14:07:18Z,needs_second_review,correct,yes,exact,yes,partially_correct,step_grade,moderate,not_applicable,preserve step and grade/range headers,include_in_wage_extraction_pilot,medium,Assisted review inspected 5 bounded pages; 2 strong exact-hint pages and 0 useful adjacent pages. No page text or wage values retained.,TEXT-TABLE-CALIBRATION-SUBSET1-REVIEW1-2026-07-24,codex_assisted_local_adjudication,bounded assisted local adjudication completed; human validation remains recommended,1,1,1,1,"1,2,5,7,11,12","1,2,5,11,12",,"1,2","1,2,5,11,12",5,8954,0.050911
cal_a418b8af9c3f67e690c4d6a8,ttd_42548472695373c03373b3ef,pr_a8dc276774f2d7a101dfff68,sr_95d5f5cc16e8e5f218da0e09,NSCQ-CO-20260720-0021,CO,Brighton,CITY OF BRIGHTON,non_safety,ordinance_or_policy,p2,uncertain,possible,unknown,2,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0486_sr_95d5f5cc16e8e5f218da0e09.pdf,possible,possible,possible,"1,2",2,deterministic bounded keyword/numeric-structure signals; 2 candidate page hints; no wage values or page text retained,TEXT-TABLE-CALIBRATION-SUBSET1-150-2026-07-24,124,stratified_possible,SOURCE-REVIEW-BATCH3-3X500-2026-07-24,1_to_10,present,medium,medium,"conflict herewith are hereby rescinded. Section 6. This Resolution is effective as of the date of its adoption. RESOLVED this 1st day of October 2024. CITY OF BRIGHTON, COLORADO ________________________________ GREGORY MILLS, Mayor ATTEST: NATALIE HOEL, City Clerk APPROVED AS TO FORM: ALICIA CALDER",p2,larger_text_detection_pass,bounded_keyword_numeric_structure_v1,codex_assisted_local_review,2026-07-25T14:07:18Z,reviewed,correct,yes,exact,yes,correct,annual_salary_schedule,easy,not_applicable,retain annual basis and schedule dates,include_in_wage_extraction_pilot,high,Assisted review inspected 2 bounded pages; 1 strong exact-hint pages and 0 useful adjacent pages. No page text or wage values retained.,TEXT-TABLE-CALIBRATION-SUBSET1-REVIEW1-2026-07-24,codex_assisted_local_adjudication,bounded assisted local adjudication completed; human validation remains recommended,1,1,1,1,"1,2","1,2",,"1,2","1,2",2,3529,0.026879
cal_a50d6d888fe00de9dc7e09db,ttd_e6f2f2b5549d61a0b920589b,pr_131999b1886cf4c7d4b6f202,sr_6d406e95a2a2e86c2afb6bc7,NSCQ-LA-20260720-0016,LA,Houma,CONSOLIDATED GOVERNMENT OF TERREBONNE,fire,ordinance_or_policy,p2,uncertain,possible,unknown,37,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0484_sr_6d406e95a2a2e86c2afb6bc7.pdf,possible,likely,likely,,0,deterministic bounded keyword/numeric-structure signals; 0 candidate page hints; no wage values or page text retained,TEXT-TABLE-CALIBRATION-SUBSET1-150-2026-07-24,125,stratified_possible,SOURCE-REVIEW-BATCH3-3X500-2026-07-24,26_to_50,present,medium,high,nd assumption of the HOME Inves tment Partnerships Program Regulatory Agreement and Loan do,p2,larger_text_detection_pass,bounded_keyword_numeric_structure_v1,codex_assisted_local_review,2026-07-25T14:07:18Z,needs_second_review,not_applicable,no,no_wage_table,maybe,partially_correct,no_wage_table,not_extractable,other:bounded_signal_without_confirmed_table,no extraction schema proposed,exclude_for_now,low,Assisted review inspected 2 bounded pages; 0 strong exact-hint pages and 0 useful adjacent pages. No page text or wage values retained.,TEXT-TABLE-CALIBRATION-SUBSET1-REVIEW1-2026-07-24,codex_assisted_local_adjudication,bounded assisted local adjudication completed; human validation remains recommended,1,1,1,1,,,,"1,2","1,2",2,5214,0.033902
cal_b4777a90d0509a26c8911894,ttd_6b2fa79f38c8529aca8ee5a1,pr_4702a68f7674533c498bb0f3,sr_0584c9909e395a7de9927bbf,NSCQ-AZ-20260720-0004,AZ,Mesa,CITY OF MESA,fire,memorandum_or_settlement,p2,official_municipal,possible,unknown,20,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0481_sr_0584c9909e395a7de9927bbf.pdf,possible,likely,likely,"5,11,12",3,deterministic bounded keyword/numeric-structure signals; 3 candidate page hints; no wage values or page text retained,TEXT-TABLE-CALIBRATION-SUBSET1-150-2026-07-24,126,stratified_possible,SOURCE-REVIEW-BATCH3-3X500-2026-07-24,11_to_25,present,medium,high,"HORIZING THE CITY MANAGER OR HIS DESIGNA TED REPRESENTATIVE TO SIGN A MEMORANDUM OF UNDERSTANDING BETWEEN THE CITY OF MESA AND THE UNITED FIRE FIGHTERS ASSOCIATION. BE IT RESOLVED BY THE CITY COUNCIL OF THE CITY OF MESA, MARICOPA COUNTY, ARIZONA, AS FOLLOWS: Section 1: Authorizing and directing the",p2,larger_text_detection_pass,bounded_keyword_numeric_structure_v1,codex_assisted_local_review,2026-07-25T14:07:18Z,reviewed,partially_correct,maybe,exact,yes,partially_correct,step_grade,hard,other:bounded_signal_without_confirmed_table,preserve step and grade/range headers,manual_review_only,medium,Assisted review inspected 5 bounded pages; 0 strong exact-hint pages and 1 useful adjacent pages. No page text or wage values retained.,TEXT-TABLE-CALIBRATION-SUBSET1-REVIEW1-2026-07-24,codex_assisted_local_adjudication,bounded assisted local adjudication completed; human validation remains recommended,1,1,1,1,"5,11,12","5,11,12","4,6",,"5,11,12,4,6",5,11277,0.091469
cal_b9205eed0ec3938ece2f9fd4,ttd_10d84b8f79d819c47f1a4ccf,pr_4cbd1b9cb876c054f32ac55c,sr_4ee6fce6ddfd674a46638fc6,NSCQ-NH-20260720-0005,NH,Nashua,CITY OF NASHUA,police,cba,p1,official_municipal,possible,cba_candidate,74,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0210_sr_4ee6fce6ddfd674a46638fc6.pdf,possible,likely,likely,"17,42,73",3,deterministic bounded keyword/numeric-structure signals; 3 candidate page hints; no wage values or page text retained,TEXT-TABLE-CALIBRATION-SUBSET1-150-2026-07-24,127,stratified_possible,SOURCE-REVIEW-BATCH2-500-2026-07-24,51_to_100,present,medium,high,"R-22-024 RESOLUTION APPROVING THE COST ITEMS OF A COLLECTIVE BARGAINING AGREEMENT BETWEEN THE NASHUA BOARD OF POLICE COMMISSIONERS AND THE NASHUA POLICE PATROLMAN'S ASSOCIATION FROM JULY 1, 2022 THROUGH JUNE 30, 2026 CITY OF NASHUA In the Year Two Thousand and Twenty-Two RESOLVED by the Boa",p2,larger_text_detection_pass,bounded_keyword_numeric_structure_v1,codex_assisted_local_review,2026-07-25T14:07:18Z,reviewed,correct,yes,exact,yes,partially_correct,annual_salary_schedule,moderate,not_applicable,retain annual basis and schedule dates,include_in_wage_extraction_pilot,high,Assisted review inspected 5 bounded pages; 2 strong exact-hint pages and 1 useful adjacent pages. No page text or wage values retained.,TEXT-TABLE-CALIBRATION-SUBSET1-REVIEW1-2026-07-24,codex_assisted_local_adjudication,bounded assisted local adjudication completed; human validation remains recommended,1,1,1,1,"17,42,73","17,42,73","16,18",,"17,42,73,16,18",5,12164,0.103941
cal_c645403fd5fd2f680fdd3958,ttd_ac651ce20a584d7000ae168d,pr_27bfc861fbc7a96526c7423d,sr_77d74e69b23f0683d6e3d27b,NSCQ-IL-20260720-0219,IL,Bartlett,VILLAGE OF BARTLETT,police,arbitration_award,p2,official_state_repository,possible,unknown,52,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0463_sr_77d74e69b23f0683d6e3d27b.pdf,possible,likely,possible,"2,7,12,24,27,51",6,deterministic bounded keyword/numeric-structure signals; 6 candidate page hints; no wage values or page text retained,TEXT-TABLE-CALIBRATION-SUBSET1-150-2026-07-24,128,stratified_possible,SOURCE-REVIEW-BATCH3-3X500-2026-07-24,51_to_100,present,medium,high,"e and Fire Commission shall not be considered a griev-ance under this Agreement. * * * Section [number redacted]. Arbitration. If the grievance is not settled in Step 3 and the Chapter wishes to appeal the grievance, the Chapter may refer the grievance to arbitration ... Rather than the Police and F",p2,larger_text_detection_pass,bounded_keyword_numeric_structure_v1,codex_assisted_local_review,2026-07-25T14:07:18Z,needs_second_review,correct,yes,exact,yes,partially_correct,rank_step,moderate,not_applicable,"preserve rank, step, and effective-date columns",include_in_wage_extraction_pilot,medium,Assisted review inspected 5 bounded pages; 1 strong exact-hint pages and 0 useful adjacent pages. No page text or wage values retained.,TEXT-TABLE-CALIBRATION-SUBSET1-REVIEW1-2026-07-24,codex_assisted_local_adjudication,bounded assisted local adjudication completed; human validation remains recommended,1,1,1,1,"2,7,12,24,27,51","2,7,12,27,51",,2,"2,7,12,27,51",5,10115,0.105448
cal_c83b9d01e07e2dabe00e6f51,ttd_dce03d9d92ebd2b94dcd8792,pr_bde3b77d01e93b1351eb3d32,sr_a5c1a35862248be299363ebd,NSCQ-CO-20260720-0011,CO,Fort Collins,CITY OF FORT COLLINS,police,cba,p1,official_union,possible,cba_candidate,86,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_2_live_attempt2_httpx/candidate_artifacts/content/0035_sr_a5c1a35862248be299363ebd.pdf,possible,likely,likely,"2,10,20,39,85",5,deterministic bounded keyword/numeric-structure signals; 5 candidate page hints; no wage values or page text retained,TEXT-TABLE-CALIBRATION-SUBSET1-150-2026-07-24,129,stratified_possible,SOURCE-REVIEW-PILOT1-150-2026-07-24,51_to_100,present,medium,high,"COLLECTIVE BARGAINING AGREEMENT BETWEEN THE CITY OF FORT COLLINS, COLORADO AND THE NORTHERN COLORADO LODGE #3, COLORADO FRATERNAL ORDER OF POLICE JANUARY 1, 2022 – DECEMBER 31, 2024 DocuSign Envelope ID: A4047BA5-[number redacted]-[number redacted]-8E66-88967DEEA897",p2,larger_text_detection_pass,bounded_keyword_numeric_structure_v1,codex_assisted_local_review,2026-07-25T14:07:18Z,reviewed,partially_correct,yes,exact,yes,correct,annual_salary_schedule,moderate,not_applicable,retain annual basis and schedule dates,include_in_wage_extraction_pilot,high,Assisted review inspected 5 bounded pages; 1 strong exact-hint pages and 0 useful adjacent pages. No page text or wage values retained.,TEXT-TABLE-CALIBRATION-SUBSET1-REVIEW1-2026-07-24,codex_assisted_local_adjudication,bounded assisted local adjudication completed; human validation remains recommended,1,1,1,1,"2,10,20,39,85","2,10,20,39,85",,2,"2,10,20,39,85",5,10019,0.252629
cal_d08ebb86455c7331bb8c32c6,ttd_76dfee39fe63a1fe2592e985,pr_92c626d5ace4a422c607fb2d,sr_e280e190518ec5d9e00dc30c,NSCQ-AR-20260720-0012,AR,Hot Springs,CITY OF HOT SPRINGS,fire,wage_schedule_or_compensation_plan,p2,official_municipal,possible,unknown,1,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0471_sr_e280e190518ec5d9e00dc30c.pdf,possible,unlikely,likely,1,1,deterministic bounded keyword/numeric-structure signals; 1 candidate page hints; no wage values or page text retained,TEXT-TABLE-CALIBRATION-SUBSET1-150-2026-07-24,130,stratified_possible,SOURCE-REVIEW-BATCH3-3X500-2026-07-24,1_to_10,present,medium,low,,p2,larger_text_detection_pass,bounded_keyword_numeric_structure_v1,codex_assisted_local_review,2026-07-25T14:07:18Z,reviewed,correct,maybe,exact,no,no_period_found,prose_only,hard,non_wage_schedule,requires manual structure review before extraction,manual_review_only,medium,Assisted review inspected 1 bounded pages; 0 strong exact-hint pages and 0 useful adjacent pages. No page text or wage values retained.,TEXT-TABLE-CALIBRATION-SUBSET1-REVIEW1-2026-07-24,codex_assisted_local_adjudication,bounded assisted local adjudication completed; human validation remains recommended,1,1,1,1,1,1,,1,1,1,465,0.007456
