candidate_id,lane_id,scout_target_id,municipality,state,prior_seen_status,duplicate_risk,review_duplicate_status,candidate_quality_label,verification_priority_tier,verification_status,review_note
TS4L-911385c4c24131d1a5a7,lane_1,TS4-1-fe8a77939646e0a2,Newton,MA,known_safety_row_counterpart_target_not_satisfied,low,canonical_locator_unique,verification_ready_medium,tier_c,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-23b92845cc5db591a3ad,lane_3,TS4-3-e09e28cf652faf0a,Hopewell,VA,not_seen_in_consolidated_prior_scout_or_candidate_ledgers,low,canonical_locator_unique,verification_ready_low,tier_c,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-5fd9c6776418cf672e15,lane_3,TS4-3-fe8c0f872d812547,Radcliff,KY,not_seen_in_consolidated_prior_scout_or_candidate_ledgers,low,canonical_locator_unique,verification_ready_low,tier_c,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-00278570601ec338483a,lane_3,TS4-3-c049c607fff7537b,Vernon,NJ,not_seen_in_consolidated_prior_scout_or_candidate_ledgers,low,canonical_locator_unique,repair_or_review_needed,tier_d,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-93a6176d24bc9ac928d8,lane_3,TS4-3-c049c607fff7537b,Vernon,NJ,not_seen_in_consolidated_prior_scout_or_candidate_ledgers,low,canonical_locator_unique,repair_or_review_needed,tier_d,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-574886852e9f71fe9dcd,lane_3,TS4-3-c049c607fff7537b,Vernon,NJ,not_seen_in_consolidated_prior_scout_or_candidate_ledgers,low,canonical_locator_unique,verification_ready_low,tier_c,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-7e5a480c70f36a76b63a,lane_3,TS4-3-1c41a16a81725657,Oxford charter,MI,not_seen_in_consolidated_prior_scout_or_candidate_ledgers,low,canonical_locator_unique,verification_ready_low,tier_c,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-62074e50434e3396494f,lane_3,TS4-3-1c41a16a81725657,Oxford charter,MI,not_seen_in_consolidated_prior_scout_or_candidate_ledgers,low,canonical_locator_unique,repair_or_review_needed,tier_d,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-0ef14a549c93892f0b1b,lane_3,TS4-3-83c585b598fc0b3e,Christiansburg,VA,not_seen_in_consolidated_prior_scout_or_candidate_ledgers,low,canonical_locator_unique,repair_or_review_needed,tier_d,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-cc71fce8016e1b03fb6a,lane_3,TS4-3-83c585b598fc0b3e,Christiansburg,VA,not_seen_in_consolidated_prior_scout_or_candidate_ledgers,low,canonical_locator_unique,verification_ready_low,tier_c,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-0cafcbc06736313f715d,lane_3,TS4-3-83c585b598fc0b3e,Christiansburg,VA,not_seen_in_consolidated_prior_scout_or_candidate_ledgers,low,canonical_locator_unique,repair_or_review_needed,tier_d,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-d96b907acd68adc0c0c3,lane_3,TS4-3-287f76053a7ce79e,Kalamazoo charter,MI,not_seen_in_consolidated_prior_scout_or_candidate_ledgers,low,canonical_locator_unique,verification_ready_low,tier_c,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-b3534203bc13e46e7315,lane_3,TS4-3-287f76053a7ce79e,Kalamazoo charter,MI,not_seen_in_consolidated_prior_scout_or_candidate_ledgers,low,canonical_locator_unique,verification_ready_low,tier_c,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-53c78b6d32e961e4abea,lane_3,TS4-3-287f76053a7ce79e,Kalamazoo charter,MI,not_seen_in_consolidated_prior_scout_or_candidate_ledgers,low,canonical_locator_unique,repair_or_review_needed,tier_d,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-d47f25ff4cc571ed99dc,lane_3,TS4-3-1947a8686b684abc,Greenwood,SC,not_seen_in_consolidated_prior_scout_or_candidate_ledgers,low,canonical_locator_unique,repair_or_review_needed,tier_d,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-81c1d2895d000bcae47e,lane_3,TS4-3-1947a8686b684abc,Greenwood,SC,not_seen_in_consolidated_prior_scout_or_candidate_ledgers,low,canonical_locator_unique,repair_or_review_needed,tier_d,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-e4487ef7d0e178e0d115,lane_3,TS4-3-1947a8686b684abc,Greenwood,SC,not_seen_in_consolidated_prior_scout_or_candidate_ledgers,low,canonical_locator_unique,repair_or_review_needed,tier_d,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-bb72a36c7f5ec0e5ab0c,lane_3,TS4-3-1dd2ee9f3cd24cdf,Montville,NJ,not_seen_in_consolidated_prior_scout_or_candidate_ledgers,low,canonical_locator_unique,verification_ready_low,tier_c,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-c25aff63496e7ff1436e,lane_3,TS4-3-1dd2ee9f3cd24cdf,Montville,NJ,not_seen_in_consolidated_prior_scout_or_candidate_ledgers,low,canonical_locator_unique,verification_ready_low,tier_c,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-fe986d268437fa8d43cd,lane_3,TS4-3-1dd2ee9f3cd24cdf,Montville,NJ,not_seen_in_consolidated_prior_scout_or_candidate_ledgers,low,canonical_locator_unique,verification_ready_low,tier_c,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-1b97e3e783cb72171677,lane_3,TS4-3-d8d701f021f54045,La Porte,IN,not_seen_in_consolidated_prior_scout_or_candidate_ledgers,low,canonical_locator_unique,repair_or_review_needed,tier_d,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-0f167cd360ddd3710201,lane_3,TS4-3-d8d701f021f54045,La Porte,IN,not_seen_in_consolidated_prior_scout_or_candidate_ledgers,low,canonical_locator_unique,repair_or_review_needed,tier_d,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-aa35e3a91d94bf2c0044,lane_3,TS4-3-c506052925c028a2,West Deptford,NJ,not_seen_in_consolidated_prior_scout_or_candidate_ledgers,low,canonical_locator_unique,verification_ready_low,tier_c,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-274792ae54d6f6cedb5f,lane_3,TS4-3-c506052925c028a2,West Deptford,NJ,not_seen_in_consolidated_prior_scout_or_candidate_ledgers,low,canonical_locator_unique,verification_ready_low,tier_c,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-cf966d94e6c132111495,lane_3,TS4-3-c506052925c028a2,West Deptford,NJ,not_seen_in_consolidated_prior_scout_or_candidate_ledgers,low,canonical_locator_unique,verification_ready_low,tier_c,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-4cb4a14cb78249cf0581,lane_3,TS4-3-5acb339f3f17ebc3,Fishkill,NY,not_seen_in_consolidated_prior_scout_or_candidate_ledgers,low,canonical_locator_unique,verification_ready_low,tier_c,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-b7f4aa217d6625106d12,lane_3,TS4-3-5acb339f3f17ebc3,Fishkill,NY,not_seen_in_consolidated_prior_scout_or_candidate_ledgers,low,canonical_locator_unique,verification_ready_low,tier_c,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-8a5d46866fe54cd11417,lane_3,TS4-3-5acb339f3f17ebc3,Fishkill,NY,not_seen_in_consolidated_prior_scout_or_candidate_ledgers,low,canonical_locator_unique,verification_ready_medium,tier_b,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-bcd0bccfe238a0a865ba,lane_3,TS4-3-3aa41e3aa713bf0f,Brunswick,ME,not_seen_in_consolidated_prior_scout_or_candidate_ledgers,low,canonical_locator_unique,verification_ready_low,tier_c,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-8054c304962b479fabf5,lane_3,TS4-3-3aa41e3aa713bf0f,Brunswick,ME,not_seen_in_consolidated_prior_scout_or_candidate_ledgers,low,canonical_locator_unique,verification_ready_low,tier_c,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-a455e99ae34484d25dc8,lane_3,TS4-3-6ce0c8276c6ce2e4,Palmer,PA,not_seen_in_consolidated_prior_scout_or_candidate_ledgers,low,canonical_locator_unique,repair_or_review_needed,tier_d,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-c367b8969df54f11373a,lane_3,TS4-3-6ce0c8276c6ce2e4,Palmer,PA,not_seen_in_consolidated_prior_scout_or_candidate_ledgers,low,canonical_locator_unique,deprioritize_this_phase,tier_d,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-c41db5c0741f74f28930,lane_3,TS4-3-6ce0c8276c6ce2e4,Palmer,PA,not_seen_in_consolidated_prior_scout_or_candidate_ledgers,low,canonical_locator_unique,repair_or_review_needed,tier_d,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-3cbebe527811bf019ffa,lane_3,TS4-3-394411ed4af1f6fb,Acworth,GA,not_seen_in_consolidated_prior_scout_or_candidate_ledgers,low,canonical_locator_unique,verification_ready_low,tier_c,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-e80309862de889e3f281,lane_3,TS4-3-394411ed4af1f6fb,Acworth,GA,not_seen_in_consolidated_prior_scout_or_candidate_ledgers,low,canonical_locator_unique,verification_ready_low,tier_c,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-9c0e9e7378f91e1e51d8,lane_3,TS4-3-394411ed4af1f6fb,Acworth,GA,not_seen_in_consolidated_prior_scout_or_candidate_ledgers,low,canonical_locator_unique,verification_ready_low,tier_c,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-f776e1a83158b825c64f,lane_3,TS4-3-e864b0659310fa4b,Big Spring,TX,not_seen_in_consolidated_prior_scout_or_candidate_ledgers,low,canonical_locator_unique,repair_or_review_needed,tier_d,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-44a63629eecb544d1aa7,lane_3,TS4-3-e864b0659310fa4b,Big Spring,TX,not_seen_in_consolidated_prior_scout_or_candidate_ledgers,low,canonical_locator_unique,repair_or_review_needed,tier_d,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-df5b8a8ff8296af1dace,lane_3,TS4-3-e864b0659310fa4b,Big Spring,TX,not_seen_in_consolidated_prior_scout_or_candidate_ledgers,low,canonical_locator_unique,verification_ready_low,tier_c,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-023bfd0a2b863d36381d,lane_3,TS4-3-99960cee80d390eb,Onondaga,NY,not_seen_in_consolidated_prior_scout_or_candidate_ledgers,low,canonical_locator_unique,verification_ready_low,tier_c,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-4bf01f40e734c3d58da1,lane_3,TS4-3-99960cee80d390eb,Onondaga,NY,not_seen_in_consolidated_prior_scout_or_candidate_ledgers,low,canonical_locator_unique,verification_ready_low,tier_c,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-8cfe0a2d0b4a193193b1,lane_3,TS4-3-99960cee80d390eb,Onondaga,NY,not_seen_in_consolidated_prior_scout_or_candidate_ledgers,low,canonical_locator_unique,verification_ready_medium,tier_b,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-c119403ffd53b514611d,lane_3,TS4-3-92cda89bc4a7ff49,Laguna Beach,CA,not_seen_in_consolidated_prior_scout_or_candidate_ledgers,low,canonical_locator_unique,repair_or_review_needed,tier_d,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-d611eee5effc5132a01a,lane_3,TS4-3-92cda89bc4a7ff49,Laguna Beach,CA,not_seen_in_consolidated_prior_scout_or_candidate_ledgers,low,canonical_locator_unique,verification_ready_low,tier_c,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-beb3a37d5099e0b1e171,lane_3,TS4-3-92cda89bc4a7ff49,Laguna Beach,CA,not_seen_in_consolidated_prior_scout_or_candidate_ledgers,low,canonical_locator_unique,verification_ready_low,tier_c,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-8eb581f6934cd3e8ea22,lane_3,TS4-3-add7f8a135ef5414,Evans,CO,not_seen_in_consolidated_prior_scout_or_candidate_ledgers,low,canonical_locator_unique,verification_ready_low,tier_c,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-157a955f73a77907037f,lane_3,TS4-3-add7f8a135ef5414,Evans,CO,not_seen_in_consolidated_prior_scout_or_candidate_ledgers,low,canonical_locator_unique,repair_or_review_needed,tier_d,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-cf78b2e06af6d8c43927,lane_3,TS4-3-add7f8a135ef5414,Evans,CO,not_seen_in_consolidated_prior_scout_or_candidate_ledgers,low,canonical_locator_unique,repair_or_review_needed,tier_d,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-53070e6c613f621a2ecc,lane_3,TS4-3-a673f5c1cde82ca3,Moline,IL,not_seen_in_consolidated_prior_scout_or_candidate_ledgers,low,canonical_locator_unique,repair_or_review_needed,tier_d,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-bbf0b03219c234590a39,lane_3,TS4-3-a673f5c1cde82ca3,Moline,IL,not_seen_in_consolidated_prior_scout_or_candidate_ledgers,low,canonical_locator_unique,verification_ready_low,tier_c,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-a3dbc05047cb1699e7a0,lane_3,TS4-3-a673f5c1cde82ca3,Moline,IL,not_seen_in_consolidated_prior_scout_or_candidate_ledgers,low,canonical_locator_unique,repair_or_review_needed,tier_d,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-31fcc7bd3825ad6b154d,lane_3,TS4-3-df4f8749e2eefb05,Lyndhurst,NJ,not_seen_in_consolidated_prior_scout_or_candidate_ledgers,low,canonical_locator_unique,verification_ready_low,tier_c,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-d2de978fb6846c3c56e8,lane_3,TS4-3-df4f8749e2eefb05,Lyndhurst,NJ,not_seen_in_consolidated_prior_scout_or_candidate_ledgers,low,canonical_locator_unique,verification_ready_low,tier_c,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-e28a9d12f0fad6c766e7,lane_3,TS4-3-df4f8749e2eefb05,Lyndhurst,NJ,not_seen_in_consolidated_prior_scout_or_candidate_ledgers,low,canonical_locator_unique,verification_ready_low,tier_c,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-0b2306bdbf7ca20b281b,lane_3,TS4-3-c46f0756236e37e7,Watertown,CT,not_seen_in_consolidated_prior_scout_or_candidate_ledgers,low,canonical_locator_unique,verification_ready_low,tier_c,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-132ced8e9a71119c8863,lane_3,TS4-3-c46f0756236e37e7,Watertown,CT,not_seen_in_consolidated_prior_scout_or_candidate_ledgers,low,canonical_locator_unique,verification_ready_low,tier_c,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-ccde765f3d4b45d3620c,lane_3,TS4-3-c46f0756236e37e7,Watertown,CT,not_seen_in_consolidated_prior_scout_or_candidate_ledgers,low,canonical_locator_unique,verification_ready_low,tier_c,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-a21c02707c37c0ce79cf,lane_3,TS4-3-7e97b72d50e28102,Lemont,IL,not_seen_in_consolidated_prior_scout_or_candidate_ledgers,low,canonical_locator_unique,repair_or_review_needed,tier_d,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-13b62a6e63f1c1178ce3,lane_3,TS4-3-7e97b72d50e28102,Lemont,IL,not_seen_in_consolidated_prior_scout_or_candidate_ledgers,low,canonical_locator_unique,repair_or_review_needed,tier_d,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-699598719405af264359,lane_3,TS4-3-7e97b72d50e28102,Lemont,IL,not_seen_in_consolidated_prior_scout_or_candidate_ledgers,low,canonical_locator_unique,verification_ready_low,tier_c,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-c7dd0752628791a05e02,lane_3,TS4-3-744cf2e9c1702891,North Ogden,UT,not_seen_in_consolidated_prior_scout_or_candidate_ledgers,low,canonical_locator_unique,verification_ready_medium,tier_b,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-19e03e522461b768daca,lane_3,TS4-3-744cf2e9c1702891,North Ogden,UT,not_seen_in_consolidated_prior_scout_or_candidate_ledgers,low,canonical_locator_unique,verification_ready_low,tier_c,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-accf13b43cef8ce44c01,lane_3,TS4-3-744cf2e9c1702891,North Ogden,UT,not_seen_in_consolidated_prior_scout_or_candidate_ledgers,low,canonical_locator_unique,verification_ready_low,tier_c,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-857b6363747b312c3f76,lane_3,TS4-3-21ee4c7fa079139f,Clarksville,IN,not_seen_in_consolidated_prior_scout_or_candidate_ledgers,low,canonical_locator_unique,repair_or_review_needed,tier_d,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-9c76bf45c6b9ffb7ab9e,lane_3,TS4-3-21ee4c7fa079139f,Clarksville,IN,not_seen_in_consolidated_prior_scout_or_candidate_ledgers,low,canonical_locator_unique,repair_or_review_needed,tier_d,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-a2ed18e6c7dba54d8e22,lane_3,TS4-3-21ee4c7fa079139f,Clarksville,IN,not_seen_in_consolidated_prior_scout_or_candidate_ledgers,low,canonical_locator_unique,repair_or_review_needed,tier_d,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-d72a65efb0abcbb1a8a1,lane_3,TS4-3-3f4869dea879a877,Clemmons,NC,not_seen_in_consolidated_prior_scout_or_candidate_ledgers,low,canonical_locator_unique,repair_or_review_needed,tier_d,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-30dcb4fb0ad6b1625c19,lane_3,TS4-3-3f4869dea879a877,Clemmons,NC,not_seen_in_consolidated_prior_scout_or_candidate_ledgers,low,canonical_locator_unique,repair_or_review_needed,tier_d,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-a18b0f1df80f59826a8f,lane_3,TS4-3-3f4869dea879a877,Clemmons,NC,not_seen_in_consolidated_prior_scout_or_candidate_ledgers,low,canonical_locator_unique,verification_ready_low,tier_c,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-f0108120dc552e5981c0,lane_3,TS4-3-52fbd36fd052ad72,Muhlenberg,PA,not_seen_in_consolidated_prior_scout_or_candidate_ledgers,low,canonical_locator_unique,repair_or_review_needed,tier_d,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-9b3332f501991de8e178,lane_3,TS4-3-52fbd36fd052ad72,Muhlenberg,PA,not_seen_in_consolidated_prior_scout_or_candidate_ledgers,low,canonical_locator_unique,repair_or_review_needed,tier_d,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-4d7ab59c18bc83dafc32,lane_3,TS4-3-52fbd36fd052ad72,Muhlenberg,PA,not_seen_in_consolidated_prior_scout_or_candidate_ledgers,low,canonical_locator_unique,repair_or_review_needed,tier_d,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-545aa40b3a1313d74016,lane_3,TS4-3-3d4652dabce494c9,Smithfield,RI,not_seen_in_consolidated_prior_scout_or_candidate_ledgers,low,canonical_locator_unique,verification_ready_low,tier_c,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-d2735a5f8d932dc3e128,lane_3,TS4-3-3d4652dabce494c9,Smithfield,RI,not_seen_in_consolidated_prior_scout_or_candidate_ledgers,low,canonical_locator_unique,repair_or_review_needed,tier_d,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-31f0d50b7ee7c1d2b448,lane_3,TS4-3-3d4652dabce494c9,Smithfield,RI,not_seen_in_consolidated_prior_scout_or_candidate_ledgers,low,canonical_locator_unique,verification_ready_low,tier_c,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-480dc9118c13c9959d8b,lane_3,TS4-3-0865d0d3e85d1b8e,Bristol,RI,not_seen_in_consolidated_prior_scout_or_candidate_ledgers,low,canonical_locator_unique,verification_ready_low,tier_c,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-536126a0fb928561c14f,lane_3,TS4-3-0865d0d3e85d1b8e,Bristol,RI,not_seen_in_consolidated_prior_scout_or_candidate_ledgers,low,canonical_locator_unique,verification_ready_low,tier_c,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-1728921415ebfc86942d,lane_3,TS4-3-0865d0d3e85d1b8e,Bristol,RI,not_seen_in_consolidated_prior_scout_or_candidate_ledgers,low,canonical_locator_unique,verification_ready_low,tier_c,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-839db52918b948314183,lane_3,TS4-3-1831f7359ba81686,Snellville,GA,not_seen_in_consolidated_prior_scout_or_candidate_ledgers,low,canonical_locator_unique,verification_ready_low,tier_c,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-4a32a05283d2c5f46cd4,lane_3,TS4-3-1831f7359ba81686,Snellville,GA,not_seen_in_consolidated_prior_scout_or_candidate_ledgers,low,canonical_locator_unique,verification_ready_low,tier_c,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-9e0f5580cd5bb5e31234,lane_3,TS4-3-1831f7359ba81686,Snellville,GA,not_seen_in_consolidated_prior_scout_or_candidate_ledgers,low,canonical_locator_unique,verification_ready_low,tier_c,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-50b3e6dd5bca7355e1b9,lane_3,TS4-3-ee66a207f32f556b,New Hartford,NY,not_seen_in_consolidated_prior_scout_or_candidate_ledgers,low,canonical_locator_unique,verification_ready_low,tier_c,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-7b47749d8c17d9fcb5c8,lane_3,TS4-3-ee66a207f32f556b,New Hartford,NY,not_seen_in_consolidated_prior_scout_or_candidate_ledgers,low,canonical_locator_unique,verification_ready_medium,tier_b,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-f3fdd4e123be83b695e6,lane_3,TS4-3-ee66a207f32f556b,New Hartford,NY,not_seen_in_consolidated_prior_scout_or_candidate_ledgers,low,canonical_locator_unique,verification_ready_low,tier_c,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-2fa551b374ba6fb2c444,lane_3,TS4-3-3f66cd4c88014e26,Darien,CT,not_seen_in_consolidated_prior_scout_or_candidate_ledgers,low,canonical_locator_unique,repair_or_review_needed,tier_d,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-e6145990111d0d3f597f,lane_3,TS4-3-3f66cd4c88014e26,Darien,CT,not_seen_in_consolidated_prior_scout_or_candidate_ledgers,low,canonical_locator_unique,repair_or_review_needed,tier_d,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-5e98a703e3ba37d42c64,lane_3,TS4-3-3f66cd4c88014e26,Darien,CT,not_seen_in_consolidated_prior_scout_or_candidate_ledgers,low,canonical_locator_unique,repair_or_review_needed,tier_d,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-29055d0be7f6c4193235,lane_3,TS4-3-161d9f263c080b3a,Guilford,CT,not_seen_in_consolidated_prior_scout_or_candidate_ledgers,low,canonical_locator_unique,verification_ready_medium,tier_c,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-1d9ebebd4f81e54f3552,lane_3,TS4-3-161d9f263c080b3a,Guilford,CT,not_seen_in_consolidated_prior_scout_or_candidate_ledgers,low,canonical_locator_unique,verification_ready_medium,tier_c,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-b619d471e95614a10874,lane_3,TS4-3-161d9f263c080b3a,Guilford,CT,not_seen_in_consolidated_prior_scout_or_candidate_ledgers,low,canonical_locator_unique,verification_ready_low,tier_c,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-2cb294250dd7068c4d03,lane_3,TS4-3-4bf2ed41c20c3da1,Westborough,MA,not_seen_in_consolidated_prior_scout_or_candidate_ledgers,low,canonical_locator_unique,repair_or_review_needed,tier_d,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-3d0bc22f3c0192a5e143,lane_3,TS4-3-4bf2ed41c20c3da1,Westborough,MA,not_seen_in_consolidated_prior_scout_or_candidate_ledgers,low,canonical_locator_unique,repair_or_review_needed,tier_d,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-f7275e6230ca294fd4a9,lane_3,TS4-3-4bf2ed41c20c3da1,Westborough,MA,not_seen_in_consolidated_prior_scout_or_candidate_ledgers,low,canonical_locator_unique,repair_or_review_needed,tier_d,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-5fcd6affdb39f640e1e7,lane_3,TS4-3-47f4950cd04d133e,Manor,PA,not_seen_in_consolidated_prior_scout_or_candidate_ledgers,low,canonical_locator_unique,verification_ready_low,tier_c,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-0c3b9a4c35c94ddc46ea,lane_3,TS4-3-47f4950cd04d133e,Manor,PA,not_seen_in_consolidated_prior_scout_or_candidate_ledgers,low,canonical_locator_unique,verification_ready_medium,tier_b,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-86007ade6bc2b4568e3a,lane_3,TS4-3-47f4950cd04d133e,Manor,PA,not_seen_in_consolidated_prior_scout_or_candidate_ledgers,low,canonical_locator_unique,verification_ready_low,tier_c,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-c203edc371ed95141422,lane_3,TS4-3-b9d8e997ed881982,Shelby,NC,not_seen_in_consolidated_prior_scout_or_candidate_ledgers,low,canonical_locator_unique,repair_or_review_needed,tier_d,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-225ed8b3573fe19e5aeb,lane_3,TS4-3-b9d8e997ed881982,Shelby,NC,not_seen_in_consolidated_prior_scout_or_candidate_ledgers,low,canonical_locator_unique,repair_or_review_needed,tier_d,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-c501083d8954546eb911,lane_3,TS4-3-33db971ba132a749,Hillside,NJ,not_seen_in_consolidated_prior_scout_or_candidate_ledgers,low,canonical_locator_unique,repair_or_review_needed,tier_d,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-9a15289c44b98af751b7,lane_3,TS4-3-33db971ba132a749,Hillside,NJ,not_seen_in_consolidated_prior_scout_or_candidate_ledgers,low,canonical_locator_unique,repair_or_review_needed,tier_d,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-929e5da66504df2d4e75,lane_3,TS4-3-33db971ba132a749,Hillside,NJ,not_seen_in_consolidated_prior_scout_or_candidate_ledgers,low,canonical_locator_unique,deprioritize_this_phase,tier_d,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-1ed9e7f63cda07cffa07,lane_3,TS4-3-63c1cbfcc059c4f7,East Ridge,TN,not_seen_in_consolidated_prior_scout_or_candidate_ledgers,low,canonical_locator_unique,verification_ready_low,tier_c,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-f0a2d44b687c0fa62710,lane_3,TS4-3-63c1cbfcc059c4f7,East Ridge,TN,not_seen_in_consolidated_prior_scout_or_candidate_ledgers,low,canonical_locator_unique,verification_ready_low,tier_c,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-a1da07f70945aef55c0b,lane_3,TS4-3-63c1cbfcc059c4f7,East Ridge,TN,not_seen_in_consolidated_prior_scout_or_candidate_ledgers,low,canonical_locator_unique,verification_ready_low,tier_c,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-57c6de0b85fbc4f570a2,lane_3,TS4-3-7ff64247eec60a13,Stephenville,TX,not_seen_in_consolidated_prior_scout_or_candidate_ledgers,low,canonical_locator_unique,repair_or_review_needed,tier_d,not_verified,Metadata-only prior-seen review; no durable merge.
TS4L-8dc2d75ec70ef97d28a7,lane_3,TS4-3-7ff64247eec60a13,Stephenville,TX,not_seen_in_consolidated_prior_scout_or_candidate_ledgers,low,canonical_locator_unique,repair_or_review_needed,tier_d,not_verified,Metadata-only prior-seen review; no durable merge.
