state,municipality,unit_type,candidate_rows_reviewed,verification_ready_rows,mechanism_families,contract_periods_with_metadata,counterpart_ids_present,coverage_status
IN,Westfield Washington,safety_and_non_safety_bargaining_units,1,1,strike_or_no_strike_constraint,1,0,candidate_only_not_verified
IN,Winfield,safety_and_non_safety_compensation_units,3,2,market_or_comparability_pressure,3,0,candidate_only_not_verified
KS,Andover,safety_and_non_safety_compensation_units,3,2,market_or_comparability_pressure,3,0,candidate_only_not_verified
KS,Great Bend,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
KS,Kansas City,non_safety_comparator,3,3,non_safety_constraint_signal,3,3,candidate_only_not_verified
KS,McPherson,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
KS,Soldier,safety_and_non_safety_compensation_units,3,1,market_or_comparability_pressure,3,0,candidate_only_not_verified
KS,Wichita,non_safety_comparator,3,2,non_safety_constraint_signal,3,3,candidate_only_not_verified
KY,Ashland,non_safety_municipal_units,3,0,fiscal_constraint_signal,3,0,candidate_only_not_verified
KY,Bardstown,safety_and_non_safety_compensation_units,3,2,market_or_comparability_pressure,3,0,candidate_only_not_verified
KY,Berea,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
KY,Danville,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
KY,Fort Thomas,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
KY,Glasgow,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
KY,Madisonville,non_safety_municipal_units,3,0,fiscal_constraint_signal,3,0,candidate_only_not_verified
KY,Metro Government Of Louisville-Jefferson County,non_safety_comparator,3,3,non_safety_constraint_signal,3,3,candidate_only_not_verified
KY,Mount Washington,non_safety_municipal_units,3,2,fiscal_constraint_signal,3,0,candidate_only_not_verified
KY,Murray,non_safety_municipal_units,3,0,fiscal_constraint_signal,3,0,candidate_only_not_verified
KY,Newport,safety_and_non_safety_compensation_units,1,1,market_or_comparability_pressure,1,0,candidate_only_not_verified
KY,Paducah,non_safety_municipal_units,3,0,fiscal_constraint_signal,3,0,candidate_only_not_verified
KY,Radcliff,non_safety_municipal_units,1,1,fiscal_constraint_signal,1,0,candidate_only_not_verified
KY,Shelbyville,non_safety_municipal_units,3,0,fiscal_constraint_signal,3,0,candidate_only_not_verified
KY,Shepherdsville,safety_and_non_safety_compensation_units,1,1,market_or_comparability_pressure,1,0,candidate_only_not_verified
KY,Shively,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
KY,St. Matthews,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
KY,Winchester,non_safety_municipal_units,3,2,fiscal_constraint_signal,3,0,candidate_only_not_verified
LA,Alexandria,non_safety_comparator,3,2,non_safety_constraint_signal,3,3,candidate_only_not_verified
LA,Gonzales,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
LA,Hammond,non_safety_comparator,3,2,non_safety_constraint_signal,3,3,candidate_only_not_verified
LA,Lafayette,non_safety_comparator,3,2,non_safety_constraint_signal,3,3,candidate_only_not_verified
LA,Pineville,safety_and_non_safety_compensation_units,1,1,market_or_comparability_pressure,1,0,candidate_only_not_verified
LA,Shreveport,non_safety_comparator,3,3,non_safety_constraint_signal,3,3,candidate_only_not_verified
LA,Youngsville,non_safety_municipal_units,3,1,fiscal_constraint_signal,3,0,candidate_only_not_verified
LA,Zachary,non_safety_municipal_units,3,1,fiscal_constraint_signal,3,0,candidate_only_not_verified
MA,Abington,safety_and_non_safety_compensation_units,3,2,market_or_comparability_pressure,3,0,candidate_only_not_verified
MA,Acton,non_safety_municipal_units,3,2,fiscal_constraint_signal,3,0,candidate_only_not_verified
MA,Andover,safety_and_non_safety_bargaining_units,3,3,strike_or_no_strike_constraint,3,0,candidate_only_not_verified
MA,Arlington,non_safety_comparator,3,3,non_safety_constraint_signal,3,3,candidate_only_not_verified
MA,Ashland,non_safety_municipal_units,3,1,fiscal_constraint_signal,3,0,candidate_only_not_verified
MA,Auburn,safety_and_non_safety_compensation_units,3,2,market_or_comparability_pressure,3,0,candidate_only_not_verified
MA,Bedford,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
MA,Belchertown,safety_and_non_safety_compensation_units,3,2,market_or_comparability_pressure,3,0,candidate_only_not_verified
MA,Bellingham,non_safety_municipal_units,2,2,fiscal_constraint_signal,2,0,candidate_only_not_verified
MA,Belmont,non_safety_municipal_units,3,0,fiscal_constraint_signal,3,0,candidate_only_not_verified
MA,Billerica,safety_and_non_safety_bargaining_units,3,3,strike_or_no_strike_constraint,3,0,candidate_only_not_verified
MA,Bourne,non_safety_municipal_units,3,2,fiscal_constraint_signal,3,0,candidate_only_not_verified
MA,Braintree Town,non_safety_comparator,3,3,non_safety_constraint_signal,3,3,candidate_only_not_verified
MA,Brockton,non_safety_comparator,3,3,non_safety_constraint_signal,3,3,candidate_only_not_verified
MA,Brookline,safety_and_non_safety_bargaining_units,3,3,strike_or_no_strike_constraint,3,0,candidate_only_not_verified
MA,Burlington,non_safety_municipal_units,3,1,fiscal_constraint_signal,3,0,candidate_only_not_verified
MA,Canton,non_safety_municipal_units,3,1,fiscal_constraint_signal,3,0,candidate_only_not_verified
MA,Charlton,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
MA,Chelmsford,safety_and_non_safety_bargaining_units,2,2,strike_or_no_strike_constraint,2,0,candidate_only_not_verified
MA,Clinton,safety_and_non_safety_compensation_units,2,2,market_or_comparability_pressure,2,0,candidate_only_not_verified
MA,Concord,non_safety_municipal_units,3,3,fiscal_constraint_signal,3,0,candidate_only_not_verified
MA,Danvers,safety_and_non_safety_bargaining_units,2,2,strike_or_no_strike_constraint,2,0,candidate_only_not_verified
MA,Dartmouth,safety_and_non_safety_bargaining_units,2,2,strike_or_no_strike_constraint,2,0,candidate_only_not_verified
MA,Dedham,non_safety_municipal_units,3,1,fiscal_constraint_signal,3,0,candidate_only_not_verified
MA,Dennis,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
MA,Dracut,safety_and_non_safety_bargaining_units,3,3,strike_or_no_strike_constraint,3,0,candidate_only_not_verified
MA,Duxbury,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
MA,East Bridgewater,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
MA,East Longmeadow,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
MA,Easton,non_safety_municipal_units,3,2,fiscal_constraint_signal,3,0,candidate_only_not_verified
MA,Fairhaven,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
MA,Fall River,non_safety_comparator,3,3,non_safety_constraint_signal,3,3,candidate_only_not_verified
MA,Falmouth,safety_and_non_safety_bargaining_units,3,3,strike_or_no_strike_constraint,3,0,candidate_only_not_verified
MA,Foxborough,non_safety_municipal_units,3,3,fiscal_constraint_signal,3,0,candidate_only_not_verified
MA,Georgetown,non_safety_comparator,2,2,non_safety_constraint_signal,2,2,candidate_only_not_verified
MA,Grafton,non_safety_municipal_units,3,0,fiscal_constraint_signal,3,0,candidate_only_not_verified
MA,Hanover,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
MA,Hingham,non_safety_municipal_units,3,3,fiscal_constraint_signal,3,0,candidate_only_not_verified
MA,Holden,non_safety_municipal_units,3,3,fiscal_constraint_signal,3,0,candidate_only_not_verified
MA,Holliston,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
MA,Hudson,non_safety_municipal_units,3,1,fiscal_constraint_signal,3,0,candidate_only_not_verified
MA,Ipswich,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
MA,Kingston,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
MA,Lexington,safety_and_non_safety_bargaining_units,2,2,strike_or_no_strike_constraint,2,0,candidate_only_not_verified
MA,Longmeadow,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
MA,Ludlow,non_safety_municipal_units,3,3,fiscal_constraint_signal,3,0,candidate_only_not_verified
MA,Lynn,non_safety_comparator,3,3,non_safety_constraint_signal,3,3,candidate_only_not_verified
MA,Mansfield,non_safety_municipal_units,3,0,fiscal_constraint_signal,3,0,candidate_only_not_verified
MA,Marblehead,non_safety_municipal_units,1,0,fiscal_constraint_signal,1,0,candidate_only_not_verified
MA,Marshfield,non_safety_municipal_units,3,1,fiscal_constraint_signal,3,0,candidate_only_not_verified
MA,Mashpee,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
MA,Medway,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
MA,Methuen,non_safety_comparator,3,3,non_safety_constraint_signal,3,3,candidate_only_not_verified
MA,Middleborough,non_safety_municipal_units,3,3,fiscal_constraint_signal,3,0,candidate_only_not_verified
MA,Milford,safety_and_non_safety_bargaining_units,3,3,strike_or_no_strike_constraint,3,0,candidate_only_not_verified
MA,Millbury,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
MA,Milton,safety_and_non_safety_bargaining_units,3,3,strike_or_no_strike_constraint,3,0,candidate_only_not_verified
MA,Nantucket,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
MA,Natick,safety_and_non_safety_bargaining_units,3,3,strike_or_no_strike_constraint,3,0,candidate_only_not_verified
MA,Needham,safety_and_non_safety_bargaining_units,3,3,strike_or_no_strike_constraint,3,0,candidate_only_not_verified
MA,Newton,non_safety_comparator,3,3,non_safety_constraint_signal,3,3,candidate_only_not_verified
MA,North Andover,safety_and_non_safety_bargaining_units,3,3,strike_or_no_strike_constraint,3,0,candidate_only_not_verified
MA,North Reading,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
MA,Northborough,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
MA,Northbridge,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
MA,Norton,non_safety_municipal_units,3,1,fiscal_constraint_signal,3,0,candidate_only_not_verified
MA,Norwood,safety_and_non_safety_bargaining_units,3,3,strike_or_no_strike_constraint,3,0,candidate_only_not_verified
MA,Oxford,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
MA,Pembroke,non_safety_municipal_units,3,0,fiscal_constraint_signal,3,0,candidate_only_not_verified
MA,Plymouth,safety_and_non_safety_bargaining_units,2,2,strike_or_no_strike_constraint,2,0,candidate_only_not_verified
MA,Quincy,non_safety_comparator,3,3,non_safety_constraint_signal,3,3,candidate_only_not_verified
MA,Raynham,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
MA,Reading,non_safety_municipal_units,3,0,fiscal_constraint_signal,3,0,candidate_only_not_verified
MA,Rehoboth,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
MA,Rockland,non_safety_municipal_units,3,3,fiscal_constraint_signal,3,0,candidate_only_not_verified
MA,Saugus,safety_and_non_safety_bargaining_units,3,3,strike_or_no_strike_constraint,3,0,candidate_only_not_verified
MA,Scituate,non_safety_municipal_units,3,3,fiscal_constraint_signal,3,0,candidate_only_not_verified
MA,Sharon,non_safety_municipal_units,3,2,fiscal_constraint_signal,3,0,candidate_only_not_verified
MA,Somerset,non_safety_municipal_units,3,3,fiscal_constraint_signal,3,0,candidate_only_not_verified
MA,Somerville,non_safety_comparator,4,4,non_safety_constraint_signal,4,4,candidate_only_not_verified
MA,South Hadley,non_safety_municipal_units,3,3,fiscal_constraint_signal,3,0,candidate_only_not_verified
MA,Stoneham,non_safety_municipal_units,3,2,fiscal_constraint_signal,3,0,candidate_only_not_verified
MA,Stoughton,safety_and_non_safety_bargaining_units,2,2,strike_or_no_strike_constraint,2,0,candidate_only_not_verified
MA,Swampscott,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
MA,Tewksbury,safety_and_non_safety_bargaining_units,3,3,strike_or_no_strike_constraint,3,0,candidate_only_not_verified
MA,Uxbridge,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
MA,Wakefield,safety_and_non_safety_bargaining_units,3,3,strike_or_no_strike_constraint,3,0,candidate_only_not_verified
MA,Walpole,non_safety_municipal_units,3,1,fiscal_constraint_signal,3,0,candidate_only_not_verified
MA,Waltham,non_safety_comparator,3,0,non_safety_constraint_signal,0,3,candidate_only_not_verified
MA,Wareham,non_safety_municipal_units,3,0,fiscal_constraint_signal,3,0,candidate_only_not_verified
MA,Webster,non_safety_municipal_units,2,1,fiscal_constraint_signal,2,0,candidate_only_not_verified
MA,Wellesley,safety_and_non_safety_bargaining_units,3,3,strike_or_no_strike_constraint,3,0,candidate_only_not_verified
MA,Westborough,non_safety_municipal_units,3,0,fiscal_constraint_signal,3,0,candidate_only_not_verified
MA,Westford,non_safety_municipal_units,3,0,fiscal_constraint_signal,3,0,candidate_only_not_verified
MA,Westport,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
MA,Westwood,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
MA,Whitman,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
MA,Wilbraham,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
MA,Wilmington,non_safety_municipal_units,3,3,fiscal_constraint_signal,3,0,candidate_only_not_verified
MA,Winchester,non_safety_municipal_units,3,2,fiscal_constraint_signal,3,0,candidate_only_not_verified
MA,Worcester,non_safety_comparator,3,3,non_safety_constraint_signal,3,3,candidate_only_not_verified
MA,Yarmouth,non_safety_municipal_units,3,0,fiscal_constraint_signal,3,0,candidate_only_not_verified
MD,Bowie,non_safety_comparator,1,1,non_safety_constraint_signal,1,1,candidate_only_not_verified
MD,Frederick,non_safety_comparator,1,1,non_safety_constraint_signal,1,1,candidate_only_not_verified
MD,Gaithersburg,non_safety_comparator,3,0,non_safety_constraint_signal,3,3,candidate_only_not_verified
MD,Hagerstown,non_safety_comparator,3,1,non_safety_constraint_signal,1,3,candidate_only_not_verified
ME,Augusta,non_safety_comparator,3,3,non_safety_constraint_signal,3,3,candidate_only_not_verified
ME,Brewer,non_safety_comparator,3,3,non_safety_constraint_signal,3,3,candidate_only_not_verified
ME,Brunswick,non_safety_municipal_units,2,2,fiscal_constraint_signal,2,0,candidate_only_not_verified
ME,Caribou,non_safety_comparator,3,2,non_safety_constraint_signal,3,3,candidate_only_not_verified
ME,Portland,non_safety_comparator,3,3,non_safety_constraint_signal,3,3,candidate_only_not_verified
ME,Presque Isle,non_safety_comparator,3,3,non_safety_constraint_signal,3,3,candidate_only_not_verified
ME,Scarborough,non_safety_municipal_units,3,3,fiscal_constraint_signal,3,0,candidate_only_not_verified
ME,Windham,non_safety_municipal_units,3,0,fiscal_constraint_signal,3,0,candidate_only_not_verified
ME,York,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
MI,Allendale charter,non_safety_municipal_units,3,2,fiscal_constraint_signal,3,0,candidate_only_not_verified
MI,Antwerp,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
MI,Bangor charter,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
MI,Bath charter,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
MI,Benton charter,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
MI,Blackman charter,non_safety_municipal_units,3,0,fiscal_constraint_signal,3,0,candidate_only_not_verified
MI,Bloomfield charter,safety_and_non_safety_bargaining_units,3,3,strike_or_no_strike_constraint,3,0,candidate_only_not_verified
MI,Brighton,non_safety_municipal_units,3,3,fiscal_constraint_signal,3,0,candidate_only_not_verified
MI,Brownstown charter,safety_and_non_safety_bargaining_units,3,3,strike_or_no_strike_constraint,3,0,candidate_only_not_verified
MI,Burton,non_safety_comparator,1,1,non_safety_constraint_signal,1,1,candidate_only_not_verified
MI,Caledonia,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
MI,Canton charter,safety_and_non_safety_bargaining_units,3,3,strike_or_no_strike_constraint,3,0,candidate_only_not_verified
MI,Cascade charter,non_safety_municipal_units,3,0,fiscal_constraint_signal,3,0,candidate_only_not_verified
MI,Chesterfield,safety_and_non_safety_bargaining_units,3,3,strike_or_no_strike_constraint,3,0,candidate_only_not_verified
MI,Clinton charter,safety_and_non_safety_bargaining_units,3,3,strike_or_no_strike_constraint,3,0,candidate_only_not_verified
MI,Coldwater,non_safety_comparator,3,3,non_safety_constraint_signal,3,3,candidate_only_not_verified
MI,Commerce charter,safety_and_non_safety_bargaining_units,3,3,strike_or_no_strike_constraint,3,0,candidate_only_not_verified
MI,Comstock charter,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
MI,Davison,non_safety_municipal_units,3,3,fiscal_constraint_signal,3,0,candidate_only_not_verified
MI,DeWitt charter,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
MI,Delhi charter,safety_and_non_safety_bargaining_units,3,3,strike_or_no_strike_constraint,3,0,candidate_only_not_verified
MI,Delta charter,safety_and_non_safety_bargaining_units,3,3,strike_or_no_strike_constraint,3,0,candidate_only_not_verified
MI,Detroit,non_safety_comparator,3,3,non_safety_constraint_signal,3,3,candidate_only_not_verified
MI,Eastpointe,non_safety_comparator,2,2,non_safety_constraint_signal,2,2,candidate_only_not_verified
MI,Fenton charter,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
MI,Flint,non_safety_comparator,3,3,non_safety_constraint_signal,3,3,candidate_only_not_verified
MI,Fraser,safety_and_non_safety_compensation_units,3,2,market_or_comparability_pressure,3,0,candidate_only_not_verified
MI,Frenchtown,non_safety_municipal_units,3,1,fiscal_constraint_signal,3,0,candidate_only_not_verified
MI,Fruitport charter,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
MI,Gaines charter,safety_and_non_safety_bargaining_units,3,3,strike_or_no_strike_constraint,3,0,candidate_only_not_verified
MI,Garfield charter,non_safety_municipal_units,3,3,fiscal_constraint_signal,3,0,candidate_only_not_verified
MI,Genesee charter,non_safety_municipal_units,3,3,fiscal_constraint_signal,3,0,candidate_only_not_verified
MI,Genoa,non_safety_municipal_units,3,2,fiscal_constraint_signal,3,0,candidate_only_not_verified
MI,Georgetown charter,safety_and_non_safety_bargaining_units,1,1,strike_or_no_strike_constraint,1,0,candidate_only_not_verified
MI,Grand Blanc charter,safety_and_non_safety_bargaining_units,3,3,strike_or_no_strike_constraint,3,0,candidate_only_not_verified
MI,Grand Haven charter,non_safety_municipal_units,3,1,fiscal_constraint_signal,3,0,candidate_only_not_verified
MI,Grand Rapids,non_safety_comparator,3,3,non_safety_constraint_signal,3,3,candidate_only_not_verified
MI,Grand Rapids charter,non_safety_municipal_units,2,2,fiscal_constraint_signal,2,0,candidate_only_not_verified
MI,Grosse Pointe Woods,non_safety_comparator,3,3,non_safety_constraint_signal,3,3,candidate_only_not_verified
MI,Hamburg,non_safety_municipal_units,1,1,fiscal_constraint_signal,1,0,candidate_only_not_verified
MI,Harper Woods,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
MI,Harrison charter,non_safety_municipal_units,1,0,fiscal_constraint_signal,1,0,candidate_only_not_verified
MI,Hartland,safety_and_non_safety_compensation_units,3,1,market_or_comparability_pressure,3,0,candidate_only_not_verified
MI,Hazel Park,non_safety_comparator,3,3,non_safety_constraint_signal,3,3,candidate_only_not_verified
MI,Highland charter,non_safety_municipal_units,3,2,fiscal_constraint_signal,3,0,candidate_only_not_verified
MI,Holland charter,safety_and_non_safety_bargaining_units,2,2,strike_or_no_strike_constraint,2,0,candidate_only_not_verified
MI,Huron charter,safety_and_non_safety_compensation_units,3,2,market_or_comparability_pressure,3,0,candidate_only_not_verified
MI,Independence charter,safety_and_non_safety_bargaining_units,3,3,strike_or_no_strike_constraint,3,0,candidate_only_not_verified
MI,Inkster,non_safety_comparator,3,3,non_safety_constraint_signal,3,3,candidate_only_not_verified
MI,Kalamazoo,non_safety_comparator,3,2,non_safety_constraint_signal,3,3,candidate_only_not_verified
MI,Kalamazoo charter,non_safety_municipal_units,3,2,fiscal_constraint_signal,3,0,candidate_only_not_verified
MI,Lyon charter,non_safety_municipal_units,3,3,fiscal_constraint_signal,3,0,candidate_only_not_verified
MI,Macomb,safety_and_non_safety_bargaining_units,3,3,strike_or_no_strike_constraint,3,0,candidate_only_not_verified
MI,Meridian charter,safety_and_non_safety_bargaining_units,3,3,strike_or_no_strike_constraint,3,0,candidate_only_not_verified
MI,Monroe charter,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
MI,Mundy,safety_and_non_safety_compensation_units,2,2,market_or_comparability_pressure,2,0,candidate_only_not_verified
MI,Niles,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
MI,Northville,safety_and_non_safety_bargaining_units,2,2,strike_or_no_strike_constraint,2,0,candidate_only_not_verified
MI,Oakland charter,non_safety_municipal_units,3,3,fiscal_constraint_signal,3,0,candidate_only_not_verified
MI,Orion charter,safety_and_non_safety_bargaining_units,3,3,strike_or_no_strike_constraint,3,0,candidate_only_not_verified
MI,Oshtemo charter,non_safety_municipal_units,3,2,fiscal_constraint_signal,3,0,candidate_only_not_verified
MI,Oxford charter,non_safety_municipal_units,2,1,fiscal_constraint_signal,2,0,candidate_only_not_verified
MI,Pittsfield charter,safety_and_non_safety_bargaining_units,3,3,strike_or_no_strike_constraint,3,0,candidate_only_not_verified
MI,Plainfield charter,safety_and_non_safety_bargaining_units,3,2,strike_or_no_strike_constraint,3,0,candidate_only_not_verified
MI,Plymouth charter,non_safety_municipal_units,3,3,fiscal_constraint_signal,3,0,candidate_only_not_verified
MI,Port Huron,non_safety_comparator,3,3,non_safety_constraint_signal,3,3,candidate_only_not_verified
MI,Portage,non_safety_comparator,3,3,non_safety_constraint_signal,3,3,candidate_only_not_verified
MI,Redford charter,safety_and_non_safety_bargaining_units,3,3,strike_or_no_strike_constraint,3,0,candidate_only_not_verified
MI,Rochester Hills,non_safety_comparator,3,2,non_safety_constraint_signal,3,3,candidate_only_not_verified
MI,Royal Oak,non_safety_comparator,3,3,non_safety_constraint_signal,3,3,candidate_only_not_verified
MI,Saginaw charter,safety_and_non_safety_bargaining_units,3,3,strike_or_no_strike_constraint,3,0,candidate_only_not_verified
MI,Scio,non_safety_municipal_units,2,2,fiscal_constraint_signal,2,0,candidate_only_not_verified
MI,Shelby charter,safety_and_non_safety_bargaining_units,3,3,strike_or_no_strike_constraint,3,0,candidate_only_not_verified
MI,Southfield,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
MI,Spring Lake,safety_and_non_safety_compensation_units,1,1,market_or_comparability_pressure,1,0,candidate_only_not_verified
MI,Springfield charter,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
MI,Sterling Heights,non_safety_comparator,2,2,non_safety_constraint_signal,2,2,candidate_only_not_verified
MI,Superior charter,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
MI,Texas charter,non_safety_municipal_units,3,0,fiscal_constraint_signal,3,0,candidate_only_not_verified
MI,Van Buren charter,safety_and_non_safety_bargaining_units,3,3,strike_or_no_strike_constraint,3,0,candidate_only_not_verified
MI,Waterford charter,safety_and_non_safety_bargaining_units,3,3,strike_or_no_strike_constraint,3,0,candidate_only_not_verified
MI,West Bloomfield charter,safety_and_non_safety_bargaining_units,3,3,strike_or_no_strike_constraint,3,0,candidate_only_not_verified
MI,White Lake charter,safety_and_non_safety_bargaining_units,3,3,strike_or_no_strike_constraint,3,0,candidate_only_not_verified
MI,Ypsilanti charter,safety_and_non_safety_bargaining_units,3,3,strike_or_no_strike_constraint,3,0,candidate_only_not_verified
MN,Anoka,non_safety_comparator,1,1,non_safety_constraint_signal,1,1,candidate_only_not_verified
MN,Apple Valley,non_safety_comparator,1,1,non_safety_constraint_signal,1,1,candidate_only_not_verified
MN,Brainerd,non_safety_comparator,3,3,non_safety_constraint_signal,3,3,candidate_only_not_verified
MN,Brooklyn Park,non_safety_comparator,3,3,non_safety_constraint_signal,3,3,candidate_only_not_verified
MN,Buffalo,non_safety_comparator,3,1,non_safety_constraint_signal,2,3,candidate_only_not_verified
MN,Burnsville,non_safety_comparator,3,3,non_safety_constraint_signal,3,3,candidate_only_not_verified
MN,Chaska,non_safety_comparator,3,1,non_safety_constraint_signal,3,3,candidate_only_not_verified
MN,Coon Rapids,non_safety_comparator,3,3,non_safety_constraint_signal,3,3,candidate_only_not_verified
MN,Cottage Grove,non_safety_comparator,3,0,non_safety_constraint_signal,0,3,candidate_only_not_verified
MN,Eden Prairie,non_safety_comparator,2,2,non_safety_constraint_signal,2,2,candidate_only_not_verified
MN,Edina,non_safety_comparator,3,3,non_safety_constraint_signal,3,3,candidate_only_not_verified
MN,Inver Grove Heights,non_safety_comparator,3,3,non_safety_constraint_signal,3,3,candidate_only_not_verified
MN,Lake Elmo,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
MN,Maple Grove,non_safety_comparator,2,1,non_safety_constraint_signal,2,2,candidate_only_not_verified
MN,Minneapolis,non_safety_comparator,3,3,non_safety_constraint_signal,3,3,candidate_only_not_verified
MN,Minnetonka,non_safety_comparator,3,0,non_safety_constraint_signal,3,3,candidate_only_not_verified
MN,Robbinsdale,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
MN,Rogers,safety_and_non_safety_compensation_units,2,1,market_or_comparability_pressure,2,0,candidate_only_not_verified
MN,Sauk Rapids,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
MN,Shakopee,non_safety_comparator,3,3,non_safety_constraint_signal,3,3,candidate_only_not_verified
MO,Belton,non_safety_comparator,2,2,non_safety_constraint_signal,2,2,candidate_only_not_verified
MO,Blue Springs,non_safety_comparator,3,3,non_safety_constraint_signal,3,3,candidate_only_not_verified
MO,Carthage,safety_and_non_safety_compensation_units,3,1,market_or_comparability_pressure,3,0,candidate_only_not_verified
MO,Columbia,non_safety_comparator,3,3,non_safety_constraint_signal,3,3,candidate_only_not_verified
MO,Dardenne Prairie,safety_and_non_safety_compensation_units,2,2,market_or_comparability_pressure,2,0,candidate_only_not_verified
MO,Festus,safety_and_non_safety_compensation_units,3,3,market_or_comparability_pressure,3,0,candidate_only_not_verified
MO,Florissant,non_safety_comparator,3,0,non_safety_constraint_signal,3,3,candidate_only_not_verified
