implementation_event_id,municipality,state,original_side,repaired_side,side_confidence,side_repair_reason,bounded_side_evidence,technical_lineage
IMPEVT-4b4105b72e34442c15c6f561,Delran,NJ,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"this ordinance is retroactive to january 1, 2022. delran, nj, wage schedule, 2022. unclear","[""WCM-6a4af2d588f6eb1ecbb3fe5c"",""WCM-7cf11397c3260e895fe03df0""]"
IMPEVT-15c8e6a8524d01672c0c46f8,Demarest,NJ,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"mayor.the mayor shall receive an annual stipend of $1,000.00, payable quarter~ demarest, nj, collective bargaining agreement, 2021. unclear","[""WCM-7cbe50f2d6164627298a952b""]"
IMPEVT-67118633a43da4a2c6ddb612,Demarest,NJ,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"shall take effect after public hearing and passage as required by law and shall be retroactive to january 1, 2021. demarest, nj, collective bargaining agreement, 2021. unclear","[""WCM-65c5d247afcd422fcc81d1ac""]"
IMPEVT-463970bb91466fc10041c132,Demarest,NJ,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"shall take effect after public hearing and passage as required by law and shall be retroactive to january 1. demarest, nj, collective bargaining agreement, 2023. unclear","[""WCM-b297cbf357c97b3ea58e1487""]"
IMPEVT-a9264c9de4856943717e5531,Denville,NJ,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"councilman fitzpatrick asked if the ordinances will be retroactive to january 1, 2010. denville, nj, salary ordinance, period not explicit. unclear","[""WCM-d7b6a7deb52a50639c858f0c""]"
IMPEVT-5147237c8e1cdb32cd0473a8,Dunellen,NJ,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"retroactive to the first day. dunellen, nj, collective bargaining agreement, period not explicit. unclear","[""WCM-cc6c66712166bb12511e8f14""]"
IMPEVT-1e843269968103d13e73c98f,East Newark,NJ,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"whereas, employee number 00004 has submitted their resignation effective april 18, 2025; east newark, nj, salary ordinance, 2025. unclear","[""WCM-61a18ac061f45a7ba292df81"",""WCM-6750ed4e69758f3eb3067164""]"
IMPEVT-9f74f9309b95fe17ea086288,East Windsor,NJ,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"contractual agreements and the specific salary ordinance adopted for the individual collective bargaining union. east windsor, nj, wage schedule, 2021. unclear","[""WCM-c74a47ce4e765597653702aa""]"
IMPEVT-c678ab6640a4539371af85e6,Egg Harbor,NJ,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"and state of new jersey that, effective march 14, 2016, the following person is hereby transferred in the egg harbor, nj, wage schedule, 2016. unclear","[""WCM-174b07d2fe5cb73fd6c85c0c""]"
IMPEVT-8ac62cc751cf393dac948633,Essex Fells,NJ,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"name: title: rate of pay: effective date: vincent b. cocozziello, jr. crossing guard $18.00/hr. essex fells, nj, memorandum of understanding, 2024. unclear","[""WCM-45f8eaecec4efe6ecd04b084""]"
IMPEVT-42dd56342d4298a79e0443f9,Evesham,NJ,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"effective january 1, 2024, robert murray's base salary will be $75,000 evesham, nj, collective bargaining agreement, 2024. unclear","[""WCM-a2218e074c5681c9f8f6836e"",""WCM-af2cccde56f30321bb557319""]"
IMPEVT-0c75b984b6e064fb35835030,Farmingdale,NJ,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"will contain the date of august 27, 2025, on which interest shall start accruing retroactive to august 1, 2025. farmingdale, nj, collective bargaining agreement, 2025. unclear","[""WCM-0e643ed279fae18adf8cc744""]"
IMPEVT-65ad2d4d713fc3e989357ed9,Flemington,NJ,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"period, if applicable), the employee will be placed on the seniority list retroactive to the first flemington, nj, collective bargaining agreement, 2020. unclear","[""WCM-79c1c5775744a37817028266"",""WCM-f415201657c762ae34b8002f""]"
IMPEVT-1153585a46ed5a5a9598cd3f,Flemington,NJ,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"effective and retroactive to january 1, 2023 - 3.0% flemington, nj, memorandum of understanding, 2023. unclear","[""WCM-8024b8876706569413c94d48"",""WCM-ebf5537d8fb5a44d54f7ba8a""]"
IMPEVT-1a0ea1518675762bf75d202a,Flemington,NJ,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"effective january 1, 2024 - 3.0% flemington, nj, memorandum of understanding, 2024. unclear","[""WCM-cf7b9892788b2f8d05d86bda""]"
IMPEVT-f11a19249e3d2fe60db6fa8f,Flemington,NJ,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"effective january 1, 2025 - 3 .5% flemington, nj, memorandum of understanding, 2025. unclear","[""WCM-8a2ea6965def69c12dcaa1b5""]"
IMPEVT-b28abc167449c51d2d5c783d,Folsom,NJ,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"the provisions of this ordinance shall be retroactive to january 1, 2025, and folsom, nj, other local government pay policy, 2025. unclear","[""WCM-801e2bec248511d14d31d1f1"",""WCM-f2cd013e9602c3f3273391db""]"
IMPEVT-d7ef505dd439abc92285cf52,Folsom,NJ,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"the provisions of this ordinance shall be retroactive to january 1, 2026, and shall apply folsom, nj, wage schedule, 2026. unclear","[""WCM-9421f684915ea8d5479445dc""]"
IMPEVT-498ae9f6fdcd727f1a1739a6,Frankford,NJ,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"human resources coordinator (effective 4/4/2024) $ 4,000.00 frankford, nj, wage schedule, 2024. unclear","[""WCM-b873e093d15b30540cbfd8cf""]"
IMPEVT-727ed680d677b715677b03ee,Gloucester,NJ,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"1) the pay rates set forth in appendix a-1 shall represent an increase of $350, plus 2% effective january 1, 2017, 2% effective january 1, 2018, and 2% effective january 1, 2019. gloucester, nj, collective bargaining agreement, 2017. unclear","[""WCM-2b19572e2f251c56c93b78a1"",""WCM-5d5f81a1c40a925a436593d4"",""WCM-e615f0df8e320670a5574277"",""WCM-f1b22db8a7d9d32a7d2b0ba0""]"
IMPEVT-35b975dad091666cae532fb6,Green,NJ,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"be it ordained by the township committee of the township of green that effective january 1, 2017, the salary ranges for officers and employees shall be as hereinafter specified: green, nj, other local government pay policy, 2017. unclear","[""WCM-328d26ff358342e5e32d775e"",""WCM-3a0f34b78c0d71cf7d7d75f5""]"
IMPEVT-0a5a79f18c9c42d825f79944,Green,NJ,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"be it ordained by the township committee of the township of green that effective january 1, green, nj, other local government pay policy, 2021. unclear","[""WCM-b3f323045865328651ead89a"",""WCM-e297b6654d89c79122506898""]"
IMPEVT-0c71aceea5e0c52e69258550,Greenwich,NJ,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"current salary resolution retroactive to january 1, 2024, greenwich, nj, other local government pay policy, 2024. unclear","[""WCM-1fb259435f04652d7239c137"",""WCM-302f18c7a57c9301eb7ce85e"",""WCM-5a4acc64a1edd16a1b8755e3"",""WCM-f2459313b2eb82643c70668a""]"
IMPEVT-35945faf32567b1b33f66fa5,Hamburg,NJ,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"this ordinance becomes effective march 2, hamburg, nj, other local government pay policy, 2022. unclear","[""WCM-3b2150a4756fa21f8f389529""]"
IMPEVT-7fabe510c4771147615109d4,Hardyston,NJ,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"township council establishing specific salaries or wages may be made retroactive to january 1st of the year in which hardyston, nj, salary ordinance, 2026. unclear","[""WCM-d15bf66b684b245e637caca9""]"
IMPEVT-d02cae6ef1cca32800498b59,Harrington Park,NJ,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"as provided by law and shall be retroactive to january 1, 2018. harrington park, nj, salary ordinance, 2018. unclear","[""WCM-a68c788362273649d69eb5b3""]"
IMPEVT-d610427af434a64ae5c440c9,Harrington Park,NJ,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"as provided by law and shall be retroactive to january 1, 2019. harrington park, nj, salary ordinance, 2019. unclear","[""WCM-5cbfebd3f42b424ba5465124""]"
IMPEVT-df0b07720b6d017f3b0c80f7,Harvey Cedars,NJ,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"the shelter in place order effective march 21, 2020, the regular meeting of the board of harvey cedars, nj, memorandum of understanding, 2020. unclear","[""WCM-32cdf9ad6605dafcf4d3f112"",""WCM-f2862e0aa2a585bc7e313e0f"",""WCM-f8f623cd7c0e0d7e0fe8e918""]"
IMPEVT-b012764874ecad678786e3a3,Haworth,NJ,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"ordinances governing such practice, provided, however, that effective january 1, 2014 new hires will not be haworth, nj, council packet or minutes, 2014. unclear","[""WCM-090a052a420a3468cc14bd3c""]"
IMPEVT-493acad111cfb4c38b16201a,Haworth,NJ,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"the provisions of this ordinance shall be retroactive to january 1, 2024. haworth, nj, council packet or minutes, 2024. unclear","[""WCM-11d8e1dd0a2ceaf8324e0104""]"
IMPEVT-91ce49d16af9299c754390db,Haworth,NJ,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"given year, then the anniversary date of this salary schedule shall not be effective until january 1st of the haworth, nj, council packet or minutes, 2025. unclear","[""WCM-b083592ae2f9cdf3adc84b64""]"
IMPEVT-508abf964aa782d7313d1c57,Haworth,NJ,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"effective january 1, haworth, nj, council packet or minutes, 2025. unclear","[""WCM-4909aaa28e94f310f5769dd4""]"
IMPEVT-050b872ef46ad7a74228a295,Irvington,NJ,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"municipal court judge patricia weston rivera for four year terms, effective july 1, 2014; irvington, nj, arbitration award, 2014. unclear","[""WCM-b17116e230d29ee4252824a7"",""WCM-ca6ce9001924ee817d6a82bc""]"
IMPEVT-48836932209908d09f7d4f8d,Jamesburg,NJ,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"effective january 1, 2020 through december 31, 2022. jamesburg, nj, budget or pay plan, 2020. unclear","[""WCM-faa6d43d3a3b8a65c802b293""]"
IMPEVT-37cb316c7b727b59e1c5fd13,Jamesburg,NJ,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"do hereby appoint the following as part-time crossing guard effective september 1, 2021 jamesburg, nj, budget or pay plan, 2021. unclear","[""WCM-e45ccb6f7c10d697b7fbd6ad""]"
IMPEVT-454ea10b4f594484e8c1b6e4,Jefferson,NJ,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"whereas, the township wishes to adopt this ordinance, effective january 1, 2026, establishing the salary ranges and other jefferson, nj, civil-service or hr pay plan, 2026. unclear","[""WCM-40725a21c1ee8868f7723cbc"",""WCM-f127e493526fc001a62763a3""]"
IMPEVT-dc4e98fe24cef0a5a41350b4,Kingwood,NJ,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"the contribution rate was 7.50% of base salary effective july 1, 2018. kingwood, nj, collective bargaining agreement, 2018. unclear","[""WCM-30be56663ac3a9b1df49ade6""]"
IMPEVT-fe9b541215814117897cf213,Kingwood,NJ,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"lease and shall be consistent with the utility allowance approved by the new jersey kingwood, nj, council packet or minutes, 2026. unclear","[""WCM-7f244cef6d83f3c3a8b1d775""]"
IMPEVT-21eeffca9cbbeb9ee5a86f76,Kingwood,NJ,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"agreement between the hunterdon land trust and the township of kingwood effective january 1, 2026- kingwood, nj, council packet or minutes, 2026. unclear","[""WCM-3f72e9f0eedafbc8005e2672"",""WCM-85f2391f9605211381fad4cf""]"
IMPEVT-4a5f36d59cd8cf1c6c4c2a90,Knowlton,NJ,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"mazza-yes, shipps-yes, van horn-yes approved 3% salary increase retroactive to january 1, 2023. knowlton, nj, council packet or minutes, 2023. unclear","[""WCM-cbe79884c2d973a4c9448abd""]"
IMPEVT-6e7f9f0eccfaeffeae0c6e49,Knowlton,NJ,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"mazza-yes, shipps-yes, van horn-yes approved 3% salary increase retroactive to january 1, 2023. knowlton, nj, council packet or minutes, 2023. unclear","[""WCM-9fea82632d6cd47bcd300b19""]"
IMPEVT-9a604029e2eba51d83ee948b,Lambertville,NJ,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"this ordinance shall be retroactive to january 1, 2023. lambertville, nj, other local government pay policy, 2023. unclear","[""WCM-ed31581833c2769ac85cc5d6""]"
IMPEVT-a71d4e95ed2d473674613ba4,Lavallette,NJ,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"2024-44a approving 5 year longevity steps for non-union department heads effective january 1, 2025 lavallette, nj, memorandum of understanding, 2024. unclear","[""WCM-6a2e21ab5c0b0110d4199ad9""]"
IMPEVT-37c6e7ed498f24b1c6dafbba,Lavallette,NJ,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"2025-08 increasing minimum wage hourly rates to $15.49 effective january 1, 2025 lavallette, nj, memorandum of understanding, 2025. unclear","[""WCM-e4201be579afdf4382550a29""]"
IMPEVT-c11efe2a7c63f19cc1143983,Long Beach,NJ,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"resolution approving the execution of a collective bargaining unit long beach, nj, collective bargaining agreement, 2020. unclear","[""WCM-5df4a97131a922bb124452bd""]"
IMPEVT-b4fb84fb97a6cad7d0b8321c,Long Hill,NJ,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"purchasing agent, effective september 27, 2021. long hill, nj, council packet or minutes, 2021. unclear","[""WCM-18897569735a34f3a4943972""]"
IMPEVT-0b6c0cb3e074c95596f120eb,Long Hill,NJ,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"in addition, detectives shall receive an annual stipend of $2,000.00, which shall long hill, nj, collective bargaining agreement, 2024. unclear","[""WCM-25dd1056e9467dae17401aa8"",""WCM-8717daf055dca0bb1e021bbc"",""WCM-b43ba58e9eb345c66f2667bc""]"
IMPEVT-694d11184f7fc43148c2f7ce,Manalapan,NJ,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"retroactive to january 1, 2023 manalapan, nj, salary ordinance, 2023. unclear","[""WCM-8df54b6bd2574b8f95bbb4d8""]"
IMPEVT-0369406eaebba7ecee86fb3f,Maple Shade,NJ,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"county of burlington, state of new jersey, effective january 1, 2026 maple shade, nj, other local government pay policy, 2026. unclear","[""WCM-e96acaa2901dc80f42607fb4""]"
IMPEVT-f2d8e5fae9505f4a03bcd23a,Mendham,NJ,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"l effective january 1,2020 - 2.5% increase mendham, nj, collective bargaining agreement, 2020. unclear","[""WCM-62f6f78ed8bfeb9a5a6eebd1"",""WCM-ce146d6fd252aadedf06d0c0""]"
IMPEVT-fddc16d45a4370246b1c2224,Mendham,NJ,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"effective january l, 2022-2.5yo increase mendham, nj, collective bargaining agreement, 2022. unclear","[""WCM-8dd62e9a3c49ac00266bfcb8""]"
IMPEVT-7d8f60e2409ac8626ec63ee6,Mendham,NJ,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"effective january 1,2024 -2.5% increase mendham, nj, collective bargaining agreement, 2024. unclear","[""WCM-48f922204148770ebab5c5af""]"
IMPEVT-d9dc4883cdb5b1f89d130e2a,Mendham,NJ,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"the rate structure established herein shall be effective may 1, 2026, and continue thereafter until mendham, nj, council packet or minutes, 2026. unclear","[""WCM-310141a430d6b7845fa4d6c3"",""WCM-a6427d6d9f18efe0a0e35a7c""]"
IMPEVT-b2635e7a2130c041bfe76aa3,Merchantville,NJ,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"minimum wage to $25.00 per hour, with time and one-half for overtime when approved by the merchantville, nj, wage schedule, period not explicit. unclear","[""WCM-a8972591197fee617c092cbe""]"
IMPEVT-c7b6bd11ab75124641cc5be8,Merchantville,NJ,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"thereof following final passage, and all salaries and compensation shall be retroactive to january 1, merchantville, nj, wage schedule, period not explicit. unclear","[""WCM-853f0e86185b1423fa932245""]"
IMPEVT-6a7c04c217da425a63a73602,Middle,NJ,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"future, for the local board of health shall be eliminated effective july 1, 2010, and middle, nj, memorandum of understanding, 2014. unclear","[""WCM-4ba2faf1a2dca2e43bbce1ae"",""WCM-6dd56e4d1ef58829df1a01fc""]"
IMPEVT-e55484595d868ae131142f1d,Middle,NJ,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"fund and it is providing its notice herewith, such withdrawal to be effective on march 1, 2019 middle, nj, memorandum of understanding, 2019. unclear","[""WCM-0e7c2c888a12cc7b54efaa09"",""WCM-f6c2307103455d5bde4996b8""]"
IMPEVT-68d01e38dfab52e72a8f2003,Middletown,NJ,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"director of cultural arts center $ 89,390.00 effective 03/01/24 middletown, nj, wage schedule, 2024. unclear","[""WCM-44a747d36d96d61a35daccb3"",""WCM-850c7f4d8aee68f0813dc105""]"
IMPEVT-10ae989951e200828f7cdce9,Millstone,NJ,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"4) court personnel shall receive $45 per call-out up to two hours, and $20 per hour thereafter. millstone, nj, wage schedule, 2023. unclear","[""WCM-c299cae71ea6c1e1447cb257""]"
IMPEVT-cc7179d22d03d78b1ed50b3b,Millstone,NJ,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"maintains said licence for township use and assumes the duties and responsibilities associated with said license, shall receive a $2,000 stipend. millstone, nj, wage schedule, 2023. unclear","[""WCM-46b915220e9278a74d39e935""]"
IMPEVT-70c73cb6d3f7d6ae44be074c,Millstone,NJ,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"4) court personnel shall receive $45 per call-out up to two hours, and $20 per hour thereafter. millstone, nj, wage schedule, 2024. unclear","[""WCM-801a5638f07fef5d35d32696""]"
IMPEVT-3fad581adc627ab19b74f287,Millstone,NJ,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"maintains said licence for township use and assumes the duties and responsibilities associated with said license, shall receive a $2,500 stipend. millstone, nj, wage schedule, 2024. unclear","[""WCM-0794dd5b2d1369ec4bf0ddcf""]"
IMPEVT-5f08724d952eaf1372f086c8,Millstone,NJ,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"such amount shall increase to $2,500 effective 1/1/2025. millstone, nj, wage schedule, 2025. unclear","[""WCM-5ba2a3e70e62ba100aaa69c8""]"
IMPEVT-b63717e0dee82f6263f3ece7,Monmouth Beach,NJ,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"employees shall receive their lump sum payment at the first pay period upon monmouth beach, nj, salary ordinance, 2026. unclear","[""WCM-7d597da7abc608e72bf39966""]"
IMPEVT-5261164af80bfd8a188ec54b,Montgomery,NJ,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"pursuant to the act and that was abolished effective march 20, 2024, pursuant to section 3 at p.l. montgomery, nj, other local government pay policy, 2024. unclear","[""WCM-a4b9a30cede50ec7f5afc9c5""]"
IMPEVT-eca9fdada69d0a25cfc1f680,Montgomery,NJ,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"19:44a-20.5 (non-fair and open) effective january 1, 2026 to december 31, 2026 for an amount not to montgomery, nj, other local government pay policy, 2026. unclear","[""WCM-c7b71bbaa5541ce971c884b5""]"
IMPEVT-d8fb389fa4aa4c1186e466a9,Morris,NJ,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"section two: the salaries or compensation shall be retroactive to january 1, 2026. morris, nj, other local government pay policy, 2026. unclear","[""WCM-7f2c6ea00539643f9ba930b0""]"
IMPEVT-e01cfb8a829d4d7b06bb5cbb,Morris,NJ,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"section three: effective january 1, 2012 implementation of applicable legislation, p.l. morris, nj, other local government pay policy, period not explicit. unclear","[""WCM-a40dc69eb582eccee30d886e""]"
IMPEVT-5fbaf31ca4f7c041f90d3890,Mount Arlington,NJ,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"be retroactive to that date. mount arlington, nj, collective bargaining agreement, 2024. unclear","[""WCM-92f192d1d163dbab922e1bee""]"
IMPEVT-55c27354e409a175a655ae46,Mountainside,NJ,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"the salary of the following borough employee be increased, effective january 1, 2022, in mountainside, nj, wage schedule, 2022. unclear","[""WCM-30501d7a1d391c64ac6de694"",""WCM-7be3d65d35fc1daec9311ff8"",""WCM-d570b5564131e5da2f6c6206""]"
IMPEVT-6ba628ac9610604b8bd18a2b,Mountainside,NJ,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"$5,000 effective september 1, 2025 mountainside, nj, wage schedule, 2025. unclear","[""WCM-5e5d0923f4ca1a1145bc4918""]"
IMPEVT-b5e24daf4a1367c04e79de3b,Mountainside,NJ,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"$5,000 effective january 1, 2026 mountainside, nj, wage schedule, 2026. unclear","[""WCM-1b9b2965e01672e41c4d2092"",""WCM-f5f94d142ab75aac9d6b3a6c""]"
IMPEVT-8c30d2a67f451fa9cc7fae78,Mullica,NJ,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"retroactive to the first pay in 2026. mullica, nj, collective bargaining agreement, 2026. unclear","[""WCM-e9fe12dfa98b7d180771aa19""]"
IMPEVT-f9768b9ab0e56b9102434a71,North Brunswick,NJ,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"between the two parties effective january 1, 2022 through december 31, 2025, as contained in north brunswick, nj, memorandum of understanding, 2022. unclear","[""WCM-3124687c0ab20eef74d94f3e""]"
IMPEVT-4af0c25bef55d1556c8ee8f7,North Brunswick,NJ,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"a resolution authorizing a collective bargaining north brunswick, nj, memorandum of understanding, 2022. unclear","[""WCM-1e6e563dae19b6c71e43fd24""]"
IMPEVT-ee984274caf6c610c2de0ac2,Northvale,NJ,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"salaries, wages and compensation herein set forth shall be retroactive to january 1, northvale, nj, other local government pay policy, 2026. unclear","[""WCM-e8d8e4669dac1797bab76f1d""]"
IMPEVT-42d327a632ca3fede40e1641,Nutley,NJ,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"3255 for effective january 1, 2014 nutley, nj, salary ordinance, 2014. unclear","[""WCM-b95f669956cd93d87c29c88a""]"
IMPEVT-cc430df040340366fb092c80,Nutley,NJ,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"3256 effective january 1, 2015. nutley, nj, salary ordinance, 2015. unclear","[""WCM-b3552fa98c566d9caa5d6d13""]"
IMPEVT-f0d5ffea129518b67b38d7aa,Nutley,NJ,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"2 essex, state of new jersey, effective january 1, 2013. nutley, nj, salary ordinance, 2016. unclear","[""WCM-e2e4acbc63f0c7eb2068692d""]"
IMPEVT-5a69d9260340eb3c05ab8111,Nutley,NJ,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"township of nutley, county of essex, state of new jersey effective january 1, nutley, nj, other local government pay policy, 2018. unclear","[""WCM-baefdcbca31d2454eb46b10c""]"
IMPEVT-2dc5e68bfd9e73910c7f42a6,Nutley,NJ,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"of nutley, county of essex, state of new jersey effective january 1, 2022. nutley, nj, salary ordinance, 2022. unclear","[""WCM-0839c8c460565b820210ed30"",""WCM-336b4dd2731aa9b1aa4b63b8"",""WCM-6a0dbbdff72709777fd4341c""]"
IMPEVT-456edc73a47cdf90a18130d2,Nutley,NJ,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"the township of nutley, county of essex, state of new jersey effective january 1, 2023. nutley, nj, salary ordinance, 2023. unclear","[""WCM-915150d5215240bba3d2087f""]"
IMPEVT-a8844ae551288b79417ddee5,Ocean,NJ,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"for a total disabled veteran and were given approval effective november 19, 2021, and, ocean, nj, budget or pay plan, 2021. unclear","[""WCM-243b547e950c1469115e19d5"",""WCM-40542ba3cf6cf328c26b2616""]"
IMPEVT-f584ce2d7a6d9b41528ede5e,Old Tappan,NJ,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"hearing held as required by law and shall be retroactive to january 1, 2025. old tappan, nj, wage schedule, 2025. unclear","[""WCM-4dd7a2eb8ad39c70a9609960""]"
IMPEVT-e29a6403d4755c20b9a74c42,Pemberton,NJ,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"section 6: the salary and wages shall be fixed annually by resolution and may be retroactive to pemberton, nj, salary ordinance, 2023. unclear","[""WCM-879572c4b58573bfd873e4ec""]"
IMPEVT-69189d3107ae22d8c9761116,Pemberton,NJ,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"section 6: the salary and wages shall be fixed annually by resolution and may be retroactive to pemberton, nj, salary ordinance, 2025. unclear","[""WCM-5ac3ff15db75c31019a928c7""]"
IMPEVT-42316b4a162bcf00c9a52ace,Readington,NJ,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"serve as the acting municipal clerk for a three (3) year term effective march 3, 2025 and readington, nj, salary ordinance, 2025. unclear","[""WCM-4f07b23f64496a19a98448a5"",""WCM-96768cda084376b90786dd43""]"
IMPEVT-b8cd66c83e61a5a7239a0344,Riverton,NJ,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"that this ordinance shall take effect immediately upon its adoption and publication according to the law with the exception that the salary schedules, contained in section i shall be retroactive to january 1, 2021. riverton, nj, salary ordinance, 2021. unclear","[""WCM-324a75e0dfdbd784d3ed359e""]"
IMPEVT-d4e0292550d89e45380b9eda,Riverton,NJ,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"that the longevity payments to eligible employees not covered by the collective bargaining agreement shall be paid in accordance with the plan adopted by the borough. riverton, nj, salary ordinance, 2023. unclear","[""WCM-e56e74ce682a8ab1d01f5421""]"
IMPEVT-98a44d62ec0a29038d749737,Riverton,NJ,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"this section has been rescinded by ordinance 7-11 effective may 11, 2011. riverton, nj, salary ordinance, 2023. unclear","[""WCM-b9724f9e183d418cba63f329""]"
IMPEVT-6ce15ddc0e1283f3450dcc77,Roxbury,NJ,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"all salaries noted herein shall be deemed effective january 1, 2021, roxbury, nj, budget or pay plan, 2021. unclear","[""WCM-22cd275cff4c881414cc839a"",""WCM-a3a1678e2ae60a8af71df1a8""]"
IMPEVT-5af2da5e8dee3314169863cb,Roxbury,NJ,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"a resolution authorizing a shared services agreement effective on july 1, 2022 for public health services for a term of 5 ½ years roxbury, nj, budget or pay plan, 2022. unclear","[""WCM-8e01bebb10e1cdf69684fba0"",""WCM-c0b500ececf14975cd1904b1""]"
IMPEVT-d94aa98b523076263085963c,Saddle Brook,NJ,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"be effective july 1, 2021. saddle brook, nj, wage schedule, 2021. unclear","[""WCM-6b6012a104b6c20bc2798264""]"
