mechanism_exposure_event_id,root_compensation_event_id,municipality,state,region,compensation_cycle_id,mechanism_family,mechanism_tag,side,implementation_status,implementation_confidence,recurring_or_one_time,corroborating_source_count,technical_lineage,linked_root_compensation_event_ids,linked_root_count
MECHEXP-18e1617f6e020f2893676335,ROOTCOMP-53f302e088782546935a4896,Ardsley,NY,Northeast,2017,pressure_channel,none_identified,remains_unclear,implemented,high,not_applicable,0,"[""WCM-f80ebec2f1939f9ad7360487""]",ROOTCOMP-53f302e088782546935a4896,1
MECHEXP-a545fca695b6363e41c192e0,ROOTCOMP-4692482af6b2d3a30dcaf3fe,Ardsley,NY,Northeast,2018,institutional_channel,none_identified,remains_unclear,implemented,high,not_applicable,0,"[""WCM-6762672617654b8462e58932""]",ROOTCOMP-4692482af6b2d3a30dcaf3fe,1
MECHEXP-ab0226a2ee187e79861a4639,ROOTCOMP-4692482af6b2d3a30dcaf3fe,Ardsley,NY,Northeast,2018,compensation_outcome,retroactive_pay,remains_unclear,implemented,high,not_applicable,0,"[""WCM-6762672617654b8462e58932""]",ROOTCOMP-4692482af6b2d3a30dcaf3fe,1
MECHEXP-5d0f221f1f4b281c21300a02,ROOTCOMP-4692482af6b2d3a30dcaf3fe,Ardsley,NY,Northeast,2018,timing_implementation,payroll_effective_date,remains_unclear,implemented,high,not_applicable,0,"[""WCM-6762672617654b8462e58932""]",ROOTCOMP-4692482af6b2d3a30dcaf3fe,1
MECHEXP-e2e278fe8d45f7291b16b28c,ROOTCOMP-4692482af6b2d3a30dcaf3fe,Ardsley,NY,Northeast,2018,timing_implementation,retroactive,remains_unclear,implemented,high,not_applicable,0,"[""WCM-6762672617654b8462e58932""]",ROOTCOMP-4692482af6b2d3a30dcaf3fe,1
MECHEXP-666c86450585605616e9b600,ROOTCOMP-4692482af6b2d3a30dcaf3fe,Ardsley,NY,Northeast,2018,pressure_channel,none_identified,remains_unclear,implemented,high,not_applicable,0,"[""WCM-6762672617654b8462e58932""]",ROOTCOMP-4692482af6b2d3a30dcaf3fe,1
MECHEXP-73722086402c184f31257994,ROOTCOMP-5bd05aea660d70aac0fcf32b,Ardsley,NY,Northeast,2019,institutional_channel,none_identified,remains_unclear,implemented,high,not_applicable,0,"[""WCM-d66fa4ae106f55aa54743329""]",ROOTCOMP-5bd05aea660d70aac0fcf32b,1
MECHEXP-a9bb52963ea8d3467407bc46,ROOTCOMP-5bd05aea660d70aac0fcf32b,Ardsley,NY,Northeast,2019,compensation_outcome,retroactive_pay,remains_unclear,implemented,high,not_applicable,0,"[""WCM-d66fa4ae106f55aa54743329""]",ROOTCOMP-5bd05aea660d70aac0fcf32b,1
MECHEXP-9587325e8eed42abd7154234,ROOTCOMP-5bd05aea660d70aac0fcf32b,Ardsley,NY,Northeast,2019,timing_implementation,payroll_effective_date,remains_unclear,implemented,high,not_applicable,0,"[""WCM-d66fa4ae106f55aa54743329""]",ROOTCOMP-5bd05aea660d70aac0fcf32b,1
MECHEXP-205961fd400f45d7b5544449,ROOTCOMP-5bd05aea660d70aac0fcf32b,Ardsley,NY,Northeast,2019,timing_implementation,retroactive,remains_unclear,implemented,high,not_applicable,0,"[""WCM-d66fa4ae106f55aa54743329""]",ROOTCOMP-5bd05aea660d70aac0fcf32b,1
MECHEXP-16f2ca8aa4ebe38c28ea9020,ROOTCOMP-5bd05aea660d70aac0fcf32b,Ardsley,NY,Northeast,2019,pressure_channel,none_identified,remains_unclear,implemented,high,not_applicable,0,"[""WCM-d66fa4ae106f55aa54743329""]",ROOTCOMP-5bd05aea660d70aac0fcf32b,1
MECHEXP-bba25b22240bcaa5d70fe167,ROOTCOMP-31ef4ab9959031e7519af061,Ardsley,NY,Northeast,2021,institutional_channel,none_identified,police,implemented,high,recurring_base,0,"[""WCM-21bad389171dadcf489bece2""]",ROOTCOMP-31ef4ab9959031e7519af061,1
MECHEXP-f5179037d79b18147f890e57,ROOTCOMP-31ef4ab9959031e7519af061,Ardsley,NY,Northeast,2021,compensation_outcome,base_wage_change,police,implemented,high,recurring_base,0,"[""WCM-21bad389171dadcf489bece2""]",ROOTCOMP-31ef4ab9959031e7519af061,1
MECHEXP-87447de1910b65783c93d06f,ROOTCOMP-31ef4ab9959031e7519af061,Ardsley,NY,Northeast,2021,compensation_outcome,retroactive_pay,police,implemented,high,recurring_base,0,"[""WCM-21bad389171dadcf489bece2""]",ROOTCOMP-31ef4ab9959031e7519af061,1
MECHEXP-5e07b98336f15e887a5dbd9a,ROOTCOMP-31ef4ab9959031e7519af061,Ardsley,NY,Northeast,2021,timing_implementation,payroll_effective_date,police,implemented,high,recurring_base,0,"[""WCM-21bad389171dadcf489bece2""]",ROOTCOMP-31ef4ab9959031e7519af061,1
MECHEXP-efd265068f9d7c991bb53143,ROOTCOMP-31ef4ab9959031e7519af061,Ardsley,NY,Northeast,2021,timing_implementation,recurring,police,implemented,high,recurring_base,0,"[""WCM-21bad389171dadcf489bece2""]",ROOTCOMP-31ef4ab9959031e7519af061,1
MECHEXP-548e4a4b86c4f78413800361,ROOTCOMP-31ef4ab9959031e7519af061,Ardsley,NY,Northeast,2021,timing_implementation,retroactive,police,implemented,high,recurring_base,0,"[""WCM-21bad389171dadcf489bece2""]",ROOTCOMP-31ef4ab9959031e7519af061,1
MECHEXP-2857c9c4f7150ae8c2894b0f,ROOTCOMP-31ef4ab9959031e7519af061,Ardsley,NY,Northeast,2021,pressure_channel,none_identified,police,implemented,high,recurring_base,0,"[""WCM-21bad389171dadcf489bece2""]",ROOTCOMP-31ef4ab9959031e7519af061,1
MECHEXP-dc7ca0d0f24c5884cef3a6c9,ROOTCOMP-20d362c553e5f0b7021d284a,Attica,NY,Northeast,2025,institutional_channel,none_identified,remains_unclear,implemented,high,not_applicable,0,"[""WCM-7caed1aaeafc858a53e604cf""]",ROOTCOMP-20d362c553e5f0b7021d284a,1
MECHEXP-4b3b4542329b883fd14afeb5,ROOTCOMP-20d362c553e5f0b7021d284a,Attica,NY,Northeast,2025,compensation_outcome,retroactive_pay,remains_unclear,implemented,high,not_applicable,0,"[""WCM-7caed1aaeafc858a53e604cf""]",ROOTCOMP-20d362c553e5f0b7021d284a,1
MECHEXP-5933defc466caa6561cf803f,ROOTCOMP-20d362c553e5f0b7021d284a,Attica,NY,Northeast,2025,timing_implementation,payroll_effective_date,remains_unclear,implemented,high,not_applicable,0,"[""WCM-7caed1aaeafc858a53e604cf""]",ROOTCOMP-20d362c553e5f0b7021d284a,1
MECHEXP-f1ddc272da56714995eae65d,ROOTCOMP-20d362c553e5f0b7021d284a,Attica,NY,Northeast,2025,timing_implementation,retroactive,remains_unclear,implemented,high,not_applicable,0,"[""WCM-7caed1aaeafc858a53e604cf""]",ROOTCOMP-20d362c553e5f0b7021d284a,1
MECHEXP-92445071dd63c20cbc346fa5,ROOTCOMP-20d362c553e5f0b7021d284a,Attica,NY,Northeast,2025,pressure_channel,none_identified,remains_unclear,implemented,high,not_applicable,0,"[""WCM-7caed1aaeafc858a53e604cf""]",ROOTCOMP-20d362c553e5f0b7021d284a,1
MECHEXP-50e0a750bfe667cbefbb8932,ROOTCOMP-175f5cdf707e0f3d9040caa4,Aurora,NY,Northeast,undated-source-B4X2500LIVE-20260729-006385,institutional_channel,none_identified,remains_unclear,implemented,high,recurring_non_base,0,"[""WCM-2a20e6a1e4ed513f54516602"",""WCM-70a05de87ecb596a796d673a"",""WCM-d41f81ebc8328cc4da7bfefc""]",ROOTCOMP-175f5cdf707e0f3d9040caa4,1
MECHEXP-3d11766ad023b42c9a3683d7,ROOTCOMP-175f5cdf707e0f3d9040caa4,Aurora,NY,Northeast,undated-source-B4X2500LIVE-20260729-006385,compensation_outcome,retroactive_pay,remains_unclear,implemented,high,recurring_non_base,0,"[""WCM-2a20e6a1e4ed513f54516602"",""WCM-70a05de87ecb596a796d673a"",""WCM-d41f81ebc8328cc4da7bfefc""]",ROOTCOMP-175f5cdf707e0f3d9040caa4,1
MECHEXP-e6bbe2dce637b0e18a07e48c,ROOTCOMP-175f5cdf707e0f3d9040caa4,Aurora,NY,Northeast,undated-source-B4X2500LIVE-20260729-006385,compensation_outcome,stipend_or_premium,remains_unclear,implemented,high,recurring_non_base,0,"[""WCM-2a20e6a1e4ed513f54516602"",""WCM-70a05de87ecb596a796d673a"",""WCM-d41f81ebc8328cc4da7bfefc""]",ROOTCOMP-175f5cdf707e0f3d9040caa4,1
MECHEXP-501714ae3f531d5cc68ac996,ROOTCOMP-175f5cdf707e0f3d9040caa4,Aurora,NY,Northeast,undated-source-B4X2500LIVE-20260729-006385,timing_implementation,payroll_effective_date,remains_unclear,implemented,high,recurring_non_base,0,"[""WCM-2a20e6a1e4ed513f54516602"",""WCM-70a05de87ecb596a796d673a"",""WCM-d41f81ebc8328cc4da7bfefc""]",ROOTCOMP-175f5cdf707e0f3d9040caa4,1
MECHEXP-aacebc3e4192e015ca27bc43,ROOTCOMP-175f5cdf707e0f3d9040caa4,Aurora,NY,Northeast,undated-source-B4X2500LIVE-20260729-006385,timing_implementation,recurring,remains_unclear,implemented,high,recurring_non_base,0,"[""WCM-2a20e6a1e4ed513f54516602"",""WCM-70a05de87ecb596a796d673a"",""WCM-d41f81ebc8328cc4da7bfefc""]",ROOTCOMP-175f5cdf707e0f3d9040caa4,1
MECHEXP-0e8d138c823f4d1b061e2ba5,ROOTCOMP-175f5cdf707e0f3d9040caa4,Aurora,NY,Northeast,undated-source-B4X2500LIVE-20260729-006385,timing_implementation,retroactive,remains_unclear,implemented,high,recurring_non_base,0,"[""WCM-2a20e6a1e4ed513f54516602"",""WCM-70a05de87ecb596a796d673a"",""WCM-d41f81ebc8328cc4da7bfefc""]",ROOTCOMP-175f5cdf707e0f3d9040caa4,1
MECHEXP-989526125ccedbdef8eb0556,ROOTCOMP-175f5cdf707e0f3d9040caa4,Aurora,NY,Northeast,undated-source-B4X2500LIVE-20260729-006385,pressure_channel,none_identified,remains_unclear,implemented,high,recurring_non_base,0,"[""WCM-2a20e6a1e4ed513f54516602"",""WCM-70a05de87ecb596a796d673a"",""WCM-d41f81ebc8328cc4da7bfefc""]",ROOTCOMP-175f5cdf707e0f3d9040caa4,1
MECHEXP-0dd7de2e876eb5ec4a9ae6e1,ROOTCOMP-2a27d16ccfa089db86c3460b,Avoca,NY,Northeast,2023,institutional_channel,budget_pay_plan_process,side_independent,implemented,high,budget_context_only,0,"[""WCM-f51b1df07d61d5762cb70f32""]",ROOTCOMP-2a27d16ccfa089db86c3460b,1
MECHEXP-103932d30bf729d6e5377b2e,ROOTCOMP-2a27d16ccfa089db86c3460b,Avoca,NY,Northeast,2023,compensation_outcome,no_direct_compensation_outcome,side_independent,implemented,high,budget_context_only,0,"[""WCM-f51b1df07d61d5762cb70f32""]",ROOTCOMP-2a27d16ccfa089db86c3460b,1
MECHEXP-ff233ce16ad1336a81698e8e,ROOTCOMP-2a27d16ccfa089db86c3460b,Avoca,NY,Northeast,2023,timing_implementation,payroll_effective_date,side_independent,implemented,high,budget_context_only,0,"[""WCM-f51b1df07d61d5762cb70f32""]",ROOTCOMP-2a27d16ccfa089db86c3460b,1
MECHEXP-c4d320f76e4be105369ae650,ROOTCOMP-2a27d16ccfa089db86c3460b,Avoca,NY,Northeast,2023,pressure_channel,fiscal_constraint,side_independent,implemented,high,budget_context_only,0,"[""WCM-f51b1df07d61d5762cb70f32""]",ROOTCOMP-2a27d16ccfa089db86c3460b,1
MECHEXP-ba6f037b06f42f216661c0cc,ROOTCOMP-b54f89a5fd3ef0087076de55,Avoca,NY,Northeast,2024,institutional_channel,budget_pay_plan_process,side_independent,implemented,high,budget_context_only,0,"[""WCM-ba933118447737489a47f249""]",ROOTCOMP-b54f89a5fd3ef0087076de55,1
MECHEXP-19ae5b1a71794dc650eb36b8,ROOTCOMP-b54f89a5fd3ef0087076de55,Avoca,NY,Northeast,2024,compensation_outcome,no_direct_compensation_outcome,side_independent,implemented,high,budget_context_only,0,"[""WCM-ba933118447737489a47f249""]",ROOTCOMP-b54f89a5fd3ef0087076de55,1
MECHEXP-5bf271b6461bbcfcb93d8585,ROOTCOMP-b54f89a5fd3ef0087076de55,Avoca,NY,Northeast,2024,timing_implementation,payroll_effective_date,side_independent,implemented,high,budget_context_only,0,"[""WCM-ba933118447737489a47f249""]",ROOTCOMP-b54f89a5fd3ef0087076de55,1
MECHEXP-f8d113f41603fb7b4930ec74,ROOTCOMP-b54f89a5fd3ef0087076de55,Avoca,NY,Northeast,2024,pressure_channel,fiscal_constraint,side_independent,implemented,high,budget_context_only,0,"[""WCM-ba933118447737489a47f249""]",ROOTCOMP-b54f89a5fd3ef0087076de55,1
MECHEXP-22a220a728fb8642e8efedda,ROOTCOMP-566dd54168967470cf0b58ce,Avoca,NY,Northeast,undated-source-BRMGRS-20260802-53e1dbd8f0755d69d5937c50,institutional_channel,budget_pay_plan_process,side_independent,formally_adopted,high,budget_context_only,0,"[""WCM-e4537b65615e37e655451146""]",ROOTCOMP-566dd54168967470cf0b58ce,1
MECHEXP-cd37e6cdcafccf9b2bf28ad1,ROOTCOMP-566dd54168967470cf0b58ce,Avoca,NY,Northeast,undated-source-BRMGRS-20260802-53e1dbd8f0755d69d5937c50,compensation_outcome,no_direct_compensation_outcome,side_independent,formally_adopted,high,budget_context_only,0,"[""WCM-e4537b65615e37e655451146""]",ROOTCOMP-566dd54168967470cf0b58ce,1
MECHEXP-d54df36ba5a25ae904b78d99,ROOTCOMP-566dd54168967470cf0b58ce,Avoca,NY,Northeast,undated-source-BRMGRS-20260802-53e1dbd8f0755d69d5937c50,timing_implementation,unclear,side_independent,formally_adopted,high,budget_context_only,0,"[""WCM-e4537b65615e37e655451146""]",ROOTCOMP-566dd54168967470cf0b58ce,1
MECHEXP-9901b0dd8fb2ee4382cef415,ROOTCOMP-566dd54168967470cf0b58ce,Avoca,NY,Northeast,undated-source-BRMGRS-20260802-53e1dbd8f0755d69d5937c50,pressure_channel,fiscal_constraint,side_independent,formally_adopted,high,budget_context_only,0,"[""WCM-e4537b65615e37e655451146""]",ROOTCOMP-566dd54168967470cf0b58ce,1
MECHEXP-9591f0f1b082679b0e3ef1ff,ROOTCOMP-7f3da6a99285651f9427bbfa,Avon,NY,Northeast,undated-source-B4X2500LIVE-20260729-001409,institutional_channel,none_identified,police,implemented,high,not_applicable,0,"[""WCM-5c0528183400c70f608310b6"",""WCM-6582a35358e9dd32014fe2d8"",""WCM-e1f4657785fc4ab2674c283f""]",ROOTCOMP-7f3da6a99285651f9427bbfa,1
MECHEXP-341fc34e0fecda9105bf19ad,ROOTCOMP-7f3da6a99285651f9427bbfa,Avon,NY,Northeast,undated-source-B4X2500LIVE-20260729-001409,compensation_outcome,retroactive_pay,police,implemented,high,not_applicable,0,"[""WCM-5c0528183400c70f608310b6"",""WCM-6582a35358e9dd32014fe2d8"",""WCM-e1f4657785fc4ab2674c283f""]",ROOTCOMP-7f3da6a99285651f9427bbfa,1
MECHEXP-70ff4f6e9a8a4256527bc5cb,ROOTCOMP-7f3da6a99285651f9427bbfa,Avon,NY,Northeast,undated-source-B4X2500LIVE-20260729-001409,timing_implementation,payroll_effective_date,police,implemented,high,not_applicable,0,"[""WCM-5c0528183400c70f608310b6"",""WCM-6582a35358e9dd32014fe2d8"",""WCM-e1f4657785fc4ab2674c283f""]",ROOTCOMP-7f3da6a99285651f9427bbfa,1
MECHEXP-faad3625e6fa48170ce329df,ROOTCOMP-7f3da6a99285651f9427bbfa,Avon,NY,Northeast,undated-source-B4X2500LIVE-20260729-001409,timing_implementation,retroactive,police,implemented,high,not_applicable,0,"[""WCM-5c0528183400c70f608310b6"",""WCM-6582a35358e9dd32014fe2d8"",""WCM-e1f4657785fc4ab2674c283f""]",ROOTCOMP-7f3da6a99285651f9427bbfa,1
MECHEXP-4dbc27da1c757cb0e176cfdb,ROOTCOMP-7f3da6a99285651f9427bbfa,Avon,NY,Northeast,undated-source-B4X2500LIVE-20260729-001409,pressure_channel,none_identified,police,implemented,high,not_applicable,0,"[""WCM-5c0528183400c70f608310b6"",""WCM-6582a35358e9dd32014fe2d8"",""WCM-e1f4657785fc4ab2674c283f""]",ROOTCOMP-7f3da6a99285651f9427bbfa,1
MECHEXP-f2dbb8c6c37e6396ae16fe24,ROOTCOMP-01211a4502868220a7b09dcf,Ballston,NY,Northeast,2023,institutional_channel,none_identified,non_safety,implemented,high,not_applicable,0,"[""WCM-4e61c1cae5e45608183b7ec3"",""WCM-5deefc8b59a4700af878f6a8""]",ROOTCOMP-01211a4502868220a7b09dcf,1
MECHEXP-1e79abfddcb122ee03e59b46,ROOTCOMP-01211a4502868220a7b09dcf,Ballston,NY,Northeast,2023,compensation_outcome,retroactive_pay,non_safety,implemented,high,not_applicable,0,"[""WCM-4e61c1cae5e45608183b7ec3"",""WCM-5deefc8b59a4700af878f6a8""]",ROOTCOMP-01211a4502868220a7b09dcf,1
MECHEXP-a8814ad2561da43b7dae19ac,ROOTCOMP-01211a4502868220a7b09dcf,Ballston,NY,Northeast,2023,timing_implementation,payroll_effective_date,non_safety,implemented,high,not_applicable,0,"[""WCM-4e61c1cae5e45608183b7ec3"",""WCM-5deefc8b59a4700af878f6a8""]",ROOTCOMP-01211a4502868220a7b09dcf,1
MECHEXP-5343cedb2b2bca4c7266a2aa,ROOTCOMP-01211a4502868220a7b09dcf,Ballston,NY,Northeast,2023,timing_implementation,retroactive,non_safety,implemented,high,not_applicable,0,"[""WCM-4e61c1cae5e45608183b7ec3"",""WCM-5deefc8b59a4700af878f6a8""]",ROOTCOMP-01211a4502868220a7b09dcf,1
MECHEXP-41d428000e2909af0f074945,ROOTCOMP-01211a4502868220a7b09dcf,Ballston,NY,Northeast,2023,pressure_channel,none_identified,non_safety,implemented,high,not_applicable,0,"[""WCM-4e61c1cae5e45608183b7ec3"",""WCM-5deefc8b59a4700af878f6a8""]",ROOTCOMP-01211a4502868220a7b09dcf,1
MECHEXP-2f754537d43dc9b37c6df93d,ROOTCOMP-1d9f8528499dc9f31ea1a7ff,Ballston,NY,Northeast,2024,institutional_channel,none_identified,remains_unclear,implemented,high,not_applicable,1,"[""WCM-213b02a95abe7ab771df1004"",""WCM-b71390c7d26a78e8859b6592""]",ROOTCOMP-1d9f8528499dc9f31ea1a7ff,1
MECHEXP-2e1ff87e08a49d05d76336a2,ROOTCOMP-1d9f8528499dc9f31ea1a7ff,Ballston,NY,Northeast,2024,compensation_outcome,retroactive_pay,remains_unclear,implemented,high,not_applicable,1,"[""WCM-213b02a95abe7ab771df1004"",""WCM-b71390c7d26a78e8859b6592""]",ROOTCOMP-1d9f8528499dc9f31ea1a7ff,1
MECHEXP-476c2cea664bf6571442d0c9,ROOTCOMP-1d9f8528499dc9f31ea1a7ff,Ballston,NY,Northeast,2024,timing_implementation,payroll_effective_date,remains_unclear,implemented,high,not_applicable,1,"[""WCM-213b02a95abe7ab771df1004"",""WCM-b71390c7d26a78e8859b6592""]",ROOTCOMP-1d9f8528499dc9f31ea1a7ff,1
MECHEXP-2dcb0eb95e67af8072688420,ROOTCOMP-1d9f8528499dc9f31ea1a7ff,Ballston,NY,Northeast,2024,timing_implementation,retroactive,remains_unclear,implemented,high,not_applicable,1,"[""WCM-213b02a95abe7ab771df1004"",""WCM-b71390c7d26a78e8859b6592""]",ROOTCOMP-1d9f8528499dc9f31ea1a7ff,1
MECHEXP-727bae3c9904efc21675d0d5,ROOTCOMP-1d9f8528499dc9f31ea1a7ff,Ballston,NY,Northeast,2024,pressure_channel,none_identified,remains_unclear,implemented,high,not_applicable,1,"[""WCM-213b02a95abe7ab771df1004"",""WCM-b71390c7d26a78e8859b6592""]",ROOTCOMP-1d9f8528499dc9f31ea1a7ff,1
MECHEXP-46a89b2f31a873fa28666fef,ROOTCOMP-ef57d7b34f9aef1ae1c8550e,Barker,NY,Northeast,2024,institutional_channel,budget_pay_plan_process,side_independent,implemented,high,retroactive_back_pay,0,"[""WCM-fe142425ccf237bf9c0df6fc""]",ROOTCOMP-ef57d7b34f9aef1ae1c8550e,1
MECHEXP-4d58a99a18add7e358a53390,ROOTCOMP-ef57d7b34f9aef1ae1c8550e,Barker,NY,Northeast,2024,compensation_outcome,retroactive_pay,side_independent,implemented,high,retroactive_back_pay,0,"[""WCM-fe142425ccf237bf9c0df6fc""]",ROOTCOMP-ef57d7b34f9aef1ae1c8550e,1
MECHEXP-0b2869a04cb98365e0f8543a,ROOTCOMP-ef57d7b34f9aef1ae1c8550e,Barker,NY,Northeast,2024,timing_implementation,one_time,side_independent,implemented,high,retroactive_back_pay,0,"[""WCM-fe142425ccf237bf9c0df6fc""]",ROOTCOMP-ef57d7b34f9aef1ae1c8550e,1
MECHEXP-f667b6ebe21627bb74b3fbd7,ROOTCOMP-ef57d7b34f9aef1ae1c8550e,Barker,NY,Northeast,2024,timing_implementation,retroactive,side_independent,implemented,high,retroactive_back_pay,0,"[""WCM-fe142425ccf237bf9c0df6fc""]",ROOTCOMP-ef57d7b34f9aef1ae1c8550e,1
MECHEXP-6fe4f1ea95e4a61180f78cc9,ROOTCOMP-ef57d7b34f9aef1ae1c8550e,Barker,NY,Northeast,2024,pressure_channel,fiscal_constraint,side_independent,implemented,high,retroactive_back_pay,0,"[""WCM-fe142425ccf237bf9c0df6fc""]",ROOTCOMP-ef57d7b34f9aef1ae1c8550e,1
MECHEXP-fe51a596c0d8a359a437b96b,ROOTCOMP-df03fbf9fd4f5640ffb6b85f,Batavia,NY,Northeast,2024,institutional_channel,budget_pay_plan_process,police,implemented,high,budget_context_only,1,"[""WCM-0b2a69ae65a75d3c229dbdc6"",""WCM-23f1518be2be45756bf9e4f4"",""WCM-2ceabb3dd8c897537e421332"",""WCM-4004e576e42ab2602d9f1a98"",""WCM-46017a323f0d6f620e115042"",""WCM-5fb30c16830781302dc8c2c9"",""WCM-7b8b15ce7760bfcdc60453e7"",""WCM-b0582313a32031eeb47a1c17"",""WCM-faa453f9f879ab950d1f1139""]",ROOTCOMP-df03fbf9fd4f5640ffb6b85f,1
MECHEXP-7850ec01a63899f2b28c363e,ROOTCOMP-df03fbf9fd4f5640ffb6b85f,Batavia,NY,Northeast,2024,compensation_outcome,no_direct_compensation_outcome,police,implemented,high,budget_context_only,1,"[""WCM-0b2a69ae65a75d3c229dbdc6"",""WCM-23f1518be2be45756bf9e4f4"",""WCM-2ceabb3dd8c897537e421332"",""WCM-4004e576e42ab2602d9f1a98"",""WCM-46017a323f0d6f620e115042"",""WCM-5fb30c16830781302dc8c2c9"",""WCM-7b8b15ce7760bfcdc60453e7"",""WCM-b0582313a32031eeb47a1c17"",""WCM-faa453f9f879ab950d1f1139""]",ROOTCOMP-df03fbf9fd4f5640ffb6b85f,1
MECHEXP-3835f087c23110c0ede4707f,ROOTCOMP-df03fbf9fd4f5640ffb6b85f,Batavia,NY,Northeast,2024,timing_implementation,payroll_effective_date,police,implemented,high,budget_context_only,1,"[""WCM-0b2a69ae65a75d3c229dbdc6"",""WCM-23f1518be2be45756bf9e4f4"",""WCM-2ceabb3dd8c897537e421332"",""WCM-4004e576e42ab2602d9f1a98"",""WCM-46017a323f0d6f620e115042"",""WCM-5fb30c16830781302dc8c2c9"",""WCM-7b8b15ce7760bfcdc60453e7"",""WCM-b0582313a32031eeb47a1c17"",""WCM-faa453f9f879ab950d1f1139""]",ROOTCOMP-df03fbf9fd4f5640ffb6b85f,1
MECHEXP-a08f1e6848d67273e92bc969,ROOTCOMP-df03fbf9fd4f5640ffb6b85f,Batavia,NY,Northeast,2024,pressure_channel,fiscal_constraint,police,implemented,high,budget_context_only,1,"[""WCM-0b2a69ae65a75d3c229dbdc6"",""WCM-23f1518be2be45756bf9e4f4"",""WCM-2ceabb3dd8c897537e421332"",""WCM-4004e576e42ab2602d9f1a98"",""WCM-46017a323f0d6f620e115042"",""WCM-5fb30c16830781302dc8c2c9"",""WCM-7b8b15ce7760bfcdc60453e7"",""WCM-b0582313a32031eeb47a1c17"",""WCM-faa453f9f879ab950d1f1139""]",ROOTCOMP-df03fbf9fd4f5640ffb6b85f,1
MECHEXP-e7dc8c5bccb4e28e3f07f4bf,ROOTCOMP-6bf7974d050ba43f7fe92e70,Beekman,NY,Northeast,2026,institutional_channel,none_identified,remains_unclear,implemented,high,retroactive_back_pay,0,"[""WCM-4c5753b8081036ac9d476237""]",ROOTCOMP-6bf7974d050ba43f7fe92e70,1
MECHEXP-34c3538b87c8a94a986e27e4,ROOTCOMP-6bf7974d050ba43f7fe92e70,Beekman,NY,Northeast,2026,compensation_outcome,retroactive_pay,remains_unclear,implemented,high,retroactive_back_pay,0,"[""WCM-4c5753b8081036ac9d476237""]",ROOTCOMP-6bf7974d050ba43f7fe92e70,1
MECHEXP-bb81d88bd43c43059ef47e92,ROOTCOMP-6bf7974d050ba43f7fe92e70,Beekman,NY,Northeast,2026,timing_implementation,one_time,remains_unclear,implemented,high,retroactive_back_pay,0,"[""WCM-4c5753b8081036ac9d476237""]",ROOTCOMP-6bf7974d050ba43f7fe92e70,1
MECHEXP-0f41c0d83b176ab4124d9788,ROOTCOMP-6bf7974d050ba43f7fe92e70,Beekman,NY,Northeast,2026,timing_implementation,payroll_effective_date,remains_unclear,implemented,high,retroactive_back_pay,0,"[""WCM-4c5753b8081036ac9d476237""]",ROOTCOMP-6bf7974d050ba43f7fe92e70,1
MECHEXP-b0fa97580ab09d4285c25792,ROOTCOMP-6bf7974d050ba43f7fe92e70,Beekman,NY,Northeast,2026,timing_implementation,retroactive,remains_unclear,implemented,high,retroactive_back_pay,0,"[""WCM-4c5753b8081036ac9d476237""]",ROOTCOMP-6bf7974d050ba43f7fe92e70,1
MECHEXP-241a832782bdc2642df8a429,ROOTCOMP-6bf7974d050ba43f7fe92e70,Beekman,NY,Northeast,2026,pressure_channel,none_identified,remains_unclear,implemented,high,retroactive_back_pay,0,"[""WCM-4c5753b8081036ac9d476237""]",ROOTCOMP-6bf7974d050ba43f7fe92e70,1
MECHEXP-1bb0d069084f2a27c77d8783,ROOTCOMP-bcee675006ab0bc76dc40543,Big Flats,NY,Northeast,2021,institutional_channel,none_identified,remains_unclear,implemented,high,not_applicable,0,"[""WCM-0375f697c4c538668538acac"",""WCM-28f5bcd86335afaa44240e7d"",""WCM-b3cea3e1aa49abc2a8faaab1"",""WCM-f5b06faa5f650f33334c7679""]",ROOTCOMP-bcee675006ab0bc76dc40543,1
MECHEXP-19b1ac52108e507b414f2e80,ROOTCOMP-bcee675006ab0bc76dc40543,Big Flats,NY,Northeast,2021,compensation_outcome,no_direct_compensation_outcome,remains_unclear,implemented,high,not_applicable,0,"[""WCM-0375f697c4c538668538acac"",""WCM-28f5bcd86335afaa44240e7d"",""WCM-b3cea3e1aa49abc2a8faaab1"",""WCM-f5b06faa5f650f33334c7679""]",ROOTCOMP-bcee675006ab0bc76dc40543,1
MECHEXP-5240c2e610de719315058a4c,ROOTCOMP-bcee675006ab0bc76dc40543,Big Flats,NY,Northeast,2021,timing_implementation,payroll_effective_date,remains_unclear,implemented,high,not_applicable,0,"[""WCM-0375f697c4c538668538acac"",""WCM-28f5bcd86335afaa44240e7d"",""WCM-b3cea3e1aa49abc2a8faaab1"",""WCM-f5b06faa5f650f33334c7679""]",ROOTCOMP-bcee675006ab0bc76dc40543,1
MECHEXP-3f4284f67f26230d390bb00d,ROOTCOMP-bcee675006ab0bc76dc40543,Big Flats,NY,Northeast,2021,pressure_channel,market_recruitment_retention,remains_unclear,implemented,high,not_applicable,0,"[""WCM-0375f697c4c538668538acac"",""WCM-28f5bcd86335afaa44240e7d"",""WCM-b3cea3e1aa49abc2a8faaab1"",""WCM-f5b06faa5f650f33334c7679""]",ROOTCOMP-bcee675006ab0bc76dc40543,1
