hex_cell_id,geography_panel,mechanism_view_name,side_view,implementation_event_count,root_compensation_event_count,scale_group,shared_grid
CONUS50-+00019-+00014,lower_48,institutional_channel:none_identified,non_safety,1,1,institutional_channel:none_identified,EPSG:5070_50km_fixed
CONUS50-+00019-+00014,lower_48,compensation_outcome:non_base_compensation_other,non_safety,1,1,compensation_outcome:non_base_compensation_other,EPSG:5070_50km_fixed
CONUS50-+00019-+00014,lower_48,timing_implementation:payroll_effective_date,non_safety,1,1,timing_implementation:payroll_effective_date,EPSG:5070_50km_fixed
CONUS50-+00019-+00014,lower_48,pressure_channel:none_identified,non_safety,1,1,pressure_channel:none_identified,EPSG:5070_50km_fixed
CONUS50-+00017-+00017,lower_48,institutional_channel:budget_pay_plan_process,non_safety,2,2,institutional_channel:budget_pay_plan_process,EPSG:5070_50km_fixed
CONUS50-+00017-+00017,lower_48,compensation_outcome:no_direct_compensation_outcome,non_safety,2,2,compensation_outcome:no_direct_compensation_outcome,EPSG:5070_50km_fixed
CONUS50-+00017-+00017,lower_48,timing_implementation:payroll_effective_date,non_safety,2,2,timing_implementation:payroll_effective_date,EPSG:5070_50km_fixed
CONUS50-+00017-+00017,lower_48,pressure_channel:fiscal_constraint,non_safety,2,2,pressure_channel:fiscal_constraint,EPSG:5070_50km_fixed
CONUS50-+00022-+00015,lower_48,institutional_channel:budget_pay_plan_process,non_safety,1,1,institutional_channel:budget_pay_plan_process,EPSG:5070_50km_fixed
CONUS50-+00022-+00015,lower_48,compensation_outcome:no_direct_compensation_outcome,non_safety,1,1,compensation_outcome:no_direct_compensation_outcome,EPSG:5070_50km_fixed
CONUS50-+00022-+00015,lower_48,timing_implementation:payroll_effective_date,non_safety,1,1,timing_implementation:payroll_effective_date,EPSG:5070_50km_fixed
CONUS50-+00022-+00015,lower_48,pressure_channel:fiscal_constraint,non_safety,1,1,pressure_channel:fiscal_constraint,EPSG:5070_50km_fixed
CONUS50-+00017-+00015,lower_48,institutional_channel:budget_pay_plan_process,non_safety,1,1,institutional_channel:budget_pay_plan_process,EPSG:5070_50km_fixed
CONUS50-+00017-+00015,lower_48,compensation_outcome:no_direct_compensation_outcome,non_safety,1,1,compensation_outcome:no_direct_compensation_outcome,EPSG:5070_50km_fixed
CONUS50-+00017-+00015,lower_48,timing_implementation:payroll_effective_date,non_safety,1,1,timing_implementation:payroll_effective_date,EPSG:5070_50km_fixed
CONUS50-+00017-+00015,lower_48,pressure_channel:fiscal_constraint,non_safety,1,1,pressure_channel:fiscal_constraint,EPSG:5070_50km_fixed
CONUS50-+00021-+00015,lower_48,institutional_channel:budget_pay_plan_process,non_safety,1,1,institutional_channel:budget_pay_plan_process,EPSG:5070_50km_fixed
CONUS50-+00021-+00015,lower_48,compensation_outcome:no_direct_compensation_outcome,non_safety,1,1,compensation_outcome:no_direct_compensation_outcome,EPSG:5070_50km_fixed
CONUS50-+00021-+00015,lower_48,timing_implementation:payroll_effective_date,non_safety,1,1,timing_implementation:payroll_effective_date,EPSG:5070_50km_fixed
CONUS50-+00021-+00015,lower_48,pressure_channel:fiscal_constraint,non_safety,1,1,pressure_channel:fiscal_constraint,EPSG:5070_50km_fixed
CONUS50-+00022-+00014,lower_48,institutional_channel:budget_pay_plan_process,non_safety,1,1,institutional_channel:budget_pay_plan_process,EPSG:5070_50km_fixed
CONUS50-+00022-+00014,lower_48,compensation_outcome:retroactive_pay,non_safety,1,1,compensation_outcome:retroactive_pay,EPSG:5070_50km_fixed
CONUS50-+00022-+00014,lower_48,timing_implementation:one_time,non_safety,1,1,timing_implementation:one_time,EPSG:5070_50km_fixed
CONUS50-+00022-+00014,lower_48,timing_implementation:retroactive,non_safety,1,1,timing_implementation:retroactive,EPSG:5070_50km_fixed
CONUS50-+00022-+00014,lower_48,pressure_channel:fiscal_constraint,non_safety,1,1,pressure_channel:fiscal_constraint,EPSG:5070_50km_fixed
CONUS50-+00018-+00015,lower_48,institutional_channel:budget_pay_plan_process,non_safety,4,4,institutional_channel:budget_pay_plan_process,EPSG:5070_50km_fixed
CONUS50-+00018-+00015,lower_48,compensation_outcome:retroactive_pay,non_safety,1,1,compensation_outcome:retroactive_pay,EPSG:5070_50km_fixed
CONUS50-+00018-+00015,lower_48,timing_implementation:one_time,non_safety,1,1,timing_implementation:one_time,EPSG:5070_50km_fixed
CONUS50-+00018-+00015,lower_48,timing_implementation:retroactive,non_safety,1,1,timing_implementation:retroactive,EPSG:5070_50km_fixed
CONUS50-+00018-+00015,lower_48,pressure_channel:fiscal_constraint,non_safety,4,4,pressure_channel:fiscal_constraint,EPSG:5070_50km_fixed
CONUS50-+00018-+00015,lower_48,compensation_outcome:no_direct_compensation_outcome,non_safety,4,4,compensation_outcome:no_direct_compensation_outcome,EPSG:5070_50km_fixed
CONUS50-+00018-+00015,lower_48,timing_implementation:payroll_effective_date,non_safety,2,2,timing_implementation:payroll_effective_date,EPSG:5070_50km_fixed
CONUS50-+00021-+00013,lower_48,institutional_channel:budget_pay_plan_process,non_safety,1,1,institutional_channel:budget_pay_plan_process,EPSG:5070_50km_fixed
CONUS50-+00021-+00013,lower_48,compensation_outcome:no_direct_compensation_outcome,non_safety,1,1,compensation_outcome:no_direct_compensation_outcome,EPSG:5070_50km_fixed
CONUS50-+00021-+00013,lower_48,timing_implementation:payroll_effective_date,non_safety,1,1,timing_implementation:payroll_effective_date,EPSG:5070_50km_fixed
CONUS50-+00021-+00013,lower_48,pressure_channel:fiscal_constraint,non_safety,1,1,pressure_channel:fiscal_constraint,EPSG:5070_50km_fixed
CONUS50-+00023-+00013,lower_48,compensation_outcome:non_base_compensation_other,non_safety,1,1,compensation_outcome:non_base_compensation_other,EPSG:5070_50km_fixed
CONUS50-+00018-+00015,lower_48,institutional_channel:collective_bargaining,non_safety,1,1,institutional_channel:collective_bargaining,EPSG:5070_50km_fixed
CONUS50-+00018-+00015,lower_48,institutional_channel:ordinance_council_adoption,non_safety,2,2,institutional_channel:ordinance_council_adoption,EPSG:5070_50km_fixed
CONUS50-+00018-+00015,lower_48,institutional_channel:settlement_or_mou,non_safety,2,2,institutional_channel:settlement_or_mou,EPSG:5070_50km_fixed
CONUS50-+00018-+00015,lower_48,timing_implementation:unclear,non_safety,2,2,timing_implementation:unclear,EPSG:5070_50km_fixed
CONUS50-+00018-+00015,lower_48,pressure_channel:bargaining_leverage,non_safety,1,1,pressure_channel:bargaining_leverage,EPSG:5070_50km_fixed
CONUS50--00001-+00026,lower_48,institutional_channel:budget_pay_plan_process,non_safety,1,1,institutional_channel:budget_pay_plan_process,EPSG:5070_50km_fixed
CONUS50--00001-+00026,lower_48,compensation_outcome:no_direct_compensation_outcome,non_safety,1,1,compensation_outcome:no_direct_compensation_outcome,EPSG:5070_50km_fixed
CONUS50--00001-+00026,lower_48,timing_implementation:payroll_effective_date,non_safety,1,1,timing_implementation:payroll_effective_date,EPSG:5070_50km_fixed
CONUS50--00001-+00026,lower_48,pressure_channel:fiscal_constraint,non_safety,1,1,pressure_channel:fiscal_constraint,EPSG:5070_50km_fixed
CONUS50--00002-+00008,lower_48,institutional_channel:ordinance_council_adoption,non_safety,1,1,institutional_channel:ordinance_council_adoption,EPSG:5070_50km_fixed
CONUS50--00002-+00008,lower_48,compensation_outcome:benefit_cost_change,non_safety,1,1,compensation_outcome:benefit_cost_change,EPSG:5070_50km_fixed
CONUS50--00002-+00008,lower_48,timing_implementation:unclear,non_safety,1,1,timing_implementation:unclear,EPSG:5070_50km_fixed
CONUS50--00002-+00008,lower_48,pressure_channel:market_recruitment_retention,non_safety,1,1,pressure_channel:market_recruitment_retention,EPSG:5070_50km_fixed
CONUS50-+00007-+00022,lower_48,institutional_channel:budget_pay_plan_process,non_safety,1,1,institutional_channel:budget_pay_plan_process,EPSG:5070_50km_fixed
CONUS50-+00007-+00022,lower_48,compensation_outcome:no_direct_compensation_outcome,non_safety,1,1,compensation_outcome:no_direct_compensation_outcome,EPSG:5070_50km_fixed
CONUS50-+00007-+00022,lower_48,timing_implementation:payroll_effective_date,non_safety,1,1,timing_implementation:payroll_effective_date,EPSG:5070_50km_fixed
CONUS50-+00007-+00022,lower_48,pressure_channel:fiscal_constraint,non_safety,1,1,pressure_channel:fiscal_constraint,EPSG:5070_50km_fixed
CONUS50-+00007-+00023,lower_48,institutional_channel:budget_pay_plan_process,non_safety,1,1,institutional_channel:budget_pay_plan_process,EPSG:5070_50km_fixed
CONUS50-+00007-+00023,lower_48,compensation_outcome:no_direct_compensation_outcome,non_safety,1,1,compensation_outcome:no_direct_compensation_outcome,EPSG:5070_50km_fixed
CONUS50-+00007-+00023,lower_48,timing_implementation:payroll_effective_date,non_safety,1,1,timing_implementation:payroll_effective_date,EPSG:5070_50km_fixed
CONUS50-+00007-+00023,lower_48,pressure_channel:fiscal_constraint,non_safety,1,1,pressure_channel:fiscal_constraint,EPSG:5070_50km_fixed
CONUS50-+00006-+00022,lower_48,institutional_channel:none_identified,non_safety,1,1,institutional_channel:none_identified,EPSG:5070_50km_fixed
CONUS50-+00006-+00022,lower_48,compensation_outcome:across_the_board_raise,non_safety,1,1,compensation_outcome:across_the_board_raise,EPSG:5070_50km_fixed
CONUS50-+00006-+00022,lower_48,timing_implementation:recurring,non_safety,1,1,timing_implementation:recurring,EPSG:5070_50km_fixed
CONUS50-+00006-+00022,lower_48,pressure_channel:none_identified,non_safety,1,1,pressure_channel:none_identified,EPSG:5070_50km_fixed
CONUS50-+00006-+00023,lower_48,institutional_channel:budget_pay_plan_process,non_safety,1,1,institutional_channel:budget_pay_plan_process,EPSG:5070_50km_fixed
CONUS50-+00006-+00023,lower_48,compensation_outcome:no_direct_compensation_outcome,non_safety,1,1,compensation_outcome:no_direct_compensation_outcome,EPSG:5070_50km_fixed
CONUS50-+00006-+00023,lower_48,timing_implementation:unclear,non_safety,1,1,timing_implementation:unclear,EPSG:5070_50km_fixed
CONUS50-+00006-+00023,lower_48,pressure_channel:fiscal_constraint,non_safety,1,1,pressure_channel:fiscal_constraint,EPSG:5070_50km_fixed
CONUS50-+00009-+00023,lower_48,institutional_channel:none_identified,non_safety,1,2,institutional_channel:none_identified,EPSG:5070_50km_fixed
CONUS50-+00009-+00023,lower_48,compensation_outcome:across_the_board_raise,non_safety,1,1,compensation_outcome:across_the_board_raise,EPSG:5070_50km_fixed
CONUS50-+00009-+00023,lower_48,compensation_outcome:classification_band_change,non_safety,1,1,compensation_outcome:classification_band_change,EPSG:5070_50km_fixed
CONUS50-+00009-+00023,lower_48,timing_implementation:payroll_effective_date,non_safety,1,2,timing_implementation:payroll_effective_date,EPSG:5070_50km_fixed
CONUS50-+00009-+00023,lower_48,pressure_channel:none_identified,non_safety,1,2,pressure_channel:none_identified,EPSG:5070_50km_fixed
CONUS50-+00009-+00023,lower_48,compensation_outcome:retroactive_pay,non_safety,1,1,compensation_outcome:retroactive_pay,EPSG:5070_50km_fixed
CONUS50-+00009-+00023,lower_48,timing_implementation:retroactive,non_safety,1,1,timing_implementation:retroactive,EPSG:5070_50km_fixed
CONUS50-+00004-+00028,lower_48,institutional_channel:none_identified,non_safety,1,1,institutional_channel:none_identified,EPSG:5070_50km_fixed
CONUS50-+00004-+00028,lower_48,compensation_outcome:retroactive_pay,non_safety,1,1,compensation_outcome:retroactive_pay,EPSG:5070_50km_fixed
CONUS50-+00004-+00028,lower_48,timing_implementation:ordinance_adoption,non_safety,1,1,timing_implementation:ordinance_adoption,EPSG:5070_50km_fixed
CONUS50-+00004-+00028,lower_48,timing_implementation:payroll_effective_date,non_safety,1,1,timing_implementation:payroll_effective_date,EPSG:5070_50km_fixed
CONUS50-+00004-+00028,lower_48,timing_implementation:retroactive,non_safety,1,1,timing_implementation:retroactive,EPSG:5070_50km_fixed
CONUS50-+00004-+00028,lower_48,pressure_channel:none_identified,non_safety,1,1,pressure_channel:none_identified,EPSG:5070_50km_fixed
CONUS50-+00008-+00023,lower_48,institutional_channel:budget_pay_plan_process,non_safety,1,1,institutional_channel:budget_pay_plan_process,EPSG:5070_50km_fixed
CONUS50-+00008-+00023,lower_48,compensation_outcome:no_direct_compensation_outcome,non_safety,1,1,compensation_outcome:no_direct_compensation_outcome,EPSG:5070_50km_fixed
CONUS50-+00008-+00023,lower_48,timing_implementation:payroll_effective_date,non_safety,1,1,timing_implementation:payroll_effective_date,EPSG:5070_50km_fixed
CONUS50-+00008-+00023,lower_48,pressure_channel:fiscal_constraint,non_safety,1,1,pressure_channel:fiscal_constraint,EPSG:5070_50km_fixed
CONUS50-+00004-+00026,lower_48,institutional_channel:none_identified,non_safety,1,1,institutional_channel:none_identified,EPSG:5070_50km_fixed
CONUS50-+00004-+00026,lower_48,compensation_outcome:non_base_compensation_other,non_safety,1,1,compensation_outcome:non_base_compensation_other,EPSG:5070_50km_fixed
CONUS50-+00004-+00026,lower_48,timing_implementation:payroll_effective_date,non_safety,1,1,timing_implementation:payroll_effective_date,EPSG:5070_50km_fixed
CONUS50-+00004-+00026,lower_48,pressure_channel:none_identified,non_safety,1,1,pressure_channel:none_identified,EPSG:5070_50km_fixed
