municipality_id,municipality,state,urbanicity,urban_land_share,classification_method,reference_year,suburban_classification_created
cog_2025_176161,Abernathy,TX,rural,0.0,urban if at least half of 2020 Census entity land overlaps a 2020 Census Urban Area; rural if zero overlap; otherwise unknown,2020,false
cog_2025_109487,Lakewood,NY,urban,0.969899,urban if at least half of 2020 Census entity land overlaps a 2020 Census Urban Area; rural if zero overlap; otherwise unknown,2020,false
cog_2025_170186,Lambertville,NJ,urban,0.926747,urban if at least half of 2020 Census entity land overlaps a 2020 Census Urban Area; rural if zero overlap; otherwise unknown,2020,false
cog_2025_170807,Lancaster,NY,unknown,0.49326,urban if at least half of 2020 Census entity land overlaps a 2020 Census Urban Area; rural if zero overlap; otherwise unknown,2020,false
cog_2025_205082,Landis,NC,urban,0.787926,urban if at least half of 2020 Census entity land overlaps a 2020 Census Urban Area; rural if zero overlap; otherwise unknown,2020,false
cog_2025_175088,Langford,SD,rural,0.0,urban if at least half of 2020 Census entity land overlaps a 2020 Census Urban Area; rural if zero overlap; otherwise unknown,2020,false
cog_2025_176831,Langley,WA,urban,0.754157,urban if at least half of 2020 Census entity land overlaps a 2020 Census Urban Area; rural if zero overlap; otherwise unknown,2020,false
cog_2025_167031,Lansing charter,MI,urban,1.0,urban if at least half of 2020 Census entity land overlaps a 2020 Census Urban Area; rural if zero overlap; otherwise unknown,2020,false
cog_2025_201922,Lapeer,MI,urban,0.810867,urban if at least half of 2020 Census entity land overlaps a 2020 Census Urban Area; rural if zero overlap; otherwise unknown,2020,false
cog_2025_163604,Lapel,IN,rural,0.0,urban if at least half of 2020 Census entity land overlaps a 2020 Census Urban Area; rural if zero overlap; otherwise unknown,2020,false
cog_2025_204982,Larchmont,NY,urban,1.0,urban if at least half of 2020 Census entity land overlaps a 2020 Census Urban Area; rural if zero overlap; otherwise unknown,2020,false
cog_2025_208316,Lathrup Village,MI,urban,1.0,urban if at least half of 2020 Census entity land overlaps a 2020 Census Urban Area; rural if zero overlap; otherwise unknown,2020,false
cog_2025_208968,Laurel Park,NC,urban,0.899882,urban if at least half of 2020 Census entity land overlaps a 2020 Census Urban Area; rural if zero overlap; otherwise unknown,2020,false
cog_2025_109115,Lavallette,NJ,urban,1.0,urban if at least half of 2020 Census entity land overlaps a 2020 Census Urban Area; rural if zero overlap; otherwise unknown,2020,false
cog_2025_192063,Lawrence,KS,rural,0.0,urban if at least half of 2020 Census entity land overlaps a 2020 Census Urban Area; rural if zero overlap; otherwise unknown,2020,false
cog_2025_209355,Lawrence Park,PA,urban,1.0,urban if at least half of 2020 Census entity land overlaps a 2020 Census Urban Area; rural if zero overlap; otherwise unknown,2020,false
cog_2025_194696,Lawrenceville,IL,urban,0.784484,urban if at least half of 2020 Census entity land overlaps a 2020 Census Urban Area; rural if zero overlap; otherwise unknown,2020,false
cog_2025_173062,Lebanon,OH,rural,0.0,urban if at least half of 2020 Census entity land overlaps a 2020 Census Urban Area; rural if zero overlap; otherwise unknown,2020,false
cog_2025_174649,Lehigh,PA,unknown,0.034411,urban if at least half of 2020 Census entity land overlaps a 2020 Census Urban Area; rural if zero overlap; otherwise unknown,2020,false
cog_2025_201936,Leoni,MI,unknown,0.198743,urban if at least half of 2020 Census entity land overlaps a 2020 Census Urban Area; rural if zero overlap; otherwise unknown,2020,false
cog_2025_128129,Leverett,MA,rural,0.0,urban if at least half of 2020 Census entity land overlaps a 2020 Census Urban Area; rural if zero overlap; otherwise unknown,2020,false
cog_2025_204996,Lewiston,NY,unknown,0.229561,urban if at least half of 2020 Census entity land overlaps a 2020 Census Urban Area; rural if zero overlap; otherwise unknown,2020,false
cog_2025_211408,Liberty,NC,rural,0.0,urban if at least half of 2020 Census entity land overlaps a 2020 Census Urban Area; rural if zero overlap; otherwise unknown,2020,false
cog_2025_170360,Liberty,NJ,rural,0.0,urban if at least half of 2020 Census entity land overlaps a 2020 Census Urban Area; rural if zero overlap; otherwise unknown,2020,false
cog_2025_225679,Liberty,OH,rural,0.0,urban if at least half of 2020 Census entity land overlaps a 2020 Census Urban Area; rural if zero overlap; otherwise unknown,2020,false
cog_2025_173003,Licking,OH,unknown,0.03742,urban if at least half of 2020 Census entity land overlaps a 2020 Census Urban Area; rural if zero overlap; otherwise unknown,2020,false
cog_2025_163632,Ligonier,IN,rural,0.0,urban if at least half of 2020 Census entity land overlaps a 2020 Census Urban Area; rural if zero overlap; otherwise unknown,2020,false
cog_2025_193361,Lincoln,KS,rural,0.0,urban if at least half of 2020 Census entity land overlaps a 2020 Census Urban Area; rural if zero overlap; otherwise unknown,2020,false
cog_2025_164787,Lincoln Center,KS,rural,0.0,urban if at least half of 2020 Census entity land overlaps a 2020 Census Urban Area; rural if zero overlap; otherwise unknown,2020,false
cog_2025_138673,Lismore,MN,rural,0.0,urban if at least half of 2020 Census entity land overlaps a 2020 Census Urban Area; rural if zero overlap; otherwise unknown,2020,false
cog_2025_170848,Little Falls,NY,unknown,0.001907,urban if at least half of 2020 Census entity land overlaps a 2020 Census Urban Area; rural if zero overlap; otherwise unknown,2020,false
cog_2025_138613,Littlefork,MN,rural,0.0,urban if at least half of 2020 Census entity land overlaps a 2020 Census Urban Area; rural if zero overlap; otherwise unknown,2020,false
cog_2025_170578,Liverpool,NY,urban,1.0,urban if at least half of 2020 Census entity land overlaps a 2020 Census Urban Area; rural if zero overlap; otherwise unknown,2020,false
cog_2025_170649,Lloyd Harbor,NY,unknown,0.32061,urban if at least half of 2020 Census entity land overlaps a 2020 Census Urban Area; rural if zero overlap; otherwise unknown,2020,false
cog_2025_122562,Loachapoka,AL,rural,0.0,urban if at least half of 2020 Census entity land overlaps a 2020 Census Urban Area; rural if zero overlap; otherwise unknown,2020,false
cog_2025_177405,Lomira,WI,rural,0.0,urban if at least half of 2020 Census entity land overlaps a 2020 Census Urban Area; rural if zero overlap; otherwise unknown,2020,false
cog_2025_170332,Long Beach,NJ,urban,0.799832,urban if at least half of 2020 Census entity land overlaps a 2020 Census Urban Area; rural if zero overlap; otherwise unknown,2020,false
cog_2025_170327,Long Hill,NJ,urban,0.621959,urban if at least half of 2020 Census entity land overlaps a 2020 Census Urban Area; rural if zero overlap; otherwise unknown,2020,false
cog_2025_208571,Long Lake,MN,rural,0.0,urban if at least half of 2020 Census entity land overlaps a 2020 Census Urban Area; rural if zero overlap; otherwise unknown,2020,false
cog_2025_170843,Long Lake,NY,rural,0.0,urban if at least half of 2020 Census entity land overlaps a 2020 Census Urban Area; rural if zero overlap; otherwise unknown,2020,false
cog_2025_130813,Longport,NJ,urban,1.0,urban if at least half of 2020 Census entity land overlaps a 2020 Census Urban Area; rural if zero overlap; otherwise unknown,2020,false
cog_2025_127626,Louisa,KY,urban,0.733043,urban if at least half of 2020 Census entity land overlaps a 2020 Census Urban Area; rural if zero overlap; otherwise unknown,2020,false
cog_2025_170263,Lumberton,NJ,unknown,0.448694,urban if at least half of 2020 Census entity land overlaps a 2020 Census Urban Area; rural if zero overlap; otherwise unknown,2020,false
cog_2025_190477,Luna Pier,MI,rural,0.0,urban if at least half of 2020 Census entity land overlaps a 2020 Census Urban Area; rural if zero overlap; otherwise unknown,2020,false
cog_2025_174424,Lykens,PA,rural,0.0,urban if at least half of 2020 Census entity land overlaps a 2020 Census Urban Area; rural if zero overlap; otherwise unknown,2020,false
cog_2025_168079,Lynd,MN,unknown,0.000443,urban if at least half of 2020 Census entity land overlaps a 2020 Census Urban Area; rural if zero overlap; otherwise unknown,2020,false
cog_2025_170916,Lysander,NY,unknown,0.15795,urban if at least half of 2020 Census entity land overlaps a 2020 Census Urban Area; rural if zero overlap; otherwise unknown,2020,false
cog_2025_171061,Macedon,NY,unknown,0.017856,urban if at least half of 2020 Census entity land overlaps a 2020 Census Urban Area; rural if zero overlap; otherwise unknown,2020,false
cog_2025_106356,Mackinac Island,MI,rural,0.0,urban if at least half of 2020 Census entity land overlaps a 2020 Census Urban Area; rural if zero overlap; otherwise unknown,2020,false
cog_2025_163110,Macomb City,IL,urban,0.698994,urban if at least half of 2020 Census entity land overlaps a 2020 Census Urban Area; rural if zero overlap; otherwise unknown,2020,false
cog_2025_209113,Mad River,OH,unknown,0.092677,urban if at least half of 2020 Census entity land overlaps a 2020 Census Urban Area; rural if zero overlap; otherwise unknown,2020,false
cog_2025_204767,Madelia,MN,rural,0.0,urban if at least half of 2020 Census entity land overlaps a 2020 Census Urban Area; rural if zero overlap; otherwise unknown,2020,false
cog_2025_161942,Madison,GA,unknown,0.48909,urban if at least half of 2020 Census entity land overlaps a 2020 Census Urban Area; rural if zero overlap; otherwise unknown,2020,false
cog_2025_190540,Madison,MN,rural,0.0,urban if at least half of 2020 Census entity land overlaps a 2020 Census Urban Area; rural if zero overlap; otherwise unknown,2020,false
cog_2025_211815,Madison,OH,unknown,0.055598,urban if at least half of 2020 Census entity land overlaps a 2020 Census Urban Area; rural if zero overlap; otherwise unknown,2020,false
cog_2025_164303,Madrid,IA,rural,0.0,urban if at least half of 2020 Census entity land overlaps a 2020 Census Urban Area; rural if zero overlap; otherwise unknown,2020,false
cog_2025_205070,Maggie Valley,NC,urban,0.830869,urban if at least half of 2020 Census entity land overlaps a 2020 Census Urban Area; rural if zero overlap; otherwise unknown,2020,false
cog_2025_110812,Magnolia,OH,rural,0.0,urban if at least half of 2020 Census entity land overlaps a 2020 Census Urban Area; rural if zero overlap; otherwise unknown,2020,false
cog_2025_169647,Malcolm,NE,rural,0.0,urban if at least half of 2020 Census entity land overlaps a 2020 Census Urban Area; rural if zero overlap; otherwise unknown,2020,false
cog_2025_193787,Malone,NY,unknown,0.033998,urban if at least half of 2020 Census entity land overlaps a 2020 Census Urban Area; rural if zero overlap; otherwise unknown,2020,false
cog_2025_170553,Malverne,NY,urban,1.0,urban if at least half of 2020 Census entity land overlaps a 2020 Census Urban Area; rural if zero overlap; otherwise unknown,2020,false
cog_2025_170678,Mamaroneck,NY,urban,0.999131,urban if at least half of 2020 Census entity land overlaps a 2020 Census Urban Area; rural if zero overlap; otherwise unknown,2020,false
cog_2025_124273,Manalapan,FL,urban,1.0,urban if at least half of 2020 Census entity land overlaps a 2020 Census Urban Area; rural if zero overlap; otherwise unknown,2020,false
cog_2025_170315,Manalapan,NJ,urban,0.656209,urban if at least half of 2020 Census entity land overlaps a 2020 Census Urban Area; rural if zero overlap; otherwise unknown,2020,false
cog_2025_166856,Mancelona,MI,rural,0.0,urban if at least half of 2020 Census entity land overlaps a 2020 Census Urban Area; rural if zero overlap; otherwise unknown,2020,false
cog_2025_208392,Manistee,MI,unknown,0.090816,urban if at least half of 2020 Census entity land overlaps a 2020 Census Urban Area; rural if zero overlap; otherwise unknown,2020,false
cog_2025_169555,Manley,NE,rural,0.0,urban if at least half of 2020 Census entity land overlaps a 2020 Census Urban Area; rural if zero overlap; otherwise unknown,2020,false
cog_2025_204999,Manlius,NY,unknown,0.317978,urban if at least half of 2020 Census entity land overlaps a 2020 Census Urban Area; rural if zero overlap; otherwise unknown,2020,false
cog_2025_202496,Manor,PA,unknown,0.20273,urban if at least half of 2020 Census entity land overlaps a 2020 Census Urban Area; rural if zero overlap; otherwise unknown,2020,false
cog_2025_208465,Mantorville,MN,unknown,0.298994,urban if at least half of 2020 Census entity land overlaps a 2020 Census Urban Area; rural if zero overlap; otherwise unknown,2020,false
cog_2025_193887,Mantua,OH,rural,0.0,urban if at least half of 2020 Census entity land overlaps a 2020 Census Urban Area; rural if zero overlap; otherwise unknown,2020,false
cog_2025_205220,Manzanita,OR,urban,1.0,urban if at least half of 2020 Census entity land overlaps a 2020 Census Urban Area; rural if zero overlap; otherwise unknown,2020,false
cog_2025_205688,Maple,WI,rural,0.0,urban if at least half of 2020 Census entity land overlaps a 2020 Census Urban Area; rural if zero overlap; otherwise unknown,2020,false
cog_2025_167883,Maple Grove,MN,rural,0.0,urban if at least half of 2020 Census entity land overlaps a 2020 Census Urban Area; rural if zero overlap; otherwise unknown,2020,false
cog_2025_128793,Maple Lake,MN,rural,0.0,urban if at least half of 2020 Census entity land overlaps a 2020 Census Urban Area; rural if zero overlap; otherwise unknown,2020,false
cog_2025_208475,Maple Plain,MN,rural,0.0,urban if at least half of 2020 Census entity land overlaps a 2020 Census Urban Area; rural if zero overlap; otherwise unknown,2020,false
cog_2025_170264,Maple Shade,NJ,urban,1.0,urban if at least half of 2020 Census entity land overlaps a 2020 Census Urban Area; rural if zero overlap; otherwise unknown,2020,false
cog_2025_166189,Mapleton,ME,unknown,0.00284,urban if at least half of 2020 Census entity land overlaps a 2020 Census Urban Area; rural if zero overlap; otherwise unknown,2020,false
cog_2025_166489,Marblehead,MA,urban,0.993481,urban if at least half of 2020 Census entity land overlaps a 2020 Census Urban Area; rural if zero overlap; otherwise unknown,2020,false
cog_2025_168977,Marceline,MO,rural,0.0,urban if at least half of 2020 Census entity land overlaps a 2020 Census Urban Area; rural if zero overlap; otherwise unknown,2020,false
cog_2025_225665,Margaretta,OH,unknown,0.031075,urban if at least half of 2020 Census entity land overlaps a 2020 Census Urban Area; rural if zero overlap; otherwise unknown,2020,false
cog_2025_208757,Margate City,NJ,urban,1.0,urban if at least half of 2020 Census entity land overlaps a 2020 Census Urban Area; rural if zero overlap; otherwise unknown,2020,false
cog_2025_164133,Marion,IN,unknown,0.027401,urban if at least half of 2020 Census entity land overlaps a 2020 Census Urban Area; rural if zero overlap; otherwise unknown,2020,false
cog_2025_186969,Marion,OH,unknown,0.107382,urban if at least half of 2020 Census entity land overlaps a 2020 Census Urban Area; rural if zero overlap; otherwise unknown,2020,false
cog_2025_167262,Markey,MI,unknown,0.093404,urban if at least half of 2020 Census entity land overlaps a 2020 Census Urban Area; rural if zero overlap; otherwise unknown,2020,false
cog_2025_101716,Marlborough,CT,unknown,,urban if at least half of 2020 Census entity land overlaps a 2020 Census Urban Area; rural if zero overlap; otherwise unknown,2020,false
cog_2025_194661,Marshall,MN,urban,0.796842,urban if at least half of 2020 Census entity land overlaps a 2020 Census Urban Area; rural if zero overlap; otherwise unknown,2020,false
cog_2025_209843,Marshfield,WI,urban,0.746131,urban if at least half of 2020 Census entity land overlaps a 2020 Census Urban Area; rural if zero overlap; otherwise unknown,2020,false
cog_2025_166376,Marydel,MD,rural,0.0,urban if at least half of 2020 Census entity land overlaps a 2020 Census Urban Area; rural if zero overlap; otherwise unknown,2020,false
cog_2025_176490,Marysvale,UT,rural,0.0,urban if at least half of 2020 Census entity land overlaps a 2020 Census Urban Area; rural if zero overlap; otherwise unknown,2020,false
cog_2025_187268,Marysville,PA,urban,1.0,urban if at least half of 2020 Census entity land overlaps a 2020 Census Urban Area; rural if zero overlap; otherwise unknown,2020,false
cog_2025_209101,Mason,OH,urban,0.953025,urban if at least half of 2020 Census entity land overlaps a 2020 Census Urban Area; rural if zero overlap; otherwise unknown,2020,false
cog_2025_207780,Matteson,IL,urban,0.971302,urban if at least half of 2020 Census entity land overlaps a 2020 Census Urban Area; rural if zero overlap; otherwise unknown,2020,false
cog_2025_175726,Maury City,TN,rural,0.0,urban if at least half of 2020 Census entity land overlaps a 2020 Census Urban Area; rural if zero overlap; otherwise unknown,2020,false
cog_2025_129115,May,MN,rural,0.0,urban if at least half of 2020 Census entity land overlaps a 2020 Census Urban Area; rural if zero overlap; otherwise unknown,2020,false
cog_2025_204738,Mayer,MN,rural,0.0,urban if at least half of 2020 Census entity land overlaps a 2020 Census Urban Area; rural if zero overlap; otherwise unknown,2020,false
cog_2025_205067,McAdenville,NC,urban,0.631922,urban if at least half of 2020 Census entity land overlaps a 2020 Census Urban Area; rural if zero overlap; otherwise unknown,2020,false
cog_2025_194102,McEwen,TN,rural,0.0,urban if at least half of 2020 Census entity land overlaps a 2020 Census Urban Area; rural if zero overlap; otherwise unknown,2020,false
cog_2025_209220,McKees Rocks,PA,urban,1.0,urban if at least half of 2020 Census entity land overlaps a 2020 Census Urban Area; rural if zero overlap; otherwise unknown,2020,false
cog_2025_225773,McLeansboro,IL,rural,0.0,urban if at least half of 2020 Census entity land overlaps a 2020 Census Urban Area; rural if zero overlap; otherwise unknown,2020,false
cog_2025_135103,Meadowlakes,TX,urban,0.932446,urban if at least half of 2020 Census entity land overlaps a 2020 Census Urban Area; rural if zero overlap; otherwise unknown,2020,false
cog_2025_204788,Medford,MN,rural,0.0,urban if at least half of 2020 Census entity land overlaps a 2020 Census Urban Area; rural if zero overlap; otherwise unknown,2020,false
cog_2025_212147,Medford,WI,urban,0.653797,urban if at least half of 2020 Census entity land overlaps a 2020 Census Urban Area; rural if zero overlap; otherwise unknown,2020,false
cog_2025_131268,Medina,NY,urban,0.845245,urban if at least half of 2020 Census entity land overlaps a 2020 Census Urban Area; rural if zero overlap; otherwise unknown,2020,false
cog_2025_132690,Medina,OH,unknown,0.366666,urban if at least half of 2020 Census entity land overlaps a 2020 Census Urban Area; rural if zero overlap; otherwise unknown,2020,false
cog_2025_188039,Meeme,WI,rural,0.0,urban if at least half of 2020 Census entity land overlaps a 2020 Census Urban Area; rural if zero overlap; otherwise unknown,2020,false
cog_2025_211729,Melbourne,KY,rural,0.0,urban if at least half of 2020 Census entity land overlaps a 2020 Census Urban Area; rural if zero overlap; otherwise unknown,2020,false
cog_2025_124230,Melbourne Beach,FL,urban,1.0,urban if at least half of 2020 Census entity land overlaps a 2020 Census Urban Area; rural if zero overlap; otherwise unknown,2020,false
cog_2025_225793,Melvern,KS,rural,0.0,urban if at least half of 2020 Census entity land overlaps a 2020 Census Urban Area; rural if zero overlap; otherwise unknown,2020,false
cog_2025_204949,Menands,NY,urban,1.0,urban if at least half of 2020 Census entity land overlaps a 2020 Census Urban Area; rural if zero overlap; otherwise unknown,2020,false
cog_2025_170325,Mendham,NJ,unknown,0.174828,urban if at least half of 2020 Census entity land overlaps a 2020 Census Urban Area; rural if zero overlap; otherwise unknown,2020,false
cog_2025_170153,Merchantville,NJ,urban,1.0,urban if at least half of 2020 Census entity land overlaps a 2020 Census Urban Area; rural if zero overlap; otherwise unknown,2020,false
cog_2025_167033,Meridian charter,MI,urban,0.809508,urban if at least half of 2020 Census entity land overlaps a 2020 Census Urban Area; rural if zero overlap; otherwise unknown,2020,false
cog_2025_173662,Merrill,OR,rural,0.0,urban if at least half of 2020 Census entity land overlaps a 2020 Census Urban Area; rural if zero overlap; otherwise unknown,2020,false
cog_2025_131404,Mexico,NY,rural,0.0,urban if at least half of 2020 Census entity land overlaps a 2020 Census Urban Area; rural if zero overlap; otherwise unknown,2020,false
cog_2025_124228,Mexico Beach,FL,rural,0.0,urban if at least half of 2020 Census entity land overlaps a 2020 Census Urban Area; rural if zero overlap; otherwise unknown,2020,false
cog_2025_191198,Miami,OH,rural,0.0,urban if at least half of 2020 Census entity land overlaps a 2020 Census Urban Area; rural if zero overlap; otherwise unknown,2020,false
cog_2025_171432,Michigan City,ND,rural,0.0,urban if at least half of 2020 Census entity land overlaps a 2020 Census Urban Area; rural if zero overlap; otherwise unknown,2020,false
cog_2025_170275,Middle,NJ,unknown,0.17917,urban if at least half of 2020 Census entity land overlaps a 2020 Census Urban Area; rural if zero overlap; otherwise unknown,2020,false
cog_2025_170996,Middleburgh,NY,rural,0.0,urban if at least half of 2020 Census entity land overlaps a 2020 Census Urban Area; rural if zero overlap; otherwise unknown,2020,false
cog_2025_172877,Middlefield,OH,rural,0.0,urban if at least half of 2020 Census entity land overlaps a 2020 Census Urban Area; rural if zero overlap; otherwise unknown,2020,false
cog_2025_171244,Middlesex,NC,rural,0.0,urban if at least half of 2020 Census entity land overlaps a 2020 Census Urban Area; rural if zero overlap; otherwise unknown,2020,false
cog_2025_174296,Middlesex,PA,unknown,0.120478,urban if at least half of 2020 Census entity land overlaps a 2020 Census Urban Area; rural if zero overlap; otherwise unknown,2020,false
cog_2025_170317,Middletown,NJ,urban,0.977015,urban if at least half of 2020 Census entity land overlaps a 2020 Census Urban Area; rural if zero overlap; otherwise unknown,2020,false
cog_2025_176633,Middletown Springs,VT,rural,0.0,urban if at least half of 2020 Census entity land overlaps a 2020 Census Urban Area; rural if zero overlap; otherwise unknown,2020,false
cog_2025_221122,Midway,NC,urban,0.981359,urban if at least half of 2020 Census entity land overlaps a 2020 Census Urban Area; rural if zero overlap; otherwise unknown,2020,false
cog_2025_173181,Mifflin,OH,unknown,0.127722,urban if at least half of 2020 Census entity land overlaps a 2020 Census Urban Area; rural if zero overlap; otherwise unknown,2020,false
cog_2025_208487,Milaca,MN,rural,0.0,urban if at least half of 2020 Census entity land overlaps a 2020 Census Urban Area; rural if zero overlap; otherwise unknown,2020,false
cog_2025_164439,Miles,IA,rural,0.0,urban if at least half of 2020 Census entity land overlaps a 2020 Census Urban Area; rural if zero overlap; otherwise unknown,2020,false
cog_2025_172834,Milford,OH,rural,0.0,urban if at least half of 2020 Census entity land overlaps a 2020 Census Urban Area; rural if zero overlap; otherwise unknown,2020,false
cog_2025_172648,Milford Center,OH,rural,0.0,urban if at least half of 2020 Census entity land overlaps a 2020 Census Urban Area; rural if zero overlap; otherwise unknown,2020,false
cog_2025_191386,Millcreek,PA,unknown,0.052658,urban if at least half of 2020 Census entity land overlaps a 2020 Census Urban Area; rural if zero overlap; otherwise unknown,2020,false
cog_2025_139790,Millersburg,PA,urban,0.88508,urban if at least half of 2020 Census entity land overlaps a 2020 Census Urban Area; rural if zero overlap; otherwise unknown,2020,false
cog_2025_166811,Millington,MI,rural,0.0,urban if at least half of 2020 Census entity land overlaps a 2020 Census Urban Area; rural if zero overlap; otherwise unknown,2020,false
cog_2025_191862,Millston,WI,rural,0.0,urban if at least half of 2020 Census entity land overlaps a 2020 Census Urban Area; rural if zero overlap; otherwise unknown,2020,false
cog_2025_193750,Millstone,NJ,rural,0.0,urban if at least half of 2020 Census entity land overlaps a 2020 Census Urban Area; rural if zero overlap; otherwise unknown,2020,false
cog_2025_167613,Milroy,MN,rural,0.0,urban if at least half of 2020 Census entity land overlaps a 2020 Census Urban Area; rural if zero overlap; otherwise unknown,2020,false
cog_2025_169701,Minatare,NE,rural,0.0,urban if at least half of 2020 Census entity land overlaps a 2020 Census Urban Area; rural if zero overlap; otherwise unknown,2020,false
cog_2025_193645,Miner,MO,unknown,0.358047,urban if at least half of 2020 Census entity land overlaps a 2020 Census Urban Area; rural if zero overlap; otherwise unknown,2020,false
cog_2025_177479,Mineral Point,WI,rural,0.0,urban if at least half of 2020 Census entity land overlaps a 2020 Census Urban Area; rural if zero overlap; otherwise unknown,2020,false
cog_2025_170580,Minoa,NY,urban,0.938239,urban if at least half of 2020 Census entity land overlaps a 2020 Census Urban Area; rural if zero overlap; otherwise unknown,2020,false
cog_2025_177787,Minong,WI,rural,0.0,urban if at least half of 2020 Census entity land overlaps a 2020 Census Urban Area; rural if zero overlap; otherwise unknown,2020,false
cog_2025_110061,Mocksville,NC,urban,0.770395,urban if at least half of 2020 Census entity land overlaps a 2020 Census Urban Area; rural if zero overlap; otherwise unknown,2020,false
cog_2025_170201,Monmouth Beach,NJ,urban,1.0,urban if at least half of 2020 Census entity land overlaps a 2020 Census Urban Area; rural if zero overlap; otherwise unknown,2020,false
cog_2025_209362,Monongahela,PA,rural,0.0,urban if at least half of 2020 Census entity land overlaps a 2020 Census Urban Area; rural if zero overlap; otherwise unknown,2020,false
cog_2025_170310,Monroe,NJ,urban,0.572243,urban if at least half of 2020 Census entity land overlaps a 2020 Census Urban Area; rural if zero overlap; otherwise unknown,2020,false
cog_2025_225689,Monroe,OH,rural,0.0,urban if at least half of 2020 Census entity land overlaps a 2020 Census Urban Area; rural if zero overlap; otherwise unknown,2020,false
cog_2025_184094,Monroe,WI,urban,0.744154,urban if at least half of 2020 Census entity land overlaps a 2020 Census Urban Area; rural if zero overlap; otherwise unknown,2020,false
cog_2025_163416,Montgomery,IL,rural,0.0,urban if at least half of 2020 Census entity land overlaps a 2020 Census Urban Area; rural if zero overlap; otherwise unknown,2020,false
cog_2025_170342,Montgomery,NJ,unknown,0.436881,urban if at least half of 2020 Census entity land overlaps a 2020 Census Urban Area; rural if zero overlap; otherwise unknown,2020,false
cog_2025_113680,Montgomery,TX,unknown,0.397266,urban if at least half of 2020 Census entity land overlaps a 2020 Census Urban Area; rural if zero overlap; otherwise unknown,2020,false
cog_2025_170661,Monticello,NY,urban,0.758121,urban if at least half of 2020 Census entity land overlaps a 2020 Census Urban Area; rural if zero overlap; otherwise unknown,2020,false
cog_2025_136545,Monticello,WI,rural,0.0,urban if at least half of 2020 Census entity land overlaps a 2020 Census Urban Area; rural if zero overlap; otherwise unknown,2020,false
cog_2025_133585,Montoursville,PA,urban,0.991776,urban if at least half of 2020 Census entity land overlaps a 2020 Census Urban Area; rural if zero overlap; otherwise unknown,2020,false
cog_2025_163473,Montpelier,IN,rural,0.0,urban if at least half of 2020 Census entity land overlaps a 2020 Census Urban Area; rural if zero overlap; otherwise unknown,2020,false
cog_2025_183978,Montville,OH,unknown,0.447823,urban if at least half of 2020 Census entity land overlaps a 2020 Census Urban Area; rural if zero overlap; otherwise unknown,2020,false
cog_2025_162059,Moore,ID,rural,0.0,urban if at least half of 2020 Census entity land overlaps a 2020 Census Urban Area; rural if zero overlap; otherwise unknown,2020,false
cog_2025_194662,Moorhead,MN,urban,0.707371,urban if at least half of 2020 Census entity land overlaps a 2020 Census Urban Area; rural if zero overlap; otherwise unknown,2020,false
cog_2025_164284,Moravia,IA,rural,0.0,urban if at least half of 2020 Census entity land overlaps a 2020 Census Urban Area; rural if zero overlap; otherwise unknown,2020,false
cog_2025_205005,Moreau,NY,unknown,0.193032,urban if at least half of 2020 Census entity land overlaps a 2020 Census Urban Area; rural if zero overlap; otherwise unknown,2020,false
cog_2025_225551,Morgan,IN,rural,0.0,urban if at least half of 2020 Census entity land overlaps a 2020 Census Urban Area; rural if zero overlap; otherwise unknown,2020,false
cog_2025_166807,Morrice,MI,rural,0.0,urban if at least half of 2020 Census entity land overlaps a 2020 Census Urban Area; rural if zero overlap; otherwise unknown,2020,false
cog_2025_204935,Morris,NJ,urban,0.753359,urban if at least half of 2020 Census entity land overlaps a 2020 Census Urban Area; rural if zero overlap; otherwise unknown,2020,false
cog_2025_191567,Morrison,TN,rural,0.0,urban if at least half of 2020 Census entity land overlaps a 2020 Census Urban Area; rural if zero overlap; otherwise unknown,2020,false
cog_2025_173935,Morton,PA,urban,1.0,urban if at least half of 2020 Census entity land overlaps a 2020 Census Urban Area; rural if zero overlap; otherwise unknown,2020,false
cog_2025_209805,Mosinee,WI,urban,0.611913,urban if at least half of 2020 Census entity land overlaps a 2020 Census Urban Area; rural if zero overlap; otherwise unknown,2020,false
cog_2025_170215,Mount Arlington,NJ,urban,0.887271,urban if at least half of 2020 Census entity land overlaps a 2020 Census Urban Area; rural if zero overlap; otherwise unknown,2020,false
cog_2025_177145,Mount Calvary,WI,rural,0.0,urban if at least half of 2020 Census entity land overlaps a 2020 Census Urban Area; rural if zero overlap; otherwise unknown,2020,false
cog_2025_171237,Mount Gilead,NC,rural,0.0,urban if at least half of 2020 Census entity land overlaps a 2020 Census Urban Area; rural if zero overlap; otherwise unknown,2020,false
cog_2025_170679,Mount Kisco,NY,urban,0.963376,urban if at least half of 2020 Census entity land overlaps a 2020 Census Urban Area; rural if zero overlap; otherwise unknown,2020,false
cog_2025_170871,Mount Morris,NY,rural,0.0,urban if at least half of 2020 Census entity land overlaps a 2020 Census Urban Area; rural if zero overlap; otherwise unknown,2020,false
cog_2025_105442,Mount Olivet,KY,rural,0.0,urban if at least half of 2020 Census entity land overlaps a 2020 Census Urban Area; rural if zero overlap; otherwise unknown,2020,false
cog_2025_162997,Mount Vernon,IL,unknown,0.176224,urban if at least half of 2020 Census entity land overlaps a 2020 Census Urban Area; rural if zero overlap; otherwise unknown,2020,false
