search_target_id,missingness_id,search_priority,search_family,municipality,state,compensation_cycle_or_year,side,target_query_hints,expected_claim_upgrade,checkpoint_status,lane_id,external_search_executed
EXTTARGET-4c1774f0b81ad658ce570c32,EXTMISS-9b29ae715efe0d8a9f32ae40,Tier 1,recruitment_and_retention,Kiel,WI,undated-source-CBSRD-20260728-294b2c2bda6ef0458722,unclear,Kiel WI undated-source-CBSRD-20260728-294b2c2bda6ef0458722 unclear applicant counts,tests recruitment and retention pressure with comparable administrative outcomes,not_started,search_lane_002,false
EXTTARGET-45bd29a409b6f11db920b1a2,EXTMISS-e57d8d9c91193bb77586bf05,Tier 2,tenure_and_progression,Kiel,WI,undated-source-CBSRD-20260728-294b2c2bda6ef0458722,unclear,Kiel WI undated-source-CBSRD-20260728-294b2c2bda6ef0458722 unclear employee tenure,distinguishes contractual progression from compositional or tenure differences,not_started,search_lane_002,false
EXTTARGET-0bfa74be40139d12bb6cbe5f,EXTMISS-d69d0240b431fcd913d8e376,Tier 1,implementation,Kiel,WI,undated-source-CBSRD-20260728-294b2c2bda6ef0458722,unclear,Kiel WI undated-source-CBSRD-20260728-294b2c2bda6ef0458722 unclear payroll-effective date,confirms whether negotiated or adopted terms became operative and paid,not_started,search_lane_003,false
EXTTARGET-f04a405afd2d4b640cac4b7d,EXTMISS-e5f282f3bab9f2f97bc9d1d6,Tier 2,benefits_and_total_compensation,Kiel,WI,undated-source-CBSRD-20260728-294b2c2bda6ef0458722,unclear,Kiel WI undated-source-CBSRD-20260728-294b2c2bda6ef0458722 unclear pension contributions,separates wages from benefits and measures recurring total-compensation effects,not_started,search_lane_005,false
EXTTARGET-61402c2b8f55d16b8eb95327,EXTMISS-4b3fd180f23ea461dc5932c5,Tier 2,urbanicity_and_context,Kiel,WI,undated-source-CBSRD-20260728-294b2c2bda6ef0458722,unclear,Kiel WI undated-source-CBSRD-20260728-294b2c2bda6ef0458722 unclear authoritative coordinates,enables hex-density placement and contextual interpretation,not_started,search_lane_003,false
EXTTARGET-f0014d8621c153fd7a987681,EXTMISS-a7f6a2b01d009a01b4eda022,Tier 1,payroll_and_earnings,Kildeer,IL,2018,police,Kildeer IL 2018 police actual wages paid,upgrades implementation from documented term to paid outcome,not_started,search_lane_004,false
EXTTARGET-0a5196508c9db5ccbae9cc8c,EXTMISS-445a67e1f5e6624aadd89242,Tier 1,staffing_and_headcount,Kildeer,IL,2018,police,Kildeer IL 2018 police authorized positions,tests vacancy and staffing-reduction mechanisms with denominators,not_started,search_lane_002,false
EXTTARGET-224799245599b47b09ab0201,EXTMISS-9b331c8b06dde188a7dbb61c,Tier 1,recruitment_and_retention,Kildeer,IL,2018,police,Kildeer IL 2018 police applicant counts,tests recruitment and retention pressure with comparable administrative outcomes,not_started,search_lane_005,false
EXTTARGET-bbaec8378ad914dc2c454f34,EXTMISS-592733a5f09bd5e0f9efe223,Tier 2,tenure_and_progression,Kildeer,IL,2018,police,Kildeer IL 2018 police employee tenure,distinguishes contractual progression from compositional or tenure differences,not_started,search_lane_003,false
EXTTARGET-22a7ca6f56e26bd8688a2460,EXTMISS-45d296de328e08c4500ca0ce,Tier 1,implementation,Kildeer,IL,2018,police,Kildeer IL 2018 police payroll-effective date,confirms whether negotiated or adopted terms became operative and paid,not_started,search_lane_005,false
EXTTARGET-1ff94995a9c94db35d410a52,EXTMISS-b39b83bd57966e6646bfd80a,Tier 2,benefits_and_total_compensation,Kildeer,IL,2018,police,Kildeer IL 2018 police pension contributions,separates wages from benefits and measures recurring total-compensation effects,not_started,search_lane_005,false
EXTTARGET-c0969eb892bcc74bbf221174,EXTMISS-ff96704be99ae3639f7060a7,Tier 2,urbanicity_and_context,Kildeer,IL,2018,police,Kildeer IL 2018 police authoritative coordinates,enables hex-density placement and contextual interpretation,not_started,search_lane_005,false
EXTTARGET-c2a9cf4f2b854b04239d51e5,EXTMISS-152c89940fbd60a7e22a5033,Tier 1,payroll_and_earnings,Kildeer,IL,2019,police,Kildeer IL 2019 police actual wages paid,upgrades implementation from documented term to paid outcome,not_started,search_lane_002,false
EXTTARGET-7ca8f51dcc1951199ab585d3,EXTMISS-f55af42fa67c468462a541a3,Tier 1,staffing_and_headcount,Kildeer,IL,2019,police,Kildeer IL 2019 police authorized positions,tests vacancy and staffing-reduction mechanisms with denominators,not_started,search_lane_004,false
EXTTARGET-de78d30453f508f9f3c27b47,EXTMISS-252786ef2f5cf9c9236ad33c,Tier 1,recruitment_and_retention,Kildeer,IL,2019,police,Kildeer IL 2019 police applicant counts,tests recruitment and retention pressure with comparable administrative outcomes,not_started,search_lane_001,false
EXTTARGET-282212187f523bd552eeb5ec,EXTMISS-b5369a49e3b1cd5236ae39c8,Tier 2,tenure_and_progression,Kildeer,IL,2019,police,Kildeer IL 2019 police employee tenure,distinguishes contractual progression from compositional or tenure differences,not_started,search_lane_005,false
EXTTARGET-73706e5eb4b70ab949153347,EXTMISS-dba6c4bc2cd9ee5a86d7d072,Tier 1,implementation,Kildeer,IL,2019,police,Kildeer IL 2019 police payroll-effective date,confirms whether negotiated or adopted terms became operative and paid,not_started,search_lane_003,false
EXTTARGET-c96729fd004546271b5343b9,EXTMISS-8b90c13dc95f2939cd3fa19a,Tier 2,benefits_and_total_compensation,Kildeer,IL,2019,police,Kildeer IL 2019 police pension contributions,separates wages from benefits and measures recurring total-compensation effects,not_started,search_lane_002,false
EXTTARGET-29fa0e9202b48d67198e8607,EXTMISS-4d09d5594e221c4cab741f11,Tier 2,urbanicity_and_context,Kildeer,IL,2019,police,Kildeer IL 2019 police authoritative coordinates,enables hex-density placement and contextual interpretation,not_started,search_lane_001,false
EXTTARGET-85aab606f92aa0ad64a07940,EXTMISS-8031e70dba341e8e13dc48b8,Tier 1,payroll_and_earnings,Kildeer,IL,2025,police,Kildeer IL 2025 police actual wages paid,upgrades implementation from documented term to paid outcome,not_started,search_lane_002,false
EXTTARGET-e4251666352ce09f7cdd0ccb,EXTMISS-a1323bc8a8e0e56b0579a243,Tier 1,staffing_and_headcount,Kildeer,IL,2025,police,Kildeer IL 2025 police authorized positions,tests vacancy and staffing-reduction mechanisms with denominators,not_started,search_lane_002,false
EXTTARGET-161dcec3e2f10550d10b0797,EXTMISS-e1201d1ec356cc30fbe0c1ab,Tier 1,recruitment_and_retention,Kildeer,IL,2025,police,Kildeer IL 2025 police applicant counts,tests recruitment and retention pressure with comparable administrative outcomes,not_started,search_lane_002,false
EXTTARGET-1a784236a73bcba1558b8da2,EXTMISS-30df199e87e8e94495532238,Tier 2,tenure_and_progression,Kildeer,IL,2025,police,Kildeer IL 2025 police employee tenure,distinguishes contractual progression from compositional or tenure differences,not_started,search_lane_002,false
EXTTARGET-ba7810891ebf1ddda95f9422,EXTMISS-6c9cd3575f786dc32892d0ff,Tier 1,implementation,Kildeer,IL,2025,police,Kildeer IL 2025 police payroll-effective date,confirms whether negotiated or adopted terms became operative and paid,not_started,search_lane_004,false
EXTTARGET-4e9252c15ea0edd3efb2d23f,EXTMISS-b225c12aa7147cd73ab87040,Tier 2,benefits_and_total_compensation,Kildeer,IL,2025,police,Kildeer IL 2025 police pension contributions,separates wages from benefits and measures recurring total-compensation effects,not_started,search_lane_004,false
EXTTARGET-d88edb50c9d4487cbf3d73b2,EXTMISS-e2a4a02841b11de95f65d56a,Tier 2,urbanicity_and_context,Kildeer,IL,2025,police,Kildeer IL 2025 police authoritative coordinates,enables hex-density placement and contextual interpretation,not_started,search_lane_001,false
EXTTARGET-85aab606f92aa0ad64a07940,EXTMISS-8031e70dba341e8e13dc48b8,Tier 1,payroll_and_earnings,Kildeer,IL,2025,police,Kildeer IL 2025 police actual wages paid,upgrades implementation from documented term to paid outcome,not_started,search_lane_002,false
EXTTARGET-e4251666352ce09f7cdd0ccb,EXTMISS-a1323bc8a8e0e56b0579a243,Tier 1,staffing_and_headcount,Kildeer,IL,2025,police,Kildeer IL 2025 police authorized positions,tests vacancy and staffing-reduction mechanisms with denominators,not_started,search_lane_002,false
EXTTARGET-161dcec3e2f10550d10b0797,EXTMISS-e1201d1ec356cc30fbe0c1ab,Tier 1,recruitment_and_retention,Kildeer,IL,2025,police,Kildeer IL 2025 police applicant counts,tests recruitment and retention pressure with comparable administrative outcomes,not_started,search_lane_002,false
EXTTARGET-1a784236a73bcba1558b8da2,EXTMISS-30df199e87e8e94495532238,Tier 2,tenure_and_progression,Kildeer,IL,2025,police,Kildeer IL 2025 police employee tenure,distinguishes contractual progression from compositional or tenure differences,not_started,search_lane_002,false
EXTTARGET-ba7810891ebf1ddda95f9422,EXTMISS-6c9cd3575f786dc32892d0ff,Tier 1,implementation,Kildeer,IL,2025,police,Kildeer IL 2025 police payroll-effective date,confirms whether negotiated or adopted terms became operative and paid,not_started,search_lane_004,false
EXTTARGET-4e9252c15ea0edd3efb2d23f,EXTMISS-b225c12aa7147cd73ab87040,Tier 2,benefits_and_total_compensation,Kildeer,IL,2025,police,Kildeer IL 2025 police pension contributions,separates wages from benefits and measures recurring total-compensation effects,not_started,search_lane_004,false
EXTTARGET-d88edb50c9d4487cbf3d73b2,EXTMISS-e2a4a02841b11de95f65d56a,Tier 2,urbanicity_and_context,Kildeer,IL,2025,police,Kildeer IL 2025 police authoritative coordinates,enables hex-density placement and contextual interpretation,not_started,search_lane_001,false
EXTTARGET-5b108ce0b345618f6d12ec3a,EXTMISS-ea95f012296a530360889935,Tier 1,payroll_and_earnings,Kildeer,IL,2026,police,Kildeer IL 2026 police actual wages paid,upgrades implementation from documented term to paid outcome,not_started,search_lane_004,false
EXTTARGET-d89aa74ce29dbd31ced9693e,EXTMISS-3b942ed90f684b81157d8116,Tier 1,staffing_and_headcount,Kildeer,IL,2026,police,Kildeer IL 2026 police authorized positions,tests vacancy and staffing-reduction mechanisms with denominators,not_started,search_lane_003,false
EXTTARGET-80e4bbc199c16d6c8b98b944,EXTMISS-e8396957d54f3d39b2148051,Tier 1,recruitment_and_retention,Kildeer,IL,2026,police,Kildeer IL 2026 police applicant counts,tests recruitment and retention pressure with comparable administrative outcomes,not_started,search_lane_005,false
EXTTARGET-a48d20ddfe2d2a3e698a3570,EXTMISS-3ab12991403921679481defc,Tier 2,tenure_and_progression,Kildeer,IL,2026,police,Kildeer IL 2026 police employee tenure,distinguishes contractual progression from compositional or tenure differences,not_started,search_lane_001,false
EXTTARGET-d5ed34b33f9330b94d73eb5a,EXTMISS-1dfd8a66a449f87a58499c61,Tier 1,implementation,Kildeer,IL,2026,police,Kildeer IL 2026 police payroll-effective date,confirms whether negotiated or adopted terms became operative and paid,not_started,search_lane_004,false
EXTTARGET-8e6422a708eee6ef1d90b31d,EXTMISS-7501d717a874e8473c4c7528,Tier 2,benefits_and_total_compensation,Kildeer,IL,2026,police,Kildeer IL 2026 police pension contributions,separates wages from benefits and measures recurring total-compensation effects,not_started,search_lane_002,false
EXTTARGET-df9371628c0923a9a9b261f7,EXTMISS-4f0b86544d98f100306f9634,Tier 2,urbanicity_and_context,Kildeer,IL,2026,police,Kildeer IL 2026 police authoritative coordinates,enables hex-density placement and contextual interpretation,not_started,search_lane_005,false
EXTTARGET-5f3766fdab988de8c39d2953,EXTMISS-e1237ec6286bd27ec358a5db,Tier 1,payroll_and_earnings,Killbuck,OH,2020,unclear,Killbuck OH 2020 unclear actual wages paid,upgrades implementation from documented term to paid outcome,not_started,search_lane_001,false
EXTTARGET-1c8b022b2d2a744f4473b8c5,EXTMISS-fa861f9ac137bb7c457d2ec7,Tier 1,staffing_and_headcount,Killbuck,OH,2020,unclear,Killbuck OH 2020 unclear authorized positions,tests vacancy and staffing-reduction mechanisms with denominators,not_started,search_lane_005,false
EXTTARGET-a837f666bef6265628e786f3,EXTMISS-35fc78121033bd020e250801,Tier 1,recruitment_and_retention,Killbuck,OH,2020,unclear,Killbuck OH 2020 unclear applicant counts,tests recruitment and retention pressure with comparable administrative outcomes,not_started,search_lane_001,false
EXTTARGET-219b35a213d3220f4f41e4e6,EXTMISS-b0f82d81b32899ec716f515f,Tier 2,tenure_and_progression,Killbuck,OH,2020,unclear,Killbuck OH 2020 unclear employee tenure,distinguishes contractual progression from compositional or tenure differences,not_started,search_lane_001,false
EXTTARGET-bd71139ae7fc04cb9153ef26,EXTMISS-13d06de726ab22d450723e00,Tier 1,implementation,Killbuck,OH,2020,unclear,Killbuck OH 2020 unclear payroll-effective date,confirms whether negotiated or adopted terms became operative and paid,not_started,search_lane_005,false
EXTTARGET-33c5bc504d8a6b88c244bc5e,EXTMISS-11bcbd08fa760311a03e5836,Tier 2,benefits_and_total_compensation,Killbuck,OH,2020,unclear,Killbuck OH 2020 unclear pension contributions,separates wages from benefits and measures recurring total-compensation effects,not_started,search_lane_003,false
EXTTARGET-1ea7ba0881771b022810c2dd,EXTMISS-3312441a6d342e0a306b6896,Tier 2,urbanicity_and_context,Killbuck,OH,2020,unclear,Killbuck OH 2020 unclear authoritative coordinates,enables hex-density placement and contextual interpretation,not_started,search_lane_004,false
EXTTARGET-ee039d5a78fe35b2df82baee,EXTMISS-bed6cf9e41ba5bfc4948da12,Tier 1,payroll_and_earnings,Killbuck,OH,2021,unclear,Killbuck OH 2021 unclear actual wages paid,upgrades implementation from documented term to paid outcome,not_started,search_lane_005,false
EXTTARGET-5c1361647dc2df43d5ec04c7,EXTMISS-7f7ad8c36f698f487be91bf3,Tier 1,staffing_and_headcount,Killbuck,OH,2021,unclear,Killbuck OH 2021 unclear authorized positions,tests vacancy and staffing-reduction mechanisms with denominators,not_started,search_lane_005,false
EXTTARGET-ce6ba1254d273d6699148931,EXTMISS-6ae0b50eb1d8693cff398669,Tier 1,recruitment_and_retention,Killbuck,OH,2021,unclear,Killbuck OH 2021 unclear applicant counts,tests recruitment and retention pressure with comparable administrative outcomes,not_started,search_lane_001,false
EXTTARGET-13d80ee3511abec6d7970d80,EXTMISS-80553db4dea227b1e4e1f7f7,Tier 2,tenure_and_progression,Killbuck,OH,2021,unclear,Killbuck OH 2021 unclear employee tenure,distinguishes contractual progression from compositional or tenure differences,not_started,search_lane_002,false
EXTTARGET-ac863c98a3c3ca6913612186,EXTMISS-687d11c9a6b1a7c4817061d7,Tier 1,implementation,Killbuck,OH,2021,unclear,Killbuck OH 2021 unclear payroll-effective date,confirms whether negotiated or adopted terms became operative and paid,not_started,search_lane_005,false
EXTTARGET-d392c6c7b249746d8b7ca404,EXTMISS-3f8b50dd11bedb32c0b17702,Tier 2,benefits_and_total_compensation,Killbuck,OH,2021,unclear,Killbuck OH 2021 unclear pension contributions,separates wages from benefits and measures recurring total-compensation effects,not_started,search_lane_001,false
EXTTARGET-c854df852096b569c2eeedfc,EXTMISS-6215db876751df76e74ae75c,Tier 2,urbanicity_and_context,Killbuck,OH,2021,unclear,Killbuck OH 2021 unclear authoritative coordinates,enables hex-density placement and contextual interpretation,not_started,search_lane_002,false
EXTTARGET-e1f7a6752362f68952a5b7d4,EXTMISS-55711c3483d042b07f79fe23,Tier 1,payroll_and_earnings,Killbuck,OH,2024,unclear,Killbuck OH 2024 unclear actual wages paid,upgrades implementation from documented term to paid outcome,not_started,search_lane_002,false
EXTTARGET-64a67e8157da01597c8d4e81,EXTMISS-fb71a64b143e1290e9c4cd29,Tier 1,staffing_and_headcount,Killbuck,OH,2024,unclear,Killbuck OH 2024 unclear authorized positions,tests vacancy and staffing-reduction mechanisms with denominators,not_started,search_lane_004,false
EXTTARGET-8b4dfb932471c52bae83a548,EXTMISS-9e0be88071584c4de67fef45,Tier 1,recruitment_and_retention,Killbuck,OH,2024,unclear,Killbuck OH 2024 unclear applicant counts,tests recruitment and retention pressure with comparable administrative outcomes,not_started,search_lane_002,false
EXTTARGET-5d52d2111d146c8570778a5c,EXTMISS-941822cd6e07c58a3157e285,Tier 2,tenure_and_progression,Killbuck,OH,2024,unclear,Killbuck OH 2024 unclear employee tenure,distinguishes contractual progression from compositional or tenure differences,not_started,search_lane_005,false
EXTTARGET-f20f0ab17b12983cc5eeb1de,EXTMISS-d557cbfa404360262befe294,Tier 1,implementation,Killbuck,OH,2024,unclear,Killbuck OH 2024 unclear payroll-effective date,confirms whether negotiated or adopted terms became operative and paid,not_started,search_lane_001,false
EXTTARGET-1ac8618ade35a9f1f3c81981,EXTMISS-05faeccf0f34da6e92b9e46e,Tier 2,benefits_and_total_compensation,Killbuck,OH,2024,unclear,Killbuck OH 2024 unclear pension contributions,separates wages from benefits and measures recurring total-compensation effects,not_started,search_lane_002,false
EXTTARGET-3f927a3f65e10e11274265a7,EXTMISS-ca8884617c05a2fef16203dd,Tier 2,urbanicity_and_context,Killbuck,OH,2024,unclear,Killbuck OH 2024 unclear authoritative coordinates,enables hex-density placement and contextual interpretation,not_started,search_lane_002,false
EXTTARGET-93c4f71ea5d0c50def586271,EXTMISS-e7fb40bea9e9926bd6954b1a,Tier 1,payroll_and_earnings,Kimball,SD,2026,unclear,Kimball SD 2026 unclear actual wages paid,upgrades implementation from documented term to paid outcome,not_started,search_lane_004,false
EXTTARGET-72b7e7ec72260314a0a974d9,EXTMISS-8880efb98f74947541d6e815,Tier 1,staffing_and_headcount,Kimball,SD,2026,unclear,Kimball SD 2026 unclear authorized positions,tests vacancy and staffing-reduction mechanisms with denominators,not_started,search_lane_001,false
EXTTARGET-38fdc8937c23aeda94f1535e,EXTMISS-328e7e48cd2f5f3b313398c4,Tier 1,recruitment_and_retention,Kimball,SD,2026,unclear,Kimball SD 2026 unclear applicant counts,tests recruitment and retention pressure with comparable administrative outcomes,not_started,search_lane_001,false
EXTTARGET-1002fe0747c72a7c437e7c4b,EXTMISS-27aa89772a6e6426524237c4,Tier 2,tenure_and_progression,Kimball,SD,2026,unclear,Kimball SD 2026 unclear employee tenure,distinguishes contractual progression from compositional or tenure differences,not_started,search_lane_004,false
EXTTARGET-f5906c7b5bc2661933f459cf,EXTMISS-dc19b67c2c19c7fb857d0f22,Tier 1,implementation,Kimball,SD,2026,unclear,Kimball SD 2026 unclear payroll-effective date,confirms whether negotiated or adopted terms became operative and paid,not_started,search_lane_001,false
EXTTARGET-f5c34f2b6112f6a0718528bf,EXTMISS-3a8167af7b67887558dbdce2,Tier 2,benefits_and_total_compensation,Kimball,SD,2026,unclear,Kimball SD 2026 unclear pension contributions,separates wages from benefits and measures recurring total-compensation effects,not_started,search_lane_001,false
EXTTARGET-fadf99f1a9635d646df7fa62,EXTMISS-99d3b682295f1c583c7ef552,Tier 2,urbanicity_and_context,Kimball,SD,2026,unclear,Kimball SD 2026 unclear authoritative coordinates,enables hex-density placement and contextual interpretation,not_started,search_lane_003,false
EXTTARGET-461a423e6ea504ea8d061f12,EXTMISS-e1bfbdf68663e797f0499f92,Tier 1,payroll_and_earnings,Kinderhook,MI,2023,non_safety,Kinderhook MI 2023 non_safety actual wages paid,upgrades implementation from documented term to paid outcome,not_started,search_lane_003,false
EXTTARGET-29f81b88f901d70f003bf47f,EXTMISS-4a43ca1ac21bcb7771a578b3,Tier 1,staffing_and_headcount,Kinderhook,MI,2023,non_safety,Kinderhook MI 2023 non_safety authorized positions,tests vacancy and staffing-reduction mechanisms with denominators,not_started,search_lane_001,false
EXTTARGET-b1eed48858043a331b251631,EXTMISS-16316df7484078dadbb45a77,Tier 1,recruitment_and_retention,Kinderhook,MI,2023,non_safety,Kinderhook MI 2023 non_safety applicant counts,tests recruitment and retention pressure with comparable administrative outcomes,not_started,search_lane_003,false
EXTTARGET-b054c090e0e8e1d82a385118,EXTMISS-08a19796aef20cb0f4da7626,Tier 2,tenure_and_progression,Kinderhook,MI,2023,non_safety,Kinderhook MI 2023 non_safety employee tenure,distinguishes contractual progression from compositional or tenure differences,not_started,search_lane_003,false
EXTTARGET-e635a81eeeca3bb3d530de4f,EXTMISS-3ac87a77dab55398b67c2c13,Tier 1,implementation,Kinderhook,MI,2023,non_safety,Kinderhook MI 2023 non_safety payroll-effective date,confirms whether negotiated or adopted terms became operative and paid,not_started,search_lane_003,false
EXTTARGET-c5af8de6a574231227102dbc,EXTMISS-d73f3dcda06aec457f8502ea,Tier 2,benefits_and_total_compensation,Kinderhook,MI,2023,non_safety,Kinderhook MI 2023 non_safety pension contributions,separates wages from benefits and measures recurring total-compensation effects,not_started,search_lane_001,false
EXTTARGET-673bf00f00b79a2a9f77a316,EXTMISS-60cec6dbd32faa43903e3559,Tier 2,urbanicity_and_context,Kinderhook,MI,2023,non_safety,Kinderhook MI 2023 non_safety authoritative coordinates,enables hex-density placement and contextual interpretation,not_started,search_lane_001,false
EXTTARGET-ce04ba4aeb6660fc2afc70d2,EXTMISS-d9fc0a06bb091eb0f6a96bff,Tier 1,payroll_and_earnings,Kinderhook,NY,2014,unclear,Kinderhook NY 2014 unclear actual wages paid,upgrades implementation from documented term to paid outcome,not_started,search_lane_002,false
EXTTARGET-3e4887ddb9cb6e5500deb3ad,EXTMISS-193decf14d30b66811a3062c,Tier 1,staffing_and_headcount,Kinderhook,NY,2014,unclear,Kinderhook NY 2014 unclear authorized positions,tests vacancy and staffing-reduction mechanisms with denominators,not_started,search_lane_002,false
EXTTARGET-e3ac08ef07307955c5b6efc1,EXTMISS-2f16bd6de72f488da95b4dd9,Tier 1,recruitment_and_retention,Kinderhook,NY,2014,unclear,Kinderhook NY 2014 unclear applicant counts,tests recruitment and retention pressure with comparable administrative outcomes,not_started,search_lane_005,false
EXTTARGET-977676b474814862dd1871a3,EXTMISS-1f9e6702211cafb24b455ada,Tier 2,tenure_and_progression,Kinderhook,NY,2014,unclear,Kinderhook NY 2014 unclear employee tenure,distinguishes contractual progression from compositional or tenure differences,not_started,search_lane_003,false
EXTTARGET-5297e55810a444bb919fa598,EXTMISS-ec931d4de1f5fb168565d34a,Tier 1,implementation,Kinderhook,NY,2014,unclear,Kinderhook NY 2014 unclear payroll-effective date,confirms whether negotiated or adopted terms became operative and paid,not_started,search_lane_004,false
EXTTARGET-f296cb22d092dbb10dfdbc89,EXTMISS-407334c8a8e93bbc730b42c7,Tier 2,benefits_and_total_compensation,Kinderhook,NY,2014,unclear,Kinderhook NY 2014 unclear pension contributions,separates wages from benefits and measures recurring total-compensation effects,not_started,search_lane_001,false
EXTTARGET-cf737ff27c6de3339510b5b8,EXTMISS-bed96998e37af1b0006dbfcc,Tier 2,urbanicity_and_context,Kinderhook,NY,2014,unclear,Kinderhook NY 2014 unclear authoritative coordinates,enables hex-density placement and contextual interpretation,not_started,search_lane_003,false
EXTTARGET-6f856b58905a572b3b0247b9,EXTMISS-c2f74fa9cceec358993854ac,Tier 1,payroll_and_earnings,Kinderhook,NY,2020,non_safety,Kinderhook NY 2020 non_safety actual wages paid,upgrades implementation from documented term to paid outcome,not_started,search_lane_004,false
EXTTARGET-b34c8d0d46242b9ba88410f6,EXTMISS-37915da691022ddceaffa7dd,Tier 1,staffing_and_headcount,Kinderhook,NY,2020,non_safety,Kinderhook NY 2020 non_safety authorized positions,tests vacancy and staffing-reduction mechanisms with denominators,not_started,search_lane_001,false
EXTTARGET-4cd1e9290238f561ad0271e6,EXTMISS-29ca2a671bc59df0cd0f5b89,Tier 1,recruitment_and_retention,Kinderhook,NY,2020,non_safety,Kinderhook NY 2020 non_safety applicant counts,tests recruitment and retention pressure with comparable administrative outcomes,not_started,search_lane_004,false
EXTTARGET-d432c0966f7ffc2fcbd0eb73,EXTMISS-1f2d197fb160a517bcafb09a,Tier 2,tenure_and_progression,Kinderhook,NY,2020,non_safety,Kinderhook NY 2020 non_safety employee tenure,distinguishes contractual progression from compositional or tenure differences,not_started,search_lane_001,false
EXTTARGET-688f6966c02045ee341ec36d,EXTMISS-73ff2319c0bb19b8ed3a8ced,Tier 1,implementation,Kinderhook,NY,2020,non_safety,Kinderhook NY 2020 non_safety payroll-effective date,confirms whether negotiated or adopted terms became operative and paid,not_started,search_lane_005,false
EXTTARGET-5edd77c29f01b39c51b6d37e,EXTMISS-24055e17ac310ef9243eeb52,Tier 2,benefits_and_total_compensation,Kinderhook,NY,2020,non_safety,Kinderhook NY 2020 non_safety pension contributions,separates wages from benefits and measures recurring total-compensation effects,not_started,search_lane_005,false
EXTTARGET-e6bf96aaf0c97095ebda3984,EXTMISS-abeebbed1a36fcca0221e393,Tier 2,urbanicity_and_context,Kinderhook,NY,2020,non_safety,Kinderhook NY 2020 non_safety authoritative coordinates,enables hex-density placement and contextual interpretation,not_started,search_lane_002,false
EXTTARGET-ce13ad6b8375f487c23d965d,EXTMISS-939fad3dad5b0e83ea660815,Tier 1,payroll_and_earnings,Kinderhook,NY,2021,unclear,Kinderhook NY 2021 unclear actual wages paid,upgrades implementation from documented term to paid outcome,not_started,search_lane_005,false
EXTTARGET-624cc9298977d916374b1fe2,EXTMISS-a6b47e3edb1cb23666453d40,Tier 1,staffing_and_headcount,Kinderhook,NY,2021,unclear,Kinderhook NY 2021 unclear authorized positions,tests vacancy and staffing-reduction mechanisms with denominators,not_started,search_lane_001,false
EXTTARGET-e341a16f3fe9fc7775e08e8c,EXTMISS-8d668443e3d287833e395090,Tier 1,recruitment_and_retention,Kinderhook,NY,2021,unclear,Kinderhook NY 2021 unclear applicant counts,tests recruitment and retention pressure with comparable administrative outcomes,not_started,search_lane_004,false
EXTTARGET-0ac66b4d35a02ea50f966244,EXTMISS-9d1f21a33c8dd6ba3d8f5888,Tier 2,tenure_and_progression,Kinderhook,NY,2021,unclear,Kinderhook NY 2021 unclear employee tenure,distinguishes contractual progression from compositional or tenure differences,not_started,search_lane_003,false
EXTTARGET-582d66dcfba851879c0d6790,EXTMISS-98a5ae54f76948fad0c1b36b,Tier 1,implementation,Kinderhook,NY,2021,unclear,Kinderhook NY 2021 unclear payroll-effective date,confirms whether negotiated or adopted terms became operative and paid,not_started,search_lane_003,false
EXTTARGET-ca6cffbf8cd3ba7b6ddd3d88,EXTMISS-56efe99794a4528d167880a8,Tier 2,benefits_and_total_compensation,Kinderhook,NY,2021,unclear,Kinderhook NY 2021 unclear pension contributions,separates wages from benefits and measures recurring total-compensation effects,not_started,search_lane_003,false
EXTTARGET-7093cb8c6411da786cf0a858,EXTMISS-60fd2e0dd68981492150b67f,Tier 2,urbanicity_and_context,Kinderhook,NY,2021,unclear,Kinderhook NY 2021 unclear authoritative coordinates,enables hex-density placement and contextual interpretation,not_started,search_lane_003,false
EXTTARGET-80990dc8847abd62df984aad,EXTMISS-bb7da935d033ae5255abb16c,Tier 1,payroll_and_earnings,Kinderhook,NY,undated-source-BRMGRS-20260802-0519ec359389d05900dd7d38,unclear,Kinderhook NY undated-source-BRMGRS-20260802-0519ec359389d05900dd7d38 unclear actual wages paid,upgrades implementation from documented term to paid outcome,not_started,search_lane_004,false
EXTTARGET-44d303c5241c3dd153cee6cd,EXTMISS-4d67dd1e48b6b94d48e24515,Tier 1,staffing_and_headcount,Kinderhook,NY,undated-source-BRMGRS-20260802-0519ec359389d05900dd7d38,unclear,Kinderhook NY undated-source-BRMGRS-20260802-0519ec359389d05900dd7d38 unclear authorized positions,tests vacancy and staffing-reduction mechanisms with denominators,not_started,search_lane_001,false
EXTTARGET-bbeb1601f893024bcfad2674,EXTMISS-df9230dae895565cbddd7e4b,Tier 1,recruitment_and_retention,Kinderhook,NY,undated-source-BRMGRS-20260802-0519ec359389d05900dd7d38,unclear,Kinderhook NY undated-source-BRMGRS-20260802-0519ec359389d05900dd7d38 unclear applicant counts,tests recruitment and retention pressure with comparable administrative outcomes,not_started,search_lane_004,false
EXTTARGET-f225d6e35b6e66e9febc2168,EXTMISS-72d14305083de2dd9b17d863,Tier 2,tenure_and_progression,Kinderhook,NY,undated-source-BRMGRS-20260802-0519ec359389d05900dd7d38,unclear,Kinderhook NY undated-source-BRMGRS-20260802-0519ec359389d05900dd7d38 unclear employee tenure,distinguishes contractual progression from compositional or tenure differences,not_started,search_lane_005,false
