duplicate_candidate_id,canonical_candidate_id,duplicate_basis,confidence,search_target_id
EXTCAND-47f8c4a5571b9dccd322c7a9,EXTCAND-7c288a7f8df74cade99f67a4,canonical URL and normalized title,high,EXTSEARCH-2739be9d2414608272f18dfb
EXTCAND-f433c5c0f5210620787365f7,EXTCAND-b862dbdf7c6afbce3dc7f36b,canonical URL and normalized title,high,EXTSEARCH-2739be9d2414608272f18dfb
EXTCAND-df09d5a7a61bf40283996c4a,EXTCAND-6ff5364e1b3a4160d94731b6,canonical URL and normalized title,high,EXTSEARCH-2739be9d2414608272f18dfb
EXTCAND-86fdcf1aa0cdfdf8cfac2211,EXTCAND-fe7e8ba032e2de4d6b74d0de,canonical URL and normalized title,high,EXTSEARCH-833592af9d99d47d82dfe78e
EXTCAND-9164af67a8feddd4544090cb,EXTCAND-4bca6e8da590d1d09bfadaa6,canonical URL and normalized title,high,EXTSEARCH-833592af9d99d47d82dfe78e
EXTCAND-ad364e06e2a3b3e4259863a3,EXTCAND-50e4776533fe5bcd670cbc53,canonical URL and normalized title,high,EXTSEARCH-833592af9d99d47d82dfe78e
EXTCAND-5e9b963dde1b1339f55c0517,EXTCAND-573f5de7e51d948ff9bdca67,canonical URL and normalized title,high,EXTSEARCH-833592af9d99d47d82dfe78e
EXTCAND-c1aa51ad747d5941c894e5d6,EXTCAND-b347152c93bba08e9bec1656,canonical URL and normalized title,high,EXTSEARCH-833592af9d99d47d82dfe78e
EXTCAND-2068274da5bf1fabc4ad7bb4,EXTCAND-608f4eb0aca39c8b235500f3,canonical URL and normalized title,high,EXTSEARCH-833592af9d99d47d82dfe78e
EXTCAND-7c7cf5389e18c443e2513258,EXTCAND-e38944224ddec9445ebb830a,canonical URL and normalized title,high,EXTSEARCH-833592af9d99d47d82dfe78e
EXTCAND-307a5d7fbe69e16042932382,EXTCAND-d732e5d49aac35a1b801c405,canonical URL and normalized title,high,EXTSEARCH-833592af9d99d47d82dfe78e
EXTCAND-06e3520719c2e988ccb54e6c,EXTCAND-f577ee9c027e7ad3672ba7ea,canonical URL and normalized title,high,EXTSEARCH-833592af9d99d47d82dfe78e
EXTCAND-331438357d7b912287519035,EXTCAND-9802a054df09c8202a6cda53,canonical URL and normalized title,high,EXTSEARCH-833592af9d99d47d82dfe78e
EXTCAND-9ca7d42df59e56be16edf318,EXTCAND-3e175244de72f1dfb7bf3ba2,canonical URL and normalized title,high,EXTSEARCH-833592af9d99d47d82dfe78e
EXTCAND-eda4241048f86d79ca4127d4,EXTCAND-7749c10691905f46a401e07f,canonical URL and normalized title,high,EXTSEARCH-1314b7e568752d86f664de10
EXTCAND-f47c45e4f624600ae2e228ab,EXTCAND-0d1817cac75b4952b59793bd,canonical URL and normalized title,high,EXTSEARCH-1314b7e568752d86f664de10
EXTCAND-2432d5476f63bde7b516bf6e,EXTCAND-b862dbdf7c6afbce3dc7f36b,canonical URL and normalized title,high,EXTSEARCH-1314b7e568752d86f664de10
EXTCAND-f46f159d9c713c3fc9704e15,EXTCAND-b4a5892487f9f07901d0494b,canonical URL and normalized title,high,EXTSEARCH-1314b7e568752d86f664de10
EXTCAND-f8ed2539195fd9697b0f1e3f,EXTCAND-a05cdbeda5f695bdf1c39d0b,canonical URL and normalized title,high,EXTSEARCH-1314b7e568752d86f664de10
EXTCAND-8508bf788d557e7763b728f5,EXTCAND-afbe616ab4dbf4dafd4b7291,canonical URL and normalized title,high,EXTSEARCH-1314b7e568752d86f664de10
EXTCAND-c30d91656e2fed22330b3211,EXTCAND-dd7bbe586025931eccaa8ecb,canonical URL and normalized title,high,EXTSEARCH-1314b7e568752d86f664de10
EXTCAND-eb23c4e8fa04db4247893fa7,EXTCAND-51be7f0c22d72e6317dfb258,canonical URL and normalized title,high,EXTSEARCH-1314b7e568752d86f664de10
EXTCAND-f72404e75dded9f5f586d9ab,EXTCAND-a618ede488b80279b02f8211,canonical URL and normalized title,high,EXTSEARCH-1314b7e568752d86f664de10
EXTCAND-7c740e5e21bab891ad81adca,EXTCAND-5778969f315b5f31cd40a28a,canonical URL and normalized title,high,EXTSEARCH-dd3c003e4ee46e82b8f7c8f9
EXTCAND-878cc35c4770b8da88734339,EXTCAND-5c79cc43db9fa9ac73eb0c68,canonical URL and normalized title,high,EXTSEARCH-dd3c003e4ee46e82b8f7c8f9
EXTCAND-846ca14d2709efbcdd25948c,EXTCAND-e9f094845dd6a4669c8a71aa,canonical URL and normalized title,high,EXTSEARCH-dd3c003e4ee46e82b8f7c8f9
EXTCAND-4647dad8e0199aee64f6b5de,EXTCAND-4647dad8e0199aee64f6b5de,canonical URL and normalized title,high,EXTSEARCH-dd3c003e4ee46e82b8f7c8f9
EXTCAND-7c740e5e21bab891ad81adca,EXTCAND-5778969f315b5f31cd40a28a,canonical URL and normalized title,high,EXTSEARCH-dd3c003e4ee46e82b8f7c8f9
EXTCAND-d11f8cb52d97e8a2c7655782,EXTCAND-d11f8cb52d97e8a2c7655782,canonical URL and normalized title,high,EXTSEARCH-dd3c003e4ee46e82b8f7c8f9
EXTCAND-0ba959a0fcf23a41c5731b03,EXTCAND-6d2f49d0f68c95be7767e979,canonical URL and normalized title,high,EXTSEARCH-58ea997767e9931fff32cd05
EXTCAND-f634eb48677fe12acd7ef740,EXTCAND-b862dbdf7c6afbce3dc7f36b,canonical URL and normalized title,high,EXTSEARCH-58ea997767e9931fff32cd05
EXTCAND-29d1dbc0cb02448ba15290e1,EXTCAND-edcdd7891c62af6326902dad,canonical URL and normalized title,high,EXTSEARCH-58ea997767e9931fff32cd05
EXTCAND-6c8ce7aed82b6e784ac78b09,EXTCAND-a05cdbeda5f695bdf1c39d0b,canonical URL and normalized title,high,EXTSEARCH-58ea997767e9931fff32cd05
EXTCAND-0cf2dec6fb05500cce991ab2,EXTCAND-69cf48c6e750b8129a54e6e5,canonical URL and normalized title,high,EXTSEARCH-58ea997767e9931fff32cd05
EXTCAND-d605f2fade4fec0d59bd2c98,EXTCAND-8203b70c9c9bf71eb1ae7895,canonical URL and normalized title,high,EXTSEARCH-58ea997767e9931fff32cd05
EXTCAND-914c49f9ff798dfe8d55ae22,EXTCAND-72abbde436ff5881f0635110,canonical URL and normalized title,high,EXTSEARCH-58ea997767e9931fff32cd05
EXTCAND-c0bb8c6efe1559b26fe82b7e,EXTCAND-6ed3dcd06760cb5ca288661a,canonical URL and normalized title,high,EXTSEARCH-58ea997767e9931fff32cd05
EXTCAND-114168dabd424b82643dfd60,EXTCAND-0e350e2cfb9403687dcbb726,canonical URL and normalized title,high,EXTSEARCH-58ea997767e9931fff32cd05
EXTCAND-7f7b56d26750e3b0a9c390e8,EXTCAND-88ea5e540890531e1ea560ec,canonical URL and normalized title,high,EXTSEARCH-58ea997767e9931fff32cd05
EXTCAND-02f75181e7e9e48635316192,EXTCAND-27f6f87f15155cd32eba9938,canonical URL and normalized title,high,EXTSEARCH-58ea997767e9931fff32cd05
EXTCAND-b86c234f16c6b396c2ef1580,EXTCAND-2a3659bf2b0e8074ca16be82,canonical URL and normalized title,high,EXTSEARCH-58ea997767e9931fff32cd05
EXTCAND-6ed37b510a235e0f55e2b55c,EXTCAND-6ed37b510a235e0f55e2b55c,canonical URL and normalized title,high,EXTSEARCH-58ea997767e9931fff32cd05
EXTCAND-069e86a5d6b3f7804b2c861b,EXTCAND-069e86a5d6b3f7804b2c861b,canonical URL and normalized title,high,EXTSEARCH-58ea997767e9931fff32cd05
EXTCAND-0ba959a0fcf23a41c5731b03,EXTCAND-6d2f49d0f68c95be7767e979,canonical URL and normalized title,high,EXTSEARCH-58ea997767e9931fff32cd05
EXTCAND-f634eb48677fe12acd7ef740,EXTCAND-b862dbdf7c6afbce3dc7f36b,canonical URL and normalized title,high,EXTSEARCH-58ea997767e9931fff32cd05
EXTCAND-cff6a1baf654039ba1a0aeb5,EXTCAND-b862dbdf7c6afbce3dc7f36b,canonical URL and normalized title,high,EXTSEARCH-2e414047bb5c582477cc96f9
EXTCAND-c93197dc5f5efb9a9fcff3cf,EXTCAND-a6ce15352b0ae73171478a94,canonical URL and normalized title,high,EXTSEARCH-2e414047bb5c582477cc96f9
EXTCAND-df0090aaee8d69f3c701a6c2,EXTCAND-6ed37b510a235e0f55e2b55c,canonical URL and normalized title,high,EXTSEARCH-2e414047bb5c582477cc96f9
EXTCAND-2fd20bd5f44a1aa546195f31,EXTCAND-edcdd7891c62af6326902dad,canonical URL and normalized title,high,EXTSEARCH-2e414047bb5c582477cc96f9
EXTCAND-0e4211b8c54281f3694df90e,EXTCAND-069e86a5d6b3f7804b2c861b,canonical URL and normalized title,high,EXTSEARCH-2e414047bb5c582477cc96f9
EXTCAND-10c3b55fc9142a4fc71a1f34,EXTCAND-c14192c317c5bc0d65f4d76a,canonical URL and normalized title,high,EXTSEARCH-2e414047bb5c582477cc96f9
EXTCAND-7dc51cfa32972e9d77f61d8b,EXTCAND-6ff5364e1b3a4160d94731b6,canonical URL and normalized title,high,EXTSEARCH-2e414047bb5c582477cc96f9
EXTCAND-f029d1f464add7c6ebc8c330,EXTCAND-04337cc111d07ab5f77d24c7,canonical URL and normalized title,high,EXTSEARCH-2e414047bb5c582477cc96f9
EXTCAND-bca0032a894cb6a56f573c24,EXTCAND-b4a5892487f9f07901d0494b,canonical URL and normalized title,high,EXTSEARCH-2e414047bb5c582477cc96f9
EXTCAND-ffe34585bc5789c107481be0,EXTCAND-9802a054df09c8202a6cda53,canonical URL and normalized title,high,EXTSEARCH-2e414047bb5c582477cc96f9
EXTCAND-6a775de582772c714a11f93a,EXTCAND-8203b70c9c9bf71eb1ae7895,canonical URL and normalized title,high,EXTSEARCH-2e414047bb5c582477cc96f9
EXTCAND-555f8377b896b7cdc2ff7f58,EXTCAND-6ed3dcd06760cb5ca288661a,canonical URL and normalized title,high,EXTSEARCH-2e414047bb5c582477cc96f9
EXTCAND-fcf1129021745acd3d5e3992,EXTCAND-49f12170762fef7e8c6b68d5,canonical URL and normalized title,high,EXTSEARCH-2e414047bb5c582477cc96f9
EXTCAND-7dc60d922a873f8b45644cd2,EXTCAND-d44f626c4ec1d705af588e86,canonical URL and normalized title,high,EXTSEARCH-2e414047bb5c582477cc96f9
EXTCAND-5ae8ad5fdb33a5a177dcfe3d,EXTCAND-27f6f87f15155cd32eba9938,canonical URL and normalized title,high,EXTSEARCH-2e414047bb5c582477cc96f9
EXTCAND-d8ecc83da5f8037ebae9609d,EXTCAND-ac9f3bb56f8f123b87ff1c7a,canonical URL and normalized title,high,EXTSEARCH-51a2aad774c8886b18f43249
EXTCAND-f2277b63e6c909b19aeb5e82,EXTCAND-776d66f7b7688927e61a2b1a,canonical URL and normalized title,high,EXTSEARCH-51a2aad774c8886b18f43249
EXTCAND-29058b9065f7770f044c1517,EXTCAND-afbe616ab4dbf4dafd4b7291,canonical URL and normalized title,high,EXTSEARCH-51a2aad774c8886b18f43249
EXTCAND-fc2cea6b4c60b5647c213cd3,EXTCAND-3ffb0014fb8bb191acaca87f,canonical URL and normalized title,high,EXTSEARCH-51a2aad774c8886b18f43249
EXTCAND-fb6fc1021f341b7ac3999023,EXTCAND-44f963e9aff0fa49623c9ace,canonical URL and normalized title,high,EXTSEARCH-51a2aad774c8886b18f43249
EXTCAND-535caaab4fd25d549127c9f6,EXTCAND-05210fe439381f33f18fa867,canonical URL and normalized title,high,EXTSEARCH-51a2aad774c8886b18f43249
EXTCAND-69b786ff6f1bf683ac43c445,EXTCAND-bce0bf121885e5dbb8a59432,canonical URL and normalized title,high,EXTSEARCH-51a2aad774c8886b18f43249
EXTCAND-742d27ca8f408a2ab831716d,EXTCAND-e05a5d83c996d463976a4d0c,canonical URL and normalized title,high,EXTSEARCH-51a2aad774c8886b18f43249
EXTCAND-fd760dd3d9491ea7a77c1baf,EXTCAND-fd760dd3d9491ea7a77c1baf,canonical URL and normalized title,high,EXTSEARCH-51a2aad774c8886b18f43249
EXTCAND-d8ecc83da5f8037ebae9609d,EXTCAND-ac9f3bb56f8f123b87ff1c7a,canonical URL and normalized title,high,EXTSEARCH-51a2aad774c8886b18f43249
EXTCAND-92be26639c5d5443d7c107dd,EXTCAND-92be26639c5d5443d7c107dd,canonical URL and normalized title,high,EXTSEARCH-51a2aad774c8886b18f43249
EXTCAND-6a52b1ef5fe3f6fc90cf8a4f,EXTCAND-317694d7125992e979ca90bb,canonical URL and normalized title,high,EXTSEARCH-8033b8e921b80ab99c074c46
EXTCAND-5fe09ca02d93a1124ddcad75,EXTCAND-e8054fcbd40e3ff5a0dc00b0,canonical URL and normalized title,high,EXTSEARCH-8033b8e921b80ab99c074c46
EXTCAND-966b2e5a9a212ec47d56cf14,EXTCAND-ac9f3bb56f8f123b87ff1c7a,canonical URL and normalized title,high,EXTSEARCH-8033b8e921b80ab99c074c46
EXTCAND-48346341d795600a93cbff82,EXTCAND-1cd17af575a95edb3bcbffc6,canonical URL and normalized title,high,EXTSEARCH-8033b8e921b80ab99c074c46
EXTCAND-03fe278fde15fb3d41a16fbe,EXTCAND-ceff8e73b039d2adf4ea97a6,canonical URL and normalized title,high,EXTSEARCH-8033b8e921b80ab99c074c46
EXTCAND-e3e728553f50dd66f9317993,EXTCAND-4be64d0b4e8b7c200c48e8c6,canonical URL and normalized title,high,EXTSEARCH-8033b8e921b80ab99c074c46
EXTCAND-73fa02c6dd1323b654c51085,EXTCAND-b862dbdf7c6afbce3dc7f36b,canonical URL and normalized title,high,EXTSEARCH-8033b8e921b80ab99c074c46
EXTCAND-348933b641be6226bc4600f8,EXTCAND-38b23e2736d1d0407dcc535d,canonical URL and normalized title,high,EXTSEARCH-8033b8e921b80ab99c074c46
EXTCAND-b2b91fd7b13901d928f2b705,EXTCAND-776d66f7b7688927e61a2b1a,canonical URL and normalized title,high,EXTSEARCH-8033b8e921b80ab99c074c46
EXTCAND-ce9127fb6eeafe4b062ab1f7,EXTCAND-8bffd0b88b47c5c9defa62d4,canonical URL and normalized title,high,EXTSEARCH-8033b8e921b80ab99c074c46
EXTCAND-6be9dbf6e020b81299fb80c2,EXTCAND-203f98bf2d2c271063de46d8,canonical URL and normalized title,high,EXTSEARCH-8033b8e921b80ab99c074c46
EXTCAND-3647ff27c41f4660eacd73f0,EXTCAND-ce3a8eedd28a94d2eddc3205,canonical URL and normalized title,high,EXTSEARCH-8033b8e921b80ab99c074c46
EXTCAND-36e2d8d5294aad8c99f0ffe6,EXTCAND-d1ffe615d2c9209be2c018d1,canonical URL and normalized title,high,EXTSEARCH-8033b8e921b80ab99c074c46
EXTCAND-37d3cbe07221d0a4c6a3a677,EXTCAND-348eaa243306d11c86adc26f,canonical URL and normalized title,high,EXTSEARCH-8033b8e921b80ab99c074c46
EXTCAND-a87ebd6cbdc7b6ed988cf9dd,EXTCAND-ff65e411aa33a0bdaeb6078d,canonical URL and normalized title,high,EXTSEARCH-8033b8e921b80ab99c074c46
EXTCAND-5edcfdf03a89c99b321eee38,EXTCAND-f87980588e3cc19668870554,canonical URL and normalized title,high,EXTSEARCH-8033b8e921b80ab99c074c46
EXTCAND-1252ed410ce84273a085373b,EXTCAND-27f6f87f15155cd32eba9938,canonical URL and normalized title,high,EXTSEARCH-8033b8e921b80ab99c074c46
EXTCAND-ba5a14371866b0e2be8ea294,EXTCAND-0848579ed3e7d51275657782,canonical URL and normalized title,high,EXTSEARCH-8033b8e921b80ab99c074c46
EXTCAND-6a52b1ef5fe3f6fc90cf8a4f,EXTCAND-317694d7125992e979ca90bb,canonical URL and normalized title,high,EXTSEARCH-8033b8e921b80ab99c074c46
EXTCAND-5fe09ca02d93a1124ddcad75,EXTCAND-e8054fcbd40e3ff5a0dc00b0,canonical URL and normalized title,high,EXTSEARCH-8033b8e921b80ab99c074c46
EXTCAND-48346341d795600a93cbff82,EXTCAND-1cd17af575a95edb3bcbffc6,canonical URL and normalized title,high,EXTSEARCH-8033b8e921b80ab99c074c46
EXTCAND-966b2e5a9a212ec47d56cf14,EXTCAND-ac9f3bb56f8f123b87ff1c7a,canonical URL and normalized title,high,EXTSEARCH-8033b8e921b80ab99c074c46
EXTCAND-9fbb845c132ff1567a997e54,EXTCAND-9fbb845c132ff1567a997e54,canonical URL and normalized title,high,EXTSEARCH-8033b8e921b80ab99c074c46
EXTCAND-e7750430abe9c3f639eef9d3,EXTCAND-6a73173c370cde5908622219,canonical URL and normalized title,high,EXTSEARCH-96991bb160ebb49c67ee32d5
EXTCAND-78852e6d28e2c20178a6fa4c,EXTCAND-9e1cdb32d082c7a0e3ebdc68,canonical URL and normalized title,high,EXTSEARCH-96991bb160ebb49c67ee32d5
EXTCAND-5e1aba3586b296851ab9ea1d,EXTCAND-f515b5b08f168aedf4216b7e,canonical URL and normalized title,high,EXTSEARCH-63fe0bc0f37cb62c2bf0a2a9
EXTCAND-2a7e0f062f051330ed131530,EXTCAND-ee05c279ced78b6a7dd58c13,canonical URL and normalized title,high,EXTSEARCH-63fe0bc0f37cb62c2bf0a2a9
EXTCAND-41083cb2e2ba3a8d8d70691d,EXTCAND-5d7f0ca058158d7286d75ebe,canonical URL and normalized title,high,EXTSEARCH-63fe0bc0f37cb62c2bf0a2a9
EXTCAND-69446030e55b8ef83aa51eac,EXTCAND-7c218ad84a430a4b8812edda,canonical URL and normalized title,high,EXTSEARCH-aba8559810b403e754debf65
EXTCAND-69198f3b4412f85a8fd57429,EXTCAND-1d067c0746d457020485b63c,canonical URL and normalized title,high,EXTSEARCH-aba8559810b403e754debf65
EXTCAND-629ecaa10633870235621a08,EXTCAND-9dfea53e81a6a87a3662fa63,canonical URL and normalized title,high,EXTSEARCH-aba8559810b403e754debf65
EXTCAND-824af44e66244b68869940bb,EXTCAND-9990d55d158d033e5fc472a0,canonical URL and normalized title,high,EXTSEARCH-aba8559810b403e754debf65
EXTCAND-f3e88fcb29f520857b93afab,EXTCAND-d3da7078894d11e541a97bfb,canonical URL and normalized title,high,EXTSEARCH-aba8559810b403e754debf65
EXTCAND-76f61fe0c0cb3952014fb2c6,EXTCAND-d0185239a7acec134fc49191,canonical URL and normalized title,high,EXTSEARCH-aba8559810b403e754debf65
EXTCAND-d4fdefaabf173f726625e9f1,EXTCAND-c5929168c6ce8ea7afd5d21f,canonical URL and normalized title,high,EXTSEARCH-aba8559810b403e754debf65
EXTCAND-69446030e55b8ef83aa51eac,EXTCAND-7c218ad84a430a4b8812edda,canonical URL and normalized title,high,EXTSEARCH-aba8559810b403e754debf65
EXTCAND-69198f3b4412f85a8fd57429,EXTCAND-1d067c0746d457020485b63c,canonical URL and normalized title,high,EXTSEARCH-aba8559810b403e754debf65
EXTCAND-80ba4c12f9a2e1d289323409,EXTCAND-80ba4c12f9a2e1d289323409,canonical URL and normalized title,high,EXTSEARCH-aba8559810b403e754debf65
EXTCAND-76f61fe0c0cb3952014fb2c6,EXTCAND-d0185239a7acec134fc49191,canonical URL and normalized title,high,EXTSEARCH-aba8559810b403e754debf65
EXTCAND-0ef29b29533315c5fbb3db5a,EXTCAND-0ef29b29533315c5fbb3db5a,canonical URL and normalized title,high,EXTSEARCH-aba8559810b403e754debf65
EXTCAND-430fece1f9570536489ae52e,EXTCAND-573f5de7e51d948ff9bdca67,canonical URL and normalized title,high,EXTSEARCH-1711e759343b698c96a4ef45
EXTCAND-ad03aee13a4abc671b4cf460,EXTCAND-8509270a1c1a2010a28b03ef,canonical URL and normalized title,high,EXTSEARCH-1711e759343b698c96a4ef45
EXTCAND-2d93512d0f03119b8837ae09,EXTCAND-4abef71744ceaddfab7ea0ec,canonical URL and normalized title,high,EXTSEARCH-1711e759343b698c96a4ef45
EXTCAND-0478fc2855895b37eb68711d,EXTCAND-06285f66bb929a899c8220ab,canonical URL and normalized title,high,EXTSEARCH-1711e759343b698c96a4ef45
EXTCAND-0de886041790994adf5dcbad,EXTCAND-5d7f0ca058158d7286d75ebe,canonical URL and normalized title,high,EXTSEARCH-1711e759343b698c96a4ef45
EXTCAND-05fca3ea0abaebfe2e072940,EXTCAND-41da08b397fe60d1c8d9fe61,canonical URL and normalized title,high,EXTSEARCH-1711e759343b698c96a4ef45
EXTCAND-fc85865b17c8ca1d25a6cde0,EXTCAND-e6fc4764b6732f296e5a7195,canonical URL and normalized title,high,EXTSEARCH-1711e759343b698c96a4ef45
EXTCAND-259061adf613e3ef7331e39c,EXTCAND-ddb5fdffddf6f91dfa09dd27,canonical URL and normalized title,high,EXTSEARCH-1711e759343b698c96a4ef45
EXTCAND-886c6188388a03cb544dc029,EXTCAND-0e350e2cfb9403687dcbb726,canonical URL and normalized title,high,EXTSEARCH-1711e759343b698c96a4ef45
EXTCAND-268c340598876de556b740ad,EXTCAND-e9a3babbc8ff55518a51c160,canonical URL and normalized title,high,EXTSEARCH-1711e759343b698c96a4ef45
EXTCAND-0f5749873c1a5e6eb3e55417,EXTCAND-0f5749873c1a5e6eb3e55417,canonical URL and normalized title,high,EXTSEARCH-1711e759343b698c96a4ef45
EXTCAND-00577f573f5f531a7b6c7937,EXTCAND-00577f573f5f531a7b6c7937,canonical URL and normalized title,high,EXTSEARCH-1711e759343b698c96a4ef45
EXTCAND-e96cdb01d44ec22b981842be,EXTCAND-e96cdb01d44ec22b981842be,canonical URL and normalized title,high,EXTSEARCH-1711e759343b698c96a4ef45
EXTCAND-dfd8ae9d96e4dbc7860d7443,EXTCAND-dfd8ae9d96e4dbc7860d7443,canonical URL and normalized title,high,EXTSEARCH-1711e759343b698c96a4ef45
EXTCAND-86c1b93a89fd9107af837105,EXTCAND-efd46328d45698eb4e503652,canonical URL and normalized title,high,EXTSEARCH-5469c30a1e96d49b2a52beb2
EXTCAND-9d7ad0d435d09907445d5f4f,EXTCAND-9d7ad0d435d09907445d5f4f,canonical URL and normalized title,high,EXTSEARCH-5469c30a1e96d49b2a52beb2
EXTCAND-31e74c6261e860e9b9f399be,EXTCAND-31e74c6261e860e9b9f399be,canonical URL and normalized title,high,EXTSEARCH-5469c30a1e96d49b2a52beb2
EXTCAND-f53f0c93b191b456efcab7ae,EXTCAND-f53f0c93b191b456efcab7ae,canonical URL and normalized title,high,EXTSEARCH-5469c30a1e96d49b2a52beb2
EXTCAND-86c1b93a89fd9107af837105,EXTCAND-efd46328d45698eb4e503652,canonical URL and normalized title,high,EXTSEARCH-5469c30a1e96d49b2a52beb2
EXTCAND-79b173ddb3cfd7b72b0a80aa,EXTCAND-9348309d41578327b3aacd93,canonical URL and normalized title,high,EXTSEARCH-6146a5b76344076daadfb4f9
EXTCAND-a15907a83f813bbe84a7c34f,EXTCAND-53475617c6a8c87332fdf51b,canonical URL and normalized title,high,EXTSEARCH-6146a5b76344076daadfb4f9
EXTCAND-5a592408f3b154d67dace964,EXTCAND-9fd3f27752ae9f531015e52c,canonical URL and normalized title,high,EXTSEARCH-6146a5b76344076daadfb4f9
EXTCAND-5cf8949bd9d6dc083ca16a6d,EXTCAND-5cf8949bd9d6dc083ca16a6d,canonical URL and normalized title,high,EXTSEARCH-6146a5b76344076daadfb4f9
EXTCAND-8640a9e75debf835db240bd6,EXTCAND-8640a9e75debf835db240bd6,canonical URL and normalized title,high,EXTSEARCH-6146a5b76344076daadfb4f9
EXTCAND-10785a29d9a7a51d7d9fe5ce,EXTCAND-10785a29d9a7a51d7d9fe5ce,canonical URL and normalized title,high,EXTSEARCH-6146a5b76344076daadfb4f9
EXTCAND-4e5cd95692429fd2e8ae6c74,EXTCAND-4e5cd95692429fd2e8ae6c74,canonical URL and normalized title,high,EXTSEARCH-6146a5b76344076daadfb4f9
EXTCAND-967e9a4c57f984dc553ce489,EXTCAND-92ae6ae800f05c003db178ac,canonical URL and normalized title,high,EXTSEARCH-33c6fd673cad66863dd54873
EXTCAND-ce41dcb0a5f9d6f110c17be3,EXTCAND-4ba2df72d5e02cb37db00058,canonical URL and normalized title,high,EXTSEARCH-33c6fd673cad66863dd54873
EXTCAND-014d3a666e6213f5801a08ef,EXTCAND-2d21e466012066eefb353bae,canonical URL and normalized title,high,EXTSEARCH-33c6fd673cad66863dd54873
EXTCAND-5a4700e27237b2c59b808b16,EXTCAND-c88c18f39308a22d95580e29,canonical URL and normalized title,high,EXTSEARCH-33c6fd673cad66863dd54873
EXTCAND-9b5ff9cdaf01cc8f4bf7f8c9,EXTCAND-65a59cbe17edcfaaf1673cd5,canonical URL and normalized title,high,EXTSEARCH-33c6fd673cad66863dd54873
EXTCAND-6d29e2310ebc51bf68047394,EXTCAND-ddb5fdffddf6f91dfa09dd27,canonical URL and normalized title,high,EXTSEARCH-33c6fd673cad66863dd54873
EXTCAND-a51d5fe2e2856541970f2b3b,EXTCAND-1bc1b314dc4835093a097bdb,canonical URL and normalized title,high,EXTSEARCH-33c6fd673cad66863dd54873
EXTCAND-f767b5e6ad5ef7e20f88274f,EXTCAND-52f40b93eb1aa8db0f58541a,canonical URL and normalized title,high,EXTSEARCH-33c6fd673cad66863dd54873
EXTCAND-d40c5434713a0e09f26a00fb,EXTCAND-d40c5434713a0e09f26a00fb,canonical URL and normalized title,high,EXTSEARCH-33c6fd673cad66863dd54873
EXTCAND-4f7a70c76cd68911ae7af9d7,EXTCAND-4f7a70c76cd68911ae7af9d7,canonical URL and normalized title,high,EXTSEARCH-33c6fd673cad66863dd54873
EXTCAND-6ae455d1881df4550d95e867,EXTCAND-6ae455d1881df4550d95e867,canonical URL and normalized title,high,EXTSEARCH-33c6fd673cad66863dd54873
EXTCAND-4b9f3b27b946401d36d40255,EXTCAND-4b9f3b27b946401d36d40255,canonical URL and normalized title,high,EXTSEARCH-33c6fd673cad66863dd54873
EXTCAND-ce41dcb0a5f9d6f110c17be3,EXTCAND-4ba2df72d5e02cb37db00058,canonical URL and normalized title,high,EXTSEARCH-33c6fd673cad66863dd54873
EXTCAND-22e022bd39867b4b46379989,EXTCAND-8d6004589513ee5d3d2b6435,canonical URL and normalized title,high,EXTSEARCH-a07396881cd957c098dd3f6e
EXTCAND-7b9a63a0bd1e58958fbc9b7d,EXTCAND-f0640e3e43cf4616ef8b2604,canonical URL and normalized title,high,EXTSEARCH-a07396881cd957c098dd3f6e
EXTCAND-2211012c9cb8734c7f2cba6b,EXTCAND-b7cc8483560ed6cebfbda3cd,canonical URL and normalized title,high,EXTSEARCH-a07396881cd957c098dd3f6e
EXTCAND-a91d6c354a73cd12b70f37da,EXTCAND-6c01636fe81bf4d09aff18ab,canonical URL and normalized title,high,EXTSEARCH-a07396881cd957c098dd3f6e
EXTCAND-b40dbb43b2295878f35c3501,EXTCAND-1fc18014e6108ac091af6e8f,canonical URL and normalized title,high,EXTSEARCH-a07396881cd957c098dd3f6e
EXTCAND-b46fe804bad6191600cb21ad,EXTCAND-fad3bab935f910f33b4be545,canonical URL and normalized title,high,EXTSEARCH-a07396881cd957c098dd3f6e
EXTCAND-14524bb48ec8785947a0d450,EXTCAND-ddb5fdffddf6f91dfa09dd27,canonical URL and normalized title,high,EXTSEARCH-a07396881cd957c098dd3f6e
EXTCAND-11cd397902fe8f8249db3792,EXTCAND-c88c18f39308a22d95580e29,canonical URL and normalized title,high,EXTSEARCH-a07396881cd957c098dd3f6e
EXTCAND-0c8fff7241305e14d41761c2,EXTCAND-531d6aef49c5f2f8af89eac4,canonical URL and normalized title,high,EXTSEARCH-a07396881cd957c098dd3f6e
EXTCAND-2b00c40954d4b2806e4f84cd,EXTCAND-cec122cb428a0b7e4233693f,canonical URL and normalized title,high,EXTSEARCH-a07396881cd957c098dd3f6e
EXTCAND-2e28e665cbed56ffe0261deb,EXTCAND-52d050b907430b1e8748b0fc,canonical URL and normalized title,high,EXTSEARCH-a07396881cd957c098dd3f6e
EXTCAND-090d590c6d730aa85d35949f,EXTCAND-090d590c6d730aa85d35949f,canonical URL and normalized title,high,EXTSEARCH-a07396881cd957c098dd3f6e
