root_compensation_event_id,source_implementation_event_id,municipality,state,compensation_cycle_id,side,beneficiary_unit,implementation_status,evidence_excerpt,human_readable_citation,root_action_summary,technical_lineage
ROOTCOMP-6c6f1c6848851293847d2ef7,IMPEVT-2ce7dafd23d3a657719a0cd6,Chagrin Falls,OH,2025,side_independent,unclear,implemented,"effective July 1, 2025, January 1, 2026 and to be effective January 1, 2027, January 1, 2028,","Chagrin Falls, Ohio, Budget Or Pay Plan, 2025.",implemented budget or pay plan for side independent,"[""WCM-8ae4762c3161fef5d678c1a9""]"
ROOTCOMP-5b6684a42fd64fda72f278f2,IMPEVT-faa0841bd7adbb56038a8eec,Chagrin Falls,OH,2026,side_independent,unclear,implemented,"The correctly calculated, amended increased rates shall be effective February 10, 2026 and will be reflected on a pro rata basis in the first billing cycle after January","Chagrin Falls, Ohio, Budget Or Pay Plan, 2026.",implemented budget or pay plan for side independent,"[""WCM-4cdb6dbda0fbd0f2848a6691""]"
ROOTCOMP-2a760ebaea238490ec5a3317,IMPEVT-9e97dc66e89322b586faea5e,Champion,OH,2017,remains_unclear,unclear,implemented,"Effective May I, 2017 One (I) personal day per year may be cashed out upon","Champion, Ohio, Collective Bargaining Agreement, 2017.",implemented mechanism only for remains unclear,"[""WCM-8a41f83a503c7f6f7ba33a3e"",""WCM-f987832364d8dccf26a77886""]"
ROOTCOMP-4175b19a5d0189229fe93ab2,IMPEVT-79ecda0ac6b01bc8e7b86988,Champion,OH,2020,police,police,implemented,enforcement related field shall receive a lump sum payment of One Hundred,"Champion, Ohio, Collective Bargaining Agreement, 2020.",implemented lump sum for police,"[""WCM-1557dbdd212abd7d5c140db3"",""WCM-87b0d988d1b69d72ae6868cf"",""WCM-f928182f5843e97af3f91aa4""]"
ROOTCOMP-d7270125af4f5fd9afbbfa1b,IMPEVT-d47289a6c018e4381f684ddc,Champion,OH,2020,police,police,implemented,"Section 1: Effective May 1, 2020.","Champion, Ohio, Collective Bargaining Agreement, 2020.",implemented mechanism only for police,"[""WCM-105773a98d855aab9a5b0d52"",""WCM-8fc3a2e0fcc8f39c599b1221""]"
ROOTCOMP-c7d34c9d42357ec070ac611b,IMPEVT-df078def2fee3eea15b9e3f7,Champion,OH,2021,remains_unclear,unclear,implemented,increases and prospectively as of the date of each indicated year: Retroactive to,"Champion, Ohio, Collective Bargaining Agreement, 2021.",implemented retroactive pay for remains unclear,"[""WCM-3f8d1a26d7bc505e9fa93372"",""WCM-586b1a4a0dcd36c349658195"",""WCM-84233ea8d25b34af64747ad2""]"
ROOTCOMP-8132c228b5a66a4c6b434924,IMPEVT-c87b5f25953b69f474f90652,Champion,OH,2024,fire,fire,implemented,Captains will receive 10% increase per hour above the hourly base rate.,"Champion, Ohio, Collective Bargaining Agreement, 2024.",implemented across the board raise for fire,"[""WCM-9219c60c4f633884068a5185""]"
ROOTCOMP-b270d2e724f6e8fc01009d25,IMPEVT-a94829c8b6d312dac2d75be6,Champion,OH,2024,fire,fire,implemented,"Employee medical coverage contribution shall be as follows: Effective June 1st, 2024.","Champion, Ohio, Collective Bargaining Agreement, 2024.",implemented mechanism only for fire,"[""WCM-3f10194da67940d19a320e4c"",""WCM-61bf46be3e49e0aebed30958"",""WCM-6b66c086ed36c3b4f8aedcfa""]"
ROOTCOMP-25b7ca7e81ba641d1dd0f877,IMPEVT-6e13bfbb76e87ac0db86a81b,Chardon,OH,2023,police,police,implemented,"effective date is retroactive to March 27, 2023.","Chardon, Ohio, Factfinding Report, 2023.",implemented retroactive pay for police,"[""WCM-7da44c5e2190d3933c65c28b"",""WCM-c00159e217efd2e4aa7bb638""]"
ROOTCOMP-caf1561fc01b9db6aac29ea0,IMPEVT-28a49e71bb6753edd9966c7a,Chardon,OH,2024,non_safety,non_safety,implemented,"PARK & REcRE1\Tio Effective March 25, 2024 (4/12/24 Pay Check)","Chardon, Ohio, Collective Bargaining Agreement, 2024.",implemented other for non safety,"[""WCM-017cee563007cb1f9ad1a399""]"
ROOTCOMP-b7d62c40dcc310ba0717be6b,IMPEVT-0e99a1caf033cc248e03cc78,Chardon,OH,2024,remains_unclear,unclear,implemented,"positions represented by OPBA, effective March 25, 2024.","Chardon, Ohio, Collective Bargaining Agreement, 2024.",implemented other for remains unclear,"[""WCM-7267f0e32afe490209fbc149""]"
ROOTCOMP-96272d9f857aedbd5915818a,IMPEVT-e787c35171540a994ed6a0f2,Chester,OH,2015,police,police,implemented,"Effective January 1 of each year, in addition to the holiday time","Chester, Ohio, Collective Bargaining Agreement, 2015.",implemented holiday pay for police,"[""WCM-d04c2f756a6c6d7e29824143"",""WCM-dcf84c2ce53ebb08bc1a4a34"",""WCM-e290b81bf1b98cd85d9ac38a""]"
ROOTCOMP-6802b9932f1e631c280d0b14,IMPEVT-8634689758f688b880fb57b0,Chester,OH,2015,police,police,implemented,"of the probationary period, seniority shall be retroactive to the date of hire.","Chester, Ohio, Collective Bargaining Agreement, 2015.",implemented retroactive pay for police,"[""WCM-fa297f24e68cc830fef79342""]"
ROOTCOMP-ff4255f01f45c5dd6d23719e,IMPEVT-4b954410b73e7e2c7e1b6fc9,Chester,OH,2018,remains_unclear,unclear,implemented,"Employees shall pay fifteen percent (15%) of the appropriate monthly premium effective January 1, 2018.","Chester, Ohio, Collective Bargaining Agreement, 2018.",implemented stipend or premium for remains unclear,"[""WCM-e90bd65329d1a0b2b69bb3bc""]"
ROOTCOMP-7c62d7837832cf8edf4f3240,IMPEVT-64813f9a1678b8fbc2b79650,Chester,OH,2019,police,police,implemented,"Effective January 1, 2019, employees shall pay fifteen percent (15%)","Chester, Ohio, Collective Bargaining Agreement, 2019.",implemented mechanism only for police,"[""WCM-abe74862c79d3bba5618f067""]"
ROOTCOMP-28a759aa014548b8940d34b4,IMPEVT-35571664e1b539f31e5e59c0,Chester,OH,2021,fire,fire,implemented,"Any bargaining unit member that responds to a ""call back11 for manpower will receive a","Chester, Ohio, Wage Schedule, 2021.",implemented mechanism only for fire,"[""WCM-4f4fb0a1d03f5222fb0451b7""]"
ROOTCOMP-d6123663a17e5150ab6f5228,IMPEVT-94700f23274cc9cc481ab296,Chester,OH,2021,police,police,implemented,"of the probationary period, seniority shall be retroactive to the date of hire.","Chester, Ohio, Collective Bargaining Agreement, 2021.",implemented retroactive pay for police,"[""WCM-7207941956c99d5f20bdaed7"",""WCM-7da01a9d3a96866ba56697cf"",""WCM-8cb372314408dc6f1856a4b4""]"
ROOTCOMP-697f2ae7acf5e4ea892d69ce,IMPEVT-ac4b38e1830a5f2705646216,Chester,OH,2022,fire,fire,implemented,"EFFECTIVE JANUARY 1, 2022","Chester, Ohio, Wage Schedule, 2022.",implemented other for fire,"[""WCM-9df30ff6cd07f69cb194a801""]"
ROOTCOMP-05a699927ad91ea8d3221293,IMPEVT-fb756f55c561beb9a536e1c6,Chester,OH,2024,police,police,implemented,"Effective January I, 20 I 9, employees shall pay fifteen percent (15%)","Chester, Ohio, Wage Schedule, 2024.",implemented other for police,"[""WCM-000899efedcf8d633c72dea6"",""WCM-93b6e04a0d4b62cc9940a48d"",""WCM-e9aa08b727caa63c91576626""]"
ROOTCOMP-2066cc30dd47024b60cc4c79,IMPEVT-d6d582e89986d0dec8e8477b,Chester,OH,2024,police,police,implemented,"probationary period, seniority shall be retroactive to the date of hire.","Chester, Ohio, Wage Schedule, 2024.",implemented retroactive pay for police,"[""WCM-c6027b03864d66a94bc9cf21""]"
ROOTCOMP-457740160d576f894d9c7fbb,IMPEVT-8f1033b4964ee625b58e558e,Chester,OH,2025,fire,fire,implemented,"become effective January 5, 2025, and shall remain in full force and effect until December 31,","Chester, Ohio, Collective Bargaining Agreement, 2025.",implemented mechanism only for fire,"[""WCM-396f87633a16c10d59399a19""]"
ROOTCOMP-6ae7e03e9ca6319e1620d352,IMPEVT-be18b399dda3cd3fc1323a10,Chester,OH,2025,remains_unclear,unclear,implemented,"successful completion of the probationary period, seniority shall be retroactive to the date of","Chester, Ohio, Collective Bargaining Agreement, 2025.",implemented retroactive pay for remains unclear,"[""WCM-0b3bc722478def3e38af29c4"",""WCM-1f0a6dac6c0a32eadcba18ef""]"
ROOTCOMP-575b92f882607defdbd495ba,IMPEVT-eab3fb814d23cc7f9730802f,Circleville,OH,2018,remains_unclear,unclear,implemented,"Effective January l , 2018 (2.","Circleville, Ohio, Collective Bargaining Agreement, 2018.",implemented other for remains unclear,"[""WCM-3c8ad238a79086122abbeabe"",""WCM-645ca4313786bbc790f17183""]"
ROOTCOMP-d9d67bc51c489e9b66ef5581,IMPEVT-95a8a6b153678d55a2c872d2,Circleville,OH,2019,police,police,implemented,"Effective January 2019, employees of the rank of Sergeant shall be provided a uniform stipend of","Circleville, Ohio, Collective Bargaining Agreement, 2019.",implemented stipend or premium for police,"[""WCM-71ed13285d9a9410efc2fbd1""]"
ROOTCOMP-407337f6b6f10718a8677ca7,IMPEVT-46b5d14e9fe1b466a9a1b28f,Circleville,OH,2019,police,police,implemented,"Effective January 2019, employees of the rank of Sergeant shall be provided a uniform stipend of nine hundred dollars ($900) per calendar year, prorated to the nearest month of service for those","Circleville, Ohio, Collective Bargaining Agreement, 2019.",implemented stipend or premium for police,"[""WCM-efbad94b9448a053be55b412""]"
ROOTCOMP-7e746db4191862ca0f90147d,IMPEVT-8fb7fba75f5b43809471b693,Circleville,OH,2024,remains_unclear,unclear,implemented,"shall receive thirty cents per hour ($0.30/Hr.): Fire investigator, fire inspector, hazardous","Circleville, Ohio, Collective Bargaining Agreement, 2024.",implemented across the board raise for remains unclear,"[""WCM-c09cf43cf1c7a1d4775b8fa9""]"
ROOTCOMP-7361fda42b1c5e8991bbb5e3,IMPEVT-031a0ebc4597f7ea4b559588,Circleville,OH,2025,remains_unclear,unclear,implemented,"EFFECTIVE JANUARY 1, 2025","Circleville, Ohio, Collective Bargaining Agreement, 2025.",implemented other for remains unclear,"[""WCM-fba47acb3771914a8dd4a3b6""]"
ROOTCOMP-5351e11bcecf0d5e1f8b84f7,IMPEVT-d153a69f42ec01f4b3ff5ce6,Clearcreek,OH,2023,police,police,implemented,"a holiday, that employee shall receive payment at the rate of time and one-half (1 1/i) their regular","Clearcreek, Ohio, Collective Bargaining Agreement, 2023.",implemented holiday pay for police,"[""WCM-6738c539baa15bd5a64b60b7"",""WCM-c59d40942c7a9e6832e15792""]"
ROOTCOMP-4f80a323b3398b1f61e3965d,IMPEVT-5488ab06df4a6732dd417fe7,Clearcreek,OH,2023,police,police,implemented,retroactive to the date of hire upon successful completion of the probationary period.,"Clearcreek, Ohio, Collective Bargaining Agreement, 2023.",implemented retroactive pay for police,"[""WCM-7cf0910831bb66d37ac4f9d8""]"
ROOTCOMP-4a99419b447aa8be2fc0a730,IMPEVT-05416668c1cad62f6089bd85,Clearcreek,OH,2024,police,police,implemented,"(""Agreement"") effective January 1, 2024 through December 31, 2026.","Clearcreek, Ohio, Memorandum Of Understanding, 2024.",implemented other for police,"[""WCM-b12d12dcee02fbd1a02fc2ce""]"
ROOTCOMP-907f4eeba81526fdeee439a3,IMPEVT-6f5386f692cd207a13213552,Clinton,OH,2022,police,police,implemented,"not due to discreditable circumstances, the member shall receive the step rate in the pay grade","Clinton, Ohio, Collective Bargaining Agreement, 2022.",implemented step progression for police,"[""WCM-d34fe3253da9edf15a6dac11""]"
ROOTCOMP-227c2c317b8ce65d234260ae,IMPEVT-77efd6a14d3bfc9aecbf44f9,Clinton,OH,2023,police,police,implemented,"$59.50 per hour, effective January 1, 2023;","Clinton, Ohio, Collective Bargaining Agreement, 2023.",implemented mechanism only for police,"[""WCM-1378f8d92f36e4a8a130a3b6""]"
ROOTCOMP-76fafcc2c86a18ad69ede7fd,IMPEVT-7eb7f6dc766a7e28b06f338e,Clinton,OH,2024,police,police,implemented,"$59.50 per hour , effective January 1, 2024;","Clinton, Ohio, Collective Bargaining Agreement, 2024.",implemented mechanism only for police,"[""WCM-8810d90c9e4c7d707c1ca560""]"
ROOTCOMP-3e8d4530a30bd762b24679d9,IMPEVT-fcb7d3610cfb9c39db16740d,Clinton,OH,2025,police,police,implemented,"$59.50 per hour, effective January July 1, 2025.","Clinton, Ohio, Collective Bargaining Agreement, 2025.",implemented mechanism only for police,"[""WCM-67971fe1773e7d851f97e3ce""]"
ROOTCOMP-07ab15b15d14181eda65fa8c,IMPEVT-cd6e6ab4af57d8602424aa6c,Colerain,OH,2019,non_safety,non_safety,implemented,will receive a shift differential of sixty cents ($.60) per hour in,"Colerain, Ohio, Wage Schedule, 2019.",implemented budget or pay plan for non safety,"[""WCM-2afff414a2033db790452791"",""WCM-713e9ca3b7fb6c3f98259d96"",""WCM-7a98c632d81f73e891ec01ec"",""WCM-b3a250cbb7a34328b9f5a616""]"
ROOTCOMP-f99e56151e40f96bd74dcddb,IMPEVT-49aae029a2c989d693c52c08,Colerain,OH,2019,side_independent,unclear,implemented,retroactive to the first day of reporting for full-time work.,"Colerain, Ohio, Wage Schedule, 2019.",implemented retroactive pay for side independent,"[""WCM-20cab921322d85e5467c7138"",""WCM-ce4a92827abbc5c3d1fbff18""]"
ROOTCOMP-67901a4769cc496a778acb60,IMPEVT-a2fad2e432c40795b5f96d94,Copley,OH,2020,police,police,formally_adopted,"on or before December 31 of each year as approved by the Chief, or (c) as a lump sum payment","Copley, Ohio, Collective Bargaining Agreement, 2020.",formally adopted lump sum for police,"[""WCM-b2b903c01f179f8547b4ff25""]"
ROOTCOMP-db53a535d0c480a2bdcfeb20,IMPEVT-f63ba067dd34997c07d4badf,Copley,OH,2020,fire,fire,implemented,"Effective January 1, 2020, employees receiving health insurance coverage through","Copley, Ohio, Collective Bargaining Agreement, 2020.",implemented benefit cost change for fire,"[""WCM-0c15bafb30ebf152d60ba0a6"",""WCM-ba073c3bca670b970a177fd4""]"
ROOTCOMP-fc47a8df0cb758c955b7da42,IMPEVT-c5945b3806a55ee6309684e7,Copley,OH,2020,police,police,implemented,"Effective January 1, 2010, the parties to this Agreement agree that all forms of","Copley, Ohio, Collective Bargaining Agreement, 2020.",implemented mechanism only for police,"[""WCM-3d844e91e67b3a58f58eab43"",""WCM-aed5b6d7da1b0c3dda5053ce""]"
ROOTCOMP-ae6bb549e09f2b90b2a81869,IMPEVT-4b56e3a827776f5c4c199040,Copley,OH,2020,remains_unclear,unclear,implemented,"Effective January 1, 2020, employees receiving health insurance coverage through the","Copley, Ohio, Collective Bargaining Agreement, 2020.",implemented benefit cost change for remains unclear,"[""WCM-1f0608590b516f378677e9f4"",""WCM-cd12da5223a36fe70650eb7c""]"
ROOTCOMP-36d12630bef07f0b324949f8,IMPEVT-2dd076a048fa5b7109dad1f3,Copley,OH,2021,fire,fire,implemented,"Effective January 1, 2021, employees receiving health insurance coverage through","Copley, Ohio, Collective Bargaining Agreement, 2021.",implemented benefit cost change for fire,"[""WCM-20efaceec4c197ec8b8f09ac""]"
ROOTCOMP-cc9ffe287dca46a4eab1b0de,IMPEVT-303a87a8d923a2066125e6e0,Copley,OH,2021,police,police,implemented,"Effective January 1, 2021, employees receiving health insurance coverage through the Township shall pay","Copley, Ohio, Collective Bargaining Agreement, 2021.",implemented benefit cost change for police,"[""WCM-490dd567737a917ddba599d9""]"
ROOTCOMP-34a9c0031a48a44901285259,IMPEVT-81f326cb141240217eda6f47,Copley,OH,2021,remains_unclear,unclear,implemented,"Effective January l, 2021, employees receiving health insurance coverage through the Township","Copley, Ohio, Collective Bargaining Agreement, 2021.",implemented benefit cost change for remains unclear,"[""WCM-489034d0918dbd2d0ffcb7c6""]"
ROOTCOMP-1f99df04e1f36cdb18b4843c,IMPEVT-4b9be7bdd7e1527772d024eb,Coventry,OH,2020,fire,fire,implemented,more of the available call-backs will receive a lump sum bonus in the amount,"Coventry, Ohio, Collective Bargaining Agreement, 2020.",implemented lump sum for fire,"[""WCM-f06185d71a61d2c1bc4df9d2""]"
ROOTCOMP-ef54651b801c3021ae492f45,IMPEVT-6caa6614b7e5e1b1508031a6,Coventry,OH,2020,fire,fire,implemented,seniority shall be retroactive to his date of hire.,"Coventry, Ohio, Collective Bargaining Agreement, 2020.",implemented retroactive pay for fire,"[""WCM-5650f89585b839d7641c77c9"",""WCM-6575057084fa6155800dfa04""]"
ROOTCOMP-bf0cc14a99191c1482dae356,IMPEVT-d93be588c0e738fa5671fa3d,Dalton,OH,2026,police,police,implemented,"EFFECTIVE JANUARY 1, 2026,","Dalton, Ohio, Other Local Government Pay Policy, 2026.",implemented mechanism only for police,"[""WCM-46aea86f210820dc51c472ec""]"
ROOTCOMP-ed4001f57028d106812651b9,IMPEVT-27ecba1d0c05d8521fbbd56b,Defiance,OH,2023,remains_unclear,unclear,implemented,(1) Pay raises if approved would be retroactive to the end of the last pay period (Dec.,"Defiance, Ohio, Council Packet Or Minutes, 2023.",implemented retroactive pay for remains unclear,"[""WCM-967ef5eee2097886cc0d0aad"",""WCM-f8437d126d30edc2f6c70729""]"
ROOTCOMP-9ca36ea5fa8a2869fe29f5d9,IMPEVT-046a64c3f291f1a2bec8dde0,Delaware,OH,2016,police,police,implemented,"The parties acknowledge that all of the ""wellness benefits"" added to the plan effective January 1, 1992 are subject to all of the generally applicable plan limits, such as","Delaware, Ohio, Collective Bargaining Agreement, 2016.",implemented benefit cost change for police,"[""WCM-095dcd35e779bce1c054f0bd"",""WCM-2ec3c382325f962596a43897"",""WCM-38c49fd55ab0c4c5465ea444"",""WCM-6cdd185f699a59f59b06d6d6""]"
ROOTCOMP-713f821520e8aa0798c6f715,IMPEVT-7827f208a637331125f6152a,Delaware,OH,2019,non_safety,non_safety,implemented,"In lieu of providing clothing, non-uniformed employees shall receive an annual allowance of $450","Delaware, Ohio, Collective Bargaining Agreement, 2019.",implemented uniform or equipment allowance for non safety,"[""WCM-376504363780913172dbd1f8"",""WCM-56030014a70584f392a2e0be""]"
ROOTCOMP-71f73f6a8daa161fe177134d,IMPEVT-f6ef6d97d5ac675741f908dc,Delaware,OH,2019,police,police,implemented,"The parties acknowledge that all of the ""wellness benefits"" added to the plan effective January I, 1992 are subject to all of the generally applicable plan limits, such as","Delaware, Ohio, Collective Bargaining Agreement, 2019.",implemented benefit cost change for police,"[""WCM-83d89eb349edc8b198d1cf2f"",""WCM-fe21765fa632fc74c499b4b3""]"
ROOTCOMP-669d249d729645a4b04a99ce,IMPEVT-62050790eed523229af2b357,Delaware,OH,2019,side_independent,unclear,implemented,"Effective January 1, 2012 employees will contribute to the cost of the health benefit plan","Delaware, Ohio, Collective Bargaining Agreement, 2019.",implemented benefit cost change for side independent,"[""WCM-32af40b4746d810e09c303b3"",""WCM-a7bbb381325a119b430bbf51""]"
ROOTCOMP-011a45b3a1fc93c7941caf0b,IMPEVT-e6f314ea5b314460a7f6f4b7,Delaware,OH,2019,police,police,implemented,"Effective January 1, 2005, all permanently assigned detectives shall receive an annual","Delaware, Ohio, Collective Bargaining Agreement, 2019.",implemented other for police,"[""WCM-af713b3ae6aa36236255d5e0"",""WCM-e0c52b34e7a1f84ce5e82af3""]"
ROOTCOMP-0fbddaf3cec6588ead94e017,IMPEVT-edcb41023ed9026ec4a699fd,Delaware,OH,2019,remains_unclear,unclear,implemented,"All of the provisions of this Agreement become effective June 26, 2019","Delaware, Ohio, Collective Bargaining Agreement, 2019.",implemented other for remains unclear,"[""WCM-feddb0f6a752e952c86b8b56""]"
ROOTCOMP-984e46fe17c0fa802a272aa9,IMPEVT-09077b9b39107f2beb41eee4,Delaware,OH,2019,police,police,formally_adopted,"otherwise approved by the Chief of Police or designee, then the member with most seniority will be given priority if his request was submitted no less than twenty-eight (28)","Delaware, Ohio, Collective Bargaining Agreement, 2019.",formally adopted mechanism only for police,"[""WCM-51d4aa7da14b717b1ec68bb7""]"
ROOTCOMP-38c558a09c8d289311dbc2a7,IMPEVT-d5588f04230707f76c59a5ad,Delaware,OH,2020,side_independent,unclear,implemented,"This Agreement shall become effective January 1, 2020, upon ratification by the Union","Delaware, Ohio, Collective Bargaining Agreement, 2020.",implemented budget or pay plan for side independent,"[""WCM-30b9ec82e5b7bb19b5f2b5a9""]"
ROOTCOMP-d32e51774c533dfb9eb95ace,IMPEVT-8ae0d757f393d95c0e2b8152,Delaware,OH,2021,fire,fire,implemented,"Position of the Union: Wages increases of 5% retroactive to April 1, 2021 and April 1, 2022,","Delaware, Ohio, Factfinding Report, 2021.",implemented retroactive pay for fire,"[""WCM-e1450791d1b27d05a653d30c""]"
ROOTCOMP-84c490f731f5583eb5c24fe0,IMPEVT-8a8bcb49033fba924ed555c5,Delaware,OH,2022,fire,fire,implemented,"increase retroactive to April 1, 2022, a 1% increase effective January 1, 2023 from the","Delaware, Ohio, Factfinding Report, 2022.",implemented retroactive pay for fire,"[""WCM-25e4556f3175c6e70f94c9f1"",""WCM-74a2a9cf939a1de089c7a9d6"",""WCM-86af453460dea9fbfcfc8b89""]"
ROOTCOMP-d1108eb58b55d702bb1e1676,IMPEVT-adbc064f13a6bd77a5172298,Delaware,OH,2024,fire,fire,implemented,"and effective April 1, 2024.","Delaware, Ohio, Factfinding Report, 2024.",implemented budget or pay plan for fire,"[""WCM-300ab5e9551e314932486e85"",""WCM-bd980293f3163c88bb2949d6""]"
ROOTCOMP-30b755749f912907b859da27,IMPEVT-dad8a10f4eba33760fb53a3e,Delhi,OH,2020,police,police,implemented,Section 19.2 Investigators will receive an additional $0.75 per hour above the stated,"Delhi, Ohio, Collective Bargaining Agreement, 2020.",implemented other for police,"[""WCM-ad268983e4abe246b240cbd5""]"
ROOTCOMP-7b2a90de9dd639db96516969,IMPEVT-68cfbf9594c33f938668328a,Delhi,OH,2020,police,police,implemented,Seniority List Effective 9/30/2020,"Delhi, Ohio, Collective Bargaining Agreement, 2020.",implemented mechanism only for police,"[""WCM-3180e29051d980e8f20aa54c"",""WCM-77bcc2c3ffe1940c09bc66b5""]"
ROOTCOMP-a95aacf3258883bf5391e081,IMPEVT-4f08950858811f66952ba731,Delhi,OH,2020,remains_unclear,unclear,implemented,"EFFECTIVE JANUARY 1, 2020","Delhi, Ohio, Collective Bargaining Agreement, 2020.",implemented mechanism only for remains unclear,"[""WCM-1c782ec206bfac4437f99e9b"",""WCM-2dfa11038d5f4ce6268db928""]"
ROOTCOMP-c2ea90bee8dfc75a8efa8b99,IMPEVT-9f5bfeacb7b5f5daf2fccc71,Dover,OH,2015,non_safety,non_safety,implemented,for Laborer I shall be increased by another $0.75 per hour.,"Dover, Ohio, Collective Bargaining Agreement, 2015.",implemented budget or pay plan for non safety,"[""WCM-5fe72e696e9ed150c18539c1"",""WCM-74ecb2f0d2bd8b5c8c92f668""]"
ROOTCOMP-ba85945f332baa4e19f1b6c3,IMPEVT-558aedf6ee388aa967129d09,Dover,OH,2015,side_independent,unclear,implemented,"Effective May 1, 1985, all current employees in","Dover, Ohio, Collective Bargaining Agreement, 2015.",implemented budget or pay plan for side independent,"[""WCM-2e257adfe9959df984d821cd""]"
ROOTCOMP-0ddc534eee38177726f803b8,IMPEVT-14acbf1ddee4fe15f017750b,Dover,OH,2016,side_independent,unclear,implemented,"Effective April 1, 2016, a monthly employee contribution of $115.00 for those","Dover, Ohio, Collective Bargaining Agreement, 2016.",implemented budget or pay plan for side independent,"[""WCM-a08596488b73d36ae2729bbe""]"
ROOTCOMP-f016dd6f77849e5e0b6bca70,IMPEVT-1bf762d435e6de0322ce43a6,Dover,OH,2016,fire,fire,formally_adopted,require the approval of the City Council and that the provisions of this Agreement shall not be effective until approved by the City Council and prior approval by the employees,"Dover, Ohio, Collective Bargaining Agreement (Dover Firefighters, Local No. 324, International Association of Firefighters) [older contract], collective bargaining agreement, 2016, § ARTICLE 7 - CONTRACT APPROVAL.",formally adopted budget or pay plan for fire,"[""WCM-5f4a3d4f2d386d3ba1b5c6e5""]"
ROOTCOMP-395ab1fdcea04e1087dfbe42,IMPEVT-a2777357bcddc62914bfc84d,Dover,OH,2017,side_independent,unclear,implemented,"Effective April 1, 2017, a monthly employee contribution of $125.00 for those","Dover, Ohio, Collective Bargaining Agreement, 2017.",implemented budget or pay plan for side independent,"[""WCM-66854b69fa6b4adaa7666c72""]"
ROOTCOMP-65e599d370ec3ff80c5d554f,IMPEVT-b23b50617f68495baf6be781,Dover,OH,2018,side_independent,unclear,implemented,base pay shall be increased by $0.75 per hour.,"Dover, Ohio, Wage Schedule, 2018.",implemented budget or pay plan for side independent,"[""WCM-44aab85058604f37bbc54d2f"",""WCM-87d3afd70d27dcdc2003695c"",""WCM-c1fe3be47087488f9a5e06f2"",""WCM-db3b913b2b602dabb9981581""]"
ROOTCOMP-6369406406214c7038ad3951,IMPEVT-8ee3f90f3d131fdc9ed0b728,Dover,OH,2019,side_independent,unclear,implemented,"Effective April I, 2019, a monthly employee contribution of $135.00 for those employees","Dover, Ohio, Wage Schedule, 2019.",implemented budget or pay plan for side independent,"[""WCM-46a56881348b4a70a7390f34""]"
ROOTCOMP-6c5fea99dcbd9ea271b90844,IMPEVT-0a0cd09b4a19f5bf5e5e6c41,Dover,OH,2019,fire,fire,formally_adopted,require the approval of the City Council and that the provisions of this Agreement shall not be effective until approved by the City Council and prior approval by the employees,"Dover, Ohio, Collective Bargaining Agreement, 2019.",formally adopted budget or pay plan for fire,"[""WCM-b883abe3b269eec99c2f82cb""]"
ROOTCOMP-39d15cf78e2de902c9ef00a6,IMPEVT-37e9de2bdb46de0f937b484c,Dover,OH,2019,fire,fire,implemented,retroactive to his/her date of hire.,"Dover, Ohio, Collective Bargaining Agreement, 2019.",implemented retroactive pay for fire,"[""WCM-70c95a6656d89ea66adda96c""]"
ROOTCOMP-e5928d4b4cb388b98f6a2d28,IMPEVT-f24563d3fb6871599cda68a1,Dover,OH,2020,fire,fire,implemented,"EFFECTIVE FEBRUARY 16, 2020 - FEBRUARY 16, 2023","Dover, Ohio, Collective Bargaining Agreement, 2020.",implemented other for fire,"[""WCM-7a4510b40e6d8b270810c326"",""WCM-7c26381243b83e651f3068eb""]"
ROOTCOMP-b2667167783110e38c817518,IMPEVT-b20546afe6658081fdba6b9c,Dover,OH,2021,fire,fire,implemented,"Effective February 16, 2021, a monthly","Dover, Ohio, Collective Bargaining Agreement, 2021.",implemented other for fire,"[""WCM-28882b2837b1742747cd16d2""]"
ROOTCOMP-7b1bd4f0f58551b0bd25fc1a,IMPEVT-cf34400351bbaefd30b4ff86,Dublin,OH,2016,police,police,implemented,"on-call status by the Department, the on-call member shall receive a $1.50 per hour pay","Dublin, Ohio, Collective Bargaining Agreement, 2016.",implemented across the board raise for police,"[""WCM-37452780c4a25263f020efa2""]"
ROOTCOMP-519fa7d895d5dea1ab987487,IMPEVT-727c135916caad66858fc7ea,Dublin,OH,2017,police,police,implemented,"Effective January 1, 2017 the shift differential rate will be $1.25/hour.","Dublin, Ohio, Collective Bargaining Agreement, 2017.",implemented across the board raise for police,"[""WCM-2fef177418db9ccaea0acd38""]"
ROOTCOMP-6dacabeb384632c7ad7ae918,IMPEVT-f296a0b666616faca2eb5c25,Dublin,OH,2017,police,police,implemented,"Effective January 1, 2017,","Dublin, Ohio, Collective Bargaining Agreement, 2017.",implemented other for police,"[""WCM-2e91825b61fee23142fe472b"",""WCM-2f8da827ee3e5790ce5af801"",""WCM-49ec01b0fa8e294a095a74e5""]"
ROOTCOMP-c12fda41f256b36e7d247989,IMPEVT-ad7cf45602df35bc0993db82,Dublin,OH,2019,side_independent,unclear,implemented,"The following schedule will be effective September 1, 2019:","Dublin, Ohio, Collective Bargaining Agreement, 2019.",implemented budget or pay plan for side independent,"[""WCM-4684e63171a49beeafbe046b"",""WCM-a4ecf884255cc06147f429ac"",""WCM-dc33b1c0bcf09d14a6c1b899""]"
