implementation_event_id,municipality,state,region,latitude,longitude,compensation_cycle_id,period_start,period_end,mechanism_class,mechanism_subtype,side,beneficiary_unit,implementation_status,pressure_direction,recurring_or_one_time,compensation_type,pay_basis,source_count,evidence_span_count,corroborating_source_count,strongest_evidence_excerpt,human_readable_citation,implementation_confidence,claim_use_status,urbanicity_status,technical_lineage
IMPEVT-78b0286c6d73efae7896b1e2,Ballston,NY,Northeast,,,2023,2023,2023,retroactivity_implementation,mechanism_only,unclear,unclear,implemented,unclear,not_applicable,mechanism_only,unknown,1,2,0,"PARKS & REC COMMITTEE EFFECTIVE DECEMBER 20, 2023.","Ballston, New York, Memorandum Of Understanding, 2023.",high,implementation_event_ready,missing_not_validated,"[""WCM-4e61c1cae5e45608183b7ec3"",""WCM-5deefc8b59a4700af878f6a8""]"
IMPEVT-50e6571e6c2b01ff76f83b94,Ballston,NY,Northeast,,,2024,2024,2024,retroactivity_implementation,mechanism_only,unclear,unclear,implemented,unclear,not_applicable,mechanism_only,unknown,2,2,1,"EFFECTIVE JANUARY 9, 2024.","Ballston, New York, Memorandum Of Understanding, 2024.",high,implementation_event_ready,missing_not_validated,"[""WCM-213b02a95abe7ab771df1004"",""WCM-b71390c7d26a78e8859b6592""]"
IMPEVT-8291630d8cbe7c4fc9fd3627,Barker,NY,Northeast,,,2024,2024,2024,budget_pay_plan,retroactive_pay,unclear,unclear,implemented,upward,retroactive_back_pay,retroactive_pay,unknown,1,1,0,"year 2012 retroactive to January 1, 2011.","Barker, New York, Factfinding Report, 2024.",high,implementation_event_ready,missing_not_validated,"[""WCM-fe142425ccf237bf9c0df6fc""]"
IMPEVT-450d54ded99c3ef417092062,Beekman,NY,Northeast,,,2026,2026,2026,retroactivity_implementation,retroactive_pay,unclear,unclear,implemented,upward,retroactive_back_pay,retroactive_pay,unknown,1,1,0,"BE IT FURTHER RESOLVED, that these salaries shall be paid retroactively effective as of January 1, 2026.","Beekman, New York, Wage Schedule, 2026.",high,implementation_event_ready,missing_not_validated,"[""WCM-4c5753b8081036ac9d476237""]"
IMPEVT-23cea42c4bc82479b5879e00,Big Flats,NY,Northeast,,,2021,2021,2021,market_recruitment_retention,mechanism_only,unclear,unclear,implemented,unclear,not_applicable,mechanism_only,unknown,1,4,0,"agreement effective January 1, 2021 that is to continue until either party feels changes are needed with","Big Flats, New York, Council Packet Or Minutes, 2021.",high,implementation_event_ready,missing_not_validated,"[""WCM-0375f697c4c538668538acac"",""WCM-28f5bcd86335afaa44240e7d"",""WCM-b3cea3e1aa49abc2a8faaab1"",""WCM-f5b06faa5f650f33334c7679""]"
IMPEVT-cf24a97a57af95627ac19815,Big Flats,NY,Northeast,,,2023,2023,2023,market_recruitment_retention,mechanism_only,unclear,unclear,implemented,unclear,not_applicable,mechanism_only,unknown,1,1,0,"facilities agreement effective January 1, 2023, that is to continue until either party feels","Big Flats, New York, Council Packet Or Minutes, 2023.",high,implementation_event_ready,missing_not_validated,"[""WCM-1bba73cf6a15be6e92fa95cb""]"
IMPEVT-17691f474ad8bdf2daf48927,Broome,NY,Northeast,,,2020,2020,2020,budget_pay_plan,benefit_cost_change,unclear,unclear,implemented,mixed,benefit_cost_shift,benefit_cost_change,benefit_cost_share,1,1,0,"Broome County Traditional Health Plan Prescription Co-pays- Effective January 1, 2020","Broome, New York, Collective Bargaining Agreement, 2020.",high,implementation_event_ready,missing_not_validated,"[""WCM-55de78f41a55e11c330e575f""]"
IMPEVT-232128a028d6f85b3bc3e8b4,Broome,NY,Northeast,,,2021,2021,2021,budget_pay_plan,budget_or_pay_plan,unclear,unclear,implemented,mixed,budget_context_only,budget_or_pay_plan,percentage,1,1,0,"Effective January 1, 2021, the County will pay 78% of the rate for individual or family","Broome, New York, Collective Bargaining Agreement, 2021.",high,implementation_event_ready,missing_not_validated,"[""WCM-8f7e8bbc5c5482ac8ee04f37""]"
IMPEVT-bd3e0339ec2d472c5afd00ec,Broome,NY,Northeast,,,2025,2025,2025,budget_pay_plan,cola_or_indexing,unclear,unclear,implemented,upward,percentage_adjustment,cola_or_indexing,percentage,1,4,0,"a three percent (3.0%) COLA, effective January 1, 2025, and be it","Broome, New York, Other Local Government Pay Policy, 2025.",high,implementation_event_ready,missing_not_validated,"[""WCM-49e51006586d87d0705d2bc7"",""WCM-5046d5551112b615aea0cff6"",""WCM-75f3dbb9e0a078288d3f8068"",""WCM-e45d0c9a4fcd067c819ab7cb""]"
IMPEVT-95fe950f83c64eae272c2ab6,Broome,NY,Northeast,,,undated-source-BRMGRS-20260802-4bbe771ece309ee5e8e883b0,,,budget_pay_plan,budget_or_pay_plan,unclear,unclear,implemented,mixed,budget_context_only,budget_or_pay_plan,budget_amount,1,1,0,"Prescription Co-pays- Effective January 1, 2011","Broome, New York, Collective Bargaining Agreement, period not explicit.",high,implementation_event_ready,missing_not_validated,"[""WCM-4cb7cc508e1ed0a234e4d818""]"
IMPEVT-ebfe4ff331087b3e01617436,Brownville,NY,Northeast,,,2025,2025,2025,budget_pay_plan,retroactive_pay,unclear,unclear,implemented,upward,retroactive_back_pay,retroactive_pay,unknown,1,4,0,"Effective and retroactive to June 1, 2025, the Teamsters Union Employees will receive a raise of $2.50 per","Brownville, New York, Memorandum Of Understanding, 2025.",high,implementation_event_ready,missing_not_validated,"[""WCM-4caca24943bbb93b5a6196d0"",""WCM-50d32e72f7929e5b2f8bf934"",""WCM-6561049118d26e97f22c2793"",""WCM-85283838aaa1a06e8ba04741""]"
IMPEVT-5f7074b99177cc728327a7b1,Brownville,NY,Northeast,,,2026,2026,2026,budget_pay_plan,budget_or_pay_plan,unclear,unclear,implemented,upward,budget_context_only,budget_or_pay_plan,hourly,1,3,0,"Effective June 1, 2026 - increase of $1.00 per hour","Brownville, New York, Memorandum Of Understanding, 2026.",high,implementation_event_ready,missing_not_validated,"[""WCM-54d4fa620ee816d40d2f728c"",""WCM-6dd04bdc11514e74474e6b8f"",""WCM-e6d443128600694551341939""]"
IMPEVT-49340b38cec2af536619c495,Canaan,NY,Northeast,,,2023,2023,2023,budget_pay_plan,benefit_cost_change,unclear,unclear,implemented,mixed,benefit_cost_shift,benefit_cost_change,benefit_cost_share,1,1,0,Be it resolved that the scale of wage rates and benefits for the Highway Department employees effective January,"Canaan, New York, Other Local Government Pay Policy, 2023.",high,implementation_event_ready,missing_not_validated,"[""WCM-04062602eb9e0a2809f80e91""]"
IMPEVT-256ea0426d85fb8c8fdcc282,Canandaigua,NY,Northeast,,,undated-source-CBSRD-20260728-35b66ab798090a11e557,,,across_the_board_raise,across_the_board_raise,unclear,unclear,formally_adopted,unclear,percentage_adjustment,across_the_board_raise,unknown,1,1,0,,"Canandaigua, New York, Arbitration Award, period not explicit.",low,implementation_event_ready,missing_not_validated,"[""WCM-d4fb560605b1ee7a66e39602""]"
IMPEVT-6c2da9e77b2181ae56623cac,Canandaigua,NY,Northeast,,,undated-source-CBSRD-20260728-35b66ab798090a11e557,,,retroactivity_implementation,mechanism_only,unclear,unclear,formally_adopted,unclear,not_applicable,mechanism_only,unknown,1,3,0,,"Canandaigua, New York, Arbitration Award, period not explicit.",low,implementation_event_ready,missing_not_validated,"[""WCM-06bd3dbb4cd8c5861b92468e"",""WCM-5eb762a37e617f9f06c22f26"",""WCM-b4b503b1f0e423c6ce0a268d""]"
IMPEVT-5019c6fba73e179111ef7bd7,Carlisle,NY,Northeast,,,2014,2014,2014,budget_pay_plan,budget_or_pay_plan,unclear,unclear,implemented,mixed,budget_context_only,budget_or_pay_plan,budget_amount,1,1,0,"Agreement entered into this 2nd day of October 2013, effective January 1, 2014 by and between","Carlisle, New York, Collective Bargaining Agreement, 2014.",high,implementation_event_ready,missing_not_validated,"[""WCM-ba158b89cfddd2486f9c396e""]"
IMPEVT-1583a315d6311f9085385f93,Carlisle,NY,Northeast,,,undated-source-BRMGRS-20260802-4cb20cbd458f5d476a07e93d,,,budget_pay_plan,retroactive_pay,unclear,unclear,implemented,upward,retroactive_back_pay,retroactive_pay,unknown,1,5,0,"Effective January 1,1994 there shall be established a longevity schedule retroactive to the date","Carlisle, New York, Collective Bargaining Agreement, period not explicit.",high,implementation_event_ready,missing_not_validated,"[""WCM-1344530d8fa4ecb00c6c0d48"",""WCM-501e6b031077bf2a68231f19"",""WCM-66a38cee832fd45d72856646"",""WCM-c482bf57cedc8a84c8d364cb"",""WCM-e33bf1b975fb3fec73f43619""]"
IMPEVT-f2e324cb693855ce906f8310,Carmel,NY,Northeast,,,2026,2026,2026,retroactivity_implementation,mechanism_only,unclear,unclear,implemented,unclear,not_applicable,mechanism_only,unknown,1,6,0,"Maxwell as Town Comptroller for a term effective January 1, 2026, ending December","Carmel, New York, Other Local Government Pay Policy, 2026.",high,implementation_event_ready,missing_not_validated,"[""WCM-002739cd66c0e8933dd12975"",""WCM-54dec573a709bde2ccc88d20"",""WCM-78800d21dd53b7712a3bff70"",""WCM-a6737ff7adcb240a5ce8f02a"",""WCM-bac93a4927ee00b1c096ef00"",""WCM-c500387f41c24f98ee192f8c""]"
IMPEVT-aa43e41b0d62201cec5c4d73,Champion,NY,Northeast,,,2023,2023,2023,budget_pay_plan,budget_or_pay_plan,unclear,unclear,formally_adopted,mixed,budget_context_only,budget_or_pay_plan,budget_amount,1,1,0,Adopted Schedule of Salaries of Elected Town Officials,"Champion, New York, Wage Schedule, 2023.",high,implementation_event_ready,missing_not_validated,"[""WCM-28b69e080d126c2ae042c190""]"
IMPEVT-ac8b6fba6afc8fbe432eafc0,Charlotte,NY,Northeast,,,2024,2024,2024,budget_pay_plan,retroactive_pay,unclear,unclear,implemented,upward,retroactive_back_pay,retroactive_pay,unknown,1,2,0,"obtaining an employee contribution increase retroactive to 2009, 2010 and 2011.","Charlotte, New York, Factfinding Report, 2024.",high,implementation_event_ready,missing_not_validated,"[""WCM-273b8ed0798c61be03eb813a"",""WCM-4d8a894d70eab1c449b979fd""]"
IMPEVT-18537712e6dc3443fa39d4aa,Cheektowaga,NY,Northeast,,,2024,2024,2024,across_the_board_raise,across_the_board_raise,unclear,unclear,formally_adopted,unclear,percentage_adjustment,across_the_board_raise,unknown,1,6,0,Consumer Price Index are set forth under Determinations.,"Cheektowaga, New York, Arbitration Award, 2024.",high,implementation_event_ready,missing_not_validated,"[""WCM-00759555f76ac91467cc4cfd"",""WCM-24952a7f787e147fa89a2ee6"",""WCM-9bf5e2913b7a963f1cfff411"",""WCM-b62a1c690399928db4378881"",""WCM-ba8351b6126e77bf4c1c9e42"",""WCM-ed4dbdfc0e0470f790f37175""]"
IMPEVT-32e0d93efdc6a0c2a0d9d7d5,Cheektowaga,NY,Northeast,,,2024,2024,2024,retroactivity_implementation,mechanism_only,unclear,unclear,implemented,upward,not_applicable,mechanism_only,unknown,1,3,0,"have been used to ascertain the increase effective January 1, 1975).","Cheektowaga, New York, Arbitration Award, 2024.",high,implementation_event_ready,missing_not_validated,"[""WCM-6c032fbd7859b182a16f0c5e"",""WCM-73342cdb5d5d0f781e4bbe0e"",""WCM-ceaae30935e81aecf590e62e""]"
IMPEVT-198e9b8c346e49a2158c231d,Chenango,NY,Northeast,,,2024,2024,2024,budget_pay_plan,budget_or_pay_plan,unclear,unclear,implemented,mixed,budget_context_only,budget_or_pay_plan,budget_amount,1,2,0,"established and Jim DiMascio is appointed Deputy Supervisor effective January 1, 2024.","Chenango, New York, Wage Schedule, 2024.",high,implementation_event_ready,missing_not_validated,"[""WCM-044afd3e0544bb8c5364c221"",""WCM-884210008534db02cb1832ae""]"
IMPEVT-88a56d7b01b176648458ab1b,Chester,NY,Northeast,,,2022,2022,2022,non_base_compensation,stipend_or_premium,unclear,unclear,implemented,unclear,recurring_non_base,stipend_or_premium,annual_salary,1,1,0,"Chester, Water Commissioner/ Administrator will receive an annual stipend of$ 3, 500 each which will be paid in","Chester, New York, Collective Bargaining Agreement, 2022.",high,implementation_event_ready,missing_not_validated,"[""WCM-05b8e351117ad5eb551c9074""]"
IMPEVT-f76971586427328e6cf02f30,Chester,NY,Northeast,,,2024,2024,2024,retroactivity_implementation,mechanism_only,unclear,unclear,implemented,upward,not_applicable,mechanism_only,percentage,1,1,0,"Effective January 1 , 2024 , all employees shall receive a three percent (3%) increase.","Chester, New York, Collective Bargaining Agreement, 2024.",high,implementation_event_ready,missing_not_validated,"[""WCM-d0efaf149a0e95a68ba20408""]"
IMPEVT-8a043e4b7d969fa8d8702f4f,Chester,NY,Northeast,,,2025,2025,2025,non_base_compensation,lump_sum,unclear,unclear,implemented,upward,one_time_lump_sum,lump_sum,lump_sum,1,1,0,"pendency of a disciplinary proceeding , will receive a lump sum payment for earned but unused","Chester, New York, Collective Bargaining Agreement, 2025.",high,implementation_event_ready,missing_not_validated,"[""WCM-4e1e0de472d5ee85aba0680a""]"
IMPEVT-ff7078a7a94cc20ee375628e,Chester,NY,Northeast,,,2025,2025,2025,retroactivity_implementation,mechanism_only,unclear,unclear,implemented,upward,not_applicable,mechanism_only,percentage,1,1,0,"Effective January 1 , 2025, all employees shall receive a three percent (3%) increase .","Chester, New York, Collective Bargaining Agreement, 2025.",high,implementation_event_ready,missing_not_validated,"[""WCM-37cdb059a22ea8ecbaedfd20""]"
IMPEVT-5156dfa3011b5fd159fb7d33,Chester,NY,Northeast,,,2026,2026,2026,retroactivity_implementation,mechanism_only,unclear,unclear,implemented,upward,not_applicable,mechanism_only,percentage,1,1,0,"Effective January 1 , 2026, all employees shall receive a three percent (3%) increase.","Chester, New York, Collective Bargaining Agreement, 2026.",high,implementation_event_ready,missing_not_validated,"[""WCM-8eeccde207ae673c802dde1f""]"
IMPEVT-e3df1fd883252c26e5038767,Clarkson,NY,Northeast,,,2026,2026,2026,budget_pay_plan,step_progression,unclear,unclear,implemented,upward,scheduled_step,step_progression,hourly,1,4,0,"$22.01/hour to Clerk II, Step 4 at $22.67/hour effective January 8, 2026.","Clarkson, New York, Wage Schedule, 2026.",high,implementation_event_ready,missing_not_validated,"[""WCM-5ba281a3d625809388780f42"",""WCM-716ab4a76af91f7d013aa0a0"",""WCM-894a31431c7928625b4d0ca1"",""WCM-8f368e72d032df11d39fe0a9""]"
IMPEVT-6c8ca82fba42543d3aca8638,Cochecton,NY,Northeast,,,2024,2024,2024,step_schedule_seniority,step_progression,unclear,unclear,formally_adopted,unclear,scheduled_step,step_progression,annual_salary,1,1,0,"RESOLVED, that all appointments, salary schedule and policy positions be adopted as read.","Cochecton, New York, Wage Schedule, 2024.",high,implementation_event_ready,missing_not_validated,"[""WCM-495538b41a964031bd53435f""]"
IMPEVT-cc5a563acae238aebeb3703c,Cochecton,NY,Northeast,,,undated-source-BRMGRS-20260802-d9d0334dbcf430895f6619eb,,,budget_pay_plan,budget_or_pay_plan,unclear,unclear,implemented,mixed,budget_context_only,budget_or_pay_plan,budget_amount,1,4,0,3.1 This agreem~:nt shall become effective 1/1/2000 and expire 12/31/2004.,"Cochecton, New York, Collective Bargaining Agreement, period not explicit.",high,implementation_event_ready,missing_not_validated,"[""WCM-16d02070eab89bbf84160ed7"",""WCM-33ed50b92d323001c3c3b133"",""WCM-ca31b08da13d7f0676d9d674"",""WCM-cee014bb8e3dcd57eaad995f""]"
IMPEVT-96ccf43c3d1f5b7436c97431,Colchester,NY,Northeast,,,2024,2024,2024,budget_pay_plan,budget_or_pay_plan,unclear,unclear,implemented,mixed,budget_context_only,budget_or_pay_plan,budget_amount,1,1,0,"Sole Appointed Town Assessor, effective July 16, 2024;","Colchester, New York, Council Packet Or Minutes, 2024.",high,implementation_event_ready,missing_not_validated,"[""WCM-0f92b2368ceb50ca8eba0c7f""]"
IMPEVT-3f4481e5b3061f3fc69c5912,Colden,NY,Northeast,,,2022,2022,2022,budget_pay_plan,budget_or_pay_plan,unclear,unclear,formally_adopted,mixed,budget_context_only,budget_or_pay_plan,annual_salary,1,2,0,Adopted Budget - General Fund Salary Schedule,"Colden, New York, Budget Or Pay Plan, 2022.",high,implementation_event_ready,missing_not_validated,"[""WCM-80114cc7c6597837ea8bab2f"",""WCM-d97fd1b4f56e94892f251077""]"
IMPEVT-d53ad2a6f70cb44d444e4e71,Columbia,NY,Northeast,,,2026,2026,2026,budget_pay_plan,budget_or_pay_plan,unclear,unclear,implemented,mixed,budget_context_only,budget_or_pay_plan,budget_amount,1,2,0,"to all the duties of the Tax Collector effective January 1, 2027.","Columbia, New York, Council Packet Or Minutes, 2026.",high,implementation_event_ready,missing_not_validated,"[""WCM-a9427f9116d1db6bee6acc98"",""WCM-e270b4ee687c9bcc04bb6bf6""]"
IMPEVT-e59c8cc774b1b6c51f7d7841,Croton-on-Hudson,NY,Northeast,,,undated-source-CBSRD-20260728-8265c55530332c626686,,,retroactivity_implementation,mechanism_only,unclear,unclear,formally_adopted,unclear,not_applicable,mechanism_only,unknown,1,4,0,,"Croton-on-Hudson, New York, Arbitration Award, period not explicit.",low,implementation_event_ready,missing_not_validated,"[""WCM-0f6feb912e69e5dda74e9aea"",""WCM-6e73fe376a6f68c471afe314"",""WCM-8452d7042c7bb10e6b5c131e"",""WCM-cd20c9e07fd1f87343806e2a""]"
IMPEVT-f95dfeec1bf30e5c77d64318,Dansville,NY,Northeast,,,2024,2024,2024,across_the_board_raise,across_the_board_raise,unclear,unclear,formally_adopted,unclear,percentage_adjustment,across_the_board_raise,annual_salary,1,6,0,"issue an award altering the existing salary schedule, we feel that the","Dansville, New York, Arbitration Award, 2024.",high,implementation_event_ready,missing_not_validated,"[""WCM-411ae92fbd2968be7a1c65db"",""WCM-4342ea14a0ceebe22fb1fd91"",""WCM-4894a170189b607d4c2ce5c2"",""WCM-5020b56971294233928faaa5"",""WCM-7236a4dbc87001bc6e9d22e8"",""WCM-ecb6462b940720c31370d451""]"
IMPEVT-bdf3580eedcdbb1214eb435c,Dansville,NY,Northeast,,,2024,2024,2024,retroactivity_implementation,mechanism_only,unclear,unclear,implemented,unclear,not_applicable,mechanism_only,unknown,1,1,0,"along with increments at the appropriate times, effective June 1, 1976.","Dansville, New York, Arbitration Award, 2024.",high,implementation_event_ready,missing_not_validated,"[""WCM-eefcee451966f239fdab84c2""]"
IMPEVT-940633a3bbc3c96c71c92622,Denmark,NY,Northeast,,,2025,2025,2025,budget_pay_plan,budget_or_pay_plan,unclear,unclear,implemented,mixed,budget_context_only,budget_or_pay_plan,budget_amount,1,2,0,conducted doing Town of Denmark business effective 01/01/2025.,"Denmark, New York, Wage Schedule, 2025.",high,implementation_event_ready,missing_not_validated,"[""WCM-927e41ae6e63ece75bf1f481"",""WCM-d529b6a84bffb2be1ca095ec""]"
IMPEVT-3deab9f5290014397e8b88c7,Denmark,NY,Northeast,,,2026,2026,2026,budget_pay_plan,budget_or_pay_plan,unclear,unclear,implemented,mixed,budget_context_only,budget_or_pay_plan,budget_amount,1,3,0,Teamster Contract Article 24: WAGES AND HOURS – effective 01/01/2026,"Denmark, New York, Wage Schedule, 2026.",high,implementation_event_ready,missing_not_validated,"[""WCM-2e71a5f7c89b59858e19868a"",""WCM-78cefdcfcdef6b4a8e078eed"",""WCM-e7e847101281b4b9195de51b""]"
IMPEVT-353bd0076d901dde77f5603c,Dobbs Ferry,NY,Northeast,,,undated-source-CBSRD-20260728-30b2ce9b198f23eafae3,,,retroactivity_implementation,mechanism_only,unclear,unclear,formally_adopted,unclear,not_applicable,mechanism_only,unknown,1,3,0,,"Dobbs Ferry, New York, Arbitration Award, period not explicit.",low,implementation_event_ready,missing_not_validated,"[""WCM-5dd37ddd41069c16dd3fd4b6"",""WCM-7ce390ae76f74112415d3507"",""WCM-8eb1c773e2ad368193de18ca""]"
IMPEVT-42925688c58c9ac32fc45abc,Dunkirk,NY,Northeast,,,undated-source-BRMGRS-20260802-643b966bab9cc0466d0c18b9,,,budget_pay_plan,budget_or_pay_plan,unclear,unclear,implemented,mixed,budget_context_only,budget_or_pay_plan,budget_amount,1,3,0,"for City employees effective January 1, 1996.","Dunkirk, New York, Collective Bargaining Agreement, period not explicit.",high,implementation_event_ready,missing_not_validated,"[""WCM-0eba5239b8b8dbee569b6fc4"",""WCM-c2c02b08d8329e4a9b5ffe6b"",""WCM-f9bb2ba4f6ef285dabe5b5d1""]"
IMPEVT-de31569cff9758dae5115eb2,East Fishkill,NY,Northeast,,,undated-source-B4X2500LIVE-20260729-006418,,,retroactivity_implementation,retroactive_pay,unclear,unclear,implemented,upward,retroactive_back_pay,retroactive_pay,unknown,1,4,0,"The wage increases agreed to herein would be retroactive to January 1,","East Fishkill, New York, Collective Bargaining Agreement, period not explicit.",high,implementation_event_ready,missing_not_validated,"[""WCM-3a5f552667b1f16a0962ec73"",""WCM-5ad8d997f5fbe73780b796db"",""WCM-7260c7ecc6cae9f372cb7edd"",""WCM-a4df5ac434b4812a4a71ef60""]"
IMPEVT-47ae1fc712d97b51d0fc6dac,East Rochester,NY,Northeast,,,undated-source-CBSRD-20260728-3822b3bdf1031e26bf68,,,retroactivity_implementation,mechanism_only,unclear,unclear,formally_adopted,unclear,not_applicable,mechanism_only,unknown,1,1,0,,"East Rochester, New York, Arbitration Award, period not explicit.",low,implementation_event_ready,missing_not_validated,"[""WCM-e575b35b20ce069301916469""]"
IMPEVT-d3010afe1dcb884b88c12257,Eastchester,NY,Northeast,,,2024,2024,2024,across_the_board_raise,across_the_board_raise,unclear,unclear,implemented,upward,percentage_adjustment,across_the_board_raise,annual_salary,1,3,0,"Effective January 1, 2011 No increase in the salary schedule","Eastchester, New York, Civil-Service Or Hr Pay Plan, 2024.",high,implementation_event_ready,missing_not_validated,"[""WCM-31f82391d3a092fb934f64dc"",""WCM-3748d99f26ed394600013feb"",""WCM-69debe2f378891e063a5f20a""]"
IMPEVT-962a942c3a54c402bc38f5ef,Eastchester,NY,Northeast,,,2024,2024,2024,retroactivity_implementation,mechanism_only,unclear,unclear,implemented,unclear,not_applicable,mechanism_only,unknown,2,6,1,"Effective January 1, 2011 -0- -0-","Eastchester, New York, Civil-Service Or Hr Pay Plan, 2024.",high,implementation_event_ready,missing_not_validated,"[""WCM-1680d61654e1c4911781afa7"",""WCM-1b35995ad188e605fbf17e8a"",""WCM-5964b3d855b44e720753fc31"",""WCM-6efe020b376b5728407cc77d"",""WCM-c71129cc0a759335dcc613e7"",""WCM-ef6648f31a58fb0acb26619f""]"
IMPEVT-cbad8ba7281318b986bf469c,Ellenville,NY,Northeast,,,2016,2016,2016,retroactivity_implementation,mechanism_only,unclear,unclear,implemented,unclear,not_applicable,mechanism_only,unknown,1,3,0,"agreement shall be effective June 1, 2016 through May 31,","Ellenville, New York, Council Packet Or Minutes, 2016.",high,implementation_event_ready,missing_not_validated,"[""WCM-616e63a7c104058569ee4594"",""WCM-6f3893a8340bc087d6170741"",""WCM-82a428baa82880915657910e""]"
IMPEVT-79fd02873be94ff40345694a,Elmira,NY,Northeast,,,undated-source-BRMGRS-20260802-9cbb3d6a233bf5eeb6242528,,,budget_pay_plan,budget_or_pay_plan,unclear,unclear,formally_adopted,mixed,budget_context_only,budget_or_pay_plan,budget_amount,1,1,0,"Elmira City Council Agenda Summary: Act on Ordinance to Amend an Ordinance adopted December 21,","Elmira, New York, Civil-Service Or Hr Pay Plan, period not explicit.",high,implementation_event_ready,missing_not_validated,"[""WCM-43781987ad8764f305bd3931""]"
IMPEVT-fe863d1e49152227b1bc46ad,Enfield,NY,Northeast,,,2023,2023,2023,non_base_compensation,other,unclear,unclear,implemented,unclear,unclear_duration,other,unknown,1,1,0,"This Code of Ethics to be effective November 1, 1970.","Enfield, New York, Other Local Government Pay Policy, 2023.",high,implementation_event_ready,missing_not_validated,"[""WCM-da18c044354d6fb1299a45cf""]"
IMPEVT-ed0e8d59e51f4d8c22b25007,Erwin,NY,Northeast,,,2025,2025,2025,budget_pay_plan,budget_or_pay_plan,unclear,unclear,implemented,mixed,budget_context_only,budget_or_pay_plan,annual_salary,1,2,0,"Resolution to update the salary schedule effective January 1, 2025 per the","Erwin, New York, Council Packet Or Minutes, 2025.",high,implementation_event_ready,missing_not_validated,"[""WCM-811d13e18c3962bb860618f6"",""WCM-cbd251bba5dc704b970025c8""]"
IMPEVT-cd5fcf2e5b6d4dc2bd1c05ab,Esopus,NY,Northeast,,,undated-source-BRMGRS-20260802-d4fc138947a682a1acf034d6,,,budget_pay_plan,budget_or_pay_plan,unclear,unclear,formally_adopted,mixed,budget_context_only,budget_or_pay_plan,budget_amount,1,2,0,RESOLUTION APPROVING A MEMORANDUM OF AGREEMENT FOR A SUCCESSOR COLLECTIVE,"Esopus, New York, Memorandum Of Understanding, period not explicit.",high,implementation_event_ready,missing_not_validated,"[""WCM-945b64c6b0ca6427c0c60206"",""WCM-c2eee2a4e6b51210750a1e23""]"
IMPEVT-7b749f91959a82b7eba3568f,Fairport,NY,Northeast,,,undated-source-CBSRD-20260728-4c3a7c4883b83def4abf,,,retroactivity_implementation,mechanism_only,unclear,unclear,formally_adopted,unclear,not_applicable,mechanism_only,unknown,1,1,0,,"Fairport, New York, Arbitration Award, period not explicit.",low,implementation_event_ready,missing_not_validated,"[""WCM-db842b8e196a66554860b691""]"
IMPEVT-f29190638dfa623f4697d2ec,Florida,NY,Northeast,,,2024,2024,2024,retroactivity_implementation,mechanism_only,unclear,unclear,implemented,unclear,not_applicable,mechanism_only,unknown,1,3,0,"effective January 1, 2024.","Florida, New York, Memorandum Of Understanding, 2024.",high,implementation_event_ready,missing_not_validated,"[""WCM-0955203a883d04661233b27d"",""WCM-2d4337b280722a753abd2ed9"",""WCM-c00db1821ea840f8eb3ba9ba""]"
IMPEVT-184be3350935fdacc9547ac4,Florida,NY,Northeast,,,2025,2025,2025,retroactivity_implementation,mechanism_only,unclear,unclear,implemented,unclear,not_applicable,mechanism_only,hourly,1,1,0,effective 8/11/25 at the rate of $26.00/hour per Collective Bargaining Agreement.,"Florida, New York, Council Packet Or Minutes, 2025.",high,implementation_event_ready,missing_not_validated,"[""WCM-1ee5b4e990cff31f240486ce""]"
IMPEVT-aee45f20578600ab7777628a,Fort Ann,NY,Northeast,,,2023,2023,2023,step_schedule_seniority,step_progression,unclear,unclear,formally_adopted,unclear,scheduled_step,step_progression,annual_salary,1,1,0,2023 ADOPTED SALARY SCHEDULE,"Fort Ann, New York, Wage Schedule, 2023.",high,implementation_event_ready,missing_not_validated,"[""WCM-4b5dee22d24474e007555838""]"
IMPEVT-48e42c849fb097fc98fe2b06,Fowler,NY,Northeast,,,undated-source-BRMGRS-20260802-1b62e34ee1fb310e711c6b95,,,budget_pay_plan,budget_or_pay_plan,unclear,unclear,formally_adopted,mixed,budget_context_only,budget_or_pay_plan,annual_salary,1,1,0,The following Salary Schedule was adopted by the Fowler Town Board,"Fowler, New York, Wage Schedule, period not explicit.",high,implementation_event_ready,missing_not_validated,"[""WCM-3f20ba80d1f020e44ba759ca""]"
IMPEVT-667588417ad1164deb170960,Grand Island,NY,Northeast,,,2025,2025,2025,across_the_board_raise,across_the_board_raise,unclear,unclear,implemented,unclear,percentage_adjustment,across_the_board_raise,unknown,1,1,0,"Jake Gleave to the position of MEO effective April 14, 2025, AFSCME Union rate of $23.54.","Grand Island, New York, Memorandum Of Understanding, 2025.",high,implementation_event_ready,missing_not_validated,"[""WCM-8962ef7e63661b6f5bddf684""]"
IMPEVT-c4b5f6aa832bf42ee94a0abb,Grand Island,NY,Northeast,,,2025,2025,2025,retroactivity_implementation,mechanism_only,unclear,unclear,implemented,unclear,not_applicable,mechanism_only,unknown,1,3,0,"Jake Gleave to the position of MEO effective April 14, 2025, AFSCME Union rate of","Grand Island, New York, Memorandum Of Understanding, 2025.",high,implementation_event_ready,missing_not_validated,"[""WCM-0e626d9bc0a3b9d8da99e502"",""WCM-600b5f1f2d3ee5f21389db60"",""WCM-ca7c82b13a21c55ebee29bc6""]"
