implementation_event_id,municipality,state,original_side,repaired_side,side_confidence,side_repair_reason,bounded_side_evidence,technical_lineage
IMPEVT-50313ddb417218ea2869e982,Siler City,NC,unclear,side_independent,low,citywide or public-body mechanism lacks employee-side specificity,"the fiscal impact associated with this adjustment has been included within the adopted fiscal year 2026-2027 budget. siler city, nc, collective bargaining agreement, 2026. unclear","[""WCM-865791c60a81a88c13f04bf9""]"
IMPEVT-ab538a1c08d8a2482fcea257,Siler City,NC,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"2, 2026, providing a 3.1% cost of living adjustment (cola) effective october 1, 2025, siler city, nc, collective bargaining agreement, 2026. unclear","[""WCM-023f58fdde7f38b3d4255044"",""WCM-60b8cc5eb5b18fd91e0f818f"",""WCM-6413308a6fb50b779d7cd74f""]"
IMPEVT-201ecf0aeaff956b261807f3,Spencer,NC,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"in the time since our compensation and classification plan was adopted and implemented in 2021, we have seen spencer, nc, budget or pay plan, 2021. unclear","[""WCM-fc617e9dad953043e1e02ac5""]"
IMPEVT-98306ef1ffbdf77d70469a04,Spencer,NC,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"122 salaries/wages - overtime: overtime earnings of all non-exempt employees, permanent and spencer, nc, budget or pay plan, 2025. unclear","[""WCM-2010d2c86ebff67a56ea89be"",""WCM-fd54c33438dd05c2e29d8a05""]"
IMPEVT-80b1c54c9d56c14a4a33eec9,Stedman,NC,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"this act becomes effective october 1, 2014, and applies to all stedman, nc, council packet or minutes, 2014. unclear","[""WCM-5c888ef6d6f1bc9058476cdc""]"
IMPEVT-54b7c3017c3ea5a0d89dcf62,Stedman,NC,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"the revised cost allocation became effective january 1, 2020. stedman, nc, council packet or minutes, 2020. unclear","[""WCM-ae9a5367626ed63d99cd0f39""]"
IMPEVT-161677dad2ff5054cff9a2ea,Swansboro,NC,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"this ordinance shall become effective on july 1, 2024, following swansboro, nc, budget or pay plan, 2024. unclear","[""WCM-8051bef5115f542bd47dc31b""]"
IMPEVT-8233069f1d85735cfc51820d,Valdese,NC,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"range, employees in that class shall receive a pay increase of 5%, or to the minimum rate of the new valdese, nc, budget or pay plan, 2023. unclear","[""WCM-476b9ade478927c63d9aa348"",""WCM-95af6e3bb7b86589718b759a"",""WCM-f95907515ecdf0c0157d3aba""]"
IMPEVT-b92e886f7b4890fc08cb8d1b,Valdese,NC,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"effective december 31st, any employee with more valdese, nc, budget or pay plan, 2023. unclear","[""WCM-8ec2501c1fa08e087a48e326"",""WCM-98c5bc0f6e92628d76719c86""]"
IMPEVT-c8226534a54ad6e327f6d63f,Vass,NC,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"assumes all staff positions will receive an increase in salary or hourly rate of pay. salaries would be effective july 1, 2025. assumes $350 christmas bonus for each full-time employee and $175 vass, nc, budget or pay plan, 2025. unclear","[""WCM-31a0181e6a6405f3da61c8e4""]"
IMPEVT-3a3de93b9666561bd7d071ce,Vass,NC,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"effective july 1, 2025 will be $24.25 per cart for residential and $28.25 for commercial. vass, nc, budget or pay plan, 2025. unclear","[""WCM-1a6a430289898584c2709cee"",""WCM-1f4aa6a2ef205394b7a43e7a"",""WCM-26f854ac585039173c6034b2""]"
IMPEVT-1d527761f9d98199dbd17ea3,Wadesboro,NC,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"schedule effective july 1, 2017. wadesboro, nc, budget or pay plan, 2017. unclear","[""WCM-5291b8bc5ad9e641f9182328"",""WCM-5f3715e9c8e558e386d7c7a0""]"
IMPEVT-efea72b93d566809aa660d14,Weaverville,NC,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"effective july 1, 2024 weaverville, nc, budget or pay plan, 2024. unclear","[""WCM-18178aa0cc7b7c714ed8dcca"",""WCM-407d297f388806313e124ef6"",""WCM-886356b41c269393f28baa85"",""WCM-a0cb8907c639f35055b0c8c2""]"
IMPEVT-96623eee1d2f6de27b0fa1aa,Weaverville,NC,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"a subsequent regular meeting of town council. e. the budget officer or his/her designee may not transfer any amounts between funds, except as approved by town council, as a budget amendment. weaverville, nc, budget or pay plan, 2024. unclear","[""WCM-ea07cf9eac70fb8b85ad7458""]"
IMPEVT-0f250ea4fe60423aa205f1d9,White Lake,NC,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"governing board. c. all transfer between funds requires prior approved by the governing board in an amendment to the budget white lake, nc, budget or pay plan, 2025. unclear","[""WCM-0e4e249a1c207ee5d3450c37""]"
IMPEVT-50ce666984446f012d7b3b97,Whiteville,NC,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"the pay plan includes the basic salary schedule and the ""allocation of classes to grades"" adopted by whiteville, nc, budget or pay plan, 2023. unclear","[""WCM-edf001945c622503ff26b566""]"
IMPEVT-cfbd705c2e709ef5027fdb13,Whitsett,NC,unclear,side_independent,low,citywide or public-body mechanism lacks employee-side specificity,"any advances that extend beyond 60 days must be approved by the town council. all advances that will be outstanding at the end of the fiscal year must be approved by the town council. whitsett, nc, budget or pay plan, 2025. unclear","[""WCM-99cbf7c9458080107c9fe607""]"
IMPEVT-a80fe8671b0b0d345e76b114,Woodfin,NC,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"position classification plan – a plan approved by the town council that assigns classes (positions) to the woodfin, nc, budget or pay plan, 2017. unclear","[""WCM-79421435567a21ae18cae797"",""WCM-91ab94c5a6eb126389fc2e16""]"
IMPEVT-3aa8c7daf504785f3e4739d2,Woodfin,NC,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"employment effective 01/01/2013, woodfin, nc, budget or pay plan, 2017. unclear","[""WCM-766981414e884489f84c1be3"",""WCM-b03634a26e7ab71f0b329779"",""WCM-b634cb0c76cf3540816162cd"",""WCM-c3047af76d6c52fbd3995faa""]"
IMPEVT-ff1c2cfa40631045273c44b3,Woodfin,NC,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"effective july 1, 2024 woodfin, nc, budget or pay plan, 2024. unclear","[""WCM-301ba7e25adbec03452e07ba"",""WCM-3230728dee8df3cac5b15d20"",""WCM-712545df757bf9ad7b08a073""]"
IMPEVT-7bf3b5850b24cd1e5b034fd3,Davenport,ND,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"by the mayor may be overridden by the city council. (source: north dakota century code section 40-08-24) -5- an ordinance or resolution adopted by the city council is not enacted until the ordinance or davenport, nd, other local government pay policy, 2022. unclear","[""WCM-7f2f2a6be56b4503e7197a06""]"
IMPEVT-df12940c5e7f310a69b1f050,Edmore,ND,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"excavations in public property within the village of edmore, to be effective on september, 1983 edmore, nd, other local government pay policy, 2015. unclear","[""WCM-b46d24ed8556bd04e9697130"",""WCM-c164af87d4078995dab17585""]"
IMPEVT-48f3b42072219996c6b3f6a2,Edmore,ND,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"effective on september 18, 2017 edmore, nd, other local government pay policy, 2017. unclear","[""WCM-9137b4948b16ac7eba22476f""]"
IMPEVT-9a948fcee799162f5d1de2d8,Epping,ND,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"effective january 1, 2023, the compensation of the mayor shall be epping, nd, other local government pay policy, 2023. unclear","[""WCM-2ac9686b8d3f19a8c5de62af"",""WCM-8132c2219d3958cc8716f062"",""WCM-cc2ef89daa2489a219e5ffaf""]"
IMPEVT-25ad4b4a8aa3b78c5c305dac,Fingal,ND,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"31 years of service, with an effective april dutchuk: yea, stephanie hard- april dutchuk: yea, stephanie hard- fingal, nd, civil-service or hr pay plan, 2026. unclear","[""WCM-63b567fd536090aaa8783313"",""WCM-6e8655f6f89271e890e78971"",""WCM-728a511719c1a54b5749f534""]"
IMPEVT-f5afbbd2ae430793b680da3e,Gilby,ND,unclear,side_independent,low,citywide or public-body mechanism lacks employee-side specificity,"readings of this revised amendment completed 1-10-23 and 1-17-23 and will be effective 1-18- gilby, nd, other local government pay policy, period not explicit. unclear","[""WCM-28616a19146e60030b5db17f"",""WCM-684e109c04f3eccf4f7f7e1a"",""WCM-9cbd66e6d7f5c931fda71247"",""WCM-a4c4166cbf9283b718a90670"",""WCM-b3c1e6dfd47485e829ebc718""]"
IMPEVT-82f9bbf7c98f5512bd59cea3,Hurdsfield,ND,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"accountability, discipline, dedica- effective january 8, 2013, and to appoint louis electric; hurdsfield, nd, council packet or minutes, period not explicit. unclear","[""WCM-d10d5bd25fc885bca958ffd0""]"
IMPEVT-cf599db1caf8d1d463608819,Michigan City,ND,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"scott will receive 3% raise. michigan city, nd, council packet or minutes, 2026. unclear","[""WCM-5da867140ffb6be6fb6de3fd""]"
IMPEVT-3231954be8faabf3f5347156,Rutland,ND,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"by the other members of the city council by a finding unanimously adopted by such other members, and entered in the official minutes of rutland, nd, other local government pay policy, period not explicit. unclear","[""WCM-d3ac83981b63492c6655ee9a""]"
IMPEVT-702bd8332d95a57608c12fb5,Sentinel Butte,ND,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"country, including a of eight bushels of wheat week for billings, where effective february sentinel butte, nd, civil-service or hr pay plan, 2025. unclear","[""WCM-40dbf82ff3d47090e001bc47""]"
IMPEVT-92d6f76bf9530775d2ab53c8,Sentinel Butte,ND,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"effective 01/01/2026. sentinel butte, nd, civil-service or hr pay plan, 2026. unclear","[""WCM-8455b8d0ece58324ba7c507e""]"
IMPEVT-2b7f602276c558193ffe1ad3,Benkelman,NE,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"council member joann decker made a motion to approve raises as presented, effective 10/01/2024 payroll, seconded by barb pinkerton. benkelman, ne, budget or pay plan, 2024. unclear","[""WCM-e08771fec092b5f2511ad4e0""]"
IMPEVT-65f59dbd691477bbc077e7c8,Brule,NE,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"effective october 1, 2025, with a five percent (5%) increase to $16,537.50 effective october 1, brule, ne, wage schedule, 2025. unclear","[""WCM-bfbca3e88bbe5e10011b8f49""]"
IMPEVT-ba23a8afc502a9bb92829897,Cortland,NE,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"birkett seconded to raise the clerk/treasurer compensation to $22.00/hour effective the cortland, ne, council packet or minutes, 2022. unclear","[""WCM-1d463e7d8c7cd84e91d0de6b""]"
IMPEVT-371962898438f6fa4dbd5ec5,Crete,NE,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"crete, ne, arbitration award, period not explicit. unclear","[""WCM-865337a2906c99409fc25bf3""]"
IMPEVT-41544c925a89a9667c726bd8,Crete,NE,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"crete, ne, arbitration award, period not explicit. unclear","[""WCM-c6ae77a4450c1ebe67df366b"",""WCM-ea2d0cda56edca1804809dfd""]"
IMPEVT-2d47e7b98dcd580271ec749d,Grant,NE,unclear,side_independent,low,citywide or public-body mechanism lacks employee-side specificity,action and discussion on resolution 24-09-04 a resolution approving a 1% increase in base limitation in restricted funds – a motion was made by bishop to approve resolution 24-09-04 resolution approving a one percent increase in base limitation in restricted funds and seconded by petersen,"[""WCM-ab2557160e2b10c0462ffe8d""]"
IMPEVT-06621dcb3f4e955c01ab4daf,Kenesaw,NE,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"to abby nienhueser effective immediately at a starting wage of $16.90 per hour with kenesaw, ne, wage schedule, 2017. unclear","[""WCM-130d12fbe6985506354333ca""]"
IMPEVT-5a5d2ee6bf2a5d93c4a70a6a,Malcolm,NE,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"effective august 7"", 2023, compensation for village employees, officials, and members of the malcolm, ne, other local government pay policy, 2023. unclear","[""WCM-5efda0fb3221e9eda788740d""]"
IMPEVT-6ba5366c1c5b7b2a058a084a,Malcolm,NE,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"effective august 15"", 2024, compensation for village employees, officials, and members of the malcolm, ne, other local government pay policy, 2024. unclear","[""WCM-dd7700b79e42136acaba1278""]"
IMPEVT-585ebd70aa9711af692dd848,Manley,NE,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"maximum 11 hours/week plus 6 hours/month for meetings & prep, retroactive to october 1, 2017. manley, ne, council packet or minutes, 2017. unclear","[""WCM-97a99f366f05a75c33febe62""]"
IMPEVT-c97c799fc7d31292874b838e,Minatare,NE,unclear,side_independent,low,citywide or public-body mechanism lacks employee-side specificity,"year shall be insufficient, the city council may propose to supplement the previously adopted budget statement and shall conduct a public hearing at which minatare, ne, civil-service or hr pay plan, period not explicit. unclear","[""WCM-52ae67da1b96d2299b2e6b8d""]"
IMPEVT-e5e99a447f9a3fa0c1cbe6a2,Mullen,NE,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"ordinance 215 hourly wage of $23.43 per full time drop-off site em- to become effective and be in animal and transport it to a mullen, ne, wage schedule, 2021. unclear","[""WCM-bc17b3651a5eb1925c6c851c""]"
IMPEVT-dea9d9b9cef522d707a3ea36,Murray,NE,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"and benefits for village employees effective october 1, 2024; murray, ne, other local government pay policy, 2024. unclear","[""WCM-10637eb4210c6787970c23dd"",""WCM-30faa0c568abe787c93c9104""]"
IMPEVT-fe68763ce55956db6ce7b700,Murray,NE,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"and benefits for village employees effective october 1, 2025; murray, ne, other local government pay policy, 2025. unclear","[""WCM-088cb1a842d49c98fbb70b9e"",""WCM-43f611ac119a89f40901351e"",""WCM-aaaa64e137ecc6cf0612e7ae""]"
IMPEVT-37ea60ca1eeb943e540458ea,Neligh,NE,unclear,side_independent,low,citywide or public-body mechanism lacks employee-side specificity,"mayor’s action and approve the 4-year tower lease renewal with tommark properties at $100 per month effective march 1, 2019. neligh, ne, arbitration award, 2019. unclear","[""WCM-e6b1e7236a130e0cbf84f531"",""WCM-e858f35bed09309d617b2cc4""]"
IMPEVT-291267c31a33ca9e2f99eafc,Neligh,NE,unclear,side_independent,low,citywide or public-body mechanism lacks employee-side specificity,"ed director at $13.00 an hour effective march 1st. neligh, ne, arbitration award, period not explicit. unclear","[""WCM-652c0661449a6f890b694f74"",""WCM-9663cef154de43446d2295c9""]"
IMPEVT-6dc9eb22f6853362985cbd0b,Unadilla,NE,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"whitehead made a motion to pass and approve ordinance #258-26 setting water and sewer rates for the village effective february 1st, 2026 seconded by crownover. unadilla, ne, council packet or minutes, 2026. unclear","[""WCM-790d56ff0b3f8cb08eef3759""]"
IMPEVT-a2ef029ec00d2cc700ba2b55,Wayne,NE,unclear,side_independent,low,citywide or public-body mechanism lacks employee-side specificity,"wage and salary schedule which was effective december 25, 2023; wayne, ne, wage schedule, 2023. unclear","[""WCM-210e758ab335dfcc49880a19"",""WCM-6a239c4c73c241afaa177edb""]"
IMPEVT-ecc749fcc3fcc8e9a11cab34,Wayne,NE,unclear,side_independent,low,citywide or public-body mechanism lacks employee-side specificity,"effective december 23, 2024 wayne, ne, wage schedule, 2024. unclear","[""WCM-0ba57696cd25c0cfec479305""]"
IMPEVT-25ecd7771d90b6614c4473c3,Acworth,NH,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"(adopted 3-9-15, effective 1-1-15) acworth, nh, other local government pay policy, period not explicit. unclear","[""WCM-6b434b12d1301bd828baf9df""]"
IMPEVT-70a49920ac8c5b4ac791d1bc,Eaton,NH,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"(supp) effective september 1, 2024. eaton, nh, council packet or minutes, 2024. unclear","[""WCM-44c2a573dcb53f64917e56ac"",""WCM-b7e8def3fbead6e9265b4d9f""]"
IMPEVT-278ac5e2ba2e378e9f134314,Hart's Location,NH,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"beginning in 2025, the planning board chair will receive a stipend of $500 hart's location, nh, other local government pay policy, 2025. unclear","[""WCM-f17d6214f488c1f1a8429fac""]"
IMPEVT-098c8f58cf5459d10ee68069,Shelburne,NH,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"power law, effective october 1, 2019, allowed communities to shelburne, nh, collective bargaining agreement, 2019. unclear","[""WCM-7e7e216b027e87808a52a5d5""]"
IMPEVT-51b3ef129a2396795e1e5000,Troy,NH,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"per select board meeting minutes september 23, 2013, personal time is discontinued, effective january troy, nh, personnel policy, 2025. unclear","[""WCM-60b93565cc5aa74a8098d56d""]"
IMPEVT-6096e7ccb1d32aa4bec23f92,Warner,NH,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"effective 9/1/17 warner, nh, budget or pay plan, 2017. unclear","[""WCM-7957e5c8deea0328d8bd1c2e""]"
IMPEVT-17d265f6d0b09381bf9be782,Alexandria,NJ,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"raritan township effective january 1, 2025, for a shared municipal court; alexandria, nj, wage schedule, 2025. unclear","[""WCM-771c7ad59cb03c03db4d537e"",""WCM-9b45b61327700871e5ac6c03"",""WCM-acc12441b6fb1dbcb61b569c""]"
IMPEVT-6bed39f01c4be0fc5e5d8193,Alexandria,NJ,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"in the lease and shall be consistent with the utility allowance approved by the alexandria, nj, wage schedule, 2026. unclear","[""WCM-85dc5067c6791ba688dcffae""]"
IMPEVT-3b896640f02a5e342cbea7f9,Alexandria,NJ,unclear,non_safety,high,explicit non safety role or department language,"whereas, effective january 1, 2026, the hunterdon county health department alexandria, nj, wage schedule, 2026. unclear","[""WCM-34053e4e75af52005131ccd9"",""WCM-d18bbd7b1bff38d6f52205e4"",""WCM-ef64c92795d5da08d83ec478""]"
IMPEVT-dada0a393f46f2a796251990,Avon-by-the-Sea,NJ,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"retroactive to january 1, 2025. avon-by-the-sea, nj, budget or pay plan, 2025. unclear","[""WCM-fd0641fc8f97235c8b379ab6""]"
IMPEVT-63bc977337032cb4fd6aa319,Bedminster,NJ,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"24, 2014, effective retroactive to april 2, 2014. bedminster, nj, arbitration award, 2014. unclear","[""WCM-a64f894db2ec96ae071d0bd5""]"
IMPEVT-a23f23d6b2dedb686790207b,Bedminster,NJ,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"2019 includes a freeze of the 2018 salary guide, a 2% salary increase for officers at the top step and sergeants, and bedminster, nj, arbitration award, 2019. unclear","[""WCM-96a32314601a1ec7dba306ba""]"
IMPEVT-ce5afbe10d0d8bf1ff977e92,Bedminster,NJ,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"compensated at the rate of $250.00 for each six hour day spent in representative; bedminster, nj, arbitration award, 2020. unclear","[""WCM-0edf9f975d619d86e6b8d3b6"",""WCM-185a0748e8036cf820e8c2dd"",""WCM-5a5313a681ec75c5c45fde72"",""WCM-8dc33fc1b605b04b13a52153"",""WCM-8e75b80394cac5a623d8be2b"",""WCM-a25ae41892bd7ed9aa50c55e"",""WCM-d55dd6bf50391b2845665685""]"
IMPEVT-49d5c1f91dbe8cf78e984943,Bedminster,NJ,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"105, effective january 1, 2011, enacted the first major amendments bedminster, nj, arbitration award, 2020. unclear","[""WCM-0d940c6227373fd52887093a"",""WCM-1146aae6b24632219fa342ba"",""WCM-8783114402f8f539b4cb9965""]"
IMPEVT-0079e9193c00625ad1638e95,Brooklawn,NJ,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"an employee paid hourly required to work a holiday will receive time and one half at the brooklawn, nj, wage schedule, 2022. unclear","[""WCM-53e9d411333d5cb44b3d2eb5""]"
IMPEVT-ac3fb23200ef64adcbdbebd8,Brooklawn,NJ,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"an employee paid hourly required to work a holiday will receive time and one half at the brooklawn, nj, wage schedule, 2024. unclear","[""WCM-793a5ffb86008317f048cce2""]"
IMPEVT-a581e87f52da434f9fa08586,Chatham,NJ,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"469, effective january 1, 2026 through december 31, 2029. chatham, nj, memorandum of understanding, 2026. unclear","[""WCM-05e2f69a63c4514ad2bd6d76"",""WCM-d6ff2adb43d97b3280cc3bde""]"
IMPEVT-b23a673fdfda658adf26d003,Cinnaminson,NJ,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"all salaries established by this ordinance shall have effect retroactive to january 1, 2025 and cinnaminson, nj, salary ordinance, 2025. unclear","[""WCM-d3f5ce896393a78377feeb39""]"
IMPEVT-22aa0cd052679b869515e339,Clementon,NJ,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"retroactive to january 1, 2020, unless otherwise indicated, as follows: clementon, nj, collective bargaining agreement, 2020. unclear","[""WCM-123616238f3a2d1758419298""]"
IMPEVT-27793bf22cdf055f84c60910,Delaware,NJ,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"effective january 1,2022 the township transferred employees into the new delaware, nj, collective bargaining agreement, 2022. unclear","[""WCM-66c2ae5b666aacb93b4ec357""]"
IMPEVT-31b800719c02dfbeb7b17f43,Delaware,NJ,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"effective and retroactive to january 1, 2023 - 3.0% at step i through step 10, delaware, nj, collective bargaining agreement, 2023. unclear","[""WCM-e04c813ce53f79f1d25b3305"",""WCM-f8ba3c4dd76f0efd598020a0""]"
IMPEVT-1501803c548240223c831330,Delaware,NJ,unclear,police,high,explicit police role or department language,"effective and retroactive to january 1, 2024- 3.0% at step 11 and sergeant step i delaware, nj, collective bargaining agreement, 2024. unclear","[""WCM-6786cfdb2aefbb33012ee86d""]"
IMPEVT-dcb179c220c817a69f6c0799,Delaware,NJ,unclear,police,high,explicit police role or department language,"effective january 1, 2025 - 2.5% at step 11 and sergeant step i and 2. delaware, nj, collective bargaining agreement, 2025. unclear","[""WCM-008bf2bf3e554ea7216e8e43"",""WCM-188a344dc7d1b59d0cbacdeb""]"
IMPEVT-4b4105b72e34442c15c6f561,Delran,NJ,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"this ordinance is retroactive to january 1, 2022. delran, nj, wage schedule, 2022. unclear","[""WCM-6a4af2d588f6eb1ecbb3fe5c"",""WCM-7cf11397c3260e895fe03df0""]"
IMPEVT-15c8e6a8524d01672c0c46f8,Demarest,NJ,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"mayor.the mayor shall receive an annual stipend of $1,000.00, payable quarter~ demarest, nj, collective bargaining agreement, 2021. unclear","[""WCM-7cbe50f2d6164627298a952b""]"
IMPEVT-67118633a43da4a2c6ddb612,Demarest,NJ,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"shall take effect after public hearing and passage as required by law and shall be retroactive to january 1, 2021. demarest, nj, collective bargaining agreement, 2021. unclear","[""WCM-65c5d247afcd422fcc81d1ac""]"
IMPEVT-463970bb91466fc10041c132,Demarest,NJ,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"shall take effect after public hearing and passage as required by law and shall be retroactive to january 1. demarest, nj, collective bargaining agreement, 2023. unclear","[""WCM-b297cbf357c97b3ea58e1487""]"
IMPEVT-a9264c9de4856943717e5531,Denville,NJ,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"councilman fitzpatrick asked if the ordinances will be retroactive to january 1, 2010. denville, nj, salary ordinance, period not explicit. unclear","[""WCM-d7b6a7deb52a50639c858f0c""]"
IMPEVT-5147237c8e1cdb32cd0473a8,Dunellen,NJ,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"retroactive to the first day. dunellen, nj, collective bargaining agreement, period not explicit. unclear","[""WCM-cc6c66712166bb12511e8f14""]"
IMPEVT-1e843269968103d13e73c98f,East Newark,NJ,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"whereas, employee number 00004 has submitted their resignation effective april 18, 2025; east newark, nj, salary ordinance, 2025. unclear","[""WCM-61a18ac061f45a7ba292df81"",""WCM-6750ed4e69758f3eb3067164""]"
IMPEVT-9f74f9309b95fe17ea086288,East Windsor,NJ,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"contractual agreements and the specific salary ordinance adopted for the individual collective bargaining union. east windsor, nj, wage schedule, 2021. unclear","[""WCM-c74a47ce4e765597653702aa""]"
IMPEVT-c678ab6640a4539371af85e6,Egg Harbor,NJ,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"and state of new jersey that, effective march 14, 2016, the following person is hereby transferred in the egg harbor, nj, wage schedule, 2016. unclear","[""WCM-174b07d2fe5cb73fd6c85c0c""]"
IMPEVT-8ac62cc751cf393dac948633,Essex Fells,NJ,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"name: title: rate of pay: effective date: vincent b. cocozziello, jr. crossing guard $18.00/hr. essex fells, nj, memorandum of understanding, 2024. unclear","[""WCM-45f8eaecec4efe6ecd04b084""]"
IMPEVT-42dd56342d4298a79e0443f9,Evesham,NJ,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"effective january 1, 2024, robert murray's base salary will be $75,000 evesham, nj, collective bargaining agreement, 2024. unclear","[""WCM-a2218e074c5681c9f8f6836e"",""WCM-af2cccde56f30321bb557319""]"
IMPEVT-0c75b984b6e064fb35835030,Farmingdale,NJ,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"will contain the date of august 27, 2025, on which interest shall start accruing retroactive to august 1, 2025. farmingdale, nj, collective bargaining agreement, 2025. unclear","[""WCM-0e643ed279fae18adf8cc744""]"
IMPEVT-65ad2d4d713fc3e989357ed9,Flemington,NJ,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"period, if applicable), the employee will be placed on the seniority list retroactive to the first flemington, nj, collective bargaining agreement, 2020. unclear","[""WCM-79c1c5775744a37817028266"",""WCM-f415201657c762ae34b8002f""]"
IMPEVT-1153585a46ed5a5a9598cd3f,Flemington,NJ,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"effective and retroactive to january 1, 2023 - 3.0% flemington, nj, memorandum of understanding, 2023. unclear","[""WCM-8024b8876706569413c94d48"",""WCM-ebf5537d8fb5a44d54f7ba8a""]"
IMPEVT-1a0ea1518675762bf75d202a,Flemington,NJ,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"effective january 1, 2024 - 3.0% flemington, nj, memorandum of understanding, 2024. unclear","[""WCM-cf7b9892788b2f8d05d86bda""]"
IMPEVT-f11a19249e3d2fe60db6fa8f,Flemington,NJ,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"effective january 1, 2025 - 3 .5% flemington, nj, memorandum of understanding, 2025. unclear","[""WCM-8a2ea6965def69c12dcaa1b5""]"
IMPEVT-b28abc167449c51d2d5c783d,Folsom,NJ,unclear,remains_unclear,low,bounded corpus context does not identify an employee side,"the provisions of this ordinance shall be retroactive to january 1, 2025, and folsom, nj, other local government pay policy, 2025. unclear","[""WCM-801e2bec248511d14d31d1f1"",""WCM-f2cd013e9602c3f3273391db""]"
