call_type,candidate_source_count,failure_class,finished_at,input_tokens,lane_id,output_tokens,query,reasoning_tokens,response_id_present,retry_linkage,search_call_id,search_target_id,started_at,terminal_status,total_tokens
production_primary,15,,2026-08-05T00:09:11.871115+00:00,6914,external_search_lane_003,887,"""Union"" ""OH"" ""2025"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study",116,True,,SEARCHCALL-6a3e3c33105c9e92640424b6,EXTSEARCH-399df21248fd4dd402f13e1b,2026-08-05T00:09:03.923606+00:00,success,7801
production_primary,22,,2026-08-05T00:09:18.832377+00:00,8758,external_search_lane_003,894,"""Warren"" ""OH"" ""2017"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study",136,True,,SEARCHCALL-c5e56058c79f81429083c29d,EXTSEARCH-89965688f922e54cb1577c33,2026-08-05T00:09:12.020574+00:00,success,9652
production_primary,26,,2026-08-05T00:09:26.106542+00:00,8769,external_search_lane_003,900,"""Waterville"" ""OH"" ""municipal"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study",115,True,,SEARCHCALL-219103fd16f475a917af51f0,EXTSEARCH-e382ee1138b938e89e2f72c4,2026-08-05T00:09:18.969409+00:00,success,9669
production_primary,20,,2026-08-05T00:09:33.681147+00:00,8755,external_search_lane_003,855,"""Weathersfield"" ""OH"" ""2021"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study",128,True,,SEARCHCALL-f15f095e4784f7b6c2541bc6,EXTSEARCH-79cce6a9dcf57a943ef8b996,2026-08-05T00:09:26.253148+00:00,success,9610
production_primary,27,,2026-08-05T00:09:40.648680+00:00,8724,external_search_lane_003,866,"""Wooster"" ""OH"" ""2015"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study",123,True,,SEARCHCALL-5c951234ab6c2440b4b49b37,EXTSEARCH-3cea45f5c3f24a66b331aac0,2026-08-05T00:09:33.830674+00:00,success,9590
production_primary,30,,2026-08-05T00:09:48.348978+00:00,8805,external_search_lane_003,862,"""Comanche"" ""OK"" ""2019"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study",129,True,,SEARCHCALL-06af17343212e39261eff854,EXTSEARCH-6d1a130a665f8a3f433cb503,2026-08-05T00:09:40.789543+00:00,success,9667
production_primary,20,,2026-08-05T00:09:54.114714+00:00,8798,external_search_lane_003,696,"""Geary"" ""OK"" ""municipal"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study",92,True,,SEARCHCALL-422c8603f421ee7e31b84625,EXTSEARCH-b9fa0aa878c6f9b051ddb3f1,2026-08-05T00:09:48.486932+00:00,success,9494
production_primary,28,,2026-08-05T00:10:02.252426+00:00,8775,external_search_lane_003,893,"""Alburtis"" ""PA"" ""2018"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study",133,True,,SEARCHCALL-a4bbd4ca55abf172343a7af9,EXTSEARCH-4c8915e30033b420d1508640,2026-08-05T00:09:54.260098+00:00,success,9668
production_primary,29,,2026-08-05T00:10:11.932486+00:00,8546,external_search_lane_003,1207,"""Beaver"" ""PA"" ""2025"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study",132,True,,SEARCHCALL-a1b5867abc5d725d2585a744,EXTSEARCH-4c083be01e0925e52faac309,2026-08-05T00:10:02.401266+00:00,success,9753
production_primary,21,,2026-08-05T00:10:18.529834+00:00,8695,external_search_lane_003,784,"""Brighton"" ""PA"" ""2024"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study",122,True,,SEARCHCALL-851198462cded82c802c0d21,EXTSEARCH-618ddcde85688d6f2e18f370,2026-08-05T00:10:12.052915+00:00,success,9479
production_primary,24,,2026-08-05T00:10:26.319499+00:00,8692,external_search_lane_003,949,"""Bushkill"" ""PA"" ""2025"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study",124,True,,SEARCHCALL-581bc00dcf20f55c42560158,EXTSEARCH-921dff35d68272fe8681c1be,2026-08-05T00:10:18.678194+00:00,success,9641
production_primary,25,,2026-08-05T00:10:33.843624+00:00,8772,external_search_lane_003,939,"""Conewago"" ""PA"" ""2024"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study",142,True,,SEARCHCALL-46bdbd6bbe706ccd6c5863bf,EXTSEARCH-4d5f1f51119f01e083e3f1b8,2026-08-05T00:10:26.483842+00:00,success,9711
production_primary,23,,2026-08-05T00:10:42.128964+00:00,8738,external_search_lane_003,1037,"""Cranberry"" ""PA"" ""municipal"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study",101,True,,SEARCHCALL-2885fcb73f5b65a75ea924a8,EXTSEARCH-3b9803bd882cf6cc5deea851,2026-08-05T00:10:33.979113+00:00,success,9775
production_primary,17,,2026-08-05T00:10:49.063337+00:00,8133,external_search_lane_003,788,"""East Berlin"" ""PA"" ""2023"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study",115,True,,SEARCHCALL-561b5db267678eed9caa1c24,EXTSEARCH-ca87b0a3152c2ce71ce55f57,2026-08-05T00:10:42.276705+00:00,success,8921
production_primary,18,,2026-08-05T00:10:56.381841+00:00,8734,external_search_lane_003,923,"""Eldred"" ""PA"" ""2024"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study",121,True,,SEARCHCALL-1fbab1d51882964a9c99d6b8,EXTSEARCH-05714ded442e9a0155ade21a,2026-08-05T00:10:49.197303+00:00,success,9657
production_primary,26,,2026-08-05T00:11:03.767276+00:00,8701,external_search_lane_003,855,"""Ferguson"" ""PA"" ""2026"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study",119,True,,SEARCHCALL-cdc4819f4763c2fb0e811c68,EXTSEARCH-662aacd2fc9d9ce7e1ba1bf0,2026-08-05T00:10:56.538710+00:00,success,9556
production_primary,20,,2026-08-05T00:11:11.437788+00:00,8590,external_search_lane_003,887,"""McKees Rocks"" ""PA"" ""2022"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study",132,True,,SEARCHCALL-17e464f633bfd52da692c2c9,EXTSEARCH-998a33994334f573f29c4a27,2026-08-05T00:11:03.924873+00:00,success,9477
production_primary,18,,2026-08-05T00:11:19.770121+00:00,8600,external_search_lane_003,690,"""Morton"" ""PA"" ""2014"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study",130,True,,SEARCHCALL-bc9cacd1990e2fa844ee3ab3,EXTSEARCH-85ded3842a14cabf6ef98db3,2026-08-05T00:11:11.594780+00:00,success,9290
production_primary,24,,2026-08-05T00:11:27.512265+00:00,8352,external_search_lane_003,916,"""Muhlenberg"" ""PA"" ""2015"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study",126,True,,SEARCHCALL-abf2424ef1c0c0aeb6346113,EXTSEARCH-32148e96e33eebba1e927c9a,2026-08-05T00:11:19.923814+00:00,success,9268
production_primary,24,,2026-08-05T00:11:37.883733+00:00,8834,external_search_lane_003,1148,"""Muncy"" ""PA"" ""2020"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study",132,True,,SEARCHCALL-1cd54256fc006466c7d479fd,EXTSEARCH-d6fc6e90cd5077970cb27b37,2026-08-05T00:11:27.664418+00:00,success,9982
production_primary,25,,2026-08-05T00:11:46.806593+00:00,8862,external_search_lane_003,706,"""North Sewickley"" ""PA"" ""2026"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study",125,True,,SEARCHCALL-3b368929ce1432b33fb97509,EXTSEARCH-5305a0a75046521006422b7b,2026-08-05T00:11:38.035206+00:00,success,9568
production_primary,21,,2026-08-05T00:11:56.933039+00:00,8758,external_search_lane_003,1263,"""Pulaski"" ""PA"" ""2025"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study",148,True,,SEARCHCALL-d9528320cebe118adcf843a4,EXTSEARCH-01101f1d1ff3c757cf3f35df,2026-08-05T00:11:46.958410+00:00,success,10021
production_primary,24,,2026-08-05T00:12:04.933024+00:00,8599,external_search_lane_003,1050,"""Richland"" ""PA"" ""2024"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study",125,True,,SEARCHCALL-b875bca279e37a9f1779679b,EXTSEARCH-74bb98bee223829974b39060,2026-08-05T00:11:57.084810+00:00,success,9649
production_primary,26,,2026-08-05T00:12:12.028534+00:00,8799,external_search_lane_003,884,"""Rockefeller"" ""PA"" ""2025"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study",132,True,,SEARCHCALL-a62aac7ea82ef1179b771019,EXTSEARCH-f154f40cb0414fbb4236f95a,2026-08-05T00:12:05.084239+00:00,success,9683
production_primary,18,,2026-08-05T00:12:18.670852+00:00,8818,external_search_lane_003,828,"""Rye"" ""PA"" ""2020"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study",138,True,,SEARCHCALL-9e19ec78946647986e844282,EXTSEARCH-38b1bec3f5ebf5aaaa29f3ac,2026-08-05T00:12:12.180248+00:00,success,9646
production_primary,25,,2026-08-05T00:12:26.950393+00:00,8720,external_search_lane_003,1032,"""Schuylkill"" ""PA"" ""2024"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study",135,True,,SEARCHCALL-d3aaf45328bcd7d85a37781e,EXTSEARCH-b4f725b5719203e28782e898,2026-08-05T00:12:18.820084+00:00,success,9752
production_primary,23,,2026-08-05T00:12:35.220600+00:00,8738,external_search_lane_003,976,"""Shippingport"" ""PA"" ""2023"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study",114,True,,SEARCHCALL-e0c5dfbb6384d00fed5a00ed,EXTSEARCH-f947e8954d1df006d6a1c8ba,2026-08-05T00:12:27.100423+00:00,success,9714
production_primary,28,,2026-08-05T00:12:44.294660+00:00,8656,external_search_lane_003,1103,"""South Newton"" ""PA"" ""2018"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study",133,True,,SEARCHCALL-f67d7a723a4ab804479e1876,EXTSEARCH-b5b8664fd188aec52e5030f3,2026-08-05T00:12:35.354768+00:00,success,9759
production_primary,25,,2026-08-05T00:12:52.549919+00:00,8835,external_search_lane_003,907,"""Sugarcreek"" ""PA"" ""2024"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study",133,True,,SEARCHCALL-42069824419b3d833e58ccf2,EXTSEARCH-150b4ea8d126822feb72305b,2026-08-05T00:12:44.455016+00:00,success,9742
production_primary,19,,2026-08-05T00:13:01.560492+00:00,8480,external_search_lane_003,787,"""Tunkhannock"" ""PA"" ""2026"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study",128,True,,SEARCHCALL-39cafe81a1f8f859c89cb5dc,EXTSEARCH-739de98f0b9de523594f516b,2026-08-05T00:12:52.711800+00:00,success,9267
production_primary,19,,2026-08-05T00:13:09.845284+00:00,8731,external_search_lane_003,980,"""Washington"" ""PA"" ""2021"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study",129,True,,SEARCHCALL-d413c495ac8f19825c1e5b10,EXTSEARCH-b154199ea660bdbbd1ca4a69,2026-08-05T00:13:01.712155+00:00,success,9711
production_primary,18,,2026-08-05T00:13:17.638277+00:00,8726,external_search_lane_003,976,"""Washington"" ""PA"" ""municipal"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study",132,True,,SEARCHCALL-999128c5bb4e8b5d96981d8b,EXTSEARCH-469b9bb5f7bbe6849420eb22,2026-08-05T00:13:09.996831+00:00,success,9702
production_primary,23,,2026-08-05T00:13:28.788783+00:00,8595,external_search_lane_003,1403,"""Wayne"" ""PA"" ""2024"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study",134,True,,SEARCHCALL-2b8b59806202bd576ff2ea7b,EXTSEARCH-eaa1e486cdcf92e581314c41,2026-08-05T00:13:17.799361+00:00,success,9998
production_primary,20,,2026-08-05T00:13:38.070093+00:00,8578,external_search_lane_003,1195,"""West Deer"" ""PA"" ""2026"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study",119,True,,SEARCHCALL-e13844f21fedb7c76a4e4e84,EXTSEARCH-c34784b3934dd6990b947dfa,2026-08-05T00:13:28.923873+00:00,success,9773
production_primary,16,,2026-08-05T00:13:45.902079+00:00,7793,external_search_lane_003,1003,"""Windber"" ""PA"" ""2023"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study",125,True,,SEARCHCALL-21992e1ac32869f2638a36b1,EXTSEARCH-acfabf03d2925f148873eec6,2026-08-05T00:13:38.220333+00:00,success,8796
production_primary,19,,2026-08-05T00:13:53.474177+00:00,7902,external_search_lane_003,938,"""Cowpens"" ""SC"" ""municipal"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study",116,True,,SEARCHCALL-d31fe3b54c5af1f2d68092f1,EXTSEARCH-ed3875255a7b8d91725bafcf,2026-08-05T00:13:46.059139+00:00,success,8840
production_primary,29,,2026-08-05T00:14:01.724005+00:00,8634,external_search_lane_003,780,"""Centerville"" ""SD"" ""municipal"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study",116,True,,SEARCHCALL-41abd95017a177b2f8d92bee,EXTSEARCH-de1c1e8dca568bf1cb5a3e43,2026-08-05T00:13:53.634038+00:00,success,9414
production_primary,14,,2026-08-05T00:14:07.914198+00:00,8766,external_search_lane_003,723,"""Farmer"" ""SD"" ""2025"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study",128,True,,SEARCHCALL-97c264ec018511ef49afeb77,EXTSEARCH-705bf02043e99158e4721c45,2026-08-05T00:14:01.877812+00:00,success,9489
production_primary,23,,2026-08-05T00:14:17.781615+00:00,8578,external_search_lane_003,1229,"""Kennebec"" ""SD"" ""2020"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study",132,True,,SEARCHCALL-6a10e6738a6c3ceee4ba60fa,EXTSEARCH-c64cc92e83c20ff37ffe1d12,2026-08-05T00:14:08.067253+00:00,success,9807
production_primary,18,,2026-08-05T00:14:24.202722+00:00,8511,external_search_lane_003,718,"""Kennebec"" ""SD"" ""2021"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study",130,True,,SEARCHCALL-959e0bb0756b3e9c56e2e756,EXTSEARCH-28c3d26ccf4bd1e91235837a,2026-08-05T00:14:17.925733+00:00,success,9229
production_primary,17,,2026-08-05T00:14:32.040010+00:00,8702,external_search_lane_003,836,"""Atwood"" ""TN"" ""municipal"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study",122,True,,SEARCHCALL-bf765b3f56139bdf37e3102e,EXTSEARCH-5c5bbd7bbb9e24918b3274df,2026-08-05T00:14:24.353656+00:00,success,9538
production_primary,17,,2026-08-05T00:14:41.925451+00:00,8769,external_search_lane_003,1191,"""Bruceton"" ""TN"" ""municipal"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study",117,True,,SEARCHCALL-c7ab8c33f44607b79006fbba,EXTSEARCH-ab06b1f89790791d054948c0,2026-08-05T00:14:32.194424+00:00,success,9960
production_primary,23,,2026-08-05T00:14:48.157563+00:00,8794,external_search_lane_003,643,"""Charleston"" ""TN"" ""municipal"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study",116,True,,SEARCHCALL-e1da7d4963343d4355f3921e,EXTSEARCH-2c3f33ffcb18cb4643e198d8,2026-08-05T00:14:42.084627+00:00,success,9437
production_primary,22,,2026-08-05T00:14:57.308948+00:00,8695,external_search_lane_003,906,"""Cumberland City"" ""TN"" ""municipal"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study",118,True,,SEARCHCALL-f1a7753ba084d7ae71be70f7,EXTSEARCH-f603f448d62da2d2d386540a,2026-08-05T00:14:48.367253+00:00,success,9601
production_primary,9,,2026-08-05T00:15:04.087940+00:00,8627,external_search_lane_003,762,"""Dandridge"" ""TN"" ""2015"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study",127,True,,SEARCHCALL-8649068796fdccaf5d9d36ab,EXTSEARCH-0f9ead0f81cbb16024fb4686,2026-08-05T00:14:57.448333+00:00,success,9389
production_primary,25,,2026-08-05T00:15:13.162453+00:00,8396,external_search_lane_003,903,"""South Carthage"" ""TN"" ""municipal"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study",116,True,,SEARCHCALL-84cc16703839751536a70780,EXTSEARCH-ffd606e9e667739e44f1ec7d,2026-08-05T00:15:04.221893+00:00,success,9299
production_primary,24,,2026-08-05T00:15:20.678626+00:00,8669,external_search_lane_003,855,"""Blue Mound"" ""TX"" ""2023"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study",116,True,,SEARCHCALL-51f5b8c98370d39b6c989771,EXTSEARCH-287bfb8e528eceb53bc167e9,2026-08-05T00:15:13.292298+00:00,success,9524
production_primary,36,,2026-08-05T00:15:28.100313+00:00,8816,external_search_lane_003,894,"""Borger"" ""TX"" ""2024"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study",106,True,,SEARCHCALL-2c1fefc359cc750bad04a765,EXTSEARCH-4251c9d7def794383ad1e61e,2026-08-05T00:15:20.837011+00:00,success,9710
production_primary,20,,2026-08-05T00:15:37.320483+00:00,8693,external_search_lane_003,1157,"""Fulton"" ""TX"" ""municipal"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study",123,True,,SEARCHCALL-36a2d2b08d26ebea1539d72a,EXTSEARCH-6f74b28cb70f0478a74d77fa,2026-08-05T00:15:28.241077+00:00,success,9850
production_primary,25,,2026-08-05T00:15:44.461198+00:00,8841,external_search_lane_003,883,"""Fulton"" ""TX"" ""municipal"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study",112,True,,SEARCHCALL-3e71cfe612215fdd328d7c7e,EXTSEARCH-465c27bec66e29b7f5f39e4c,2026-08-05T00:15:37.457831+00:00,success,9724
production_primary,28,,2026-08-05T00:15:51.308792+00:00,8829,external_search_lane_003,773,"""Lake Worth"" ""TX"" ""2025"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study",108,True,,SEARCHCALL-e97996c03be69d223a29936e,EXTSEARCH-2806d2157379b8f4bb497241,2026-08-05T00:15:44.626300+00:00,success,9602
production_primary,21,,2026-08-05T00:15:57.706789+00:00,8515,external_search_lane_003,760,"""Montgomery"" ""TX"" ""2022"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study",112,True,,SEARCHCALL-2a07c0ea86ba69f71a6f4701,EXTSEARCH-0082cf89277a6599e7ed6a58,2026-08-05T00:15:51.499794+00:00,success,9275
production_primary,23,,2026-08-05T00:16:03.652750+00:00,8741,external_search_lane_003,691,"""Natalia"" ""TX"" ""2014"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study",120,True,,SEARCHCALL-d2fbcbfd2064a9818f8953a1,EXTSEARCH-edb72a19af2a60803edb7c3a,2026-08-05T00:15:57.867950+00:00,success,9432
production_primary,29,,2026-08-05T00:16:11.357618+00:00,8671,external_search_lane_003,905,"""Navasota"" ""TX"" ""2025"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study",123,True,,SEARCHCALL-6863aa052a403858901867b1,EXTSEARCH-6e73efa9bb90202b67038514,2026-08-05T00:16:03.793314+00:00,success,9576
production_primary,23,,2026-08-05T00:16:17.990824+00:00,8669,external_search_lane_003,785,"""Port Lavaca"" ""TX"" ""2021"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study",138,True,,SEARCHCALL-1693996b5bfecca4672db140,EXTSEARCH-a7128a8226fd683945066fd0,2026-08-05T00:16:11.529790+00:00,success,9454
production_primary,18,,2026-08-05T00:16:25.548871+00:00,8590,external_search_lane_003,859,"""Port Neches"" ""TX"" ""2019"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study",138,True,,SEARCHCALL-69d5b38d32be8449ec3ed1ee,EXTSEARCH-90f5d84a085e3c8749b6d784,2026-08-05T00:16:18.126410+00:00,success,9449
production_primary,22,,2026-08-05T00:16:32.456744+00:00,8651,external_search_lane_003,862,"""Sealy"" ""TX"" ""2020"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study",122,True,,SEARCHCALL-8b2d97a1f0b75cfd7bc01994,EXTSEARCH-45bcacfd9807064aa9a0f338,2026-08-05T00:16:25.705098+00:00,success,9513
production_primary,19,,2026-08-05T00:16:40.545261+00:00,8763,external_search_lane_003,936,"""Wink"" ""TX"" ""2025"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study",130,True,,SEARCHCALL-32046b266b6fc4795e359b2f,EXTSEARCH-a38d5c3651e0b07f128b02ca,2026-08-05T00:16:32.622281+00:00,success,9699
production_primary,17,,2026-08-05T00:16:50.648508+00:00,8727,external_search_lane_003,1322,"""Hideout"" ""UT"" ""2024"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study",137,True,,SEARCHCALL-b192606f2205387c6f911c70,EXTSEARCH-959eef072747bc538a08282a,2026-08-05T00:16:40.709683+00:00,success,10049
production_primary,17,,2026-08-05T00:16:57.083290+00:00,7654,external_search_lane_003,835,"""Corinth"" ""VT"" ""2017"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study",138,True,,SEARCHCALL-51db7b0a3e77bd5ea9f1d30b,EXTSEARCH-eee74778318bd216cbfcf4fd,2026-08-05T00:16:50.812411+00:00,success,8489
production_primary,16,,2026-08-05T00:17:07.289596+00:00,8611,external_search_lane_003,947,"""Fletcher"" ""VT"" ""2021"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study",119,True,,SEARCHCALL-cfe855781cc46bf7775018e6,EXTSEARCH-48c2747917901cd1e359dba6,2026-08-05T00:16:57.243167+00:00,success,9558
production_primary,18,,2026-08-05T00:17:15.701271+00:00,8805,external_search_lane_003,812,"""Westfield"" ""VT"" ""2020"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study",124,True,,SEARCHCALL-a4ae05188a16537b9a002910,EXTSEARCH-d036fe7fa3ff52cfd1c33fea,2026-08-05T00:17:07.456152+00:00,success,9617
production_primary,9,,2026-08-05T00:17:21.582645+00:00,8663,external_search_lane_003,644,"""Elmer City"" ""WA"" ""municipal"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study",124,True,,SEARCHCALL-92c1ff7c2762295e8b6af43f,EXTSEARCH-43f9626a474d311564157fc6,2026-08-05T00:17:15.861718+00:00,success,9307
production_primary,18,,2026-08-05T00:17:29.928620+00:00,8764,external_search_lane_003,882,"""Langley"" ""WA"" ""2025"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study",120,True,,SEARCHCALL-ce0987611ca1a7ef486f3a61,EXTSEARCH-6ea13084a692d1282a7ab816,2026-08-05T00:17:21.726024+00:00,success,9646
production_primary,24,,2026-08-05T00:17:40.232655+00:00,8788,external_search_lane_003,1062,"""Langley"" ""WA"" ""2026"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study",141,True,,SEARCHCALL-6cc1f97a26ed1fd9e1d77f65,EXTSEARCH-628bff676d3d3882e65a718b,2026-08-05T00:17:30.093137+00:00,success,9850
production_primary,23,,2026-08-05T00:17:47.368637+00:00,8557,external_search_lane_003,849,"""Twisp"" ""WA"" ""municipal"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study",114,True,,SEARCHCALL-30448898e216fe4c68617133,EXTSEARCH-4b1aea45a300ee5926df8cd0,2026-08-05T00:17:40.393465+00:00,success,9406
production_primary,31,,2026-08-05T00:17:55.861756+00:00,8741,external_search_lane_003,805,"""Woodway"" ""WA"" ""2024"" payroll salaries earnings overtime budget authorized positions vacancies staffing recruitment retention turnover salary step schedule ordinance resolution pay plan pension health contribution compensation study",124,True,,SEARCHCALL-7242e78d0ebc9c20f4b6449f,EXTSEARCH-3dda15c9facdc760d0cbc812,2026-08-05T00:17:47.531167+00:00,success,9546
