MIME_type,SHA_256,administrative_source_type,analytical_rows_extracted,byte_size,candidate_fanout,canonical_payload_id,canonical_retained_source_ids,canonical_source_fanout,canonical_source_record_ids,claim_fanout,deferred_queue,department_scope,detected_file_type,diagnostic_full_text_persisted,diagnostics_json,duplicate_retained_source_ids,event_fanout,expected_claim_upgrade_tags,extraction_priority,extraction_ready,inspected_at,inspection_runtime_seconds,linked_candidate_ids,linked_claim_ids,linked_mechanism_exposure_event_ids,linked_root_event_ids,linked_search_waves,local_artifact_path,municipality,ocr_performed,original_filename,payload_origin,period,primary_extraction_queue,prior_retained_source_reuse_ids,readiness_lane_id,readiness_lane_sequence,readiness_reason_codes,readiness_result_id,readiness_status,review_priority,secondary_processing_hints,secondary_source_families,side_scope,source_family,source_quality,state,version_relationship_ids,retained_source_ids,duplicate_source_ids,prior_reuse_source_ids,candidate_ids,search_wave_provenance,municipality_names,states,periods,side_scopes,department_scopes,primary_source_family,root_event_ids,mechanism_event_ids,claim_ids,extraction_lane_id,extraction_lane_sequence
application/pdf,ed60ee73291592489e9e3147aa591117535140f33c3584d8ab0d230151f28d3f,payroll_roster,0,477676,1,EXTPAYLOAD-f4aabd7d7b61eab598e1d7fd,EXTSOURCE-f4aabd7d7b61eab598e1d7fd,1,EXTREADYQ-7219a089fc215438bc1d892b,4,,police,pdf,False,"{""diagnostic_text_persisted"":false,""embedded_attachment_names"":0,""empty_text_sampled_pages"":0,""encrypted"":false,""likely_image_only"":false,""page_count"":36,""page_height_max"":792.0,""page_height_min"":792.0,""page_width_max"":612.0,""page_width_min"":612.0,""password_restriction"":false,""pdf_eof_marker_present"":true,""pdf_header"":""%PDF-1.6\r%âãÏÓ\r\n"",""sampled_image_object_count"":1,""sampled_page_count"":5,""sampled_text_characters"":11270,""valid_pdf_signature"":true}",,8,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim,extraction_priority_high,True,2026-08-05T18:59:42.897283+00:00,0.112396,RESCAND-d2d3809aaded34e354a791fb,,MECHEXP-00c21a76281c55291fd32b5b|MECHEXP-0d1300fd98073a201f4d8b9a|MECHEXP-13fc3079b24d6b1adbdbd4b7|MECHEXP-9bf4483b409ad087cfd248cc|MECHEXP-9e34f9232b6d066a093bc756|MECHEXP-a06d004e2490f095e12d9e2f,ROOTCOMP-407337f6b6f10718a8677ca7|ROOTCOMP-d9d67bc51c489e9b66ef5581,external_search_wave_002_exhaustive_residual,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/ed60ee73291592489e9e3147aa591117535140f33c3584d8ab0d230151f28d3f.pdf,Circleville,False,23-MED-10-0873.pdf,current_30_gib_store,2019,parse_text_pdf_extraction_queue,,readiness_lane_002,2885,usable_sampled_text_layer,EXTREADINESS-cd4faa9e2cd778110ad9b153,parse_text_pdf_ready,high,,implementation_confirmation|payroll_and_earnings|tenure_and_progression,police,multi_family_administrative_source,direct_official_administrative_record,OH,,EXTSOURCE-f4aabd7d7b61eab598e1d7fd,,,RESCAND-d2d3809aaded34e354a791fb,external_search_wave_002_exhaustive_residual,Circleville,OH,2019,police,police,multi_family_administrative_source,ROOTCOMP-407337f6b6f10718a8677ca7|ROOTCOMP-d9d67bc51c489e9b66ef5581,MECHEXP-00c21a76281c55291fd32b5b|MECHEXP-0d1300fd98073a201f4d8b9a|MECHEXP-13fc3079b24d6b1adbdbd4b7|MECHEXP-9bf4483b409ad087cfd248cc|MECHEXP-9e34f9232b6d066a093bc756|MECHEXP-a06d004e2490f095e12d9e2f,,extraction_lane_001,2802
application/pdf,b79242de6b7736e8d233e9f1335547ac6b310b6fe56bbfe855c7a4bc8cc24f95,payroll_roster,0,405646,1,EXTPAYLOAD-f4cb7506eeecebff2add8121,EXTSOURCE-f4cb7506eeecebff2add8121,1,EXTREADYQ-f080fd76075b6cb948e48196,5,,all_units,pdf,False,"{""diagnostic_text_persisted"":false,""embedded_attachment_names"":0,""empty_text_sampled_pages"":0,""encrypted"":false,""likely_image_only"":false,""page_count"":10,""page_height_max"":792.0,""page_height_min"":792.0,""page_width_max"":612.0,""page_width_min"":612.0,""password_restriction"":false,""pdf_eof_marker_present"":true,""pdf_header"":""%PDF-1.7\r%âãÏÓ\r\n"",""sampled_image_object_count"":5,""sampled_page_count"":5,""sampled_text_characters"":8916,""valid_pdf_signature"":true}",,8,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis,extraction_priority_high,True,2026-08-05T19:05:39.736662+00:00,0.077792,EXTCAND-012cf09f01b21e844176d572,,MECHEXP-6bf34f4ce3ea93147fe39eca|MECHEXP-7de0aa9d797143b45dcc2b3f|MECHEXP-9ab08e659fb5ac4e45948fb7|MECHEXP-9f1a8386abeb4e40aeb77026|MECHEXP-dad3c5398cd1ef47926eb9b2|MECHEXP-fd53f97d79aedddc75760020|MECHEXP-fe98eb9e39a81349427b320e,ROOTCOMP-b71323d84d46071ada40adea,external_search_wave_001_compacted,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/b79242de6b7736e8d233e9f1335547ac6b310b6fe56bbfe855c7a4bc8cc24f95.pdf,Pequot Lakes,False,3._Consent_1_-_Req_to_Approve_Council_Minutes.pdf,current_30_gib_store,2026,parse_text_pdf_extraction_queue,,readiness_lane_004,2891,usable_sampled_text_layer,EXTREADINESS-ec55905ac6a8112d1f3d9ca7,parse_text_pdf_ready,high,,implementation_confirmation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,all_units,multi_family_administrative_source,direct_official_administrative_record,MN,,EXTSOURCE-f4cb7506eeecebff2add8121,,,EXTCAND-012cf09f01b21e844176d572,external_search_wave_001_compacted,Pequot Lakes,MN,2026,all_units,all_units,multi_family_administrative_source,ROOTCOMP-b71323d84d46071ada40adea,MECHEXP-6bf34f4ce3ea93147fe39eca|MECHEXP-7de0aa9d797143b45dcc2b3f|MECHEXP-9ab08e659fb5ac4e45948fb7|MECHEXP-9f1a8386abeb4e40aeb77026|MECHEXP-dad3c5398cd1ef47926eb9b2|MECHEXP-fd53f97d79aedddc75760020|MECHEXP-fe98eb9e39a81349427b320e,,extraction_lane_001,2803
application/pdf,a86b646b9af1cb949b39f79dbbf45d9b01b138819c824d454e1c9d86bd1dcb4c,payroll_roster,0,1151249,1,EXTPAYLOAD-f4d94e0c132948ba89dada29,EXTSOURCE-f4d94e0c132948ba89dada29,1,EXTREADYQ-b9c02308e477f955d15b6727,5,,unclear,pdf,False,"{""diagnostic_text_persisted"":false,""embedded_attachment_names"":0,""empty_text_sampled_pages"":0,""encrypted"":false,""likely_image_only"":false,""page_count"":70,""page_height_max"":792.0,""page_height_min"":612.0,""page_width_max"":792.0,""page_width_min"":612.0,""password_restriction"":false,""pdf_eof_marker_present"":true,""pdf_header"":""%PDF-1.6\r%âãÏÓ\r\n"",""sampled_image_object_count"":0,""sampled_page_count"":5,""sampled_text_characters"":8584,""valid_pdf_signature"":true}",,6,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_total_compensation_comparison,extraction_priority_high,True,2026-08-05T18:59:43.169168+00:00,0.133844,RESCAND-fed6ff3b604cef64969c1e27,,MECHEXP-019f098118b8490019da530a|MECHEXP-126ea3f6e7122824432781b4|MECHEXP-18e2cda9b0a9a4efb46d8360|MECHEXP-2ed5ae587ef1435e373e5b47|MECHEXP-3bbc2cfff79bcfe16769420d,ROOTCOMP-0a3a1a1ad0a09f995461ee95,external_search_wave_002_exhaustive_residual,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/a86b646b9af1cb949b39f79dbbf45d9b01b138819c824d454e1c9d86bd1dcb4c.pdf,Brule,False,FY2025BIB.pdf,current_30_gib_store,2025,parse_text_pdf_extraction_queue,,readiness_lane_002,2887,usable_sampled_text_layer,EXTREADINESS-85cb38d3fb698f400da92ad7,parse_text_pdf_ready,high,,benefits_and_total_compensation|implementation_confirmation|payroll_and_earnings,unclear,multi_family_administrative_source,direct_official_administrative_record,NE,,EXTSOURCE-f4d94e0c132948ba89dada29,,,RESCAND-fed6ff3b604cef64969c1e27,external_search_wave_002_exhaustive_residual,Brule,NE,2025,unclear,unclear,multi_family_administrative_source,ROOTCOMP-0a3a1a1ad0a09f995461ee95,MECHEXP-019f098118b8490019da530a|MECHEXP-126ea3f6e7122824432781b4|MECHEXP-18e2cda9b0a9a4efb46d8360|MECHEXP-2ed5ae587ef1435e373e5b47|MECHEXP-3bbc2cfff79bcfe16769420d,,extraction_lane_001,2804
application/pdf,8d59bbcc279ed4cb2432291894bef2792e3ac432595ad030881995bbc6e45ec8,payroll_roster,0,337424,1,EXTPAYLOAD-f4e13ae58e335acde1a4e312,RMSRD-20260802-cea51c978272e672379e,1,EXTREADYQ-111991a9c5bd0f45c4792490,6,,police,pdf,False,"{""diagnostic_text_persisted"":false,""embedded_attachment_names"":0,""empty_text_sampled_pages"":0,""encrypted"":false,""likely_image_only"":false,""page_count"":1,""page_height_max"":792.0,""page_height_min"":792.0,""page_width_max"":612.0,""page_width_min"":612.0,""password_restriction"":false,""pdf_eof_marker_present"":true,""pdf_header"":""%PDF-1.6\r%âãÏÓ\r\n"",""sampled_image_object_count"":20,""sampled_page_count"":1,""sampled_text_characters"":1404,""valid_pdf_signature"":true}",,7,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis|upgrades_total_compensation_comparison,extraction_priority_high,True,2026-08-05T19:02:55.435970+00:00,0.059693,EXTCAND-cb56e56585b17747a0963cbb,,MECHEXP-329e7b42e96774a418ceb887|MECHEXP-aae78e98ef9feeb131e9aa76|MECHEXP-b1652ea3f0c9eea92733e129|MECHEXP-eb58bb046a65aad24d8142f3|MECHEXP-ec4d105ce2d067e409f4ed76|MECHEXP-f1a05e018c73515cbd07339e,ROOTCOMP-25b7ca7e81ba641d1dd0f877,external_search_wave_001_compacted,artifacts/local_retained_sources/broad_state_remaining_municipalities_source_review_download_2026-08-02/source_review_lane_001/RMSRD-20260802-cea51c978272e672379e.pdf,Chardon,False,23-MED-04-0377.pdf,canonical_prior_retained_source_reuse,2023,parse_text_pdf_extraction_queue,EXTSRCREV-83197384fe3333aa0b45721a,readiness_lane_003,2896,usable_sampled_text_layer,EXTREADINESS-694a00602616d70f1da738bb,parse_text_pdf_ready,high,,benefits_and_total_compensation|implementation_confirmation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount,police,multi_family_administrative_source,direct_official_administrative_record,OH,,RMSRD-20260802-cea51c978272e672379e,,EXTSRCREV-83197384fe3333aa0b45721a,EXTCAND-cb56e56585b17747a0963cbb,external_search_wave_001_compacted,Chardon,OH,2023,police,police,multi_family_administrative_source,ROOTCOMP-25b7ca7e81ba641d1dd0f877,MECHEXP-329e7b42e96774a418ceb887|MECHEXP-aae78e98ef9feeb131e9aa76|MECHEXP-b1652ea3f0c9eea92733e129|MECHEXP-eb58bb046a65aad24d8142f3|MECHEXP-ec4d105ce2d067e409f4ed76|MECHEXP-f1a05e018c73515cbd07339e,,extraction_lane_001,2805
application/pdf,e55826d702b4e3d048cca757362fc9b6c5d2f9136032f7a6c06e7141b145eb7b,payroll_roster,0,316137,1,EXTPAYLOAD-f50feca86dd93eec3967fca7,EXTSOURCE-f50feca86dd93eec3967fca7,1,EXTREADYQ-cd9f4ef7fe1f07b6deac68e1,4,,non_safety,pdf,False,"{""diagnostic_text_persisted"":false,""embedded_attachment_names"":0,""empty_text_sampled_pages"":0,""encrypted"":false,""likely_image_only"":false,""page_count"":3,""page_height_max"":792.0,""page_height_min"":792.0,""page_width_max"":612.0,""page_width_min"":612.0,""password_restriction"":false,""pdf_eof_marker_present"":true,""pdf_header"":""%PDF-1.6\r%âãÏÓ\r\n"",""sampled_image_object_count"":14,""sampled_page_count"":3,""sampled_text_characters"":3005,""valid_pdf_signature"":true}",,7,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim,extraction_priority_high,True,2026-08-05T18:56:39.595471+00:00,0.050908,RESCAND-9ec64035c8af2a340fb556e3,,MECHEXP-04e8581bea38eb6f3779b165|MECHEXP-25d8591bf6971923375d6319|MECHEXP-4e478258cd41faf171bbb5e5|MECHEXP-61fe228173cf9e3bf4aee3b8|MECHEXP-822d9a2a62c7569633a8335a|MECHEXP-a4330ff86c944bf077bbf632,ROOTCOMP-a4b2a5a79cc116d3d8ec3d23,external_search_wave_002_exhaustive_residual,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/e55826d702b4e3d048cca757362fc9b6c5d2f9136032f7a6c06e7141b145eb7b.pdf,Covert,False,McConnell-and-Olcott-Drain-Notice-of-Drainage-Board-Meeting-02-04-2026-PDF,current_30_gib_store,2026,parse_text_pdf_extraction_queue,,readiness_lane_001,2897,usable_sampled_text_layer,EXTREADINESS-67f3e68c204824d73d14473f,parse_text_pdf_ready,high,,implementation_confirmation,non_safety,payroll_and_earnings,direct_official_administrative_record,MI,,EXTSOURCE-f50feca86dd93eec3967fca7,,,RESCAND-9ec64035c8af2a340fb556e3,external_search_wave_002_exhaustive_residual,Covert,MI,2026,non_safety,non_safety,payroll_and_earnings,ROOTCOMP-a4b2a5a79cc116d3d8ec3d23,MECHEXP-04e8581bea38eb6f3779b165|MECHEXP-25d8591bf6971923375d6319|MECHEXP-4e478258cd41faf171bbb5e5|MECHEXP-61fe228173cf9e3bf4aee3b8|MECHEXP-822d9a2a62c7569633a8335a|MECHEXP-a4330ff86c944bf077bbf632,,extraction_lane_001,2806
application/pdf,1d504248e10df4b4ca17d10aebd24aef8c6e94ea6699be58582525c4533aba97,payroll_roster,0,13265388,1,EXTPAYLOAD-f55679522fc6611b61b5059e,EXTSOURCE-f55679522fc6611b61b5059e,1,EXTREADYQ-39464a39d2530e0dee0c798b,5,,unclear,pdf,False,"{""diagnostic_text_persisted"":false,""embedded_attachment_names"":0,""empty_text_sampled_pages"":2,""encrypted"":false,""likely_image_only"":false,""page_count"":150,""page_height_max"":792.0,""page_height_min"":792.0,""page_width_max"":612.0,""page_width_min"":612.0,""password_restriction"":false,""pdf_eof_marker_present"":true,""pdf_header"":""%PDF-1.4\r%âãÏÓ\r\n"",""sampled_image_object_count"":3,""sampled_page_count"":5,""sampled_text_characters"":940,""valid_pdf_signature"":true}",,6,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_total_compensation_comparison,extraction_priority_high,True,2026-08-05T19:08:41.321257+00:00,0.058024,RESCAND-22930b843cac309c9f0481e0,,MECHEXP-1ddf64e2ada9f837440e0dd0|MECHEXP-346d63e8f111e7c42e23f760|MECHEXP-4a6b2f3051f63f5c84aea488|MECHEXP-ba5599d69561feff2ffbd014|MECHEXP-c2e824896440664e19e88b3c,ROOTCOMP-a1087eef7ddb0a0974afaf7f,external_search_wave_002_exhaustive_residual,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/1d504248e10df4b4ca17d10aebd24aef8c6e94ea6699be58582525c4533aba97.pdf,Bradford,False,2025-annual-town-report.pdf,current_30_gib_store,2021,parse_text_pdf_extraction_queue,,readiness_lane_005,2898,usable_sampled_text_layer,EXTREADINESS-1e74ab57d6735fb46c0d5167,parse_text_pdf_ready,high,,benefits_and_total_compensation|implementation_confirmation|payroll_and_earnings,unclear,multi_family_administrative_source,direct_official_administrative_record,ME,,EXTSOURCE-f55679522fc6611b61b5059e,,,RESCAND-22930b843cac309c9f0481e0,external_search_wave_002_exhaustive_residual,Bradford,ME,2021,unclear,unclear,multi_family_administrative_source,ROOTCOMP-a1087eef7ddb0a0974afaf7f,MECHEXP-1ddf64e2ada9f837440e0dd0|MECHEXP-346d63e8f111e7c42e23f760|MECHEXP-4a6b2f3051f63f5c84aea488|MECHEXP-ba5599d69561feff2ffbd014|MECHEXP-c2e824896440664e19e88b3c,,extraction_lane_001,2807
application/pdf,3f56130ac9c71f02b73d30f00fbfaf635f01a6b08d0ae2f2acfedd4b1001f201,payroll_roster,0,522412,1,EXTPAYLOAD-f5835076bf40723575efb214,EXTSOURCE-f5835076bf40723575efb214,1,EXTREADYQ-a67ae241a2d7ece25359bf58,6,,all_units,pdf,False,"{""diagnostic_text_persisted"":false,""embedded_attachment_names"":0,""empty_text_sampled_pages"":0,""encrypted"":false,""likely_image_only"":false,""page_count"":11,""page_height_max"":792.0,""page_height_min"":792.0,""page_width_max"":612.0,""page_width_min"":612.0,""password_restriction"":false,""pdf_eof_marker_present"":true,""pdf_header"":""%PDF-1.6\r%âãÏÓ\r\n"",""sampled_image_object_count"":1,""sampled_page_count"":5,""sampled_text_characters"":10882,""valid_pdf_signature"":true}",,6,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis|upgrades_total_compensation_comparison,extraction_priority_high,True,2026-08-05T18:59:43.656940+00:00,0.205664,EXTCAND-f3eaa58b3c913cc5d2cef384,,MECHEXP-2110f67d41cac2eff1180c76|MECHEXP-459d5814892e9f222e9de374|MECHEXP-7bca0bdaeeab2da1545cdf86|MECHEXP-826a658ca24d03568f9e3504|MECHEXP-c2a25107acba56dd4782b1cf,ROOTCOMP-15677a84b9cd334c105308ef,external_search_wave_001_compacted,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/3f56130ac9c71f02b73d30f00fbfaf635f01a6b08d0ae2f2acfedd4b1001f201.pdf,Brooklyn,False,at-place-memo-5.5.2023_signed.pdf,current_30_gib_store,2022,parse_text_pdf_extraction_queue,,readiness_lane_002,2890,usable_sampled_text_layer,EXTREADINESS-98a63b305729ac282e312ab8,parse_text_pdf_ready,high,,benefits_and_total_compensation|implementation_confirmation|payroll_and_earnings|staffing_and_headcount,all_units,multi_family_administrative_source,direct_official_administrative_record,MI,,EXTSOURCE-f5835076bf40723575efb214,,,EXTCAND-f3eaa58b3c913cc5d2cef384,external_search_wave_001_compacted,Brooklyn,MI,2022,all_units,all_units,multi_family_administrative_source,ROOTCOMP-15677a84b9cd334c105308ef,MECHEXP-2110f67d41cac2eff1180c76|MECHEXP-459d5814892e9f222e9de374|MECHEXP-7bca0bdaeeab2da1545cdf86|MECHEXP-826a658ca24d03568f9e3504|MECHEXP-c2a25107acba56dd4782b1cf,,extraction_lane_001,2808
application/pdf,f50e9a5b811d3e6987015e83efde259218852b75bbf502b70bd9b90784889be5,payroll_roster,0,142481,1,EXTPAYLOAD-f59d96883bb212ad6510180b,EXTSOURCE-f59d96883bb212ad6510180b,1,EXTREADYQ-c5238cd50927ed30ca26e70e,6,,side_independent,pdf,False,"{""diagnostic_text_persisted"":false,""embedded_attachment_names"":0,""empty_text_sampled_pages"":0,""encrypted"":false,""likely_image_only"":false,""page_count"":5,""page_height_max"":792.0,""page_height_min"":792.0,""page_width_max"":612.0,""page_width_min"":612.0,""password_restriction"":false,""pdf_eof_marker_present"":true,""pdf_header"":""%PDF-1.6\r%âãÏÓ\r\n"",""sampled_image_object_count"":0,""sampled_page_count"":5,""sampled_text_characters"":7517,""valid_pdf_signature"":true}",,5,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis|upgrades_total_compensation_comparison,extraction_priority_high,True,2026-08-05T19:08:41.408892+00:00,0.081286,EXTCAND-cc04dbaa800d954efa9c4e31,,MECHEXP-29e58f4b1a2cd03350967305|MECHEXP-403f3b4d001fd2723e80a179|MECHEXP-4a6125579b31cf06e8e9f876|MECHEXP-7524765de5cd325810c08ba4,ROOTCOMP-d36019a4d161efd9bdbbdf49,external_search_wave_001_compacted,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/f50e9a5b811d3e6987015e83efde259218852b75bbf502b70bd9b90784889be5.pdf,Clarendon,False,proposed-revenue-enhancements-budget-reductions-for-fy-2026.pdf,current_30_gib_store,2026,parse_text_pdf_extraction_queue,,readiness_lane_005,2900,usable_sampled_text_layer,EXTREADINESS-cd55535752d52b66008265da,parse_text_pdf_ready,high,,benefits_and_total_compensation|implementation_confirmation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount,side_independent,multi_family_administrative_source,direct_official_administrative_record,TX,,EXTSOURCE-f59d96883bb212ad6510180b,,,EXTCAND-cc04dbaa800d954efa9c4e31,external_search_wave_001_compacted,Clarendon,TX,2026,side_independent,side_independent,multi_family_administrative_source,ROOTCOMP-d36019a4d161efd9bdbbdf49,MECHEXP-29e58f4b1a2cd03350967305|MECHEXP-403f3b4d001fd2723e80a179|MECHEXP-4a6125579b31cf06e8e9f876|MECHEXP-7524765de5cd325810c08ba4,,extraction_lane_001,2809
application/pdf,77106dbd099c77776d6feb145ff3f75c60068e26a470787f43510b567eba04e5,payroll_roster,0,41943577,1,EXTPAYLOAD-f5b6c03c9bf8edb65751f882,EXTSOURCE-f5b6c03c9bf8edb65751f882,1,EXTREADYQ-084bedd57ea0f30dadce0fcf,5,,police,pdf,False,"{""diagnostic_text_persisted"":false,""embedded_attachment_names"":0,""empty_text_sampled_pages"":0,""encrypted"":false,""likely_image_only"":false,""page_count"":211,""page_height_max"":792.0,""page_height_min"":792.0,""page_width_max"":612.0,""page_width_min"":612.0,""password_restriction"":false,""pdf_eof_marker_present"":true,""pdf_header"":""%PDF-1.7\n%\n\n"",""sampled_image_object_count"":14,""sampled_page_count"":5,""sampled_text_characters"":9126,""valid_pdf_signature"":true}",,12,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis,extraction_priority_high,True,2026-08-05T18:56:40.043028+00:00,0.099282,RESCAND-40ad29b632af1dc45097f352,,MECHEXP-18ccf2a57ac329e71dd4b21f|MECHEXP-193881fc5a3002c3f8bfb85e|MECHEXP-4a4f2f9244228151bd374e5c|MECHEXP-5d9eb770e2d7f491283fe9b1|MECHEXP-61d1b55ef49134ee435984b9|MECHEXP-6d9188b6a5aa490289542e00|MECHEXP-7005320e9accbfa8b796143f|MECHEXP-a72e6767e478f2f3c0b50322|MECHEXP-b171de9eb51464024a86ed71|MECHEXP-f1075cc7c1936fd9b1dc5eb7,ROOTCOMP-0958449300948a6a0195e4d2|ROOTCOMP-19257741fd93963dcff0bfb8,external_search_wave_002_exhaustive_residual,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/77106dbd099c77776d6feb145ff3f75c60068e26a470787f43510b567eba04e5.pdf,Brewster,False,book-d2af3660.pdf,current_30_gib_store,2026,parse_text_pdf_extraction_queue,,readiness_lane_001,2903,usable_sampled_text_layer,EXTREADINESS-4e528c8af4d91757c7f3f01d,parse_text_pdf_ready,high,,implementation_confirmation|payroll_and_earnings|staffing_and_headcount,police,multi_family_administrative_source,direct_official_administrative_record,OH,,EXTSOURCE-f5b6c03c9bf8edb65751f882,,,RESCAND-40ad29b632af1dc45097f352,external_search_wave_002_exhaustive_residual,Brewster,OH,2026,police,police,multi_family_administrative_source,ROOTCOMP-0958449300948a6a0195e4d2|ROOTCOMP-19257741fd93963dcff0bfb8,MECHEXP-18ccf2a57ac329e71dd4b21f|MECHEXP-193881fc5a3002c3f8bfb85e|MECHEXP-4a4f2f9244228151bd374e5c|MECHEXP-5d9eb770e2d7f491283fe9b1|MECHEXP-61d1b55ef49134ee435984b9|MECHEXP-6d9188b6a5aa490289542e00|MECHEXP-7005320e9accbfa8b796143f|MECHEXP-a72e6767e478f2f3c0b50322|MECHEXP-b171de9eb51464024a86ed71|MECHEXP-f1075cc7c1936fd9b1dc5eb7,,extraction_lane_001,2810
application/pdf,7091df8a6a6885ae1ba70e424a59299b92bb1cd074b8e89b6e6d8675d13d51d4,payroll_roster,0,190687,1,EXTPAYLOAD-f5ed525a305fa9b02a67d92e,EXTSOURCE-f5ed525a305fa9b02a67d92e,1,EXTREADYQ-f01e1c2619b2b28adc264219,6,,police,pdf,False,"{""diagnostic_text_persisted"":false,""embedded_attachment_names"":0,""empty_text_sampled_pages"":0,""encrypted"":false,""likely_image_only"":false,""page_count"":19,""page_height_max"":792.0,""page_height_min"":792.0,""page_width_max"":612.0,""page_width_min"":612.0,""password_restriction"":false,""pdf_eof_marker_present"":true,""pdf_header"":""%PDF-1.7\r\n%µµµµ\r"",""sampled_image_object_count"":0,""sampled_page_count"":5,""sampled_text_characters"":6102,""valid_pdf_signature"":true}",,6,upgrades_growth_analysis|upgrades_implementation_confirmation|upgrades_local_wage_comparison|upgrades_mechanism_claim|upgrades_staffing_hypothesis|upgrades_total_compensation_comparison,extraction_priority_high,True,2026-08-05T19:02:56.063536+00:00,0.03945,EXTCAND-0e3204efbf6fb74b0a7b7e71,,MECHEXP-4b52fceccdb0807ee4fbeeca|MECHEXP-6a6b1e703846abb22e9c891a|MECHEXP-a5adc5853581b5fe18f0f469|MECHEXP-b021bd0c8afd3628aa39aaa8|MECHEXP-e27b5a68cf57ea46573cb861,ROOTCOMP-6dd66077cc20ec28c7304efc,external_search_wave_001_compacted,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/7091df8a6a6885ae1ba70e424a59299b92bb1cd074b8e89b6e6d8675d13d51d4.pdf,South Glens Falls,False,2829,current_30_gib_store,2020,parse_text_pdf_extraction_queue,,readiness_lane_003,2901,usable_sampled_text_layer,EXTREADINESS-cb5c299eafce2f57f545abda,parse_text_pdf_ready,high,,benefits_and_total_compensation|implementation_confirmation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,police,multi_family_administrative_source,direct_official_administrative_record,NY,,EXTSOURCE-f5ed525a305fa9b02a67d92e,,,EXTCAND-0e3204efbf6fb74b0a7b7e71,external_search_wave_001_compacted,South Glens Falls,NY,2020,police,police,multi_family_administrative_source,ROOTCOMP-6dd66077cc20ec28c7304efc,MECHEXP-4b52fceccdb0807ee4fbeeca|MECHEXP-6a6b1e703846abb22e9c891a|MECHEXP-a5adc5853581b5fe18f0f469|MECHEXP-b021bd0c8afd3628aa39aaa8|MECHEXP-e27b5a68cf57ea46573cb861,,extraction_lane_001,2811
