codified_record_id,rating_id,span_id,primary_mechanism_cluster,secondary_mechanism_clusters,mechanism_strength_scores,evidence_quality_score,report_usability_bucket,claim_relevance_bucket,direction_bucket,careful_claim_type,pi_report_priority
B4X2500COD-20260730-fb0a1d65bfa3e10ee840de5b,B4X2500-RATING-20260730-e528c0fd6893d1c6bce68e4b,B4X2500SPAN-20260730-c535534d5b467fe5a88a5d08,timing_implementation,"[""quantitative_base_wage_needs_normalization""]","{""automatic_wage_growth"":0,""bargaining_dispute_resolution"":0,""fiscal_governance_constraints"":0,""market_staffing_pressure"":0,""non_base_compensation"":0,""quantitative_base_wage_needs_normalization"":1,""rank_step_specialization_classification"":0,""safety_non_safety_directional_hints"":0,""timing_implementation"":2,""weak_context_exclusion"":0}",3,downstream_normalization_needed,direct_quantitative_claim_support,neutral_or_general,normalization_needed_quantitative_evidence,normalization_lane
B4X2500COD-20260730-452bd92b06b74c6e9762cd93,B4X2500-RATING-20260730-4806806881b1e30870d80e0b,B4X2500SPAN-20260730-c2fbf5b1f1d6c1cc66a37d27,timing_implementation,"[""quantitative_base_wage_needs_normalization""]","{""automatic_wage_growth"":0,""bargaining_dispute_resolution"":0,""fiscal_governance_constraints"":0,""market_staffing_pressure"":0,""non_base_compensation"":0,""quantitative_base_wage_needs_normalization"":1,""rank_step_specialization_classification"":0,""safety_non_safety_directional_hints"":0,""timing_implementation"":2,""weak_context_exclusion"":0}",3,downstream_normalization_needed,direct_quantitative_claim_support,neutral_or_general,normalization_needed_quantitative_evidence,normalization_lane
B4X2500COD-20260730-1b55ab11c1b57bc0c4aab4c1,B4X2500-RATING-20260730-1e5937db6a609012447e5181,B4X2500SPAN-20260730-a8c2d780b0d40e7a3f33d795,weak_context_exclusion,"[""quantitative_base_wage_needs_normalization""]","{""automatic_wage_growth"":0,""bargaining_dispute_resolution"":0,""fiscal_governance_constraints"":0,""market_staffing_pressure"":0,""non_base_compensation"":0,""quantitative_base_wage_needs_normalization"":1,""rank_step_specialization_classification"":0,""safety_non_safety_directional_hints"":0,""timing_implementation"":0,""weak_context_exclusion"":0}",2,exclude_from_report,weak_or_not_supported,not_applicable,exclusion,exclude
B4X2500COD-20260730-ecd635f64fa81a4cef3db331,B4X2500-RATING-20260730-e9ba925544d8dd20d723e573,B4X2500SPAN-20260730-a0673621c4b498748cc17d8c,weak_context_exclusion,"[""market_staffing_pressure""]","{""automatic_wage_growth"":0,""bargaining_dispute_resolution"":0,""fiscal_governance_constraints"":0,""market_staffing_pressure"":0,""non_base_compensation"":0,""quantitative_base_wage_needs_normalization"":0,""rank_step_specialization_classification"":0,""safety_non_safety_directional_hints"":0,""timing_implementation"":0,""weak_context_exclusion"":0}",2,exclude_from_report,weak_or_not_supported,not_applicable,exclusion,exclude
B4X2500COD-20260730-6400c335108b304811581943,B4X2500-RATING-20260730-e57ab810aa83c55b6e2cfc7f,B4X2500SPAN-20260730-55557979a62ff39170260957,weak_context_exclusion,[],"{""automatic_wage_growth"":0,""bargaining_dispute_resolution"":0,""fiscal_governance_constraints"":0,""market_staffing_pressure"":0,""non_base_compensation"":0,""quantitative_base_wage_needs_normalization"":0,""rank_step_specialization_classification"":0,""safety_non_safety_directional_hints"":0,""timing_implementation"":0,""weak_context_exclusion"":0}",2,exclude_from_report,weak_or_not_supported,not_applicable,exclusion,exclude
B4X2500COD-20260730-67efdc33df437ccfae8a393a,B4X2500-RATING-20260730-aa67a4a7cc401802a1e40377,B4X2500SPAN-20260730-e2c0de20ab7e7c092f8047d2,non_base_compensation,"[""quantitative_base_wage_needs_normalization""]","{""automatic_wage_growth"":0,""bargaining_dispute_resolution"":0,""fiscal_governance_constraints"":0,""market_staffing_pressure"":0,""non_base_compensation"":1,""quantitative_base_wage_needs_normalization"":1,""rank_step_specialization_classification"":0,""safety_non_safety_directional_hints"":0,""timing_implementation"":0,""weak_context_exclusion"":0}",2,pi_report_context_only,mechanism_summary_support,not_applicable,context_only,context
B4X2500COD-20260730-c17a92df8c3620c1c7d953f3,B4X2500-RATING-20260730-ccf7ac78648c7fb5956e541d,B4X2500SPAN-20260730-a7131bd43b5def8ecd40e9ce,weak_context_exclusion,[],"{""automatic_wage_growth"":0,""bargaining_dispute_resolution"":0,""fiscal_governance_constraints"":0,""market_staffing_pressure"":0,""non_base_compensation"":0,""quantitative_base_wage_needs_normalization"":0,""rank_step_specialization_classification"":0,""safety_non_safety_directional_hints"":0,""timing_implementation"":0,""weak_context_exclusion"":0}",2,exclude_from_report,weak_or_not_supported,not_applicable,exclusion,exclude
B4X2500COD-20260730-8dd202457d66719be39bfdbf,B4X2500-RATING-20260730-680869411218735d3d8ccd03,B4X2500SPAN-20260730-73a177b96adf9b94768e9a4c,non_base_compensation,"[""quantitative_base_wage_needs_normalization""]","{""automatic_wage_growth"":0,""bargaining_dispute_resolution"":0,""fiscal_governance_constraints"":0,""market_staffing_pressure"":0,""non_base_compensation"":1,""quantitative_base_wage_needs_normalization"":1,""rank_step_specialization_classification"":0,""safety_non_safety_directional_hints"":0,""timing_implementation"":0,""weak_context_exclusion"":0}",2,pi_report_context_only,mechanism_summary_support,neutral_or_general,context_only,context
B4X2500COD-20260730-fa4eb55f3e806c834de66f5f,B4X2500-RATING-20260730-054f9222f128be79a0485746,B4X2500SPAN-20260730-59ddee6aa75ab53fe13a311a,quantitative_base_wage_needs_normalization,"[""automatic_wage_growth""]","{""automatic_wage_growth"":0,""bargaining_dispute_resolution"":0,""fiscal_governance_constraints"":0,""market_staffing_pressure"":0,""non_base_compensation"":0,""quantitative_base_wage_needs_normalization"":1,""rank_step_specialization_classification"":0,""safety_non_safety_directional_hints"":0,""timing_implementation"":0,""weak_context_exclusion"":0}",2,pi_report_context_only,direct_quantitative_claim_support,not_applicable,context_only,context
B4X2500COD-20260730-1e088862fc786baf46a45fdd,B4X2500-RATING-20260730-0b0c72fdb1325a3a5ca6bc38,B4X2500SPAN-20260730-7cc7fe4157f09d8311448429,non_base_compensation,"[""quantitative_base_wage_needs_normalization""]","{""automatic_wage_growth"":0,""bargaining_dispute_resolution"":0,""fiscal_governance_constraints"":0,""market_staffing_pressure"":0,""non_base_compensation"":1,""quantitative_base_wage_needs_normalization"":1,""rank_step_specialization_classification"":0,""safety_non_safety_directional_hints"":0,""timing_implementation"":0,""weak_context_exclusion"":0}",2,pi_report_context_only,mechanism_summary_support,not_applicable,context_only,context
B4X2500COD-20260730-d2fdbbd2afc61acfdffef999,B4X2500-RATING-20260730-d255967c40bfe3b07e8e8002,B4X2500SPAN-20260730-e679804825a13cb3fd2e67a9,timing_implementation,[],"{""automatic_wage_growth"":0,""bargaining_dispute_resolution"":0,""fiscal_governance_constraints"":0,""market_staffing_pressure"":0,""non_base_compensation"":0,""quantitative_base_wage_needs_normalization"":0,""rank_step_specialization_classification"":0,""safety_non_safety_directional_hints"":0,""timing_implementation"":4,""weak_context_exclusion"":0}",4,pi_report_core_finding_ready,mechanism_summary_support,neutral_or_general,mechanism_strength_summary,core
B4X2500COD-20260730-092b203777fb8d563a283210,B4X2500-RATING-20260730-fbe3b2ef18c7b93cd56e36e1,B4X2500SPAN-20260730-6866e4b59e5af912e9eaff07,weak_context_exclusion,"[""market_staffing_pressure""]","{""automatic_wage_growth"":0,""bargaining_dispute_resolution"":0,""fiscal_governance_constraints"":0,""market_staffing_pressure"":0,""non_base_compensation"":0,""quantitative_base_wage_needs_normalization"":0,""rank_step_specialization_classification"":0,""safety_non_safety_directional_hints"":0,""timing_implementation"":0,""weak_context_exclusion"":0}",2,exclude_from_report,weak_or_not_supported,not_applicable,exclusion,exclude
B4X2500COD-20260730-8b0d64b05688e001e8ea8caa,B4X2500-RATING-20260730-18ced9085df3257a52d76d51,B4X2500SPAN-20260730-a2108cbd8cdeac804c8e9a8c,weak_context_exclusion,"[""market_staffing_pressure""]","{""automatic_wage_growth"":0,""bargaining_dispute_resolution"":0,""fiscal_governance_constraints"":0,""market_staffing_pressure"":0,""non_base_compensation"":0,""quantitative_base_wage_needs_normalization"":0,""rank_step_specialization_classification"":0,""safety_non_safety_directional_hints"":0,""timing_implementation"":0,""weak_context_exclusion"":0}",2,exclude_from_report,weak_or_not_supported,not_applicable,exclusion,exclude
B4X2500COD-20260730-72e41bc5032c67b095aab007,B4X2500-RATING-20260730-6b44a22fb52b1ef844a4c10e,B4X2500SPAN-20260730-243e94130a290558093f5435,weak_context_exclusion,[],"{""automatic_wage_growth"":0,""bargaining_dispute_resolution"":0,""fiscal_governance_constraints"":0,""market_staffing_pressure"":0,""non_base_compensation"":0,""quantitative_base_wage_needs_normalization"":0,""rank_step_specialization_classification"":0,""safety_non_safety_directional_hints"":0,""timing_implementation"":0,""weak_context_exclusion"":0}",2,exclude_from_report,weak_or_not_supported,not_applicable,exclusion,exclude
B4X2500COD-20260730-bd14fa95e18c3c09235e5657,B4X2500-RATING-20260730-4c97b139200d48fd8281f84e,B4X2500SPAN-20260730-a20fa88eec5756b59d423f09,quantitative_base_wage_needs_normalization,"[""automatic_wage_growth""]","{""automatic_wage_growth"":0,""bargaining_dispute_resolution"":0,""fiscal_governance_constraints"":0,""market_staffing_pressure"":0,""non_base_compensation"":0,""quantitative_base_wage_needs_normalization"":1,""rank_step_specialization_classification"":0,""safety_non_safety_directional_hints"":0,""timing_implementation"":0,""weak_context_exclusion"":0}",2,pi_report_context_only,direct_quantitative_claim_support,not_applicable,context_only,context
B4X2500COD-20260730-26157e7b7bb4306c6520bf0c,B4X2500-RATING-20260730-440511f060b9f85fbeaa4460,B4X2500SPAN-20260730-402c6dfb6a2bd4dbe6deb3e2,timing_implementation,"[""quantitative_base_wage_needs_normalization""]","{""automatic_wage_growth"":0,""bargaining_dispute_resolution"":0,""fiscal_governance_constraints"":0,""market_staffing_pressure"":0,""non_base_compensation"":0,""quantitative_base_wage_needs_normalization"":1,""rank_step_specialization_classification"":0,""safety_non_safety_directional_hints"":0,""timing_implementation"":2,""weak_context_exclusion"":0}",3,downstream_normalization_needed,direct_quantitative_claim_support,not_applicable,normalization_needed_quantitative_evidence,normalization_lane
B4X2500COD-20260730-c8ea8fd43662cf51a186ea37,B4X2500-RATING-20260730-424a7794b90f09b77e8a8911,B4X2500SPAN-20260730-6307dd4edd4a758d836e22f0,timing_implementation,"[""quantitative_base_wage_needs_normalization""]","{""automatic_wage_growth"":0,""bargaining_dispute_resolution"":0,""fiscal_governance_constraints"":0,""market_staffing_pressure"":0,""non_base_compensation"":0,""quantitative_base_wage_needs_normalization"":1,""rank_step_specialization_classification"":0,""safety_non_safety_directional_hints"":0,""timing_implementation"":4,""weak_context_exclusion"":0}",4,downstream_normalization_needed,direct_quantitative_claim_support,neutral_or_general,normalization_needed_quantitative_evidence,normalization_lane
B4X2500COD-20260730-f050049baac86a742206b9b9,B4X2500-RATING-20260730-39a8325f69f9e71a2dc995fa,B4X2500SPAN-20260730-3ea17577bf5dbe242d91cbca,timing_implementation,"[""quantitative_base_wage_needs_normalization""]","{""automatic_wage_growth"":0,""bargaining_dispute_resolution"":0,""fiscal_governance_constraints"":0,""market_staffing_pressure"":0,""non_base_compensation"":0,""quantitative_base_wage_needs_normalization"":1,""rank_step_specialization_classification"":0,""safety_non_safety_directional_hints"":0,""timing_implementation"":1,""weak_context_exclusion"":0}",2,pi_report_context_only,direct_quantitative_claim_support,neutral_or_general,context_only,context
B4X2500COD-20260730-a07232a5c07cc7144b5089bc,B4X2500-RATING-20260730-80a7000196b679153d6081f4,B4X2500SPAN-20260730-b39a7f3eccb84f5c804c4ad9,quantitative_base_wage_needs_normalization,"[""automatic_wage_growth""]","{""automatic_wage_growth"":0,""bargaining_dispute_resolution"":0,""fiscal_governance_constraints"":0,""market_staffing_pressure"":0,""non_base_compensation"":0,""quantitative_base_wage_needs_normalization"":1,""rank_step_specialization_classification"":0,""safety_non_safety_directional_hints"":0,""timing_implementation"":0,""weak_context_exclusion"":0}",2,pi_report_context_only,direct_quantitative_claim_support,neutral_or_general,context_only,context
B4X2500COD-20260730-548b056cd982bed47cbd5085,B4X2500-RATING-20260730-64e53e63b915d285403a705a,B4X2500SPAN-20260730-2c94f1bbe1ed7bc2f14f667b,bargaining_dispute_resolution,[],"{""automatic_wage_growth"":0,""bargaining_dispute_resolution"":2,""fiscal_governance_constraints"":0,""market_staffing_pressure"":0,""non_base_compensation"":0,""quantitative_base_wage_needs_normalization"":0,""rank_step_specialization_classification"":0,""safety_non_safety_directional_hints"":0,""timing_implementation"":0,""weak_context_exclusion"":0}",3,pi_report_supporting_example,mechanism_summary_support,not_applicable,supporting_example,supporting
B4X2500COD-20260730-01cc33bad37ab4fab7523891,B4X2500-RATING-20260730-5b828c365aba6cadf5522a61,B4X2500SPAN-20260730-18e0dabab840f7a0ddf97b1f,weak_context_exclusion,"[""market_staffing_pressure""]","{""automatic_wage_growth"":0,""bargaining_dispute_resolution"":0,""fiscal_governance_constraints"":0,""market_staffing_pressure"":0,""non_base_compensation"":0,""quantitative_base_wage_needs_normalization"":0,""rank_step_specialization_classification"":0,""safety_non_safety_directional_hints"":0,""timing_implementation"":0,""weak_context_exclusion"":1}",2,pi_report_context_only,mechanism_summary_support,not_applicable,context_only,context
B4X2500COD-20260730-17736a68ee80e05762383b95,B4X2500-RATING-20260730-0abe5569d7ebaa8ab6cb2fe0,B4X2500SPAN-20260730-d80a32413fa48bd73a2247b3,weak_context_exclusion,"[""quantitative_base_wage_needs_normalization""]","{""automatic_wage_growth"":0,""bargaining_dispute_resolution"":0,""fiscal_governance_constraints"":0,""market_staffing_pressure"":0,""non_base_compensation"":0,""quantitative_base_wage_needs_normalization"":1,""rank_step_specialization_classification"":0,""safety_non_safety_directional_hints"":0,""timing_implementation"":0,""weak_context_exclusion"":0}",2,exclude_from_report,weak_or_not_supported,not_applicable,exclusion,exclude
B4X2500COD-20260730-badbc237715a4131940351de,B4X2500-RATING-20260730-b312e85a10a9ddea3e7febcc,B4X2500SPAN-20260730-1e41e2bd4a2b154114a926b5,bargaining_dispute_resolution,[],"{""automatic_wage_growth"":0,""bargaining_dispute_resolution"":1,""fiscal_governance_constraints"":0,""market_staffing_pressure"":0,""non_base_compensation"":0,""quantitative_base_wage_needs_normalization"":0,""rank_step_specialization_classification"":0,""safety_non_safety_directional_hints"":0,""timing_implementation"":0,""weak_context_exclusion"":0}",2,pi_report_context_only,mechanism_summary_support,not_applicable,context_only,context
B4X2500COD-20260730-f50b124a6e5035d13e45dc8e,B4X2500-RATING-20260730-62771845ac8dd39f16e7575a,B4X2500SPAN-20260730-35763d9c1a802802c3d3c1f5,non_base_compensation,"[""quantitative_base_wage_needs_normalization""]","{""automatic_wage_growth"":0,""bargaining_dispute_resolution"":0,""fiscal_governance_constraints"":0,""market_staffing_pressure"":0,""non_base_compensation"":1,""quantitative_base_wage_needs_normalization"":1,""rank_step_specialization_classification"":0,""safety_non_safety_directional_hints"":0,""timing_implementation"":0,""weak_context_exclusion"":0}",2,pi_report_context_only,mechanism_summary_support,not_applicable,context_only,context
B4X2500COD-20260730-f5171c4e478d654286591466,B4X2500-RATING-20260730-505a83fa16d982dfc76c3c3d,B4X2500SPAN-20260730-b1070b7dc198133fe8e6cebb,non_base_compensation,"[""quantitative_base_wage_needs_normalization"",""timing_implementation""]","{""automatic_wage_growth"":0,""bargaining_dispute_resolution"":0,""fiscal_governance_constraints"":0,""market_staffing_pressure"":0,""non_base_compensation"":1,""quantitative_base_wage_needs_normalization"":1,""rank_step_specialization_classification"":0,""safety_non_safety_directional_hints"":0,""timing_implementation"":0,""weak_context_exclusion"":0}",2,pi_report_context_only,mechanism_summary_support,not_applicable,context_only,context
B4X2500COD-20260730-dfab20e0dbf60dcfa3357b7b,B4X2500-RATING-20260730-1812c294a9f8fe798a350181,B4X2500SPAN-20260730-79a4d783f37a14596aa683fc,weak_context_exclusion,"[""market_staffing_pressure""]","{""automatic_wage_growth"":0,""bargaining_dispute_resolution"":0,""fiscal_governance_constraints"":0,""market_staffing_pressure"":0,""non_base_compensation"":0,""quantitative_base_wage_needs_normalization"":0,""rank_step_specialization_classification"":0,""safety_non_safety_directional_hints"":0,""timing_implementation"":0,""weak_context_exclusion"":0}",2,exclude_from_report,weak_or_not_supported,not_applicable,exclusion,exclude
B4X2500COD-20260730-41616340314d021a22625ebf,B4X2500-RATING-20260730-ffef6ec7ffbc7aea6c0d0156,B4X2500SPAN-20260730-3f9fce34a7e34356306831c1,non_base_compensation,"[""quantitative_base_wage_needs_normalization""]","{""automatic_wage_growth"":0,""bargaining_dispute_resolution"":0,""fiscal_governance_constraints"":0,""market_staffing_pressure"":0,""non_base_compensation"":1,""quantitative_base_wage_needs_normalization"":1,""rank_step_specialization_classification"":0,""safety_non_safety_directional_hints"":0,""timing_implementation"":0,""weak_context_exclusion"":0}",2,pi_report_context_only,mechanism_summary_support,neutral_or_general,context_only,context
B4X2500COD-20260730-37f7063a958614a26ecec3ba,B4X2500-RATING-20260730-82ece8e1fcca645105bc9760,B4X2500SPAN-20260730-b8237b8dfc951926bdcab932,timing_implementation,[],"{""automatic_wage_growth"":0,""bargaining_dispute_resolution"":0,""fiscal_governance_constraints"":0,""market_staffing_pressure"":0,""non_base_compensation"":0,""quantitative_base_wage_needs_normalization"":0,""rank_step_specialization_classification"":0,""safety_non_safety_directional_hints"":0,""timing_implementation"":4,""weak_context_exclusion"":0}",4,pi_report_core_finding_ready,mechanism_summary_support,neutral_or_general,mechanism_strength_summary,core
B4X2500COD-20260730-14d8c4afedd97993d74f5612,B4X2500-RATING-20260730-6bef1353012095a59a76efcc,B4X2500SPAN-20260730-bb6abef10e9b1dd45436f59b,weak_context_exclusion,"[""market_staffing_pressure""]","{""automatic_wage_growth"":0,""bargaining_dispute_resolution"":0,""fiscal_governance_constraints"":0,""market_staffing_pressure"":0,""non_base_compensation"":0,""quantitative_base_wage_needs_normalization"":0,""rank_step_specialization_classification"":0,""safety_non_safety_directional_hints"":0,""timing_implementation"":0,""weak_context_exclusion"":0}",2,exclude_from_report,weak_or_not_supported,not_applicable,exclusion,exclude
B4X2500COD-20260730-7643e2977585bfb72a35d22a,B4X2500-RATING-20260730-c87ff0e2d20c4d9d2ead93e8,B4X2500SPAN-20260730-2a2dc067585e862a546192b3,weak_context_exclusion,"[""quantitative_base_wage_needs_normalization""]","{""automatic_wage_growth"":0,""bargaining_dispute_resolution"":0,""fiscal_governance_constraints"":0,""market_staffing_pressure"":0,""non_base_compensation"":0,""quantitative_base_wage_needs_normalization"":1,""rank_step_specialization_classification"":0,""safety_non_safety_directional_hints"":0,""timing_implementation"":0,""weak_context_exclusion"":0}",2,exclude_from_report,weak_or_not_supported,not_applicable,exclusion,exclude
B4X2500COD-20260730-de25981a90fbd05d72e50873,B4X2500-RATING-20260730-4db9812a0440f754b964c8ac,B4X2500SPAN-20260730-2e48bd570e37ebd3cfa1b6ce,fiscal_governance_constraints,[],"{""automatic_wage_growth"":0,""bargaining_dispute_resolution"":0,""fiscal_governance_constraints"":2,""market_staffing_pressure"":0,""non_base_compensation"":0,""quantitative_base_wage_needs_normalization"":0,""rank_step_specialization_classification"":0,""safety_non_safety_directional_hints"":0,""timing_implementation"":0,""weak_context_exclusion"":0}",3,pi_report_supporting_example,mechanism_summary_support,neutral_or_general,supporting_example,supporting
B4X2500COD-20260730-0c24c0bd6ca019625628764a,B4X2500-RATING-20260730-4846a1be57119e1dc4da03f8,B4X2500SPAN-20260730-19795b6623d8790e1b8b18c3,non_base_compensation,"[""quantitative_base_wage_needs_normalization""]","{""automatic_wage_growth"":0,""bargaining_dispute_resolution"":0,""fiscal_governance_constraints"":0,""market_staffing_pressure"":0,""non_base_compensation"":1,""quantitative_base_wage_needs_normalization"":1,""rank_step_specialization_classification"":0,""safety_non_safety_directional_hints"":0,""timing_implementation"":0,""weak_context_exclusion"":0}",2,pi_report_context_only,directional_hint_only,non_safety_advantage,context_only,context
B4X2500COD-20260730-69bfed9f41afce75ce49bdbc,B4X2500-RATING-20260730-905ff29b52fa87ffd7fb0b3d,B4X2500SPAN-20260730-39537006c3aab04b0f109eaf,bargaining_dispute_resolution,[],"{""automatic_wage_growth"":0,""bargaining_dispute_resolution"":2,""fiscal_governance_constraints"":0,""market_staffing_pressure"":0,""non_base_compensation"":0,""quantitative_base_wage_needs_normalization"":0,""rank_step_specialization_classification"":0,""safety_non_safety_directional_hints"":0,""timing_implementation"":0,""weak_context_exclusion"":0}",3,pi_report_supporting_example,mechanism_summary_support,not_applicable,supporting_example,supporting
B4X2500COD-20260730-482761474d12679136451bef,B4X2500-RATING-20260730-97ba753a064c4be06e3cf520,B4X2500SPAN-20260730-8e05e6ca7970df2e6abdbe73,quantitative_base_wage_needs_normalization,[],"{""automatic_wage_growth"":0,""bargaining_dispute_resolution"":0,""fiscal_governance_constraints"":0,""market_staffing_pressure"":0,""non_base_compensation"":0,""quantitative_base_wage_needs_normalization"":4,""rank_step_specialization_classification"":0,""safety_non_safety_directional_hints"":0,""timing_implementation"":0,""weak_context_exclusion"":0}",4,downstream_normalization_needed,direct_quantitative_claim_support,not_applicable,normalization_needed_quantitative_evidence,normalization_lane
B4X2500COD-20260730-d6407827f6ec8b3c191ced85,B4X2500-RATING-20260730-2f14d1236e84dc2654cc0ef2,B4X2500SPAN-20260730-670432f6c1962d507358b259,non_base_compensation,"[""quantitative_base_wage_needs_normalization""]","{""automatic_wage_growth"":0,""bargaining_dispute_resolution"":0,""fiscal_governance_constraints"":0,""market_staffing_pressure"":0,""non_base_compensation"":1,""quantitative_base_wage_needs_normalization"":1,""rank_step_specialization_classification"":0,""safety_non_safety_directional_hints"":0,""timing_implementation"":0,""weak_context_exclusion"":0}",2,pi_report_context_only,mechanism_summary_support,not_applicable,context_only,context
B4X2500COD-20260730-8212839591f92d4bdf0bbf57,B4X2500-RATING-20260730-98e23c3267be0bb89331911c,B4X2500SPAN-20260730-7dc20b9e68c41401be6139b2,timing_implementation,"[""quantitative_base_wage_needs_normalization""]","{""automatic_wage_growth"":0,""bargaining_dispute_resolution"":0,""fiscal_governance_constraints"":0,""market_staffing_pressure"":0,""non_base_compensation"":0,""quantitative_base_wage_needs_normalization"":1,""rank_step_specialization_classification"":0,""safety_non_safety_directional_hints"":0,""timing_implementation"":4,""weak_context_exclusion"":0}",4,downstream_normalization_needed,direct_quantitative_claim_support,not_applicable,normalization_needed_quantitative_evidence,normalization_lane
B4X2500COD-20260730-d7796aee5b9f09699ee163a7,B4X2500-RATING-20260730-f8aa3eea2c00762281bd7799,B4X2500SPAN-20260730-19e7cfc9aa5845bba5e8dcff,non_base_compensation,"[""quantitative_base_wage_needs_normalization"",""timing_implementation""]","{""automatic_wage_growth"":0,""bargaining_dispute_resolution"":0,""fiscal_governance_constraints"":0,""market_staffing_pressure"":0,""non_base_compensation"":1,""quantitative_base_wage_needs_normalization"":1,""rank_step_specialization_classification"":0,""safety_non_safety_directional_hints"":0,""timing_implementation"":0,""weak_context_exclusion"":0}",2,pi_report_context_only,mechanism_summary_support,not_applicable,context_only,context
B4X2500COD-20260730-a825e6171be64af6908f570d,B4X2500-RATING-20260730-a4e5061e15eac408ebf20192,B4X2500SPAN-20260730-e0bc623199d4f66f78e741e7,non_base_compensation,"[""quantitative_base_wage_needs_normalization"",""timing_implementation""]","{""automatic_wage_growth"":0,""bargaining_dispute_resolution"":0,""fiscal_governance_constraints"":0,""market_staffing_pressure"":0,""non_base_compensation"":2,""quantitative_base_wage_needs_normalization"":1,""rank_step_specialization_classification"":0,""safety_non_safety_directional_hints"":0,""timing_implementation"":0,""weak_context_exclusion"":0}",3,downstream_normalization_needed,mechanism_summary_support,not_applicable,normalization_needed_quantitative_evidence,normalization_lane
B4X2500COD-20260730-ca94d8e245a95bb52efa588c,B4X2500-RATING-20260730-31b7d7f0c3465352d15a49b8,B4X2500SPAN-20260730-1a73679ff9a2aa382fb74f79,weak_context_exclusion,"[""bargaining_dispute_resolution""]","{""automatic_wage_growth"":0,""bargaining_dispute_resolution"":0,""fiscal_governance_constraints"":0,""market_staffing_pressure"":0,""non_base_compensation"":0,""quantitative_base_wage_needs_normalization"":0,""rank_step_specialization_classification"":0,""safety_non_safety_directional_hints"":0,""timing_implementation"":0,""weak_context_exclusion"":0}",2,exclude_from_report,weak_or_not_supported,not_applicable,exclusion,exclude
B4X2500COD-20260730-4b5825bc4668b9041d4778b8,B4X2500-RATING-20260730-a6fcbae3790d215f1c48af20,B4X2500SPAN-20260730-78faaa26c118e84fe8fcd5e1,weak_context_exclusion,[],"{""automatic_wage_growth"":0,""bargaining_dispute_resolution"":0,""fiscal_governance_constraints"":0,""market_staffing_pressure"":0,""non_base_compensation"":0,""quantitative_base_wage_needs_normalization"":0,""rank_step_specialization_classification"":0,""safety_non_safety_directional_hints"":0,""timing_implementation"":0,""weak_context_exclusion"":0}",2,exclude_from_report,weak_or_not_supported,not_applicable,exclusion,exclude
B4X2500COD-20260730-71d1a8b5a9e98a41f9a0d62d,B4X2500-RATING-20260730-ae06d2060e1d820f8bf85e7e,B4X2500SPAN-20260730-16b92347a71f34076247f91c,weak_context_exclusion,[],"{""automatic_wage_growth"":0,""bargaining_dispute_resolution"":0,""fiscal_governance_constraints"":0,""market_staffing_pressure"":0,""non_base_compensation"":0,""quantitative_base_wage_needs_normalization"":0,""rank_step_specialization_classification"":0,""safety_non_safety_directional_hints"":0,""timing_implementation"":0,""weak_context_exclusion"":0}",2,exclude_from_report,weak_or_not_supported,not_applicable,exclusion,exclude
B4X2500COD-20260730-048ffa5a369bb95ffe113a83,B4X2500-RATING-20260730-c9e24077071dfd7dde8ee858,B4X2500SPAN-20260730-f1148232bebc022f563fe9e6,weak_context_exclusion,"[""bargaining_dispute_resolution""]","{""automatic_wage_growth"":0,""bargaining_dispute_resolution"":0,""fiscal_governance_constraints"":0,""market_staffing_pressure"":0,""non_base_compensation"":0,""quantitative_base_wage_needs_normalization"":0,""rank_step_specialization_classification"":0,""safety_non_safety_directional_hints"":0,""timing_implementation"":0,""weak_context_exclusion"":0}",2,exclude_from_report,weak_or_not_supported,not_applicable,exclusion,exclude
B4X2500COD-20260730-d5e4c2ff9533395a8dc27db5,B4X2500-RATING-20260730-053a646d1fd5fc5f6b22e48a,B4X2500SPAN-20260730-c3d1250591f9f6dde1cf9278,bargaining_dispute_resolution,[],"{""automatic_wage_growth"":0,""bargaining_dispute_resolution"":1,""fiscal_governance_constraints"":0,""market_staffing_pressure"":0,""non_base_compensation"":0,""quantitative_base_wage_needs_normalization"":0,""rank_step_specialization_classification"":0,""safety_non_safety_directional_hints"":0,""timing_implementation"":0,""weak_context_exclusion"":0}",2,pi_report_context_only,mechanism_summary_support,not_applicable,context_only,context
B4X2500COD-20260730-c8130dd32641b61018338f4f,B4X2500-RATING-20260730-f33b6d0008c3434c698608b2,B4X2500SPAN-20260730-063408fd64b321d87ff66774,quantitative_base_wage_needs_normalization,[],"{""automatic_wage_growth"":0,""bargaining_dispute_resolution"":0,""fiscal_governance_constraints"":0,""market_staffing_pressure"":0,""non_base_compensation"":0,""quantitative_base_wage_needs_normalization"":4,""rank_step_specialization_classification"":0,""safety_non_safety_directional_hints"":0,""timing_implementation"":0,""weak_context_exclusion"":0}",4,downstream_normalization_needed,direct_quantitative_claim_support,not_applicable,normalization_needed_quantitative_evidence,normalization_lane
