qa_id,stratum,raw_value_preserved,unit_compatible,basis_compatible,period_compatible,side_integrity,formula_reproduces,conflict_excluded,source_independence,growth_identity_compatible,component_nonoverlap,counterexample_valid,no_premature_claiming,mechanical_not_human_gold
NORMQA-abba0645adf6393954f37fa5,total_compensation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-5ec02a7353633cdd838ffdfc,total_compensation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-938b4e6df9b7a1ebbfb9185a,total_compensation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-1f558fbae373079d2d08d137,total_compensation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-e721f46bfb96c9ddb64c64fc,total_compensation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-a891f8beed6956af89bf7feb,total_compensation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-347e69677094670d718316d9,total_compensation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-612cc51db0f6acabdf4aea83,total_compensation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-4c8ba8131661558049463c5c,total_compensation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-c66bccbb7a3f9fd4b7749bb3,total_compensation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-47b3535fbf3bed1240f439b6,total_compensation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-aa4fc7e0e688065ea1403f81,total_compensation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-bf87a97caef1f0538a9195ec,total_compensation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-d6e9b22bfceb5facab8375eb,total_compensation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-fb52ae6a62ccce06a7339d39,total_compensation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-fa318088978380fa207fbdb6,total_compensation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-af37c4ad19af64cee59d2b11,total_compensation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-59ba5eb406aa97e6bab4cb84,total_compensation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-3f70f63ab060548845f1ca2f,total_compensation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-4d4c38c9e2792119fb7a8e12,total_compensation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-e72e2941fd277da1615ab5fc,total_compensation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-0a4005b120bbfa805540f2f3,total_compensation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-5273e62c7a50bfaebc10f839,total_compensation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-4a6955ac456b2e952678a7ac,total_compensation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-9576c4be95af72de3e8daf12,total_compensation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-adee6f086aa6e6bf2d153281,total_compensation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-ea9867c5cf93d79551dae8a1,total_compensation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-9532be433d2b7871ad56f02f,total_compensation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-538bb0b4e0796eb9f28ee516,total_compensation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-1e0bdd4e2305f6333b4d69e1,total_compensation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-f6df39ed1b631628e5abde27,total_compensation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-c80b9f4e0709ba1913ecba8a,total_compensation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-0a995b038c7f41e5b0f73419,total_compensation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-1ea1d7e6c12e30cd64af9dc5,total_compensation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-339ad6e89f5a50334edee0d3,total_compensation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-ce9f3c45f8e2326a2199ef53,total_compensation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-0879bb326e886c506a3060f7,total_compensation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-90f99f74e45fd76f99a6c043,total_compensation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-ac1d2defee0f08272f47de18,total_compensation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-867bd7eaa8e34ad606e30f8f,total_compensation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-e0cc5345d916c504f46a37fc,total_compensation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-18f9e740cef1b5122e5228ee,total_compensation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-a1be0f95e4cb3108f3c67071,total_compensation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-7392b53b675585e2c3b53d00,total_compensation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-78a77096b0e88fc528541559,total_compensation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-573d251c9a9cf29b7073873a,total_compensation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-f3e2da91757a38e058917c44,total_compensation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-ddbde36ad45a9c761da70742,total_compensation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-9977b153c84ccdf2692d9b3b,total_compensation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-be48b8430cbf8b9351102a02,total_compensation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-65061167b796adf641a04aa2,total_compensation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-5047de12db05aff767a3aae2,total_compensation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-f9fb6db8c282f48f0549c824,total_compensation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-6b88ad452b42dcaae5f1cd00,total_compensation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-5eb1a03d39d84582b0b4293f,total_compensation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-fb675871b893c4efb029384e,total_compensation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-a5982dfb0c206e1082be3cc4,total_compensation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-4427959ece95c305943575da,total_compensation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-4ed0ad397bd55bca4817a19f,total_compensation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-b2a98f878eda8d5f2a81b7a5,total_compensation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-925722d62ae1b30a5e0800e3,total_compensation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-e32b4ec57db8c0502bc8f3ac,total_compensation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-3f1d1e9197353748440bc544,total_compensation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-7eeaf6c812fb6dcc95f6a142,total_compensation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-c97d262cb6f404a6f6f49d75,total_compensation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-c9e5c5a3541f69be04951ce7,total_compensation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-556bba90cfb498becd2f581d,total_compensation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-f91294ebd2e3eb1ac8ed0f04,total_compensation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-af9fd54bd684fb997f44138b,total_compensation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-25a6df02d66ae584371e6b8f,total_compensation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-30a59e3dda11803fcbbe0e49,total_compensation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-1252088e36e4479a1741ef5f,total_compensation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-3e99e7d02d64b2f7b3b0989e,total_compensation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-80d93a5f05f6a8c99b488379,total_compensation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-0023797595d2d3eaf97f0757,total_compensation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-ea762e85c4736d414bfc1772,total_compensation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-479214b0e7384dc9cc1c9aa5,total_compensation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-3ec0f90bde436a90ec2660f4,total_compensation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-96cf0ca61c8a6bff8b05985c,total_compensation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-343ab85f00648856291eda96,total_compensation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-1b365af8def554c3acfea229,total_compensation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-f4370dcdc70ddacaac9c9f6b,total_compensation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-c227b20b2c52a6b716aa50da,total_compensation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-41c26723864561555f40262c,total_compensation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-159e601ab030c964d17de51b,total_compensation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-8ea8587079d213ac3e77b613,total_compensation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-12daa1eff2e309ef753c4dc4,total_compensation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-82005d0379d0f46b984f9c79,total_compensation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-bc66fc63da3709d02befd62d,total_compensation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-1af5c0a40c2a68dd7bb0b663,total_compensation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-03de00a9bcf4264339b3e2cd,total_compensation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-30a51ad559178dd4f995bce1,total_compensation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-bea2bd44d7fe0b49edef92d8,total_compensation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-fd4d867cf07dea3b7c815e80,total_compensation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-e9de7f225525b38156b51bc9,total_compensation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-ba0303aa3bd78f45f8866968,implementation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-33fe32f141bba8aef041f617,implementation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-33a6ed3fd859cd465777d8db,implementation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-9cfd8298f5daf0dd81673ddd,implementation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-641c36b36253fd2dee74b547,implementation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-e69808bf7f7780154502a01d,implementation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-d5f7392e3fbbadfdc5813850,implementation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-38bda4426a7b373255a1a1cc,implementation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-ae1d93e5d55b602ef33af5e9,implementation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-d6a7a9981bbdf5e03acf57cd,implementation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-c745fb4d5d9142e0480a8c69,implementation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-7270a33a4686382819d3c587,implementation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-06d6a3285dc1651b29a6e28e,implementation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-e868cf5eeef7cefc369e2c3c,implementation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-7b3bf2c64a9339ec03fbffe6,implementation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-17739d49fa2eb88a652e83e7,implementation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-b903349afc26a68b929ff777,implementation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-2f90eae8ae522db1db89fdec,implementation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-dbe28c635d1ba1686746d68e,implementation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-1dccfed2f370a8b67cbaa225,implementation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-dc6e90316960e24cefcc7f0b,implementation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-f1329b58c31ca21b636bcff3,implementation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-3018187e7250945806fb6b17,implementation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-5a11ac6fae28f6956adbe404,implementation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-be0d93617d073691e05dd923,implementation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-79a43fb917a6aca5744077d6,implementation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-c13fa9213af9ffd530a409b8,implementation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-ddfd17800e1c817411750aad,implementation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-b0ac3ae88c806c7a3d99c527,implementation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-ef3781932655bf0256751f8c,implementation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-969f7df46e83304e74ddc390,implementation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-b63a905784cc4c6c29dee430,implementation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-2ebc52772b33698742e4d24f,implementation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-20fd030d6da4d5890960fda8,implementation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-6b3d20dcef0826d9a8bc43f7,implementation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-d4632da202a5e1909c7e8991,implementation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-136a6f8f621661abc683eede,implementation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-afc09197e1945c89a006b6fb,implementation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-665403ceaa6601c937d6716c,implementation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-e1dae44cdb32c1bf74f010dc,implementation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-f9c1fac6b4c5c493b220f0d7,implementation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-2b867d3b88cce1876be043a5,implementation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-f295808674a6f6c45a8e058e,implementation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-4798e2f7085765c13171c34c,implementation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-795f948333ca3a8eea523438,implementation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-74bbec44c11c2fb415cb1bd4,implementation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-e8341bba293130f7cdbadaf7,implementation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-bea04c0d22bd24aab653f5b2,implementation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-60799004cc471183cc627787,implementation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-6d323d299e78eb3de4f8413f,implementation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-9775a6abfc45668966462143,implementation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-f6029df972675bba747a9f47,implementation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-2eb376f4d902a7c2787b49dd,implementation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-5f16ba492a3f35c14a8c75e9,implementation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-3f9bb396889d15a69d30a8df,implementation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-f5d6d07cd98f0314d0abc2ee,implementation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-b4d6f125dcb9a483869e2885,implementation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-edbcbf2b712fc7d856c39a48,implementation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-9b7d626c16026c7eacf8d0b8,implementation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-43180aba534ac66303c55236,implementation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-f7bf1bace57409febd8ce28e,implementation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-13e3fd388a2976e16df65332,implementation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-a73b3827eef1c8b23d1d0cea,implementation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-7d8e90d1fc0db0d5bd7ead1c,implementation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-147c3bd8dface84564f6e801,implementation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-b964fed075480e7b00620cb8,implementation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-aba6c4452da0c001b732325e,implementation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-548333865da629d8fd18af4c,implementation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-4b542e4c4e2376cec00ed1a0,implementation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-64e1c944ddbe19a8cbb28fd8,implementation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-53ceba9f0d0fcdfca7a77991,implementation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-a49aa4f42630595fb8f018af,implementation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-28db7e41d4b3777a4ac2401d,implementation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-a2bc6e35b3adcdc1aec9dc70,implementation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-3716f731f1a3011a368187ad,implementation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-d3ade174182d041ebe9b6236,implementation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-6d57c6dbf2109e7a6309bbdf,implementation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-69fcd8c6c567888224e963a9,implementation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-39a029a08ec9d70f9c3a9144,implementation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-7aefe5a99094022b83cac305,implementation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-93b89ab1b7f442167e550eee,implementation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-1933a15f357d202d6a0e1798,implementation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-c439e7ed9c72f34d171e770d,implementation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-68242163e40fdedf147fb3bb,implementation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-ce9bf3a5bc65a2b65f87cb36,implementation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-5a8be5f84cfc08e0e341b34b,implementation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-31634de36edfeb9e0daa20f3,implementation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-73c919ce3a302e23fea9ec53,implementation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-6f345455b2d1296fd56507ef,implementation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-6fcf2e6d133d3d9961a04913,implementation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-1fe2625d16828a75a06518f8,implementation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-1ab41f707e30d9579ddef98a,implementation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-a44188e5b0a31ee11808d669,implementation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-5f7978c3bc00eee990453e7d,implementation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-d0b48d22d48faf83d0b07e47,implementation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-e22769556145b35bb69d00d4,implementation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-0479cae28cd15e007c716578,implementation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-c99c04d49aa9c36a12e15dfc,implementation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-716401ffabefdaf7578e0b26,implementation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-8b0453b3a9b7da8213741c1a,implementation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-59b2d6f66d2d9b5b7215a757,implementation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-b901b73b200f9d5271d2db69,implementation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-df6fe0e9ae212bda2ceff8a3,implementation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-61fd426485544156e35a6fa7,implementation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-2c464856494f7619cf99fa14,implementation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-6a89bed2227e66914060dad8,implementation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-99144f6d07e0fdf945251c74,implementation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-27a89bc29316e796ba6163f0,implementation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-5d44990b3e8f04a9fd05e378,implementation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-86bb4ad38b9895f91c1dd9b8,implementation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-f43acfc63f98bcd83725ebe7,implementation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-3b20142521a8eb0c30f8577e,implementation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-b1921bb82d36f4ffa514cdd2,implementation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-42615f1557b6c902cb3690fd,implementation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-fced870cb0aefa350e1c2afe,implementation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-7634eb228d424e0a639760b4,implementation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-47f96a4bca2b4bdefc1f835d,implementation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-52cb2a4533f2558c97571b37,implementation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-25df832eb04358bb2db10d17,implementation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-aaf9a1d3ff3373e83bef6c27,implementation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-457a49925993c15a49627e24,implementation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-99a48ae7b3bc17a7ea517711,implementation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-a02cf23727ef6f0a06a62962,implementation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-37cc370d44ef5a88a78ce2cb,implementation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-839de9ddfccf5d5a3c02542e,implementation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-97d67558e7e7daeeca60d183,implementation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-eca396262c9fd5d81480c2ed,implementation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-b5acc6e1387d68d4668d8693,implementation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-20928da00141834cf3395372,implementation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-3a214549293a08a46888e05f,implementation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-0bea215570455ca14d2a1f16,implementation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-f3fc011eb9b041bfad676468,implementation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-b6769505d1799f49658b67bd,implementation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-b28daf2b251634ef44376b47,implementation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-d2988288b516ec2df9cf1ae2,implementation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-4707ddbc169991127309fcc3,implementation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-6f967539bf3def8806920a90,implementation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-4d2a3b2a127380d68a619c1f,implementation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-f4061dc3c87d8aff6bf0ea1e,implementation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-7aac49fbb668f66e7f7ffca3,implementation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-8ec638377c35d09e29b45523,implementation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-e5838d8e57c20de0324b05bb,implementation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-83d48da485106992085da5b8,implementation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-9eb6ae6961b560c1e72f52b1,implementation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-0869b632660738dae9c85525,implementation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-09ec002e7bedf74017d25f8f,implementation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-794ff59a0f87d49959100f9c,implementation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-ee833a98da34a8f2b0a6dc9e,implementation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-7c4fc0e4c4ed1b73acd1005e,implementation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-8765d41c515c283eb5b4c118,implementation,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-489b74b6c367ae77876c6454,mechanism,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-5d4eaac7f49ca076ce254a5b,mechanism,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-8589323f27f8086decffb34b,mechanism,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-88e73e91f2c20d4c23edb76b,mechanism,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-a1780d4c1bcc7602f22fef10,mechanism,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-c537f5ada540c5b59797be2d,mechanism,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-2de1ac809f0a9f528da570f3,mechanism,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-89783c103e7e6b47b100bd93,mechanism,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-86a2258b64f8b236c71f152d,mechanism,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-ceb8780e75f40bf8681fef8f,mechanism,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-1f9863f04ffdeaeacb550bf6,mechanism,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-524b9f348e78e0ca40401505,mechanism,True,True,True,True,True,True,True,True,True,True,True,True,True
NORMQA-94e0031ebaa2925e33c39ffb,mechanism,True,True,True,True,True,True,True,True,True,True,True,True,True
