adjudication_performed,ambiguity_flags,canonical_external_ingestion_id,claim_linkage_status_after,compensation_basis_after,conflict_flags,conflict_reconciliation_status,department_after,expected_consequence_if_rejected,expected_consequence_if_upheld,external_administrative_observation_id,linked_claim_ids,municipality_after,pay_basis_after,period_after,proposed_analytical_role,reason_for_cross_examination,recommended_review_type,reconciled_external_observation_id,side_after,source_SHA_256,source_character_end,source_character_start,source_excerpt_or_table_row,source_page,source_row,source_table_id,normalization_match_id,formula_ids,math_compatibility_status,claim_adjudicated
False,,EXTINGEST-f33d28162c38375b8cad1fbe,event_linked_claim_pending,staffing_or_non_compensation,,not_applicable,unclear,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-4b4008160e540b14f697851d,,cog_2025_168447,staffing_count,2026,staffing_hypothesis_candidate,staffing_or_vacancy_claim_relevance,direct manual source review,EXTRECON-bf835ee579beb15a380094e4,unclear,82eccf074820570630ed5e2ef87ab9774851d9233a7b86937f1e906cbe78dc39,170515,170511,97.1,90,,,,,retained_not_promoted_to_math,False
False,,EXTINGEST-7328f4dddcc2f47c932904c9,event_linked_claim_pending,staffing_or_non_compensation,,not_applicable,unclear,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-cec0e298c0c7273e2889d087,,cog_2025_207913,staffing_count,2021,staffing_hypothesis_candidate,staffing_or_vacancy_claim_relevance,direct manual source review,EXTRECON-9db5185b9c8266397d8b058f,unclear,e4ca20be8cdfcbb4c5234439e3cbdeea650f86478515aadc478de9a3dd46efff,13549,13547,35,5,,,,,retained_not_promoted_to_math,False
False,,EXTINGEST-4a859edba79c2e7875444f6b,event_linked_claim_pending,not_applicable,,not_applicable,unclear,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-5038ac635feb82d1af7c8bac,,cog_2025_167322,not_applicable,2026,implementation_confirmation_candidate,lifecycle_sequence_relevance,direct manual source review,EXTRECON-ff82c1e350a69dd3da9c854b,unclear,087945333113282dcacaefdfb1fbe49b1c079141391aa101a8464e205ce37071,32495,32494,1,6,,,,,retained_not_promoted_to_math,False
False,,EXTINGEST-ea3f2ab5c5b38272c5f62c8c,exact_claim_id_link,unclear,,not_applicable,unclear,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-d00f49de3a91c62b9e56bd48,MECH-03,cog_2025_191225,unclear,2023,local_comparison_candidate,exact_claim_id_linked_direct_observation,direct manual source review,EXTRECON-2eecdc9e4023e88a1912431d,unclear,360da46404c79e970a2904f7e9176f1943c3aa82d44494ccba1dd5ee7a0c3e4f,202896,202891,"1,182",94,,,,,retained_not_promoted_to_math,False
False,,EXTINGEST-086f16f2d4bf64b9a4bd4370,event_linked_claim_pending,staffing_or_non_compensation,,not_applicable,not_applicable,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-78ee3610ff877023e81ec573,,cog_2025_191225,contextual_value,2023,contextual_only,headline_or_local_comparison_candidate,direct manual source review,EXTRECON-22a03cf96d54e48abce6f9e1,side_independent,360da46404c79e970a2904f7e9176f1943c3aa82d44494ccba1dd5ee7a0c3e4f,305043,305042,0,151,,,,,retained_not_promoted_to_math,False
False,,EXTINGEST-f3b9fcec5f778020cef8f71d,event_linked_claim_pending,staffing_or_non_compensation,,not_applicable,unclear,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-2f5e035b25211c8b07134369,,cog_2025_160809,staffing_count,undated-source-B4X2500LIVE-20260729-009821,staffing_hypothesis_candidate,staffing_or_vacancy_claim_relevance,direct manual source review,EXTRECON-a85447842837b6ec5f9f3bfb,unclear,7afc99bcf6b464694aefa40758ec11cc99739ab4cad66474e99fe66715f6b4ef,262138,262137,3,41,,,,,retained_not_promoted_to_math,False
False,,EXTINGEST-3f7acc26ff6daafa3aa12a32,event_linked_claim_pending,staffing_or_non_compensation,,not_applicable,unclear,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-4e749d76ad0f6cc104d992ac,,cog_2025_160809,staffing_count,undated-source-B4X2500LIVE-20260729-009821,staffing_hypothesis_candidate,staffing_or_vacancy_claim_relevance,direct manual source review,EXTRECON-c088145554c5fb9d9593012d,unclear,7afc99bcf6b464694aefa40758ec11cc99739ab4cad66474e99fe66715f6b4ef,1449096,1449095,1,225,,,,,retained_not_promoted_to_math,False
False,,EXTINGEST-e7ed9a788d517bfa7c54b744,event_linked_claim_pending,staffing_or_non_compensation,,not_applicable,not_applicable,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-13a9b010bb3cb826fdca2f23,,cog_2025_160809,contextual_value,undated-source-B4X2500LIVE-20260729-009821,contextual_only,headline_or_local_comparison_candidate,direct manual source review,EXTRECON-ce539082eef392edccf0b859,side_independent,7afc99bcf6b464694aefa40758ec11cc99739ab4cad66474e99fe66715f6b4ef,1653634,1653633,2,257,,,,,retained_not_promoted_to_math,False
False,,EXTINGEST-da68309617a34d18214d4baa,event_linked_claim_pending,staffing_or_non_compensation,,not_applicable,unclear,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-b2ddfece81ff26fb37f1c4fb,,cog_2025_160809,staffing_count,undated-source-B4X2500LIVE-20260729-009821,staffing_hypothesis_candidate,staffing_or_vacancy_claim_relevance,direct manual source review,EXTRECON-569f0f523464aabe4a6482b7,unclear,7afc99bcf6b464694aefa40758ec11cc99739ab4cad66474e99fe66715f6b4ef,1804800,1804799,6,280,,,,,retained_not_promoted_to_math,False
False,,EXTINGEST-51f93e2bb3ab56d9e93386f3,event_linked_claim_pending,staffing_or_non_compensation,,not_applicable,unclear,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-8a3f7611757401db64ccdc70,,cog_2025_160809,staffing_count,undated-source-B4X2500LIVE-20260729-009821,staffing_hypothesis_candidate,staffing_or_vacancy_claim_relevance,direct manual source review,EXTRECON-adb101a957a6e1e25d753cc8,unclear,7afc99bcf6b464694aefa40758ec11cc99739ab4cad66474e99fe66715f6b4ef,2328242,2328241,3,361,,,,,retained_not_promoted_to_math,False
False,,EXTINGEST-409ff4954971e14d0c46d17d,event_linked_claim_pending,staffing_or_non_compensation,,not_applicable,unclear,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-527c7ccf1ad8a4be5411c467,,cog_2025_160809,staffing_count,undated-source-B4X2500LIVE-20260729-009821,staffing_hypothesis_candidate,staffing_or_vacancy_claim_relevance,direct manual source review,EXTRECON-1daddd99a50b2480572ead15,unclear,7afc99bcf6b464694aefa40758ec11cc99739ab4cad66474e99fe66715f6b4ef,2439285,2439284,3,378,,,,,retained_not_promoted_to_math,False
False,,EXTINGEST-5e20e44855f79eef6eb11bc2,event_linked_claim_pending,staffing_or_non_compensation,,not_applicable,unclear,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-65c674682e4b22ce0f717187,,cog_2025_160809,staffing_count,undated-source-B4X2500LIVE-20260729-009821,staffing_hypothesis_candidate,staffing_or_vacancy_claim_relevance,direct manual source review,EXTRECON-4aedc32f2c7cd9cd03a34d44,unclear,7afc99bcf6b464694aefa40758ec11cc99739ab4cad66474e99fe66715f6b4ef,2569593,2569592,3,399,,,,,retained_not_promoted_to_math,False
False,,EXTINGEST-e8b7f04453e409ef33f60380,event_linked_claim_pending,staffing_or_non_compensation,,not_applicable,unclear,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-597f182604be01269e36d955,,cog_2025_160809,staffing_count,undated-source-B4X2500LIVE-20260729-009821,staffing_hypothesis_candidate,staffing_or_vacancy_claim_relevance,direct manual source review,EXTRECON-9541f8916e4f04be61db1051,unclear,7afc99bcf6b464694aefa40758ec11cc99739ab4cad66474e99fe66715f6b4ef,2942063,2942062,5,457,,,,,retained_not_promoted_to_math,False
False,,EXTINGEST-e7bb027f8992d7402e27e1f3,event_linked_claim_pending,staffing_or_non_compensation,,not_applicable,unclear,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-1e753c8639d6b7a608cb45b0,,cog_2025_160809,staffing_count,undated-source-B4X2500LIVE-20260729-009821,staffing_hypothesis_candidate,staffing_or_vacancy_claim_relevance,direct manual source review,EXTRECON-2e41f79242c602fea54b78ff,unclear,7afc99bcf6b464694aefa40758ec11cc99739ab4cad66474e99fe66715f6b4ef,3813730,3813729,1,592,,,,,retained_not_promoted_to_math,False
False,,EXTINGEST-b6569c1727a9bcea1d265390,exact_claim_id_link,staffing_or_non_compensation,,not_applicable,unclear,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-85bab693ba61e53e1538c228,MECH-06,cog_2025_161571,staffing_count,undated-source-B4X2500LIVE-20260729-001772,staffing_hypothesis_candidate,exact_claim_id_linked_direct_observation|staffing_or_vacancy_claim_relevance,direct manual source review,EXTRECON-411c895b5630b0820fb6e7f2,unclear,8f2d78c951150d3dc835df1869ad34ec23e2989a2bab21ddbfe5d7dfe0317d37,522644,522641,13%,182,,,,,retained_not_promoted_to_math,False
False,,EXTINGEST-454115cb1be4eae29daa9671,event_linked_claim_pending,unclear,,not_applicable,not_applicable,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-21ae27291ebe1ba9b1f887e3,,cog_2025_194695,benefit_contribution,undated,total_compensation_candidate,total_compensation_component,direct manual source review,EXTRECON-c23d33382347377de9c9805c,side_independent,082f2ba0bca2e8f85017648854cc9579be648f684f4599db9bcfc67982c2a5cb,1649,1646,-17,,,,,,retained_not_promoted_to_math,False
False,,EXTINGEST-7322136c2a8bc7067472561f,exact_claim_id_link,staffing_or_non_compensation,,not_applicable,unclear,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-d16dc2379fdabef31ecc0d49,MECH-06,cog_2025_207813,staffing_count,2017,staffing_hypothesis_candidate,exact_claim_id_linked_direct_observation|staffing_or_vacancy_claim_relevance,direct manual source review,EXTRECON-840df686cde6ab1002842db0,unclear,f022da2de80ea9052366081d83f159ca72133ad2ba8acfb6d3cffb532920a0b3,1199421,1199418,8.0,315,,,,,retained_not_promoted_to_math,False
False,,EXTINGEST-e13773015ee870a8692a81c4,exact_claim_id_link,not_applicable,,not_applicable,parks_and_recreation,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-226c7f7828c0ef49740fa11f,MECH-08,cog_2025_173234,not_applicable,2026,implementation_confirmation_candidate,exact_claim_id_linked_direct_observation|lifecycle_sequence_relevance,direct manual source review,EXTRECON-368e4e11d2812b25938dca05,non_safety,3ccdc728afa32087340a64b3c4f11c1524c05c253a81d499b7ac6e9857bca2dd,4207,4205,08,,,,,,retained_not_promoted_to_math,False
False,,EXTINGEST-50b4300df0c82cf89b4a2c0c,event_linked_claim_pending,benefit_component,,not_applicable,not_applicable,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-537f841e24d0f96b1e9bc69f,,cog_2025_209428,benefit_contribution,2023,total_compensation_candidate,total_compensation_component,direct manual source review,EXTRECON-cecbbb3c3f4a4f7f2714e566,side_independent,b068b5d0bdadeb181e2b93c4683879f8ce183184f27d72fea3e820c9b100ccff,118424,118418,"88,000",37,,,,,retained_not_promoted_to_math,False
False,,EXTINGEST-cc1445cb52f7791e8a745137,event_linked_claim_pending,not_applicable,,not_applicable,unclear,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-85e78a2030ef5a3dfd00924d,,cog_2025_106593,not_applicable,2021,implementation_confirmation_candidate,lifecycle_sequence_relevance,direct manual source review,EXTRECON-2a3afb1739393edb279731c9,unclear,b4919cd5cf39ced51328522e1ceead000bb6569fb9d8750e1dc76205fc4eea06,415428,415425,-19,159,,,,,retained_not_promoted_to_math,False
False,,EXTINGEST-0656771634d3e8dbcf7e8008,event_linked_claim_pending,staffing_or_non_compensation,,not_applicable,unclear,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-53d0acc5584d77e7397abcb1,,cog_2025_167531,staffing_count,2026,staffing_hypothesis_candidate,staffing_or_vacancy_claim_relevance,direct manual source review,EXTRECON-bac5007fdc9b95dbad14c20d,unclear,a3d89f19afa9b14ebee847a6a0e0c7d6b24d0a4808b6150b8e5a96d19a3e0476,27931,27929,13,,,,,,retained_not_promoted_to_math,False
False,,EXTINGEST-5025364d5a6bcd50b1abbef0,event_linked_claim_pending,staffing_or_non_compensation,,not_applicable,unclear,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-e537ad40eb745fab2565a22e,,cog_2025_167532,staffing_count,undated-source-B4X2500LIVE-20260729-007971,staffing_hypothesis_candidate,staffing_or_vacancy_claim_relevance,direct manual source review,EXTRECON-01c954efb498f7e013c69724,unclear,90004bcccf7691dabf882ae2209b807137b8f595de242da02ef63f72ad000a4a,241011,241009,33,88,,,,,retained_not_promoted_to_math,False
False,,EXTINGEST-60f7f6af43813d85696392ae,event_linked_claim_pending,staffing_or_non_compensation,,not_applicable,unclear,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-c4302c4a14092151084277b5,,cog_2025_167532,staffing_count,undated-source-B4X2500LIVE-20260729-007971,staffing_hypothesis_candidate,staffing_or_vacancy_claim_relevance,direct manual source review,EXTRECON-26cdc8f7859f4e7f023c7ebe,unclear,90004bcccf7691dabf882ae2209b807137b8f595de242da02ef63f72ad000a4a,269506,269504,$1,96,,,,,retained_not_promoted_to_math,False
False,,EXTINGEST-cd62083c0faf47b1c7148209,event_linked_claim_pending,staffing_or_non_compensation,,not_applicable,unclear,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-3f4dbc51f31874ff7ab1921e,,cog_2025_167532,staffing_count,undated-source-B4X2500LIVE-20260729-007971,staffing_hypothesis_candidate,staffing_or_vacancy_claim_relevance,direct manual source review,EXTRECON-aae890b41b1914d868ff6688,unclear,90004bcccf7691dabf882ae2209b807137b8f595de242da02ef63f72ad000a4a,284372,284370,$1,100,,,,,retained_not_promoted_to_math,False
False,,EXTINGEST-5d32d171e7fcbd5ca4aef8c1,event_linked_claim_pending,staffing_or_non_compensation,,not_applicable,not_applicable,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-ba9941b7a751ef58e8ba7734,,cog_2025_208470,contextual_value,2023,contextual_only,headline_or_local_comparison_candidate,direct manual source review,EXTRECON-aa3af3bf633b02942f419632,side_independent,ae7c557e1ac30c9ad08fc60609d6e40550740db429ac167e3a8a473acdb1770f,7977,7972,3.63%,7,,,,,retained_not_promoted_to_math,False
False,,EXTINGEST-4cb20f579e4be3313e0b6ce0,event_linked_claim_pending,staffing_or_non_compensation,,not_applicable,unclear,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-59553744490f0a5867a65bef,,cog_2025_194692,staffing_count,2025,staffing_hypothesis_candidate,staffing_or_vacancy_claim_relevance,direct manual source review,EXTRECON-3cd4ff5ca0bcb38d128759be,unclear,381557d9997bfd66388843ad6eee805fca3b738a953b43b3c02205a672dbed1b,845333,845329,2026,410,,,,,retained_not_promoted_to_math,False
False,,EXTINGEST-a19f558461aea19137a9050b,event_linked_claim_pending,salary_schedule_rate,,not_applicable,unclear,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-c14fe20f1463c9bbe2bf53e9,,cog_2025_168447,unclear,2026,growth_candidate,headline_or_local_comparison_candidate,direct manual source review,EXTRECON-b3e25d45e7242bfcb68d721c,unclear,070a916d8c58ed8d7b4592f903e695227d4333a90c28dfe55e1aed56c08411c8,310258,310254,2026,188,,,,,retained_not_promoted_to_math,False
False,,EXTINGEST-820c8a07a137949ff3dac15f,event_linked_claim_pending,salary_schedule_rate,,not_applicable,unclear,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-3e63a1e661bf78c1b679436d,,cog_2025_168447,unclear,2026,growth_candidate,headline_or_local_comparison_candidate,direct manual source review,EXTRECON-7314c16713f8eed19ba0c5f2,unclear,070a916d8c58ed8d7b4592f903e695227d4333a90c28dfe55e1aed56c08411c8,325339,325335,2028,199,,,,,retained_not_promoted_to_math,False
False,,EXTINGEST-c4318d2a199bd47ac177050c,exact_claim_id_link,staffing_or_non_compensation,,not_applicable,unclear,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-c25a68e2297bacec09ac3327,MECH-06,cog_2025_167531,staffing_count,2026,staffing_hypothesis_candidate,exact_claim_id_linked_direct_observation|staffing_or_vacancy_claim_relevance,direct manual source review,EXTRECON-1cca223a9b6bea52dfc20a73,unclear,2da68d3347902a7857585650cde0d77fcb646760bc63b1fc42ac54547ea0701b,251976,251972,2023,,,,,,retained_not_promoted_to_math,False
False,,EXTINGEST-d2b95d8a4656b0b700021c01,event_linked_claim_pending,staffing_or_non_compensation,,not_applicable,unclear,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-57fda908dd69db009723caa5,,cog_2025_106320,staffing_count,undated-source-B4X2500LIVE-20260729-000393,staffing_hypothesis_candidate,staffing_or_vacancy_claim_relevance,direct manual source review,EXTRECON-21f4a28d12a6f7336fdd698e,unclear,54be7f173d2014f2d40feb6004ab97641d0e67a928355de6857cbd771d8ad50d,87104,87102,14,74,,,,,retained_not_promoted_to_math,False
False,,EXTINGEST-40a0f055efe1f649bd3e0164,event_linked_claim_pending,unclear,,not_applicable,unclear,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-bfa947734600c74afc6abd00,,cog_2025_190414,unclear,2020,local_comparison_candidate,headline_or_local_comparison_candidate,direct manual source review,EXTRECON-74bd7848b295ef9d112b753a,unclear,b9f8ab564bd51d7166b3b3de6cc33b0277be56d0d56b9e127d8ae66d7d73a45c,10882035,10882032,"30,",,,,,,retained_not_promoted_to_math,False
False,,EXTINGEST-87cc2a29d10a8b65eab37c0b,event_linked_claim_pending,not_applicable,,not_applicable,unclear,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-843d5cfb7423e8bf33a5793a,,cog_2025_207659,not_applicable,2020,implementation_confirmation_candidate,lifecycle_sequence_relevance,direct manual source review,EXTRECON-1c643261e21523bfda7b7e6a,unclear,b6dbbe21aa27b86568b2f6f2f51f39b8594e423cd938965029208283dc5f8506,,,RESOLUTION OF SYMPATHY,,10759,html_table_3,,,retained_not_promoted_to_math,False
False,,EXTINGEST-9744ff3de490243bfe26caa3,exact_claim_id_link,premium_pay,,not_applicable,unclear,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-e4cfed14b97c938a0d661152,MECH-03,cog_2025_177787,unclear,2019,local_comparison_candidate,exact_claim_id_linked_direct_observation,direct manual source review,EXTRECON-21f93dd22bda4c603c1067f0,unclear,64dc4f8836db8e8482d7cae4dee9ada333eab72dc581712f8c659d90a161a214,244888,244885,416,185,,,,,retained_not_promoted_to_math,False
False,,EXTINGEST-8eac53728e5b997cd95eae39,event_linked_claim_pending,staffing_or_non_compensation,,not_applicable,police,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-896df14a7ec0beedccbc437b,,cog_2025_190200,staffing_count,undated-source-BRMGRS-20260802-b9e543c91933b26b74a8f15d,staffing_hypothesis_candidate,staffing_or_vacancy_claim_relevance,direct manual source review,EXTRECON-cab3aa3225bed799ccd1bece,police,f83758e8fe40f64a45f889caf5085636f4c325f41388f7598fd395296c3f6aff,920268,920262,311.00,472,,,,,retained_not_promoted_to_math,False
False,,EXTINGEST-32c13325c708a76ff7712df1,event_linked_claim_pending,staffing_or_non_compensation,,not_applicable,unclear,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-126d724bfb70eae539ffd658,,cog_2025_170601,staffing_count,2020,staffing_hypothesis_candidate,staffing_or_vacancy_claim_relevance,direct manual source review,EXTRECON-edd1aed0a9275d5b05171a68,unclear,d9a89a7770c4fabd9f85e7bcebb28b9611eac6265b5e3a878135ea721069b0b8,11979,11978,0,13,,,,,retained_not_promoted_to_math,False
False,,EXTINGEST-f97da425b6e7bad6c7abe081,exact_claim_id_link,not_applicable,,not_applicable,unclear,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-ccb6d468d0e599c26d8a1d9f,MECH-08,cog_2025_172407,not_applicable,2026,implementation_confirmation_candidate,exact_claim_id_linked_direct_observation|lifecycle_sequence_relevance,direct manual source review,EXTRECON-222f76edb4bca0a28f844a98,unclear,b7c7e253ec9b3f8866ffa2bcf44af9bf9c9cd5c2108e9ac9541831aff03d9c8e,249022,249020,25,,,,,,retained_not_promoted_to_math,False
False,,EXTINGEST-c830f6f81985f5bd897fb9eb,event_linked_claim_pending,unclear,source_local_incompatible_literal_values,genuine_unresolved_basis_conflict,unclear,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-b790339e3e3f1aaf341ce8b9,,cog_2025_209813,unclear,2021,pending_reconciliation,conflicting_value_or_identity,conflict adjudication,EXTRECON-1f474ed37eb91679955862a5,unclear,cc8ca7811b179c0033a38bfe9fee10feff631b0d1dfb8df85e146d3f4d156319,,,Margin of Error!!Native!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Less than high school graduate,,707,html_table_1,,,retained_not_promoted_to_math,False
False,,EXTINGEST-e2934b28d8bf3bb2c2e5bb69,event_linked_claim_pending,staffing_or_non_compensation,,not_applicable,unclear,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-4ab372b9c9046a580f817bba,,cog_2025_161653,staffing_count,undated,staffing_hypothesis_candidate,staffing_or_vacancy_claim_relevance,direct manual source review,EXTRECON-67b306365d68219b3df501dd,unclear,d527e63a4185d9e6bfba0a3e9380764fc280eb18fefa07c772806a252d9de98c,555714,555713,2,,,,,,retained_not_promoted_to_math,False
False,,EXTINGEST-14176bad030f3cf9aa31c7a5,exact_claim_id_link,salary_schedule_rate,,not_applicable,unclear,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-3b99978dffd8fdde27e5ce6b,MECH-04,cog_2025_191195,unclear,2022,growth_candidate,exact_claim_id_linked_direct_observation,direct manual source review,EXTRECON-d4eb5c16eaf62d6daf64f255,unclear,095ccb2c80fe4c3c9bcfd92258e82d9f1334da2a7cc1c548093e97d29c7fece0,1057433,1057432,3,,,,,,retained_not_promoted_to_math,False
False,,EXTINGEST-6e49c1f3d0dbcfa62284403f,event_linked_claim_pending,salary_schedule_rate,source_local_incompatible_literal_values,genuine_unresolved_basis_conflict,unclear,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-e4433ede2999f30770d9e364,,cog_2025_191195,unclear,2022,pending_reconciliation,conflicting_value_or_identity,conflict adjudication,EXTRECON-d6105d5dce5b3e1fa0420a0a,unclear,095ccb2c80fe4c3c9bcfd92258e82d9f1334da2a7cc1c548093e97d29c7fece0,,,81526,,5,html_table_1026,,,retained_not_promoted_to_math,False
False,,EXTINGEST-5e024cb2d902524d7f489885,exact_claim_id_link,unclear,,not_applicable,unclear,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-05b42b239694a5fc7d171cbc,MECH-09,cog_2025_137163,unclear,2015,local_comparison_candidate,exact_claim_id_linked_direct_observation,direct manual source review,EXTRECON-1010ef6bcc418f89b892732c,unclear,704038d39ae3a8052861f825af91d61eeec036f4cb73728d00200ee0119b7e30,108244,108240,1976,80,,,,,retained_not_promoted_to_math,False
False,,EXTINGEST-448212903be5a03b070b5f60,event_linked_claim_pending,staffing_or_non_compensation,,not_applicable,unclear,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-547b0676342910f745acf272,,cog_2025_173041,staffing_count,2025,staffing_hypothesis_candidate,staffing_or_vacancy_claim_relevance,direct manual source review,EXTRECON-d9ad66969eb6e294af6f1a04,unclear,f014abdbc7cc383caf4de86ff3af7bfe8a994ba8c598ceffa864dc9d070ac4cf,749,747,33,1,,,,,retained_not_promoted_to_math,False
False,,EXTINGEST-e9c9a85cfa667aff26bb2c28,exact_claim_id_link,premium_pay,,not_applicable,unclear,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-11aabafd57a01440451edd18,MECH-03,cog_2025_167402,unclear,undated,local_comparison_candidate,exact_claim_id_linked_direct_observation,direct manual source review,EXTRECON-41fe19b3e14887ae54a1aa5c,unclear,201761fb2c6898555531609366f339b96dbd3492b82ad1506b36ca327b2e7a31,336482,336464,"5,9005,9003,861217",246,,,,,retained_not_promoted_to_math,False
False,,EXTINGEST-fd72e26e057f1c9aa2811a40,event_linked_claim_pending,unclear,,not_applicable,unclear,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-364b7fb93a6a5a4d80830921,,cog_2025_170900,unclear,2024,local_comparison_candidate,headline_or_local_comparison_candidate,direct manual source review,EXTRECON-ddf1ede0977e31662d2bcb6b,unclear,ffa2e6066ec904d7394064d57d9b99a1b6815ddab73778c8e5934e5ad23e3322,223951,223946,3.38%,122,,,,,retained_not_promoted_to_math,False
False,,EXTINGEST-1b842ebfeb3089501df2abd2,event_linked_claim_pending,staffing_or_non_compensation,,not_applicable,unclear,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-56a52ba5c6224a2f0414da70,,cog_2025_209355,staffing_count,2023,staffing_hypothesis_candidate,staffing_or_vacancy_claim_relevance,direct manual source review,EXTRECON-4309b86b571723ba8d8fe86b,unclear,a8f9d5e728b80a07d35d54024a07aaf0517f9e728899cb1d47422ede6ae6dbdc,230775,230773,5%,,,,,,retained_not_promoted_to_math,False
False,,EXTINGEST-123a7ffe44406c5b609c6f45,event_linked_claim_pending,unclear,,not_applicable,public_safety_combined,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-f7447785273149200fa7ba38,,cog_2025_164297,unclear,2020,local_comparison_candidate,headline_or_local_comparison_candidate,direct manual source review,EXTRECON-7ceafc405574b6e2b16cc670,safety_combined,38a6e932c8a55a4fa278b5aec241284942b2543e0ca6900d964268ceb9c44f04,,,Public Safety DCI,,839,html_table_1,,,retained_not_promoted_to_math,False
False,,EXTINGEST-50c0dbd1888c2f7a5ac3419b,exact_claim_id_link,salary_schedule_rate,,not_applicable,unclear,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-8fc0e462cb36a0406222b62d,MECH-04,cog_2025_173662,unclear,2017,growth_candidate,exact_claim_id_linked_direct_observation,direct manual source review,EXTRECON-40443dc35e14b8c66e5addbf,unclear,a15a36e82e362d2dd61aa88599c9aa20b6735f83bf5bfc7bd5af1e75d46b26c1,225870,225863,3451287,95,,,,,retained_not_promoted_to_math,False
False,,EXTINGEST-4627a7c1645f1e7c5215b8e4,exact_claim_id_link,salary_schedule_rate,,not_applicable,unclear,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-83bf8fc47883d79c8d992ec1,MECH-04,cog_2025_173662,unclear,2017,growth_candidate,exact_claim_id_linked_direct_observation,direct manual source review,EXTRECON-9a71e768a06980b140d716fe,unclear,a15a36e82e362d2dd61aa88599c9aa20b6735f83bf5bfc7bd5af1e75d46b26c1,273044,273043,2,121,,,,,retained_not_promoted_to_math,False
False,,EXTINGEST-a87de1cd3ef0da801a0ca9a4,event_linked_claim_pending,staffing_or_non_compensation,,not_applicable,not_applicable,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-291ef38dd7a5aac5a8275ca0,,cog_2025_209122,contextual_value,2022,contextual_only,headline_or_local_comparison_candidate,direct manual source review,EXTRECON-39642dc00200ef16310a4f83,side_independent,07adeba793435f667fb82dfce44b773b382dfff7d492f66cffd56e25d0d9e0d4,50892,50890,16,,,,,,retained_not_promoted_to_math,False
False,,EXTINGEST-aee3b6ec7dbcbfe463c8295c,event_linked_claim_pending,unclear,,not_applicable,unclear,removes candidate from later analytical support,retains candidate for later claim comparison,EXTOBS-148bdc121e32e718b8ec2092,,cog_2025_194555,unclear,2024,local_comparison_candidate,headline_or_local_comparison_candidate,direct manual source review,EXTRECON-b14047f261db21c4d4b12d01,unclear,6d8eede2ee8588b20a62996d7bf4f498e4534632425ac89b71acce039f7e5857,,,Address:,,3,html_table_212,,,retained_not_promoted_to_math,False
