MIME_type,SHA_256,administrative_source_type_change_reason,analytical_extraction_runs,bounded_metadata_preview,bounded_structure_summary,byte_size,canonical_final_url,canonical_locator_id,content_disposition,department_scope,detected_file_type,download_http_status,final_administrative_source_type,final_download_url,final_priority_bucket,gabriel_calls,hosted_search_calls,implementation_event_deduplication_rerun,linked_candidate_ids,linked_claim_ids,linked_mechanism_exposure_event_ids,linked_root_event_ids,linked_search_waves,local_artifact_path,locator_host,municipality,ocr_runs,official_source_flag,original_filename,period,primary_content_family,prior_administrative_source_type,readiness_hint,request_count,retained_source_id,retrieved_timestamp,retry_count,secondary_content_families,side_scope,source_quality,source_review_id,source_review_lane_id,source_review_lane_sequence,source_review_reason,source_review_status,state
text/html,30aa91331f5442998077122a6c7121cb61715ff844c41c8e3f203d1d45e893ec,retained prior type,0,"70 ILCS 705/16.06b (70 ILCS 705/16.06b) Sec. 16.06b. Original appointments; full-time fire department. (a) Applicability. Unless a commission elects to follow the provisions of Section 16.06c, this Section shall apply to all original appointments to an affected full-time fire department. Existing registers of eligibles shall continue to be valid until their expiration dates, or up to a maximum of 2 years after August 4, 2011 (the effective date of Public Act 97-251). Notwithstanding any statute, ordinance, rule, or other law to the contrary, all original appointments to an affected department ","{""bounded_link_count"": 0, ""bounded_visible_character_count"": 28917, ""html_title"": ""70 ILCS 705/16.06b""}",39294,https://www.ilga.gov/documents/legislation/ilcs/documents/007007050K16.06b.htm,EXTLOC-24d0af2b0e57a398bf96993b,,fire,html,200,payroll_roster,https://www.ilga.gov/documents/legislation/ilcs/documents/007007050K16.06b.htm,high,0,0,False,RESCAND-fcf97f9621f98b18e3356f15,,MECHEXP-55ad913efcb8a8b07ad32af4|MECHEXP-abc0d08c537cdb37a60d0e15|MECHEXP-b4ea3906ea0a3cd7e961a7da|MECHEXP-b5cfde855eff9548db967cd9|MECHEXP-e7771113c0ef21e874ba12d2,ROOTCOMP-8546d048b273f62c05543cbc,external_search_wave_002_exhaustive_residual,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/30aa91331f5442998077122a6c7121cb61715ff844c41c8e3f203d1d45e893ec.html,www.ilga.gov,Benton,0,true,007007050K16.06b.htm,2023,multi_family_administrative_source,payroll_roster,html_text_candidate,1,EXTSOURCE-f6a5346405b6b0766cb5788a,2026-08-05T17:25:57.292367+00:00,0,implementation_confirmation|payroll_and_earnings|staffing_and_headcount,fire,official_administrative_summary,EXTSRCREV-08b369d8f4ce3bdd96dd7fe0,source_review_lane_004,2817,bounded HTML shell contains plausible administrative source signal,retained_html,IL
application/pdf,d581811aa0494e3097da191a00336914f27871f2c2143e3a6e613295c0bbcbbe,retained prior type,0,,"{""pdf_eof_marker_present"": true, ""pdf_header"": ""%PDF-1.6""}",504537,https://www.fairfaxcounty.gov/budget/sites/budget/files/assets/documents/fy2023/adopted/overview/glossary.pdf,EXTLOC-8d63d125c1ba9a2e764cfc93,,all_units,pdf,200,payroll_roster,https://www.fairfaxcounty.gov/budget/sites/budget/files/assets/documents/fy2023/adopted/overview/glossary.pdf,high,0,0,False,EXTCAND-cf5664a3a30969f4f319fb02,,MECHEXP-402dc0cceeeca4d43c4791c4|MECHEXP-40e69d7b6b58d6b2d62d1b18|MECHEXP-53c9b554ff74b35deb212211|MECHEXP-5fb0cf79b31d592d98c35c3b|MECHEXP-65f7615941eefc61de0d7c72|MECHEXP-ac35ba7b3b9d23007435015a|MECHEXP-f17e89c2d0b026e1893b842d,ROOTCOMP-e22b462eca61c379b3e99691,external_search_wave_001_compacted,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/d581811aa0494e3097da191a00336914f27871f2c2143e3a6e613295c0bbcbbe.pdf,www.fairfaxcounty.gov,Etna,0,true,glossary.pdf,2023,multi_family_administrative_source,payroll_roster,parse_text_pdf_candidate,1,EXTSOURCE-4fc04e80912e5db9e4506d6c,2026-08-05T17:25:57.431137+00:00,0,benefits_and_total_compensation|implementation_confirmation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,all_units,direct_official_administrative_record,EXTSRCREV-374d5016e4785010e27726d0,source_review_lane_004,2815,supported source format and plausible administrative metadata,retained_pdf,CA
text/html; charset=UTF-8,fb6b038ed23ec968bdf8fb04e53795e7ff2157be78d20fde3beeff45008cc323,retained prior type,0,LCPR Skip to main content Skip to office menu Skip to footer Minnesota Legislature Advanced Search Search Legislature Search --> Menu Legislature --> House Minnesota House of Representatives Minnesota House of Representatives --> House Members and Staff House Members Leadership Staff Employment Who Represents Me? Committees Committee List Committee Roster Upcoming Meetings Standing Committee Schedule Minutes Committee Deadlines Offices Chief Clerk Fiscal Analysis House Research Public Information Sergeant-at-Arms Caucuses - DFL/GOP Other Information House Journal House Rules Joint Rules Educat,"{""bounded_link_count"": 611, ""bounded_visible_character_count"": 57345, ""html_title"": ""LCPR""}",127306,https://www.lcpr.mn.gov/billlog.htm,EXTLOC-a08118055087acbcfae97972,,side_independent,html,200,payroll_roster,https://www.lcpr.mn.gov/billlog.htm,high,0,0,False,EXTCAND-f27b463a7e45365b9c18c0b2,,MECHEXP-666e01e94dbbe89180b26b4b|MECHEXP-71bdd9f6b8f59b9fffc65bc2|MECHEXP-a5e876c1a27724e5d4ab35d3|MECHEXP-e8782726aab89dd689e04b15|MECHEXP-eb580a05ae99cba4a6a2429e,ROOTCOMP-c710cd5875e97b674ece5dce,external_search_wave_001_compacted,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/fb6b038ed23ec968bdf8fb04e53795e7ff2157be78d20fde3beeff45008cc323.html,www.lcpr.mn.gov,Grey Eagle,0,true,billlog.htm,2026,multi_family_administrative_source,payroll_roster,html_text_candidate,1,EXTSOURCE-c9b94883aa7fd5f7e131966a,2026-08-05T17:25:57.567617+00:00,0,benefits_and_total_compensation|implementation_confirmation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,side_independent,official_administrative_summary,EXTSRCREV-7fcf4cac0390cb803fa50ba7,source_review_lane_004,2819,bounded HTML shell contains plausible administrative source signal,retained_html,MN
text/html,8e6d29948326f9d29bc4cf758244cd9b7f76b803844a7fe75d82dd17d62ca579,retained prior type,0,"Act of Mar. 28, 2024,P.L. 2, No. 2 Cl. 08 - BOROUGHS AND INCORPORATED TOWNS (8 PA.C.S.) - OMNIBUS AMENDMENTS BOROUGHS AND INCORPORATED TOWNS (8 PA.C.S.) - OMNIBUS AMENDMENTS Act of Mar. 28, 2024, P.L. 2, No. 2 Cl. 08 20240002ua Session of 2024 No. 2024-2 SB 753 AN ACT Amending Title 8 (Boroughs and Incorporated Towns) of the Pennsylvania Consolidated Statutes, in associations and organizations, further providing for associations and organizations for mayors; in elections of officers, further providing for eligibility, for officers elected and for decrease in number of members of council; in po","{""bounded_link_count"": 0, ""bounded_visible_character_count"": 24862, ""html_title"": ""Act of Mar. 28, 2024,P.L. 2, No. 2 Cl. 08 - BOROUGHS AND INCORPORATED TOWNS (8 PA.C.S.) - OMNIBUS AMENDMENTS""}",49555,https://www.legis.state.pa.us/WU01/LI/LI/US/HTM/2024/0/0002..HTM,EXTLOC-6822030a1aa879b13aaf3237,,side_independent,html,200,payroll_roster,https://www.legis.state.pa.us/WU01/LI/LI/US/HTM/2024/0/0002..HTM,high,0,0,False,EXTCAND-e56e916a8584bc584b62d52e,,MECHEXP-414dc6d972f64d4be9fa462d|MECHEXP-463644197bdbe98cc745d30f|MECHEXP-66b705be5fcac573e91ac344|MECHEXP-88f2881194ce459926571543|MECHEXP-8c52a35feb6bfdde18ec0453,ROOTCOMP-c47e79f2c256a449226d24d2,external_search_wave_001_compacted,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/8e6d29948326f9d29bc4cf758244cd9b7f76b803844a7fe75d82dd17d62ca579.html,www.legis.state.pa.us,Kittanning,0,true,0002..HTM,2024,multi_family_administrative_source,payroll_roster,html_text_candidate,1,EXTSOURCE-d0b12eb33d1189f3d46b06d5,2026-08-05T17:25:57.652804+00:00,0,benefits_and_total_compensation|implementation_confirmation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,side_independent,official_administrative_summary,EXTSRCREV-b4133f285f303a13edde624c,source_review_lane_004,2821,bounded HTML shell contains plausible administrative source signal,retained_html,PA
application/pdf,c5e0ff278e8a5b80b882a016784104e183d91de9d4c995abccf3ce6ec5d92c56,retained prior type,0,,"{""pdf_eof_marker_present"": true, ""pdf_header"": ""%PDF-1.7""}",366413,https://www.longportnj.gov/_Content/pdf/minutes/2026-04-22-Commissioners-Minutes.pdf,EXTLOC-528734f6b6fd8596ab7f52f2,,non_safety,pdf,200,payroll_roster,https://www.longportnj.gov/_Content/pdf/minutes/2026-04-22-Commissioners-Minutes.pdf,high,0,0,False,EXTCAND-7496986b005a1ddd9ce901cf,,MECHEXP-1d961fc2f035754d13e65ba1|MECHEXP-8cbd8b70e7e437540297fe93|MECHEXP-99e77ff3a102d6793250c385|MECHEXP-ccd142187225ec5357888ea7|MECHEXP-e993e7b8712734e4746f5d00,ROOTCOMP-00527d5e7979e84ba8581000,external_search_wave_001_compacted,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/c5e0ff278e8a5b80b882a016784104e183d91de9d4c995abccf3ce6ec5d92c56.pdf,www.longportnj.gov,Longport,0,true,2026-04-22-Commissioners-Minutes.pdf,2026,multi_family_administrative_source,payroll_roster,parse_text_pdf_candidate,1,EXTSOURCE-84d9dc578a54ccb93c60f232,2026-08-05T17:25:57.829135+00:00,0,benefits_and_total_compensation|implementation_confirmation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,non_safety,direct_official_administrative_record,EXTSRCREV-e5be8c174bbcfd59735408d2,source_review_lane_004,2823,supported source format and plausible administrative metadata,retained_pdf,NJ
application/pdf,38ccb3f7c21cf4e192827ff11d91047fc2ce8ed1c073d93a192cc9a7b5b29803,retained prior type,0,,"{""pdf_eof_marker_present"": true, ""pdf_header"": ""%PDF-1.7""}",3075477,https://www.courts.michigan.gov/SysGlobalAssets/migrated/courts/michigansupremecourt/clerks/msc-briefs/2017-2018/153074/153074_application.pdf,EXTLOC-ad1f09aa79cc940ddf83d793,,all_units,pdf,200,staffing_table,https://www.courts.michigan.gov/SysGlobalAssets/migrated/courts/michigansupremecourt/clerks/msc-briefs/2017-2018/153074/153074_application.pdf,high,0,0,False,EXTCAND-c19ab27b11829baa9a4664a9,,MECHEXP-2b4f0372d348409ebaa810eb|MECHEXP-646aa837c6c191c92ba20270|MECHEXP-691c3d9200695843394142bf|MECHEXP-69cae30a5c24c669dd6c18a4|MECHEXP-dbeb355fbcbe63acbb26cf46|MECHEXP-e58ea6e086f0e0a0b3da2b6a|MECHEXP-f9a1167c7adaafc2b840f16d,ROOTCOMP-41f1516422252b25d54e6845|ROOTCOMP-934ec1922a8d565c9f239815,external_search_wave_001_compacted,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/38ccb3f7c21cf4e192827ff11d91047fc2ce8ed1c073d93a192cc9a7b5b29803.pdf,www.courts.michigan.gov,Union charter,0,true,153074_application.pdf,2015,multi_family_administrative_source,staffing_table,parse_text_pdf_candidate,1,EXTSOURCE-48edfc42a819e701df546bee,2026-08-05T17:25:57.914888+00:00,0,benefits_and_total_compensation|implementation_confirmation|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,all_units,direct_official_administrative_record,EXTSRCREV-64ed60a3f80e6500663fbb89,source_review_lane_004,2812,supported source format and plausible administrative metadata,retained_pdf,MI
application/pdf,0c6716b5bb76efabec55235ffb80a556c05f59649feb09cef6cb657ffe4d826c,retained prior type,0,,"{""pdf_eof_marker_present"": true, ""pdf_header"": ""%PDF-1.7""}",1484281,https://www.canandaiguanewyork.gov/ArchiveCenter/ViewFile/Item/151,EXTLOC-476a238f3010ec550ed7b8f4,inline;filename=2026 ADOPTED MASTER  BUDGET DOCUMENT.pdf,unclear,pdf,200,payroll_roster,https://www.canandaiguanewyork.gov/ArchiveCenter/ViewFile/Item/151,high,0,0,False,RESCAND-4be60815c1345062ee4063e2,,MECHEXP-40d08d465a775dc9226e2170|MECHEXP-5a001176aa785cd48a1c28b3|MECHEXP-b4ac28ee4f34af7999400e39|MECHEXP-bd539c910e40e959de0a1477|MECHEXP-ed8876003cc138b4f79bc573|MECHEXP-f57c31a2c8cadd32d8f4175a,ROOTCOMP-07d990a05d091a5dc8b208d5|ROOTCOMP-8ca931ec9b61d67a38e7f359,external_search_wave_002_exhaustive_residual,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/0c6716b5bb76efabec55235ffb80a556c05f59649feb09cef6cb657ffe4d826c.pdf,www.canandaiguanewyork.gov,Canandaigua,0,true,151,undated-source-CBSRD-20260728-35b66ab798090a11e557,payroll_and_earnings,payroll_roster,parse_text_pdf_candidate,1,EXTSOURCE-4ee12d56e0c784f636c3f1cc,2026-08-05T17:25:58.399490+00:00,0,implementation_confirmation,unclear,direct_official_administrative_record,EXTSRCREV-10dcc75cba15724b8b4ddece,source_review_lane_004,2800,supported source format and plausible administrative metadata,retained_pdf,NY
application/pdf,c42584a2d6feb199b699f7ba5560a590b80d6a85dbb8f380a371e56322094c68,retained prior type,0,,"{""pdf_eof_marker_present"": true, ""pdf_header"": ""%PDF-1.6""}",1042472,https://www.leg.mn.gov/docs/2018/other/180574.pdf,EXTLOC-4d21b01ca8ef44e97f48ccde,,police,pdf,200,payroll_roster,https://www.leg.mn.gov/docs/2018/other/180574.pdf,high,0,0,False,RESCAND-7b706afeac1b5a640b49b4ef,,MECHEXP-0b5515332ad753245588f083|MECHEXP-1b3a0703b2337b483732bbe0|MECHEXP-223da80af40eac4d9c1da9f6|MECHEXP-2983699076b4ea7a0502ec0a|MECHEXP-4eef3e8867c427e9b48e2eb6|MECHEXP-ba1b4b8d28e6e2112f75b9d2|MECHEXP-d3eb52b3af48ee0d01f4d520|MECHEXP-e46daea881eea3563d897f0b,ROOTCOMP-2ef7ff39ba65194e936304b9|ROOTCOMP-875ae6e85577d9d214b72fac,external_search_wave_002_exhaustive_residual,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/c42584a2d6feb199b699f7ba5560a590b80d6a85dbb8f380a371e56322094c68.pdf,www.leg.mn.gov,Blue Earth,0,true,180574.pdf,undated-source-B4X2500LIVE-20260729-000495,multi_family_administrative_source,payroll_roster,parse_text_pdf_candidate,1,EXTSOURCE-1516bda2121eabb7ef9f50b7,2026-08-05T17:25:58.539337+00:00,0,implementation_confirmation|payroll_and_earnings|staffing_and_headcount,police,direct_official_administrative_record,EXTSRCREV-5ae52a735ec6e5614ee1fefd,source_review_lane_004,2820,supported source format and plausible administrative metadata,retained_pdf,MN
application/pdf,ea68022e11e08c22b03db4841bd52247d74cd3b7bee5e0be0731104a5e8ca7c3,retained prior type,0,,"{""pdf_eof_marker_present"": true, ""pdf_header"": ""%PDF-1.6""}",1383210,https://www.menlopark.gov/files/sharedassets/public/v/1/agendas-and-minutes/city-council/2025-meetings/20250610/g1-20250610-cc-public-hearing-2025-26-budget.pdf,EXTLOC-60d6ccb7e252d9b6d024b270,,non_safety,pdf,200,payroll_roster,https://www.menlopark.gov/files/sharedassets/public/v/1/agendas-and-minutes/city-council/2025-meetings/20250610/g1-20250610-cc-public-hearing-2025-26-budget.pdf,high,0,0,False,RESCAND-02bb3eb75f1c07acdc3d080a,,MECHEXP-053fe7712de789a14b9cdbdb|MECHEXP-07e30946fc124ef631287be0|MECHEXP-11147515b78be2dc47176b67|MECHEXP-12ce50933f0c1b28948ed18c|MECHEXP-19040a3496fa101861465fe9|MECHEXP-39c9a613cb19fe40161fa17d|MECHEXP-4dea1dd06e9af3a304878670|MECHEXP-5b7b96b92ed8748b1caee557|MECHEXP-644fa0042332522d86b256de|MECHEXP-82e4a7a655a8605d690ac640|MECHEXP-a18bab5c3cf801aecfb32167|MECHEXP-c03ac126f91d235c8399a06c|MECHEXP-d311a1b9c3c1f09da17bb6db|MECHEXP-dd4321f3d253eb77144ae677|MECHEXP-e7c51a2fba2e45f3fb63e983|MECHEXP-f2c66fed0334dc388611b336|MECHEXP-f3d87ce5044febd6c90f0bfc|MECHEXP-feb0cbcc62d64e134f292bd2,ROOTCOMP-8280ebcc4caf526d373b4a05|ROOTCOMP-ceb4551cd1c7a3529346e5c1|ROOTCOMP-f7c869e33ce2212cae287fd7,external_search_wave_002_exhaustive_residual,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/ea68022e11e08c22b03db4841bd52247d74cd3b7bee5e0be0731104a5e8ca7c3.pdf,www.menlopark.gov,Carmel-by-the-Sea,0,true,g1-20250610-cc-public-hearing-2025-26-budget.pdf,2024,multi_family_administrative_source,payroll_roster,parse_text_pdf_candidate,1,EXTSOURCE-5b68ce2dfe4d8307ab0a77a0,2026-08-05T17:25:58.750311+00:00,0,implementation_confirmation|payroll_and_earnings|tenure_and_progression,non_safety,direct_official_administrative_record,EXTSRCREV-133408643f939f7af85ba1ac,source_review_lane_004,2825,supported source format and plausible administrative metadata,retained_pdf,CA
text/html; charset=UTF-8,81607272eba3ea4d793179992dc97f2e9403564c3aa3323f14b72f00569cec63,retained prior type,0,"Employment 2026 Accessibility X Font size - + Reset Filters None Grayscale Inverted Colors Without Blue Without Green Highlight None Links Titles Just text Colour Default Black on White Yellow on Black Green on Black White on Black Zoom - + Reset CEST 19:25 TODAY’S WEATHER Home Services Our Government Office of the Chief Minister The Gibraltar Parliament Political development No.6, Convent Place Special Needs and Disability Services Human Resources Public Finances Land Property Services Limited Procurement Office Business Invest Gibraltar Department for Economic Development Department of Consu","{""bounded_link_count"": 711, ""bounded_visible_character_count"": 23737, ""html_title"": ""Employment 2026""}",107000,https://www.gibraltar.gov.gi/statistics/statistics-topic-area/2026/employment,EXTLOC-d3cfb4a1347296df3fc6a920,,police,html,200,payroll_roster,https://www.gibraltar.gov.gi/statistics/statistics-topic-area/2026/employment,high,0,0,False,EXTCAND-86956f3f89d7533f35ef2471,,MECHEXP-1dcf157cf14243a6e6f71d16|MECHEXP-745819c6bdd15626ae622de5|MECHEXP-7eb005b69399d2b84251f589|MECHEXP-8db5e28ee0cb3bf65512797e|MECHEXP-d83d05c722d52d9e00bba767|MECHEXP-fc8fd0dcc26fd117d45c3d9a|MECHEXP-fe428280425ea97804a35a6e,ROOTCOMP-450c3890d412e42689416de4|ROOTCOMP-847f65d6c00e8e63bb081910,external_search_wave_001_compacted,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/81607272eba3ea4d793179992dc97f2e9403564c3aa3323f14b72f00569cec63.html,www.gibraltar.gov.gi,Gibraltar,0,true,employment,undated,multi_family_administrative_source,payroll_roster,html_text_candidate,1,EXTSOURCE-56b6997e55e40abf53d25e1f,2026-08-05T17:25:58.758867+00:00,0,benefits_and_total_compensation|implementation_confirmation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,police,official_administrative_summary,EXTSRCREV-c8da06d7e2547df3a32a00bd,source_review_lane_004,2816,bounded HTML shell contains plausible administrative source signal,retained_html,MI
application/pdf,639908a569e6a9698dc3f2d279961835f2235270d9723282b02085eb26659b5f,retained prior type,0,,"{""pdf_eof_marker_present"": true, ""pdf_header"": ""%PDF-1.5""}",1990669,https://www.in.gov/counties/howard/files/2024-HANDBOOK-Final.pdf,EXTLOC-159f99b5b60dfe87b0263c16,,police,pdf,200,payroll_roster,https://www.in.gov/counties/howard/files/2024-HANDBOOK-Final.pdf,high,0,0,False,EXTCAND-ac22e6a901d35621c2f9148f,,MECHEXP-501b48f81a5c7dd303b74057|MECHEXP-559d8215832638b279bb024d|MECHEXP-a0648995e488dc2fdc2b7e0b|MECHEXP-a65a847e5be2cdd94fb45016|MECHEXP-ba40b6994c822cf6c4b678e7|MECHEXP-d43de8c6c8bec1931f643ab3|MECHEXP-e1f9ababad585f92abc30bd8|MECHEXP-f73739931772aef732de5f9d,ROOTCOMP-07dc9f5d51c5bed418efc79c|ROOTCOMP-109ba101ed935696d7ddd52f,external_search_wave_001_compacted,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/pdf/639908a569e6a9698dc3f2d279961835f2235270d9723282b02085eb26659b5f.pdf,www.in.gov,Haubstadt,0,true,2024-HANDBOOK-Final.pdf,undated,multi_family_administrative_source,payroll_roster,parse_text_pdf_candidate,1,EXTSOURCE-abc6627b0521888a33facce3,2026-08-05T17:25:58.879255+00:00,0,implementation_confirmation|payroll_and_earnings|staffing_and_headcount,police,direct_official_administrative_record,EXTSRCREV-27a6f41d7dcf99a22d8aed54,source_review_lane_004,2818,supported source format and plausible administrative metadata,retained_pdf,IN
text/html,5582dc66a3acbc02d3acbeae8deb2ffac70f8566aa17a6ca449a55b59d7a9a6c,retained prior type,0,NJ Office of the State Comptroller - A Performance Audit of the Lifeguard Pension Program: City of Margate City Skip to main content Official Site of The State of New Jersey Governor Mikie Sherrill • Lt. Governor Dr. Dale G. Caldwell Translate --> Translation Disclaimer close NJ.gov Services Agencies FAQs Frequently Asked Questions Get Updates close Search Search: close NJ Office of the State Comptroller Home About Meet the Comptroller Leadership Work We Do Audits Investigations Medicaid Fraud Public Contracting Oversight Statutes Rules Reports Recent Reports Annual Reports All Reports Correct,"{""bounded_link_count"": 117, ""bounded_visible_character_count"": 23343, ""html_title"": ""NJ Office of the State Comptroller - A Performance Audit of the Lifeguard Pension Program: City of Margate City""}",59218,https://www.nj.gov/comptroller/reports/2025/approved/20250723mg.shtml,EXTLOC-08a8dadc2f92f0d7c9321612,,police,html,200,payroll_roster,https://www.nj.gov/comptroller/reports/2025/approved/20250723mg.shtml,high,0,0,False,EXTCAND-dfe4cb9af8671c92578cf9e9,,MECHEXP-08c38846af75ede5c7c82690|MECHEXP-1f4db6638f7ea588a2559c74|MECHEXP-8dd842e9c24125f0fed8ce1f|MECHEXP-a349d2866b5edfa44c72c55f|MECHEXP-b79831a3d860cb17d11a453d,ROOTCOMP-cfce038563eebcee121ebbf1,external_search_wave_001_compacted,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/5582dc66a3acbc02d3acbeae8deb2ffac70f8566aa17a6ca449a55b59d7a9a6c.html,www.nj.gov,Margate City,0,true,20250723mg.shtml,2024,multi_family_administrative_source,payroll_roster,html_text_candidate,1,EXTSOURCE-d29989523f1f03df1ab8c43a,2026-08-05T17:25:59.080911+00:00,0,benefits_and_total_compensation|implementation_confirmation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,police,official_administrative_summary,EXTSRCREV-69410c0cf8cd916430bc1321,source_review_lane_004,2830,bounded HTML shell contains plausible administrative source signal,retained_html,NJ
text/html; charset=utf-8,3a0e8fc846e85f2bd1a37803e742a7913996a7308af31c49f3a975f802197c22,retained prior type,0,"City Council approves FY27 Budget with no Property Tax Hike • Murfreesboro, TN Skip to Main Content Create a Website Account - Manage notification subscriptions, save form progress and more. Website Sign In Your Government Our Residents For Visitors Doing Business I Want To Search Home News Flash City Council approves FY27 Budget with no Property Tax Hike News Flash City Council approves FY27 Budget with no Property Tax Hike City News Posted on June 05, 2026 The Murfreesboro City Council June 4, 2026 approved the $782 million FY27 Budget on second reading that maintains the City’s strong finan","{""bounded_link_count"": 66, ""bounded_visible_character_count"": 16733, ""html_title"": ""City Council approves FY27 Budget with no Property Tax Hike • Murfreesboro, TN""}",130166,https://www.murfreesborotn.gov/m/newsflash/Home/Detail/5522,EXTLOC-ffde3b659a4a25f7d9c9132a,,police,html,200,payroll_roster,https://www.murfreesborotn.gov/m/newsflash/Home/Detail/5522,high,0,0,False,EXTCAND-9f8b7b8742f5753f3f893fd2,,MECHEXP-1800e49c1dc2bd12d23a4642|MECHEXP-1d0e44dfda9e16ebdda72828|MECHEXP-901e73ad54cdeb94ead581de|MECHEXP-dc7348be2308aab37f8255fa|MECHEXP-fc6550b31cde886c4425ec60,ROOTCOMP-7a9fe0de1346da8d4b3d9d69,external_search_wave_001_compacted,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/3a0e8fc846e85f2bd1a37803e742a7913996a7308af31c49f3a975f802197c22.html,www.murfreesborotn.gov,Maury City,0,true,5522,undated,multi_family_administrative_source,payroll_roster,html_text_candidate,1,EXTSOURCE-7e31029ed452b2a439138060,2026-08-05T17:25:59.141285+00:00,0,implementation_confirmation|payroll_and_earnings|recruitment_and_retention|staffing_and_headcount|tenure_and_progression,police,official_administrative_summary,EXTSRCREV-a845d42e1caf6eb8a249f586,source_review_lane_004,2828,bounded HTML shell contains plausible administrative source signal,retained_html,TN
text/html; charset=utf-8,a28864014caad35650b99ccc7c28dc88936b443a53cf809ca5ebc0f2eaaf5fb0,retained prior type,0,3/1/2019 - Just In - Minnesota Legislative Reference Library Skip to main content Skip to office menu Skip to footer Minnesota Legislature Advanced Search Search Legislature Search Menu Legislature --> House Minnesota House of Representatives Minnesota House of Representatives --> House Members and Staff House Members Leadership Staff Employment Who Represents Me? Committees Committee List Committee Roster Upcoming Meetings Standing Committee Schedule Minutes Committee Deadlines Offices Chief Clerk Fiscal Analysis House Research Public Information Sergeant-at-Arms Caucuses - DFL/GOP Other Info,"{""bounded_link_count"": 274, ""bounded_visible_character_count"": 51476, ""html_title"": ""3/1/2019 - Just In - Minnesota Legislative Reference Library""}",373593,https://www.lrl.mn.gov/resource/justin?issue=3%2F1%2F2019,EXTLOC-1aea7d9b9561725e6b6313b3,,unclear,html,200,payroll_roster,https://www.lrl.mn.gov/resource/justin?issue=3%2F1%2F2019,high,0,0,False,RESCAND-7a79a063d58d33ec90d30be5,,MECHEXP-02cf3739210362455d2594ae|MECHEXP-21ae47769e764b9c9b6e35b5|MECHEXP-31143a3a189cf37d98f93926|MECHEXP-a7027bee60ff3aa9fdd249fe,ROOTCOMP-96ed16f4cc8ca12f1821e18b,external_search_wave_002_exhaustive_residual,artifacts/local_retained_sources/whole_corpus_external_data_exhaustive_pipeline_2026-08-04/html/a28864014caad35650b99ccc7c28dc88936b443a53cf809ca5ebc0f2eaaf5fb0.html,www.lrl.mn.gov,Biwabik,0,true,justin,2019,payroll_and_earnings,payroll_roster,html_text_candidate,1,EXTSOURCE-37ffbfcfad44801eb1d21645,2026-08-05T17:25:59.245184+00:00,0,implementation_confirmation,unclear,official_administrative_summary,EXTSRCREV-2b694d52fb60601fc7cc5b05,source_review_lane_004,2824,bounded HTML shell contains plausible administrative source signal,retained_html,MN
