technical_lineage_id,source_span_lineage_id,municipality,state,region,source_family,source_title,source_url,mechanism_class,side,bounded_evidence_excerpt,claim_boundary,structure_type,table_identity,row_column_labels,step_rank_grade_label,effective_period,structured_value_elements,formula_text,caps_floors,fake_scalar_created
WCM-6394ecc304d1fef7b8ed036f,WCRS-9f5b91f6181717974f2e09a8,Laurel Park,NC,South,budget_or_pay_plan,Town Policies (including PAY PLAN) — SUBJECT: PAY PLAN (policy and procedures for compensating Town employees),https://laurelpark.org/images/Town_Policies_updated_5.4.17.pdf,across_the_board_raise,unclear,The salary schedule consists of steps for hiring and,mechanism_only,annual_salary,,,,,[],,,false
WCM-68150dfad344df349df72462,WCRS-39dbbcf58763816323ffc8a1,Key Colony Beach,FL,South,agenda_packet_or_minutes,Key Colony Beach City Commission Regular Minutes (Discussion/Approval of an agreement between the South Florida Police Benevolent Association and the City of Key Colony Beach),https://keycolonybeach.net/wp-content/uploads/2024/08/ilovepdf_merged-3.pdf,retroactivity_implementation,police,given for a 25% future discount effective April 2025 and confirmed for other agencies in the County having,repair_needed,percentage,,,,2025,"[""25%"", ""2025""]",,,false
WCM-60369b7654d1487b79cef42f,WCRS-3c8c3acc1b4d2523af835e39,Ramseur,NC,South,budget_or_pay_plan,Adopted Operating Budget (Budget Ordinance) - Fiscal Year 2021-2022 (Ordinance No. 07012021),https://townoframseur.org/wp-content/uploads/2022/02/2021-2022-Adopted-Budget.pdf,across_the_board_raise,unclear,"Republic Services wit h 3.6% increase $136,540",repair_needed,percentage,SANITATION DEPARTMENT APPROVED REQUESTED,,,2021,"[""3.6%"", ""$136,540""]",,,false
WCM-e83cabd04d13dbfbd11245e6,WCRS-45633c3ef5e1e59ea027d5a4,Holcomb,KS,Midwest,agenda_packet_or_minutes,"City of Holcomb Council Meeting Minutes (June 15, 2023)",https://holcombks.com/files/documents/CityCouncilMinutes06-15-23123110071123PM1405.pdf,across_the_board_raise,unclear,"Holcomb agreed to increase his hourly rate by $0.25 for each period, as well as meet a minimum wage",repair_needed,hourly,,,,2023,"[""$0.25""]",,,false
WCM-842ed420cebf413b6b260226,WCRS-16c082fd840caa3b50fc610a,Marathon City,WI,Midwest,cba,Collective Bargaining Agreement (General Teamsters Union Local 662) — Clerical & Public Works Employees (Firefighters/EMRs/Police Officers excluded),https://marathoncitywi.gov/wp-content/uploads/2025/11/Village-Packet-11.12.2025-final.pdf,across_the_board_raise,safety_combined,representing a 1.937% increase in value.,repair_needed,percentage,MISCELLANEOUS REVENUE,,,2025,"[""1.937%""]",,,false
WCM-e24d06ebd68026acd2d75054,WCRS-f2d0ce759de2dfd4a0daa446,Marathon City,WI,Midwest,cba,Collective Bargaining Agreement (General Teamsters Union Local 662) — Clerical & Public Works Employees (Firefighters/EMRs/Police Officers excluded),https://marathoncitywi.gov/wp-content/uploads/2025/11/Village-Packet-11.12.2025-final.pdf,across_the_board_raise,safety_combined,This represents a 5.87% increase in total expenditures over last years,repair_needed,percentage,,,,2025,"[""5.87%""]",,,false
WCM-0eecd51750abc0ef96b6e888,WCRS-25631be9ac3132cf304bc20d,Marathon City,WI,Midwest,cba,Collective Bargaining Agreement (General Teamsters Union Local 662) — Clerical & Public Works Employees (Firefighters/EMRs/Police Officers excluded),https://marathoncitywi.gov/wp-content/uploads/2025/11/Village-Packet-11.12.2025-final.pdf,across_the_board_raise,safety_combined,"Public Safety: $712,894, increase of 5.66%",repair_needed,percentage,,,,2025,"[""$712,894,"", ""5.66%""]",,,false
WCM-681d570ae051d9d0cd93a09a,WCRS-4f6bb414cd2debc2bca5a979,Marathon City,WI,Midwest,cba,Collective Bargaining Agreement (General Teamsters Union Local 662) — Clerical & Public Works Employees (Firefighters/EMRs/Police Officers excluded),https://marathoncitywi.gov/wp-content/uploads/2025/11/Village-Packet-11.12.2025-final.pdf,across_the_board_raise,safety_combined,"Excluding this reallocation, the Public Works operating budget reflects an increase of 3.34%, largely attributed to payroll-related expenditures, while other areas",mechanism_only,percentage,,,,2025,"[""3.34%""]",,,false
WCM-75c16ce5e79078901fec3bf2,WCRS-104c2f14de0a71e930495379,Mountain Village,CO,West,other_local_government_pay_policy,"Employee Handbook February 11, 2016 (On Call Pay & Overtime Compensation; ""On Call"" excludes police)",https://townofmountainvillage.com/site/assets/files/26197/february-11-2016-town-council-meeting-packet.pdf,across_the_board_raise,police,deductibles and maximum out of pocket for employees but reduced our premiums from a 19% increase to a 6%,mechanism_only,percentage,,,,2016,"[""19%"", ""6%""]",,,false
WCM-185cb9af8040fc4b8ff3770c,WCRS-4589987f7d489ebc8f69df5c,Mountain Village,CO,West,other_local_government_pay_policy,"Employee Handbook February 11, 2016 (On Call Pay & Overtime Compensation; ""On Call"" excludes police)",https://townofmountainvillage.com/site/assets/files/26197/february-11-2016-town-council-meeting-packet.pdf,across_the_board_raise,police,deductibles and maximum out of pocket for employees but reduced our premiums from a 19% increase to a 6% increase.,mechanism_only,percentage,,,,2016,"[""19%"", ""6%""]",,,false
WCM-f09d2b1cd65611da53c9914e,WCRS-4eb0e7b693a9322690920c72,Goshen,NH,Northeast,personnel_policy,"December 2, 2024 Board of Selectmen minutes (includes discussion of 'holiday pay' and references to Town personnel policy interpretation)",https://goshennh.org/wp-content/uploads/2024/12/December-2-2024.pdf,across_the_board_raise,unclear,budget down to an even 10% increase.,mechanism_only,percentage,,,,2024,"[""10%""]",,,false
WCM-44add07cd8099fc12678bdf3,WCRS-a7f8f00f9a1918e4246a11c3,River Hills,WI,Midwest,factfinding_report,"Decision No. 33857-A — Fact Finding Recommendations (Village of River Hills Police Association, Local 326) — expired agreement by its terms on Dec. 31, 2009; new agreement factfinding initiated in 2012",https://werc.wi.gov/interest_awards/ff33857.pdf,across_the_board_raise,police,"however, the Association proposed a wage increase of 0%",mechanism_only,percentage,Section 19.01 and Section 20.01;,,,,"[""0%""]",,,false
WCM-b77510f7a12ab74be881628e,WCRS-b74f36213da5147d60a2ff6b,River Hills,WI,Midwest,factfinding_report,"Decision No. 33857-A — Fact Finding Recommendations (Village of River Hills Police Association, Local 326) — expired agreement by its terms on Dec. 31, 2009; new agreement factfinding initiated in 2012",https://werc.wi.gov/interest_awards/ff33857.pdf,retroactivity_implementation,police,"effective 1/1/10, 2.0% effective 12/31/11, 1.0% effective 1/1/12 and 1% effective 7/1/12 as a",repair_needed,percentage,"Section 19.01 and Section 20.01; however, the Association proposed a wage increase of 0%",,,,"[""1"", ""1"", ""10,"", ""2.0%"", ""12"", ""31"", ""11,"", ""1.0%"", ""1"", ""1"", ""12"", ""1%"", ""7"", ""1"", ""12""]",,,false
WCM-7bf9fff69fb48edac4543fd0,WCRS-599df046fbfaa2a8f1d83675,River Hills,WI,Midwest,factfinding_report,"Decision No. 33857-A — Fact Finding Recommendations (Village of River Hills Police Association, Local 326) — expired agreement by its terms on Dec. 31, 2009; new agreement factfinding initiated in 2012",https://werc.wi.gov/interest_awards/ff33857.pdf,across_the_board_raise,police,"Association Exhibit 1400 shows that at the time the final offers were certified, the CPI was at",mechanism_only,table_or_formula,,,,,"[""1400""]","Association Exhibit 1400 shows that at the time the final offers were certified, the CPI was at",,false
WCM-2afa7de61cbd1b1889cae50b,WCRS-e29ae0dadad201d87bfa118c,River Hills,WI,Midwest,factfinding_report,"Decision No. 33857-A — Fact Finding Recommendations (Village of River Hills Police Association, Local 326) — expired agreement by its terms on Dec. 31, 2009; new agreement factfinding initiated in 2012",https://werc.wi.gov/interest_awards/ff33857.pdf,across_the_board_raise,police,The Employer’s final offer is well under the CPI.,repair_needed,table_or_formula,,,,,[],The Employer’s final offer is well under the CPI.,,false
WCM-aae3a82a656abe8ec76626ae,WCRS-9ac978a91db348f2ad224cae,River Hills,WI,Midwest,factfinding_report,"Decision No. 33857-A — Fact Finding Recommendations (Village of River Hills Police Association, Local 326) — expired agreement by its terms on Dec. 31, 2009; new agreement factfinding initiated in 2012",https://werc.wi.gov/interest_awards/ff33857.pdf,across_the_board_raise,police,"economy, the Village’s financial condition, and CPI.",mechanism_only,table_or_formula,,,,,[],"economy, the Village’s financial condition, and CPI.",,false
WCM-6fa1b5be1a39346ebbcc069c,WCRS-27f68fa8d04facf58586c270,River Hills,WI,Midwest,factfinding_report,"Decision No. 33857-A — Fact Finding Recommendations (Village of River Hills Police Association, Local 326) — expired agreement by its terms on Dec. 31, 2009; new agreement factfinding initiated in 2012",https://werc.wi.gov/interest_awards/ff33857.pdf,across_the_board_raise,police,"insurance and WRS pick-ups, but has proposed a 4% wage increase for the three-year term of the",repair_needed,percentage,,,,,"[""4%""]",,,false
WCM-618da636fe0da020d88ba5e7,WCRS-522fff3623707e4bb18ee3c6,River Hills,WI,Midwest,factfinding_report,"Decision No. 33857-A — Fact Finding Recommendations (Village of River Hills Police Association, Local 326) — expired agreement by its terms on Dec. 31, 2009; new agreement factfinding initiated in 2012",https://werc.wi.gov/interest_awards/ff33857.pdf,non_base_compensation,police,health insurance represents an increase of 4.5% in premium payment and the WRS represents a,repair_needed,percentage,,,,,"[""4.5%""]",,,false
WCM-c9d18a7e8c4067048bd975a6,WCRS-a3f6f1640b420992e218438c,River Hills,WI,Midwest,factfinding_report,"Decision No. 33857-A — Fact Finding Recommendations (Village of River Hills Police Association, Local 326) — expired agreement by its terms on Dec. 31, 2009; new agreement factfinding initiated in 2012",https://werc.wi.gov/interest_awards/ff33857.pdf,across_the_board_raise,police,5.9% increase for employees.,repair_needed,percentage,,,,,"[""5.9%""]",,,false
WCM-d8705eb7d6efdd16fd8c59ff,WCRS-8128756853ae35075397364c,River Hills,WI,Midwest,factfinding_report,"Decision No. 33857-A — Fact Finding Recommendations (Village of River Hills Police Association, Local 326) — expired agreement by its terms on Dec. 31, 2009; new agreement factfinding initiated in 2012",https://werc.wi.gov/interest_awards/ff33857.pdf,across_the_board_raise,police,The Association’s final offer is end loaded with a 0% increase in 2010 and basically a 0%,repair_needed,percentage,,,,,"[""0%"", ""2010"", ""0%""]",,,false
WCM-07ab4ab6b709dde6a7fdfe1e,WCRS-e87fbc102bcb30d986072aeb,River Hills,WI,Midwest,factfinding_report,"Decision No. 33857-A — Fact Finding Recommendations (Village of River Hills Police Association, Local 326) — expired agreement by its terms on Dec. 31, 2009; new agreement factfinding initiated in 2012",https://werc.wi.gov/interest_awards/ff33857.pdf,across_the_board_raise,police,increase of 7.2%.6,repair_needed,percentage,,,,,"[""7.2%"", ""6""]",,,false
WCM-722cdc5dbd71f4635cab45b3,WCRS-e0a89cfb74b3b00c2b824fcf,Carmel-by-the-Sea,CA,West,mou_or_memorandum,"Memorandum of Understanding Between City of Carmel-by-the-Sea and Carmel-by-the-Sea Police Officers Association (POA) (For the period July 1, 2025 through June 30, 2027)",https://ci.carmel.ca.us/sites/main/files/file-attachments/police_officers_association_mou_effective_july_2025.pdf,across_the_board_raise,police,Step advancement shall occur each year on the employees’ anniversary date,claim_ready,step_schedule,,,,2025,[],,,false
WCM-487c1061b6d5a48587553e60,WCRS-4938f9edae62d8b4723be579,Carmel-by-the-Sea,CA,West,mou_or_memorandum,"Memorandum of Understanding Between City of Carmel-by-the-Sea and Carmel-by-the-Sea Police Officers Association (POA) (For the period July 1, 2025 through June 30, 2027)",https://ci.carmel.ca.us/sites/main/files/file-attachments/police_officers_association_mou_effective_july_2025.pdf,other_pay_setting_mechanism,mixed,"The Police Chief retains the right to assign employees to other shift schedules than those listed above, to change an employee’s schedule due to short-term staffing needs, and to change the",mechanism_only,table_or_formula,,,,2025,[],,,false
WCM-ddb22a4ad605dc8cdaf6852b,WCRS-6c8f693a97d7b77039882243,Carmel-by-the-Sea,CA,West,mou_or_memorandum,"Memorandum of Understanding Between City of Carmel-by-the-Sea and Carmel-by-the-Sea Police Officers Association (POA) (For the period July 1, 2025 through June 30, 2027)",https://ci.carmel.ca.us/sites/main/files/file-attachments/police_officers_association_mou_effective_july_2025.pdf,across_the_board_raise,police,SALARY SCHEDULE,mechanism_only,annual_salary,EXHIBIT B ATTACHMENT 3,,,2025,[],,,false
WCM-64b3fc61178cb0045685350e,WCRS-8937a6a4027ca71e51863dbd,Carmel-by-the-Sea,CA,West,mou_or_memorandum,"Memorandum of Understanding Between City of Carmel-by-the-Sea and Carmel-by-the-Sea Police Officers Association (POA) (For the period July 1, 2025 through June 30, 2027)",https://ci.carmel.ca.us/sites/main/files/file-attachments/police_officers_association_mou_effective_july_2025.pdf,retroactivity_implementation,police,"4% effective January 16, 2026",repair_needed,percentage,POLICE NON-SWORN CLASSIFICATIONS,,,2026,"[""4%"", ""16,"", ""2026""]",,,false
WCM-5aa045606d78776e1d2a6c74,WCRS-0ddac3a6abf6354a99690a68,Carmel-by-the-Sea,CA,West,mou_or_memorandum,"Memorandum of Understanding Between City of Carmel-by-the-Sea and Carmel-by-the-Sea Police Officers Association (POA) (For the period July 1, 2025 through June 30, 2027)",https://ci.carmel.ca.us/sites/main/files/file-attachments/police_officers_association_mou_effective_july_2025.pdf,across_the_board_raise,police,SALARY SCHEDULE,mechanism_only,annual_salary,EXHIBIT B ATTACHMENT 3,,,2025,[],,,false
WCM-01f9438b4a4813b2120f1159,WCRS-6ee3a97b5ff09063743c4d55,West Bridgewater,MA,Northeast,mou_or_memorandum,"Memorandum of Agreement (AFSCME) (April 4, 2023) — successor collective bargaining for July 1, 2023 through June 30, 2026",https://cms1files.revize.com/westbridgewater/August%2014%2C%202024%20Packet.pdf,across_the_board_raise,unclear,The maximum direct labor rate shall not exceed $85 per hour without,repair_needed,hourly,,,,2023,"[""$85""]",,,false
WCM-5da0dc19cd6e539117b3b1fc,WCRS-559accadf49eca2cf1f7f21a,West Bridgewater,MA,Northeast,mou_or_memorandum,"Memorandum of Agreement (AFSCME) (April 4, 2023) — successor collective bargaining for July 1, 2023 through June 30, 2026",https://cms1files.revize.com/westbridgewater/August%2014%2C%202024%20Packet.pdf,step_schedule_seniority,unclear,"shall Effective July 1, 2023, receive increase to each Grade by three hundred fifty dollars ($350.00).",repair_needed,pay_grade,Section 9. Employees in the Water Department holding a water facility,,,2023,"[""1,"", ""2023,"", ""$350.00""]",,,false
WCM-51c7969397226288a0e1c668,WCRS-cec3a4c7d422dbed0d1840b7,West Bridgewater,MA,Northeast,mou_or_memorandum,"Memorandum of Agreement (AFSCME) (April 4, 2023) — successor collective bargaining for July 1, 2023 through June 30, 2026",https://cms1files.revize.com/westbridgewater/August%2014%2C%202024%20Packet.pdf,across_the_board_raise,unclear,Addition sixth step occurs at completion often years with a 2% increase,repair_needed,percentage,FY26 (7/1/25): 3%,,,2023,"[""2%""]",,,false
WCM-9b7fdf970464d5c73be6733b,WCRS-24b7a843d46fc1537f543fdf,West Bridgewater,MA,Northeast,mou_or_memorandum,"Memorandum of Agreement (AFSCME) (April 4, 2023) — successor collective bargaining for July 1, 2023 through June 30, 2026",https://cms1files.revize.com/westbridgewater/August%2014%2C%202024%20Packet.pdf,across_the_board_raise,unclear,Addition seventh step occurs at completion of fifteen years with a 2% increase,repair_needed,percentage,FY26 (7/1/25): 3%,,,2023,"[""2%""]",,,false
WCM-0e1d8a404d78962190f59fd2,WCRS-fb1fda19bc16da0ae2a10839,Buchanan,NY,Northeast,budget_or_pay_plan,2023-2024 Adopted Budget (contains 2023-2024 SALARY SCHEDULE),https://buchananny.gov/financial-documents/23-24-Adopted-Budget.pdf,across_the_board_raise,unclear,"fiscal year is $626.49, per $1,000 of assessed valuation, or a 1.91% increase over last year.",mechanism_only,percentage,TAX RATE,,,2023,"[""$626.49"", ""$1,000"", ""1.91%""]",,,false
WCM-cdb809f5c9d7b6d4c0fcee04,WCRS-052c5202adebb8d6e8205f8e,Buchanan,NY,Northeast,budget_or_pay_plan,2023-2024 Adopted Budget (contains 2023-2024 SALARY SCHEDULE),https://buchananny.gov/financial-documents/23-24-Adopted-Budget.pdf,across_the_board_raise,unclear,"The cap is set at 2% or at the Consumer Price Index (CPI),",mechanism_only,percentage,TAX CAP,,,2023,"[""2%""]","The cap is set at 2% or at the Consumer Price Index (CPI),",,false
WCM-f64e0e72f494e5bdf752c49d,WCRS-52eddb4793a818a412a42cf7,Buchanan,NY,Northeast,budget_or_pay_plan,2023-2024 Adopted Budget (contains 2023-2024 SALARY SCHEDULE),https://buchananny.gov/financial-documents/23-24-Adopted-Budget.pdf,across_the_board_raise,unclear,2023-2024 SALARY SCHEDULE,mechanism_only,annual_salary,AND OTHER SOURCES,,,2023,"[""2023"", ""2024""]",,,false
WCM-ebf18dbc9175f6f8ef8f3c3b,WCRS-83537d4161dceed706c79c25,Buchanan,NY,Northeast,budget_or_pay_plan,2023-2024 Adopted Budget (contains 2023-2024 SALARY SCHEDULE),https://buchananny.gov/financial-documents/23-24-Adopted-Budget.pdf,across_the_board_raise,unclear,2023-2024 SALARY SCHEDULE,repair_needed,annual_salary,"TOTAL A1230.1 $109,283 $109,283",,,2023,"[""2023"", ""2024""]",,,false
WCM-acf1c595a93f30e7e49ded2a,WCRS-df59aec786d7adc8c1b60732,Buchanan,NY,Northeast,budget_or_pay_plan,2023-2024 Adopted Budget (contains 2023-2024 SALARY SCHEDULE),https://buchananny.gov/financial-documents/23-24-Adopted-Budget.pdf,across_the_board_raise,unclear,2023-2024 SALARY SCHEDULE,mechanism_only,annual_salary,TOTAL A1460.1 $0 $0,,,2023,"[""2023"", ""2024""]",,,false
WCM-afbe902d9bb34980f72d935f,WCRS-bcedba12497b37d086b6b313,Social Circle,GA,South,budget_or_pay_plan,"Personnel Pay Plan - Adopted June 20, 2023",https://ted.cviog.uga.edu/financial-documents/sites/default/files/budgetdoc/budget-report/city-social-circle-fy2024-budget-report.pdf,across_the_board_raise,unclear,Budgeted expenditures are projected to increase by 52% or $11.9M to $18.1M in FY2024.,mechanism_only,percentage,,,,2024,"[""52%"", ""$11.9"", ""$18.1"", ""2024""]",,,false
WCM-8cceaff0c090ee8498e2c169,WCRS-4fe0afa04eb00ecf2e8144f6,Augusta charter,MI,Midwest,cba,Augusta Township Fire Firefighters 2015-18 — Contract (Contract Duration 4-1-15 to 3-31-18; wage increase and longevity notes),https://maff.org/archives/35-2015,across_the_board_raise,fire,39% increase for Paid-on-Call.,repair_needed,percentage,CONTRACT,,,2015,"[""39%""]",,,false
WCM-ed6763e6ce7b164fe1e43fb7,WCRS-354d8d02a214fb877e435bb5,Augusta charter,MI,Midwest,cba,Augusta Township Fire Firefighters 2015-18 — Contract (Contract Duration 4-1-15 to 3-31-18; wage increase and longevity notes),https://maff.org/archives/35-2015,across_the_board_raise,fire,23% increase for full-time Fire Fighters.,repair_needed,percentage,,,,2015,"[""23%""]",,,false
WCM-49cf911e06273a52f1d15c3e,WCRS-622c867732b7283639fc43c9,Augusta charter,MI,Midwest,cba,Augusta Township Fire Firefighters 2015-18 — Contract (Contract Duration 4-1-15 to 3-31-18; wage increase and longevity notes),https://maff.org/archives/35-2015,across_the_board_raise,fire,17% increase for Captains.,repair_needed,percentage,,,,2015,"[""17%""]",,,false
WCM-d107ccd9b68a60e62bf2bddf,WCRS-ee63e0638d418e60485702d5,Augusta charter,MI,Midwest,cba,Augusta Township Fire Firefighters 2015-18 — Contract (Contract Duration 4-1-15 to 3-31-18; wage increase and longevity notes),https://maff.org/archives/35-2015,across_the_board_raise,fire,"Retirement: Maintained MERS defined benefit retirement plan increasing the multiplier by .25 cents, reducing FAC to 3 years, and adding the COLA rider E-2, 2.5% non-compounded.",repair_needed,percentage,,,,2015,"[""25"", ""3"", ""2,"", ""2.5%""]",,,false
WCM-083031dd496b2fcdaf199945,WCRS-acd562f50d1f233c6af041c9,Shawnee,OH,Midwest,cba,Collective Bargaining Agreement — Shawnee Township Fire (I.A.F.F. Local #2550) (2020-2021),https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2021/21-MED-02-0107.pdf,across_the_board_raise,fire,New employees shall be assigned to the entry rate for firefighter and shall be advanced to the next higher pay step at the beginning of the pay period following completion of each,claim_ready,step_schedule,,,,2020,[],,,false
WCM-f465835717f72f119cc8ac9a,WCRS-80f7a796dd10b7d1e3ecd5b1,Bellport,NY,Northeast,budget_or_pay_plan,2019-2020 Adopted Budget - Schedule of Salaries and Wages (General Fund and related schedules),https://bellportvillageny.gov/wp-content/uploads/2024/04/2019-2020-Adopted-Budget-.pdf,across_the_board_raise,unclear,SCHEDULE OF SALARIES AND WAGES,mechanism_only,table_or_formula,SCHEDULE 5,,,2019,[],,,false
WCM-1459ba6ea1c670efcaa1d005,WCRS-641888ac6dd80255f7b32aea,Miami,OH,Midwest,cba,Collective Bargaining Agreement (Miami Township Police Officers Union),https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2020/20-MED-09-1053.pdf,across_the_board_raise,police,"Section 1, Wage Schedule ....",mechanism_only,table_or_formula,,,,2020,"[""1,""]",,,false
WCM-1c05f8744241beddb3099852,WCRS-fdf1bd2e5604a1090f2f9699,Miami,OH,Midwest,cba,Collective Bargaining Agreement (Miami Township Police Officers Union),https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2020/20-MED-09-1053.pdf,across_the_board_raise,police,Wage Schedule.,mechanism_only,table_or_formula,Section 1.,,,2020,[],,,false
WCM-627eed5beeaebbbc61fc598b,WCRS-fb0f37231e6a2af17407aa3b,Miami,OH,Midwest,cba,Collective Bargaining Agreement (Miami Township Police Officers Union),https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2020/20-MED-09-1053.pdf,across_the_board_raise,police,Increase of 3.0%,repair_needed,percentage,,,,2020,"[""3.0%""]",,,false
WCM-e5bb194664131f4c34df5dc7,WCRS-2468fe54232f6f39736b52cb,Miami,OH,Midwest,cba,Collective Bargaining Agreement (Miami Township Police Officers Union),https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2020/20-MED-09-1053.pdf,across_the_board_raise,police,Increase of 3.0%,repair_needed,percentage,,,,2020,"[""3.0%""]",,,false
WCM-a48a3249e4edced5db9842a1,WCRS-0ca737ddd2736d5596591f9d,Miami,OH,Midwest,cba,Collective Bargaining Agreement (Miami Township Police Officers Union),https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2020/20-MED-09-1053.pdf,across_the_board_raise,police,Increase of 3.0%,repair_needed,percentage,,,,2020,"[""3.0%""]",,,false
WCM-fa4b2acf16448d4bbd7ac0dd,WCRS-0340699a98cc068c6c22b903,Port Neches,TX,South,agenda_packet_or_minutes,14-09-04-Minutes.pdf (Agenda Item 16: Approval of a Collective Bargaining Agreement with the Port Neches Police Association),https://cms8.revize.com/revize/portnechestx/Document%20Center/Meeting%20Agendas%20%26%20Minutes/City%20Council%20Agendas/2014/Minutes/14-09-04-Minutes.pdf,step_schedule_seniority,police,THE ASSISTANT FIRE CHIEF/ASSISTANT FIRE MARSHAL POSITION FROM PAY GRADE 30 TO PAY GRADE,mechanism_only,pay_grade,"AGENDA ITEM 10 - APPROVAL OF AN AMENDMENT TO THE WAGE AND SALARY PLAN, RECLASSIFYING",,,2014,"[""30""]",,,false
WCM-d7484c2dd34db9ed3814c64d,WCRS-8c19a7e1ff5839abb82e7cc6,Port Neches,TX,South,agenda_packet_or_minutes,14-09-04-Minutes.pdf (Agenda Item 16: Approval of a Collective Bargaining Agreement with the Port Neches Police Association),https://cms8.revize.com/revize/portnechestx/Document%20Center/Meeting%20Agendas%20%26%20Minutes/City%20Council%20Agendas/2014/Minutes/14-09-04-Minutes.pdf,step_schedule_seniority,police,Chief/Assistant Fire Marshal (AFC) be reclassified from Pay Grade 30 to Pay Grade 32.,repair_needed,pay_grade,THE ASSISTANT FIRE CHIEF/ASSISTANT FIRE MARSHAL POSITION FROM PAY GRADE 30 TO PAY GRADE,,,2014,"[""30"", ""32""]",,,false
WCM-1d35cdb55a997806f11ac3cb,WCRS-fb15fce2bbd9d5cbeed59f6a,Port Neches,TX,South,agenda_packet_or_minutes,14-09-04-Minutes.pdf (Agenda Item 16: Approval of a Collective Bargaining Agreement with the Port Neches Police Association),https://cms8.revize.com/revize/portnechestx/Document%20Center/Meeting%20Agendas%20%26%20Minutes/City%20Council%20Agendas/2014/Minutes/14-09-04-Minutes.pdf,non_base_compensation,police,"and combined with a 156 hours of built-in overtime each year because of work schedule/cycle,",repair_needed,table_or_formula,,,,2014,"[""156""]",,,false
WCM-34942a1e7e17ab277fb5c584,WCRS-6079e14aff029d8b2ec6b7b6,Port Neches,TX,South,agenda_packet_or_minutes,14-09-04-Minutes.pdf (Agenda Item 16: Approval of a Collective Bargaining Agreement with the Port Neches Police Association),https://cms8.revize.com/revize/portnechestx/Document%20Center/Meeting%20Agendas%20%26%20Minutes/City%20Council%20Agendas/2014/Minutes/14-09-04-Minutes.pdf,budget_pay_plan,police,"stated if the Council is not interested in increasing the pay grade, staff can post the vacancy and",mechanism_only,pay_grade,,,,2014,[],,,false
WCM-bfc2f95822e8a877576284b9,WCRS-38f0e9c32987341f5ba10066,Green,OH,Midwest,cba,"Collective Bargaining Agreement — Green Township, Hamilton County, Ohio & Green Township Professional Firefighters Union Local 2927 (IAFF)",https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2020/20-MED-05-0608.pdf,across_the_board_raise,fire,in /\ppemlix A After fifteen years the employee shall not receive both the ten ytar .5% adjustment,mechanism_only,percentage,,,,2020,"[""5%""]",,,false
WCM-1382472e9d2fdcc53dcb416a,WCRS-e800f9b7568c26d974c477dd,Green,OH,Midwest,cba,"Collective Bargaining Agreement — Green Township, Hamilton County, Ohio & Green Township Professional Firefighters Union Local 2927 (IAFF)",https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2020/20-MED-05-0608.pdf,across_the_board_raise,fire,tind 1he fifteen year .75% adjustment.,mechanism_only,percentage,,,,2020,"[""1"", ""75%""]",,,false
WCM-114426d2db44bf3784c46bdd,WCRS-27efbebdd7b35e5c6adfd62a,Bladenboro,NC,South,budget_or_pay_plan,TOWN OF BLADENBORO — Annual Budget Estimate (Budget Year 2022-2023) [General Fund],https://bladenboronc.org/vertical/sites/%7BE1D8C6F0-3E4E-4AEF-AAB9-4E71828273B1%7D/uploads/Budget_File_2022-2023_PDF%28Kelsey%29_Final.pdf,across_the_board_raise,unclear,SANITATION 5% Increase,repair_needed,percentage,FY 2022-2023,,,2022,"[""5%""]",,,false
WCM-7a8325678cddc3ac58ff2a2c,WCRS-01b43c88908e621bd8d7d29b,Orwigsburg,PA,Northeast,agenda_packet_or_minutes,"Orwigsburg Borough Council Meeting Minutes (Police Contract CBA Update) — August 14, 2024",https://orwigsburg.community.diligentoneplatform.com/document/03822ada-d801-4fb2-a077-3eda2340644e,across_the_board_raise,police,Article 7.02 - Salary schedule to be based on increases of 5% for,repair_needed,annual_salary,,,,2024,"[""7.02"", ""5%""]",,,false
WCM-ba3789c73020aba8eb206385,WCRS-07742adcc5b9e9e381524c7c,Hamburg,NJ,Northeast,other_local_government_pay_policy,"Ordinance #04-2022 Fixing the Salaries of Certain Officials, Officers and Employees of the Borough of Hamburg",https://hamburgnj.org/wp-content/documents/ordinances/2022/Ordinance%2004-2022.pdf,across_the_board_raise,unclear,"POSITION MINIMUM ANNUAL MAXIMUM ANNUAL SALARY SALARY Mayor $ 6,000.00 $10,000.00",repair_needed,annual_salary,SECTION 1.) The minimum and maximum annual salary range to the following,,,2022,"[""6,000.00"", ""$10,000.00""]",,,false
