technical_lineage_id,source_span_lineage_id,municipality,state,region,source_family,source_title,source_url,mechanism_class,side,bounded_evidence_excerpt,claim_boundary,compensation_cycle_id,period_start,period_end,period_label,period_source,period_confidence,period_caveats,conflicting_period_flag
WCM-55999b077cae916854854363,WCRS-04dc4e36867ef68dda9eeba7,Medina,OH,Midwest,cba,Collective Bargaining Agreement (Medina Township Police Department) — Ohio Patrolmen's Benevolent Association,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2021/21-MED-10-1324.pdf,across_the_board_raise,police,The FTO will be compensated at a rate of$1.00 per hour during the time of the FTO program.,repair_needed,2021,2021,2021,2021,bounded_text_or_title_or_source_url,moderate,source-title inference; verify against operative clause,false
WCM-583a8452a51a17608b06fde5,WCRS-52e0391fff95a0619a07ca54,Medina,OH,Midwest,cba,Collective Bargaining Agreement (Medina Township Police Department) — Ohio Patrolmen's Benevolent Association,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2021/21-MED-10-1324.pdf,non_base_compensation,police,"Section 3: Shift Differential: Effective January l 51,2022, Employees shall be paid an additional one dollar",repair_needed,2022,2022,2022,2022,bounded_text_or_title_or_source_url,moderate,,false
WCM-0dfd6647e9ef36ef69dda210,WCRS-cb42dc212763ecdec3c9d2de,Medina,OH,Midwest,cba,Collective Bargaining Agreement (Medina Township Police Department) — Ohio Patrolmen's Benevolent Association,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2021/21-MED-10-1324.pdf,retroactivity_implementation,police,"Effective January 1st, 2022,",repair_needed,2022,2022,2022,2022,bounded_text_or_title_or_source_url,moderate,,false
WCM-659c9b40152acab957370ffc,WCRS-d8123fc0545473698d885f9f,Medina,OH,Midwest,cba,Collective Bargaining Agreement (Medina Township Police Department) — Ohio Patrolmen's Benevolent Association,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2021/21-MED-10-1324.pdf,non_base_compensation,police,"Township Police Department, the bargaining unit member shall be entitled to receive longevity pay as",repair_needed,2021,2021,2021,2021,bounded_text_or_title_or_source_url,moderate,source-title inference; verify against operative clause,false
WCM-90ce1c66fc10358b291c2922,WCRS-9188d12c00bed529f2d7068a,Medina,OH,Midwest,cba,Collective Bargaining Agreement (Medina Township Police Department) — Ohio Patrolmen's Benevolent Association,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2021/21-MED-10-1324.pdf,across_the_board_raise,police,4 years fulltime continuous service with the Township $1.00/hr.,mechanism_only,2021,2021,2021,2021,bounded_text_or_title_or_source_url,moderate,source-title inference; verify against operative clause,false
WCM-42e6a67736d7a610beb82c2d,WCRS-13c07677f6e6a49487d90f23,Medina,OH,Midwest,cba,Collective Bargaining Agreement (Medina Township Police Department) — Ohio Patrolmen's Benevolent Association,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2021/21-MED-10-1324.pdf,across_the_board_raise,police,8 years fulltime continuous service with the Township $1.50/hr.,repair_needed,2021,2021,2021,2021,bounded_text_or_title_or_source_url,moderate,source-title inference; verify against operative clause,false
WCM-22a4bc3013a3bc233c00f01c,WCRS-4f8c656c2fb2ac59a728f89c,Medina,OH,Midwest,cba,Collective Bargaining Agreement (Medina Township Police Department) — Ohio Patrolmen's Benevolent Association,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2021/21-MED-10-1324.pdf,retroactivity_implementation,police,"Section 1: This Agreement between the parties is effective retroactive to January 1, 2022 and shall remain",supporting_example_ready,2022,2022,2022,2022,bounded_text_or_title_or_source_url,moderate,,false
WCM-db4a7b3672d71d8a003d9246,WCRS-df825f1c056acd80f89f36a5,Medina,OH,Midwest,cba,Collective Bargaining Agreement (Medina Township Police Department) — Ohio Patrolmen's Benevolent Association,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2021/21-MED-10-1324.pdf,retroactivity_implementation,police,"The Township and the OPBA agree this addendum will be effective retroactively to January 1, 2023.",supporting_example_ready,2023,2023,2023,2023,bounded_text_or_title_or_source_url,moderate,,false
WCM-b4834a210104bb6349fef300,WCRS-d0674df72360f45cae59b01b,Medina,OH,Midwest,cba,Collective Bargaining Agreement (Medina Township Police Department) — Ohio Patrolmen's Benevolent Association,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2021/21-MED-10-1324.pdf,across_the_board_raise,police,rate of $1.00 per hour during the time of the FTO program.,repair_needed,2021,2021,2021,2021,bounded_text_or_title_or_source_url,moderate,source-title inference; verify against operative clause,false
WCM-81a1812529b1f3a24f7cac0b,WCRS-36e5f557cd8c67daf071f4b5,Bonduel,WI,Midwest,arbitration_award,Arbitration Award (WERC) - Village of Bonduel v. General Teamsters Union Local 662 (MA-14842; Case No. 5; No. 70048),https://werc.wi.gov/grievance_awards/7647.pdf,strike_no_strike_dispute_process,unclear,Did the Employer violate the collective bargaining agreement by failing,mechanism_only,undated-source-B4X2500LIVE-20260729-005879,,,,source_level_identifier_only,low,missing explicit period,false
WCM-1ae2b4e7275c28d709453ba1,WCRS-4a5e944edb6ee77b23d697dd,Bonduel,WI,Midwest,arbitration_award,Arbitration Award (WERC) - Village of Bonduel v. General Teamsters Union Local 662 (MA-14842; Case No. 5; No. 70048),https://werc.wi.gov/grievance_awards/7647.pdf,retroactivity_implementation,unclear,"at a pay rate of $16.07@ hour effective January 1, 2010.",repair_needed,undated-source-B4X2500LIVE-20260729-005879,,,,source_level_identifier_only,low,missing explicit period,false
WCM-6356b3851a02052bee2f26af,WCRS-5f9726526823cfc3ee58da46,Bonduel,WI,Midwest,arbitration_award,Arbitration Award (WERC) - Village of Bonduel v. General Teamsters Union Local 662 (MA-14842; Case No. 5; No. 70048),https://werc.wi.gov/grievance_awards/7647.pdf,non_base_compensation,unclear,to assign and require overtime work;,mechanism_only,undated-source-B4X2500LIVE-20260729-005879,,,,source_level_identifier_only,low,missing explicit period,false
WCM-66066b662ae05afeca0c9416,WCRS-974c528a50e6c67e7a55d33d,Bonduel,WI,Midwest,arbitration_award,Arbitration Award (WERC) - Village of Bonduel v. General Teamsters Union Local 662 (MA-14842; Case No. 5; No. 70048),https://werc.wi.gov/grievance_awards/7647.pdf,retroactivity_implementation,unclear,"Matt Bunker is to be compensated at the Technician 2 rate, effective January 1, 2010.",repair_needed,undated-source-B4X2500LIVE-20260729-005879,,,,source_level_identifier_only,low,missing explicit period,false
WCM-940490971c8c996c8b4ca064,WCRS-6ca575f7eceac449c5384947,Northfield,MI,Midwest,cba,Northfield Township Paid-on-Call Fire Fighters 2018-21 — contract duration and wage figures shown,https://maff.org/contracts/344-northfield-township-paid-on-call-fire-fighters,market_recruitment_retention,fire,"We were not able to staff 24/7 because of the retention crisis so we had to bring in auxiliary,” said Lt.",mechanism_only,2018,2018,2018,2018,bounded_text_or_title_or_source_url,moderate,source-title inference; verify against operative clause,false
WCM-b9bc9a7f16be1bbf37f9e5b5,WCRS-6dcef2306aad35a205aad813,Northfield,MI,Midwest,cba,Northfield Township Paid-on-Call Fire Fighters 2018-21 — contract duration and wage figures shown,https://maff.org/contracts/344-northfield-township-paid-on-call-fire-fighters,retroactivity_implementation,fire,"Contract Duration: 3-year agreement, ratified August 2018, and effective 7-1-18 to 6-30-21.",repair_needed,2018,2018,2018,2018,bounded_text_or_title_or_source_url,moderate,,false
WCM-ea7f3d788842acf8ed72286f,WCRS-95dde4aeaa4ab8d249127c98,Northfield,MI,Midwest,cba,Northfield Township Paid-on-Call Fire Fighters 2018-21 — contract duration and wage figures shown,https://maff.org/contracts/344-northfield-township-paid-on-call-fire-fighters,retroactivity_implementation,fire,"POC - $20.50 effective July 1, 2018, $21 effective July 1, 2019.",repair_needed,2018,2018,2018,2018,bounded_text_or_title_or_source_url,moderate,,false
WCM-57ac41752fe9f3716e740334,WCRS-7019c816ffcf69c26ec5ee11,Mantorville,MN,Midwest,cba,Mantorville Code of Ordinances (compensation provisions; mayor/council compensation),https://mantorville.com/City/wp-content/uploads/2017/05/Mantorville_Code_of_Ordinances_7-30-2010.pdf,retroactivity_implementation,unclear,"It is the intention of the City Council that, when adopting this code, all future amendments to any state or federal rules and statutes adopted by reference in this code or referenced in this code are hereby adopted by",mechanism_only,2017,2017,2017,2017,bounded_text_or_title_or_source_url,moderate,source-title inference; verify against operative clause,false
WCM-f05e693f15600e4ac6d56871,WCRS-9e2d3489ffb39e136c50556e,Mantorville,MN,Midwest,cba,Mantorville Code of Ordinances (compensation provisions; mayor/council compensation),https://mantorville.com/City/wp-content/uploads/2017/05/Mantorville_Code_of_Ordinances_7-30-2010.pdf,retroactivity_implementation,unclear,shall become effective 1-1-2004.,mechanism_only,2017,2017,2017,2017,bounded_text_or_title_or_source_url,moderate,source-title inference; verify against operative clause,false
WCM-97bb337161407b461c0599c1,WCRS-a1c1288d1b41f2f66ef3d31f,Mantorville,MN,Midwest,cba,Mantorville Code of Ordinances (compensation provisions; mayor/council compensation),https://mantorville.com/City/wp-content/uploads/2017/05/Mantorville_Code_of_Ordinances_7-30-2010.pdf,retroactivity_implementation,unclear,"Effective 9-1-2005, any person, firm, or corporation having a roof, surface, ground,",mechanism_only,2017,2017,2017,2017,bounded_text_or_title_or_source_url,moderate,source-title inference; verify against operative clause,false
WCM-8b8d6a2d0acf7396ba2f8f67,WCRS-396945f1fd5bb344fe468036,Mantorville,MN,Midwest,cba,Mantorville Code of Ordinances (compensation provisions; mayor/council compensation),https://mantorville.com/City/wp-content/uploads/2017/05/Mantorville_Code_of_Ordinances_7-30-2010.pdf,retroactivity_implementation,unclear,division (B)(4) becomes effective 1-1-2001 after its passage and publication.,repair_needed,2017,2017,2017,2017,bounded_text_or_title_or_source_url,moderate,source-title inference; verify against operative clause,false
WCM-20a631d9c0de37aed4d0904a,WCRS-1999918d2e8f2a2defb47ae4,Brundidge,AL,South,agenda_packet_or_minutes,"August 5, 2025 Council Minutes (includes Resolution moving RSA Tier II employees to Tier I status effective Oct 1, 2025)",https://img1.wsimg.com/blobby/go/f1577572-f105-4756-8447-351a8c410483/downloads/98333bcd-a87b-4ad1-9d00-0cdbcd0e91f9/August%205%2C%202025%20Minutes.pdf,retroactivity_implementation,unclear,"employees to Tier I status effective October 1, 2025.",repair_needed,2025,2025,2025,2025,bounded_text_or_title_or_source_url,moderate,,false
WCM-2112da945a77fbf355fa2381,WCRS-2a3aeabb43030e96dda2aec1,Brookfield,OH,Midwest,wage_schedule,"Agreement Between Patrol Officers, Senior Officers, Corporals, Sergeants, and Brookfield Township (Ohio Patrolmen's Benevolent Association)",https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2025/25-MED-09-1017.pdf,strike_no_strike_dispute_process,police,Article 8 - No Strike..............,claim_ready,2025,2025,2025,2025,bounded_text_or_title_or_source_url,moderate,source-title inference; verify against operative clause,false
WCM-0ee5fe6beb66e038e8c09035,WCRS-a3739d76492364d3c94f6782,Brookfield,OH,Midwest,wage_schedule,"Agreement Between Patrol Officers, Senior Officers, Corporals, Sergeants, and Brookfield Township (Ohio Patrolmen's Benevolent Association)",https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2025/25-MED-09-1017.pdf,non_base_compensation,police,Article 26 - Certification Pay..,mechanism_only,2025,2025,2025,2025,bounded_text_or_title_or_source_url,moderate,source-title inference; verify against operative clause,false
WCM-dbc9261d400703c412124a02,WCRS-294860204ee22a4bd63d0e57,Brookfield,OH,Midwest,wage_schedule,"Agreement Between Patrol Officers, Senior Officers, Corporals, Sergeants, and Brookfield Township (Ohio Patrolmen's Benevolent Association)",https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2025/25-MED-09-1017.pdf,non_base_compensation,police,Article 31 - Uniform Allowance.....,mechanism_only,2025,2025,2025,2025,bounded_text_or_title_or_source_url,moderate,source-title inference; verify against operative clause,false
WCM-b94e54cd65d2d553dbdd9dd2,WCRS-e73381bcd19d240fda4bd238,Brookfield,OH,Midwest,wage_schedule,"Agreement Between Patrol Officers, Senior Officers, Corporals, Sergeants, and Brookfield Township (Ohio Patrolmen's Benevolent Association)",https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2025/25-MED-09-1017.pdf,strike_no_strike_dispute_process,police,ARTICLE 8 NO STRIKE (Ref 4117.15 & 4117.16),claim_ready,2025,2025,2025,2025,bounded_text_or_title_or_source_url,moderate,source-title inference; verify against operative clause,false
WCM-74efa476cd665d5213ea0ed7,WCRS-2f151f6c16dbf824e85544fb,Brookfield,OH,Midwest,wage_schedule,"Agreement Between Patrol Officers, Senior Officers, Corporals, Sergeants, and Brookfield Township (Ohio Patrolmen's Benevolent Association)",https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2025/25-MED-09-1017.pdf,strike_no_strike_dispute_process,police,"or mass resignation, work stoppage, or other unlawful interference with normal",mechanism_only,2025,2025,2025,2025,bounded_text_or_title_or_source_url,moderate,source-title inference; verify against operative clause,false
WCM-e4e1974a82987e3a2704580f,WCRS-e424880b9954d6d6c31218da,Brookfield,OH,Midwest,wage_schedule,"Agreement Between Patrol Officers, Senior Officers, Corporals, Sergeants, and Brookfield Township (Ohio Patrolmen's Benevolent Association)",https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2025/25-MED-09-1017.pdf,non_base_compensation,police,ARTICLE 17 OVERTIME PAY AND COURT TIME,mechanism_only,2025,2025,2025,2025,bounded_text_or_title_or_source_url,moderate,source-title inference; verify against operative clause,false
WCM-dc81fc3f037f65ab4f42b77d,WCRS-37983371b6a04d889c5db994,Brookfield,OH,Midwest,wage_schedule,"Agreement Between Patrol Officers, Senior Officers, Corporals, Sergeants, and Brookfield Township (Ohio Patrolmen's Benevolent Association)",https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2025/25-MED-09-1017.pdf,non_base_compensation,police,"education pay as stipulated in article 30, for all overtime or (b) compensatory time",mechanism_only,2025,2025,2025,2025,bounded_text_or_title_or_source_url,moderate,source-title inference; verify against operative clause,false
WCM-1f128e64acf64234f5d60e3b,WCRS-383b3c679f2b4a882576ff92,Brookfield,OH,Midwest,wage_schedule,"Agreement Between Patrol Officers, Senior Officers, Corporals, Sergeants, and Brookfield Township (Ohio Patrolmen's Benevolent Association)",https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2025/25-MED-09-1017.pdf,retroactivity_implementation,police,"Section 2: The following salary schedule shall become effective January 1, 2026.",repair_needed,2026,2026,2026,2026,bounded_text_or_title_or_source_url,moderate,,false
WCM-386dceed273d505d12f7e827,WCRS-9d50bf94362950b1e87b82bb,Brookfield,OH,Midwest,wage_schedule,"Agreement Between Patrol Officers, Senior Officers, Corporals, Sergeants, and Brookfield Township (Ohio Patrolmen's Benevolent Association)",https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2025/25-MED-09-1017.pdf,across_the_board_raise,police,"Patrolmen: January 1, 2026 $26.31/hour",repair_needed,2026,2026,2026,2026,bounded_text_or_title_or_source_url,moderate,,false
WCM-14c0dcd498135432018cb87e,WCRS-8e70d36c0ea59be695af8b0b,Brookfield,OH,Midwest,wage_schedule,"Agreement Between Patrol Officers, Senior Officers, Corporals, Sergeants, and Brookfield Township (Ohio Patrolmen's Benevolent Association)",https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2025/25-MED-09-1017.pdf,across_the_board_raise,police,"January 1, 2027 $27.63/hour",repair_needed,2025,2025,2025,2025,bounded_text_or_title_or_source_url,moderate,source-title inference; verify against operative clause,false
WCM-c3e09ac6c54e56a03ed68e72,WCRS-d02443ed08e9027d7a5e5b67,Brookfield,OH,Midwest,wage_schedule,"Agreement Between Patrol Officers, Senior Officers, Corporals, Sergeants, and Brookfield Township (Ohio Patrolmen's Benevolent Association)",https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2025/25-MED-09-1017.pdf,across_the_board_raise,police,"January 1, 2028 $28.74/hour",repair_needed,2025,2025,2025,2025,bounded_text_or_title_or_source_url,moderate,source-title inference; verify against operative clause,false
WCM-c77a779976f7d4b978335d3b,WCRS-8edef57a56ae173b9b101f8d,Brookfield,OH,Midwest,wage_schedule,"Agreement Between Patrol Officers, Senior Officers, Corporals, Sergeants, and Brookfield Township (Ohio Patrolmen's Benevolent Association)",https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2025/25-MED-09-1017.pdf,non_base_compensation,police,receive an annual $2100.00 (two thousand one hundred dollars) certification pay.,repair_needed,2025,2025,2025,2025,bounded_text_or_title_or_source_url,moderate,source-title inference; verify against operative clause,false
WCM-8a8d3af7c74a60451a6c2d6d,WCRS-a6e640d54c0f170f6f5c85bf,Brookfield,OH,Midwest,wage_schedule,"Agreement Between Patrol Officers, Senior Officers, Corporals, Sergeants, and Brookfield Township (Ohio Patrolmen's Benevolent Association)",https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2025/25-MED-09-1017.pdf,step_schedule_seniority,police,"attained the rank of corporal, shall receive an annual $2,350.00 (two thousand three",repair_needed,2025,2025,2025,2025,bounded_text_or_title_or_source_url,moderate,source-title inference; verify against operative clause,false
WCM-ec840018aa1d5b397004e6a5,WCRS-dcb3af81da317750af18682c,Brookfield,OH,Midwest,wage_schedule,"Agreement Between Patrol Officers, Senior Officers, Corporals, Sergeants, and Brookfield Township (Ohio Patrolmen's Benevolent Association)",https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2025/25-MED-09-1017.pdf,step_schedule_seniority,police,Officers that have attained the rank of sergeant shall receive an annual $2700.00 (two,repair_needed,2025,2025,2025,2025,bounded_text_or_title_or_source_url,moderate,source-title inference; verify against operative clause,false
WCM-a04550be1129d5baf0ec6c6c,WCRS-7f2d28de1a632241ce524d8c,Brookfield,OH,Midwest,wage_schedule,"Agreement Between Patrol Officers, Senior Officers, Corporals, Sergeants, and Brookfield Township (Ohio Patrolmen's Benevolent Association)",https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2025/25-MED-09-1017.pdf,non_base_compensation,police,Section 2: All non-probationary employees shall receive an annual uniform allowance,repair_needed,2025,2025,2025,2025,bounded_text_or_title_or_source_url,moderate,source-title inference; verify against operative clause,false
WCM-b3c2d9354168f942dc5eccf6,WCRS-40cc15818822cce50ad77de0,Brookfield,OH,Midwest,wage_schedule,"Agreement Between Patrol Officers, Senior Officers, Corporals, Sergeants, and Brookfield Township (Ohio Patrolmen's Benevolent Association)",https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2025/25-MED-09-1017.pdf,across_the_board_raise,police,be no greater than a 5% increase.,repair_needed,2025,2025,2025,2025,bounded_text_or_title_or_source_url,moderate,source-title inference; verify against operative clause,false
WCM-b1bbe5bdf9e8edad0452f3b6,WCRS-a8091ce3cfcc6e21ee8612ff,Lathrup Village,MI,Midwest,budget_or_pay_plan,Personnel Manual of Employment Regulations (City of Lathrup Village) - Article 3: Compensation Policy,https://mccmeetingspublic.blob.core.usgovcloudapi.net/lathrupmi-meet-431cb73919ab49d8b84da31ac018fb54/ITEM-Attachment-001-c14a7f90742044ee919d2d82a1ddd1ec.pdf,strike_no_strike_dispute_process,unclear,a collective bargaining agreement.,mechanism_only,undated-source-B4X2500LIVE-20260729-000440,,,,source_level_identifier_only,low,missing explicit period,false
WCM-69a791ecff67db8ba6d3c34c,WCRS-dbf5f8eb3fd561c7ef42509d,Lathrup Village,MI,Midwest,budget_or_pay_plan,Personnel Manual of Employment Regulations (City of Lathrup Village) - Article 3: Compensation Policy,https://mccmeetingspublic.blob.core.usgovcloudapi.net/lathrupmi-meet-431cb73919ab49d8b84da31ac018fb54/ITEM-Attachment-001-c14a7f90742044ee919d2d82a1ddd1ec.pdf,strike_no_strike_dispute_process,unclear,where an individual employee is covered by a collective bargaining agreement or an individual,mechanism_only,undated-source-B4X2500LIVE-20260729-000440,,,,source_level_identifier_only,low,missing explicit period,false
WCM-71c624dac83bd3dadd9753b8,WCRS-6d44ae6258d038617a7c2fdf,Lathrup Village,MI,Midwest,budget_or_pay_plan,Personnel Manual of Employment Regulations (City of Lathrup Village) - Article 3: Compensation Policy,https://mccmeetingspublic.blob.core.usgovcloudapi.net/lathrupmi-meet-431cb73919ab49d8b84da31ac018fb54/ITEM-Attachment-001-c14a7f90742044ee919d2d82a1ddd1ec.pdf,non_base_compensation,unclear,Overtime 5,mechanism_only,undated-source-B4X2500LIVE-20260729-000440,,,,source_level_identifier_only,low,missing explicit period,false
WCM-ff678164718baafbeb5d6a8a,WCRS-7f38fcd2fa0154ee41e71e8a,Lathrup Village,MI,Midwest,budget_or_pay_plan,Personnel Manual of Employment Regulations (City of Lathrup Village) - Article 3: Compensation Policy,https://mccmeetingspublic.blob.core.usgovcloudapi.net/lathrupmi-meet-431cb73919ab49d8b84da31ac018fb54/ITEM-Attachment-001-c14a7f90742044ee919d2d82a1ddd1ec.pdf,market_recruitment_retention,unclear,The primary objective of the City's recruitment and selection process is to employ the applicant best,mechanism_only,undated-source-B4X2500LIVE-20260729-000440,,,,source_level_identifier_only,low,missing explicit period,false
WCM-3289b7784c08a0fea5c72b1e,WCRS-f072810e5a228c0670343463,Lathrup Village,MI,Midwest,budget_or_pay_plan,Personnel Manual of Employment Regulations (City of Lathrup Village) - Article 3: Compensation Policy,https://mccmeetingspublic.blob.core.usgovcloudapi.net/lathrupmi-meet-431cb73919ab49d8b84da31ac018fb54/ITEM-Attachment-001-c14a7f90742044ee919d2d82a1ddd1ec.pdf,budget_pay_plan,unclear,"suited for each vacancy based on his/her qualifications for the position without regard to race, color,",supporting_example_ready,undated-source-B4X2500LIVE-20260729-000440,,,,source_level_identifier_only,low,missing explicit period,false
WCM-ba08a79655eda55b1a9a1069,WCRS-67f70aa3ba1f88386f546a4d,Lathrup Village,MI,Midwest,budget_or_pay_plan,Personnel Manual of Employment Regulations (City of Lathrup Village) - Article 3: Compensation Policy,https://mccmeetingspublic.blob.core.usgovcloudapi.net/lathrupmi-meet-431cb73919ab49d8b84da31ac018fb54/ITEM-Attachment-001-c14a7f90742044ee919d2d82a1ddd1ec.pdf,non_base_compensation,unclear,exempt from the minimum wage and overtime provisions of the FLSA.,mechanism_only,undated-source-B4X2500LIVE-20260729-000440,,,,source_level_identifier_only,low,missing explicit period,false
WCM-b7df0da25a98f86a5b40c048,WCRS-86bbf69f2223f116345a8ca9,Lathrup Village,MI,Midwest,budget_or_pay_plan,Personnel Manual of Employment Regulations (City of Lathrup Village) - Article 3: Compensation Policy,https://mccmeetingspublic.blob.core.usgovcloudapi.net/lathrupmi-meet-431cb73919ab49d8b84da31ac018fb54/ITEM-Attachment-001-c14a7f90742044ee919d2d82a1ddd1ec.pdf,other_pay_setting_mechanism,unclear,3.01 Compensation Plan,mechanism_only,undated-source-B4X2500LIVE-20260729-000440,,,,source_level_identifier_only,low,missing explicit period,false
WCM-7edfeed4e3752b5b211b19b5,WCRS-d0e246925269d4a093cc4bcc,Lathrup Village,MI,Midwest,budget_or_pay_plan,Personnel Manual of Employment Regulations (City of Lathrup Village) - Article 3: Compensation Policy,https://mccmeetingspublic.blob.core.usgovcloudapi.net/lathrupmi-meet-431cb73919ab49d8b84da31ac018fb54/ITEM-Attachment-001-c14a7f90742044ee919d2d82a1ddd1ec.pdf,across_the_board_raise,unclear,The compensation plan for City employees consists of a base pay rate per set period for each non-,mechanism_only,undated-source-B4X2500LIVE-20260729-000440,,,,source_level_identifier_only,low,missing explicit period,false
WCM-2ff9a10a682391b40f059fd5,WCRS-ef8e3cee589a17e28d45e691,Lathrup Village,MI,Midwest,budget_or_pay_plan,Personnel Manual of Employment Regulations (City of Lathrup Village) - Article 3: Compensation Policy,https://mccmeetingspublic.blob.core.usgovcloudapi.net/lathrupmi-meet-431cb73919ab49d8b84da31ac018fb54/ITEM-Attachment-001-c14a7f90742044ee919d2d82a1ddd1ec.pdf,other_pay_setting_mechanism,unclear,"contained in the City of Lathrup Village Classification and Compensation Study, February 2017.",mechanism_only,2017,2017,2017,2017,bounded_text_or_title_or_source_url,moderate,,false
WCM-09bed2142fefb0967e5388bb,WCRS-f8b7700e4a6254c5aeb51e82,Lathrup Village,MI,Midwest,budget_or_pay_plan,Personnel Manual of Employment Regulations (City of Lathrup Village) - Article 3: Compensation Policy,https://mccmeetingspublic.blob.core.usgovcloudapi.net/lathrupmi-meet-431cb73919ab49d8b84da31ac018fb54/ITEM-Attachment-001-c14a7f90742044ee919d2d82a1ddd1ec.pdf,non_base_compensation,unclear,Exempt employees may receive an allowance for overtime in the form of equal non-FLSA,mechanism_only,undated-source-B4X2500LIVE-20260729-000440,,,,source_level_identifier_only,low,missing explicit period,false
WCM-ecfa6d282a3aac5ff3fc26a7,WCRS-1547fdb4e7d8960e0324288f,Lathrup Village,MI,Midwest,budget_or_pay_plan,Personnel Manual of Employment Regulations (City of Lathrup Village) - Article 3: Compensation Policy,https://mccmeetingspublic.blob.core.usgovcloudapi.net/lathrupmi-meet-431cb73919ab49d8b84da31ac018fb54/ITEM-Attachment-001-c14a7f90742044ee919d2d82a1ddd1ec.pdf,retroactivity_implementation,unclear,Employee’s Birthday (effective 01-01-2019),mechanism_only,2019,2019,2019,2019,bounded_text_or_title_or_source_url,moderate,,false
WCM-2639a654a7bb381a6828220d,WCRS-28617efaac325b7c2f6a446f,Lathrup Village,MI,Midwest,budget_or_pay_plan,Personnel Manual of Employment Regulations (City of Lathrup Village) - Article 3: Compensation Policy,https://mccmeetingspublic.blob.core.usgovcloudapi.net/lathrupmi-meet-431cb73919ab49d8b84da31ac018fb54/ITEM-Attachment-001-c14a7f90742044ee919d2d82a1ddd1ec.pdf,across_the_board_raise,unclear,"to compensation during the period that he/she has no City-provided coverage at the rate of $3,000",repair_needed,undated-source-B4X2500LIVE-20260729-000440,,,,source_level_identifier_only,low,missing explicit period,false
WCM-c474200cfdc1225501b3593b,WCRS-fe054fe3c39f6bd42ddae9ec,Lathrup Village,MI,Midwest,budget_or_pay_plan,Personnel Manual of Employment Regulations (City of Lathrup Village) - Article 3: Compensation Policy,https://mccmeetingspublic.blob.core.usgovcloudapi.net/lathrupmi-meet-431cb73919ab49d8b84da31ac018fb54/ITEM-Attachment-001-c14a7f90742044ee919d2d82a1ddd1ec.pdf,non_base_compensation,unclear,"The Finance Department can provide additional details regarding: Regular Retirement Allowance,",mechanism_only,undated-source-B4X2500LIVE-20260729-000440,,,,source_level_identifier_only,low,missing explicit period,false
WCM-5a59e340d9c3c8b983bb01d1,WCRS-65fc8008f8aa55bb930ce854,Lathrup Village,MI,Midwest,budget_or_pay_plan,Personnel Manual of Employment Regulations (City of Lathrup Village) - Article 3: Compensation Policy,https://mccmeetingspublic.blob.core.usgovcloudapi.net/lathrupmi-meet-431cb73919ab49d8b84da31ac018fb54/ITEM-Attachment-001-c14a7f90742044ee919d2d82a1ddd1ec.pdf,non_base_compensation,unclear,"Deferred Retirement Allowance, Non-duty Death Retirement Allowance, Duty Death Benefits,",mechanism_only,undated-source-B4X2500LIVE-20260729-000440,,,,source_level_identifier_only,low,missing explicit period,false
