qualitative_observation_id,extraction_case_id,mixed_join_key,document_identity_id,text_table_detection_id,source_review_id,candidate_queue_row_id,state,municipality,government_name,unit_type,candidate_source_type,contract_period_start,contract_period_end,page_number,mechanism_type,bargaining_logic,indexing_formula,comparability_basis,parity_logic,step_progression_rule,eligibility_rule,implementation_rule,fiscal_constraint,reopener_clause,differentiation_logic,bounded_evidence_pointer,confidence,reason_code,qa_status
lobs_c9adf5f7648c60c278127192,cexrem_3a97b1e61f399f2d40add48b,,doc_2e799eca6037c14c2be269c1,ttd_0fd9378a202003d57280d357,sr_436ca63dd33aee3827229e80,NSCQ-OH-20260720-0517,OH,Celina,CITY OF CELINA,fire,cba,,,9,arbitration_or_factfinding_reasoning,,,,,,,,,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0258_sr_436ca63dd33aee3827229e80.pdf#page=9,medium,ARB_LIMITS_NO_NEW_OR_DIFFERENT_WAGE_RAT,provisional_unverified
lobs_6463653fca7dba788986bee0,cexrem_3a97b1e61f399f2d40add48b,,doc_2e799eca6037c14c2be269c1,ttd_0fd9378a202003d57280d357,sr_436ca63dd33aee3827229e80,NSCQ-OH-20260720-0517,OH,Celina,CITY OF CELINA,fire,cba,,,9,arbitration_or_factfinding_reasoning,,,,,,Either party may raise arbitrability before arbitration hearing,"First question is whether the grievance is within arbitrability purview; if arbitrable, grievance heard on merits",,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0258_sr_436ca63dd33aee3827229e80.pdf#page=9,medium,ARB_ARBITRABILITY_ORDER_OF_DECISION,provisional_unverified
lobs_9ad0a31aa7f75dd280692c72,cexrem_fab8f482b0c750581cdeee10,mix_5df4fdbf493550c3f599b5a7,doc_280a2ef355928016749060c5,ttd_f3eb15dd7ad80f44c7324f5f,sr_dbcb06f34ca45de921d3e037,NSCQ-OH-20260720-0516,OH,Celina,CITY OF CELINA,police,cba,,,10,arbitration_or_factfinding_reasoning,Arbitrator is limited to interpretation/application/enforcement of the Agreement and may not establish new or different wage rates not negotiated as part of the Agreement.,,,,,,,,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0306_sr_dbcb06f34ca45de921d3e037.pdf#page=10,medium,ARBITRATOR_LIMITS_ON_WAGE_RATE_CHANGES,provisional_unverified
lobs_82b923a9599401a6e3ef683e,cexrem_fab8f482b0c750581cdeee10,mix_5df4fdbf493550c3f599b5a7,doc_280a2ef355928016749060c5,ttd_f3eb15dd7ad80f44c7324f5f,sr_dbcb06f34ca45de921d3e037,NSCQ-OH-20260720-0516,OH,Celina,CITY OF CELINA,police,cba,,,10,implementation_or_effective_date_logic,Any monetary award/retroactive settlement is limited to the date the grievance was presented to the Employer in Step 1.,,,,,,,,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0306_sr_dbcb06f34ca45de921d3e037.pdf#page=10,medium,RETROACTIVE_MONETARY_LIMIT_TO_STEP1_DATE,provisional_unverified
lobs_83672b4bcb3909792f68eda3,cexrem_d7897ede203952b588e79d36,,doc_831509ac1ab281d1eac9f8b9,ttd_0932595483f93e58b2738093,sr_1de48a4b668acb88a0005aa5,NSCQ-OH-20260720-0088,OH,Centerville,CITY OF CENTERVILLE,police,cba,,,14,implementation_or_effective_date_logic,,,,,Grievances must be presented at the proper step and in time progression to be considered at the next step.,A grievance must be submitted within 7 calendar days after the incident giving rise to the grievance.,Time limits at each step apply; lapsed time requirements allow advancement without further appeal.,,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0314_sr_1de48a4b668acb88a0005aa5.pdf#page=14,high,ARTICLE_7_GB_GRIEVANCE_PROCEDURE_STEP_TI,provisional_unverified
lobs_3434d2e69a9040e742ed0e4f,cexrem_d7897ede203952b588e79d36,,doc_831509ac1ab281d1eac9f8b9,ttd_0932595483f93e58b2738093,sr_1de48a4b668acb88a0005aa5,NSCQ-OH-20260720-0088,OH,Centerville,CITY OF CENTERVILLE,police,cba,,,15,implementation_or_effective_date_logic,,,,,Step deadlines: within 7 calendar days following receipt/replies at each prior step (Step 1 -> Step 2 -> Step 3 -> Step 4) for referral to the next decision-maker.,Grievance referral timing depends on whether the grievance is resolved at the prior step.,"Each step provides a 7-calendar-day response window for the named official, plus referral timing windows for the grievant.",,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0314_sr_1de48a4b668acb88a0005aa5.pdf#page=15,high,ARTICLE_7_STEP_1_TO_STEP_4_7_DAY_WINDOWS,provisional_unverified
lobs_d82dbf59823a5c6fdf7dcdce,cexrem_d7897ede203952b588e79d36,,doc_831509ac1ab281d1eac9f8b9,ttd_0932595483f93e58b2738093,sr_1de48a4b668acb88a0005aa5,NSCQ-OH-20260720-0088,OH,Centerville,CITY OF CENTERVILLE,police,cba,,,16,arbitration_or_factfinding_reasoning,,,,,Arbitration request timing: the OPBA must notify the Employer within 14 calendar days from the date of the final answer on a grievance from Step 4.,OPBA may withdraw the arbitration request prior to the actual hearing.,Arbitrator selection: parties alternately strike from a panel of 9 arbitrators from AMS within 125 miles until one name remains.,,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0314_sr_1de48a4b668acb88a0005aa5.pdf#page=16,high,ARTICLE_7_OPBA_INTENT_TO_ARBITRATE_14_DA,provisional_unverified
lobs_e3bdfb7f891f62043e2045e5,cexrem_d7897ede203952b588e79d36,,doc_831509ac1ab281d1eac9f8b9,ttd_0932595483f93e58b2738093,sr_1de48a4b668acb88a0005aa5,NSCQ-OH-20260720-0088,OH,Centerville,CITY OF CENTERVILLE,police,cba,,,19,implementation_or_effective_date_logic,,,,,Disciplinary action involving suspension or termination may be initiated at the Chief's step; disciplinary actions involving reprimands may not be appealed to arbitration.,Failure to elect and pursue specified options or failure to appear at a scheduled pre-disciplinary hearing is a waiver of the Employee’s right to the pre-disciplinary hearing.,Suspension or termination appeals proceed through the Grievance and Arbitration Procedure; arbitration availability differs by discipline type.,,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0314_sr_1de48a4b668acb88a0005aa5.pdf#page=19,high,DISCIPLINE_APPEAL_ROUTING_AND_WAIVER_PRE,provisional_unverified
lobs_3d8780020bab57ec6a9638c7,cexrem_daade552635c67dbb4bb7c6b,mix_b31984a0326e322216c83869,doc_356a3f18202c988e73774fa1,ttd_b318a7fecbae07c4d4d57149,sr_304f61dc00d7cd0e98238f7f,NSCQ-OH-20260720-0226,OH,Chillicothe,CITY OF CHILLICOTHE,police,cba,,,29,implementation_or_effective_date_logic,,,,,,Injury leave pay up to one hundred eighty (180) days provided the employee complies with the Article; worker's compensation wage continuation requires participation under the program.,"Under worker's compensation wage continuation, the employee is paid the present hourly rate with applicable withholdings.",,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0285_sr_304f61dc00d7cd0e98238f7f.pdf#page=29,medium,INJURY_LEAVE_DURATION_AND_WAGE_CONTINUED,provisional_unverified
lobs_846279ae90cf26680e45f78b,cexrem_13e25e9be683bccc03fa834e,,doc_4e0979fe7611caca1b91fc47,ttd_6d41f0bb9fcbc9df9e3987ab,sr_ab5812877035bea426535537,NSCQ-OH-20260720-0671,OH,Clyde,CITY OF CLYDE,non_safety,cba,,,21,rank_or_classification_differentiation,,,,,,"Employee required to perform work of a higher classification for which he is qualified, if performed for at least 4 continuous hours",Shall receive the rate of pay of the higher classification,,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0323_sr_ab5812877035bea426535537.pdf#page=21,medium,SECTION20_1_HOURLY_RATE_HIGHER_CLASS,provisional_unverified
lobs_888b6ff05f7060f14bee6769,cexrem_13e25e9be683bccc03fa834e,,doc_4e0979fe7611caca1b91fc47,ttd_6d41f0bb9fcbc9df9e3987ab,sr_ab5812877035bea426535537,NSCQ-OH-20260720-0671,OH,Clyde,CITY OF CLYDE,non_safety,cba,,,21,implementation_or_effective_date_logic,,,,,,,Temporary assignment to a lower classification—employee continues to receive regular rate of pay during such assignment,,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0323_sr_ab5812877035bea426535537.pdf#page=21,medium,SECTION20_2_LOWER_CLASS_CONTINUES_REG,provisional_unverified
lobs_ea09ec24f62085bd49073926,cexrem_6d92bb81815b543173d3961b,,doc_375f18d2cc9ffcd26cc7a2ab,ttd_4739da660a3df6d4ccbe2caa,sr_884224de3752895857901eac,NSCQ-OH-20260720-0670,OH,Clyde,CITY OF CLYDE,police,cba,,,16,implementation_or_effective_date_logic,,,,,,Shift preference/good days off bidding period applies to departments with 24-hour and 7-day operations.,Becomes effective on the first full day of the second pay period of each year.,,,By classification seniority (time in grade).,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0362_sr_884224de3752895857901eac.pdf#page=16,unknown,SECTION16_6_SHIFT_PREFERENCE_BY_SENIORIY,needs_review
lobs_d8a8ff50a1ad454b6ecbd43a,cexrem_6d92bb81815b543173d3961b,,doc_375f18d2cc9ffcd26cc7a2ab,ttd_4739da660a3df6d4ccbe2caa,sr_884224de3752895857901eac,NSCQ-OH-20260720-0670,OH,Clyde,CITY OF CLYDE,police,cba,,,17,collective_bargaining_agreement_terms,,,,,,City makes equal distribution of overtime within departmental job classifications.,"Equal distribution, insofar as may be reasonable.",,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0362_sr_884224de3752895857901eac.pdf#page=17,unknown,SECTION18_4_EQUAL_DISTRIBUTION_OVERTIME,needs_review
lobs_521a02d60101ef9c4499eed5,cexrem_6d92bb81815b543173d3961b,,doc_375f18d2cc9ffcd26cc7a2ab,ttd_4739da660a3df6d4ccbe2caa,sr_884224de3752895857901eac,NSCQ-OH-20260720-0670,OH,Clyde,CITY OF CLYDE,police,cba,,,17,implementation_or_effective_date_logic,,,,,,Employees called while at home and requested to begin work anytime not abutting regular schedule; guarantees minimum pay.,No pyramiding of call-in-time; City may keep employee for full 2 hours at City discretion.,,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0362_sr_884224de3752895857901eac.pdf#page=17,unknown,SECTION18_5_CALLOUT_MINIMUM_TWO_HOURS_NO,needs_review
lobs_81cd0b232f9204e3838d290f,cexrem_6d92bb81815b543173d3961b,,doc_375f18d2cc9ffcd26cc7a2ab,ttd_4739da660a3df6d4ccbe2caa,sr_884224de3752895857901eac,NSCQ-OH-20260720-0670,OH,Clyde,CITY OF CLYDE,police,cba,,,17,implementation_or_effective_date_logic,,,,,,Overtime hours worked and refused charged to employee; overtime roster maintained and updated after each occurrence.,Roster includes list of all full-time employees and is maintained/posted and updated after each overtime occurrence.,,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0362_sr_884224de3752895857901eac.pdf#page=17,unknown,SECTION18_6_OVERTIME_ROSTER_RULES,needs_review
lobs_0af127e2545738f39d99d4a7,cexrem_6d92bb81815b543173d3961b,,doc_375f18d2cc9ffcd26cc7a2ab,ttd_4739da660a3df6d4ccbe2caa,sr_884224de3752895857901eac,NSCQ-OH-20260720-0670,OH,Clyde,CITY OF CLYDE,police,cba,,,17,implementation_or_effective_date_logic,,,,,,"Shift vacancies filled using rotating overtime list if vacancy within-in 72 hours of shift start; if no one accepts and offered to every qualified employee, prior abutting applies (per section text).","Standard rotating overtime list (See Appendix ""C""); additional conditions based on whether vacancy is within-in vs outside 72 hours.",,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0362_sr_884224de3752895857901eac.pdf#page=17,unknown,SECTION18_7_OVERTIME_FILL_WITHIN_VS_OUT,needs_review
lobs_9a37f94fb1db45d1c1492422,cexrem_84cb0eabd8a436c789e7a1c3,,doc_6cf9e2464db1abc07643ba70,ttd_b9db81338e195af717c871c2,sr_ca337a39af3e5992ea8af87d,NSCQ-OH-20260720-0473,OH,Conneaut,CITY OF CONNEAUT,police,cba,,,13,certification_or_education_incentive,,,,,,"Employer pays schooling that an employee is ordered to attend, as ordered by the Chief of Police or designee.",Maximum compensation not to exceed eight (8) hours pay per day at the regular rate; no overtime compensation is paid pursuant to this section.,,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0303_sr_ca337a39af3e5992ea8af87d.pdf#page=13,medium,ARTICLE16EDUCATION_SCHOOLING_PAY_RULES,provisional_unverified
lobs_34fd1389a56e50ecdf96ed8a,cexrem_123b299c89c4b0cf104b3e26,mix_67696cb674984272ab8aaf1f,doc_2f9bf69d04af4d89e650a404,ttd_917ced1afcf1b313c9d64e6a,sr_c02f1099381ba811379539dd,NSCQ-OH-20260720-0065,OH,Cuyahoga Falls,CITY OF CUYAHOGA FALLS,non_safety,cba,,,41,parity_or_internal_equity,"If the City voluntarily increases basic wages of any employees during the agreement term, the City must increase the AFSCME unit by an equal percentage.",,,Equal-percentage parity with other employees’ voluntary increases.,,City voluntarily increases basic wages of any employees during the term.,,,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0274_sr_c02f1099381ba811379539dd.pdf#page=41,medium,EQUAL_PERCENTAGE_PARITY_IF_CITY_VOLUNTAR,provisional_unverified
lobs_3ba867da12d924c1f826fb97,cexrem_7bdedf8819907c4e341175a9,mix_6cad7279db39c5a4ae1193cf,doc_dad15c9ca20a4f91ad63c06a,ttd_81c942fb490428a30188bedc,sr_787ab65f2f8e79706333d085,NSCQ-OH-20260720-0017,OH,Dublin,CITY OF DUBLIN,police,cba,,,39,certification_or_education_incentive,,,,,,Police Officers who are not State of Ohio Certified Peace Officers at time of hire and have no past relevant experience shall be hired at the Training Step.,,,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0235_sr_787ab65f2f8e79706333d085.pdf#page=39,medium,ARTICLE_19_2_TRAINING_STEP_HIRING_CONDIT,provisional_unverified
lobs_77a46bc7040c0b7195f12361,cexrem_7bdedf8819907c4e341175a9,mix_6cad7279db39c5a4ae1193cf,doc_dad15c9ca20a4f91ad63c06a,ttd_81c942fb490428a30188bedc,sr_787ab65f2f8e79706333d085,NSCQ-OH-20260720-0017,OH,Dublin,CITY OF DUBLIN,police,cba,,,39,step_movement_or_seniority,,,,,"Training Step is the hiring step unless City Manager authorizes advanced step hiring; thereafter, employees advance to the next highest step after one (1) year of continuous service at the preceding step until reaching Step 4.",,Step advancement based on continuous service at preceding step; cap at Step 4.,,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0235_sr_787ab65f2f8e79706333d085.pdf#page=39,high,ARTICLE_19_4_STEP_ADVANCEMENT_1_YEAR,provisional_unverified
lobs_978ef2719f46625fe341736c,cexrem_fc8870b6422654b67158d5d9,mix_a1307e6d126a339f7b250b7f,doc_aeed459a1ae6125cc3916f92,ttd_8d0b639afa773c2fe0868ece,sr_ad1333c5e97134188cfc235f,NSCQ-OH-20260720-0018,OH,Dublin,CITY OF DUBLIN,police,cba,,,39,implementation_or_effective_date_logic,,,,,,"Pay rates are used to calculate wages for hours in paid status, with 'Paid Status' including holiday, vacation, injury, military, personal, and sick leave.",,,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0012_sr_ad1333c5e97134188cfc235f.pdf#page=39,low,PAID_STATUS_DEFINITION_FOR_PAY_RATE_CALC,needs_review
lobs_49be6444cf72fe1b725ec748,cexrem_9ff8c42f5f8018987f0e2e3f,,doc_8685f35ef53ff06999ed2347,ttd_f254b615b232f145c1a43014,sr_54ee972f4b400fce85616aaf,NSCQ-OH-20260720-0486,OH,Englewood,CITY OF ENGLEWOOD,police,cba,,,8,step_movement_or_seniority,,,,,Employees may receive step increases until the maximum step is reached; no step increases beyond the maximum shown in Addendum #1.,,,,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0348_sr_54ee972f4b400fce85616aaf.pdf#page=8,medium,ARTICLE_XIV_S2_STEP_INCREASES_MAY_END_AT,provisional_unverified
lobs_eabc70e32a55bc2f41ce0227,cexrem_70884d395b3e5c7f00719df3,,doc_15e3cd280b9073c42d2cabf4,ttd_a2a4b74b689cd082088e55cc,sr_837483f28af9d3372af1a670,NSCQ-OH-20260720-0365,OH,Fairview Park,CITY OF FAIRVIEW PARK,police,cba,,,13,implementation_or_effective_date_logic,,,,,,Pregnant employee may use sick leave for incapacitation; may be granted up to six (6) months leave of absence without pay that shall not extend later than twenty-six (26) weeks after termination of pregnancy.,,,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0237_sr_837483f28af9d3372af1a670.pdf#page=13,medium,MOTION_LEAVE_ELIGIBILITY_AND_MAX_ENDDATE,provisional_unverified
lobs_c9b5843fc92a4f570c04c620,cexrem_70884d395b3e5c7f00719df3,,doc_15e3cd280b9073c42d2cabf4,ttd_a2a4b74b689cd082088e55cc,sr_837483f28af9d3372af1a670,NSCQ-OH-20260720-0365,OH,Fairview Park,CITY OF FAIRVIEW PARK,police,cba,,,13,implementation_or_effective_date_logic,,,,,,Injury leave eligibility requires filing under Ohio workers' compensation rules for monetary compensation and signing a waiver assigning to the Employer sums the employee would ordinarily receive as weekly compensation for the weeks of wage,Paid injury leave not to exceed ninety (90) calendar days; for injuries in 'hazardous duty' eligibility is one hundred eighty (180) calendar days if same conditions are met.,,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0237_sr_837483f28af9d3372af1a670.pdf#page=13,medium,INJURY_LEAVE_REQUIRES_WORKERS_COMP_FILER,provisional_unverified
lobs_56d5707109b54f1214ba99de,cexrem_70884d395b3e5c7f00719df3,,doc_15e3cd280b9073c42d2cabf4,ttd_a2a4b74b689cd082088e55cc,sr_837483f28af9d3372af1a670,NSCQ-OH-20260720-0365,OH,Fairview Park,CITY OF FAIRVIEW PARK,police,cba,,,12,implementation_or_effective_date_logic,,,,,,Use of sick leave due to illness/injury in the immediate family: 'immediate family' definition is limited to listed family members residing with the employee (as provided).,,,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0237_sr_837483f28af9d3372af1a670.pdf#page=12,low,IMMEDIATE_FAMILY_SCOPE_FOR_SICK_LEAVE,needs_review
lobs_8b3c9c673f9669a282cf90de,cexrem_70884d395b3e5c7f00719df3,,doc_15e3cd280b9073c42d2cabf4,ttd_a2a4b74b689cd082088e55cc,sr_837483f28af9d3372af1a670,NSCQ-OH-20260720-0365,OH,Fairview Park,CITY OF FAIRVIEW PARK,police,cba,,,12,implementation_or_effective_date_logic,,,,,,Employees with at least ten (10) years continuous employment and qualified retirement benefits from the State of Ohio Police and Firemen's Pension Fund are entitled to a cash payment at retirement/death.,"Payment limit expressed in total hours to be paid not to exceed one thousand three hundred and seven (1,307) hours.",,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0237_sr_837483f28af9d3372af1a670.pdf#page=12,low,RETIREMENT_OR_DEATH_CASH_PAYMENT_CONDITI,needs_review
lobs_b32e54f1a87f866acbea3c39,cexrem_70884d395b3e5c7f00719df3,,doc_15e3cd280b9073c42d2cabf4,ttd_a2a4b74b689cd082088e55cc,sr_837483f28af9d3372af1a670,NSCQ-OH-20260720-0365,OH,Fairview Park,CITY OF FAIRVIEW PARK,police,cba,,,12,implementation_or_effective_date_logic,,,,,,"For each calendar month in which sick leave is not used, employee is entitled to two and one-half (2.5) hours of compensatory time off.",Compensatory time off has a maximum of 120 hours.,,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0237_sr_837483f28af9d3372af1a670.pdf#page=12,medium,SICK_LEAVE_UNUSED_COMP_TIME_OFF_RULE,provisional_unverified
lobs_8a9c6966761e2d765fde489b,cexrem_04eb2e2683cdc89f773985a9,,doc_d76dac7a66e1b54af3947249,ttd_dbcc7b8b771badb4eb4624d0,sr_e755a4173013eaaf7fa59308,NSCQ-OH-20260720-0725,OH,Grafton,VILLAGE OF GRAFTON,police,cba,,,12,implementation_or_effective_date_logic,,,,,,Employee requested to appear at the arbitration hearing by either party shall attend without necessity of subpoena and be compensated at his regular hourly rate.,Time spent by employees in a required arbitration hearing while on duty shall not be considered as hours worked for the purposes of paying overtime.,,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0329_sr_e755a4173013eaaf7fa59308.pdf#page=12,medium,H4_1_QUALARBITRATION_COMPENSATION_RULES,provisional_unverified
lobs_be72c1ea815eda302658b040,cexrem_b09bbc4d19af4a53a86ea566,,doc_9da39e715e2f1ffe7ed766cf,ttd_fe2bc0a1ee7a0e5591f8567e,sr_e67eaee5dd007a581a9f8d06,NSCQ-OH-20260720-0726,OH,Grafton,VILLAGE OF GRAFTON,police,cba,,,12,implementation_or_effective_date_logic,,,,,,An employee requested to appear at the arbitration hearing by either Party shall attend without the necessity of subpoena and shall be compensated.,Compensation is at the employee's regular hourly rate.,,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0360_sr_e67eaee5dd007a581a9f8d06.pdf#page=12,medium,ARBITRATION_APPEARANCE_COMP_AT_REGULAR_H,provisional_unverified
lobs_e7a1ad2f65dd93a32df977b4,cexrem_ec554c78bb1df06f4cac7ebd,,doc_825b53fda33c0b97a92c2330,ttd_cf1d02717f3e576fb01055c7,sr_f76eb58be447c0ad7638879f,NSCQ-OH-20260720-0647,OH,Grandview Heights,CITY OF GRANDVIEW HEIGHTS,police,cba,,,2,collective_bargaining_agreement_terms,"Council authorizes an agreement for salaries and benefits with the Fraternal Order of Police lodge (#9), indicating salary-setting via bargaining/contract terms.",,,,,,Agreement to be entered by the Mayor and Director of Finance (Ord. 2025-13 referenced).,,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0261_sr_f76eb58be447c0ad7638879f.pdf#page=2,medium,CBA_ORD_AUTHORIZE_SALARIES_BENEFITS_WITH,provisional_unverified
lobs_bcf266820f1c7530e0e5446b,cexrem_ec554c78bb1df06f4cac7ebd,,doc_825b53fda33c0b97a92c2330,ttd_cf1d02717f3e576fb01055c7,sr_f76eb58be447c0ad7638879f,NSCQ-OH-20260720-0647,OH,Grandview Heights,CITY OF GRANDVIEW HEIGHTS,police,cba,,,2,implementation_or_effective_date_logic,"Council references ordinances updating employment terms for employees not covered by collective bargaining for 2026 and adopting related measures, implying implementation of 2026 compensation terms outside the CBA.",,,,,Employees of the City not covered by collective bargaining.,Ordinance Ord. 2025-12 addresses terms and conditions for 2026 (3rd Reading referenced).,,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0261_sr_f76eb58be447c0ad7638879f.pdf#page=2,low,NON_CBA_ORD_UPDATE_TERMS_2026,needs_review
lobs_bb648597837a68a737b1b751,cexrem_4e32f09c9a3da24a9ac00039,mix_1dd052ab3c2848fa8f1c3b23,doc_9fe2b58b2d3cd745bf9af425,ttd_622d51f22b7ae45971899df6,sr_28b81bf170a7e5ee4269d0fc,NSCQ-OH-20260720-0082,OH,Grove City,CITY OF GROVE,police,cba,,,27,step_movement_or_seniority,,,,,Advanced by the Safety Director to Step 3 on the first day following completion of one (1) year of continuous service at Step 2.,Continuous service at prior step for one (1) year.,Mandatory wage step advancements; advanced to next step by Safety Director on the first day following completion.,,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0328_sr_28b81bf170a7e5ee4269d0fc.pdf#page=27,high,STEP_ADVANCEMENT_RULES_CONTRACT_ARTICLE_,provisional_unverified
lobs_c1d31fb42a88b965a29b72c0,cexrem_4e32f09c9a3da24a9ac00039,mix_1dd052ab3c2848fa8f1c3b23,doc_9fe2b58b2d3cd745bf9af425,ttd_622d51f22b7ae45971899df6,sr_28b81bf170a7e5ee4269d0fc,NSCQ-OH-20260720-0082,OH,Grove City,CITY OF GROVE,police,cba,,,27,implementation_or_effective_date_logic,,,,,Advanced to Step 4 on the first day following completion of one (1) year of continuous service at Step 3.,One (1) year continuous service at specified prior step.,Advanced by Safety Director; wage step advancements mandatory.,,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0328_sr_28b81bf170a7e5ee4269d0fc.pdf#page=27,high,STEP_ADVANCEMENT_RULES_CONTRACT_ARTICLE_,provisional_unverified
lobs_2e41e2da78ec968bf0723d20,cexrem_4e32f09c9a3da24a9ac00039,mix_1dd052ab3c2848fa8f1c3b23,doc_9fe2b58b2d3cd745bf9af425,ttd_622d51f22b7ae45971899df6,sr_28b81bf170a7e5ee4269d0fc,NSCQ-OH-20260720-0082,OH,Grove City,CITY OF GROVE,police,cba,,,27,implementation_or_effective_date_logic,,,,,Advanced to Step 5 on the first day following completion of one (1) year of continuous service at Step 4.,One (1) year continuous service at specified prior step.,Advanced by Safety Director; wage step advancements mandatory.,,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0328_sr_28b81bf170a7e5ee4269d0fc.pdf#page=27,high,STEP_ADVANCEMENT_RULES_CONTRACT_ARTICLE_,provisional_unverified
