state,municipality,derived_region,unit_type,contract_or_document_period,queue_count,verified_source_lead_count,mechanism_families,coverage_status
MO,St. Charles,Midwest,non_safety_comparator,"effective later of date stated / Article 9.05 or ordinance effectiveness; operative period text observed as ending Dec 31, 2022 (start year not confirmed from accessible pages)",1,0,non_safety_constraint_signal,no_verified_tier_c_lead
MO,Wentzville,Midwest,non_safety_comparator,"Effective October 28, 2016 (contract period/duration not established from search snippet)",1,1,non_safety_constraint_signal,verified_locator_metadata_only
MT,Anaconda-Deer Lodge County,West,non_safety_comparator,"August 1, 2021 through July 31, 2023",1,1,non_safety_constraint_signal,verified_locator_metadata_only
MT,Anaconda-Deer Lodge County,West,non_safety_comparator,From 9/1/2021 to 8/31/2023 (as indicated by file title),1,1,non_safety_constraint_signal,verified_locator_metadata_only
MT,Anaconda-Deer Lodge County,West,non_safety_comparator,"Not explicitly confirmed from snippet (document appears dated/entered May 24, 2022)",1,1,non_safety_constraint_signal,verified_locator_metadata_only
MT,Havre,West,non_safety_comparator,Index for firefighter factfinding/arbitration awards (category page),1,0,non_safety_constraint_signal,no_verified_tier_c_lead
MT,Havre,West,non_safety_comparator,"Index listing for the Dec 22, 2020 factfinding recommendation",1,0,non_safety_constraint_signal,no_verified_tier_c_lead
MT,Havre,West,non_safety_comparator,"Negotiated interests covering FY 2018-2019 (and FY 2019-2020); duration proposals reference expiration June 30, 2019",1,0,non_safety_constraint_signal,no_verified_tier_c_lead
NC,Elizabeth City,South,non_safety_municipal_units,Revision PDF (published/posted within last ~1.1 years per search snippet; no explicit FY stated in lead),1,1,fiscal_constraint_signal,verified_locator_metadata_only
NC,Elizabeth City,South,non_safety_municipal_units,Updated/posted 2025-06-23 (manual); pay plan administration language present,1,1,fiscal_constraint_signal,verified_locator_metadata_only
NC,Havelock,South,safety_and_non_safety_compensation_units,FY 2014-2015,1,1,market_or_comparability_pressure,verified_locator_metadata_only
NC,Havelock,South,safety_and_non_safety_compensation_units,FY 2020-2021,1,1,market_or_comparability_pressure,verified_locator_metadata_only
NC,Henderson,South,safety_and_non_safety_compensation_units,"FY 2018-2019 (with Public Safety Pay Schedule Phase Five, FY2019)",1,1,market_or_comparability_pressure,verified_locator_metadata_only
NC,Henderson,South,safety_and_non_safety_compensation_units,FY 2024 (with pay schedule revision effective 7/1/23),1,1,market_or_comparability_pressure,verified_locator_metadata_only
NC,Henderson,South,safety_and_non_safety_compensation_units,FY 2025 (contains Public Safety Schedule revised 7/1/23 which falls within target window boundary),1,1,market_or_comparability_pressure,verified_locator_metadata_only
NC,Hendersonville,South,safety_and_non_safety_compensation_units,FY22-23 (budget adopted for the fiscal year),1,1,market_or_comparability_pressure,verified_locator_metadata_only
NC,Hendersonville,South,safety_and_non_safety_compensation_units,FY23-24 (budget adopted for the fiscal year),1,0,market_or_comparability_pressure,no_verified_tier_c_lead
NC,Hope Mills,South,non_safety_municipal_units,2014-2024 (collection page pointing to multiple adopted budget PDFs),1,1,fiscal_constraint_signal,verified_locator_metadata_only
NC,Hope Mills,South,non_safety_municipal_units,2014-2024 (report context references the Town’s Pay Plan policy and salary administration practices; landing page),1,0,fiscal_constraint_signal,no_verified_tier_c_lead
NC,Hope Mills,South,non_safety_municipal_units,FY 2016-2017,1,0,fiscal_constraint_signal,no_verified_tier_c_lead
NC,Kinston,South,non_safety_municipal_units,FY15-16 adopted budget (includes FY16 official adopted budget ordinance),1,0,fiscal_constraint_signal,no_verified_tier_c_lead
NC,Kinston,South,non_safety_municipal_units,FY18-19 adopted budget (Official Budget Ordinance included),1,0,fiscal_constraint_signal,no_verified_tier_c_lead
NC,Kinston,South,non_safety_municipal_units,FY23-24 adopted budget,1,0,fiscal_constraint_signal,no_verified_tier_c_lead
NC,Knightdale,South,non_safety_municipal_units,FY2025 (Budget Ordinance 24-06-18-001 Attachment B; Effective 07/01/2024),1,0,fiscal_constraint_signal,no_verified_tier_c_lead
NC,Knightdale,South,non_safety_municipal_units,FY2025 (Limited Service Position Classification Plan; Effective 07/01/2024),1,1,fiscal_constraint_signal,verified_locator_metadata_only
NC,Lenoir,South,non_safety_municipal_units,"Fiscal Year July 1, 2014 – June 30, 2015",1,1,fiscal_constraint_signal,verified_locator_metadata_only
NC,Lenoir,South,non_safety_municipal_units,"Fiscal Year July 1, 2018 – June 30, 2019",1,1,fiscal_constraint_signal,verified_locator_metadata_only
NC,Lenoir,South,non_safety_municipal_units,"Fiscal Year July 1, 2020 – June 30, 2021",1,1,fiscal_constraint_signal,verified_locator_metadata_only
NC,Lewisville,South,safety_and_non_safety_compensation_units,Fiscal Year 2020-2021 (budget ordinance; includes Appendix B Salary Ranges by Pay Grade),1,1,market_or_comparability_pressure,verified_locator_metadata_only
NC,Lewisville,South,safety_and_non_safety_compensation_units,Proposed Budget 2019-2020 (by line item),1,1,market_or_comparability_pressure,verified_locator_metadata_only
NC,Mebane,South,non_safety_municipal_units,"FY2020-2021 budget cycle (pay plan adopted each year with the budget; packet dated Jan 6, 2020)",1,1,fiscal_constraint_signal,verified_locator_metadata_only
NC,Mebane,South,non_safety_municipal_units,"FY2020-2021 budget ordinance cycle (packet dated Jun 1, 2020)",1,1,fiscal_constraint_signal,verified_locator_metadata_only
NC,Mebane,South,non_safety_municipal_units,FY2023-2024 budget cycle (recommended budget document),1,1,fiscal_constraint_signal,verified_locator_metadata_only
NC,Morganton,South,non_safety_municipal_units,"Fiscal Year 2021/2022 (July 01, 2021 – June 30, 2022)",1,0,fiscal_constraint_signal,no_verified_tier_c_lead
NC,Stallings,South,safety_and_non_safety_compensation_units,2018-07-09 (document date; pay plan development phase),1,1,market_or_comparability_pressure,verified_locator_metadata_only
NC,Stallings,South,safety_and_non_safety_compensation_units,2018-09-10 (study scope; implementation timing not determined here),1,1,market_or_comparability_pressure,verified_locator_metadata_only
NC,Weddington,South,safety_and_non_safety_compensation_units,FY2014-2019 (forecast/plan section shown),1,1,market_or_comparability_pressure,verified_locator_metadata_only
NC,Weddington,South,safety_and_non_safety_compensation_units,FY2017 budget approval context (referenced in July 2016 journal),1,1,market_or_comparability_pressure,verified_locator_metadata_only
NE,North Platte,Midwest,non_safety_comparator,"Oct 1, 2024 through Sep 30, 2027 (term stated in agenda)",1,1,non_safety_constraint_signal,verified_locator_metadata_only
NH,Concord,Northeast,non_safety_comparator,1/1/2025–12/31/2026,1,0,non_safety_constraint_signal,no_verified_tier_c_lead
NH,Concord,Northeast,non_safety_comparator,1/1/2025–12/31/2027,1,0,non_safety_constraint_signal,no_verified_tier_c_lead
NH,Durham,Northeast,safety_and_non_safety_compensation_units,"January 1, 2016 through December 31, 2020 (ratification item references this DPFFA unit contract period)",1,1,market_or_comparability_pressure,verified_locator_metadata_only
NH,Durham,Northeast,safety_and_non_safety_compensation_units,"January 1, 2022 through December 31, 2024",1,1,market_or_comparability_pressure,verified_locator_metadata_only
NH,Exeter,Northeast,safety_and_non_safety_compensation_units,2019-2022,1,1,market_or_comparability_pressure,verified_locator_metadata_only
NH,Exeter,Northeast,safety_and_non_safety_compensation_units,2022-2024,1,1,market_or_comparability_pressure,verified_locator_metadata_only
NH,Goffstown,Northeast,non_safety_municipal_units,2019 budget discussion (annual report),1,1,fiscal_constraint_signal,verified_locator_metadata_only
NH,Goffstown,Northeast,non_safety_municipal_units,Proposed 2025 adjustment; references wage matrix implementation on 07/01/2024,1,1,fiscal_constraint_signal,verified_locator_metadata_only
NH,Hooksett,Northeast,safety_and_non_safety_compensation_units,07/01/2024-06/30/2027,1,1,market_or_comparability_pressure,verified_locator_metadata_only
NH,Hooksett,Northeast,safety_and_non_safety_compensation_units,Referenced contract period(s) include 2016-2017 and related NEPBA negotiation context (document labeled 2014-2015).,1,1,market_or_comparability_pressure,verified_locator_metadata_only
NH,Hooksett,Northeast,safety_and_non_safety_compensation_units,Referenced: 07/01/2017-06/30/2020,1,1,market_or_comparability_pressure,verified_locator_metadata_only
NH,Hudson,Northeast,non_safety_municipal_units,"July 1, 2020 — June 30, 2024 (as indicated by agreement headings/wage schedule sections)",1,1,fiscal_constraint_signal,verified_locator_metadata_only
NH,Londonderry,Northeast,non_safety_municipal_units,"2016 report section detailing ratification/extension cost items across multiple FY years (e.g., FY 2017–FY 2020 shown in the report excerpt)",1,1,fiscal_constraint_signal,verified_locator_metadata_only
NH,Nashua,Northeast,non_safety_comparator,"July 1, 2022 — June 30, 2026",2,0,non_safety_constraint_signal,no_verified_tier_c_lead
NH,Salem,Northeast,safety_and_non_safety_bargaining_units,2018-2023,1,0,strike_or_no_strike_constraint,no_verified_tier_c_lead
NH,Salem,Northeast,safety_and_non_safety_bargaining_units,2022-2026,1,0,strike_or_no_strike_constraint,no_verified_tier_c_lead
NH,Salem,Northeast,safety_and_non_safety_bargaining_units,4-1-2023 to 3-31-2028,1,0,strike_or_no_strike_constraint,no_verified_tier_c_lead
NJ,Barnegat,Northeast,non_safety_municipal_units,"Five (5) year agreement; contract absent since December 31, 2014 (resolution dated Nov 16, 2015)",1,1,fiscal_constraint_signal,verified_locator_metadata_only
NJ,Barnegat,Northeast,non_safety_municipal_units,"Four (4) year agreement (resolution dated Jan 1, 2020)",1,1,fiscal_constraint_signal,verified_locator_metadata_only
NJ,Barnegat,Northeast,non_safety_municipal_units,"Four (4) year agreement (resolution dated Jan 1, 2024)",1,1,fiscal_constraint_signal,verified_locator_metadata_only
NJ,Bayonne,Northeast,non_safety_comparator,Not stated in snippet; expected to include a wage schedule/contract terms relevant to Bayonne employment (needs period confirmation),1,0,non_safety_constraint_signal,no_verified_tier_c_lead
NJ,Bernards,Northeast,safety_and_non_safety_bargaining_units,"Agreement effective January 1, 2020 (per resolution context; expiration/term details referenced in the document)",1,1,strike_or_no_strike_constraint,verified_locator_metadata_only
NJ,Bernards,Northeast,safety_and_non_safety_bargaining_units,"Memorandum of Agreement dated December 28, 2023; Union contracts for period starting January 1, 2024",1,1,strike_or_no_strike_constraint,verified_locator_metadata_only
NJ,Bloomfield,Northeast,safety_and_non_safety_bargaining_units,2018 (resolution list for 2018; includes 5/21/18 settlement agreement reference),1,1,strike_or_no_strike_constraint,verified_locator_metadata_only
NJ,Bridgewater,Northeast,safety_and_non_safety_bargaining_units,2017-08-10 GC report (references litigation involving expired vs successor collective negotiations agreement hiatus),1,1,strike_or_no_strike_constraint,verified_locator_metadata_only
NJ,Bridgewater,Northeast,safety_and_non_safety_bargaining_units,Biennial report (published content; retrieve within 2014-2024 window as relevant during follow-up),1,1,strike_or_no_strike_constraint,verified_locator_metadata_only
NJ,Burlington,Northeast,non_safety_municipal_units,2020 municipal budget (municipal user friendly budget),1,1,fiscal_constraint_signal,verified_locator_metadata_only
NJ,Burlington,Northeast,non_safety_municipal_units,2022 municipal budget (municipal user friendly budget),1,1,fiscal_constraint_signal,verified_locator_metadata_only
NJ,Burlington,Northeast,non_safety_municipal_units,2024 municipal budget (municipal user friendly budget),1,1,fiscal_constraint_signal,verified_locator_metadata_only
NJ,Cedar Grove,Northeast,safety_and_non_safety_compensation_units,2023-2026 (as named in filename/title of attachment URL),1,0,market_or_comparability_pressure,no_verified_tier_c_lead
NJ,City of Orange,Northeast,safety_and_non_safety_bargaining_units,"Reported reference to City of Orange Township arbitration-related matter (noting “City of Orange Twp., 2019 …” within the biennial report)",1,1,strike_or_no_strike_constraint,verified_locator_metadata_only
NJ,Cranford,Northeast,non_safety_municipal_units,2020-2022 (as labeled in attachment name),1,0,fiscal_constraint_signal,no_verified_tier_c_lead
NJ,Delran,Northeast,non_safety_municipal_units,CY 2014 municipal budget cycle (introduced for CY 2014),1,1,fiscal_constraint_signal,verified_locator_metadata_only
NJ,Delran,Northeast,non_safety_municipal_units,CY 2020 municipal budget cycle (presentation),1,1,fiscal_constraint_signal,verified_locator_metadata_only
NJ,Denville,Northeast,safety_and_non_safety_compensation_units,Confidential Salary Ordinance labeled 2022–2025 (salary/conditions for employees not governed by collective bargaining).,1,1,market_or_comparability_pressure,verified_locator_metadata_only
NJ,Denville,Northeast,safety_and_non_safety_compensation_units,"Salary ordinance tied to MOA signed Sep 22, 2021; includes salary schedule beginning 1/1/2022 and additional effective dates through the document period label (2022-2025).",1,1,market_or_comparability_pressure,verified_locator_metadata_only
NJ,Deptford,Northeast,safety_and_non_safety_bargaining_units,2014-2024 target window,1,0,strike_or_no_strike_constraint,no_verified_tier_c_lead
NJ,East Orange,Northeast,non_safety_comparator,2022–2027 (stated in locator title),1,1,non_safety_constraint_signal,verified_locator_metadata_only
NJ,East Orange,Northeast,non_safety_comparator,"July 1, 2018 – June 30, 2023 (stated in lead snippet)",1,0,non_safety_constraint_signal,no_verified_tier_c_lead
NJ,Edison,Northeast,safety_and_non_safety_bargaining_units,2014 arbitration-related proceeding referenced,1,1,strike_or_no_strike_constraint,verified_locator_metadata_only
NJ,Egg Harbor,Northeast,safety_and_non_safety_bargaining_units,Appears to be fact-finding related to an impasse; likely within 2014-2024 window (document age suggests mid-2010s).,1,1,strike_or_no_strike_constraint,verified_locator_metadata_only
NJ,Egg Harbor,Northeast,safety_and_non_safety_bargaining_units,Meeting notice dated 2014-08-14; references SN-2013-029 & SN-2013-030,1,1,strike_or_no_strike_constraint,verified_locator_metadata_only
NJ,Egg Harbor,Northeast,safety_and_non_safety_bargaining_units,PERC synopsis published 2014-08-14; docket numbers SN-2013-029 & SN-2013-030 (time window plausibly within 2013-2014),1,1,strike_or_no_strike_constraint,verified_locator_metadata_only
NJ,Fair Lawn,Northeast,non_safety_comparator,"July 1, 2023 through June 30, 2026",1,0,non_safety_constraint_signal,no_verified_tier_c_lead
NJ,Fairview,Northeast,non_safety_comparator,"Memorandum of Understanding term: January 1, 2024 through December 31, 2026 (as referenced as attached to the resolution)",1,1,non_safety_constraint_signal,verified_locator_metadata_only
NJ,Freehold,Northeast,safety_and_non_safety_bargaining_units,"January 1, 2022 through December 31, 2026",3,3,strike_or_no_strike_constraint,verified_locator_metadata_only
NJ,Galloway,Northeast,safety_and_non_safety_bargaining_units,2014-2024 target window,2,2,strike_or_no_strike_constraint,verified_locator_metadata_only
NJ,Glassboro,Northeast,non_safety_comparator,"Includes “Transp Aides MOA Copy of Glassboro 25-28 MOA to BOE 1-20-26” / aligns to July 1, 2025–June 30, 2028 salary-guide years",1,1,non_safety_constraint_signal,verified_locator_metadata_only
NJ,Glassboro,Northeast,non_safety_comparator,Salary guide covering the GEA MOA period (document content indicates 2025-2028 alignment; filename appears as base year guide),1,1,non_safety_constraint_signal,verified_locator_metadata_only
NJ,Hamilton,Northeast,safety_and_non_safety_bargaining_units,"Three-year contract beginning January 1, 2019 (end year not captured in snippet)",1,1,strike_or_no_strike_constraint,verified_locator_metadata_only
NJ,Harrison,Northeast,safety_and_non_safety_compensation_units,"Effective January 1 for 2016, 2017, 2018, 2019, 2020 (salary schedule years listed)",1,1,market_or_comparability_pressure,verified_locator_metadata_only
NJ,Hopewell,Northeast,safety_and_non_safety_compensation_units,"January 1, 2016 - December 31, 2018",1,0,market_or_comparability_pressure,no_verified_tier_c_lead
NJ,Howell,Northeast,safety_and_non_safety_bargaining_units,2014-2024 target window,2,0,strike_or_no_strike_constraint,no_verified_tier_c_lead
NJ,Irvington,Northeast,safety_and_non_safety_bargaining_units,inferred: 2016-2017 (interest arbitration award lifecycle referenced in snippet: initial award July 2016; remand; decision Jan 2017),1,1,strike_or_no_strike_constraint,verified_locator_metadata_only
NJ,Irvington,Northeast,safety_and_non_safety_bargaining_units,"inferred: agreement effective dates referenced around late 2017 to later enforcement period (snippet includes October 1, 2017 reference)",1,0,strike_or_no_strike_constraint,no_verified_tier_c_lead
NJ,Lacey,Northeast,safety_and_non_safety_bargaining_units,interest arbitration award listing entry (exact period not confirmed here),1,0,strike_or_no_strike_constraint,no_verified_tier_c_lead
NJ,Lacey,Northeast,safety_and_non_safety_bargaining_units,referenced resolution dated in 2015 (per excerpted lines; exact CBA period not confirmed here),1,0,strike_or_no_strike_constraint,no_verified_tier_c_lead
NJ,Lakewood,Northeast,safety_and_non_safety_bargaining_units,2014 (meeting/minutes; resolution authorizing execution of a CBA),1,1,strike_or_no_strike_constraint,verified_locator_metadata_only
NJ,Livingston,Northeast,safety_and_non_safety_bargaining_units,2014 (report date); specific labor cycle period not specified in locator/snippet,1,0,strike_or_no_strike_constraint,no_verified_tier_c_lead
NJ,Livingston,Northeast,safety_and_non_safety_bargaining_units,Not specified (case references PERC docket SN-2013-071 and P.E.R.C. No. 2014-66),1,0,strike_or_no_strike_constraint,no_verified_tier_c_lead
NJ,Livingston,Northeast,safety_and_non_safety_bargaining_units,Not specified (references P.E.R.C. No. 2014-66),1,0,strike_or_no_strike_constraint,no_verified_tier_c_lead
NJ,Lodi,Northeast,non_safety_comparator,2025-2029,2,2,non_safety_constraint_signal,verified_locator_metadata_only
NJ,Lodi,Northeast,non_safety_comparator,"January 1, 2025 to December 31, 2029 (stated in document snippet)",1,0,non_safety_constraint_signal,no_verified_tier_c_lead
NJ,Long Branch,Northeast,non_safety_comparator,2023-2026,1,1,non_safety_constraint_signal,verified_locator_metadata_only
NJ,Long Branch,Northeast,non_safety_comparator,"JULY 1, 2023 – JUNE 30, 2026",1,0,non_safety_constraint_signal,no_verified_tier_c_lead
NJ,Lower,Northeast,non_safety_municipal_units,January 2024 - December 2026,1,1,fiscal_constraint_signal,verified_locator_metadata_only
NJ,Lower,Northeast,non_safety_municipal_units,"MOA economic/non-economic retroactivity to Agreement effective 1/1/24 (replacement for existing CBA expiring Dec 31, 2023)",1,1,fiscal_constraint_signal,verified_locator_metadata_only
NJ,Lower,Northeast,non_safety_municipal_units,contract period not extracted (document hosted as 'Spvr.pdf'),1,1,fiscal_constraint_signal,verified_locator_metadata_only
NJ,Lyndhurst,Northeast,non_safety_municipal_units,Adopted Budget: 2016 (fiscal year),1,1,fiscal_constraint_signal,verified_locator_metadata_only
NJ,Mahwah,Northeast,non_safety_municipal_units,Ordinance year 2024; CBA referenced: calendar years 2022–2026,1,0,fiscal_constraint_signal,no_verified_tier_c_lead
NJ,Mahwah,Northeast,non_safety_municipal_units,Ordinance year 2025; CBA referenced: calendar years 2022–2026,2,0,fiscal_constraint_signal,no_verified_tier_c_lead
NJ,Manchester,Northeast,safety_and_non_safety_bargaining_units,2013-2014 (arbitration-related grievance; synopsis dated 2014-01-30),1,1,strike_or_no_strike_constraint,verified_locator_metadata_only
NJ,Manchester,Northeast,safety_and_non_safety_bargaining_units,2013-2014 (unit clarification matter; synopsis dated 2014-04-24),1,1,strike_or_no_strike_constraint,verified_locator_metadata_only
NJ,Maplewood,Northeast,non_safety_municipal_units,"Dated April 10, 2023 (agenda packet context)",1,0,fiscal_constraint_signal,no_verified_tier_c_lead
NJ,Middlesex,Northeast,non_safety_comparator,2021-2024 (attachment filename indicates “FINAL MEA 2021 2024 Agreement.pdf”),1,0,non_safety_constraint_signal,no_verified_tier_c_lead
NJ,Middlesex,Northeast,non_safety_comparator,2021-2024 (attachment filename indicates “PBA Contract 2021 2024”),1,0,non_safety_constraint_signal,no_verified_tier_c_lead
NJ,Millburn,Northeast,non_safety_municipal_units,2024-2028,1,1,fiscal_constraint_signal,verified_locator_metadata_only
NJ,Millburn,Northeast,non_safety_municipal_units,Ordinance 2599-22 (Salary Ordinance) — years 2021-2025,1,1,fiscal_constraint_signal,verified_locator_metadata_only
NJ,Monroe,Northeast,safety_and_non_safety_bargaining_units,2014-2024 (award periods vary; table used to find Monroe Township specific dockets within target window),1,1,strike_or_no_strike_constraint,verified_locator_metadata_only
NJ,Monroe,Northeast,safety_and_non_safety_bargaining_units,2023-2026 (MOA ratified in packet; overlaps 2024 target window),1,1,strike_or_no_strike_constraint,verified_locator_metadata_only
NJ,Montclair,Northeast,safety_and_non_safety_bargaining_units,2020-2026,1,0,strike_or_no_strike_constraint,no_verified_tier_c_lead
NJ,Montgomery,Northeast,non_safety_municipal_units,Ordinance #19-1602 (2019 Salary & Wage Plan),1,0,fiscal_constraint_signal,no_verified_tier_c_lead
NJ,Montgomery,Northeast,non_safety_municipal_units,Ordinance #24-1732 (2024 Salary & Wage Plan / replacing and repealing ordinance #24-1732 as referenced in later agenda materials),1,0,fiscal_constraint_signal,no_verified_tier_c_lead
NJ,Montville,Northeast,non_safety_municipal_units,2016 to 2017,1,0,fiscal_constraint_signal,no_verified_tier_c_lead
NJ,Montville,Northeast,non_safety_municipal_units,2019-2020,1,0,fiscal_constraint_signal,no_verified_tier_c_lead
NJ,Montville,Northeast,non_safety_municipal_units,"2023 (amendment to WC salary/wage ordinance for those hired after Jan 1, 2022)",1,0,fiscal_constraint_signal,no_verified_tier_c_lead
NJ,Moorestown,Northeast,non_safety_municipal_units,"Memorandum of Agreement covering January 1, 2013 through December 31, 2018 (successor agreement; successor continuation into 2014-2016)",1,1,fiscal_constraint_signal,verified_locator_metadata_only
NJ,Moorestown,Northeast,non_safety_municipal_units,"Successor collective bargaining agreement negotiations referencing expiration on December 31, 2018 and subsequent amendment/coverage starting January 1, 2019 (as indicated by document snippet)",1,0,fiscal_constraint_signal,no_verified_tier_c_lead
NJ,Moorestown,Northeast,non_safety_municipal_units,"Three-year labor agreement for January 1, 2014 through December 31, 2016",1,1,fiscal_constraint_signal,verified_locator_metadata_only
NJ,Mount Olive,Northeast,safety_and_non_safety_bargaining_units,Not specified in lead (Appellate decision dated 2025; refers to CNA/arbitration context involving Mount Olive police officers),1,1,strike_or_no_strike_constraint,verified_locator_metadata_only
NJ,Mount Olive,Northeast,safety_and_non_safety_bargaining_units,Not specified in lead (PERC synopsis PDF dated 2022-05-26; Docket No. SN-2022-022),1,1,strike_or_no_strike_constraint,verified_locator_metadata_only
NJ,Mount Olive,Northeast,safety_and_non_safety_bargaining_units,Not specified in lead (PERC synopsis dated 2010-09-23; may reference settlement/interest arbitration award procedural history),1,1,strike_or_no_strike_constraint,verified_locator_metadata_only
NJ,New Providence,Northeast,non_safety_comparator,"January 1, 2012 through December 31, 2014",1,1,non_safety_constraint_signal,verified_locator_metadata_only
NJ,Newark,Northeast,non_safety_comparator,2010-2015 (includes 2013-2015 years),1,1,non_safety_constraint_signal,verified_locator_metadata_only
NJ,Newark,Northeast,non_safety_comparator,"January 1, 2015 through December 31, 2018 (successor agreement window starts 2015)",1,0,non_safety_constraint_signal,no_verified_tier_c_lead
NJ,Newark,Northeast,non_safety_comparator,"July 1, 2011 - June 30, 2015",1,1,non_safety_constraint_signal,verified_locator_metadata_only
NJ,Ocean,Northeast,safety_and_non_safety_bargaining_units,"January 1, 2016 through December 31, 2017",1,1,strike_or_no_strike_constraint,verified_locator_metadata_only
NJ,Ocean,Northeast,safety_and_non_safety_bargaining_units,"January 1, 2020 through December 31, 2023",1,1,strike_or_no_strike_constraint,verified_locator_metadata_only
NJ,Pemberton,Northeast,non_safety_municipal_units,2021-2024 (agreement period reflected in file title),1,1,fiscal_constraint_signal,verified_locator_metadata_only
NJ,Pemberton,Northeast,non_safety_municipal_units,CY 2024 (salary ordinance proposed for 2024),1,1,fiscal_constraint_signal,verified_locator_metadata_only
NJ,Plainsboro,Northeast,non_safety_municipal_units,Not stated on request excerpt (needs follow-on within 2014-2024 window),1,0,fiscal_constraint_signal,no_verified_tier_c_lead
NJ,Ramsey,Northeast,non_safety_comparator,"January 1, 2022 through December 31, 2025",1,1,non_safety_constraint_signal,verified_locator_metadata_only
NJ,Ramsey,Northeast,non_safety_comparator,"January 1, 2024 through December 31, 2025",1,1,non_safety_constraint_signal,verified_locator_metadata_only
NJ,Randolph,Northeast,non_safety_municipal_units,2014-2024 window (landing page for agreements; includes 2024 RTEA and PERC non-police/fire summary items),1,1,fiscal_constraint_signal,verified_locator_metadata_only
NJ,Randolph,Northeast,non_safety_municipal_units,2024 (PERC non-police and fire collective negotiations agreement summary form),1,1,fiscal_constraint_signal,verified_locator_metadata_only
NJ,Randolph,Northeast,non_safety_municipal_units,"Effective January 1, 2024 (agreement document within 2024-2026 cycle)",1,1,fiscal_constraint_signal,verified_locator_metadata_only
NJ,Ridgefield Park,Northeast,non_safety_comparator,2019-01-01 to 2024-12-31 (most recent agreement cited in the opinion),1,0,non_safety_constraint_signal,no_verified_tier_c_lead
NJ,Ridgefield Park,Northeast,non_safety_comparator,unclear,1,0,non_safety_constraint_signal,no_verified_tier_c_lead
NJ,Robbinsville,Northeast,safety_and_non_safety_compensation_units,"In force from origination date of EMS service until December 31, 2026 (per document text)",1,0,market_or_comparability_pressure,no_verified_tier_c_lead
NJ,South Brunswick,Northeast,safety_and_non_safety_bargaining_units,2014-2024 target window,3,1,strike_or_no_strike_constraint,verified_locator_metadata_only
NJ,South Orange Village,Northeast,non_safety_municipal_units,"effective January 1, 2023 until subsequently amended",1,0,fiscal_constraint_signal,no_verified_tier_c_lead
NJ,Teaneck,Northeast,safety_and_non_safety_bargaining_units,2022-2026,1,1,strike_or_no_strike_constraint,verified_locator_metadata_only
NJ,Voorhees,Northeast,safety_and_non_safety_bargaining_units,2014-2024 target window,1,0,strike_or_no_strike_constraint,no_verified_tier_c_lead
NJ,Washington,Northeast,safety_and_non_safety_bargaining_units,2014-2024 target window,1,0,strike_or_no_strike_constraint,no_verified_tier_c_lead
NJ,West Deptford,Northeast,non_safety_municipal_units,"Ordinance #2014-03 (2014 salaries and compensation of officials and employees) — referenced within Jan 16, 2014 meeting minutes",1,1,fiscal_constraint_signal,verified_locator_metadata_only
NJ,West Deptford,Northeast,non_safety_municipal_units,"Ordinance #O-2016-21 (2016 salaries and compensation of officers and employees) — referenced within Oct 19, 2016 minutes",1,1,fiscal_constraint_signal,verified_locator_metadata_only
NJ,West Milford,Northeast,non_safety_municipal_units,12-31-2014 (sidebar; referenced as 2014),1,1,fiscal_constraint_signal,verified_locator_metadata_only
NJ,West Milford,Northeast,non_safety_municipal_units,2015-2019,1,1,fiscal_constraint_signal,verified_locator_metadata_only
NJ,West Orange,Northeast,safety_and_non_safety_bargaining_units,2012-2014 (referenced in arbitration award context),1,1,strike_or_no_strike_constraint,verified_locator_metadata_only
NJ,West Orange,Northeast,safety_and_non_safety_bargaining_units,"January 1, 2014 through December 31, 2017",1,0,strike_or_no_strike_constraint,no_verified_tier_c_lead
NJ,West Windsor,Northeast,safety_and_non_safety_bargaining_units,Arbitration award related to police/fire bargaining after cap expired (published/linked from GFOA of NJ news page),1,0,strike_or_no_strike_constraint,no_verified_tier_c_lead
NJ,Willingboro,Northeast,safety_and_non_safety_bargaining_units,"January 1, 2021 - December 31, 2025",1,0,strike_or_no_strike_constraint,no_verified_tier_c_lead
NJ,Willingboro,Northeast,safety_and_non_safety_bargaining_units,"January 1, 2023 - December 31, 2027",1,0,strike_or_no_strike_constraint,no_verified_tier_c_lead
NJ,Willingboro,Northeast,safety_and_non_safety_bargaining_units,"January 1, 2024 - December 31, 2028",1,0,strike_or_no_strike_constraint,no_verified_tier_c_lead
NJ,Woodland Park,Northeast,non_safety_comparator,"Years 2021, 2022, 2023, 2024 and 2025 (as stated for Ordinance 21-07)",1,0,non_safety_constraint_signal,no_verified_tier_c_lead
NJ,Woolwich,Northeast,safety_and_non_safety_compensation_units,"Year 2024 (effective “As of January 1, 2024” per the ordinance structure)",1,1,market_or_comparability_pressure,verified_locator_metadata_only
NM,Albuquerque,West,non_safety_comparator,"References agreements effective September 30, 2017–June 30, 2018 and other timeframes; also references Albuquerque Police Officers Association through June 30, 2020",1,1,non_safety_constraint_signal,verified_locator_metadata_only
NM,Hobbs,West,non_safety_comparator,"July 1, 2022 through June 30, 2025 (and/or related continuation/amendment context; see packet)",1,1,non_safety_constraint_signal,verified_locator_metadata_only
NM,Hobbs,West,non_safety_comparator,"July 1, 2022 through June 30, 2027 (as referenced within the packet)",1,1,non_safety_constraint_signal,verified_locator_metadata_only
