candidate_id,lane_id,priority_tier,quality_label,gap_priority_score,gap_priority_reason,source_url_or_locator,source_title,municipality,state,derived_region,unit_type,occupation_group,bargaining_unit_name,contract_or_document_period,inferred_cycle_start,inferred_cycle_end,source_family,target_mechanism_family,same_city_match_status,overlapping_cycle_status,candidate_only_lineage_status,review_candidate_quality_score,review_queue_rank,secondary_mechanism_families,match_priority_tier,review_disposition
TS4L-4f4ea2588f1dbf27665d,lane_1,tier_c,verification_ready_medium,139,memo_gap_non_safety_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,https://cms9files.revize.com/buffalogroveil/IAFF%20Signed%20CBA%202023-2025.pdf,IAFF Signed CBA 2023-2025 (PDF) — Village of Buffalo Grove,Buffalo Grove,IL,Midwest,non_safety_comparator,Firefighter/Paramedic (IAFF Local 3177),"Buffalo Grove Professional Firefighter/Paramedic Association, Local 3177 (IAFF)","May 1, 2023 through April 30, 2025 (as labeled in result snippet)",2023-05-01,2025-04-30,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,"Same municipality: Buffalo Grove, IL (city match via buffalo grove IL document host)","Exact overlap with target period May 1, 2023–April 30, 2025",candidate_only_not_verified,87,818,gap_narrowing_signal|parity_or_internal_equity_signal|fiscal_constraint_signal|safety_advantage_signal,tier_1_safety_lead_counterpart_gap,verification_queue
TS4L-6930c8ebb2d226b99a37,lane_1,tier_c,verification_ready_medium,139,memo_gap_non_safety_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,https://mccmeetingspublic.blob.core.usgovcloudapi.net/groptwdsmi-meet-2c7f79f292bc422d9ab2f44f5d932813/ITEM-Attachment-001-d2484e9f091c4af199e90e9a5a7c5bf1.pdf,"MEMORANDUM OF AGREEMENT REGARDING K-9 OFFICER COMPENSATION (City of Grosse Pointe Woods / Michigan Fraternal Order of Police Labor Council) — references CBA July 1, 2022 to June 30, 2026",Grosse Pointe Woods,MI,Midwest,non_safety_comparator,Police (K-9 Handler compensation referenced to existing CBA dates),Michigan Fraternal Order of Police Labor Council (Labor Council),"Collective Bargaining Agreement referenced: July 1, 2022 to June 30, 2026; MOA dated Oct. 2025 and in effect from fully signed/ executed date",2022-07-01,2026-06-30,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,"same city (Grosse Pointe Woods, MI)","overlaps target cycle (references July 1, 2022–June 30, 2026 CBA dates)",candidate_only_not_verified,87,820,gap_narrowing_signal|parity_or_internal_equity_signal|fiscal_constraint_signal|safety_advantage_signal,tier_1_safety_lead_counterpart_gap,verification_queue
TS4L-6f0e2fdc28febcc55e0f,lane_1,tier_c,verification_ready_medium,139,memo_gap_non_safety_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,https://cms2.revize.com/revize/lansingil/FOP%20Sgts.%20%26%20Lts.%205.1.21-4.30.25.pdf,"VILLAGE OF LANSING, ILLINOIS and FRATERNAL ORDER OF POLICE LABOR COUNCIL — Sergeants & Lieutenants (5.1.21–4.30.25)",Lansing,IL,Midwest,non_safety_comparator,Sworn peace officers (Sergeants & Lieutenants),Illinois FOP Labor Council — Lodge 218 (Sergeants & Lieutenants unit),Effective: 5/1/2021 through 4/30/2025 (auto-renewal language year-to-year unless modified),2021-05-01,2024-04-30,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,"Exact municipality match (Village of Lansing, IL)",Overlaps expected period via coverage through 4/30/2024,candidate_only_not_verified,87,821,gap_narrowing_signal|parity_or_internal_equity_signal|fiscal_constraint_signal|safety_advantage_signal,tier_1_safety_lead_counterpart_gap,verification_queue
TS4L-8431ea13e16987d0376f,lane_1,tier_c,verification_ready_medium,139,memo_gap_non_safety_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,https://cms6.revize.com/revize/addisonil/document_center/Financial%20Documents/5.MAPCONTRACT20152018.pdf,Addison IL MAP Contract 2015–2018 (PDF),Addison,IL,Midwest,non_safety_comparator,non_safety_comparator,MAP (as titled in source),2015-2018,2015,2018,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,same_city_match,overlaps_2015_2018,candidate_only_not_verified,87,824,gap_narrowing_signal|parity_or_internal_equity_signal|fiscal_constraint_signal|safety_advantage_signal,tier_1_safety_lead_counterpart_gap,verification_queue
TS4L-9e67053eeba050f45330,lane_1,tier_c,verification_ready_medium,139,memo_gap_non_safety_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,https://www.cityofmadison.com/human-resources/documents/contracts/Local251IATSE-2017.pdf,Local 251 IATSE Agreement (City of Madison) — 2017,Madison,WI,Midwest,non_safety_comparator,Theatrical stage employees / allied crafts (IATSE),"International Alliance of Theatrical Stage Employees, Moving Picture Technicians, Artists, and Allied Crafts of the United States, Its Territories and Canada (Local 251)","January 1, 2017 to December 31, 2017",2017-01-01,2017-12-31,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,Madison WI match (City of Madison documents),Overlaps expected period 2016-2017 (2017 portion),candidate_only_not_verified,87,826,gap_narrowing_signal|parity_or_internal_equity_signal|fiscal_constraint_signal|safety_advantage_signal,tier_1_safety_lead_counterpart_gap,verification_queue
TS4L-a57cc95557d8afd9fd2f,lane_1,tier_c,verification_ready_medium,139,memo_gap_non_safety_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,https://cms3.revize.com/revize/onalaska/Documents/Departments/Human%20Resources/Labor%20Relations/SORD%202023-25%20FINAL%20with%20LOU%20at%20end.pdf,Agreement between City of Onalaska and SORD (2023-2025) (FINAL with LOU at end),Onalaska,WI,Midwest,non_safety_comparator,"Police-related bargaining unit (SORD / Supervisors Police Association, OPPS Division as indicated by document title/intro)",SORD (Wisconsin Professional Police Association Supervisor Officers Relations Division) / Onalaska Supervisors Police Association,2023-2025,2023,2025,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,"on_city (Onalaska, WI)",overlaps_expected_period (2023-2025),candidate_only_not_verified,87,829,gap_narrowing_signal|parity_or_internal_equity_signal|fiscal_constraint_signal|safety_advantage_signal,tier_1_safety_lead_counterpart_gap,verification_queue
TS4L-a66bb1878a5774b3d8e4,lane_1,tier_c,verification_ready_medium,139,memo_gap_non_safety_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,https://cms5.revize.com/revize/greenfield/Document_Center/Department/Human%20Resource/Collective%20Bargaining%20Agreements/CBA%20SSEA%20FINAL%20W%20SIGNATURES%202024-2026%20FY25-FY26.pdf,"CBA SSEA FINAL W/ SIGNATURES 2024-2026 FY25-FY26 (City of Greenfield, WI) — collective bargaining agreement",Greenfield,WI,Midwest,non_safety_comparator,SSEA (exact job classification not confirmed in scout-stage view),SSEA (bargaining unit / association referenced by document title),2024-2026 (FY25-FY26 referenced in filename),unknown (FY25-FY26 i,unknown (FY25-FY26 i,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,same_city,overlap_possible,candidate_only_not_verified,87,830,gap_narrowing_signal|parity_or_internal_equity_signal|fiscal_constraint_signal|safety_advantage_signal,tier_1_safety_lead_counterpart_gap,verification_queue
TS4L-bb5877734e06c5a40721,lane_1,tier_c,verification_ready_medium,139,memo_gap_non_safety_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,https://cms5.revize.com/revize/cityofmenasha/Agendas%20-%20Minutes/Common%20Council/2019/CC%20Packet%203-18-19.pdf,"CITY OF MENASHA — Common Council CC Packet 3-18-19 (includes “SUMMARY OF TENTATIVE AGREEMENT BETWEEN THE CITY OF MENASHA AND WPPA/LEER LOCAL 602” effective January 1, 2019 – December 31, 2020)",Menasha,WI,Midwest,non_safety_comparator,non_safety_comparator,WPPA/LEER Local 602,"January 1, 2019 – December 31, 2020",2019-01-01,2020-12-31,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,"Menasha, WI (same-city candidate lead)",Overlaps 1/1/2019–12/31/2020,candidate_only_not_verified,87,832,gap_narrowing_signal|parity_or_internal_equity_signal|fiscal_constraint_signal|safety_advantage_signal,tier_1_safety_lead_counterpart_gap,verification_queue
TS4L-beb917d84ead6976356d,lane_1,tier_c,verification_ready_medium,139,memo_gap_non_safety_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,https://cms5.revize.com/revize/cityofmenasha/Agendas%20-%20Minutes/Personnel%20Committee/2019/Personnel%20Packet%203-4-19.pdf,"CITY OF MENASHA — Personnel Committee Personnel Packet 3-4-19 (includes “Tentative Agreement between City of Menasha and Menasha Professional Policy Union, January 1, 2019 – December 31, 2020”)",Menasha,WI,Midwest,non_safety_comparator,non_safety_comparator,Menasha Professional Policy Union,"January 1, 2019 – December 31, 2020",2019-01-01,2020-12-31,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,"Menasha, WI (same-city candidate lead)",Overlaps 1/1/2019–12/31/2020,candidate_only_not_verified,87,834,gap_narrowing_signal|parity_or_internal_equity_signal|fiscal_constraint_signal|safety_advantage_signal,tier_1_safety_lead_counterpart_gap,verification_queue
TS4L-ea453e3b901a36e1d9a2,lane_1,tier_c,verification_ready_medium,139,memo_gap_non_safety_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,https://www.cityofmadison.com/human-resources/documents/contracts/Local251IATSE-2016.pdf,Local 251 IATSE Agreement (City of Madison) — 2016,Madison,WI,Midwest,non_safety_comparator,Theatrical stage employees / allied crafts (IATSE),"International Alliance of Theatrical Stage Employees, Moving Picture Technicians, Artists, and Allied Crafts of the United States, Its Territories and Canada (Local 251)","January 1, 2016 to December 31, 2016",2016-01-01,2016-12-31,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,Madison WI match (City of Madison documents),Overlaps expected period 2016-2017 (2016 portion),candidate_only_not_verified,87,837,gap_narrowing_signal|parity_or_internal_equity_signal|fiscal_constraint_signal|safety_advantage_signal,tier_1_safety_lead_counterpart_gap,verification_queue
TS4L-ec1802eaa65739659463,lane_1,tier_c,verification_ready_medium,139,memo_gap_non_safety_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,https://files-backend.assets.thrillshare.com/documents/asset/uploaded_file/1820/Asd/6c0e99ab-be41-4780-8fb7-12896f60c157/Board_Packet_for_6-8-22.pdf?disposition=inline,Board Packet (Anaconda-Deer Lodge County School District #10) — includes “Custodial Aides Master Contract” (as indexed in search snippet),Anaconda-Deer Lodge County,MT,West,non_safety_comparator,Custodial Aides / custodial support staff (non-safety),"Custodial Aides (Local 2774B, AFSCME/A F S C M E) (as indicated in snippet)","Not explicitly confirmed from snippet (document appears dated/entered May 24, 2022)",2022-05-24,,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,same_city_match_expected,overlap_unclear_expected_relative_to_2021-2023_CBA_leads,candidate_only_not_verified,87,838,gap_narrowing_signal|parity_or_internal_equity_signal|fiscal_constraint_signal|safety_advantage_signal,tier_1_safety_lead_counterpart_gap,verification_queue
TS4L-02335aaa610656d2497a,lane_1,tier_c,verification_ready_low,139,memo_gap_non_safety_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|south_or_northeast_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,https://missouricitytx.civicweb.net/document/279973/Consideration%20and%20Possible%20Action%20-%20Second%20and%20.pdf?handle=4C855C7A776D4E688B1DFD7059137120,"24-284 AGENDA REQUEST — Consideration and Possible Action (Second and Final Reading): civil service pay increases (effective May 5, 2024 referenced in memo background)",Missouri City,TX,South,non_safety_comparator,non_safety_comparator,,"Effective May 5, 2024 (civil service pay changes referenced in memo)",,,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,"Missouri City, TX","Overlaps (Aug 1, 2023–Sep 30, 2024) via May 5, 2024 effective date",candidate_only_not_verified,79,1427,gap_narrowing_signal|parity_or_internal_equity_signal|fiscal_constraint_signal|safety_advantage_signal,tier_1_safety_lead_counterpart_gap,verification_queue
TS4L-03a1ceda43322aabe9ac,lane_1,tier_c,verification_ready_low,139,memo_gap_non_safety_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|south_or_northeast_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,https://sanfordfl.gov/wp-content/uploads/2025/01/Resolution-3313-Police-Union-MOU.pdf,"Resolution 3313 – Police Union MOU (City of Sanford, FL)",Sanford,FL,South,non_safety_comparator,Police (represented employees),Police union / police bargaining unit (as referenced in resolution),Includes language indicating MOU relates to amending the CBA and is effective as part of the overall CBA integration (visible lead is oriented to CBA-related amendment context),2022-01-01 (claimed ,,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,same_city,unknown,candidate_only_not_verified,79,1428,gap_narrowing_signal|parity_or_internal_equity_signal|fiscal_constraint_signal|safety_advantage_signal,tier_1_safety_lead_counterpart_gap,verification_queue
TS4L-06686020f8fba8886551,lane_1,tier_c,verification_ready_low,139,memo_gap_non_safety_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|south_or_northeast_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,https://www.middletown-ny.com/DocumentCenter/View/3069/2023-2027-CONTRACT-Final-With-Pay-Scales,"PBA Final 2023-2027 Agreement (with Pay Scales) — Middletown, NY (DocumentCenter View/3069, alternate host)",Middletown,NY,Northeast,non_safety_comparator,non_safety_comparator,"Police Benevolent Association, Inc. (PBA)","January 1, 2023 - December 31, 2027",2023-01-01,2027-12-31,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,"same-city (Middletown, NY) — lead only (note: unit appears to be police/safety rather than non-safety)",overlaps expected period 2023-2027,candidate_only_not_verified,79,1430,gap_narrowing_signal|parity_or_internal_equity_signal|fiscal_constraint_signal|safety_advantage_signal,tier_1_safety_lead_counterpart_gap,verification_queue
TS4L-0bbd4602a4b08a27c19f,lane_1,tier_c,verification_ready_low,139,memo_gap_non_safety_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|south_or_northeast_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,https://www.lodi-nj.org/Home/DownloadDocument?docId=2729458d-5dff-41db-a85e-3d5e7a58caf6,"Lodi, NJ — Council meeting agenda download referencing Resolution No. 25-77 entering into an Agreement with Lodi Public Works Employee Association IUJAT Local 1N",Lodi,NJ,Northeast,non_safety_comparator,Public works / DPW (IUJAT Local 1N unit referenced),"Lodi Public Works Employee Association (United Service Workers Union), IUJAT, Local 1N",2025-2029,,,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,"same-city: Borough of Lodi, NJ",cycle overlap unknown (document period not captured in lead text),candidate_only_not_verified,79,1433,gap_narrowing_signal|parity_or_internal_equity_signal|fiscal_constraint_signal|safety_advantage_signal,tier_1_safety_lead_counterpart_gap,verification_queue
TS4L-12c8f54420cd991dac8c,lane_1,tier_c,verification_ready_low,139,memo_gap_non_safety_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|south_or_northeast_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,https://perb.delaware.gov/wp-content/uploads/sites/127/2017/06/1999-DPDFOP15.pdf,1999: DPD FOP 15 (PERB) - PDF,Seaford,DE,South,non_safety_comparator,Police officers (Seaford city police bargaining context referenced),FOP (FOP Lodge context referenced in decision snippet),"July 1, 1997 – June 30, 2000 (agreement term explicitly referenced)",1997-07-01,2000-06-30,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,same city (Seaford context referenced in PERB decision snippet/body),"overlaps target cycle (agreement term explicitly stated as July 1, 1997 – June 30, 2000)",candidate_only_not_verified,79,1440,gap_narrowing_signal|parity_or_internal_equity_signal|fiscal_constraint_signal|safety_advantage_signal,tier_1_safety_lead_counterpart_gap,verification_queue
TS4L-3a205137ccc581237b32,lane_1,tier_c,verification_ready_low,139,memo_gap_non_safety_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|south_or_northeast_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,https://www.statereference.com/items/dlr_contracts/20160919_afscme_local_939_7_1_14_to_6_30_17_georgetown_town_of,"AFSCME, Local 939 7-1-14 to 6-30-17 (Georgetown, Town of) - DLR Contract Listing (StateReference)",Georgetown,MA,Northeast,non_safety_comparator,AFSCME-represented municipal bargaining unit employees (non-safety category),AFSCME Local 939 (Town of Georgetown),7-1-2014 to 6-30-2017,2014-07-01,2017-06-30,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,same_city,overlaps_2016,candidate_only_not_verified,79,1471,gap_narrowing_signal|parity_or_internal_equity_signal|fiscal_constraint_signal|safety_advantage_signal,tier_1_safety_lead_counterpart_gap,verification_queue
TS4L-42759081deee7e8892bc,lane_1,tier_c,verification_ready_low,139,memo_gap_non_safety_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|south_or_northeast_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,https://www.arlingtonma.gov/home/showpublisheddocument/44719/636789196058200000,TOWN OF ARLINGTON (published document page),Arlington,MA,Northeast,non_safety_comparator,non_safety_comparator,,"Wage increase effective July 1, 2018; agreements valid through June 30, 2021 (term stated as July 1, 2018–June 30, 2021 in award matching context)",2018-07-01,2021-06-30,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,same_city,exact_match_term_listed,candidate_only_not_verified,79,1478,gap_narrowing_signal|parity_or_internal_equity_signal|fiscal_constraint_signal|safety_advantage_signal,tier_1_safety_lead_counterpart_gap,verification_queue
TS4L-4a417d1a89d21f6a4b22,lane_1,tier_c,verification_ready_low,139,memo_gap_non_safety_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|south_or_northeast_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,https://www.portlandschools.org/department/human-resources/collective-bargaining-agreements,"Collective Bargaining Agreements & MOUs — Portland Public Schools (Portland, Maine)",Portland,ME,Northeast,non_safety_comparator,Educator/education staff bargaining units (non-safety comparator lead via district CBA/MOA listing),Includes PAE Contract (2025-2028) and other teacher/education units,PAE Contract listed as 2025-2028 (district bargaining calendar),2025-08-26,2028-08-31,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,"Portland, ME match",Overlaps expected period (2025-2027) via PAE/education contract terms,candidate_only_not_verified,79,1482,gap_narrowing_signal|parity_or_internal_equity_signal|fiscal_constraint_signal|safety_advantage_signal,tier_1_strengthen_incomplete_scout_triad,verification_queue
TS4L-76b35b5b3af07e11e40b,lane_1,tier_c,verification_ready_low,139,memo_gap_non_safety_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|south_or_northeast_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,https://public.destinyhosted.com/texasdocs/2026/CC/20260304_7053/AGENDApacket_03-04-26_1218_7065.pdf,"Agenda packet 03-04-26 (Texas City) - includes wage schedule negotiation effective Oct 1, 2026",Texas City,TX,South,non_safety_comparator,non_safety_comparator,,"October 1, 2024 through September 30, 2026",,,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,"Texas City, TX (exact city match per hosting context)",target_same_or_overlapping_period,candidate_only_not_verified,79,1517,gap_narrowing_signal|parity_or_internal_equity_signal|fiscal_constraint_signal|safety_advantage_signal,tier_1_safety_lead_counterpart_gap,verification_queue
TS4L-82dddf7a38f96f1e445d,lane_1,tier_c,verification_ready_low,139,memo_gap_non_safety_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|south_or_northeast_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,https://iatse798portalapp.membership.winmill.net/Main-Menu/Contracts/Live-Theatrical,IATSE 798 ePortal App — Contracts > Live Theatrical (includes “Atlanta Opera collective bargaining agreement” page/entry),Atlanta,GA,South,non_safety_comparator,Stage crew / live-theatrical technical workers (IATSE represented),IATSE Local 798 represented bargaining unit(s) covering Atlanta Opera live-theatrical personnel (per ePortal contract listing),unclear,,,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,Likely same-city (Atlanta Opera referenced in contract listing context),Unknown (requires identifying the exact contract effective/expiration dates from the linked contract material),candidate_only_not_verified,79,1526,gap_narrowing_signal|parity_or_internal_equity_signal|fiscal_constraint_signal|safety_advantage_signal,tier_1_safety_lead_counterpart_gap,verification_queue
TS4L-93dbbbba82a0e02c017f,lane_1,tier_c,verification_ready_low,139,memo_gap_non_safety_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|south_or_northeast_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,https://www.pottstown.org/DocumentCenter/View/3498,POTTSTOWN BOROUGH AUTHORITY — (DocumentCenter page; 2017/2016 context visible in locator listing),Pottstown,PA,Northeast,non_safety_comparator,non_safety_comparator,,2017/2016 context shown on the document listing (exact bargaining period not stated in snippet),,,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,Pottstown area match (yes; Borough of Pottstown Authority hosted),"Overlaps 2014-2024 (likely; listing includes 2016/2017, but exact CBA term not confirmed from snippet)",candidate_only_not_verified,79,1538,gap_narrowing_signal|parity_or_internal_equity_signal|fiscal_constraint_signal|safety_advantage_signal,tier_1_safety_lead_counterpart_gap,verification_queue
TS4L-afaa849a40f088f705be,lane_1,tier_c,verification_ready_low,139,memo_gap_non_safety_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|south_or_northeast_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,https://fairviewborough.com/government/meeting-documents/2024-mayor-council-meeting-documents/2024-minutes-mayor-council/225-08-20-2024-mayor-council-meeting-minutes/file,"Fairview Borough NJ Council Minutes (Aug 20, 2024) — approves White Collar employees Memorandum of Understanding for Jan 1, 2024–Dec 31, 2026",Fairview,NJ,Northeast,non_safety_comparator,White Collar employees,White Collar employees,"Memorandum of Understanding term: January 1, 2024 through December 31, 2026 (as referenced as attached to the resolution)",2024-01-01,2026-12-31,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,Fairview NJ (same municipality as target),"Expected to overlap (cycle explicitly stated for Jan 1, 2024–Dec 31, 2026)",candidate_only_not_verified,79,1558,gap_narrowing_signal|parity_or_internal_equity_signal|fiscal_constraint_signal|safety_advantage_signal,tier_1_safety_lead_counterpart_gap,verification_queue
TS4L-b5eb4c1c90d567d8d7c4,lane_1,tier_c,verification_ready_low,139,memo_gap_non_safety_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|south_or_northeast_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,https://opramachine.com/request/police_cbas_moas_11,OPRA machine: Police CBAs & MOAs — Borough of Middlesex (attachment listed: “PBA Contract 2021 2024.pdf”),Middlesex,NJ,Northeast,non_safety_comparator,Police (PBA) — listed lead but unit may be used for same-city comparison,PBA (Middlesex Borough Police),2021-2024 (attachment filename indicates “PBA Contract 2021 2024”),2021,2024,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,"same_city_municipality_named (Middlesex Borough, NJ)",overlaps_expected_period_2021_2024 (by filename/period cue),candidate_only_not_verified,79,1564,gap_narrowing_signal|parity_or_internal_equity_signal|fiscal_constraint_signal|safety_advantage_signal,tier_1_safety_lead_counterpart_gap,verification_queue
TS4L-c239d44772c3d11c8b40,lane_1,tier_c,verification_ready_low,139,memo_gap_non_safety_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|south_or_northeast_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,https://www.lodi-nj.org/Home/DownloadDocument?docId=06440d77-e553-4f4a-8439-ab41f8a14f89,"Lodi, NJ — Council meeting agenda download referencing Resolution No. 25-99 entering into an Agreement with the DPW White Collar Employee Association",Lodi,NJ,Northeast,non_safety_comparator,DPW white-collar (administrative/clerical/technical roles implied by 'white collar'),DPW White Collar Employee Association,2025-2029,,,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,"same-city: Borough of Lodi, NJ",cycle overlap unknown (document period not captured in lead text),candidate_only_not_verified,79,1575,gap_narrowing_signal|parity_or_internal_equity_signal|fiscal_constraint_signal|safety_advantage_signal,tier_1_safety_lead_counterpart_gap,verification_queue
TS4L-c5cd57e8e2b2ed5a3672,lane_1,tier_c,verification_ready_low,139,memo_gap_non_safety_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|south_or_northeast_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,https://ecode360.com/13390742,"Article V: Non-Bargaining-Unit Employees - City of Lackawanna, NY (eCode360) — § 36-19 Wage schedule and classification",Lackawanna,NY,Northeast,non_safety_comparator,Non-bargaining-unit employees (non-safety comparator group),Non-Bargaining-Unit Employees (City of Lackawanna personnel),Adopted 3-17-2009; § 36-19 Wage schedule and classification (non-safety comparator wage schedule framework),2009-08-01,2017-07-31,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,"same-city (Lackawanna, NY)",inferred overlap with 8/1/2009–7/31/2017 based on target’s locked period,candidate_only_not_verified,79,1580,gap_narrowing_signal|parity_or_internal_equity_signal|fiscal_constraint_signal|safety_advantage_signal,tier_1_safety_lead_counterpart_gap,verification_queue
TS4L-e64dc5b55ea21424f4e2,lane_1,tier_c,verification_ready_low,139,memo_gap_non_safety_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|south_or_northeast_gap|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,https://ecode360.com/13390740,"Article V: Non-Bargaining-Unit Employees - City of Lackawanna, NY (eCode360) — § 36-24 Effective date; renewal (and related provisions)",Lackawanna,NY,Northeast,non_safety_comparator,Non-bargaining-unit employees (non-safety comparator group),Non-Bargaining-Unit Employees (City of Lackawanna personnel),Article V effective date/renewal provisions (effective/retroactive language present within the eCode360 article set),2009-08-01,2017-07-31,collective_bargaining_agreement_or_moa_or_wage_schedule,non_safety_constraint_signal,"same-city (Lackawanna, NY)",inferred overlap with 8/1/2009–7/31/2017 based on target’s locked period,candidate_only_not_verified,79,1609,gap_narrowing_signal|parity_or_internal_equity_signal|fiscal_constraint_signal|safety_advantage_signal,tier_1_safety_lead_counterpart_gap,verification_queue
