source_domain,attempted_rows,retained_sources,excluded_or_deferred,retained_bytes,global_analysis_readiness
lakeway-tx.gov,1,1,0,23386173,false
lakewoodnj.gov,2,2,0,232574,false
lakezurich.org,1,1,0,116337,false
lakota-nd.com,2,2,0,387690,false
lancastercitysc.com,2,2,0,1535134,false
lancasterwisconsin.com,1,1,0,1345778,false
landoverhillsmd.gov,3,3,0,447719,false
lapalmaca.gov,3,3,0,1331445,false
lasalle-il.gov,7,7,0,21504161,false
laserfiche.mooresville.in.gov,1,1,0,5424,false
laserfiche.pulaskitown.org,1,1,0,2030,false
laurinburg.org,2,2,0,893145,false
lawrenceburgky.org,2,2,0,210296,false
lawrencevillega.org,4,0,4,0,false
lebanon.in.gov,1,1,0,135106,false
ledgeview.wi.gov,1,0,1,0,false
leedsnorthdakota.com,3,3,0,75786,false
legistarweb-production.s3.amazonaws.com,1,1,0,10879614,false
leht.com,3,3,0,584903,false
lels.org,4,4,0,12261833,false
lels2.squarespace.com,1,1,0,7162254,false
lemmonsd.squarespace.com,1,1,0,79245,false
lenoircitytn.gov,4,4,0,2912235,false
lewisburg-wv.org,4,4,0,382297,false
lewisburgtn.gov,4,4,0,1413139,false
lewistownborough.com,2,2,0,500321,false
lewisvillenc.net,2,2,0,12045873,false
lexingtontn.gov,2,2,0,358423,false
lexsc.gov,1,1,0,36294866,false
liberty-township.com,3,3,0,2236376,false
libertymissouri.gov,2,2,0,326459,false
libertyps.org,1,1,0,1111820,false
library.municode.com,162,1,161,6095,false
lighthousepointfl.gov,2,2,0,220621,false
lincolnalabama.com,1,1,0,146021,false
lincolnmaine.org,3,3,0,17119925,false
lincolnpark.org,3,3,0,3317221,false
lisbonmaine.gov,1,1,0,1492815,false
lisbonvillage.org,2,2,0,539765,false
litchfieldpark.gov,2,2,0,48345,false
littlecanadamn.org,2,0,2,0,false
littleferrynj.org,1,0,1,0,false
littlerock.gov,5,5,0,4706775,false
littlesilvernj.gov,1,1,0,623152,false
littletonpublicschools.net,1,1,0,1599983,false
liveoaktx.net,3,3,0,4242637,false
liveuptehachapi.com,2,2,0,1323179,false
lla.la.gov,1,1,0,15599844,false
local309.com,1,1,0,30200,false
lochlynnhgts.gov,2,2,0,350004,false
lockhavenpa.gov,4,4,0,13856479,false
locustnc.com,1,1,0,1831404,false
locustnc.portal.civicclerk.com,1,1,0,1289,false
londonky.gov,2,2,0,21881057,false
longbranch.k12.nj.us,1,1,0,88177,false
lonsdalemn.com,4,4,0,433942,false
losbanos.org,2,2,0,27571961,false
louisava.gov,1,1,0,828154,false
louisburgkansas.gov,1,1,0,903674,false
lovettsvilleva.gov,3,2,1,8887075,false
lowell.net,3,3,0,808148,false
lowerpaxton-pa.gov,1,1,0,344642,false
lris.com,1,1,0,112214,false
lsmo.legistar.com,1,0,1,0,false
ludlow.ma.us,8,8,0,11425837,false
ludlow.org,1,1,0,260967,false
ludlow.vt.us,5,5,0,1616304,false
lvpnews.com,1,1,0,69232,false
lynchburgohio.org,1,1,0,167234,false
lyndhurstnj.org,2,2,0,11702638,false
lyndonvt.org,2,2,0,281419,false
lyontwp-higginsmi.gov,1,1,0,215656,false
ma911.org,1,1,0,276184,false
mableton.gov,2,2,0,2845727,false
mableton.org,1,1,0,1780651,false
mackinac.org,10,10,0,20952047,false
macomb-mi.gov,1,1,0,111271,false
madison-in.gov,1,0,1,0,false
madisonct.org,1,1,0,154954,false
madisonmaine.com,1,1,0,83280,false
maff.org,4,4,0,97767,false
magnolia.delaware.gov,3,3,0,90627,false
mail.myalma.org,1,1,0,9789038,false
mail.royalcitywa.org,1,1,0,585593,false
maine.gov,71,71,0,144211070,false
maizeks.citycode.net,1,1,0,4860,false
maladidaho.org,2,2,0,423807,false
manchester-vt.gov,3,3,0,2527783,false
manchestertwp.com,1,1,0,88938,false
manisteemi.gov,2,2,0,20815287,false
manitouspringsco.gov,2,2,0,1220784,false
manorborough.com,1,1,0,35074,false
manorhaven.org,2,2,0,1016755,false
mansfieldct.gov,1,1,0,455646,false
mantwp.com,1,1,0,4827787,false
manuals.boardbook.org,4,0,4,0,false
map911.org,3,3,0,51692,false
maplegrovemn.gov,1,1,0,288371,false
maquoketaia.com,2,1,1,78445,false
marbleheadcurrent.org,2,2,0,1519524,false
marbleheadma.gov,1,1,0,147471,false
margaretal.gov,3,3,0,279947,false
marionar.org,1,1,0,1495635,false
marionky.gov,2,2,0,261087,false
marionnc.org,2,2,0,208156,false
marionsc.gov,1,1,0,71445,false
marionsd.com,2,2,0,66400,false
marlboro-nj.gov,1,1,0,449188,false
marlowreview.com,1,1,0,34150,false
marpletwp.com,1,1,0,102195,false
marshall-wi.com,1,1,0,205789,false
martinsville-va.gov,1,1,0,87706,false
martinsville.in.gov,1,1,0,373326,false
masc.sc,1,1,0,107112,false
matawanborough.com,2,2,0,948979,false
matthewsnc.gov,1,1,0,501077,false
maumelle.org,1,1,0,1169747,false
mayfieldvillage.com,4,4,0,11099158,false
mayvilleportland.com,2,2,0,743742,false
maywoodnj.com,1,1,0,1327081,false
mccmeetings.blob.core.usgovcloudapi.net,28,28,0,358392531,false
mccmeetingspublic.blob.core.usgovcloudapi.net,97,97,0,70475149,false
mccordsville.org,2,0,2,0,false
mcdonoughga.org,2,2,0,286194,false
mcpcity.com,1,1,0,138648,false
medfordtownship.com,2,2,0,2007856,false
media.azpm.org,1,1,0,713478,false
media.cityofracinewi.gov,1,1,0,532270,false
media.cnm-news.com,2,2,0,272913,false
media.rainpos.com,1,1,0,2090499,false
medical-lake.org,2,2,0,4471957,false
medicinelakemt.com,1,1,0,6635,false
meeting.sparqdata.com,3,0,3,0,false
meetings.boardbook.org,2,0,2,0,false
meetings.municode.com,2,0,2,0,false
membership.oregonafscme.org,3,3,0,5168937,false
mendotaheightsmn.gov,1,1,0,7315121,false
mennosd.org,1,1,0,505989,false
meredithnh.gov,1,1,0,27348477,false
merrimacknh.gov,4,3,1,2462780,false
mesillanm.gov,2,2,0,737124,false
mexicomissouri.net,2,2,0,15263788,false
mfpe.org,4,4,0,3198040,false
mgaleg.maryland.gov,1,1,0,337675,false
mhobserver.com,1,1,0,3161490,false
miamiaz.gov,3,3,0,3535051,false
miamiok.granicus.com,1,0,1,0,false
michigan.gov,6,6,0,12208407,false
middleboroughma.gov,3,3,0,13822925,false
middlefieldohio.com,1,1,0,260523,false
middleportohio.com,1,1,0,114358,false
middletownri.gov,1,0,1,0,false
middletownship.com,3,3,0,1250158,false
midwaycityut.gov,2,2,0,1362297,false
mifflin-oh.gov,1,1,0,13455042,false
milbanksd.com,2,2,0,356544,false
milford.ia.us,3,3,0,343636,false
milfordma.gov,2,2,0,9009149,false
milfordne.gov,2,2,0,796434,false
millburyma.gov,1,1,0,289739,false
milledgevillega.us,1,1,0,161004,false
millersburgoregon.gov,2,2,0,2238300,false
millersvilleborough.org,4,4,0,726394,false
millingtontn.gov,2,1,1,38466,false
millsriver.gov,2,2,0,12554274,false
millville.delaware.gov,3,3,0,605972,false
millvilleut.gov,2,2,0,5324846,false
milnornd.com,2,2,0,1741571,false
milton-wi.gov,1,0,1,0,false
miltondelaware.civicweb.net,1,1,0,83515,false
miltonfl.org,1,1,0,611705,false
miltonnh-us.com,1,0,1,0,false
miltonpa.org,4,4,0,446232,false
mindennebraska.org,4,4,0,1124574,false
minneapolismn.gov,1,1,0,187920,false
minooka.com,2,2,0,1028605,false
missionhillsks.gov,2,2,0,327599,false
missionks.org,1,1,0,185734,false
miweblink.metro-inet.us,1,1,0,1737,false
mlsa.ma.aft.org,3,3,0,1673097,false
mn.gov,1,1,0,244340,false
mnea.org,1,1,0,4581042,false
mo-cameron.civicplus.com,1,1,0,723373,false
mobridge.org,2,2,0,7389020,false
modot.org,1,1,0,41554287,false
mohallndak.com,2,2,0,39128,false
mokena.org,4,4,0,10285854,false
monautah.gov,1,1,0,165061,false
monckscornersc.gov,2,2,0,518680,false
mondoviwi.gov,1,1,0,32006,false
monktonvt.com,1,0,1,0,false
monmouthmaine.gov,1,1,0,51940,false
monroect.gov,1,1,0,718,false
monroemi.gov,1,1,0,3537437,false
montbelvieu.net,1,1,0,47404,false
montebello.k12.ca.us,1,0,1,0,false
montevideomn.org,4,0,4,0,false
montgomeryil.org,1,1,0,106415,false
monticelloarkansas.us,1,1,0,313922,false
montpelier.id.gov,1,1,0,150659,false
montvale.org,1,1,0,95244,false
moorcroftleader.com,1,1,0,42719,false
moorefieldwv.gov,1,1,0,388070,false
mooresville.in.gov,1,1,0,222465,false
moreheadcitync.org,1,1,0,42487,false
morelandhills.com,2,2,0,155838,false
morganfield.ky.gov,1,1,0,507000,false
morrisplainsboro.org,3,3,0,433090,false
morrobayca.gov,3,3,0,61802644,false
morton-il.gov,6,6,0,40038400,false
moultriega.com,4,4,0,39171032,false
mountainairnm.gov,1,1,0,341330,false
mountainhomear.gov,1,1,0,96801,false
mountairy.org,1,0,1,0,false
mountcarmelborough.org,3,3,0,253152,false
mountcarmeltn.gov,1,1,0,645532,false
mountjoyborough.com,2,2,0,3659734,false
moval.org,2,2,0,527186,false
mpob.wv.gov,2,2,0,1113518,false
mrsc.org,2,2,0,784858,false
msa.maryland.gov,1,1,0,387364,false
msvfl.granicus.com,1,0,1,0,false
mtangel.gov,2,2,0,1419204,false
mtas.tennessee.edu,12,12,0,23085827,false
mtvernon.com,4,4,0,10005753,false
muckrock.com,3,3,0,343702,false
mulvanekansas.com,1,1,0,3838364,false
municipal-documents.s3.amazonaws.com,7,7,0,15857246,false
municipalfinance.ri.gov,52,52,0,183995789,false
municipality-management.s3.us-east-2.amazonaws.com,1,1,0,151597,false
municipalsolutions.org,1,1,0,12844,false
munster.org,5,5,0,2276781,false
muskegonheights.us,1,1,0,177189,false
mybigspring.com,1,1,0,10198191,false
mygatecity.com,1,1,0,2167243,false
myosceola.com,2,2,0,30104859,false
myplainview.com,1,1,0,455361,false
mysanibel.legistar.com,1,0,1,0,false
mytwinsburg.com,1,1,0,241865,false
nantucket-ma.gov,1,1,0,112446,false
naplescityut.gov,3,3,0,2578270,false
nazarethboroughpa.com,1,1,0,113889,false
nbfl.gov,3,3,0,47649279,false
nc-hopemills.civicplus.com,2,2,0,12227187,false
ndnewengland.com,2,2,0,6796066,false
ndrolla.com,2,2,0,318285,false
nebraska.gov,2,2,0,265379,false
nebula.wsimg.com,3,0,3,0,false
neligh.org,2,0,2,0,false
neodesha.org,1,1,0,193225,false
neoshomo.gov,3,3,0,7683232,false
nephi.utah.gov,1,1,0,56485,false
newarkohiofire.org,1,1,0,559517,false
newbostonvillage.com,1,0,1,0,false
newbrightonpa.org,3,3,0,286798,false
newcastleok.gov,2,2,0,2438387,false
newconcord-oh.gov,2,2,0,327681,false
newgloucester.com,1,1,0,1930696,false
newgloucester.govoffice.com,1,1,0,18334628,false
newhamptonia.com,2,2,0,18276871,false
newlebanonoh.gov,1,1,0,281769,false
newlondon.nh.gov,4,4,0,31551307,false
newlondonoh.com,1,1,0,94459,false
newmilford.org,2,2,0,9419980,false
newportarcity.org,1,1,0,424376,false
newportky.gov,2,2,0,1856877,false
newpraguemn.gov,1,1,0,1803466,false
news.leanderisd.org,1,1,0,172916,false
newsalem-nd.com,2,2,0,309224,false
newton-nh.gov,1,1,0,411052,false
newtontownhall.com,1,1,0,328244,false
newunderwood.com,1,1,0,32477,false
nibleycity.gov,1,1,0,164290,false
nixapublicschools.net,1,1,0,198614,false
nj.gov,3,3,0,173783,false
njcourts.gov,1,0,1,0,false
nlrb.gov,2,2,0,488314,false
nmb.us,1,0,1,0,false
nogalesaz.gov,4,4,0,20287554,false
normandypark.civicweb.net,1,1,0,613256,false
northamptontownship.com,1,1,0,65154,false
northaurora.org,4,4,0,28292851,false
northbayvillage-fl.gov,1,1,0,447686,false
northbendne.com,1,1,0,81354,false
northbendwa.gov,1,1,0,89052,false
northbonneville.net,1,1,0,58412,false
northboroughma.gov,1,1,0,1001300,false
northbranfordct.gov,4,4,0,23814004,false
northeastmd.org,1,1,0,4142331,false
northfayettepa.gov,2,0,2,0,false
northfieldnh.org,2,2,0,509852,false
northhampton-nh.gov,2,2,0,2472852,false
northmanchester.in.gov,2,2,0,341251,false
northprovidenceri.gov,3,3,0,12153144,false
northsiouxcity-sd.gov,1,1,0,98223,false
northwhitehall.org,2,2,0,498630,false
northwoodnh.org,3,3,0,5328188,false
northyarmouth.org,1,1,0,2062885,false
norwich.vt.us,2,2,0,4941687,false
ns1.villageofalsip.org,4,4,0,103231798,false
nutmeglaborunions.com,2,2,0,4058862,false
nvafscme.org,1,1,0,342177,false
nyssacity.org,1,1,0,80444,false
oakgroveky.org,2,2,0,333460,false
oakland-nj.org,2,0,2,0,false
oaklandme.gov,1,1,0,6772531,false
oaklandpark.novusagenda.com,1,0,1,0,false
oakmontborough.com,1,1,0,189977,false
oakwoodvillageoh.com,4,4,0,1675379,false
ocala.legistar.com,1,0,1,0,false
ocbarbs.das.ohio.gov,1,1,0,112646,false
oceanportboro.com,2,2,0,3846376,false
oceanshores.civicweb.net,2,2,0,2654428,false
oceanviewde.gov,3,3,0,1531098,false
ocsea.org,1,1,0,31103766,false
ofm.wa.gov,1,1,0,1359074,false
ofprs.ok.gov,1,1,0,92096,false
ohioauditor.gov,5,5,0,5053224,false
ojd.contentdm.oclc.org,1,1,0,525685,false
okemahok.gov,1,1,0,52723,false
okmulgeeonline.com,3,3,0,230894,false
oliversprings-tn.gov,1,1,0,16724,false
olivettemo.com,1,0,1,0,false
omahadailyrecord.com,1,1,0,57422,false
omakcity.com,2,2,0,1450000,false
onbaseweb.pittsburgca.gov,1,1,0,2544,false
oneidacityny.gov,6,6,0,11926793,false
onidasd.org,1,1,0,160853,false
online.cityofwhittier.org,1,1,0,2446,false
online.encodeplus.com,1,1,0,32314,false
onondaga.gov,2,2,0,3500330,false
oobmaine.com,3,3,0,2286209,false
opendoc.cstx.gov,1,1,0,1948,false
oradell.org,3,3,0,402994,false
orange-ct.gov,1,1,0,323138,false
orangeburg.sc.us,5,5,0,41361614,false
orangetexas.gov,4,4,0,22216872,false
orangevillage.com,2,2,0,2899081,false
ordinancewatch.com,1,1,0,32520,false
oregon.gov,2,2,0,7400724,false
oregonafscme.org,1,1,0,71212,false
orlandpark.legistar.com,2,1,1,17201,false
oroville-wa.com,3,3,0,182342,false
orrington.org,1,1,0,267764,false
osagebeach-mo.gov,3,3,0,78901308,false
osagecity.com,3,3,0,2503027,false
osageia.org,1,1,0,30235,false
oscn.net,1,0,1,0,false
ose.louisiana.gov,10,10,0,2663755,false
ossipee.org,1,1,0,6399,false
othellowa.gov,2,2,0,379668,false
ottawaks.citycode.net,1,1,0,6488,false
ottawaks.gov,2,2,0,238364,false
ourclark.com,1,1,0,92185,false
overlandmo.org,3,3,0,14728152,false
oxfordma.us,2,2,0,21697971,false
oxfordmd.gov,1,1,0,33728003,false
oxfordnc.community.diligentoneplatform.com,1,1,0,131384,false
oxnard.gov,4,4,0,1774231,false
oysterbaytown.com,1,1,0,43981266,false
pa.gov,11,11,0,1595141,false
paauditor.gov,3,3,0,915432,false
pacificmo.gov,2,2,0,20659355,false
pacificwa.gov,1,1,0,1434522,false
paducahky.gov,3,3,0,2471848,false
painesville.com,1,1,0,1231995,false
palmertonborough.com,2,2,0,169044,false
palmview.community.diligentoneplatform.com,1,1,0,217738,false
panguitch.com,1,1,0,121810,false
panguitchutah.gov,1,1,0,127680,false
paradisevalleyaz.legistar.com,1,0,1,0,false
paris.ky.gov,2,2,0,716065,false
paristn.gov,2,2,0,3749555,false
paristwp.com,2,2,0,121301,false
parkcityks.gov,2,2,0,23418553,false
parkersd.org,1,0,1,0,false
parkridgeboro.com,2,2,0,2353772,false
parowan.gov,2,2,0,678076,false
pass-christian.com,2,2,0,7935560,false
patagonia-az.gov,1,1,0,280331,false
patagoniaregionaltimes.org,1,1,0,294672,false
patch.com,2,2,0,629695,false
paulsboronj.org,4,4,0,1943367,false
pbcpba.org,3,3,0,8780172,false
pbjcal.org,10,0,10,0,false
pearlriverla.com,2,2,0,195272,false
pelhamny.gov,3,3,0,737181,false
pell-city.com,2,2,0,288367,false
pellcity.gov,1,1,0,154990,false
pelrb.nm.gov,3,3,0,1265574,false
pembina.govoffice.com,1,1,0,209855,false
peninsuladailynews.com,1,1,0,129483,false
perb.delaware.gov,3,3,0,468473,false
perb.ny.gov,48,48,0,54328403,false
perry-ga.gov,3,3,0,6129356,false
perryvillemd.org,1,1,0,17762742,false
personnelboard.org,1,1,0,14454,false
peru.il.us,3,3,0,1804367,false
pffok.org,8,0,8,0,false
pffpnc.org,1,1,0,73551,false
philipsd.us,2,2,0,202097,false
philomathoregon.gov,1,0,1,0,false
phl.applitrack.com,1,1,0,44606,false
phoenix.gov,4,4,0,5900313,false
phoenixoregon.gov,1,1,0,318277,false
piedmont.ca.gov,2,0,2,0,false
piercenebraska.com,1,1,0,72845,false
piketonohio.gov,2,1,1,208694,false
pikevilleky.gov,1,1,0,4039836,false
pimatown.az.gov,2,2,0,684225,false
pinecitygovoffice.civicweb.net,1,1,0,164667,false
pinecitymn.gov,1,1,0,1717389,false
pinehavenwy.govoffice2.com,2,1,1,52972,false
pinehurst.novusagenda.com,2,0,2,0,false
pineislandmn.govoffice3.com,1,1,0,7942918,false
pinetoplakesideaz.gov,1,1,0,10497864,false
pineville.net,1,1,0,86154,false
pinole.gov,4,4,0,3939934,false
pittsfordvermont.com,3,3,0,378047,false
pittsvillemd.gov,1,1,0,293853,false
plaincityutah.gov,2,2,0,207754,false
plainfieldteachers.org,1,1,0,156074,false
plainviewtx.org,3,3,0,602845,false
plainvillect.com,2,2,0,14437159,false
plattecity.org,2,2,0,11862422,false
plattsmouth.org,3,3,0,3295190,false
play.champds.com,3,3,0,1607475,false
pleasanthill.com,1,1,0,3004379,false
pleasantviewut.gov,2,2,0,417000,false
pleasantville.novusagenda.com,1,0,1,0,false
plumstead.org,1,1,0,235546,false
plymouthboroughpa.gov,2,2,0,182447,false
plymouthin.com,3,3,0,1619517,false
plymouthnh.gov,1,1,0,569780,false
plymouthoh.org,3,3,0,655554,false
poam.net,2,2,0,348638,false
pocatello.gov,2,0,2,0,false
polandtownoffice.org,1,1,0,1055812,false
polc.org,1,0,1,0,false
police.shivelyky.gov,1,1,0,113467,false
policeapp.com,1,1,0,536054,false
polkcityia.gov,2,2,0,18393585,false
pompano.legistar.com,1,0,1,0,false
pomptonlakes-nj.gov,1,1,0,1119770,false
poncacityok.gov,2,2,0,204835,false
pontiac.org,2,2,0,9828327,false
pooler-ga.gov,1,1,0,66473,false
poolesvillemd.gov,3,1,2,611816,false
poplarbluff-mo.gov,1,1,0,340610,false
portagemi.gov,1,1,0,101514,false
portal.laserfiche.com,1,1,0,1577,false
portdeposit.org,2,2,0,2918729,false
portjeffny.gov,1,1,0,125420,false
portjervisny.gov,1,1,0,160642,false
portlandct.org,2,2,0,1722667,false
portorford.org,2,2,0,14318176,false
potsdam.edu,1,1,0,46195,false
poultneyvt.gov,4,4,0,921646,false
powd.legistar.com,1,0,1,0,false
powderspringsga.gov,1,1,0,187803,false
powerdms.com,1,1,0,19846,false
pps.net,1,1,0,109674,false
prairiegrovearkansas.org,1,0,1,0,false
prescottwi.gov,2,2,0,19829344,false
princeton.in.gov,1,1,0,1126645,false
princetonky.us,2,2,0,396922,false
princetonmn.org,2,2,0,134634,false
princetonnj.legistar.com,1,0,1,0,false
prospect-heights.il.us,2,2,0,2847897,false
prosserwa.govoffice2.com,1,0,1,0,false
psea.net,1,1,0,585165,false
pths209.org,1,1,0,1416702,false
pub-hollister.escribemeetings.com,1,0,1,0,false
pub-lamesa.escribemeetings.com,1,0,1,0,false
pub-santamaria.escribemeetings.com,1,1,0,26263,false
pub-tuckerga.escribemeetings.com,1,0,1,0,false
pubhtml5.com,1,1,0,53018,false
public.destinyhosted.com,14,14,0,41090131,false
public.mendota-heights.com,1,1,0,1880,false
public.powerdms.com,2,2,0,450803,false
publications.iowa.gov,1,1,0,23180878,false
punxsutawneyboro.com,1,1,0,36798,false
purcellok.gov,2,2,0,443037,false
purcellvilleva.gov,1,1,0,8226130,false
queenstown-md.com,2,2,0,4173476,false
radfordva.gov,1,1,0,102685,false
rainsvillealabama.com,4,4,0,234022,false
ramseynj.com,1,1,0,472361,false
ranchesterwy.gov,1,1,0,79393,false
randolphne.com,1,1,0,206767,false
randolphtownvt.org,1,1,0,8348837,false
raritanboro.org,1,1,0,764170,false
rathdrum.gov,1,0,1,0,false
readkong.com,1,1,0,157053,false
records.northandoverma.gov,1,1,0,3357,false
redlionpa.org,2,2,0,341929,false
reflect-champaign.cablecast.tv,1,1,0,235228,false
reflect-tst-mn.cablecast.tv,1,1,0,151891,false
rehobothbeachde.gov,1,1,0,217643,false
reilesacresnd.org,4,4,0,830200,false
rensselaer.in.gov,2,2,0,456676,false
resources.finalsite.net,19,19,0,15800346,false
rich227.org,1,1,0,1353774,false
richmondvt.gov,3,3,0,10478078,false
ridgefieldct.gov,1,1,0,631477,false
ridgefieldct.org,1,0,1,0,false
ridgefieldnj.gov,3,3,0,69264450,false
ridgelandsc.gov,2,2,0,134670,false
ridleyparkborough.org,2,2,0,192272,false
ridleytwp.org,1,1,0,142818,false
rifleco.org,1,1,0,1640966,false
rigov.org,1,0,1,0,false
rindgenh.gov,2,2,0,11806528,false
riovista-ca.granicus.com,1,0,1,0,false
riponusd.net,1,0,1,0,false
riveredgenj.org,1,1,0,695092,false
riverheights.gov,1,1,0,29473,false
riversidewyo.com,1,1,0,711571,false
roanokealabama.org,1,1,0,7958117,false
roanokerapidsnc.gov,3,3,0,987843,false
robertsdale.org,2,2,0,5191800,false
robinsontexas.org,1,1,0,1317985,false
rochester.in.us,1,1,0,214040,false
rockawayborough.org,2,2,0,448608,false
rockhallmd.com,1,1,0,95196,false
rocklin.ca.us,2,2,0,688247,false
rockportmaine.gov,1,1,0,4826653,false
rocktonil.gov,2,2,0,617085,false
rocktonvillage.com,1,1,0,19304,false
rogersvillemo.org,1,1,0,661907,false
rolesvillenc.gov,3,3,0,9377283,false
roselle.il.us,1,0,1,0,false
rosenbergtx.gov,1,1,0,154997,false
rosevilleoh.gov,1,1,0,11671492,false
roundlakeil.gov,1,1,0,2182166,false
roysecity.com,1,1,0,107956,false
rpcity.org,2,2,0,3919797,false
runnemedenj.org,2,2,0,4555644,false
rupert-idaho.com,1,1,0,23152,false
russellvilleky.gov,1,1,0,224874,false
s3.amazonaws.com,1,1,0,2393107,false
s3.us-west-004.backblazeb2.com,1,1,0,36101970,false
sabattus.org,2,0,2,0,false
saddlebrooknj.us,2,2,0,236653,false
saginawtx.novusagenda.com,1,0,1,0,false
sai.ok.gov,1,0,1,0,false
saintpetermn.gov,4,4,0,4550092,false
salisburync.gov,3,3,0,2173043,false
sam.gov,1,1,0,47709,false
sandpointak.com,3,3,0,7772442,false
sanfordnc.net,1,0,1,0,false
sanleandro.org,1,1,0,2023322,false
sanramon.ca.gov,2,2,0,646834,false
santaana.granicus.com,1,0,1,0,false
santamonica.gov,1,1,0,354476,false
santarosanm.gov,1,1,0,1160754,false
sanweb.lib.msu.edu,1,1,0,370883,false
sanysidronm.gov,1,1,0,160212,false
saukcentre.govoffice2.com,2,2,0,5398177,false
saukcentremn.gov,1,1,0,3149172,false
saukcity.net,1,1,0,152210,false
saukprairiepd.com,2,2,0,182903,false
sausalito.granicus.com,2,0,2,0,false
sayreborough.org,2,2,0,1181504,false
schaumburg.novusagenda.com,2,1,1,686,false
schererville.org,2,2,0,609007,false
scott-twp.com,1,1,0,201422,false
sdlocalgov.appssd.sd.gov,1,1,0,13,false
seabrooknh.info,2,2,0,1657060,false
sealbeachca.gov,1,1,0,27184283,false
seatpleasantmd.gov,2,2,0,879704,false
sebastopol.planeteria-development.com,1,1,0,1466516,false
secure.munetrix.com,2,2,0,1598562,false
seiu1021.org,6,6,0,16548328,false
seiu1984.org,1,1,0,1078672,false
seiu73.org,7,7,0,9907455,false
selinsgrove.org,1,1,0,226480,false
sellersburgclerk.com,1,1,0,2012947,false
selma-nc.com,2,2,0,1271573,false
senecakansas.com,4,4,0,340693,false
seymourct.org,3,3,0,4213175,false
seymourin.org,2,0,2,0,false
shadycove.org,1,1,0,233744,false
shaftsburyvt.gov,1,1,0,337076,false
shamokincity.org,1,0,1,0,false
shannonhills.ar.gov,2,2,0,82848,false
sharonhillboro.com,1,1,0,54374,false
sharpsburgmd.com,1,1,0,1703213,false
shawlocal.com,3,3,0,595594,false
sheffieldalabama.net,1,1,0,195487,false
shelburnepdvt.org,2,2,0,1198068,false
shelbymt.com,1,1,0,524637,false
shelbyvillekentucky.com,2,2,0,308405,false
shelbyvilletn.org,1,1,0,497558,false
shenandoahiowa.net,3,3,0,321549,false
shepherdstown.gov,1,1,0,147150,false
shinnstonwv.org,4,3,1,519538,false
shivelyky.gov,4,4,0,4243779,false
shoshonecityid.gov,2,2,0,300599,false
shoshonenewspress.com,1,1,0,70426,false
shoshoniwyoming.org,2,2,0,178862,false
sidenote.news,1,0,1,0,false
sierramadreca.gov,4,4,0,4811310,false
sierravistafirefighters.unionactive.com,1,1,0,49890,false
sinclairwyoming.com,2,2,0,2561361,false
siouxcenter.org,2,2,0,151858,false
sites.google.com,1,1,0,256037,false
smithfield-nc.com,2,2,0,25512635,false
smithfieldva.gov,1,1,0,3525015,false
smithtownny.gov,1,1,0,101814,false
smithvillemo.org,3,3,0,2297781,false
smjuhsd.org,1,1,0,42459,false
snellville.gov,2,2,0,3867570,false
snellville.org,1,1,0,1139786,false
snohomishwa.gov,1,1,0,8358203,false
snowmass.gov,1,1,0,124015,false
somersetborough.com,3,3,0,347678,false
somerspointgov.org,2,2,0,194473,false
somerswi.gov,2,2,0,4149736,false
sonoraca.com,1,1,0,924119,false
soudertonborough.org,1,1,0,134721,false
southamboynj.gov,1,1,0,115667,false
southbethany.delaware.gov,3,3,0,409729,false
southbury-ct.org,3,3,0,13569523,false
southeastfestivals.org,1,1,0,76201,false
southernpines.net,4,4,0,61344125,false
southgateky.org,3,3,0,249307,false
southhadley.org,1,0,1,0,false
southhillva.org,1,1,0,849626,false
southhutchks.citycode.net,1,1,0,7538,false
southington.org,1,1,0,2550173,false
southparktwp.com,3,3,0,13791501,false
southwebercity.com,1,1,0,4401457,false
southwebercity.gov,1,1,0,257053,false
southwindsor-ct.gov,3,0,3,0,false
spartatn.gov,2,2,0,7281534,false
speedwayin.gov,2,0,2,0,false
spencerma.gov,2,2,0,137850,false
spencervilleoh.com,2,2,0,422738,false
springdalesc.com,2,2,0,991067,false
springervilleaz.gov,2,2,0,26115587,false
springfieldky.org,1,1,0,5352162,false
springfieldmontco.org,1,1,0,259169,false
springfieldvt.gov,2,2,0,879067,false
springgardentwp.org,2,2,0,1060401,false
springhillks.gov,1,1,0,775014,false
springhilllouisiana.gov,2,2,0,158919,false
sritownship.net,1,1,0,129385,false
staffordtx.gov,2,2,0,1192659,false
staging.covington-oh.gov,1,1,0,716777,false
staging.ledyardct.gov,3,0,3,0,false
stalbansvt.com,2,2,0,248182,false
stallingsnc.org,3,3,0,3777267,false
stanford.ky.gov,2,2,0,423915,false
stanleynd.com,1,1,0,393546,false
stanthony.municipalcodeonline.com,1,0,1,0,false
staples.govoffice.com,1,1,0,2345918,false
starbridge.ai,1,1,0,156352,false
starcitywv.com,1,1,0,127964,false
starvalleyaz.com,3,3,0,702325,false
statereference.com,12,12,0,126710,false
static1.squarespace.com,38,38,0,94962287,false
steeltonpa.com,1,1,0,339156,false
stephens.com,1,1,0,946177,false
sterling-il.gov,3,3,0,4172882,false
sterlingks.citycode.net,1,1,0,23968,false
stfranciswi.org,1,1,0,1180539,false
stilwell.megatopx.com,1,1,0,363812,false
stjosephmn.gov,1,0,1,0,false
