reconciled_external_observation_id,canonical_external_ingestion_id,source_SHA_256,source_page,source_table_id,source_row,source_character_start,source_character_end,raw_value,municipality_canonical_id_before,municipality_canonical_id_after,municipality_reconciliation_status,department_before,department_after,department_reconciliation_status,identity_raw,identity_type_after,identity_reconciliation_status,side_before,side_after,side_reconciliation_status,period_raw,fiscal_year_after,calendar_year_after,period_reconciliation_status,pay_basis_before,pay_basis_after,pay_basis_reconciliation_status,compensation_basis_before,compensation_basis_after,compensation_basis_reconciliation_status,recurring_status_before,recurring_status_after,recurring_reconciliation_status,implementation_status_before,implementation_status_after,implementation_reconciliation_status,source_version_status,conflict_reconciliation_status,claim_linkage_status_after,local_comparison_readiness,growth_readiness,staffing_hypothesis_readiness,reconciliation_rule_ids,qa_stratum
EXTRECON-980095aba3fb0c52cd5e2975,EXTINGEST-33339861362c2b5370486ab5,d6c782283a136c01927973de07428756842aa1aea72ceba92f5511a0fc84516f,24,,,31647,31651,2018,,cog_2025_132770,deterministic_alias_match,department_reconciliation_needed,not_applicable,department_not_applicable,anonymous_position_or_employee_record,contextual_unit,identity_type_from_observation,unclear,side_independent,side_independent_observation,2021,,,exact_source_period,,contextual_value,exact_source_basis,,staffing_or_non_compensation,exact_source_basis,,not_applicable,RECUR-NA,not_applicable,not_applicable,LIFE-NA,version_unclear,not_applicable,event_linked_claim_pending,local_comparison_not_appropriate,growth_not_appropriate,staffing_context_only,MUNI-002|DEPT-NA|IDENT-001|SIDE-NA|PERIOD-001|PAYBASIS-001|COMPBASIS-001|RECUR-NA|LIFE-NA|VERSION-UNRESOLVED|CONFLICT-NA|CLAIM-001,compensation_basis
EXTRECON-1a4528cc470da57ce6241b33,EXTINGEST-e81094307615e0e6f7e9bfac,d6c782283a136c01927973de07428756842aa1aea72ceba92f5511a0fc84516f,24,,,32314,32318,2014,,cog_2025_132770,deterministic_alias_match,department_reconciliation_needed,not_applicable,department_not_applicable,anonymous_position_or_employee_record,contextual_unit,identity_type_from_observation,unclear,side_independent,side_independent_observation,2021,,,exact_source_period,,contextual_value,exact_source_basis,,staffing_or_non_compensation,exact_source_basis,,not_applicable,RECUR-NA,not_applicable,not_applicable,LIFE-NA,version_unclear,not_applicable,event_linked_claim_pending,local_comparison_not_appropriate,growth_not_appropriate,staffing_context_only,MUNI-002|DEPT-NA|IDENT-001|SIDE-NA|PERIOD-001|PAYBASIS-001|COMPBASIS-001|RECUR-NA|LIFE-NA|VERSION-UNRESOLVED|CONFLICT-NA|CLAIM-001,compensation_basis
EXTRECON-c1998f73938fedfab5f1d4e4,EXTINGEST-54f5cd73fa8ec01527629303,d6c782283a136c01927973de07428756842aa1aea72ceba92f5511a0fc84516f,123,,,290472,290473,3,,cog_2025_132770,deterministic_alias_match,department_reconciliation_needed,unclear,department_unresolved,anonymous_position_or_employee_record,staffing_position_count,identity_type_from_observation,unclear,unclear,side_unresolved,2021,,,exact_source_period,,staffing_count,exact_source_basis,,staffing_or_non_compensation,exact_source_basis,,not_applicable,RECUR-NA,not_applicable,not_applicable,LIFE-NA,version_unclear,not_applicable,event_linked_claim_pending,local_comparison_not_appropriate,growth_not_appropriate,unclear_staffing_change,MUNI-002|DEPT-UNRESOLVED|IDENT-001|SIDE-UNRESOLVED|PERIOD-001|PAYBASIS-001|COMPBASIS-001|RECUR-NA|LIFE-NA|VERSION-UNRESOLVED|CONFLICT-NA|CLAIM-001,compensation_basis
EXTRECON-8d885b23b3eead5ef98272ac,EXTINGEST-dce5baf5f5f59e16d83860be,d6c782283a136c01927973de07428756842aa1aea72ceba92f5511a0fc84516f,141,,,355070,355080,"$5,075,789",,cog_2025_132770,deterministic_alias_match,department_reconciliation_needed,unclear,department_unresolved,anonymous_position_or_employee_record,staffing_position_count,identity_type_from_observation,unclear,unclear,side_unresolved,2021,,,exact_source_period,,staffing_count,exact_source_basis,,staffing_or_non_compensation,exact_source_basis,,not_applicable,RECUR-NA,not_applicable,not_applicable,LIFE-NA,version_unclear,not_applicable,event_linked_claim_pending,local_comparison_not_appropriate,growth_not_appropriate,unclear_staffing_change,MUNI-002|DEPT-UNRESOLVED|IDENT-001|SIDE-UNRESOLVED|PERIOD-001|PAYBASIS-001|COMPBASIS-001|RECUR-NA|LIFE-NA|VERSION-UNRESOLVED|CONFLICT-NA|CLAIM-001,compensation_basis
EXTRECON-3860c2683ca3968afac50f81,EXTINGEST-8769d32d5a6449ae1cedff6d,d6c782283a136c01927973de07428756842aa1aea72ceba92f5511a0fc84516f,165,,,440362,440372,"$9,498,560",,cog_2025_132770,deterministic_alias_match,department_reconciliation_needed,unclear,department_unresolved,anonymous_position_or_employee_record,staffing_position_count,identity_type_from_observation,unclear,unclear,side_unresolved,2021,,,exact_source_period,,staffing_count,exact_source_basis,,staffing_or_non_compensation,exact_source_basis,,not_applicable,RECUR-NA,not_applicable,not_applicable,LIFE-NA,version_unclear,not_applicable,event_linked_claim_pending,local_comparison_not_appropriate,growth_not_appropriate,unclear_staffing_change,MUNI-002|DEPT-UNRESOLVED|IDENT-001|SIDE-UNRESOLVED|PERIOD-001|PAYBASIS-001|COMPBASIS-001|RECUR-NA|LIFE-NA|VERSION-UNRESOLVED|CONFLICT-NA|CLAIM-001,compensation_basis
EXTRECON-68b4041a8bb6636c05c401e3,EXTINGEST-4e27982efa0d5187d5e36b5e,d6c782283a136c01927973de07428756842aa1aea72ceba92f5511a0fc84516f,180,,,485191,485193,50,,cog_2025_132770,deterministic_alias_match,department_already_clear,fire,exact_source_department,anonymous_position_or_employee_record,contextual_unit,identity_type_from_observation,fire,fire,explicit_department_side,2021,,,exact_source_period,,contextual_value,exact_source_basis,budgeted_explicit,staffing_or_non_compensation,exact_source_basis,,not_applicable,RECUR-NA,not_applicable,not_applicable,LIFE-NA,version_unclear,not_applicable,event_linked_claim_pending,local_comparison_not_appropriate,growth_not_appropriate,staffing_context_only,MUNI-002|DEPT-001|IDENT-001|SIDE-001|PERIOD-001|PAYBASIS-001|COMPBASIS-001|RECUR-NA|LIFE-NA|VERSION-UNRESOLVED|CONFLICT-NA|CLAIM-001,compensation_basis
EXTRECON-dfe084f4153908a483f14dc4,EXTINGEST-4d232aee9cc4295ef1e8002a,358204a8ac185c1da76e20e8559394a36367ee54422b9801ecbd6f16b8555fb0,22,,,11042,11046,2023,,cog_2025_225676,deterministic_alias_match,department_reconciliation_needed,unclear,department_unresolved,anonymous_position_or_employee_record,salary_schedule_step,identity_type_from_observation,unclear,unclear,side_unresolved,2021,,,exact_source_period,,unclear,pay_basis_unresolved,,salary_schedule_rate,exact_source_basis,,unclear,RECUR-UNRESOLVED,not_applicable,not_applicable,LIFE-NA,version_unclear,not_applicable,exact_claim_id_link,local_comparison_not_appropriate,growth_basis_hold,staffing_context_only,MUNI-002|DEPT-UNRESOLVED|IDENT-001|SIDE-UNRESOLVED|PERIOD-001|PAYBASIS-001|COMPBASIS-001|RECUR-UNRESOLVED|LIFE-NA|VERSION-UNRESOLVED|CONFLICT-NA|CLAIM-001,compensation_basis
EXTRECON-6f15a4f29ade62f8a82ea8b3,EXTINGEST-93cb7d2428c4c45cb0d35299,358204a8ac185c1da76e20e8559394a36367ee54422b9801ecbd6f16b8555fb0,33,,,15574,15575,2,,cog_2025_225676,deterministic_alias_match,department_reconciliation_needed,unclear,department_unresolved,anonymous_position_or_employee_record,salary_schedule_step,identity_type_from_observation,unclear,unclear,side_unresolved,2021,,,exact_source_period,,unclear,pay_basis_unresolved,,salary_schedule_rate,exact_source_basis,,unclear,RECUR-UNRESOLVED,not_applicable,not_applicable,LIFE-NA,version_unclear,not_applicable,event_linked_claim_pending,local_comparison_not_appropriate,growth_basis_hold,staffing_context_only,MUNI-002|DEPT-UNRESOLVED|IDENT-001|SIDE-UNRESOLVED|PERIOD-001|PAYBASIS-001|COMPBASIS-001|RECUR-UNRESOLVED|LIFE-NA|VERSION-UNRESOLVED|CONFLICT-NA|CLAIM-001,compensation_basis
EXTRECON-a62ce1052fc4ca3e9095e73f,EXTINGEST-c8854428eb047b3823dd682d,358204a8ac185c1da76e20e8559394a36367ee54422b9801ecbd6f16b8555fb0,41,,,19429,19436,"$14,067",,cog_2025_225676,deterministic_alias_match,department_reconciliation_needed,unclear,department_unresolved,anonymous_position_or_employee_record,salary_schedule_step,identity_type_from_observation,unclear,unclear,side_unresolved,2021,,,exact_source_period,,unclear,pay_basis_unresolved,,salary_schedule_rate,exact_source_basis,,unclear,RECUR-UNRESOLVED,not_applicable,not_applicable,LIFE-NA,version_unclear,not_applicable,event_linked_claim_pending,local_comparison_not_appropriate,growth_basis_hold,staffing_context_only,MUNI-002|DEPT-UNRESOLVED|IDENT-001|SIDE-UNRESOLVED|PERIOD-001|PAYBASIS-001|COMPBASIS-001|RECUR-UNRESOLVED|LIFE-NA|VERSION-UNRESOLVED|CONFLICT-NA|CLAIM-001,compensation_basis
EXTRECON-bcb57d4ff4d4307efcfae392,EXTINGEST-69b68bae1d07a8a9a48990ce,358204a8ac185c1da76e20e8559394a36367ee54422b9801ecbd6f16b8555fb0,69,,,31988,31996,"$200,000",,cog_2025_225676,deterministic_alias_match,department_reconciliation_needed,unclear,department_unresolved,anonymous_position_or_employee_record,salary_schedule_step,identity_type_from_observation,unclear,unclear,side_unresolved,2021,,,exact_source_period,,unclear,pay_basis_unresolved,,salary_schedule_rate,exact_source_basis,,unclear,RECUR-UNRESOLVED,not_applicable,not_applicable,LIFE-NA,version_unclear,not_applicable,event_linked_claim_pending,local_comparison_not_appropriate,growth_basis_hold,staffing_context_only,MUNI-002|DEPT-UNRESOLVED|IDENT-001|SIDE-UNRESOLVED|PERIOD-001|PAYBASIS-001|COMPBASIS-001|RECUR-UNRESOLVED|LIFE-NA|VERSION-UNRESOLVED|CONFLICT-NA|CLAIM-001,compensation_basis
EXTRECON-ead1580841584ea5e59c558c,EXTINGEST-42d97c7955c5ea1a78d1fae3,ef46632e68f1bebe7eac74481e600513f23e92509ee0c17219d88884eff076a0,9,,,18979,18980,1,,cog_2025_209122,deterministic_alias_match,department_reconciliation_needed,unclear,department_unresolved,anonymous_position_or_employee_record,salary_schedule_step,identity_type_from_observation,unclear,unclear,side_unresolved,2016,,,exact_source_period,,unclear,pay_basis_unresolved,,salary_schedule_rate,exact_source_basis,,unclear,RECUR-UNRESOLVED,not_applicable,not_applicable,LIFE-NA,version_unclear,not_applicable,exact_claim_id_link,local_comparison_not_appropriate,growth_basis_hold,staffing_context_only,MUNI-002|DEPT-UNRESOLVED|IDENT-001|SIDE-UNRESOLVED|PERIOD-001|PAYBASIS-001|COMPBASIS-001|RECUR-UNRESOLVED|LIFE-NA|VERSION-UNRESOLVED|CONFLICT-NA|CLAIM-001,compensation_basis
EXTRECON-2553fe96fe59a2a9ea796582,EXTINGEST-a3ec0935aaa79e548f595594,ef46632e68f1bebe7eac74481e600513f23e92509ee0c17219d88884eff076a0,10,,,20602,20603,4,,cog_2025_209122,deterministic_alias_match,department_reconciliation_needed,unclear,department_unresolved,anonymous_position_or_employee_record,salary_schedule_step,identity_type_from_observation,unclear,unclear,side_unresolved,2016,,,exact_source_period,,unclear,pay_basis_unresolved,,salary_schedule_rate,exact_source_basis,,unclear,RECUR-UNRESOLVED,not_applicable,not_applicable,LIFE-NA,version_unclear,not_applicable,exact_claim_id_link,local_comparison_not_appropriate,growth_basis_hold,staffing_context_only,MUNI-002|DEPT-UNRESOLVED|IDENT-001|SIDE-UNRESOLVED|PERIOD-001|PAYBASIS-001|COMPBASIS-001|RECUR-UNRESOLVED|LIFE-NA|VERSION-UNRESOLVED|CONFLICT-NA|CLAIM-001,compensation_basis
EXTRECON-0295303ed011539848c9fd72,EXTINGEST-2a870c8ec86415b4063bc3ce,ef46632e68f1bebe7eac74481e600513f23e92509ee0c17219d88884eff076a0,20,,,49647,49649,40,,cog_2025_209122,deterministic_alias_match,department_reconciliation_needed,unclear,department_unresolved,anonymous_position_or_employee_record,anonymous_employee_row,anonymous_row_preserved,unclear,unclear,side_unresolved,2016,,,exact_source_period,hourly,hourly_rate,exact_source_basis,base_or_rate_explicit,base_rate,exact_source_basis,,unclear,RECUR-UNRESOLVED,not_applicable,not_applicable,LIFE-NA,version_unclear,not_applicable,event_linked_claim_pending,local_comparison_side_hold,growth_not_appropriate,staffing_context_only,MUNI-002|DEPT-UNRESOLVED|IDENT-001|SIDE-UNRESOLVED|PERIOD-001|PAYBASIS-001|COMPBASIS-001|RECUR-UNRESOLVED|LIFE-NA|VERSION-UNRESOLVED|CONFLICT-NA|CLAIM-001|BASIS-CANON-REPAIR-001,compensation_basis
EXTRECON-896433f5fe629ab302a1b4d9,EXTINGEST-35cf09dc7bba59deee91dca8,327c0f94a68c65718f26b195aa56ed95304c2372ff4647a03252a56e43f6edfc,4,,,7114,7119,32.00,,cog_2025_176895,deterministic_alias_match,department_already_clear,fire,exact_source_department,anonymous_position_or_employee_record,anonymous_employee_row,anonymous_row_preserved,fire,fire,explicit_department_side,undated,,,exact_source_period,,unclear,pay_basis_unresolved,,premium_pay,exact_source_basis,,unclear,RECUR-UNRESOLVED,not_applicable,not_applicable,LIFE-NA,version_unclear,not_applicable,exact_claim_id_link,local_comparison_basis_hold,growth_not_appropriate,staffing_context_only,MUNI-002|DEPT-001|IDENT-001|SIDE-001|PERIOD-001|PAYBASIS-001|COMPBASIS-001|RECUR-UNRESOLVED|LIFE-NA|VERSION-UNRESOLVED|CONFLICT-NA|CLAIM-001,compensation_basis
EXTRECON-6467507bde05dc28e9342e7b,EXTINGEST-be593d2946b980423c7797a2,fa248f4f0496570b34089c8c99665369a8367662144e176ed4b548e7fa3f56cd,32,,,26887,26898,"484,936,328",,cog_2025_205132,deterministic_alias_match,department_reconciliation_needed,not_applicable,department_not_applicable,anonymous_position_or_employee_record,contextual_unit,identity_type_from_observation,unclear,side_independent,side_independent_observation,2024,,,exact_source_period,,contextual_value,exact_source_basis,,staffing_or_non_compensation,exact_source_basis,,not_applicable,RECUR-NA,not_applicable,not_applicable,LIFE-NA,version_unclear,not_applicable,event_linked_claim_pending,local_comparison_not_appropriate,growth_not_appropriate,staffing_context_only,MUNI-002|DEPT-NA|IDENT-001|SIDE-NA|PERIOD-001|PAYBASIS-001|COMPBASIS-001|RECUR-NA|LIFE-NA|VERSION-UNRESOLVED|CONFLICT-NA|CLAIM-001,compensation_basis
EXTRECON-9a56b9b5089b7a065a2869d8,EXTINGEST-ba1e0acb6009ed10699e76f6,fa248f4f0496570b34089c8c99665369a8367662144e176ed4b548e7fa3f56cd,32,,,27216,27224,2.697962,,cog_2025_205132,deterministic_alias_match,department_reconciliation_needed,not_applicable,department_not_applicable,anonymous_position_or_employee_record,contextual_unit,identity_type_from_observation,unclear,side_independent,side_independent_observation,2024,,,exact_source_period,,contextual_value,exact_source_basis,,staffing_or_non_compensation,exact_source_basis,,not_applicable,RECUR-NA,not_applicable,not_applicable,LIFE-NA,version_unclear,not_applicable,event_linked_claim_pending,local_comparison_not_appropriate,growth_not_appropriate,staffing_context_only,MUNI-002|DEPT-NA|IDENT-001|SIDE-NA|PERIOD-001|PAYBASIS-001|COMPBASIS-001|RECUR-NA|LIFE-NA|VERSION-UNRESOLVED|CONFLICT-NA|CLAIM-001,compensation_basis
EXTRECON-8f5144b758d6104a14f3fabb,EXTINGEST-3ffe95d7737b0dd51ed43c94,fa248f4f0496570b34089c8c99665369a8367662144e176ed4b548e7fa3f56cd,33,,,27494,27504,"41,961,753",,cog_2025_205132,deterministic_alias_match,department_reconciliation_needed,not_applicable,department_not_applicable,anonymous_position_or_employee_record,contextual_unit,identity_type_from_observation,unclear,side_independent,side_independent_observation,2024,,,exact_source_period,,contextual_value,exact_source_basis,,staffing_or_non_compensation,exact_source_basis,,not_applicable,RECUR-NA,not_applicable,not_applicable,LIFE-NA,version_unclear,not_applicable,event_linked_claim_pending,local_comparison_not_appropriate,growth_not_appropriate,staffing_context_only,MUNI-002|DEPT-NA|IDENT-001|SIDE-NA|PERIOD-001|PAYBASIS-001|COMPBASIS-001|RECUR-NA|LIFE-NA|VERSION-UNRESOLVED|CONFLICT-NA|CLAIM-001,compensation_basis
EXTRECON-20d5ee5248cf83abc602a231,EXTINGEST-a1da905a62fb6bf9171f1066,fa248f4f0496570b34089c8c99665369a8367662144e176ed4b548e7fa3f56cd,33,,,27709,27720,"478,491,692",,cog_2025_205132,deterministic_alias_match,department_reconciliation_needed,not_applicable,department_not_applicable,anonymous_position_or_employee_record,contextual_unit,identity_type_from_observation,unclear,side_independent,side_independent_observation,2024,,,exact_source_period,,contextual_value,exact_source_basis,,staffing_or_non_compensation,exact_source_basis,,not_applicable,RECUR-NA,not_applicable,not_applicable,LIFE-NA,version_unclear,not_applicable,event_linked_claim_pending,local_comparison_not_appropriate,growth_not_appropriate,staffing_context_only,MUNI-002|DEPT-NA|IDENT-001|SIDE-NA|PERIOD-001|PAYBASIS-001|COMPBASIS-001|RECUR-NA|LIFE-NA|VERSION-UNRESOLVED|CONFLICT-NA|CLAIM-001,compensation_basis
EXTRECON-454607fe6fae218a37e62a80,EXTINGEST-25eb9180781f9f20ad0e6bc7,fa248f4f0496570b34089c8c99665369a8367662144e176ed4b548e7fa3f56cd,34,,,28621,28646,$                0.100320,,cog_2025_205132,deterministic_alias_match,department_reconciliation_needed,not_applicable,department_not_applicable,anonymous_position_or_employee_record,contextual_unit,identity_type_from_observation,unclear,side_independent,side_independent_observation,2024,,,exact_source_period,,contextual_value,exact_source_basis,,staffing_or_non_compensation,exact_source_basis,,not_applicable,RECUR-NA,not_applicable,not_applicable,LIFE-NA,version_unclear,not_applicable,event_linked_claim_pending,local_comparison_not_appropriate,growth_not_appropriate,staffing_context_only,MUNI-002|DEPT-NA|IDENT-001|SIDE-NA|PERIOD-001|PAYBASIS-001|COMPBASIS-001|RECUR-NA|LIFE-NA|VERSION-UNRESOLVED|CONFLICT-NA|CLAIM-001,compensation_basis
EXTRECON-cb98b0a7b103465cfb11ca6c,EXTINGEST-f20381e67a70a515d2176b40,fa248f4f0496570b34089c8c99665369a8367662144e176ed4b548e7fa3f56cd,105,,,311385,311399,"10,278,076,256",,cog_2025_205132,deterministic_alias_match,department_reconciliation_needed,not_applicable,department_not_applicable,anonymous_position_or_employee_record,contextual_unit,identity_type_from_observation,unclear,side_independent,side_independent_observation,2024,,,exact_source_period,,contextual_value,exact_source_basis,,staffing_or_non_compensation,exact_source_basis,,not_applicable,RECUR-NA,not_applicable,not_applicable,LIFE-NA,version_unclear,not_applicable,event_linked_claim_pending,local_comparison_not_appropriate,growth_not_appropriate,staffing_context_only,MUNI-002|DEPT-NA|IDENT-001|SIDE-NA|PERIOD-001|PAYBASIS-001|COMPBASIS-001|RECUR-NA|LIFE-NA|VERSION-UNRESOLVED|CONFLICT-NA|CLAIM-001,compensation_basis
EXTRECON-cc01961d754baf6ef680ec64,EXTINGEST-3ff8be101714b4f6d1c8f802,fa248f4f0496570b34089c8c99665369a8367662144e176ed4b548e7fa3f56cd,121,,,361785,361793,1.091014,,cog_2025_205132,deterministic_alias_match,department_reconciliation_needed,not_applicable,department_not_applicable,anonymous_position_or_employee_record,contextual_unit,identity_type_from_observation,unclear,side_independent,side_independent_observation,2024,,,exact_source_period,,contextual_value,exact_source_basis,,staffing_or_non_compensation,exact_source_basis,,not_applicable,RECUR-NA,not_applicable,not_applicable,LIFE-NA,version_unclear,not_applicable,event_linked_claim_pending,local_comparison_not_appropriate,growth_not_appropriate,staffing_context_only,MUNI-002|DEPT-NA|IDENT-001|SIDE-NA|PERIOD-001|PAYBASIS-001|COMPBASIS-001|RECUR-NA|LIFE-NA|VERSION-UNRESOLVED|CONFLICT-NA|CLAIM-001,compensation_basis
EXTRECON-ba1e2c27805d959526152541,EXTINGEST-ad548759440031ebbc45ba6d,fa248f4f0496570b34089c8c99665369a8367662144e176ed4b548e7fa3f56cd,133,,,400523,400550,$                  0.646544,,cog_2025_205132,deterministic_alias_match,department_reconciliation_needed,not_applicable,department_not_applicable,anonymous_position_or_employee_record,contextual_unit,identity_type_from_observation,unclear,side_independent,side_independent_observation,2024,,,exact_source_period,,contextual_value,exact_source_basis,,staffing_or_non_compensation,exact_source_basis,,not_applicable,RECUR-NA,not_applicable,not_applicable,LIFE-NA,version_unclear,not_applicable,event_linked_claim_pending,local_comparison_not_appropriate,growth_not_appropriate,staffing_context_only,MUNI-002|DEPT-NA|IDENT-001|SIDE-NA|PERIOD-001|PAYBASIS-001|COMPBASIS-001|RECUR-NA|LIFE-NA|VERSION-UNRESOLVED|CONFLICT-NA|CLAIM-001,compensation_basis
EXTRECON-8ebb12c455c65114d31e12d7,EXTINGEST-55e7eccbad38129ed84f38ec,fa248f4f0496570b34089c8c99665369a8367662144e176ed4b548e7fa3f56cd,182,,,546669,546677,"4,000.00",,cog_2025_205132,deterministic_alias_match,department_reconciliation_needed,unclear,department_unresolved,anonymous_position_or_employee_record,anonymous_employee_row,anonymous_row_preserved,unclear,unclear,side_unresolved,2024,,,exact_source_period,,unclear,pay_basis_unresolved,,premium_pay,exact_source_basis,,unclear,RECUR-UNRESOLVED,not_applicable,not_applicable,LIFE-NA,version_unclear,not_applicable,exact_claim_id_link,local_comparison_side_hold,growth_not_appropriate,staffing_context_only,MUNI-002|DEPT-UNRESOLVED|IDENT-001|SIDE-UNRESOLVED|PERIOD-001|PAYBASIS-001|COMPBASIS-001|RECUR-UNRESOLVED|LIFE-NA|VERSION-UNRESOLVED|CONFLICT-NA|CLAIM-001,compensation_basis
EXTRECON-65da31829f61e10acd2db8c7,EXTINGEST-103d9238c80fd6771627467a,fa248f4f0496570b34089c8c99665369a8367662144e176ed4b548e7fa3f56cd,182,,,547786,547795,"25,000.00",,cog_2025_205132,deterministic_alias_match,department_reconciliation_needed,unclear,department_unresolved,anonymous_position_or_employee_record,anonymous_employee_row,anonymous_row_preserved,unclear,unclear,side_unresolved,2024,,,exact_source_period,,unclear,pay_basis_unresolved,,premium_pay,exact_source_basis,,unclear,RECUR-UNRESOLVED,not_applicable,not_applicable,LIFE-NA,version_unclear,not_applicable,exact_claim_id_link,local_comparison_side_hold,growth_not_appropriate,staffing_context_only,MUNI-002|DEPT-UNRESOLVED|IDENT-001|SIDE-UNRESOLVED|PERIOD-001|PAYBASIS-001|COMPBASIS-001|RECUR-UNRESOLVED|LIFE-NA|VERSION-UNRESOLVED|CONFLICT-NA|CLAIM-001,compensation_basis
EXTRECON-fb52a9b6dcc92f65b5ff2dc2,EXTINGEST-2e9fb6ce27b0b41768504768,fa248f4f0496570b34089c8c99665369a8367662144e176ed4b548e7fa3f56cd,182,,,548065,548074,"50,000.00",,cog_2025_205132,deterministic_alias_match,department_reconciliation_needed,unclear,department_unresolved,anonymous_position_or_employee_record,anonymous_employee_row,anonymous_row_preserved,unclear,unclear,side_unresolved,2024,,,exact_source_period,,unclear,pay_basis_unresolved,,premium_pay,exact_source_basis,,unclear,RECUR-UNRESOLVED,not_applicable,not_applicable,LIFE-NA,version_unclear,not_applicable,exact_claim_id_link,local_comparison_side_hold,growth_not_appropriate,staffing_context_only,MUNI-002|DEPT-UNRESOLVED|IDENT-001|SIDE-UNRESOLVED|PERIOD-001|PAYBASIS-001|COMPBASIS-001|RECUR-UNRESOLVED|LIFE-NA|VERSION-UNRESOLVED|CONFLICT-NA|CLAIM-001,compensation_basis
EXTRECON-59bc203494cd2dbe93536b02,EXTINGEST-7f7b8c2a0470c4abf5c13eb8,fa248f4f0496570b34089c8c99665369a8367662144e176ed4b548e7fa3f56cd,183,,,548779,548787,"8,000.00",,cog_2025_205132,deterministic_alias_match,department_reconciliation_needed,unclear,department_unresolved,anonymous_position_or_employee_record,anonymous_employee_row,anonymous_row_preserved,unclear,unclear,side_unresolved,2024,,,exact_source_period,,unclear,pay_basis_unresolved,,premium_pay,exact_source_basis,,unclear,RECUR-UNRESOLVED,not_applicable,not_applicable,LIFE-NA,version_unclear,not_applicable,exact_claim_id_link,local_comparison_side_hold,growth_not_appropriate,staffing_context_only,MUNI-002|DEPT-UNRESOLVED|IDENT-001|SIDE-UNRESOLVED|PERIOD-001|PAYBASIS-001|COMPBASIS-001|RECUR-UNRESOLVED|LIFE-NA|VERSION-UNRESOLVED|CONFLICT-NA|CLAIM-001,compensation_basis
EXTRECON-abe13e93498a43eb9202c8df,EXTINGEST-0966ac1d2b574d1ab2a2b70a,fa248f4f0496570b34089c8c99665369a8367662144e176ed4b548e7fa3f56cd,188,,,558421,558430,"10,000.00",,cog_2025_205132,deterministic_alias_match,department_reconciliation_needed,unclear,department_unresolved,anonymous_position_or_employee_record,anonymous_employee_row,anonymous_row_preserved,unclear,unclear,side_unresolved,2024,,,exact_source_period,,unclear,pay_basis_unresolved,,premium_pay,exact_source_basis,,unclear,RECUR-UNRESOLVED,not_applicable,not_applicable,LIFE-NA,version_unclear,not_applicable,exact_claim_id_link,local_comparison_side_hold,growth_not_appropriate,staffing_context_only,MUNI-002|DEPT-UNRESOLVED|IDENT-001|SIDE-UNRESOLVED|PERIOD-001|PAYBASIS-001|COMPBASIS-001|RECUR-UNRESOLVED|LIFE-NA|VERSION-UNRESOLVED|CONFLICT-NA|CLAIM-001,compensation_basis
EXTRECON-b4f421ee644c11d9c697ec34,EXTINGEST-739ca55a7494391784af533b,fa248f4f0496570b34089c8c99665369a8367662144e176ed4b548e7fa3f56cd,189,,,561544,561553,"25,000.00",,cog_2025_205132,deterministic_alias_match,department_reconciliation_needed,unclear,department_unresolved,anonymous_position_or_employee_record,anonymous_employee_row,anonymous_row_preserved,unclear,unclear,side_unresolved,2024,,,exact_source_period,,unclear,pay_basis_unresolved,,premium_pay,exact_source_basis,,unclear,RECUR-UNRESOLVED,not_applicable,not_applicable,LIFE-NA,version_unclear,not_applicable,exact_claim_id_link,local_comparison_side_hold,growth_not_appropriate,staffing_context_only,MUNI-002|DEPT-UNRESOLVED|IDENT-001|SIDE-UNRESOLVED|PERIOD-001|PAYBASIS-001|COMPBASIS-001|RECUR-UNRESOLVED|LIFE-NA|VERSION-UNRESOLVED|CONFLICT-NA|CLAIM-001,compensation_basis
EXTRECON-839f1ec6e39b7f78bf3f00be,EXTINGEST-4611eed1cc3e586f10a137f6,fa248f4f0496570b34089c8c99665369a8367662144e176ed4b548e7fa3f56cd,192,,,570126,570135,"15,000.00",,cog_2025_205132,deterministic_alias_match,department_reconciliation_needed,unclear,department_unresolved,anonymous_position_or_employee_record,anonymous_employee_row,anonymous_row_preserved,unclear,unclear,side_unresolved,2024,,,exact_source_period,,unclear,pay_basis_unresolved,,premium_pay,exact_source_basis,,unclear,RECUR-UNRESOLVED,not_applicable,not_applicable,LIFE-NA,version_unclear,not_applicable,exact_claim_id_link,local_comparison_side_hold,growth_not_appropriate,staffing_context_only,MUNI-002|DEPT-UNRESOLVED|IDENT-001|SIDE-UNRESOLVED|PERIOD-001|PAYBASIS-001|COMPBASIS-001|RECUR-UNRESOLVED|LIFE-NA|VERSION-UNRESOLVED|CONFLICT-NA|CLAIM-001,compensation_basis
