candidate_id,lane_id,priority_tier,quality_label,gap_priority_score,gap_priority_reason,source_url_or_locator,source_title,municipality,state,derived_region,unit_type,occupation_group,bargaining_unit_name,contract_or_document_period,inferred_cycle_start,inferred_cycle_end,source_family,target_mechanism_family,same_city_match_status,overlapping_cycle_status,verification_status,verification_reason,verified_municipality,verified_state,verified_region,verified_unit_type,verified_source_family,verified_contract_or_document_period,locator_accessibility_status,verification_timestamp,candidate_only_lineage_status,retained_source_id,source_review_download_status,download_status,http_status,content_type_hint,file_extension,file_size_bytes,file_sha256,local_retained_path,duplicate_file_group_id,extraction_status,rating_status,ingestion_status,codification_status,causal_status,global_analysis_readiness,source_review_timestamp,notes,preserved_exclusion_status,excluded_from_readiness_queue
TS4L-9bacd0c60141910ec104,lane_2,tier_c,verification_ready_low,101,memo_gap_strike_or_no_strike_constraint|non_cba_or_special_source_signal|same_city_counterpart_value|cycle_metadata_value,https://heartland.org/opinion/lake-villa-illinois-students-caught-in-the-crossfire/,"Lake Villa, Illinois Students Caught in the Crossfire (Heartland Institute, published ~2016)",Lake Villa,IL,Midwest,safety_and_non_safety_bargaining_units,Teachers (bargaining unit: Lake Villa Federation of Teachers mentioned in article context),Lake Villa Federation of Teachers (referenced in article context),2016 (10-month bargaining failure context; strike called off after this period),,,strike_or_no_strike constraint (public-press coverage of strike authorization/cancellation context),strike_or_no_strike_constraint,"same_city_match (Lake Villa, IL)",overlap_possible (2014-2024 window; article is within the 2016 bargaining period),verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,Lake Villa,IL,Midwest,safety_and_non_safety_bargaining_units,strike_or_no_strike constraint (public-press coverage of strike authorization/cancellation context),2016 (10-month bargaining failure context; strike called off after this period),head_http_200,2026-07-27T12:57:29Z,verified_source_lead_not_downloaded,RS556-861399faf99c62a6390c,weak_or_needs_review,not_downloaded,403,text/html,,,,,,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,2026-07-27T14:39:45Z,"get_http_403; attempts=1; elapsed_seconds=0.302; bytes only retained for accepted source files; no PDF page parsing, text extraction, or OCR.",weak_or_needs_review,true
TS4L-a1a74d747ec3bdeed5ac,lane_2,tier_c,verification_ready_low,103,memo_gap_strike_or_no_strike_constraint|south_or_northeast_gap|non_cba_or_special_source_signal|same_city_counterpart_value|cycle_metadata_value,https://perb.ny.gov/town-greece-and-cwa-local-1170-gold-badge-club,Town of Greece and CWA Local 1170 (Gold Badge Club) (PERB) — interest arbitration award page,Greece,NY,Northeast,safety_and_non_safety_bargaining_units,Police supervisors (Gold Badge Club) — public safety,CWA Local 1170 (Gold Badge Club),Compulsory interest arbitration decision and award (PERB No. IA91-004 per the page content),,,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,"Same municipality match (Town of Greece, NY).",Does NOT overlap expected 2014-2024 window (appears to be early 1990s per PERB IA91-004 reference).,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,Greece,NY,Northeast,safety_and_non_safety_bargaining_units,cba_or_arbitration_award_or_factfinding_or_impasse_record,Compulsory interest arbitration decision and award (PERB No. IA91-004 per the page content),head_http_200,2026-07-27T12:57:22Z,verified_source_lead_not_downloaded,RS556-400bbeb58663dfda4cd4,weak_or_needs_review,not_downloaded,403,text/html,,,,,,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,2026-07-27T14:39:50Z,"get_http_403; attempts=1; elapsed_seconds=0.101; bytes only retained for accepted source files; no PDF page parsing, text extraction, or OCR.",weak_or_needs_review,true
TS4L-a7b8987d357a24aacb7b,lane_2,tier_c,verification_ready_medium,113,memo_gap_strike_or_no_strike_constraint|south_or_northeast_gap|non_cba_or_special_source_signal|same_city_counterpart_value|cycle_metadata_value,https://www.alvin.gov/Archive.aspx?ADID=112,"Annual Budget (FY2023) — City of Alvin, Texas (Archive item ADID=112)",Alvin,TX,South,safety_and_non_safety_bargaining_units,Police (public safety) — Alvin Police Officers’ Association (APOA),Alvin Police Officers’ Association (APOA),"FY2023 (budget text references CBA end date and renewal timing); current CBA ends September 30, 2022; renewal effective October 1, 2022 (FY23)",2019-10-01 (inferred,2022-09-30,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,"same city (Alvin, TX) — affirmative",overlaps target window (2014-2024) — affirmative,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,Alvin,TX,South,safety_and_non_safety_bargaining_units,cba_or_arbitration_award_or_factfinding_or_impasse_record,"FY2023 (budget text references CBA end date and renewal timing); current CBA ends September 30, 2022; renewal effective October 1, 2022 (FY23)",head_http_200,2026-07-27T12:57:06Z,verified_source_lead_not_downloaded,RS556-94d6bef78cb541eadf40,weak_or_needs_review,not_downloaded,403,text/html,,,,,,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,2026-07-27T14:39:50Z,"get_http_403; attempts=1; elapsed_seconds=0.103; bytes only retained for accepted source files; no PDF page parsing, text extraction, or OCR.",weak_or_needs_review,true
TS4L-b6184bb80ae0cdcc033b,lane_2,tier_c,verification_ready_medium,118,memo_gap_strike_or_no_strike_constraint|south_or_northeast_gap|non_cba_or_special_source_signal|same_city_counterpart_value|cycle_metadata_value,https://www.newmilford.org/filestorage/7526/19046/24427/24429/Nutmeg_Employees_Union_Contract_2023-27_Final.pdf,Town of New Milford Nutmeg Employees Union Contract 2023-2027 (Final) — collective bargaining agreement,New Milford,CT,Northeast,safety_and_non_safety_bargaining_units,"Town library supervisors / local town unit (non-safety, per agreement recognition)",Nutmeg Employees Union (Town of New Milford Nutmeg Employees Association),"July 1, 2023 – June 30, 2027",2023,2024,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,same_municipality_match_expected,overlaps_target_window_(2014-2024),verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,New Milford,CT,Northeast,safety_and_non_safety_bargaining_units,cba_or_arbitration_award_or_factfinding_or_impasse_record,"July 1, 2023 – June 30, 2027",head_http_200,2026-07-27T12:57:03Z,verified_source_lead_not_downloaded,RS556-7f2e73f4b2fe6aa4f766,unavailable_on_get,not_downloaded,404,,,,,,,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,2026-07-27T14:39:53Z,"get_http_404; attempts=1; elapsed_seconds=3.226; bytes only retained for accepted source files; no PDF page parsing, text extraction, or OCR.",unavailable_on_get,true
TS4L-be6162db562b9833b223,lane_2,tier_c,verification_ready_low,103,memo_gap_strike_or_no_strike_constraint|south_or_northeast_gap|non_cba_or_special_source_signal|cycle_metadata_value,https://ecommons.cornell.edu/bitstreams/62b50d82-e35b-44c0-b224-d270c4d71663/download,NYS PERB Contract Collection – Metadata Header (Town of Chili and Council 66) (Agreement made and entered into this 1st day of January 2017),Chili,NY,Northeast,safety_and_non_safety_bargaining_units,Municipal employees (AFSCME Council 66 bargaining unit; blue-collar and/or white-collar classifications as defined by the agreement),"Council 66, American Federation of State, County and Municipal Employees (AFSCME)",Agreement dated 1st day of January 2017 (successor agreement period not fully determined from lead snippet),2017-01-01,,cba_or_arbitration_award_or_factfinding_or_impasse_record (CBA/collective bargaining agreement),strike_or_no_strike_constraint,"exact_match (Town of Chili, NY)",overlaps_target_window (2014-2024) based on 2017 effective date,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,Chili,NY,Northeast,safety_and_non_safety_bargaining_units,cba_or_arbitration_award_or_factfinding_or_impasse_record (CBA/collective bargaining agreement),Agreement dated 1st day of January 2017 (successor agreement period not fully determined from lead snippet),head_http_200,2026-07-27T12:57:20Z,verified_source_lead_not_downloaded,RS556-2ead83dcb726108851a1,weak_or_needs_review,not_downloaded,202,text/html,,0,,,,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,2026-07-27T14:39:55Z,"empty_response_body; attempts=1; elapsed_seconds=1.258; bytes only retained for accepted source files; no PDF page parsing, text extraction, or OCR.",weak_or_needs_review,true
TS4L-bf02032754e50241a1d1,lane_2,tier_c,verification_ready_low,103,memo_gap_strike_or_no_strike_constraint|south_or_northeast_gap|non_cba_or_special_source_signal|cycle_metadata_value,https://www.cleat.org/wp-content/uploads/2024/05/Lufkin-Meet_and_Confer_Agreement_Oct_2022-2024_Signed.pdf,"MEET AND CONFER AGREEMENT (City of Lufkin, Texas and the Lufkin Police Association) — Oct 2022–Sep 2024 (Signed)",Lufkin,TX,South,safety_and_non_safety_bargaining_units,Police officers (Lufkin Police Association),Lufkin Police Association,"Effective Oct 1, 2022 through Sep 30, 2024",2014-01-01,2024-12-31,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,"direct_match_municipality=Lufkin,TX",overlaps_target_window_2014-2024,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,Lufkin,TX,South,safety_and_non_safety_bargaining_units,cba_or_arbitration_award_or_factfinding_or_impasse_record,"Effective Oct 1, 2022 through Sep 30, 2024",head_http_200,2026-07-27T12:57:20Z,verified_source_lead_not_downloaded,RS556-a64524d2f043aec6b968,weak_or_needs_review,not_downloaded,403,text/html,,,,,,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,2026-07-27T14:39:55Z,"get_http_403; attempts=1; elapsed_seconds=0.450; bytes only retained for accepted source files; no PDF page parsing, text extraction, or OCR.",weak_or_needs_review,true
TS4L-bfac53c86f9dc8c5003e,lane_2,tier_c,verification_ready_medium,108,memo_gap_strike_or_no_strike_constraint|non_cba_or_special_source_signal|same_city_counterpart_value|cycle_metadata_value,https://cdn.downers.us/public/docs/laborContracts/PD_2024-2027.pdf,FOP and VoDG Police Officers | 2024-2027 | Village of Downers Grove (CBA PDF),Downers Grove,IL,Midwest,safety_and_non_safety_bargaining_units,Safety (Police),Police Officers (Fraternal Order of Police labor agreement with Village of Downers Grove),2024-2027,2024-01-01,2027-12-31,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,same_city_match,overlaps_2014_2024_window,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,Downers Grove,IL,Midwest,safety_and_non_safety_bargaining_units,cba_or_arbitration_award_or_factfinding_or_impasse_record,2024-2027,head_http_200,2026-07-27T12:57:16Z,verified_source_lead_not_downloaded,RS556-a1070ec4f00e247723ca,oversized_for_this_pass,not_downloaded,200,application/pdf,,34909124,,,,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,2026-07-27T14:39:55Z,"content_length_exceeds_pass_limit; attempts=1; elapsed_seconds=0.258; bytes only retained for accepted source files; no PDF page parsing, text extraction, or OCR.",oversized_for_this_pass,true
TS4L-c098a5fb03079babd426,lane_2,tier_c,verification_ready_low,97,memo_gap_strike_or_no_strike_constraint|south_or_northeast_gap|non_cba_or_special_source_signal|cycle_metadata_value,https://cms3.revize.com/revize/andersoncanew/Agenda%20Final%203-21-2023.pdf,"City Council Agenda (Anderson, SC) - March 21, 2023 PDF",Anderson,SC,South,safety_and_non_safety_bargaining_units,Public safety (police),"Police bargaining unit (e.g., Captains/Lieutenants association)",Unknown (agenda item in 2023; may reference designation/MOA for bargaining units),,,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,"Anderson, SC match",Unknown,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,Anderson,SC,South,safety_and_non_safety_bargaining_units,cba_or_arbitration_award_or_factfinding_or_impasse_record,Unknown (agenda item in 2023; may reference designation/MOA for bargaining units),head_http_200,2026-07-27T12:57:41Z,verified_source_lead_not_downloaded,RS556-d3b33056a963eb85b4b8,oversized_for_this_pass,not_downloaded,200,application/pdf,,41508062,,,,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,2026-07-27T14:39:55Z,"content_length_exceeds_pass_limit; attempts=1; elapsed_seconds=0.239; bytes only retained for accepted source files; no PDF page parsing, text extraction, or OCR.",oversized_for_this_pass,true
TS4L-c0b6c8723d6fdab894e5,lane_2,tier_c,verification_ready_low,98,memo_gap_strike_or_no_strike_constraint|south_or_northeast_gap|non_cba_or_special_source_signal|cycle_metadata_value,https://ecommons.cornell.edu/bitstreams/cf4e9934-c25e-426b-906e-4f14be1f31d0/download,"NYS PERB Contract Collection – Metadata Header (Town of Islip CBA; no strike clause; effective Jan 1, 2017 through Dec 31, 2020)",Islip,NY,Northeast,safety_and_non_safety_bargaining_units,safety_and_non_safety_bargaining_units,,"January 1, 2017 – December 31, 2020",2017,2020,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,Islip (Town of Islip) match indicated by lead metadata/snippet,Overlaps target window (2014–2024),verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,Islip,NY,Northeast,safety_and_non_safety_bargaining_units,cba_or_arbitration_award_or_factfinding_or_impasse_record,"January 1, 2017 – December 31, 2020",head_http_200,2026-07-27T12:57:41Z,verified_source_lead_not_downloaded,RS556-b52f110872895fd524e6,weak_or_needs_review,not_downloaded,202,text/html,,0,,,,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,2026-07-27T14:39:55Z,"empty_response_body; attempts=1; elapsed_seconds=1.255; bytes only retained for accepted source files; no PDF page parsing, text extraction, or OCR.",weak_or_needs_review,true
TS4L-c83da0e193c5904e1112,lane_2,tier_c,verification_ready_medium,105,memo_gap_strike_or_no_strike_constraint|non_cba_or_special_source_signal|same_city_counterpart_value|cycle_metadata_value,https://d3n9y02raazwpg.cloudfront.net/pvaz/f3969ef0-ca2c-11ec-bbb4-0050569183fa-c022d34e-76e1-4f3e-941e-8967ca1d0927-1655508476.pdf,"PDF meeting notice referencing PVPOA — includes ""Memorandum of Understanding for Fiscal Year 2022-23""",Prescott Valley,AZ,West,safety_and_non_safety_bargaining_units,police officers (PVPOA),Prescott Valley Police Officers Association (PVPOA),Fiscal Year 2022-23 (explicitly referenced in the snippet),2022-07-01 (inferred,2023-06-30 (inferred,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,same_city,overlaps_2014_2024,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,Prescott Valley,AZ,West,safety_and_non_safety_bargaining_units,cba_or_arbitration_award_or_factfinding_or_impasse_record,Fiscal Year 2022-23 (explicitly referenced in the snippet),head_http_200,2026-07-27T12:57:19Z,verified_source_lead_not_downloaded,RS556-0451aec152d457809815,oversized_for_this_pass,not_downloaded,200,application/pdf,,26835247,,,,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,2026-07-27T14:40:00Z,"content_length_exceeds_pass_limit; attempts=1; elapsed_seconds=0.285; bytes only retained for accepted source files; no PDF page parsing, text extraction, or OCR.",oversized_for_this_pass,true
TS4L-d3cf287a85e85cdedf8b,lane_2,tier_c,verification_ready_low,104,memo_gap_strike_or_no_strike_constraint|south_or_northeast_gap|non_cba_or_special_source_signal|same_city_counterpart_value|cycle_metadata_value,https://www.vernon-ct.gov/page/human-resources,"Town Of Vernon, Human Resources (Collective Bargaining Agreements listing)",Vernon,CT,Northeast,safety_and_non_safety_bargaining_units,safety_and_non_safety_bargaining_units,,2014-2024 (listed agreements may include this window),,,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,same_city,unknown,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,Vernon,CT,Northeast,safety_and_non_safety_bargaining_units,cba_or_arbitration_award_or_factfinding_or_impasse_record,2014-2024 (listed agreements may include this window),head_http_200,2026-07-27T12:57:20Z,verified_source_lead_not_downloaded,RS556-93675320a49307e70e7e,weak_or_needs_review,not_downloaded,200,text/html,,1349825,,,,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,2026-07-27T14:40:01Z,"embedded_secret_pattern_excluded_from_retention; attempts=1; elapsed_seconds=0.566; bytes only retained for accepted source files; no PDF page parsing, text extraction, or OCR.",weak_or_needs_review,true
TS4L-d6fd8e3b696e88b1b0d6,lane_2,tier_c,verification_ready_medium,98,memo_gap_strike_or_no_strike_constraint|non_cba_or_special_source_signal|cycle_metadata_value,https://www.michigan.gov/leo/-/media/Project/Websites/leo/Documents/BER/Decisions/2021/21A0108RCIndependenceTwpIAFFMFFA-ISSUED12-17-21.pdf?hash=39F1D0409AA155C8428CE10486FE962B&rev=e784be82134b4338bc80312f8d1ef49a,STATE OF MICHIGAN — Employment Relations Commission — Independence Township v. IAFF / MAFF — Decision and Order on Representation Petition (Case No. 21-A-0108-RC),Independence charter,MI,Midwest,safety_and_non_safety_bargaining_units,safety (firefighters / fire department captains context),Firefighters unit represented by IAFF; petition concerns captains severance from existing unit,"Decision and Order issued December 17, 2021 (representation petition context)",unknown,unknown,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,"matches (Independence Township, MI)",overlaps (issued within 2014-2024 window),verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,Independence charter,MI,Midwest,safety_and_non_safety_bargaining_units,cba_or_arbitration_award_or_factfinding_or_impasse_record,"Decision and Order issued December 17, 2021 (representation petition context)",head_http_200,2026-07-27T12:57:36Z,verified_source_lead_not_downloaded,RS556-63f5bde0d33e605daf3a,weak_or_needs_review,not_downloaded,403,text/html,,,,,,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,2026-07-27T14:40:03Z,"get_http_403; attempts=1; elapsed_seconds=1.195; bytes only retained for accepted source files; no PDF page parsing, text extraction, or OCR.",weak_or_needs_review,true
TS4L-dd039d9fe8460661a104,lane_2,tier_c,verification_ready_low,101,memo_gap_strike_or_no_strike_constraint|south_or_northeast_gap|non_cba_or_special_source_signal|cycle_metadata_value,https://ecommons.cornell.edu/bitstreams/5407a3e9-9d2f-41e1-8509-6a22351cd8d6/download,NYS PERB Contract Collection (Metadata Header) — Town of Clay Police Benevolent Association (collective bargaining agreement),Clay,NY,Northeast,safety_and_non_safety_bargaining_units,Police (safety),Town of Clay Police Benevolent Association,2014-2024 target window,,,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,strong,unknown,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,Clay,NY,Northeast,safety_and_non_safety_bargaining_units,cba_or_arbitration_award_or_factfinding_or_impasse_record,2014-2024 target window,head_http_200,2026-07-27T12:57:29Z,verified_source_lead_not_downloaded,RS556-d72717668e79b097403e,weak_or_needs_review,not_downloaded,202,text/html,,0,,,,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,2026-07-27T14:40:03Z,"empty_response_body; attempts=1; elapsed_seconds=0.140; bytes only retained for accepted source files; no PDF page parsing, text extraction, or OCR.",weak_or_needs_review,true
TS4L-e34a075fe5dbfd004c4c,lane_2,tier_c,verification_ready_low,103,memo_gap_strike_or_no_strike_constraint|south_or_northeast_gap|non_cba_or_special_source_signal|same_city_counterpart_value|cycle_metadata_value,https://perb.ny.gov/town-greece-and-uniformed-patrolmens-association-greece-police-department,Town of Greece and Uniformed Patrolmen’s Association of the Greece Police Department (PERB) — interest arbitration award page,Greece,NY,Northeast,safety_and_non_safety_bargaining_units,Police (uniformed patrolmen) — public safety,Uniformed Patrolmen's Association of the Greece Police Department,Interest arbitration award (covers period commencing 1/1/1998 through 12/31/2000 per the award on the page),1998-01-01,2000-12-31,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,"Same municipality match (Town of Greece, NY).",Does NOT overlap expected 2014-2024 window (appears to be 1998-2000).,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,Greece,NY,Northeast,safety_and_non_safety_bargaining_units,cba_or_arbitration_award_or_factfinding_or_impasse_record,Interest arbitration award (covers period commencing 1/1/1998 through 12/31/2000 per the award on the page),head_http_200,2026-07-27T12:57:22Z,verified_source_lead_not_downloaded,RS556-9090b024c3d1595ce45e,weak_or_needs_review,not_downloaded,403,text/html,,,,,,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,2026-07-27T14:40:08Z,"get_http_403; attempts=1; elapsed_seconds=0.126; bytes only retained for accepted source files; no PDF page parsing, text extraction, or OCR.",weak_or_needs_review,true
TS4L-e62cc82dec70a505f9fe,lane_2,tier_c,verification_ready_medium,118,memo_gap_strike_or_no_strike_constraint|south_or_northeast_gap|non_cba_or_special_source_signal|same_city_counterpart_value|cycle_metadata_value,https://perb.ny.gov/system/files/documents/2024/05/m2014-125.pdf,PERB Fact Finder Report: Impasse between Town of Mount Pleasant (Westchester County) and International Brotherhood of Teamsters Local 456 (Mt. Pleasant Highway Dept.) (m2014-125),Mount Pleasant,NY,Northeast,safety_and_non_safety_bargaining_units,Police (PBA) + Highway/DPW (Teamsters Local 456) + CSEA non-safety units (White Collar/Blue Collar) referenced in same impasse record,Mount Pleasant Police Welfare and Benevolent Association (PBA) and CSEA units are referenced; impasse is between Town and Teamsters Local 456 (Highway Dept.),"Successor negotiations for CBA expired on December 31, 2010 and continued in effect; Declaration of Impasse filed August 21, 2014; fact-finding appointed April 27, 2016",2011-01-01,2016-12-31,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,same_municipality_match,overlaps_expected_window_(2014-2024),verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,Mount Pleasant,NY,Northeast,safety_and_non_safety_bargaining_units,cba_or_arbitration_award_or_factfinding_or_impasse_record,"Successor negotiations for CBA expired on December 31, 2010 and continued in effect; Declaration of Impasse filed August 21, 2014; fact-finding appointed April 27, 2016",head_http_200,2026-07-27T12:57:03Z,verified_source_lead_not_downloaded,RS556-06ee2655024b1218d190,weak_or_needs_review,not_downloaded,403,text/html,,,,,,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,2026-07-27T14:40:10Z,"get_http_403; attempts=1; elapsed_seconds=0.112; bytes only retained for accepted source files; no PDF page parsing, text extraction, or OCR.",weak_or_needs_review,true
TS4L-f8f0676caa2dda38919a,lane_2,tier_c,verification_ready_medium,113,memo_gap_strike_or_no_strike_constraint|south_or_northeast_gap|non_cba_or_special_source_signal|same_city_counterpart_value|cycle_metadata_value,https://perb.ny.gov/fact-finding-reports?f%5B0%5D=filter_term%3A476&page=1,"PERB Fact-Finding Reports (filtered listing) containing the entry for Town of Mt. Pleasant, Westchester County / International Brotherhood of Teamsters Local 456 (Mt. Pleasant)",Mount Pleasant,NY,Northeast,safety_and_non_safety_bargaining_units,Police and non-safety bargaining units included in the Mount Pleasant impasse matter context (via referenced underlying PERB fact-finding record),"Town of Mt. Pleasant, Westchester County and International Brotherhood of Teamsters Local 456 (Mt. Pleasant)",Impose-process listing page; underlying record includes Declaration of Impasse in 2014 and fact-finding within the 2016 period,2014-01-01,2016-12-31,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,same_municipality_match,overlaps_expected_window_(2014-2024),verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,Mount Pleasant,NY,Northeast,safety_and_non_safety_bargaining_units,cba_or_arbitration_award_or_factfinding_or_impasse_record,Impose-process listing page; underlying record includes Declaration of Impasse in 2014 and fact-finding within the 2016 period,head_http_200,2026-07-27T12:57:06Z,verified_source_lead_not_downloaded,RS556-9bdda7325772f3f6e787,weak_or_needs_review,not_downloaded,403,text/html,,,,,,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,2026-07-27T14:40:11Z,"get_http_403; attempts=1; elapsed_seconds=0.100; bytes only retained for accepted source files; no PDF page parsing, text extraction, or OCR.",weak_or_needs_review,true
TS4L-fd34424f1896c25e6560,lane_2,tier_c,verification_ready_low,101,memo_gap_strike_or_no_strike_constraint|south_or_northeast_gap|non_cba_or_special_source_signal|cycle_metadata_value,https://www.perb.ny.gov/system/files/documents/2025/05/5-14-2025-minutes.pdf,"PERB Minutes (May 14, 2025) — Agenda/minutes listing “E-2676 – Town of Salina & Teamsters Local 317”",Salina,NY,Northeast,safety_and_non_safety_bargaining_units,public sector employer / bargaining unit listing (specific unit type not specified in snippet),Teamsters Local 317 (referenced with Town of Salina as “E-2676”),Not stated in snippet; document dated 2025-05-14 (case identifier E-2676 referenced),,,cba_or_arbitration_award_or_factfinding_or_impasse_record (lead via PERB case identifier listing; not an award text itself),strike_or_no_strike_constraint,"City/Town match: Town of Salina, NY (Onondaga County context implied by “Town of Salina” references)",Unknown (case identifier only; no explicit 2014–2024 cycle dates in snippet),verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,Salina,NY,Northeast,safety_and_non_safety_bargaining_units,cba_or_arbitration_award_or_factfinding_or_impasse_record (lead via PERB case identifier listing; not an award text itself),Not stated in snippet; document dated 2025-05-14 (case identifier E-2676 referenced),head_http_200,2026-07-27T12:57:29Z,verified_source_lead_not_downloaded,RS556-3cf46efc7006b6137eee,weak_or_needs_review,not_downloaded,403,text/html,,,,,,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,2026-07-27T14:40:11Z,"get_http_403; attempts=1; elapsed_seconds=0.139; bytes only retained for accepted source files; no PDF page parsing, text extraction, or OCR.",weak_or_needs_review,true
TS4L-ff963e9c8d7128517fa9,lane_2,tier_c,verification_ready_low,101,memo_gap_strike_or_no_strike_constraint|south_or_northeast_gap|non_cba_or_special_source_signal|cycle_metadata_value,https://cranberrybusinesshub.org/CivicAlerts.asp?AID=2581&ARC=5053,Cranberry Township CivicEngage notice — Board ratifies new three-year collective bargaining agreement with the Cranberry Township Police Association (dated April 2014),Cranberry,PA,Northeast,safety_and_non_safety_bargaining_units,safety (police),Cranberry Township Police Association,three-year collective bargaining agreement (ratification announced April 2014; successor period not explicitly confirmed in snippet),2014-01-01,2016-12-31,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,Cranberry Township (matches Cranberry municipality context),Overlaps target window (2014-2024) as a CBA lead starting in/around 2014,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,Cranberry,PA,Northeast,safety_and_non_safety_bargaining_units,cba_or_arbitration_award_or_factfinding_or_impasse_record,three-year collective bargaining agreement (ratification announced April 2014; successor period not explicitly confirmed in snippet),head_http_200,2026-07-27T12:57:29Z,verified_source_lead_not_downloaded,RS556-b1285b85ce9aad129155,unavailable_on_get,not_downloaded,404,text/html,,,,,,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,2026-07-27T14:40:11Z,"get_http_404; attempts=1; elapsed_seconds=0.542; bytes only retained for accepted source files; no PDF page parsing, text extraction, or OCR.",unavailable_on_get,true
TS4L-02f6d60be99bd3cb0b9f,lane_3,tier_c,verification_ready_low,142,memo_gap_fiscal_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|south_or_northeast_gap|non_cba_or_special_source_signal|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,https://www.scarboroughmaine.org/departments/human-resources/employee-benefits-personnel-policies,"Employee Benefits & Personnel Policies - Scarborough, Town of (Collective Bargaining Agreements list)",Scarborough,ME,Northeast,non_safety_municipal_units,Public Works / municipal non-safety employees (bargaining-unit related),Scarborough Public Works Teamsters Union Local #340,2014-2024 target window,,,cba_or_budget_pay_plan_with_explicit_compensation_mechanism,fiscal_constraint_signal,"Same municipality (Scarborough, ME) indicated by source context",Potentially overlapping (agreements cover multiple years; specific cycle not shown on this listing page),verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,Scarborough,ME,Northeast,non_safety_municipal_units,cba_or_budget_pay_plan_with_explicit_compensation_mechanism,2014-2024 target window,head_http_200,2026-07-27T12:59:20Z,verified_source_lead_not_downloaded,RS556-26ab644bfdec4e047400,weak_or_needs_review,not_downloaded,200,text/html,,88331,,,,not_extracted,not_rated,not_ingested,not_codified,not_causal_evidence,false,2026-07-27T14:40:19Z,"embedded_secret_pattern_excluded_from_retention; attempts=1; elapsed_seconds=8.039; bytes only retained for accepted source files; no PDF page parsing, text extraction, or OCR.",weak_or_needs_review,true
