state,municipality,geography_type
NC,River Bend,municipality
NC,Roanoke Rapids,municipality
NC,Robbins,municipality
NC,Robbinsville,municipality
NC,Robersonville,municipality
NC,Rockingham,municipality
NC,Rolesville,municipality
NC,Ruth,municipality
NC,Rutherford College,municipality
NC,Rutherfordton,municipality
NC,Salisbury,municipality
NC,Seaboard,municipality
NC,Seagrove,municipality
NC,Selma,municipality
NC,Shallotte,municipality
NC,Shelby,municipality
NC,Siler City,municipality
NC,Smithfield,municipality
NC,Southern Pines,municipality
NC,Southern Shores,municipality
NC,Spencer,municipality
NC,Spring Hope,municipality
NC,Spring Lake,municipality
NC,St. James,municipality
NC,Stallings,municipality
NC,Stanfield,municipality
NC,Statesville,municipality
NC,Stedman,municipality
NC,Stem,municipality
NC,Stoneville,municipality
NC,Sunset Beach,municipality
NC,Swansboro,municipality
NC,Teachey,municipality
NC,Thomasville,municipality
NC,Tobaccoville,municipality
NC,Tryon,municipality
NC,Unionville,municipality
NC,Valdese,municipality
NC,Vanceboro,municipality
NC,Vass,municipality
NC,Wade,municipality
NC,Wadesboro,municipality
NC,Washington,municipality
NC,Washington Park,municipality
NC,Waxhaw,municipality
NC,Waynesville,municipality
NC,Weaverville,municipality
NC,Weddington,municipality
NC,Whispering Pines,municipality
NC,White Lake,municipality
NC,Whiteville,municipality
NC,Whitsett,municipality
NC,Williamston,municipality
NC,Winfall,municipality
NC,Winterville,municipality
NC,Woodfin,municipality
NC,Yadkinville,municipality
NC,Yanceyville,municipality
ND,Alexander,municipality
ND,Alexandria,municipality
ND,Apple Creek,municipality
ND,Argusville,municipality
ND,Arnegard,municipality
ND,Beach,municipality
ND,Berthold,municipality
ND,Beulah,municipality
ND,Bottineau,municipality
ND,Buffalo,municipality
ND,Burlington,municipality
ND,Buxton,municipality
ND,Cando,municipality
ND,Canton City (Hensel),municipality
ND,Carrington,municipality
ND,Cathay,municipality
ND,Center,municipality
ND,Columbus,municipality
ND,Cooperstown,municipality
ND,Davenport,municipality
ND,Deering,municipality
ND,Des Lacs,municipality
ND,Drake,municipality
ND,Drayton,municipality
ND,Edmore,municipality
ND,Elgin,municipality
ND,Ellendale,municipality
ND,Emerado,municipality
ND,Epping,municipality
ND,Fairmount,municipality
ND,Fingal,municipality
ND,Finley,municipality
ND,Forman,municipality
ND,Fort Ransom,municipality
ND,Frontier,municipality
ND,Galesburg,municipality
ND,Gilby,municipality
ND,Glen Ullin,municipality
ND,Golva,municipality
ND,Goodrich,municipality
ND,Gwinner,municipality
ND,Hague,municipality
ND,Halliday,municipality
ND,Hamlin,municipality
ND,Harvey,municipality
ND,Hatton,municipality
ND,Hazen,municipality
ND,Hebron,municipality
ND,Hurdsfield,municipality
ND,Kenmare,municipality
ND,Killdeer,municipality
ND,Kindred,municipality
ND,La Moure,municipality
ND,Lakota,municipality
ND,Langdon,municipality
ND,Lansford,municipality
ND,Leeds,municipality
ND,Lignite,municipality
ND,Linton,municipality
ND,Maddock,municipality
ND,Makoti,municipality
ND,Mandan,municipality
ND,Marmarth,municipality
ND,Max,municipality
ND,Mayville,municipality
ND,McVille,municipality
ND,Michigan,municipality
ND,Michigan City,municipality
ND,Milnor,municipality
ND,Minnewaukan,municipality
ND,Minto,municipality
ND,Mohall,municipality
ND,Munich,municipality
ND,New England,municipality
ND,New Rockford,municipality
ND,New Salem,municipality
ND,Newburg,municipality
ND,Park River,municipality
ND,Pembina,municipality
ND,Plaza,municipality
ND,Portal,municipality
ND,Powers Lake,municipality
ND,Reile's Acres,municipality
ND,Richardton,municipality
ND,Rolla,municipality
ND,Rutland,municipality
ND,Selfridge,municipality
ND,Sentinel Butte,municipality
ND,Souris,municipality
ND,Spring Lake,municipality
ND,St. Thomas,municipality
ND,Stanley,municipality
ND,Surrey,municipality
ND,Tioga,municipality
ND,Turtle Lake,municipality
ND,Velva,municipality
ND,Walhalla,municipality
ND,Washburn,municipality
ND,Watford City,municipality
ND,West Hope,municipality
ND,Westhope,municipality
ND,Wild Rose,municipality
ND,Wildrose,municipality
ND,Wilton,municipality
ND,Woodworth,municipality
ND,Wyndmere,municipality
ND,Zap,municipality
NE,Ainsworth,municipality
NE,Albion,municipality
NE,Alma,municipality
NE,Arapahoe,municipality
NE,Arcadia,municipality
NE,Arnold,municipality
NE,Atkinson,municipality
NE,Auburn,municipality
NE,Aurora,municipality
NE,Avoca,municipality
NE,Bayard,municipality
NE,Beaver Crossing,municipality
NE,Benkelman,municipality
NE,Bennet,municipality
NE,Bennington,municipality
NE,Bertrand,municipality
NE,Bradshaw,municipality
NE,Broken Bow,municipality
NE,Brownville,municipality
NE,Brule,municipality
NE,Cambridge,municipality
NE,Campbell,municipality
NE,Ceresco,municipality
NE,Clatonia,municipality
NE,Clearwater,municipality
NE,Cortland,municipality
NE,Creighton,municipality
NE,Crete,municipality
NE,Dalton,municipality
NE,David City,municipality
NE,De Witt,municipality
NE,Deshler,municipality
NE,Dorchester,municipality
NE,Duncan,municipality
NE,Eagle,municipality
NE,Elm Creek,municipality
NE,Elmwood,municipality
NE,Emerson,municipality
NE,Ewing,municipality
NE,Fairbury,municipality
NE,Falls City,municipality
NE,Firth,municipality
NE,Fort Calhoun,municipality
NE,Fremont,municipality
NE,Geneva,municipality
NE,Giltner,municipality
NE,Glenvil,municipality
NE,Goehner,municipality
NE,Gordon,municipality
NE,Gothenburg,municipality
NE,Grant,municipality
NE,Greenwood,municipality
NE,Gretna,municipality
NE,Gurley,municipality
NE,Haigler,municipality
NE,Hallam,municipality
NE,Hemingford,municipality
NE,Holdrege,municipality
NE,Hoskins,municipality
NE,Juniata,municipality
NE,Kenesaw,municipality
NE,Lexington,municipality
NE,Lodgepole,municipality
NE,Long Pine,municipality
NE,Malcolm,municipality
NE,Manley,municipality
NE,Mead,municipality
NE,Milford,municipality
NE,Minatare,municipality
NE,Minden,municipality
NE,Morrill,municipality
NE,Mullen,municipality
NE,Murray,municipality
NE,Nehawka,municipality
NE,Neligh,municipality
NE,North Bend,municipality
NE,North Platte,municipality
NE,Oakdale,municipality
NE,Oconto,municipality
NE,Ogallala,municipality
NE,Omaha,municipality
NE,Oshkosh,municipality
NE,Osmond,municipality
NE,Oxford,municipality
NE,Page,municipality
NE,Panama,municipality
NE,Pender,municipality
NE,Pierce,municipality
NE,Plainview,municipality
NE,Plattsmouth,municipality
NE,Ponca,municipality
NE,Primrose,municipality
NE,Randolph,municipality
NE,Raymond,municipality
NE,Roseland,municipality
NE,Shelton,municipality
NE,Shickley,municipality
NE,Sidney,municipality
NE,Spalding,municipality
NE,St. Edward,municipality
NE,Stromsburg,municipality
NE,Sutherland,municipality
NE,Sutton,municipality
NE,Syracuse,municipality
NE,Tecumseh,municipality
NE,Tilden,municipality
NE,Unadilla,municipality
NE,Union,municipality
NE,Utica,municipality
NE,Valley,municipality
NE,Valparaiso,municipality
NE,Wallace,municipality
NE,Walthill,municipality
NE,Wauneta,municipality
NE,Wayne,municipality
NE,Weeping Water,municipality
NE,Wilber,municipality
NE,Wilcox,municipality
NE,Winside,municipality
NE,Wymore,municipality
NH,Acworth,municipality
NH,Alexandria,municipality
NH,Allenstown,municipality
NH,Alstead,municipality
NH,Amherst,municipality
NH,Barrington,municipality
NH,Belmont,municipality
NH,Bennington,municipality
NH,Boscawen,municipality
NH,Brentwood,municipality
NH,Bridgewater,municipality
NH,Bristol,municipality
NH,Canterbury,municipality
NH,Colebrook,municipality
NH,Conway,municipality
NH,Croydon,municipality
NH,Danville,municipality
NH,Derry,municipality
NH,Dummer,municipality
NH,Durham,municipality
NH,Eaton,municipality
NH,Exeter,municipality
NH,Farmington,municipality
NH,Fremont,municipality
NH,Goffstown,municipality
NH,Goshen,municipality
NH,Grantham,municipality
NH,Greenland,municipality
NH,Hampton,municipality
NH,Hampton Falls,municipality
NH,Hanover,municipality
NH,Hart's Location,municipality
NH,Hebron,municipality
NH,Hill,municipality
NH,Hillsborough,municipality
NH,Hooksett,municipality
NH,Hudson,municipality
NH,Jackson,municipality
NH,Jaffrey,municipality
NH,Kensington,municipality
NH,Lempster,municipality
NH,Littleton,municipality
NH,Lyme,municipality
NH,Madison,municipality
NH,Meredith,municipality
NH,Merrimack,municipality
NH,Monroe,municipality
NH,New London,municipality
NH,Newington,municipality
NH,Newton,municipality
NH,North Hampton,municipality
NH,Northfield,municipality
NH,Northwood,municipality
NH,Nottingham,municipality
NH,Ossipee,municipality
NH,Plymouth,municipality
NH,Rindge,municipality
NH,Rye,municipality
NH,Sanbornton,municipality
NH,Seabrook,municipality
NH,Shelburne,municipality
NH,Stark,municipality
NH,Strafford,municipality
NH,Surry,municipality
NH,Tamworth,municipality
NH,Tilton,municipality
NH,Troy,municipality
NH,Warner,municipality
NH,Weare,municipality
NH,Whitefield,municipality
NH,Windham,municipality
NH,Wolfeboro,municipality
NJ,Absecon,municipality
NJ,Alexandria,municipality
NJ,Allamuchy,municipality
NJ,Allendale,municipality
NJ,Allentown,municipality
NJ,Alpine,municipality
NJ,Andover,municipality
NJ,Audubon,municipality
NJ,Audubon Park,municipality
NJ,Avon-by-the-Sea,municipality
NJ,Barnegat,municipality
NJ,Barnegat Light,municipality
NJ,Barrington,municipality
NJ,Bass River,municipality
NJ,Bedminster,municipality
NJ,Belleville,municipality
NJ,Bellmawr,municipality
NJ,Berkeley,municipality
NJ,Berkeley Heights,municipality
NJ,Berlin,municipality
NJ,Bernards,municipality
NJ,Bernardsville,municipality
NJ,Bethlehem,municipality
NJ,Bloomfield,municipality
NJ,Bogota,municipality
NJ,Bound Brook,municipality
NJ,Bradley Beach,municipality
NJ,Branchville,municipality
NJ,Bridgewater,municipality
NJ,Brooklawn,municipality
NJ,Butler,municipality
NJ,Byram,municipality
NJ,Cape May,municipality
NJ,Carlstadt,municipality
NJ,Chatham,municipality
NJ,Chesilhurst,municipality
NJ,Cinnaminson,municipality
NJ,City of Orange,municipality
NJ,Clark,municipality
NJ,Clementon,municipality
NJ,Clinton,municipality
NJ,Colts Neck,municipality
NJ,Cresskill,municipality
NJ,Delanco,municipality
NJ,Delaware,municipality
NJ,Delran,municipality
NJ,Demarest,municipality
NJ,Dennis,municipality
NJ,Denville,municipality
NJ,Deptford,municipality
NJ,Downe,municipality
NJ,Dunellen,municipality
NJ,East Hanover,municipality
NJ,East Newark,municipality
NJ,East Orange,municipality
NJ,East Windsor,municipality
NJ,Edgewater Park,municipality
NJ,Edison,municipality
NJ,Egg Harbor,municipality
NJ,Elk,municipality
NJ,Emerson,municipality
NJ,Essex Fells,municipality
NJ,Evesham,municipality
NJ,Fairview,municipality
NJ,Farmingdale,municipality
NJ,Flemington,municipality
NJ,Florence,municipality
NJ,Folsom,municipality
NJ,Frankford,municipality
NJ,Franklin,municipality
NJ,Franklin Lakes,municipality
NJ,Freehold,municipality
NJ,Frenchtown,municipality
NJ,Galloway,municipality
NJ,Garwood,municipality
NJ,Gibbsboro,municipality
NJ,Glassboro,municipality
NJ,Glen Ridge,municipality
NJ,Glen Rock,municipality
NJ,Gloucester,municipality
NJ,Green,municipality
NJ,Greenwich,municipality
NJ,Guttenberg,municipality
NJ,Hackettstown,municipality
NJ,Haddon,municipality
NJ,Haddonfield,municipality
NJ,Haledon,municipality
NJ,Hamburg,municipality
NJ,Hamilton,municipality
NJ,Hampton,municipality
NJ,Hanover,municipality
NJ,Harding,municipality
NJ,Hardyston,municipality
NJ,Harmony,municipality
NJ,Harrington Park,municipality
NJ,Harrison,municipality
NJ,Harvey Cedars,municipality
NJ,Haworth,municipality
NJ,Helmetta,municipality
NJ,High Bridge,municipality
NJ,Hightstown,municipality
NJ,Hillsdale,municipality
NJ,Holland,municipality
NJ,Holmdel,municipality
NJ,Hopewell,municipality
NJ,Irvington,municipality
NJ,Island Heights,municipality
NJ,Jackson,municipality
NJ,Jamesburg,municipality
NJ,Jefferson,municipality
NJ,Keansburg,municipality
NJ,Kingwood,municipality
NJ,Kinnelon,municipality
NJ,Knowlton,municipality
NJ,Lakewood,municipality
NJ,Lambertville,municipality
NJ,Lavallette,municipality
NJ,Lawrence,municipality
NJ,Lebanon,municipality
NJ,Leonia,municipality
NJ,Liberty,municipality
NJ,Lincoln Park,municipality
NJ,Little Egg Harbor,municipality
NJ,Little Falls,municipality
NJ,Little Silver,municipality
NJ,Livingston,municipality
NJ,Lodi,municipality
NJ,Long Beach,municipality
NJ,Long Branch,municipality
NJ,Long Hill,municipality
NJ,Longport,municipality
NJ,Lower,municipality
NJ,Lumberton,municipality
NJ,Lyndhurst,municipality
NJ,Manalapan,municipality
NJ,Manchester,municipality
NJ,Mansfield,municipality
NJ,Maple Shade,municipality
NJ,Maplewood,municipality
NJ,Margate City,municipality
NJ,Marlboro,municipality
NJ,Matawan,municipality
NJ,Maywood,municipality
NJ,Medford,municipality
NJ,Mendham,municipality
NJ,Merchantville,municipality
NJ,Middle,municipality
NJ,Middletown,municipality
NJ,Millburn,municipality
NJ,Millstone,municipality
NJ,Monmouth Beach,municipality
NJ,Monroe,municipality
NJ,Montclair,municipality
NJ,Montgomery,municipality
NJ,Montvale,municipality
NJ,Moorestown,municipality
NJ,Morris,municipality
NJ,Morris Plains,municipality
NJ,Mount Arlington,municipality
NJ,Mount Laurel,municipality
NJ,Mount Olive,municipality
NJ,Mountain Lakes,municipality
NJ,Mountainside,municipality
NJ,Mullica,municipality
NJ,New Hanover,municipality
NJ,New Providence,municipality
NJ,Newark,municipality
NJ,Newton,municipality
NJ,North Bergen,municipality
NJ,North Brunswick,municipality
NJ,North Haledon,municipality
NJ,North Hanover,municipality
NJ,Northfield,municipality
NJ,Northvale,municipality
NJ,Nutley,municipality
NJ,Oakland,municipality
NJ,Oaklyn,municipality
NJ,Ocean,municipality
NJ,Ocean City,municipality
NJ,Oceanport,municipality
NJ,Ogdensburg,municipality
NJ,Old Tappan,municipality
NJ,Oradell,municipality
NJ,Palmyra,municipality
NJ,Park Ridge,municipality
NJ,Parsippany-Troy Hills,municipality
NJ,Paulsboro,municipality
NJ,Peapack and Gladstone,municipality
NJ,Pemberton,municipality
NJ,Pennington,municipality
NJ,Penns Grove,municipality
NJ,Pennsville,municipality
NJ,Pittsgrove,municipality
NJ,Pompton Lakes,municipality
NJ,Princeton,municipality
NJ,Ramsey,municipality
NJ,Randolph,municipality
NJ,Raritan,municipality
NJ,Readington,municipality
NJ,Ridgefield,municipality
NJ,River Edge,municipality
NJ,Riverdale,municipality
NJ,Riverside,municipality
NJ,Riverton,municipality
NJ,Rockaway,municipality
NJ,Roosevelt,municipality
NJ,Roxbury,municipality
NJ,Runnemede,municipality
NJ,Saddle Brook,municipality
NJ,Saddle River,municipality
NJ,Salem,municipality
NJ,Scotch Plains,municipality
NJ,Sea Bright,municipality
NJ,Sea Girt,municipality
NJ,Sea Isle City,municipality
NJ,Shamong,municipality
NJ,Shiloh,municipality
NJ,Shrewsbury,municipality
NJ,Somerdale,municipality
NJ,Somers Point,municipality
NJ,South Amboy,municipality
NJ,South Brunswick,municipality
NJ,South Hackensack,municipality
NJ,South Orange Village,municipality
NJ,Spring Lake,municipality
NJ,Spring Lake Heights,municipality
NJ,Stanhope,municipality
NJ,Stillwater,municipality
NJ,Stone Harbor,municipality
NJ,Stow Creek,municipality
NJ,Stratford,municipality
NJ,Surf City,municipality
NJ,Teaneck,municipality
NJ,Tewksbury,municipality
NJ,Toms River,municipality
NJ,Totowa,municipality
NJ,Trenton,municipality
NJ,Union Beach,municipality
NJ,Upper,municipality
NJ,Upper Deerfield,municipality
NJ,Upper Pittsgrove,municipality
NJ,Ventnor City,municipality
NJ,Vernon,municipality
NJ,Verona,municipality
NJ,Waldwick,municipality
NJ,Wantage,municipality
NJ,Washington,municipality
NJ,Watchung,municipality
NJ,Wayne,municipality
NJ,West Caldwell,municipality
NJ,West Deptford,municipality
NJ,West Long Branch,municipality
NJ,West Milford,municipality
NJ,West Orange,municipality
NJ,West Windsor,municipality
NJ,Westampton,municipality
NJ,Westville,municipality
NJ,Weymouth,municipality
NJ,Wharton,municipality
NJ,White,municipality
NJ,Wildwood Crest,municipality
NJ,Winfield,municipality
NJ,Wood-Ridge,municipality
NJ,Woodbury,municipality
NJ,Woodcliff Lake,municipality
NJ,Woodstown,municipality
NJ,Woolwich,municipality
NJ,Wyckoff,municipality
NM,Albuquerque,municipality
NM,Angel Fire,municipality
NM,Aztec,municipality
NM,Bayard,municipality
NM,Carrizozo,municipality
NM,Cimarron,municipality
NM,Cloudcroft,municipality
NM,Columbus,municipality
NM,Cuba,municipality
NM,Estancia,municipality
NM,Eunice,municipality
NM,Floyd,municipality
NM,Hatch,municipality
NM,Hobbs,municipality
NM,Hurley,municipality
NM,Jemez Springs,municipality
NM,Kirtland,municipality
NM,Melrose,municipality
NM,Mesilla,municipality
NM,Moriarty,municipality
NM,Mosquero,municipality
NM,Mountainair,municipality
NM,Raton,municipality
NM,Ruidoso Downs,municipality
NM,San Ysidro,municipality
NM,Santa Rosa,municipality
NM,Springer,municipality
NM,Taos Ski Valley,municipality
NM,Tijeras,municipality
NM,Tucumcari,municipality
NM,Tularosa,municipality
NM,Wagon Mound,municipality
NM,Williamsburg,municipality
NV,Caliente,municipality
NV,Carlin,municipality
NV,Carson,municipality
NV,Ely,municipality
NV,Las Vegas,municipality
NV,Lovelock,municipality
NV,Wells,municipality
NV,West Wendover,municipality
NV,Yerington,municipality
NY,Addison,municipality
NY,Airmont,municipality
NY,Akron,municipality
NY,Albany,municipality
NY,Albion,municipality
NY,Alden,municipality
NY,Alfred,municipality
NY,Almond,municipality
NY,Altamont,municipality
NY,Amenia,municipality
NY,Amherst,municipality
NY,Amity,municipality
NY,Amityville,municipality
NY,Amsterdam,municipality
NY,Ancram,municipality
NY,Angola,municipality
NY,Annsville,municipality
NY,Arcade,municipality
NY,Ardsley,municipality
NY,Asharoken,municipality
NY,Athens,municipality
NY,Attica,municipality
NY,Aurelius,municipality
NY,Aurora,municipality
NY,Avoca,municipality
NY,Avon,municipality
NY,Babylon,municipality
NY,Ballston,municipality
NY,Bangor,municipality
NY,Barker,municipality
NY,Barton,municipality
NY,Batavia,municipality
NY,Bedford,municipality
NY,Beekman,municipality
NY,Beekmantown,municipality
NY,Belle Terre,municipality
NY,Bellport,municipality
NY,Belmont,municipality
NY,Bethlehem,municipality
NY,Big Flats,municipality
NY,Binghamton,municipality
NY,Blenheim,municipality
NY,Blooming Grove,municipality
NY,Bolivar,municipality
NY,Boonville,municipality
NY,Briarcliff Manor,municipality
NY,Broadalbin,municipality
NY,Brockport,municipality
NY,Bronxville,municipality
NY,Brookhaven,municipality
NY,Broome,municipality
NY,Brownville,municipality
NY,Brunswick,municipality
NY,Buchanan,municipality
NY,Buffalo,municipality
NY,Caledonia,municipality
NY,Callicoon,municipality
NY,Cambridge,municipality
NY,Camillus,municipality
NY,Campbell,municipality
NY,Canaan,municipality
NY,Canadice,municipality
NY,Canandaigua,municipality
NY,Canastota,municipality
NY,Caneadea,municipality
NY,Carlisle,municipality
NY,Carmel,municipality
NY,Caroga,municipality
NY,Caroline,municipality
NY,Cato,municipality
NY,Cayuga Heights,municipality
NY,Centerville,municipality
NY,Champion,municipality
NY,Charleston,municipality
NY,Charlotte,municipality
NY,Chaumont,municipality
NY,Chazy,municipality
NY,Cheektowaga,municipality
NY,Chenango,municipality
NY,Chester,municipality
NY,Chittenango,municipality
NY,Cicero,municipality
NY,Clarence,municipality
NY,Clarkson,municipality
NY,Clarkstown,municipality
NY,Clay,municipality
NY,Clayton,municipality
NY,Clermont,municipality
NY,Clifton Park,municipality
NY,Cochecton,municipality
NY,Coeymans,municipality
NY,Colchester,municipality
NY,Cold Spring,municipality
NY,Colden,municipality
NY,Colonie,municipality
NY,Columbia,municipality
NY,Conesville,municipality
NY,Conklin,municipality
NY,Cooperstown,municipality
NY,Copake,municipality
NY,Corinth,municipality
NY,Corning,municipality
NY,Cornwall,municipality
NY,Cortlandt,municipality
NY,Coventry,municipality
NY,Covert,municipality
NY,Coxsackie,municipality
NY,Croghan,municipality
NY,Croton-on-Hudson,municipality
NY,Danby,municipality
NY,Dannemora,municipality
NY,Dansville,municipality
NY,Day,municipality
NY,De Witt,municipality
NY,DeRuyter,municipality
NY,Delaware,municipality
NY,Denmark,municipality
NY,Denning,municipality
NY,Diana,municipality
NY,Dobbs Ferry,municipality
NY,Dryden,municipality
NY,Dunkirk,municipality
NY,East Aurora,municipality
NY,East Fishkill,municipality
NY,East Greenbush,municipality
NY,East Hampton,municipality
NY,East Nassau,municipality
NY,East Rochester,municipality
NY,Eastchester,municipality
NY,Ellenville,municipality
NY,Ellicott,municipality
NY,Ellicottville,municipality
NY,Elmira,municipality
NY,Elmira Heights,municipality
NY,Enfield,municipality
NY,Erin,municipality
NY,Erwin,municipality
NY,Esopus,municipality
NY,Evans,municipality
NY,Evans Mills,municipality
NY,Fairport,municipality
NY,Falconer,municipality
NY,Fallsburg,municipality
NY,Farmingdale,municipality
NY,Farmington,municipality
NY,Fayetteville,municipality
NY,Fishkill,municipality
NY,Fleming,municipality
NY,Florida,municipality
NY,Floyd,municipality
NY,Forestburgh,municipality
NY,Fort Ann,municipality
NY,Fort Plain,municipality
NY,Fowler,municipality
NY,Frankfort,municipality
NY,Franklin,municipality
NY,Freeville,municipality
NY,Friendship,municipality
NY,Fulton,municipality
NY,Galway,municipality
NY,Gates,municipality
NY,Geddes,municipality
NY,Genesee,municipality
NY,Geneseo,municipality
NY,Germantown,municipality
NY,Gilboa,municipality
NY,Goshen,municipality
NY,Gowanda,municipality
NY,Grand Island,municipality
NY,Grand View-on-Hudson,municipality
NY,Granville,municipality
NY,Great Neck,municipality
NY,Greece,municipality
NY,Greenburgh,municipality
NY,Greene,municipality
NY,Greenport,municipality
NY,Greig,municipality
NY,Groton,municipality
NY,Guilderland,municipality
NY,Hague,municipality
NY,Halcott,municipality
NY,Halfmoon,municipality
NY,Hamburg,municipality
NY,Hammondsport,municipality
NY,Hampton,municipality
NY,Hancock,municipality
NY,Hanover,municipality
NY,Hardenburgh,municipality
NY,Harrietstown,municipality
NY,Harrison,municipality
NY,Hartsville,municipality
NY,Hastings-on-Hudson,municipality
NY,Haverstraw,municipality
NY,Hector,municipality
NY,Henderson,municipality
NY,Herkimer,municipality
NY,Heuvelton,municipality
NY,Highland,municipality
NY,Hillburn,municipality
NY,Hilton,municipality
NY,Homer,municipality
NY,Hoosick,municipality
NY,Hornell,municipality
NY,Horseheads,municipality
NY,Hudson,municipality
NY,Hudson Falls,municipality
NY,Hume,municipality
NY,Huntington Bay,municipality
NY,Huron,municipality
NY,Hyde Park,municipality
NY,Indian Lake,municipality
NY,Inlet,municipality
NY,Interlaken,municipality
NY,Irondequoit,municipality
NY,Ischua,municipality
NY,Ithaca,municipality
NY,Jamestown,municipality
NY,Jerusalem,municipality
NY,Johnsburg,municipality
NY,Johnstown,municipality
NY,Junius,municipality
NY,Keene,municipality
NY,Kiantone,municipality
NY,Kinderhook,municipality
NY,Kings Point,municipality
NY,Kingsbury,municipality
NY,Kingston,municipality
NY,Kirkland,municipality
NY,Kirkwood,municipality
NY,Knox,municipality
NY,LaGrange,municipality
NY,Lackawanna,municipality
NY,Lake Placid,municipality
NY,Lake Success,municipality
NY,Lakewood,municipality
NY,Lancaster,municipality
NY,Lansing,municipality
NY,Larchmont,municipality
NY,Le Roy,municipality
NY,Lewiston,municipality
NY,Lima,municipality
NY,Lisbon,municipality
NY,Little Falls,municipality
NY,Little Valley,municipality
NY,Liverpool,municipality
NY,Livingston,municipality
NY,Lloyd Harbor,municipality
NY,Locke,municipality
NY,Lockport,municipality
NY,Lodi,municipality
NY,Long Lake,municipality
NY,Lorraine,municipality
NY,Lowville,municipality
NY,Lumberland,municipality
NY,Lyme,municipality
NY,Lyndonville,municipality
NY,Lyons Falls,municipality
NY,Lysander,municipality
NY,Macedon,municipality
NY,Machias,municipality
NY,Malone,municipality
NY,Malta,municipality
NY,Malverne,municipality
NY,Mamaroneck,municipality
NY,Manlius,municipality
NY,Manorhaven,municipality
NY,Marathon,municipality
NY,Marcellus,municipality
NY,Marion,municipality
NY,Massena,municipality
NY,Mayfield,municipality
NY,Medina,municipality
NY,Menands,municipality
NY,Mentz,municipality
NY,Mexico,municipality
NY,Middleburgh,municipality
NY,Middlefield,municipality
NY,Milton,municipality
NY,Minetto,municipality
NY,Minoa,municipality
NY,Monroe,municipality
NY,Monticello,municipality
NY,Montour,municipality
NY,Moreau,municipality
NY,Morristown,municipality
NY,Mount Hope,municipality
NY,Mount Kisco,municipality
NY,Mount Morris,municipality
NY,Muttontown,municipality
NY,Naples,municipality
NY,Nelsonville,municipality
NY,New Baltimore,municipality
NY,New Berlin,municipality
NY,New Bremen,municipality
NY,New Castle,municipality
NY,New Hartford,municipality
NY,New Hyde Park,municipality
NY,New Lebanon,municipality
NY,New Paltz,municipality
NY,New Rochelle,municipality
NY,New Scotland,municipality
NY,New Windsor,municipality
NY,New York Mills,municipality
NY,Newark,municipality
NY,Newburgh,municipality
NY,Newfield,municipality
NY,Newstead,municipality
NY,Niagara,municipality
NY,Niagara Falls,municipality
NY,Nichols,municipality
NY,Niskayuna,municipality
NY,Nissequogue,municipality
NY,Norfolk,municipality
NY,North Castle,municipality
NY,North Elba,municipality
NY,North Greenbush,municipality
NY,North Hempstead,municipality
NY,North Syracuse,municipality
NY,Northumberland,municipality
NY,Norwich,municipality
NY,Norwood,municipality
NY,Nyack,municipality
NY,Ogdensburg,municipality
NY,Ohio,municipality
NY,Old Brookville,municipality
NY,Old Field,municipality
NY,Olean,municipality
NY,Olive,municipality
NY,Oneida,municipality
NY,Onondaga,municipality
NY,Ontario,municipality
NY,Oppenheim,municipality
NY,Orangetown,municipality
NY,Orchard Park,municipality
NY,Oriskany,municipality
NY,Ossining,municipality
NY,Oswego,municipality
NY,Otego,municipality
NY,Otisco,municipality
NY,Otsego,municipality
NY,Owego,municipality
NY,Oyster Bay,municipality
NY,Painted Post,municipality
NY,Parish,municipality
NY,Pawling,municipality
NY,Pelham,municipality
NY,Pelham Manor,municipality
NY,Pembroke,municipality
NY,Pendleton,municipality
NY,Penn Yan,municipality
NY,Perry,municipality
NY,Philipstown,municipality
NY,Pierrepont,municipality
NY,Pine Plains,municipality
NY,Pittsfield,municipality
NY,Pittsford,municipality
NY,Plainfield,municipality
NY,Plandome Heights,municipality
NY,Plattsburgh,municipality
NY,Pleasant Valley,municipality
NY,Pompey,municipality
NY,Port Dickinson,municipality
NY,Port Jefferson,municipality
NY,Port Jervis,municipality
NY,Portland,municipality
NY,Portville,municipality
NY,Potsdam,municipality
NY,Potter,municipality
NY,Prattsville,municipality
NY,Putnam Valley,municipality
NY,Queensbury,municipality
NY,Quogue,municipality
NY,Redfield,municipality
NY,Rensselaer,municipality
NY,Rensselaer Falls,municipality
NY,Rensselaerville,municipality
NY,Ridgeway,municipality
NY,Riga,municipality
NY,Riverhead,municipality
NY,Rockland,municipality
NY,Rome,municipality
NY,Romulus,municipality
NY,Roseboom,municipality
NY,Rosendale,municipality
NY,Rotterdam,municipality
NY,Roxbury,municipality
NY,Rushville,municipality
NY,Rye,municipality
NY,Rye Brook,municipality
NY,Sag Harbor,municipality
NY,Salamanca,municipality
NY,Salina,municipality
NY,Sand Lake,municipality
NY,Sandy Creek,municipality
NY,Saranac,municipality
NY,Saranac Lake,municipality
NY,Saugerties,municipality
NY,Schroeppel,municipality
NY,Schuyler Falls,municipality
NY,Schuylerville,municipality
NY,Scotia,municipality
NY,Sennett,municipality
NY,Shawangunk,municipality
NY,Shelter Island,municipality
NY,Sinclairville,municipality
NY,Skaneateles,municipality
NY,Sloan,municipality
NY,Sloatsburg,municipality
NY,Smithtown,municipality
NY,Solvay,municipality
NY,Somers,municipality
NY,Somerset,municipality
NY,South Glens Falls,municipality
