municipality,state,municipality_id,unit_type,document_title,union_name,employer,contract_years,source_url,source_owner_type,document_type,document_completeness,comparator_role,wrong_employer_risk,context_only_flag,visible_year_evidence,overlap_with_anchor_cycle,duplicate_risk,blocked_or_unreadable_flag,cycle_match_notes,why_relevant,confidence,candidate_stage,needs_verification_reason,scout_stage_status,verification_priority,verification_notes
Oswego,IL,cog_2025_194718,police,2022-2024 Oswego Police Sergeants Contract,Metropolitan Alliance of Police (MAP) - Oswego Police Sergeant Chapter,Village of Oswego,2022-2024,https://www.oswegoil.org/home/showpublisheddocument/5056/637926133631670000,city,cba,full_document,safety_target,possible,no,index_or_snippet_only,no_anchor_supplied,none,no,Only the index label on the Village of Oswego Employee Compensation page was visible for the cycle years; the PDF text was not machine-extractable in this run (no operative year clause text retrieved).,Police CBA source document from the target employer’s public compensation/contracts disclosure page; likely within the 2014-2024 safety cycle window for municipal police wage-setting comparisons.,medium,qualifying_candidate,"Must verify (1) this is the Village of Oswego employer and (2) the agreement is for the correct police sergeants bargaining unit, and (3) operative dates/term language (cover/title/term clause) match 2022-2024 by direct document inspection.",unverified_scout_candidate,medium,"Later coordinated verification must confirm the exact municipal employer and bargaining unit, authoritative provenance, executed/binding and complete-document status, visible operative dates, wage-setting content, duplicate status, and same-city cycle overlap. Do not ingest or use for claims before that gate."
Pekin,IL,cog_2025_162651,police,Agreement Between City of Pekin and Pekin Police Benevolent Labor Committee (PBLC),Policemen's Benevolent Labor Committee (PBLC),City of Pekin,"May 1, 2015 - April 30, 2019",https://www.ci.pekin.il.us/DocumentCenter/View/442/PBLC-May-2015---April-2019-PDF,city,cba,full_document,safety_target,possible,no,cover_or_title,no_anchor_supplied,none,no,"Police CBA term visible on document cover/title and in operative duration clause. Operative term shown as May 1, 2015 through April 30, 2019. No anchor cycle was supplied, so overlap_with_anchor_cycle cannot be computed beyond confirming the 2014-2024 time window participation.","Provides a police-safety CBA with visible 2015-2019 operative dates, usable for constructing 2014-2024 matched comparisons for police wage-setting language/arbitration/grievance procedures.",medium,qualifying_candidate,Scout-stage lead: verify this PDF is for the CITY OF PEKIN employer corresponding to Census government ID 162651 and that the bargaining unit matches Pekin police sworn unit definitions (pay/paid-unit identity).,unverified_scout_candidate,high,"Later coordinated verification must confirm the exact municipal employer and bargaining unit, authoritative provenance, executed/binding and complete-document status, visible operative dates, wage-setting content, duplicate status, and same-city cycle overlap. Do not ingest or use for claims before that gate."
Pekin,IL,cog_2025_162651,police,Agreement Between City of Pekin and Pekin Police Benevolent Labor Committee,Policemen's Benevolent Labor Committee (PBLC),City of Pekin,"May 1, 2023 - April 30, 2026",https://www.ci.pekin.il.us/DocumentCenter/View/449/PBLC-May-2023---April-2026-PDF,city,cba,full_document,safety_target,possible,no,cover_or_title,no_anchor_supplied,none,no,"Police CBA term visible on document cover/title (May 1, 2023 – April 30, 2026). This overlaps the years 2023-2024 within the requested 2014-2024 scout window. No anchor cycle was supplied, so overlap_with_anchor_cycle cannot be computed for matched repair logic.",Provides a later Pekin police CBA with visible dates that can support police-cycle comparisons spanning 2014-2024.,medium,qualifying_candidate,Scout-stage lead: confirm union/employer identification and that the CBA covers the Pekin sworn police bargaining unit referenced by the target employer (Census ID 162651).,unverified_scout_candidate,high,"Later coordinated verification must confirm the exact municipal employer and bargaining unit, authoritative provenance, executed/binding and complete-document status, visible operative dates, wage-setting content, duplicate status, and same-city cycle overlap. Do not ingest or use for claims before that gate."
Pekin,IL,cog_2025_162651,fire,Collective Bargaining Agreement Between the City of Pekin and Pekin Firefighters IAFF Local 524,IAFF Local 524,City of Pekin,"May 1, 2021 - April 30, 2026",https://cms6.revize.com/revize/pekinil/FIRE%20Contract%20Executed%20MAY%201%202021%20-%20APRIL%2030%202026.pdf,city,cba,partial_document,safety_target,possible,no,cover_or_title,no_anchor_supplied,none,no,"Fire CBA cover clearly shows 'MAY 1, 2021 – APRIL 30, 2026'. PDF text extraction was not available via tool 'find', but cover screenshot provides visible operative dates. No anchor cycle was supplied, so overlap_with_anchor_cycle cannot be computed for matched repair logic.",Provides a fire-safety CBA with visible 2021-2024 operative coverage for firefighter wage-setting and impasse/arbitration/grievance provisions.,medium,qualifying_candidate,Scout-stage lead: verify this executed IAFF agreement is for the CITY OF PEKIN employer tied to Census ID 162651 and that the covered firefighters bargaining unit corresponds to Pekin Fire Department employees (paid-unit identity).,unverified_scout_candidate,medium,"Later coordinated verification must confirm the exact municipal employer and bargaining unit, authoritative provenance, executed/binding and complete-document status, visible operative dates, wage-setting content, duplicate status, and same-city cycle overlap. Do not ingest or use for claims before that gate."
Pekin,IL,cog_2025_162651,non_safety,"Articles of Agreement Between City of Pekin, Illinois and Teamsters, Chauffeurs and Helpers Local Union No. 627 (General Employee Unit)","Teamsters, Chauffeurs and Helpers Local Union No. 627 (IBT Local 627)",City of Pekin,unclear,https://www.ci.pekin.il.us/DocumentCenter/View/1010/Teamsters-General-Unit-through-April-30-2028-PDF,city,cba,full_document,ordinary_non_safety_comparator,possible,no,other_operative_text,no_anchor_supplied,none,no,"Document appears to be a General Employee Unit (non-safety/civilian) contract and states 'EFFECTIVE Upon Signing - APRIL 30, 2028'. Operative term years within 2014-2024 cannot be confirmed from visible year evidence for a specific start date (start date is not shown as a specific calendar date in the visible extracted text). Without confirmed 2014-2024 operative start years, matched comparison overlap to 2014-2024 cannot be reliably established.","Potential non-safety/general employee comparator pathway (includes grievance/arbitration and wage schedules) hosted on the Pekin city document center; however, contract years within 2014-2024 are not verifiably visible from the extracted/visible evidence used here.",low,insufficient_candidate,Scout-stage lead: confirm effective/signing date from document pages (not just 'effective upon signing') and confirm the bargaining unit excludes police/fire and corresponds to the intended ordinary general-municipal non-safety comparator for the target employer.,unverified_scout_candidate,medium,"Retain as insufficient unless later evidence establishes a qualifying source. Later coordinated verification must confirm the exact municipal employer and bargaining unit, authoritative provenance, executed/binding and complete-document status, visible operative dates, wage-setting content, duplicate status, and same-city cycle overlap. Do not ingest or use for claims before that gate."
Danville,IL,cog_2025_102859,police,Police PBPA Contract (2015-2018) (RES 2015-87),"Policemen's Benevolent and Protective Association, Unit #11","City of Danville, Illinois",unclear,https://www.cityofdanville.org/DocumentCenter/View/140/Police-PBPA-Contract-2015-2018-Police-PBPA-Contract-RES-2015-87-PDF,city,cba,partial_document,safety_target,possible,no,other_operative_text,no_anchor_supplied,none,no,"Police CBA appears to be dated May 1, 2015, and is labeled on the city contracts page as '2015-2018'. The document text/screenshots captured here show the agreement date (May 1, 2015) but do not provide an end-year/term-expiration date in visible extracted text captured for this run; therefore contract_years is set to unclear per rules.",City-posted municipal police CBA for Danville covering 2014-2024 period (via 2015 start; city page label suggests 2015-2018). Potentially usable as an overlapping safety-cycle comparison anchor within 2014-2024.,medium,qualifying_candidate,Confirm the contract's full term (end date/through date) inside the PDF and verify this corresponds to CITY OF DANVILLE employer (Census government ID 102859) and the police bargaining unit referenced in the target spec.,unverified_scout_candidate,medium,"Later coordinated verification must confirm the exact municipal employer and bargaining unit, authoritative provenance, executed/binding and complete-document status, visible operative dates, wage-setting content, duplicate status, and same-city cycle overlap. Do not ingest or use for claims before that gate."
Danville,IL,cog_2025_102859,fire,Firefighter and Fire Command (2014-2018) (Local 429) (RES 2017-42),Firefighters Local 429 (IAFF) (name not inspectable in this run),"City of Danville, Illinois",unclear,https://www.cityofdanville.org/DocumentCenter/View/786/Firefighter-and-Fire-Command-2014-2018-Firefighter-and-Fire-Command-Local-429-Contract-RES-2017-42-PDF,city,cba,blocked_or_unreadable,safety_target,possible,no,index_or_snippet_only,no_anchor_supplied,none,yes,This PDF could not be fetched/inspected in this run (tool fetch error). The only visible cycle-year evidence available here is the city contracts page labeling '2014-2018'. No cover/title/term dates were verified inside the PDF.,City-listed fire CBA for a 2014-2018 cycle that would likely overlap the requested 2014-2024 safety window if confirmed.,low,insufficient_candidate,"Re-attempt PDF retrieval and extract cover/title and term clause to confirm contract years, union name, and bargaining unit; then verify it is for the target City employer (Census ID 102859) and corresponds to the fire bargaining unit.",unverified_scout_candidate,low,"Resolve blocked/unreadable access without treating the source as dead. Later coordinated verification must confirm the exact municipal employer and bargaining unit, authoritative provenance, executed/binding and complete-document status, visible operative dates, wage-setting content, duplicate status, and same-city cycle overlap. Do not ingest or use for claims before that gate."
Danville,IL,cog_2025_102859,fire,Firefighter and Fire Command (2018-2021) (Local 429) (RES 2017-99),Firefighters Local 429 (IAFF) (name not inspectable in this run),"City of Danville, Illinois",unclear,https://www.cityofdanville.org/DocumentCenter/View/766/Firefighter-and-Fire-Command-2018-2021-Firefighter-and-Fire-Command-Local-429-Contract-RES-2017-99-PDF,city,cba,blocked_or_unreadable,safety_target,possible,no,index_or_snippet_only,no_anchor_supplied,none,yes,This PDF could not be fetched/inspected in this run (tool fetch error). The only visible cycle-year evidence available here is the city contracts page labeling '2018-2021'. No cover/title/term dates were verified inside the PDF.,City-listed fire CBA for a 2018-2021 cycle that would likely overlap the requested 2014-2024 safety window if confirmed.,low,insufficient_candidate,"Re-attempt PDF retrieval and extract cover/title and term clause to confirm contract years, union name, and bargaining unit; then verify it is for the target City employer (Census ID 102859) and corresponds to the fire bargaining unit.",unverified_scout_candidate,low,"Resolve blocked/unreadable access without treating the source as dead. Later coordinated verification must confirm the exact municipal employer and bargaining unit, authoritative provenance, executed/binding and complete-document status, visible operative dates, wage-setting content, duplicate status, and same-city cycle overlap. Do not ingest or use for claims before that gate."
Danville,IL,cog_2025_102859,non_safety,Laborers Local 703 Contract (2021-2024) (Public Works Laborers/Police Mechanic) (Resolution No. 2022-13),Laborers' International Union of North America; Southern and Central Illinois Laborers' District Council; Laborers' Local 703,"City of Danville, Illinois",2021-2024,https://www.cityofdanville.org/DocumentCenter/View/129/Laborers-Local-703-Contract-2021-2024-Laborers-Local-703-Contract-PDF,city,cba,full_document,ordinary_non_safety_comparator,possible,no,cover_or_title,no_anchor_supplied,none,no,"Effective: May 1, 2021 through April 30, 2024 shown on the document cover/intro pages.","A city-posted non-safety municipal collective bargaining agreement with wage-setting provisions, operating within 2014-2024 (2021-2024), useful as the requested non-safety comparator cycle.",medium,qualifying_candidate,Verify the precise bargaining classifications used for 'ordinary general-municipal non-safety' comparator framing and confirm the unit is not intended as safety-only (document indicates Public Works Laborers / Police Mechanic; confirm it is not a sworn safety unit). Also verify target employer identity (Census ID 102859) and unit scope.,unverified_scout_candidate,high,"Later coordinated verification must confirm the exact municipal employer and bargaining unit, authoritative provenance, executed/binding and complete-document status, visible operative dates, wage-setting content, duplicate status, and same-city cycle overlap. Do not ingest or use for claims before that gate."
Danville,IL,cog_2025_102859,non_safety,Clerical Local 703 Contract (2022-2026) (Resolution No. 2022-165),Laborers' International Union of North America; Southern & Central Illinois Laborers' District Council; Laborers' Local 703,"City of Danville, Illinois",2022-2026,https://www.cityofdanville.org/DocumentCenter/View/124/Clerical-Local-703-Contract-2022-2026-Clerical-Local-703-Contract-PDF,city,cba,full_document,ordinary_non_safety_comparator,possible,no,cover_or_title,no_anchor_supplied,none,no,"Effective: May 1, 2022 through April 30, 2026 shown on the document intro/cover text.","Provides non-safety/general wage-setting CBA content within the 2014-2024 window (overlaps starting in 2022), potentially supporting the requested one non-safety comparator.",medium,qualifying_candidate,"Verify 'ordinary general-municipal non-safety' applicability: the clerical bargaining unit explicitly includes police and fire administrative/support roles (e.g., Fire Department administrative assistant, police department administrative secretary). Confirm this still qualifies as non-safety comparator material under the target rules (and does not represent a safety bargaining unit). Also verify target employer identity (Census ID 102859).",unverified_scout_candidate,high,"Later coordinated verification must confirm the exact municipal employer and bargaining unit, authoritative provenance, executed/binding and complete-document status, visible operative dates, wage-setting content, duplicate status, and same-city cycle overlap. Do not ingest or use for claims before that gate."
Danville,IL,cog_2025_102859,unclear,Police Command Contract (2020-2024) (RES 2020-58) / Police Command MOU (Resolution 2022-52),unknown (not inspected in this run),"City of Danville, Illinois",unclear,https://www.cityofdanville.org/261/Bargaining-Unit-Contracts,city,index_page,index_or_landing_page,mechanism_context,possible,yes,index_or_snippet_only,no_anchor_supplied,none,no,"Index/landing page lists police command agreements (including 'Police Command Contract (2020-2024)' and related MOU), but this run did not retrieve the underlying police command documents to verify whether they contain wage-setting impasse/factfinding/arbitration/other impasse mechanism material.",The search target includes police/fire wage-setting mechanisms; police command agreements and MOUs may contain procedural/wage-setting mechanics. This item is only a discovery lead because the mechanism documents were not inspected here.,low,insufficient_candidate,Retrieve the underlying Police Command Contract PDF(s) and inspect for any arbitration/factfinding/impasse or wage-setting mechanism material; confirm that any such mechanism is within 2014-2024 and belongs to the target CITY OF DANVILLE police path (Census ID 102859).,unverified_scout_candidate,low,"Retain as context/locator only unless a binding wage-setting instrument is established later. Later coordinated verification must confirm the exact municipal employer and bargaining unit, authoritative provenance, executed/binding and complete-document status, visible operative dates, wage-setting content, duplicate status, and same-city cycle overlap. Do not ingest or use for claims before that gate."
Urbana,IL,cog_2025_124874,fire,IAFF_2022-2028,"International Association of Fire Fighters (IAFF), Local #1147","CITY OF URBANA, ILLINOIS",2022-2028,https://www.urbanail.gov/media/481,city,cba,full_document,safety_target,none,no,cover_or_title; other_operative_text,no_anchor_supplied,none,no,"Term shown in operative text: ""FOR THE TERM BEGINNING JULY 1, 2022 THROUGH JUNE 30, 2028"" (overlaps 2014-2024 only for the years 2022-2024; exact overlap-with-anchor-cycle cannot be evaluated because no anchor-cycle years were supplied).",Direct City-of-Urbana CBA for uniformed Fire Department personnel (firefighters/fire bargaining unit) with an operative term overlapping 2022-2024.,high,qualifying_candidate,Scout-stage only; confirm CITY OF URBANA Census ID 124874 employer identity and that the bargaining unit corresponds to the requested Urbana fire unit (IAFF Local #1147) before comparator use.,unverified_scout_candidate,high,"Later coordinated verification must confirm the exact municipal employer and bargaining unit, authoritative provenance, executed/binding and complete-document status, visible operative dates, wage-setting content, duplicate status, and same-city cycle overlap. Do not ingest or use for claims before that gate."
Urbana,IL,cog_2025_124874,non_safety,AFSCME 2024-2027,"American Federation of State, County and Municipal Employees (AFSCME), Council 31, Local 1331","CITY OF URBANA, ILLINOIS",2024-2027,https://www.urbanail.gov/media/2366,city,cba,full_document,authoritative_civilian_wage_setting,none,no,cover_or_title; other_operative_text,no_anchor_supplied,none,no,"Operative term shown: ""FOR THE TERMBEGINNING JULY 1, 2024 THROUGH JUNE 30, 2027"". Recognition indicates bargaining unit is non-uniformed permanent full-time non-supervisory employees in the Police Department (does not establish sworn police status).",City-of-Urbana AFSCME CBA with wages/benefits for a non-uniformed police-department bargaining unit; relevant as an ordinary/non-safety comparator if your comparator rules accept police-support civilian units.,medium,qualifying_candidate,"Scout-stage only; confirm the requested 'ordinary general-municipal non-safety' comparator fit (i.e., that the covered classifications are treated as non-safety/civilian for your matched-comparison definition) and validate exact employer identity (CITY OF URBANA, Census ID 124874).",unverified_scout_candidate,high,"Later coordinated verification must confirm the exact municipal employer and bargaining unit, authoritative provenance, executed/binding and complete-document status, visible operative dates, wage-setting content, duplicate status, and same-city cycle overlap. Do not ingest or use for claims before that gate."
Urbana,IL,cog_2025_124874,police,FOP_2023-2026,Fraternal Order of Police (FOP) (document indicates FOP relationship; local name not extractable from parsed text),"CITY OF URBANA, ILLINOIS",unclear,https://www.urbanail.gov/media/476,city,cba,blocked_or_unreadable,safety_target,possible,no,index_or_snippet_only,no_anchor_supplied,none,yes,"PDF could not be text-extracted (0 lines available) and screenshot fetch returned 403 Forbidden; only the landing/filename suggests a police FOP CBA spanning 2023-2026, but contract_years cannot be reliably verified from visible operative text.","Potential City-of-Urbana police CBA under the Fraternal Order of Police for an interval that would overlap 2014-2024 (2023-2024), but cannot be validated yet due to access/extraction limits.",low,insufficient_candidate,"403 Forbidden prevents confirming: (1) sworn police unit identity, (2) union local name, (3) operative term years, and (4) that wage-setting terms are present for the requested Urbana police unit.",unverified_scout_candidate,low,"Resolve blocked/unreadable access without treating the source as dead. Later coordinated verification must confirm the exact municipal employer and bargaining unit, authoritative provenance, executed/binding and complete-document status, visible operative dates, wage-setting content, duplicate status, and same-city cycle overlap. Do not ingest or use for claims before that gate."
Rock Island,IL,cog_2025_162602,police,AN AGREEMENT BETWEEN THE CITY OF ROCK ISLAND AND ILLINOIS FRATERNAL ORDER OF POLICE LABOR COUNCIL (ROCK ISLAND CITY NO. 57-1),Illinois Fraternal Order of Police Labor Council,"City of Rock Island, Illinois",2024-2026,https://www.rigov.org/DocumentCenter/View/758,city,cba,partial_document,safety_target,possible,no,cover_or_title,no_anchor_supplied,none,no,"Cover image shows term ""January 1, 2024 – December 31, 2026"". Text extraction not available (0 lines), but scanned cover/title is visible. No anchor cycle was provided, so overlap tagging is based on cycle-year visibility only.","Target requested police CBA material for City of Rock Island (Census gov ID 162602). Term includes 2024, aligning with the requested 2014-2024 scouting window.",medium,qualifying_candidate,"Must verify the bargaining unit is the City of Rock Island sworn police unit (not a different FOP unit), and confirm the scanned document’s paid unit/scope aligns to the intended police bargaining unit; text not extractable, so wage/terms details require manual inspection.",unverified_scout_candidate,medium,"Later coordinated verification must confirm the exact municipal employer and bargaining unit, authoritative provenance, executed/binding and complete-document status, visible operative dates, wage-setting content, duplicate status, and same-city cycle overlap. Do not ingest or use for claims before that gate."
Rock Island,IL,cog_2025_162602,police,LABOR ARBITRATION OPINION AND AWARD - Interest Arbitration between City of Rock Island and Illinois Fraternal Order of Police Labor Council (Case No. S-MA-04-136),Illinois Fraternal Order of Police Labor Council,City of Rock Island,2004-2007,https://ilrb.illinois.gov/content/dam/soi/en/web/ilrb/arbitration/documents/s-ma-04-136.pdf,state_labor_board,arbitration_award,full_document,mechanism_context,possible,no,duration_clause,no_anchor_supplied,none,no,"Document text states the parties were unable to reach agreement on a collective bargaining contract for the period 2004 through 2007; term evidence appears in the body (""period 2004 through 2007""). This does not overlap 2014-2024 scout years based on visible contract period, but anchor-cycle overlap tagging cannot be performed because no anchor cycle was supplied.",Target requested a public arbitration/factfinding/impasse/wage-setting mechanism document for Rock Island police bargaining.,medium,qualifying_candidate,"Must verify the arbitration award contains wage-setting outcomes relevant to the police bargaining unit (not non-economic findings only), and confirm it is the same City of Rock Island police unit as the intended comparator.",unverified_scout_candidate,high,"Later coordinated verification must confirm the exact municipal employer and bargaining unit, authoritative provenance, executed/binding and complete-document status, visible operative dates, wage-setting content, duplicate status, and same-city cycle overlap. Do not ingest or use for claims before that gate."
Rock Island,IL,cog_2025_162602,fire,"COLLECTIVE BARGAINING AGREEMENT - Rock Island Firefighters Association, IAFF Local 26, AFL-CIO CLC and the City of Rock Island, Illinois","Rock Island Firefighters Association, IAFF Local 26 (AFL-CIO CLC)","City of Rock Island, Illinois",2024-2026,https://www.rigov.org/DocumentCenter/View/759,city,cba,full_document,safety_target,possible,no,cover_or_title,no_anchor_supplied,none,no,"Openable PDF text shows ""EFFECTIVE: 01/01/2024 - 12/31/2026"" in the document header/cover area.",Target requested a fire CBA for City of Rock Island; term includes 2024 and thus overlaps the 2014-2024 scouting window.,high,qualifying_candidate,Must verify the bargaining unit scope (firefighters/IAFF Local 26) matches the intended fire unit for the City of Rock Island (Census gov ID 162602) and confirm wage clauses/appendix are consistent with comparison needs.,unverified_scout_candidate,high,"Later coordinated verification must confirm the exact municipal employer and bargaining unit, authoritative provenance, executed/binding and complete-document status, visible operative dates, wage-setting content, duplicate status, and same-city cycle overlap. Do not ingest or use for claims before that gate."
Rock Island,IL,cog_2025_162602,non_safety,"AN AGREEMENT BETWEEN THE CITY OF ROCK ISLAND AND AMERICAN FEDERATION OF STATE, COUNTY AND MUNICIPAL EMPLOYEES, COUNCIL 31, ARL-CIO, LOCAL #988, CHAPTER A","AFSCME Council 31, Local #988, Chapter A","City of Rock Island and/or the City of Rock Island, IL",2025-2027,https://www.rigov.org/DocumentCenter/View/755,city,cba,partial_document,ordinary_non_safety_comparator,possible,no,cover_or_title,no_anchor_supplied,none,no,"Cover image shows ""January 1, 2025 – December 31, 2027"". This does not overlap 2014-2024 scout years based on visible term years.",Target requested one ordinary general-municipal non-safety CBA for City of Rock Island.,medium,qualifying_candidate,Must verify AFSCME Chapter A bargaining unit is the ordinary municipal (non-safety) bargaining unit (not a special/limited unit) and confirm wage-setting provisions are included and within scope for comparison.,unverified_scout_candidate,medium,"Later coordinated verification must confirm the exact municipal employer and bargaining unit, authoritative provenance, executed/binding and complete-document status, visible operative dates, wage-setting content, duplicate status, and same-city cycle overlap. Do not ingest or use for claims before that gate."
Loves Park,IL,cog_2025_162707,police,Collective Bargaining Agreement Between The City of Loves Park and The Illinois Fraternal Order of Police Labor Council Lodge #187,Illinois Fraternal Order of Police Labor Council Lodge #187,CITY OF LOVES PARK,"May 1, 2019 - April 30, 2023",https://cityoflovespark.com/wp-content/uploads/minutes-agendas-newsletters/CCPackets_2019-04-29.pdf,city,cba,full_document,safety_target,possible,no,cover_or_title,no_anchor_supplied,none,no,"Operative/term text visible: ""MAY 1, 2019 THROUGH APRIL 30, 2023"".",Provides police-sector municipal CBA wage/conditions language and includes an operative arbitration/grievance process section (mechanism material for wage/impasse pathways).,medium,qualifying_candidate,"Scout lead: must verify the bargaining unit (sworn police) is exactly Loves Park Police Department Bargaining Unit for Census government ID 162707, and confirm any arbitration/wage-setting mechanism terms align with the targeted comparison scope.",unverified_scout_candidate,high,"Later coordinated verification must confirm the exact municipal employer and bargaining unit, authoritative provenance, executed/binding and complete-document status, visible operative dates, wage-setting content, duplicate status, and same-city cycle overlap. Do not ingest or use for claims before that gate."
Loves Park,IL,cog_2025_162707,non_safety,"Collective Bargaining Agreement Between The International Union of Operating Engineers, Local 150 Public Employees Division and The City of Loves Park","International Union of Operating Engineers, Local 150 Public Employees Division",CITY OF LOVES PARK,"May 1, 2021 - April 30, 2024 (with retroactive effect referenced to May 1, 2018 for economic items)",https://cityoflovespark.com/wp-content/uploads/minutes-agendas-newsletters/CCPackets_2021-06-07.pdf,city,cba,full_document,ordinary_non_safety_comparator,possible,no,duration_clause,no_anchor_supplied,none,no,"Visible duration evidence in resolution text: ""covering the period between May 1, 2021 until April 30, 2024"". Additional visible agreement header also references May 1, 2018 through April 30, 2021 with retroactivity language; must verify exact unit classification as ordinary/non-safety municipal employees (not a safety bargaining unit).",Provides an ordinary (non-police/non-fire) municipal CBA with visible term dates and includes dispute-resolution/arbitration references suitable for the requested wage-setting/impasse mechanism material (for non-safety comparators).,medium,qualifying_candidate,Scout lead: must verify the bargaining unit is non-safety/ordinary municipal employees (not firefighters or police) and that Loves Park employer is the specific municipal government for Census government ID 162707. Also must confirm mutual cycle overlap with the later supplied anchor cycle once known.,unverified_scout_candidate,high,"Later coordinated verification must confirm the exact municipal employer and bargaining unit, authoritative provenance, executed/binding and complete-document status, visible operative dates, wage-setting content, duplicate status, and same-city cycle overlap. Do not ingest or use for claims before that gate."
Galesburg,IL,cog_2025_162420,police,Public Safety Employees’ Organization (PSEO) Agreement 2024 - 2026,Public Safety Employees’ Organization (PSEO),"City of Galesburg, Illinois",2024-2026,https://cms7files.revize.com/galesburg/Document_Center/Department/Administration/Human%20Resources/Documents/PSEO%20Agreement%202024%20-%202026.pdf,city,cba,full_document,safety_target,possible,no,duration_clause,no_anchor_supplied,none,no,"No anchor-cycle was supplied. This PSEO police CBA includes 2024, which plausibly places it within a 2014-2024 window, but overlap with any specific anchor cycle must be verified later by matching exact years.","Direct, city-hosted police CBA (PSEO) with a visible operative period that includes 2024.",medium,qualifying_candidate,"Must verify the document is for the City of Galesburg (IL) and the correct police bargaining unit/employer identity consistent with Census Government ID 162420, and confirm exact operative dates and wage-setting scope for the matched-comparison repair target.",unverified_scout_candidate,high,"Later coordinated verification must confirm the exact municipal employer and bargaining unit, authoritative provenance, executed/binding and complete-document status, visible operative dates, wage-setting content, duplicate status, and same-city cycle overlap. Do not ingest or use for claims before that gate."
Galesburg,IL,cog_2025_162420,fire,Agreement between City of Galesburg and IAFF Local No. 555 (Amended) - Contract effective 10/16/2023,IAFF Local No. 555 (Galesburg Firefighters’ Association),"City of Galesburg, Illinois",2021-2023 (amended effective 10/16/2023),https://cms7files.revize.com/galesburg/Document_Center/Department/Administration/Human%20Resources/Documents/IAFF%20Contract%20eff%2010162023.pdf,city,cba,full_document,safety_target,possible,no,duration_clause,no_anchor_supplied,none,no,No anchor-cycle was supplied. This IAFF fire agreement text indicates a base term covering 2021-2023 with an amendment effective 10/16/2023; later verification is needed to determine how the amended period maps onto any specific 2014-2024 police/fire anchor cycle.,"Direct, city-hosted firefighter CBA with visible operative years including 2023 (within a 2014-2024 window).",medium,qualifying_candidate,Must verify correct employer/unit identity for Census Government ID 162420 and confirm this is the fire bargaining unit (not a pension or standalone policy) and that wage-setting provisions are present and operative during the needed comparison window.,unverified_scout_candidate,high,"Later coordinated verification must confirm the exact municipal employer and bargaining unit, authoritative provenance, executed/binding and complete-document status, visible operative dates, wage-setting content, duplicate status, and same-city cycle overlap. Do not ingest or use for claims before that gate."
Galesburg,IL,cog_2025_162420,non_safety,Agreement Between City of Galesburg and AFSCME Local 1173 (District Council 31),AFSCME Local 1173 (District Council 31),"City of Galesburg, Illinois",2021-2023,https://cms7files.revize.com/galesburg/Document_Center/Agendas%20and%20Minutes/City%20Council/2021/04192021%20City%20Council%20Packet.pdf,city,cba,partial_document,ordinary_non_safety_comparator,possible,no,duration_clause,no_anchor_supplied,none,no,"No anchor-cycle was supplied. This is a city council packet PDF that embeds the full AFSCME CBA text with a visible index/operative term spanning into December 31, 2023 (within a 2014-2024 window). Later verification is needed to confirm the exact CBA year boundaries relevant to the anchor cycle.",Embedded full AFSCME non-safety CBA text in a public city council packet with visible term ending 12/31/2023.,medium,qualifying_candidate,"Must verify the AFSCME Local 1173 agreement is for ordinary/civilian non-safety municipal employees (not overlapping with police/fire units), and confirm wage-setting provisions and exact term years against the matched-comparison repair requirements.",unverified_scout_candidate,medium,"Later coordinated verification must confirm the exact municipal employer and bargaining unit, authoritative provenance, executed/binding and complete-document status, visible operative dates, wage-setting content, duplicate status, and same-city cycle overlap. Do not ingest or use for claims before that gate."
