pa_batch_id,pa_runner_shard_id,pa_priority_rank,state,municipality,municipality_id,census_gov_id,government_name,government_type,geography_type,population,population_year,county_relationship_count,multi_county_flag,county_context_summary,batching_county_geoid,batching_county_name,already_scouted,scout_positive_status,already_in_corpus,already_in_city_coverage,government_website_available,pa_priority_score,pa_priority_tier,selection_reason,expected_units_to_search,verification_notes,recommended_scout_status
PA-FULL-2026-07-16-B011,PA-FULL-2026-07-16-RUN-041,1021,PA,Wernersville,cog_2025_173820,173820,BOROUGH OF WERNERSVILLE,municipal,place,2770,2023,1,no,Berks County [42011; county; government-units-primary=yes; basis=2020_place_by_county],42011,Berks County,no,not_scouted,no,no,no,33,tier_3_systematic_mid_small,"tier_3_systematic_mid_small (score=33): population band 2,000-4,999; Census political type borough; no official website is recorded in Government Units; shares county context with a previously scouted municipality; shares county context with a scout-positive municipality. Ranked through county-cycling within tier to preserve geographic diversity. These are source-availability/comparability proxies, not evidence that bargaining units or CBAs exist.","police; fire; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library); public Act 111 award, factfinding, or impasse material when available","After scouting, verify exact employer, reachable official/union provenance, 2014-2024 dates, and overlapping safety/non-safety cycles before promotion; scout output remains unverified. No official website is recorded in Government Units, so expect lower source-discovery and verification yield. Small-government inclusion does not prove paid police/fire bargaining units; document a legitimate no-unit result rather than inventing a source.",ready_for_scout
PA-FULL-2026-07-16-B011,PA-FULL-2026-07-16-RUN-041,1022,PA,New Hope,cog_2025_209233,209233,BOROUGH OF NEW HOPE,municipal,place,2631,2023,1,no,Bucks County [42017; county; government-units-primary=yes; basis=2020_place_by_county],42017,Bucks County,no,not_scouted,no,no,yes,33,tier_3_systematic_mid_small,"tier_3_systematic_mid_small (score=33): population band 2,000-4,999; Census political type borough; Government Units record supplies an official website. Ranked through county-cycling within tier to preserve geographic diversity. These are source-availability/comparability proxies, not evidence that bargaining units or CBAs exist.","police; fire; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library); public Act 111 award, factfinding, or impasse material when available","After scouting, verify exact employer, reachable official/union provenance, 2014-2024 dates, and overlapping safety/non-safety cycles before promotion; scout output remains unverified. Small-government inclusion does not prove paid police/fire bargaining units; document a legitimate no-unit result rather than inventing a source.",ready_for_scout
PA-FULL-2026-07-16-B011,PA-FULL-2026-07-16-RUN-041,1023,PA,East Drumore,cog_2025_112214,112214,TOWNSHIP OF EAST DRUMORE,township,county_subdivision,3935,2023,1,no,Lancaster County [42071; county; government-units-primary=yes; basis=2024_county_subdivision_geoid],42071,Lancaster County,no,not_scouted,no,no,no,30,tier_3_systematic_mid_small,"tier_3_systematic_mid_small (score=30): population band 2,000-4,999; Census political type township; no official website is recorded in Government Units; shares county context with a previously scouted municipality; shares county context with a scout-positive municipality. Ranked through county-cycling within tier to preserve geographic diversity. These are source-availability/comparability proxies, not evidence that bargaining units or CBAs exist.","police; fire; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library); public Act 111 award, factfinding, or impasse material when available","After scouting, verify exact employer, reachable official/union provenance, 2014-2024 dates, and overlapping safety/non-safety cycles before promotion; scout output remains unverified. Confirm the township government—not a same-name borough/city, county, school district, or statistical place—is the employer. No official website is recorded in Government Units, so expect lower source-discovery and verification yield. Small-government inclusion does not prove paid police/fire bargaining units; document a legitimate no-unit result rather than inventing a source.",ready_for_scout
PA-FULL-2026-07-16-B011,PA-FULL-2026-07-16-RUN-041,1024,PA,Clinton,cog_2025_112132,112132,TOWNSHIP OF CLINTON,township,county_subdivision,2882,2023,1,no,Butler County [42019; county; government-units-primary=yes; basis=2024_county_subdivision_geoid],42019,Butler County,no,not_scouted,no,no,yes,30,tier_3_systematic_mid_small,"tier_3_systematic_mid_small (score=30): population band 2,000-4,999; Census political type township; Government Units record supplies an official website. Ranked through county-cycling within tier to preserve geographic diversity. These are source-availability/comparability proxies, not evidence that bargaining units or CBAs exist.","police; fire; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library); public Act 111 award, factfinding, or impasse material when available","After scouting, verify exact employer, reachable official/union provenance, 2014-2024 dates, and overlapping safety/non-safety cycles before promotion; scout output remains unverified. Confirm the township government—not a same-name borough/city, county, school district, or statistical place—is the employer. Small-government inclusion does not prove paid police/fire bargaining units; document a legitimate no-unit result rather than inventing a source.",ready_for_scout
PA-FULL-2026-07-16-B011,PA-FULL-2026-07-16-RUN-041,1025,PA,Tyrone,cog_2025_174191,174191,TOWNSHIP OF TYRONE,township,county_subdivision,2313,2023,1,no,Adams County [42001; county; government-units-primary=yes; basis=2024_county_subdivision_geoid],42001,Adams County,no,not_scouted,no,no,yes,30,tier_3_systematic_mid_small,"tier_3_systematic_mid_small (score=30): population band 2,000-4,999; Census political type township; Government Units record supplies an official website. Ranked through county-cycling within tier to preserve geographic diversity. These are source-availability/comparability proxies, not evidence that bargaining units or CBAs exist.","police; fire; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library); public Act 111 award, factfinding, or impasse material when available","After scouting, verify exact employer, reachable official/union provenance, 2014-2024 dates, and overlapping safety/non-safety cycles before promotion; scout output remains unverified. Confirm the township government—not a same-name borough/city, county, school district, or statistical place—is the employer. Small-government inclusion does not prove paid police/fire bargaining units; document a legitimate no-unit result rather than inventing a source.",ready_for_scout
PA-FULL-2026-07-16-B011,PA-FULL-2026-07-16-RUN-042,1026,PA,Greene,cog_2025_112105,112105,TOWNSHIP OF GREENE,township,county_subdivision,2223,2023,1,no,Beaver County [42007; county; government-units-primary=yes; basis=2024_county_subdivision_geoid],42007,Beaver County,no,not_scouted,no,no,yes,30,tier_3_systematic_mid_small,"tier_3_systematic_mid_small (score=30): population band 2,000-4,999; Census political type township; Government Units record supplies an official website. Ranked through county-cycling within tier to preserve geographic diversity. These are source-availability/comparability proxies, not evidence that bargaining units or CBAs exist.","police; fire; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library); public Act 111 award, factfinding, or impasse material when available","After scouting, verify exact employer, reachable official/union provenance, 2014-2024 dates, and overlapping safety/non-safety cycles before promotion; scout output remains unverified. Confirm the township government—not a same-name borough/city, county, school district, or statistical place—is the employer. Small-government inclusion does not prove paid police/fire bargaining units; document a legitimate no-unit result rather than inventing a source.",ready_for_scout
PA-FULL-2026-07-16-B011,PA-FULL-2026-07-16-RUN-042,1027,PA,Lykens,cog_2025_173924,173924,BOROUGH OF LYKENS,municipal,place,1857,2023,1,no,Dauphin County [42043; county; government-units-primary=yes; basis=2020_place_by_county],42043,Dauphin County,no,not_scouted,no,no,no,28,tier_3_systematic_mid_small,"tier_3_systematic_mid_small (score=28): population band under 2,000; Census political type borough; no official website is recorded in Government Units; shares county context with a previously scouted municipality; shares county context with a scout-positive municipality; shares county context with a prior likely-triad scout result. Ranked through county-cycling within tier to preserve geographic diversity. These are source-availability/comparability proxies, not evidence that bargaining units or CBAs exist.","police; fire; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library); public Act 111 award, factfinding, or impasse material when available","After scouting, verify exact employer, reachable official/union provenance, 2014-2024 dates, and overlapping safety/non-safety cycles before promotion; scout output remains unverified. No official website is recorded in Government Units, so expect lower source-discovery and verification yield. Small-government inclusion does not prove paid police/fire bargaining units; document a legitimate no-unit result rather than inventing a source.",ready_for_scout
PA-FULL-2026-07-16-B011,PA-FULL-2026-07-16-RUN-042,1028,PA,Cranesville,cog_2025_173942,173942,BOROUGH OF CRANESVILLE,municipal,place,566,2023,1,no,Erie County [42049; county; government-units-primary=yes; basis=2020_place_by_county],42049,Erie County,no,not_scouted,no,no,no,28,tier_3_systematic_mid_small,"tier_3_systematic_mid_small (score=28): population band under 2,000; Census political type borough; no official website is recorded in Government Units; shares county context with a previously scouted municipality; shares county context with a scout-positive municipality; shares county context with a prior likely-triad scout result. Ranked through county-cycling within tier to preserve geographic diversity. These are source-availability/comparability proxies, not evidence that bargaining units or CBAs exist.","police; fire; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library); public Act 111 award, factfinding, or impasse material when available","After scouting, verify exact employer, reachable official/union provenance, 2014-2024 dates, and overlapping safety/non-safety cycles before promotion; scout output remains unverified. No official website is recorded in Government Units, so expect lower source-discovery and verification yield. Small-government inclusion does not prove paid police/fire bargaining units; document a legitimate no-unit result rather than inventing a source.",ready_for_scout
PA-FULL-2026-07-16-B011,PA-FULL-2026-07-16-RUN-042,1029,PA,Monongahela,cog_2025_193986,193986,CITY OF MONONGAHELA,municipal,place,4087,2023,1,no,Washington County [42125; county; government-units-primary=yes; basis=2020_place_by_county],42125,Washington County,no,not_scouted,no,no,no,25,tier_3_systematic_mid_small,"tier_3_systematic_mid_small (score=25): population band 2,000-4,999; Census political type city; no official website is recorded in Government Units. Ranked through county-cycling within tier to preserve geographic diversity. These are source-availability/comparability proxies, not evidence that bargaining units or CBAs exist.","police; fire; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library); public Act 111 award, factfinding, or impasse material when available","After scouting, verify exact employer, reachable official/union provenance, 2014-2024 dates, and overlapping safety/non-safety cycles before promotion; scout output remains unverified. No official website is recorded in Government Units, so expect lower source-discovery and verification yield. Small-government inclusion does not prove paid police/fire bargaining units; document a legitimate no-unit result rather than inventing a source.",ready_for_scout
PA-FULL-2026-07-16-B011,PA-FULL-2026-07-16-RUN-042,1030,PA,Benton,cog_2025_174518,174518,TOWNSHIP OF BENTON,township,county_subdivision,1726,2023,1,no,Lackawanna County [42069; county; government-units-primary=yes; basis=2024_county_subdivision_geoid],42069,Lackawanna County,no,not_scouted,no,no,no,25,tier_3_systematic_mid_small,"tier_3_systematic_mid_small (score=25): population band under 2,000; Census political type township; no official website is recorded in Government Units; shares county context with a previously scouted municipality; shares county context with a scout-positive municipality; shares county context with a prior likely-triad scout result. Ranked through county-cycling within tier to preserve geographic diversity. These are source-availability/comparability proxies, not evidence that bargaining units or CBAs exist.","police; fire; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library); public Act 111 award, factfinding, or impasse material when available","After scouting, verify exact employer, reachable official/union provenance, 2014-2024 dates, and overlapping safety/non-safety cycles before promotion; scout output remains unverified. Confirm the township government—not a same-name borough/city, county, school district, or statistical place—is the employer. No official website is recorded in Government Units, so expect lower source-discovery and verification yield. Small-government inclusion does not prove paid police/fire bargaining units; document a legitimate no-unit result rather than inventing a source.",ready_for_scout
PA-FULL-2026-07-16-B011,PA-FULL-2026-07-16-RUN-042,1031,PA,Juniata,cog_2025_209311,209311,TOWNSHIP OF JUNIATA,township,county_subdivision,942,2023,1,no,Blair County [42013; county; government-units-primary=yes; basis=2024_county_subdivision_geoid],42013,Blair County,no,not_scouted,no,no,no,25,tier_3_systematic_mid_small,"tier_3_systematic_mid_small (score=25): population band under 2,000; Census political type township; no official website is recorded in Government Units; shares county context with a previously scouted municipality; shares county context with a scout-positive municipality; shares county context with a prior likely-triad scout result. Ranked through county-cycling within tier to preserve geographic diversity. These are source-availability/comparability proxies, not evidence that bargaining units or CBAs exist.","police; fire; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library); public Act 111 award, factfinding, or impasse material when available","After scouting, verify exact employer, reachable official/union provenance, 2014-2024 dates, and overlapping safety/non-safety cycles before promotion; scout output remains unverified. Confirm the township government—not a same-name borough/city, county, school district, or statistical place—is the employer. No official website is recorded in Government Units, so expect lower source-discovery and verification yield. Small-government inclusion does not prove paid police/fire bargaining units; document a legitimate no-unit result rather than inventing a source.",ready_for_scout
PA-FULL-2026-07-16-B011,PA-FULL-2026-07-16-RUN-042,1032,PA,East Coventry,cog_2025_184049,184049,TOWNSHIP OF EAST COVENTRY,township,county_subdivision,7162,2023,1,no,Chester County [42029; county; government-units-primary=yes; basis=2024_county_subdivision_geoid],42029,Chester County,no,not_scouted,no,no,yes,40,tier_3_systematic_mid_small,"tier_3_systematic_mid_small (score=40): population band 5,000-9,999; Census political type township; Government Units record supplies an official website. Ranked through county-cycling within tier to preserve geographic diversity. These are source-availability/comparability proxies, not evidence that bargaining units or CBAs exist.","police; fire; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library); public Act 111 award, factfinding, or impasse material when available","After scouting, verify exact employer, reachable official/union provenance, 2014-2024 dates, and overlapping safety/non-safety cycles before promotion; scout output remains unverified. Confirm the township government—not a same-name borough/city, county, school district, or statistical place—is the employer.",ready_for_scout
PA-FULL-2026-07-16-B011,PA-FULL-2026-07-16-RUN-042,1033,PA,Sewickley Hills,cog_2025_111889,111889,BOROUGH OF SEWICKLEY HILLS,municipal,place,688,2023,1,no,Allegheny County [42003; county; government-units-primary=yes; basis=2020_place_by_county],42003,Allegheny County,no,not_scouted,no,no,yes,38,tier_3_systematic_mid_small,"tier_3_systematic_mid_small (score=38): population band under 2,000; Census political type borough; Government Units record supplies an official website; shares county context with a previously scouted municipality; shares county context with a scout-positive municipality. Ranked through county-cycling within tier to preserve geographic diversity. These are source-availability/comparability proxies, not evidence that bargaining units or CBAs exist.","police; fire; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library); public Act 111 award, factfinding, or impasse material when available","After scouting, verify exact employer, reachable official/union provenance, 2014-2024 dates, and overlapping safety/non-safety cycles before promotion; scout output remains unverified. Small-government inclusion does not prove paid police/fire bargaining units; document a legitimate no-unit result rather than inventing a source.",ready_for_scout
PA-FULL-2026-07-16-B011,PA-FULL-2026-07-16-RUN-042,1034,PA,Paradise,cog_2025_174826,174826,TOWNSHIP OF PARADISE,township,county_subdivision,4016,2023,1,no,York County [42133; county; government-units-primary=yes; basis=2024_county_subdivision_geoid],42133,York County,no,not_scouted,no,no,no,35,tier_3_systematic_mid_small,"tier_3_systematic_mid_small (score=35): population band 2,000-4,999; Census political type township; no official website is recorded in Government Units; shares county context with a previously scouted municipality; shares county context with a scout-positive municipality; shares county context with a prior likely-triad scout result. Ranked through county-cycling within tier to preserve geographic diversity. These are source-availability/comparability proxies, not evidence that bargaining units or CBAs exist.","police; fire; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library); public Act 111 award, factfinding, or impasse material when available","After scouting, verify exact employer, reachable official/union provenance, 2014-2024 dates, and overlapping safety/non-safety cycles before promotion; scout output remains unverified. Confirm the township government—not a same-name borough/city, county, school district, or statistical place—is the employer. No official website is recorded in Government Units, so expect lower source-discovery and verification yield. Small-government inclusion does not prove paid police/fire bargaining units; document a legitimate no-unit result rather than inventing a source.",ready_for_scout
PA-FULL-2026-07-16-B011,PA-FULL-2026-07-16-RUN-042,1035,PA,Wilkes-Barre,cog_2025_174577,174577,TOWNSHIP OF WILKES BARRE,township,county_subdivision,3216,2023,1,no,Luzerne County [42079; county; government-units-primary=yes; basis=2024_county_subdivision_geoid],42079,Luzerne County,no,not_scouted,no,no,no,35,tier_3_systematic_mid_small,"tier_3_systematic_mid_small (score=35): population band 2,000-4,999; Census political type township; no official website is recorded in Government Units; shares county context with a previously scouted municipality; shares county context with a scout-positive municipality; shares county context with a prior likely-triad scout result. Ranked through county-cycling within tier to preserve geographic diversity. These are source-availability/comparability proxies, not evidence that bargaining units or CBAs exist.","police; fire; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library); public Act 111 award, factfinding, or impasse material when available","After scouting, verify exact employer, reachable official/union provenance, 2014-2024 dates, and overlapping safety/non-safety cycles before promotion; scout output remains unverified. Confirm the township government—not a same-name borough/city, county, school district, or statistical place—is the employer. No official website is recorded in Government Units, so expect lower source-discovery and verification yield. Small-government inclusion does not prove paid police/fire bargaining units; document a legitimate no-unit result rather than inventing a source.",ready_for_scout
PA-FULL-2026-07-16-B011,PA-FULL-2026-07-16-RUN-042,1036,PA,Barr,cog_2025_174302,174302,TOWNSHIP OF BARR,township,county_subdivision,2013,2023,1,no,Cambria County [42021; county; government-units-primary=yes; basis=2024_county_subdivision_geoid],42021,Cambria County,no,not_scouted,no,no,no,35,tier_3_systematic_mid_small,"tier_3_systematic_mid_small (score=35): population band 2,000-4,999; Census political type township; no official website is recorded in Government Units; shares county context with a previously scouted municipality; shares county context with a scout-positive municipality; shares county context with a prior likely-triad scout result. Ranked through county-cycling within tier to preserve geographic diversity. These are source-availability/comparability proxies, not evidence that bargaining units or CBAs exist.","police; fire; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library); public Act 111 award, factfinding, or impasse material when available","After scouting, verify exact employer, reachable official/union provenance, 2014-2024 dates, and overlapping safety/non-safety cycles before promotion; scout output remains unverified. Confirm the township government—not a same-name borough/city, county, school district, or statistical place—is the employer. No official website is recorded in Government Units, so expect lower source-discovery and verification yield. Small-government inclusion does not prove paid police/fire bargaining units; document a legitimate no-unit result rather than inventing a source.",ready_for_scout
PA-FULL-2026-07-16-B011,PA-FULL-2026-07-16-RUN-042,1037,PA,Woodward,cog_2025_133829,133829,TOWNSHIP OF WOODWARD,township,county_subdivision,2009,2023,1,no,Lycoming County [42081; county; government-units-primary=yes; basis=2024_county_subdivision_geoid],42081,Lycoming County,no,not_scouted,no,no,no,35,tier_3_systematic_mid_small,"tier_3_systematic_mid_small (score=35): population band 2,000-4,999; Census political type township; no official website is recorded in Government Units; shares county context with a previously scouted municipality; shares county context with a scout-positive municipality; shares county context with a prior likely-triad scout result. Ranked through county-cycling within tier to preserve geographic diversity. These are source-availability/comparability proxies, not evidence that bargaining units or CBAs exist.","police; fire; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library); public Act 111 award, factfinding, or impasse material when available","After scouting, verify exact employer, reachable official/union provenance, 2014-2024 dates, and overlapping safety/non-safety cycles before promotion; scout output remains unverified. Confirm the township government—not a same-name borough/city, county, school district, or statistical place—is the employer. No official website is recorded in Government Units, so expect lower source-discovery and verification yield. Small-government inclusion does not prove paid police/fire bargaining units; document a legitimate no-unit result rather than inventing a source.",ready_for_scout
PA-FULL-2026-07-16-B011,PA-FULL-2026-07-16-RUN-042,1038,PA,Scottdale,cog_2025_187281,187281,BOROUGH OF SCOTTDALE,municipal,place,4337,2023,1,no,Westmoreland County [42129; county; government-units-primary=yes; basis=2020_place_by_county],42129,Westmoreland County,no,not_scouted,no,no,yes,33,tier_3_systematic_mid_small,"tier_3_systematic_mid_small (score=33): population band 2,000-4,999; Census political type borough; Government Units record supplies an official website. Ranked through county-cycling within tier to preserve geographic diversity. These are source-availability/comparability proxies, not evidence that bargaining units or CBAs exist.","police; fire; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library); public Act 111 award, factfinding, or impasse material when available","After scouting, verify exact employer, reachable official/union provenance, 2014-2024 dates, and overlapping safety/non-safety cycles before promotion; scout output remains unverified. Small-government inclusion does not prove paid police/fire bargaining units; document a legitimate no-unit result rather than inventing a source.",ready_for_scout
PA-FULL-2026-07-16-B011,PA-FULL-2026-07-16-RUN-042,1039,PA,Yardley,cog_2025_111916,111916,BOROUGH OF YARDLEY,municipal,place,2582,2023,1,no,Bucks County [42017; county; government-units-primary=yes; basis=2020_place_by_county],42017,Bucks County,no,not_scouted,no,no,yes,33,tier_3_systematic_mid_small,"tier_3_systematic_mid_small (score=33): population band 2,000-4,999; Census political type borough; Government Units record supplies an official website. Ranked through county-cycling within tier to preserve geographic diversity. These are source-availability/comparability proxies, not evidence that bargaining units or CBAs exist.","police; fire; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library); public Act 111 award, factfinding, or impasse material when available","After scouting, verify exact employer, reachable official/union provenance, 2014-2024 dates, and overlapping safety/non-safety cycles before promotion; scout output remains unverified. Small-government inclusion does not prove paid police/fire bargaining units; document a legitimate no-unit result rather than inventing a source.",ready_for_scout
PA-FULL-2026-07-16-B011,PA-FULL-2026-07-16-RUN-042,1040,PA,Bethel,cog_2025_174236,174236,TOWNSHIP OF BETHEL,township,county_subdivision,4095,2023,1,no,Berks County [42011; county; government-units-primary=yes; basis=2024_county_subdivision_geoid],42011,Berks County,no,not_scouted,no,no,no,30,tier_3_systematic_mid_small,"tier_3_systematic_mid_small (score=30): population band 2,000-4,999; Census political type township; no official website is recorded in Government Units; shares county context with a previously scouted municipality; shares county context with a scout-positive municipality. Ranked through county-cycling within tier to preserve geographic diversity. These are source-availability/comparability proxies, not evidence that bargaining units or CBAs exist.","police; fire; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library); public Act 111 award, factfinding, or impasse material when available","After scouting, verify exact employer, reachable official/union provenance, 2014-2024 dates, and overlapping safety/non-safety cycles before promotion; scout output remains unverified. Confirm the township government—not a same-name borough/city, county, school district, or statistical place—is the employer. No official website is recorded in Government Units, so expect lower source-discovery and verification yield. Small-government inclusion does not prove paid police/fire bargaining units; document a legitimate no-unit result rather than inventing a source.",ready_for_scout
PA-FULL-2026-07-16-B011,PA-FULL-2026-07-16-RUN-042,1041,PA,Sadsbury,cog_2025_174539,174539,TOWNSHIP OF SADSBURY,township,county_subdivision,3515,2023,1,no,Lancaster County [42071; county; government-units-primary=yes; basis=2024_county_subdivision_geoid],42071,Lancaster County,no,not_scouted,no,no,no,30,tier_3_systematic_mid_small,"tier_3_systematic_mid_small (score=30): population band 2,000-4,999; Census political type township; no official website is recorded in Government Units; shares county context with a previously scouted municipality; shares county context with a scout-positive municipality. Ranked through county-cycling within tier to preserve geographic diversity. These are source-availability/comparability proxies, not evidence that bargaining units or CBAs exist.","police; fire; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library); public Act 111 award, factfinding, or impasse material when available","After scouting, verify exact employer, reachable official/union provenance, 2014-2024 dates, and overlapping safety/non-safety cycles before promotion; scout output remains unverified. Confirm the township government—not a same-name borough/city, county, school district, or statistical place—is the employer. No official website is recorded in Government Units, so expect lower source-discovery and verification yield. Small-government inclusion does not prove paid police/fire bargaining units; document a legitimate no-unit result rather than inventing a source.",ready_for_scout
PA-FULL-2026-07-16-B011,PA-FULL-2026-07-16-RUN-042,1042,PA,Franklin,cog_2025_112133,112133,TOWNSHIP OF FRANKLIN,township,county_subdivision,2581,2023,1,no,Butler County [42019; county; government-units-primary=yes; basis=2024_county_subdivision_geoid],42019,Butler County,no,not_scouted,no,no,yes,30,tier_3_systematic_mid_small,"tier_3_systematic_mid_small (score=30): population band 2,000-4,999; Census political type township; Government Units record supplies an official website. Ranked through county-cycling within tier to preserve geographic diversity. These are source-availability/comparability proxies, not evidence that bargaining units or CBAs exist.","police; fire; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library); public Act 111 award, factfinding, or impasse material when available","After scouting, verify exact employer, reachable official/union provenance, 2014-2024 dates, and overlapping safety/non-safety cycles before promotion; scout output remains unverified. Confirm the township government—not a same-name borough/city, county, school district, or statistical place—is the employer. Small-government inclusion does not prove paid police/fire bargaining units; document a legitimate no-unit result rather than inventing a source.",ready_for_scout
PA-FULL-2026-07-16-B011,PA-FULL-2026-07-16-RUN-042,1043,PA,Independence,cog_2025_209300,209300,TOWNSHIP OF INDEPENDENCE,township,county_subdivision,2213,2023,1,no,Beaver County [42007; county; government-units-primary=yes; basis=2024_county_subdivision_geoid],42007,Beaver County,no,not_scouted,no,no,yes,30,tier_3_systematic_mid_small,"tier_3_systematic_mid_small (score=30): population band 2,000-4,999; Census political type township; Government Units record supplies an official website. Ranked through county-cycling within tier to preserve geographic diversity. These are source-availability/comparability proxies, not evidence that bargaining units or CBAs exist.","police; fire; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library); public Act 111 award, factfinding, or impasse material when available","After scouting, verify exact employer, reachable official/union provenance, 2014-2024 dates, and overlapping safety/non-safety cycles before promotion; scout output remains unverified. Confirm the township government—not a same-name borough/city, county, school district, or statistical place—is the employer. Small-government inclusion does not prove paid police/fire bargaining units; document a legitimate no-unit result rather than inventing a source.",ready_for_scout
PA-FULL-2026-07-16-B011,PA-FULL-2026-07-16-RUN-042,1044,PA,Elizabethville,cog_2025_111946,111946,BOROUGH OF ELIZABETHVILLE,municipal,place,1340,2023,1,no,Dauphin County [42043; county; government-units-primary=yes; basis=2020_place_by_county],42043,Dauphin County,no,not_scouted,no,no,no,28,tier_3_systematic_mid_small,"tier_3_systematic_mid_small (score=28): population band under 2,000; Census political type borough; no official website is recorded in Government Units; shares county context with a previously scouted municipality; shares county context with a scout-positive municipality; shares county context with a prior likely-triad scout result. Ranked through county-cycling within tier to preserve geographic diversity. These are source-availability/comparability proxies, not evidence that bargaining units or CBAs exist.","police; fire; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library); public Act 111 award, factfinding, or impasse material when available","After scouting, verify exact employer, reachable official/union provenance, 2014-2024 dates, and overlapping safety/non-safety cycles before promotion; scout output remains unverified. No official website is recorded in Government Units, so expect lower source-discovery and verification yield. Small-government inclusion does not prove paid police/fire bargaining units; document a legitimate no-unit result rather than inventing a source.",ready_for_scout
PA-FULL-2026-07-16-B011,PA-FULL-2026-07-16-RUN-042,1045,PA,McKean,cog_2025_173947,173947,BOROUGH OF MCKEAN,municipal,place,477,2023,1,no,Erie County [42049; county; government-units-primary=yes; basis=2020_place_by_county],42049,Erie County,no,not_scouted,no,no,no,28,tier_3_systematic_mid_small,"tier_3_systematic_mid_small (score=28): population band under 2,000; Census political type borough; no official website is recorded in Government Units; shares county context with a previously scouted municipality; shares county context with a scout-positive municipality; shares county context with a prior likely-triad scout result. Ranked through county-cycling within tier to preserve geographic diversity. These are source-availability/comparability proxies, not evidence that bargaining units or CBAs exist.","police; fire; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library); public Act 111 award, factfinding, or impasse material when available","After scouting, verify exact employer, reachable official/union provenance, 2014-2024 dates, and overlapping safety/non-safety cycles before promotion; scout output remains unverified. No official website is recorded in Government Units, so expect lower source-discovery and verification yield. Small-government inclusion does not prove paid police/fire bargaining units; document a legitimate no-unit result rather than inventing a source.",ready_for_scout
PA-FULL-2026-07-16-B011,PA-FULL-2026-07-16-RUN-042,1046,PA,Reading,cog_2025_174189,174189,TOWNSHIP OF READING,township,county_subdivision,5901,2023,1,no,Adams County [42001; county; government-units-primary=yes; basis=2024_county_subdivision_geoid],42001,Adams County,no,not_scouted,no,no,no,25,tier_3_systematic_mid_small,"tier_3_systematic_mid_small (score=25): population band 5,000-9,999; Census political type township; no official website is recorded in Government Units. Ranked through county-cycling within tier to preserve geographic diversity. These are source-availability/comparability proxies, not evidence that bargaining units or CBAs exist.","police; fire; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library); public Act 111 award, factfinding, or impasse material when available","After scouting, verify exact employer, reachable official/union provenance, 2014-2024 dates, and overlapping safety/non-safety cycles before promotion; scout output remains unverified. Confirm the township government—not a same-name borough/city, county, school district, or statistical place—is the employer. No official website is recorded in Government Units, so expect lower source-discovery and verification yield.",ready_for_scout
