tier1_rank,source_top_target_rank,post_tiering_wave_id,worker_batch,worker_batch_row,future_live_queue_id,municipality_id,census_gov_id,state,municipality,government_name,government_type,geography_type,population,county_relationship_count,multi_county_flag,county_context_summary,total_priority_score,priority_tier,priority_confidence,population_score,government_type_score,state_yield_score,research_design_score,geographic_value_score,evidence_signal_score,retry_flag,failure_only_flag,scout_coverage_status,candidate_positive_flag,candidate_row_count,already_canonical_flag,future_scout_eligible_flag,future_scout_exclusion_reason,priority_reason_summary,expected_units_to_search,verification_notes,recommended_scout_status,source_priority_file,source_priority_commit
122,127,TIER1-POST-TIERING-WAVE1-2026-07-22,tier1_worker_3,22,COORD-TIER1-WAVE1-SERIAL150-2026-07-22,cog_2025_166454,166454,MA,Quincy,CITY OF QUINCY,municipal,place,101597,1,no,Norfolk County (25021; primary),75.308,Tier 1,low,24.906,10.000,16.657,10.217,8.527,0.000,false,false,not_scouted,false,0,false,true,eligible_new_scout,population percentile 99.0; municipal/place; state evidence low; smoothed yield component 16.7/20; 2 county relationship(s); unscouted,"municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize mutually overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF QUINCY (Census government ID 166454; locked municipality ID cog_2025_166454). County context: Norfolk County (25021; primary). Do not substitute counties, school districts, transit/port/airport/housing authorities, park/industrial/utility/fire or other special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return an empty candidate list when no qualifying exact-employer source is found. Distinguish blocked access from dead/removed links, suppress duplicates, do not make or recommend public-records requests, and keep every result unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_tier1_worker_prep_dry_run_only,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,bbb4dfa1a0836bf3fefe4e52c5f538ee59b08714
123,128,TIER1-POST-TIERING-WAVE1-2026-07-22,tier1_worker_3,23,COORD-TIER1-WAVE1-SERIAL150-2026-07-22,cog_2025_194227,194227,WI,Appleton,CITY OF APPLETON,municipal,place,74719,3,yes,Outagamie County (55087; primary); Calumet County (55015); Winnebago County (55139),75.282,Tier 1,low,24.488,10.000,15.588,10.206,10.000,0.000,false,false,not_scouted,false,0,false,true,eligible_new_scout,population percentile 98.4; municipal/place; state evidence low; smoothed yield component 15.6/20; 4 county relationship(s); unscouted,"municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize mutually overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF APPLETON (Census government ID 194227; locked municipality ID cog_2025_194227). County context: Outagamie County (55087; primary); Calumet County (55015); Winnebago County (55139). Do not substitute counties, school districts, transit/port/airport/housing authorities, park/industrial/utility/fire or other special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return an empty candidate list when no qualifying exact-employer source is found. Distinguish blocked access from dead/removed links, suppress duplicates, do not make or recommend public-records requests, and keep every result unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_tier1_worker_prep_dry_run_only,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,bbb4dfa1a0836bf3fefe4e52c5f538ee59b08714
124,130,TIER1-POST-TIERING-WAVE1-2026-07-22,tier1_worker_3,24,COORD-TIER1-WAVE1-SERIAL150-2026-07-22,cog_2025_100251,100251,AZ,Surprise,CITY OF SURPRISE,municipal,place,158285,1,no,Maricopa County (04013; primary),75.266,Tier 1,low,25.472,10.000,15.588,10.206,9.000,0.000,false,false,not_scouted,false,0,false,true,eligible_new_scout,population percentile 99.5; municipal/place; state evidence low; smoothed yield component 15.6/20; 2 county relationship(s); unscouted,"municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize mutually overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF SURPRISE (Census government ID 100251; locked municipality ID cog_2025_100251). County context: Maricopa County (04013; primary). Do not substitute counties, school districts, transit/port/airport/housing authorities, park/industrial/utility/fire or other special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return an empty candidate list when no qualifying exact-employer source is found. Distinguish blocked access from dead/removed links, suppress duplicates, do not make or recommend public-records requests, and keep every result unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_tier1_worker_prep_dry_run_only,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,bbb4dfa1a0836bf3fefe4e52c5f538ee59b08714
125,131,TIER1-POST-TIERING-WAVE1-2026-07-22,tier1_worker_3,25,COORD-TIER1-WAVE1-SERIAL150-2026-07-22,cog_2025_167389,167389,MN,Blaine,CITY OF BLAINE,municipal,place,73774,2,yes,Anoka County (27003; primary); Ramsey County (27123),75.264,Tier 1,low,24.470,10.000,15.588,10.206,10.000,0.000,false,false,not_scouted,false,0,false,true,eligible_new_scout,population percentile 98.4; municipal/place; state evidence low; smoothed yield component 15.6/20; 3 county relationship(s); unscouted,"municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize mutually overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF BLAINE (Census government ID 167389; locked municipality ID cog_2025_167389). County context: Anoka County (27003; primary); Ramsey County (27123). Do not substitute counties, school districts, transit/port/airport/housing authorities, park/industrial/utility/fire or other special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return an empty candidate list when no qualifying exact-employer source is found. Distinguish blocked access from dead/removed links, suppress duplicates, do not make or recommend public-records requests, and keep every result unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_tier1_worker_prep_dry_run_only,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,bbb4dfa1a0836bf3fefe4e52c5f538ee59b08714
126,132,TIER1-POST-TIERING-WAVE1-2026-07-22,tier1_worker_3,26,COORD-TIER1-WAVE1-SERIAL150-2026-07-22,cog_2025_175839,175839,TN,Johnson City,CITY OF JOHNSON CITY,municipal,place,73337,3,yes,Washington County (47179; primary); Carter County (47019); Sullivan County (47163),75.257,Tier 1,low,24.463,10.000,15.588,10.206,10.000,0.000,false,false,not_scouted,false,0,false,true,eligible_new_scout,population percentile 98.3; municipal/place; state evidence low; smoothed yield component 15.6/20; 4 county relationship(s); unscouted,"municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize mutually overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF JOHNSON CITY (Census government ID 175839; locked municipality ID cog_2025_175839). County context: Washington County (47179; primary); Carter County (47019); Sullivan County (47163). Do not substitute counties, school districts, transit/port/airport/housing authorities, park/industrial/utility/fire or other special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return an empty candidate list when no qualifying exact-employer source is found. Distinguish blocked access from dead/removed links, suppress duplicates, do not make or recommend public-records requests, and keep every result unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_tier1_worker_prep_dry_run_only,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,bbb4dfa1a0836bf3fefe4e52c5f538ee59b08714
127,133,TIER1-POST-TIERING-WAVE1-2026-07-22,tier1_worker_3,27,COORD-TIER1-WAVE1-SERIAL150-2026-07-22,cog_2025_102163,102163,GA,Macon-Bibb County,COUNTY OF MACON-BIBB,municipal,place,156512,1,no,Bibb County (13021; primary),75.253,Tier 1,low,25.459,10.000,15.588,10.206,9.000,0.000,false,false,not_scouted,false,0,false,true,eligible_new_scout,population percentile 99.5; municipal/place; state evidence low; smoothed yield component 15.6/20; 2 county relationship(s); unscouted,"municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize mutually overlapping 2014-2024 cycles","Scout-stage only. Target exactly COUNTY OF MACON-BIBB (Census government ID 102163; locked municipality ID cog_2025_102163). County context: Bibb County (13021; primary). Do not substitute counties, school districts, transit/port/airport/housing authorities, park/industrial/utility/fire or other special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return an empty candidate list when no qualifying exact-employer source is found. Distinguish blocked access from dead/removed links, suppress duplicates, do not make or recommend public-records requests, and keep every result unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_tier1_worker_prep_dry_run_only,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,bbb4dfa1a0836bf3fefe4e52c5f538ee59b08714
128,134,TIER1-POST-TIERING-WAVE1-2026-07-22,tier1_worker_3,28,COORD-TIER1-WAVE1-SERIAL150-2026-07-22,cog_2025_166441,166441,MA,New Bedford,CITY OF NEW BEDFORD,municipal,place,100695,1,no,Bristol County (25005; primary),75.253,Tier 1,low,24.894,10.000,16.657,10.217,8.484,0.000,false,false,not_scouted,false,0,false,true,eligible_new_scout,population percentile 99.0; municipal/place; state evidence low; smoothed yield component 16.7/20; 2 county relationship(s); unscouted,"municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize mutually overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF NEW BEDFORD (Census government ID 166441; locked municipality ID cog_2025_166441). County context: Bristol County (25005; primary). Do not substitute counties, school districts, transit/port/airport/housing authorities, park/industrial/utility/fire or other special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return an empty candidate list when no qualifying exact-employer source is found. Distinguish blocked access from dead/removed links, suppress duplicates, do not make or recommend public-records requests, and keep every result unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_tier1_worker_prep_dry_run_only,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,bbb4dfa1a0836bf3fefe4e52c5f538ee59b08714
129,135,TIER1-POST-TIERING-WAVE1-2026-07-22,tier1_worker_3,29,COORD-TIER1-WAVE1-SERIAL150-2026-07-22,cog_2025_161376,161376,CO,Lakewood,CITY OF LAKEWOOD,municipal,place,155961,1,no,Jefferson County (08059; primary),75.249,Tier 1,low,25.455,10.000,15.588,10.206,9.000,0.000,false,false,not_scouted,false,0,false,true,eligible_new_scout,population percentile 99.5; municipal/place; state evidence low; smoothed yield component 15.6/20; 2 county relationship(s); unscouted,"municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize mutually overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF LAKEWOOD (Census government ID 161376; locked municipality ID cog_2025_161376). County context: Jefferson County (08059; primary). Do not substitute counties, school districts, transit/port/airport/housing authorities, park/industrial/utility/fire or other special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return an empty candidate list when no qualifying exact-employer source is found. Distinguish blocked access from dead/removed links, suppress duplicates, do not make or recommend public-records requests, and keep every result unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_tier1_worker_prep_dry_run_only,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,bbb4dfa1a0836bf3fefe4e52c5f538ee59b08714
130,136,TIER1-POST-TIERING-WAVE1-2026-07-22,tier1_worker_3,30,COORD-TIER1-WAVE1-SERIAL150-2026-07-22,cog_2025_209712,209712,VA,Alexandria,CITY OF ALEXANDRIA,municipal,place,155230,1,no,Alexandria city (51510; primary),75.242,Tier 1,low,25.448,10.000,15.588,10.206,9.000,0.000,false,false,not_scouted,false,0,false,true,eligible_new_scout,population percentile 99.5; municipal/place; state evidence low; smoothed yield component 15.6/20; 2 county relationship(s); unscouted,"municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize mutually overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF ALEXANDRIA (Census government ID 209712; locked municipality ID cog_2025_209712). County context: Alexandria city (51510; primary). Do not substitute counties, school districts, transit/port/airport/housing authorities, park/industrial/utility/fire or other special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return an empty candidate list when no qualifying exact-employer source is found. Distinguish blocked access from dead/removed links, suppress duplicates, do not make or recommend public-records requests, and keep every result unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_tier1_worker_prep_dry_run_only,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,bbb4dfa1a0836bf3fefe4e52c5f538ee59b08714
131,137,TIER1-POST-TIERING-WAVE1-2026-07-22,tier1_worker_3,31,COORD-TIER1-WAVE1-SERIAL150-2026-07-22,cog_2025_204484,204484,IA,West Des Moines,CITY OF WEST DES MOINES,municipal,place,72205,4,yes,Polk County (19153; primary); Dallas County (19049); Madison County (19121); Warren County (19181),75.235,Tier 1,low,24.441,10.000,15.588,10.206,10.000,0.000,false,false,not_scouted,false,0,false,true,eligible_new_scout,population percentile 98.3; municipal/place; state evidence low; smoothed yield component 15.6/20; 5 county relationship(s); unscouted,"municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize mutually overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF WEST DES MOINES (Census government ID 204484; locked municipality ID cog_2025_204484). County context: Polk County (19153; primary); Dallas County (19049); Madison County (19121); Warren County (19181). Do not substitute counties, school districts, transit/port/airport/housing authorities, park/industrial/utility/fire or other special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return an empty candidate list when no qualifying exact-employer source is found. Distinguish blocked access from dead/removed links, suppress duplicates, do not make or recommend public-records requests, and keep every result unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_tier1_worker_prep_dry_run_only,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,bbb4dfa1a0836bf3fefe4e52c5f538ee59b08714
132,138,TIER1-POST-TIERING-WAVE1-2026-07-22,tier1_worker_3,32,COORD-TIER1-WAVE1-SERIAL150-2026-07-22,cog_2025_161586,161586,FL,Hollywood,CITY OF HOLLYWOOD,municipal,place,153859,1,no,Broward County (12011; primary),75.232,Tier 1,low,25.438,10.000,15.588,10.206,9.000,0.000,false,false,not_scouted,false,0,false,true,eligible_new_scout,population percentile 99.5; municipal/place; state evidence low; smoothed yield component 15.6/20; 2 county relationship(s); unscouted,"municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize mutually overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF HOLLYWOOD (Census government ID 161586; locked municipality ID cog_2025_161586). County context: Broward County (12011; primary). Do not substitute counties, school districts, transit/port/airport/housing authorities, park/industrial/utility/fire or other special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return an empty candidate list when no qualifying exact-employer source is found. Distinguish blocked access from dead/removed links, suppress duplicates, do not make or recommend public-records requests, and keep every result unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_tier1_worker_prep_dry_run_only,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,bbb4dfa1a0836bf3fefe4e52c5f538ee59b08714
133,139,TIER1-POST-TIERING-WAVE1-2026-07-22,tier1_worker_3,33,COORD-TIER1-WAVE1-SERIAL150-2026-07-22,cog_2025_164911,164911,KS,Kansas City,UNIFIED GOVERNMENT OF WYANDOTTE COUNTY AND KANSAS CITY,municipal,place,152933,1,no,Wyandotte County (20209; primary),75.224,Tier 1,low,25.430,10.000,15.588,10.206,9.000,0.000,false,false,not_scouted,false,0,false,true,eligible_new_scout,population percentile 99.5; municipal/place; state evidence low; smoothed yield component 15.6/20; 2 county relationship(s); unscouted,"municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize mutually overlapping 2014-2024 cycles","Scout-stage only. Target exactly UNIFIED GOVERNMENT OF WYANDOTTE COUNTY AND KANSAS CITY (Census government ID 164911; locked municipality ID cog_2025_164911). County context: Wyandotte County (20209; primary). Do not substitute counties, school districts, transit/port/airport/housing authorities, park/industrial/utility/fire or other special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return an empty candidate list when no qualifying exact-employer source is found. Distinguish blocked access from dead/removed links, suppress duplicates, do not make or recommend public-records requests, and keep every result unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_tier1_worker_prep_dry_run_only,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,bbb4dfa1a0836bf3fefe4e52c5f538ee59b08714
134,140,TIER1-POST-TIERING-WAVE1-2026-07-22,tier1_worker_3,34,COORD-TIER1-WAVE1-SERIAL150-2026-07-22,cog_2025_122546,122546,AL,Dothan,CITY OF DOTHAN,municipal,place,71258,3,yes,Houston County (01069; primary); Dale County (01045); Henry County (01067),75.217,Tier 1,low,24.423,10.000,15.588,10.206,10.000,0.000,false,false,not_scouted,false,0,false,true,eligible_new_scout,population percentile 98.3; municipal/place; state evidence low; smoothed yield component 15.6/20; 4 county relationship(s); unscouted,"municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize mutually overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF DOTHAN (Census government ID 122546; locked municipality ID cog_2025_122546). County context: Houston County (01069; primary); Dale County (01045); Henry County (01067). Do not substitute counties, school districts, transit/port/airport/housing authorities, park/industrial/utility/fire or other special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return an empty candidate list when no qualifying exact-employer source is found. Distinguish blocked access from dead/removed links, suppress duplicates, do not make or recommend public-records requests, and keep every result unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_tier1_worker_prep_dry_run_only,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,bbb4dfa1a0836bf3fefe4e52c5f538ee59b08714
135,141,TIER1-POST-TIERING-WAVE1-2026-07-22,tier1_worker_3,35,COORD-TIER1-WAVE1-SERIAL150-2026-07-22,cog_2025_114624,114624,WA,Bellevue,CITY OF BELLEVUE,municipal,place,151574,1,no,King County (53033; primary),75.213,Tier 1,low,25.419,10.000,15.588,10.206,9.000,0.000,false,false,not_scouted,false,0,false,true,eligible_new_scout,population percentile 99.5; municipal/place; state evidence low; smoothed yield component 15.6/20; 2 county relationship(s); unscouted,"municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize mutually overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF BELLEVUE (Census government ID 114624; locked municipality ID cog_2025_114624). County context: King County (53033; primary). Do not substitute counties, school districts, transit/port/airport/housing authorities, park/industrial/utility/fire or other special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return an empty candidate list when no qualifying exact-employer source is found. Distinguish blocked access from dead/removed links, suppress duplicates, do not make or recommend public-records requests, and keep every result unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_tier1_worker_prep_dry_run_only,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,bbb4dfa1a0836bf3fefe4e52c5f538ee59b08714
136,142,TIER1-POST-TIERING-WAVE1-2026-07-22,tier1_worker_3,36,COORD-TIER1-WAVE1-SERIAL150-2026-07-22,cog_2025_194666,194666,MN,St. Cloud,CITY OF ST CLOUD,municipal,place,71013,3,yes,Stearns County (27145; primary); Benton County (27009); Sherburne County (27141),75.212,Tier 1,low,24.417,10.000,15.588,10.206,10.000,0.000,false,false,not_scouted,false,0,false,true,eligible_new_scout,population percentile 98.3; municipal/place; state evidence low; smoothed yield component 15.6/20; 4 county relationship(s); unscouted,"municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize mutually overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF ST CLOUD (Census government ID 194666; locked municipality ID cog_2025_194666). County context: Stearns County (27145; primary); Benton County (27009); Sherburne County (27141). Do not substitute counties, school districts, transit/port/airport/housing authorities, park/industrial/utility/fire or other special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return an empty candidate list when no qualifying exact-employer source is found. Distinguish blocked access from dead/removed links, suppress duplicates, do not make or recommend public-records requests, and keep every result unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_tier1_worker_prep_dry_run_only,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,bbb4dfa1a0836bf3fefe4e52c5f538ee59b08714
137,143,TIER1-POST-TIERING-WAVE1-2026-07-22,tier1_worker_3,37,COORD-TIER1-WAVE1-SERIAL150-2026-07-22,cog_2025_177137,177137,WI,Eau Claire,CITY OF EAU CLAIRE,municipal,place,70542,2,yes,Eau Claire County (55035; primary); Chippewa County (55017),75.202,Tier 1,low,24.408,10.000,15.588,10.206,10.000,0.000,false,false,not_scouted,false,0,false,true,eligible_new_scout,population percentile 98.3; municipal/place; state evidence low; smoothed yield component 15.6/20; 3 county relationship(s); unscouted,"municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize mutually overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF EAU CLAIRE (Census government ID 177137; locked municipality ID cog_2025_177137). County context: Eau Claire County (55035; primary); Chippewa County (55017). Do not substitute counties, school districts, transit/port/airport/housing authorities, park/industrial/utility/fire or other special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return an empty candidate list when no qualifying exact-employer source is found. Distinguish blocked access from dead/removed links, suppress duplicates, do not make or recommend public-records requests, and keep every result unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_tier1_worker_prep_dry_run_only,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,bbb4dfa1a0836bf3fefe4e52c5f538ee59b08714
138,144,TIER1-POST-TIERING-WAVE1-2026-07-22,tier1_worker_3,38,COORD-TIER1-WAVE1-SERIAL150-2026-07-22,cog_2025_124038,124038,CT,Bridgeport,CITY OF BRIDGEPORT,municipal,place,148028,1,no,Greater Bridgeport Planning Region (09120; primary),75.184,Tier 1,low,25.390,10.000,15.588,10.206,9.000,0.000,false,false,not_scouted,false,0,false,true,eligible_new_scout,population percentile 99.5; municipal/place; state evidence low; smoothed yield component 15.6/20; 2 county relationship(s); unscouted,"municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize mutually overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF BRIDGEPORT (Census government ID 124038; locked municipality ID cog_2025_124038). County context: Greater Bridgeport Planning Region (09120; primary). Do not substitute counties, school districts, transit/port/airport/housing authorities, park/industrial/utility/fire or other special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return an empty candidate list when no qualifying exact-employer source is found. Distinguish blocked access from dead/removed links, suppress duplicates, do not make or recommend public-records requests, and keep every result unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_tier1_worker_prep_dry_run_only,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,bbb4dfa1a0836bf3fefe4e52c5f538ee59b08714
139,145,TIER1-POST-TIERING-WAVE1-2026-07-22,tier1_worker_3,39,COORD-TIER1-WAVE1-SERIAL150-2026-07-22,cog_2025_124438,124438,GA,Savannah,CITY OF SAVANNAH,municipal,place,147748,1,no,Chatham County (13051; primary),75.181,Tier 1,low,25.387,10.000,15.588,10.206,9.000,0.000,false,false,not_scouted,false,0,false,true,eligible_new_scout,population percentile 99.5; municipal/place; state evidence low; smoothed yield component 15.6/20; 2 county relationship(s); unscouted,"municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize mutually overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF SAVANNAH (Census government ID 124438; locked municipality ID cog_2025_124438). County context: Chatham County (13051; primary). Do not substitute counties, school districts, transit/port/airport/housing authorities, park/industrial/utility/fire or other special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return an empty candidate list when no qualifying exact-employer source is found. Distinguish blocked access from dead/removed links, suppress duplicates, do not make or recommend public-records requests, and keep every result unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_tier1_worker_prep_dry_run_only,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,bbb4dfa1a0836bf3fefe4e52c5f538ee59b08714
140,146,TIER1-POST-TIERING-WAVE1-2026-07-22,tier1_worker_3,40,COORD-TIER1-WAVE1-SERIAL150-2026-07-22,cog_2025_204523,204523,KS,Olathe,CITY OF OLATHE,municipal,place,147461,1,no,Johnson County (20091; primary),75.179,Tier 1,low,25.385,10.000,15.588,10.206,9.000,0.000,false,false,not_scouted,false,0,false,true,eligible_new_scout,population percentile 99.4; municipal/place; state evidence low; smoothed yield component 15.6/20; 2 county relationship(s); unscouted,"municipal police; municipal fire only when the exact target government is the employer; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library) where available; public arbitration, factfinding, impasse, compensation-plan, or other authoritative wage-setting material; prioritize mutually overlapping 2014-2024 cycles","Scout-stage only. Target exactly CITY OF OLATHE (Census government ID 204523; locked municipality ID cog_2025_204523). County context: Johnson County (20091; primary). Do not substitute counties, school districts, transit/port/airport/housing authorities, park/industrial/utility/fire or other special districts, universities, state/federal employers, or private providers. A safety agreement cannot satisfy the ordinary non-safety request. Return an empty candidate list when no qualifying exact-employer source is found. Distinguish blocked access from dead/removed links, suppress duplicates, do not make or recommend public-records requests, and keep every result unverified pending later employer/unit/provenance/date/wage/overlap review.",locked_for_tier1_worker_prep_dry_run_only,docs/analysis/national_priority_tier_top_targets_2026-07-22.csv,bbb4dfa1a0836bf3fefe4e52c5f538ee59b08714
