wave_id,priority_rank,state,municipality,municipality_id,census_gov_id,government_name,government_type,geography_type,population,county_relationship_count,multi_county_flag,county_context_summary,already_scouted,scout_positive_status,already_in_corpus,selection_bucket,selection_reason,claim_or_source_need_connection,expected_units_to_search,verification_notes,recommended_scout_status
NWMS-2026-07-16-03,68,IL,Peoria,cog_2025_193205,193205,CITY OF PEORIA,municipal,place,110460,1,no,Peoria County [17143; county; government-units-primary=yes; basis=2020_place_by_county],no,not_scouted,no,within_state_replication,Add a mid-sized within-state replication around a named claim target so a single flagship city does not stand in for the state's source environment.,CLM-2026-07-12-01; CLM-2026-07-12-04; CLM-2026-07-12-05; CLM-2026-07-12-06; CLM-2026-07-12-07; H1; H2; H3; H4; H5; H7,police; fire; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library); public impasse/arbitration/factfinding material when available,"After scouting, verify exact employer, official/union provenance, 2014-2024 cycle dates, and a safety/non-safety overlap before promotion; scout output remains unverified.",ready_for_scout
NWMS-2026-07-16-03,69,IL,Elgin,cog_2025_102716,102716,CITY OF ELGIN,municipal,place,113310,2,yes,Cook County [17031; county; government-units-primary=no; basis=2020_place_by_county] | Kane County [17089; county; government-units-primary=yes; basis=2020_place_by_county],no,not_scouted,no,within_state_replication,Add a mid-sized within-state replication around a named claim target so a single flagship city does not stand in for the state's source environment.,CLM-2026-07-12-01; CLM-2026-07-12-04; CLM-2026-07-12-05; CLM-2026-07-12-06; CLM-2026-07-12-07; H1; H2; H3; H4; H5; H7,police; fire; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library); public impasse/arbitration/factfinding material when available,"After scouting, verify exact employer, official/union provenance, 2014-2024 cycle dates, and a safety/non-safety overlap before promotion; scout output remains unverified. Retain every county relationship shown in county_context_summary; do not use a primary-county shortcut.",ready_for_scout
NWMS-2026-07-16-03,70,IL,Joliet,cog_2025_162690,162690,CITY OF JOLIET,municipal,place,150489,2,yes,Kendall County [17093; county; government-units-primary=no; basis=2020_place_by_county] | Will County [17197; county; government-units-primary=yes; basis=2020_place_by_county],no,not_scouted,no,within_state_replication,Add a mid-sized within-state replication around a named claim target so a single flagship city does not stand in for the state's source environment.,CLM-2026-07-12-01; CLM-2026-07-12-04; CLM-2026-07-12-05; CLM-2026-07-12-06; CLM-2026-07-12-07; H1; H2; H3; H4; H5; H7,police; fire; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library); public impasse/arbitration/factfinding material when available,"After scouting, verify exact employer, official/union provenance, 2014-2024 cycle dates, and a safety/non-safety overlap before promotion; scout output remains unverified. Retain every county relationship shown in county_context_summary; do not use a primary-county shortcut.",ready_for_scout
NWMS-2026-07-16-03,71,IL,Champaign,cog_2025_194692,194692,CITY OF CHAMPAIGN,municipal,place,89189,1,no,Champaign County [17019; county; government-units-primary=yes; basis=2020_place_by_county],no,not_scouted,no,within_state_replication,Add a mid-sized within-state replication around a named claim target so a single flagship city does not stand in for the state's source environment.,CLM-2026-07-12-01; CLM-2026-07-12-04; CLM-2026-07-12-05; CLM-2026-07-12-06; CLM-2026-07-12-07; H1; H2; H3; H4; H5; H7,police; fire; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library); public impasse/arbitration/factfinding material when available,"After scouting, verify exact employer, official/union provenance, 2014-2024 cycle dates, and a safety/non-safety overlap before promotion; scout output remains unverified.",ready_for_scout
NWMS-2026-07-16-03,72,IL,Decatur,cog_2025_194713,194713,CITY OF DECATUR,municipal,place,68670,1,no,Macon County [17115; county; government-units-primary=yes; basis=2020_place_by_county],no,not_scouted,no,within_state_replication,Add a small within-state replication around a named claim target so a single flagship city does not stand in for the state's source environment.,CLM-2026-07-12-01; CLM-2026-07-12-04; CLM-2026-07-12-05; CLM-2026-07-12-06; CLM-2026-07-12-07; H1; H2; H3; H4; H5; H7,police; fire; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library); public impasse/arbitration/factfinding material when available,"After scouting, verify exact employer, official/union provenance, 2014-2024 cycle dates, and a safety/non-safety overlap before promotion; scout output remains unverified. Confirm that the government actually has paid public-safety bargaining units; universe inclusion alone does not prove unit availability.",ready_for_scout
NWMS-2026-07-16-03,73,NY,New York,cog_2025_194805,194805,CITY OF NEW YORK,municipal,place,8258035,5,yes,Bronx County [36005; county; government-units-primary=no; basis=2020_place_by_county] | Kings County [36047; county; government-units-primary=no; basis=2020_place_by_county] | New York County [36061; county; government-units-primary=yes; basis=2020_place_by_county] | Queens County [36081; county; government-units-primary=no; basis=2020_place_by_county] | Richmond County [36085; county; government-units-primary=no; basis=2020_place_by_county],no,not_scouted,no,within_state_replication,Add a very-large within-state replication around a named claim target so a single flagship city does not stand in for the state's source environment.,CLM-2026-07-12-01; CLM-2026-07-12-04; CLM-2026-07-12-05; CLM-2026-07-12-06; CLM-2026-07-12-07; H1; H2; H3; H4; H5; H7,police; fire; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library); public impasse/arbitration/factfinding material when available,"After scouting, verify exact employer, official/union provenance, 2014-2024 cycle dates, and a safety/non-safety overlap before promotion; scout output remains unverified. Retain every county relationship shown in county_context_summary; do not use a primary-county shortcut. High-burden large-city review: cap verification to the strongest official/union triad leads before expanding.",ready_for_scout
NWMS-2026-07-16-03,74,NY,Utica,cog_2025_194800,194800,CITY OF UTICA,municipal,place,63607,1,no,Oneida County [36065; county; government-units-primary=yes; basis=2020_place_by_county],no,not_scouted,no,within_state_replication,Add a small within-state replication around a named claim target so a single flagship city does not stand in for the state's source environment.,CLM-2026-07-12-01; CLM-2026-07-12-04; CLM-2026-07-12-05; CLM-2026-07-12-06; CLM-2026-07-12-07; H1; H2; H3; H4; H5; H7,police; fire; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library); public impasse/arbitration/factfinding material when available,"After scouting, verify exact employer, official/union provenance, 2014-2024 cycle dates, and a safety/non-safety overlap before promotion; scout output remains unverified. Confirm that the government actually has paid public-safety bargaining units; universe inclusion alone does not prove unit availability.",ready_for_scout
NWMS-2026-07-16-03,75,NY,Schenectady,cog_2025_208850,208850,CITY OF SCHENECTADY,municipal,place,68544,1,no,Schenectady County [36093; county; government-units-primary=yes; basis=2020_place_by_county],no,not_scouted,no,within_state_replication,Add a small within-state replication around a named claim target so a single flagship city does not stand in for the state's source environment.,CLM-2026-07-12-01; CLM-2026-07-12-04; CLM-2026-07-12-05; CLM-2026-07-12-06; CLM-2026-07-12-07; H1; H2; H3; H4; H5; H7,police; fire; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library); public impasse/arbitration/factfinding material when available,"After scouting, verify exact employer, official/union provenance, 2014-2024 cycle dates, and a safety/non-safety overlap before promotion; scout output remains unverified. Confirm that the government actually has paid public-safety bargaining units; universe inclusion alone does not prove unit availability.",ready_for_scout
NWMS-2026-07-16-04,76,NY,White Plains,cog_2025_131303,131303,CITY OF WHITE PLAINS,municipal,place,61288,1,no,Westchester County [36119; county; government-units-primary=yes; basis=2020_place_by_county],no,not_scouted,no,within_state_replication,Add a small within-state replication around a named claim target so a single flagship city does not stand in for the state's source environment.,CLM-2026-07-12-01; CLM-2026-07-12-04; CLM-2026-07-12-05; CLM-2026-07-12-06; CLM-2026-07-12-07; H1; H2; H3; H4; H5; H7,police; fire; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library); public impasse/arbitration/factfinding material when available,"After scouting, verify exact employer, official/union provenance, 2014-2024 cycle dates, and a safety/non-safety overlap before promotion; scout output remains unverified. Confirm that the government actually has paid public-safety bargaining units; universe inclusion alone does not prove unit availability.",ready_for_scout
NWMS-2026-07-16-04,77,NY,New Rochelle,cog_2025_170680,170680,CITY OF NEW ROCHELLE,municipal,place,83742,1,no,Westchester County [36119; county; government-units-primary=yes; basis=2020_place_by_county],no,not_scouted,no,within_state_replication,Add a mid-sized within-state replication around a named claim target so a single flagship city does not stand in for the state's source environment.,CLM-2026-07-12-01; CLM-2026-07-12-04; CLM-2026-07-12-05; CLM-2026-07-12-06; CLM-2026-07-12-07; H1; H2; H3; H4; H5; H7,police; fire; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library); public impasse/arbitration/factfinding material when available,"After scouting, verify exact employer, official/union provenance, 2014-2024 cycle dates, and a safety/non-safety overlap before promotion; scout output remains unverified.",ready_for_scout
NWMS-2026-07-16-04,78,CT,New Haven,cog_2025_161447,161447,CITY OF NEW HAVEN,municipal,place,135319,1,no,South Central Connecticut Planning Region [09170; planning_region; government-units-primary=yes; basis=2025_government_units_primary_county_supplement],no,not_scouted,no,within_state_replication,Add a mid-sized within-state replication around a named claim target so a single flagship city does not stand in for the state's source environment.,CLM-2026-07-12-03; CLM-2026-07-12-06; CLM-2026-07-12-07; H2; H5; H8,police; fire; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library); public impasse/arbitration/factfinding material when available,"After scouting, verify exact employer, official/union provenance, 2014-2024 cycle dates, and a safety/non-safety overlap before promotion; scout output remains unverified.",ready_for_scout
NWMS-2026-07-16-04,79,CT,Bridgeport,cog_2025_124038,124038,CITY OF BRIDGEPORT,municipal,place,148028,1,no,Greater Bridgeport Planning Region [09120; planning_region; government-units-primary=yes; basis=2025_government_units_primary_county_supplement],no,not_scouted,no,within_state_replication,Add a mid-sized within-state replication around a named claim target so a single flagship city does not stand in for the state's source environment.,CLM-2026-07-12-03; CLM-2026-07-12-06; CLM-2026-07-12-07; H2; H5; H8,police; fire; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library); public impasse/arbitration/factfinding material when available,"After scouting, verify exact employer, official/union provenance, 2014-2024 cycle dates, and a safety/non-safety overlap before promotion; scout output remains unverified.",ready_for_scout
NWMS-2026-07-16-04,80,CT,Stamford,cog_2025_225767,225767,CITY OF STAMFORD,municipal,place,136226,1,no,Western Connecticut Planning Region [09190; planning_region; government-units-primary=yes; basis=2025_government_units_primary_county_supplement],no,not_scouted,no,within_state_replication,Add a mid-sized within-state replication around a named claim target so a single flagship city does not stand in for the state's source environment.,CLM-2026-07-12-03; CLM-2026-07-12-06; CLM-2026-07-12-07; H2; H5; H8,police; fire; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library); public impasse/arbitration/factfinding material when available,"After scouting, verify exact employer, official/union provenance, 2014-2024 cycle dates, and a safety/non-safety overlap before promotion; scout output remains unverified.",ready_for_scout
NWMS-2026-07-16-04,81,CT,Waterbury,cog_2025_101696,101696,CITY OF WATERBURY,municipal,place,114990,1,no,Naugatuck Valley Planning Region [09140; planning_region; government-units-primary=yes; basis=2025_government_units_primary_county_supplement],no,not_scouted,no,within_state_replication,Add a mid-sized within-state replication around a named claim target so a single flagship city does not stand in for the state's source environment.,CLM-2026-07-12-03; CLM-2026-07-12-06; CLM-2026-07-12-07; H2; H5; H8,police; fire; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library); public impasse/arbitration/factfinding material when available,"After scouting, verify exact employer, official/union provenance, 2014-2024 cycle dates, and a safety/non-safety overlap before promotion; scout output remains unverified.",ready_for_scout
NWMS-2026-07-16-04,82,RI,Providence,cog_2025_112811,112811,CITY OF PROVIDENCE,municipal,place,190792,1,no,Providence County [44007; county; government-units-primary=yes; basis=2020_place_by_county],no,not_scouted,no,within_state_replication,Add a mid-sized within-state replication around a named claim target so a single flagship city does not stand in for the state's source environment.,CLM-2026-07-12-03; CLM-2026-07-12-04; CLM-2026-07-12-05; CLM-2026-07-12-07; H1; H3; H4; H7; H8,police; fire; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library); public impasse/arbitration/factfinding material when available,"After scouting, verify exact employer, official/union provenance, 2014-2024 cycle dates, and a safety/non-safety overlap before promotion; scout output remains unverified.",ready_for_scout
NWMS-2026-07-16-04,83,RI,Warwick,cog_2025_112807,112807,CITY OF WARWICK,municipal,place,82999,1,no,Kent County [44003; county; government-units-primary=yes; basis=2020_place_by_county],no,not_scouted,no,within_state_replication,Add a mid-sized within-state replication around a named claim target so a single flagship city does not stand in for the state's source environment.,CLM-2026-07-12-03; CLM-2026-07-12-04; CLM-2026-07-12-05; CLM-2026-07-12-07; H1; H3; H4; H7; H8,police; fire; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library); public impasse/arbitration/factfinding material when available,"After scouting, verify exact employer, official/union provenance, 2014-2024 cycle dates, and a safety/non-safety overlap before promotion; scout output remains unverified.",ready_for_scout
NWMS-2026-07-16-04,84,RI,Cranston,cog_2025_209434,209434,CITY OF CRANSTON,municipal,place,82635,1,no,Providence County [44007; county; government-units-primary=yes; basis=2020_place_by_county],no,not_scouted,no,within_state_replication,Add a mid-sized within-state replication around a named claim target so a single flagship city does not stand in for the state's source environment.,CLM-2026-07-12-03; CLM-2026-07-12-04; CLM-2026-07-12-05; CLM-2026-07-12-07; H1; H3; H4; H7; H8,police; fire; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library); public impasse/arbitration/factfinding material when available,"After scouting, verify exact employer, official/union provenance, 2014-2024 cycle dates, and a safety/non-safety overlap before promotion; scout output remains unverified.",ready_for_scout
NWMS-2026-07-16-04,85,MN,St. Paul,cog_2025_167605,167605,CITY OF ST PAUL,municipal,place,303820,1,no,Ramsey County [27123; county; government-units-primary=yes; basis=2020_place_by_county],no,not_scouted,no,within_state_replication,Add a large within-state replication around a named claim target so a single flagship city does not stand in for the state's source environment.,CLM-2026-07-12-03; CLM-2026-07-12-04; CLM-2026-07-12-05; CLM-2026-07-12-07; H1; H3; H4; H7; H8,police; fire; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library); public impasse/arbitration/factfinding material when available,"After scouting, verify exact employer, official/union provenance, 2014-2024 cycle dates, and a safety/non-safety overlap before promotion; scout output remains unverified.",ready_for_scout
NWMS-2026-07-16-04,86,MN,Duluth,cog_2025_106897,106897,CITY OF DULUTH,municipal,place,87680,1,no,St. Louis County [27137; county; government-units-primary=yes; basis=2020_place_by_county],no,not_scouted,no,within_state_replication,Add a mid-sized within-state replication around a named claim target so a single flagship city does not stand in for the state's source environment.,CLM-2026-07-12-03; CLM-2026-07-12-04; CLM-2026-07-12-05; CLM-2026-07-12-07; H1; H3; H4; H7; H8,police; fire; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library); public impasse/arbitration/factfinding material when available,"After scouting, verify exact employer, official/union provenance, 2014-2024 cycle dates, and a safety/non-safety overlap before promotion; scout output remains unverified.",ready_for_scout
NWMS-2026-07-16-04,87,MN,Rochester,cog_2025_167574,167574,CITY OF ROCHESTER,municipal,place,122413,1,no,Olmsted County [27109; county; government-units-primary=yes; basis=2020_place_by_county],no,not_scouted,no,within_state_replication,Add a mid-sized within-state replication around a named claim target so a single flagship city does not stand in for the state's source environment.,CLM-2026-07-12-03; CLM-2026-07-12-04; CLM-2026-07-12-05; CLM-2026-07-12-07; H1; H3; H4; H7; H8,police; fire; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library); public impasse/arbitration/factfinding material when available,"After scouting, verify exact employer, official/union provenance, 2014-2024 cycle dates, and a safety/non-safety overlap before promotion; scout output remains unverified.",ready_for_scout
NWMS-2026-07-16-04,88,MN,Bloomington,cog_2025_204747,204747,CITY OF BLOOMINGTON,municipal,place,87398,1,no,Hennepin County [27053; county; government-units-primary=yes; basis=2020_place_by_county],no,not_scouted,no,within_state_replication,Add a mid-sized within-state replication around a named claim target so a single flagship city does not stand in for the state's source environment.,CLM-2026-07-12-03; CLM-2026-07-12-04; CLM-2026-07-12-05; CLM-2026-07-12-07; H1; H3; H4; H7; H8,police; fire; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library); public impasse/arbitration/factfinding material when available,"After scouting, verify exact employer, official/union provenance, 2014-2024 cycle dates, and a safety/non-safety overlap before promotion; scout output remains unverified.",ready_for_scout
NWMS-2026-07-16-04,89,WA,Tacoma,cog_2025_176868,176868,CITY OF TACOMA,municipal,place,222906,1,no,Pierce County [53053; county; government-units-primary=yes; basis=2020_place_by_county],no,not_scouted,no,within_state_replication,Add a mid-sized within-state replication around a named claim target so a single flagship city does not stand in for the state's source environment.,CLM-2026-07-12-03; CLM-2026-07-12-04; CLM-2026-07-12-05; CLM-2026-07-12-07; H1; H3; H4; H7; H8,police; fire; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library); public impasse/arbitration/factfinding material when available,"After scouting, verify exact employer, official/union provenance, 2014-2024 cycle dates, and a safety/non-safety overlap before promotion; scout output remains unverified.",ready_for_scout
NWMS-2026-07-16-04,90,WA,Spokane,cog_2025_205599,205599,CITY OF SPOKANE,municipal,place,229447,1,no,Spokane County [53063; county; government-units-primary=yes; basis=2020_place_by_county],no,not_scouted,no,within_state_replication,Add a mid-sized within-state replication around a named claim target so a single flagship city does not stand in for the state's source environment.,CLM-2026-07-12-03; CLM-2026-07-12-04; CLM-2026-07-12-05; CLM-2026-07-12-07; H1; H3; H4; H7; H8,police; fire; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library); public impasse/arbitration/factfinding material when available,"After scouting, verify exact employer, official/union provenance, 2014-2024 cycle dates, and a safety/non-safety overlap before promotion; scout output remains unverified.",ready_for_scout
NWMS-2026-07-16-04,91,WA,Olympia,cog_2025_176884,176884,CITY OF OLYMPIA,municipal,place,55733,1,no,Thurston County [53067; county; government-units-primary=yes; basis=2020_place_by_county],no,not_scouted,no,within_state_replication,Add a small within-state replication around a named claim target so a single flagship city does not stand in for the state's source environment.,CLM-2026-07-12-03; CLM-2026-07-12-04; CLM-2026-07-12-05; CLM-2026-07-12-07; H1; H3; H4; H7; H8,police; fire; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library); public impasse/arbitration/factfinding material when available,"After scouting, verify exact employer, official/union provenance, 2014-2024 cycle dates, and a safety/non-safety overlap before promotion; scout output remains unverified. Confirm that the government actually has paid public-safety bargaining units; universe inclusion alone does not prove unit availability.",ready_for_scout
NWMS-2026-07-16-04,92,OR,Eugene,cog_2025_133222,133222,CITY OF EUGENE,municipal,place,177899,1,no,Lane County [41039; county; government-units-primary=yes; basis=2020_place_by_county],no,not_scouted,no,within_state_replication,Add a mid-sized within-state replication around a named claim target so a single flagship city does not stand in for the state's source environment.,CLM-2026-07-12-03; CLM-2026-07-12-04; CLM-2026-07-12-05; CLM-2026-07-12-07; H1; H3; H4; H7; H8,police; fire; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library); public impasse/arbitration/factfinding material when available,"After scouting, verify exact employer, official/union provenance, 2014-2024 cycle dates, and a safety/non-safety overlap before promotion; scout output remains unverified.",ready_for_scout
NWMS-2026-07-16-04,93,OR,Salem,cog_2025_205218,205218,CITY OF SALEM,municipal,place,177432,2,yes,Marion County [41047; county; government-units-primary=yes; basis=2020_place_by_county] | Polk County [41053; county; government-units-primary=no; basis=2020_place_by_county],no,not_scouted,no,within_state_replication,Add a mid-sized within-state replication around a named claim target so a single flagship city does not stand in for the state's source environment.,CLM-2026-07-12-03; CLM-2026-07-12-04; CLM-2026-07-12-05; CLM-2026-07-12-07; H1; H3; H4; H7; H8,police; fire; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library); public impasse/arbitration/factfinding material when available,"After scouting, verify exact employer, official/union provenance, 2014-2024 cycle dates, and a safety/non-safety overlap before promotion; scout output remains unverified. Retain every county relationship shown in county_context_summary; do not use a primary-county shortcut.",ready_for_scout
NWMS-2026-07-16-04,94,OR,Bend,cog_2025_193960,193960,CITY OF BEND,municipal,place,104557,1,no,Deschutes County [41017; county; government-units-primary=yes; basis=2020_place_by_county],no,not_scouted,no,within_state_replication,Add a mid-sized within-state replication around a named claim target so a single flagship city does not stand in for the state's source environment.,CLM-2026-07-12-03; CLM-2026-07-12-04; CLM-2026-07-12-05; CLM-2026-07-12-07; H1; H3; H4; H7; H8,police; fire; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library); public impasse/arbitration/factfinding material when available,"After scouting, verify exact employer, official/union provenance, 2014-2024 cycle dates, and a safety/non-safety overlap before promotion; scout output remains unverified.",ready_for_scout
NWMS-2026-07-16-04,95,CA,San Diego,cog_2025_207598,207598,CITY OF SAN DIEGO,municipal,place,1388320,1,no,San Diego County [06073; county; government-units-primary=yes; basis=2020_place_by_county],no,not_scouted,no,within_state_replication,Add a very-large within-state replication around a named claim target so a single flagship city does not stand in for the state's source environment.,CLM-2026-07-12-03; CLM-2026-07-12-04; CLM-2026-07-12-05; CLM-2026-07-12-07; H1; H3; H4; H7; H8,police; fire; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library); public impasse/arbitration/factfinding material when available,"After scouting, verify exact employer, official/union provenance, 2014-2024 cycle dates, and a safety/non-safety overlap before promotion; scout output remains unverified. High-burden large-city review: cap verification to the strongest official/union triad leads before expanding.",ready_for_scout
NWMS-2026-07-16-04,96,CA,San Francisco,cog_2025_161258,161258,CITY AND COUNTY OF SAN FRANCISCO,municipal,place,808988,1,no,San Francisco County [06075; county; government-units-primary=yes; basis=2020_place_by_county],no,not_scouted,no,within_state_replication,Add a large within-state replication around a named claim target so a single flagship city does not stand in for the state's source environment.,CLM-2026-07-12-03; CLM-2026-07-12-04; CLM-2026-07-12-05; CLM-2026-07-12-07; H1; H3; H4; H7; H8,police; fire; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library); public impasse/arbitration/factfinding material when available,"After scouting, verify exact employer, official/union provenance, 2014-2024 cycle dates, and a safety/non-safety overlap before promotion; scout output remains unverified.",ready_for_scout
NWMS-2026-07-16-04,97,CA,Fresno,cog_2025_189636,189636,CITY OF FRESNO,municipal,place,545716,1,no,Fresno County [06019; county; government-units-primary=yes; basis=2020_place_by_county],no,not_scouted,no,within_state_replication,Add a large within-state replication around a named claim target so a single flagship city does not stand in for the state's source environment.,CLM-2026-07-12-03; CLM-2026-07-12-04; CLM-2026-07-12-05; CLM-2026-07-12-07; H1; H3; H4; H7; H8,police; fire; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library); public impasse/arbitration/factfinding material when available,"After scouting, verify exact employer, official/union provenance, 2014-2024 cycle dates, and a safety/non-safety overlap before promotion; scout output remains unverified.",ready_for_scout
NWMS-2026-07-16-04,98,MD,Annapolis,cog_2025_128028,128028,CITY OF ANNAPOLIS,municipal,place,40552,1,no,Anne Arundel County [24003; county; government-units-primary=yes; basis=2020_place_by_county],no,not_scouted,no,population_admin_anchor,"Administrative or geographic anchor selected to preserve institutional diversity; population band=small, but size alone did not determine inclusion.",CLM-2026-07-12-03; CLM-2026-07-12-04; CLM-2026-07-12-05; CLM-2026-07-12-07; H1; H3; H4; H7; H8,police; fire; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library); public impasse/arbitration/factfinding material when available,"After scouting, verify exact employer, official/union provenance, 2014-2024 cycle dates, and a safety/non-safety overlap before promotion; scout output remains unverified. Confirm that the government actually has paid public-safety bargaining units; universe inclusion alone does not prove unit availability.",ready_for_scout
NWMS-2026-07-16-04,99,CO,Colorado Springs,cog_2025_161362,161362,CITY OF COLORADO SPRINGS,municipal,place,488664,1,no,El Paso County [08041; county; government-units-primary=yes; basis=2020_place_by_county],no,not_scouted,no,population_admin_anchor,"Administrative or geographic anchor selected to preserve institutional diversity; population band=large, but size alone did not determine inclusion.",CLM-2026-07-12-03; CLM-2026-07-12-04; CLM-2026-07-12-05; CLM-2026-07-12-07; H1; H3; H4; H7; H8,police; fire; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library); public impasse/arbitration/factfinding material when available,"After scouting, verify exact employer, official/union provenance, 2014-2024 cycle dates, and a safety/non-safety overlap before promotion; scout output remains unverified.",ready_for_scout
NWMS-2026-07-16-04,100,DC,Washington,cog_2025_124214,124214,CITY OF WASHINGTON DC,municipal,place,678972,1,no,District of Columbia [11001; federal_district; government-units-primary=yes; basis=2020_place_by_county],no,not_scouted,no,population_admin_anchor,"Administrative or geographic anchor selected to preserve institutional diversity; population band=large, but size alone did not determine inclusion.",CLM-2026-07-12-03; CLM-2026-07-12-04; CLM-2026-07-12-05; CLM-2026-07-12-07; H1; H3; H4; H7; H8,police; fire; at least one ordinary general-municipal non-safety unit (clerical_admin/public_works/sanitation/library); public impasse/arbitration/factfinding material when available,"After scouting, verify exact employer, official/union provenance, 2014-2024 cycle dates, and a safety/non-safety overlap before promotion; scout output remains unverified.",ready_for_scout
