municipality,state,municipality_id,unit_type,document_title,union_name,employer,contract_years,source_url,source_owner_type,document_type,document_completeness,comparator_role,wrong_employer_risk,context_only_flag,visible_year_evidence,overlap_with_anchor_cycle,duplicate_risk,blocked_or_unreadable_flag,cycle_match_notes,why_relevant,confidence,candidate_stage,needs_verification_reason,scout_stage_status,verification_priority,verification_notes
Clovis,CA,cog_2025_203966,non_safety,CTFP MOU 2022-2025,Confidential Technical and Financial Professionals (CTFP),CITY OF CLOVIS,2022-2025,https://cityofclovis.com/wp-content/uploads/2022/07/CTFP-MOU-2022-2025.pdf,city,cba,full_document,ordinary_non_safety_comparator,possible,no,cover_or_title,no_anchor_supplied,none,no,Years appear in title/filename (visible_year_evidence=cover_or_title). Must later verify civilian/non-safety unit status and whether wage-setting/compensation terms are binding.,Second ordinary-non-safety municipal MOU candidate for CITY OF CLOVIS (useful if CPWEA later fails unit-scope requirements).,low,qualifying_candidate,Scout-stage lead only: must verify this is an ordinary civilian bargaining unit for CITY OF CLOVIS and not a safety-linked group; confirm binding wage schedule/compensation language.,unverified_scout_candidate,high,"Later coordinated verification must confirm the exact California municipal employer and bargaining unit, authoritative provenance, executed/binding and complete-document status, visible operative dates, wage-setting content, duplicate status, and same-city cycle overlap. Do not ingest or use for claims before that gate; do not initiate a public-records request."
Concord,CA,cog_2025_161132,police,Memorandum of Understanding between The City of Concord California and The Concord Police Association,Concord Police Association,CITY OF CONCORD,2026-2029,https://www.cityofconcord.org/DocumentCenter/View/15743/Concord-PA-MOU-Final-PDF,city,cba,full_document,safety_target,possible,no,cover_or_title,no_anchor_supplied,none,no,"Contract term shown as effective July 1, 2026 through June 30, 2029 on document title/front matter.",Provides municipal police wage-setting terms via a full POA MOU for the City of Concord.,medium,qualifying_candidate,"Scout-stage lead only: later verification required for bargaining unit scope (sworn police), execution/ratification status, wage schedule details, and that the unit is the municipal police employer unit for CITY OF CONCORD (Census Gov ID 161132).",unverified_scout_candidate,high,"Later coordinated verification must confirm the exact California municipal employer and bargaining unit, authoritative provenance, executed/binding and complete-document status, visible operative dates, wage-setting content, duplicate status, and same-city cycle overlap. Do not ingest or use for claims before that gate; do not initiate a public-records request."
Concord,CA,cog_2025_161132,non_safety,"Memorandum of Understanding between The City of Concord, California and Teamsters Local 856 (Administrative, Technical & Clerical Representation Unit and Field & Operations Representation Unit)",Teamsters Local 856,CITY OF CONCORD,2023-2026,https://www.cityofconcord.org/DocumentCenter/View/9912,city,cba,full_document,ordinary_non_safety_comparator,possible,no,cover_or_title,no_anchor_supplied,none,no,"MOU term shown as July 1, 2023 through June 30, 2026 on document front matter/title pages.",Provides an ordinary municipal/civilian wage-setting MOU for CITY OF CONCORD within 2014-2024 window-adjacent cycles (visible 2023-2026 term) useful for matched-comparison repair across municipal safety vs ordinary non-safety.,medium,qualifying_candidate,"Scout-stage lead only: later verification required that this non-safety/general municipal bargaining unit (ATC and Field & Operations) is appropriate for the ordinary-non-safety comparator request (i.e., not a safety unit), and that the wage-setting content is complete and applicable to CITY OF CONCORD (Gov ID 161132).",unverified_scout_candidate,high,"Later coordinated verification must confirm the exact California municipal employer and bargaining unit, authoritative provenance, executed/binding and complete-document status, visible operative dates, wage-setting content, duplicate status, and same-city cycle overlap. Do not ingest or use for claims before that gate; do not initiate a public-records request."
Richmond,CA,cog_2025_161135,police,2022 – 2025 MOU Richmond Police Officers’ Association (RPOA),Richmond Police Officers’ Association (RPOA),CITY OF RICHMOND,2022-2025,https://www.ci.richmond.ca.us/ArchiveCenter/ViewFile/Item/12456,city,cba,full_document,safety_target,possible,no,cover_or_title,no_anchor_supplied,none,no,"No anchor cycle was supplied. Visible term on document indicates July 1, 2022 through June 30, 2025 (visible_year_evidence: cover/title and operative formatting in the PDF).","Municipal police wage-setting agreement source from the City of Richmond with a clearly visible multi-year term, useful for safety-side matched comparisons (matched_comparison_repair).",medium,qualifying_candidate,"Scout-stage lead only: later verification needed for employer/unit match, binding wage-setting scope, and completeness; also confirm whether this cycle is a municipal police unit for the target employer (City of Richmond) and not an annex/side agreement or classification carve-out.",unverified_scout_candidate,high,"Later coordinated verification must confirm the exact California municipal employer and bargaining unit, authoritative provenance, executed/binding and complete-document status, visible operative dates, wage-setting content, duplicate status, and same-city cycle overlap. Do not ingest or use for claims before that gate; do not initiate a public-records request."
Richmond,CA,cog_2025_161135,fire,IAFF LOCAL 188 MOU,"International Association of Fire Fighters (IAFF), Local 188",CITY OF RICHMOND,2025-2028,https://www.richmondca.gov/DocumentCenter/View/79121/IAFF-LOCAL-188-MOU-2025-2028,city,cba,full_document,safety_target,possible,no,cover_or_title,no_anchor_supplied,none,no,"No anchor cycle was supplied. Visible term indicates July 1, 2025 through June 30, 2028 (visible_year_evidence: document header/title lines and PDF cover).",Municipal fire wage-setting agreement from the City of Richmond with a clearly visible multi-year term; useful if a safety cycle overlap is later established for repairs.,medium,qualifying_candidate,"Scout-stage lead only: later verification required to confirm this is the City of Richmond bargaining unit for firefighters (not a separately administered provider/contract), and that it contains wage-setting provisions suitable for the requested safety comparator role.",unverified_scout_candidate,high,"Later coordinated verification must confirm the exact California municipal employer and bargaining unit, authoritative provenance, executed/binding and complete-document status, visible operative dates, wage-setting content, duplicate status, and same-city cycle overlap. Do not ingest or use for claims before that gate; do not initiate a public-records request."
Richmond,CA,cog_2025_161135,non_safety,2013 – 2016 SEIU LOCAL 1021 MOU,S.E.I.U. Local 1021 (General Employees Bargaining Unit),CITY OF RICHMOND,2013-2016,https://www.richmondca.gov/DocumentCenter/Home/View/1088,city,cba,full_document,ordinary_non_safety_comparator,possible,no,cover_or_title,no_anchor_supplied,none,no,"No anchor cycle was supplied. Visible term indicates July 1, 2013 through March 31, 2016 (visible_year_evidence: cover/title lines). Later comparison to 2014–2024 overlap requires anchor-cycle input; do not infer overlap beyond visible years.",Ordinary general-municipal (civilian/general employees) MOU from the City of Richmond with a clearly visible term; potentially usable as the non-safety side of matched comparisons if anchor overlap is later confirmed.,medium,qualifying_candidate,"Scout-stage lead only: later verification required to confirm (1) this SEIU Local 1021 bargaining unit is ordinary/civilian (not safety), (2) wage-setting provisions are present and applicable to a non-safety municipal comparator, and (3) any 2014–2024 overlap is real once the anchor cycle is provided.",unverified_scout_candidate,medium,"Later coordinated verification must confirm the exact California municipal employer and bargaining unit, authoritative provenance, executed/binding and complete-document status, visible operative dates, wage-setting content, duplicate status, and same-city cycle overlap. Do not ingest or use for claims before that gate; do not initiate a public-records request."
San Luis Obispo,CA,cog_2025_161261,police,Memorandum of Understanding Between The City of San Luis Obispo and the San Luis Obispo Police Officers’ Association (Resolution No. 11505 (2024 Series)),San Luis Obispo Police Officers’ Association,City of San Luis Obispo,2024-2027,https://www.slocity.org/home/showpublisheddocument/35769/638573202298270000,city,memorandum_or_settlement,full_document,safety_target,none,no,duration_clause,no_anchor_supplied,none,no,"Term of Agreement shown on document cover/leading pages: July 1, 2024 to June 30, 2027.",Municipal police safety unit MOU with City of San Luis Obispo; includes salary/wage-related terms typical for bargaining MOUs.,high,qualifying_candidate,"Scout-stage lead; later verification needed for execution/completeness, unit scope, and wage-setting operative details.",unverified_scout_candidate,high,"Later coordinated verification must confirm the exact California municipal employer and bargaining unit, authoritative provenance, executed/binding and complete-document status, visible operative dates, wage-setting content, duplicate status, and same-city cycle overlap. Do not ingest or use for claims before that gate; do not initiate a public-records request."
San Luis Obispo,CA,cog_2025_161261,fire,"Memorandum of Understanding Between the City of San Luis Obispo and the International Association of Firefighters, Local 3523 (Resolution No. 11461 (2023 Series))","International Association of Firefighters, Local 3523",City of San Luis Obispo,2024-2027,https://www.slocity.org/home/showpublisheddocument/35036/638422275629670000,city,memorandum_or_settlement,full_document,safety_target,none,no,duration_clause,no_anchor_supplied,none,no,"Term of Agreement shown on leading pages/cover: January 1, 2024 to June 30, 2027.",Municipal fire safety unit MOU with City of San Luis Obispo; includes wage/compensation terms relevant to safety-cycle comparison.,high,qualifying_candidate,Scout-stage lead; later verification needed that the bargaining unit is the municipal fire unit for the City (not a special district/provider).,unverified_scout_candidate,high,"Later coordinated verification must confirm the exact California municipal employer and bargaining unit, authoritative provenance, executed/binding and complete-document status, visible operative dates, wage-setting content, duplicate status, and same-city cycle overlap. Do not ingest or use for claims before that gate; do not initiate a public-records request."
San Luis Obispo,CA,cog_2025_161261,non_safety,Exhibit A to Resolution - Successor MOU for SLOCEA (San Luis Obispo City Employees’ Association),San Luis Obispo City Employees’ Association,City of San Luis Obispo,2020-2028,https://www.slocity.org/home/showpublisheddocument/37660/638877374595670000,city,memorandum_or_settlement,full_document,ordinary_non_safety_comparator,possible,no,duration_clause,no_anchor_supplied,none,no,"Term of Agreement visible near the beginning/cover area indicates July 1, 2020 to June 30, 2028 (as shown in the document text extraction).","Ordinary non-safety (general unit) municipal employee MOU for the City of San Luis Obispo, suitable for a non-safety comparator cycle.",medium,qualifying_candidate,"Scout-stage lead; later verification needed that the unit is the City’s general/ordinary municipal non-safety bargaining unit (e.g., clerical/public works/library/sanitation/citywide civilian) and that wage-setting terms are present/operative for the comparator use.",unverified_scout_candidate,high,"Later coordinated verification must confirm the exact California municipal employer and bargaining unit, authoritative provenance, executed/binding and complete-document status, visible operative dates, wage-setting content, duplicate status, and same-city cycle overlap. Do not ingest or use for claims before that gate; do not initiate a public-records request."
Davis,CA,cog_2025_161303,fire,MOU Fire Department General Unit 7/1/23 to 12/31/24 (includes Fire Management Unit Local 3494 7/1/23 to 12/31/24),Davis Firefighters Local 3494 (includes Fire Management Unit Local 3494),CITY OF DAVIS,"visible_year_evidence: July 1, 2023 to December 31, 2024",https://documents.cityofdavis.org/Media/Default/Documents/PDF/CityCouncil/CouncilMeetings/Agendas/2024/2024-05-07/03I-Fire-General-Unit-and-Management-MOU.pdf,city,cba,full_document,safety_target,none,no,duration_clause,no_anchor_supplied,none,no,"Cycle years visible in operative/duration text: commencing July 1, 2023 and ending December 31, 2024. Document contains both Fire Department General Unit and Fire Management Unit agreements in one PDF.","Direct city-issued MOU for municipal firefighters with visible 2014-2024-cycle overlap (2023-2024), useful as a municipal safety wage-setting comparator lead.",medium,qualifying_candidate,Scout-stage only: must verify (later) that the bargaining unit scope matches the requested municipal fire unit and that wage-setting terms are present/complete for the targeted interval and unit.,unverified_scout_candidate,high,"Later coordinated verification must confirm the exact California municipal employer and bargaining unit, authoritative provenance, executed/binding and complete-document status, visible operative dates, wage-setting content, duplicate status, and same-city cycle overlap. Do not ingest or use for claims before that gate; do not initiate a public-records request."
Davis,CA,cog_2025_161303,non_safety,PASEA MOU 7/1/23 to 12/31/24,"Program, Administrative and Support Employees Association (PASEA)",CITY OF DAVIS,"visible_year_evidence: July 1, 2023 to December 31, 2024",https://documents.cityofdavis.org/Media/Default/Documents/PDF/CityCouncil/CouncilMeetings/Agendas/2023/2023-07-18/03G-PASEA-MOU-2023.pdf,city,cba,full_document,ordinary_non_safety_comparator,none,no,duration_clause,no_anchor_supplied,none,no,"Cycle years visible in operative duration language: remains in full force from July 1, 2023 up to and including December 31, 2024.","City-issued ordinary/non-safety employee MOU in a 2014-2024 cycle window (2023-2024), useful as a matched comparison repair lead.",medium,qualifying_candidate,Scout-stage only: later verification needed that PASEA represents ordinary non-safety municipal civilian employees for Davis (not a safety unit) and that the document is executed/complete and contains wage-setting terms for the requested comparator role.,unverified_scout_candidate,high,"Later coordinated verification must confirm the exact California municipal employer and bargaining unit, authoritative provenance, executed/binding and complete-document status, visible operative dates, wage-setting content, duplicate status, and same-city cycle overlap. Do not ingest or use for claims before that gate; do not initiate a public-records request."
Davis,CA,cog_2025_161303,police,"Memorandum of Understanding with Davis Police Officers Association (DPOA) — January 1, 2026 to June 30, 2029",Davis Police Officers Association (DPOA),CITY OF DAVIS,"visible_year_evidence: January 1, 2026 to June 30, 2029",https://www.cityofdavis.org/home/showpublisheddocument/21518/639104613842400000,city,cba,full_document,safety_target,none,no,other_operative_text,no_anchor_supplied,none,no,"Police cycle years are visible in the agreement cover/header text: January 1, 2026 to June 30, 2029 (outside the 2014-2024 window sought).","Municipal police MOU from CITY OF DAVIS is found and publicly hosted; however, visible cycle years are outside 2014-2024 and should be treated as non-overlapping with any 2014-2024 repair window in later matched-comparison logic.",low,qualifying_candidate,"Scout-stage only: later verification needed that the document fully covers the municipal police bargaining unit (Police General Unit), and that wage-setting terms are present/complete for extraction.",unverified_scout_candidate,high,"Later coordinated verification must confirm the exact California municipal employer and bargaining unit, authoritative provenance, executed/binding and complete-document status, visible operative dates, wage-setting content, duplicate status, and same-city cycle overlap. Do not ingest or use for claims before that gate; do not initiate a public-records request."
Eureka,CA,cog_2025_161150,police,Memorandum of Understanding (EPOA MOU 2024-2027),Eureka Police Officers Association (EPOA),CITY OF EUREKA,2024-2027 (visible_year_evidence),https://www.eurekaca.gov/DocumentCenter/View/1504/EPOA-MOU-2024-2027-PDF,city,memorandum_or_settlement,full_document,safety_target,possible,no,duration_clause,no_anchor_supplied,none,no,"Term indicates July 1, 2024 through June 30, 2027 (no anchor cycle supplied, so overlap cannot be assessed).",Public municipal labor agreement for a sworn police bargaining unit with an explicit 2024-2027 term.,medium,qualifying_candidate,Scout-stage lead: must confirm that the bargaining unit is the City of Eureka municipal police unit and that wage-setting terms are binding and complete.,unverified_scout_candidate,high,"Later coordinated verification must confirm the exact California municipal employer and bargaining unit, authoritative provenance, executed/binding and complete-document status, visible operative dates, wage-setting content, duplicate status, and same-city cycle overlap. Do not ingest or use for claims before that gate; do not initiate a public-records request."
Eureka,CA,cog_2025_161150,non_safety,Memorandum of Understanding (Teamsters Local 137 MOU 2024-2027),Teamsters Local 137,CITY OF EUREKA,2024-2027 (visible_year_evidence),https://www.eurekaca.gov/DocumentCenter/View/1503/Teamsters-Local-137-MOU-2024-2027-PDF,city,memorandum_or_settlement,full_document,ordinary_non_safety_comparator,possible,no,duration_clause,no_anchor_supplied,none,no,"Term states July 1, 2024 through June 30, 2027 (no anchor cycle supplied, so overlap cannot be assessed).",Public municipal labor agreement for an ordinary non-safety (civilian) city workforce with an explicit 2024-2027 term.,medium,qualifying_candidate,Scout-stage lead: must verify this Teamsters-represented unit is a City of Eureka ordinary/civilian bargaining unit (not safety) and that it is binding wage-setting material.,unverified_scout_candidate,high,"Later coordinated verification must confirm the exact California municipal employer and bargaining unit, authoritative provenance, executed/binding and complete-document status, visible operative dates, wage-setting content, duplicate status, and same-city cycle overlap. Do not ingest or use for claims before that gate; do not initiate a public-records request."
