rank,state,municipality,municipality_id,census_gov_id,government_name,government_type,population,total_priority_score,priority_tier,priority_confidence,population_score,government_type_score,state_yield_score,research_design_score,geographic_value_score,data_completeness_score,evidence_signal_score,retry_flag,retry_priority,priority_reason_summary,recommended_future_wave
1,NV,Las Vegas,cog_2025_169988,169988,CITY OF LAS VEGAS,municipal,660929,79.537,Tier 1,low,27.137,10.000,17.256,12.360,6.783,5.000,1.000,yes,high,population percentile 99.9; municipal/place; state evidence low; smoothed yield component 17.3/20; 2 county relationship(s); failure-only retry candidate,next_cross_state_150_priority_pool
174,MS,Greenville,cog_2025_168714,168714,CITY OF GREENVILLE,municipal,27644,73.471,Tier 1,low,22.935,10.000,16.122,10.554,8.860,5.000,0.000,no,not_applicable,population percentile 94.8; municipal/place; state evidence low; smoothed yield component 16.1/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
175,WI,Waupun,cog_2025_194217,194217,CITY OF WAUPUN,municipal,11039,73.467,Tier 1,medium,21.131,10.000,17.902,11.561,7.873,5.000,0.000,no,not_applicable,population percentile 88.4; municipal/place; state evidence medium; smoothed yield component 17.9/20; 3 county relationship(s); unscouted,next_two_to_four_priority_waves
176,MD,La Plata,cog_2025_128034,128034,TOWN OF LAPLATA,municipal,10878,73.462,Tier 1,low,21.100,10.000,17.456,11.487,8.420,5.000,0.000,no,not_applicable,population percentile 88.3; municipal/place; state evidence low; smoothed yield component 17.5/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
177,MD,New Carrollton,cog_2025_166419,166419,CITY OF NEW CARROLLTON,municipal,13405,73.459,Tier 1,low,21.541,10.000,17.456,11.487,7.975,5.000,0.000,no,not_applicable,population percentile 90.0; municipal/place; state evidence low; smoothed yield component 17.5/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
178,OH,St. Clairsville,cog_2025_172310,172310,CITY OF ST CLAIRSVILLE,municipal,4973,73.457,Tier 1,high,19.188,10.000,19.353,15.076,4.840,5.000,0.000,no,not_applicable,population percentile 79.7; municipal/place; state evidence high; smoothed yield component 19.4/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
179,MN,Maplewood,cog_2025_194660,194660,CITY OF MAPLEWOOD,municipal,39958,73.453,Tier 1,medium,23.556,10.000,16.681,10.550,7.665,5.000,0.000,no,not_applicable,population percentile 96.5; municipal/place; state evidence medium; smoothed yield component 16.7/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
180,OH,Mentor-on-the-Lake,cog_2025_172482,172482,CITY OF MENTOR ON THE LAKE,municipal,7084,73.443,Tier 1,high,20.087,10.000,19.353,15.076,3.927,5.000,0.000,no,not_applicable,population percentile 83.9; municipal/place; state evidence high; smoothed yield component 19.4/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
181,CA,Arcadia,cog_2025_123108,123108,CITY OF ARCADIA,municipal,54157,73.432,Tier 1,high,24.020,10.000,18.043,13.079,3.289,5.000,0.000,no,not_applicable,population percentile 97.5; municipal/place; state evidence high; smoothed yield component 18.0/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
182,MS,Oxford,cog_2025_107427,107427,CITY OF OXFORD,municipal,27008,73.430,Tier 1,low,22.894,10.000,16.122,10.554,8.860,5.000,0.000,no,not_applicable,population percentile 94.7; municipal/place; state evidence low; smoothed yield component 16.1/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
183,MN,Sartell,cog_2025_128775,128775,CITY OF SARTELL,municipal,19726,73.429,Tier 1,medium,22.319,10.000,16.681,10.550,8.879,5.000,0.000,no,not_applicable,population percentile 92.8; municipal/place; state evidence medium; smoothed yield component 16.7/20; 3 county relationship(s); unscouted,next_two_to_four_priority_waves
184,WI,Menomonie,cog_2025_205653,205653,CITY OF MENOMONIE,municipal,16642,73.429,Tier 1,medium,21.979,10.000,17.902,11.561,6.987,5.000,0.000,no,not_applicable,population percentile 91.6; municipal/place; state evidence medium; smoothed yield component 17.9/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
185,CA,Beaumont,cog_2025_207592,207592,CITY OF BEAUMONT,municipal,58463,73.424,Tier 1,high,24.134,10.000,18.043,13.079,3.167,5.000,0.000,no,not_applicable,population percentile 97.7; municipal/place; state evidence high; smoothed yield component 18.0/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
186,NV,Fallon,cog_2025_130690,130690,CITY OF FALLON,municipal,9577,73.415,Tier 1,low,20.815,10.000,17.256,12.360,7.983,5.000,0.000,no,not_applicable,population percentile 87.1; municipal/place; state evidence low; smoothed yield component 17.3/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
187,OH,Obetz,cog_2025_186930,186930,CITY OF OBETZ,municipal,6971,73.414,Tier 1,high,20.052,10.000,19.353,15.076,3.933,5.000,0.000,no,not_applicable,population percentile 83.8; municipal/place; state evidence high; smoothed yield component 19.4/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
188,OH,Uhrichsville,cog_2025_186952,186952,CITY OF UHRICHSVILLE,municipal,5155,73.406,Tier 1,high,19.283,10.000,19.353,15.076,4.693,5.000,0.000,no,not_applicable,population percentile 80.2; municipal/place; state evidence high; smoothed yield component 19.4/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
189,CA,Gilroy,cog_2025_161276,161276,CITY OF GILROY,municipal,58250,73.396,Tier 1,high,24.128,10.000,18.043,13.079,3.146,5.000,0.000,no,not_applicable,population percentile 97.7; municipal/place; state evidence high; smoothed yield component 18.0/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
190,MS,Horn Lake,cog_2025_225807,225807,CITY OF HORN LAKE,municipal,26468,73.394,Tier 1,low,22.858,10.000,16.122,10.554,8.860,5.000,0.000,no,not_applicable,population percentile 94.6; municipal/place; state evidence low; smoothed yield component 16.1/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
191,CA,Lompoc,cog_2025_161271,161271,CITY OF LOMPOC,municipal,43045,73.389,Tier 1,high,23.671,10.000,18.043,13.079,3.596,5.000,0.000,no,not_applicable,population percentile 96.8; municipal/place; state evidence high; smoothed yield component 18.0/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
192,ID,Rexburg,cog_2025_204246,204246,CITY OF REXBURG,municipal,39975,73.388,Tier 1,low,23.557,10.000,15.708,10.574,8.549,5.000,0.000,no,not_applicable,population percentile 96.5; municipal/place; state evidence low; smoothed yield component 15.7/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
193,PA,Murrysville,cog_2025_112077,112077,MUNICIPALITY OF MURRYSVILLE,municipal,20745,73.384,Tier 1,medium,22.414,10.000,17.177,10.934,7.858,5.000,0.000,no,not_applicable,population percentile 93.2; municipal/place; state evidence medium; smoothed yield component 17.2/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
194,MD,Bel Air,cog_2025_185801,185801,TOWN OF BEL AIR,municipal,10490,73.383,Tier 1,low,21.021,10.000,17.456,11.487,8.420,5.000,0.000,no,not_applicable,population percentile 88.0; municipal/place; state evidence low; smoothed yield component 17.5/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
195,NH,Franklin,cog_2025_183890,183890,CITY OF FRANKLIN,municipal,8790,73.383,Tier 1,low,20.606,10.000,17.280,11.851,8.646,5.000,0.000,no,not_applicable,population percentile 86.2; municipal/place; state evidence low; smoothed yield component 17.3/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
196,OH,Northwood,cog_2025_172689,172689,CITY OF NORTHWOOD,municipal,5211,73.382,Tier 1,high,19.313,10.000,19.353,15.076,4.640,5.000,0.000,no,not_applicable,population percentile 80.3; municipal/place; state evidence high; smoothed yield component 19.4/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
197,OH,Kirtland,cog_2025_172488,172488,CITY OF KIRTLAND,municipal,6896,73.379,Tier 1,high,20.023,10.000,19.353,15.076,3.927,5.000,0.000,no,not_applicable,population percentile 83.6; municipal/place; state evidence high; smoothed yield component 19.4/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
198,OH,Minerva,cog_2025_193889,193889,VILLAGE OF MINERVA,municipal,3701,73.377,Tier 1,high,18.345,10.000,19.353,15.076,5.603,5.000,0.000,no,not_applicable,population percentile 75.5; municipal/place; state evidence high; smoothed yield component 19.4/20; 4 county relationship(s); unscouted,next_two_to_four_priority_waves
199,CA,Diamond Bar,cog_2025_161186,161186,CITY OF DIAMOND BAR,municipal,52041,73.374,Tier 1,high,23.963,10.000,18.043,13.079,3.289,5.000,0.000,no,not_applicable,population percentile 97.4; municipal/place; state evidence high; smoothed yield component 18.0/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
200,CA,Cupertino,cog_2025_161275,161275,CITY OF CUPERTINO,municipal,57285,73.371,Tier 1,high,24.103,10.000,18.043,13.079,3.146,5.000,0.000,no,not_applicable,population percentile 97.7; municipal/place; state evidence high; smoothed yield component 18.0/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
201,CA,Huntington Park,cog_2025_211216,211216,CITY OF HUNTINGTON PARK,municipal,51942,73.371,Tier 1,high,23.960,10.000,18.043,13.079,3.289,5.000,0.000,no,not_applicable,population percentile 97.4; municipal/place; state evidence high; smoothed yield component 18.0/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
202,CA,Seaside,cog_2025_123128,123128,CITY OF SEASIDE,municipal,31317,73.369,Tier 1,high,23.151,10.000,18.043,13.079,4.096,5.000,0.000,no,not_applicable,population percentile 95.4; municipal/place; state evidence high; smoothed yield component 18.0/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
203,CA,Paramount,cog_2025_161189,161189,CITY OF PARAMOUNT,municipal,51072,73.347,Tier 1,high,23.935,10.000,18.043,13.079,3.289,5.000,0.000,no,not_applicable,population percentile 97.4; municipal/place; state evidence high; smoothed yield component 18.0/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
204,CA,San Jacinto,cog_2025_211980,211980,CITY OF SAN JACINTO,municipal,55440,73.345,Tier 1,high,24.055,10.000,18.043,13.079,3.167,5.000,0.000,no,not_applicable,population percentile 97.6; municipal/place; state evidence high; smoothed yield component 18.0/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
205,OH,Johnstown,cog_2025_186938,186938,VILLAGE OF JOHNSTOWN,municipal,5310,73.341,Tier 1,high,19.364,10.000,19.353,15.076,4.547,5.000,0.000,no,not_applicable,population percentile 80.6; municipal/place; state evidence high; smoothed yield component 19.4/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
206,MO,Wentzville,cog_2025_107697,107697,CITY OF WENTZVILLE,municipal,47497,73.327,Tier 1,low,23.825,10.000,15.797,10.173,8.532,5.000,0.000,no,not_applicable,population percentile 97.1; municipal/place; state evidence low; smoothed yield component 15.8/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
207,MS,Starkville,cog_2025_184184,184184,CITY OF STARKVILLE,municipal,25444,73.321,Tier 1,low,22.785,10.000,16.122,10.554,8.860,5.000,0.000,no,not_applicable,population percentile 94.3; municipal/place; state evidence low; smoothed yield component 16.1/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
208,CA,Glendora,cog_2025_161171,161171,CITY OF GLENDORA,municipal,49934,73.314,Tier 1,high,23.902,10.000,18.043,13.079,3.289,5.000,0.000,no,not_applicable,population percentile 97.3; municipal/place; state evidence high; smoothed yield component 18.0/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
209,NY,North Tonawanda,cog_2025_190967,190967,CITY OF NORTH TONAWANDA,municipal,30031,73.312,Tier 1,medium,23.079,10.000,16.739,10.760,7.735,5.000,0.000,no,not_applicable,population percentile 95.2; municipal/place; state evidence medium; smoothed yield component 16.7/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
210,PA,Phoenixville,cog_2025_173881,173881,BOROUGH OF PHOENIXVILLE,municipal,19871,73.301,Tier 1,medium,22.331,10.000,17.177,10.934,7.858,5.000,0.000,no,not_applicable,population percentile 92.9; municipal/place; state evidence medium; smoothed yield component 17.2/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
211,UT,Logan,cog_2025_205531,205531,CITY OF LOGAN,municipal,55250,73.295,Tier 1,low,24.051,10.000,15.506,10.311,8.426,5.000,0.000,no,not_applicable,population percentile 97.6; municipal/place; state evidence low; smoothed yield component 15.5/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
212,CA,Rosemead,cog_2025_123120,123120,CITY OF ROSEMEAD,municipal,49305,73.294,Tier 1,high,23.883,10.000,18.043,13.079,3.289,5.000,0.000,no,not_applicable,population percentile 97.3; municipal/place; state evidence high; smoothed yield component 18.0/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
213,OH,The Village of Indian Hill,cog_2025_209059,209059,CITY OF THE VILLAGE OF INDIAN HILL,municipal,6018,73.294,Tier 1,high,19.685,10.000,19.353,15.076,4.180,5.000,0.000,no,not_applicable,population percentile 82.1; municipal/place; state evidence high; smoothed yield component 19.4/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
214,KS,Hutchinson,cog_2025_164850,164850,CITY OF HUTCHINSON,municipal,39662,73.292,Tier 1,low,23.542,10.000,15.729,10.349,8.671,5.000,0.000,no,not_applicable,population percentile 96.5; municipal/place; state evidence low; smoothed yield component 15.7/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
215,MN,Savage,cog_2025_128768,128768,CITY OF SAVAGE,municipal,32999,73.287,Tier 1,medium,23.240,10.000,16.681,10.550,7.814,5.000,0.000,no,not_applicable,population percentile 95.7; municipal/place; state evidence medium; smoothed yield component 16.7/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
216,PA,West Chester,cog_2025_194885,194885,BOROUGH OF WEST CHESTER,municipal,19658,73.281,Tier 1,medium,22.311,10.000,17.177,10.934,7.858,5.000,0.000,no,not_applicable,population percentile 92.8; municipal/place; state evidence medium; smoothed yield component 17.2/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
217,CA,Covina,cog_2025_161167,161167,CITY OF COVINA,municipal,48728,73.276,Tier 1,high,23.865,10.000,18.043,13.079,3.289,5.000,0.000,no,not_applicable,population percentile 97.2; municipal/place; state evidence high; smoothed yield component 18.0/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
218,WI,Beaver Dam,cog_2025_177124,177124,CITY OF BEAVER DAM,municipal,16531,73.276,Tier 1,medium,21.965,10.000,17.902,11.561,6.847,5.000,0.000,no,not_applicable,population percentile 91.6; municipal/place; state evidence medium; smoothed yield component 17.9/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
219,NY,Lindenhurst,cog_2025_170648,170648,VILLAGE OF LINDENHURST,municipal,26972,73.274,Tier 1,medium,22.891,10.000,16.739,10.760,7.885,5.000,0.000,no,not_applicable,population percentile 94.7; municipal/place; state evidence medium; smoothed yield component 16.7/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
220,CA,Pacifica,cog_2025_161267,161267,CITY OF PACIFICA,municipal,36426,73.270,Tier 1,high,23.402,10.000,18.043,13.079,3.746,5.000,0.000,no,not_applicable,population percentile 96.1; municipal/place; state evidence high; smoothed yield component 18.0/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
221,WI,Burlington,cog_2025_115098,115098,CITY OF BURLINGTON,municipal,11040,73.267,Tier 1,medium,21.132,10.000,17.902,11.561,7.672,5.000,0.000,no,not_applicable,population percentile 88.4; municipal/place; state evidence medium; smoothed yield component 17.9/20; 3 county relationship(s); unscouted,next_two_to_four_priority_waves
222,PA,Baldwin,cog_2025_173751,173751,BOROUGH OF BALDWIN,municipal,20708,73.265,Tier 1,medium,22.411,10.000,17.177,10.934,7.743,5.000,0.000,no,not_applicable,population percentile 93.2; municipal/place; state evidence medium; smoothed yield component 17.2/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
223,AK,Sitka,cog_2025_160787,160787,CITY AND BOROUGH OF SITKA,municipal,8282,73.262,Tier 1,low,20.460,10.000,16.907,12.054,8.840,5.000,0.000,no,not_applicable,population percentile 85.5; municipal/place; state evidence low; smoothed yield component 16.9/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
224,CA,Cathedral City,cog_2025_203973,203973,CITY OF CATHEDRAL,municipal,52356,73.261,Tier 1,high,23.971,10.000,18.043,13.079,3.167,5.000,0.000,no,not_applicable,population percentile 97.4; municipal/place; state evidence high; smoothed yield component 18.0/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
225,CA,Azusa,cog_2025_161163,161163,CITY OF AZUSA,municipal,48272,73.260,Tier 1,high,23.849,10.000,18.043,13.079,3.289,5.000,0.000,no,not_applicable,population percentile 97.2; municipal/place; state evidence high; smoothed yield component 18.0/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
226,MN,Roseville,cog_2025_128753,128753,CITY OF ROSEVILLE,municipal,35451,73.253,Tier 1,medium,23.356,10.000,16.681,10.550,7.665,5.000,0.000,no,not_applicable,population percentile 96.0; municipal/place; state evidence medium; smoothed yield component 16.7/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
227,CA,Palm Desert,cog_2025_161240,161240,CITY OF PALM DESERT,municipal,51951,73.250,Tier 1,high,23.960,10.000,18.043,13.079,3.167,5.000,0.000,no,not_applicable,population percentile 97.4; municipal/place; state evidence high; smoothed yield component 18.0/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
228,NY,Glen Cove,cog_2025_170543,170543,CITY OF GLEN COVE,municipal,27879,73.249,Tier 1,medium,22.952,10.000,16.739,10.760,7.798,5.000,0.000,no,not_applicable,population percentile 94.9; municipal/place; state evidence medium; smoothed yield component 16.7/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
229,WI,Weston,cog_2025_209806,209806,VILLAGE OF WESTON,municipal,15969,73.248,Tier 1,medium,21.896,10.000,17.902,11.561,6.889,5.000,0.000,no,not_applicable,population percentile 91.3; municipal/place; state evidence medium; smoothed yield component 17.9/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
230,MN,Inver Grove Heights,cog_2025_167454,167454,CITY OF INVER GROVE HEIGHTS,municipal,36114,73.247,Tier 1,medium,23.388,10.000,16.681,10.550,7.628,5.000,0.000,no,not_applicable,population percentile 96.1; municipal/place; state evidence medium; smoothed yield component 16.7/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
231,CA,Monterey,cog_2025_100700,100700,CITY OF MONTEREY,municipal,29116,73.246,Tier 1,high,23.028,10.000,18.043,13.079,4.096,5.000,0.000,no,not_applicable,population percentile 95.1; municipal/place; state evidence high; smoothed yield component 18.0/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
232,NY,Harrison,cog_2025_170686,170686,VILLAGE OF HARRISON,municipal,30780,73.244,Tier 1,medium,23.121,10.000,16.739,10.760,7.624,5.000,0.000,no,not_applicable,population percentile 95.3; municipal/place; state evidence medium; smoothed yield component 16.7/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
233,NY,Port Chester,cog_2025_194797,194797,VILLAGE OF PORT CHESTER,municipal,30584,73.234,Tier 1,medium,23.111,10.000,16.739,10.760,7.624,5.000,0.000,no,not_applicable,population percentile 95.3; municipal/place; state evidence medium; smoothed yield component 16.7/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
234,OH,Grafton,cog_2025_202333,202333,VILLAGE OF GRAFTON,municipal,5773,73.227,Tier 1,high,19.576,10.000,19.353,15.076,4.222,5.000,0.000,no,not_applicable,population percentile 81.6; municipal/place; state evidence high; smoothed yield component 19.4/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
235,OH,Canal Fulton,cog_2025_132523,132523,CITY OF CANAL FULTON,municipal,5333,73.218,Tier 1,high,19.377,10.000,19.353,15.076,4.411,5.000,0.000,no,not_applicable,population percentile 80.7; municipal/place; state evidence high; smoothed yield component 19.4/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
236,CA,Cerritos,cog_2025_161168,161168,CITY OF CERRITOS,municipal,46797,73.213,Tier 1,high,23.801,10.000,18.043,13.079,3.289,5.000,0.000,no,not_applicable,population percentile 97.1; municipal/place; state evidence high; smoothed yield component 18.0/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
237,OH,Ashville,cog_2025_132507,132507,VILLAGE OF ASHVILLE,municipal,4760,73.211,Tier 1,high,19.062,10.000,19.353,15.076,4.720,5.000,0.000,no,not_applicable,population percentile 79.1; municipal/place; state evidence high; smoothed yield component 19.4/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
238,WI,Hudson,cog_2025_184098,184098,CITY OF HUDSON,municipal,15473,73.199,Tier 1,medium,21.835,10.000,17.902,11.561,6.901,5.000,0.000,no,not_applicable,population percentile 91.1; municipal/place; state evidence medium; smoothed yield component 17.9/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
239,AK,Ketchikan,cog_2025_160765,160765,CITY OF KETCHIKAN,municipal,8079,73.199,Tier 1,low,20.397,10.000,16.907,12.054,8.840,5.000,0.000,no,not_applicable,population percentile 85.2; municipal/place; state evidence low; smoothed yield component 16.9/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
240,WI,Oconomowoc,cog_2025_136603,136603,CITY OF OCONOMOWOC,municipal,18682,73.189,Tier 1,medium,22.213,10.000,17.902,11.561,6.513,5.000,0.000,no,not_applicable,population percentile 92.5; municipal/place; state evidence medium; smoothed yield component 17.9/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
241,CA,El Paso de Robles (Paso Robles),cog_2025_207600,207600,CITY OF EL PASO DE ROBLES,municipal,31134,73.180,Tier 1,high,23.140,10.000,18.043,13.079,3.917,5.000,0.000,no,not_applicable,population percentile 95.4; municipal/place; state evidence high; smoothed yield component 18.0/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
242,KS,Leavenworth,cog_2025_164783,164783,CITY OF LEAVENWORTH,municipal,37034,73.177,Tier 1,low,23.427,10.000,15.729,10.349,8.671,5.000,0.000,no,not_applicable,population percentile 96.2; municipal/place; state evidence low; smoothed yield component 15.7/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
243,OH,Coldwater,cog_2025_172531,172531,VILLAGE OF COLDWATER,municipal,4712,73.176,Tier 1,high,19.038,10.000,19.353,15.076,4.709,5.000,0.000,no,not_applicable,population percentile 79.0; municipal/place; state evidence high; smoothed yield component 19.4/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
244,CA,La Mirada,cog_2025_161192,161192,CITY OF LA MIRADA,municipal,45505,73.172,Tier 1,high,23.760,10.000,18.043,13.079,3.289,5.000,0.000,no,not_applicable,population percentile 97.0; municipal/place; state evidence high; smoothed yield component 18.0/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
245,MN,Andover,cog_2025_128651,128651,CITY OF ANDOVER,municipal,33089,73.172,Tier 1,medium,23.245,10.000,16.681,10.550,7.695,5.000,0.000,no,not_applicable,population percentile 95.7; municipal/place; state evidence medium; smoothed yield component 16.7/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
246,OH,Lexington,cog_2025_209090,209090,VILLAGE OF LEXINGTON,municipal,4846,73.172,Tier 1,high,19.110,10.000,19.353,15.076,4.633,5.000,0.000,no,not_applicable,population percentile 79.3; municipal/place; state evidence high; smoothed yield component 19.4/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
247,MA,Palmer Town,cog_2025_224812,224812,CITY OF PALMER TOWN,municipal,12315,73.170,Tier 1,high,21.366,10.000,17.977,13.214,5.613,5.000,0.000,no,not_applicable,population percentile 89.3; municipal/place; state evidence high; smoothed yield component 18.0/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
248,ID,Lewiston,cog_2025_162104,162104,CITY OF LEWISTON,municipal,34836,73.160,Tier 1,low,23.329,10.000,15.708,10.574,8.549,5.000,0.000,no,not_applicable,population percentile 95.9; municipal/place; state evidence low; smoothed yield component 15.7/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
249,NV,Boulder City,cog_2025_130691,130691,CITY OF BOULDER,municipal,14828,73.152,Tier 1,low,21.752,10.000,17.256,12.360,6.783,5.000,0.000,no,not_applicable,population percentile 90.8; municipal/place; state evidence low; smoothed yield component 17.3/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
250,WI,Fox Crossing,cog_2025_245200,245200,VILLAGE OF FOX CROSSING,municipal,18947,73.142,Tier 1,medium,22.237,10.000,17.902,11.561,6.442,5.000,0.000,no,not_applicable,population percentile 92.5; municipal/place; state evidence medium; smoothed yield component 17.9/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
251,OH,Georgetown,cog_2025_209038,209038,VILLAGE OF GEORGETOWN,municipal,4458,73.142,Tier 1,high,18.873,10.000,19.353,15.076,4.840,5.000,0.000,no,not_applicable,population percentile 78.1; municipal/place; state evidence high; smoothed yield component 19.4/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
252,OH,Olmsted Falls,cog_2025_172366,172366,CITY OF OLMSTED FALLS,municipal,8587,73.140,Tier 1,high,20.549,10.000,19.353,15.076,3.162,5.000,0.000,no,not_applicable,population percentile 85.9; municipal/place; state evidence high; smoothed yield component 19.4/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
253,MS,Columbus,cog_2025_168665,168665,CITY OF COLUMBUS,municipal,23035,73.137,Tier 1,low,22.601,10.000,16.122,10.554,8.860,5.000,0.000,no,not_applicable,population percentile 93.7; municipal/place; state evidence low; smoothed yield component 16.1/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
254,OH,New Lexington,cog_2025_205137,205137,VILLAGE OF NEW LEXINGTON,municipal,4447,73.134,Tier 1,high,18.865,10.000,19.353,15.076,4.840,5.000,0.000,no,not_applicable,population percentile 78.1; municipal/place; state evidence high; smoothed yield component 19.4/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
255,OH,Archbold,cog_2025_212235,212235,VILLAGE OF ARCHBOLD,municipal,4447,73.134,Tier 1,high,18.865,10.000,19.353,15.076,4.840,5.000,0.000,no,not_applicable,population percentile 78.1; municipal/place; state evidence high; smoothed yield component 19.4/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
256,CA,Oakley,cog_2025_196025,196025,CITY OF OAKLEY,municipal,45761,73.133,Tier 1,high,23.770,10.000,18.043,13.079,3.240,5.000,0.000,no,not_applicable,population percentile 97.0; municipal/place; state evidence high; smoothed yield component 18.0/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
257,MS,Pearl,cog_2025_138804,138804,CITY OF PEARL,municipal,28117,73.130,Tier 1,low,22.969,10.000,16.122,10.554,8.485,5.000,0.000,no,not_applicable,population percentile 94.9; municipal/place; state evidence low; smoothed yield component 16.1/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
258,NM,Silver City,cog_2025_190924,190924,TOWN OF SILVER CITY,municipal,9377,73.130,Tier 1,low,20.768,10.000,17.299,11.771,8.291,5.000,0.000,no,not_applicable,population percentile 86.9; municipal/place; state evidence low; smoothed yield component 17.3/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
259,WI,Verona,cog_2025_209780,209780,CITY OF VERONA,municipal,15815,73.129,Tier 1,medium,21.879,10.000,17.902,11.561,6.787,5.000,0.000,no,not_applicable,population percentile 91.3; municipal/place; state evidence medium; smoothed yield component 17.9/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
260,OH,Highland Heights,cog_2025_110722,110722,CITY OF HIGHLAND HEIGHTS,municipal,8537,73.126,Tier 1,high,20.535,10.000,19.353,15.076,3.162,5.000,0.000,no,not_applicable,population percentile 85.9; municipal/place; state evidence high; smoothed yield component 19.4/20; 2 county relationship(s); unscouted,next_two_to_four_priority_waves
