evidence_id,run_id,run_date,source_output_file,contract_id,state,city,occupation_class,source_role,attribute,evidence_status,excerpt,excerpt_location,source_file,source_grounding_status,raw_output_ref,notes,state_label,city_label,occupation_label,source_role_label,contract_label,attribute_label,attribute_definition,evidence_status_label,source_grounding_label,what_excerpt_shows,notes_flag,viewer_verified
codify_20260710_ma_franklin_other_2022_overtime_callback_holdover_mandatory_extra_work_1,2026-07-10_102644_massachusetts_live,2026-07-10,docs/analysis/gabriel_codify_massachusetts_outputs_2026-07-09.csv,ma_franklin_other_2022,MA,Franklin,other,non_safety_general,overtime_callback_holdover_mandatory_extra_work,present,"If overtime is related to snow or ice removal, custodians will be paid two times (double) their regular hourly
rate.",Section 13.2,corpus/ma_franklin/ma_franklin_custodians_2022_2025.pdf,grounded,tmp/gabriel_codify_pilots/2026-07-10_102644/gabriel_save_dir/ma_franklin_other_2022/coded_passages.csv,,Massachusetts,Franklin,Other / mixed municipal,General non-safety,"Franklin Other / mixed municipal — AFSCME AFL-CIO Council 93 Local 1298 Custodians collective bargaining agreement, 2022–2025","Overtime, callback, holdover, or mandatory extra work","Overtime, callback, holdover, mandatory overtime, court time, extra duty, standby/on-call, shift extension, or premium compensation for extra work demands.",Evidence found,Verified in source text,"This excerpt was coded as evidence of Overtime, callback, holdover, or mandatory extra work because it describes overtime, callback, holdover, mandatory extra duty, or standby/on-call pay.",0,1
codify_20260710_ma_franklin_other_2022_overtime_callback_holdover_mandatory_extra_work_2,2026-07-10_102644_massachusetts_live,2026-07-10,docs/analysis/gabriel_codify_massachusetts_outputs_2026-07-09.csv,ma_franklin_other_2022,MA,Franklin,other,non_safety_general,overtime_callback_holdover_mandatory_extra_work,present,The Facilities Director or their designee must authorize overtime work in advance.,Section 13.3,corpus/ma_franklin/ma_franklin_custodians_2022_2025.pdf,grounded,tmp/gabriel_codify_pilots/2026-07-10_102644/gabriel_save_dir/ma_franklin_other_2022/coded_passages.csv,,Massachusetts,Franklin,Other / mixed municipal,General non-safety,"Franklin Other / mixed municipal — AFSCME AFL-CIO Council 93 Local 1298 Custodians collective bargaining agreement, 2022–2025","Overtime, callback, holdover, or mandatory extra work","Overtime, callback, holdover, mandatory overtime, court time, extra duty, standby/on-call, shift extension, or premium compensation for extra work demands.",Evidence found,Verified in source text,"This excerpt was coded as evidence of Overtime, callback, holdover, or mandatory extra work because it describes overtime, callback, holdover, mandatory extra duty, or standby/on-call pay.",0,1
codify_20260710_ma_franklin_other_2022_classification_reclassification_or_grade_structure_0,2026-07-10_102644_massachusetts_live,2026-07-10,docs/analysis/gabriel_codify_massachusetts_outputs_2026-07-09.csv,ma_franklin_other_2022,MA,Franklin,other,non_safety_general,classification_reclassification_or_grade_structure,present,"APPENDIX A: SALARY SCHEDULE FISCAL YEAR 2023 ........................................................................... 23
APPENDIX A: SALARY SCHEDULE FISCAL YEAR 2024 ........................................................................... 24
APPENDIX A: SALARY SCHEDULE FISCAL YEAR 2025 ......................................................",ARTICLE 9,corpus/ma_franklin/ma_franklin_custodians_2022_2025.pdf,grounded,tmp/gabriel_codify_pilots/2026-07-10_102644/gabriel_save_dir/ma_franklin_other_2022/coded_passages.csv,,Massachusetts,Franklin,Other / mixed municipal,General non-safety,"Franklin Other / mixed municipal — AFSCME AFL-CIO Council 93 Local 1298 Custodians collective bargaining agreement, 2022–2025","Classification, reclassification, or wage-grade structure","Wage setting through classification systems, grades, steps, job titles, reclassification, compensation studies, wage schedules, or grade appeals.",Evidence found,Verified in source text,"This excerpt was coded as evidence of Classification, reclassification, or wage-grade structure because it describes how wages are set through job classifications, grades, steps, or a compensation study -- an internal wage-structure mechanism, not a comparison to peer or external employers.",0,1
codify_20260710_ma_franklin_other_2022_training_certification_credential_premiums_0,2026-07-10_102644_massachusetts_live,2026-07-10,docs/analysis/gabriel_codify_massachusetts_outputs_2026-07-09.csv,ma_franklin_other_2022,MA,Franklin,other,non_safety_general,training_certification_credential_premiums,not_found,,,corpus/ma_franklin/ma_franklin_custodians_2022_2025.pdf,not_applicable,tmp/gabriel_codify_pilots/2026-07-10_102644/gabriel_save_dir/ma_franklin_other_2022/coded_passages.csv,,Massachusetts,Franklin,Other / mixed municipal,General non-safety,"Franklin Other / mixed municipal — AFSCME AFL-CIO Council 93 Local 1298 Custodians collective bargaining agreement, 2022–2025","Training, certification, credential, or education premiums","Wage premiums, stipends, incentives, requirements, or career ladders linked to training, certifications, degrees, licenses, credentials, or specialist qualifications.",No evidence found,Not applicable,No excerpt was returned for this attribute in the selected source window.,0,0
codify_20260710_ma_franklin_other_2022_hazard_risk_stress_or_line_of_duty_rationale_0,2026-07-10_102644_massachusetts_live,2026-07-10,docs/analysis/gabriel_codify_massachusetts_outputs_2026-07-09.csv,ma_franklin_other_2022,MA,Franklin,other,non_safety_general,hazard_risk_stress_or_line_of_duty_rationale,not_found,,,corpus/ma_franklin/ma_franklin_custodians_2022_2025.pdf,not_applicable,tmp/gabriel_codify_pilots/2026-07-10_102644/gabriel_save_dir/ma_franklin_other_2022/coded_passages.csv,,Massachusetts,Franklin,Other / mixed municipal,General non-safety,"Franklin Other / mixed municipal — AFSCME AFL-CIO Council 93 Local 1298 Custodians collective bargaining agreement, 2022–2025","Hazard, risk, stress, or line-of-duty rationale","Explicit wage or benefit language tied to hazard, risk, injury, stress, line-of-duty harm, dangerous conditions, public-safety exposure, or physical/psychological burden.",No evidence found,Not applicable,No excerpt was returned for this attribute in the selected source window.,0,0
codify_20260710_ma_franklin_other_2022_premium_pay_differentials_0,2026-07-10_102644_massachusetts_live,2026-07-10,docs/analysis/gabriel_codify_massachusetts_outputs_2026-07-09.csv,ma_franklin_other_2022,MA,Franklin,other,non_safety_general,premium_pay_differentials,present,"Effective the first full pay period of July 2019, longevity pay previously included in Article 17 of the 2015-2018
agreement is eliminated and $0.24 per hour ($500 total) is added to the base pay of all employees (irrespective
of hire date).",Section 15.4,corpus/ma_franklin/ma_franklin_custodians_2022_2025.pdf,grounded,tmp/gabriel_codify_pilots/2026-07-10_102644/gabriel_save_dir/ma_franklin_other_2022/coded_passages.csv,,Massachusetts,Franklin,Other / mixed municipal,General non-safety,"Franklin Other / mixed municipal — AFSCME AFL-CIO Council 93 Local 1298 Custodians collective bargaining agreement, 2022–2025",Premium pay / differentials,"Shift differentials, assignment differentials, specialty pay, longevity, night/weekend pay, holiday premiums, bilingual pay, paramedic pay, detail rates, or other add-ons beyond base wage.",Evidence found,Verified in source text,"This excerpt was coded as evidence of Premium pay / differentials because it describes a shift differential, specialty pay, longevity pay, or another add-on beyond the base wage.",0,1
codify_20260710_ma_franklin_other_2022_benefits_total_compensation_or_pension_0,2026-07-10_102644_massachusetts_live,2026-07-10,docs/analysis/gabriel_codify_massachusetts_outputs_2026-07-09.csv,ma_franklin_other_2022,MA,Franklin,other,non_safety_general,benefits_total_compensation_or_pension,not_found,,,corpus/ma_franklin/ma_franklin_custodians_2022_2025.pdf,not_applicable,tmp/gabriel_codify_pilots/2026-07-10_102644/gabriel_save_dir/ma_franklin_other_2022/coded_passages.csv,,Massachusetts,Franklin,Other / mixed municipal,General non-safety,"Franklin Other / mixed municipal — AFSCME AFL-CIO Council 93 Local 1298 Custodians collective bargaining agreement, 2022–2025","Benefits, total compensation, or pension","Health insurance, pension, retirement, deferred compensation, paid leave, uniform allowance, equipment allowance, or non-wage benefits that affect compensation.",No evidence found,Not applicable,No excerpt was returned for this attribute in the selected source window.,0,0
codify_20260710_ma_franklin_other_2022_subcontracting_outsourcing_or_volunteer_substitution_0,2026-07-10_102644_massachusetts_live,2026-07-10,docs/analysis/gabriel_codify_massachusetts_outputs_2026-07-09.csv,ma_franklin_other_2022,MA,Franklin,other,non_safety_general,subcontracting_outsourcing_or_volunteer_substitution,not_found,,,corpus/ma_franklin/ma_franklin_custodians_2022_2025.pdf,not_applicable,tmp/gabriel_codify_pilots/2026-07-10_102644/gabriel_save_dir/ma_franklin_other_2022/coded_passages.csv,,Massachusetts,Franklin,Other / mixed municipal,General non-safety,"Franklin Other / mixed municipal — AFSCME AFL-CIO Council 93 Local 1298 Custodians collective bargaining agreement, 2022–2025","Subcontracting, outsourcing, or substitution","Contracting out, outsourcing, privatization, volunteer substitution, non-unit labor replacement, civilianization, or restrictions on replacing bargaining-unit work.",No evidence found,Not applicable,No excerpt was returned for this attribute in the selected source window.,0,0
codify_20260710_ma_franklin_other_2022_management_rights_or_service_flexibility_0,2026-07-10_102644_massachusetts_live,2026-07-10,docs/analysis/gabriel_codify_massachusetts_outputs_2026-07-09.csv,ma_franklin_other_2022,MA,Franklin,other,non_safety_general,management_rights_or_service_flexibility,not_found,,,corpus/ma_franklin/ma_franklin_custodians_2022_2025.pdf,not_applicable,tmp/gabriel_codify_pilots/2026-07-10_102644/gabriel_save_dir/ma_franklin_other_2022/coded_passages.csv,,Massachusetts,Franklin,Other / mixed municipal,General non-safety,"Franklin Other / mixed municipal — AFSCME AFL-CIO Council 93 Local 1298 Custodians collective bargaining agreement, 2022–2025",Management rights / service flexibility,"Management rights to assign, schedule, transfer, reorganize, determine staffing, set operations, change methods, deploy personnel, or maintain service flexibility.",No evidence found,Not applicable,No excerpt was returned for this attribute in the selected source window.,0,0
codify_20260710_ma_franklin_other_2022_no_strike_or_work_stoppage_constraint_0,2026-07-10_102644_massachusetts_live,2026-07-10,docs/analysis/gabriel_codify_massachusetts_outputs_2026-07-09.csv,ma_franklin_other_2022,MA,Franklin,other,non_safety_general,no_strike_or_work_stoppage_constraint,not_found,,,corpus/ma_franklin/ma_franklin_custodians_2022_2025.pdf,not_applicable,tmp/gabriel_codify_pilots/2026-07-10_102644/gabriel_save_dir/ma_franklin_other_2022/coded_passages.csv,,Massachusetts,Franklin,Other / mixed municipal,General non-safety,"Franklin Other / mixed municipal — AFSCME AFL-CIO Council 93 Local 1298 Custodians collective bargaining agreement, 2022–2025",No-strike / work-stoppage constraint,"No-strike, no-slowdown, no-lockout, essential-service continuity, or statutory work-stoppage constraints.",No evidence found,Not applicable,No excerpt was returned for this attribute in the selected source window.,0,0
codify_20260710_ma_franklin_other_2022_civil_service_or_statutory_employment_channel_0,2026-07-10_102644_massachusetts_live,2026-07-10,docs/analysis/gabriel_codify_massachusetts_outputs_2026-07-09.csv,ma_franklin_other_2022,MA,Franklin,other,non_safety_general,civil_service_or_statutory_employment_channel,not_found,,,corpus/ma_franklin/ma_franklin_custodians_2022_2025.pdf,not_applicable,tmp/gabriel_codify_pilots/2026-07-10_102644/gabriel_save_dir/ma_franklin_other_2022/coded_passages.csv,,Massachusetts,Franklin,Other / mixed municipal,General non-safety,"Franklin Other / mixed municipal — AFSCME AFL-CIO Council 93 Local 1298 Custodians collective bargaining agreement, 2022–2025",Civil-service or statutory employment channel,"Civil-service provisions, statutory employment protections, meet-and-confer statutes, Chapter 174/142/146 references, Chapter 4117/SERB references, appointment/promotion rules, or statutory channels structuring bargaining or wage-setting.",No evidence found,Not applicable,No excerpt was returned for this attribute in the selected source window.,0,0
codify_20260710_ma_franklin_other_2022_union_security_or_institutional_power_0,2026-07-10_102644_massachusetts_live,2026-07-10,docs/analysis/gabriel_codify_massachusetts_outputs_2026-07-09.csv,ma_franklin_other_2022,MA,Franklin,other,non_safety_general,union_security_or_institutional_power,present,"on items. It is the
responsibility of each employee to report promptly to the Facilities Director or thei",,corpus/ma_franklin/ma_franklin_custodians_2022_2025.pdf,grounded,tmp/gabriel_codify_pilots/2026-07-10_102644/gabriel_save_dir/ma_franklin_other_2022/coded_passages.csv,,Massachusetts,Franklin,Other / mixed municipal,General non-safety,"Franklin Other / mixed municipal — AFSCME AFL-CIO Council 93 Local 1298 Custodians collective bargaining agreement, 2022–2025",Union security / institutional power,"Union recognition, dues or agency checkoff, exclusive representation, release time, union access, bulletin boards, labor-management committees, bargaining rights, or institutional supports for union power.",Evidence found,Verified in source text,"This excerpt was coded as evidence of Union security / institutional power because it describes union recognition, dues checkoff, exclusive representation, or another institutional support for union standing.",0,1
codify_20260710_ma_franklin_other_2022_budget_capacity_or_fiscal_constraint_0,2026-07-10_102644_massachusetts_live,2026-07-10,docs/analysis/gabriel_codify_massachusetts_outputs_2026-07-09.csv,ma_franklin_other_2022,MA,Franklin,other,non_safety_general,budget_capacity_or_fiscal_constraint,not_found,,,corpus/ma_franklin/ma_franklin_custodians_2022_2025.pdf,not_applicable,tmp/gabriel_codify_pilots/2026-07-10_102644/gabriel_save_dir/ma_franklin_other_2022/coded_passages.csv,,Massachusetts,Franklin,Other / mixed municipal,General non-safety,"Franklin Other / mixed municipal — AFSCME AFL-CIO Council 93 Local 1298 Custodians collective bargaining agreement, 2022–2025",Budget capacity / fiscal constraint,"Fiscal capacity, budget constraints, ability to pay, appropriations, tax limits, fiscal emergency, budgetary shortfall, or city financial condition used to shape wages.",No evidence found,Not applicable,No excerpt was returned for this attribute in the selected source window.,0,0
codify_20260710_ma_franklin_other_2022_non_safety_wage_restraint_or_admin_channel_0,2026-07-10_102644_massachusetts_live,2026-07-10,docs/analysis/gabriel_codify_massachusetts_outputs_2026-07-09.csv,ma_franklin_other_2022,MA,Franklin,other,non_safety_general,non_safety_wage_restraint_or_admin_channel,not_found,,,corpus/ma_franklin/ma_franklin_custodians_2022_2025.pdf,not_applicable,tmp/gabriel_codify_pilots/2026-07-10_102644/gabriel_save_dir/ma_franklin_other_2022/coded_passages.csv,,Massachusetts,Franklin,Other / mixed municipal,General non-safety,"Franklin Other / mixed municipal — AFSCME AFL-CIO Council 93 Local 1298 Custodians collective bargaining agreement, 2022–2025",Non-safety wage restraint / administrative channel,"Evidence that non-safety wages are routed through administrative pay plans, classification systems, consultation rather than bargaining, weaker impasse pathways, delayed studies, pay-grade adjustments, or limited wage channels.",No evidence found,Not applicable,No excerpt was returned for this attribute in the selected source window.,0,0
codify_20260710_ma_franklin_other_2022_other_0,2026-07-10_102644_massachusetts_live,2026-07-10,docs/analysis/gabriel_codify_massachusetts_outputs_2026-07-09.csv,ma_franklin_other_2022,MA,Franklin,other,non_safety_general,other,not_found,,,corpus/ma_franklin/ma_franklin_custodians_2022_2025.pdf,not_applicable,tmp/gabriel_codify_pilots/2026-07-10_102644/gabriel_save_dir/ma_franklin_other_2022/coded_passages.csv,,Massachusetts,Franklin,Other / mixed municipal,General non-safety,"Franklin Other / mixed municipal — AFSCME AFL-CIO Council 93 Local 1298 Custodians collective bargaining agreement, 2022–2025",Other wage-mechanism evidence,Relevant wage-mechanism evidence not captured by the other attributes. Use sparingly.,No evidence found,Not applicable,No excerpt was returned for this attribute in the selected source window.,0,0
codify_20260710_ma_boston_clerical_admin_2023_peer_comparator_wage_comparability_0,2026-07-10_102644_massachusetts_live,2026-07-10,docs/analysis/gabriel_codify_massachusetts_outputs_2026-07-09.csv,ma_boston_clerical_admin_2023,MA,Boston,clerical_admin,non_safety_general,peer_comparator_wage_comparability,not_found,,,corpus/ma_boston/ma_boston_clerical_sena9158_cba_2023_2027.pdf,not_applicable,tmp/gabriel_codify_pilots/2026-07-10_102644/gabriel_save_dir/ma_boston_clerical_admin_2023/coded_passages.csv,,Massachusetts,Boston,Clerical / administrative,General non-safety,"Boston Clerical / administrative — United Steelworkers AFL-CIO CLC on behalf of Salaried Employees of North America Local 9158 collective bargaining agreement, 2023–2027",Peer / comparator wage comparison,"Explicit use of peer cities, comparable communities, external labor markets, comparator jurisdictions, or comparable bargaining units to justify wage levels, increases, or schedules.",No evidence found,Not applicable,No excerpt was returned for this attribute in the selected source window.,0,0
codify_20260710_ma_boston_clerical_admin_2023_interest_arbitration_or_formal_impasse_backstop_0,2026-07-10_102644_massachusetts_live,2026-07-10,docs/analysis/gabriel_codify_massachusetts_outputs_2026-07-09.csv,ma_boston_clerical_admin_2023,MA,Boston,clerical_admin,non_safety_general,interest_arbitration_or_formal_impasse_backstop,not_found,,,corpus/ma_boston/ma_boston_clerical_sena9158_cba_2023_2027.pdf,not_applicable,tmp/gabriel_codify_pilots/2026-07-10_102644/gabriel_save_dir/ma_boston_clerical_admin_2023/coded_passages.csv,,Massachusetts,Boston,Clerical / administrative,General non-safety,"Boston Clerical / administrative — United Steelworkers AFL-CIO CLC on behalf of Salaried Employees of North America Local 9158 collective bargaining agreement, 2023–2027",Interest arbitration / formal impasse backstop,"Wage-setting or successor-contract settlement shaped by formal impasse institutions, such as interest arbitration, conciliation, factfinding, mediation-to-award processes, or bargaining in the shadow of formal impasse resolution. Excludes ordinary grievance arbitration.",No evidence found,Not applicable,No excerpt was returned for this attribute in the selected source window.,0,0
codify_20260710_ma_boston_clerical_admin_2023_grievance_or_contract_interpretation_arbitration_0,2026-07-10_102644_massachusetts_live,2026-07-10,docs/analysis/gabriel_codify_massachusetts_outputs_2026-07-09.csv,ma_boston_clerical_admin_2023,MA,Boston,clerical_admin,non_safety_general,grievance_or_contract_interpretation_arbitration,present,"of the grievance process, then within twenty (20) days

 9
 thereafter, arbitration of a grievance may be initiated subject to and in accordance with
 the following provisio",,corpus/ma_boston/ma_boston_clerical_sena9158_cba_2023_2027.pdf,grounded,tmp/gabriel_codify_pilots/2026-07-10_102644/gabriel_save_dir/ma_boston_clerical_admin_2023/coded_passages.csv,,Massachusetts,Boston,Clerical / administrative,General non-safety,"Boston Clerical / administrative — United Steelworkers AFL-CIO CLC on behalf of Salaried Employees of North America Local 9158 collective bargaining agreement, 2023–2027",Grievance or contract-interpretation arbitration,"Arbitration used for grievances, discipline, contract interpretation, enforcement, or disputes under an existing agreement. Excludes interest arbitration over successor contract terms.",Evidence found,Verified in source text,"This excerpt was coded as evidence of Grievance or contract-interpretation arbitration because it describes resolving disputes, discipline, or interpretation issues under an already-existing agreement -- not the process for setting new contract terms.",0,1
codify_20260710_ma_boston_clerical_admin_2023_grievance_or_contract_interpretation_arbitration_1,2026-07-10_102644_massachusetts_live,2026-07-10,docs/analysis/gabriel_codify_massachusetts_outputs_2026-07-09.csv,ma_boston_clerical_admin_2023,MA,Boston,clerical_admin,non_safety_general,grievance_or_contract_interpretation_arbitration,present,"l. The Union shall have the exclusive right to initiate arbitration of a grievance.
 Whenever the Union shall initiate arbitration of a grievance the resolution of which has
 theretofore been sought by a member or members of the ba",,corpus/ma_boston/ma_boston_clerical_sena9158_cba_2023_2027.pdf,grounded,tmp/gabriel_codify_pilots/2026-07-10_102644/gabriel_save_dir/ma_boston_clerical_admin_2023/coded_passages.csv,,Massachusetts,Boston,Clerical / administrative,General non-safety,"Boston Clerical / administrative — United Steelworkers AFL-CIO CLC on behalf of Salaried Employees of North America Local 9158 collective bargaining agreement, 2023–2027",Grievance or contract-interpretation arbitration,"Arbitration used for grievances, discipline, contract interpretation, enforcement, or disputes under an existing agreement. Excludes interest arbitration over successor contract terms.",Evidence found,Verified in source text,"This excerpt was coded as evidence of Grievance or contract-interpretation arbitration because it describes resolving disputes, discipline, or interpretation issues under an already-existing agreement -- not the process for setting new contract terms.",0,1
codify_20260710_ma_boston_clerical_admin_2023_grievance_or_contract_interpretation_arbitration_2,2026-07-10_102644_massachusetts_live,2026-07-10,docs/analysis/gabriel_codify_massachusetts_outputs_2026-07-09.csv,ma_boston_clerical_admin_2023,MA,Boston,clerical_admin,non_safety_general,grievance_or_contract_interpretation_arbitration,present,"her provides that the parties to an agreement may
establish an independent grievance procedure culminating in final and binding arbitration.
It is the intent of the parties to this agreement to use their best efforts to encourage the
informal and prompt settlement of grievances which may arise between the Union or a
member or members of the barga",Section 8,corpus/ma_boston/ma_boston_clerical_sena9158_cba_2023_2027.pdf,grounded,tmp/gabriel_codify_pilots/2026-07-10_102644/gabriel_save_dir/ma_boston_clerical_admin_2023/coded_passages.csv,,Massachusetts,Boston,Clerical / administrative,General non-safety,"Boston Clerical / administrative — United Steelworkers AFL-CIO CLC on behalf of Salaried Employees of North America Local 9158 collective bargaining agreement, 2023–2027",Grievance or contract-interpretation arbitration,"Arbitration used for grievances, discipline, contract interpretation, enforcement, or disputes under an existing agreement. Excludes interest arbitration over successor contract terms.",Evidence found,Verified in source text,"This excerpt was coded as evidence of Grievance or contract-interpretation arbitration because it describes resolving disputes, discipline, or interpretation issues under an already-existing agreement -- not the process for setting new contract terms.",0,1
codify_20260710_ma_boston_clerical_admin_2023_grievance_or_contract_interpretation_arbitration_3,2026-07-10_102644_massachusetts_live,2026-07-10,docs/analysis/gabriel_codify_massachusetts_outputs_2026-07-09.csv,ma_boston_clerical_admin_2023,MA,Boston,clerical_admin,non_safety_general,grievance_or_contract_interpretation_arbitration,present,"accordance with the grievance procedure
set forth in this Article.",ARTICLE 16,corpus/ma_boston/ma_boston_clerical_sena9158_cba_2023_2027.pdf,grounded,tmp/gabriel_codify_pilots/2026-07-10_102644/gabriel_save_dir/ma_boston_clerical_admin_2023/coded_passages.csv,,Massachusetts,Boston,Clerical / administrative,General non-safety,"Boston Clerical / administrative — United Steelworkers AFL-CIO CLC on behalf of Salaried Employees of North America Local 9158 collective bargaining agreement, 2023–2027",Grievance or contract-interpretation arbitration,"Arbitration used for grievances, discipline, contract interpretation, enforcement, or disputes under an existing agreement. Excludes interest arbitration over successor contract terms.",Evidence found,Verified in source text,"This excerpt was coded as evidence of Grievance or contract-interpretation arbitration because it describes resolving disputes, discipline, or interpretation issues under an already-existing agreement -- not the process for setting new contract terms.",0,1
codify_20260710_ma_boston_clerical_admin_2023_staffing_shortage_recruitment_retention_0,2026-07-10_102644_massachusetts_live,2026-07-10,docs/analysis/gabriel_codify_massachusetts_outputs_2026-07-09.csv,ma_boston_clerical_admin_2023,MA,Boston,clerical_admin,non_safety_general,staffing_shortage_recruitment_retention,not_found,,,corpus/ma_boston/ma_boston_clerical_sena9158_cba_2023_2027.pdf,not_applicable,tmp/gabriel_codify_pilots/2026-07-10_102644/gabriel_save_dir/ma_boston_clerical_admin_2023/coded_passages.csv,,Massachusetts,Boston,Clerical / administrative,General non-safety,"Boston Clerical / administrative — United Steelworkers AFL-CIO CLC on behalf of Salaried Employees of North America Local 9158 collective bargaining agreement, 2023–2027","Staffing shortage, recruitment, or retention","Explicit concern about vacancies, recruitment, retention, hiring, turnover, staffing shortages, labor supply, attrition, or inability to fill positions.",No evidence found,Not applicable,No excerpt was returned for this attribute in the selected source window.,0,0
codify_20260710_ma_boston_clerical_admin_2023_minimum_staffing_or_continuous_coverage_0,2026-07-10_102644_massachusetts_live,2026-07-10,docs/analysis/gabriel_codify_massachusetts_outputs_2026-07-09.csv,ma_boston_clerical_admin_2023,MA,Boston,clerical_admin,non_safety_general,minimum_staffing_or_continuous_coverage,not_found,,,corpus/ma_boston/ma_boston_clerical_sena9158_cba_2023_2027.pdf,not_applicable,tmp/gabriel_codify_pilots/2026-07-10_102644/gabriel_save_dir/ma_boston_clerical_admin_2023/coded_passages.csv,,Massachusetts,Boston,Clerical / administrative,General non-safety,"Boston Clerical / administrative — United Steelworkers AFL-CIO CLC on behalf of Salaried Employees of North America Local 9158 collective bargaining agreement, 2023–2027",Minimum staffing / continuous coverage,"Minimum staffing, required crew levels, continuous coverage, 24/7 service obligations, station coverage, mandatory coverage, or inability to defer service.",No evidence found,Not applicable,No excerpt was returned for this attribute in the selected source window.,0,0
codify_20260710_ma_boston_clerical_admin_2023_overtime_callback_holdover_mandatory_extra_work_0,2026-07-10_102644_massachusetts_live,2026-07-10,docs/analysis/gabriel_codify_massachusetts_outputs_2026-07-09.csv,ma_boston_clerical_admin_2023,MA,Boston,clerical_admin,non_safety_general,overtime_callback_holdover_mandatory_extra_work,not_found,,,corpus/ma_boston/ma_boston_clerical_sena9158_cba_2023_2027.pdf,not_applicable,tmp/gabriel_codify_pilots/2026-07-10_102644/gabriel_save_dir/ma_boston_clerical_admin_2023/coded_passages.csv,,Massachusetts,Boston,Clerical / administrative,General non-safety,"Boston Clerical / administrative — United Steelworkers AFL-CIO CLC on behalf of Salaried Employees of North America Local 9158 collective bargaining agreement, 2023–2027","Overtime, callback, holdover, or mandatory extra work","Overtime, callback, holdover, mandatory overtime, court time, extra duty, standby/on-call, shift extension, or premium compensation for extra work demands.",No evidence found,Not applicable,No excerpt was returned for this attribute in the selected source window.,0,0
codify_20260710_ma_boston_clerical_admin_2023_classification_reclassification_or_grade_structure_0,2026-07-10_102644_massachusetts_live,2026-07-10,docs/analysis/gabriel_codify_massachusetts_outputs_2026-07-09.csv,ma_boston_clerical_admin_2023,MA,Boston,clerical_admin,non_safety_general,classification_reclassification_or_grade_structure,not_found,,,corpus/ma_boston/ma_boston_clerical_sena9158_cba_2023_2027.pdf,not_applicable,tmp/gabriel_codify_pilots/2026-07-10_102644/gabriel_save_dir/ma_boston_clerical_admin_2023/coded_passages.csv,,Massachusetts,Boston,Clerical / administrative,General non-safety,"Boston Clerical / administrative — United Steelworkers AFL-CIO CLC on behalf of Salaried Employees of North America Local 9158 collective bargaining agreement, 2023–2027","Classification, reclassification, or wage-grade structure","Wage setting through classification systems, grades, steps, job titles, reclassification, compensation studies, wage schedules, or grade appeals.",No evidence found,Not applicable,No excerpt was returned for this attribute in the selected source window.,0,0
codify_20260710_ma_boston_clerical_admin_2023_training_certification_credential_premiums_0,2026-07-10_102644_massachusetts_live,2026-07-10,docs/analysis/gabriel_codify_massachusetts_outputs_2026-07-09.csv,ma_boston_clerical_admin_2023,MA,Boston,clerical_admin,non_safety_general,training_certification_credential_premiums,present,"se (CDL) and consistently use their CDL in the course of their
employment shall receive a thirty dollar ($30.00) weekly stipend.

 ARTICLE 35.
Attendance

 E",Section 1,corpus/ma_boston/ma_boston_clerical_sena9158_cba_2023_2027.pdf,grounded,tmp/gabriel_codify_pilots/2026-07-10_102644/gabriel_save_dir/ma_boston_clerical_admin_2023/coded_passages.csv,,Massachusetts,Boston,Clerical / administrative,General non-safety,"Boston Clerical / administrative — United Steelworkers AFL-CIO CLC on behalf of Salaried Employees of North America Local 9158 collective bargaining agreement, 2023–2027","Training, certification, credential, or education premiums","Wage premiums, stipends, incentives, requirements, or career ladders linked to training, certifications, degrees, licenses, credentials, or specialist qualifications.",Evidence found,Verified in source text,"This excerpt was coded as evidence of Training, certification, credential, or education premiums because it describes a wage premium, stipend, or incentive tied to training, certification, a credential, or a specialist qualification.",0,1
codify_20260710_ma_boston_clerical_admin_2023_hazard_risk_stress_or_line_of_duty_rationale_0,2026-07-10_102644_massachusetts_live,2026-07-10,docs/analysis/gabriel_codify_massachusetts_outputs_2026-07-09.csv,ma_boston_clerical_admin_2023,MA,Boston,clerical_admin,non_safety_general,hazard_risk_stress_or_line_of_duty_rationale,not_found,,,corpus/ma_boston/ma_boston_clerical_sena9158_cba_2023_2027.pdf,not_applicable,tmp/gabriel_codify_pilots/2026-07-10_102644/gabriel_save_dir/ma_boston_clerical_admin_2023/coded_passages.csv,,Massachusetts,Boston,Clerical / administrative,General non-safety,"Boston Clerical / administrative — United Steelworkers AFL-CIO CLC on behalf of Salaried Employees of North America Local 9158 collective bargaining agreement, 2023–2027","Hazard, risk, stress, or line-of-duty rationale","Explicit wage or benefit language tied to hazard, risk, injury, stress, line-of-duty harm, dangerous conditions, public-safety exposure, or physical/psychological burden.",No evidence found,Not applicable,No excerpt was returned for this attribute in the selected source window.,0,0
