source_domain,verification_rows,verified_reachable,unavailable,blocked_or_timeout,verification_error,global_analysis_readiness
fountaincolorado.org,1,0,1,0,0,false
fountainhillsaz.gov,3,3,0,0,0,false
foxboroughma.gov,1,1,0,0,0,false
foxlake.org,2,1,1,0,0,false
fpdcops.com,1,1,0,0,0,false
framinghamma.gov,3,0,3,0,0,false
frankfort-in.gov,3,3,0,0,0,false
franklin-townshipohio.gov,1,1,0,0,0,false
franklin.in.gov,1,1,0,0,0,false
franklinpa.gov,2,2,0,0,0,false
franniewy.govoffice2.com,2,2,0,0,0,false
fraser.k12.mi.us,1,1,0,0,0,false
frasercitymi.gov,2,0,2,0,0,false
frederica.delaware.gov,2,2,0,0,0,false
frederickco.gov,4,1,3,0,0,false
fredoniaaz.gov,2,2,0,0,0,false
fredoniaks.org,1,0,1,0,0,false
freeholdboroughnj.gov,1,1,0,0,0,false
fremont.gov,3,0,3,0,0,false
fremont.nh.gov,2,1,1,0,0,false
frenchtownmi.gov,1,0,1,0,0,false
fridayharbor.org,4,0,4,0,0,false
friendsville.org,2,2,0,0,0,false
frontroyalva.com,1,1,0,0,0,false
fruita.org,2,0,2,0,0,false
fruitheights.gov,2,1,1,0,0,false
fruitland.org,2,2,0,0,0,false
fruitlandpark.org,1,0,1,0,0,false
fryeburgmaine.org,1,0,1,0,0,false
fscity.org,1,0,1,0,0,false
funkstown.com,1,0,1,0,0,false
fwps.org,1,1,0,0,0,false
ga-jesup.civicplus.com,1,1,0,0,0,false
gainesville.tx.us,3,1,2,0,0,false
galenaks.gov,2,2,0,0,0,false
garfieldmi.gov,1,0,1,0,0,false
garlandutah.gov,1,1,0,0,0,false
garretsongazette.com,1,1,0,0,0,false
garrettsville.org,2,2,0,0,0,false
gatesvilletx.com,2,2,0,0,0,false
gateway.ifionline.org,2,2,0,0,0,false
gbtribune.com,1,1,0,0,0,false
gcc.sco.ca.gov,1,1,0,0,0,false
geneseetwpmi.gov,2,2,0,0,0,false
geneseony.org,1,1,0,0,0,false
geneva.il.us,1,1,0,0,0,false
genevane.org,1,1,0,0,0,false
genoa.org,1,1,0,0,0,false
genoaohio.org,1,1,0,0,0,false
gentryar.gov,2,2,0,0,0,false
gettysburgpa.gov,3,0,3,0,0,false
gibsonburgohio.org,1,1,0,0,0,false
gibsonvillenc.org,4,4,0,0,0,false
gilfordnh.gov,1,0,1,0,0,false
gilfordpd.gov,1,0,1,0,0,false
gilmantonnh.gov,1,0,1,0,0,false
girardkansas.gov,1,0,1,0,0,false
gladespringva.org,3,3,0,0,0,false
glassboro.schoolboard.net,1,1,0,0,0,false
glastonburyct.gov,1,0,1,0,0,false
glencarbonil.gov,2,2,0,0,0,false
glencoemn.org,3,3,0,0,0,false
glendalewv.gov,1,1,0,0,0,false
glennheightstx.gov,3,0,3,0,0,false
glenoldenborough.com,1,0,1,0,0,false
glenpoolonline.com,2,0,2,0,0,false
glenridgenj.org,2,2,0,0,0,false
glenrocknj.net,2,2,0,0,0,false
glenvillewv.gov,1,1,0,0,0,false
go.boarddocs.com,8,0,8,0,0,false
gocolumbiamo.legistar.com,1,1,0,0,0,false
godfreyil.org,1,1,0,0,0,false
goeldorado.com,1,1,0,0,0,false
goldbeachoregon.gov,1,1,0,0,0,false
goldsboronc.gov,2,2,0,0,0,false
gonzalesla.com,1,0,0,1,0,false
goodlettsville.gov,2,1,1,0,0,false
gorhammaine.gov,2,2,0,0,0,false
gorockingham.com,1,1,0,0,0,false
govdocs.nebraska.gov,1,1,0,0,0,false
governmentjobs.com,2,2,0,0,0,false
grafton-ma.gov,1,0,1,0,0,false
granbury.org,1,1,0,0,0,false
granby-ct.gov,2,0,2,0,0,false
grandchutewi.gov,3,3,0,0,0,false
grandhaven.org,2,2,0,0,0,false
grandhaven.s3.amazonaws.com,1,0,1,0,0,false
grandislevt.org,1,1,0,0,0,false
grandrapidsmi.gov,2,0,2,0,0,false
grangerwashington.org,1,0,1,0,0,false
grangeville.us,2,2,0,0,0,false
granthamnh.gov,3,3,0,0,0,false
grantnebraska.com,1,1,0,0,0,false
granvilleschools.org,1,1,0,0,0,false
greatbendks.gov,2,1,0,0,0,false
greatbendks.net,2,2,0,0,0,false
greatneckvillage.gov,1,1,0,0,0,false
greencovesprings.com,2,0,2,0,0,false
greenland.nh.gov,1,1,0,0,0,false
greenvilleal.gov,1,0,1,0,0,false
greenwichct.gov,2,2,0,0,0,false
greenwood.delaware.gov,2,2,0,0,0,false
greenwoodla.org,1,1,0,0,0,false
greenwoodvillage.com,1,0,1,0,0,false
gretnane.org,1,1,0,0,0,false
gridley.ca.us,2,0,2,0,0,false
grinnelliowa.gov,1,1,0,0,0,false
grotonsd.gov,1,1,0,0,0,false
grovecityonline.com,2,2,0,0,0,false
groverbeach.org,2,0,2,0,0,false
grundycenter.com,3,3,0,0,0,false
gsaindexed.apps.lara.state.mi.us,2,2,0,0,0,false
guadalupeaz.org,2,0,2,0,0,false
gulfport.granicus.com,1,1,0,0,0,false
gulfportpolice.com,1,0,1,0,0,false
gulfshoresal.gov,2,2,0,0,0,false
gunnisoncityutah.org,1,0,1,0,0,false
gustavus-ak.gov,1,0,1,0,0,false
gwinnernd.com,2,2,0,0,0,false
hackettstown.net,2,1,1,0,0,false
haddonhts.com,1,0,1,0,0,false
haileycityhall.org,2,2,0,0,0,false
halfmoonbay.gov,1,0,1,0,0,false
hallowell.govoffice.com,1,1,0,0,0,false
hamden.com,2,0,2,0,0,false
hamiltonnj.com,1,1,0,0,0,false
hampsteadnh.us,2,0,2,0,0,false
hamptonchronicle.com,1,1,0,0,0,false
hamptonnh.gov,3,1,2,0,0,false
hanover-ma.gov,3,2,1,0,0,false
hanovermn.gov,1,1,0,0,0,false
hanovermn.org,1,0,1,0,0,false
hanovernh.org,2,2,0,0,0,false
hanoverparkillinois.org,2,2,0,0,0,false
hanovertownship.com,1,1,0,0,0,false
hardwickvt.gov,2,2,0,0,0,false
harlowton.municipalimpact.com,1,1,0,0,0,false
harperwoodscity.org,1,1,0,0,0,false
harpswell.govoffice.com,1,1,0,0,0,false
harrisburgnc.gov,1,1,0,0,0,false
harrisburgnc.org,1,1,0,0,0,false
harrison-ny.gov,1,0,1,0,0,false
harrodsburgky.gov,1,0,1,0,0,false
hartford-vt.org,3,0,3,0,0,false
hartlandvt.gov,2,2,0,0,0,false
hartsellecity.smartsiteshost.com,1,1,0,0,0,false
haskellar.gov,2,2,0,0,0,false
hastingsmi.gov,3,3,0,0,0,false
hatton.govoffice.com,1,0,1,0,0,false
hattonnd.com,1,1,0,0,0,false
havelocknc.us,1,1,0,0,0,false
havtwp.org,1,0,1,0,0,false
hazennd.gov,2,2,0,0,0,false
hcsd.iu5.org,1,1,0,0,0,false
hdl.handle.net,2,2,0,0,0,false
healdsburg.gov,1,1,0,0,0,false
hebersprings.gov,1,0,1,0,0,false
heberut.gov,1,1,0,0,0,false
hebron.municipalimpact.com,1,1,0,0,0,false
hebronct.com,2,2,0,0,0,false
hebronnd.org,1,1,0,0,0,false
hebronvillage.org,2,2,0,0,0,false
helenamt.gov,1,0,1,0,0,false
hellertownborough.org,3,3,0,0,0,false
hendersontn.gov,2,2,0,0,0,false
hendersontx.us,1,0,1,0,0,false
hendersonvillenc.gov,2,2,0,0,0,false
henlopenacres.delaware.gov,1,1,0,0,0,false
henniker.org,1,1,0,0,0,false
henryetta.gov,2,2,0,0,0,false
hermosabeach.gov,1,0,1,0,0,false
hermosabeach.legistar.com,1,1,0,0,0,false
heyburn.id.gov,1,1,0,0,0,false
hhky.com,2,2,0,0,0,false
hhoh.org,1,0,1,0,0,false
hhparkdistrict.org,1,1,0,0,0,false
hialeahfl.gov,1,1,0,0,0,false
hiawatha-iowa.com,2,2,0,0,0,false
hickman.ne.gov,1,0,1,0,0,false
hickoryhillsil.org,1,1,0,0,0,false
highergov.com,1,1,0,0,0,false
highgatevt.org,2,2,0,0,0,false
highland.in.gov,2,2,0,0,0,false
highlandil.gov,2,2,0,0,0,false
highlandparkmi.gov,1,1,0,0,0,false
highlandtwp.net,2,2,0,0,0,false
highlandvillage.org,2,0,2,0,0,false
highsprings.gov,1,1,0,0,0,false
hightstownborough.com,1,1,0,0,0,false
hillsboroks.citycode.net,1,1,0,0,0,false
hillsborough.net,3,0,3,0,0,false
hillsboroughnh.org,2,2,0,0,0,false
hillsdalenj.org,1,1,0,0,0,false
hilltown.org,2,2,0,0,0,false
hiltonheadislandsc.gov,2,1,1,0,0,false
hiltonny.gov,2,2,0,0,0,false
hinesburg.org,2,1,1,0,0,false
hingham-ma.gov,4,0,4,0,0,false
hmpgloballearningnetwork.com,1,1,0,0,0,false
hobbsschools.net,1,1,0,0,0,false
hohny.gov,2,1,1,0,0,false
hoisingtonks.citycode.net,1,1,0,0,0,false
holbrookaz.gov,1,1,0,0,0,false
holdenma.gov,2,0,2,0,0,false
hollismaine.org,1,0,1,0,0,false
hollisnh.org,1,0,1,0,0,false
hollyspringsnc.gov,1,0,1,0,0,false
hollyvillage.org,2,2,0,0,0,false
holmdeltownship.com,2,1,1,0,0,false
honeapathsc.com,1,1,0,0,0,false
hooksett.org,2,1,1,0,0,false
hooper.municipalcodeonline.com,1,0,1,0,0,false
hoopercity.gov,1,1,0,0,0,false
hopewellva.gov,3,2,1,0,0,false
hopkinton-nh.gov,2,0,2,0,0,false
horiconwi.gov,1,1,0,0,0,false
horseheads.org,1,0,1,0,0,false
horsham.org,1,1,0,0,0,false
howardsgrovewi.gov,2,2,0,0,0,false
howlandtownship.org,1,1,0,0,0,false
hssd.community.diligentoneplatform.com,1,1,0,0,0,false
hudsonnh.gov,3,0,0,3,0,false
hueytownal.gov,1,1,0,0,0,false
hugook.com,1,1,0,0,0,false
huntertown.org,1,1,0,0,0,false
huntingburg-in.gov,1,1,0,0,0,false
huntingdontn.com,1,1,0,0,0,false
huntington.in.us,1,1,0,0,0,false
huntley.diligent.community,1,1,0,0,0,false
huntsvillearkansas.org,1,0,1,0,0,false
hurontownshipmi.civicweb.net,1,1,0,0,0,false
hurstbourne.org,1,1,0,0,0,false
huttofirefighters.org,1,1,0,0,0,false
hyrumcity.gov,2,0,0,2,0,false
iaff851.org,1,0,1,0,0,false
ibew1245.com,2,2,0,0,0,false
ibew702.org,2,2,0,0,0,false
ibrattleboro.com,1,1,0,0,0,false
icops.org,2,2,0,0,0,false
ilcourtsaudio.blob.core.windows.net,1,1,0,0,0,false
ilga.gov,1,1,0,0,0,false
illinoiscourts.gov,1,1,0,0,0,false
ilrb.illinois.gov,24,21,3,0,0,false
img1.wsimg.com,19,18,1,0,0,false
imperialbeachca.gov,4,1,3,0,0,false
in.gov,10,10,0,0,0,false
indianharbourbeach.org,2,1,1,0,0,false
indianheadmd.govoffice2.com,1,1,0,0,0,false
indiantown.novusagenda.com,1,1,0,0,0,false
indiantrail.org,1,0,1,0,0,false
indio.civicweb.net,1,1,0,0,0,false
indio.org,1,0,1,0,0,false
inglesidetx.gov,2,1,1,0,0,false
inkomcity.org,2,2,0,0,0,false
ione.ca.gov,2,0,2,0,0,false
iowacolonytx.gov,1,0,1,0,0,false
iowala.org,2,2,0,0,0,false
ipswich-sd.com,2,2,0,0,0,false
ipswichma.gov,2,0,2,0,0,false
ironmountainmi.gov,1,1,0,0,0,false
irp-cdn.multiscreensite.com,1,1,0,0,0,false
irp.cdn-website.com,7,4,3,0,0,false
irshores.com,2,2,0,0,0,false
islamorada.fl.us,2,0,2,0,0,false
islandcityoregon.gov,2,0,2,0,0,false
isleofpalms.gov,1,1,0,0,0,false
itsmarta.com,1,1,0,0,0,false
iuoe70.org,1,1,0,0,0,false
ivins.granicus.com,1,1,0,0,0,false
jacksontwp.com,1,1,0,0,0,false
jacksonville-al.org,1,1,0,0,0,false
jacksonvillear.gov,1,0,1,0,0,false
jacksonvilleor.us,1,0,1,0,0,false
jamesislandsc.us,1,1,0,0,0,false
jaspercity.com,4,4,0,0,0,false
jasperindiana.gov,1,1,0,0,0,false
jay-maine.org,1,1,0,0,0,false
jcky.us,2,2,0,0,0,false
jcper.org,1,1,0,0,0,false
jeffersonwis.com,2,2,0,0,0,false
jeffvillagevt.com,2,2,0,0,0,false
jesupga.gov,1,1,0,0,0,false
jesupiowa.com,3,1,2,0,0,false
johnsoncreekwi.civicweb.net,1,1,0,0,0,false
johnstownco.gov,2,1,1,0,0,false
joplinmo.org,2,2,0,0,0,false
jordan-mn.granicus.com,1,1,0,0,0,false
junctioncityoregon.gov,2,2,0,0,0,false
jupiter.fl.us,1,1,0,0,0,false
justice.gov,1,1,0,0,0,false
kadokasd.com,3,3,0,0,0,false
kalamazoocity.org,1,0,1,0,0,false
kanab.utah.gov,1,0,1,0,0,false
kaplanla.com,1,0,1,0,0,false
keansburgnj.gov,1,1,0,0,0,false
kechiks.gov,2,1,1,0,0,false
keedysvillemd.com,2,2,0,0,0,false
kemmerer.org,2,2,0,0,0,false
kendallvillein.gov,1,1,0,0,0,false
kenmarend.com,1,1,0,0,0,false
kennebunkmaine.us,2,0,2,0,0,false
kernersvillepd.com,1,1,0,0,0,false
kerrvilletx.gov,1,0,1,0,0,false
ketchumidaho.org,2,0,0,2,0,false
keybiscayne.granicus.com,2,1,0,0,0,false
keyportonline.com,2,0,2,0,0,false
killdeer.com,2,2,0,0,0,false
killingly.org,2,2,0,0,0,false
kindrednd.com,2,2,0,0,0,false
kingsfordmi.gov,1,1,0,0,0,false
kingslandgeorgia.com,1,1,0,0,0,false
kingstonma.gov,2,0,2,0,0,false
kingstonnh.gov,3,0,3,0,0,false
kingstree.org,1,1,0,0,0,false
kingwoodwv.org,1,1,0,0,0,false
kinnelonboro.org,2,2,0,0,0,false
kinstonnc.gov,1,1,0,0,0,false
kitteryme.gov,1,0,1,0,0,false
kitzmillermd.org,2,2,0,0,0,false
kmffa.org,1,1,0,0,0,false
knightdalenc.gov,1,1,0,0,0,false
knoxvilleia.gov,1,1,0,0,0,false
ksstradio.com,3,3,0,0,0,false
kypublicnotice.com,4,4,0,0,0,false
kypublicnotices.newzgroup.com,2,2,0,0,0,false
labor.alaska.gov,1,1,0,0,0,false
labor.state.ak.us,1,1,0,0,0,false
labordecisions.dol.ks.gov,4,4,0,0,0,false
laborwebapps.mo.gov,1,1,0,0,0,false
ladue.vsstaging.com,1,0,1,0,0,false
lafayetteco.gov,1,1,0,0,0,false
lafayetteoregon.gov,2,2,0,0,0,false
lafollettetn.gov,1,1,0,0,0,false
lagrangeky.gov,1,1,0,0,0,false
lagunabeachcity.net,3,0,3,0,0,false
lagunawoods.gov,1,1,0,0,0,false
lahabraca.gov,2,0,2,0,0,false
lakecitysc.gov,1,1,0,0,0,false
lakeelmo.gov,3,2,1,0,0,false
lakehallie.us,1,1,0,0,0,false
lakejackson-tx.gov,3,2,1,0,0,false
lakelandtn.gov,2,0,2,0,0,false
lakemills-wi.granicus.com,1,1,0,0,0,false
lakemoreohio.org,1,1,0,0,0,false
lakenorden.govoffice.com,1,1,0,0,0,false
lakeprestonsd.com,2,0,0,2,0,false
lakevillema.org,3,0,3,0,0,false
lakewoodnj.gov,2,2,0,0,0,false
lakezurich.org,4,0,4,0,0,false
lakota-nd.com,2,2,0,0,0,false
lancastercitysc.com,1,1,0,0,0,false
lancasterwisconsin.com,1,1,0,0,0,false
landoverhillsmd.gov,2,2,0,0,0,false
lantana.org,1,0,1,0,0,false
lapalmaca.gov,2,2,0,0,0,false
lapineoregon.gov,1,0,1,0,0,false
lasalle-il.gov,6,6,0,0,0,false
laserfiche.pulaskitown.org,1,1,0,0,0,false
laurinburg.org,1,1,0,0,0,false
laverkin.gov,2,0,2,0,0,false
law.justia.com,9,0,9,0,0,false
lawrenceburgky.org,2,2,0,0,0,false
lawrencevillega.org,3,3,0,0,0,false
lebanon.in.gov,1,1,0,0,0,false
lebanonmissouri.org,1,0,1,0,0,false
ledgeview.wi.gov,2,1,1,0,0,false
ledyardct.org,1,0,1,0,0,false
leedsnorthdakota.com,2,2,0,0,0,false
leenh.org,2,0,2,0,0,false
legacywhitesalmonwa.teammunicode.com,1,0,0,1,0,false
legistarweb-production.s3.amazonaws.com,1,1,0,0,0,false
leht.com,2,2,0,0,0,false
lels.org,3,3,0,0,0,false
lemmonsd.squarespace.com,1,1,0,0,0,false
lenoircitytn.gov,3,3,0,0,0,false
levellandtexas.org,2,0,2,0,0,false
lewisburg-wv.org,3,3,0,0,0,false
lewisburgtn.gov,3,3,0,0,0,false
lewistownborough.com,2,2,0,0,0,false
lewisvillenc.net,1,1,0,0,0,false
lexingtonma.gov,2,0,2,0,0,false
lexingtontn.gov,1,1,0,0,0,false
lexingtonva.gov,2,0,2,0,0,false
lexsc.gov,1,1,0,0,0,false
liberty-township.com,2,2,0,0,0,false
libertymissouri.gov,1,1,0,0,0,false
libertyps.org,1,1,0,0,0,false
library.municode.com,122,122,0,0,0,false
lighthousepointfl.gov,1,1,0,0,0,false
limerickpa.org,1,0,1,0,0,false
lincolnalabama.com,1,1,0,0,0,false
lincolnmaine.org,2,2,0,0,0,false
lincolnpark.org,3,3,0,0,0,false
lincolnri.gov,4,0,4,0,0,false
lindsay.ca.us,3,0,0,3,0,false
lisbonmaine.gov,1,1,0,0,0,false
lisbonvillage.org,1,1,0,0,0,false
litchfieldnh.gov,1,0,1,0,0,false
litchfieldpark.gov,3,2,1,0,0,false
littlecanadamn.org,3,2,1,0,0,false
littlechutewi.org,1,0,1,0,0,false
littleelm.gov,1,0,1,0,0,false
littleferrynj.org,1,0,1,0,0,false
littlerock.gov,3,3,0,0,0,false
littlesilvernj.gov,3,1,2,0,0,false
littletonpublicschools.net,1,1,0,0,0,false
liveoaktx.net,2,2,0,0,0,false
livermoreca.gov,1,0,1,0,0,false
liveuptehachapi.com,2,2,0,0,0,false
lla.la.gov,1,1,0,0,0,false
local309.com,1,1,0,0,0,false
lochbuie.org,1,0,1,0,0,false
lochlynnhgts.gov,2,2,0,0,0,false
lockhart-tx.org,1,0,1,0,0,false
lockhavenpa.gov,4,2,2,0,0,false
locustgrove-ga.gov,1,0,1,0,0,false
locustnc.com,1,1,0,0,0,false
locustnc.portal.civicclerk.com,1,1,0,0,0,false
londonderrynh.gov,4,0,4,0,0,false
londonky.gov,1,1,0,0,0,false
longbeachwa.gov,2,0,2,0,0,false
longboatkey.org,2,0,2,0,0,false
longbranch.k12.nj.us,1,1,0,0,0,false
lonsdalemn.com,3,3,0,0,0,false
losbanos.org,1,1,0,0,0,false
loudonnh.org,1,0,1,0,0,false
louisava.gov,1,1,0,0,0,false
louisburgkansas.gov,1,1,0,0,0,false
lovettsvilleva.gov,2,2,0,0,0,false
lowell.net,2,2,0,0,0,false
lowellarkansas.gov,2,0,2,0,0,false
lowelloregon.gov,3,0,0,3,0,false
lowermerion.org,2,0,2,0,0,false
lowerprovidence.org,1,0,1,0,0,false
lris.com,1,1,0,0,0,false
ludlow.ma.us,6,6,0,0,0,false
ludlow.org,1,1,0,0,0,false
ludlow.vt.us,4,4,0,0,0,false
lunenburgma.gov,3,0,3,0,0,false
lvpnews.com,1,1,0,0,0,false
lyman-me.gov,1,0,1,0,0,false
lynchburgohio.org,1,1,0,0,0,false
lyndhurstnj.org,1,1,0,0,0,false
lyndonvt.org,2,2,0,0,0,false
lynnwoodwa.gov,2,0,2,0,0,false
lyontwp-higginsmi.gov,1,1,0,0,0,false
ma911.org,1,1,0,0,0,false
mableton.gov,1,1,0,0,0,false
mableton.org,1,1,0,0,0,false
mackinac.org,8,8,0,0,0,false
macomb-mi.gov,3,1,2,0,0,false
madera.gov,1,0,1,0,0,false
madison-in.gov,1,1,0,0,0,false
madisoncountymt.gov,1,0,1,0,0,false
madisonct.org,4,1,3,0,0,false
maff.org,3,3,0,0,0,false
magna.utah.gov,1,0,1,0,0,false
magnolia.delaware.gov,2,2,0,0,0,false
mahometdaily.com,2,0,2,0,0,false
mail.myalma.org,1,1,0,0,0,false
mail.royalcitywa.org,1,1,0,0,0,false
mail.webserver.villageofalsip.org,1,0,0,1,0,false
maine.gov,53,53,0,0,0,false
maladidaho.org,2,2,0,0,0,false
malvernar.gov,2,0,2,0,0,false
manasquan-nj.gov,1,0,1,0,0,false
manchester-vt.gov,2,2,0,0,0,false
manchestertwp.com,1,1,0,0,0,false
manheimboro.org,1,0,1,0,0,false
manisteemi.gov,1,1,0,0,0,false
manitouspringsco.gov,2,2,0,0,0,false
manorborough.com,1,1,0,0,0,false
manorhaven.org,1,1,0,0,0,false
mansfieldct.gov,3,1,2,0,0,false
mansfieldma.com,3,0,3,0,0,false
mantuatownship.com,1,0,1,0,0,false
mantwp.com,1,1,0,0,0,false
manuals.boardbook.org,3,3,0,0,0,false
manvillenj.org,2,0,2,0,0,false
map911.org,2,2,0,0,0,false
maplewoodnj.gov,1,0,1,0,0,false
maquoketaia.com,3,2,1,0,0,false
marbleheadcurrent.org,2,2,0,0,0,false
mardelasprings.org,1,0,1,0,0,false
margaretal.gov,3,3,0,0,0,false
mariettaga.gov,1,0,1,0,0,false
marionar.org,1,1,0,0,0,false
marionky.gov,1,1,0,0,0,false
marionnc.org,1,1,0,0,0,false
marionsc.gov,1,1,0,0,0,false
marionsd.com,2,2,0,0,0,false
marlowreview.com,1,1,0,0,0,false
marpletwp.com,1,1,0,0,0,false
marshall-wi.com,2,1,1,0,0,false
martinsville-va.gov,1,1,0,0,0,false
martinsville.in.gov,1,1,0,0,0,false
marysvillewa.gov,1,0,1,0,0,false
masc.sc,1,1,0,0,0,false
mashpeema.gov,5,0,5,0,0,false
mass.gov,9,0,9,0,0,false
massena.us,1,0,1,0,0,false
matawanborough.com,2,2,0,0,0,false
maumelle.org,1,1,0,0,0,false
mayfieldvillage.com,3,3,0,0,0,false
mayvillecity.com,3,0,3,0,0,false
mayvilleportland.com,1,1,0,0,0,false
maywoodnj.com,1,1,0,0,0,false
mccall.id.us,1,0,1,0,0,false
mcclibraryfunctions-stage.azurewebsites.us,8,0,8,0,0,false
mcclibraryfunctions.azurewebsites.us,9,0,9,0,0,false
mccmeetings.blob.core.usgovcloudapi.net,20,20,0,0,0,false
mccmeetingspublic.blob.core.usgovcloudapi.net,71,70,1,0,0,false
mccordsville.org,2,2,0,0,0,false
mcdonoughga.org,2,1,1,0,0,false
mcfarlandcity.org,3,0,3,0,0,false
mckenzietn.org,1,0,1,0,0,false
mcpcity.com,2,1,1,0,0,false
mcphersoncountyks.us,1,0,1,0,0,false
medfordtownship.com,1,1,0,0,0,false
media.cityofracinewi.gov,1,1,0,0,0,false
media.cnm-news.com,2,2,0,0,0,false
media.oregonlive.com,1,0,1,0,0,false
media.rainpos.com,1,1,0,0,0,false
medical-lake.org,1,1,0,0,0,false
medicinelakemt.com,1,1,0,0,0,false
medina-wa.gov,1,0,0,1,0,false
meeting.sparqdata.com,2,2,0,0,0,false
meetings.boardbook.org,3,2,1,0,0,false
meetings.municode.com,1,1,0,0,0,false
membership.oregonafscme.org,2,2,0,0,0,false
mendotaheightsmn.gov,1,1,0,0,0,false
menominee.us,3,0,3,0,0,false
meredithnh.gov,1,1,0,0,0,false
merriam.org,2,0,2,0,0,false
merrimacknh.gov,2,1,1,0,0,false
mesillanm.gov,2,2,0,0,0,false
methuen.gov,1,0,1,0,0,false
mexicomissouri.net,2,2,0,0,0,false
mfpe.org,3,3,0,0,0,false
mgaleg.maryland.gov,1,1,0,0,0,false
mhobserver.com,1,1,0,0,0,false
miamiaz.gov,2,2,0,0,0,false
miamisprings-fl.gov,2,0,2,0,0,false
michigan.gov,5,5,0,0,0,false
middleboroughma.gov,2,2,0,0,0,false
middleportohio.com,1,1,0,0,0,false
middletown-ny.com,1,0,1,0,0,false
middletownship.com,3,3,0,0,0,false
midwaycityut.gov,1,1,0,0,0,false
mifflin-oh.gov,1,1,0,0,0,false
milbanksd.com,1,1,0,0,0,false
milford.ia.us,2,2,0,0,0,false
milford.nh.gov,1,0,1,0,0,false
milfordct.us,1,0,1,0,0,false
milfordma.gov,2,2,0,0,0,false
milfordne.gov,2,2,0,0,0,false
millburyma.gov,2,1,1,0,0,false
millersburgoregon.gov,1,1,0,0,0,false
millersvilleborough.org,4,3,1,0,0,false
millingtontn.gov,2,2,0,0,0,false
millsriver.gov,1,1,0,0,0,false
millswy.gov,1,0,0,1,0,false
millville.delaware.gov,3,3,0,0,0,false
millvilleut.gov,1,1,0,0,0,false
millwoodwa.us,1,0,1,0,0,false
milnornd.com,2,2,0,0,0,false
miltondelaware.civicweb.net,1,1,0,0,0,false
miltonfl.org,1,1,0,0,0,false
miltonma.gov,2,0,2,0,0,false
miltonnh-us.com,2,1,1,0,0,false
miltonpa.org,3,3,0,0,0,false
miltonvt.gov,3,0,3,0,0,false
mindennebraska.org,3,3,0,0,0,false
minneapolismn.gov,1,1,0,0,0,false
minooka.com,2,2,0,0,0,false
missionhillsks.gov,2,2,0,0,0,false
miweblink.metro-inet.us,1,1,0,0,0,false
mlsa.ma.aft.org,3,3,0,0,0,false
mnea.org,1,1,0,0,0,false
mo-cameron.civicplus.com,1,1,0,0,0,false
moabcity.gov,2,0,2,0,0,false
mobile.greenleaf-idaho.us,2,0,0,2,0,false
mobridge.org,1,1,0,0,0,false
modot.org,1,1,0,0,0,false
mofd.org,1,0,1,0,0,false
mohallndak.com,1,1,0,0,0,false
mokena.org,3,3,0,0,0,false
monautah.gov,2,1,1,0,0,false
monckscornersc.gov,2,2,0,0,0,false
mondoviwi.gov,1,1,0,0,0,false
monettmo.gov,2,0,2,0,0,false
monktonvt.com,2,0,2,0,0,false
monmouthmaine.gov,1,1,0,0,0,false
monroega.com,1,0,0,1,0,false
monroemi.gov,1,1,0,0,0,false
monroenc.org,1,0,1,0,0,false
montbelvieu.net,1,0,1,0,0,false
montebello.k12.ca.us,1,1,0,0,0,false
montevideomn.org,3,3,0,0,0,false
montgomeryil.org,1,1,0,0,0,false
montgomerynj.gov,1,0,1,0,0,false
monticelloarkansas.us,1,1,0,0,0,false
montpelier.id.gov,1,1,0,0,0,false
montvale.org,1,1,0,0,0,false
moorcroftleader.com,1,1,0,0,0,false
moorefieldwv.gov,1,1,0,0,0,false
moraga.ca.us,3,0,3,0,0,false
morehead-ky.gov,2,0,2,0,0,false
moreheadcitync.gov,2,0,2,0,0,false
morelandhills.com,3,2,1,0,0,false
morgantonnc.gov,2,0,2,0,0,false
morganutah.gov,3,0,3,0,0,false
morrisil.org,3,0,3,0,0,false
morrisplainsboro.org,2,2,0,0,0,false
morrisvillenc.gov,3,0,3,0,0,false
morrobayca.gov,4,2,2,0,0,false
morton-il.gov,4,4,0,0,0,false
moultonboroughnh.gov,3,0,3,0,0,false
moultriega.com,4,4,0,0,0,false
mountainhomear.gov,1,1,0,0,0,false
mountairy.org,1,0,1,0,0,false
mountcarmelborough.org,3,3,0,0,0,false
mountcarmeltn.gov,1,1,0,0,0,false
mountjoyborough.com,1,1,0,0,0,false
moval.org,2,2,0,0,0,false
mpob.wv.gov,2,2,0,0,0,false
mrsc.org,1,1,0,0,0,false
msvfl.granicus.com,1,1,0,0,0,false
mtangel.gov,1,1,0,0,0,false
mtas.tennessee.edu,9,9,0,0,0,false
mtleague.org,1,0,1,0,0,false
mtnbrook.org,4,0,4,0,0,false
mtvernon.com,3,3,0,0,0,false
muckrock.com,2,2,0,0,0,false
mulvanekansas.com,1,1,0,0,0,false
municipal-documents.s3.amazonaws.com,5,5,0,0,0,false
municipalfinance.ri.gov,36,36,0,0,0,false
municipality-management.s3.us-east-2.amazonaws.com,1,1,0,0,0,false
municipalsolutions.org,1,1,0,0,0,false
munster.org,4,4,0,0,0,false
murphytx.org,2,0,2,0,0,false
murrayky.gov,1,0,1,0,0,false
mybigspring.com,1,1,0,0,0,false
mygatecity.com,1,1,0,0,0,false
myharlingen.us,1,0,0,1,0,false
