original_path,size_bytes,file_count,sha256,removed_at,classification,safety_basis,preserved_reference
tmp/text_table_calibration_subset1_review_relay_2026-07-24_7438f1a,3175312,52,76dd2b03fa42faacbdb67c4014b9684ef412e0f08a7457ac93f1fe02e755c3b7,2026-08-03T17:48:00.784024+00:00,removal_candidate_duplicate,directory is a byte-for-byte verified expansion of a preserved relay ZIP,tmp/text_table_calibration_subset1_review_relay_2026-07-24_7438f1a.zip
tmp/text_table_detection_full_run_relay_2026-07-24_827917b,9353841,95,8378bd7c24ecd291ec4484306e85662e00740a6cf6fbab43dfc7641d91d34945,2026-08-03T17:48:00.849380+00:00,removal_candidate_duplicate,directory is a byte-for-byte verified expansion of a preserved relay ZIP,tmp/text_table_detection_full_run_relay_2026-07-24_827917b.zip
tmp/text_table_detection_full_run_serial_merge_relay_2026-07-24_32ae355,8572522,65,847488bb9de80df11f646849996cc4d957532b6a6c31d707cf483c4d366a136c,2026-08-03T17:48:00.888651+00:00,removal_candidate_duplicate,directory is a byte-for-byte verified expansion of a preserved relay ZIP,tmp/text_table_detection_full_run_serial_merge_relay_2026-07-24_32ae355.zip
tmp/text_table_detection_pilot1_150_relay_2026-07-24_4a9c2c7,3473581,80,9cc701a72b3153dff2ff9e16b9eff29ad1bed41ef35ef010f6923d3c700742a9,2026-08-03T17:48:00.941017+00:00,removal_candidate_duplicate,directory is a byte-for-byte verified expansion of a preserved relay ZIP,tmp/text_table_detection_pilot1_150_relay_2026-07-24_4a9c2c7.zip
tmp/text_table_detection_refine1_visual_gate_relay_2026-07-24_0e9430b,2962587,38,c641c01fdc438e50a4a0923a509e40eb3f4ab665854e40ad277b184a8fe6ae57,2026-08-03T17:48:00.985867+00:00,removal_candidate_duplicate,directory is a byte-for-byte verified expansion of a preserved relay ZIP,tmp/text_table_detection_refine1_visual_gate_relay_2026-07-24_0e9430b.zip
tmp/three_worker_50row_batch_prep_2026-07-21_relay_1d68a0e,1898181,32,01877762aee75ed1261b2ae1733b4ce87b4138482ea1bf3770e4d18ae9f74336,2026-08-03T17:48:01.006695+00:00,removal_candidate_duplicate,directory is a byte-for-byte verified expansion of a preserved relay ZIP,tmp/three_worker_50row_batch_prep_2026-07-21_relay_1d68a0e.zip
tmp/three_worker_50row_runner_fix_2026-07-21_relay_264ebd5,2186758,34,e7f82c4c314f7bdf849d6aa3f93c8277b60d81f3ff4e23fcbf68fe8e7bf37a33,2026-08-03T17:48:01.023295+00:00,removal_candidate_duplicate,directory is a byte-for-byte verified expansion of a preserved relay ZIP,tmp/three_worker_50row_runner_fix_2026-07-21_relay_264ebd5.zip
tmp/tier1_coordinator_150row_serial_live_after_diag_relay_2026-07-22_b6bd6b3,23708029,84,0682920b89249bc873abd2c5861799b54e810688cdaf92cdb171c2072b3695fe,2026-08-03T17:48:01.092705+00:00,removal_candidate_duplicate,directory is a byte-for-byte verified expansion of a preserved relay ZIP,tmp/tier1_coordinator_150row_serial_live_after_diag_relay_2026-07-22_b6bd6b3.zip
tmp/tier1_coordinator_150row_serial_live_relay_2026-07-22_c6b3664,5362117,59,c95fbfef7dc905d43556d693ce7e070cc6633042c050dfbab5a91124b2662d8d,2026-08-03T17:48:01.123705+00:00,removal_candidate_duplicate,directory is a byte-for-byte verified expansion of a preserved relay ZIP,tmp/tier1_coordinator_150row_serial_live_relay_2026-07-22_c6b3664.zip
tmp/tier1_coordinator_150row_serial_live_retry_relay_2026-07-22_25445fe,42638905,75,d63d0db6ab11739d7299237d7e1c59e23ba90c4006d5d7612fc12b0362bce04b,2026-08-03T17:48:01.226000+00:00,removal_candidate_duplicate,directory is a byte-for-byte verified expansion of a preserved relay ZIP,tmp/tier1_coordinator_150row_serial_live_retry_relay_2026-07-22_25445fe.zip
tmp/tier1_wave2_coordinator_150row_serial_live_relay_2026-07-22_3f2f815,46218894,94,478c89da4a0d88906467aeda3646d9933de6fa0ebc0a52cecd3c1598d7429965,2026-08-03T17:48:01.349582+00:00,removal_candidate_duplicate,directory is a byte-for-byte verified expansion of a preserved relay ZIP,tmp/tier1_wave2_coordinator_150row_serial_live_relay_2026-07-22_3f2f815.zip
tmp/tier1_wave2_worker_batch_prep_2026-07-22_relay_f2fa0a5,2378176,35,dea08548d5faba57751f1723c9baca8389b24ba9d437f0682dc8ccc73d35bef7,2026-08-03T17:48:01.368486+00:00,removal_candidate_duplicate,directory is a byte-for-byte verified expansion of a preserved relay ZIP,tmp/tier1_wave2_worker_batch_prep_2026-07-22_relay_f2fa0a5.zip
tmp/tier_c_evidence_span_rating_summary_140_relay_2026-07-27_a81ea22986144d98c939b6d007c2475d29a29757,25672,33,996f0ce1555e05ecad61b188294ae79f3b29bdd2f85cdbfc835073ffc715c8c8,2026-08-03T17:48:01.378158+00:00,removal_candidate_duplicate,directory is a byte-for-byte verified expansion of a preserved relay ZIP,tmp/tier_c_evidence_span_rating_summary_140_relay_2026-07-27_a81ea22986144d98c939b6d007c2475d29a29757.zip
tmp/tier_c_readiness_dashboard_map_update_relay_2026-07-27_c2cf270,28816,29,393e83faa25a5f474e351adb48cb30390c57bb308658351d1d5b31374f520dc8,2026-08-03T17:48:01.386831+00:00,removal_candidate_duplicate,directory is a byte-for-byte verified expansion of a preserved relay ZIP,tmp/tier_c_readiness_dashboard_map_update_relay_2026-07-27_c2cf270.zip
tmp/verification_scale_round1_3x750_live_collection_relay_2026-07-24_642dbda,8805424,2279,36a751ed16eb778506dec98c19f808a85c0eb2ed545be93f6deed2a788b13d40,2026-08-03T17:48:01.964043+00:00,removal_candidate_duplicate,directory is a byte-for-byte verified expansion of a preserved relay ZIP,tmp/verification_scale_round1_3x750_live_collection_relay_2026-07-24_642dbda.zip
tmp/verification_scale_round1_3x750_serial_merge_relay_2026-07-24_2bab4b0,7052871,59,6a00f0cbac6fbc04cf180ea16989ff55894f848cd93aae85476394dd018b12f6,2026-08-03T17:48:02.000073+00:00,removal_candidate_duplicate,directory is a byte-for-byte verified expansion of a preserved relay ZIP,tmp/verification_scale_round1_3x750_serial_merge_relay_2026-07-24_2bab4b0.zip
tmp/verification_scale_round2_3x1000_remainder_live_collection_relay_2026-07-24_e86abf7,8663588,2402,6121eaf929be1d44e2d5491f8e08ef3f904cc160bb4458de2f51987246698c92,2026-08-03T17:48:02.673370+00:00,removal_candidate_duplicate,directory is a byte-for-byte verified expansion of a preserved relay ZIP,tmp/verification_scale_round2_3x1000_remainder_live_collection_relay_2026-07-24_e86abf7.zip
tmp/verification_scale_round2_3x1000_remainder_serial_merge_relay_2026-07-24_e028432,14840567,47,1bff8c4dfe9486cb858b4ad99358cd8b8a52ee4f1f53361f6b21f9a8508631f5,2026-08-03T17:48:02.726471+00:00,removal_candidate_duplicate,directory is a byte-for-byte verified expansion of a preserved relay ZIP,tmp/verification_scale_round2_3x1000_remainder_serial_merge_relay_2026-07-24_e028432.zip
tmp/wave2_3x50_batch_prep_2026-07-22_relay_1265366,1995439,23,41b41cee671362a2ccd1efe8c57845a0dd33b5ff4ae6334fb6c3ac34166a8b8f,2026-08-03T17:48:02.742268+00:00,removal_candidate_duplicate,directory is a byte-for-byte verified expansion of a preserved relay ZIP,tmp/wave2_3x50_batch_prep_2026-07-22_relay_1265366.zip
tmp/wave2_coordinator_150row_serial_live_relay_2026-07-22_bb0c5ea_staging,23013683,61,e2e490833198b9ac03ed082ccde276ca8dbd50f4c5e4421b9c1596ccb0468508,2026-08-03T17:48:02.817138+00:00,removal_candidate_duplicate,directory is a byte-for-byte verified expansion of a preserved relay ZIP,tmp/wave2_coordinator_150row_serial_live_relay_2026-07-22_bb0c5ea.zip
tmp/wave2_worker_3_il50_prep_relay_20260722T120000EDT_5a19082,730778,16,0ceb17ac9ea6f97982134591187c49c6fffd02dd2de4f2aade339de6aa7750a3,2026-08-03T17:48:02.829053+00:00,removal_candidate_duplicate,directory is a byte-for-byte verified expansion of a preserved relay ZIP,tmp/wave2_worker_3_il50_prep_relay_20260722T120000EDT_5a19082.zip
tmp/worker_worktree_recreation_2026-07-21_relay_98a203c,12822,13,d323030e44393346927ba41783f1695a6459ef25f1c46cacd9d7083e08c1a482,2026-08-03T17:48:02.834617+00:00,removal_candidate_duplicate,directory is a byte-for-byte verified expansion of a preserved relay ZIP,tmp/worker_worktree_recreation_2026-07-21_relay_98a203c.zip
