path,size_bytes,git_status,tracked_or_ignored,classification,proposed_action,safety_basis,active_reference_count,manifest_or_hash_coverage,archive_target_path,deletion_allowed_flag,requires_manual_confirmation_flag,reason,verification_kind,verification_reference,sha256
tmp/national_batch01_il25_2_filter_contract_dry_run_2026-07-20_relay_2831ee0,16051832,,ignored,removal_candidate_duplicate,remove,directory is a byte-for-byte verified expansion of a preserved relay ZIP,0,True,,True,False,preserved ZIP provides exact file-set and content duplicate,exact_zip_expansion,tmp/national_batch01_il25_2_filter_contract_dry_run_2026-07-20_relay_2831ee0.zip,fb69362bd2d8994139d28a33dc2f5ea0a66e60dd81c1626a560dd1c46b9bad28
tmp/national_batch01_il25_2_filter_contract_dry_run_2026-07-20_relay_2831ee0.zip,1221303,,ignored,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/national_batch01_il25_2_filter_contract_dry_run_validation_2026-07-20,9589,,ignored,preserve_ambiguous,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/national_batch01_il25_2_live_direct_sdk_2026-07-20_relay_0e710b7,16856843,,ignored,removal_candidate_duplicate,remove,directory is a byte-for-byte verified expansion of a preserved relay ZIP,0,True,,True,False,preserved ZIP provides exact file-set and content duplicate,exact_zip_expansion,tmp/national_batch01_il25_2_live_direct_sdk_2026-07-20_relay_0e710b7.zip,561127a058ad5937c086ec23ec4d808e571438312ad0872817bed36711d728bd
tmp/national_batch01_il25_2_live_direct_sdk_2026-07-20_relay_0e710b7.zip,1313191,,ignored,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/national_batch01_il25_2_live_direct_sdk_validation_2026-07-20,8820,,ignored,preserve_ambiguous,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/national_batch01_il25_3_filter_contract_dry_run_2026-07-20_relay_4146bfb,16102071,,ignored,removal_candidate_duplicate,remove,directory is a byte-for-byte verified expansion of a preserved relay ZIP,0,True,,True,False,preserved ZIP provides exact file-set and content duplicate,exact_zip_expansion,tmp/national_batch01_il25_3_filter_contract_dry_run_2026-07-20_relay_4146bfb.zip,4404446a170d8e93423727233505ec92212f44ab45a85bca96a8bf564980e388
tmp/national_batch01_il25_3_filter_contract_dry_run_2026-07-20_relay_4146bfb.zip,1216370,,ignored,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/national_batch01_il25_3_filter_contract_dry_run_validation_2026-07-20,9718,,ignored,preserve_ambiguous,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/national_batch01_il25_3_live_direct_sdk_2026-07-20_relay_8e14b2c,16959640,,ignored,removal_candidate_duplicate,remove,directory is a byte-for-byte verified expansion of a preserved relay ZIP,0,True,,True,False,preserved ZIP provides exact file-set and content duplicate,exact_zip_expansion,tmp/national_batch01_il25_3_live_direct_sdk_2026-07-20_relay_8e14b2c.zip,23d365a185154d5a271fbce76e9f66ad800f6836fc9083b16b819d7b0b75d08b
tmp/national_batch01_il25_3_live_direct_sdk_2026-07-20_relay_8e14b2c.zip,1371056,,ignored,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/national_batch01_il25_3_live_direct_sdk_validation_2026-07-20,10661,,ignored,preserve_ambiguous,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/national_batch01_il25_filter_contract_dry_run_2026-07-20_relay,1854,,ignored,preserve_ambiguous,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/national_batch01_il25_filter_contract_dry_run_2026-07-20_relay_014f24d,40342446,,ignored,removal_candidate_duplicate,remove,directory is a byte-for-byte verified expansion of a preserved relay ZIP,0,True,,True,False,preserved ZIP provides exact file-set and content duplicate,exact_zip_expansion,tmp/national_batch01_il25_filter_contract_dry_run_2026-07-20_relay_014f24d.zip,eb88d5ba78545121265a4f9dc183cbd5f317087c142b3bb8d0377b5f7a0a7eb1
tmp/national_batch01_il25_filter_contract_dry_run_2026-07-20_relay_014f24d.zip,3256355,,ignored,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/national_batch01_il25_filter_contract_dry_run_2026-07-20_relay_d25dc06,40339246,,ignored,removal_candidate_duplicate,remove,directory is a byte-for-byte verified expansion of a preserved relay ZIP,0,True,,True,False,preserved ZIP provides exact file-set and content duplicate,exact_zip_expansion,tmp/national_batch01_il25_filter_contract_dry_run_2026-07-20_relay_d25dc06.zip,e1ddb68b45fbbb42236ed3072bf8f70ac5d17093b0b4537186b13be4686b4f66
tmp/national_batch01_il25_filter_contract_dry_run_2026-07-20_relay_d25dc06.zip,3256208,,ignored,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/national_batch01_il25_live_direct_sdk_2026-07-20_relay_5f60dd3,16551912,,ignored,removal_candidate_duplicate,remove,directory is a byte-for-byte verified expansion of a preserved relay ZIP,0,True,,True,False,preserved ZIP provides exact file-set and content duplicate,exact_zip_expansion,tmp/national_batch01_il25_live_direct_sdk_2026-07-20_relay_5f60dd3.zip,89b6a646c46b97959250150fcdffb9b13ab106f629a809903d77af6a6eb22afe
tmp/national_batch01_il25_live_direct_sdk_2026-07-20_relay_5f60dd3.zip,1309831,,ignored,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/national_batch01_il25_live_direct_sdk_validation_2026-07-20,11481,,ignored,preserve_ambiguous,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/national_batch01_il25_validation_2026-07-20,8709,,ignored,preserve_ambiguous,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/national_batch01_il_filter_contract_dry_run_2026-07-20_relay,1598,,ignored,preserve_ambiguous,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/national_batch01_il_filter_contract_dry_run_2026-07-20_relay_5e75390,1429378,,ignored,removal_candidate_duplicate,remove,directory is a byte-for-byte verified expansion of a preserved relay ZIP,0,True,,True,False,preserved ZIP provides exact file-set and content duplicate,exact_zip_expansion,tmp/national_batch01_il_filter_contract_dry_run_2026-07-20_relay_5e75390.zip,91160686403c250a2eb58f6a6c027955f230608a2430f5c0b5ad0d19ede5b691
tmp/national_batch01_il_filter_contract_dry_run_2026-07-20_relay_5e75390.zip,391530,,ignored,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/national_batch01_il_validation_2026-07-20,8709,,ignored,preserve_ambiguous,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/national_batch01_ma_filter_contract_dry_run_2026-07-16_relay_94ac4e9,1515777,,ignored,removal_candidate_duplicate,remove,directory is a byte-for-byte verified expansion of a preserved relay ZIP,0,True,,True,False,preserved ZIP provides exact file-set and content duplicate,exact_zip_expansion,tmp/national_batch01_ma_filter_contract_dry_run_2026-07-16_relay_94ac4e9.zip,4a815213132d5cb4d003c6587fd90c0b50798fd891d962b997e6f1df8ef90ef3
tmp/national_batch01_ma_filter_contract_dry_run_2026-07-16_relay_94ac4e9.zip,394044,,ignored,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/national_batch01_ma_filter_contract_validation_2026-07-16,8223,,ignored,preserve_ambiguous,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/national_batch01_ma_live_scout_2026-07-16_relay_7ce744b.zip,382330,,ignored,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/national_batch01_ma_live_scout_2026-07-16_relay_eab312f.zip,380610,,ignored,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/national_batch01_ma_live_scout_rerun_2026-07-20_relay_0797c52.zip,427703,,ignored,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/national_batch01_ma_live_scout_validation_2026-07-16,7892,,untracked,preserve_ambiguous,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/national_batch01_ma_source_verification_2026-07-20_relay_0227f18.zip,68658376,,ignored,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/national_batch01_nj_filter_contract_dry_run_2026-07-20_relay_5283fef.zip,417889,,ignored,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/national_batch01_nj_live_direct_sdk_2026-07-20_relay_8b36263,1664566,,ignored,removal_candidate_duplicate,remove,directory is a byte-for-byte verified expansion of a preserved relay ZIP,0,True,,True,False,preserved ZIP provides exact file-set and content duplicate,exact_zip_expansion,tmp/national_batch01_nj_live_direct_sdk_2026-07-20_relay_8b36263.zip,97a8f8228877b8f5d4dc57fea416251491ccd614aadbb58f120ff88ea5273ed4
tmp/national_batch01_nj_live_direct_sdk_2026-07-20_relay_8b36263.zip,471637,,ignored,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/national_batch01_nj_live_direct_sdk_validation_2026-07-20,3203,,ignored,preserve_ambiguous,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/national_batch01_nj_preflight_stop_2026-07-20_relay,1401824,,ignored,preserve_ambiguous,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/national_batch01_nj_preflight_stop_2026-07-20_relay_93d9ef2.zip,390595,,ignored,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/national_batch01_ny25_filter_contract_dry_run_2026-07-20_relay_a393f60,41291358,,ignored,removal_candidate_duplicate,remove,directory is a byte-for-byte verified expansion of a preserved relay ZIP,0,True,,True,False,preserved ZIP provides exact file-set and content duplicate,exact_zip_expansion,tmp/national_batch01_ny25_filter_contract_dry_run_2026-07-20_relay_a393f60.zip,068a832d46be89d5b61346accb8b8d690a34a178f66deaf65c526d96d9df90db
tmp/national_batch01_ny25_filter_contract_dry_run_2026-07-20_relay_a393f60.zip,3349897,,ignored,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/national_batch01_ny25_filter_contract_dry_run_validation_2026-07-20,11312,,ignored,preserve_ambiguous,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/national_batch01_ny25_live_direct_sdk_2026-07-20_relay_11d41ca,16692993,,ignored,removal_candidate_duplicate,remove,directory is a byte-for-byte verified expansion of a preserved relay ZIP,0,True,,True,False,preserved ZIP provides exact file-set and content duplicate,exact_zip_expansion,tmp/national_batch01_ny25_live_direct_sdk_2026-07-20_relay_11d41ca.zip,23805f2b759078ec42028fd218c0fa3ac5a7d2ef98ddeecac599d7ca9481153d
tmp/national_batch01_ny25_live_direct_sdk_2026-07-20_relay_11d41ca.zip,1299760,,ignored,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/national_batch01_ny25_live_direct_sdk_validation_2026-07-20,10251,,ignored,preserve_ambiguous,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/national_batch01_tx_filter_contract_2026-07-16_relay_f24771f,1379441,,ignored,removal_candidate_duplicate,remove,directory is a byte-for-byte verified expansion of a preserved relay ZIP,0,True,,True,False,preserved ZIP provides exact file-set and content duplicate,exact_zip_expansion,tmp/national_batch01_tx_filter_contract_2026-07-16_relay_f24771f.zip,1acec2222f068339775b58320bc6f60aab0528d19a327397b0f4773fd3d624c5
tmp/national_batch01_tx_filter_contract_2026-07-16_relay_f24771f.zip,379373,,ignored,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/national_batch01_tx_filter_contract_validation_2026-07-16,7892,,ignored,preserve_ambiguous,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/national_batch01_tx_live_scout_2026-07-16_relay_4824117,1424059,,ignored,removal_candidate_duplicate,remove,directory is a byte-for-byte verified expansion of a preserved relay ZIP,0,True,,True,False,preserved ZIP provides exact file-set and content duplicate,exact_zip_expansion,tmp/national_batch01_tx_live_scout_2026-07-16_relay_4824117.zip,84bb905eb02c4ec4a1c8e1861efdc84fd4c8c0fa87c8017b8849b3966cab320f
tmp/national_batch01_tx_live_scout_2026-07-16_relay_4824117.zip,398114,,ignored,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/national_batch01_tx_rowaware_scout_dry_run_2026-07-16_relay_31189a5,1334038,,ignored,removal_candidate_duplicate,remove,directory is a byte-for-byte verified expansion of a preserved relay ZIP,0,True,,True,False,preserved ZIP provides exact file-set and content duplicate,exact_zip_expansion,tmp/national_batch01_tx_rowaware_scout_dry_run_2026-07-16_relay_31189a5.zip,59cbd1a3a3f9e79142541563fbf4085995c6ccde25f0783a7774e6f2351d5e27
tmp/national_batch01_tx_rowaware_scout_dry_run_2026-07-16_relay_31189a5.zip,366068,,ignored,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/national_batch01_tx_scout_dry_run_2026-07-16_relay_10003b6,1240929,,ignored,removal_candidate_duplicate,remove,directory is a byte-for-byte verified expansion of a preserved relay ZIP,0,True,,True,False,preserved ZIP provides exact file-set and content duplicate,exact_zip_expansion,tmp/national_batch01_tx_scout_dry_run_2026-07-16_relay_10003b6.zip,00e35d1e21ac60ff8cb50764cceae163e55143e7662839419420e9e69d48dbee
tmp/national_batch01_tx_scout_dry_run_2026-07-16_relay_10003b6.zip,342714,,ignored,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/national_batch01_tx_source_verification_2026-07-16_relay_55bedf2.zip,12389846,,ignored,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/national_municipality_priority_tiering_2026-07-22_relay_bbb4dfa.zip,2701056,,ignored,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/national_municipality_priority_tiering_2026-07-22_relay_bbb4dfa_staging,23766311,,ignored,removal_candidate_duplicate,remove,directory is a byte-for-byte verified expansion of a preserved relay ZIP,0,True,,True,False,preserved ZIP provides exact file-set and content duplicate,exact_zip_expansion,tmp/national_municipality_priority_tiering_2026-07-22_relay_bbb4dfa.zip,6f079d0f5f907d9e355d338562ea5e8add85dc65a4fac12c82ce2619936688a2
tmp/national_municipality_priority_tiering_validation_2026-07-22,3507,,ignored,preserve_ambiguous,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/national_municipality_universe_crosswalk_2026-07-16_relay_4c2db6c,28143832,,ignored,removal_candidate_duplicate,remove,directory is a byte-for-byte verified expansion of a preserved relay ZIP,0,True,,True,False,preserved ZIP provides exact file-set and content duplicate,exact_zip_expansion,tmp/national_municipality_universe_crosswalk_2026-07-16_relay_4c2db6c.zip,486130ef42c901690388155593362d0289203e6f91bf3304bcc83b4cb4335a1b
tmp/national_municipality_universe_crosswalk_2026-07-16_relay_4c2db6c.zip,2561933,,ignored,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/national_place_by_county2020.txt,2736928,,ignored,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/national_scout_coverage_setup_2026-07-15_relay_b516140,2545863,,ignored,removal_candidate_duplicate,remove,directory is a byte-for-byte verified expansion of a preserved relay ZIP,0,True,,True,False,preserved ZIP provides exact file-set and content duplicate,exact_zip_expansion,tmp/national_scout_coverage_setup_2026-07-15_relay_b516140.zip,0f241f26b0685949f049f3a44e7d98d7702466256f5dd507c5f2aaeb62083583
tmp/national_scout_coverage_setup_2026-07-15_relay_b516140.zip,398927,,ignored,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/national_scout_queue_coverage_2026-07-20_relay_3b63075,41692270,,ignored,removal_candidate_duplicate,remove,directory is a byte-for-byte verified expansion of a preserved relay ZIP,0,True,,True,False,preserved ZIP provides exact file-set and content duplicate,exact_zip_expansion,tmp/national_scout_queue_coverage_2026-07-20_relay_3b63075.zip,0294ad7254acd797751ef36934d89b6b3b5d20f4f70a3470941199da356b097e
tmp/national_scout_queue_coverage_2026-07-20_relay_3b63075.zip,3357349,,ignored,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/national_scout_queue_coverage_validation_2026-07-20,12257,,ignored,preserve_ambiguous,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/next_wave_municipality_scout_manifest_2026-07-16_relay_76ff94a,1327543,,ignored,removal_candidate_duplicate,remove,directory is a byte-for-byte verified expansion of a preserved relay ZIP,0,True,,True,False,preserved ZIP provides exact file-set and content duplicate,exact_zip_expansion,tmp/next_wave_municipality_scout_manifest_2026-07-16_relay_76ff94a.zip,74866d694dd32b3d0296b832d33786578c8713a91e97d4b63e06c16c0bc7d8ab
tmp/next_wave_municipality_scout_manifest_2026-07-16_relay_76ff94a.zip,345545,,ignored,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/nj_relay_5283fef,1510380,,ignored,preserve_ambiguous,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/pa_full_state_municipality_scout_manifest_2026-07-16_relay_0d6b3a9,30110941,,ignored,removal_candidate_duplicate,remove,directory is a byte-for-byte verified expansion of a preserved relay ZIP,0,True,,True,False,preserved ZIP provides exact file-set and content duplicate,exact_zip_expansion,tmp/pa_full_state_municipality_scout_manifest_2026-07-16_relay_0d6b3a9.zip,132d03f5c7d4d49314685cad15bb5628623ed782a5737546f3ebc14a1753ec9c
tmp/pa_full_state_municipality_scout_manifest_2026-07-16_relay_0d6b3a9.zip,2652284,,ignored,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/package_source_review_batch3_merge_relay_985d581.sh,1954,,ignored,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/package_text_table_calibration_subset1_relay.sh,2356,,ignored,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/parallel_round1_live_collection_relay_2026-07-23_42dbe67,12636044,,ignored,removal_candidate_duplicate,remove,directory is a byte-for-byte verified expansion of a preserved relay ZIP,0,True,,True,False,preserved ZIP provides exact file-set and content duplicate,exact_zip_expansion,tmp/parallel_round1_live_collection_relay_2026-07-23_42dbe67.zip,1fa7f85256d712534e2905dfe8a324aa11a15c92260c7a4de7e42dc89f25f632
tmp/parallel_round1_live_collection_relay_2026-07-23_42dbe67.zip,1855769,,ignored,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/parallel_round1_serial_merge_relay_2026-07-23_c4cf7d0,21716766,,ignored,removal_candidate_duplicate,remove,directory is a byte-for-byte verified expansion of a preserved relay ZIP,0,True,,True,False,preserved ZIP provides exact file-set and content duplicate,exact_zip_expansion,tmp/parallel_round1_serial_merge_relay_2026-07-23_c4cf7d0.zip,3334c86415f0d5ac2fa8f5d0939a02ee712b95a09681a43898e50a52e87543ad
tmp/parallel_round1_serial_merge_relay_2026-07-23_c4cf7d0.zip,2119003,,ignored,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/parallel_round1_serial_merge_validation_2026-07-23,24242,,ignored,preserve_ambiguous,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/parallel_round2_3x150_live_collection_relay_2026-07-23_4f9c865,17084845,,ignored,removal_candidate_duplicate,remove,directory is a byte-for-byte verified expansion of a preserved relay ZIP,0,True,,True,False,preserved ZIP provides exact file-set and content duplicate,exact_zip_expansion,tmp/parallel_round2_3x150_live_collection_relay_2026-07-23_4f9c865.zip,862a46715ad8b9c2b5a22254eca1bc77cda2f1942eb714f6fb2a395fcf9196d3
tmp/parallel_round2_3x150_live_collection_relay_2026-07-23_4f9c865.zip,2331100,,ignored,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/parallel_round2_3x150_serial_merge_relay_2026-07-23_8b653b2.zip,8319277,,ignored,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/parallel_round2_3x150_serial_merge_relay_2026-07-23_8b653b2_stage,86611414,,ignored,removal_candidate_duplicate,remove,directory is a byte-for-byte verified expansion of a preserved relay ZIP,0,True,,True,False,preserved ZIP provides exact file-set and content duplicate,exact_zip_expansion,tmp/parallel_round2_3x150_serial_merge_relay_2026-07-23_8b653b2.zip,dbaf74320a671e785ffc6b213e0cc81b5208276098b4e1376c53a518d2d0da37
tmp/parallel_scout_lane_framework_relay_2026-07-23_4ee7015,3007582,,ignored,removal_candidate_duplicate,remove,directory is a byte-for-byte verified expansion of a preserved relay ZIP,0,True,,True,False,preserved ZIP provides exact file-set and content duplicate,exact_zip_expansion,tmp/parallel_scout_lane_framework_relay_2026-07-23_4ee7015.zip,91dce495938bc408b9dba5cbc5deafee54531b8b01a504334d9098cafa8b4c08
tmp/parallel_scout_lane_framework_relay_2026-07-23_4ee7015.zip,649206,,ignored,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/parallel_scout_lane_framework_validation_2026-07-23,19270,,ignored,preserve_ambiguous,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/parallel_scout_rounds,98079189,,ignored,preserve_ambiguous,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/parallel_scout_stage1_preparation_2026-07-21_relay_2e8ea73,3266479,,ignored,removal_candidate_duplicate,remove,directory is a byte-for-byte verified expansion of a preserved relay ZIP,0,True,,True,False,preserved ZIP provides exact file-set and content duplicate,exact_zip_expansion,tmp/parallel_scout_stage1_preparation_2026-07-21_relay_2e8ea73.zip,0e9e456f41dd6ab01727548809082789a2f5a405d79a88d19a3a1c322fb3255e
tmp/parallel_scout_stage1_preparation_2026-07-21_relay_2e8ea73.zip,1892275,,ignored,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/parallel_scout_stage1_preparation_validation_2026-07-21,36758,,ignored,preserve_ambiguous,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/parallel_stage1_failure_diagnosis_2026-07-21_relay_b47ff3b,1821143,,ignored,removal_candidate_duplicate,remove,directory is a byte-for-byte verified expansion of a preserved relay ZIP,0,True,,True,False,preserved ZIP provides exact file-set and content duplicate,exact_zip_expansion,tmp/parallel_stage1_failure_diagnosis_2026-07-21_relay_b47ff3b.zip,df3d0e0d5d65310dd7f05f67b174e5181666377d29fefc6eeabca6a18c348395
tmp/parallel_stage1_failure_diagnosis_2026-07-21_relay_b47ff3b.zip,582844,,ignored,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/parallel_stage1_failure_diagnosis_validation_2026-07-21,1939,,ignored,preserve_ambiguous,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/parallel_worker_01_ca25_retry2_preflight_stop_2026-07-21_relay_a00cb19.zip,52702,,ignored,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/parallel_worker_01_ca25_retry3_20260721_1605_relay_2026-07-21.zip,47896,,ignored,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/parallel_worker_02_nj25_fresh_retry_incomplete_2026-07-21_relay_7f9db4e.zip,52366,,ignored,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/parallel_worker_02_nj25_retry3_stopped_connection_2026-07-21_relay_12f7293.zip,146384,,ignored,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/parallel_worker_api_stability_2026-07-21,36442,,ignored,preserve_ambiguous,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
tmp/parallel_worker_api_stability_diagnosis_2026-07-21_relay_0986954,2016430,,ignored,removal_candidate_duplicate,remove,directory is a byte-for-byte verified expansion of a preserved relay ZIP,0,True,,True,False,preserved ZIP provides exact file-set and content duplicate,exact_zip_expansion,tmp/parallel_worker_api_stability_diagnosis_2026-07-21_relay_0986954.zip,597583a2e8aef1fbd76cc347ac3c05d54b5c8bf0761a1903ece50f522cb8adb1
tmp/parallel_worker_api_stability_diagnosis_2026-07-21_relay_0986954.zip,718706,,ignored,preserve_provenance,no_action,conservative archive-first policy; no exact safe-removal proof,0,False,,False,True,left untouched pending a later explicit cleanup decision,none,,
