national_readiness_record_id,source_layer,municipality,state,region,source_family,side_label,pay_basis,compensation_type,readiness_status,readiness_gate,claim_boundary,blockers,no_national_claim
BRMNATQA-2af9470ade407eb57b6ffab8,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,Baxter,MN,Midwest,cba,police_direct,allowance,allowance_reimbursement,national_readiness_stratum_partial,partial,"coverage and readiness stratum only; no national wage gap, prevalence estimate, causal inference, or final national claim","[""period_anchor_missing_or_unresolved"",""municipality_missing_clear_side_balance""]",true
WCNR-e018ded5b58faace8615fe52,combined_broad,Freehold,NJ,Northeast,cba,remains_unclear,,non_base_compensation_signal,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-e09409eb1583bdd88d6824e2,combined_broad,Amherst,NY,Northeast,civil_service_or_hr_pay_plan,remains_unclear,,non_base_compensation_signal,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-04604d66212f337244140afb,combined_broad,Ocean Shores,WA,West,cba,remains_unclear,,non_base_compensation_signal,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-7cdf9376cc365d76172c7ecb,combined_broad,San Marino,CA,West,budget_or_pay_plan,remains_unclear,,non_base_compensation_signal,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-00ada4c841060a9a69201a8a,combined_broad,Chatfield,MN,Midwest,cba,remains_unclear,,non_base_compensation_signal,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-1375dbef23a642d559754e36,combined_broad,Boone,NC,South,agenda_packet_or_minutes,remains_unclear,,bargaining_power_signal,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-a26ce4b8f1654eb20ab07dee,combined_broad,Cincinnati,OH,Midwest,cba,remains_unclear,,implementation_or_retroactivity_advantage,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-1a2c8b16f862bbc6ea19599b,combined_broad,Rolesville,NC,South,budget_or_pay_plan,remains_unclear,,non_base_compensation_signal,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-78f0f81e3556113c31c7d591,combined_broad,Warren,PA,Northeast,mou_or_memorandum,remains_unclear,,implementation_or_retroactivity_advantage,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-e007a0b4673c4b5152631853,combined_broad,Horseheads,NY,Northeast,factfinding_report,remains_unclear,,automatic_raise_mechanism,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-94a7336d005e3365346fe11b,combined_broad,La Palma,CA,West,mou_or_memorandum,remains_unclear,,base_wage_direct_value,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-23bfa603301336ab81b6c316,combined_broad,Phoenix,AZ,West,mou_or_memorandum,remains_unclear,,automatic_raise_mechanism,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-7c19393cfde4a4c43039ab55,combined_broad,Nyack,NY,Northeast,wage_schedule,remains_unclear,,unknown_or_needs_review,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-00e1dcdd7935ded93e3ee8f4,combined_broad,Springfield charter,MI,Midwest,cba_or_compensation_study_or_classification_study_or_wage_schedule,remains_unclear,,base_wage_direct_value,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-2a87f9456512ea177f75e2c9,combined_broad,Fairfield,CT,Northeast,arbitration_award,remains_unclear,,automatic_raise_mechanism,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-12f02b3690e3382acad0c36c,combined_broad,Placerville,CA,West,mou_or_memorandum,remains_unclear,,non_base_compensation_signal,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-1ad8e45df081b0f4d5bf1f26,combined_broad,Boardman,OH,Midwest,wage_schedule,remains_unclear,,implementation_or_retroactivity_advantage,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-c6c153c96b8be2d3e35b25cf,combined_broad,Rockford,IL,Midwest,cba_or_arbitration_award_or_factfinding_or_impasse_record,remains_unclear,,unknown_or_needs_review,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-8ffd569816f30623f25d47d4,combined_broad,Oconto,WI,Midwest,arbitration_award,remains_unclear,,market_or_comparability_pressure,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-ed9d65d05766fa8632303b52,combined_broad,Peru,IL,Midwest,cba,remains_unclear,,strike_or_no_strike_constraint,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-c604cf6de6b78f7e8a724e62,combined_broad,Simsbury,CT,Northeast,cba_or_budget_pay_plan_with_explicit_compensation_mechanism,remains_unclear,,unknown_or_needs_review,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-ca8a28d54f5b557a15d9aef3,combined_broad,Fircrest,WA,West,mou_or_memorandum,remains_unclear,,base_wage_direct_value,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-59865fceba0cdbfb6d9173f5,combined_broad,Hermantown,MN,Midwest,cba,remains_unclear,,base_wage_direct_value,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-896ee21ef85075ebe97d02cf,combined_broad,Tampa,FL,South,wage_schedule,remains_unclear,,unknown_or_needs_review,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-f979d7113212eeb5606e7a3d,combined_broad,Elizabeth,CO,West,compensation_study,remains_unclear,,implementation_or_retroactivity_advantage,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-e571a11b0ca849fd32c5072f,combined_broad,Coffeyville,KS,Midwest,mou_or_memorandum,remains_unclear,,implementation_or_retroactivity_advantage,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-dff16327d8ed9300b988c47f,combined_broad,Delafield,WI,Midwest,agenda_packet_or_minutes,remains_unclear,,automatic_raise_mechanism,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-82122e2084c5e9a0cec249bd,combined_broad,Rothschild,WI,Midwest,arbitration_award,remains_unclear,,unknown_or_needs_review,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-f009d75851d43fcfcee719c7,combined_broad,Camillus,NY,Northeast,cba_or_budget_pay_plan_with_explicit_compensation_mechanism,remains_unclear,,non_base_compensation_signal,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-ff92a4bfb6ce750bc9b13a25,combined_broad,Tomahawk,WI,Midwest,cba,remains_unclear,,automatic_raise_mechanism,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-dcb0e4e97ed1a2e7e25785fb,combined_broad,Elizabeth City,NC,South,budget_or_pay_plan,remains_unclear,,non_base_compensation_signal,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-2416a4cc3e66b19bc3e6ba5b,combined_broad,Midway,UT,West,budget_or_pay_plan,remains_unclear,,automatic_raise_mechanism,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-1b85b09895853c22d68b9ddf,combined_broad,Fredericktown,OH,Midwest,other_local_government_pay_policy,remains_unclear,,unknown_or_needs_review,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-4b53836b607011a2bc032ee0,combined_broad,Kingsville,TX,South,cba_or_budget_pay_plan_with_explicit_compensation_mechanism,remains_unclear,,gap_narrowing_signal,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-6eef9ce52e500915139a6aaa,combined_broad,Niles,MI,Midwest,cba_or_compensation_study_or_classification_study_or_wage_schedule,remains_unclear,,base_wage_direct_value,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-4a363645bb9ad234ccd879da,combined_broad,Boscawen,NH,Northeast,budget_or_pay_plan,remains_unclear,,market_or_comparability_pressure,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-619b2d88fe64c76b647dd78f,combined_broad,Azle,TX,South,budget_or_pay_plan,remains_unclear,,implementation_or_retroactivity_advantage,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-ab223d19359d1fe7e9f47320,combined_broad,Southington,CT,Northeast,wage_schedule,remains_unclear,,implementation_or_retroactivity_advantage,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-1839ec438c44faa00b0b720c,combined_broad,Taylorville,IL,Midwest,arbitration_award,remains_unclear,,implementation_or_retroactivity_advantage,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-9f6d219aac96246936cb5931,combined_broad,Newark,OH,Midwest,cba,remains_unclear,,non_base_compensation_signal,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-9f28477936d57897e18164b5,combined_broad,Rochelle,IL,Midwest,cba,remains_unclear,,strike_or_no_strike_constraint,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-f46875e6219fd90460b31a7d,combined_broad,Sonora,CA,West,mou_or_memorandum,remains_unclear,,automatic_raise_mechanism,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-3389bed6f9bf81db363dfd04,combined_broad,El Mirage,AZ,West,mou_or_memorandum,remains_unclear,,non_base_compensation_signal,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-46d179dce53889585c64ea77,combined_broad,Danville,IN,Midwest,wage_schedule,remains_unclear,,non_base_compensation_signal,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-512aa48b79aeb826b78d1bb5,combined_broad,Grantsville,UT,West,cba_or_compensation_study_or_classification_study_or_wage_schedule,remains_unclear,,parity_or_internal_equity_signal,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-3023dc2275217bc8575efe52,combined_broad,Westchester,IL,Midwest,cba,remains_unclear,,strike_or_no_strike_constraint,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-7035c6eeb3f79a98064e4bd8,combined_broad,Kewanee,IL,Midwest,cba,remains_unclear,,automatic_raise_mechanism,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-64ca6c931c2b3b99220ca76c,combined_broad,Clearwater,KS,Midwest,budget_or_pay_plan,remains_unclear,,unknown_or_needs_review,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-3f278731a4c7875737a5ac7c,combined_broad,Phoenix,AZ,West,salary_ordinance,remains_unclear,,market_or_comparability_pressure,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-007e4a67ce1671d8d0907601,combined_broad,Eagar,AZ,West,other_local_government_pay_policy,remains_unclear,,non_base_compensation_signal,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-3d31829ff8a5f115c23aaf37,combined_broad,St. Francis,WI,Midwest,cba,remains_unclear,,automatic_raise_mechanism,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-add2ed967c5d8082e9b48b29,combined_broad,Grand Blanc,MI,Midwest,mou_or_memorandum,remains_unclear,,non_base_compensation_signal,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-3cc5472419870e2470f3404d,combined_broad,Hales Corners,WI,Midwest,factfinding_report,remains_unclear,,market_or_comparability_pressure,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-9b923fa63ff6480d9178df1f,combined_broad,Middlefield,OH,Midwest,other_local_government_pay_policy,remains_unclear,,weak_or_no_claim_support,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-9b6e30396a648a90c2ee1642,combined_broad,Fountain Hills,AZ,West,cba_or_budget_pay_plan_with_explicit_compensation_mechanism,remains_unclear,,automatic_raise_mechanism,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-ba48b6ffe2c9a82304134311,combined_broad,East Greenwich,RI,Northeast,cba_or_compensation_study_or_classification_study_or_wage_schedule,remains_unclear,,unknown_or_needs_review,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-f24a7b244c6dadd72dd052e7,combined_broad,Westerly,RI,Northeast,cba_or_budget_pay_plan_with_explicit_compensation_mechanism,remains_unclear,,non_base_compensation_signal,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-a72290c965558bc9aa96d126,combined_broad,Dade City,FL,South,agenda_packet_or_minutes,remains_unclear,,non_base_compensation_signal,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-2c5cf7e71ab95b28853fbaf9,combined_broad,Cincinnati,OH,Midwest,cba,remains_unclear,,not_applicable,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-75842b5438f312d1448a20a3,combined_broad,Amery,WI,Midwest,other_local_government_pay_policy,remains_unclear,,bargaining_power_signal,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-554c090019eede7d88dde8f6,combined_broad,Farmington,AR,South,compensation_study,remains_unclear,,gap_narrowing_signal,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-0e409b5adde6d905985c7067,combined_broad,Lake Forest,IL,Midwest,wage_schedule,remains_unclear,,unknown_or_needs_review,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-caec1feb8398688059d38c16,combined_broad,Marshfield,WI,Midwest,collective_bargaining_agreement_or_moa_or_wage_schedule,remains_unclear,,base_wage_direct_value,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-f7c0a805fb2d8da6020c73d4,combined_broad,Arcadia,WI,Midwest,cba,remains_unclear,,bargaining_power_signal,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-20df034dcd4c72b3bcf0314b,combined_broad,Rutland,IL,Midwest,cba_or_arbitration_award_or_factfinding_or_impasse_record,remains_unclear,,base_wage_direct_value,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-d65fe454c2b4893f7f863b58,combined_broad,Isle of Palms,SC,South,compensation_study,remains_unclear,,parity_or_internal_equity_signal,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-74a41759919192d07d4cc538,combined_broad,Oelwein,IA,Midwest,wage_schedule,remains_unclear,,unknown_or_needs_review,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-16c61a81c061ff78a71e0461,combined_broad,Rutland,IL,Midwest,cba_or_arbitration_award_or_factfinding_or_impasse_record,remains_unclear,,automatic_raise_mechanism,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-3e48a73d4e74a0c637bb743e,combined_broad,Turner,ME,Northeast,personnel_policy,remains_unclear,,fiscal_constraint_signal,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-ef8bf7c77586a67fc56f1f97,combined_broad,Lemont,IL,Midwest,budget_or_pay_plan,remains_unclear,,bargaining_power_signal,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-32fda9188bf55f02c12ef76a,combined_broad,Amityville,NY,Northeast,cba,remains_unclear,,unknown_or_needs_review,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-6c32e9295288f60e45385cc4,combined_broad,Rockaway,NJ,Northeast,other_local_government_pay_policy,remains_unclear,,unknown_or_needs_review,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-af165b0a425a0a868cf08d9e,combined_broad,Jefferson,WI,Midwest,agenda_packet_or_minutes,remains_unclear,,unknown_or_needs_review,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-678f8f32acf86e343a0d63cd,combined_broad,Lenoir,NC,South,budget_or_pay_plan,remains_unclear,,unknown_or_needs_review,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-0082cfa0d2eb5649b51fa3fc,combined_broad,Lancaster,NY,Northeast,wage_schedule,remains_unclear,,non_base_compensation_signal,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-c8b9c7570ecf22edd09e6d62,combined_broad,Myrtle Creek,OR,West,wage_schedule,remains_unclear,,base_wage_direct_value,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-ac77780a9b0af624fec74f9f,combined_broad,Cherokee Village,AR,South,wage_schedule,remains_unclear,,base_wage_direct_value,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-7c0fa05ab3379c9b2e171b8a,combined_broad,Ludlow,VT,Northeast,agenda_packet_or_minutes,remains_unclear,,base_wage_direct_value,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-47a93ac488b7454d2a0527ac,combined_broad,East Grand Forks,MN,Midwest,cba,remains_unclear,,unknown_or_needs_review,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-a8668142a5523267114a06b0,combined_broad,Sauk Centre,MN,Midwest,budget_or_pay_plan,remains_unclear,,non_base_compensation_signal,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-e01692677c99b73186b5f2df,combined_broad,Toledo,OH,Midwest,cba,remains_unclear,,unknown_or_needs_review,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-24e57c136c42b9d6e928ba31,combined_broad,Vinton,LA,South,salary_ordinance,remains_unclear,,unknown_or_needs_review,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-abffde9839ce5be8f19d731c,combined_broad,Perry,OH,Midwest,arbitration_award,remains_unclear,,automatic_raise_mechanism,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-031da20c19dc4f5973f983e4,combined_broad,Lovettsville,VA,South,budget_or_pay_plan,remains_unclear,,non_base_compensation_signal,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-63174cee3210509c55b3c947,combined_broad,Idaho Falls,ID,West,collective_bargaining_agreement_or_moa_or_wage_schedule,remains_unclear,,unknown_or_needs_review,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-15a83fa01cf25b36670c7c25,combined_broad,Azle,TX,South,cba_or_compensation_study_or_classification_study_or_wage_schedule,remains_unclear,,non_base_compensation_signal,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-d3d554d6ca521a5b3d085904,combined_broad,St. Charles,MN,Midwest,wage_schedule,remains_unclear,,market_or_comparability_pressure,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-98164f104f6cd0d94a5294ca,combined_broad,Simsbury,CT,Northeast,cba_or_budget_pay_plan_with_explicit_compensation_mechanism,remains_unclear,,strike_or_no_strike_constraint,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-129a936413f666403fbe3234,combined_broad,Vancouver,WA,West,cba,remains_unclear,,strike_or_no_strike_constraint,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-7766d42d2cb77755488b5146,combined_broad,Hartford,SD,Midwest,civil_service_or_hr_pay_plan,remains_unclear,,base_wage_direct_value,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-f5de060400a670633273053e,combined_broad,Carver,MN,Midwest,compensation_study,remains_unclear,,implementation_or_retroactivity_advantage,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-e533d334b3d91fd41a2ccdad,combined_broad,Lansing,KS,Midwest,classification_study,remains_unclear,,parity_or_internal_equity_signal,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-f4c70ecf5588836e32a65304,combined_broad,Washington,OH,Midwest,cba,remains_unclear,,base_wage_direct_value,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-43a3d01f3b5cc4ab244214b5,combined_broad,Lake Forest,IL,Midwest,cba,remains_unclear,,strike_or_no_strike_constraint,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-aaa90f20453e25cfec984c6e,combined_broad,Boonsboro,MD,South,wage_schedule,remains_unclear,,base_wage_direct_value,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-1092bd5cce89207ab6b28803,combined_broad,LaSalle,IL,Midwest,cba_or_compensation_study_or_classification_study_or_wage_schedule,remains_unclear,,unknown_or_needs_review,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-121957518fd5bbed352ad445,combined_broad,Port Jervis,NY,Northeast,cba,remains_unclear,,rank_or_specialization_premium,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-b2ebeca8809d9674b73b8d47,combined_broad,Westchester,IL,Midwest,cba,remains_unclear,,unknown_or_needs_review,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-b1d5cbf0e9b145da665a4af2,combined_broad,Detroit,MI,Midwest,collective_bargaining_agreement_or_moa_or_wage_schedule,remains_unclear,,bargaining_power_signal,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-31ad7773bc0b113cb90cdbf0,combined_broad,Scioto,OH,Midwest,cba_or_arbitration_award_or_factfinding_or_impasse_record,remains_unclear,,bargaining_power_signal,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-73dd62c7493e346d7f82c98e,combined_broad,Hanover Park,IL,Midwest,collective_bargaining_agreement_or_moa_or_wage_schedule,remains_unclear,,strike_or_no_strike_constraint,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-ecedb1b212e6c870f97f63bf,combined_broad,Kechi,KS,Midwest,budget_or_pay_plan,remains_unclear,,gap_narrowing_signal,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-23ec5114c8de3204c10661fe,combined_broad,Falmouth,ME,Northeast,wage_schedule,remains_unclear,,implementation_or_retroactivity_advantage,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-b430e15dbe38eb54aa505e60,combined_broad,Lansing,KS,Midwest,agenda_packet_or_minutes,remains_unclear,,not_applicable,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-af4ecc33df1d4a0a065de4b7,combined_broad,Dolton,IL,Midwest,collective_bargaining_agreement_or_moa_or_wage_schedule,remains_unclear,,unknown_or_needs_review,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-756d3fa5e194728362954660,combined_broad,Westchester,IL,Midwest,cba,remains_unclear,,automatic_raise_mechanism,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-c1c8ded040ce6c91ccf25030,combined_broad,Tamworth,NH,Northeast,wage_schedule,remains_unclear,,non_base_compensation_signal,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-3fbacd44a5fcd50ff207fcac,combined_broad,Crooks,SD,Midwest,other_local_government_pay_policy,remains_unclear,,base_wage_direct_value,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-03e93e23da5f57de504b08e8,combined_broad,Detroit,MI,Midwest,collective_bargaining_agreement_or_moa_or_wage_schedule,remains_unclear,,automatic_raise_mechanism,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-e2db3750b012adb2a44a5042,combined_broad,St. Louis,MI,Midwest,cba,remains_unclear,,unknown_or_needs_review,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-15f96d3ca6604f83ccf3b920,combined_broad,Austintown,OH,Midwest,factfinding_report,remains_unclear,,implementation_or_retroactivity_advantage,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-7dcd4b6e3dc8c0f441cc1804,combined_broad,Dowagiac,MI,Midwest,wage_schedule,remains_unclear,,unknown_or_needs_review,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-133e4006034d3fb20a632db6,combined_broad,Ferron,UT,West,budget_or_pay_plan,remains_unclear,,automatic_raise_mechanism,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-e0e69a84d843ef79836013ed,combined_broad,Palos,IL,Midwest,cba_or_arbitration_award_or_factfinding_or_impasse_record,remains_unclear,,gap_narrowing_signal,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-a4b9d6e38df614211b5b5a3b,combined_broad,Crooks,SD,Midwest,other_local_government_pay_policy,remains_unclear,,non_base_compensation_signal,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-ae090a44cbcc988a3c31a985,combined_broad,Shelby,OH,Midwest,cba,remains_unclear,,base_wage_direct_value,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-32642f6dab38a982875b8638,combined_broad,McCleary,WA,West,cba,remains_unclear,,implementation_or_retroactivity_advantage,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-945f75fd256758ff7fa2c09c,combined_broad,Corte Madera,CA,West,wage_schedule,remains_unclear,,non_base_compensation_signal,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
WCNR-6284354882b9dd8a415c5a67,combined_broad,Plano,IL,Midwest,arbitration_award,remains_unclear,,unknown_or_needs_review,national_insufficient_structure,fail,readiness_only,requires_period_pay_basis_role_and_side_balance_review,true
