mechanism_record_id,source_layer,original_record_id,municipality,state,side_label,mechanism_class,mechanism_strength,claim_boundary,source_lineage,no_causal_claim
WCM-bd287ddd2d7241e50d08080e,remaining_municipalities,WCRS-fc9e12cca770ff3b91f2c772,Sandusky,OH,not_applicable,budget_fiscal_constraint,weak,mechanism_only,"{""candidate_id"": ""BRM5C-BRM5-20260731-09888-01"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2018/18-MED-08-0632.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2018/18-MED-08-0632.pdf"", ""scout_target_id"": ""BRM5-20260731-09888""}",true
WCM-552eba2e1c6d81b6b4e64702,remaining_municipalities,WCRS-83dda9240800757de188f4d1,Sandusky,OH,remains_unclear,budget_fiscal_constraint,none,claim_ready,"{""candidate_id"": ""BRM5C-BRM5-20260731-09888-01"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2018/18-MED-08-0632.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2018/18-MED-08-0632.pdf"", ""scout_target_id"": ""BRM5-20260731-09888""}",true
WCM-182645685614be5faa0fd4a5,remaining_municipalities,WCRS-54252f94c92245f1d666f5f3,Sandusky,OH,remains_unclear,budget_fiscal_constraint,weak,mechanism_only,"{""candidate_id"": ""BRM5C-BRM5-20260731-09888-01"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2018/18-MED-08-0632.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2018/18-MED-08-0632.pdf"", ""scout_target_id"": ""BRM5-20260731-09888""}",true
WCM-5f1b06eaec6619b27199d702,remaining_municipalities,WCRS-4df86d3e5d428845a6170c4e,Sandusky,OH,remains_unclear,budget_fiscal_constraint,weak,claim_ready,"{""candidate_id"": ""BRM5C-BRM5-20260731-09888-01"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2018/18-MED-08-0632.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2018/18-MED-08-0632.pdf"", ""scout_target_id"": ""BRM5-20260731-09888""}",true
WCM-3818b3b6a0eab92f39852468,remaining_municipalities,WCRS-faa6b86351b438f7e45ae8b4,Sandusky,OH,remains_unclear,budget_fiscal_constraint,moderate,claim_ready,"{""candidate_id"": ""BRM5C-BRM5-20260731-09888-01"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2018/18-MED-08-0632.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2018/18-MED-08-0632.pdf"", ""scout_target_id"": ""BRM5-20260731-09888""}",true
WCM-9ec087f2b3a66bc36568ccfb,remaining_municipalities,WCRS-febcb3a7981371061b7c25ad,Sandusky,OH,remains_unclear,budget_fiscal_constraint,none,claim_ready,"{""candidate_id"": ""BRM5C-BRM5-20260731-09888-01"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2018/18-MED-08-0632.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2018/18-MED-08-0632.pdf"", ""scout_target_id"": ""BRM5-20260731-09888""}",true
WCM-468728f2abc23ee2d2f84bab,remaining_municipalities,WCRS-be9e2aabc655a8d6164fc6f1,Sandusky,OH,remains_unclear,budget_fiscal_constraint,weak,claim_ready,"{""candidate_id"": ""BRM5C-BRM5-20260731-09888-01"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2018/18-MED-08-0632.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2018/18-MED-08-0632.pdf"", ""scout_target_id"": ""BRM5-20260731-09888""}",true
WCM-b4136f5c2eb8cd12e7a84eba,remaining_municipalities,WCRS-ae900632488da421241fac21,Sandusky,OH,not_applicable,budget_fiscal_constraint,weak,mechanism_only,"{""candidate_id"": ""BRM5C-BRM5-20260731-09888-01"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2018/18-MED-08-0632.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2018/18-MED-08-0632.pdf"", ""scout_target_id"": ""BRM5-20260731-09888""}",true
WCM-a7edf644207509537b59d7e6,remaining_municipalities,WCRS-5071897eb0e433e0f5f70650,Franklin,OH,police_direct,budget_fiscal_constraint,weak,mechanism_only,"{""candidate_id"": ""BRM5C-BRM5-20260731-13483-01"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2020/20-MED-01-0017.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2020/20-MED-01-0017.pdf"", ""scout_target_id"": ""BRM5-20260731-13483""}",true
WCM-0a342754a4fe2002e1664566,remaining_municipalities,WCRS-46092668380e4c5958481194,Franklin,OH,police_direct,budget_fiscal_constraint,none,claim_ready,"{""candidate_id"": ""BRM5C-BRM5-20260731-13483-01"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2020/20-MED-01-0017.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2020/20-MED-01-0017.pdf"", ""scout_target_id"": ""BRM5-20260731-13483""}",true
WCM-5f1052102149d9a94439cea6,remaining_municipalities,WCRS-e4c52a20ed2fcb41f915b79b,Franklin,OH,police_direct,budget_fiscal_constraint,moderate,claim_ready,"{""candidate_id"": ""BRM5C-BRM5-20260731-13483-01"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2020/20-MED-01-0017.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2020/20-MED-01-0017.pdf"", ""scout_target_id"": ""BRM5-20260731-13483""}",true
WCM-74f19f6a0cb7578f4d115e3a,remaining_municipalities,WCRS-53e369aecac57dc1376b30a8,Franklin,OH,police_direct,budget_fiscal_constraint,moderate,claim_ready,"{""candidate_id"": ""BRM5C-BRM5-20260731-13483-01"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2020/20-MED-01-0017.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2020/20-MED-01-0017.pdf"", ""scout_target_id"": ""BRM5-20260731-13483""}",true
WCM-a034f590bf9819652f8ff5ae,remaining_municipalities,WCRS-87f1a2c56350f3da3e89b672,Franklin,OH,police_direct,budget_fiscal_constraint,none,repair_needed,"{""candidate_id"": ""BRM5C-BRM5-20260731-13483-01"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2020/20-MED-01-0017.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2020/20-MED-01-0017.pdf"", ""scout_target_id"": ""BRM5-20260731-13483""}",true
WCM-451fd91a324a3ba3bffd0770,remaining_municipalities,WCRS-3ed12a584dc12cf1251c5d34,Franklin,OH,police_direct,budget_fiscal_constraint,none,repair_needed,"{""candidate_id"": ""BRM5C-BRM5-20260731-13483-01"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2020/20-MED-01-0017.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2020/20-MED-01-0017.pdf"", ""scout_target_id"": ""BRM5-20260731-13483""}",true
WCM-639b4d4131aa93fc074933da,remaining_municipalities,WCRS-11c8e3d16e28c4389afacab2,Franklin,OH,police_direct,budget_fiscal_constraint,none,claim_ready,"{""candidate_id"": ""BRM5C-BRM5-20260731-13483-01"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2020/20-MED-01-0017.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2020/20-MED-01-0017.pdf"", ""scout_target_id"": ""BRM5-20260731-13483""}",true
WCM-44d5e2c24ff37c2a3c1f0f8b,remaining_municipalities,WCRS-534486e60d2fd178e516127b,Franklin,OH,police_direct,budget_fiscal_constraint,none,claim_ready,"{""candidate_id"": ""BRM5C-BRM5-20260731-13483-01"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2020/20-MED-01-0017.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2020/20-MED-01-0017.pdf"", ""scout_target_id"": ""BRM5-20260731-13483""}",true
WCM-2a652f74504591059bca1347,remaining_municipalities,WCRS-a4914406c625ad15f6736fbc,Franklin,OH,police_direct,budget_fiscal_constraint,moderate,claim_ready,"{""candidate_id"": ""BRM5C-BRM5-20260731-13483-01"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2020/20-MED-01-0017.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2020/20-MED-01-0017.pdf"", ""scout_target_id"": ""BRM5-20260731-13483""}",true
WCM-f1f05690013a71e8214f69bf,remaining_municipalities,WCRS-f1286a27156bab53cb0135b0,Franklin,OH,police_direct,budget_fiscal_constraint,none,claim_ready,"{""candidate_id"": ""BRM5C-BRM5-20260731-13483-01"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2020/20-MED-01-0017.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2020/20-MED-01-0017.pdf"", ""scout_target_id"": ""BRM5-20260731-13483""}",true
WCM-35c877e07f9ef62989d47a15,remaining_municipalities,WCRS-db958c495b86aa079d1cbd97,Franklin,OH,police_direct,budget_fiscal_constraint,moderate,claim_ready,"{""candidate_id"": ""BRM5C-BRM5-20260731-13483-01"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2020/20-MED-01-0017.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2020/20-MED-01-0017.pdf"", ""scout_target_id"": ""BRM5-20260731-13483""}",true
WCM-9b3a26e6fa459376549af49b,remaining_municipalities,WCRS-bb049ed39f2f974f8f916001,Franklin,OH,police_direct,budget_fiscal_constraint,moderate,claim_ready,"{""candidate_id"": ""BRM5C-BRM5-20260731-13483-01"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2020/20-MED-01-0017.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2020/20-MED-01-0017.pdf"", ""scout_target_id"": ""BRM5-20260731-13483""}",true
WCM-9028a515f1f8e2b7e997f9d5,remaining_municipalities,WCRS-5c264a778f1a77d60e5ebf68,Franklin,OH,police_direct,budget_fiscal_constraint,none,repair_needed,"{""candidate_id"": ""BRM5C-BRM5-20260731-13483-01"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2020/20-MED-01-0017.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2020/20-MED-01-0017.pdf"", ""scout_target_id"": ""BRM5-20260731-13483""}",true
WCM-944dba25b98396d9462d1a15,remaining_municipalities,WCRS-ed6c077b188135642a108e7e,Franklin,OH,police_direct,budget_fiscal_constraint,none,repair_needed,"{""candidate_id"": ""BRM5C-BRM5-20260731-13483-01"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2020/20-MED-01-0017.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2020/20-MED-01-0017.pdf"", ""scout_target_id"": ""BRM5-20260731-13483""}",true
WCM-f6ce32d36528054359dfeb51,remaining_municipalities,WCRS-085d743bf96915f6f7a881d0,Franklin,OH,police_direct,budget_fiscal_constraint,weak,mechanism_only,"{""candidate_id"": ""BRM5C-BRM5-20260731-13483-01"", ""final"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2020/20-MED-01-0017.pdf"", ""original"": ""https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2020/20-MED-01-0017.pdf"", ""scout_target_id"": ""BRM5-20260731-13483""}",true
WCM-ab2f244e244579f2a2a6e1c1,remaining_municipalities,WCRS-30bf4eb55a2d2478c7acc837,Antrim,MI,not_applicable,budget_fiscal_constraint,weak,supporting_example_ready,"{""candidate_id"": ""BRM5C-BRM5-20260731-04774-01"", ""final"": ""https://cms5.revize.com/revize/antrim/human%20resources/Union%20Contracts/2025%20Command%20Agreement%20Employer%20Proposal%20Final.pdf"", ""original"": ""https://cms5.revize.com/revize/antrim/human%20resources/Union%20Contracts/2025%20Command%20Agreement%20Employer%20Proposal%20Final.pdf"", ""scout_target_id"": ""BRM5-20260731-04774""}",true
WCM-50deb1b3713a2d7852e7094c,remaining_municipalities,WCRS-455ccdf4904c5c04bec40b05,Antrim,MI,not_applicable,budget_fiscal_constraint,weak,repair_needed,"{""candidate_id"": ""BRM5C-BRM5-20260731-04774-01"", ""final"": ""https://cms5.revize.com/revize/antrim/human%20resources/Union%20Contracts/2025%20Command%20Agreement%20Employer%20Proposal%20Final.pdf"", ""original"": ""https://cms5.revize.com/revize/antrim/human%20resources/Union%20Contracts/2025%20Command%20Agreement%20Employer%20Proposal%20Final.pdf"", ""scout_target_id"": ""BRM5-20260731-04774""}",true
WCM-256a8a892ede076f253030dd,remaining_municipalities,WCRS-7f96ddfda6027c61edd5ec33,Antrim,MI,remains_unclear,budget_fiscal_constraint,weak,claim_ready,"{""candidate_id"": ""BRM5C-BRM5-20260731-04774-01"", ""final"": ""https://cms5.revize.com/revize/antrim/human%20resources/Union%20Contracts/2025%20Command%20Agreement%20Employer%20Proposal%20Final.pdf"", ""original"": ""https://cms5.revize.com/revize/antrim/human%20resources/Union%20Contracts/2025%20Command%20Agreement%20Employer%20Proposal%20Final.pdf"", ""scout_target_id"": ""BRM5-20260731-04774""}",true
WCM-5159e73d80023921b67bc1f9,remaining_municipalities,WCRS-896c71c568ca064474299745,Antrim,MI,remains_unclear,budget_fiscal_constraint,none,claim_ready,"{""candidate_id"": ""BRM5C-BRM5-20260731-04774-01"", ""final"": ""https://cms5.revize.com/revize/antrim/human%20resources/Union%20Contracts/2025%20Command%20Agreement%20Employer%20Proposal%20Final.pdf"", ""original"": ""https://cms5.revize.com/revize/antrim/human%20resources/Union%20Contracts/2025%20Command%20Agreement%20Employer%20Proposal%20Final.pdf"", ""scout_target_id"": ""BRM5-20260731-04774""}",true
WCM-de8bebe77ec721c745acdbb8,remaining_municipalities,WCRS-70665bb2d64614ca071024b2,Antrim,MI,remains_unclear,budget_fiscal_constraint,weak,repair_needed,"{""candidate_id"": ""BRM5C-BRM5-20260731-04774-01"", ""final"": ""https://cms5.revize.com/revize/antrim/human%20resources/Union%20Contracts/2025%20Command%20Agreement%20Employer%20Proposal%20Final.pdf"", ""original"": ""https://cms5.revize.com/revize/antrim/human%20resources/Union%20Contracts/2025%20Command%20Agreement%20Employer%20Proposal%20Final.pdf"", ""scout_target_id"": ""BRM5-20260731-04774""}",true
WCM-5cbc7c5ca765d168017a4720,remaining_municipalities,WCRS-326732003329cfb12ee56e02,Antrim,MI,remains_unclear,budget_fiscal_constraint,none,claim_ready,"{""candidate_id"": ""BRM5C-BRM5-20260731-04774-01"", ""final"": ""https://cms5.revize.com/revize/antrim/human%20resources/Union%20Contracts/2025%20Command%20Agreement%20Employer%20Proposal%20Final.pdf"", ""original"": ""https://cms5.revize.com/revize/antrim/human%20resources/Union%20Contracts/2025%20Command%20Agreement%20Employer%20Proposal%20Final.pdf"", ""scout_target_id"": ""BRM5-20260731-04774""}",true
WCM-3b06478ce940f4662e8297d6,remaining_municipalities,WCRS-0893690cf7a0c1906011f89d,Antrim,MI,remains_unclear,budget_fiscal_constraint,weak,claim_ready,"{""candidate_id"": ""BRM5C-BRM5-20260731-04774-01"", ""final"": ""https://cms5.revize.com/revize/antrim/human%20resources/Union%20Contracts/2025%20Command%20Agreement%20Employer%20Proposal%20Final.pdf"", ""original"": ""https://cms5.revize.com/revize/antrim/human%20resources/Union%20Contracts/2025%20Command%20Agreement%20Employer%20Proposal%20Final.pdf"", ""scout_target_id"": ""BRM5-20260731-04774""}",true
WCM-8d8a81a167488e483df324e5,remaining_municipalities,WCRS-82237f212dc7a7fca867d763,Antrim,MI,remains_unclear,budget_fiscal_constraint,none,claim_ready,"{""candidate_id"": ""BRM5C-BRM5-20260731-04774-01"", ""final"": ""https://cms5.revize.com/revize/antrim/human%20resources/Union%20Contracts/2025%20Command%20Agreement%20Employer%20Proposal%20Final.pdf"", ""original"": ""https://cms5.revize.com/revize/antrim/human%20resources/Union%20Contracts/2025%20Command%20Agreement%20Employer%20Proposal%20Final.pdf"", ""scout_target_id"": ""BRM5-20260731-04774""}",true
WCM-25000d987d573c0eab17a2d1,remaining_municipalities,WCRS-c78463934e7b57e70ba267cf,Antrim,MI,remains_unclear,budget_fiscal_constraint,none,claim_ready,"{""candidate_id"": ""BRM5C-BRM5-20260731-04774-01"", ""final"": ""https://cms5.revize.com/revize/antrim/human%20resources/Union%20Contracts/2025%20Command%20Agreement%20Employer%20Proposal%20Final.pdf"", ""original"": ""https://cms5.revize.com/revize/antrim/human%20resources/Union%20Contracts/2025%20Command%20Agreement%20Employer%20Proposal%20Final.pdf"", ""scout_target_id"": ""BRM5-20260731-04774""}",true
WCM-5d6660a3db836042798d8fdf,remaining_municipalities,WCRS-97ef74d4305aefb7ea0f4a7d,Antrim,MI,remains_unclear,budget_fiscal_constraint,none,claim_ready,"{""candidate_id"": ""BRM5C-BRM5-20260731-04774-01"", ""final"": ""https://cms5.revize.com/revize/antrim/human%20resources/Union%20Contracts/2025%20Command%20Agreement%20Employer%20Proposal%20Final.pdf"", ""original"": ""https://cms5.revize.com/revize/antrim/human%20resources/Union%20Contracts/2025%20Command%20Agreement%20Employer%20Proposal%20Final.pdf"", ""scout_target_id"": ""BRM5-20260731-04774""}",true
WCM-d0c86eeb52a2425a504feaa7,remaining_municipalities,WCRS-234fa9aea1995492744f87de,Antrim,MI,not_applicable,budget_fiscal_constraint,weak,repair_needed,"{""candidate_id"": ""BRM5C-BRM5-20260731-04774-01"", ""final"": ""https://cms5.revize.com/revize/antrim/human%20resources/Union%20Contracts/2025%20Command%20Agreement%20Employer%20Proposal%20Final.pdf"", ""original"": ""https://cms5.revize.com/revize/antrim/human%20resources/Union%20Contracts/2025%20Command%20Agreement%20Employer%20Proposal%20Final.pdf"", ""scout_target_id"": ""BRM5-20260731-04774""}",true
WCM-08725d9df513332ceafe9b9d,remaining_municipalities,WCRS-2fa633097102adf8ac5da0f2,Antrim,MI,police_direct,budget_fiscal_constraint,weak,repair_needed,"{""candidate_id"": ""BRM5C-BRM5-20260731-04774-01"", ""final"": ""https://cms5.revize.com/revize/antrim/human%20resources/Union%20Contracts/2025%20Command%20Agreement%20Employer%20Proposal%20Final.pdf"", ""original"": ""https://cms5.revize.com/revize/antrim/human%20resources/Union%20Contracts/2025%20Command%20Agreement%20Employer%20Proposal%20Final.pdf"", ""scout_target_id"": ""BRM5-20260731-04774""}",true
WCM-73e9380d44c82b783dc9037b,remaining_municipalities,WCRS-025c882872584ccffeb59248,Antrim,MI,remains_unclear,budget_fiscal_constraint,none,claim_ready,"{""candidate_id"": ""BRM5C-BRM5-20260731-04774-01"", ""final"": ""https://cms5.revize.com/revize/antrim/human%20resources/Union%20Contracts/2025%20Command%20Agreement%20Employer%20Proposal%20Final.pdf"", ""original"": ""https://cms5.revize.com/revize/antrim/human%20resources/Union%20Contracts/2025%20Command%20Agreement%20Employer%20Proposal%20Final.pdf"", ""scout_target_id"": ""BRM5-20260731-04774""}",true
WCM-1dee556dd679dffdd7cc0d56,remaining_municipalities,WCRS-acae11a4dc5b7f43e1cce6cf,Antrim,MI,police_direct,budget_fiscal_constraint,weak,claim_ready,"{""candidate_id"": ""BRM5C-BRM5-20260731-04774-01"", ""final"": ""https://cms5.revize.com/revize/antrim/human%20resources/Union%20Contracts/2025%20Command%20Agreement%20Employer%20Proposal%20Final.pdf"", ""original"": ""https://cms5.revize.com/revize/antrim/human%20resources/Union%20Contracts/2025%20Command%20Agreement%20Employer%20Proposal%20Final.pdf"", ""scout_target_id"": ""BRM5-20260731-04774""}",true
WCM-1374b52b0538c93ca8c38057,remaining_municipalities,WCRS-fe7e5fef9249046d99e7ece5,Antrim,MI,remains_unclear,budget_fiscal_constraint,none,claim_ready,"{""candidate_id"": ""BRM5C-BRM5-20260731-04774-01"", ""final"": ""https://cms5.revize.com/revize/antrim/human%20resources/Union%20Contracts/2025%20Command%20Agreement%20Employer%20Proposal%20Final.pdf"", ""original"": ""https://cms5.revize.com/revize/antrim/human%20resources/Union%20Contracts/2025%20Command%20Agreement%20Employer%20Proposal%20Final.pdf"", ""scout_target_id"": ""BRM5-20260731-04774""}",true
WCM-973d2edc9a15e1f950940a4e,remaining_municipalities,WCRS-b937735b2ec1370397dca01e,Antrim,MI,not_applicable,budget_fiscal_constraint,weak,repair_needed,"{""candidate_id"": ""BRM5C-BRM5-20260731-04774-01"", ""final"": ""https://cms5.revize.com/revize/antrim/human%20resources/Union%20Contracts/2025%20Command%20Agreement%20Employer%20Proposal%20Final.pdf"", ""original"": ""https://cms5.revize.com/revize/antrim/human%20resources/Union%20Contracts/2025%20Command%20Agreement%20Employer%20Proposal%20Final.pdf"", ""scout_target_id"": ""BRM5-20260731-04774""}",true
WCM-6340bf02f3166cf6fcd3420c,remaining_municipalities,WCRS-ac01a0a300b0f479417aad67,Antrim,MI,remains_unclear,budget_fiscal_constraint,weak,claim_ready,"{""candidate_id"": ""BRM5C-BRM5-20260731-04774-01"", ""final"": ""https://cms5.revize.com/revize/antrim/human%20resources/Union%20Contracts/2025%20Command%20Agreement%20Employer%20Proposal%20Final.pdf"", ""original"": ""https://cms5.revize.com/revize/antrim/human%20resources/Union%20Contracts/2025%20Command%20Agreement%20Employer%20Proposal%20Final.pdf"", ""scout_target_id"": ""BRM5-20260731-04774""}",true
WCM-2480bb5b60d1b7ee827f7c7e,remaining_municipalities,WCRS-97c4513442d8131e18bf1837,Antrim,MI,remains_unclear,budget_fiscal_constraint,weak,claim_ready,"{""candidate_id"": ""BRM5C-BRM5-20260731-04774-01"", ""final"": ""https://cms5.revize.com/revize/antrim/human%20resources/Union%20Contracts/2025%20Command%20Agreement%20Employer%20Proposal%20Final.pdf"", ""original"": ""https://cms5.revize.com/revize/antrim/human%20resources/Union%20Contracts/2025%20Command%20Agreement%20Employer%20Proposal%20Final.pdf"", ""scout_target_id"": ""BRM5-20260731-04774""}",true
WCM-b406a016285d680113c24e5b,remaining_municipalities,WCRS-3bf75e1f249516bc0f5ea5b6,Crow Wing,MN,police_direct,quant_other_compensation_value,none,mechanism_only,"{""candidate_id"": ""BRM5C-BRM5-20260731-16317-01"", ""final"": ""https://static1.squarespace.com/static/66b147b5fbc8bf54fa5072be/t/69d44a9adfda0f3bce133d37/1775520411255/ActiveContract+-+Crow+Wing+CO+SO+Licensed+12-31-2028_Redacted.pdf"", ""original"": ""https://www.lels.org/s/ActiveContract-Crow-Wing-CO-SO-Licensed-12-31-2028_Redacted.pdf"", ""scout_target_id"": ""BRM5-20260731-16317""}",true
WCM-fcfe7d4da1f42232970cf2e6,remaining_municipalities,WCRS-420bd273ded9a8036c60a5d3,Crow Wing,MN,police_direct,non_base_compensation,none,claim_ready,"{""candidate_id"": ""BRM5C-BRM5-20260731-16317-01"", ""final"": ""https://static1.squarespace.com/static/66b147b5fbc8bf54fa5072be/t/69d44a9adfda0f3bce133d37/1775520411255/ActiveContract+-+Crow+Wing+CO+SO+Licensed+12-31-2028_Redacted.pdf"", ""original"": ""https://www.lels.org/s/ActiveContract-Crow-Wing-CO-SO-Licensed-12-31-2028_Redacted.pdf"", ""scout_target_id"": ""BRM5-20260731-16317""}",true
WCM-f00edca4f526ca605166bd53,remaining_municipalities,WCRS-a3835eb6064d691d9274a3d7,Crow Wing,MN,police_direct,non_base_compensation,none,claim_ready,"{""candidate_id"": ""BRM5C-BRM5-20260731-16317-01"", ""final"": ""https://static1.squarespace.com/static/66b147b5fbc8bf54fa5072be/t/69d44a9adfda0f3bce133d37/1775520411255/ActiveContract+-+Crow+Wing+CO+SO+Licensed+12-31-2028_Redacted.pdf"", ""original"": ""https://www.lels.org/s/ActiveContract-Crow-Wing-CO-SO-Licensed-12-31-2028_Redacted.pdf"", ""scout_target_id"": ""BRM5-20260731-16317""}",true
WCM-cfa7023318ec2412057f4fd2,remaining_municipalities,WCRS-963ef224e5b20a3a35ffbc79,Crow Wing,MN,police_direct,quant_other_compensation_value,none,mechanism_only,"{""candidate_id"": ""BRM5C-BRM5-20260731-16317-01"", ""final"": ""https://static1.squarespace.com/static/66b147b5fbc8bf54fa5072be/t/69d44a9adfda0f3bce133d37/1775520411255/ActiveContract+-+Crow+Wing+CO+SO+Licensed+12-31-2028_Redacted.pdf"", ""original"": ""https://www.lels.org/s/ActiveContract-Crow-Wing-CO-SO-Licensed-12-31-2028_Redacted.pdf"", ""scout_target_id"": ""BRM5-20260731-16317""}",true
WCM-c71bd34e54c42ae830b6f201,remaining_municipalities,WCRS-c3d1a345d0d2c608a0922775,Crow Wing,MN,police_direct,non_base_compensation,weak,repair_needed,"{""candidate_id"": ""BRM5C-BRM5-20260731-16317-01"", ""final"": ""https://static1.squarespace.com/static/66b147b5fbc8bf54fa5072be/t/69d44a9adfda0f3bce133d37/1775520411255/ActiveContract+-+Crow+Wing+CO+SO+Licensed+12-31-2028_Redacted.pdf"", ""original"": ""https://www.lels.org/s/ActiveContract-Crow-Wing-CO-SO-Licensed-12-31-2028_Redacted.pdf"", ""scout_target_id"": ""BRM5-20260731-16317""}",true
WCM-516f1b84478adcf0fe457668,remaining_municipalities,WCRS-860458bd6fbd81867be9d231,Crow Wing,MN,police_direct,quant_base_wage_direct_value,none,claim_ready,"{""candidate_id"": ""BRM5C-BRM5-20260731-16317-01"", ""final"": ""https://static1.squarespace.com/static/66b147b5fbc8bf54fa5072be/t/69d44a9adfda0f3bce133d37/1775520411255/ActiveContract+-+Crow+Wing+CO+SO+Licensed+12-31-2028_Redacted.pdf"", ""original"": ""https://www.lels.org/s/ActiveContract-Crow-Wing-CO-SO-Licensed-12-31-2028_Redacted.pdf"", ""scout_target_id"": ""BRM5-20260731-16317""}",true
WCM-fcda931cba1508002909139d,remaining_municipalities,WCRS-bcb2eb601e7030ddf64b056b,Crow Wing,MN,police_direct,non_base_compensation,weak,claim_ready,"{""candidate_id"": ""BRM5C-BRM5-20260731-16317-01"", ""final"": ""https://static1.squarespace.com/static/66b147b5fbc8bf54fa5072be/t/69d44a9adfda0f3bce133d37/1775520411255/ActiveContract+-+Crow+Wing+CO+SO+Licensed+12-31-2028_Redacted.pdf"", ""original"": ""https://www.lels.org/s/ActiveContract-Crow-Wing-CO-SO-Licensed-12-31-2028_Redacted.pdf"", ""scout_target_id"": ""BRM5-20260731-16317""}",true
