candidate_id,lane_id,priority_tier,quality_label,gap_priority_score,gap_priority_reason,source_url_or_locator,source_title,municipality,state,derived_region,unit_type,occupation_group,bargaining_unit_name,contract_or_document_period,inferred_cycle_start,inferred_cycle_end,source_family,target_mechanism_family,same_city_match_status,overlapping_cycle_status,verification_status,verification_reason,verified_municipality,verified_state,verified_region,verified_unit_type,verified_source_family,verified_contract_or_document_period,locator_accessibility_status,verification_timestamp,candidate_only_lineage_status
TS4L-fa703216a0396672d830,lane_2,tier_c,verification_ready_medium,108,memo_gap_strike_or_no_strike_constraint|non_cba_or_special_source_signal|same_city_counterpart_value|cycle_metadata_value,https://cms9files.revize.com/deltatwpmi/Document_Center/Department/Management/Employment%20Human%20Resources/Final%20Fire%20CBA%20Contract%202022_Signed.pdf,"Final Fire CBA Contract 2022 (Signed) — Delta Charter Township (Eaton Co.), MI",Delta charter,MI,Midwest,safety_and_non_safety_bargaining_units,Firefighting (public safety),Delta Township Professional Firefighters I.A.F.F. Local 2846,2022 (CBA; effective/expiration not extracted),,,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,same_city_match_target_municipality_found,overlap_with_2014_2024_expected_window_uncertain,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,Delta charter,MI,Midwest,safety_and_non_safety_bargaining_units,cba_or_arbitration_award_or_factfinding_or_impasse_record,2022 (CBA; effective/expiration not extracted),head_http_200,2026-07-27T12:57:16Z,verified_source_lead_not_downloaded
TS4L-fd34424f1896c25e6560,lane_2,tier_c,verification_ready_low,101,memo_gap_strike_or_no_strike_constraint|south_or_northeast_gap|non_cba_or_special_source_signal|cycle_metadata_value,https://www.perb.ny.gov/system/files/documents/2025/05/5-14-2025-minutes.pdf,"PERB Minutes (May 14, 2025) — Agenda/minutes listing “E-2676 – Town of Salina & Teamsters Local 317”",Salina,NY,Northeast,safety_and_non_safety_bargaining_units,public sector employer / bargaining unit listing (specific unit type not specified in snippet),Teamsters Local 317 (referenced with Town of Salina as “E-2676”),Not stated in snippet; document dated 2025-05-14 (case identifier E-2676 referenced),,,cba_or_arbitration_award_or_factfinding_or_impasse_record (lead via PERB case identifier listing; not an award text itself),strike_or_no_strike_constraint,"City/Town match: Town of Salina, NY (Onondaga County context implied by “Town of Salina” references)",Unknown (case identifier only; no explicit 2014–2024 cycle dates in snippet),verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,Salina,NY,Northeast,safety_and_non_safety_bargaining_units,cba_or_arbitration_award_or_factfinding_or_impasse_record (lead via PERB case identifier listing; not an award text itself),Not stated in snippet; document dated 2025-05-14 (case identifier E-2676 referenced),head_http_200,2026-07-27T12:57:29Z,verified_source_lead_not_downloaded
TS4L-fe0f46351a93bc4487b4,lane_2,tier_c,verification_ready_medium,98,memo_gap_strike_or_no_strike_constraint|non_cba_or_special_source_signal|cycle_metadata_value,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2019/19-MED-06-0577.pdf,"Collective Bargaining Agreement (Deerfield Township; Deerfield Professional Firefighters Union, IAFF Local #4286) — SERB Case 19-MED-06-0577",Deerfield,OH,Midwest,safety_and_non_safety_bargaining_units,Firefighters (IAFF Local 4286),Deerfield Professional Firefighters Union (International Association of Firefighters Local #4286),CBA associated with SERB Case 19-MED-06-0577 (contract document in SERB Contracts repository; dated/period details inside record),2019 (case-linked in,2022 (case-linked in,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,"Deerfield (Deerfield Township, Warren County, OH) match",Overlaps target window (2019-era contract document; within 2014-2024),verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,Deerfield,OH,Midwest,safety_and_non_safety_bargaining_units,cba_or_arbitration_award_or_factfinding_or_impasse_record,CBA associated with SERB Case 19-MED-06-0577 (contract document in SERB Contracts repository; dated/period details inside record),head_http_200,2026-07-27T12:57:36Z,verified_source_lead_not_downloaded
TS4L-ff963e9c8d7128517fa9,lane_2,tier_c,verification_ready_low,101,memo_gap_strike_or_no_strike_constraint|south_or_northeast_gap|non_cba_or_special_source_signal|cycle_metadata_value,https://cranberrybusinesshub.org/CivicAlerts.asp?AID=2581&ARC=5053,Cranberry Township CivicEngage notice — Board ratifies new three-year collective bargaining agreement with the Cranberry Township Police Association (dated April 2014),Cranberry,PA,Northeast,safety_and_non_safety_bargaining_units,safety (police),Cranberry Township Police Association,three-year collective bargaining agreement (ratification announced April 2014; successor period not explicitly confirmed in snippet),2014-01-01,2016-12-31,cba_or_arbitration_award_or_factfinding_or_impasse_record,strike_or_no_strike_constraint,Cranberry Township (matches Cranberry municipality context),Overlaps target window (2014-2024) as a CBA lead starting in/around 2014,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,Cranberry,PA,Northeast,safety_and_non_safety_bargaining_units,cba_or_arbitration_award_or_factfinding_or_impasse_record,three-year collective bargaining agreement (ratification announced April 2014; successor period not explicitly confirmed in snippet),head_http_200,2026-07-27T12:57:29Z,verified_source_lead_not_downloaded
TS4L-0125024fd5495b0a5094,lane_3,tier_c,verification_ready_low,148,memo_gap_fiscal_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|south_or_northeast_gap|non_cba_or_special_source_signal|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,https://www.barnegat.net/wp-content/uploads/2024/01/Resolution-2024-69.pdf,Resolution 2024-69 (Barnegat Township) — OPEIU Local 32 / White Collar Employees (CBA acceptance),Barnegat,NJ,Northeast,non_safety_municipal_units,White-collar / administrative municipal employees (OPEIU Local 32),OPEIU Local 32 / White Collar Employees,"Four (4) year agreement (resolution dated Jan 1, 2024)",2024-01-01 (inferred,2027-12-31 (inferred,cba_or_budget_pay_plan_with_explicit_compensation_mechanism,fiscal_constraint_signal,same_municipality,overlaps_target_window_2014_2024,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,Barnegat,NJ,Northeast,non_safety_municipal_units,cba_or_budget_pay_plan_with_explicit_compensation_mechanism,"Four (4) year agreement (resolution dated Jan 1, 2024)",head_http_200,2026-07-27T12:59:04Z,verified_source_lead_not_downloaded
TS4L-014cc3f9d0bf51d001fa,lane_3,tier_c,verification_ready_low,140,memo_gap_fiscal_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|south_or_northeast_gap|non_cba_or_special_source_signal|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,https://www.moorestown.nj.us/Archive.aspx?ADID=1335,TOWNSHIP OF MOORESTOWN — Resolution authorizing signing of three-year labor agreement with Communications Workers of America - Local 1036,Moorestown,NJ,Northeast,non_safety_municipal_units,Communications Workers (non-safety municipal unit),Communications Workers of America (CWA) — Local 1036,"Three-year labor agreement for January 1, 2014 through December 31, 2016",2014-01-01,2016-12-31,cba_or_budget_pay_plan_with_explicit_compensation_mechanism,fiscal_constraint_signal,same_city_match_expected,fully_within_2014_2024_window_expected,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,Moorestown,NJ,Northeast,non_safety_municipal_units,cba_or_budget_pay_plan_with_explicit_compensation_mechanism,"Three-year labor agreement for January 1, 2014 through December 31, 2016",head_http_200,2026-07-27T12:59:25Z,verified_source_lead_not_downloaded
TS4L-02f6d60be99bd3cb0b9f,lane_3,tier_c,verification_ready_low,142,memo_gap_fiscal_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|south_or_northeast_gap|non_cba_or_special_source_signal|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,https://www.scarboroughmaine.org/departments/human-resources/employee-benefits-personnel-policies,"Employee Benefits & Personnel Policies - Scarborough, Town of (Collective Bargaining Agreements list)",Scarborough,ME,Northeast,non_safety_municipal_units,Public Works / municipal non-safety employees (bargaining-unit related),Scarborough Public Works Teamsters Union Local #340,2014-2024 target window,,,cba_or_budget_pay_plan_with_explicit_compensation_mechanism,fiscal_constraint_signal,"Same municipality (Scarborough, ME) indicated by source context",Potentially overlapping (agreements cover multiple years; specific cycle not shown on this listing page),verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,Scarborough,ME,Northeast,non_safety_municipal_units,cba_or_budget_pay_plan_with_explicit_compensation_mechanism,2014-2024 target window,head_http_200,2026-07-27T12:59:20Z,verified_source_lead_not_downloaded
TS4L-0382f8411e5efd7730fb,lane_3,tier_c,verification_ready_low,148,memo_gap_fiscal_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|south_or_northeast_gap|non_cba_or_special_source_signal|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,https://www.barnegat.net/wp-content/uploads/2020/01/Resolution-2020-51.pdf,Resolution 2020-51 (Barnegat Township) — OPEIU Local 32 / White Collar Employees (CBA acceptance),Barnegat,NJ,Northeast,non_safety_municipal_units,White-collar / administrative municipal employees (OPEIU Local 32),OPEIU Local 32 / White Collar Employees,"Four (4) year agreement (resolution dated Jan 1, 2020)",2020-01-01 (inferred,2023-12-31 (inferred,cba_or_budget_pay_plan_with_explicit_compensation_mechanism,fiscal_constraint_signal,same_municipality,overlaps_target_window_2014_2024,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,Barnegat,NJ,Northeast,non_safety_municipal_units,cba_or_budget_pay_plan_with_explicit_compensation_mechanism,"Four (4) year agreement (resolution dated Jan 1, 2020)",head_http_200,2026-07-27T12:59:04Z,verified_source_lead_not_downloaded
TS4L-040d597cee643bcc2e53,lane_3,tier_c,verification_ready_low,142,memo_gap_fiscal_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|south_or_northeast_gap|non_cba_or_special_source_signal|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,https://lockportny.gov/wp-content/uploads/2021/04/Contract-Agreement-2017.pdf,"Tentative Agreement by and between (City of Lockport, NY) — Contract Agreement 2017 (wages and benefit contribution terms listed; includes multi-year wage increases effective dates)",Lockport,NY,Northeast,non_safety_municipal_units,non_safety_municipal_units,,2017 (with wage increase schedule through 2024 and beyond indicated),2017-01-01,2024-12-31,cba_or_budget_pay_plan_with_explicit_compensation_mechanism,fiscal_constraint_signal,same_city_expected,overlaps_2014_2024_window,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,Lockport,NY,Northeast,non_safety_municipal_units,cba_or_budget_pay_plan_with_explicit_compensation_mechanism,2017 (with wage increase schedule through 2024 and beyond indicated),head_http_200,2026-07-27T12:59:20Z,verified_source_lead_not_downloaded
TS4L-047ba99c8c6a410fdab8,lane_3,tier_c,verification_ready_low,140,memo_gap_fiscal_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|non_cba_or_special_source_signal|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,https://www.cityofzion.com/meetings/citycouncil/minutes/2018/110618.pdf,"Minutes of a Regular Meeting of the Zion City Council (Nov. 6, 2018) — Clerical IUOE Local 150 contract period",Zion,IL,Midwest,non_safety_municipal_units,Clerical (City of Zion employees; IUOE Local 150 public employee division),"Zion Clerical Employees / International Union of Operating Engineers, Local 150 (Public Employees Division)","May 1, 2018 through April 30, 2021 (referenced in minutes)",2018-05-01,2021-04-30,cba_or_budget_pay_plan_with_explicit_compensation_mechanism,fiscal_constraint_signal,same_city,overlaps_2014_2024,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,Zion,IL,Midwest,non_safety_municipal_units,cba_or_budget_pay_plan_with_explicit_compensation_mechanism,"May 1, 2018 through April 30, 2021 (referenced in minutes)",head_http_200,2026-07-27T12:59:24Z,verified_source_lead_not_downloaded
TS4L-0504938150cccce931e1,lane_3,tier_c,verification_ready_medium,153,memo_gap_fiscal_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|south_or_northeast_gap|non_cba_or_special_source_signal|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,https://townshipoflower.org/uploaded_files/Signed%20Resolutions%20Feb%2020%2C%202024.pdf,"Lower Township (NJ) - Signed Resolutions Feb 20, 2024 (includes Teamsters MOA re: new CBA effective 1/1/24)",Lower,NJ,Northeast,non_safety_municipal_units,Teamsters municipal bargaining unit employees (non-safety; specific job classes not extracted),Teamsters Local Union No. 676,"MOA economic/non-economic retroactivity to Agreement effective 1/1/24 (replacement for existing CBA expiring Dec 31, 2023)",2024-01-01,,cba_or_budget_pay_plan_with_explicit_compensation_mechanism,fiscal_constraint_signal,"same_municipality_match_assumed(Lower Township, NJ)",overlaps_2014_2024_window(yes: 2024-portion),verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,Lower,NJ,Northeast,non_safety_municipal_units,cba_or_budget_pay_plan_with_explicit_compensation_mechanism,"MOA economic/non-economic retroactivity to Agreement effective 1/1/24 (replacement for existing CBA expiring Dec 31, 2023)",head_http_200,2026-07-27T12:59:03Z,verified_source_lead_not_downloaded
TS4L-0727838641834a3d6a00,lane_3,tier_c,verification_ready_low,149,memo_gap_fiscal_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|south_or_northeast_gap|non_cba_or_special_source_signal|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,https://www.cityofbryant.com/grab/documents/document_center/finance_department/budgets/2020/COB_2020_budget.pdf,City of Bryant (AR) — 2020 Budget (Budget Book PDF),Bryant,AR,South,non_safety_municipal_units,General municipal (non-safety) city employees / operating budget positions,,2020 budget book (target window: 2014-2024),2020-01-01,2020-12-31,cba_or_budget_pay_plan_with_explicit_compensation_mechanism,fiscal_constraint_signal,same_city,overlaps_2014_2024,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,Bryant,AR,South,non_safety_municipal_units,cba_or_budget_pay_plan_with_explicit_compensation_mechanism,2020 budget book (target window: 2014-2024),head_http_200,2026-07-27T12:59:03Z,verified_source_lead_not_downloaded
TS4L-0de0e8c71ce27d9d9e52,lane_3,tier_c,verification_ready_medium,150,memo_gap_fiscal_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|south_or_northeast_gap|non_cba_or_special_source_signal|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,https://lockportny.gov/wp-content/uploads/2024/01/Unrepresented-Contract-2023-update32.pdf,"Unrepresented Contract 2023 update (City of Lockport, NY) — salary/graded schedule and effective-date provisions",Lockport,NY,Northeast,non_safety_municipal_units,non_safety_municipal_units,Unrepresented,"2023 update (implied coverage into subsequent years, including effective dates)",2023-01-01,2024-12-31,cba_or_budget_pay_plan_with_explicit_compensation_mechanism,fiscal_constraint_signal,same_city_expected,overlaps_2014_2024_window,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,Lockport,NY,Northeast,non_safety_municipal_units,cba_or_budget_pay_plan_with_explicit_compensation_mechanism,"2023 update (implied coverage into subsequent years, including effective dates)",head_http_200,2026-07-27T12:59:03Z,verified_source_lead_not_downloaded
TS4L-131e66fb0bce5a2d8574,lane_3,tier_c,verification_ready_low,143,memo_gap_fiscal_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|south_or_northeast_gap|non_cba_or_special_source_signal|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,https://www.moorestown.nj.us/Archive.aspx?ADID=1632,TOWNSHIP OF MOORESTOWN — Memorandum of Agreement (Public Works Supervisory Employees),Moorestown,NJ,Northeast,non_safety_municipal_units,Public Works Supervisory Employees (PWS),Public Works Supervisory Employees (PWS),"Memorandum of Agreement covering January 1, 2013 through December 31, 2018 (successor agreement; successor continuation into 2014-2016)",2014-01-01,2016-12-31,cba_or_budget_pay_plan_with_explicit_compensation_mechanism,fiscal_constraint_signal,same_city_match_expected,overlaps_2014_2024_window_expected,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,Moorestown,NJ,Northeast,non_safety_municipal_units,cba_or_budget_pay_plan_with_explicit_compensation_mechanism,"Memorandum of Agreement covering January 1, 2013 through December 31, 2018 (successor agreement; successor continuation into 2014-2016)",head_http_200,2026-07-27T12:59:18Z,verified_source_lead_not_downloaded
TS4L-1495cc2ca9a22c0c1772,lane_3,tier_c,verification_ready_low,142,memo_gap_fiscal_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|south_or_northeast_gap|non_cba_or_special_source_signal|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,https://goffstownnh.gov/AgendaCenter/ViewFile/Item/1079?fileID=5100,TOWN ADMINISTRATOR’S REPORT — 2025 Proposed Wage Matrix Adjustment For Regular Non-Union (implemented 07/01/2024 referenced in background),Goffstown,NH,Northeast,non_safety_municipal_units,Regular non-union personnel,Non-union (regular) positions,Proposed 2025 adjustment; references wage matrix implementation on 07/01/2024,2024-07-01,2025-06-30,cba_or_budget_pay_plan_with_explicit_compensation_mechanism,fiscal_constraint_signal,"Goffstown, NH (same city match expected)",Overlaps target window (includes 07/01/2024 implementation referenced),verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,Goffstown,NH,Northeast,non_safety_municipal_units,cba_or_budget_pay_plan_with_explicit_compensation_mechanism,Proposed 2025 adjustment; references wage matrix implementation on 07/01/2024,head_http_200,2026-07-27T12:59:20Z,verified_source_lead_not_downloaded
TS4L-178850464a773bd8cf6d,lane_3,tier_c,verification_ready_low,146,memo_gap_fiscal_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|south_or_northeast_gap|non_cba_or_special_source_signal|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,https://www.warwick-bucks.com/wp-content/uploads/2018/12/2019-Final-Budget-Merged.pdf,"2019 Final Budget (Merged) - Warwick Township (Bucks County, PA)",Warwick,PA,Northeast,non_safety_municipal_units,Non-uniformed municipal employees (administrative/clerical; school crossing guards mentioned within salaries non-uniformed line item),,2019 budget (document),2019-01-01,2019-12-31,cba_or_budget_pay_plan_with_explicit_compensation_mechanism,fiscal_constraint_signal,same_municipality_expected,overlaps_2014_2024_target_window,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,Warwick,PA,Northeast,non_safety_municipal_units,cba_or_budget_pay_plan_with_explicit_compensation_mechanism,2019 budget (document),head_http_200,2026-07-27T12:59:06Z,verified_source_lead_not_downloaded
TS4L-17ee5837f8c459c47d64,lane_3,tier_c,verification_ready_low,145,memo_gap_fiscal_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|south_or_northeast_gap|non_cba_or_special_source_signal|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,https://www.randolphnj.org/Archive.aspx?ADID=113,"Randolph Township, NJ - Archive item ADID=113 (NON-POLICE AND FIRE collective negotiations agreement summary form)",Randolph,NJ,Northeast,non_safety_municipal_units,Municipal employees / clerical employees (RTEA; non-police and fire),RTEA (non-police and fire collective negotiations summary),2024 (PERC non-police and fire collective negotiations agreement summary form),2024-01-01,2024-12-31,cba_or_budget_pay_plan_with_explicit_compensation_mechanism,fiscal_constraint_signal,same_city,overlaps_2014_2024_window,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,Randolph,NJ,Northeast,non_safety_municipal_units,cba_or_budget_pay_plan_with_explicit_compensation_mechanism,2024 (PERC non-police and fire collective negotiations agreement summary form),head_http_200,2026-07-27T12:59:15Z,verified_source_lead_not_downloaded
TS4L-197bab0b375e66eae52a,lane_3,tier_c,verification_ready_low,141,memo_gap_fiscal_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|south_or_northeast_gap|non_cba_or_special_source_signal|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,https://library.municode.com/ar/van_buren/codes/municipal_code?nodeId=TIT2CLADPE_CH2.64HIDICO,"Municipal Code | Van Buren, AR | Municode Library (Title 2; includes CH 2.52 - Salaries of City Employees and related compensation policy sections)",Van Buren,AR,South,non_safety_municipal_units,Non-safety city employees (non-uniformed / classified employees implied by CH 2.52/vehicle allowances/sick leave payout rules),,"Ongoing code provisions; includes ordinance updates such as Ord. No. 13-2024 (May 28, 2024) referenced within compensation sections",2024,2024,cba_or_budget_pay_plan_with_explicit_compensation_mechanism,fiscal_constraint_signal,"Likely same municipality (City of Van Buren, AR)","Overlaps 2014-2024 window (via ordinance-coded compensation mechanics, incl. 2024 updates)",verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,Van Buren,AR,South,non_safety_municipal_units,cba_or_budget_pay_plan_with_explicit_compensation_mechanism,"Ongoing code provisions; includes ordinance updates such as Ord. No. 13-2024 (May 28, 2024) referenced within compensation sections",head_http_200,2026-07-27T12:59:23Z,verified_source_lead_not_downloaded
TS4L-19e4f89f2e311e6856a1,lane_3,tier_c,verification_ready_low,143,memo_gap_fiscal_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|south_or_northeast_gap|non_cba_or_special_source_signal|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,https://www.westmemphisar.gov/182/City-Financial-Reports,Archive Center • City Financial Reports (includes “City Financial Report - 2016 (PDF)”),West Memphis,AR,South,non_safety_municipal_units,Municipal budget/finance supporting employee compensation constraints (non-safety),,2016 (report archive item),2016-01-01,2016-12-31,cba_or_budget_pay_plan_with_explicit_compensation_mechanism,fiscal_constraint_signal,same_city,overlaps_2014_2024_window,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,West Memphis,AR,South,non_safety_municipal_units,cba_or_budget_pay_plan_with_explicit_compensation_mechanism,2016 (report archive item),head_http_200,2026-07-27T12:59:18Z,verified_source_lead_not_downloaded
TS4L-1d9ebebd4f81e54f3552,lane_3,tier_c,verification_ready_medium,145,memo_gap_fiscal_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|south_or_northeast_gap|non_cba_or_special_source_signal|quantitative_linkage_signal|cycle_metadata_value,https://www.yankeeinstitute.org/wp-content/plugins/yi-contracts/admin/files/town_guilford_employee_association_contract_2016_2020a.pdf,Town of Guilford – Employee Association collective bargaining agreement (2016–2020) (PDF),Guilford,CT,Northeast,non_safety_municipal_units,Town employees (non-specific; unit referenced as “Employee Association” in title),Employee Association (bargaining unit name as reflected in file/title),2016–2020 (per file name; agreement period not fully revalidated here),2016-01-01,2020-12-31,cba_or_budget_pay_plan_with_explicit_compensation_mechanism,fiscal_constraint_signal,exact_city_and_state_match_inferred,overlaps_2014_2024_target_window,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,Guilford,CT,Northeast,non_safety_municipal_units,cba_or_budget_pay_plan_with_explicit_compensation_mechanism,2016–2020 (per file name; agreement period not fully revalidated here),head_http_200,2026-07-27T12:59:15Z,verified_source_lead_not_downloaded
TS4L-21bf91753fac25987d09,lane_3,tier_c,verification_ready_low,141,memo_gap_fiscal_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|south_or_northeast_gap|non_cba_or_special_source_signal|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,https://www.townofhopemills.com/293/Adopted-Budgets,"Adopted Budgets | Hope Mills, NC - Official Website",Hope Mills,NC,South,non_safety_municipal_units,non_safety_municipal_units,,2014-2024 (collection page pointing to multiple adopted budget PDFs),2014,2024,cba_or_budget_pay_plan_with_explicit_compensation_mechanism,fiscal_constraint_signal,"same municipality (Hope Mills, NC)",overlapping (likely multiple fiscal years within 2014-2024),verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,Hope Mills,NC,South,non_safety_municipal_units,cba_or_budget_pay_plan_with_explicit_compensation_mechanism,2014-2024 (collection page pointing to multiple adopted budget PDFs),head_http_200,2026-07-27T12:59:23Z,verified_source_lead_not_downloaded
TS4L-22f4366ab25233778078,lane_3,tier_c,verification_ready_low,148,memo_gap_fiscal_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|south_or_northeast_gap|non_cba_or_special_source_signal|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,https://www.horizoncity.org/wp-content/uploads/FY-21-Approved-Budget-Recorded-Copy.pdf,Town of Horizon City — FY2021 Approved Budget (Recorded Copy / Operating Budget),Horizon City,TX,South,non_safety_municipal_units,"all employees / administrative & collective-bargaining-covered employees (non-safety focus not specified explicitly, but compensation mechanism is described for “all employees” and additional increases for some collective bargaining employees)",,FY2021 Operating Budget,2020-10-01,2021-09-30,cba_or_budget_pay_plan_with_explicit_compensation_mechanism,fiscal_constraint_signal,Horizon City (Town of) — likely same municipality match,Overlaps expected 2014-2024 window (FY2021),verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,Horizon City,TX,South,non_safety_municipal_units,cba_or_budget_pay_plan_with_explicit_compensation_mechanism,FY2021 Operating Budget,head_http_200,2026-07-27T12:59:05Z,verified_source_lead_not_downloaded
TS4L-2349138d766b19f43689,lane_3,tier_c,verification_ready_low,146,memo_gap_fiscal_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|south_or_northeast_gap|non_cba_or_special_source_signal|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,https://www.cartersvillega.gov/Archive.aspx?ADID=60,"City of Cartersville, GA — FY2022 to 2023 City Budget (Archive PDF)",Cartersville,GA,South,non_safety_municipal_units,non_safety_municipal_units,,FY2022-2023 (City budget PDF),2022-07-01,2023-06-30,cba_or_budget_pay_plan_with_explicit_compensation_mechanism,fiscal_constraint_signal,same_municipality_expected_city=Cartersville,overlaps_target_window_2014_2024,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,Cartersville,GA,South,non_safety_municipal_units,cba_or_budget_pay_plan_with_explicit_compensation_mechanism,FY2022-2023 (City budget PDF),head_http_200,2026-07-27T12:59:06Z,verified_source_lead_not_downloaded
TS4L-235cb1326ff3db9e1028,lane_3,tier_c,verification_ready_low,143,memo_gap_fiscal_constraint_signal|parity_internal_equity_gap|gap_narrowing_gap|non_safety_unit_gap|south_or_northeast_gap|non_cba_or_special_source_signal|quantitative_linkage_signal|same_city_counterpart_value|cycle_metadata_value,https://www.cityofcorinth.com/sites/default/files/fileattachments/city_council/meeting/packets/13145/agendapacket_04-20-17_1121_128.pdf,"PUBLIC NOTICE / City Council Meeting Packet (04-20-2017) — FY 2016–2017 City of Corinth Budget & Annual Program of Services; Compensation Plan and Pay Schedules (General Government included) — Corinth, Texas",Corinth,TX,South,non_safety_municipal_units,General Government employees (non-safety) (referenced within compensation plan/pay schedules),,2016–2017,2016-10-01,2017-09-30,cba_or_budget_pay_plan_with_explicit_compensation_mechanism,fiscal_constraint_signal,same_municipality_name_corinth,overlaps_2014_2024_target_window,verified_source_lead,reachable_head_response_and_consistent_candidate_metadata,Corinth,TX,South,non_safety_municipal_units,cba_or_budget_pay_plan_with_explicit_compensation_mechanism,2016–2017,head_http_200,2026-07-27T12:59:18Z,verified_source_lead_not_downloaded
