state,municipality,unit_type,contract_or_document_period,download_queue_rows,retained_sources,coverage_status
PA,Warminster,safety_and_non_safety_bargaining_units,"petition filed Oct 26, 2017; hearing continued to Apr 20, 2018 (from document metadata/heading)",1,1,retained_source_not_ingested
PA,Warwick,non_safety_municipal_units,2019 budget (document),1,1,retained_source_not_ingested
PA,Warwick,non_safety_municipal_units,2020 budget (worksheets document),1,1,retained_source_not_ingested
PA,Warwick,non_safety_municipal_units,2021 budget (worksheets document),1,1,retained_source_not_ingested
PA,Washington,safety_and_non_safety_compensation_units,"Contract term referenced as effective January 1, 2020 until December 31, 2024",1,1,retained_source_not_ingested
PA,Whitehall,safety_and_non_safety_bargaining_units,"Audit period stated as January 1, 2015 to December 31, 2018; arbitration scheduling reference April 29, 2020",1,1,retained_source_not_ingested
PA,Whitehall,safety_and_non_safety_bargaining_units,"Term beginning January 1, 2017; expiring December 31, 2019",1,1,retained_source_not_ingested
PA,Whitehall,safety_and_non_safety_bargaining_units,"Three-year contract calls out pay changes for 2014, 2015, 2016 (ratified Nov 2013)",1,0,no_retained_source_in_tier_c
PA,Whitpain,non_safety_municipal_units,Schedule of contributions references years including 2014–2016 (per report snippet),1,1,retained_source_not_ingested
PA,York,safety_and_non_safety_bargaining_units,Fact-finding report document (case PERA-F-13-325-E; in 2014 fact-finding document folder),1,1,retained_source_not_ingested
PA,York,safety_and_non_safety_bargaining_units,Final Order (case PF-C-17-63-E; in 2018 final-orders folder),1,1,retained_source_not_ingested
PA,York,safety_and_non_safety_bargaining_units,Proposed Decision and Order (case PF-C-22-48-E; in 2023 proposed-orders folder),1,1,retained_source_not_ingested
RI,Coventry,safety_and_non_safety_bargaining_units,"September 1, 2012 — August 31, 2015",1,1,retained_source_not_ingested
RI,Cumberland,safety_and_non_safety_bargaining_units,2014-2024 (listing may link to multiple contract periods),1,1,retained_source_not_ingested
RI,Johnston,safety_and_non_safety_bargaining_units,Expires 06/30/2022 (CBA period in document),1,1,retained_source_not_ingested
RI,Johnston,safety_and_non_safety_bargaining_units,Listed contract end 06/30/2022 (CBA period in document),1,1,retained_source_not_ingested
RI,North Kingstown,safety_and_non_safety_bargaining_units,2010 expired CBA context; litigation references multiple negotiation/arbitration periods around 2011-2013,1,1,retained_source_not_ingested
RI,North Kingstown,safety_and_non_safety_bargaining_units,Contract expiring 4/30/2022 (per filename),1,1,retained_source_not_ingested
RI,North Kingstown,safety_and_non_safety_bargaining_units,Contract period ending 6/30/2021 (per filename),1,1,retained_source_not_ingested
RI,North Providence,safety_and_non_safety_bargaining_units,CBA term not fully stated in search snippet; embedded within the PDF contract.,1,1,retained_source_not_ingested
RI,North Providence,safety_and_non_safety_bargaining_units,"Search snippet indicates the contract term begins July 1, 2015 and ends on a June 30 date (year not fully shown in snippet).",1,1,retained_source_not_ingested
RI,Smithfield,non_safety_municipal_units,Appears entered in 2017 (effective year visible in locator/snippet); specific end date not confirmed here,1,1,retained_source_not_ingested
RI,West Warwick,safety_and_non_safety_bargaining_units,2021-2024,3,3,retained_source_not_ingested
SC,Anderson,safety_and_non_safety_bargaining_units,Unknown (agenda item in 2023; may reference designation/MOA for bargaining units),1,0,no_retained_source_in_tier_c
SC,Clemson,non_safety_municipal_units,2014-2024 target window,1,1,retained_source_not_ingested
SC,Easley,non_safety_municipal_units,Annual budget documents (2014-2024 range; to be selected from page list),1,1,retained_source_not_ingested
SC,Easley,non_safety_municipal_units,FY 2018-2019 (operating budget),1,1,retained_source_not_ingested
SC,Easley,non_safety_municipal_units,FY 2019-2020 (as implied by FY 2020 budget document),1,1,retained_source_not_ingested
SC,Tega Cay,safety_and_non_safety_compensation_units,2023–2024 (Budget Summary document),1,1,retained_source_not_ingested
SC,Tega Cay,safety_and_non_safety_compensation_units,Fiscal Year 2014–2015 (FY2014–2015; budget year described in document),1,1,retained_source_not_ingested
SC,Tega Cay,safety_and_non_safety_compensation_units,Fiscal Year 2014–2015 (document describes budget year and appropriations sections),1,1,retained_source_not_ingested
SC,West Columbia,non_safety_municipal_units,FY 2019-2020 budget (ordinance; as listed in City of West Columbia document center),1,1,retained_source_not_ingested
TN,Arlington,safety_and_non_safety_compensation_units,Expected period target: 2014-2024 (annual budgets); specific years/documents not visible in captured listing,1,0,no_retained_source_in_tier_c
TN,Arlington,safety_and_non_safety_compensation_units,Municipal code (versions/sections may apply across multiple years; 2014-2024 applicability needs confirmation per section revision dates),1,0,no_retained_source_in_tier_c
TN,Arlington,safety_and_non_safety_compensation_units,Updated in 2022 (Community Profile document); Town Budget table shows FY2025-2026 amount (period coverage not guaranteed for 2014-2024),1,0,no_retained_source_in_tier_c
TN,Memphis,non_safety_comparator,"2022-2025 (page indicates 2022-2025 MOU availability; target window: July 1, 2022 through June 30, 2025)",1,0,no_retained_source_in_tier_c
TN,Nashville-Davidson County,non_safety_comparator,"Effective July 1, 2023 (pay plan for Board of Health employees)",1,1,retained_source_not_ingested
TN,Portland,safety_and_non_safety_compensation_units,"2024 (RFP posted for a compensation study; solicitation deadline Feb 27, 2024)",1,1,retained_source_not_ingested
TN,Portland,safety_and_non_safety_compensation_units,"Effective January 1, 2024 (Ordinance No. 23-58; Personnel Manual – 2024)",1,0,no_retained_source_in_tier_c
TX,Alamo,non_safety_municipal_units,FY 2023-2024 budget document,1,1,retained_source_not_ingested
TX,Alice,non_safety_municipal_units,ADOPTED BUDGET FY 2021–2022,1,1,retained_source_not_ingested
TX,Alice,non_safety_municipal_units,FY 2019–2020 adopted budget (labeled “2020 ADOPTED BUDGET”),1,1,retained_source_not_ingested
TX,Alice,non_safety_municipal_units,FY 2024–2025 proposed budget (includes FY24 content),1,0,no_retained_source_in_tier_c
TX,Allen,non_safety_comparator,"October 1, 2024 through September 30, 2028 (as indicated in search snippet)",1,1,retained_source_not_ingested
TX,Alvin,safety_and_non_safety_bargaining_units,2017/18 (budget text references pay plan based on Collective Bargaining Agreement),1,0,no_retained_source_in_tier_c
TX,Alvin,safety_and_non_safety_bargaining_units,"FY2023 (budget text references CBA end date and renewal timing); current CBA ends September 30, 2022; renewal effective October 1, 2022 (FY23)",1,0,no_retained_source_in_tier_c
TX,Beeville,safety_and_non_safety_compensation_units,Ongoing policy (document revision timing not fully inferred from search snippet),1,1,retained_source_not_ingested
TX,Corinth,non_safety_municipal_units,2016–2017,1,1,retained_source_not_ingested
TX,Corinth,non_safety_municipal_units,2019–20,1,1,retained_source_not_ingested
TX,Corinth,non_safety_municipal_units,2020–21,1,1,retained_source_not_ingested
TX,Dumas,safety_and_non_safety_compensation_units,2017-2018 Annual Budget (Wage & Salary Schedule effective 10/1/2015),1,1,retained_source_not_ingested
TX,Dumas,safety_and_non_safety_compensation_units,2020-2021 Final Budget (Wage & Salary Schedule effective 10/1/2020),1,1,retained_source_not_ingested
TX,Forney,safety_and_non_safety_bargaining_units,"To expire September 30, 2024 (meet & confer period referenced by the council item)",1,1,retained_source_not_ingested
TX,Hidalgo,safety_and_non_safety_compensation_units,Chapter 8 (Policies and Procedures); labeled final CCP chapter document (112018),1,1,retained_source_not_ingested
TX,Hidalgo,safety_and_non_safety_compensation_units,"Effective January 1, 2024 (Law Enforcement Pay Plan - Salary Table)",1,1,retained_source_not_ingested
TX,Hidalgo,safety_and_non_safety_compensation_units,Salary schedules (multiple years/tables available; includes Law Enforcement Step and Grade Pay Plan),1,1,retained_source_not_ingested
TX,Horizon City,non_safety_municipal_units,FY2016 Operating Budget,1,1,retained_source_not_ingested
TX,Horizon City,non_safety_municipal_units,FY2021 Operating Budget,1,1,retained_source_not_ingested
TX,Jacksonville,safety_and_non_safety_compensation_units,2014-2024 target window (study solicitation; specific term not shown in lead snippet),1,1,retained_source_not_ingested
TX,La Marque,non_safety_municipal_units,Fiscal Year 2016-2017,1,1,retained_source_not_ingested
TX,La Marque,non_safety_municipal_units,Fiscal Year 2018-2019,1,1,retained_source_not_ingested
TX,La Marque,non_safety_municipal_units,Fiscal Year 2019-2020,1,1,retained_source_not_ingested
TX,Lakeway,non_safety_municipal_units,FY2019/FY2020 pay plan implementation context; mechanism includes annual COLA and merit distribution (effective references to 10/1 and merit/anniversary timing),1,1,retained_source_not_ingested
TX,Lakeway,non_safety_municipal_units,"Not explicitly stated in locator/snippet; appears to describe the adopted salary schedule mechanics (ranges, steps, midpoint/step gaps, step increment rate)",1,1,retained_source_not_ingested
TX,Live Oak,safety_and_non_safety_compensation_units,2018/19 (Approved Budget),1,1,retained_source_not_ingested
TX,Live Oak,safety_and_non_safety_compensation_units,2023/24 (Approved Budget),1,0,no_retained_source_in_tier_c
TX,Lufkin,safety_and_non_safety_bargaining_units,"Effective Oct 1, 2022 through Sep 30, 2024",1,0,no_retained_source_in_tier_c
TX,Manor,non_safety_municipal_units,Unspecified (handbook section; contains explicit compensation mechanisms),1,1,retained_source_not_ingested
TX,Marshall,non_safety_municipal_units,2018 Budget (PDF) — fiscal year budget document (exact FY label TBD),1,1,retained_source_not_ingested
TX,Marshall,non_safety_municipal_units,"2024 ANNUAL BUDGET (PDF) — City of Marshall, Texas (Version 1 indicates 1/26/2024 draft timing)",1,1,retained_source_not_ingested
TX,Mercedes,safety_and_non_safety_compensation_units,2024-07-13 meeting minutes (exact compensation schedule contents not extracted),1,1,retained_source_not_ingested
TX,Missouri City,non_safety_comparator,"Effective May 5, 2024 (civil service pay changes referenced in memo)",1,0,no_retained_source_in_tier_c
TX,Palmview,safety_and_non_safety_compensation_units,FY24-25 (budget document labeled FY24-25),1,1,retained_source_not_ingested
TX,Pampa,safety_and_non_safety_compensation_units,"2018-19 budget document; pay plan section states “Effective October 1, 2015” and “Revised Effective October 1, 2018” (as shown in the pay-plan table area)",1,1,retained_source_not_ingested
TX,Paris,non_safety_municipal_units,2017-2018 fiscal period (ordinance adopting budget),1,1,retained_source_not_ingested
TX,Saginaw,non_safety_municipal_units,FY 2022-2023 (budget highlights and pay plan/step increase proposals referenced in packet),1,1,retained_source_not_ingested
TX,Saginaw,non_safety_municipal_units,FY 2024-2025 (proposed budget),1,1,retained_source_not_ingested
TX,Saginaw,non_safety_municipal_units,Proposed pay plan / compensation philosophy effective date tied to resolution (document published for 2024 work plan; explicit mechanism language for annual COLA and step increases),1,1,retained_source_not_ingested
TX,San Antonio,non_safety_comparator,FY 2024,1,1,retained_source_not_ingested
TX,San Antonio,non_safety_comparator,FY 2025,1,1,retained_source_not_ingested
TX,San Antonio,non_safety_comparator,FY 2026,1,0,no_retained_source_in_tier_c
TX,San Benito,non_safety_municipal_units,FY 2014-2015,1,1,retained_source_not_ingested
TX,San Marcos,non_safety_comparator,"July 1, 2024 – June 30, 2026 (as indicated by source locator metadata)",1,1,retained_source_not_ingested
TX,San Marcos,non_safety_comparator,"Two-year term beginning July 1, 2024 through June 30, 2026 (as referenced on the page)",1,1,retained_source_not_ingested
TX,Texas City,non_safety_comparator,"October 1, 2024 through September 30, 2026",1,1,retained_source_not_ingested
TX,Tomball,safety_and_non_safety_compensation_units,2023 (study scope/engagement materials),1,1,retained_source_not_ingested
TX,Trophy Club,safety_and_non_safety_compensation_units,Approved 2/12/2024,1,1,retained_source_not_ingested
TX,Trophy Club,safety_and_non_safety_compensation_units,Approved 8/26/2024,1,1,retained_source_not_ingested
UT,Cottonwood Heights,safety_and_non_safety_bargaining_units,2014-2024 target window,1,1,retained_source_not_ingested
UT,Cottonwood Heights,safety_and_non_safety_bargaining_units,Board packet dated 02/16/2021 (no specific CBA/arbitration period identified in locator),1,1,retained_source_not_ingested
UT,Cottonwood Heights,safety_and_non_safety_bargaining_units,"Policy dated/“Policy distributed: December 7, 2022” (effective context not otherwise specified in locator)",1,1,retained_source_not_ingested
UT,Magna metro,safety_and_non_safety_bargaining_units,"June 1, 2023 through May 31, 2027",1,1,retained_source_not_ingested
VA,Manassas Park,safety_and_non_safety_compensation_units,FY 2017 budget deliberations (referenced in minutes),1,1,retained_source_not_ingested
VA,Portsmouth,non_safety_comparator,"2017 (agreement effective date stated as 1st day of April 2017, per document header)",1,1,retained_source_not_ingested
VA,Waynesboro,non_safety_municipal_units,2014-2024 relevant governing code sections (period not confirmed here),1,1,retained_source_not_ingested
VA,Waynesboro,non_safety_municipal_units,Fiscal year budgets within 2014-2024 window (specific FY period not selected here),1,1,retained_source_not_ingested
VA,Williamsburg,safety_and_non_safety_compensation_units,FY 2018 (CAFR narrative about study implementation effects),1,1,retained_source_not_ingested
VT,Colchester,non_safety_municipal_units,not specified in the search snippet; historical archive entry (likely within 2014–2024 window),1,1,retained_source_not_ingested
WA,Milton,non_safety_comparator,City budget mentions wage increases tied to a labor agreement (annualized; year-specific references),1,1,retained_source_not_ingested
WA,Tacoma,non_safety_comparator,"January 1, 2013 to December 31, 2016 (includes 2015-2016)",1,1,retained_source_not_ingested
WA,Tacoma,non_safety_comparator,"January 1, 2015 to December 31, 2016",1,1,retained_source_not_ingested
WA,Tacoma,non_safety_comparator,"January 1, 2015 to December 31, 2018 (includes 2015-2016)",1,1,retained_source_not_ingested
WI,Beaver Dam,non_safety_comparator,"Successor collective bargaining agreement covering negotiations after the prior agreement expired Dec. 31, 2004; successor bargaining described as 2005-06",1,1,retained_source_not_ingested
WI,Berlin,non_safety_comparator,"Agreement expired June 30, 1989; negotiations covering 1989-1990 and 1990-1991 (per award summary context)",1,1,retained_source_not_ingested
WI,Berlin,non_safety_comparator,Unknown from lead snippet (award document likely contains the contract period and any wage/salary schedule references),1,1,retained_source_not_ingested
WI,Edgerton,non_safety_comparator,"Contract term stated in document (run from July 1, 1988 through June 30, 1999).",1,1,retained_source_not_ingested
WI,Greenfield,non_safety_comparator,2024-2026 (FY25-FY26 referenced in filename),1,1,retained_source_not_ingested
WI,Madison,non_safety_comparator,"January 1, 2016 to December 31, 2016",1,0,no_retained_source_in_tier_c
WI,Madison,non_safety_comparator,"January 1, 2017 to December 31, 2017",1,0,no_retained_source_in_tier_c
WI,Madison,non_safety_comparator,"March 10, 2014 to December 31, 2018",1,0,no_retained_source_in_tier_c
WI,Menasha,non_safety_comparator,"January 1, 2019 – December 31, 2020",2,2,retained_source_not_ingested
WI,Menomonee Falls,non_safety_comparator,Mentions wage proposals across 2022-2025 and Menomonee Falls 2024 settlement (exact contract period not extracted here),1,1,retained_source_not_ingested
WI,New Richmond,non_safety_comparator,unclear,1,1,retained_source_not_ingested
