extracted_text_id,retained_source_id,candidate_id,lane_id,target_mechanism_family,dry_run_status,live_span_extraction_status,artifact_hash_valid,url_open_planned,download_planned,ocr_planned,pdf_rendering_planned,model_api_planned,rating_planned
TXT321-ad5f3f8ec34b5dbc9b58,RS429-607f5c36220a52119f8e,TS4L-cfb80ee4df1716c9e448,lane_4,market_or_comparability_pressure,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-acf7bb25863c511d243f,RS429-631a1cf5fc8ffb1d0dc8,TS4L-66cafe203eba28e7d937,lane_4,market_or_comparability_pressure,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-4b6dd61f696ec546a58b,RS429-643962193338c835c1a1,TS4L-a216969fee9d50b1517e,lane_4,market_or_comparability_pressure,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-7987c8e3e345ce94fd38,RS429-65ef0cb35f257d0fc12f,TS4L-534e7cbfe864a4774cd0,lane_4,market_or_comparability_pressure,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-aa21f9d90e9e5fb29f4c,RS429-68db620565c5ffc8a222,TS4L-49ab66d3fa558f37d11a,lane_4,market_or_comparability_pressure,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-f2d9eb3356992fbde4ba,RS429-68fcb1060d1a1f1f42b9,TS4L-681c850100a5a0dde9bf,lane_4,market_or_comparability_pressure,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-9ae53fd29f08df1b5941,RS429-6ea8fd132f54f2e360a0,TS4L-ac9b90b8cf0807ce53fc,lane_4,market_or_comparability_pressure,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-f4ddec54302cc3b950d0,RS429-741f84aadf70bf21723a,TS4L-514347071f38b9d9b870,lane_4,market_or_comparability_pressure,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-66464500f3bf6782183d,RS429-75877f6f2bb83306c3e3,TS4L-a5ce737e9deaa462634d,lane_4,market_or_comparability_pressure,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-de8a88735896bcba276f,RS429-76e27cf3f7f3bb06c7bf,TS4L-351bbeb73e2de198f704,lane_4,market_or_comparability_pressure,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-e094bf58dd1ceafd8c7d,RS429-78003318b7aa0a5f92d5,TS4L-1575145007864331f188,lane_4,market_or_comparability_pressure,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-e21fb7332efd860c2b42,RS429-7949ea12250b21e8a4c8,TS4L-93f03192ffbe9e3571cb,lane_4,market_or_comparability_pressure,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-053eb0777f67b95f0ad5,RS429-7d3fe90e11446aa548cd,TS4L-f185046fc7d2313163e5,lane_4,market_or_comparability_pressure,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-ff2a16db268b5ca1f7e9,RS429-7ea247bc875c92560df3,TS4L-ab7d18a7679223c797aa,lane_4,market_or_comparability_pressure,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-d75d0fbe3c021333c776,RS429-8645af4f1c6784809eb5,TS4L-5aef4cc58688807f2304,lane_4,market_or_comparability_pressure,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-bd3de35e883b83f1309c,RS429-86f87715a10325d9bd3d,TS4L-ad2632a3fb7f276b91ed,lane_4,market_or_comparability_pressure,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-f2f2ad71ef0210e86ab2,RS429-898b0e60492f0a83c194,TS4L-a26149a904891173d38b,lane_4,market_or_comparability_pressure,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-3ddab282e037bc3afb62,RS429-8a20e887004a568b308a,TS4L-05044924e9afe10c3fe5,lane_4,market_or_comparability_pressure,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-c550895c26c3af3e709f,RS429-8eb1d85740d58b9c0b24,TS4L-be9c9bb9c727d29baa52,lane_4,market_or_comparability_pressure,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-79b2d030beaa34c37f53,RS429-8f130e4405892ddb9d0d,TS4L-9f7d576db2622c359b5f,lane_4,market_or_comparability_pressure,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-3f3f6e80b61ba5988d6a,RS429-920b49d41a0106fa10a0,TS4L-4802e54c7a5ea047ca32,lane_4,market_or_comparability_pressure,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-b0e41fd937f201d03517,RS429-928e32a2e2fe4b365d93,TS4L-832d5707eb3340204703,lane_4,market_or_comparability_pressure,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-77016aeaf9409f942d23,RS429-92b7af85faaa6abf2838,TS4L-4581aa2c0e5c93068f0d,lane_4,market_or_comparability_pressure,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-4c1640acc7882279f358,RS429-946820b01b77171ecf27,TS4L-a5941203722ff3deb913,lane_4,market_or_comparability_pressure,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-f39801381995f4c70281,RS429-9a338948c3d7e864dec0,TS4L-59af0f6a115843e9ed96,lane_4,market_or_comparability_pressure,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-73e8a0caf5500bf73ad4,RS429-9cc5ed6e544036a3a431,TS4L-d1e4d84977673744d10d,lane_4,market_or_comparability_pressure,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-182dd327e288e9fc0a2e,RS429-9d047f6e2ef7e6bff8a7,TS4L-b6d1261bdd6af5162541,lane_4,market_or_comparability_pressure,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-c4bbad91f66d2ea23b48,RS429-9dbd9948043f57c31ff8,TS4L-66bba3243693c1d3e51d,lane_4,market_or_comparability_pressure,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-71f5a99cf29fc081b189,RS429-a614bac0a7896e183761,TS4L-55ccf5cd4822e56b8419,lane_4,market_or_comparability_pressure,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-1e4744765ccd16ef50b2,RS429-a809564ccc564180b482,TS4L-343ea0d28547b6f102f0,lane_4,market_or_comparability_pressure,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-7f8df3a9ff186f909999,RS429-abb5730aae663553dcd5,TS4L-411b5f2fb49c4eecee3c,lane_4,market_or_comparability_pressure,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-f24204ae4669b2e5ed09,RS429-ade620b32da818763696,TS4L-725db5903336ccb8ce7a,lane_4,market_or_comparability_pressure,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-48102b0c882e0d5f9c40,RS429-afb7d0aaba4195253722,TS4L-9b29d7d1654aba545d88,lane_4,market_or_comparability_pressure,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-c2335c47301e79a93edd,RS429-b3aab92a2f998a837460,TS4L-04023d69ddfc03b59daf,lane_4,market_or_comparability_pressure,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-0adf8a5b379fb290fb55,RS429-b429bdf45594b4b21acb,TS4L-5b3646a5f45b8a36bd85,lane_4,market_or_comparability_pressure,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-b8bae54826ba10a9c6a7,RS429-b47a4bb42b28b1138a42,TS4L-9044d38e76cc0298a95e,lane_4,market_or_comparability_pressure,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-32d89c4ea6a192d6118d,RS429-bbab66d186419c6d7991,TS4L-1b5f6925a03e4501557f,lane_4,market_or_comparability_pressure,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-0e41f49c3a1e70ee114f,RS429-bccc49760203a7dd114d,TS4L-7c5deb01b061012d7e9b,lane_4,market_or_comparability_pressure,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-0f6b02fcef377ec56c13,RS429-bd15c76f562844aee33a,TS4L-8aacdf5bf5638cdda3e4,lane_4,market_or_comparability_pressure,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-f7a3ab3aa7755ace31e0,RS429-c1d267322396626adfca,TS4L-f0470eb0c1b71091e503,lane_4,market_or_comparability_pressure,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-1a7a3edc37ff69d169ca,RS429-c475b0d59251f245d14a,TS4L-38b86af7a4d2ccb17a90,lane_4,market_or_comparability_pressure,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-99f5099fb92ae74ef0ed,RS429-c7aab66ea650dc2eb27f,TS4L-eb992dd473e4a8523d33,lane_4,market_or_comparability_pressure,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-e2a3c34c3962638427bf,RS429-c8d1a73b5db53bb40074,TS4L-d1d265c5e0754156ef11,lane_4,market_or_comparability_pressure,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-6c42197d5e840d65e0b4,RS429-c9386cade5ab03d7dc9d,TS4L-999b6ec529f410912b4e,lane_4,market_or_comparability_pressure,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-fd21a2757ceb16ba5a19,RS429-ce205ecdb8c957046135,TS4L-2a1b5cbe958e528f8640,lane_4,market_or_comparability_pressure,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-d10bfb0662a2ee0fc924,RS429-cf1b652ae02b74d3a73d,TS4L-7eb633323653f32722e4,lane_4,market_or_comparability_pressure,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-598f388b18514a165a22,RS429-d048772beeacfd00c161,TS4L-73dffafeb24530593a58,lane_4,market_or_comparability_pressure,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-8261e36080b5ac253c46,RS429-d0c2cb5fa7ff6a280663,TS4L-72cbac064da24600a8ee,lane_4,market_or_comparability_pressure,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-2fe7b24e0d02b3aa9151,RS429-d19633943081b39b5001,TS4L-5ea0018e85bc41ad4a9d,lane_4,market_or_comparability_pressure,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-beaa0fee6fedea33c108,RS429-d313f74dc07f1b574465,TS4L-7d827c13226bac534364,lane_4,market_or_comparability_pressure,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-445e1894135da6623ed4,RS429-d3d041942b877aa205e4,TS4L-c5a2eb4c0c098873565c,lane_4,market_or_comparability_pressure,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-ed4b25ed04b6691ed758,RS429-d717bcc3e7fe96bdfbeb,TS4L-a941e4912e55e0f8a56e,lane_4,market_or_comparability_pressure,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-b7d0688d44a0f71184b1,RS429-d7a698303e3cf35aa34d,TS4L-b71fab3406c29d2be18e,lane_4,market_or_comparability_pressure,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-98c395fb88e0b8c56933,RS429-d9faeebb6d7dce34f63e,TS4L-26680789eee7d320ce8a,lane_4,market_or_comparability_pressure,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-a8e24a54a5bf1531f34c,RS429-da3b4ce2e402ba4b240e,TS4L-717b38ac7fac6f7efb3f,lane_4,market_or_comparability_pressure,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-fe9dc9c6fdb315a509db,RS429-e1a985212762c3a14f30,TS4L-f2f2dc284bee87428f3d,lane_4,market_or_comparability_pressure,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-1c84fe351a43cfdaa5b1,RS429-e362f8114f1548bbeea9,TS4L-01a7712cb526edb5c6eb,lane_4,market_or_comparability_pressure,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-281b1b84758e609ef6e8,RS429-e6307cbe1f36e0146614,TS4L-10b7d6f61940686c645b,lane_4,market_or_comparability_pressure,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-0d9f11ffa8ba19cc69a7,RS429-e6b8ec1ac7eaf3c4a597,TS4L-2cf66eb8c412eea6d8e7,lane_4,market_or_comparability_pressure,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-b2bec16a9de05be25ad6,RS429-e6c16a16cc383a36808c,TS4L-e96e79fddf8a3fae17b9,lane_4,market_or_comparability_pressure,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-0a4c2ac817706c787f47,RS429-e6e8759280ed9148ef26,TS4L-0a57a9faada6ad7aacd6,lane_4,market_or_comparability_pressure,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-5c003861c663eb0f373c,RS429-e884270e8b00f8708b0d,TS4L-e0bcfe4bb4ec29636ee0,lane_4,market_or_comparability_pressure,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-f99e3a09db8edaf16bee,RS429-eb486acee6159c35376a,TS4L-301c22918fbaf0623ec0,lane_4,market_or_comparability_pressure,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-3b2b0433a87b4472034c,RS429-ebc6cb1d96d08da89d90,TS4L-36748f4d989fa2a34cb9,lane_4,market_or_comparability_pressure,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-90c7a275fdea7622eaf8,RS429-ec917adbad420d19f437,TS4L-b1d93d26ac63136a6fa5,lane_4,market_or_comparability_pressure,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-f6cf04c55b3c96083fc0,RS429-f199db9f23af68783452,TS4L-41f85b2da7e722a849e2,lane_4,market_or_comparability_pressure,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-fbd3a79e9f2a3ac99578,RS429-f40fa11d2698b4e2ec83,TS4L-c59150b60d5069fe3777,lane_4,market_or_comparability_pressure,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-ce3073f2cc1239143036,RS429-fd7a463454b98ba839a0,TS4L-6bda9ff12c744bc078aa,lane_4,market_or_comparability_pressure,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
TXT321-3f912ac63cbe82fa3a59,RS429-fded4e2b614826d15027,TS4L-fdb88080fa5c608d7319,lane_4,market_or_comparability_pressure,ready_for_deterministic_exact_span_search,not_started,true,no,no,no,no,no,no
