collision_group_id,collision_type,path_key,canonical_source_count,canonical_source_ids,resolved_by_hash_prefix,requires_manual_repair
PATHCOLL-000160,readable_path_before_hash,originals/ne/benkelman/payroll-or-earnings/2024/display-html.html,2,ad2d69c5f3c2e37ba91656ab2dffa74b9b302e5af4dca4d0fc7f6920c0050a74|f3c08c9ff92c22c19cdf7e78fdefbfd5c48c76427e9e4143fa1eb3beee54fb2b,True,False
PATHCOLL-000161,readable_path_before_hash,originals/ne/benkelman/payroll-or-earnings/2024/meetings.html,3,7c905597699ec7be341c60020a28396c469176dbd4e9866e929904f5da3dc95c|934bef964ff955f042fc77f0ed3016c24d403db538b7d47d4fc78915424c0b97|e9e44e2cbca7b7a81b1e6d3b481e9e25e2e65888b301f3366f74f2ae578442a7,True,False
PATHCOLL-000162,readable_path_before_hash,originals/ne/benkelman/payroll-or-earnings/2024/minutes.html,2,79e1c3639ebf9c743cdecefc71956ba7069b78c5d44b0d24097c3d7ee05d56af|86639af2b5d524c37287f6e72f104614974efdaa8383d50eb870e562b072e971,True,False
PATHCOLL-000163,readable_path_before_hash,originals/ne/benkelman/payroll-or-earnings/2024/statutes.html,2,37561672b6147b94e008d577476276a901b3e04fc96dd6c2fb7512fdb1a9af25|c5ee43d6314067e89d88d405411dbc83ca65e236aef00f58616521844b32dc08,True,False
PATHCOLL-000164,readable_path_before_hash,originals/ne/brule/payroll-or-earnings/2025/532.html,2,00be5feb515c9f1dca3fdafa3f630183b9e47a470dd5ac6d2e4ba31313cc174f|e357aea35bf5de9cdf1b6b03a61215c0bece7996e25b62711b5d1bfb2d929139,True,False
PATHCOLL-000165,readable_path_before_hash,originals/ne/mullen/payroll-or-earnings/2021/statutes.html,3,2cb3d5e1c00c7e64be62aa4d7c336d4a7b9ffa15f4a3aef201d44c1e86b48031|b28ed88259611b748ff67bcadd887fab59c03138e7b81faab1ccce12c5b5b12c|f5d9a50b295831d340bf5b04b7e25f4b3b28fe3933e43f5ee8ee0e2590f54935,True,False
PATHCOLL-000166,readable_path_before_hash,originals/nh/eaton/payroll-or-earnings/2024/billtext.html,2,449da60815a9ffcd9da5849dd2fbdbc604a27f13dfefa06d459eae291daab4cd|9e047af3b6985aefeb633ab5b05c1e11085c884671cddcd70b2eaeb2c213142e,True,False
PATHCOLL-000167,readable_path_before_hash,originals/nh/weare/other-document/period-unknown/town-of-weare-board-of-selectmen-minutes-mentions-police-collective-bargaining-a.pdf,2,3e509399627e4c1ff867346aacb1cd0adcfde57d696989bc87a6258d4384e124|716bedfdc1b3aca04f146011a550cce730ab5248efa4e95304310f9bd346f186,True,False
PATHCOLL-000168,readable_path_before_hash,originals/nj/alexandria/payroll-or-earnings/2026/file.pdf,2,39b479ec1f2dc800b0a4dceebcc79eafdd7c1b473e37bc4a3c4f0e2708166735|b94307fc2f396980b1dfbe6cd5ee79fb67009ef86c75d8f5d9cffe934defd4f1,True,False
PATHCOLL-000169,readable_path_before_hash,originals/nj/bedminster/payroll-or-earnings/2020/pabull.html,2,3404c87eda3de2167d24f5c28a3a11dbecee0c7e1eee9474ada403fb7a96759a|7f8ae4be82c25654ceb2265197bca1f3efc050f62f7900105d9f22d4d164a90d,True,False
PATHCOLL-000170,readable_path_before_hash,originals/nj/bernardsville/collective-bargaining/2024-2027/agreement-between-borough-of-bernardsville-and-new-jersey-state-policemen-s-bene.pdf,2,1ab792339f18524a1d314049ac56962318ba7878272e924190da9dc105cd8bb0|e2505a7f176bfb0723a1c4a5dbc2527e8a46a1357b529d814eb9135dc1d42845,True,False
PATHCOLL-000171,readable_path_before_hash,originals/nj/city-of-orange/payroll-or-earnings/2021/bids.html,2,d57e06097720ea0d73a0b18c47aa164e5f3f46ac5382f7b56676072a52d1d1d9|dd98d03bd0dd7e33898538eb9b24bc84dfa804f586abfd859ef1dc495e093da4,True,False
PATHCOLL-000172,readable_path_before_hash,originals/nj/city-of-orange/payroll-or-earnings/2021/directory.html,5,5692ad0219f15a2c4eddd77144955f5344b913e18c6187b218e444605852e1ce|81f1964bc65d57e2cef32c29a9d198436a8e141fc7068a7f15106061c1032fab|a0a1c4c9e952322f02f8152e95c588c958601f99b2416c537cda54f93bf884b5|c785e05c2beae0e6324277f73c386cb69041c166f1ed545a6be8157c6f757df9|fc02256fa11d522b95766a06599e9aa58b60503b6f11f17c1c9f0db8eb7f31be,True,False
PATHCOLL-000173,readable_path_before_hash,originals/nj/delaware/ordinance-or-policy/2022/chapter.html,2,0dfebf0ec7db826ce726466d879075afb5f0640ad48c48b826bc8f661b7be97a|509a3453691fbb4bf8650c6c46fe7c46573ebdfa9db4b355284f26650854a873,True,False
PATHCOLL-000174,readable_path_before_hash,originals/nj/delaware/ordinance-or-policy/2024/chapter.html,2,87ab41696e7ad13984d1176aedb73cec5de6556287c57b19fa640eb0eeaa18a3|f5b250a89707f354b27782cc7f25cdc4e52570a904acae689d7923e3081c08c4,True,False
PATHCOLL-000175,readable_path_before_hash,originals/nj/harrington-park/staffing-or-human-resources/2019/file.pdf,3,09df45d1fbe2855ec71b4f68fedd86608cf52f4ab9f3166f03de0c44d66bea77|9f7e6da758e6f70e76fe9ba3122a6bab92f37bbb3bce3ac973e5bc0487400b00|d4aa2619ddf8f919c5e61d25e3728efb5f944e878cb4490e3f8991116ddeb555,True,False
PATHCOLL-000176,readable_path_before_hash,originals/nj/jamesburg/salary-schedule-or-pay-plan/period-unknown/salary-ordinance-pay-schedule-annual-wage-schedule-pay-plan-text-present.pdf,2,11f73af8906a72613febd35206054f9d4b7455c13bd9305f37fe71950596b804|6cea5f98ad4de603d7522b0b42e56d1e4ce18174eec2d5461562a29c9190fa34,True,False
PATHCOLL-000177,readable_path_before_hash,originals/nj/kingwood/payroll-or-earnings/2018/file.pdf,4,021e2b2f0021a2daee4fa12eeb5d6fc5d79cda2cbac4a92d04a57f8d91133833|100f02db9b5f19b010d285396e4c7969b102c92cdda6a4086927c72563e18843|a6a0ce196602cb6edd55ec4cbadd1748c5cdf4db35da4e61abcbf11438c65576|d3bbb98cf6ffb51ca12a62fe4556cf7a056e20433d28bf49cf89614247d21d3d,True,False
PATHCOLL-000178,readable_path_before_hash,originals/nj/kingwood/payroll-or-earnings/2026/file.pdf,3,09fbc3a99828992fcc3f4e0a8d025602dc6dcabcaf73e2e7398620dcf5945755|9fd71aa908e376c73122bda66000d272c3c042cab327c7eeab67edadeab2f753|a2c1dd1d9dacdb7f05e0505e3e5529ffbbe9141269737b95b880c4796223628d,True,False
PATHCOLL-000179,readable_path_before_hash,originals/nj/roxbury/salary-schedule-or-pay-plan/period-unknown/council-agenda-introduced-materials-includes-ordinance-text-amending-administrat.pdf,2,3a858d808b44ce9ebdc32da00b90e4fbfb6a4ee5afd27e06d9c798aab2e81039|cfe128d07e754721ffd51c46b94ab18264ef2c43b88e0e2def1c845ae5a8960e,True,False
PATHCOLL-000180,readable_path_before_hash,originals/ny/albion/collective-bargaining/period-unknown/nys-perb-contract-collection-albion-bitstream-download-url-contents-not-retrieva.pdf,2,6467af92b6c4215dba2e89543c917ad6dec1bad673ffb2e33a25511f5da72216|d74da071f960125b1d39dde5e3002d92d3acf72b3a3d9b56d2e0bda31b78b56e,True,False
PATHCOLL-000181,readable_path_before_hash,originals/ny/alden/payroll-or-earnings/2024/viewdoc.pdf,2,4706f29414599e08d7c9907c441983d80a26a6ecf3cdcb8a0d2222530db8624a|9c40830af8049b6cdf437e249bd24e9ab46a045545a817370170e2ea1eda0072,True,False
PATHCOLL-000182,readable_path_before_hash,originals/ny/alden/payroll-or-earnings/period-unknown/leg.html,2,3e70ebc591404e75d9beb9ddf0d08b14126023321e5613e123eb08011f524e8a|6b23cfc6c3a181d3bda66808460a45daf9a257b64a5d4ce85f1846fe1076adeb,True,False
PATHCOLL-000183,readable_path_before_hash,originals/ny/alfred/payroll-or-earnings/period-unknown/rows.pdf,3,3a0631c815152e78a8238d49ba06cdf7838be3ba1276f3d405caf986f4b7c7fb|8f25ebd12350867245d31da6fd6f1d3aa94f490c25fd98f4fba485fb72d73c31|c32a706e6a75acabf9fc7b6edae97f04d086fcb01ddb3d8979577bcc525083e7,True,False
PATHCOLL-000184,readable_path_before_hash,originals/ny/amsterdam/payroll-or-earnings/2024/login.html,7,133e25b961872a0fca7ed584d94b43ea475fe77d22fa61e62cb74f9e9c39709f|532ed6e7a66b733b638a582b29e56604a3009ca0c4e6cbcf68313d2cc04bbb4f|6bd7241d359148f07695e6a9dd81b7e0b6959e8142616e7cdc96c0dd4d656754|a55d3deeed2dbe6c203e0c623c43494cd0e0f1d8cb8cd0239de6c871b7ddd006|d474f08fef8fc97ccee37d4d4a20f7bf025d9dbef558f1c895b23873da735045|da7ddc31a6f39438d1eac1efe202d5f3ea06d0226ed87d16d1293bf78d115764|f912191e033b82fdf2e0af62be44593467bb979a528e7a9f610ed9b885ee5ae1,True,False
PATHCOLL-000185,readable_path_before_hash,originals/ny/angola/payroll-or-earnings/period-unknown/view.pdf,2,5add882a97fe2483a386eb4a2c3edbf7c61a9ed6bdb62d0fdc46c02bd8f31434|6d70bacabd3494c63f26d9a5d2333a0f99e32d2031cf16bf98b4654df29c6bf1,True,False
PATHCOLL-000186,readable_path_before_hash,originals/ny/arcade/payroll-or-earnings/period-unknown/viewdoc.pdf,2,46a37a0be9f142157b6112e2fd452772a914cc4f2e45537688d756b7531c8f97|b8e85a346b75caca56893c9564c37c2652ea9f04707c8802cb8982d1dec76e62,True,False
PATHCOLL-000187,readable_path_before_hash,originals/ny/ardsley/payroll-or-earnings/2018/viewdoc.pdf,2,1b4a9acb0cea8282ba460c3d55d9157b4b9a093eb2151bef99176668bdbde6cd|e367932d45a741329913e1fc3e3c7b00ccd4adb4d1f732a70c8ae31becf42ca7,True,False
PATHCOLL-000188,readable_path_before_hash,originals/ny/ardsley/payroll-or-earnings/2021/viewdoc.pdf,2,b4e6e4ac22321a1046b404c0c75ceff2c6778bac72a3c7bbaf21852cdad08a0f|cd4ad21f29926026be6c1237c3cfc697d86ed5fe77ec344a85fd28834e656543,True,False
PATHCOLL-000189,readable_path_before_hash,originals/ny/attica/payroll-or-earnings/2025/rows.pdf,4,016976e0631c1a708299a8e0b171035bfa9236d963c4514d631a668e4f9108a6|33e1a31110cfb38063621bf3d2f1638527753a2439ac4616ce1b5dce5f2288bd|533641841bd7488aa52b098e647805f4a8d535b3a1b2ab0e9946612d388f9f49|aa303c6a4be0159835735f3148a994f8ce1923a737d0ace6b748fccb9828c9b5,True,False
PATHCOLL-000190,readable_path_before_hash,originals/ny/aurora/salary-schedule-or-pay-plan/period-unknown/vacancydetailsview.html,2,a382111f85ae53ea92d9ccc0da01f846c4035867368a60934de348d8ad453863|c0c9cda80f661cf2dd1828c83c5a6522aebea9fbbbe8bc3da499a33d006e4e8e,True,False
PATHCOLL-000191,readable_path_before_hash,originals/ny/avoca/other-document/period-unknown/zypurl.html,2,4462a3685b2d0347f3550e61b0cd86f2d201c73735bd9077d03656d5164b8f6d|db0f7719470aa138a238d3663fb38a2c09a6a19287125b9f9b9b38bb4f5747c0,True,False
PATHCOLL-000192,readable_path_before_hash,originals/ny/ballston/payroll-or-earnings/2023/agendacenter.html,2,5b1861726b0b073591d4647b081a49d4619891534861ce3d165003efef51c570|cd4425f3367418c952f1bf6e861f776c473483e29a178a1759154422bc4feffd,True,False
PATHCOLL-000193,readable_path_before_hash,originals/ny/ballston/payroll-or-earnings/2024/archive.html,3,ac8d4ca6d48c5b4f267823ba26d13ec651bef79a6038d9c17bcda8fe9290f7c5|de7a067853fbcc548bb6a0fd1c79e91d7aae0491e8bd376e430de96afad924a1|e489868869dc9d9532e45b66865b0ba1bf66c8621397125e1d60717e52e7c90f,True,False
PATHCOLL-000194,readable_path_before_hash,originals/ny/ballston/payroll-or-earnings/2024/calendar.html,2,49b9cf5fab601a6be37ff43822bf4f60d542e62e911422e14c9568fde0c475b2|6a9feec9d7704c9d86346446337074f1ab5b2c0468b66183e6d8ad09ec13495d,True,False
PATHCOLL-000195,readable_path_before_hash,originals/ny/big-flats/payroll-or-earnings/2023/comptroller.html,2,0f4851ba12978ff3e045f127887c1e9d43f545762eeb00ec550732e335b3943e|2c820ca2549cd7c1ad6f742badd59bbbcdbaab63d063fd5492adfe962a6eca0c,True,False
PATHCOLL-000196,readable_path_before_hash,originals/ny/bronxville/payroll-or-earnings/2024/284921.html,2,031757271c342cf6da0da33c8c5f23a5a1dea394a4595eff8be2942d2b743be9|bf1af0685bd84a27a808a9dba508c50a62e01f62d7e6e6e08fbdedd6b56a0ce4,True,False
PATHCOLL-000197,readable_path_before_hash,originals/ny/bronxville/payroll-or-earnings/2024/archive.html,2,035ce9ddb43249edd3f195458883951e657ceef30ee747dd6e039042bd865e4f|48a8f5d230cbf7e69b521c0ad4474d841abf8bb9039a4306cd8a3bf36628c225,True,False
PATHCOLL-000198,readable_path_before_hash,originals/ny/bronxville/payroll-or-earnings/2024/directory.html,5,121a6a3f962f3b0ddc903bfde4012affc45ceddb850cefb37fab96ff15b9708f|6483bd5f213c543413699b57981e61617435149af87427c262cce33efb2594d8|a98c9dd7249673c38c20082fd133cf4fe978587b637335e38629f59e265f7fc0|ccf1007e7253369a4f571e4aa132e2be1b11ed5fd186a8d98484aa2e5d80d070|def40159837fdabf60dbaff4f396691a31980208b9892a2377c82602cfb826ff,True,False
PATHCOLL-000199,readable_path_before_hash,originals/ny/bronxville/staffing-or-human-resources/2024/archive.html,2,6acc2f4784a6ec8764772688e8921fea527e714b713194e2df72459b1ccaaca7|b2c3bc8ad44755b70071e78368c8d353e3a83780e526c96b31391160911e029b,True,False
PATHCOLL-000200,readable_path_before_hash,originals/ny/broome/payroll-or-earnings/2020/vacancydetailsview.html,3,10652e0e5b6aa47719dada9dee174643e63b02a6cec80cff1860b4ff66f12df4|f8b70b23f1357d9f99c0d8245987e6975eb6269eaf8f27719fdfe5897be0ceb6|fc032c35ab01b3e71cddf908cde52d8fd51e686ca6bce13010ae4cf39323092b,True,False
PATHCOLL-000201,readable_path_before_hash,originals/ny/broome/payroll-or-earnings/2020/vacancytable.html,2,07a1602dbd0ffedfd0a32a1aceff5bcbdeb3bb9bb231c167a9643555311f0f81|ce1cd36338554e35ef9e17de65ee68180bc8be0bb040a5e21e82c614fce766f4,True,False
PATHCOLL-000202,readable_path_before_hash,originals/ny/broome/payroll-or-earnings/period-unknown/vacancy.html,2,993ffd8d9cf4bc262f4f9abe5d159ff5bb33e4aa060806444103c49c76ab45a7|e907167ae454299836aef776276e9246f4553a610f2ac8180a10edf0e61e93b8,True,False
PATHCOLL-000203,readable_path_before_hash,originals/ny/broome/salary-schedule-or-pay-plan/2020/vacancydetailsview.html,4,020bbf33667b772062edfef533e98320542fef680ff36677c3a0075e2e6d40ee|36304faca3e2eb1969e3d101e89afda84efa944b23eef6214a059f82dedfe903|67fd90a5120b5358d8fb0d40c95066eca58f3a8e2e0a88468f91c3fd74fd1de6|ed8dd02c534ab9e0679c068c6b3f030b871e0d11e6b0e0f350626143afadfbc5,True,False
PATHCOLL-000204,readable_path_before_hash,originals/ny/buchanan/payroll-or-earnings/2024/viewdoc.pdf,2,35918a6b694e848a0a59f60d302ff07fa6d478d27ff4aef52915f0377f8549f7|4abf4a7a21ad4d7e19f8db8c40a6e5cd266b76666d022d710600b9bc7292a998,True,False
PATHCOLL-000205,readable_path_before_hash,originals/ny/camillus/payroll-or-earnings/2025/default.html,3,39643324362a13b9e66f1984b692515553a928034be548be49c97038dc9e5e37|3c51aabb91d72cecb02b23ed71f3734e1dee8fb534bca2f8c35cc05214d4b2ba|3ed0218193bf4876ff9e5420f01af1b568f2796f2f8497f193bd3445418c94ac,True,False
PATHCOLL-000206,readable_path_before_hash,originals/ny/camillus/payroll-or-earnings/period-unknown/default.html,8,0273fd9a2274857dc0b5b814e2e8688bd320b6a7489162e2597a488e18812cbb|25cfb93d9e2ce9f88fc64fe708e3da66858456918f79fce6307316d8d76d0f7e|2dff63736c3caa8422236638788ab2dca537423b6a2ada83dd3422a28dcaded3|30fd71970d101e1f81c236cca88bc545c0594550baacba934343828118379e7f|4a1e826ef9696ed7c5ca1ed475fd3ce14e1d35821f27e651cd471389c7965df7|6c66c21ac1f579b7ac1ce3dd29bde46d7f268fa88605e23854fb437fd0a41b82|988c6d384d851c278df883e4c1235ea91f5fd3e875887f214967fb25869bce0b|d2fa70a974185d6668a0a0052f68d932e7f9f24498e6b942a88249065cb2c4b7,True,False
PATHCOLL-000207,readable_path_before_hash,originals/ny/canandaigua/benefits-or-pension/period-unknown/agendacenter.html,2,44fda04902be8efbf84610d62393671e664fa00fa6f259001fbd78fbe845edcd|950bb867a7509cd99391c0a255e81643b510ffd7ca2e1edeb04a389d54cd0432,True,False
PATHCOLL-000208,readable_path_before_hash,originals/ny/charlotte/budget-or-finance/2024/archive.html,2,375fca33ee752b5082d19bfa0854159057adc237eb47a9ac4e79fff8ae190334|ff6e68598bc0053918922c8530faab10e177bf32ed8d8130f5b2522976966e1a,True,False
PATHCOLL-000209,readable_path_before_hash,originals/ny/chenango/payroll-or-earnings/2024/viewprevailingwageschedule.pdf,2,52ee41e5812c8eb921d7f14dae1b15eb457524c318eb2440ead6769b1fc4cabe|5f1f081ebca8251695228665977f70aee3378ec32762f475c4fcdf7d8cb4f370,True,False
PATHCOLL-000210,readable_path_before_hash,originals/ny/chester/news-or-context/2025/newsflash.html,2,804af04ef3e76ce60d41c8903adfc6092426d7742214f2dfbf29dd42ace05656|d0cdeecc087930d30c1b8c4f715c95e37e6386b0ca922d06a8881c411b3cdbae,True,False
PATHCOLL-000211,readable_path_before_hash,originals/ny/chittenango/payroll-or-earnings/period-unknown/calendar.html,3,21423dad47c19adcaa8c0cf5f355925e5858ff8375bebd8e32bfc230c1779375|e74f13318c729c0d5422e9a58db68f417e74149703f99a582756c2208b6e8332|ffd3b0ea1c0596c23d7f2300bf617b7a10edb9bd6eec33046ec841c52146671a,True,False
PATHCOLL-000212,readable_path_before_hash,originals/ny/chittenango/payroll-or-earnings/period-unknown/viewdoc.pdf,2,2e54a3c94aa1434b714c4ad81b2f3554ffba02b3cf9026f06b3816038d56be93|5cf4cb29877cc2fead7eeac9294341aaba54e49f1f8df1842729f99e1b077d9f,True,False
PATHCOLL-000213,readable_path_before_hash,originals/ny/clarkson/payroll-or-earnings/2026/rows.pdf,2,23eb081d87403912819d6e2fa15d35ff963faef208917c91f835d2f505336236|289f924be7dbbfd9e747edb3270fd6f4d5cd01a4f5e51bbb22040161ef66ded9,True,False
PATHCOLL-000214,readable_path_before_hash,originals/ny/clay/payroll-or-earnings/2024/view.pdf,2,88cff4690b662b041a29b257f987e7a7c9c573b194c27df71c5490497eb46d21|cdf4a9c225f0247bcc87e6381a03eb63626b8ec14901f16d56d02f7988911047,True,False
PATHCOLL-000215,readable_path_before_hash,originals/ny/cooperstown/payroll-or-earnings/2017/about.html,2,179d156bb54085c36cdfea4553ea32b1cd5e28ef55b8c3a9d8b2e4d8b0173f4e|3353f5f70d5171c0f73c09187c9499abdbd668ee8a9e4f59402a3c4992004955,True,False
PATHCOLL-000216,readable_path_before_hash,originals/ny/cortlandt/payroll-or-earnings/2024/index.html,3,3f0214c04cab82b3c759b7700f354086c1ebfe8a769fad980e647aa2e2617444|8457e4234ebe5fd128c6c91d603d30d9be06132a7d49f07533ec320b5d43e90f|ceb04eaf5ab9a521d78a047380cad5ed4250dcc17ad6dd2581081af7b87b2108,True,False
PATHCOLL-000217,readable_path_before_hash,originals/ny/cortlandt/payroll-or-earnings/2024/webpage.html,3,6e404418e559fb6a6476fff788b5dda5db33a99f808dca50c7f712cfd50a078a|7dcfcf52896bfcaf664d3d7efd1471d4a835a52889f3d76b0ce2297b5bd8cd1a|eb715791903ff55fb7fdb63e8fce246b8da23efed726d0441e54db7719593327,True,False
PATHCOLL-000218,readable_path_before_hash,originals/ny/dobbs-ferry/payroll-or-earnings/period-unknown/rows.pdf,4,019da8d41fdb8046603529601179d2c0a6fa5cedaf51c9c7f1f94612bcfb58f6|2d2acc58aa4fb5ab631832cf6f5d73b84e8eca33d02d86b8194f5412631949c4|652872e027f738820b413e64184e23973115532f018bf57b219135fd90468293|fa5318203a6daf7bf82991e0e1d7b3d294a19c321fda2b8a5cf44c879490dfa1,True,False
PATHCOLL-000219,readable_path_before_hash,originals/ny/dobbs-ferry/payroll-or-earnings/period-unknown/visualization.html,2,ade8c5bbdabb7a0229eb7ccfa0764158abf8e32e0b31db40fe051371d9faeef3|e0108ca03ac9afc2d16c24ccaa02c91c56fef2496c7f157ada9480179eba3a37,True,False
PATHCOLL-000220,readable_path_before_hash,originals/ny/east-hampton/salary-schedule-or-pay-plan/2025/2025-tentative-budget.pdf,2,92ea1ff0a580fbd228758b8dcfdad9dcaf1a12097c37e57260e4b65492da3fbb|f0179377f5bed69ff2a05cecec654bcc1e2ef1fd818d506237e12397000d5b65,True,False
PATHCOLL-000221,readable_path_before_hash,originals/ny/florida/payroll-or-earnings/2025/viewdoc.pdf,4,1e65ae9de379a471f9221c4d7fbb765374f22f31cffdb9e4861771e2a6d2988d|1fe5756d41fbc22d66fc11c9761559c9d959d85f88afc93a425d2dff11b1bdf0|467e600ba9e446778b120e564b00620b179bc5921079341d3d0c64c65aaaba92|7de36a0314b2fe561bfdddf54776d9cab2dd6947754d2b87d8b7720198ea88d2,True,False
PATHCOLL-000222,readable_path_before_hash,originals/ny/grand-view-on-hudson/payroll-or-earnings/period-unknown/public-notices.html,2,1ea47280614d24c21c0f9125dbbbb3fc48a1a8761e4a0cc0b313e667b93bd930|ee48d21c0d738839a73b359bb9417f5c130b6948ded8072e42eff1e11fe0b349,True,False
PATHCOLL-000223,readable_path_before_hash,originals/ny/grand-view-on-hudson/payroll-or-earnings/period-unknown/viewdoc.pdf,2,aa2203674052a3858b460ca89008e97a6d8e1f5da7457e6207f9e8daa59dafd8|cb37d0648268efed807e9f050259c2df6a34b3b3ced3022849076e6a60a518a4,True,False
PATHCOLL-000224,readable_path_before_hash,originals/ny/hamburg/payroll-or-earnings/2025/vacancydetailsview.html,2,22c9b2495ff2c3a5722c5b53457feeb01def7097db3f4cc16e7ac35b10ef34a7|964acdb15fbe043dcedad8b9336d0764c34f16185e493429c96dfb3ca7b38923,True,False
PATHCOLL-000225,readable_path_before_hash,originals/ny/hamburg/payroll-or-earnings/period-unknown/jobs.html,2,45b9955f756769df5bb8bd106c6560d8276da73b5b6034661c4e24fcc0e7f58a|f3f6828ef1c2d6b211257bbbd27a4cbbcad38c4893852ae3124ffa191babf03e,True,False
PATHCOLL-000226,readable_path_before_hash,originals/ny/horseheads/salary-schedule-or-pay-plan/period-unknown/vacancydetailsview.html,2,762bf70dd1896d38b2209eb73c3e18401ec2bf462230980e7a63bac410c72b9c|92f27ec7fcd4cebf9dab4fb6a8fe2d1c17f017c67c1d8a82bb0ed1c82346398a,True,False
PATHCOLL-000227,readable_path_before_hash,originals/ny/hudson-falls/arbitration-or-factfinding/period-unknown/in-the-matter-of-the-interest-arbitration-between-the-village-of-hudson-falls-an.pdf,2,741c8f1e75b45f4b7495852a935f815aea1cfdfba0c9ad0f1014519d26dc7cfc|aa374e46a05252bf8edaf8477a86b1a03e8841126b6d6ee75cf250da4870f0a8,True,False
PATHCOLL-000228,readable_path_before_hash,originals/ny/hyde-park/payroll-or-earnings/2024/faq.html,2,4f526b37e2560eef1bb6bede2094a741e84c1012b031e0dbe7faf41b66c9335a|9f54f16980d652f416ad6a27472d41880aa5039940234f1c42f2121689f19960,True,False
PATHCOLL-000229,readable_path_before_hash,originals/ny/ithaca/collective-bargaining/period-unknown/public-works-department-unit-collective-bargaining-agreement-teamsters-local-uni.pdf,2,175fcc0bebdb273a67fa01d2cd32a57a3d9a6bc3e38e9e04da120dbb7a5c474d|cac6b3e48da208590219697918bc3e41bb4fbdcf1961aadea21acd8daa3c9253,True,False
PATHCOLL-000230,readable_path_before_hash,originals/ny/kinderhook/salary-schedule-or-pay-plan/2020/vacancydetailsview.html,3,1a02a9a8eb62f41bce95fb29e05d8df7b9bf0f80d737a4baba0908985609c19d|5b3ca10f4bd05aaccc44a294c33d29fa2f604a42f76101c024f1cbd3c092de10|e03b950bbf2d7794ec1cee7d5863adbda073d4a8519050e12cef5efbc23cb489,True,False
PATHCOLL-000231,readable_path_before_hash,originals/ny/little-falls/ordinance-or-policy/period-unknown/index.html,3,19d019f77c57599af262108d8c1268cd4bbd38d8fcc26e7056508eeb1097cf8c|7c495f6af7ad1792dec118a0eb8d47782fc9bf7cadef0d389f2a58897d1fcc95|e5707e6d83cbfb526350430332da7d443d55a4c312f0e2e42c440d5b4ae2c123,True,False
PATHCOLL-000232,readable_path_before_hash,originals/ny/lysander/payroll-or-earnings/2021/notices.html,3,578d132be670cdca3f846454009af2dcef73142517200bd445bd44c1b3f6a555|def32c8b3f5e8cbf0f238f36a261e3d07c1afdb582636cbf17c103489b7d27f7|faf1e69ae8f1491662f71518be68e26e786cc9b3b9ae6158555f70df9b8032e1,True,False
PATHCOLL-000233,readable_path_before_hash,originals/ny/monticello/payroll-or-earnings/period-unknown/vacancydetailsprint.html,3,0bc67eaf226ebb39237a23c9532bc4d57aa0aa7722483d4fd651ef7d89495f0f|0d448eae509167c2f12f0c30f8f309e431cff92c4a9bb5ea006c4a6a81bd93c6|8f37d7df8bcc57f804808d5ffb038edb9e551e89012538e48f1039cdbf3adc86,True,False
PATHCOLL-000234,readable_path_before_hash,originals/ny/onondaga/salary-schedule-or-pay-plan/2024/vacancydetailsview.html,2,bb73a583a95ca5135a7116911a1caea98ef0dd4aac0426b667adbef1363f6c4f|f5d47fd9c9af72b4375422957dfa8ebda46e6053efe2e64f08f4d5c31a063c34,True,False
PATHCOLL-000235,readable_path_before_hash,originals/ny/orchard-park/payroll-or-earnings/2021/vacancydetailsview.html,2,05da99bc829de2eceb7822d02b215b6df91a30bff18bd450e2049b0490d27566|e7ab4e90e94dfb47a1e721b59303a1f4dd72659bac4ccfbdbf41813d26968746,True,False
PATHCOLL-000236,readable_path_before_hash,originals/ny/orchard-park/salary-schedule-or-pay-plan/2021/vacancydetailsview.html,3,0ba3c297ca4dc310cbabc07b322781b75e3f64f0ab5e0f7a77b39fff8d81947d|24c80d60d5fb2a3484e5acd16ee91d808c7162c0f141cd83e9b139320fed889a|e0e388110987e9002aae06bb0a394a6f64d9bbb7894a3aca809d9e397c399ddd,True,False
PATHCOLL-000237,readable_path_before_hash,originals/ny/plattsburgh/staffing-or-human-resources/2016/index.html,2,0c63f00c4bbb6dbaf86e462bf514d0255a0b5fb12ea583a70ca535cc5d4dcf6d|7d4486cfb73f4a03cbb55136f14942fbb9982ec52b1451762b56f26d2a34384a,True,False
PATHCOLL-000238,readable_path_before_hash,originals/ny/portland/payroll-or-earnings/2024/download.pdf,2,b6a609cc7f626fd1cabf8855a634d90bfd16d8ffcdd2eb827d608563a70b7830|be764329e3c707f821268231ea2444d05b65477467d32037d9c997567adcf9a7,True,False
PATHCOLL-000239,readable_path_before_hash,originals/ny/rye/payroll-or-earnings/2017/viewdoc.pdf,3,0ac12444f43d96c9bdaa1118aaa55a6d8e68f8b9119315e661f8bba9f0a392de|30bc3e53280a1d113c938af94e1a15d26612a0a0749eb5ee25255d3b072bed9c|a20f400c279d3ef8119cde56bc26c2a6a6314a727929a7ca2fc9f0bc6525c40e,True,False
PATHCOLL-000240,readable_path_before_hash,originals/ny/southold/payroll-or-earnings/2026/agendacenter.html,2,4462edd86fcafa56a801ef92e10fa9301080312ed75e2a2a36342a2361229e3f|d4463a7a5673400112fa2d377e307a36115959fbac3a39ce820543aced620591,True,False
