document_identity_id,retained_content_hash_reference,retained_content_hash_status,extraction_case_id,text_table_detection_id,source_review_id,candidate_queue_row_id,state,municipality,government_name,unit_type,candidate_source_type,quantitative_source_row_count,quantitative_active_row_count,qualitative_source_row_count,qualitative_active_row_count,mixed_source_row_count,mixed_active_row_count,non_base_wage_source_row_count,non_base_wage_active_row_count,reference_and_exclusion_source_row_count,reference_and_exclusion_active_row_count,has_inactive_provenance_rows,has_duplicate_provenance,has_explicit_unresolved_conflict
doc_71380cd20d6ad91406b3248d,doc_71380cd20d6ad91406b3248d,opaque_sha256_derived_identity_from_frozen_selection,cexrem_7f1105c2f3d7e32e8a31a84e,ttd_7552e1136fa9cbfdfa1527b5,sr_4a475a02aaeeec2a34a43736,NSCQ-MN-20260720-0024,MN,Eagan,CITY OF EAGAN,police,memorandum_or_settlement,5,5,0,0,0,0,0,0,0,0,false,false,false
doc_71884da261dc2450cff313d9,doc_71884da261dc2450cff313d9,opaque_sha256_derived_identity_from_frozen_selection,cex1000_3c327aedcc29116db0a07b78,ttd_55643088497edea7ef89a3d6,sr_971a45ac9c2b965b60955af2,NSCQ-CA-20260720-0479,CA,Morgan Hill,CITY OF MORGAN HILL,police,cba,0,0,0,0,0,0,0,0,1,1,false,false,false
doc_7198c2b1c160717398a3444e,doc_7198c2b1c160717398a3444e,opaque_sha256_derived_identity_from_frozen_selection,cex_685012d1e8651fd7fe4055f4,ttd_b7e3a02f9e139033bd52b538,sr_be715e7495b1d866b7c8935f,NSCQ-WI-20260720-0134,WI,Plover,VILLAGE OF PLOVER,police,arbitration_award,5,5,5,5,1,1,1,1,0,0,false,false,false
doc_71a1100be08be2df01d67332,doc_71a1100be08be2df01d67332,opaque_sha256_derived_identity_from_frozen_selection,cex1000_0dc6ddb07846f8b62e60b284,ttd_48bd54c84442bc6ac1fd31ca,sr_401bfce69a1f1d02d7c9ec3a,NSCQ-OH-20260720-0347,OH,Niles,CITY OF NILES,fire,cba,0,0,0,0,0,0,0,0,1,1,false,false,false
doc_71bf36b61d95f191d3b7a1e3,doc_71bf36b61d95f191d3b7a1e3,opaque_sha256_derived_identity_from_frozen_selection,cexrem_9dbf7710355ded47959c1c9d,ttd_b254cdb153cce98748e1ac73,sr_cbf56f506c650a1e07c95f61,NSCQ-IA-20260720-0004,IA,Des Moines,CITY OF DES MOINES,non_safety,cba,0,0,1,1,0,0,1,1,0,0,false,false,false
doc_71bf87a39fd47b6009da8bd9,doc_71bf87a39fd47b6009da8bd9,opaque_sha256_derived_identity_from_frozen_selection,cex_6fad220561f3ea7fc1dd1f79,ttd_081cda28dff2d13d6c6fd920,sr_9cec1db3871b963cbb194f46,NSCQ-VT-20260720-0014,VT,Winooski,CITY OF WINOOSKI,police,cba,0,0,4,4,0,0,5,5,0,0,false,false,false
doc_71c91362fcd247e4e02835a4,doc_71c91362fcd247e4e02835a4,opaque_sha256_derived_identity_from_frozen_selection,cexrem_dfe06189201ef58af987e428,ttd_61a0e3bdb1434f680222c153,sr_6c39e1fc9fb0a7b29a6c6ad6,NSCQ-NM-20260720-0018,NM,Hobbs,CITY OF HOBBS,police,cba,5,5,2,2,1,1,0,0,0,0,false,false,false
doc_71cbe6a8e4613334e2d5dedc,doc_71cbe6a8e4613334e2d5dedc,opaque_sha256_derived_identity_from_frozen_selection,cex_b2ad718e823c355f43a726fc,ttd_c0a798d2a78645d50d905706,sr_81a7990e1e9eee227e97229e,NSCQ-OH-20260720-0371,OH,Galion,CITY OF GALION,fire,cba,0,0,0,0,0,0,1,1,0,0,false,false,false
doc_71d06f612a5c10486b861d30,doc_71d06f612a5c10486b861d30,opaque_sha256_derived_identity_from_frozen_selection,cex_2a698c93cb3561f914731b47,ttd_47f8e70350f3951ca597143e,sr_09e203b068f93a9f90405a6e,NSCQ-NE-20260720-0019,NE,Papillion,CITY OF PAPILLION,police,cba,5,5,5,5,1,1,5,5,0,0,false,false,false
doc_71e1af92df9b7980c776c39f,doc_71e1af92df9b7980c776c39f,opaque_sha256_derived_identity_from_frozen_selection,cexrem_b9d0f0060029f587dea8b2bb,ttd_95d18936100923d8dceb342b,sr_80f5b9579f1acd379ac1ee5c,NSCQ-OK-20260720-0013,OK,Lawton,CITY OF LAWTON,police,cba,0,0,0,0,0,0,5,5,0,0,false,false,false
doc_71e8a625d96635d5ea601def,doc_71e8a625d96635d5ea601def,opaque_sha256_derived_identity_from_frozen_selection,cex_3d261d26bd34f8dd1f7c5b3d,ttd_2dcfca881584984a9537912f,sr_73011ec445506ac1995e1272,NSCQ-MA-20260720-0080,MA,Fitchburg,CITY OF FITCHBURG,police,cba,4,1,4,4,0,0,8,8,1,1,true,false,false
doc_7219afe69159908aca2f3347,doc_7219afe69159908aca2f3347,opaque_sha256_derived_identity_from_frozen_selection,cexrem_2ce3df36e505241a412987c3,ttd_adf4ff4a434c4152953044c2,sr_bbd627e6674455f7475e2a70,NSCQ-MO-20260720-0023,MO,Ballwin,CITY OF BALLWIN,police,cba,0,0,0,0,0,0,2,2,0,0,false,false,false
doc_722017b93dcc776761066bc8,doc_722017b93dcc776761066bc8,opaque_sha256_derived_identity_from_frozen_selection,cex1000_dde35efed27f053be59dfb7a,ttd_f6e3615a35f68df91a22a6fa,sr_f36394dec90e71d87d871818,NSCQ-IL-20260720-0227,IL,Glendale Heights,VILLAGE OF GLENDALE HEIGHTS,non_safety,cba,0,0,0,0,0,0,5,5,0,0,false,false,false
doc_7247321de68225ff7ef56709,doc_7247321de68225ff7ef56709,opaque_sha256_derived_identity_from_frozen_selection,cexrem_a5c146cfb0cd1ef9566ee802,ttd_d8fd1335c48c8ef4267a9525,sr_7ff9a17873eb56f92d9b4e88,NSCQ-NY-20260720-0047,NY,Jamestown,CITY OF JAMESTOWN,police,cba,0,0,0,0,0,0,5,5,0,0,false,false,false
doc_72798708e2572881e7ecc8fc,doc_72798708e2572881e7ecc8fc,opaque_sha256_derived_identity_from_frozen_selection,cex_ad0e70b181e332e57b6db5f0,ttd_bfaffbb8c34aff4b663d1f5d,sr_5d59ea80e3cb7e6a7692ac7f,NSCQ-MN-20260720-0130,MN,Hopkins,CITY OF HOPKINS,non_safety,cba,4,2,4,4,1,1,3,3,0,0,true,false,false
doc_727b890512c170b17c2864f2,doc_727b890512c170b17c2864f2,opaque_sha256_derived_identity_from_frozen_selection,cex_8b0c73af286572dee6602a84,ttd_218d7324e5e5576bedb43dfb,sr_d882ff954af7870349812a31,NSCQ-MA-20260720-0052,MA,Malden,CITY OF MALDEN,non_safety,cba,0,0,0,0,0,0,0,0,1,1,false,false,false
doc_7296f419c80c3032ad1b8e0f,doc_7296f419c80c3032ad1b8e0f,opaque_sha256_derived_identity_from_frozen_selection,cex_3669c56d4eb33cc9b0ace718,ttd_719ab2d6b890f331b7cf32f3,sr_caa617c61941b3febbaa69d4,NSCQ-WA-20260720-0152,WA,Anacortes,CITY OF ANACORTES,non_safety,wage_schedule_or_compensation_plan,5,5,1,1,0,0,1,1,0,0,false,false,false
doc_72f349548855ad415f238097,doc_72f349548855ad415f238097,opaque_sha256_derived_identity_from_frozen_selection,cexrem_9057b0307a85d267a9e7d952,ttd_ac9c442d2a6a202595334c96,sr_8e85ae8c255707c1ba29f2bf,NSCQ-MD-20260720-0044,MD,New Carrollton,CITY OF NEW CARROLLTON,police,cba,0,0,0,0,0,0,0,0,1,1,false,false,false
doc_72f99df44d72be9e7924b24d,doc_72f99df44d72be9e7924b24d,opaque_sha256_derived_identity_from_frozen_selection,cex1000_71a3a5e5f81d471812359d10,ttd_d0231794b2dd97f4738c9bb6,sr_ebbea4e3457334015ca280b2,NSCQ-CA-20260720-0382,CA,Watsonville,CITY OF WATSONVILLE,police,cba,0,0,0,0,0,0,5,5,0,0,false,false,false
doc_72fa92adf47179a3746e9e78,doc_72fa92adf47179a3746e9e78,opaque_sha256_derived_identity_from_frozen_selection,cexrem_d98848462a5a073db070f850,ttd_f832d4198d86988664e3458e,sr_ba30b76f782e4bddbd6dbbdd,NSCQ-OH-20260720-0549,OH,Reading,CITY OF READING,non_safety,cba,1,1,2,2,1,1,0,0,0,0,false,false,false
doc_732f4eddc774c18863705761,doc_732f4eddc774c18863705761,opaque_sha256_derived_identity_from_frozen_selection,cexrem_82f653d3fca414a913961826,ttd_337a49553e5588fe49c78272,sr_e429fa288505e288c95fdb46,NSCQ-IL-20260720-0135,IL,Danville,CITY OF DANVILLE,non_safety,cba,0,0,0,0,0,0,2,2,0,0,false,false,false
doc_73574443f6284c3f83db29e0,doc_73574443f6284c3f83db29e0,opaque_sha256_derived_identity_from_frozen_selection,cex_e6e8047c9762cc899cd8e0ce,ttd_f45bb51befc16980f22dfa94,sr_712e2a1fea2bb05eedf9d072,NSCQ-UT-20260720-0003,UT,Salt Lake City,CITY OF SALT LAKE CITY,non_safety,memorandum_or_settlement,1,0,4,4,1,0,5,5,0,0,true,false,false
doc_736e7b31382f6f90cd6c8cb2,doc_736e7b31382f6f90cd6c8cb2,opaque_sha256_derived_identity_from_frozen_selection,cex_bfdc42924c7f5a79c445e581,ttd_b909ab3d8e9cf244b0394a43,sr_686d9d15b5e1ad7bd1e10a9d,NSCQ-NY-20260720-0033,NY,Ithaca,CITY OF ITHACA,fire,cba,1,0,5,5,1,0,10,10,0,0,true,false,false
doc_73a1d0ae2d4d7e5f3790314a,doc_73a1d0ae2d4d7e5f3790314a,opaque_sha256_derived_identity_from_frozen_selection,cexrem_9912821b51d9e593a00167ac,ttd_a1e979df1c2ef43b41f6b365,sr_27e4f78bb051a0b5d663a0c9,NSCQ-CA-20260720-0733,CA,Laguna Hills,CITY OF LAGUNA HILLS,non_safety,cba,5,5,2,2,1,1,5,5,0,0,false,false,false
doc_73a21169f9f89789a0609410,doc_73a21169f9f89789a0609410,opaque_sha256_derived_identity_from_frozen_selection,cexrem_a638d8a1ac106b3cd7884c84,ttd_2d96699fc27ade4119681b14,sr_5c866ec0bce9c1e6a6222dd5,NSCQ-WA-20260720-0172,WA,Monroe,CITY OF MONROE,non_safety,cba,0,0,0,0,0,0,1,1,0,0,false,false,false
doc_73bd559633a012a2e749da0a,doc_73bd559633a012a2e749da0a,opaque_sha256_derived_identity_from_frozen_selection,cexrem_f2fd456dc0555f2bedd71469,ttd_e06d562b9038aa65c2db4df9,sr_96d4d47db255eeb2c43f4ebe,NSCQ-FL-20260720-0093,FL,Miami Beach,CITY OF MIAMI BEACH,non_safety,cba,0,0,0,0,0,0,0,0,1,1,false,false,false
doc_73d0e61071e5589d05cdd908,doc_73d0e61071e5589d05cdd908,opaque_sha256_derived_identity_from_frozen_selection,cex1000_1dff282b0f409dd01ef712a1,ttd_67aac230c31428895d2af907,sr_788bf3b21dddb221b8bcd4ff,NSCQ-CA-20260720-0336,CA,Santa Cruz,CITY OF SANTA CRUZ,police,cba,4,4,4,4,1,1,5,5,0,0,false,false,false
doc_74123d8fd41cc245a34a41cc,doc_74123d8fd41cc245a34a41cc,opaque_sha256_derived_identity_from_frozen_selection,cexrem_c510472ed64cfe59cb7911e9,ttd_1550676e61e7a0ce0177bd40,sr_f70c1fba97a4f23393edf897,NSCQ-TX-20260720-0042,TX,Mesquite,CITY OF MESQUITE,police,cba,0,0,0,0,0,0,0,0,1,1,false,false,false
doc_741d42489c0a63ac3f92c94c,doc_741d42489c0a63ac3f92c94c,opaque_sha256_derived_identity_from_frozen_selection,cexrem_bc003451d8f670262c031511,ttd_061738b35675f91a4a62378e,sr_d52b4b96c793e8aab32ecf55,NSCQ-ID-20260720-0016,ID,Lewiston,CITY OF LEWISTON,fire,cba,5,5,4,4,1,1,3,3,0,0,false,false,false
doc_7492d9ea2d8ebaee0efe5d57,doc_7492d9ea2d8ebaee0efe5d57,opaque_sha256_derived_identity_from_frozen_selection,cexrem_edc42a1aa1175efe5bf2e1cf,ttd_2c4537c87098c1d747b90ea5,sr_31277e9426088895ddacc0a9,NSCQ-FL-20260720-0215,FL,Seminole,CITY OF SEMINOLE,fire,cba,0,0,0,0,0,0,0,0,1,1,false,false,false
doc_7496e2078540440360ebea8b,doc_7496e2078540440360ebea8b,opaque_sha256_derived_identity_from_frozen_selection,cex_39fea6848c4e2ceaaeaab906,ttd_bb4de8c27560c198051ef581,sr_ad34408293ce828d817e6e88,NSCQ-CT-20260720-0060,CT,Manchester,TOWN OF MANCHESTER,police,cba,0,0,3,3,0,0,3,3,0,0,false,false,false
doc_74a3cc618705ee3989ed064a,doc_74a3cc618705ee3989ed064a,opaque_sha256_derived_identity_from_frozen_selection,cex_36238085637ea86b1bd74840,ttd_227829a38debbf83a11c1630,sr_b1cedc1105bcc90c1611ad78,NSCQ-IA-20260720-0041,IA,Marshalltown,CITY OF MARSHALLTOWN,non_safety,cba,3,3,2,2,1,1,1,1,0,0,false,false,false
doc_74c52749180b79049b146397,doc_74c52749180b79049b146397,opaque_sha256_derived_identity_from_frozen_selection,cex1000_69c088d9c1d8d1188650aac5,ttd_c9520d0df814307d843800a2,sr_71a1aac70754ec4988359577,NSCQ-OH-20260720-0550,OH,Columbiana,CITY OF COLUMBIANA,non_safety,cba,2,2,1,1,1,1,0,0,0,0,false,false,false
doc_74efc7a289e780a495cd7d2f,doc_74efc7a289e780a495cd7d2f,opaque_sha256_derived_identity_from_frozen_selection,cexrem_6bf6cad0a93634e32bb57188,ttd_1ebee5226ee96213047e7afa,sr_7c96935df49bd88eecdfeb22,NSCQ-OH-20260720-0708,OH,Mentor-on-the-Lake,CITY OF MENTOR ON THE LAKE,police,cba,0,0,0,0,0,0,1,1,0,0,false,false,false
doc_753b17b9c3eab97f9e935b26,doc_753b17b9c3eab97f9e935b26,opaque_sha256_derived_identity_from_frozen_selection,cexrem_edcc4fc2d40819c004675773,ttd_723ddfdb1f93b7715645b083,sr_fd6b9c255437773b0ecd6ea4,NSCQ-OR-20260720-0167,OR,Umatilla,CITY OF UMATILLA,police,cba,0,0,1,1,0,0,0,0,0,0,false,false,false
doc_7557658766f80d3168ede9b4,doc_7557658766f80d3168ede9b4,opaque_sha256_derived_identity_from_frozen_selection,cex_889c66eeeb96430433426c73,ttd_6969d0b1960d254b6ab35c8f,sr_d4658be66cceeb0922c21e23,NSCQ-MI-20260720-0130,MI,Adrian,CITY OF ADRIAN,non_safety,cba,2,2,4,4,1,1,5,5,0,0,false,false,false
doc_7559ef903dba55588624a31c,doc_7559ef903dba55588624a31c,opaque_sha256_derived_identity_from_frozen_selection,cexrem_5243ee6a33a6d6a59a2a5a5f,ttd_230ea2f290b46fe71b4c0e83,sr_bd799e0bd3bf0ebb5d53673d,NSCQ-WA-20260720-0059,WA,Lakewood,CITY OF LAKEWOOD,police,cba,0,0,1,1,0,0,3,3,0,0,false,false,false
doc_75659646f929b7f2e8d01e7c,doc_75659646f929b7f2e8d01e7c,opaque_sha256_derived_identity_from_frozen_selection,cexrem_c155a23c945281522bff5378,ttd_f9d80dafda26cf3c3c26e59b,sr_45d7e79be1a81b1bd53a051d,NSCQ-IL-20260720-0242,IL,Vernon Hills,VILLAGE OF VERNON HILLS,police,cba,0,0,0,0,0,0,0,0,1,1,false,false,false
doc_7580ecdbf11f72ac7a4f82f5,doc_7580ecdbf11f72ac7a4f82f5,opaque_sha256_derived_identity_from_frozen_selection,cex_a894a043f633993453c88728,ttd_c4b32eac6d0a36f2ca0bfd3f,sr_11b5a78a6aa6956c16b99036,NSCQ-NV-20260720-0004,NV,Henderson,CITY OF HENDERSON,non_safety,cba,0,0,3,3,0,0,4,4,0,0,false,false,false
doc_75c3588ff955f74a634a24d2,doc_75c3588ff955f74a634a24d2,opaque_sha256_derived_identity_from_frozen_selection,cexrem_d5344f35bee8f3cf6bd345d8,ttd_8c227d2eab848e9b30700194,sr_895cb04e46595bfe8d256f9c,NSCQ-CA-20260720-0643,CA,Shafter,CITY OF SHAFTER,police,cba,0,0,0,0,0,0,0,0,1,1,false,false,false
doc_7618fbd5e2843cc9f3d6c226,doc_7618fbd5e2843cc9f3d6c226,opaque_sha256_derived_identity_from_frozen_selection,cex_d44a1e369228058c780fe729,ttd_cc44b4fc9f9c8916b61e860c,sr_05bd0367914ec15e79cc6c54,NSCQ-WA-20260720-0047,WA,Kennewick,CITY OF KENNEWICK,fire,cba,0,0,2,2,0,0,1,1,1,1,false,false,false
doc_768bdab4abe4cb82cfef7102,doc_768bdab4abe4cb82cfef7102,opaque_sha256_derived_identity_from_frozen_selection,cexrem_4561c8f9a774443c87be4edc,ttd_2574304542d0ac3503a69293,sr_b5e4cbf91b4ca5579bedb541,NSCQ-CA-20260720-0670,CA,Arcata,CITY OF ARCATA,police,cba,0,0,0,0,0,0,4,4,0,0,false,false,false
doc_76a911a9e3e233c70e2e14bd,doc_76a911a9e3e233c70e2e14bd,opaque_sha256_derived_identity_from_frozen_selection,cex_c51161456b9d0310a4a78a9c,ttd_731b3f2ae591415b28c1a9df,sr_9e228b8141763dcd5a8b9b8c,NSCQ-OR-20260720-0009,OR,Eugene,CITY OF EUGENE,police,cba,0,0,1,1,0,0,4,4,0,0,false,false,false
doc_76bba1c48672d86d82bed21a,doc_76bba1c48672d86d82bed21a,opaque_sha256_derived_identity_from_frozen_selection,cexrem_79690251abede5577a83c7bc,ttd_7d8aa2aa8f676054b010a0ff,sr_5a9151df47de40490a000179,NSCQ-CO-20260720-0004,CO,Denver,CITY AND COUNTY OF DENVER,police,cba,0,0,1,1,0,0,3,3,0,0,false,false,false
doc_76cf1ae1d09efdfecdb81522,doc_76cf1ae1d09efdfecdb81522,opaque_sha256_derived_identity_from_frozen_selection,cexrem_373e3fd0d6478a78afbfd64c,ttd_7e1721def722d5d91ee4f28c,sr_8990cfa3d26f338be76e7df5,NSCQ-WI-20260720-0160,WI,New London,CITY OF NEW LONDON,police,cba,0,0,0,0,0,0,0,0,1,1,false,false,false
doc_76d143863c1208bbd0ea2c96,doc_76d143863c1208bbd0ea2c96,opaque_sha256_derived_identity_from_frozen_selection,cexrem_5f4c653b61c993ff9174c770,ttd_1a162401050ba86f69c362c9,sr_eed4bf3b6d42ecfa13e55db8,NSCQ-WI-20260720-0097,WI,Muskego,CITY OF MUSKEGO,police,cba,0,0,0,0,0,0,0,0,1,1,false,false,false
doc_76dee0856b4cf83466741eab,doc_76dee0856b4cf83466741eab,opaque_sha256_derived_identity_from_frozen_selection,cex1000_c5da56425991f4316e0d2d62,ttd_5b08a8394de66392d3b6c490,sr_1e4db9c9765e8e90edbf5cf0,NSCQ-IL-20260720-0255,IL,South Elgin,VILLAGE OF SOUTH ELGIN,non_safety,cba,0,0,0,0,0,0,0,0,1,1,false,false,false
doc_771d4f91eae75ce4f24f715b,doc_771d4f91eae75ce4f24f715b,opaque_sha256_derived_identity_from_frozen_selection,cex1000_0270cce4bbee05939f32d5db,ttd_0aa81ecfc2afcf7a5fb29937,sr_3bf2ba2b8327a9ae9c35556f,NSCQ-IL-20260720-0145,IL,Loves Park,CITY OF LOVES PARK,non_safety,cba,0,0,0,0,0,0,2,2,0,0,false,false,false
doc_777e9324f49cf2bd544659bd,doc_777e9324f49cf2bd544659bd,opaque_sha256_derived_identity_from_frozen_selection,cexrem_a7865e7c167d3264259b52d7,ttd_122260d9ce952978904fc5d0,sr_6e2d2e01714f578c91c414f6,NSCQ-OH-20260720-0108,OH,Brunswick,CITY OF BRUNSWICK,non_safety,cba,0,0,0,0,0,0,0,0,1,1,false,false,false
doc_77b15d3289b8efc011546fac,doc_77b15d3289b8efc011546fac,opaque_sha256_derived_identity_from_frozen_selection,cex_dbb69ce70a30f89106ab2941,ttd_fa8cdb524291643979fb807a,sr_9657d18561768713b3889f4d,NSCQ-MA-20260720-0071,MA,Pittsfield,CITY OF PITTSFIELD,police,cba,3,3,1,1,1,1,5,5,0,0,false,false,false
doc_78090587306bcb6f4993fd8f,doc_78090587306bcb6f4993fd8f,opaque_sha256_derived_identity_from_frozen_selection,cex_2e49b4235d31f3ffc68a25b9,ttd_8d5923e9bf15e10bb7f007a3,sr_a077137c16e0d7485ee0929b,NSCQ-WA-20260720-0089,WA,Edmonds,CITY OF EDMONDS,police,cba,4,3,4,4,0,0,5,5,0,0,true,false,false
doc_781d91a4f2ec8e26bd47268a,doc_781d91a4f2ec8e26bd47268a,opaque_sha256_derived_identity_from_frozen_selection,cexrem_f0a5653f38f96ebad55a8ca3,ttd_b13619a259b135a2a6d7456f,sr_e6da312a434d00bf5dcdb67b,NSCQ-GA-20260720-0001,GA,Atlanta,CITY OF ATLANTA,fire,cba,0,0,0,0,0,0,0,0,1,1,false,false,false
doc_785cacbe2dd0578f53885650,doc_785cacbe2dd0578f53885650,opaque_sha256_derived_identity_from_frozen_selection,cexrem_b085f1c4fa070718aa9cb183,ttd_c385ffe4df79495f3a7067fe,sr_29f9947a9564b665e638555b,NSCQ-MT-20260720-0028,MT,Havre,CITY OF HAVRE,fire,factfinding,1,1,2,2,1,1,4,4,0,0,false,false,false
doc_787db7dd91c3575d16cb2460,doc_787db7dd91c3575d16cb2460,opaque_sha256_derived_identity_from_frozen_selection,cexrem_09fa2059d7673388bae572a4,ttd_4e6ca2273690f8cc12f2fd5e,sr_49ecbefa7d8aff9065068b65,NSCQ-DC-20260720-0003,DC,Washington,CITY OF WASHINGTON DC,fire,cba,0,0,1,1,0,0,0,0,0,0,false,false,false
doc_7895368316a9b3f0bec2df53,doc_7895368316a9b3f0bec2df53,opaque_sha256_derived_identity_from_frozen_selection,cexrem_3cdd1cb7adf3e02f7937e8ff,ttd_35cde81db18f153e27f6b686,sr_ac71cb82fd3d92a74a2bac4f,NSCQ-OH-20260720-0536,OH,Richmond Heights,CITY OF RICHMOND HEIGHTS,fire,cba,0,0,0,0,0,0,0,0,1,1,false,false,false
doc_78eb74414637d2ac0327cfd7,doc_78eb74414637d2ac0327cfd7,opaque_sha256_derived_identity_from_frozen_selection,cexrem_31574721c173676aa7bc9225,ttd_6764fc5b4defc08849b1b70e,sr_a5c8ec277a2e32039e76af55,NSCQ-IL-20260720-0062,IL,Normal,TOWN OF NORMAL,fire,cba,4,4,1,1,1,1,5,5,0,0,false,false,false
doc_78f672ad32f81d779df33c3b,doc_78f672ad32f81d779df33c3b,opaque_sha256_derived_identity_from_frozen_selection,cex_43782acc3c84a0bd7c77b2ea,ttd_cb6c8114b01d7b3f1affcce9,sr_cce036c472225b516a902d46,NSCQ-OR-20260720-0086,OR,Pendleton,CITY OF PENDLETON,fire,cba,0,0,3,3,0,0,0,0,1,1,false,false,false
doc_78f7d66de7f2e6b8e1743a4a,doc_78f7d66de7f2e6b8e1743a4a,opaque_sha256_derived_identity_from_frozen_selection,cex1000_8e1e626837aa2d862d539ff6,ttd_26aab4c4322c065836d6db4f,sr_2212379b6ae55ddb7230bd14,NSCQ-OH-20260720-0759,OH,Independence,CITY OF INDEPENDENCE,fire,cba,0,0,0,0,0,0,3,3,0,0,false,false,false
doc_78fd50adca6e3844b498486a,doc_78fd50adca6e3844b498486a,opaque_sha256_derived_identity_from_frozen_selection,cex1000_7d3e39571d0213659625b4e9,ttd_2877c8ebf02347946dcad750,sr_a5445bcb6ca2f919c900ca12,NSCQ-OH-20260720-0165,OH,Wooster,CITY OF WOOSTER,non_safety,cba,0,0,0,0,0,0,0,0,1,1,false,false,false
doc_793493ebf951e33dd82f50a5,doc_793493ebf951e33dd82f50a5,opaque_sha256_derived_identity_from_frozen_selection,cex1000_3ef9354398b68f3357464f83,ttd_0b18821368363a5d5847a509,sr_670006eb6db3b965985eac16,NSCQ-CA-20260720-0009,CA,San Diego,CITY OF SAN DIEGO,fire,cba,0,0,5,5,0,0,5,5,0,0,false,false,false
doc_79700c5b054859ffdfe4e289,doc_79700c5b054859ffdfe4e289,opaque_sha256_derived_identity_from_frozen_selection,cex_43e0f3541d71ad9b5fbacbcc,ttd_533867202fd7a10fdf0ac4b0,sr_d16f4923de223f420aaaa691,NSCQ-CA-20260720-0061,CA,Palo Alto,CITY OF PALO ALTO,police,cba,5,5,3,3,1,1,3,3,0,0,false,false,false
doc_7a091a26c12910bfeb77a58d,doc_7a091a26c12910bfeb77a58d,opaque_sha256_derived_identity_from_frozen_selection,cexrem_2040f6a86af28c963bb47e5e,ttd_f217413c8206a7b9b615ac5b,sr_bd55f1faa95ddc1bb9009f9b,NSCQ-MT-20260720-0006,MT,Missoula,CITY OF MISSOULA,non_safety,cba,0,0,0,0,0,0,0,0,1,1,false,false,false
doc_7a18029eb07214da2dd62ff0,doc_7a18029eb07214da2dd62ff0,opaque_sha256_derived_identity_from_frozen_selection,cex1000_ef0a4c1234c60d5c9c1bfae2,ttd_a7876908e2cae170935fd6ba,sr_5039622b1a95ae9951f81695,NSCQ-MI-20260720-0028,MI,Flint,CITY OF FLINT,non_safety,cba,0,0,1,1,0,0,0,0,0,0,false,false,false
doc_7a22be9af444b4132ed1a682,doc_7a22be9af444b4132ed1a682,opaque_sha256_derived_identity_from_frozen_selection,cexrem_7980eafd9321c1fcfee8b73e,ttd_7da20ee9f434479005bb62f5,sr_e93b7d54218fc869b7b200ae,NSCQ-CA-20260720-0516,CA,Campbell,CITY OF CAMPBELL,non_safety,cba,4,4,2,2,1,1,5,5,0,0,false,false,false
doc_7a242b05e78491abc90e50b3,doc_7a242b05e78491abc90e50b3,opaque_sha256_derived_identity_from_frozen_selection,cex1000_b8f505f4e76589b880d8bf7f,ttd_649205195cb182619053ed5f,sr_f7fb668cb864fd6e07bdeed6,NSCQ-OR-20260720-0125,OR,Newport,CITY OF NEWPORT,fire,cba,0,0,0,0,0,0,0,0,1,1,false,false,false
doc_7a78484a1766689334ac6ae8,doc_7a78484a1766689334ac6ae8,opaque_sha256_derived_identity_from_frozen_selection,cex_00d23c20e9f720f5d87d42d1,ttd_7b1876cfb898d2995dbe9c63,sr_f37d0cfb4d8b1c9f28a3ae8f,NSCQ-AK-20260720-0006,AK,Fairbanks,CITY OF FAIRBANKS,non_safety,wage_schedule_or_compensation_plan,5,5,3,3,1,1,5,5,0,0,false,false,false
doc_7a950d513e402a46d5c9fcf2,doc_7a950d513e402a46d5c9fcf2,opaque_sha256_derived_identity_from_frozen_selection,cexrem_8ffb0372469bc6f5fb511516,ttd_788d16641ddf258434469d0b,sr_244222ff567949a7e4ba4dbf,NSCQ-VA-20260720-0024,VA,Fredericksburg,CITY OF FREDERICKSBURG,non_safety,wage_schedule_or_compensation_plan,5,5,5,5,1,1,2,2,0,0,false,false,false
doc_7ab2b88ead8b472f0fd2be5e,doc_7ab2b88ead8b472f0fd2be5e,opaque_sha256_derived_identity_from_frozen_selection,cexrem_3150ecaee133fbbbda250152,ttd_f13225cadbf996196516cfb9,sr_080fea9b514295152abc04b2,NSCQ-OH-20260720-0005,OH,Akron,CITY OF AKRON,police,cba,0,0,0,0,0,0,1,1,0,0,false,false,false
doc_7abe568de3f29e5eaf904950,doc_7abe568de3f29e5eaf904950,opaque_sha256_derived_identity_from_frozen_selection,cex_348278ef62681564cb00a003,ttd_21fc94d6f9a2fca77c52ee30,sr_99697263d5fe48f9196cc7bd,NSCQ-MI-20260720-0064,MI,Battle Creek,CITY OF BATTLE CREEK,fire,cba,1,1,2,2,0,0,5,5,0,0,false,false,false
doc_7ad6d4670afffe03bde20ede,doc_7ad6d4670afffe03bde20ede,opaque_sha256_derived_identity_from_frozen_selection,cexrem_13a980edadc9fc0fb1f3d516,ttd_b0d097ce01de32364dd7573e,sr_cdccf9d046c2b72ccabfb20e,NSCQ-WA-20260720-0190,WA,Sedro-Woolley,CITY OF SEDRO WOOLLEY,fire,cba,5,5,2,2,1,1,2,2,0,0,false,false,false
