municipality,attempted_count,extracted_ok_count,empty_or_too_short_count,low_text_density_count,suspected_bad_text_layer_count,html_noisy_or_shell_count,other_document_extraction_unsupported_count,extraction_error_count
New Market,3,3,0,0,0,0,0,0
New Meadows,2,2,0,0,0,0,0,0
New Milford,2,2,0,0,0,0,0,0
New Paltz,2,2,0,0,0,0,0,0
New Prague,2,2,0,0,0,0,0,0
New Richmond,1,1,0,0,0,0,0,0
New Rockford,2,1,0,0,0,1,0,0
New Salem,2,1,0,0,0,1,0,0
New Underwood,1,0,0,0,0,1,0,0
New Whiteland,2,2,0,0,0,0,0,0
Newark,4,4,0,0,0,0,0,0
Newberry,1,1,0,0,0,0,0,0
Newcastle,2,2,0,0,0,0,0,0
Newman,3,0,0,0,0,3,0,0
Newnan,3,3,0,0,0,0,0,0
Newport,4,4,0,0,0,0,0,0
Newton,5,5,0,0,0,0,0,0
Newtown,2,2,0,0,0,0,0,0
Niagara Falls,1,1,0,0,0,0,0,0
Nibley,1,1,0,0,0,0,0,0
Niles,3,3,0,0,0,0,0,0
Nitro,1,1,0,0,0,0,0,0
Nixa,3,2,0,0,1,0,0,0
Noble,3,3,0,0,0,0,0,0
Nogales,3,3,0,0,0,0,0,0
Nolensville,1,1,0,0,0,0,0,0
Nome,2,2,0,0,0,0,0,0
Normandy Park,1,1,0,0,0,0,0,0
North Bay Village,1,1,0,0,0,0,0,0
North Bend,2,2,0,0,0,0,0,0
North Berwick,1,1,0,0,0,0,0,0
North Bonneville,1,1,0,0,0,0,0,0
North Branford,3,3,0,0,0,0,0,0
North Chevy Chase,1,1,0,0,0,0,0,0
North East,1,1,0,0,0,0,0,0
North Fond du Lac,2,2,0,0,0,0,0,0
North Haledon,1,1,0,0,0,0,0,0
North Hampton,1,1,0,0,0,0,0,0
North Hempstead,1,1,0,0,0,0,0,0
North Manchester,2,2,0,0,0,0,0,0
North Ogden,1,1,0,0,0,0,0,0
North Palm Beach,3,3,0,0,0,0,0,0
North Plains,1,1,0,0,0,0,0,0
North Providence,1,1,0,0,0,0,0,0
North Reading,2,2,0,0,0,0,0,0
North Sioux City,1,1,0,0,0,0,0,0
North Syracuse,1,1,0,0,0,0,0,0
North Vernon,4,4,0,0,0,0,0,0
North Whitehall,3,2,0,0,0,1,0,0
North Yarmouth,1,1,0,0,0,0,0,0
Northampton,1,0,0,0,0,1,0,0
Northborough,1,1,0,0,0,0,0,0
Northbridge,3,3,0,0,0,0,0,0
Northfield,7,7,0,0,0,0,0,0
Northglenn,3,3,0,0,0,0,0,0
Northville,2,2,0,0,0,0,0,0
Northwood,1,1,0,0,0,0,0,0
Norwell,1,1,0,0,0,0,0,0
Norwich,4,4,0,0,0,0,0,0
Nottingham,1,1,0,0,0,0,0,0
Novato,1,1,0,0,0,0,0,0
Nyack,2,2,0,0,0,0,0,0
Nyssa,1,1,0,0,0,0,0,0
Oak Grove,1,1,0,0,0,0,0,0
Oak Hill,1,1,0,0,0,0,0,0
Oakland,2,2,0,0,0,0,0,0
Oakley,2,2,0,0,0,0,0,0
Oakmont,2,2,0,0,0,0,0,0
Oakridge,2,2,0,0,0,0,0,0
Oakwood,1,1,0,0,0,0,0,0
Ocean Shores,2,2,0,0,0,0,0,0
Ocean View,2,2,0,0,0,0,0,0
Oceana,1,0,0,0,0,1,0,0
Oceanport,1,1,0,0,0,0,0,0
Oconomowoc,5,5,0,0,0,0,0,0
Oconto,3,3,0,0,0,0,0,0
Oconto Falls,2,2,0,0,0,0,0,0
Odessa,1,1,0,0,0,0,0,0
Oelwein,2,2,0,0,0,0,0,0
Ogallala,1,1,0,0,0,0,0,0
Ogdensburg,1,1,0,0,0,0,0,0
Okemah,1,1,0,0,0,0,0,0
Okmulgee,2,2,0,0,0,0,0,0
Oliver Springs,1,1,0,0,0,0,0,0
Olmsted,2,2,0,0,0,0,0,0
Omak,2,2,0,0,0,0,0,0
Omro,1,1,0,0,0,0,0,0
Oneida,6,5,0,0,0,1,0,0
Oneonta,2,1,0,0,0,1,0,0
Onida,1,1,0,0,0,0,0,0
Onondaga,2,2,0,0,0,0,0,0
Oradell,3,3,0,0,0,0,0,0
Orange,5,3,0,2,0,0,0,0
Orange Park,1,1,0,0,0,0,0,0
Orangeburg,5,5,0,0,0,0,0,0
Orinda,3,3,0,0,0,0,0,0
Orion charter,3,3,0,0,0,0,0,0
Orland,3,3,0,0,0,0,0,0
Oro Valley,1,1,0,0,0,0,0,0
Orofino,1,1,0,0,0,0,0,0
Orono,3,3,0,0,0,0,0,0
Oroville,3,3,0,0,0,0,0,0
Orrington,1,1,0,0,0,0,0,0
Osage,1,0,0,0,0,1,0,0
Osage Beach,1,1,0,0,0,0,0,0
Osage City,2,2,0,0,0,0,0,0
Osceola,3,3,0,0,0,0,0,0
Ossipee,1,1,0,0,0,0,0,0
Othello,2,2,0,0,0,0,0,0
Ottawa,3,3,0,0,0,0,0,0
Overland,3,3,0,0,0,0,0,0
Oxford,4,4,0,0,0,0,0,0
Oxnard,4,4,0,0,0,0,0,0
Ozark,2,2,0,0,0,0,0,0
Pacific,5,5,0,0,0,0,0,0
Page,3,3,0,0,0,0,0,0
Pahokee,1,1,0,0,0,0,0,0
Painesville,1,1,0,0,0,0,0,0
Palestine,3,3,0,0,0,0,0,0
Palm Beach,1,1,0,0,0,0,0,0
Palmerton,2,2,0,0,0,0,0,0
Palmview,1,1,0,0,0,0,0,0
Palos,1,1,0,0,0,0,0,0
Pampa,1,1,0,0,0,0,0,0
Panguitch,2,2,0,0,0,0,0,0
Paradise Valley,1,1,0,0,0,0,0,0
Paris,9,8,0,0,0,1,0,0
Park City,1,1,0,0,0,0,0,0
Park Rapids,1,1,0,0,0,0,0,0
Park Ridge,2,2,0,0,0,0,0,0
Park River,2,2,0,0,0,0,0,0
Parker,1,1,0,0,0,0,0,0
Parkston,3,2,0,0,0,1,0,0
Parowan,2,2,0,0,0,0,0,0
Parsons,3,2,0,0,0,1,0,0
Pass Christian,2,2,0,0,0,0,0,0
Patagonia,2,2,0,0,0,0,0,0
Patterson,2,2,0,0,0,0,0,0
Paulsboro,1,1,0,0,0,0,0,0
Payette,1,1,0,0,0,0,0,0
Payson,1,1,0,0,0,0,0,0
Pea Ridge,1,1,0,0,0,0,0,0
Pearl River,2,2,0,0,0,0,0,0
Peculiar,1,1,0,0,0,0,0,0
Pelham,3,3,0,0,0,0,0,0
Pell City,3,2,0,0,0,1,0,0
Pembina,1,0,1,0,0,0,0,0
Pender,1,1,0,0,0,0,0,0
Perry,9,9,0,0,0,0,0,0
Perrysburg,1,1,0,0,0,0,0,0
Perryville,2,2,0,0,0,0,0,0
Peru,3,3,0,0,0,0,0,0
Peshtigo,2,2,0,0,0,0,0,0
Petersburg,2,2,0,0,0,0,0,0
Petoskey,2,2,0,0,0,0,0,0
Philip,2,2,0,0,0,0,0,0
Philipsburg,5,1,0,0,0,4,0,0
Phoenix,5,5,0,0,0,0,0,0
Pickens,1,1,0,0,0,0,0,0
Pierce,4,4,0,0,0,0,0,0
Pigeon Forge,3,3,0,0,0,0,0,0
Pike,3,2,0,0,1,0,0,0
Piketon,1,1,0,0,0,0,0,0
Pilot Station,1,1,0,0,0,0,0,0
Pima,2,2,0,0,0,0,0,0
Pine City,2,2,0,0,0,0,0,0
Pine Haven,1,0,0,0,0,1,0,0
Pine Island,1,1,0,0,0,0,0,0
Pinetop-Lakeside,1,1,0,0,0,0,0,0
Pineville,2,2,0,0,0,0,0,0
Pinole,4,4,0,0,0,0,0,0
Pipestone,1,1,0,0,0,0,0,0
Pittsfield,1,1,0,0,0,0,0,0
Pittsford,3,3,0,0,0,0,0,0
Pittston,2,2,0,0,0,0,0,0
Pittsville,1,1,0,0,0,0,0,0
Placerville,2,2,0,0,0,0,0,0
Plain City,2,2,0,0,0,0,0,0
Plainfield,2,1,0,0,0,1,0,0
Plainview,7,7,0,0,0,0,0,0
Plainville,2,2,0,0,0,0,0,0
Plankinton,2,2,0,0,0,0,0,0
Plano,1,1,0,0,0,0,0,0
Plaquemine,1,1,0,0,0,0,0,0
Platte City,2,2,0,0,0,0,0,0
Plattsmouth,3,3,0,0,0,0,0,0
Pleasant Grove,2,2,0,0,0,0,0,0
Pleasant Hill,1,1,0,0,0,0,0,0
Pleasant View,2,2,0,0,0,0,0,0
Plumstead,1,1,0,0,0,0,0,0
Plymouth,9,9,0,0,0,0,0,0
Plymouth charter,2,2,0,0,0,0,0,0
Pocola,2,2,0,0,0,0,0,0
Pocomoke City,1,1,0,0,0,0,0,0
Point Hope,1,1,0,0,0,0,0,0
Poland,3,3,0,0,0,0,0,0
Polk,1,1,0,0,0,0,0,0
Polk City,2,2,0,0,0,0,0,0
Pompton Lakes,1,1,0,0,0,0,0,0
Ponca City,2,2,0,0,0,0,0,0
Ponchatoula,3,3,0,0,0,0,0,0
Ponderay,2,2,0,0,0,0,0,0
Pontiac,2,2,0,0,0,0,0,0
Pooler,1,0,0,0,0,1,0,0
Poolesville,1,1,0,0,0,0,0,0
Poplar Bluff,2,2,0,0,0,0,0,0
Poquoson,1,1,0,0,0,0,0,0
Port Barre,5,5,0,0,0,0,0,0
Port Deposit,1,1,0,0,0,0,0,0
Port Jefferson,1,1,0,0,0,0,0,0
Port Jervis,4,4,0,0,0,0,0,0
Port Neches,2,2,0,0,0,0,0,0
Port Orford,2,2,0,0,0,0,0,0
Port Wentworth,2,2,0,0,0,0,0,0
Portage,1,0,0,0,0,1,0,0
Portland,5,4,0,0,0,1,0,0
Post Falls,2,2,0,0,0,0,0,0
Potsdam,2,1,0,0,0,1,0,0
Poultney,4,4,0,0,0,0,0,0
Powder Springs,3,3,0,0,0,0,0,0
Pownal,1,1,0,0,0,0,0,0
Prairie,1,1,0,0,0,0,0,0
Prairie du Chien,3,3,0,0,0,0,0,0
Pratt,1,1,0,0,0,0,0,0
Prescott,2,2,0,0,0,0,0,0
Preston,3,3,0,0,0,0,0,0
Prichard,1,0,0,0,0,1,0,0
Princeton,5,2,0,0,0,3,0,0
Prospect,1,1,0,0,0,0,0,0
Prospect Heights,2,2,0,0,0,0,0,0
Pulaski,2,2,0,0,0,0,0,0
Punxsutawney,1,0,0,0,0,1,0,0
Purcell,2,2,0,0,0,0,0,0
Purcellville,2,2,0,0,0,0,0,0
Quartzsite,1,1,0,0,0,0,0,0
Queenstown,2,2,0,0,0,0,0,0
Quincy,1,1,0,0,0,0,0,0
Quinhagak,1,1,0,0,0,0,0,0
Quitman,1,1,0,0,0,0,0,0
Racine,1,1,0,0,0,0,0,0
Radcliff,2,2,0,0,0,0,0,0
Radford,1,1,0,0,0,0,0,0
Rainier,1,1,0,0,0,0,0,0
Rainsville,4,4,0,0,0,0,0,0
Ramsey,1,1,0,0,0,0,0,0
Ranchester,2,2,0,0,0,0,0,0
Randolph,2,2,0,0,0,0,0,0
Raton,2,2,0,0,0,0,0,0
Raymond,1,1,0,0,0,0,0,0
Raynham,1,1,0,0,0,0,0,0
Red Lion,2,2,0,0,0,0,0,0
Red Oak,2,2,0,0,0,0,0,0
Redding,3,3,0,0,0,0,0,0
Redfield,2,2,0,0,0,0,0,0
Redwood Falls,2,2,0,0,0,0,0,0
Rehoboth,1,1,0,0,0,0,0,0
Rehoboth Beach,2,2,0,0,0,0,0,0
Reile's Acres,4,4,0,0,0,0,0,0
Rensselaer,4,4,0,0,0,0,0,0
Rice Lake,1,1,0,0,0,0,0,0
Rich,1,1,0,0,0,0,0,0
Richardton,4,3,0,0,0,1,0,0
Richland,3,3,0,0,0,0,0,0
Richland Center,2,2,0,0,0,0,0,0
Richmond,3,3,0,0,0,0,0,0
Richwood,4,4,0,0,0,0,0,0
Ridgefield,1,1,0,0,0,0,0,0
Ridgeland,2,2,0,0,0,0,0,0
Ridley,1,1,0,0,0,0,0,0
Ridley Park,2,1,0,0,0,1,0,0
Rifle,1,1,0,0,0,0,0,0
Rigby,1,1,0,0,0,0,0,0
Rindge,2,2,0,0,0,0,0,0
Rio Grande City,1,1,0,0,0,0,0,0
Ritzville,1,1,0,0,0,0,0,0
River Edge,1,1,0,0,0,0,0,0
River Heights,1,1,0,0,0,0,0,0
Roanoke,1,1,0,0,0,0,0,0
Roanoke Rapids,3,3,0,0,0,0,0,0
Robbinsdale,3,2,0,1,0,0,0,0
Roberts,1,1,0,0,0,0,0,0
Robertsdale,2,2,0,0,0,0,0,0
Robins,1,1,0,0,0,0,0,0
Robinson,1,1,0,0,0,0,0,0
Rochelle,2,2,0,0,0,0,0,0
Rochester,1,0,0,0,0,1,0,0
Rock Hall,1,1,0,0,0,0,0,0
Rock Island,1,1,0,0,0,0,0,0
Rock Rapids,1,1,0,0,0,0,0,0
Rock River,2,2,0,0,0,0,0,0
Rock Valley,1,0,0,0,0,1,0,0
Rockaway,2,2,0,0,0,0,0,0
Rockaway Beach,1,1,0,0,0,0,0,0
Rockford,2,2,0,0,0,0,0,0
Rockingham,1,1,0,0,0,0,0,0
Rocklin,2,2,0,0,0,0,0,0
Rockport,2,2,0,0,0,0,0,0
Rockton,3,3,0,0,0,0,0,0
Rockwood,1,1,0,0,0,0,0,0
Rogers,1,1,0,0,0,0,0,0
Rogersville,1,1,0,0,0,0,0,0
Rogue River,2,2,0,0,0,0,0,0
Rohnert Park,3,3,0,0,0,0,0,0
Rolesville,3,3,0,0,0,0,0,0
Rolla,2,2,0,0,0,0,0,0
Roscoe,2,2,0,0,0,0,0,0
Rosenberg,1,1,0,0,0,0,0,0
Roseville,1,1,0,0,0,0,0,0
Rothschild,2,2,0,0,0,0,0,0
Royal City,1,1,0,0,0,0,0,0
Royalton,2,2,0,0,0,0,0,0
Royse City,1,1,0,0,0,0,0,0
Ruidoso Downs,1,1,0,0,0,0,0,0
Rumford,2,2,0,0,0,0,0,0
Runnemede,2,2,0,0,0,0,0,0
Rupert,1,0,0,0,0,1,0,0
Russellville,1,1,0,0,0,0,0,0
Rutland,2,2,0,0,0,0,0,0
Rye,1,1,0,0,0,0,0,0
Saddle Brook,2,2,0,0,0,0,0,0
Saginaw,2,2,0,0,0,0,0,0
Salamanca,3,3,0,0,0,0,0,0
Salem,1,1,0,0,0,0,0,0
Saline,1,1,0,0,0,0,0,0
Salisbury,4,4,0,0,0,0,0,0
San Leandro,1,1,0,0,0,0,0,0
San Marino,3,3,0,0,0,0,0,0
San Ramon,1,1,0,0,0,0,0,0
San Ysidro,1,1,0,0,0,0,0,0
Sand Point,3,3,0,0,0,0,0,0
Sandpoint,2,2,0,0,0,0,0,0
Santa Maria,1,0,0,0,0,1,0,0
Santa Monica,1,1,0,0,0,0,0,0
Santee,1,1,0,0,0,0,0,0
Saranac Lake,2,2,0,0,0,0,0,0
Satsuma,3,3,0,0,0,0,0,0
Sauk Centre,3,3,0,0,0,0,0,0
Sauk City,3,3,0,0,0,0,0,0
Sauk Rapids,2,2,0,0,0,0,0,0
Savannah,1,1,0,0,0,0,0,0
Sayre,1,1,0,0,0,0,0,0
Scarborough,1,1,0,0,0,0,0,0
Schererville,2,2,0,0,0,0,0,0
Scio,1,1,0,0,0,0,0,0
Scioto,4,4,0,0,0,0,0,0
Scituate,1,1,0,0,0,0,0,0
Scotia,1,1,0,0,0,0,0,0
Scott,1,1,0,0,0,0,0,0
Scottsboro,1,1,0,0,0,0,0,0
Seabrook,1,0,0,0,0,1,0,0
Searcy,5,5,0,0,0,0,0,0
Seat Pleasant,2,2,0,0,0,0,0,0
Sebastopol,5,5,0,0,0,0,0,0
Selinsgrove,2,2,0,0,0,0,0,0
Selma,4,4,0,0,0,0,0,0
Selmer,3,3,0,0,0,0,0,0
Seneca,4,4,0,0,0,0,0,0
Sergeant Bluff,1,1,0,0,0,0,0,0
Sevierville,1,1,0,0,0,0,0,0
Seville,1,1,0,0,0,0,0,0
Seward,1,1,0,0,0,0,0,0
Seymour,8,8,0,0,0,0,0,0
Shady Cove,1,1,0,0,0,0,0,0
Shaftsbury,1,1,0,0,0,0,0,0
Shakopee,1,1,0,0,0,0,0,0
Shannon Hills,2,0,0,0,0,2,0,0
Sharon,1,1,0,0,0,0,0,0
Sharon Hill,1,1,0,0,0,0,0,0
Sharpsburg,1,1,0,0,0,0,0,0
Sharptown,1,1,0,0,0,0,0,0
Shasta Lake,1,1,0,0,0,0,0,0
Sheboygan,2,2,0,0,0,0,0,0
Sheffield,1,1,0,0,0,0,0,0
Shelburne,1,1,0,0,0,0,0,0
Shelby,4,4,0,0,0,0,0,0
Shelbyville,2,2,0,0,0,0,0,0
Sheldon,1,1,0,0,0,0,0,0
Shelley,1,1,0,0,0,0,0,0
Shelton,2,2,0,0,0,0,0,0
Shenandoah,3,3,0,0,0,0,0,0
Shepherdstown,1,1,0,0,0,0,0,0
Shepherdsville,2,2,0,0,0,0,0,0
Sheridan,3,1,0,0,0,2,0,0
Shinnston,3,3,0,0,0,0,0,0
Shippensburg,2,2,0,0,0,0,0,0
Shively,3,3,0,0,0,0,0,0
Shorewood,3,3,0,0,0,0,0,0
Shoshone,2,2,0,0,0,0,0,0
Shoshoni,2,2,0,0,0,0,0,0
Show Low,1,1,0,0,0,0,0,0
Sidney,2,2,0,0,0,0,0,0
Sierra Madre,3,3,0,0,0,0,0,0
Sierra Vista,1,1,0,0,0,0,0,0
Signal Mountain,1,1,0,0,0,0,0,0
Siloam Springs,1,1,0,0,0,0,0,0
Simpsonville,2,2,0,0,0,0,0,0
Simsbury,1,1,0,0,0,0,0,0
Sioux Center,2,2,0,0,0,0,0,0
Sisseton,1,1,0,0,0,0,0,0
Skiatook,1,1,0,0,0,0,0,0
Smithfield,4,4,0,0,0,0,0,0
Smithtown,1,1,0,0,0,0,0,0
Smithville,4,4,0,0,0,0,0,0
Snellville,2,2,0,0,0,0,0,0
Snohomish,1,1,0,0,0,0,0,0
Snowmass Village,2,2,0,0,0,0,0,0
Soap Lake,2,2,0,0,0,0,0,0
Soddy-Daisy,5,5,0,0,0,0,0,0
Solana Beach,3,3,0,0,0,0,0,0
Soldier,1,1,0,0,0,0,0,0
Solvay,1,1,0,0,0,0,0,0
Somers,3,3,0,0,0,0,0,0
Somerset,10,10,0,0,0,0,0,0
Somerton,3,3,0,0,0,0,0,0
Sonoma,2,2,0,0,0,0,0,0
Sonora,4,4,0,0,0,0,0,0
Souderton,1,1,0,0,0,0,0,0
South Amboy,1,1,0,0,0,0,0,0
South Berwick,2,2,0,0,0,0,0,0
South Bethany,3,3,0,0,0,0,0,0
South Burlington,1,1,0,0,0,0,0,0
South Congaree,2,2,0,0,0,0,0,0
South El Monte,1,1,0,0,0,0,0,0
South Hill,1,1,0,0,0,0,0,0
South Hutchinson,1,1,0,0,0,0,0,0
South Ogden,1,1,0,0,0,0,0,0
South Park,3,3,0,0,0,0,0,0
South Rock Island,1,1,0,0,0,0,0,0
South Weber,2,2,0,0,0,0,0,0
Southbury,2,2,0,0,0,0,0,0
Southern Pines,3,3,0,0,0,0,0,0
Southington,1,1,0,0,0,0,0,0
Southlake,3,3,0,0,0,0,0,0
Southside,3,3,0,0,0,0,0,0
Spanish Fort,1,1,0,0,0,0,0,0
Sparta,1,1,0,0,0,0,0,0
Spartanburg,2,2,0,0,0,0,0,0
Spencer,2,2,0,0,0,0,0,0
Spencerville,2,2,0,0,0,0,0,0
Spirit Lake,2,1,0,0,0,1,0,0
Spring Garden,2,2,0,0,0,0,0,0
Spring Hill,1,1,0,0,0,0,0,0
Spring Lake,1,1,0,0,0,0,0,0
Spring Lake Park,3,3,0,0,0,0,0,0
Springdale,2,2,0,0,0,0,0,0
Springerville,2,2,0,0,0,0,0,0
Springfield,6,6,0,0,0,0,0,0
Springfield charter,3,3,0,0,0,0,0,0
Springhill,2,2,0,0,0,0,0,0
St. Albans,2,2,0,0,0,0,0,0
St. Charles,2,2,0,0,0,0,0,0
St. Clair,2,2,0,0,0,0,0,0
St. Francis,2,2,0,0,0,0,0,0
St. Ignatius,2,0,0,0,0,2,0,0
St. James,3,3,0,0,0,0,0,0
St. John,2,2,0,0,0,0,0,0
St. Johns,1,1,0,0,0,0,0,0
St. Johnsbury,3,3,0,0,0,0,0,0
St. Louis,1,1,0,0,0,0,0,0
St. Martinville,1,1,0,0,0,0,0,0
St. Marys,1,1,0,0,0,0,0,0
St. Matthews,4,3,0,0,0,1,0,0
St. Michaels,1,1,0,0,0,0,0,0
St. Paul Park,1,1,0,0,0,0,0,0
St. Peter,4,4,0,0,0,0,0,0
Stafford,3,3,0,0,0,0,0,0
Stallings,3,3,0,0,0,0,0,0
Stanford,2,2,0,0,0,0,0,0
Stanley,1,1,0,0,0,0,0,0
Staples,1,1,0,0,0,0,0,0
Star City,1,1,0,0,0,0,0,0
Star Valley,3,3,0,0,0,0,0,0
Star Valley Ranch,1,1,0,0,0,0,0,0
Statesville,1,1,0,0,0,0,0,0
Steelton,1,1,0,0,0,0,0,0
Steger,3,3,0,0,0,0,0,0
Steilacoom,3,3,0,0,0,0,0,0
Stephenville,1,1,0,0,0,0,0,0
Sterling,3,3,0,0,0,0,0,0
Sterling Heights,1,1,0,0,0,0,0,0
Sterlington,2,2,0,0,0,0,0,0
Stevenson,3,3,0,0,0,0,0,0
Stilwell,2,2,0,0,0,0,0,0
Stockton,1,1,0,0,0,0,0,0
Stonecrest,2,2,0,0,0,0,0,0
Story City,3,3,0,0,0,0,0,0
Strafford,1,0,0,1,0,0,0,0
Stratford,2,2,0,0,0,0,0,0
Streamwood,1,0,0,0,0,1,0,0
Streator,2,2,0,0,0,0,0,0
Stroudsburg,2,2,0,0,0,0,0,0
Sturgis,2,2,0,0,0,0,0,0
Sudbury,2,2,0,0,0,0,0,0
Suffern,4,4,0,0,0,0,0,0
Sugar Hill,1,1,0,0,0,0,0,0
Sullivan,1,1,0,0,0,0,0,0
Sulphur,2,1,0,0,0,1,0,0
Sulphur Springs,4,2,0,0,0,2,0,0
Sumter,2,2,0,0,0,0,0,0
Sun Valley,1,1,0,0,0,0,0,0
Sundance,1,1,0,0,0,0,0,0
Superior,4,4,0,0,0,0,0,0
Surfside Beach,1,1,0,0,0,0,0,0
Surrey,1,1,0,0,0,0,0,0
Sutherland,3,2,0,0,0,1,0,0
Sutton,1,1,0,0,0,0,0,0
Suwanee,2,2,0,0,0,0,0,0
Swansea,1,1,0,0,0,0,0,0
Swanton,4,4,0,0,0,0,0,0
Swartz Creek,2,2,0,0,0,0,0,0
Sweetwater,2,2,0,0,0,0,0,0
Swissvale,1,1,0,0,0,0,0,0
Symmes,1,1,0,0,0,0,0,0
Syracuse,1,1,0,0,0,0,0,0
Tahlequah,2,2,0,0,0,0,0,0
Talladega,4,4,0,0,0,0,0,0
Tamaqua,3,3,0,0,0,0,0,0
Tampa,2,2,0,0,0,0,0,0
Tamworth,2,2,0,0,0,0,0,0
Tanana,1,1,0,0,0,0,0,0
Taos Ski Valley,2,2,0,0,0,0,0,0
Tappahannock,2,0,0,0,0,2,0,0
Tarrytown,2,2,0,0,0,0,0,0
Taylor,2,2,0,0,0,0,0,0
Taylor Mill,1,1,0,0,0,0,0,0
Taylorville,1,1,0,0,0,0,0,0
Tecumseh,3,2,0,0,0,1,0,0
Tega Cay,1,1,0,0,0,0,0,0
Tehachapi,2,2,0,0,0,0,0,0
Teller,1,1,0,0,0,0,0,0
Tenino,2,2,0,0,0,0,0,0
Tequesta,1,1,0,0,0,0,0,0
Terry,3,3,0,0,0,0,0,0
Teton,3,2,0,0,0,1,0,0
Thermopolis,3,3,0,0,0,0,0,0
Thief River Falls,1,1,0,0,0,0,0,0
Thomaston,1,1,0,0,0,0,0,0
Thomasville,3,3,0,0,0,0,0,0
Thornton,2,2,0,0,0,0,0,0
Three Forks,2,2,0,0,0,0,0,0
Tiburon,1,1,0,0,0,0,0,0
Tiffin,1,1,0,0,0,0,0,0
Tifton,2,2,0,0,0,0,0,0
Tijeras,2,2,0,0,0,0,0,0
Tilden,3,3,0,0,0,0,0,0
Tilton,1,1,0,0,0,0,0,0
Timber Lake,1,1,0,0,0,0,0,0
Timberville,2,2,0,0,0,0,0,0
Timnath,2,2,0,0,0,0,0,0
Tinley Park,1,1,0,0,0,0,0,0
Tioga,4,4,0,0,0,0,0,0
Tiverton,1,1,0,0,0,0,0,0
Togiak,2,2,0,0,0,0,0,0
Toksook Bay,1,1,0,0,0,0,0,0
Toledo,5,5,0,0,0,0,0,0
Tomahawk,1,1,0,0,0,0,0,0
Tomball,3,3,0,0,0,0,0,0
Toms River,1,1,0,0,0,0,0,0
Tontitown,1,1,0,0,0,0,0,0
Toppenish,1,1,0,0,0,0,0,0
Torrington,1,1,0,0,0,0,0,0
Towamencin,2,2,0,0,0,0,0,0
Townsend,5,3,0,0,0,2,0,0
Treasure Island,2,2,0,0,0,0,0,0
Tremonton,1,1,0,0,0,0,0,0
Trenton,4,4,0,0,0,0,0,0
Trinidad,3,3,0,0,0,0,0,0
Trophy Club,1,1,0,0,0,0,0,0
Troy,4,4,0,0,0,0,0,0
Trumbull,1,1,0,0,0,0,0,0
Tuckahoe,2,1,0,1,0,0,0,0
Tucson,1,1,0,0,0,0,0,0
Tucumcari,2,2,0,0,0,0,0,0
Tularosa,1,1,0,0,0,0,0,0
Turner,1,1,0,0,0,0,0,0
Turtle Lake,1,1,0,0,0,0,0,0
Tuttle,1,1,0,0,0,0,0,0
Twin Bridges,2,1,0,0,0,1,0,0
Twin Lakes,2,2,0,0,0,0,0,0
Twinsburg,6,6,0,0,0,0,0,0
Union,2,2,0,0,0,0,0,0
Unionville,1,1,0,0,0,0,0,0
University Park,2,2,0,0,0,0,0,0
Upper Chichester,1,1,0,0,0,0,0,0
Upper Gwynedd,1,1,0,0,0,0,0,0
Upper Providence,1,1,0,0,0,0,0,0
Upper Saucon,1,1,0,0,0,0,0,0
Upper St. Clair,1,1,0,0,0,0,0,0
Uvalde,4,4,0,0,0,0,0,0
Valdosta,1,1,0,0,0,0,0,0
Vale,2,2,0,0,0,0,0,0
Valier,2,2,0,0,0,0,0,0
Vallejo,1,1,0,0,0,0,0,0
Valley,1,1,0,0,0,0,0,0
Valley Springs,2,2,0,0,0,0,0,0
Van Buren charter,2,2,0,0,0,0,0,0
Vancouver,5,5,0,0,0,0,0,0
Velva,1,1,0,0,0,0,0,0
Ventnor City,1,1,0,0,0,0,0,0
Vernon,4,4,0,0,0,0,0,0
Verona,1,1,0,0,0,0,0,0
Versailles,4,4,0,0,0,0,0,0
Viborg,3,3,0,0,0,0,0,0
Victor,2,2,0,0,0,0,0,0
Vidalia,3,1,0,0,0,2,0,0
Vienna,1,1,0,0,0,0,0,0
Ville Platte,2,2,0,0,0,0,0,0
Vilonia,3,2,0,0,0,1,0,0
Vine Grove,3,3,0,0,0,0,0,0
Vineyard,1,1,0,0,0,0,0,0
Vinton,2,2,0,0,0,0,0,0
Virginia,3,3,0,0,0,0,0,0
Viroqua,2,2,0,0,0,0,0,0
Vivian,3,3,0,0,0,0,0,0
Wabash,1,1,0,0,0,0,0,0
Waco,1,1,0,0,0,0,0,0
Waconia,1,1,0,0,0,0,0,0
Wagner,1,1,0,0,0,0,0,0
Waite Park,1,1,0,0,0,0,0,0
Waldwick,1,1,0,0,0,0,0,0
Walhalla,1,1,0,0,0,0,0,0
Walker,2,2,0,0,0,0,0,0
Walkerville,1,1,0,0,0,0,0,0
Wallace,2,2,0,0,0,0,0,0
Walled Lake,3,3,0,0,0,0,0,0
Wallingford,1,1,0,0,0,0,0,0
Wallowa,2,2,0,0,0,0,0,0
Walterboro,1,1,0,0,0,0,0,0
Walton,2,2,0,0,0,0,0,0
Wamsutter,2,2,0,0,0,0,0,0
Wapato,2,2,0,0,0,0,0,0
Wappingers Falls,2,2,0,0,0,0,0,0
Warden,1,1,0,0,0,0,0,0
Wareham,1,1,0,0,0,0,0,0
Warr Acres,1,1,0,0,0,0,0,0
