aggressive_tier,caveat,claim_links,corroboration_status,direction,formula,magnitude,raw_values,relaxation_rule,result_id,semantic_outcome,source_basis,source_coordinates,source_count,source_ids,source_record_id,strict_eligibility,unit_type
rejected,direction-changing conflict remains excluded,,conflict_not_corroboration,unresolved,,,[],CONFLICT-X,AGGRES-5fe06ebcb2a9dc17eb07fd21,unresolved_rejected_from_math,X,"{""character_end"": """", ""character_start"": """", ""column"": ""2"", ""page"": """", ""row"": ""16"", ""table_id"": ""html_table_408""}",1,EXTSOURCE-fe6abb31cfb14ee7e9614818,XREVIEW-a2139ebc26c052a13faa37b0,unresolved_conflict,conflict
rejected,direction-changing conflict remains excluded,,conflict_not_corroboration,unresolved,,,[],CONFLICT-X,AGGRES-82c360ced0a390a6c89f060c,unresolved_rejected_from_math,122344,"{""character_end"": """", ""character_start"": """", ""column"": ""4"", ""page"": """", ""row"": ""4"", ""table_id"": ""html_table_1230""}",1,EXTSOURCE-94ded4c1c8d8aedd37e63d9b,XREVIEW-a63b992de5ebc1706776f651,unresolved_conflict,conflict
rejected,direction-changing conflict remains excluded,,conflict_not_corroboration,unresolved,,,[],CONFLICT-X,AGGRES-c36555274e39ecb6c470a355,unresolved_rejected_from_math,61115,"{""character_end"": """", ""character_start"": """", ""column"": ""5"", ""page"": """", ""row"": ""3"", ""table_id"": ""html_table_1066""}",1,EXTSOURCE-fc2b0a9e21ae1ca5022e6abb,XREVIEW-a6a898ce3478f277b88b74dd,unresolved_conflict,conflict
rejected,direction-changing conflict remains excluded,,conflict_not_corroboration,unresolved,,,[],CONFLICT-X,AGGRES-ee6bbafb5b7f3c118724ba21,unresolved_rejected_from_math,48124,"{""character_end"": """", ""character_start"": """", ""column"": ""4"", ""page"": """", ""row"": ""2"", ""table_id"": ""html_table_1210""}",1,EXTSOURCE-fc2b0a9e21ae1ca5022e6abb,XREVIEW-a7a5009c43b27264ccfd49b8,unresolved_conflict,conflict
rejected,direction-changing conflict remains excluded,,conflict_not_corroboration,unresolved,,,[],CONFLICT-X,AGGRES-7fe9012c68a29c41fcb346f4,unresolved_rejected_from_math,DAS-08-033,"{""character_end"": """", ""character_start"": """", ""column"": ""1"", ""page"": """", ""row"": ""591"", ""table_id"": ""html_table_1""}",1,EXTSOURCE-139e2c2febabe90bc334030f,XREVIEW-a8a654bb233a1d6077c60352,unresolved_conflict,conflict
rejected,direction-changing conflict remains excluded,,conflict_not_corroboration,unresolved,,,[],CONFLICT-X,AGGRES-ab8463887d7ed7855d3f19f3,unresolved_rejected_from_math,61787,"{""character_end"": """", ""character_start"": """", ""column"": ""5"", ""page"": """", ""row"": ""5"", ""table_id"": ""html_table_302""}",1,EXTSOURCE-9b301cbf2dc9009a9d0d1bc3,XREVIEW-a9235df070c890a0d7c86d29,unresolved_conflict,conflict
rejected,direction-changing conflict remains excluded,,conflict_not_corroboration,unresolved,,,[],CONFLICT-X,AGGRES-4fc1c7f0d799e41b311d8739,unresolved_rejected_from_math,138230,"{""character_end"": """", ""character_start"": """", ""column"": ""4"", ""page"": """", ""row"": ""8"", ""table_id"": ""html_table_930""}",1,EXTSOURCE-fe6abb31cfb14ee7e9614818,XREVIEW-ab8d0e99f00f27050f2d775a,unresolved_conflict,conflict
rejected,direction-changing conflict remains excluded,,conflict_not_corroboration,unresolved,,,[],CONFLICT-X,AGGRES-92354e1a00e6d39d6a745e5b,unresolved_rejected_from_math,76997,"{""character_end"": """", ""character_start"": """", ""column"": ""8"", ""page"": """", ""row"": ""2"", ""table_id"": ""html_table_270""}",1,EXTSOURCE-fc2b0a9e21ae1ca5022e6abb,XREVIEW-abeb5ab9caf9325e6c8c3f83,unresolved_conflict,conflict
rejected,direction-changing conflict remains excluded,,conflict_not_corroboration,unresolved,,,[],CONFLICT-X,AGGRES-7ba6807e78f26789aee8ace0,unresolved_rejected_from_math,67349,"{""character_end"": """", ""character_start"": """", ""column"": ""5"", ""page"": """", ""row"": ""4"", ""table_id"": ""html_table_558""}",1,EXTSOURCE-44ad17c14c1f1db2f5c2248d,XREVIEW-ad8774be6b9074e997ff5514,unresolved_conflict,conflict
rejected,direction-changing conflict remains excluded,,conflict_not_corroboration,unresolved,,,[],CONFLICT-X,AGGRES-8ce44bb03369d8c1ac1b3aab,unresolved_rejected_from_math,45210,"{""character_end"": """", ""character_start"": """", ""column"": ""3"", ""page"": """", ""row"": ""4"", ""table_id"": ""html_table_262""}",1,EXTSOURCE-fe6abb31cfb14ee7e9614818,XREVIEW-ae2604a9b24a8dc391983976,unresolved_conflict,conflict
rejected,direction-changing conflict remains excluded,,conflict_not_corroboration,unresolved,,,[],CONFLICT-X,AGGRES-46074b1a6af0cafb69ddcf18,unresolved_rejected_from_math,90483,"{""character_end"": """", ""character_start"": """", ""column"": ""8"", ""page"": """", ""row"": ""3"", ""table_id"": ""html_table_654""}",1,EXTSOURCE-9b301cbf2dc9009a9d0d1bc3,XREVIEW-ae452a3f3286a0f623eb320a,unresolved_conflict,conflict
rejected,direction-changing conflict remains excluded,,conflict_not_corroboration,unresolved,,,[],CONFLICT-X,AGGRES-f5934927bb1944b7a908a954,unresolved_rejected_from_math,72890,"{""character_end"": """", ""character_start"": """", ""column"": ""5"", ""page"": """", ""row"": ""10"", ""table_id"": ""html_table_1438""}",1,EXTSOURCE-9d68f7a197a1422459ffbad0,XREVIEW-b14572c1c4011dc38acdc738,unresolved_conflict,conflict
rejected,direction-changing conflict remains excluded,,conflict_not_corroboration,unresolved,,,[],CONFLICT-X,AGGRES-7bd75aa603002244c6f916d8,unresolved_rejected_from_math,82302,"{""character_end"": """", ""character_start"": """", ""column"": ""9"", ""page"": """", ""row"": ""4"", ""table_id"": ""html_table_1574""}",1,EXTSOURCE-fc2b0a9e21ae1ca5022e6abb,XREVIEW-b162300e37d06c03f0efe150,unresolved_conflict,conflict
rejected,direction-changing conflict remains excluded,,conflict_not_corroboration,unresolved,,,[],CONFLICT-X,AGGRES-00400b293404e66869106c5f,unresolved_rejected_from_math,86911,"{""character_end"": """", ""character_start"": """", ""column"": ""4"", ""page"": """", ""row"": ""4"", ""table_id"": ""html_table_586""}",1,EXTSOURCE-2b375b6626cfc22f53a63540,XREVIEW-b1c7fd4e5526cf9a5981f643,unresolved_conflict,conflict
rejected,direction-changing conflict remains excluded,,conflict_not_corroboration,unresolved,,,[],CONFLICT-X,AGGRES-51427d2317cf2ef07d7c0b30,unresolved_rejected_from_math,61160,"{""character_end"": """", ""character_start"": """", ""column"": ""7"", ""page"": """", ""row"": ""2"", ""table_id"": ""html_table_1550""}",1,EXTSOURCE-d18f3cfa7146b4081b1f4564,XREVIEW-b1f22c357d35c56bbfc38914,unresolved_conflict,conflict
rejected,direction-changing conflict remains excluded,,conflict_not_corroboration,unresolved,,,[],CONFLICT-X,AGGRES-8296d9a46c01e8388e800a92,unresolved_rejected_from_math,130901,"{""character_end"": """", ""character_start"": """", ""column"": ""11"", ""page"": """", ""row"": ""3"", ""table_id"": ""html_table_750""}",1,EXTSOURCE-2b375b6626cfc22f53a63540,XREVIEW-b205eb5d8f929126435cf4cf,unresolved_conflict,conflict
rejected,direction-changing conflict remains excluded,,conflict_not_corroboration,unresolved,,,[],CONFLICT-X,AGGRES-e0d527dc61d60387e4b4636f,unresolved_rejected_from_math,77913,"{""character_end"": """", ""character_start"": """", ""column"": ""3"", ""page"": """", ""row"": ""11"", ""table_id"": ""html_table_1050""}",1,EXTSOURCE-d18f3cfa7146b4081b1f4564,XREVIEW-b25f09ed58c1545ded248160,unresolved_conflict,conflict
rejected,direction-changing conflict remains excluded,,conflict_not_corroboration,unresolved,,,[],CONFLICT-X,AGGRES-e7f87efcf4ebd71def0d30f6,unresolved_rejected_from_math,91006,"{""character_end"": """", ""character_start"": """", ""column"": ""7"", ""page"": """", ""row"": ""12"", ""table_id"": ""html_table_1134""}",1,EXTSOURCE-9d68f7a197a1422459ffbad0,XREVIEW-b29b985f08a1d5a3616947f8,unresolved_conflict,conflict
rejected,direction-changing conflict remains excluded,,conflict_not_corroboration,unresolved,,,[],CONFLICT-X,AGGRES-696bffab495f647c64e71604,unresolved_rejected_from_math,106424,"{""character_end"": """", ""character_start"": """", ""column"": ""7"", ""page"": """", ""row"": ""3"", ""table_id"": ""html_table_386""}",1,EXTSOURCE-9d68f7a197a1422459ffbad0,XREVIEW-b29f0247d0ff2af3454683f7,unresolved_conflict,conflict
rejected,direction-changing conflict remains excluded,,conflict_not_corroboration,unresolved,,,[],CONFLICT-X,AGGRES-cdcf6230bed30cca34482174,unresolved_rejected_from_math,56295,"{""character_end"": """", ""character_start"": """", ""column"": ""6"", ""page"": """", ""row"": ""5"", ""table_id"": ""html_table_1114""}",1,EXTSOURCE-9d68f7a197a1422459ffbad0,XREVIEW-b402d7df5f3355c6acfb11ae,unresolved_conflict,conflict
rejected,direction-changing conflict remains excluded,,conflict_not_corroboration,unresolved,,,[],CONFLICT-X,AGGRES-2ea7f8291fed6a44c81f8934,unresolved_rejected_from_math,48719,"{""character_end"": """", ""character_start"": """", ""column"": ""5"", ""page"": """", ""row"": ""2"", ""table_id"": ""html_table_138""}",1,EXTSOURCE-9b301cbf2dc9009a9d0d1bc3,XREVIEW-b5240dbc2cb2492c8f24c934,unresolved_conflict,conflict
rejected,direction-changing conflict remains excluded,,conflict_not_corroboration,unresolved,,,[],CONFLICT-X,AGGRES-7a88f1f2f19c34f81dc3a54b,unresolved_rejected_from_math,64319,"{""character_end"": """", ""character_start"": """", ""column"": ""5"", ""page"": """", ""row"": ""2"", ""table_id"": ""html_table_358""}",1,EXTSOURCE-2b375b6626cfc22f53a63540,XREVIEW-b588c77e2464be8d528b8de8,unresolved_conflict,conflict
rejected,direction-changing conflict remains excluded,,conflict_not_corroboration,unresolved,,,[],CONFLICT-X,AGGRES-00995524b789ada089c54ca4,unresolved_rejected_from_math,81880,"{""character_end"": """", ""character_start"": """", ""column"": ""11"", ""page"": """", ""row"": ""4"", ""table_id"": ""html_table_794""}",1,EXTSOURCE-2b375b6626cfc22f53a63540,XREVIEW-b85c7120b8e05554b14229bb,unresolved_conflict,conflict
rejected,direction-changing conflict remains excluded,,conflict_not_corroboration,unresolved,,,[],CONFLICT-X,AGGRES-42543c37e363ef34e3b7f729,unresolved_rejected_from_math,76002,"{""character_end"": """", ""character_start"": """", ""column"": ""11"", ""page"": """", ""row"": ""2"", ""table_id"": ""html_table_962""}",1,EXTSOURCE-9b301cbf2dc9009a9d0d1bc3,XREVIEW-ba44475f9135a9f5066cea3c,unresolved_conflict,conflict
rejected,direction-changing conflict remains excluded,,conflict_not_corroboration,unresolved,,,[],CONFLICT-X,AGGRES-29fdc788e23ed76da9bd3858,unresolved_rejected_from_math,137639,"{""character_end"": """", ""character_start"": """", ""column"": ""9"", ""page"": """", ""row"": ""6"", ""table_id"": ""html_table_686""}",1,EXTSOURCE-94ded4c1c8d8aedd37e63d9b,XREVIEW-bcf063065070436522923a60,unresolved_conflict,conflict
rejected,direction-changing conflict remains excluded,,conflict_not_corroboration,unresolved,,,[],CONFLICT-X,AGGRES-21f3e1c4a5e683e1bc129305,unresolved_rejected_from_math,54154,"{""character_end"": """", ""character_start"": """", ""column"": ""2"", ""page"": """", ""row"": ""8"", ""table_id"": ""html_table_1426""}",1,EXTSOURCE-9b301cbf2dc9009a9d0d1bc3,XREVIEW-bcf06ed88fcdcc060b66889a,unresolved_conflict,conflict
rejected,direction-changing conflict remains excluded,,conflict_not_corroboration,unresolved,,,[],CONFLICT-X,AGGRES-cc71a065f1ef2f40d7427b39,unresolved_rejected_from_math,150144,"{""character_end"": """", ""character_start"": """", ""column"": ""2"", ""page"": """", ""row"": ""8"", ""table_id"": ""html_table_690""}",1,EXTSOURCE-a9f23fd03eb83ee93d70974a,XREVIEW-bf4c53eedabf14fd072c1461,unresolved_conflict,conflict
rejected,direction-changing conflict remains excluded,,conflict_not_corroboration,unresolved,,,[],CONFLICT-X,AGGRES-2729e51f1b9e133108c7727c,unresolved_rejected_from_math,166351,"{""character_end"": """", ""character_start"": """", ""column"": ""8"", ""page"": """", ""row"": ""8"", ""table_id"": ""html_table_758""}",1,EXTSOURCE-44ad17c14c1f1db2f5c2248d,XREVIEW-c19a6610772ddcf87efeb639,unresolved_conflict,conflict
rejected,direction-changing conflict remains excluded,,conflict_not_corroboration,unresolved,,,[],CONFLICT-X,AGGRES-0bdd373bab1821527215075d,unresolved_rejected_from_math,75628,"{""character_end"": """", ""character_start"": """", ""column"": ""9"", ""page"": """", ""row"": ""2"", ""table_id"": ""html_table_106""}",1,EXTSOURCE-fc2b0a9e21ae1ca5022e6abb,XREVIEW-c27363e4bb1504c77f8953b4,unresolved_conflict,conflict
rejected,direction-changing conflict remains excluded,,conflict_not_corroboration,unresolved,,,[],CONFLICT-X,AGGRES-6ef7a81797a65e6e1885044e,unresolved_rejected_from_math,77332,"{""character_end"": """", ""character_start"": """", ""column"": ""10"", ""page"": """", ""row"": ""2"", ""table_id"": ""html_table_110""}",1,EXTSOURCE-fc2b0a9e21ae1ca5022e6abb,XREVIEW-c3c17f44c4702ebf4b57d21c,unresolved_conflict,conflict
rejected,direction-changing conflict remains excluded,,conflict_not_corroboration,unresolved,,,[],CONFLICT-X,AGGRES-718b3f9c6b6cee850120ca2a,unresolved_rejected_from_math,131722,"{""character_end"": """", ""character_start"": """", ""column"": ""6"", ""page"": """", ""row"": ""4"", ""table_id"": ""html_table_734""}",1,EXTSOURCE-9d68f7a197a1422459ffbad0,XREVIEW-c668c60c272df0ef6ecfe120,unresolved_conflict,conflict
rejected,direction-changing conflict remains excluded,,conflict_not_corroboration,unresolved,,,[],CONFLICT-X,AGGRES-b1f42dc842ccacdd823d3052,unresolved_rejected_from_math,69077,"{""character_end"": """", ""character_start"": """", ""column"": ""7"", ""page"": """", ""row"": ""2"", ""table_id"": ""html_table_418""}",1,EXTSOURCE-44ad17c14c1f1db2f5c2248d,XREVIEW-ca9106b954888842fafbc401,unresolved_conflict,conflict
rejected,direction-changing conflict remains excluded,,conflict_not_corroboration,unresolved,,,[],CONFLICT-X,AGGRES-08a73118611b5db6d4ac91d0,unresolved_rejected_from_math,53869,"{""character_end"": """", ""character_start"": """", ""column"": ""8"", ""page"": """", ""row"": ""2"", ""table_id"": ""html_table_1798""}",1,EXTSOURCE-9d68f7a197a1422459ffbad0,XREVIEW-cac81662d35ec3a40f55a4b3,unresolved_conflict,conflict
rejected,direction-changing conflict remains excluded,,conflict_not_corroboration,unresolved,,,[],CONFLICT-X,AGGRES-9ce0fff2a5b3f1e689a66eb5,unresolved_rejected_from_math,158939,"{""character_end"": """", ""character_start"": """", ""column"": ""10"", ""page"": """", ""row"": ""6"", ""table_id"": ""html_table_642""}",1,EXTSOURCE-9b301cbf2dc9009a9d0d1bc3,XREVIEW-caf40b43e7c9100733890098,unresolved_conflict,conflict
rejected,direction-changing conflict remains excluded,,conflict_not_corroboration,unresolved,,,[],CONFLICT-X,AGGRES-286b50d57099447a51d4f984,unresolved_rejected_from_math,164525,"{""character_end"": """", ""character_start"": """", ""column"": ""2"", ""page"": """", ""row"": ""12"", ""table_id"": ""html_table_570""}",1,EXTSOURCE-94ded4c1c8d8aedd37e63d9b,XREVIEW-cb1173c69f4b6153a4149b9e,unresolved_conflict,conflict
rejected,direction-changing conflict remains excluded,,conflict_not_corroboration,unresolved,,,[],CONFLICT-X,AGGRES-c232ee61c99063f6863f6636,unresolved_rejected_from_math,67901,"{""character_end"": """", ""character_start"": """", ""column"": ""3"", ""page"": """", ""row"": ""9"", ""table_id"": ""html_table_1482""}",1,EXTSOURCE-d18f3cfa7146b4081b1f4564,XREVIEW-cb11f5d4f20d5da368f009a3,unresolved_conflict,conflict
rejected,direction-changing conflict remains excluded,,conflict_not_corroboration,unresolved,,,[],CONFLICT-X,AGGRES-f6126c1e45ea59349f8ea052,unresolved_rejected_from_math,182714,"{""character_end"": """", ""character_start"": """", ""column"": ""5"", ""page"": """", ""row"": ""12"", ""table_id"": ""html_table_702""}",1,EXTSOURCE-fc2b0a9e21ae1ca5022e6abb,XREVIEW-cbd598305ee9f89546310663,unresolved_conflict,conflict
rejected,direction-changing conflict remains excluded,,conflict_not_corroboration,unresolved,,,[],CONFLICT-X,AGGRES-2f1a02280a7260f9b5a17964,unresolved_rejected_from_math,"HARTFORD-EAST HARTFORD, CT-MA LOCALITY PAY AREA","{""character_end"": """", ""character_start"": """", ""column"": ""4"", ""page"": """", ""row"": ""26"", ""table_id"": ""html_table_484""}",1,EXTSOURCE-fc2b0a9e21ae1ca5022e6abb,XREVIEW-cde580a0c05095aa4322ccfd,unresolved_conflict,conflict
rejected,direction-changing conflict remains excluded,,conflict_not_corroboration,unresolved,,,[],CONFLICT-X,AGGRES-2a125d10a649f7479b5416e5,unresolved_rejected_from_math,94279,"{""character_end"": """", ""character_start"": """", ""column"": ""10"", ""page"": """", ""row"": ""6"", ""table_id"": ""html_table_1034""}",1,EXTSOURCE-fc2b0a9e21ae1ca5022e6abb,XREVIEW-ce9d7d42b806dd22aca3744c,unresolved_conflict,conflict
rejected,direction-changing conflict remains excluded,,conflict_not_corroboration,unresolved,,,[],CONFLICT-X,AGGRES-415c6eb8b1be09f970a84802,unresolved_rejected_from_math,58035,"{""character_end"": """", ""character_start"": """", ""column"": ""3"", ""page"": """", ""row"": ""2"", ""table_id"": ""html_table_1682""}",1,EXTSOURCE-9d68f7a197a1422459ffbad0,XREVIEW-cf584704c166ae28b86d4426,unresolved_conflict,conflict
rejected,direction-changing conflict remains excluded,,conflict_not_corroboration,unresolved,,,[],CONFLICT-X,AGGRES-ed05cd2b7e4d1deff364089f,unresolved_rejected_from_math,146865,"{""character_end"": """", ""character_start"": """", ""column"": ""2"", ""page"": """", ""row"": ""5"", ""table_id"": ""html_table_938""}",1,EXTSOURCE-94ded4c1c8d8aedd37e63d9b,XREVIEW-cf5d0ce804633f1302473be9,unresolved_conflict,conflict
rejected,direction-changing conflict remains excluded,,conflict_not_corroboration,unresolved,,,[],CONFLICT-X,AGGRES-c5a1b34e295e1bb083d754f7,unresolved_rejected_from_math,128492,"{""character_end"": """", ""character_start"": """", ""column"": ""9"", ""page"": """", ""row"": ""13"", ""table_id"": ""html_table_1278""}",1,EXTSOURCE-9d68f7a197a1422459ffbad0,XREVIEW-cf925ea30c0639dede2576ba,unresolved_conflict,conflict
rejected,direction-changing conflict remains excluded,,conflict_not_corroboration,unresolved,,,[],CONFLICT-X,AGGRES-e4abec92b27cc7e6cabb63bc,unresolved_rejected_from_math,76573,"{""character_end"": """", ""character_start"": """", ""column"": ""8"", ""page"": """", ""row"": ""5"", ""table_id"": ""html_table_542""}",1,EXTSOURCE-2b375b6626cfc22f53a63540,XREVIEW-d048e4877a5fe4728326ef3c,unresolved_conflict,conflict
rejected,direction-changing conflict remains excluded,,conflict_not_corroboration,unresolved,,,[],CONFLICT-X,AGGRES-2d72cdd4606a856a4830ef9a,unresolved_rejected_from_math,52071,"{""character_end"": """", ""character_start"": """", ""column"": ""5"", ""page"": """", ""row"": ""6"", ""table_id"": ""html_table_1254""}",1,EXTSOURCE-d18f3cfa7146b4081b1f4564,XREVIEW-d2316422356d9358990e36ce,unresolved_conflict,conflict
rejected,direction-changing conflict remains excluded,,conflict_not_corroboration,unresolved,,,[],CONFLICT-X,AGGRES-d44c4fb8e025451bfbfe52c4,unresolved_rejected_from_math,74423,"{""character_end"": """", ""character_start"": """", ""column"": ""5"", ""page"": """", ""row"": ""3"", ""table_id"": ""html_table_438""}",1,EXTSOURCE-94ded4c1c8d8aedd37e63d9b,XREVIEW-d514a92e52cf527c3194438a,unresolved_conflict,conflict
rejected,direction-changing conflict remains excluded,,conflict_not_corroboration,unresolved,,,[],CONFLICT-X,AGGRES-6a6177e1d38848f4021e1e36,unresolved_rejected_from_math,53899,"{""character_end"": """", ""character_start"": """", ""column"": ""5"", ""page"": """", ""row"": ""3"", ""table_id"": ""html_table_226""}",1,EXTSOURCE-a9f23fd03eb83ee93d70974a,XREVIEW-d75c25c55f8842ae8ee03e2f,unresolved_conflict,conflict
rejected,direction-changing conflict remains excluded,,conflict_not_corroboration,unresolved,,,[],CONFLICT-X,AGGRES-43c482c52d5609591c554183,unresolved_rejected_from_math,66810,"{""character_end"": """", ""character_start"": """", ""column"": ""2"", ""page"": """", ""row"": ""4"", ""table_id"": ""html_table_1270""}",1,EXTSOURCE-fc2b0a9e21ae1ca5022e6abb,XREVIEW-d82d43d8e1852e07f75a592a,unresolved_conflict,conflict
rejected,direction-changing conflict remains excluded,,conflict_not_corroboration,unresolved,,,[],CONFLICT-X,AGGRES-a366f928f0d39d3dcbea5d7b,unresolved_rejected_from_math,45233,"{""character_end"": """", ""character_start"": """", ""column"": ""8"", ""page"": """", ""row"": ""4"", ""table_id"": ""html_table_1254""}",1,EXTSOURCE-9b301cbf2dc9009a9d0d1bc3,XREVIEW-d9370f2dfbcdfd71dd1b16b2,unresolved_conflict,conflict
rejected,direction-changing conflict remains excluded,,conflict_not_corroboration,unresolved,,,[],CONFLICT-X,AGGRES-767042946abc24ef237b9fd8,unresolved_rejected_from_math,53422,"{""character_end"": """", ""character_start"": """", ""column"": ""7"", ""page"": """", ""row"": ""5"", ""table_id"": ""html_table_1202""}",1,EXTSOURCE-9b301cbf2dc9009a9d0d1bc3,XREVIEW-d98f50f6c2a88d6b8c0e5725,unresolved_conflict,conflict
rejected,direction-changing conflict remains excluded,,conflict_not_corroboration,unresolved,,,[],CONFLICT-X,AGGRES-86226129bfa9971bd3f4f4f2,unresolved_rejected_from_math,51638,"{""character_end"": """", ""character_start"": """", ""column"": ""2"", ""page"": """", ""row"": ""6"", ""table_id"": ""html_table_1218""}",1,EXTSOURCE-886430f45a89a0270fa56412,XREVIEW-db29c4124236f2bcc9712f94,unresolved_conflict,conflict
rejected,direction-changing conflict remains excluded,,conflict_not_corroboration,unresolved,,,[],CONFLICT-X,AGGRES-71197ccb4372629d8785138e,unresolved_rejected_from_math,71884,"{""character_end"": """", ""character_start"": """", ""column"": ""9"", ""page"": """", ""row"": ""8"", ""table_id"": ""html_table_1462""}",1,EXTSOURCE-9b301cbf2dc9009a9d0d1bc3,XREVIEW-dbb1d29844edde333625c2d4,unresolved_conflict,conflict
rejected,direction-changing conflict remains excluded,,conflict_not_corroboration,unresolved,,,[],CONFLICT-X,AGGRES-fbfd15fb91d48eb14486e6fb,unresolved_rejected_from_math,34611,"{""character_end"": """", ""character_start"": """", ""column"": ""5"", ""page"": """", ""row"": ""3"", ""table_id"": ""html_table_1426""}",1,EXTSOURCE-d18f3cfa7146b4081b1f4564,XREVIEW-df830639f61888a74910a778,unresolved_conflict,conflict
rejected,direction-changing conflict remains excluded,,conflict_not_corroboration,unresolved,,,[],CONFLICT-X,AGGRES-f2c0ff931acfb119e22df43a,unresolved_rejected_from_math,21.       Tanner O'Brien,"{""character_end"": """", ""character_start"": """", ""column"": ""2"", ""page"": """", ""row"": ""10"", ""table_id"": ""html_table_1""}",1,EXTSOURCE-bf9c2248c24570525157d02a,XREVIEW-df8f9ef9a56e737993324a29,unresolved_conflict,conflict
rejected,direction-changing conflict remains excluded,,conflict_not_corroboration,unresolved,,,[],CONFLICT-X,AGGRES-7d7d9144d916520be4e0291b,unresolved_rejected_from_math,117242,"{""character_end"": """", ""character_start"": """", ""column"": ""7"", ""page"": """", ""row"": ""6"", ""table_id"": ""html_table_1130""}",1,EXTSOURCE-fc2b0a9e21ae1ca5022e6abb,XREVIEW-e168fb474e672bfdc17958c7,unresolved_conflict,conflict
rejected,direction-changing conflict remains excluded,,conflict_not_corroboration,unresolved,,,[],CONFLICT-X,AGGRES-49ce56f11cebddebffc8ec9a,unresolved_rejected_from_math,45246,"{""character_end"": """", ""character_start"": """", ""column"": ""5"", ""page"": """", ""row"": ""4"", ""table_id"": ""html_table_1118""}",1,EXTSOURCE-9b301cbf2dc9009a9d0d1bc3,XREVIEW-e2620c0d1faa5c1d89dd4bea,unresolved_conflict,conflict
rejected,direction-changing conflict remains excluded,,conflict_not_corroboration,unresolved,,,[],CONFLICT-X,AGGRES-269380e4df46b8d168c75b2b,unresolved_rejected_from_math,56855,"{""character_end"": """", ""character_start"": """", ""column"": ""7"", ""page"": """", ""row"": ""7"", ""table_id"": ""html_table_1426""}",1,EXTSOURCE-9d68f7a197a1422459ffbad0,XREVIEW-e394483f33360e2f8af0b247,unresolved_conflict,conflict
rejected,direction-changing conflict remains excluded,,conflict_not_corroboration,unresolved,,,[],CONFLICT-X,AGGRES-723ac67dd12e2de369d96af4,unresolved_rejected_from_math,90656,"{""character_end"": """", ""character_start"": """", ""column"": ""5"", ""page"": """", ""row"": ""5"", ""table_id"": ""html_table_1674""}",1,EXTSOURCE-d18f3cfa7146b4081b1f4564,XREVIEW-e4343508ad5b4f6209d1874c,unresolved_conflict,conflict
rejected,direction-changing conflict remains excluded,,conflict_not_corroboration,unresolved,,,[],CONFLICT-X,AGGRES-0410325b5b3051c102c50a2d,unresolved_rejected_from_math,80804,"{""character_end"": """", ""character_start"": """", ""column"": ""8"", ""page"": """", ""row"": ""4"", ""table_id"": ""html_table_1574""}",1,EXTSOURCE-d18f3cfa7146b4081b1f4564,XREVIEW-e641b4837af6267e8cb23ea4,unresolved_conflict,conflict
rejected,direction-changing conflict remains excluded,,conflict_not_corroboration,unresolved,,,[],CONFLICT-X,AGGRES-f5f105f94f420413d95ac967,unresolved_rejected_from_math,183342,"{""character_end"": """", ""character_start"": """", ""column"": ""6"", ""page"": """", ""row"": ""8"", ""table_id"": ""html_table_602""}",1,EXTSOURCE-9b301cbf2dc9009a9d0d1bc3,XREVIEW-e78fbd9eb12d8caa05a69079,unresolved_conflict,conflict
rejected,direction-changing conflict remains excluded,,conflict_not_corroboration,unresolved,,,[],CONFLICT-X,AGGRES-8b434a4b2cd5cc7bba4d33a5,unresolved_rejected_from_math,98578,"{""character_end"": """", ""character_start"": """", ""column"": ""4"", ""page"": """", ""row"": ""5"", ""table_id"": ""html_table_1654""}",1,EXTSOURCE-9b301cbf2dc9009a9d0d1bc3,XREVIEW-eb4a2fa4c69acf6a525107f4,unresolved_conflict,conflict
rejected,direction-changing conflict remains excluded,,conflict_not_corroboration,unresolved,,,[],CONFLICT-X,AGGRES-17e26c174b5c33c3870a64b8,unresolved_rejected_from_math,91600,"{""character_end"": """", ""character_start"": """", ""column"": ""10"", ""page"": """", ""row"": ""6"", ""table_id"": ""html_table_614""}",1,EXTSOURCE-886430f45a89a0270fa56412,XREVIEW-ede924236043d8f0eba29883,unresolved_conflict,conflict
rejected,direction-changing conflict remains excluded,,conflict_not_corroboration,unresolved,,,[],CONFLICT-X,AGGRES-ff63bab192e96219851a6f27,unresolved_rejected_from_math,3140,"{""character_end"": """", ""character_start"": """", ""column"": ""9"", ""page"": """", ""row"": ""11"", ""table_id"": ""html_table_86""}",1,EXTSOURCE-ed282969a152ee10ebcb9710,XREVIEW-ee2d9cabaefb8062ba3efddc,unresolved_conflict,conflict
rejected,direction-changing conflict remains excluded,,conflict_not_corroboration,unresolved,,,[],CONFLICT-X,AGGRES-372985c8cbb2501e65b542b1,unresolved_rejected_from_math,X,"{""character_end"": """", ""character_start"": """", ""column"": ""2"", ""page"": """", ""row"": ""31"", ""table_id"": ""html_table_460""}",1,EXTSOURCE-fc2b0a9e21ae1ca5022e6abb,XREVIEW-f2e35ca9c6f72179b4a2ca7f,unresolved_conflict,conflict
