selection_rank,extraction_case_id,document_identity_id,text_table_detection_id,pdf_readiness_id,source_review_id,candidate_queue_row_id,triage_id,verification_id,state,municipality,government_name,unit_type,candidate_source_type,contract_period_start,contract_period_end,content_artifact_path,content_hash,pdf_page_count,text_layer_status,wage_table_signal,extraction_pilot_priority,candidate_wage_pages,selection_score,selection_reason_codes,matched_group_id,matched_non_safety_selected,matched_non_safety_case_id,planned_lane,gate3_category,gate3_confidence,existing_rendered_page_count,selection_status,cumulative_cohort,requires_gabriel,seed_selection_rank,inventory_rows_for_content_hash,duplicate_hash_representative_rule,excluded_duplicate_detection_ids
474,cexrem_daade552635c67dbb4bb7c6b,doc_356a3f18202c988e73774fa1,ttd_b318a7fecbae07c4d4d57149,pr_ac7ee4d80141d8b7699234a3,sr_304f61dc00d7cd0e98238f7f,NSCQ-OH-20260720-0226,TRI-6a967084b18d9898ecf9,VER-0db0baa6b82b860f6065,OH,Chillicothe,CITY OF CHILLICOTHE,police,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0285_sr_304f61dc00d7cd0e98238f7f.pdf,f8c17c649443858798b642f44671ac3722fb022f4835fc617bb5ffa162f45d0f,67,present,possible,p2,"30,38,67",12.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|OUTSIDE_FROZEN_1000_HASHES|TARGETED_QA_ROUTING_V2|FINAL_READABLE_PARSE_TEXT_BATCH|MATCHED_NON_SAFETY_OPPORTUNITY,match_6920c70abffe02751c5d12e9,yes,cex1000_1624b029545f0542b6d7301b,quantitative,,,0,frozen_remaining_requires_api,remaining_parse_text_826_new,yes,,1,single_eligible_identity,
475,cexrem_e531e0518953f0f6ca9aad7e,doc_b967e84d7a3e59f83ff2913d,ttd_5f97f79496693872b6d1b9fd,pr_d378b370c54c295e574d5781,sr_5fd1e349f2d4c626986b2dfd,NSCQ-OH-20260720-0390,TRI-50680f40e5ddd73d8a4f,VER-5f405669fb377457e032,OH,Circleville,CITY OF CIRCLEVILLE,non_safety,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0335_sr_5fd1e349f2d4c626986b2dfd.pdf,a1b341bce0d7170fa29f3352cb930868911ff44d10b7de12ced5e8b985479e43,40,present,possible,p2,"14,21",12.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|OUTSIDE_FROZEN_1000_HASHES|TARGETED_QA_ROUTING_V2|FINAL_READABLE_PARSE_TEXT_BATCH|MATCHED_NON_SAFETY_OPPORTUNITY,match_75c50a2e3bc6d73509c4ce7b,yes,cexrem_e531e0518953f0f6ca9aad7e,mixed,,,0,frozen_remaining_requires_api,remaining_parse_text_826_new,yes,,1,single_eligible_identity,
476,cexrem_a945f6738e4478a632d5fa50,doc_f4aabd7d7b61eab598e1d7fd,ttd_01686f64cfffad1600edca91,pr_0fd3886632ba55d214a36b1e,sr_06dc172823f53d30a4534d56,NSCQ-OH-20260720-0387,TRI-bfc895dbb143bc3ab673,VER-7bd40e5aac2527f97727,OH,Circleville,CITY OF CIRCLEVILLE,police,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0357_sr_06dc172823f53d30a4534d56.pdf,ed60ee73291592489e9e3147aa591117535140f33c3584d8ab0d230151f28d3f,36,present,possible,p2,"13,17,36",12.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|OUTSIDE_FROZEN_1000_HASHES|TARGETED_QA_ROUTING_V2|FINAL_READABLE_PARSE_TEXT_BATCH|MATCHED_NON_SAFETY_OPPORTUNITY,match_75c50a2e3bc6d73509c4ce7b,yes,cexrem_e531e0518953f0f6ca9aad7e,mixed,,,0,frozen_remaining_requires_api,remaining_parse_text_826_new,yes,,1,single_eligible_identity,
477,cexrem_13e25e9be683bccc03fa834e,doc_4e0979fe7611caca1b91fc47,ttd_6d41f0bb9fcbc9df9e3987ab,pr_77da474c178e2c7f61c5adda,sr_ab5812877035bea426535537,NSCQ-OH-20260720-0671,TRI-1e257a499b7534cf1c5d,VER-0c7039a3ebdc5b4809ac,OH,Clyde,CITY OF CLYDE,non_safety,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0323_sr_ab5812877035bea426535537.pdf,68c3df898232d1bac42a85ad43c172f6a0496a584ec9bd2ec26b917fec1befd2,40,present,possible,p2,21,12.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|OUTSIDE_FROZEN_1000_HASHES|TARGETED_QA_ROUTING_V2|FINAL_READABLE_PARSE_TEXT_BATCH|MATCHED_NON_SAFETY_OPPORTUNITY,match_2898e28cd5212c01bfbfcf90,yes,cexrem_13e25e9be683bccc03fa834e,mixed,,,0,frozen_remaining_requires_api,remaining_parse_text_826_new,yes,,1,single_eligible_identity,
478,cexrem_68606c2c92ecf6fb8fc4ab37,doc_9c2f4a9309452184a34eb1f9,ttd_3c6529dd88c77ece74a90bd2,pr_9a14a194152a7b12d18c1b8b,sr_fe85173bdfc430cc9a2841b3,NSCQ-OH-20260720-0669,TRI-9f2de6016357622d5060,VER-32c172c8e75f9b017410,OH,Clyde,CITY OF CLYDE,police,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0341_sr_fe85173bdfc430cc9a2841b3.pdf,f77fcfe110dfd27d8bb0d58a4bbea4ed5f6da7fabe1e4f0528b3884f5b120cf0,39,present,possible,p2,"18,20",12.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|OUTSIDE_FROZEN_1000_HASHES|TARGETED_QA_ROUTING_V2|FINAL_READABLE_PARSE_TEXT_BATCH|MATCHED_NON_SAFETY_OPPORTUNITY,match_2898e28cd5212c01bfbfcf90,yes,cexrem_13e25e9be683bccc03fa834e,mixed,,,0,frozen_remaining_requires_api,remaining_parse_text_826_new,yes,,1,single_eligible_identity,
479,cexrem_6d92bb81815b543173d3961b,doc_375f18d2cc9ffcd26cc7a2ab,ttd_4739da660a3df6d4ccbe2caa,pr_f31a1fd23443df9be99f9005,sr_884224de3752895857901eac,NSCQ-OH-20260720-0670,TRI-1ed0113dfd51b35c7b73,VER-70c0b7ab402e383e986d,OH,Clyde,CITY OF CLYDE,police,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0362_sr_884224de3752895857901eac.pdf,3ea2f7c6470c0d79a0e6373cebeda9955e3409b32bb09c38f9993a09a882347a,34,present,possible,p2,"16,18",12.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|OUTSIDE_FROZEN_1000_HASHES|TARGETED_QA_ROUTING_V2|FINAL_READABLE_PARSE_TEXT_BATCH|MATCHED_NON_SAFETY_OPPORTUNITY,match_2898e28cd5212c01bfbfcf90,yes,cexrem_13e25e9be683bccc03fa834e,mixed,,,0,frozen_remaining_requires_api,remaining_parse_text_826_new,yes,,1,single_eligible_identity,
480,cexrem_02568b99a95ebceab2658c4b,doc_45c025a14e9a93a9d91e417d,ttd_14a6d2c254da594076317be7,pr_f924426d320c577f7a981f59,sr_9ed197b592fa138ec36915bc,NSCQ-OH-20260720-0811,TRI-5edfaa852e39fd3058d1,VER-889eb8bb0f712698b6c1,OH,Colerain,TOWNSHIP OF COLERAIN,fire,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0004_sr_9ed197b592fa138ec36915bc.pdf,d5b189a355483c94fb64912622d039e145683c07c78eacf605f98c969cd6e283,24,present,possible,p2,"6,9",12.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|OUTSIDE_FROZEN_1000_HASHES|TARGETED_QA_ROUTING_V2|FINAL_READABLE_PARSE_TEXT_BATCH,match_124e9a14ee66786c9911cb17,no,,mixed,,,0,frozen_remaining_requires_api,remaining_parse_text_826_new,yes,,1,single_eligible_identity,
481,cexrem_d9a1c3a645bb5c05b80c6fbb,doc_ba52f709eb8c31fc31e0c740,ttd_c87c88b5c685b98cfd94c122,pr_6ce69a0c895b5dd62a83a97f,sr_916ec267c7501a3e5cc65441,NSCQ-OH-20260720-0476,TRI-a0189542df30f054c9c6,VER-26046bd005a40129007f,OH,Conneaut,CITY OF CONNEAUT,fire,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0321_sr_916ec267c7501a3e5cc65441.pdf,2b43ded6485eddee5eedca126685024ed470d4d9d9d3d69746f59b12a2dcaea4,26,present,possible,p2,9,12.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|OUTSIDE_FROZEN_1000_HASHES|TARGETED_QA_ROUTING_V2|FINAL_READABLE_PARSE_TEXT_BATCH,match_35667cdfa4ad061f9d4be0d8,no,,mixed,,,0,frozen_remaining_requires_api,remaining_parse_text_826_new,yes,,1,single_eligible_identity,
482,cexrem_82a476b44cbfb9ca136f32cb,doc_c7ee5fe61efc273c4a099b62,ttd_f127143d885bd2a6fc3994dd,pr_e0fafa105807a7d2d6eca1a3,sr_ed2f9ad5afd91b7f1dc914fa,NSCQ-OH-20260720-0475,TRI-422a7e4c648bf170bb55,VER-d3c9901437af1831cd2c,OH,Conneaut,CITY OF CONNEAUT,fire,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0254_sr_ed2f9ad5afd91b7f1dc914fa.pdf,491fdc4a0703aae2966060f510a1a9ff1d251a47012bd8be5838a9d455206890,29,present,possible,p2,"17,28",12.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|OUTSIDE_FROZEN_1000_HASHES|TARGETED_QA_ROUTING_V2|FINAL_READABLE_PARSE_TEXT_BATCH,match_35667cdfa4ad061f9d4be0d8,no,,mixed,,,0,frozen_remaining_requires_api,remaining_parse_text_826_new,yes,,1,single_eligible_identity,
483,cexrem_84cb0eabd8a436c789e7a1c3,doc_6cf9e2464db1abc07643ba70,ttd_b9db81338e195af717c871c2,pr_2f60058e45fd788b5531f530,sr_ca337a39af3e5992ea8af87d,NSCQ-OH-20260720-0473,TRI-ce018ab68b31684944f4,VER-386e8c02a687acf2ce21,OH,Conneaut,CITY OF CONNEAUT,police,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0303_sr_ca337a39af3e5992ea8af87d.pdf,4b0e9d150d3e8b316efc20e76e4933ab4712cbae60bc677c019828ae503fa933,29,present,possible,p2,"2,4,13,15,17",12.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|OUTSIDE_FROZEN_1000_HASHES|TARGETED_QA_ROUTING_V2|FINAL_READABLE_PARSE_TEXT_BATCH,match_35667cdfa4ad061f9d4be0d8,no,,mixed,,,0,frozen_remaining_requires_api,remaining_parse_text_826_new,yes,,1,single_eligible_identity,
484,cexrem_2e6f281a888dac02d237e229,doc_e57dc28fa69db1f19deb3fcd,ttd_1986264dc71b63bbc27b613e,pr_ca93d586733a662e97f8860a,sr_b06e71a43850c55bbf67d813,NSCQ-OH-20260720-0506,TRI-dec5d778ab52c55fe129,VER-e311f03315016e81a73b,OH,Coshocton,CITY OF COSHOCTON,non_safety,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0327_sr_b06e71a43850c55bbf67d813.pdf,82fc4065b75e9a2f9e8955ec751ba68a1e2f8f8806ab2721fd8b87a7762ec9c8,62,present,likely,p1,"15,21,28,32,61,62",30.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|OUTSIDE_FROZEN_1000_HASHES|TARGETED_QA_ROUTING_V2|FINAL_READABLE_PARSE_TEXT_BATCH|LIKELY_P1_PRIORITY|MATCHED_NON_SAFETY_OPPORTUNITY,match_b313232df1474006f713ce35,yes,cexrem_2e6f281a888dac02d237e229,mixed,,,0,frozen_remaining_requires_api,remaining_parse_text_826_new,yes,,1,single_eligible_identity,
485,cexrem_123b299c89c4b0cf104b3e26,doc_2f9bf69d04af4d89e650a404,ttd_917ced1afcf1b313c9d64e6a,pr_41c08c2e2fa426cb456f92bf,sr_c02f1099381ba811379539dd,NSCQ-OH-20260720-0065,TRI-b2cc488882ca62b04af3,VER-d8e72c97c696922ff1a3,OH,Cuyahoga Falls,CITY OF CUYAHOGA FALLS,non_safety,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0274_sr_c02f1099381ba811379539dd.pdf,306607dbfd5600b89f8fe6caec79f7d92995b4a54f784bde8d8eacd47ef6e4cc,71,present,possible,p2,40,12.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|OUTSIDE_FROZEN_1000_HASHES|TARGETED_QA_ROUTING_V2|FINAL_READABLE_PARSE_TEXT_BATCH|MATCHED_NON_SAFETY_OPPORTUNITY,match_a8169445ef22060d6af10b15,yes,cexrem_123b299c89c4b0cf104b3e26,mixed,,,0,frozen_remaining_requires_api,remaining_parse_text_826_new,yes,,1,single_eligible_identity,
486,cexrem_c415801ccef193d2f161a905,doc_d4512a1a4b549f337b590a5a,ttd_d69513226a752d5482619679,pr_3d59e634a2faf46fa54d7559,sr_bb37c111342c89ff55fb2fd3,NSCQ-OH-20260720-0064,TRI-c4e620a6dab0bc1372c6,VER-1ac6c914683d7110e6f2,OH,Cuyahoga Falls,CITY OF CUYAHOGA FALLS,police,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0289_sr_bb37c111342c89ff55fb2fd3.pdf,342366c09c43ed8d449faeabe89e898936edeb265347e8e6fb25f47ee847f415,48,present,likely,p1,25,30.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|OUTSIDE_FROZEN_1000_HASHES|TARGETED_QA_ROUTING_V2|FINAL_READABLE_PARSE_TEXT_BATCH|LIKELY_P1_PRIORITY|MATCHED_NON_SAFETY_OPPORTUNITY,match_a8169445ef22060d6af10b15,yes,cexrem_123b299c89c4b0cf104b3e26,mixed,,,0,frozen_remaining_requires_api,remaining_parse_text_826_new,yes,,1,single_eligible_identity,
487,cexrem_c092a7364bd2c1310fc3d258,doc_6298684abea25a13edc0ca14,ttd_4cf48593536f41ede7266682,pr_dc0d1f5295bfe9e2e84246a0,sr_a72cfe5b21a5d803d1596325,NSCQ-OH-20260720-0520,TRI-303891566dd9b9e383a1,VER-5b115e3446d37070f782,OH,Delphos,CITY OF DELPHOS,fire,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0141_sr_a72cfe5b21a5d803d1596325.pdf,2fa25e88b297700c64847bd4dad2e2f02545efe5ad37f3e4a253794e96625516,24,present,likely,p1,"4,6,9,13,14,23,24",30.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|OUTSIDE_FROZEN_1000_HASHES|TARGETED_QA_ROUTING_V2|FINAL_READABLE_PARSE_TEXT_BATCH|LIKELY_P1_PRIORITY,match_1a94fd56f7e1dacce3a18e47,no,,mixed,,,0,frozen_remaining_requires_api,remaining_parse_text_826_new,yes,,1,single_eligible_identity,
488,cexrem_f0b8827a2bf7455595ff76c3,doc_45004bd4d23fc3e5281c340d,ttd_4d00989356cfeb01985616bf,pr_a775a455c119750d4705d857,sr_0fb0cfcb3ef5fcc0f6295f5d,NSCQ-OH-20260720-0519,TRI-870bf9689af291a71388,VER-e8d1f4851851292728c2,OH,Delphos,CITY OF DELPHOS,police,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0204_sr_0fb0cfcb3ef5fcc0f6295f5d.pdf,5e0d3ca66a040b97de003c76a723b5d8d813a3bc391ba47b9683d13cc82b35cb,28,present,possible,p2,"2,7,15,16",12.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|OUTSIDE_FROZEN_1000_HASHES|TARGETED_QA_ROUTING_V2|FINAL_READABLE_PARSE_TEXT_BATCH,match_1a94fd56f7e1dacce3a18e47,no,,mixed,,,0,frozen_remaining_requires_api,remaining_parse_text_826_new,yes,,1,single_eligible_identity,
489,cexrem_7bdedf8819907c4e341175a9,doc_dad15c9ca20a4f91ad63c06a,ttd_81c942fb490428a30188bedc,pr_63c420bf36b65e7e973a61a2,sr_787ab65f2f8e79706333d085,NSCQ-OH-20260720-0017,TRI-29a76c53e8b66cc47595,VER-1a2a74efe41a2768f2e8,OH,Dublin,CITY OF DUBLIN,police,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0235_sr_787ab65f2f8e79706333d085.pdf,2357b9794c62871c051b724f5f5bdb88132468028ff84556b9db95aa8eb09bfb,70,present,likely,p1,"39,69",30.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|OUTSIDE_FROZEN_1000_HASHES|TARGETED_QA_ROUTING_V2|FINAL_READABLE_PARSE_TEXT_BATCH|LIKELY_P1_PRIORITY,match_32f8899730c6d99d98fd52d5,no,,mixed,,,0,frozen_remaining_requires_api,remaining_parse_text_826_new,yes,,1,single_eligible_identity,
490,cexrem_fc8870b6422654b67158d5d9,doc_aeed459a1ae6125cc3916f92,ttd_8d0b639afa773c2fe0868ece,pr_1c8bf57d48f4bfc34d817dab,sr_ad1333c5e97134188cfc235f,NSCQ-OH-20260720-0018,TRI-7321f1f00e2e0d7c9e4d,VER-ae4634eac75c89aa7736,OH,Dublin,CITY OF DUBLIN,police,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0012_sr_ad1333c5e97134188cfc235f.pdf,997c939397f6284024a753d32fa353c9ade79c2ca62a61699f9385c8254901cc,70,partial,likely,p1,"16,39",30.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|OUTSIDE_FROZEN_1000_HASHES|TARGETED_QA_ROUTING_V2|FINAL_READABLE_PARSE_TEXT_BATCH|LIKELY_P1_PRIORITY,match_32f8899730c6d99d98fd52d5,no,,mixed,,,0,frozen_remaining_requires_api,remaining_parse_text_826_new,yes,,1,single_eligible_identity,
491,cexrem_fe135a4ae9b8d32af68de75b,doc_83613436c883ba5cba31fb8c,ttd_0c280e2b8e44610a75a65f3f,pr_1fbf5700d7f2243bf6e411ae,sr_afebf5a9b041f4c30674f1cc,NSCQ-OH-20260720-0433,TRI-d8a0cf819cdc620501a8,VER-a331ac0c6a0f35836ec8,OH,East Cleveland,CITY OF EAST CLEVELAND,fire,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0305_sr_afebf5a9b041f4c30674f1cc.pdf,6043aa1ee25e2a5a307ca8aeb22223660fca9891cd4944d767b66780251d77c4,41,present,likely,p1,"2,5,10,21,23,40",30.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|OUTSIDE_FROZEN_1000_HASHES|TARGETED_QA_ROUTING_V2|FINAL_READABLE_PARSE_TEXT_BATCH|LIKELY_P1_PRIORITY,match_b7eed0853d92fad046224777,no,,mixed,,,0,frozen_remaining_requires_api,remaining_parse_text_826_new,yes,,1,single_eligible_identity,
492,cexrem_e1ee3c13a7377d4721b3b55e,doc_98f2241e305a0f14f9422f90,ttd_950bd298f933674a14afa117,pr_a0fec45cc43920f9c0c068e3,sr_5105280b9fb0411129ac225e,NSCQ-OH-20260720-0432,TRI-ef6d43c7efb44cb63281,VER-3a0b301a7331b1b8488a,OH,East Cleveland,CITY OF EAST CLEVELAND,police,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0345_sr_5105280b9fb0411129ac225e.pdf,fb221c6c85d713c62350405fd1d224bf6c5ac3c0c268c1566916724bfcb08bcc,44,present,likely,p1,"11,15,20,23,25,43",30.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|OUTSIDE_FROZEN_1000_HASHES|TARGETED_QA_ROUTING_V2|FINAL_READABLE_PARSE_TEXT_BATCH|LIKELY_P1_PRIORITY,match_b7eed0853d92fad046224777,no,,mixed,,,0,frozen_remaining_requires_api,remaining_parse_text_826_new,yes,,1,single_eligible_identity,
493,cexrem_84710558e18c4e93bc041529,doc_3ef0d81ac7e1fa5ee14b54d4,ttd_9fe0d754a26e784fb3729576,pr_2bc7cbe74f3b70d5adaec187,sr_2c3ee1f4aad5cb3f1c414762,NSCQ-OH-20260720-0743,TRI-ab9584b54ea258f3869b,VER-f688483a838d3f921848,OH,East Palestine,VILLAGE OF EAST PALESTINE,non_safety,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0327_sr_2c3ee1f4aad5cb3f1c414762.pdf,49b3eddb6990503077ff74c8b15f584dd102525ea7554a1b0acca835783a5c05,28,partial,possible,p2,"10,13,15,16",12.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|OUTSIDE_FROZEN_1000_HASHES|TARGETED_QA_ROUTING_V2|FINAL_READABLE_PARSE_TEXT_BATCH|MATCHED_NON_SAFETY_OPPORTUNITY,match_a64e678b4f90f6319389194b,yes,cexrem_84710558e18c4e93bc041529,mixed,,,0,frozen_remaining_requires_api,remaining_parse_text_826_new,yes,,1,single_eligible_identity,
494,cexrem_969f06b20528ed6c336692ae,doc_6a7ed4858768471ff61876b8,ttd_966416cd2f16ec9928414b71,pr_7d8aa67dfd5281fd408b494a,sr_6b5239f0827ba0c81e76d866,NSCQ-OH-20260720-0586,TRI-df7b3a6abbd4a240cd83,VER-a488bf56732ee54aa365,OH,Eaton,CITY OF EATON,police,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0343_sr_6b5239f0827ba0c81e76d866.pdf,624082fdf55ffa7a805b81b4fd1b49f7ed57d15a00b36673c186d1aeddbf67d2,39,present,possible,p2,"5,9,14,20",12.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|OUTSIDE_FROZEN_1000_HASHES|TARGETED_QA_ROUTING_V2|FINAL_READABLE_PARSE_TEXT_BATCH,match_2c78484dc7ae38ff87aac8ad,no,,mixed,,,0,frozen_remaining_requires_api,remaining_parse_text_826_new,yes,,1,single_eligible_identity,
495,cexrem_2067005b0651e755e1380415,doc_5e91c2d1d872e2354ecfc362,ttd_fb5bd126902f3cecde801023,pr_1ca3ab60cf855ba913497f8b,sr_20f03dc94545687720c26d3c,NSCQ-OH-20260720-0488,TRI-081c12951160de71cae2,VER-25534a171669d441395b,OH,Englewood,CITY OF ENGLEWOOD,fire,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0311_sr_20f03dc94545687720c26d3c.pdf,fa350d9b252eb52b5fe679dd4b919a558905787ed44c1e19e0e31dafb241abf6,27,present,possible,p2,4,12.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|OUTSIDE_FROZEN_1000_HASHES|TARGETED_QA_ROUTING_V2|FINAL_READABLE_PARSE_TEXT_BATCH,match_d5df3573de262226390c5fc6,no,,mixed,,,0,frozen_remaining_requires_api,remaining_parse_text_826_new,yes,,1,single_eligible_identity,
496,cexrem_9ff8c42f5f8018987f0e2e3f,doc_8685f35ef53ff06999ed2347,ttd_f254b615b232f145c1a43014,pr_1221e07ac83cd3c0c75d538f,sr_54ee972f4b400fce85616aaf,NSCQ-OH-20260720-0486,TRI-cd99961ec9d7fa92b823,VER-abf4ba11a215bc858644,OH,Englewood,CITY OF ENGLEWOOD,police,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0348_sr_54ee972f4b400fce85616aaf.pdf,af2a1baef5bc9cb0f1168cf4cb9d03cd1940204f95c8c40a35c0a28076fb08b2,21,present,likely,p1,"8,20,21",30.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|OUTSIDE_FROZEN_1000_HASHES|TARGETED_QA_ROUTING_V2|FINAL_READABLE_PARSE_TEXT_BATCH|LIKELY_P1_PRIORITY,match_d5df3573de262226390c5fc6,no,,mixed,,,0,frozen_remaining_requires_api,remaining_parse_text_826_new,yes,,1,single_eligible_identity,
497,cexrem_5bcff0b4f0ccead10bed3d13,doc_b911ebcbaaf07f510206df19,ttd_8604a8d359a18301c9c7dd10,pr_2faec410f81fa11ea5e29119,sr_04802df0114eb7973ccc97b0,NSCQ-OH-20260720-0057,TRI-1bf7516a15b853c3b3ce,VER-c88a54aa52b6f2ce9ead,OH,Euclid,CITY OF EUCLID,non_safety,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0337_sr_04802df0114eb7973ccc97b0.pdf,8000b5618b0ed69fcd47314ecf6b48afa507fef7e93ac1f3efa475c390f1c576,51,present,possible,p2,"2,23,29,51",12.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|OUTSIDE_FROZEN_1000_HASHES|TARGETED_QA_ROUTING_V2|FINAL_READABLE_PARSE_TEXT_BATCH|MATCHED_NON_SAFETY_OPPORTUNITY,match_c7d092e18b0c5c0b8a8cdd1c,yes,cexrem_ac7a59b6102aace6668fa219,mixed,,,0,frozen_remaining_requires_api,remaining_parse_text_826_new,yes,,1,single_eligible_identity,
498,cexrem_ac7a59b6102aace6668fa219,doc_f6690f7f8cd842db930cc140,ttd_a0cd4d165dc962205d1b9a91,pr_82c4b7a64fd428629febaefa,sr_f0a737fb7af8c8b58a1dcc9e,NSCQ-OH-20260720-0056,TRI-0afaba6f6665d08e2067,VER-be2ad1e4729037533bcb,OH,Euclid,CITY OF EUCLID,non_safety,cba,,,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0312_sr_f0a737fb7af8c8b58a1dcc9e.pdf,93279aafa8f00ad7e37b984ca15bf784d2ca969b655ad38c5121efdab449133b,40,present,possible,p2,"2,5,10,14",12.000,LOCAL_RETAINED_VERIFIED|TEXT_LAYER_READABLE|OUTSIDE_FROZEN_1000_HASHES|TARGETED_QA_ROUTING_V2|FINAL_READABLE_PARSE_TEXT_BATCH|MATCHED_NON_SAFETY_OPPORTUNITY,match_c7d092e18b0c5c0b8a8cdd1c,yes,cexrem_ac7a59b6102aace6668fa219,mixed,,,0,frozen_remaining_requires_api,remaining_parse_text_826_new,yes,,1,single_eligible_identity,
