span_id,rating_id,source_id,retained_source_id,municipality,state,region,source_family,source_title,source_locator,cba_non_cba_hint,evidence_category,exact_span_text,short_paraphrase,side_classification,rating_direction_bucket,evidence_quality_score,report_usability_bucket,line_offset,character_start_offset,character_end_offset,claim_boundary,audit_universe,bargaining_power_signal_strength,strike_or_no_strike_constraint_strength,primary_mechanism_subtype,mechanism_subtypes,wage_pressure_pathway,audit_disposition
B4X2500SPAN-20260730-e0ee565cb36920f6d0195336,B4X2500-RATING-20260730-373008137728bac540d363a3,B4X2500LIVE-20260729-005728,B4X2500SRD-20260730-56569eb3ea6ebb12606e,Brimfield,OH,Midwest,cba,Collective Bargaining Agreement (FOP-OLC) - Brimfield Township Police Department,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2022/22-MED-09-0929.pdf,cba_hint,bargaining_or_arbitration_context,Employer to participate through collective bargaining in the determination of the terms,"The passage references bargaining, impasse, factfinding, or arbitration context.",safety,not_applicable,2,pi_report_context_only,80,2671,2759,"documentary mechanism evidence only; no causal effect, wage-gap, national-prevalence, or representative-population claim",rated_bargaining_or_strike_positive,1,0,collective_bargaining,collective_bargaining,"bilateral negotiation can set base wages, non-base compensation, and implementation timing",documentary_context_only
B4X2500SPAN-20260730-ea9042a63ce10ad36f095406,B4X2500-RATING-20260730-e247335a3002952d75a769cc,B4X2500LIVE-20260729-005728,B4X2500SRD-20260730-56569eb3ea6ebb12606e,Brimfield,OH,Midwest,cba,Collective Bargaining Agreement (FOP-OLC) - Brimfield Township Police Department,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2022/22-MED-09-0929.pdf,cba_hint,bargaining_or_arbitration_context,provision of a collective bargaining agreement are subject to collective bargaining,"The passage references bargaining, impasse, factfinding, or arbitration context.",safety,neutral_or_general,2,pi_report_context_only,220,10370,10454,"documentary mechanism evidence only; no causal effect, wage-gap, national-prevalence, or representative-population claim",rated_bargaining_or_strike_positive,1,0,collective_bargaining,collective_bargaining,"bilateral negotiation can set base wages, non-base compensation, and implementation timing",documentary_context_only
B4X2500SPAN-20260730-f138bb3e1368548080e9fa73,B4X2500-RATING-20260730-d1cad737031b33e12723fcd6,B4X2500LIVE-20260729-005729,B4X2500SRD-20260730-128ef58eee97421e72a0,Brimfield,OH,Midwest,cba,Collective Bargaining Agreement (IAFF) - Brimfield Professional Fire Fighters Association,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2010/10-MED-11-1697.pdf,cba_hint,qualitative_mechanism,Article 10 No Strike/No Lockout Page 8,The passage describes a possible wage-setting or employment-rule mechanism for later review.,unclear,not_applicable,2,pi_report_context_only,29,519,558,"documentary mechanism evidence only; no causal effect, wage-gap, national-prevalence, or representative-population claim",rated_bargaining_or_strike_positive,0,1,strike_or_no_strike,strike_or_no_strike|collective_bargaining,"strike, no-strike, work-stoppage, or lockout rules shape bargaining leverage and constraints without identifying a wage direction",documentary_context_only
B4X2500SPAN-20260730-f81f23b6e5b31d752762c375,B4X2500-RATING-20260730-67fec3ee706dabce390ec871,B4X2500LIVE-20260729-005730,B4X2500SRD-20260730-82849dadfe0de9a53ebd,Brimfield,OH,Midwest,wage_schedule,Collective Bargaining Agreement - Brimfield Township (Teamsters Local 24),https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2023/23-MED-09-0784.pdf,non_cba_or_other_hint,qualitative_mechanism,"either directly or indirectly, in any strike, slowdown, walkout, .work stoppage or other concerted",The passage describes a possible wage-setting or employment-rule mechanism for later review.,non_safety,neutral_or_general,4,pi_report_core_finding_ready,220,10976,11075,"documentary mechanism evidence only; no causal effect, wage-gap, national-prevalence, or representative-population claim",rated_bargaining_or_strike_positive,0,4,strike_or_no_strike,strike_or_no_strike|collective_bargaining,"strike, no-strike, work-stoppage, or lockout rules shape bargaining leverage and constraints without identifying a wage direction",documentary_context_only
B4X2500SPAN-20260730-fccd30c611d1f32e4ffe573f,B4X2500-RATING-20260730-ec38cc72dec23a4dd063b853,B4X2500LIVE-20260729-005728,B4X2500SRD-20260730-56569eb3ea6ebb12606e,Brimfield,OH,Midwest,cba,Collective Bargaining Agreement (FOP-OLC) - Brimfield Township Police Department,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2022/22-MED-09-0929.pdf,cba_hint,bargaining_or_arbitration_context,"Agreement reached through collective bargaining which will have for its purpose, among","The passage references bargaining, impasse, factfinding, or arbitration context.",safety,not_applicable,4,pi_report_core_finding_ready,78,2496,2583,"documentary mechanism evidence only; no causal effect, wage-gap, national-prevalence, or representative-population claim",rated_bargaining_or_strike_positive,4,0,collective_bargaining,collective_bargaining,"bilateral negotiation can set base wages, non-base compensation, and implementation timing",documentary_context_only
B4X2500SPAN-20260730-82d39fa7835743c397b4688d,B4X2500-RATING-20260730-6a235c70089ca2ca467db81d,B4X2500LIVE-20260729-000784,B4X2500SRD-20260730-c2b04d504bbd911ecaf6,Brookfield,OH,Midwest,cba,Collective Bargaining Agreement (Brookfield Township Fire Department; IAFF Local 3443),https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2022/22-MED-08-0775.pdf,cba_hint,qualitative_mechanism,ARTICLE 41 - NO STRIKE:,The passage describes a possible wage-setting or employment-rule mechanism for later review.,safety,not_applicable,2,pi_report_context_only,895,52938,52962,"documentary mechanism evidence only; no causal effect, wage-gap, national-prevalence, or representative-population claim",rated_bargaining_or_strike_positive,0,1,strike_or_no_strike,strike_or_no_strike|collective_bargaining,"strike, no-strike, work-stoppage, or lockout rules shape bargaining leverage and constraints without identifying a wage direction",documentary_context_only
B4X2500SPAN-20260730-b366ce17c2b4c9860a070c3d,B4X2500-RATING-20260730-7d42b712ab361ac4d870b179,B4X2500LIVE-20260729-000783,B4X2500SRD-20260730-22453a74387cdde883e5,Brookfield,OH,Midwest,wage_schedule,"Agreement Between Patrol Officers, Senior Officers, Corporals, Sergeants, and Brookfield Township (Ohio Patrolmen's Benevolent Association)",https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2025/25-MED-09-1017.pdf,non_cba_or_other_hint,qualitative_mechanism,ARTICLE 8 NO STRIKE (Ref 4117.15 & 4117.16),The passage describes a possible wage-setting or employment-rule mechanism for later review.,safety,not_applicable,4,pi_report_core_finding_ready,293,16365,16409,"documentary mechanism evidence only; no causal effect, wage-gap, national-prevalence, or representative-population claim",rated_bargaining_or_strike_positive,0,4,strike_or_no_strike,strike_or_no_strike,"strike, no-strike, work-stoppage, or lockout rules shape bargaining leverage and constraints without identifying a wage direction",documentary_context_only
B4X2500SPAN-20260730-c5ddea5d3f8079dafc2d4f82,B4X2500-RATING-20260730-ae0c65007f68bbe74fff0c60,B4X2500LIVE-20260729-000783,B4X2500SRD-20260730-22453a74387cdde883e5,Brookfield,OH,Midwest,wage_schedule,"Agreement Between Patrol Officers, Senior Officers, Corporals, Sergeants, and Brookfield Township (Ohio Patrolmen's Benevolent Association)",https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2025/25-MED-09-1017.pdf,non_cba_or_other_hint,qualitative_mechanism,"or mass resignation, work stoppage, or other unlawful interference with normal",The passage describes a possible wage-setting or employment-rule mechanism for later review.,safety,not_applicable,2,pi_report_context_only,303,16946,17025,"documentary mechanism evidence only; no causal effect, wage-gap, national-prevalence, or representative-population claim",rated_bargaining_or_strike_positive,0,1,strike_or_no_strike,strike_or_no_strike,"strike, no-strike, work-stoppage, or lockout rules shape bargaining leverage and constraints without identifying a wage direction",documentary_context_only
B4X2500SPAN-20260730-f633dcce37323f7b46383b06,B4X2500-RATING-20260730-10238608326cdbdb20c55d7f,B4X2500LIVE-20260729-000784,B4X2500SRD-20260730-c2b04d504bbd911ecaf6,Brookfield,OH,Midwest,cba,Collective Bargaining Agreement (Brookfield Township Fire Department; IAFF Local 3443),https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2022/22-MED-08-0775.pdf,cba_hint,qualitative_mechanism,41 No Strike...........,The passage describes a possible wage-setting or employment-rule mechanism for later review.,safety,not_applicable,4,pi_report_core_finding_ready,66,4123,4146,"documentary mechanism evidence only; no causal effect, wage-gap, national-prevalence, or representative-population claim",rated_bargaining_or_strike_positive,0,4,strike_or_no_strike,strike_or_no_strike|collective_bargaining,"strike, no-strike, work-stoppage, or lockout rules shape bargaining leverage and constraints without identifying a wage direction",documentary_context_only
B4X2500SPAN-20260730-fc7148aeef9b993286e456c5,B4X2500-RATING-20260730-28f4aac8754b118ba7f667cf,B4X2500LIVE-20260729-000783,B4X2500SRD-20260730-22453a74387cdde883e5,Brookfield,OH,Midwest,wage_schedule,"Agreement Between Patrol Officers, Senior Officers, Corporals, Sergeants, and Brookfield Township (Ohio Patrolmen's Benevolent Association)",https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2025/25-MED-09-1017.pdf,non_cba_or_other_hint,qualitative_mechanism,Article 8 - No Strike..............,The passage describes a possible wage-setting or employment-rule mechanism for later review.,safety,not_applicable,4,pi_report_core_finding_ready,18,872,907,"documentary mechanism evidence only; no causal effect, wage-gap, national-prevalence, or representative-population claim",rated_bargaining_or_strike_positive,0,4,strike_or_no_strike,strike_or_no_strike,"strike, no-strike, work-stoppage, or lockout rules shape bargaining leverage and constraints without identifying a wage direction",documentary_context_only
B4X2500SPAN-20260730-0d6f248187982bb433ef4778,B4X2500-RATING-20260730-24f94683aebffacf32f34b8e,B4X2500LIVE-20260729-005735,B4X2500SRD-20260730-35830fe914084d773d8b,Brunswick Hills,OH,Midwest,cba,Brunswick Hills Township — Teamsters Local Union No. 52 — 2024-2026 Service Workers — Collective Bargaining Agreement (Executed / filed as contract submission),https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2023/23-CON-03-3126.pdf,cba_hint,qualitative_mechanism,ARTICLE 10 NO STRIKE,The passage describes a possible wage-setting or employment-rule mechanism for later review.,non_safety,not_applicable,2,pi_report_context_only,332,24184,24205,"documentary mechanism evidence only; no causal effect, wage-gap, national-prevalence, or representative-population claim",rated_bargaining_or_strike_positive,0,1,strike_or_no_strike,strike_or_no_strike|collective_bargaining,"strike, no-strike, work-stoppage, or lockout rules shape bargaining leverage and constraints without identifying a wage direction",documentary_context_only
B4X2500SPAN-20260730-1209887faa551cf9c1baff28,B4X2500-RATING-20260730-b476612204eecc4967c410f4,B4X2500LIVE-20260729-005734,B4X2500SRD-20260730-f0353ad0aab53d9c7888,Brunswick Hills,OH,Midwest,cba,Brunswick Hills Township & FOP Lodge 15 — 2024-2026 Patrol Officers / Sergeants — Collective Bargaining Agreement (CBA FINAL),https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2023/23-MED-10-0945.pdf,cba_hint,qualitative_mechanism,13 ARTICLE 11 NO STRIKE ..........................................................................................................,The passage describes a possible wage-setting or employment-rule mechanism for later review.,safety,not_applicable,2,pi_report_context_only,65,2082,2212,"documentary mechanism evidence only; no causal effect, wage-gap, national-prevalence, or representative-population claim",rated_bargaining_or_strike_positive,0,1,strike_or_no_strike,strike_or_no_strike|collective_bargaining,"strike, no-strike, work-stoppage, or lockout rules shape bargaining leverage and constraints without identifying a wage direction",documentary_context_only
B4X2500SPAN-20260730-4c4b66aa2846b0145332eb4b,B4X2500-RATING-20260730-f4b5eaa5273ad7b27bd73053,B4X2500LIVE-20260729-005734,B4X2500SRD-20260730-f0353ad0aab53d9c7888,Brunswick Hills,OH,Midwest,cba,Brunswick Hills Township & FOP Lodge 15 — 2024-2026 Patrol Officers / Sergeants — Collective Bargaining Agreement (CBA FINAL),https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2023/23-MED-10-0945.pdf,cba_hint,qualitative_mechanism,1 ARTICLE 11 NO STRIKE,The passage describes a possible wage-setting or employment-rule mechanism for later review.,safety,not_applicable,4,pi_report_core_finding_ready,313,18041,18064,"documentary mechanism evidence only; no causal effect, wage-gap, national-prevalence, or representative-population claim",rated_bargaining_or_strike_positive,0,4,strike_or_no_strike,strike_or_no_strike|collective_bargaining,"strike, no-strike, work-stoppage, or lockout rules shape bargaining leverage and constraints without identifying a wage direction",documentary_context_only
B4X2500SPAN-20260730-5443850370e23683016e069a,B4X2500-RATING-20260730-4f5648552453530369ed848d,B4X2500LIVE-20260729-005735,B4X2500SRD-20260730-35830fe914084d773d8b,Brunswick Hills,OH,Midwest,cba,Brunswick Hills Township — Teamsters Local Union No. 52 — 2024-2026 Service Workers — Collective Bargaining Agreement (Executed / filed as contract submission),https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2023/23-CON-03-3126.pdf,cba_hint,qualitative_mechanism,ARTICLE 10 NO STRIKE .............................................................................................................,The passage describes a possible wage-setting or employment-rule mechanism for later review.,non_safety,not_applicable,3,pi_report_supporting_example,31,2465,2595,"documentary mechanism evidence only; no causal effect, wage-gap, national-prevalence, or representative-population claim",rated_bargaining_or_strike_positive,0,2,strike_or_no_strike,strike_or_no_strike|collective_bargaining,"strike, no-strike, work-stoppage, or lockout rules shape bargaining leverage and constraints without identifying a wage direction",documentary_context_only
B4X2500SPAN-20260730-6c31a03b8994a0f344420836,B4X2500-RATING-20260730-a6b773adef293111e18ccf79,B4X2500LIVE-20260729-005735,B4X2500SRD-20260730-35830fe914084d773d8b,Brunswick Hills,OH,Midwest,cba,Brunswick Hills Township — Teamsters Local Union No. 52 — 2024-2026 Service Workers — Collective Bargaining Agreement (Executed / filed as contract submission),https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2023/23-CON-03-3126.pdf,cba_hint,qualitative_mechanism,"Section 10.2 No Strike, Discipline....................................................................................................................",The passage describes a possible wage-setting or employment-rule mechanism for later review.,non_safety,not_applicable,3,pi_report_supporting_example,33,2742,2892,"documentary mechanism evidence only; no causal effect, wage-gap, national-prevalence, or representative-population claim",rated_bargaining_or_strike_positive,0,2,strike_or_no_strike,strike_or_no_strike|collective_bargaining,"strike, no-strike, work-stoppage, or lockout rules shape bargaining leverage and constraints without identifying a wage direction",documentary_context_only
B4X2500SPAN-20260730-7a1f26b616a8dcb7ed53442a,B4X2500-RATING-20260730-4f143a9f8c8221931349e530,B4X2500LIVE-20260729-005734,B4X2500SRD-20260730-f0353ad0aab53d9c7888,Brunswick Hills,OH,Midwest,cba,Brunswick Hills Township & FOP Lodge 15 — 2024-2026 Patrol Officers / Sergeants — Collective Bargaining Agreement (CBA FINAL),https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2023/23-MED-10-0945.pdf,cba_hint,qualitative_mechanism,"7 Section 11.2 No Strike, Discipline.",The passage describes a possible wage-setting or employment-rule mechanism for later review.,safety,neutral_or_general,3,pi_report_supporting_example,319,18286,18323,"documentary mechanism evidence only; no causal effect, wage-gap, national-prevalence, or representative-population claim",rated_bargaining_or_strike_positive,0,2,strike_or_no_strike,strike_or_no_strike|collective_bargaining,"strike, no-strike, work-stoppage, or lockout rules shape bargaining leverage and constraints without identifying a wage direction",documentary_context_only
B4X2500SPAN-20260730-db6ae24521767a84acec531a,B4X2500-RATING-20260730-f336266d4ddf51c16e137f81,B4X2500LIVE-20260729-003250,B4X2500SRD-20260730-1d1957d038c4e5fc3067,Butler,OH,Midwest,cba,Collective Bargaining Agreement — Butler Township Board of Trustees and Teamsters Local 957,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2023/23-MED-11-1103.pdf,cba_hint,qualitative_mechanism,"strike, slowdown, sit-down, work stoppage or other concerted activities which",The passage describes a possible wage-setting or employment-rule mechanism for later review.,non_safety,neutral_or_general,2,pi_report_context_only,459,21947,22025,"documentary mechanism evidence only; no causal effect, wage-gap, national-prevalence, or representative-population claim",rated_bargaining_or_strike_positive,0,1,strike_or_no_strike,strike_or_no_strike|collective_bargaining,"strike, no-strike, work-stoppage, or lockout rules shape bargaining leverage and constraints without identifying a wage direction",documentary_context_only
B4X2500SPAN-20260730-e21e7e174edadbf7a8396901,B4X2500-RATING-20260730-4c21d63552cd3cb6052546aa,B4X2500LIVE-20260729-003250,B4X2500SRD-20260730-1d1957d038c4e5fc3067,Butler,OH,Midwest,cba,Collective Bargaining Agreement — Butler Township Board of Trustees and Teamsters Local 957,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2023/23-MED-11-1103.pdf,cba_hint,qualitative_mechanism,No Strike/No Lockout,The passage describes a possible wage-setting or employment-rule mechanism for later review.,non_safety,not_applicable,3,pi_report_supporting_example,442,20965,20986,"documentary mechanism evidence only; no causal effect, wage-gap, national-prevalence, or representative-population claim",rated_bargaining_or_strike_positive,0,2,strike_or_no_strike,strike_or_no_strike|collective_bargaining,"strike, no-strike, work-stoppage, or lockout rules shape bargaining leverage and constraints without identifying a wage direction",documentary_context_only
B4X2500SPAN-20260730-ee039d67a49acad386ca7389,B4X2500-RATING-20260730-7879ab46d568ad269e4b0840,B4X2500LIVE-20260729-003250,B4X2500SRD-20260730-1d1957d038c4e5fc3067,Butler,OH,Midwest,cba,Collective Bargaining Agreement — Butler Township Board of Trustees and Teamsters Local 957,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2023/23-MED-11-1103.pdf,cba_hint,qualitative_mechanism,"Article 11, No Strike/No Lockout 11",The passage describes a possible wage-setting or employment-rule mechanism for later review.,non_safety,not_applicable,3,pi_report_supporting_example,35,620,656,"documentary mechanism evidence only; no causal effect, wage-gap, national-prevalence, or representative-population claim",rated_bargaining_or_strike_positive,0,2,strike_or_no_strike,strike_or_no_strike|collective_bargaining,"strike, no-strike, work-stoppage, or lockout rules shape bargaining leverage and constraints without identifying a wage direction",documentary_context_only
B4X2500SPAN-20260730-734fac957cf8a74d80c491df,B4X2500-RATING-20260730-f6d9d41ef86866012d994fc6,B4X2500LIVE-20260729-003251,B4X2500SRD-20260730-ba065194452f51327bda,Canfield,OH,Midwest,cba,Collective Bargaining Agreement — Canfield Township and International Brotherhood of Teamsters Local Union 377,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2025/25-CON-01-1534.pdf,cba_hint,qualitative_mechanism,NO STRIKE/NO LOCKOUT,The passage describes a possible wage-setting or employment-rule mechanism for later review.,non_safety,not_applicable,4,pi_report_core_finding_ready,1068,60254,60275,"documentary mechanism evidence only; no causal effect, wage-gap, national-prevalence, or representative-population claim",rated_bargaining_or_strike_positive,0,4,strike_or_no_strike,strike_or_no_strike|collective_bargaining,"strike, no-strike, work-stoppage, or lockout rules shape bargaining leverage and constraints without identifying a wage direction",documentary_context_only
B4X2500SPAN-20260730-7a26355edb6f7871d3576e15,B4X2500-RATING-20260730-a3bdc9eb45ff022877ddca41,B4X2500LIVE-20260729-003251,B4X2500SRD-20260730-ba065194452f51327bda,Canfield,OH,Midwest,cba,Collective Bargaining Agreement — Canfield Township and International Brotherhood of Teamsters Local Union 377,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2025/25-CON-01-1534.pdf,cba_hint,qualitative_mechanism,.Article 24 No Strike/No Lockout ...................................,The passage describes a possible wage-setting or employment-rule mechanism for later review.,non_safety,not_applicable,4,pi_report_core_finding_ready,55,3759,3827,"documentary mechanism evidence only; no causal effect, wage-gap, national-prevalence, or representative-population claim",rated_bargaining_or_strike_positive,0,4,strike_or_no_strike,strike_or_no_strike|collective_bargaining,"strike, no-strike, work-stoppage, or lockout rules shape bargaining leverage and constraints without identifying a wage direction",documentary_context_only
B4X2500SPAN-20260730-a0d6decf6f758facf796093e,B4X2500-RATING-20260730-a144b35ad89249c9114c5e68,B4X2500LIVE-20260729-003251,B4X2500SRD-20260730-ba065194452f51327bda,Canfield,OH,Midwest,cba,Collective Bargaining Agreement — Canfield Township and International Brotherhood of Teamsters Local Union 377,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2025/25-CON-01-1534.pdf,cba_hint,qualitative_mechanism,"or participate, either directly or indirectly, in ·any strike, slowdown, walkout, work stoppage, or",The passage describes a possible wage-setting or employment-rule mechanism for later review.,non_safety,neutral_or_general,3,pi_report_supporting_example,1072,60471,60571,"documentary mechanism evidence only; no causal effect, wage-gap, national-prevalence, or representative-population claim",rated_bargaining_or_strike_positive,0,2,strike_or_no_strike,strike_or_no_strike|collective_bargaining,"strike, no-strike, work-stoppage, or lockout rules shape bargaining leverage and constraints without identifying a wage direction",documentary_context_only
B4X2500SPAN-20260730-0523216e6e7217bf1266c791,B4X2500-RATING-20260730-ae0b60fc9735f0046fad85b2,B4X2500LIVE-20260729-003254,B4X2500SRD-20260730-0b2038f8012050257fa1,Champion,OH,Midwest,cba,"Collective Bargaining Agreement (AFSCME Ohio Counsel 8, AFL-CIO Local 74A and Champion Township) - Non-public safety bargaining unit (road/municipal employees)",https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2021/21-MED-01-0073.pdf,cba_hint,qualitative_mechanism,"encourage, finance or assist in any way any strike or work stoppage during the term ofthis",The passage describes a possible wage-setting or employment-rule mechanism for later review.,non_safety,not_applicable,4,pi_report_core_finding_ready,182,9004,9095,"documentary mechanism evidence only; no causal effect, wage-gap, national-prevalence, or representative-population claim",rated_bargaining_or_strike_positive,0,4,strike_or_no_strike,strike_or_no_strike|collective_bargaining,"strike, no-strike, work-stoppage, or lockout rules shape bargaining leverage and constraints without identifying a wage direction",documentary_context_only
B4X2500SPAN-20260730-77af918618c29c1a191bfbf2,B4X2500-RATING-20260730-c2cec8da336a77e8165e2d99,B4X2500LIVE-20260729-003252,B4X2500SRD-20260730-9c835314bb90da5cbf8c,Champion,OH,Midwest,cba,Collective Bargaining Agreement (between Township of Champion and Ohio Patrolmen's Benevolent Association) - All Full-Time Police Officers (excluding the Chief of Police),https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2020/20-MED-01-0085.pdf,cba_hint,qualitative_mechanism,"concerted sick leave or mass resignation, work stoppage or slowdown, or other",The passage describes a possible wage-setting or employment-rule mechanism for later review.,safety,not_applicable,2,pi_report_context_only,334,20677,20755,"documentary mechanism evidence only; no causal effect, wage-gap, national-prevalence, or representative-population claim",rated_bargaining_or_strike_positive,0,1,strike_or_no_strike,strike_or_no_strike|collective_bargaining,"strike, no-strike, work-stoppage, or lockout rules shape bargaining leverage and constraints without identifying a wage direction",documentary_context_only
B4X2500SPAN-20260730-7a6055991654fffb99f6578f,B4X2500-RATING-20260730-f265e5bf990ac2ade8c778f8,B4X2500LIVE-20260729-003254,B4X2500SRD-20260730-0b2038f8012050257fa1,Champion,OH,Midwest,cba,"Collective Bargaining Agreement (AFSCME Ohio Counsel 8, AFL-CIO Local 74A and Champion Township) - Non-public safety bargaining unit (road/municipal employees)",https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2021/21-MED-01-0073.pdf,cba_hint,qualitative_mechanism,Article 6 - No Strike/No Lockout .........................................................,The passage describes a possible wage-setting or employment-rule mechanism for later review.,non_safety,not_applicable,3,pi_report_supporting_example,33,786,876,"documentary mechanism evidence only; no causal effect, wage-gap, national-prevalence, or representative-population claim",rated_bargaining_or_strike_positive,0,2,strike_or_no_strike,strike_or_no_strike|collective_bargaining,"strike, no-strike, work-stoppage, or lockout rules shape bargaining leverage and constraints without identifying a wage direction",documentary_context_only
B4X2500SPAN-20260730-7f31795a812404d66d414e03,B4X2500-RATING-20260730-5ef0f605ba9acdd0df94c259,B4X2500LIVE-20260729-003254,B4X2500SRD-20260730-0b2038f8012050257fa1,Champion,OH,Midwest,cba,"Collective Bargaining Agreement (AFSCME Ohio Counsel 8, AFL-CIO Local 74A and Champion Township) - Non-public safety bargaining unit (road/municipal employees)",https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2021/21-MED-01-0073.pdf,cba_hint,qualitative_mechanism,ARTICLE 6 - NO STRIKE/NO LOCKOUT,The passage describes a possible wage-setting or employment-rule mechanism for later review.,non_safety,not_applicable,4,pi_report_core_finding_ready,176,8717,8750,"documentary mechanism evidence only; no causal effect, wage-gap, national-prevalence, or representative-population claim",rated_bargaining_or_strike_positive,0,4,strike_or_no_strike,strike_or_no_strike|collective_bargaining,"strike, no-strike, work-stoppage, or lockout rules shape bargaining leverage and constraints without identifying a wage direction",documentary_context_only
B4X2500SPAN-20260730-9cc242a81e09a0e75f986d67,B4X2500-RATING-20260730-20d9a0e5b908fe1815112662,B4X2500LIVE-20260729-003252,B4X2500SRD-20260730-9c835314bb90da5cbf8c,Champion,OH,Midwest,cba,Collective Bargaining Agreement (between Township of Champion and Ohio Patrolmen's Benevolent Association) - All Full-Time Police Officers (excluding the Chief of Police),https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2020/20-MED-01-0085.pdf,cba_hint,qualitative_mechanism,No Strike................................,The passage describes a possible wage-setting or employment-rule mechanism for later review.,safety,not_applicable,4,pi_report_core_finding_ready,110,9269,9310,"documentary mechanism evidence only; no causal effect, wage-gap, national-prevalence, or representative-population claim",rated_bargaining_or_strike_positive,0,4,strike_or_no_strike,strike_or_no_strike|collective_bargaining,"strike, no-strike, work-stoppage, or lockout rules shape bargaining leverage and constraints without identifying a wage direction",documentary_context_only
B4X2500SPAN-20260730-387d2c4b5ca0726b746e8d3f,B4X2500-RATING-20260730-488dcdfffd10012e51b1993e,B4X2500LIVE-20260729-005740,B4X2500SRD-20260730-674445a9ecd267538bb1,Chester,OH,Midwest,cba,Agreement between the Township of Chester (County of Geauga) and the Chester Township Professional Firefighters IAFF Local 5331,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2024/24-MED-06-0699.pdf,cba_hint,qualitative_mechanism,"authorize, instigate, cause, aid, condone, or participate in any strike, work stoppage, or any",The passage describes a possible wage-setting or employment-rule mechanism for later review.,safety,neutral_or_general,2,pi_report_context_only,186,10360,10455,"documentary mechanism evidence only; no causal effect, wage-gap, national-prevalence, or representative-population claim",rated_bargaining_or_strike_positive,0,1,strike_or_no_strike,strike_or_no_strike,"strike, no-strike, work-stoppage, or lockout rules shape bargaining leverage and constraints without identifying a wage direction",documentary_context_only
B4X2500SPAN-20260730-6304f255d8d6b15eb18d6a0e,B4X2500-RATING-20260730-c290a409f76c25444b9964ae,B4X2500LIVE-20260729-005741,B4X2500SRD-20260730-9bf13515a191479641a9,Chester,OH,Midwest,cba,Negotiated Agreement between Chester Township and International Brotherhood of Teamsters Local Union No. 436,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2025/25-MED-02-0117.pdf,cba_hint,qualitative_mechanism,ARTICLE 4 NO STRIKE - NO LOCKOUT 3-4,The passage describes a possible wage-setting or employment-rule mechanism for later review.,non_safety,not_applicable,4,pi_report_core_finding_ready,26,365,402,"documentary mechanism evidence only; no causal effect, wage-gap, national-prevalence, or representative-population claim",rated_bargaining_or_strike_positive,0,4,strike_or_no_strike,strike_or_no_strike,"strike, no-strike, work-stoppage, or lockout rules shape bargaining leverage and constraints without identifying a wage direction",documentary_context_only
