aggressive_tier,caveat,claim_links,computed_percentage,corroboration_status,direction,directional_value_retained,formula,magnitude,mechanism,municipality,period,raw_values,relaxation_rule,reported_percentage,reproduced,result_id,semantic_outcome,side,source_basis,source_coordinates,source_count,source_ids,source_record_id,state,stored_percentage,strict_eligibility,unit_type
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,10.0,source_reported_direction_or_percentage,,across_the_board_percentage_raise,Mechanicsville,->,"["""", """", ""10%""]",GROWTH-3,10.0,True,AGGRES-0a40a993eccf7be376172030,uphold_tier_3_directional,police,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-5fc69410b42dcb41f90c64e2""}",1,,B4X2500GROWTHSRC-4687ae3b5772e16de13f,IA,,source_reported_growth_rate,growth
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,3.0,source_reported_direction_or_percentage,,across_the_board_percentage_raise,Mechanicsville,->,"["""", """", ""3%""]",GROWTH-3,3.0,True,AGGRES-920bfe67699b72cc14bb4cd8,uphold_tier_3_directional,non_safety,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-00a0fc967711c798440dae5f""}",1,,B4X2500GROWTHSRC-faa5c879804643cb3a5e,IA,,source_reported_growth_rate,growth
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,12.0,source_reported_direction_or_percentage,,across_the_board_percentage_raise,Fairfield,->,"["""", """", ""12%""]",GROWTH-3,12.0,True,AGGRES-3265116772c1b7b7f8200543,uphold_tier_3_directional,police,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-4fb36dda0e33a8eb924cd739""}",1,,B4X2500GROWTHSRC-e13faa4e76c1d6199258,IL,,source_reported_growth_rate,growth
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,50.0,source_reported_direction_or_percentage,,across_the_board_percentage_raise,Flora,->,"["""", """", ""50%""]",GROWTH-3,50.0,True,AGGRES-1c110021fac50210733744e3,uphold_tier_3_directional,unclear,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-dd1db1296175cb85d2d60f38""}",1,,B4X2500GROWTHSRC-3d35a89035102926989e,IL,,source_reported_growth_rate,growth
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,2.0,source_reported_direction_or_percentage,,across_the_board_percentage_raise,Blandford,->,"["""", """", ""2%""]",GROWTH-3,2.0,True,AGGRES-0571d1f0d5a1c0db94113a0f,uphold_tier_3_directional,unclear,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-1bf2a9bc5b98835173a93732""}",1,,B4X2500GROWTHSRC-60edc57cce6e6401a30f,MA,,source_reported_growth_rate,growth
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,1.0,source_reported_direction_or_percentage,,COLA_CPI,Shirley,->,"["""", """", ""1%""]",GROWTH-3,1.0,True,AGGRES-eab5212fe9135ee24b1edd44,uphold_tier_3_directional,unclear,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-99e882dafa0d527e797ff9a8""}",1,,B4X2500GROWTHSRC-e831c33fe3b8611a4940,MA,,source_reported_growth_rate,growth
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,4.0,source_reported_direction_or_percentage,,across_the_board_percentage_raise,Ogunquit,->,"["""", """", ""4%""]",GROWTH-3,4.0,True,AGGRES-d85774491c62d84c363c96f8,uphold_tier_3_directional,fire,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-00c659ba6346e10b56bde0b1""}",1,,B4X2500GROWTHSRC-8cb1d584f108afd89ce0,ME,,source_reported_growth_rate,growth
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,3.0,source_reported_direction_or_percentage,,across_the_board_percentage_raise,Augusta charter,->,"["""", """", ""3%""]",GROWTH-3,3.0,True,AGGRES-657eda026b65baa9473fbc9d,uphold_tier_3_directional,unclear,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-e86454074e2a610231efa5e5""}",1,,B4X2500GROWTHSRC-164509e51d0c269f8503,MI,,source_reported_growth_rate,growth
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,9.0,source_reported_direction_or_percentage,,across_the_board_percentage_raise,Delta charter,->,"["""", """", ""9%""]",GROWTH-3,9.0,True,AGGRES-b2d6ce00f0cae178367c3251,uphold_tier_3_directional,unclear,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-bb75cb7cfa8707ff592293fa""}",1,,B4X2500GROWTHSRC-ebe020b8ebef63b94fd4,MI,,source_reported_growth_rate,growth
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,3.0,source_reported_direction_or_percentage,,across_the_board_percentage_raise,Evart,->,"["""", """", ""3%""]",GROWTH-3,3.0,True,AGGRES-df2fe681f692df6fe8cdfa8f,uphold_tier_3_directional,police,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-3de4f698993bd26aebf166dc""}",1,,B4X2500GROWTHSRC-011babc8ace6542946bc,MI,,source_reported_growth_rate,growth
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,2.0,source_reported_direction_or_percentage,,across_the_board_percentage_raise,Evart,->,"["""", """", ""2%""]",GROWTH-3,2.0,True,AGGRES-7da918526ec8f36422399375,uphold_tier_3_directional,police,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-56b8dfa943f6fabdb374e120""}",1,,B4X2500GROWTHSRC-19a5b0324b0afea8e128,MI,,source_reported_growth_rate,growth
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,3.0,source_reported_direction_or_percentage,,step_schedule_progression,Evart,->,"["""", """", ""3%; 2%""]",GROWTH-3,3.0,True,AGGRES-1cdf88d1b3fa17b9609e8977,uphold_tier_3_directional,police,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-5658a31c4c1a239caa7f3c5c""}",1,,B4X2500GROWTHSRC-7c37579903f7b93bf60a,MI,,source_reported_growth_rate,growth
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,3.0,source_reported_direction_or_percentage,,across_the_board_percentage_raise,Pleasant Ridge,->,"["""", """", ""3%""]",GROWTH-3,3.0,True,AGGRES-bffd37503300b75fde9da2eb,uphold_tier_3_directional,police,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-b5c6e8fe8f31e6174e83c255""}",1,,B4X2500GROWTHSRC-0dc114ff9e28c1e8a34a,MI,,source_reported_growth_rate,growth
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,3.0,source_reported_direction_or_percentage,,across_the_board_percentage_raise,Pleasant Ridge,->,"["""", """", ""3%""]",GROWTH-3,3.0,True,AGGRES-abf731fd1193c42c71bc0a4a,uphold_tier_3_directional,police,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-77beb8aff17f67928bd4fece""}",1,,B4X2500GROWTHSRC-5396a30fd3af841ae0f7,MI,,source_reported_growth_rate,growth
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,3.0,source_reported_direction_or_percentage,,across_the_board_percentage_raise,Pleasant Ridge,->,"["""", """", ""3%""]",GROWTH-3,3.0,True,AGGRES-cbf64a7ff66662403318ee48,uphold_tier_3_directional,police,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-6d19d51dcb9d27ae0a707864""}",1,,B4X2500GROWTHSRC-fc1d59af2a4b75305ffc,MI,,source_reported_growth_rate,growth
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,10.0,source_reported_direction_or_percentage,,across_the_board_percentage_raise,Sparta,->,"["""", """", ""10%""]",GROWTH-3,10.0,True,AGGRES-3b4853367f6332bb1388e56c,uphold_tier_3_directional,police,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-3c14778e1cef49e243a76271""}",1,,B4X2500GROWTHSRC-f3dda45bd67b8cd5a7e9,MI,,source_reported_growth_rate,growth
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,2.0,source_reported_direction_or_percentage,,across_the_board_percentage_raise,Caledonia,->,"["""", """", ""2%; 3%""]",GROWTH-3,2.0,True,AGGRES-a4d98b6316c09014dea45e72,uphold_tier_3_directional,police,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-1a68180412a276dbd64a7ce4""}",1,,B4X2500GROWTHSRC-a923d013aaea3c93f76c,MN,,source_reported_growth_rate,growth
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,3.0,source_reported_direction_or_percentage,,across_the_board_percentage_raise,Lake Benton,->,"["""", """", ""3%""]",GROWTH-3,3.0,True,AGGRES-ed3ea2d21924faf713c0ce16,uphold_tier_3_directional,unclear,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-6f7333bbcde8df477babee6d""}",1,,B4X2500GROWTHSRC-25f9a138d98cce07d5bc,MN,,source_reported_growth_rate,growth
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,3.0,source_reported_direction_or_percentage,,across_the_board_percentage_raise,Lake Benton,->,"["""", """", ""3%""]",GROWTH-3,3.0,True,AGGRES-8e3eda22a6f78ba39e2b77ea,uphold_tier_3_directional,unclear,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-66e7f206dd0fff3ad09fb1f2""}",1,,B4X2500GROWTHSRC-714f41eb37f284d85d31,MN,,source_reported_growth_rate,growth
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,6.82,source_reported_direction_or_percentage,,across_the_board_percentage_raise,Lake Benton,->,"["""", """", ""$11,750.00; 6.82%""]",GROWTH-3,6.82,True,AGGRES-45b51d620f9ac965580d4c44,uphold_tier_3_directional,unclear,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-73a25ffdd369fe1a5bd27966""}",1,,B4X2500GROWTHSRC-a92dd48995fb22c25950,MN,,source_reported_growth_rate,growth
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,3.0,source_reported_direction_or_percentage,,across_the_board_percentage_raise,Medford,->,"["""", """", ""3%""]",GROWTH-3,3.0,True,AGGRES-cc90c329af7e0432169a7712,uphold_tier_3_directional,unclear,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-9ee6a0df96db92c1cb4a9ac2""}",1,,B4X2500GROWTHSRC-a6c5866cbbe93ca0390a,MN,,source_reported_growth_rate,growth
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,3.0,source_reported_direction_or_percentage,,step_schedule_progression,Medford,->,"["""", """", ""3%""]",GROWTH-3,3.0,True,AGGRES-c02cf963737ca1ae3d2007fe,uphold_tier_3_directional,unclear,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-4098e325ae648b15a30a802f""}",1,,B4X2500GROWTHSRC-aa7d8eae07746aed676c,MN,,source_reported_growth_rate,growth
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,50.0,source_reported_direction_or_percentage,,across_the_board_percentage_raise,Medford,->,"["""", """", ""50%""]",GROWTH-3,50.0,True,AGGRES-df200e78caa32427546e3e56,uphold_tier_3_directional,unclear,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-58382d0deadc0ed8cc1543c4""}",1,,B4X2500GROWTHSRC-e3968ada0b1b8f0b231c,MN,,source_reported_growth_rate,growth
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,6.0,source_reported_direction_or_percentage,,across_the_board_percentage_raise,Medford,->,"["""", """", ""6%""]",GROWTH-3,6.0,True,AGGRES-b23f7283605100b7265736db,uphold_tier_3_directional,unclear,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-eb4a3b37c90ae222d8971623""}",1,,B4X2500GROWTHSRC-f5e4d8a6a15f393620aa,MN,,source_reported_growth_rate,growth
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,7.0,source_reported_direction_or_percentage,,COLA_CPI,Sandstone,->,"["""", """", ""7%""]",GROWTH-3,7.0,True,AGGRES-0dfb7910f15e9bb0c3a83858,uphold_tier_3_directional,unclear,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-99db573c526488cdd847392e""}",1,,B4X2500GROWTHSRC-520c4fe0d4bd3fd8c305,MN,,source_reported_growth_rate,growth
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,3.0,source_reported_direction_or_percentage,,across_the_board_percentage_raise,Sandstone,->,"["""", """", ""3%""]",GROWTH-3,3.0,True,AGGRES-9f1f33f549ed9b505f18c738,uphold_tier_3_directional,unclear,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-79f47b92315e3891526cdcf1""}",1,,B4X2500GROWTHSRC-721ca3bcbf2eaacb4f6d,MN,,source_reported_growth_rate,growth
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,3.0,source_reported_direction_or_percentage,,across_the_board_percentage_raise,Sandstone,->,"["""", """", ""$27.92; 3%""]",GROWTH-3,3.0,True,AGGRES-f50d44d610af3f71c458c208,uphold_tier_3_directional,unclear,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-837fa3fa38364a80d9ecc29b""}",1,,B4X2500GROWTHSRC-cee7ee381670f36298e0,MN,,source_reported_growth_rate,growth
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,4.0,source_reported_direction_or_percentage,,across_the_board_percentage_raise,Sandstone,->,"["""", """", ""$26.11; 4%""]",GROWTH-3,4.0,True,AGGRES-9bfd808311a33a7959d1ba6d,uphold_tier_3_directional,unclear,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-86f750e9b5b0599bcb948a3e""}",1,,B4X2500GROWTHSRC-d858a27b2fba0ec0fec4,MN,,source_reported_growth_rate,growth
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,0.5,source_reported_direction_or_percentage,,across_the_board_percentage_raise,Sandstone,->,"["""", """", ""0.5%; 1.5%""]",GROWTH-3,0.5,True,AGGRES-52269ae507688c7a2ce9ff5f,uphold_tier_3_directional,unclear,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-8fb4291e15864c45aa614fd3""}",1,,B4X2500GROWTHSRC-e5aa053ab46664f67912,MN,,source_reported_growth_rate,growth
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,2.75,source_reported_direction_or_percentage,,step_schedule_progression,Tonka Bay,->,"["""", """", ""2.75%; 3.5%""]",GROWTH-3,2.75,True,AGGRES-ae6a9face137bfcfec10a96b,uphold_tier_3_directional,non_safety,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-5f4d39ff464200912153d65a""}",1,,B4X2500GROWTHSRC-65a109cf228cddef30e4,MN,,source_reported_growth_rate,growth
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,2.0,source_reported_direction_or_percentage,,across_the_board_percentage_raise,Wabasha,->,"["""", """", ""2%""]",GROWTH-3,2.0,True,AGGRES-757aa05359eb7248d0728fa6,uphold_tier_3_directional,police,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-429f499de8a8281b2f0f4a46""}",1,,B4X2500GROWTHSRC-0e325a6a243e28f4fc50,MN,,source_reported_growth_rate,growth
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,8.0,source_reported_direction_or_percentage,,across_the_board_percentage_raise,Wabasha,->,"["""", """", ""8%""]",GROWTH-3,8.0,True,AGGRES-a148330bea2bf394beb69c84,uphold_tier_3_directional,police,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-ab871acc5a0adeaf288a5f98""}",1,,B4X2500GROWTHSRC-1a1e720d241312f7006d,MN,,source_reported_growth_rate,growth
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,5.0,source_reported_direction_or_percentage,,across_the_board_percentage_raise,Bladenboro,->,"["""", """", ""5%""]",GROWTH-3,5.0,True,AGGRES-228834d75d92b21c20c79836,uphold_tier_3_directional,non_safety,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-0112d1702a39a7b599d3ec3e""}",1,,B4X2500GROWTHSRC-86c3e4c0b64f93b28ca5,NC,,source_reported_growth_rate,growth
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,3.0,source_reported_direction_or_percentage,,COLA_CPI,Broadway,->,"["""", """", ""3%""]",GROWTH-3,3.0,True,AGGRES-15f0996d822f41bbd66cbb05,uphold_tier_3_directional,police,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-5a1c087157ac8edbf40c5798""}",1,,B4X2500GROWTHSRC-6073770739cc061fb634,NC,,source_reported_growth_rate,growth
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,7.0,source_reported_direction_or_percentage,,across_the_board_percentage_raise,Broadway,->,"["""", """", ""7%""]",GROWTH-3,7.0,True,AGGRES-4a3735b260c6f1686e9c371a,uphold_tier_3_directional,police,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-30b1fe6c0697ae24d50dcb9d""}",1,,B4X2500GROWTHSRC-bbe2059641dd63ed2c64,NC,,source_reported_growth_rate,growth
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,2.5,source_reported_direction_or_percentage,,COLA_CPI,North Wilkesboro,->,"["""", """", ""$151,000.00; 2.5%""]",GROWTH-3,2.5,True,AGGRES-72836f256dcb6dcf9414e4f1,uphold_tier_3_directional,police,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-c36db86f552f44777c533733""}",1,,B4X2500GROWTHSRC-b3058deba7b0994b0bae,NC,,source_reported_growth_rate,growth
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,1.0,source_reported_direction_or_percentage,,across_the_board_percentage_raise,Pikeville,->,"["""", """", ""1%""]",GROWTH-3,1.0,True,AGGRES-6eff99517406143ad51c8162,uphold_tier_3_directional,unclear,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-4c4a5353af2310de0063cad0""}",1,,B4X2500GROWTHSRC-a9699657fff8d1ecd2e4,NC,,source_reported_growth_rate,growth
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,5.0,source_reported_direction_or_percentage,,across_the_board_percentage_raise,Red Springs,->,"["""", """", ""5%""]",GROWTH-3,5.0,True,AGGRES-47a7e1871f858d40a4b48bfa,uphold_tier_3_directional,unclear,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-4144386b475e494ebd08bfcb""}",1,,B4X2500GROWTHSRC-03890e6f04223d8b3450,NC,,source_reported_growth_rate,growth
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,5.0,source_reported_direction_or_percentage,,across_the_board_percentage_raise,Red Springs,->,"["""", """", ""5%""]",GROWTH-3,5.0,True,AGGRES-61ee1b64b15ad65ba9201b3a,uphold_tier_3_directional,unclear,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-7b1428cd12981fdfca156fbc""}",1,,B4X2500GROWTHSRC-1c5afcd55e485ed6169b,NC,,source_reported_growth_rate,growth
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,5.0,source_reported_direction_or_percentage,,across_the_board_percentage_raise,Red Springs,->,"["""", """", ""5%""]",GROWTH-3,5.0,True,AGGRES-8202bb2b65c084c8ff387036,uphold_tier_3_directional,unclear,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-63bfaf6321559ed4a0ad9bec""}",1,,B4X2500GROWTHSRC-b1a0b47be0a723e1da46,NC,,source_reported_growth_rate,growth
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,3.0,source_reported_direction_or_percentage,,across_the_board_percentage_raise,Red Springs,->,"["""", """", ""3%""]",GROWTH-3,3.0,True,AGGRES-d1da1356b0ca1961e046aae3,uphold_tier_3_directional,unclear,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-456c9f61026f3407ac115dd2""}",1,,B4X2500GROWTHSRC-b96ee4f88b9e1efa5222,NC,,source_reported_growth_rate,growth
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,5.0,source_reported_direction_or_percentage,,across_the_board_percentage_raise,Williamston,->,"["""", """", ""$45,000.00; 5%""]",GROWTH-3,5.0,True,AGGRES-04dd3d34a3b452d07be64032,uphold_tier_3_directional,police,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-38bcde1f9e08785130d5561e""}",1,,B4X2500GROWTHSRC-6322b149e7463990655b,NC,,source_reported_growth_rate,growth
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,2.0,source_reported_direction_or_percentage,,across_the_board_percentage_raise,Williamston,->,"["""", """", ""2%""]",GROWTH-3,2.0,True,AGGRES-f96e939cde2998a7a842fa93,uphold_tier_3_directional,police,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-6e01a66b60bac0cbdfe824e2""}",1,,B4X2500GROWTHSRC-8aa3b93ff47230cf229b,NC,,source_reported_growth_rate,growth
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,5.0,source_reported_direction_or_percentage,,COLA_CPI,Williamston,->,"["""", """", ""5%""]",GROWTH-3,5.0,True,AGGRES-210aedcbd8fc3278d9b1a798,uphold_tier_3_directional,police,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-e6eb817570c972a265750334""}",1,,B4X2500GROWTHSRC-908818a4d22b720c7be3,NC,,source_reported_growth_rate,growth
tier_3_directional_or_mechanism_supporting,source-reported directional value; not a reconstructed compatible wage panel,safety_wage_growth,,not_corroborated,positive,5.0,source_reported_direction_or_percentage,,COLA_CPI,Williamston,->,"["""", """", ""5%""]",GROWTH-3,5.0,True,AGGRES-60bb4a07a293e22a46527a01,uphold_tier_3_directional,police,exact raw source span(s) preserved in canonical documentary growth layer,"{""later_span_id"": """", ""prior_span_id"": """", ""span_id"": ""B4X2500SPAN-20260730-b70f50f02c9a71487f6815c8""}",1,,B4X2500GROWTHSRC-a9f0300000dee609fd3e,NC,,source_reported_growth_rate,growth
