auto_adjudication_id,adjudication_case_id,calibration_id,source_review_id,pdf_readiness_id,candidate_queue_row_id,state,municipality,government_name,unit_type,candidate_source_type,pdf_page_count,content_artifact_path,candidate_pages_evaluated,nearby_pages_evaluated,navigation_pages_evaluated,local_text_signal_summary,local_layout_signal_summary,rendered_page_available,rendered_page_count_used,table_structure_feature_score,wage_language_feature_score,pay_numeric_feature_score,navigation_feature_score,non_wage_false_positive_feature_score,compact_compensation_sheet_feature_score,gate_mode,gate2_diagnostic_reason_codes,gate2_candidate_discovery_summary,gate2_printed_page_offsets,gabriel_request_id,gabriel_backend,gabriel_model,gabriel_status,gabriel_schema_valid,gabriel_wage_schedule_present,gabriel_candidate_page_relationship,gabriel_visual_table_type,gabriel_non_wage_family,gabriel_navigation_needed,gabriel_navigation_target_found,gabriel_extraction_complexity,gabriel_extraction_recommendation,gabriel_confidence,gabriel_reason_codes,gabriel_short_rationale,gabriel_input_page_count,gabriel_input_text_chars,gabriel_elapsed_seconds,auto_gate_label,auto_gate_confidence,auto_gate_reason_codes,auto_gate_rationale,auto_gate_passes_500_doc_criteria_candidate
auto_adj_10d9e086c083bbbac725,adj_822947c69be60eca6653,cal_6a208150a8de8c2d69e12d5e,sr_be715e7495b1d866b7c8935f,pr_fd53bdd5b1378c4ab821cdf1,NSCQ-WI-20260720-0134,WI,Plover,VILLAGE OF PLOVER,police,arbitration_award,52,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0461_sr_be715e7495b1d866b7c8935f.pdf,18,"17,19","1,2,51","{""benefit_terms"":8,""budget_terms"":0,""index_pages"":1,""numeric_tokens"":111,""role_terms"":10,""wage_terms"":21}","{""column_lines"":63,""geometry_columns"":16,""geometry_rows"":6,""navigation_targets_evaluated"":0,""rendered_pages"":6,""row_like_lines"":23}",true,6,0.750000,1.000000,1.000000,0.200000,1.000000,0.916667,auto_gabriel_gate2_navigation_table_refine,compact_compensation_candidate|true_wage_table_evidence,"{""aligned_numeric_columns"":14,""candidate_pages"":1,""compact_role_pay_lines"":7,""navigation_pages"":3,""nearby_pages"":2,""resolved_navigation_targets"":0,""role_pay_rows"":2,""unresolved_navigation_targets"":0}",,resp_0dbc44a720a0a52d006a650c0dce0c81939030816b16c5cb41,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,no,no_candidate_page,prose_only,not_applicable,no,not_applicable,not_extractable,exclude_for_now,high,NO_STRUCTURED_PAY_TABLE|PROSE_ONLY_PERCENT_INCREASE|NO_ROLE_GRADE_TABLE_MAPPING|NO_PAY_BANDS_OR_RATE_ROWS,"Packet contains award/prose discussion and percent-based wage references, but no structured wage schedule table with role/classification-to-pay rows or salary/band/rate grid evidence.",6,6000,312.070237,exclude_for_now,high,NON_WAGE_OR_PROSE_CONFIRMED,"GABRIEL identifies prose or a non-wage page family, and the local evidence does not satisfy the strict positive table gate.",false
auto_adj_4a45352a7a529db4e49c,adj_4760a691d70f028f60a9,cal_6bf56516ac212c2ee18e2f10,sr_1f51e174bd374a5b50d01d2f,pr_77e6e4370c01e0f573164e5f,NSCQ-CT-20260720-0036,CT,West Haven,CITY OF WEST HAVEN,non_safety,cba,41,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0112_sr_1f51e174bd374a5b50d01d2f.pdf,"2,19,40",1,"4,5","{""benefit_terms"":39,""budget_terms"":0,""index_pages"":0,""numeric_tokens"":61,""role_terms"":12,""wage_terms"":16}","{""column_lines"":5,""geometry_columns"":40,""geometry_rows"":48,""navigation_targets_evaluated"":0,""rendered_pages"":5,""row_like_lines"":7}",true,5,1.000000,1.000000,1.000000,0.000000,1.000000,0.291667,auto_gabriel_gate2_navigation_table_refine,possible_printed_page_offset|non_wage_numeric_table|benefits_table|insufficient_role_pay_columns,"{""aligned_numeric_columns"":8,""candidate_pages"":3,""compact_role_pay_lines"":6,""navigation_pages"":2,""nearby_pages"":1,""resolved_navigation_targets"":0,""role_pay_rows"":6,""unresolved_navigation_targets"":0}",3,resp_08e7eccea786e47b006a650c1047188196bd504a8e36bae111,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,maybe,no_candidate_page,no_table,not_applicable,no,unknown,not_extractable,exclude_for_now,low,WAGE_SCHEDULE_HEADER_ONLY|NO_ROLE_CLASSIFICATION_PAY_MATRIX|NO_PAY_NUMERICS_IN_PACKET,"Packet only shows an “APPENDIX D WAGE SCHEDULES” heading and other non-wage articles (premiums/benefits, sick pay). No structured role/classification-to-pay table rows or pay bands/rates/salaries appear.",6,5926,314.740540,second_review_required,low,EVIDENCE_NOT_STRONG_ENOUGH|NEGATIVE_PAGE_FAMILY|LOCAL_STRUCTURE_WEAK,"The bounded GABRIEL/local evidence is ambiguous, weak, conflicting, or navigation-dependent and cannot support an extraction-ready label.",false
auto_adj_d79e10d5f462dd2d0d02,adj_2cae4ecde3f56437cd6a,cal_6d24935c413ad0bdc8607dbb,sr_a724c985853a24a9760bfe50,pr_d7168b20a7adeeab788bafe1,NSCQ-SD-20260720-0037,SD,Madison,CITY OF MADISON,fire,wage_schedule_or_compensation_plan,9,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0484_sr_a724c985853a24a9760bfe50.pdf,1,2,"3,4,8,9","{""benefit_terms"":0,""budget_terms"":0,""index_pages"":0,""numeric_tokens"":10,""role_terms"":2,""wage_terms"":9}","{""column_lines"":0,""geometry_columns"":1,""geometry_rows"":0,""navigation_targets_evaluated"":0,""rendered_pages"":6,""row_like_lines"":3}",true,6,0.332500,1.000000,0.700000,0.000000,0.000000,0.675000,auto_gabriel_gate2_navigation_table_refine,no_candidate_detected|insufficient_role_pay_columns,"{""aligned_numeric_columns"":1,""candidate_pages"":1,""compact_role_pay_lines"":3,""navigation_pages"":4,""nearby_pages"":1,""resolved_navigation_targets"":0,""role_pay_rows"":0,""unresolved_navigation_targets"":0}",,resp_0281fb99636cbdf5006a650c12f8688193a9a76aa9eee09313,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,no,no_candidate_page,prose_only,not_applicable,no,not_applicable,not_extractable,exclude_for_now,high,NO_TABLE_STRUCTURE|PROSE_ONLY|NO_ROLE_PAY_LINES|NO_NUMERIC_PAY_BANDS,"Packet contains resolution language referencing attachments for salaries/wages, but no structured role/classification-to-pay table or pay bands/rates within this page set.",6,760,316.927160,exclude_for_now,high,NON_WAGE_OR_PROSE_CONFIRMED,"GABRIEL identifies prose or a non-wage page family, and the local evidence does not satisfy the strict positive table gate.",false
auto_adj_6635f404ecdce5929085,adj_15a3f8b1a95042ee8916,cal_6fbc497a9759a10134a19419,sr_2bbd9c4be80f2536dbd33e11,pr_ef0c4041d449d5eb0f84c3b7,NSCQ-OK-20260720-0020,OK,Moore,CITY OF MOORE,non_safety,wage_schedule_or_compensation_plan,99,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0475_sr_2bbd9c4be80f2536dbd33e11.pdf,"12,34,55",11,"1,2","{""benefit_terms"":0,""budget_terms"":0,""index_pages"":0,""numeric_tokens"":65,""role_terms"":28,""wage_terms"":14}","{""column_lines"":0,""geometry_columns"":8,""geometry_rows"":0,""navigation_targets_evaluated"":0,""rendered_pages"":5,""row_like_lines"":6}",true,5,0.550000,1.000000,1.000000,0.000000,0.000000,0.825000,auto_gabriel_gate2_navigation_table_refine,compact_compensation_candidate|true_wage_table_evidence,"{""aligned_numeric_columns"":5,""candidate_pages"":3,""compact_role_pay_lines"":5,""navigation_pages"":2,""nearby_pages"":1,""resolved_navigation_targets"":0,""role_pay_rows"":7,""unresolved_navigation_targets"":0}",,resp_0634856d9f68648b006a650c153ab481938d5b3179acd5e90a,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,no,no_candidate_page,no_table,not_applicable,no,not_applicable,not_extractable,exclude_for_now,high,NO_PAY_BANDS_OR_RATES|NO_TABLE_EVIDENCE|MONEY_TOKENS_ZERO|PROSE_ONLY_COMP_PLAN_MENTION,"This packet contains personnel/pay-procedure prose and placeholders, with no structured role/classification-to-pay bands or any wage/rate/salary table evidence.",6,3957,320.508463,exclude_for_now,high,NON_WAGE_OR_PROSE_CONFIRMED,"GABRIEL identifies prose or a non-wage page family, and the local evidence does not satisfy the strict positive table gate.",false
auto_adj_f21ced23a52c7c9b1b69,adj_631e92c73201e3a8d57e,cal_6fe7c10c932ed1b1f4bcfb97,sr_ce890863b7372813765466de,pr_47ceee1bfcd4e884d87da768,NSCQ-MO-20260720-0024,MO,Republic,CITY OF REPUBLIC,fire,cba,25,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0010_sr_ce890863b7372813765466de.pdf,"2,6,14",1,"8,9","{""benefit_terms"":12,""budget_terms"":1,""index_pages"":1,""numeric_tokens"":123,""role_terms"":27,""wage_terms"":5}","{""column_lines"":42,""geometry_columns"":10,""geometry_rows"":0,""navigation_targets_evaluated"":0,""rendered_pages"":5,""row_like_lines"":4}",true,5,0.840000,1.000000,1.000000,0.200000,1.000000,0.633333,auto_gabriel_gate2_navigation_table_refine,no_candidate_detected|candidate_is_prose_only|candidate_is_index_or_contents|non_wage_numeric_table|benefits_table|insufficient_role_pay_columns,"{""aligned_numeric_columns"":7,""candidate_pages"":3,""compact_role_pay_lines"":2,""navigation_pages"":2,""nearby_pages"":1,""resolved_navigation_targets"":0,""role_pay_rows"":7,""unresolved_navigation_targets"":0}",,resp_0f4d1c2d48679784006a650c18ba7c819380305daaa8e3ae5a,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,no,no_candidate_page,prose_only,memorandum_without_table,no,not_applicable,not_extractable,exclude_for_now,high,NO_PAY_TABLE_EVIDENCE|PROSE_ONLY_LABOR_RELATIONS|NO_ROLE_CLASSIFICATION_TO_PAY_BANDS,"Packet pages contain contractual/procedural labor relations text (dues, union rights, policies) with no structured role-to-pay schedule, pay bands, rates, or salary table.",6,6000,323.974521,exclude_for_now,high,NON_WAGE_OR_PROSE_CONFIRMED,"GABRIEL identifies prose or a non-wage page family, and the local evidence does not satisfy the strict positive table gate.",false
auto_adj_9f75b7a8e1811a2f8ff3,adj_6f1d4a2ce5ed4bb130bf,cal_721ee1673b96b88435bc23bb,sr_a9f3e101207a2c52388dc1e7,pr_aa24d25c8e41c8ba00067ee9,NSCQ-MO-20260720-0044,MO,Nixa,CITY OF NIXA,police,wage_schedule_or_compensation_plan,1,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0498_sr_a9f3e101207a2c52388dc1e7.pdf,1,,,"{""benefit_terms"":21,""budget_terms"":0,""index_pages"":0,""numeric_tokens"":151,""role_terms"":12,""wage_terms"":11}","{""column_lines"":21,""geometry_columns"":5,""geometry_rows"":10,""navigation_targets_evaluated"":0,""rendered_pages"":1,""row_like_lines"":23}",true,1,1.000000,1.000000,1.000000,0.000000,1.000000,0.350000,auto_gabriel_gate2_navigation_table_refine,non_wage_numeric_table|benefits_table|insufficient_role_pay_columns,"{""aligned_numeric_columns"":9,""candidate_pages"":1,""compact_role_pay_lines"":3,""navigation_pages"":0,""nearby_pages"":0,""resolved_navigation_targets"":0,""role_pay_rows"":7,""unresolved_navigation_targets"":0}",,resp_07cae497bf373c07006a650c1c24c4819098048daae20fdaa0,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,yes,exact_table_page,compact_compensation_sheet,not_applicable,no,not_applicable,moderate,extraction_ready_with_schema_update,medium,TABLE_WITH_GROSS_SALARY_BY_LEVELS|ROLE_LEVEL_COMPENSATION_GRID|COMPACT_SHEET_MIXED_WAGES_AND_BENEFITS,"Packet shows a compact compensation grid for police officer position levels with gross salary lines alongside employer-paid benefits, indicating structured pay by level (not prose-only).",1,1500,328.966364,second_review_required,medium,EVIDENCE_NOT_STRONG_ENOUGH|LOCAL_STRUCTURE_WEAK,"The bounded GABRIEL/local evidence is ambiguous, weak, conflicting, or navigation-dependent and cannot support an extraction-ready label.",false
auto_adj_22961ea81c2e81973d7a,adj_b8966dcd0015636af714,cal_72371735c99169c73d808454,sr_712e2a1fea2bb05eedf9d072,pr_d854efbfd8f48148a19895e8,NSCQ-UT-20260720-0003,UT,Salt Lake City,CITY OF SALT LAKE CITY,non_safety,memorandum_or_settlement,84,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0495_sr_712e2a1fea2bb05eedf9d072.pdf,"10,19,47",9,"1,2","{""benefit_terms"":14,""budget_terms"":0,""index_pages"":0,""numeric_tokens"":111,""role_terms"":52,""wage_terms"":5}","{""column_lines"":14,""geometry_columns"":10,""geometry_rows"":8,""navigation_targets_evaluated"":0,""rendered_pages"":5,""row_like_lines"":12}",true,5,0.920000,1.000000,1.000000,0.000000,1.000000,0.600000,auto_gabriel_gate2_navigation_table_refine,benefits_table|true_wage_table_evidence,"{""aligned_numeric_columns"":12,""candidate_pages"":3,""compact_role_pay_lines"":0,""navigation_pages"":2,""nearby_pages"":1,""resolved_navigation_targets"":0,""role_pay_rows"":17,""unresolved_navigation_targets"":0}",,resp_0cb6f4560e11581f006a650c2127288190a0dd0c958427922b,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,no,no_candidate_page,prose_only,front_matter,no,not_applicable,not_extractable,exclude_for_now,high,NO_STRUCTURED_PAY_TABLE_EVIDENCE|PROSE_MOU_ARTICLES_ONLY|NO_ROLE_TO_PAY_BANDS_OR_RATES|NO_NUMERIC_MONEY_SCHEDULE,"Packet contains MOU/front-matter and article prose (e.g., eligibility/compensation rules) but no structured pay schedule with role/classification-to-pay bands, rates, or salaries.",6,5654,331.473700,exclude_for_now,high,NON_WAGE_OR_PROSE_CONFIRMED,"GABRIEL identifies prose or a non-wage page family, and the local evidence does not satisfy the strict positive table gate.",false
auto_adj_7e26b28f531a5a08cb44,adj_e940522e4f9d086f32af,cal_756e7caed96960ff002c0ed8,sr_4e021c8c6b1df2162af10058,pr_e55e68c0ae1adc69b62cb3b8,NSCQ-LA-20260720-0003,LA,Baton Rouge,CITY-PARISH OF BATON ROUGE-EAST BATON ROUGE,police,ordinance_or_policy,2,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0468_sr_4e021c8c6b1df2162af10058.pdf,1,2,,"{""benefit_terms"":0,""budget_terms"":0,""index_pages"":0,""numeric_tokens"":49,""role_terms"":6,""wage_terms"":10}","{""column_lines"":3,""geometry_columns"":5,""geometry_rows"":4,""navigation_targets_evaluated"":0,""rendered_pages"":2,""row_like_lines"":12}",true,2,0.615000,1.000000,1.000000,0.000000,0.000000,0.750000,auto_gabriel_gate2_navigation_table_refine,compact_compensation_candidate|insufficient_role_pay_columns,"{""aligned_numeric_columns"":8,""candidate_pages"":1,""compact_role_pay_lines"":6,""navigation_pages"":0,""nearby_pages"":1,""resolved_navigation_targets"":0,""role_pay_rows"":1,""unresolved_navigation_targets"":0}",,resp_0240d0c2b1a546c2006a650c23a53c819599f76e0d576cb518,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,no,no_candidate_page,prose_only,incentive_or_bonus_prose,no,not_applicable,not_extractable,exclude_for_now,high,NO_STRUCTURED_PAY_BANDS|PROSE_ONLY_WITH_PLACEHOLDERS|NO_TABLE_EVIDENCE,"This packet contains ordinance prose describing recruitment/retention incentive pay with placeholders, not a structured role/classification-to-pay schedule or table with rates/salaries.",2,2046,334.377756,exclude_for_now,high,NON_WAGE_OR_PROSE_CONFIRMED,"GABRIEL identifies prose or a non-wage page family, and the local evidence does not satisfy the strict positive table gate.",false
auto_adj_29cbd7c3690aec7eb5ab,adj_8acab542a435090aea5f,cal_7849c4c177ef5602a1f03e63,sr_8d3f9f4d4411961d23454c19,pr_f50e74e654a9797ba08cd96d,NSCQ-SC-20260720-0002,SC,Mount Pleasant,TOWN OF MOUNT PLEASANT,non_safety,wage_schedule_or_compensation_plan,62,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0475_sr_8d3f9f4d4411961d23454c19.pdf,"2,21,61",1,"4,26","{""benefit_terms"":4,""budget_terms"":0,""index_pages"":0,""numeric_tokens"":101,""role_terms"":13,""wage_terms"":22}","{""column_lines"":33,""geometry_columns"":8,""geometry_rows"":7,""navigation_targets_evaluated"":1,""rendered_pages"":5,""row_like_lines"":6}",true,5,0.452500,1.000000,1.000000,1.000000,0.480000,0.633333,auto_gabriel_gate2_navigation_table_refine,compact_compensation_candidate|true_wage_table_evidence,"{""aligned_numeric_columns"":3,""candidate_pages"":3,""compact_role_pay_lines"":6,""navigation_pages"":2,""nearby_pages"":1,""resolved_navigation_targets"":1,""role_pay_rows"":6,""unresolved_navigation_targets"":0}",,resp_029d4f2625c13be3006a650c268c50819583df1250df59d585,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,no,no_candidate_page,prose_only,memorandum_without_table,unknown,unknown,not_extractable,exclude_for_now,high,NO_STRUCTURED_PAY_TABLE|ONLY_EMPLOYEE_HANDBOOK_PROSE|NO_ROLE_GRADE_PAY_BANDS|NO_NUMERIC_RATE_ROWS,"Packet contains employee handbook prose (employment terms, discipline, travel pay rules) and an index/TOC-like section; no role/classification-to-pay structured wage table evidence.",6,3763,336.564759,exclude_for_now,high,NON_WAGE_OR_PROSE_CONFIRMED,"GABRIEL identifies prose or a non-wage page family, and the local evidence does not satisfy the strict positive table gate.",false
auto_adj_397cc5378975b1e45f42,adj_5fd658e15f0d7dc41e49,cal_8329a0a9084d026768f49536,sr_d2b5f23b0d751a6da8e0a946,pr_8d54364b6501efa7dfdce3f6,NSCQ-PA-20260720-0100,PA,Middletown,BOROUGH OF MIDDLETOWN,non_safety,ordinance_or_policy,5,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0496_sr_d2b5f23b0d751a6da8e0a946.pdf,2,"1,3","4,5","{""benefit_terms"":58,""budget_terms"":1,""index_pages"":0,""numeric_tokens"":100,""role_terms"":25,""wage_terms"":8}","{""column_lines"":0,""geometry_columns"":15,""geometry_rows"":4,""navigation_targets_evaluated"":0,""rendered_pages"":5,""row_like_lines"":24}",true,5,0.755000,1.000000,1.000000,0.000000,1.000000,0.391667,auto_gabriel_gate2_navigation_table_refine,non_wage_numeric_table|benefits_table|insufficient_role_pay_columns,"{""aligned_numeric_columns"":13,""candidate_pages"":1,""compact_role_pay_lines"":8,""navigation_pages"":2,""nearby_pages"":2,""resolved_navigation_targets"":0,""role_pay_rows"":8,""unresolved_navigation_targets"":0}",,resp_0a1133d06c1a6945006a650c28c20481939d6e639c3b9ce41a,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,no,no_candidate_page,benefits_table,benefits,no,no,not_extractable,exclude_for_now,high,PROSE_ONLY_NO_PAY_BANDS|NO_ROLE_CLASSIFICATION_PAY_LINES|BENEFITS_AND_LEAVE_LANGUAGE_ONLY|NO_TABLE_STRUCTURE_DETECTED,Packet contains employee benefits/leave/accrual terms but no structured role/classification pay schedule or role-to-pay lines with rate/salary bands.,5,6000,339.314288,exclude_for_now,high,NON_WAGE_OR_PROSE_CONFIRMED,"GABRIEL identifies prose or a non-wage page family, and the local evidence does not satisfy the strict positive table gate.",false
auto_adj_4bc9b5da4414d8b91c3f,adj_da4d787fa954587cfee6,cal_85631411808b69e6dcd54348,sr_91a2ef7e278965c28e17c143,pr_abe97dba9e320a1021ae54d5,NSCQ-NM-20260720-0031,NM,Las Vegas,CITY OF LAS VEGAS,fire,cba,148,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0062_sr_91a2ef7e278965c28e17c143.pdf,75,"74,76","1,2,147","{""benefit_terms"":0,""budget_terms"":0,""index_pages"":0,""numeric_tokens"":24,""role_terms"":0,""wage_terms"":1}","{""column_lines"":0,""geometry_columns"":36,""geometry_rows"":71,""navigation_targets_evaluated"":0,""rendered_pages"":6,""row_like_lines"":0}",true,6,0.352800,0.120000,1.000000,0.000000,0.000000,0.150000,auto_gabriel_gate2_navigation_table_refine,no_candidate_detected|candidate_is_prose_only|insufficient_role_pay_columns,"{""aligned_numeric_columns"":0,""candidate_pages"":1,""compact_role_pay_lines"":0,""navigation_pages"":3,""nearby_pages"":2,""resolved_navigation_targets"":0,""role_pay_rows"":0,""unresolved_navigation_targets"":0}",,resp_05143d6d62f9c621006a650c2b8edc8190a1ac23557e94fb50,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,no,no_candidate_page,no_table,other,unknown,not_applicable,not_extractable,exclude_for_now,high,NO_TABLE_STRUCTURE_EVIDENCE|NO_NUMERIC_PAY_RATES|ONLY_WAGE_PROSE_NO_ROLE_PAY_MATRIX|CANDIDATE_PAGE_LACKS_TABLE_COLUMNS,"This packet contains prose-like text with at most a wage-rate phrase; no structured role/classification-to-pay table with numeric salaries, rates, or bands is present.",6,160,341.698981,exclude_for_now,high,NON_WAGE_OR_PROSE_CONFIRMED,"GABRIEL identifies prose or a non-wage page family, and the local evidence does not satisfy the strict positive table gate.",false
auto_adj_0a8baea764d7745a2c84,adj_4f80db40b7fa05407033,cal_9c592860c65cb52d54f0eaf9,sr_eca1933ebdf473335e8bac58,pr_16fbf130f068de3b35595e6a,NSCQ-GA-20260720-0007,GA,Sandy Springs,CITY OF SANDY SPRINGS,non_safety,wage_schedule_or_compensation_plan,7,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0490_sr_eca1933ebdf473335e8bac58.pdf,"1,4,7","2,3,5",,"{""benefit_terms"":0,""budget_terms"":0,""index_pages"":0,""numeric_tokens"":0,""role_terms"":0,""wage_terms"":0}","{""column_lines"":0,""geometry_columns"":0,""geometry_rows"":0,""navigation_targets_evaluated"":0,""rendered_pages"":6,""row_like_lines"":0}",true,6,0.075600,0.000000,0.000000,0.000000,0.000000,0.000000,auto_gabriel_gate2_navigation_table_refine,no_candidate_detected|insufficient_role_pay_columns,"{""aligned_numeric_columns"":0,""candidate_pages"":3,""compact_role_pay_lines"":0,""navigation_pages"":0,""nearby_pages"":3,""resolved_navigation_targets"":0,""role_pay_rows"":0,""unresolved_navigation_targets"":0}",,resp_0faa2d23118a3aac006a650c2deb208194b01628fdba1930bd,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,no,no_candidate_page,no_table,not_applicable,no,no,not_extractable,exclude_for_now,high,NO_WAGE_TERMS|NO_NUMERIC_PAY_COLUMNS|NO_TABLE_STRUCTURE|NO_NAVIGATION_TARGETS,All supplied pages show zero wage language and zero numeric/money/table-like structure; no plausible table target or referenced wage schedule evidence appears.,6,0,343.500751,exclude_for_now,high,NON_WAGE_OR_PROSE_CONFIRMED,"GABRIEL identifies prose or a non-wage page family, and the local evidence does not satisfy the strict positive table gate.",false
auto_adj_17b815b04bb6ff47f5a4,adj_c1eae13729b800fc4b58,cal_a35c98e8b52c47a5f129435f,sr_52033c0c86a156ae75d3eb2c,pr_f9963f87f8ce736f7498c712,NSCQ-WY-20260720-0001,WY,Cheyenne,CITY OF CHEYENNE,police,ordinance_or_policy,12,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0470_sr_52033c0c86a156ae75d3eb2c.pdf,"1,5,12",2,9,"{""benefit_terms"":42,""budget_terms"":2,""index_pages"":0,""numeric_tokens"":68,""role_terms"":40,""wage_terms"":30}","{""column_lines"":5,""geometry_columns"":45,""geometry_rows"":50,""navigation_targets_evaluated"":0,""rendered_pages"":4,""row_like_lines"":12}",true,4,0.760000,1.000000,1.000000,0.000000,1.000000,0.408333,auto_gabriel_gate2_navigation_table_refine,possible_printed_page_offset|non_wage_numeric_table|benefits_table|insufficient_role_pay_columns,"{""aligned_numeric_columns"":7,""candidate_pages"":3,""compact_role_pay_lines"":3,""navigation_pages"":1,""nearby_pages"":1,""resolved_navigation_targets"":0,""role_pay_rows"":9,""unresolved_navigation_targets"":0}","3,11",resp_0f04d1a14113bba4006a650c2fbb208193ade75c78acc0765f,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,maybe,exact_table_page,other,not_applicable,unknown,unknown,moderate,second_review_required,medium,SCHEDULE_TABLE_HEADERS_PRESENT|LONGEVITY_PAY_PLAN_SCHEDULE_INDICATION|EXHIBIT_REFERENCE_WITHOUT_FULL_TABLE_IN_,"Packet includes a “Longevity Pay Plan Schedule” table header (Years of Service vs Payment Per Month), indicating structured wage schedule, but only partial evidence is visible and other exhibits are referenced for full context.",5,5118,347.157598,second_review_required,medium,EVIDENCE_NOT_STRONG_ENOUGH|LOCAL_STRUCTURE_WEAK,"The bounded GABRIEL/local evidence is ambiguous, weak, conflicting, or navigation-dependent and cannot support an extraction-ready label.",false
auto_adj_10cadefb1efe4a7d520f,adj_33866af7a0d4bb5274c8,cal_a418b8af9c3f67e690c4d6a8,sr_95d5f5cc16e8e5f218da0e09,pr_a8dc276774f2d7a101dfff68,NSCQ-CO-20260720-0021,CO,Brighton,CITY OF BRIGHTON,non_safety,ordinance_or_policy,2,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0486_sr_95d5f5cc16e8e5f218da0e09.pdf,"1,2",,,"{""benefit_terms"":0,""budget_terms"":5,""index_pages"":0,""numeric_tokens"":20,""role_terms"":8,""wage_terms"":17}","{""column_lines"":3,""geometry_columns"":23,""geometry_rows"":30,""navigation_targets_evaluated"":0,""rendered_pages"":2,""row_like_lines"":5}",true,2,0.413280,1.000000,1.000000,0.000000,0.780000,0.541667,auto_gabriel_gate2_navigation_table_refine,budget_table|true_wage_table_evidence,"{""aligned_numeric_columns"":3,""candidate_pages"":2,""compact_role_pay_lines"":4,""navigation_pages"":0,""nearby_pages"":0,""resolved_navigation_targets"":0,""role_pay_rows"":2,""unresolved_navigation_targets"":0}",,resp_01e951639feaabf2006a650c335bec8193a9dd31c9d90a54c8,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,no,no_candidate_page,prose_only,other,no,not_applicable,not_extractable,exclude_for_now,high,NO_TABLE_STRUCTURE|NO_ROLE_CLASSIFICATION_PAY_LINES|NO_PAY_BANDS_OR_RATES_EXTRACTED|PROSE_AUTORIZATION_ONLY,"Packet contains resolution/procedural approval language about market-rate comparisons for salary ranges, but no structured wage table, role-to-pay mapping, or pay bands/rates.",2,2066,349.691019,exclude_for_now,high,NON_WAGE_OR_PROSE_CONFIRMED,"GABRIEL identifies prose or a non-wage page family, and the local evidence does not satisfy the strict positive table gate.",false
