document_identity_id,candidate_queue_row_id,source_review_id,verification_id,retrieval_date,retrieval_method,source_type,source_corpus,source_cite,artifact_pointer,retrieval_bridge_status,retrieval_support_fields,source_corpus_bridge_status
doc_8669a0a996f3c379222ff625,NSCQ-WI-20260720-0012,sr_4dcba46d6bf5dc0b0de407c0,VER-1a1f6bd26bd8bd5f5b14,2026-07-24,public_download,cba,causal,https://www.greenbaywi.gov/DocumentCenter/View/306/Police-Officers-Agreement-PDF,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0009_sr_4dcba46d6bf5dc0b0de407c0.pdf,established_from_explicit_successful_verification_and_saved_artifact_fields,verification.verified_at|verification.verification_status|verification.url_reachable|verification.bytes_read|verification.artifact_path|source_review.download_status|source_review.url_access_status|source_review.documents_downloaded|source_review.content_artifact_path,established_from_document_source_family_contract
doc_8685f35ef53ff06999ed2347,NSCQ-OH-20260720-0486,sr_54ee972f4b400fce85616aaf,VER-abf4ba11a215bc858644,2026-07-24,public_download,cba,causal,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2018/18-MED-09-0871.pdf,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0348_sr_54ee972f4b400fce85616aaf.pdf,established_from_explicit_successful_verification_and_saved_artifact_fields,verification.verified_at|verification.verification_status|verification.url_reachable|verification.bytes_read|verification.artifact_path|source_review.download_status|source_review.url_access_status|source_review.documents_downloaded|source_review.content_artifact_path,established_from_document_source_family_contract
doc_86bc07d1f917f5a6cba55068,NSCQ-AK-20260720-0001,sr_dcae25c8b0630a7188cd55ee,VER-4fdf394f47920a005a87,2026-07-24,public_download,cba,causal,https://www.muni.org/Departments/employee_relations/Collective%20bargaining%20agreements/2021-2027%20Collective%20Bargaining%20Agreement.pdf,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0164_sr_dcae25c8b0630a7188cd55ee.pdf,established_from_explicit_successful_verification_and_saved_artifact_fields,verification.verified_at|verification.verification_status|verification.url_reachable|verification.bytes_read|verification.artifact_path|source_review.download_status|source_review.url_access_status|source_review.documents_downloaded|source_review.content_artifact_path,established_from_document_source_family_contract
doc_86bd65074c2b724d79a5a6c6,NSCQ-OH-20260720-0027,sr_cdc334dba2e9e7f3c7fe3d95,VER-856852a4063b6fb9cc54,2026-07-24,public_download,cba,causal,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2021/21-MED-09-1187.pdf,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0356_sr_cdc334dba2e9e7f3c7fe3d95.pdf,established_from_explicit_successful_verification_and_saved_artifact_fields,verification.verified_at|verification.verification_status|verification.url_reachable|verification.bytes_read|verification.artifact_path|source_review.download_status|source_review.url_access_status|source_review.documents_downloaded|source_review.content_artifact_path,established_from_document_source_family_contract
doc_86e4216e7d302c22db68150a,NSCQ-OR-20260720-0040,sr_25e2a9b7cf862022087b2c55,VER-02d96d608bfea40c1b61,2026-07-24,public_download,cba,causal,https://archives.corvallisoregon.gov/public/ElectronicFile.aspx?dbid=0&docid=934419,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0008_sr_25e2a9b7cf862022087b2c55.pdf,established_from_explicit_successful_verification_and_saved_artifact_fields,verification.verified_at|verification.verification_status|verification.url_reachable|verification.bytes_read|verification.artifact_path|source_review.download_status|source_review.url_access_status|source_review.documents_downloaded|source_review.content_artifact_path,established_from_document_source_family_contract
doc_872ff892eec7886d3110d9c9,NSCQ-WA-20260720-0097,sr_9beeb191650aad8c626bd9fb,VER-18898f181c1d48064e56,2026-07-24,public_download,cba,causal,https://burienwa.civicweb.net/document/53298/2021-2022%20Teamsters%20Collective%20Bargaining%20Contr.pdf?handle=2E8BC2C15E8C45E1ADA93C6CB9B01882,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0102_sr_9beeb191650aad8c626bd9fb.pdf,established_from_explicit_successful_verification_and_saved_artifact_fields,verification.verified_at|verification.verification_status|verification.url_reachable|verification.bytes_read|verification.artifact_path|source_review.download_status|source_review.url_access_status|source_review.documents_downloaded|source_review.content_artifact_path,established_from_document_source_family_contract
doc_87556b8fe60dc28cde0ec732,NSCQ-NY-20260720-0090,sr_38d3b75acd243a4bb2e7628c,VER-0dcc67a3545754a0ecac,2026-07-24,public_download,cba,causal,https://cityofplattsburgh-ny.gov/sites/cityofplattsburgh.com/files/human-resources/FINAL%20MLD%20Plattsburgh%20Agreement%202022-2027.pdf,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0175_sr_38d3b75acd243a4bb2e7628c.pdf,established_from_explicit_successful_verification_and_saved_artifact_fields,verification.verified_at|verification.verification_status|verification.url_reachable|verification.bytes_read|verification.artifact_path|source_review.download_status|source_review.url_access_status|source_review.documents_downloaded|source_review.content_artifact_path,established_from_document_source_family_contract
doc_875c1504fa07acc026eea9c0,NSCQ-OH-20260720-0535,sr_cb61184a5260159ddc8cc335,VER-6c1eccf772de1dae1b5d,2026-07-24,public_download,cba,causal,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2018/18-MED-09-0731.pdf,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0243_sr_cb61184a5260159ddc8cc335.pdf,established_from_explicit_successful_verification_and_saved_artifact_fields,verification.verified_at|verification.verification_status|verification.url_reachable|verification.bytes_read|verification.artifact_path|source_review.download_status|source_review.url_access_status|source_review.documents_downloaded|source_review.content_artifact_path,established_from_document_source_family_contract
doc_875f3dd1d5efb3b939066800,NSCQ-OH-20260720-0191,sr_0ff1dac200e72f30d16d4dd5,VER-8729c70753ed38d3e9b8,2026-07-24,public_download,cba,causal,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2011/11-MED-09-1159.pdf,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0001_sr_0ff1dac200e72f30d16d4dd5.pdf,established_from_explicit_successful_verification_and_saved_artifact_fields,verification.verified_at|verification.verification_status|verification.url_reachable|verification.bytes_read|verification.artifact_path|source_review.download_status|source_review.url_access_status|source_review.documents_downloaded|source_review.content_artifact_path,established_from_document_source_family_contract
doc_876441a96cf05040a235e224,NSCQ-OH-20260720-0448,sr_54c160d8f086bb81500681c6,VER-d89af8245a1c5c246cff,2026-07-24,public_download,cba,causal,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2021/21-MED-12-1597.pdf,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0087_sr_54c160d8f086bb81500681c6.pdf,established_from_explicit_successful_verification_and_saved_artifact_fields,verification.verified_at|verification.verification_status|verification.url_reachable|verification.bytes_read|verification.artifact_path|source_review.download_status|source_review.url_access_status|source_review.documents_downloaded|source_review.content_artifact_path,established_from_document_source_family_contract
doc_8776224825e29c28c85f8287,NSCQ-OH-20260720-0164,sr_966b766c8b82c10a23fca4b6,VER-db9d02587e8466f1e99e,2026-07-24,public_download,cba,causal,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2021/21-MED-10-1361.pdf,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0342_sr_966b766c8b82c10a23fca4b6.pdf,established_from_explicit_successful_verification_and_saved_artifact_fields,verification.verified_at|verification.verification_status|verification.url_reachable|verification.bytes_read|verification.artifact_path|source_review.download_status|source_review.url_access_status|source_review.documents_downloaded|source_review.content_artifact_path,established_from_document_source_family_contract
doc_87a09626448314cd6cf6b33a,NSCQ-MT-20260720-0003,sr_34f4448c2daa632a2159217b,VER-87311458f5e44cbb7e3d,2026-07-24,public_download,cba,causal,https://www.billingsmt.gov/DocumentCenter/View/52572/Teamsters-Local-190-7-1-2024-through-6-30-2024,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_2_live_attempt2_httpx/candidate_artifacts/content/0024_sr_34f4448c2daa632a2159217b.pdf,established_from_explicit_successful_verification_and_saved_artifact_fields,verification.verified_at|verification.verification_status|verification.url_reachable|verification.bytes_read|verification.artifact_path|source_review.download_status|source_review.url_access_status|source_review.documents_downloaded|source_review.content_artifact_path,established_from_document_source_family_contract
doc_87a467a6941b9b6b2d92bd45,NSCQ-NE-20260720-0021,sr_2b50aa9260bba21d78b8a93f,VER-11d2b4eeff05cc6f3269,2026-07-24,public_download,cba,causal,https://www.papillion.org/DocumentCenter/View/11363/F4-R23-0029-IAFF-Agreement,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0066_sr_2b50aa9260bba21d78b8a93f.pdf,established_from_explicit_successful_verification_and_saved_artifact_fields,verification.verified_at|verification.verification_status|verification.url_reachable|verification.bytes_read|verification.artifact_path|source_review.download_status|source_review.url_access_status|source_review.documents_downloaded|source_review.content_artifact_path,established_from_document_source_family_contract
doc_87b9746bf3f9c141fd992c88,NSCQ-CA-20260720-0058,sr_a72e083524458d0c5609eb25,VER-3efff7b6290613843fa0,2026-07-24,public_download,cba,causal,https://berkeleyca.gov/sites/default/files/documents/Memorandum-of-Understading-City-Berkeley-Fire-Fighters-Association_0.pdf,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0086_sr_a72e083524458d0c5609eb25.pdf,established_from_explicit_successful_verification_and_saved_artifact_fields,verification.verified_at|verification.verification_status|verification.url_reachable|verification.bytes_read|verification.artifact_path|source_review.download_status|source_review.url_access_status|source_review.documents_downloaded|source_review.content_artifact_path,established_from_document_source_family_contract
doc_87bf361ddebc9eec5e311080,NSCQ-IL-20260720-0273,sr_abc2fb6487604746598568e9,VER-a040d8f2ec112734b7fe,2026-07-24,public_download,cba,causal,https://www.invillapark.com/DocumentCenter/View/2790/2014-to-2017-Firefighters-Contract-PDF,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0121_sr_abc2fb6487604746598568e9.pdf,established_from_explicit_successful_verification_and_saved_artifact_fields,verification.verified_at|verification.verification_status|verification.url_reachable|verification.bytes_read|verification.artifact_path|source_review.download_status|source_review.url_access_status|source_review.documents_downloaded|source_review.content_artifact_path,established_from_document_source_family_contract
doc_87df0174799ab976344bd038,NSCQ-CA-20260720-0346,sr_2d5de37b660d55a8bffa06d3,VER-39f7dacfa36465fbace1,2026-07-24,public_download,cba,causal,https://encinitas.granicus.com/MetaViewer.php?event_id=5016&meta_id=196509&view_id=7,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0452_sr_2d5de37b660d55a8bffa06d3.pdf,established_from_explicit_successful_verification_and_saved_artifact_fields,verification.verified_at|verification.verification_status|verification.url_reachable|verification.bytes_read|verification.artifact_path|source_review.download_status|source_review.url_access_status|source_review.documents_downloaded|source_review.content_artifact_path,established_from_document_source_family_contract
doc_87e77bb92165367da50c63b5,NSCQ-OR-20260720-0127,sr_ee69ac8fe1ff11fbe6ecde89,VER-bb50f641a5ddcddd4f91,2026-07-24,public_download,cba,causal,https://www.bakercity.com/DocumentCenter/View/2279/City-of-Baker-City-and-BCFA-2022-2024-CBA,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0220_sr_ee69ac8fe1ff11fbe6ecde89.pdf,established_from_explicit_successful_verification_and_saved_artifact_fields,verification.verified_at|verification.verification_status|verification.url_reachable|verification.bytes_read|verification.artifact_path|source_review.download_status|source_review.url_access_status|source_review.documents_downloaded|source_review.content_artifact_path,established_from_document_source_family_contract
doc_87e92215eb6d69dd2c9557a5,NSCQ-OH-20260720-0501,sr_00ef058d7de59f24cd1bb0e4,VER-39f617fbc055f946c1fa,2026-07-24,public_download,cba,causal,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2021/21-MED-10-1435.pdf,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0330_sr_00ef058d7de59f24cd1bb0e4.pdf,established_from_explicit_successful_verification_and_saved_artifact_fields,verification.verified_at|verification.verification_status|verification.url_reachable|verification.bytes_read|verification.artifact_path|source_review.download_status|source_review.url_access_status|source_review.documents_downloaded|source_review.content_artifact_path,established_from_document_source_family_contract
doc_8805c93e5c2573b2d809a7ad,NSCQ-FL-20260720-0041,sr_95fc36e1493060132c33315e,VER-ecbef92a94f3cb49d08e,2026-07-24,public_download,cba,causal,https://d3n9y02raazwpg.cloudfront.net/coralsprings/5d2b9cb5-44bc-11ed-95a3-0050569183fa-6a3d5426-4fc5-44f0-abc3-8158e2918b53-1674839072.pdf,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0416_sr_95fc36e1493060132c33315e.pdf,established_from_explicit_successful_verification_and_saved_artifact_fields,verification.verified_at|verification.verification_status|verification.url_reachable|verification.bytes_read|verification.artifact_path|source_review.download_status|source_review.url_access_status|source_review.documents_downloaded|source_review.content_artifact_path,established_from_document_source_family_contract
doc_88963fa686b8f4a3a777f9a5,NSCQ-IL-20260720-0166,sr_6e33a89b0b61e1ccfd894c88,VER-9942842a70e1ff9d80cf,2026-07-24,public_download,cba,causal,https://www.northbrook.il.us/DocumentCenter/View/696/Public-Works-Contract-Final-2011---2015-PDF?bidId=,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0180_sr_6e33a89b0b61e1ccfd894c88.pdf,established_from_explicit_successful_verification_and_saved_artifact_fields,verification.verified_at|verification.verification_status|verification.url_reachable|verification.bytes_read|verification.artifact_path|source_review.download_status|source_review.url_access_status|source_review.documents_downloaded|source_review.content_artifact_path,established_from_document_source_family_contract
doc_88cab4c1d3470e6ff88d467b,NSCQ-OH-20260720-0190,sr_0ad9375efa82b4edfb95b372,VER-9a27163162e070f2ce42,2026-07-24,public_download,cba,causal,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2022/22-MED-02-0128.pdf,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0072_sr_0ad9375efa82b4edfb95b372.pdf,established_from_explicit_successful_verification_and_saved_artifact_fields,verification.verified_at|verification.verification_status|verification.url_reachable|verification.bytes_read|verification.artifact_path|source_review.download_status|source_review.url_access_status|source_review.documents_downloaded|source_review.content_artifact_path,established_from_document_source_family_contract
doc_88ce40464542b629c075c980,NSCQ-MA-20260720-0129,sr_7978c98969264d75c4437cc4,VER-c43dc72c652a2805cf4c,2026-07-24,public_download,cba,causal,https://www.cityofmelrose.org/DocumentCenter/View/1521/Fire-FY-24-26-PDF,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0037_sr_7978c98969264d75c4437cc4.pdf,established_from_explicit_successful_verification_and_saved_artifact_fields,verification.verified_at|verification.verification_status|verification.url_reachable|verification.bytes_read|verification.artifact_path|source_review.download_status|source_review.url_access_status|source_review.documents_downloaded|source_review.content_artifact_path,established_from_document_source_family_contract
doc_88f4cabad02df588c0c24a64,NSCQ-WI-20260720-0005,sr_3c7e7227660ca1c0451f3d2e,VER-fc79452cf4c406b7c643,2026-07-24,public_download,cba,causal,https://www.cityofmadison.com/human-resources/documents/contracts/AMPS2016-17.pdf,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0052_sr_3c7e7227660ca1c0451f3d2e.pdf,established_from_explicit_successful_verification_and_saved_artifact_fields,verification.verified_at|verification.verification_status|verification.url_reachable|verification.bytes_read|verification.artifact_path|source_review.download_status|source_review.url_access_status|source_review.documents_downloaded|source_review.content_artifact_path,established_from_document_source_family_contract
doc_89242e021de294d7bc6fd580,NSCQ-CA-20260720-0612,sr_6cb4a42b9cc64dade46c40c4,VER-90d2d8c748e467fb67c4,2026-07-24,public_download,cba,causal,https://www.beverlyhills.org/DocumentCenter/View/4761/MEA-Technical-Services?bidId=,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0152_sr_6cb4a42b9cc64dade46c40c4.pdf,established_from_explicit_successful_verification_and_saved_artifact_fields,verification.verified_at|verification.verification_status|verification.url_reachable|verification.bytes_read|verification.artifact_path|source_review.download_status|source_review.url_access_status|source_review.documents_downloaded|source_review.content_artifact_path,established_from_document_source_family_contract
doc_8945cc235f544e3e3e4a3734,NSCQ-WI-20260720-0196,sr_a499bdfcbb8faee93c8756aa,VER-e28b4d888c66c843d32c,2026-07-24,public_download,cba,causal,https://www.villageofshorewood.org/DocumentCenter/View/10690/2023-2024-Union-Contract,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0031_sr_a499bdfcbb8faee93c8756aa.pdf,established_from_explicit_successful_verification_and_saved_artifact_fields,verification.verified_at|verification.verification_status|verification.url_reachable|verification.bytes_read|verification.artifact_path|source_review.download_status|source_review.url_access_status|source_review.documents_downloaded|source_review.content_artifact_path,established_from_document_source_family_contract
doc_89479a8c034862dbe2b09c90,NSCQ-MN-20260720-0097,sr_72cd3e8454a377b258bdad2b,VER-c9819affb8ed89c9db13,2026-07-24,public_download,cba,causal,https://www.ci.forest-lake.mn.us/AgendaCenter/ViewFile/Agenda/_02092026-487,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0410_sr_72cd3e8454a377b258bdad2b.pdf,established_from_explicit_successful_verification_and_saved_artifact_fields,verification.verified_at|verification.verification_status|verification.url_reachable|verification.bytes_read|verification.artifact_path|source_review.download_status|source_review.url_access_status|source_review.documents_downloaded|source_review.content_artifact_path,established_from_document_source_family_contract
doc_894bfcdf9e76bf0b47104557,NSCQ-IL-20260720-0288,sr_7312435e24d18e5d856eed6b,VER-d79c74d74b607ffbb73d,2026-07-24,public_download,cba,causal,https://www.villageofgrayslake.com/DocumentCenter/View/7318/Public-Works-Local-150-CBA-2017-2022,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0148_sr_7312435e24d18e5d856eed6b.pdf,established_from_explicit_successful_verification_and_saved_artifact_fields,verification.verified_at|verification.verification_status|verification.url_reachable|verification.bytes_read|verification.artifact_path|source_review.download_status|source_review.url_access_status|source_review.documents_downloaded|source_review.content_artifact_path,established_from_document_source_family_contract
doc_8960660b940648cd6af6a69e,NSCQ-OH-20260720-0268,sr_1c27e0698c4fcbed234b8f6c,VER-90a672caa8f6068ad54d,2026-07-24,public_download,cba,causal,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2017/17-MED-04-0626.pdf,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0134_sr_1c27e0698c4fcbed234b8f6c.pdf,established_from_explicit_successful_verification_and_saved_artifact_fields,verification.verified_at|verification.verification_status|verification.url_reachable|verification.bytes_read|verification.artifact_path|source_review.download_status|source_review.url_access_status|source_review.documents_downloaded|source_review.content_artifact_path,established_from_document_source_family_contract
doc_8989eab62b71b20cd77a52b0,NSCQ-OH-20260720-0565,sr_0163c87de5d5b7f647b74503,VER-a41efbc99e8b6876f063,2026-07-24,public_download,cba,causal,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2021/21-MED-05-0797.pdf,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0071_sr_0163c87de5d5b7f647b74503.pdf,established_from_explicit_successful_verification_and_saved_artifact_fields,verification.verified_at|verification.verification_status|verification.url_reachable|verification.bytes_read|verification.artifact_path|source_review.download_status|source_review.url_access_status|source_review.documents_downloaded|source_review.content_artifact_path,established_from_document_source_family_contract
doc_8990ac3c266e1fd848bc3d05,NSCQ-FL-20260720-0228,sr_c75a3d791a4c9535bdd369ca,VER-63cfb9da382517592400,2026-07-24,public_download,memorandum_or_settlement,causal,https://www.lakewalesfl.gov/AgendaCenter/ViewFile/Item/14908?fileID=18589,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0463_sr_c75a3d791a4c9535bdd369ca.pdf,established_from_explicit_successful_verification_and_saved_artifact_fields,verification.verified_at|verification.verification_status|verification.url_reachable|verification.bytes_read|verification.artifact_path|source_review.download_status|source_review.url_access_status|source_review.documents_downloaded|source_review.content_artifact_path,established_from_document_source_family_contract
doc_8994856472b31bdee666a544,NSCQ-OR-20260720-0110,sr_a534a3cb2b986ce4a0662818,VER-3adcb5032c1f15bed0fc,2026-07-24,public_download,cba,causal,https://www.ontariooregon.org/uploads/1/2/2/6/122600994/2018-148_iaff_contract_01-01-219_-_12-31-2021_12-18-2018_1.pdf,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0051_sr_a534a3cb2b986ce4a0662818.pdf,established_from_explicit_successful_verification_and_saved_artifact_fields,verification.verified_at|verification.verification_status|verification.url_reachable|verification.bytes_read|verification.artifact_path|source_review.download_status|source_review.url_access_status|source_review.documents_downloaded|source_review.content_artifact_path,established_from_document_source_family_contract
doc_899d2254d2a9127c9ae38e03,NSCQ-VA-20260720-0003,sr_826de1e12cc50be7613ce961,VER-d5a53a70a0108a3e7e74,2026-07-24,public_download,cba,causal,https://www.rva.gov/sites/default/files/2025-07/2024-S-00173%20-%20CBA%20RCOP.pdf,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_2_live_attempt2_httpx/candidate_artifacts/content/0074_sr_826de1e12cc50be7613ce961.pdf,established_from_explicit_successful_verification_and_saved_artifact_fields,verification.verified_at|verification.verification_status|verification.url_reachable|verification.bytes_read|verification.artifact_path|source_review.download_status|source_review.url_access_status|source_review.documents_downloaded|source_review.content_artifact_path,established_from_document_source_family_contract
doc_899e1e20510cad6e7b8556af,NSCQ-MA-20260720-0113,sr_8fc961ce3bf22ff00f887292,VER-28192ec2beeb10cc0cd6,2026-07-24,public_download,cba,causal,https://northamptonma.gov/DocumentCenter/View/10041/Fire--IAFF-Local-108-Agreement-22-to-25-PDF?bidId=,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0223_sr_8fc961ce3bf22ff00f887292.pdf,established_from_explicit_successful_verification_and_saved_artifact_fields,verification.verified_at|verification.verification_status|verification.url_reachable|verification.bytes_read|verification.artifact_path|source_review.download_status|source_review.url_access_status|source_review.documents_downloaded|source_review.content_artifact_path,established_from_document_source_family_contract
doc_89c1351310f464920fd2e32c,NSCQ-CA-20260720-0498,sr_05e49daef966cdb39ce49b6f,VER-f083f2113401b00ba372,2026-07-24,public_download,cba,causal,https://burlingame.org/DocumentCenter/View/1084/Police-Officers-Association-2023-2025,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0171_sr_05e49daef966cdb39ce49b6f.pdf,established_from_explicit_successful_verification_and_saved_artifact_fields,verification.verified_at|verification.verification_status|verification.url_reachable|verification.bytes_read|verification.artifact_path|source_review.download_status|source_review.url_access_status|source_review.documents_downloaded|source_review.content_artifact_path,established_from_document_source_family_contract
doc_89e3a17057a0483d6959dc32,NSCQ-NH-20260720-0030,sr_1505a6b162f9d0d54e8cab66,VER-131eee448a89a42e857c,2026-07-24,public_download,cba,causal,https://www.claremontnh.com/corecode/uploads/document6/uploaded_pdfs/corecode/Clerical%20Collective%20Bargaining%20Agreement%2025-27_1774538574.pdf,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0413_sr_1505a6b162f9d0d54e8cab66.pdf,established_from_explicit_successful_verification_and_saved_artifact_fields,verification.verified_at|verification.verification_status|verification.url_reachable|verification.bytes_read|verification.artifact_path|source_review.download_status|source_review.url_access_status|source_review.documents_downloaded|source_review.content_artifact_path,established_from_document_source_family_contract
doc_8a5762f9358483855ec09fd1,NSCQ-OH-20260720-0332,sr_a2aa44de466dc16ea6e65a95,VER-59d0d4edc883710d5ffd,2026-07-24,public_download,cba,causal,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2022/22-MED-10-1091.pdf,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0304_sr_a2aa44de466dc16ea6e65a95.pdf,established_from_explicit_successful_verification_and_saved_artifact_fields,verification.verified_at|verification.verification_status|verification.url_reachable|verification.bytes_read|verification.artifact_path|source_review.download_status|source_review.url_access_status|source_review.documents_downloaded|source_review.content_artifact_path,established_from_document_source_family_contract
doc_8a5a2e030badeb8f58e5f9fe,NSCQ-MO-20260720-0007,sr_952118c54eec2305e424bae1,VER-0ce152a54da06ab84830,2026-07-24,public_download,memorandum_or_settlement,causal,https://gocolumbiamo.legistar.com/View.ashx?G=360B322F-B5D9-4E29-BE65-A6940441E0DD&GUID=3749EDBE-7BFF-4F43-9611-12321D974245&ID=10888639&M=F,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0467_sr_952118c54eec2305e424bae1.pdf,established_from_explicit_successful_verification_and_saved_artifact_fields,verification.verified_at|verification.verification_status|verification.url_reachable|verification.bytes_read|verification.artifact_path|source_review.download_status|source_review.url_access_status|source_review.documents_downloaded|source_review.content_artifact_path,established_from_document_source_family_contract
doc_8a7f8ad1a2bf91f3353bc034,NSCQ-AK-20260720-0016,sr_12cf9fc6374c39b966feff9e,VER-8bc7486e41a5a93200cc,2026-07-24,public_download,cba,causal,https://www.ketchikan.gov/media/HR%20Documents/PSEA%20CBA%202025-2028%20Final.pdf,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0372_sr_12cf9fc6374c39b966feff9e.pdf,established_from_explicit_successful_verification_and_saved_artifact_fields,verification.verified_at|verification.verification_status|verification.url_reachable|verification.bytes_read|verification.artifact_path|source_review.download_status|source_review.url_access_status|source_review.documents_downloaded|source_review.content_artifact_path,established_from_document_source_family_contract
