document_identity_id,candidate_queue_row_id,unit_type,controlled_occupation_class,occupation_class_bridge_status,occupation_support_fields,residual_occupation_bridge_status,residual_occupation_support_fields,residual_occupation_evidence_token,residual_occupation_evidence_sha256
doc_823d891b3dbde9e60f58ea31,NSCQ-ID-20260720-0015,police,police,exact_public_safety_unit_type,prior_bridge.unit_type,preserved_prior_controlled_class,,,
doc_825b53fda33c0b97a92c2330,NSCQ-OH-20260720-0647,police,police,exact_public_safety_unit_type,prior_bridge.unit_type,preserved_prior_controlled_class,,,
doc_8264a2bf61a7b099c6f07ceb,NSCQ-MI-20260720-0114,fire,fire,exact_public_safety_unit_type,prior_bridge.unit_type,preserved_prior_controlled_class,,,
doc_82749f3b43ea2a66d1c5f047,NSCQ-PA-20260720-0016,police,police,exact_public_safety_unit_type,prior_bridge.unit_type,preserved_prior_controlled_class,,,
doc_8296861d58345dcfa637b41f,NSCQ-DC-20260720-0002,police,police,exact_public_safety_unit_type,prior_bridge.unit_type,preserved_prior_controlled_class,,,
doc_8298e5ced77de97f1484dc2e,NSCQ-MI-20260720-0135,police,police,exact_public_safety_unit_type,prior_bridge.unit_type,preserved_prior_controlled_class,,,
doc_82a1a138512b90f1011a240b,NSCQ-NY-20260720-0084,fire,fire,exact_public_safety_unit_type,prior_bridge.unit_type,preserved_prior_controlled_class,,,
doc_82ad7cd73b117bd6fa03b964,NSCQ-WY-20260720-0013,non_safety,,quarantined_no_controlled_explicit_label,candidate_queue.unit_type_scouted|candidate_queue.document_title|candidate_queue.union_name,quarantined_no_explicit_controlled_residual_label,,,
doc_831509ac1ab281d1eac9f8b9,NSCQ-OH-20260720-0088,police,police,exact_public_safety_unit_type,prior_bridge.unit_type,preserved_prior_controlled_class,,,
doc_8323998777ab1c94c3852b08,NSCQ-OH-20260720-0253,non_safety,,quarantined_no_controlled_explicit_label,candidate_queue.unit_type_scouted|candidate_queue.document_title|candidate_queue.union_name,quarantined_no_explicit_controlled_residual_label,,,
doc_83613436c883ba5cba31fb8c,NSCQ-OH-20260720-0433,fire,fire,exact_public_safety_unit_type,prior_bridge.unit_type,preserved_prior_controlled_class,,,
doc_8376b1cf2695007d425c67a2,NSCQ-IL-20260720-0057,non_safety,other,established_single_explicit_residual_structured_label_rule,candidate_queue.unit_type_scouted|candidate_queue.document_title|candidate_queue.union_name,established_single_explicit_residual_structured_label_rule,candidate_queue.document_title|candidate_queue.union_name,Municipal Employees,8a8c714fe54240acfc86979df4d087df82a8c7f8ddfa1e07e596139d19e84fe6
doc_83cce29a224428fb85372ba4,NSCQ-AL-20260720-0010,non_safety,,quarantined_no_controlled_explicit_label,candidate_queue.unit_type_scouted|candidate_queue.document_title|candidate_queue.union_name,quarantined_no_explicit_controlled_residual_label,,,
doc_83df6fa1353593b9a2cfa218,NSCQ-MD-20260720-0049,police,police,exact_public_safety_unit_type,prior_bridge.unit_type,preserved_prior_controlled_class,,,
doc_83f698400981835f1eec1036,NSCQ-CA-20260720-0549,police,police,exact_public_safety_unit_type,prior_bridge.unit_type,preserved_prior_controlled_class,,,
doc_83fe5504147ef29a7e31e785,NSCQ-WA-20260720-0205,police,police,exact_public_safety_unit_type,prior_bridge.unit_type,preserved_prior_controlled_class,,,
doc_842b986fbeec10e69b64a035,NSCQ-ME-20260720-0009,non_safety,public_works,established_single_explicit_structured_label_rule,candidate_queue.unit_type_scouted|candidate_queue.document_title|candidate_queue.union_name,preserved_prior_controlled_class,,,
doc_8450383e0379594ebecf951b,NSCQ-LA-20260720-0005,non_safety,,quarantined_no_controlled_explicit_label,candidate_queue.unit_type_scouted|candidate_queue.document_title|candidate_queue.union_name,quarantined_no_explicit_controlled_residual_label,,,
doc_84519d74ba68a55ad9808e0d,NSCQ-OH-20260720-0735,police,police,exact_public_safety_unit_type,prior_bridge.unit_type,preserved_prior_controlled_class,,,
doc_845a27154cc18d24d7508b7b,NSCQ-VA-20260720-0005,non_safety,,quarantined_no_controlled_explicit_label,candidate_queue.unit_type_scouted|candidate_queue.document_title|candidate_queue.union_name,quarantined_no_explicit_controlled_residual_label,,,
doc_84b92ce9a3e01285f64fe0a5,NSCQ-PA-20260720-0058,fire,fire,exact_public_safety_unit_type,prior_bridge.unit_type,preserved_prior_controlled_class,,,
doc_84db5291313415f142b84084,NSCQ-FL-20260720-0087,non_safety,,quarantined_no_controlled_explicit_label,candidate_queue.unit_type_scouted|candidate_queue.document_title|candidate_queue.union_name,quarantined_no_explicit_controlled_residual_label,,,
doc_850ab2f4e608a6d3d14bdc7a,NSCQ-FL-20260720-0031,non_safety,other,established_single_explicit_residual_structured_label_rule,candidate_queue.unit_type_scouted|candidate_queue.document_title|candidate_queue.union_name,established_single_explicit_residual_structured_label_rule,candidate_queue.document_title,CITY EMPLOYEES|Municipal Employees,d2b3e2bf47733e7eca3591866bf63351215f99a589a72539dddac3ff347bf9d7
doc_851c5ace8f999a7b08aae830,NSCQ-CA-20260720-0746,non_safety,clerical_admin,established_single_explicit_structured_label_rule,candidate_queue.unit_type_scouted|candidate_queue.document_title|candidate_queue.union_name,preserved_prior_controlled_class,,,
doc_853faf0370646264eaa287be,NSCQ-OH-20260720-0272,non_safety,parks_rec,established_single_explicit_residual_structured_label_rule,candidate_queue.unit_type_scouted|candidate_queue.document_title|candidate_queue.union_name,established_single_explicit_residual_structured_label_rule,candidate_queue.document_title|candidate_queue.union_name,RECREATION WORKERS|Recreation Workers,847d6ceb4cc9b3c84899d9148403efdf886d62b18d2ecaac4bc0255be2c28457
doc_856748707fc652000dcc13c3,NSCQ-CA-20260720-0077,non_safety,other,established_single_explicit_residual_structured_label_rule,candidate_queue.unit_type_scouted|candidate_queue.document_title|candidate_queue.union_name,established_single_explicit_residual_structured_label_rule,candidate_queue.document_title|candidate_queue.union_name,Municipal Employees,8a8c714fe54240acfc86979df4d087df82a8c7f8ddfa1e07e596139d19e84fe6
doc_85879c179869c0d0c3a6ab41,NSCQ-OH-20260720-0617,non_safety,other,established_single_explicit_residual_structured_label_rule,candidate_queue.unit_type_scouted|candidate_queue.document_title|candidate_queue.union_name,established_single_explicit_residual_structured_label_rule,candidate_queue.union_name,Municipal Employees,8a8c714fe54240acfc86979df4d087df82a8c7f8ddfa1e07e596139d19e84fe6
doc_85d1ad77b054a873d8aaa643,NSCQ-CA-20260720-0753,non_safety,,quarantined_no_controlled_explicit_label,candidate_queue.unit_type_scouted|candidate_queue.document_title|candidate_queue.union_name,quarantined_no_explicit_controlled_residual_label,,,
doc_86263c2b2f3cd5993de0af80,NSCQ-OH-20260720-0290,fire,fire,exact_public_safety_unit_type,prior_bridge.unit_type,preserved_prior_controlled_class,,,
doc_86284c130e4f45d655b885c6,NSCQ-CA-20260720-0443,police,police,exact_public_safety_unit_type,prior_bridge.unit_type,preserved_prior_controlled_class,,,
doc_8636bc5ba9a1cc8f1afa4fe5,NSCQ-OH-20260720-0446,non_safety,,quarantined_no_controlled_explicit_label,candidate_queue.unit_type_scouted|candidate_queue.document_title|candidate_queue.union_name,quarantined_no_explicit_controlled_residual_label,,,
doc_864918a377e3ef5675784749,NSCQ-OH-20260720-0627,police,police,exact_public_safety_unit_type,prior_bridge.unit_type,preserved_prior_controlled_class,,,
doc_8655e72ef25c99b575343782,NSCQ-MI-20260720-0094,non_safety,other,established_single_explicit_residual_structured_label_rule,candidate_queue.unit_type_scouted|candidate_queue.document_title|candidate_queue.union_name,established_single_explicit_residual_structured_label_rule,candidate_queue.document_title|candidate_queue.union_name,MUNICIPAL EMPLOYEES|Municipal Employees,b53715cc84a4bece493734d39771ac6c270437bb79c5ad11b6447e2c6c11d8b3
doc_8667a1c549cfcdec10592a2a,NSCQ-FL-20260720-0100,non_safety,,quarantined_no_controlled_explicit_label,candidate_queue.unit_type_scouted|candidate_queue.document_title|candidate_queue.union_name,quarantined_no_explicit_controlled_residual_label,,,
doc_8669a0a996f3c379222ff625,NSCQ-WI-20260720-0012,police,police,exact_public_safety_unit_type,prior_bridge.unit_type,preserved_prior_controlled_class,,,
doc_8685f35ef53ff06999ed2347,NSCQ-OH-20260720-0486,police,police,exact_public_safety_unit_type,prior_bridge.unit_type,preserved_prior_controlled_class,,,
doc_86bc07d1f917f5a6cba55068,NSCQ-AK-20260720-0001,police,police,exact_public_safety_unit_type,prior_bridge.unit_type,preserved_prior_controlled_class,,,
doc_86bd65074c2b724d79a5a6c6,NSCQ-OH-20260720-0027,police,police,exact_public_safety_unit_type,prior_bridge.unit_type,preserved_prior_controlled_class,,,
doc_86e4216e7d302c22db68150a,NSCQ-OR-20260720-0040,police,police,exact_public_safety_unit_type,prior_bridge.unit_type,preserved_prior_controlled_class,,,
doc_872ff892eec7886d3110d9c9,NSCQ-WA-20260720-0097,non_safety,,quarantined_multiple_controlled_label_rules,candidate_queue.unit_type_scouted|candidate_queue.document_title|candidate_queue.union_name,quarantined_no_explicit_controlled_residual_label,,,
doc_87556b8fe60dc28cde0ec732,NSCQ-NY-20260720-0090,non_safety,,quarantined_no_controlled_explicit_label,candidate_queue.unit_type_scouted|candidate_queue.document_title|candidate_queue.union_name,quarantined_no_explicit_controlled_residual_label,,,
doc_875c1504fa07acc026eea9c0,NSCQ-OH-20260720-0535,police,police,exact_public_safety_unit_type,prior_bridge.unit_type,preserved_prior_controlled_class,,,
doc_875f3dd1d5efb3b939066800,NSCQ-OH-20260720-0191,police,police,exact_public_safety_unit_type,prior_bridge.unit_type,preserved_prior_controlled_class,,,
doc_876441a96cf05040a235e224,NSCQ-OH-20260720-0448,non_safety,other,established_single_explicit_residual_structured_label_rule,candidate_queue.unit_type_scouted|candidate_queue.document_title|candidate_queue.union_name,established_single_explicit_residual_structured_label_rule,candidate_queue.union_name,Municipal Employees,8a8c714fe54240acfc86979df4d087df82a8c7f8ddfa1e07e596139d19e84fe6
doc_8776224825e29c28c85f8287,NSCQ-OH-20260720-0164,police,police,exact_public_safety_unit_type,prior_bridge.unit_type,preserved_prior_controlled_class,,,
doc_87a09626448314cd6cf6b33a,NSCQ-MT-20260720-0003,non_safety,,quarantined_no_controlled_explicit_label,candidate_queue.unit_type_scouted|candidate_queue.document_title|candidate_queue.union_name,quarantined_no_explicit_controlled_residual_label,,,
doc_87a467a6941b9b6b2d92bd45,NSCQ-NE-20260720-0021,fire,fire,exact_public_safety_unit_type,prior_bridge.unit_type,preserved_prior_controlled_class,,,
doc_87b9746bf3f9c141fd992c88,NSCQ-CA-20260720-0058,fire,fire,exact_public_safety_unit_type,prior_bridge.unit_type,preserved_prior_controlled_class,,,
doc_87bf361ddebc9eec5e311080,NSCQ-IL-20260720-0273,fire,fire,exact_public_safety_unit_type,prior_bridge.unit_type,preserved_prior_controlled_class,,,
doc_87df0174799ab976344bd038,NSCQ-CA-20260720-0346,fire,fire,exact_public_safety_unit_type,prior_bridge.unit_type,preserved_prior_controlled_class,,,
doc_87e77bb92165367da50c63b5,NSCQ-OR-20260720-0127,fire,fire,exact_public_safety_unit_type,prior_bridge.unit_type,preserved_prior_controlled_class,,,
doc_87e92215eb6d69dd2c9557a5,NSCQ-OH-20260720-0501,police,police,exact_public_safety_unit_type,prior_bridge.unit_type,preserved_prior_controlled_class,,,
doc_8805c93e5c2573b2d809a7ad,NSCQ-FL-20260720-0041,fire,fire,exact_public_safety_unit_type,prior_bridge.unit_type,preserved_prior_controlled_class,,,
doc_88963fa686b8f4a3a777f9a5,NSCQ-IL-20260720-0166,non_safety,public_works,established_single_explicit_structured_label_rule,candidate_queue.unit_type_scouted|candidate_queue.document_title|candidate_queue.union_name,preserved_prior_controlled_class,,,
doc_88cab4c1d3470e6ff88d467b,NSCQ-OH-20260720-0190,non_safety,,quarantined_no_controlled_explicit_label,candidate_queue.unit_type_scouted|candidate_queue.document_title|candidate_queue.union_name,quarantined_no_explicit_controlled_residual_label,,,
doc_88ce40464542b629c075c980,NSCQ-MA-20260720-0129,fire,fire,exact_public_safety_unit_type,prior_bridge.unit_type,preserved_prior_controlled_class,,,
doc_88f4cabad02df588c0c24a64,NSCQ-WI-20260720-0005,police,police,exact_public_safety_unit_type,prior_bridge.unit_type,preserved_prior_controlled_class,,,
doc_89242e021de294d7bc6fd580,NSCQ-CA-20260720-0612,non_safety,other,established_single_explicit_residual_structured_label_rule,candidate_queue.unit_type_scouted|candidate_queue.document_title|candidate_queue.union_name,established_single_explicit_residual_structured_label_rule,candidate_queue.union_name,Municipal Employees,8a8c714fe54240acfc86979df4d087df82a8c7f8ddfa1e07e596139d19e84fe6
doc_8945cc235f544e3e3e4a3734,NSCQ-WI-20260720-0196,police,police,exact_public_safety_unit_type,prior_bridge.unit_type,preserved_prior_controlled_class,,,
doc_89479a8c034862dbe2b09c90,NSCQ-MN-20260720-0097,police,police,exact_public_safety_unit_type,prior_bridge.unit_type,preserved_prior_controlled_class,,,
doc_894bfcdf9e76bf0b47104557,NSCQ-IL-20260720-0288,non_safety,,quarantined_no_controlled_explicit_label,candidate_queue.unit_type_scouted|candidate_queue.document_title|candidate_queue.union_name,quarantined_no_explicit_controlled_residual_label,,,
doc_8960660b940648cd6af6a69e,NSCQ-OH-20260720-0268,fire,fire,exact_public_safety_unit_type,prior_bridge.unit_type,preserved_prior_controlled_class,,,
doc_8989eab62b71b20cd77a52b0,NSCQ-OH-20260720-0565,non_safety,,quarantined_no_controlled_explicit_label,candidate_queue.unit_type_scouted|candidate_queue.document_title|candidate_queue.union_name,quarantined_no_explicit_controlled_residual_label,,,
doc_8990ac3c266e1fd848bc3d05,NSCQ-FL-20260720-0228,police,police,exact_public_safety_unit_type,prior_bridge.unit_type,preserved_prior_controlled_class,,,
doc_8994856472b31bdee666a544,NSCQ-OR-20260720-0110,fire,fire,exact_public_safety_unit_type,prior_bridge.unit_type,preserved_prior_controlled_class,,,
doc_899d2254d2a9127c9ae38e03,NSCQ-VA-20260720-0003,police,police,exact_public_safety_unit_type,prior_bridge.unit_type,preserved_prior_controlled_class,,,
doc_899e1e20510cad6e7b8556af,NSCQ-MA-20260720-0113,fire,fire,exact_public_safety_unit_type,prior_bridge.unit_type,preserved_prior_controlled_class,,,
doc_89c1351310f464920fd2e32c,NSCQ-CA-20260720-0498,police,police,exact_public_safety_unit_type,prior_bridge.unit_type,preserved_prior_controlled_class,,,
doc_89e3a17057a0483d6959dc32,NSCQ-NH-20260720-0030,non_safety,clerical_admin,established_single_explicit_structured_label_rule,candidate_queue.unit_type_scouted|candidate_queue.document_title|candidate_queue.union_name,preserved_prior_controlled_class,,,
doc_8a5762f9358483855ec09fd1,NSCQ-OH-20260720-0332,non_safety,,quarantined_no_controlled_explicit_label,candidate_queue.unit_type_scouted|candidate_queue.document_title|candidate_queue.union_name,quarantined_no_explicit_controlled_residual_label,,,
doc_8a5a2e030badeb8f58e5f9fe,NSCQ-MO-20260720-0007,police,police,exact_public_safety_unit_type,prior_bridge.unit_type,preserved_prior_controlled_class,,,
doc_8a7f8ad1a2bf91f3353bc034,NSCQ-AK-20260720-0016,police,police,exact_public_safety_unit_type,prior_bridge.unit_type,preserved_prior_controlled_class,,,
doc_8b4a4c23f9efacde06a600cd,NSCQ-CT-20260720-0020,fire,fire,exact_public_safety_unit_type,prior_bridge.unit_type,preserved_prior_controlled_class,,,
doc_8b9121c7a239a349f981084f,NSCQ-NV-20260720-0014,fire,fire,exact_public_safety_unit_type,prior_bridge.unit_type,preserved_prior_controlled_class,,,
doc_8bb83f4b1927786b0d31461e,NSCQ-MI-20260720-0045,non_safety,,quarantined_no_controlled_explicit_label,candidate_queue.unit_type_scouted|candidate_queue.document_title|candidate_queue.union_name,quarantined_no_explicit_controlled_residual_label,,,
doc_8bb92919261344b055f2ac72,NSCQ-MN-20260720-0082,police,police,exact_public_safety_unit_type,prior_bridge.unit_type,preserved_prior_controlled_class,,,
doc_8be6b9c4d45e656a54a016c5,NSCQ-OH-20260720-0598,non_safety,public_works,established_single_explicit_structured_label_rule,candidate_queue.unit_type_scouted|candidate_queue.document_title|candidate_queue.union_name,preserved_prior_controlled_class,,,
doc_8c1b48ca2dd8000c86e117ba,NSCQ-TX-20260720-0077,fire,fire,exact_public_safety_unit_type,prior_bridge.unit_type,preserved_prior_controlled_class,,,
doc_8c580153bf721c2a96a005b5,NSCQ-SD-20260720-0037,fire,fire,exact_public_safety_unit_type,prior_bridge.unit_type,preserved_prior_controlled_class,,,
doc_8c89fa5c3c64a62c620ed394,NSCQ-OH-20260720-0629,fire,fire,exact_public_safety_unit_type,prior_bridge.unit_type,preserved_prior_controlled_class,,,
doc_8c8c3a7460b22546722c18f8,NSCQ-MA-20260720-0153,police,police,exact_public_safety_unit_type,prior_bridge.unit_type,preserved_prior_controlled_class,,,
doc_8cae546a9b44a4a0a41b6383,NSCQ-CA-20260720-0413,non_safety,other,established_single_explicit_residual_structured_label_rule,candidate_queue.unit_type_scouted|candidate_queue.document_title|candidate_queue.union_name,established_single_explicit_residual_structured_label_rule,candidate_queue.document_title|candidate_queue.union_name,City Employees,f28800c01d06e66cadd25f1712497e07575e00961252cfead91157dde609a3b3
doc_8d1c1d525cd163ada1e02b96,NSCQ-OH-20260720-0339,police,police,exact_public_safety_unit_type,prior_bridge.unit_type,preserved_prior_controlled_class,,,
doc_8d3ba3903499ec6289c67da7,NSCQ-OH-20260720-0010,fire,fire,exact_public_safety_unit_type,prior_bridge.unit_type,preserved_prior_controlled_class,,,
doc_8d7df5f57cc8b7a6fccc38a9,NSCQ-OK-20260720-0012,non_safety,,quarantined_no_controlled_explicit_label,candidate_queue.unit_type_scouted|candidate_queue.document_title|candidate_queue.union_name,quarantined_no_explicit_controlled_residual_label,,,
doc_8dab6e769d1774137c70f1d7,NSCQ-CA-20260720-0121,non_safety,other,established_single_explicit_residual_structured_label_rule,candidate_queue.unit_type_scouted|candidate_queue.document_title|candidate_queue.union_name,established_single_explicit_residual_structured_label_rule,candidate_queue.union_name,General Employees,41c05605df16a91dd09a72e50da98b46cfd5bc53d3e400884fcdfdd292580a36
doc_8dd59b9da3f774ee5049386e,NSCQ-TX-20260720-0088,police,police,exact_public_safety_unit_type,prior_bridge.unit_type,preserved_prior_controlled_class,,,
doc_8dee08f19b58a27cd8224a72,NSCQ-WA-20260720-0064,fire,fire,exact_public_safety_unit_type,prior_bridge.unit_type,preserved_prior_controlled_class,,,
doc_8e00bb470d0e028412a01c9d,NSCQ-OH-20260720-0270,police,police,exact_public_safety_unit_type,prior_bridge.unit_type,preserved_prior_controlled_class,,,
doc_8e0fc1470542d8bc7c0651a4,NSCQ-IL-20260720-0079,fire,fire,exact_public_safety_unit_type,prior_bridge.unit_type,preserved_prior_controlled_class,,,
doc_8e6a358e160f01849dfa12c6,NSCQ-ME-20260720-0008,non_safety,,quarantined_no_controlled_explicit_label,candidate_queue.unit_type_scouted|candidate_queue.document_title|candidate_queue.union_name,quarantined_no_explicit_controlled_residual_label,,,
doc_8ed59cd54b4aff9adf0e4c60,NSCQ-CA-20260720-0153,police,police,exact_public_safety_unit_type,prior_bridge.unit_type,preserved_prior_controlled_class,,,
doc_8ede9faf4ad1bca20f0eb4bf,NSCQ-OH-20260720-0673,fire,fire,exact_public_safety_unit_type,prior_bridge.unit_type,preserved_prior_controlled_class,,,
doc_8ee44f2ce85ee94390653190,NSCQ-OH-20260720-0816,fire,fire,exact_public_safety_unit_type,prior_bridge.unit_type,preserved_prior_controlled_class,,,
doc_8f063298fed920053c0c57e2,NSCQ-OR-20260720-0130,fire,fire,exact_public_safety_unit_type,prior_bridge.unit_type,preserved_prior_controlled_class,,,
doc_8f155bcc6b178fbcd9a0c37c,NSCQ-WA-20260720-0114,non_safety,clerical_admin,established_single_explicit_residual_structured_label_rule,candidate_queue.unit_type_scouted|candidate_queue.document_title|candidate_queue.union_name,established_single_explicit_residual_structured_label_rule,candidate_queue.document_title|candidate_queue.union_name,Administrative Staff|ADMINISTRATIVE STAFF,89c04f785e307c3f40abc432e6d04652223086779bae564dc4ee7b102308ce2b
doc_8f29cb14f2cc8257b2353c1c,NSCQ-MT-20260720-0023,police,police,exact_public_safety_unit_type,prior_bridge.unit_type,preserved_prior_controlled_class,,,
doc_8f4026ddc1fbdfac7627ca4f,NSCQ-KS-20260720-0012,fire,fire,exact_public_safety_unit_type,prior_bridge.unit_type,preserved_prior_controlled_class,,,
doc_8f71aa7534cbd359f96712dc,NSCQ-OH-20260720-0145,non_safety,other,established_single_explicit_residual_structured_label_rule,candidate_queue.unit_type_scouted|candidate_queue.document_title|candidate_queue.union_name,established_single_explicit_residual_structured_label_rule,candidate_queue.document_title|candidate_queue.union_name,Municipal Employees,8a8c714fe54240acfc86979df4d087df82a8c7f8ddfa1e07e596139d19e84fe6
doc_8f83ae1358fafac9fcb063a6,NSCQ-OH-20260720-0589,non_safety,,quarantined_no_controlled_explicit_label,candidate_queue.unit_type_scouted|candidate_queue.document_title|candidate_queue.union_name,quarantined_no_explicit_controlled_residual_label,,,
doc_8f886ebdc21b9d31d488ba35,NSCQ-MA-20260720-0112,police,police,exact_public_safety_unit_type,prior_bridge.unit_type,preserved_prior_controlled_class,,,
doc_8fc318a94e178163f7b7f3f7,NSCQ-OH-20260720-0619,non_safety,,quarantined_no_controlled_explicit_label,candidate_queue.unit_type_scouted|candidate_queue.document_title|candidate_queue.union_name,quarantined_no_explicit_controlled_residual_label,,,
doc_8fd6f63818ad02e054347d5f,NSCQ-OR-20260720-0107,fire,fire,exact_public_safety_unit_type,prior_bridge.unit_type,preserved_prior_controlled_class,,,
doc_8fe7d239969e0107dff03222,NSCQ-PA-20260720-0018,police,police,exact_public_safety_unit_type,prior_bridge.unit_type,preserved_prior_controlled_class,,,
doc_900d0bc3ed705d6dc64a669f,NSCQ-ID-20260720-0003,fire,fire,exact_public_safety_unit_type,prior_bridge.unit_type,preserved_prior_controlled_class,,,
doc_9037302d4f024a3d59c66926,NSCQ-WA-20260720-0051,police,police,exact_public_safety_unit_type,prior_bridge.unit_type,preserved_prior_controlled_class,,,
doc_9083823cb8967ea7f965f9a6,NSCQ-MI-20260720-0063,police,police,exact_public_safety_unit_type,prior_bridge.unit_type,preserved_prior_controlled_class,,,
doc_90aec554784a1c8b19a3d7ed,NSCQ-FL-20260720-0049,non_safety,,quarantined_no_controlled_explicit_label,candidate_queue.unit_type_scouted|candidate_queue.document_title|candidate_queue.union_name,quarantined_no_explicit_controlled_residual_label,,,
doc_90e67e718f86d1618388258d,NSCQ-OH-20260720-0209,police,police,exact_public_safety_unit_type,prior_bridge.unit_type,preserved_prior_controlled_class,,,
doc_9179a3858fc7715758953f7a,NSCQ-OH-20260720-0478,police,police,exact_public_safety_unit_type,prior_bridge.unit_type,preserved_prior_controlled_class,,,
doc_91958a0059d9804110a70ee7,NSCQ-MN-20260720-0068,police,police,exact_public_safety_unit_type,prior_bridge.unit_type,preserved_prior_controlled_class,,,
doc_91aa452817dd92da069824a9,NSCQ-MN-20260720-0115,police,police,exact_public_safety_unit_type,prior_bridge.unit_type,preserved_prior_controlled_class,,,
doc_91ad7acf2216d9cca500b147,NSCQ-CA-20260720-0002,fire,fire,exact_public_safety_unit_type,prior_bridge.unit_type,preserved_prior_controlled_class,,,
doc_9201c7d3c8e3d5a99b776754,NSCQ-CA-20260720-0374,police,police,exact_public_safety_unit_type,prior_bridge.unit_type,preserved_prior_controlled_class,,,
doc_9206a36b41bfc718d868adcf,NSCQ-FL-20260720-0180,police,police,exact_public_safety_unit_type,prior_bridge.unit_type,preserved_prior_controlled_class,,,
doc_921897b31e1cde1520dded84,NSCQ-OR-20260720-0106,police,police,exact_public_safety_unit_type,prior_bridge.unit_type,preserved_prior_controlled_class,,,
doc_9220ea99f793af9fec9cc310,NSCQ-OH-20260720-0400,police,police,exact_public_safety_unit_type,prior_bridge.unit_type,preserved_prior_controlled_class,,,
doc_924d202dfafe659a3f355fd4,NSCQ-OH-20260720-0231,non_safety,,quarantined_no_controlled_explicit_label,candidate_queue.unit_type_scouted|candidate_queue.document_title|candidate_queue.union_name,quarantined_no_explicit_controlled_residual_label,,,
doc_924d4334cba2c981a33fc055,NSCQ-MI-20260720-0158,fire,fire,exact_public_safety_unit_type,prior_bridge.unit_type,preserved_prior_controlled_class,,,
doc_926d3d2301918c68440ffdf8,NSCQ-MD-20260720-0004,police,police,exact_public_safety_unit_type,prior_bridge.unit_type,preserved_prior_controlled_class,,,
doc_926ded8d3df0dd39f33f5b04,NSCQ-NV-20260720-0009,police,police,exact_public_safety_unit_type,prior_bridge.unit_type,preserved_prior_controlled_class,,,
doc_927536d94e6a0fbb08149b1c,NSCQ-RI-20260720-0006,non_safety,other,established_single_explicit_residual_structured_label_rule,candidate_queue.unit_type_scouted|candidate_queue.document_title|candidate_queue.union_name,established_single_explicit_residual_structured_label_rule,candidate_queue.document_title,General Employees,41c05605df16a91dd09a72e50da98b46cfd5bc53d3e400884fcdfdd292580a36
doc_92771262c82f89ad935a1784,NSCQ-OH-20260720-0687,non_safety,,quarantined_no_controlled_explicit_label,candidate_queue.unit_type_scouted|candidate_queue.document_title|candidate_queue.union_name,quarantined_no_explicit_controlled_residual_label,,,
doc_92a364a22d2690e99893341e,NSCQ-IL-20260720-0225,non_safety,,quarantined_no_controlled_explicit_label,candidate_queue.unit_type_scouted|candidate_queue.document_title|candidate_queue.union_name,quarantined_no_explicit_controlled_residual_label,,,
doc_92a50bcd98ed8a9542486273,NSCQ-FL-20260720-0111,police,police,exact_public_safety_unit_type,prior_bridge.unit_type,preserved_prior_controlled_class,,,
doc_92b0a2b7c066376791f31a6a,NSCQ-OH-20260720-0206,police,police,exact_public_safety_unit_type,prior_bridge.unit_type,preserved_prior_controlled_class,,,
doc_92cf9020873bd799204989d1,NSCQ-OH-20260720-0481,police,police,exact_public_safety_unit_type,prior_bridge.unit_type,preserved_prior_controlled_class,,,
doc_92eaa5ce6dd9a5475b547f7c,NSCQ-FL-20260720-0080,fire,fire,exact_public_safety_unit_type,prior_bridge.unit_type,preserved_prior_controlled_class,,,
doc_92fb2b81c72ffbb808dee2c0,NSCQ-OR-20260720-0176,police,police,exact_public_safety_unit_type,prior_bridge.unit_type,preserved_prior_controlled_class,,,
doc_932cd53ff2ff27d8c142c908,NSCQ-CO-20260720-0005,police,police,exact_public_safety_unit_type,prior_bridge.unit_type,preserved_prior_controlled_class,,,
doc_937f715464d0fd0ed2e047a9,NSCQ-CA-20260720-0161,police,police,exact_public_safety_unit_type,prior_bridge.unit_type,preserved_prior_controlled_class,,,
doc_93dba66908def704da7f5441,NSCQ-OH-20260720-0087,police,police,exact_public_safety_unit_type,prior_bridge.unit_type,preserved_prior_controlled_class,,,
doc_93f2de3811186fd37a4dbf42,NSCQ-FL-20260720-0138,police,police,exact_public_safety_unit_type,prior_bridge.unit_type,preserved_prior_controlled_class,,,
doc_94597a538a430bf14af528f6,NSCQ-WI-20260720-0171,fire,fire,exact_public_safety_unit_type,prior_bridge.unit_type,preserved_prior_controlled_class,,,
doc_945a2510099af8a255bc0783,NSCQ-OK-20260720-0005,non_safety,other,established_single_explicit_residual_structured_label_rule,candidate_queue.unit_type_scouted|candidate_queue.document_title|candidate_queue.union_name,established_single_explicit_residual_structured_label_rule,candidate_queue.document_title|candidate_queue.union_name,MUNICIPAL EMPLOYEES|Municipal Employees,b53715cc84a4bece493734d39771ac6c270437bb79c5ad11b6447e2c6c11d8b3
doc_94c27eb60dac7dcdf009334a,NSCQ-MI-20260720-0041,non_safety,other,established_single_explicit_residual_structured_label_rule,candidate_queue.unit_type_scouted|candidate_queue.document_title|candidate_queue.union_name,established_single_explicit_residual_structured_label_rule,candidate_queue.union_name,City Employees,f28800c01d06e66cadd25f1712497e07575e00961252cfead91157dde609a3b3
doc_94d6ea87bfa3622cd5f71f99,NSCQ-OR-20260720-0088,police,police,exact_public_safety_unit_type,prior_bridge.unit_type,preserved_prior_controlled_class,,,
