growth_record_id,evidence_route,normalized_record_id,codified_record_id,rating_id,span_id,municipality,state,region,source_family,unit_or_group,unit_type,occupation_or_classification,effective_period,effective_year,source_reported_growth_value,growth_value_type,pay_basis,base_or_non_base,primary_growth_mechanism,secondary_growth_mechanisms,mechanism_cluster,mechanism_confidence,confidence_score,municipality_cycle_key,unit_cycle_key,raw_value_text,raw_span_text,raw_values_preserved,growth_rate_eligible,dashboard_default_eligible,exclusion_or_caveat,final_locator
B4X2500GROWTHSRC-1a1e720d241312f7006d,source_reported_growth_rate,B4X2500NORM-79ae9b6f9ceacc64f45bd185,B4X2500COD-20260730-55bba1a7cfe907065ffedbb8,B4X2500-RATING-20260730-32ec09e702517d3279f193ba,B4X2500SPAN-20260730-ab871acc5a0adeaf288a5f98,Wabasha,MN,Midwest,cba,police,police,police,2022-2024,2022,8.0,percentage_raise,percentage,unclear,across_the_board_percentage_raise,"[""automatic_raise""]",automatic_wage_growth,high,0.72,MN|wabasha|2022,MN|wabasha|2022|police|police,8%,salaries from the year prior is approximately an 8% increase.,True,True,True,source_explicit_recurring_wage_or_schedule_growth,https://public.destinyhosted.com/wabasdocs/2021/CCREG/20211102_672/AGENDApacket__11-02-21_0211_671.pdf
B4X2500GROWTHSRC-86c3e4c0b64f93b28ca5,source_reported_growth_rate,B4X2500NORM-7163fe63cf1934150471820f,B4X2500COD-20260730-ad554d247e32826519e9ba74,B4X2500-RATING-20260730-6db939a361b03dc535e5675f,B4X2500SPAN-20260730-0112d1702a39a7b599d3ec3e,Bladenboro,NC,South,budget_or_pay_plan,sanitation,non_safety,sanitation,2022-2023,2022,5.0,percentage_raise,percentage,unclear,across_the_board_percentage_raise,"[""automatic_raise""]",automatic_wage_growth,high,0.45,NC|bladenboro|2022,NC|bladenboro|2022|sanitation|sanitation,5%,SANITATION 5% Increase,True,False,False,insufficient_context_to_confirm_recurring_wage_growth,https://bladenboronc.org/vertical/sites/%7BE1D8C6F0-3E4E-4AEF-AAB9-4E71828273B1%7D/uploads/Budget_File_2022-2023_PDF%28Kelsey%29_Final.pdf
B4X2500GROWTHSRC-6073770739cc061fb634,source_reported_growth_rate,B4X2500NORM-530b06a9db0059a8a69c9089,B4X2500COD-20260730-d798cff7a4b9634ff03f2003,B4X2500-RATING-20260730-a4814b1a4b5e3a833ee17fdf,B4X2500SPAN-20260730-5a1c087157ac8edbf40c5798,Broadway,NC,South,budget_or_pay_plan,police,police,police,2022-2023,2022,3.0,COLA_CPI,percentage,unclear,COLA_CPI,"[""automatic_raise""]",automatic_wage_growth,high,0.9,NC|broadway|2022,NC|broadway|2022|police|police,3%,A 3% COLA is,True,True,True,source_explicit_recurring_wage_or_schedule_growth,https://broadwaync.com/Minutes/2022/05-23-22.pdf
B4X2500GROWTHSRC-bbe2059641dd63ed2c64,source_reported_growth_rate,B4X2500NORM-a96757a26996c3cc5e45c189,B4X2500COD-20260730-bde76df1da4a22cc452234bb,B4X2500-RATING-20260730-11832033f3d29d11b6ebb1b6,B4X2500SPAN-20260730-30b1fe6c0697ae24d50dcb9d,Broadway,NC,South,budget_or_pay_plan,police,police,police,2022-2023,2022,7.0,percentage_raise,percentage,unclear,across_the_board_percentage_raise,"[""automatic_raise""]",automatic_wage_growth,high,0.45,NC|broadway|2022,NC|broadway|2022|police|police,7%,"supporting as required by the state, there is a recommendation for a 7% increase in",True,False,False,insufficient_context_to_confirm_recurring_wage_growth,https://broadwaync.com/Minutes/2022/05-23-22.pdf
B4X2500GROWTHSRC-b3058deba7b0994b0bae,source_reported_growth_rate,B4X2500NORM-bdce7b5276a13e8f8ec1946f,B4X2500COD-20260730-5100900022c03a8acedef0cc,B4X2500-RATING-20260730-7c24ef30375b6fc6c5a268e6,B4X2500SPAN-20260730-c36db86f552f44777c533733,North Wilkesboro,NC,South,budget_or_pay_plan,police,police,police,2022,2022,2.5,COLA_CPI,percentage,unclear,COLA_CPI,"[""automatic_raise""]",automatic_wage_growth,high,0.9,NC|north_wilkesboro|2022,NC|north_wilkesboro|2022|police|police,"$151,000.00; 2.5%","compensation increases include the 2.5% COLA to law enforcement, that amount would be $151,000,00.",True,True,True,source_explicit_recurring_wage_or_schedule_growth,https://north-wilkesboro.com/AgendaCenter/ViewFile/Minutes/_01042022-213
B4X2500GROWTHSRC-a9699657fff8d1ecd2e4,source_reported_growth_rate,B4X2500NORM-f7ec989060ce77d1bb1ea07e,B4X2500COD-20260730-57aa63a8f52f3486844972a2,B4X2500-RATING-20260730-d35a688687a4338b89849f9d,B4X2500SPAN-20260730-4c4a5353af2310de0063cad0,Pikeville,NC,South,budget_or_pay_plan,unresolved_unit,unclear,unknown,2022,2022,1.0,percentage_raise,percentage,unclear,across_the_board_percentage_raise,"[""automatic_raise""]",automatic_wage_growth,high,0.72,NC|pikeville|2022,NC|pikeville|2022|unresolved_unit|unknown,1%,"(For example, employees who exceed expectations may receive a 1% salary increase and employees who far exceed expectations may receive a larger",True,True,True,source_explicit_recurring_wage_or_schedule_growth,https://pikevillenc.gov/documents/545/Personnel_Policy_-2022.pdf
B4X2500GROWTHSRC-03890e6f04223d8b3450,source_reported_growth_rate,B4X2500NORM-7487a668e0d0e1053e2f34ef,B4X2500COD-20260730-316edd09ec0f6f73f82682d5,B4X2500-RATING-20260730-e39424442a5e2d734c5c5d8a,B4X2500SPAN-20260730-4144386b475e494ebd08bfcb,Red Springs,NC,South,budget_or_pay_plan,unresolved_unit,unclear,unknown,2022,2022,5.0,percentage_raise,percentage,unclear,across_the_board_percentage_raise,"[""automatic_raise""]",automatic_wage_growth,high,0.72,NC|red_springs|2022,NC|red_springs|2022|unresolved_unit|unknown,5%,"When an employee is promoted, the employee's salary shall normally be advanced to the hiring rate of the new position, or to a salary which provides an increase of 5% over the employee's salary before the promotion, whichever is greater.",True,True,True,source_explicit_recurring_wage_or_schedule_growth,https://redsprings.org/vertical/sites/%7B554C75D5-A56C-447A-8853-DBFBDEF2285C%7D/uploads/RS_Personnel_Policy_2022.doc
B4X2500GROWTHSRC-1c5afcd55e485ed6169b,source_reported_growth_rate,B4X2500NORM-1144951689e6e121c5c83c4b,B4X2500COD-20260730-5e300b92fc69b1163ef339c6,B4X2500-RATING-20260730-22255136c0425d7570222cd3,B4X2500SPAN-20260730-7b1428cd12981fdfca156fbc,Red Springs,NC,South,budget_or_pay_plan,unresolved_unit,unclear,unknown,2022,2022,5.0,percentage_raise,percentage,unclear,across_the_board_percentage_raise,"[""automatic_raise""]",automatic_wage_growth,high,0.72,NC|red_springs|2022,NC|red_springs|2022|unresolved_unit|unknown,5%,"An employee whose position is reclassified to a class having a higher salary range shall receive a pay increase of 5% or an increase to the hiring rate of the new pay range, whichever is higher.",True,True,True,source_explicit_recurring_wage_or_schedule_growth,https://redsprings.org/vertical/sites/%7B554C75D5-A56C-447A-8853-DBFBDEF2285C%7D/uploads/RS_Personnel_Policy_2022.doc
B4X2500GROWTHSRC-b1a0b47be0a723e1da46,source_reported_growth_rate,B4X2500NORM-7d3c6553beba6e8134ed1e69,B4X2500COD-20260730-9de5c13579e4c268df457c34,B4X2500-RATING-20260730-a14896fc0588bd44b8bc1280,B4X2500SPAN-20260730-63bfaf6321559ed4a0ad9bec,Red Springs,NC,South,budget_or_pay_plan,unresolved_unit,unclear,unknown,2022,2022,5.0,percentage_raise,percentage,unclear,across_the_board_percentage_raise,"[""automatic_raise""]",automatic_wage_growth,high,0.72,NC|red_springs|2022,NC|red_springs|2022|unresolved_unit|unknown,5%,"Subject to the availability of funds and approval of the Town Board of Commissioners, when an individual class of positions is assigned to a higher salary range, employees in that class shall normally receive a pay increase of 5%, or to the hiring rate of the new range, whichever is higher.",True,True,True,source_explicit_recurring_wage_or_schedule_growth,https://redsprings.org/vertical/sites/%7B554C75D5-A56C-447A-8853-DBFBDEF2285C%7D/uploads/RS_Personnel_Policy_2022.doc
B4X2500GROWTHSRC-b96ee4f88b9e1efa5222,source_reported_growth_rate,B4X2500NORM-eeb27bb69460bcd0b8eb1bf6,B4X2500COD-20260730-9ae7ecbda1ed15d6eea9070c,B4X2500-RATING-20260730-bf54ad6ec4256a903c548fbf,B4X2500SPAN-20260730-456c9f61026f3407ac115dd2,Red Springs,NC,South,budget_or_pay_plan,unresolved_unit,unclear,unknown,2022,2022,3.0,percentage_raise,percentage,unclear,across_the_board_percentage_raise,"[""automatic_raise""]",automatic_wage_growth,high,0.45,NC|red_springs|2022,NC|red_springs|2022|unresolved_unit|unknown,3%,Promotion to proper grade level guarantees an employee for a minimum 3% increase.,True,False,False,insufficient_context_to_confirm_recurring_wage_growth,https://redsprings.org/vertical/sites/%7B554C75D5-A56C-447A-8853-DBFBDEF2285C%7D/uploads/RS_Personnel_Policy_2022.doc
B4X2500GROWTHSRC-6322b149e7463990655b,source_reported_growth_rate,B4X2500NORM-a55fe75c462c8fceb4116f9c,B4X2500COD-20260730-0a02a1ad35c2b5f98a7e7409,B4X2500-RATING-20260730-d0b4efe26a0895cf5d46a71f,B4X2500SPAN-20260730-38bcde1f9e08785130d5561e,Williamston,NC,South,agenda_packet_or_minutes,police,police,police,2022,2022,5.0,percentage_raise,percentage,unclear,across_the_board_percentage_raise,"[""automatic_raise""]",automatic_wage_growth,high,0.45,NC|williamston|2022,NC|williamston|2022|police|police,"$45,000.00; 5%","Ahoskie offered $45,000 with a 5% increase after probation.",True,False,False,insufficient_context_to_confirm_recurring_wage_growth,http://cms4files.revize.com/townofwilliamston/FY%2022-23%20Minutes.pdf
B4X2500GROWTHSRC-8aa3b93ff47230cf229b,source_reported_growth_rate,B4X2500NORM-d67117bbc8cd7b380dbacbd9,B4X2500COD-20260730-1b7d894d5421d76cdb2324a8,B4X2500-RATING-20260730-0be0715e6e5f0d7def02fc14,B4X2500SPAN-20260730-6e01a66b60bac0cbdfe824e2,Williamston,NC,South,agenda_packet_or_minutes,police,police,police,2022,2022,2.0,percentage_raise,percentage,unclear,across_the_board_percentage_raise,"[""automatic_raise""]",automatic_wage_growth,high,0.45,NC|williamston|2022,NC|williamston|2022|police|police,2%,"a 2% increase, and their ½% merit increase.",True,False,False,insufficient_context_to_confirm_recurring_wage_growth,http://cms4files.revize.com/townofwilliamston/FY%2022-23%20Minutes.pdf
B4X2500GROWTHSRC-908818a4d22b720c7be3,source_reported_growth_rate,B4X2500NORM-11a15b981655318f2629f779,B4X2500COD-20260730-13b0f2eda0cda419273350d9,B4X2500-RATING-20260730-3d9ea113ef3ff60bb5d88e4d,B4X2500SPAN-20260730-e6eb817570c972a265750334,Williamston,NC,South,agenda_packet_or_minutes,police,police,police,2022,2022,5.0,COLA_CPI,percentage,unclear,COLA_CPI,"[""automatic_raise""]",automatic_wage_growth,high,0.72,NC|williamston|2022,NC|williamston|2022|police|police,5%,"With the Board’s strong support of the employees, there is a possible 5% cost of living adjustment",True,True,True,source_explicit_recurring_wage_or_schedule_growth,http://cms4files.revize.com/townofwilliamston/FY%2022-23%20Minutes.pdf
B4X2500GROWTHSRC-a9f0300000dee609fd3e,source_reported_growth_rate,B4X2500NORM-45328a844508db7ac97df37e,B4X2500COD-20260730-f9ea0587f80212e6c4f65336,B4X2500-RATING-20260730-70a6862ab5f81ec95ff1d48e,B4X2500SPAN-20260730-b70f50f02c9a71487f6815c8,Williamston,NC,South,agenda_packet_or_minutes,police,police,police,2022,2022,5.0,COLA_CPI,percentage,unclear,COLA_CPI,"[""automatic_raise""]",automatic_wage_growth,high,0.9,NC|williamston|2022,NC|williamston|2022|police|police,5%,The Finance Officer explained that all staff received the 5% COLA increase.,True,True,True,source_explicit_recurring_wage_or_schedule_growth,http://cms4files.revize.com/townofwilliamston/FY%2022-23%20Minutes.pdf
B4X2500GROWTHSRC-bb0bea31db75026bd210,source_reported_growth_rate,B4X2500NORM-4f9298315f7d0cd84cff50ad,B4X2500COD-20260730-f77914c0250c693e9050d312,B4X2500-RATING-20260730-9a88b90886449fcd0e7cf8bf,B4X2500SPAN-20260730-6f5acdf22d5906f862564b50,Williamston,NC,South,agenda_packet_or_minutes,police,police,police,2022,2022,5.0,COLA_CPI,percentage,unclear,COLA_CPI,"[""automatic_raise""]",automatic_wage_growth,high,0.9,NC|williamston|2022,NC|williamston|2022|police|police,5%,"The staff would receive a 5% COLA increase, then",True,True,True,source_explicit_recurring_wage_or_schedule_growth,http://cms4files.revize.com/townofwilliamston/FY%2022-23%20Minutes.pdf
B4X2500GROWTHSRC-d9774d39956031c00a38,source_reported_growth_rate,B4X2500NORM-bc7e1a4ef74b8874b58aadb4,B4X2500COD-20260730-b29973d358481f8104dd4bb9,B4X2500-RATING-20260730-54fd3d340a330efb53e7414a,B4X2500SPAN-20260730-a7b29668b3f16a043fff0f01,Williamston,NC,South,agenda_packet_or_minutes,police,police,police,2022,2022,2.0,percentage_raise,percentage,unclear,across_the_board_percentage_raise,"[""automatic_raise""]",automatic_wage_growth,high,0.45,NC|williamston|2022,NC|williamston|2022|police|police,2%,The Town Administrator requested the Board to approve the 2% increase,True,False,False,insufficient_context_to_confirm_recurring_wage_growth,http://cms4files.revize.com/townofwilliamston/FY%2022-23%20Minutes.pdf
B4X2500GROWTHSRC-ff48ff324d760dc01453,source_reported_growth_rate,B4X2500NORM-d0026831a4fcfd175e8a7727,B4X2500COD-20260730-5b276bed1da643616b8ebcc2,B4X2500-RATING-20260730-c4b2e4033a176f2f07758b9d,B4X2500SPAN-20260730-b3ef3a87baee994430da6e0e,Cortland,NE,Midwest,agenda_packet_or_minutes,clerical_admin,non_safety,clerical_admin,2022,2022,1.0,percentage_raise,percentage,unclear,across_the_board_percentage_raise,"[""automatic_raise""]",automatic_wage_growth,high,0.45,NE|cortland|2022,NE|cortland|2022|clerical_admin|clerical_admin,1%,1% Increase in Restricted Funds Authority,True,False,False,insufficient_context_to_confirm_recurring_wage_growth,https://villageofcortland.com/wp-content/uploads/Minutes-September-2022.pdf
B4X2500GROWTHSRC-110ac391498d54b999cd,source_reported_growth_rate,B4X2500NORM-d7ea4d4247c72b43b6fcc052,B4X2500COD-20260730-6d1f41c085dcafbfa9bace28,B4X2500-RATING-20260730-febe6941943b44a04b6c2e4c,B4X2500SPAN-20260730-840154830aa5d83ecdcc9638,Kingwood,NJ,Northeast,cba,unresolved_unit,unclear,unknown,2022,2022,7.5,percentage_raise,percentage,base,across_the_board_percentage_raise,"[""implementation_retroactivity""]",timing_implementation,high,0.45,NJ|kingwood|2022,NJ|kingwood|2022|unresolved_unit|unknown,7.5%,"The contribution rate was 7.50% of base salary effective July 1, 2018.",True,False,False,percentage_or_amount_is_not_recurring_wage_growth,https://kingwoodtownship.gov/government/budgets/2022/2636-kingwood-township-audit-2022/file
B4X2500GROWTHSRC-44ff9f25f7da80998634,source_reported_growth_rate,B4X2500NORM-066cd72870d2a304f0cceb5c,B4X2500COD-20260730-0295c786bf25be1fac9df963,B4X2500-RATING-20260730-4be10fc83be108215809c0a0,B4X2500SPAN-20260730-9bd9a5c9bdf39045a25df06c,Kingwood,NJ,Northeast,cba,unresolved_unit,unclear,unknown,2022,2022,3.25,percentage_raise,percentage,unclear,across_the_board_percentage_raise,"[""automatic_raise""]",automatic_wage_growth,high,0.72,NJ|kingwood|2022,NJ|kingwood|2022|unresolved_unit|unknown,3.25%; 2.75%; 6.55%,Wage 3.25% Salary increases (based on years of service) 2.75% - 6.55%,True,True,True,source_explicit_recurring_wage_or_schedule_growth,https://kingwoodtownship.gov/government/budgets/2022/2636-kingwood-township-audit-2022/file
B4X2500GROWTHSRC-e00b2fef5c18b06557d9,source_reported_growth_rate,B4X2500NORM-0793bc04b445ae4a3a596a03,B4X2500COD-20260730-1f292fc76007800453148f33,B4X2500-RATING-20260730-9df73a3028471fc9f821eb86,B4X2500SPAN-20260730-4abce8bff505c75f5f4e20bb,North Brunswick,NJ,Northeast,cba,clerical_admin,non_safety,clerical_admin,2022,2022,2.0,percentage_raise,percentage,unclear,across_the_board_percentage_raise,"[""automatic_raise""]",automatic_wage_growth,high,0.45,NJ|north_brunswick|2022,NJ|north_brunswick|2022|clerical_admin|clerical_admin,2%; 2%; 2%; 2%,"Employees over Year 25 shall receive a 2% increase for 2022, 2% increase for 2023, 2% increase for 2024 and 2% for 2025.",True,False,False,insufficient_context_to_confirm_recurring_wage_growth,https://northbrunswicknj.gov/wp-content/uploads/2024/01/LOCAL-108-CLERICAL_2022-2025-1.pdf
B4X2500GROWTHSRC-e2390163b97de66a9dc3,source_reported_growth_rate,B4X2500NORM-439ec14739d52fd3d9f855d9,B4X2500COD-20260730-2a6f6a7575c1f753a05c6ffc,B4X2500-RATING-20260730-c5b29f02a0ecfd4ee2c3944b,B4X2500SPAN-20260730-188c7d70270d1b0d23ca5345,North Brunswick,NJ,Northeast,cba,clerical_admin,non_safety,clerical_admin,2022,2022,2.0,percentage_raise,percentage,unclear,across_the_board_percentage_raise,"[""automatic_raise""]",automatic_wage_growth,high,0.45,NJ|north_brunswick|2022,NJ|north_brunswick|2022|clerical_admin|clerical_admin,2%; 2%; 2%,"Employees over Year 25 shall receive a 2% increase for 2022, 2% increase for 2023, 2%",True,False,False,insufficient_context_to_confirm_recurring_wage_growth,https://northbrunswicknj.gov/wp-content/uploads/2024/01/LOCAL-108-CLERICAL_2022-2025-1.pdf
B4X2500GROWTHSRC-2e564a437cfd07fcade7,source_reported_growth_rate,B4X2500NORM-030d74343618f5c9b3e053a0,B4X2500COD-20260730-e1329492b14ffa8884139747,B4X2500-RATING-20260730-aba525056b4ac5f503a39f2b,B4X2500SPAN-20260730-2f526d5afe62af7308c4db2e,Altamont,NY,Northeast,personnel_policy,unresolved_unit,unclear,unknown,2022,2022,3.0,COLA_CPI,percentage,unclear,COLA_CPI,"[""automatic_raise""]",automatic_wage_growth,high,0.72,NY|altamont|2022,NY|altamont|2022|unresolved_unit|unknown,3%,"3% COLA increase, which we really, if we can do that, we want to do that.",True,True,True,source_explicit_recurring_wage_or_schedule_growth,https://altamontvillageny.gov/sites/g/files/vyhlif16621/f/minutes/brdminutes_april_05_2022.pdf
B4X2500GROWTHSRC-7f2a739baa7b317eeecb,source_reported_growth_rate,B4X2500NORM-a8abb311afc4f643d560f489,B4X2500COD-20260730-8c4a30ece8a5b9efa6af7a27,B4X2500-RATING-20260730-067e748a1e0c8677feef02c7,B4X2500SPAN-20260730-679de5eeb1369ef3d9e8e815,Chester,NY,Northeast,cba,unresolved_unit,unclear,unknown,2022,2022,25.0,percentage_raise,percentage,non_base,across_the_board_percentage_raise,"[""non_base_compensation""]",non_base_compensation,high,0.45,NY|chester|2022,NY|chester|2022|unresolved_unit|unknown,25%,"least 10 years of continuous service with the Town, shall be eligible for a one-time lump sum payment of twenty five percent( 25%) of the employee' s final years income, exclusive of",True,False,False,insufficient_context_to_confirm_recurring_wage_growth,https://chester-ny.gov/wp-content/uploads/2025/01/Final-Signed-CBA-Teamsters-Local-445-June-2022-May-2027.pdf
B4X2500GROWTHSRC-2ff5806c88ce16dcb33c,source_reported_growth_rate,B4X2500NORM-53b6f789a59bbf99c2993f90,B4X2500COD-20260730-7bd722b17b33ad121bc0faa7,B4X2500-RATING-20260730-88c616296eebeb1c09a9e084,B4X2500SPAN-20260730-edaf88213edcb8da1d4d7566,Ulster,NY,Northeast,cba,unresolved_unit,unclear,unknown,2022,2022,1.0,retroactive_or_lump_sum,unknown,unclear,implementation_retroactivity,[],timing_implementation,high,0.45,NY|ulster|2022,NY|ulster|2022|unresolved_unit|unknown,$1.00,"Effective August 18, 2022, an increase of$ 1.",True,False,False,growth_value_not_a_plausible_percentage_rate,https://townofulster.ny.gov/wp-content/uploads/TOU-Local-17-Agreement-1_1_2022-12_31_2025.pdf
B4X2500GROWTHSRC-1a55801bb661284b1582,source_reported_growth_rate,B4X2500NORM-1806a329e81cd381c6d19794,B4X2500COD-20260730-9abb7c9720b863b9efff4eb7,B4X2500-RATING-20260730-812d15525b68fb656e8f3125,B4X2500SPAN-20260730-e9e549401d09ba1d3d77f71f,Glendale,OH,Midwest,other_local_government_pay_policy,unresolved_unit,unclear,unknown,2022,2022,5.0,percentage_raise,percentage,unclear,across_the_board_percentage_raise,"[""automatic_raise""]",automatic_wage_growth,high,0.45,OH|glendale|2022,OH|glendale|2022|unresolved_unit|unknown,5%,"employee performance appraisal, shall receive an increase of 5%, effective",True,False,False,insufficient_context_to_confirm_recurring_wage_growth,https://cms5.revize.com/revize/glendaleoh/council/meeting%20materials/2022/221205%20reg/221205%20Council%20packet.pdf
B4X2500GROWTHSRC-b02bd0909c487886ff7c,source_reported_growth_rate,B4X2500NORM-b0fd3fad32516595aec8f142,B4X2500COD-20260730-2583f799eacd7480ba70f586,B4X2500-RATING-20260730-6d895b661c2f03d7b3bca2e4,B4X2500SPAN-20260730-ce4a04ace1902125fab7881d,Glendale,OH,Midwest,other_local_government_pay_policy,unresolved_unit,unclear,unknown,2022,2022,5.0,percentage_raise,percentage,unclear,across_the_board_percentage_raise,"[""implementation_retroactivity""]",timing_implementation,high,0.45,OH|glendale|2022,OH|glendale|2022|unresolved_unit|unknown,5%,"employee performance appraisal, shall receive an increase of 5%, effective 1/1/2023.",True,False,False,insufficient_context_to_confirm_recurring_wage_growth,https://cms5.revize.com/revize/glendaleoh/council/meeting%20materials/2022/221205%20reg/221205%20Council%20packet.pdf
B4X2500GROWTHSRC-4d2d83b4e9d2cfa9052e,source_reported_growth_rate,B4X2500NORM-8322a6d38d4ffc54480e1b41,B4X2500COD-20260730-6a23223a3ea06444562025c9,B4X2500-RATING-20260730-8b0ff69ea6fa5e27b49b9b75,B4X2500SPAN-20260730-44ff7e89748661fd14a3c93c,Howland,OH,Midwest,cba,police,police,police,2022,2022,7.0,percentage_raise,percentage,unclear,across_the_board_percentage_raise,"[""implementation_retroactivity""]",timing_implementation,high,0.9,OH|howland|2022,OH|howland|2022|police|police,7%,"30,2022, and effective July 1, 2022, members of the bargaining unit shall pay 7% of the 2020",True,True,True,source_explicit_recurring_wage_or_schedule_growth,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2020/20-MED-05-0559.pdf
B4X2500GROWTHSRC-ba73e18e0bf05f110028,source_reported_growth_rate,B4X2500NORM-7544fbf042b853f2dd58dfd8,B4X2500COD-20260730-f9faf670410be0e282f0698b,B4X2500-RATING-20260730-72712c8b6bdd4ec840c1f01d,B4X2500SPAN-20260730-57cce7f6cee1fd724ff91af3,Howland,OH,Midwest,cba,fire,fire,fire,2022,2022,7.0,percentage_raise,percentage,unclear,across_the_board_percentage_raise,"[""implementation_retroactivity""]",timing_implementation,high,0.9,OH|howland|2022,OH|howland|2022|fire|fire,7%,"through June 30, 2022, and effective July 1, 2022, members of the bargaining unit shall pay 7%",True,True,True,source_explicit_recurring_wage_or_schedule_growth,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2020/20-MED-04-0420.pdf
B4X2500GROWTHSRC-fd47c78f3b566b1af97d,source_reported_growth_rate,B4X2500NORM-23c93c54f23c60bd8d9f95e4,B4X2500COD-20260730-04f999a811ad264bc6c3342d,B4X2500-RATING-20260730-2c941c107374da65ccb6eaa2,B4X2500SPAN-20260730-5e2bac71ad2b074a1f62663e,Liberty,OH,Midwest,cba,unresolved_unit,unclear,unknown,2022,2022,2.0,percentage_raise,percentage,unclear,across_the_board_percentage_raise,"[""automatic_raise""]",automatic_wage_growth,high,0.45,OH|liberty|2022,OH|liberty|2022|unresolved_unit|unknown,2%,"Beginning August 1, 2022 all members of the bargaining unit shall receive 2% increase.",True,False,False,insufficient_context_to_confirm_recurring_wage_growth,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2020/20-MED-09-0981.pdf
B4X2500GROWTHSRC-db1dac6445d3d3c41737,source_reported_growth_rate,B4X2500NORM-af652ddca2540331dbbcd8ce,B4X2500COD-20260730-1a003a4936925290810f0906,B4X2500-RATING-20260730-bb1b11d51edac1ba0b7fbdd0,B4X2500SPAN-20260730-0a45e893c81ea0dd00870748,Marion,OH,Midwest,cba,fire,fire,fire,2022,2022,3.25,percentage_raise,percentage,unclear,across_the_board_percentage_raise,"[""automatic_raise"", ""implementation_retroactivity""]",timing_implementation,high,0.9,OH|marion|2022,OH|marion|2022|fire|fire,3.25%,"Effective January 1, 2022, employees shall receive a general wage increase of 3.25%.",True,True,True,source_explicit_recurring_wage_or_schedule_growth,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2019/19-MED-09-0962.pdf
B4X2500GROWTHSRC-96833c913a447fc5cb37,source_reported_growth_rate,B4X2500NORM-346e2ddb3e1a74e8f80851af,B4X2500COD-20260730-6bfcf65aa7accba1e876c65f,B4X2500-RATING-20260730-d6ec422d65f79de1cfc1e2ce,B4X2500SPAN-20260730-bec6fa127c3c31c8c936334a,Russell,OH,Midwest,cba,police,police,police,2022,2022,3.25,percentage_raise,percentage,unclear,across_the_board_percentage_raise,"[""automatic_raise"", ""implementation_retroactivity""]",timing_implementation,high,0.9,OH|russell|2022,OH|russell|2022|police|police,3.25%,"Effective January 1, 2022, each bargaining unit employee will receive a 3.25% wage increase.",True,True,True,source_explicit_recurring_wage_or_schedule_growth,https://dam.assets.ohio.gov/image/upload/serb.ohio.gov/PDF/Contracts/2020/20-MED-09-0864.pdf
B4X2500GROWTHSRC-c56dc28cf75dc5607b18,source_reported_growth_rate,B4X2500NORM-1e7cf455f8acc9bd03c4c770,B4X2500COD-20260730-7ae0307608d34a6ffcced5a0,B4X2500-RATING-20260730-28e671e0bf9501a6f02de158,B4X2500SPAN-20260730-73ffd13728f372f305b52adc,Nanty-Glo,PA,Northeast,agenda_packet_or_minutes,unresolved_unit,unclear,unknown,2022,2022,2.25,percentage_raise,percentage,unclear,across_the_board_percentage_raise,"[""automatic_raise""]",automatic_wage_growth,high,0.45,PA|nanty_glo|2022,PA|nanty_glo|2022|unresolved_unit|unknown,2.25%,Holby asked when any new hire would get the 2.25% raise.,True,False,False,insufficient_context_to_confirm_recurring_wage_growth,https://nantygloborough.com/document/council-minutes-january-24th-2022
B4X2500GROWTHSRC-2d702d2e7e3cfdcf5f7f,source_reported_growth_rate,B4X2500NORM-5866b583915f1cfa9fe3f296,B4X2500COD-20260730-194a5b443ddc1020a711aebe,B4X2500-RATING-20260730-04acfc22a82decc7d62ce56a,B4X2500SPAN-20260730-5a2e6ee54f44af2b048502bd,Topton,PA,Northeast,agenda_packet_or_minutes,unresolved_unit,unclear,unknown,2022,2022,20.0,percentage_raise,percentage,unclear,across_the_board_percentage_raise,"[""automatic_raise""]",automatic_wage_growth,high,0.45,PA|topton|2022,PA|topton|2022|unresolved_unit|unknown,20%,"Milo presented Council with a final version of the 2023 budget, including a 20% increase to",True,False,False,insufficient_context_to_confirm_recurring_wage_growth,https://toptonborough.com/wp-content/uploads/2023/01/12.26.22.pdf
B4X2500GROWTHSRC-8f71064a47d382548d1a,source_reported_growth_rate,B4X2500NORM-99dcbe33665e9c5699337bf8,B4X2500COD-20260730-4f8a5a44b685377c01b283f1,B4X2500-RATING-20260730-7993eafe5d3305b158b27214,B4X2500SPAN-20260730-07504f9e064ad9ff38047813,Tullytown,PA,Northeast,agenda_packet_or_minutes,police,police,police,2022,2022,25.0,percentage_raise,percentage,unclear,across_the_board_percentage_raise,"[""automatic_raise""]",automatic_wage_growth,high,0.45,PA|tullytown|2022,PA|tullytown|2022|police|police,25%; 10%,"As long as it does not increase by 25% in one area, or 10% in the",True,False,False,insufficient_context_to_confirm_recurring_wage_growth,https://tullytownborough.com/wp-content/uploads/2022/12/20221121-Council-Meeting-Minutes.pdf
